0.00061929+4.6681e-05i,0.00095354-0.00049429i,-0.00066607-0.0015912i,-0.0020155-0.0018086i,-0.0022982-0.00085017i,-0.0019569-0.0004687i,-0.0010582-0.00056846i,-0.00011812+0.00027675i,0.00036303+0.00072075i,0.0004559-0.00039777i,0.00011127-0.00071575i,8.7923e-05-0.00080547i,0.00017721-0.00045742i,-0.0002541+0.0001962i,-0.00062744+0.00070425i,-0.0010085+0.0009785i,-0.00057035+0.00035987i,8.9824e-05-0.00082876i,0.0004363-0.0006327i,0.0002341-0.00030115i,-0.00041556-0.00049182i,-0.00088847-0.00031103i,-0.00072333-0.0002827i
0.054098-0.24607i,0.032378-0.42209i,-0.063872-0.44231i,-0.12215-0.29479i,-0.084078-0.12942i,-0.053688-0.010475i,-0.039987+0.076122i,-0.0031045+0.083576i,0.0099615+0.036044i,0.0060617+0.014025i,0.013202+0.016439i,0.018829+0.024623i,0.024287+0.033118i,0.02331+0.033948i,0.009688+0.028394i,-0.001749+0.013681i,-0.005969-0.0045202i,-0.0070125-0.0099423i,-0.0093642-0.0029566i,-0.017707+0.0036889i,-0.025931+0.0048988i,-0.025768+0.0050914i,-0.018731+0.005527i
0.22379+0.087011i,0.39909+0.10284i,0.41874+0.011658i,0.23737-0.073044i,0.070079-0.053799i,0.048585-0.059899i,0.032799-0.11483i,-0.016536-0.099894i,-0.015962-0.044313i,0.0047904-0.024867i,-0.0020544-0.026377i,-0.024663-0.02205i,-0.044781-0.0057416i,-0.047885+0.01217i,-0.031834+0.018295i,-0.0054695+0.016361i,0.015694+0.009984i,0.017524-0.0040967i,0.00987-0.022169i,0.012932-0.032486i,0.02324-0.023904i,0.02725-0.0064433i,0.023436+0.001597i
-0.14003+0.20547i,-0.17754+0.39434i,-0.050324+0.45789i,0.12635+0.29984i,0.12857+0.11464i,0.030706+0.096142i,0.0069538+0.12846i,0.021134+0.089038i,0.0030498+0.040751i,-0.013538+0.034592i,-0.0013732+0.036084i,0.016485+0.016157i,0.018197-0.015172i,0.0052606-0.037888i,-0.0090512-0.041686i,-0.016133-0.027447i,-0.012867-0.0092804i,0.00061244+0.0026939i,0.014414+0.015633i,0.01439+0.031898i,-0.00098239+0.034663i,-0.015026+0.0225i,-0.015354+0.011515i
-0.19224-0.17364i,-0.39306-0.26705i,-0.52767-0.17891i,-0.4624+0.020595i,-0.26828+0.081179i,-0.11329+0.0030227i,-0.041822-0.054893i,-0.015826-0.050972i,-0.00095082-0.028113i,0.0060426-0.022477i,-0.0035465-0.023946i,-0.0094062-0.012844i,0.0011549-0.00071683i,0.016714+0.0040073i,0.026783+0.0067203i,0.022449+0.0087221i,0.0089804+0.0098952i,-0.0056404+0.0096542i,-0.022781+0.0027816i,-0.034245-0.010054i,-0.02777-0.017536i,-0.011318-0.015114i,-0.0028124-0.010026i
0.20501-0.15905i,0.36032-0.34088i,0.36453-0.47891i,0.22347-0.44083i,0.10975-0.26886i,0.04031-0.10367i,-0.015773+0.0023153i,-0.027109+0.039149i,-0.019032+0.023492i,-0.014082+0.013402i,-0.0040991+0.014983i,0.0010104+0.015192i,0.0045482+0.021592i,0.0085776+0.025096i,0.0031041+0.018807i,-0.0055805+0.006439i,-0.0077098-0.0050544i,-0.0023331-0.012826i,0.0075118-0.01971i,0.012871-0.021418i,0.0083206-0.015983i,0.0001682-0.010954i,-0.0022835-0.0073829i
0.10157+0.22911i,0.23515+0.42604i,0.32237+0.46569i,0.24923+0.31553i,0.096333+0.16719i,0.035063+0.074118i,0.043055-0.014721i,0.028106-0.052504i,0.014124-0.027324i,0.014444-0.0077522i,0.010529-0.010871i,0.00035163-0.01698i,-0.018168-0.015785i,-0.031762-0.0073753i,-0.027334-0.00075799i,-0.010033-0.000199i,0.0052041-0.0019246i,0.010851-0.0024934i,0.013694+0.00078236i,0.01954+0.0072426i,0.023014+0.014602i,0.021982+0.019973i,0.019221+0.019129i
-0.25396+0.058716i,-0.46653+0.14519i,-0.4902+0.22333i,-0.26801+0.19233i,-0.058646+0.074329i,-0.017734+0.015987i,-0.027245+0.048684i,-0.013291+0.059693i,-0.014443+0.027714i,-0.0282+0.012066i,-0.024319+0.019798i,-0.0052904+0.020437i,0.0097231+0.0041014i,0.014404-0.013992i,0.014436-0.019748i,0.012117-0.012704i,0.0093143-0.0019673i,0.0090699+0.0071636i,0.003586+0.017559i,-0.013821+0.023194i,-0.031141+0.013531i,-0.035567-0.0013592i,-0.028588-0.007232i
-0.010254-0.25392i,-0.054732-0.48696i,-0.1456-0.55669i,-0.22651-0.3642i,-0.20291-0.12287i,-0.10139-0.027094i,-0.032057-0.029598i,-0.0095756-0.030674i,0.0022756-0.017479i,0.011587-0.017882i,0.0078551-0.025355i,-0.0022775-0.01865i,-0.0019909-0.0033036i,0.0051835+0.0088718i,0.0097083+0.016519i,0.0066944+0.019234i,-0.0021363+0.016593i,-0.013581+0.0078904i,-0.023787-0.0086388i,-0.020709-0.027715i,-0.0043091-0.032831i,0.0075781-0.022113i,0.0086631-0.010783i
0.24206+0.037428i,0.48097+0.060171i,0.61003+0.01966i,0.51154-0.071628i,0.30116-0.10205i,0.12842-0.053368i,0.02714-0.006588i,-0.010721+0.0069967i,-0.013749-0.00096178i,-0.0098898-0.0015811i,-0.00091654+0.00611i,0.002749+0.0083331i,-0.0013852+0.011911i,-0.004337+0.017304i,-0.0091748+0.014383i,-0.013447+0.0046945i,-0.010139-0.0038097i,0.0044168-0.010032i,0.025443-0.014094i,0.036303-0.0072745i,0.029809+0.0037732i,0.017296+0.0052168i,0.007952+0.0025077i
-0.098846+0.2144i,-0.19058+0.43396i,-0.22671+0.54895i,-0.17907+0.44655i,-0.12802+0.24271i,-0.078315+0.094789i,-0.0091533+0.017378i,0.02385-0.011351i,0.01843-0.0027912i,0.011989+0.0061492i,0.0085+0.0035456i,0.0037973-0.0014044i,-0.0057067-0.0081988i,-0.015133-0.013285i,-0.015093-0.015967i,-0.0078044-0.016845i,-0.002678-0.013517i,-0.0028611-0.0016724i,-0.0048841+0.017879i,-0.0068783+0.028705i,-0.0074651+0.025748i,-0.0053076+0.021756i,-0.00159+0.018641i
-0.18543-0.14037i,-0.35724-0.28186i,-0.41738-0.33085i,-0.27087-0.22296i,-0.061512-0.094418i,0.019502-0.023277i,-0.0052887+0.024349i,-0.022558+0.036174i,-0.017924+0.012106i,-0.015224-0.0045255i,-0.013899-0.0030855i,-0.0083679+0.0007841i,0.0022978+0.00097958i,0.013237-0.0013077i,0.019456-0.0020145i,0.02053+0.00049682i,0.017529+0.0027667i,0.0082125+0.0023734i,-0.0085364+0.00031476i,-0.023056-0.0039759i,-0.02551-0.012606i,-0.020389-0.020635i,-0.01397-0.020165i
0.16729-0.14936i,0.3337-0.27819i,0.36868-0.33522i,0.18063-0.26052i,-0.029837-0.12991i,-0.0859-0.052558i,-0.047076-0.040703i,-0.012794-0.032442i,0.0015735-0.010366i,0.012354+0.0015197i,0.018572-0.0016542i,0.013682-0.0059847i,0.0040884-0.0018425i,-0.0021266+0.0063941i,-0.0045116+0.011582i,-0.0050361+0.013912i,-0.0046151+0.012992i,-0.0045908+0.0027882i,-0.0023376-0.015423i,0.0075365-0.025162i,0.01767-0.017675i,0.019268-0.004784i,0.013485+0.0022396i
0.090983+0.17849i,0.17674+0.37368i,0.2407+0.45062i,0.2608+0.30836i,0.22776+0.12055i,0.14719+0.033774i,0.064722+0.014967i,0.017301+0.0068849i,0.0025242-0.0017769i,-0.0041686+0.00057321i,-0.0059691+0.01084i,-0.0018565+0.011475i,-0.0016714+0.0053396i,-0.0045578+0.0011122i,-0.008858-0.0034727i,-0.013999-0.0068213i,-0.01331-0.0037427i,-0.00076798+0.0036589i,0.017637+0.013553i,0.023563+0.023467i,0.013693+0.024803i,0.0045439+0.017017i,0.00055719+0.0070578i
-0.19684+0.047104i,-0.4018+0.070077i,-0.50758+0.077237i,-0.41968+0.074383i,-0.26177+0.052166i,-0.13241+0.017538i,-0.038869+0.0025207i,0.0030134+0.0049398i,0.0053516+0.011923i,0.0013997+0.012621i,-0.0022223+0.0069916i,-0.0041206+0.0014018i,-0.0041432-0.0035273i,-0.0023049-0.0064767i,0.0043734-0.0091421i,0.0088744-0.013854i,0.0020132-0.016431i,-0.014136-0.0087974i,-0.03215+0.0066747i,-0.0394+0.013823i,-0.031919+0.0083872i,-0.02097+0.003615i,-0.01133+0.0039422i
-0.0013489-0.18721i,0.032678-0.37553i,0.08466-0.4486i,0.10551-0.31807i,0.092986-0.12446i,0.053989-0.0087626i,-0.0017627+0.024023i,-0.023498+0.017467i,-0.014529+0.0042687i,-0.0066189-0.00088604i,-0.0025661-0.0012378i,0.0016013-0.00050604i,0.0043288+0.0014459i,0.0052835+0.0062318i,0.0081413+0.013158i,0.013462+0.015227i,0.017513+0.0078336i,0.014319-0.0076712i,0.0038374-0.02559i,-0.0031173-0.031567i,-0.0014551-0.025158i,0.0036626-0.021517i,0.0048607-0.020759i
0.16352+0.032996i,0.31586+0.10848i,0.35061+0.15758i,0.20118+0.093995i,0.024422-0.017116i,-0.034692-0.069562i,-0.0092344-0.062573i,0.0089006-0.032105i,0.0039771-0.0059434i,-0.0001934+0.0068778i,0.00021481+0.010029i,0.0011898+0.0084473i,0.00064407+0.0041503i,-0.0051311-0.0005012i,-0.011791-0.0013763i,-0.012176+0.0037028i,-0.005926+0.0090791i,0.0062841+0.0077831i,0.021044+0.0023355i,0.026444-0.00044924i,0.020858+0.002775i,0.014055+0.0091387i,0.009464+0.011162i
-0.075973+0.14144i,-0.17414+0.26147i,-0.20932+0.29954i,-0.093727+0.22968i,0.052006+0.15074i,0.085874+0.10479i,0.043764+0.067181i,0.0086681+0.032892i,-0.00077522+0.011695i,-0.0055945+0.0024906i,-0.011952+0.00097646i,-0.011415+0.0029196i,-0.0043721+0.0030446i,0.0022268+0.0008396i,0.0028914-0.0029388i,-0.0020772-0.005565i,-0.0071202-0.0017702i,-0.0092018+0.010501i,-0.0086013+0.026382i,-0.0087335+0.032708i,-0.0081793+0.025566i,-0.0061504+0.016125i,-0.0039826+0.0091934i
-0.11078-0.095937i,-0.19897-0.21963i,-0.22987-0.2901i,-0.2083-0.22166i,-0.17688-0.11592i,-0.12024-0.059692i,-0.052144-0.027065i,-0.019352-0.0032584i,-0.015721+0.0075099i,-0.011631+0.0072987i,-0.0054931+0.0011356i,-0.0037872-0.0024512i,-0.0043989-0.0011163i,-0.0028752+0.0015927i,0.0011697+0.0031529i,0.0030332-0.00081087i,-0.0021077-0.0088651i,-0.015537-0.01678i,-0.031351-0.022797i,-0.034661-0.024132i,-0.024833-0.02026i,-0.016444-0.013941i,-0.010347-0.0063234i
0.10543-0.083418i,0.24038-0.1226i,0.3192-0.10375i,0.25885-0.049803i,0.14513-0.0053895i,0.056906+0.01974i,0.0017947+0.015488i,-0.016179-0.0022436i,-0.014358-0.010005i,-0.0094358-0.0072737i,-0.0028473-0.0023581i,0.0030102+0.0006986i,0.005711+0.0025262i,0.0036303+0.0027497i,-0.00086844+0.0028665i,0.00060229+0.0025934i,0.010071-0.0018734i,0.022583-0.011927i,0.031837-0.023964i,0.030481-0.024069i,0.022621-0.012182i,0.018743-0.0066458i,0.016545-0.0087884i
0.041642+0.10699i,0.039096+0.23239i,-0.004308+0.27542i,-0.038688+0.16304i,-0.027439+0.016447i,0.0044823-0.046221i,0.02729-0.036109i,0.023619-0.016346i,0.0071322-0.01004i,-0.0027858-0.0061819i,-0.0062368-0.0019964i,-0.0073957+0.0010202i,-0.0055326+0.0022422i,-0.0020041-0.0010185i,0.0010774-0.0054282i,0.0026183-0.0037828i,0.0044748+0.004614i,0.010266+0.016907i,0.017028+0.028505i,0.016037+0.027666i,0.0066829+0.01735i,-0.00044466+0.013751i,-0.0015134+0.01536i
-0.10902+0.01217i,-0.21253-0.015819i,-0.23057-0.047905i,-0.12543-0.0087867i,-0.024425+0.077008i,-0.0052423+0.10748i,-0.016911+0.072152i,-0.012947+0.027548i,-0.0043243+0.0055853i,-0.0016481-0.00036901i,-0.00070838-0.003757i,-0.00021781-0.005576i,-0.00024115-0.0033023i,0.0016394+0.0016637i,0.0045241+0.0054714i,0.0036083+0.0073454i,-0.0039538+0.0079274i,-0.018153+0.0094699i,-0.032012+0.012866i,-0.031138+0.014962i,-0.017996+0.013003i,-0.0090904+0.0096178i,-0.0072689+0.0072722i
0.0094416-0.099419i,0.054451-0.18607i,0.08712-0.21135i,0.035084-0.16496i,-0.041096-0.12671i,-0.046538-0.097177i,-0.015235-0.051153i,-0.0020851-0.017312i,-0.0042843-0.0078322i,-0.0042048-0.0034808i,0.0004334+0.00015241i,0.0021946-0.00026246i,0.00026811-0.00058479i,-0.0022545+0.0016594i,-0.0049911+0.0041754i,-0.0077449+0.00338i,-0.0091152-0.0050176i,-0.0085782-0.021052i,-0.0070293-0.036579i,-0.0053323-0.038508i,-0.0045546-0.028775i,-0.0055419-0.021115i,-0.0067567-0.015591i
0.07868+0.027373i,0.14316+0.091059i,0.1561+0.14208i,0.11954+0.11745i,0.082909+0.069151i,0.042964+0.04616i,0.0092715+0.023521i,0.0031261+0.0023571i,0.0080376-0.0070404i,0.0058787-0.0079432i,0.0022273-0.0028393i,0.0012407+0.0032687i,-6.2116e-05+0.0065695i,-0.0011281+0.0047734i,-0.001269-0.00080826i,0.00067269-0.0057965i,0.00869-0.0074835i,0.023182-0.0036642i,0.036585+0.0028536i,0.034517+0.0092059i,0.021355+0.013452i,0.01573+0.011872i,0.014638+0.0047897i
-0.043171+0.058312i,-0.11502+0.09513i,-0.15988+0.076373i,-0.11975+0.022996i,-0.04693-0.0069066i,-0.00085897-0.0063572i,0.016692+0.0076951i,0.014964+0.013779i,0.0085748+0.0083178i,0.0043494+0.0021548i,-0.00025432-0.0011157i,-0.004367-0.003083i,-0.0063709-0.0047139i,-0.0053184-0.0047471i,-0.0011971-0.003507i,0.0033983-0.00065231i,0.0046866+0.0068354i,-0.00088763+0.021384i,-0.0096704+0.034841i,-0.014129+0.030031i,-0.013073+0.01232i,-0.011266+0.0050454i,-0.0091662+0.0076618i
-0.045093-0.056647i,-0.057108-0.12081i,-0.028687-0.13921i,-0.0068591-0.063965i,-0.030682+0.022152i,-0.057253+0.04434i,-0.050282+0.026892i,-0.026235+0.012221i,-0.010703+0.008289i,-0.0029603+0.0061623i,0.0027893+0.0023389i,0.0054225-0.0018851i,0.0042594-0.0030687i,0.0017716+0.00018803i,0.0002813+0.0048879i,-0.0021234+0.0088202i,-0.0078151+0.0075573i,-0.018979-0.003277i,-0.031428-0.015235i,-0.028732-0.014329i,-0.013956-0.0042993i,-0.006203+0.00048879i,-0.0060102+0.00045683i
0.047919-0.031282i,0.10556-0.028337i,0.11861-0.0082427i,0.064235-0.026187i,0.023357-0.074248i,0.02345-0.076356i,0.019397-0.036014i,0.004565-0.009562i,-0.0033616-0.0043271i,-0.003191-0.0012631i,-0.00058286+0.0023984i,0.0011277+0.0032321i,0.0016505+0.0030443i,-0.00066101+0.0015699i,-0.0065957-0.0018361i,-0.013361-0.0046892i,-0.012544-0.007763i,0.00076073-0.014762i,0.017539-0.023247i,0.02196-0.024066i,0.014235-0.020222i,0.0073011-0.01953i,0.00433-0.017488i
0.011694+0.043038i,-0.0042996+0.094451i,-0.027996+0.111i,-0.014366+0.085835i,0.011786+0.071591i,0.0040788+0.057275i,-0.010659+0.025424i,-0.0077943+0.0057642i,0.00053575+0.0028026i,0.0032855+0.0017166i,0.0018761+0.0006865i,9.1375e-05+0.001154i,-0.0013871-0.00012312i,-0.001462-0.0031595i,0.0014673-0.0076056i,0.005531-0.013864i,0.0088451-0.012752i,0.012397+0.0034159i,0.015193+0.023813i,0.011135+0.031507i,0.0041605+0.027137i,0.0046982+0.020603i,0.0080112+0.013426i
-0.046711-0.0075198i,-0.084362-0.032231i,-0.086834-0.060569i,-0.055234-0.05223i,-0.031893-0.024347i,-0.014202-0.0094034i,-0.0028408-0.00036585i,-0.0043848+0.0056385i,-0.0067757+0.0082752i,-0.0036767+0.0083162i,5.056e-05+0.0043926i,0.0014517-0.00054007i,0.0032984-0.0042782i,0.0065499-0.005882i,0.010254-0.0035437i,0.014066+0.0006731i,0.011423+0.0037642i,-0.0050651+0.0066662i,-0.025817+0.0093175i,-0.028738+0.0030652i,-0.017438-0.0072757i,-0.0099674-0.0081746i,-0.0062491-0.0026253i
0.005611-0.040949i,0.037421-0.064714i,0.061423-0.049982i,0.035523-0.015109i,-0.012239-0.0040333i,-0.030826-0.01041i,-0.022882-0.014515i,-0.01283-0.010528i,-0.0096442-0.0031313i,-0.0074116+0.0026088i,-0.0014113+0.0061597i,0.0036565+0.0071869i,0.0050631+0.0070213i,0.003329+0.008701i,-0.00053525+0.01312i,-0.0032901+0.017002i,-0.004416+0.013188i,-0.0049352-0.0057306i,-0.0051767-0.027626i,-0.0025321-0.026563i,1.7568e-05-0.0086017i,-0.0010772+0.00051917i,-0.0031236+0.0009617i
0.025335+0.013692i,0.03734+0.042559i,0.025407+0.053198i,0.018169+0.015535i,0.037808-0.022244i,0.047077-0.017981i,0.029274-0.0024424i,0.0085817-0.0016228i,-0.00093954-0.0042849i,-0.0039632-0.0024304i,-0.005838+0.0011153i,-0.0081752+0.0039952i,-0.0099376+0.0047967i,-0.010305+0.00286i,-0.011474-0.0023827i,-0.015256-0.0073274i,-0.014762-0.0072806i,0.00079992-0.0025679i,0.021852+0.001339i,0.025347+0.0013067i,0.016075-0.0023234i,0.011247-0.0070195i,0.0095544-0.0094648i
-0.021318+0.01553i,-0.048083+0.020437i,-0.055028+0.01347i,-0.032276+0.021576i,-0.021311+0.041457i,-0.026583+0.035729i,-0.017861+0.012767i,-0.004721+0.00042306i,-0.0016231+4.8286e-05i,-0.0014127+0.0010517i,-0.001078-0.00050536i,-0.0015295-0.0030719i,-0.0014546-0.0056338i,0.00098502-0.0066474i,0.007196-0.007088i,0.013058-0.010583i,0.012274-0.011737i,0.0037037+0.0014835i,-0.0079882+0.020835i,-0.016121+0.025843i,-0.016924+0.02137i,-0.010788+0.018934i,-0.002645+0.014579i
-0.015412-0.025264i,-0.011513-0.047405i,0.002428-0.052905i,0.00072815-0.036293i,-0.010354-0.026648i,-0.0057236-0.018056i,0.00064974-0.0042091i,-0.0013706-0.00026519i,-0.0057887-0.0013913i,-0.0067616-0.00035287i,-0.0035029+0.0012763i,-0.00029237+0.0012233i,0.0020709+0.0017039i,0.0033508+0.004875i,0.0044982+0.0088882i,0.0082018+0.012413i,0.0091885+0.010642i,-0.0018966-0.0021132i,-0.017464-0.017779i,-0.017261-0.02478i,-0.0067253-0.024116i,-0.0024046-0.019037i,-0.0027634-0.010077i
0.016265-0.0097708i,0.034975+0.00044473i,0.036022+0.015879i,0.016369+0.011146i,0.0042065-0.0059023i,0.0012052-0.012149i,0.0016465-0.0088533i,0.003798-0.0061725i,0.0023332-0.0071301i,-0.0015891-0.0049605i,-0.0038083+1.3153e-05i,-0.0042076+0.0028525i,-0.0050464+0.0039295i,-0.0074156+0.0050161i,-0.010915+0.0070148i,-0.014132+0.010492i,-0.010496+0.010467i,0.0031261-0.00014148i,0.018183-0.012744i,0.021178-0.0094925i,0.013039+0.0033984i,0.0048941+0.0068405i,-0.00032255+0.0030482i
0.00010819+0.012375i,-0.011355+0.023612i,-0.021252+0.018872i,-0.0066023+0.006317i,0.015746+0.010785i,0.018544+0.02132i,0.0089734+0.018973i,0.0044884+0.010217i,0.0052078+0.003326i,0.0036237-0.0014392i,0.00041255-0.0049476i,-0.0032725-0.0072955i,-0.0059213-0.0093749i,-0.0058496-0.011499i,-0.0038568-0.014292i,-0.0057794-0.015854i,-0.0091451-0.010797i,-0.0031821+0.0052741i,0.0076255+0.021546i,0.0095261+0.022824i,0.0061604+0.01196i,0.0073284+0.0021686i,0.0097627-0.0034704i
-0.01358-0.0074767i,-0.02048-0.018076i,-0.015551-0.021108i,-0.014239-0.0045111i,-0.029405+0.010512i,-0.031195+0.0071871i,-0.013251+0.0018471i,-0.0016618+0.0039347i,0.00081923+0.0056416i,0.0027789+0.0045801i,0.0055957+0.0025059i,0.00812+0.0004276i,0.010295-0.00093655i,0.011755-0.00086503i,0.012547+0.00083061i,0.014322+0.00016495i,0.01155-0.0036386i,-0.0032718-0.0025804i,-0.022809+0.0045035i,-0.030427+0.0068686i,-0.025454+0.0067676i,-0.016879+0.0086216i,-0.0092166+0.0084348i
0.00037991-0.012816i,0.012259-0.015423i,0.019096-0.010477i,0.010977-0.013208i,0.0058598-0.022098i,0.0079234-0.013712i,0.0032059+0.0016325i,-0.003601+0.0046641i,-0.0053969+0.0030378i,-0.0047874+0.0029109i,-0.0034606+0.0031043i,-0.0030301+0.0037734i,-0.0036423+0.0056179i,-0.0038846+0.0065187i,-0.0039307+0.0078376i,-0.0023151+0.0102i,0.0017148+0.0066176i,0.0032942-0.0086123i,0.0025242-0.027119i,0.0058635-0.031566i,0.011141-0.024673i,0.01032-0.016972i,0.0053808-0.0092167i
0.005231+0.003224i,0.0053306+0.013517i,0.00019544+0.018727i,0.0015694+0.010617i,0.0071851+0.0049146i,0.0032055+0.0048561i,-0.0020603+0.0046297i,-0.0030288+0.0036158i,-0.0019353+0.0037391i,-0.0004726+0.0032171i,-0.0011023+0.0010016i,-0.0018249-0.00060573i,-0.0027058-0.0015145i,-0.0042179-0.0024315i,-0.0060226-0.0024077i,-0.0088951+0.00010943i,-0.0069167+0.004037i,0.0071885+0.0071891i,0.022867+0.0098183i,0.02216+0.014562i,0.0096499+0.017988i,0.0003932+0.014119i,-0.0029251+0.0067648i
-0.0079668-0.00071095i,-0.016651-0.0036258i,-0.016275-0.0082191i,-0.0080231-0.0013274i,-0.0063518+0.011129i,-0.011639+0.015445i,-0.01301+0.0114i,-0.0093305+0.0053638i,-0.0066546+0.0033075i,-0.0037036+0.0034619i,0.00024254+0.0017354i,0.003113-0.001237i,0.0045038-0.0032133i,0.0051079-0.005055i,0.0052696-0.0077802i,0.0033818-0.010036i,-0.0025677-0.0068888i,-0.010273+0.0077679i,-0.015015+0.02288i,-0.015047+0.020408i,-0.0099513+0.0077193i,-0.00074322+0.00050729i,0.0065006-0.0012258i
-0.0051108-0.0090422i,0.00050469-0.015158i,0.004184-0.01142i,-0.0031843-0.004648i,-0.013497-0.0080868i,-0.011235-0.013489i,-0.0047534-0.0095804i,-0.0045054-0.0040493i,-0.0080043-0.0026664i,-0.0092115-0.00019549i,-0.0054282+0.0035184i,-0.001306+0.0066719i,0.00057584+0.0088528i,0.0034936+0.0080998i,0.0054728+0.0063376i,0.0065499+0.0036875i,0.0051698-0.0024628i,-0.00504-0.010845i,-0.019141-0.017658i,-0.02253-0.017874i,-0.017721-0.01175i,-0.014321-0.0043284i,-0.011507+0.00068923i
0.0038165-0.0031157i,0.0070263+0.0011538i,0.006221+0.0040018i,0.0055188-0.0029089i,0.010513-0.0061456i,0.0096395+0.00025704i,0.0018657+0.0016002i,-0.0012875-0.0029293i,-0.0029151-0.0060628i,-0.0052085-0.0060452i,-0.0054584-0.0039971i,-0.0062382-0.0025764i,-0.0074728-0.0012327i,-0.00726+0.00081013i,-0.005546+0.0021316i,-0.0030405+0.0029931i,0.0032564+0.0016944i,0.013819-0.0080842i,0.022827-0.019227i,0.026387-0.018971i,0.024739-0.012628i,0.01908-0.0090469i,0.0099002-0.0057498i
-0.0011803+0.00060152i,-0.0051999+0.0031495i,-0.0074605+0.0025462i,-0.004674+0.0044763i,-0.0036132+0.010026i,-0.0050226+0.0091286i,-0.0031288+0.004353i,-0.00040209+0.0020893i,0.0014217+0.00015074i,0.0021996-0.0014222i,0.0024286-0.00059215i,0.0024566+0.00045948i,0.0006374+2.3515e-06i,-0.0017376-0.0010035i,-0.0023594-0.0019924i,-0.002412-0.00093209i,-0.00086079+0.0056442i,0.0048735+0.016442i,0.010136+0.026632i,0.0053059+0.029473i,-0.0044425+0.023911i,-0.0076621+0.015494i,-0.0057372+0.0066298i
-0.0067136-0.0067619i,-0.0061285-0.0094127i,-0.0041593-0.0090315i,-0.0059349-0.0028205i,-0.012872+0.001221i,-0.012372+0.0009065i,-0.0058501+0.00041873i,-0.0021754+0.00039587i,-0.00067824+0.00043057i,-0.00012743-0.00047591i,-0.00021996-0.00057734i,-0.00010016+5.5794e-05i,0.00054182-0.00033259i,0.0011643-0.0018584i,0.0027416-0.0031281i,0.0022346-0.004369i,-0.0055077-0.0039573i,-0.018411+0.00095894i,-0.028065+0.0053503i,-0.025465+0.00095805i,-0.013767-0.0059084i,-0.0033022-0.0052092i,0.0034701-0.0020475i
-0.002602-0.0056453i,0.0014143-0.0048261i,0.0030852-0.0010089i,0.0015389-0.0028028i,0.0017181-0.0081943i,0.0035173-0.0075726i,0.0021098-0.0020564i,-0.0012645+0.0010566i,-0.0013009+0.00097395i,-0.00028495-0.0011913i,-0.0018251-0.0033611i,-0.0046577-0.0023646i,-0.0057887+0.00027938i,-0.0032323+0.003133i,0.00047912+0.0054641i,0.0030661+0.0042509i,0.0037634-0.0037614i,0.001164-0.017467i,-0.0027151-0.027576i,-0.003858-0.025564i,-0.004039-0.015719i,-0.0064175-0.0081609i,-0.0077304-0.0043421i
0.00040051-0.0010709i,-0.0022227+0.00092512i,-0.0032595+0.0015218i,0.00080762-0.00034061i,0.0029514+0.0011467i,-0.0019499+0.004184i,-0.0057331+0.0045843i,-0.0052728+0.002373i,-0.0030868+0.0020527i,0.0014665+0.0026507i,0.004781+0.00020017i,0.0042707-0.0037743i,0.002285-0.005161i,-0.00089322-0.0035476i,-0.0033897-0.0010641i,-0.0021482+0.0011835i,0.0051308+0.0023817i,0.017034+0.00189i,0.027602+0.0011613i,0.029446+0.0032887i,0.024423+0.0053453i,0.018457+0.0041202i,0.011683+0.0019378i
-0.005911-0.0012698i,-0.007774-0.0038149i,-0.0053769-0.0034848i,-0.0030204+0.00048041i,-0.0048332+0.0019581i,-0.0065557-6.9532e-05i,-0.0062342-2.9947e-06i,-0.0063376+0.0010813i,-0.0059228+0.003367i,-0.003036+0.0070674i,0.00016276+0.0081339i,0.0014217+0.006575i,0.00074037+0.0040533i,-0.00080545+0.00074507i,-0.00082403-0.0021021i,-0.0015929-0.0011048i,-0.004665+0.0054319i,-0.0073432+0.016351i,-0.010073+0.024999i,-0.014833+0.023447i,-0.018076+0.01532i,-0.014768+0.0085911i,-0.0087703+0.0040549i
-0.0022965-0.005798i,0.00057808-0.0057135i,0.0023601-0.0028054i,0.00012285-0.0023067i,-0.0018713-0.0058061i,-0.0014827-0.0069228i,-0.0013231-0.0063356i,-0.002696-0.0062627i,-0.0058045-0.0048317i,-0.0060156-0.0017882i,-0.0024088-0.00042347i,0.00041176-0.0017145i,0.00061094-0.0026249i,0.0024589-0.0022104i,0.0042785-0.0010499i,0.001519-0.0027003i,-0.0049407-0.0073996i,-0.015222-0.010801i,-0.02193-0.013561i,-0.016384-0.015377i,-0.0052417-0.013314i,0.002301-0.0076684i,0.005137-0.0023335i
5.6637e-05-0.0010992i,-8.2416e-05-0.00081522i,-0.00029322+7.5926e-05i,0.00082402-0.0012392i,0.0034898-0.001076i,0.0025097+0.0012537i,0.00049343+0.00034325i,-0.00037437-0.0027198i,-0.00091271-0.0040887i,-0.0006189-0.0026427i,0.0011529-0.00053251i,0.0022274-0.00068744i,0.00026843+2.6035e-05i,-9.7679e-05+0.0035267i,-9.7123e-05+0.0053556i,0.00092361+0.0021121i,0.0052861-0.0046367i,0.010741-0.013383i,0.013669-0.018568i,0.012197-0.013817i,0.0064185-0.0056593i,0.00065692-0.0017796i,-0.0021395-0.0013284i
