-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
0.058625-0.0555i,0.0055026-0.017235i,-0.019335+0.0021813i,-0.017053+0.0052819i,-0.0099379+0.00060494i,-0.005484-0.0015722i,-0.0035896-0.0010742i,-0.0036334-0.0005683i,-0.0041772+0.00024235i,-0.004505+0.0012839i,-0.0030332+0.003593i,-0.00014422+0.0046572i,0.0022595+0.0023408i,0.0015542-0.00063696i,0.00073466-0.0031774i,0.00093819-0.0048757i,7.2966e-05-0.0052371i,0.00052841-0.0041498i,0.00048265-0.0031627i,-0.00049391-0.0025236i,-0.00038879-0.001564i,-0.00069319+0.00043447i,-0.0013292+0.0014718i
-0.071804-0.042928i,-0.014306-0.0026522i,0.012048+0.014574i,0.011595+0.010824i,0.0035403+0.0081888i,0.00077447+0.006832i,0.00093594+0.0032613i,0.00053777+0.0020711i,0.0014603+0.0035754i,0.0032479+0.0043972i,0.0042166+0.0018771i,0.0038499-0.00090253i,0.0010896-0.00091773i,-0.0023122-0.00049188i,-0.0036385+0.00027828i,-0.0039588+0.0010358i,-0.0041155+0.00051473i,-0.0037777-9.6548e-05i,-0.003049+0.00071095i,-0.0025239+0.0018661i,-0.0011927+0.0021137i,0.00073142+0.0012323i,0.0015054-4.3304e-05i
-0.021368+0.091077i,0.00083808+0.017638i,0.01022-0.01543i,0.0076443-0.015315i,0.0074857-0.0069612i,0.006624-0.0022123i,0.0041041-0.00085786i,0.0030997-0.00039675i,0.0037333-0.001695i,0.0040079-0.004314i,0.00092021-0.0051275i,-0.0029866-0.0034913i,-0.0031827-0.0008462i,-0.0011838+0.0013307i,0.00025851+0.003673i,0.0014905+0.0048282i,0.0022773+0.0045225i,0.0019131+0.0043764i,0.0018053+0.0036565i,0.0020186+0.0025101i,0.0015824+0.0008914i,0.0010449-0.00085103i,0.00042936-0.0014605i
0.094334-0.00839i,0.012984-0.004911i,-0.023508-0.0016352i,-0.020437+0.0011547i,-0.0093353-0.001334i,-0.0031794-0.0020438i,-0.0012746-0.001006i,-0.0010691-0.002055i,-0.0025213-0.0032423i,-0.004433-0.0019167i,-0.0044029+0.0010602i,-0.0016426+0.0030075i,0.0011065+0.0019008i,0.0018054-0.00088652i,0.0025274-0.0032518i,0.0035683-0.0036626i,0.0038681-0.0031649i,0.0032798-0.0028813i,0.0020605-0.0030206i,0.0013435-0.0027781i,-7.8976e-05-0.0022768i,-0.0011494-0.0011929i,-0.001688+0.00039912i
-0.031378-0.097028i,-0.0014317-0.016535i,0.010144+0.019465i,0.0087815+0.015992i,0.0012827+0.0079675i,-0.0015443+0.0048261i,-0.00015641+0.0020327i,-0.00075163+0.0010169i,-0.0012305+0.0022808i,0.00081757+0.0030297i,0.003337+0.0023482i,0.0047057+0.00066041i,0.0028328-0.00024324i,-0.00091719-0.0010222i,-0.0024172-0.0022928i,-0.0026952-0.00292i,-0.0029043-0.0032782i,-0.0037955-0.0024942i,-0.0036686-0.00075779i,-0.0025245+0.00027617i,-0.0014773+0.0010591i,-0.00072766+0.0018314i,0.00021595+0.0011993i
-0.089425+0.068147i,-0.018492+0.010191i,0.014122-0.016353i,0.013243-0.01466i,0.0096581-0.0047876i,0.0072434-0.0013596i,0.0035114-0.0010341i,0.0021657+4.7264e-05i,0.0034025+0.00048668i,0.0041526-0.0013606i,0.0021645-0.0032125i,-0.00052728-0.0027519i,-0.0012005-0.0011759i,-0.00089964+0.00090917i,-0.001456+0.002789i,-0.0020131+0.0038998i,-0.0010217+0.0043134i,0.00050655+0.0037777i,0.0013081+0.0031091i,0.0019523+0.002619i,0.0019894+0.0016446i,0.0012286+1.3147e-05i,0.00069-0.00085505i
0.094846+0.069809i,0.016281+0.018045i,-0.019429-0.0040526i,-0.018202-0.0043865i,-0.0084005-0.00488i,-0.0033864-0.0036974i,-0.0012059-0.0011897i,0.00087638-0.00074483i,0.0015188-0.001485i,0.00030336-0.0020093i,-0.0019505-0.00023735i,-0.0027755+0.0021667i,-0.001073+0.0019217i,0.0010976+0.00081665i,0.0033623+0.00076317i,0.0051433+0.00041541i,0.0051398-0.00073835i,0.0046867-0.0016912i,0.0044273-0.0017876i,0.002566-0.0022621i,0.00076844-0.0030507i,-0.00070216-0.0021221i,-0.0012872-0.00067228i
0.041405-0.11893i,0.014565-0.020957i,0.0017359+0.022615i,0.0010811+0.019884i,-0.0027971+0.010106i,-0.003659+0.0057547i,-0.00026306+0.0024238i,2.9531e-05+0.00029307i,-0.0016954-0.00015993i,-0.0028019+8.7313e-05i,-0.001454+0.0011805i,0.0016742+0.0018151i,0.0023615+0.00070534i,0.00078772-0.0016053i,-0.0012461-0.0033281i,-0.0018033-0.0043316i,-0.0012094-0.0041014i,-0.0018513-0.0034652i,-0.0023478-0.0028512i,-0.002311-0.0021336i,-0.0025073-0.0014704i,-0.0021533-0.00012498i,-0.0014615+0.00079819i
-0.13233-0.0090605i,-0.028421-0.017173i,0.019385-0.018934i,0.016692-0.011919i,0.0063274-0.0008715i,0.0033538+0.0019022i,0.0014157-0.0010915i,-4.3588e-05-0.00052592i,0.00036972+0.0020725i,0.0013346+0.0028735i,0.0012518+0.0011524i,0.00034395-0.00070469i,-2.3272e-05-0.00053317i,-0.0003101+0.00083412i,-0.0018841+0.0025953i,-0.0034564+0.0036868i,-0.0039077+0.0035224i,-0.0028692+0.0031993i,-0.0013669+0.0027431i,-0.00022654+0.0021834i,0.00096531+0.0026782i,0.00098777+0.0023396i,0.00056964+0.00094408i
0.035549+0.13741i,-0.0077397+0.039739i,-0.028117-0.006099i,-0.021518-0.010185i,-0.0074159-0.0077222i,-0.0021747-0.0045765i,-0.0013596-0.0002609i,0.0004379+0.001001i,0.0025129-0.00061047i,0.0031569-0.0025048i,0.0012948-0.0019937i,-0.00021326+0.00020404i,-0.00010059+0.0012372i,0.0010994+0.0013799i,0.003206+0.0017224i,0.0049556+0.002365i,0.0054088+0.0019855i,0.0046831+0.0011146i,0.0037975+0.00086095i,0.0036438+0.00010351i,0.0032133-0.00069428i,0.0016705-0.00112i,0.0002376-0.0012875i
0.13264-0.078333i,0.049844-0.0097111i,0.009367+0.021482i,0.00077317+0.016388i,-0.003383+0.0047911i,-0.003729+0.0027805i,-0.0013223+0.0029841i,-0.00088379+0.0012174i,-0.001978-0.0016383i,-0.002601-0.0034579i,-0.0024073-0.0027477i,-0.0015549-0.0011243i,-0.00065693-0.0010348i,-1.3862e-05-0.0028375i,0.00088098-0.0040924i,0.0020463-0.0042756i,0.0014136-0.0038124i,-0.00049452-0.003443i,-0.00064863-0.0032823i,-0.00071987-0.0032336i,-0.0010443-0.0021749i,-0.0012206-0.0010788i,-0.00089242-0.00067081i
-0.12577-0.10509i,-0.029484-0.044592i,0.015144-0.014145i,0.01452-0.00492i,0.0058081+0.0023458i,0.0032798+0.0038137i,0.002727+0.00029567i,0.0011868-0.00034127i,-0.00076416+0.00081306i,-0.0021038+0.0020571i,-0.0013956+0.002574i,-5.6235e-05+0.0022432i,0.00021564+0.0012906i,-0.0016687+0.00091531i,-0.0039855+0.0011234i,-0.0048862+0.0002149i,-0.0052794+0.00028842i,-0.0046204+0.0017852i,-0.0033542+0.0023449i,-0.0029606+0.002102i,-0.002333+0.0017609i,-0.00083402+0.0014914i,0.00070318+0.00093512i
-0.074792+0.15012i,-0.047929+0.039066i,-0.031216-0.012645i,-0.017907-0.01154i,-0.0035899-0.0034414i,0.00094196-0.0016519i,-0.0011491-0.0016657i,-0.00037622-0.0013364i,0.0026568+0.00054376i,0.0054185+0.0019866i,0.0048582+0.0013905i,0.0022928-1.8903e-05i,0.0015895-0.00032737i,0.0018845+0.0018557i,0.0011005+0.0049849i,0.00070359+0.0051892i,0.0017179+0.0032491i,0.0029245+0.0016481i,0.0030109+0.00092487i,0.0033418+0.00090391i,0.0032454+0.0009304i,0.0023219+0.00011873i,0.0015617-0.00061261i
0.17875+0.019073i,0.066306+0.031089i,0.010687+0.034686i,0.0022332+0.021262i,-1.9803e-05+0.0068065i,-0.0027929+0.0035959i,-0.0025296+0.0041211i,-0.001789+0.0019983i,-0.0019159-0.0016919i,-0.0016287-0.00468i,-0.0010447-0.0043804i,-0.00092542-0.0027086i,-0.00019259-0.0030188i,0.0018335-0.0029911i,0.0040945-0.0030875i,0.0048647-0.0034167i,0.0034529-0.0033941i,0.00096323-0.0038402i,6.7176e-05-0.0030411i,-6.0534e-05-0.0021288i,-0.00067482-0.0028467i,-0.00090197-0.003137i,-0.0013683-0.0019208i
-0.036413-0.1859i,0.0030285-0.079972i,0.021455-0.026533i,0.014332-0.011318i,0.0029922-0.0020534i,0.0022466+0.002415i,0.0036673+0.0020252i,0.0014695+0.00095439i,-0.0021235+0.00074055i,-0.00507+0.0018352i,-0.0059835+0.0028455i,-0.0044294+0.0031595i,-0.0027853+0.0015167i,-0.0025155-0.0004767i,-0.0029623-0.0014268i,-0.0035934-0.0020585i,-0.0043896-0.001221i,-0.0041471+0.00076679i,-0.0025751+0.0017778i,-0.0015784+0.00077587i,-0.0017464+0.00012326i,-0.0019264+0.00035201i,-0.00088289+0.0006966i
-0.17391+0.097111i,-0.083377+0.02377i,-0.037225-0.011804i,-0.020461-0.0068257i,-0.0069418+0.0029589i,0.0013407+0.0018443i,0.0023577-0.0018552i,0.0017617-0.0020388i,0.0026567+0.0010097i,0.0043493+0.0047623i,0.0047984+0.0052035i,0.0046422+0.003099i,0.0033657+0.0018208i,0.00076778+0.0024598i,-0.00067887+0.0036289i,-6.1347e-05+0.0039248i,0.0010052+0.0037702i,0.0022109+0.0023795i,0.0024327+0.00058383i,0.0013611+0.00055656i,0.00056033+0.0011076i,0.00085769+0.001078i,0.001337+0.0003642i
0.14647+0.14089i,0.048465+0.079066i,0.00037938+0.044918i,-0.00039732+0.023323i,0.001609+0.007014i,-0.0015046+0.00086013i,-0.0022144-0.00057942i,-0.0010613-0.0020006i,0.0014911-0.0032202i,0.0037201-0.0053039i,0.0035283-0.0065428i,0.0019853-0.0059283i,0.00040932-0.00419i,0.0010186-0.0018851i,0.0032887-0.0015477i,0.0041066-0.0021734i,0.0032755-0.0027464i,0.0017786-0.0037891i,0.00076837-0.0030104i,0.0013565-0.0015519i,0.0017459-0.0019218i,0.0012022-0.0027922i,0.00022851-0.0021801i
0.092511-0.19894i,0.062259-0.089656i,0.043235-0.030293i,0.020513-0.015236i,0.0032169-0.0065878i,-0.0013397+0.00098969i,-0.0016026+0.0028353i,-0.0019296+0.0023638i,-0.0030839+0.000317i,-0.0056924-0.0011189i,-0.0072319-0.00046633i,-0.0059647+0.0013951i,-0.0038425+0.0021631i,-0.0032002+4.6487e-05i,-0.0031097-0.0020676i,-0.0030114-0.0027703i,-0.002877-0.0018988i,-0.0021975-0.00056551i,-0.0014669+3.7339e-05i,-0.00090314-0.0005737i,-0.0013329-0.0013881i,-0.0024984-0.00097982i,-0.0020792-0.00030533i
-0.22273-0.02072i,-0.10938-0.023413i,-0.047253-0.02541i,-0.024615-0.01345i,-0.0093008-0.00015757i,0.00010013+0.0033732i,0.003912+0.0027681i,0.0047055+0.0018935i,0.0027554+0.0032475i,0.001377+0.006188i,0.0020628+0.0069075i,0.0034483+0.0062615i,0.0030264+0.0051513i,0.00074354+0.0038528i,-0.0011726+0.003374i,-0.001373+0.0029581i,0.00036582+0.0027372i,0.0020565+0.0031233i,0.0023438+0.0025205i,0.00067751+0.0012856i,-0.00086886+0.00089321i,0.00030352+0.0011109i,0.0019336+0.0012608i
0.047112+0.22332i,0.010703+0.11537i,-0.009157+0.0561i,-0.0016337+0.030504i,0.0057048+0.011474i,0.0043417+0.00023972i,0.0014903-0.0035397i,0.00040929-0.0036844i,0.0020742-0.0022367i,0.0053665-0.0020272i,0.0063174-0.0039592i,0.005362-0.0055572i,0.0036035-0.0048564i,0.0023509-0.0025568i,0.0035433-0.001034i,0.0046245-0.0021659i,0.0039791-0.0024681i,0.0023196-0.0027867i,0.00067678-0.002701i,0.00021357-0.001185i,0.00037417-0.00056625i,0.0014259-0.0006548i,0.0010874-0.001181i
0.2036-0.11927i,0.11287-0.052555i,0.061337-0.013963i,0.03135-0.012492i,0.0084892-0.010555i,-0.0015593-0.0032861i,-0.004461-4.5544e-05i,-0.0051896-0.00016159i,-0.0040597-0.0022069i,-0.0044192-0.0042772i,-0.0068135-0.0043377i,-0.0085082-0.002544i,-0.0066963-0.00085605i,-0.0027018-0.0013457i,-0.0015545-0.0020802i,-0.0025759-0.0022539i,-0.0032432-0.001741i,-0.0036285-0.00059207i,-0.0021781+0.0001095i,-0.00017423-0.00044442i,4.0137e-05-0.0018879i,-0.00067541-0.0014931i,-0.0012606-0.00050487i
-0.18368-0.15387i,-0.095615-0.088104i,-0.042915-0.051538i,-0.026846-0.023094i,-0.012792-0.0023149i,-0.0012029+0.0040008i,0.0023901+0.0039839i,0.0025728+0.0030097i,0.00015511+0.0033761i,-0.0018121+0.00524i,-0.0013098+0.0063633i,-0.00040535+0.0062763i,-1.5691e-05+0.0047973i,-0.0015025+0.0032337i,-0.002725+0.0029449i,-0.0017153+0.0036258i,0.00011002+0.0035071i,0.0014557+0.0026423i,0.00076789+0.0012914i,-0.00070433-0.00041935i,-0.0017325-0.00040153i,-0.0017732+0.00084395i,-0.0004402+0.0015952i
-0.089427+0.22445i,-0.053035+0.12138i,-0.035335+0.060315i,-0.014059+0.037574i,0.00036726+0.018681i,0.0034201+0.0055949i,0.0045151-0.00084379i,0.0044989-0.0030957i,0.0042002-0.0017193i,0.005797-0.00081916i,0.0070881-0.00076084i,0.0068361-0.0020613i,0.0046528-0.0034993i,0.0027507-0.0027127i,0.0034261-0.001835i,0.0042049-0.0019006i,0.0031078-0.0028043i,0.0021308-0.0036798i,0.0011068-0.0025045i,-0.0007257-0.00042091i,-0.0010865+0.0011361i,-0.00030219+0.00056844i,0.00032645-0.0006175i
0.24167+0.0093463i,0.13554+0.0065566i,0.070952+0.011083i,0.039034-0.00093467i,0.014927-0.00789i,0.0023527-0.0055893i,-0.0027084-0.0045921i,-0.00498-0.0042905i,-0.0031569-0.0037129i,-0.0009835-0.0039881i,-0.0018476-0.0039619i,-0.0026369-0.0038576i,-0.0026072-0.002518i,-0.0017765-0.0021625i,-0.0016622-0.0034183i,-0.0022379-0.0033733i,-0.0025523-0.0019475i,-0.0026153-0.00075547i,-0.001435+0.0001391i,0.0010563+0.00041768i,0.0016647-0.00058163i,-0.00037234-0.0013039i,-0.00088893-0.0015129i
-0.069164-0.23388i,-0.043191-0.13269i,-0.020739-0.073749i,-0.022091-0.038421i,-0.0184-0.010846i,-0.0085853+0.00090538i,-0.0034533+0.0048107i,-0.0020049+0.0052786i,-0.0013914+0.0019741i,-0.0016365+0.00054859i,-0.0024747+0.0022098i,-0.0030517+0.0044084i,-0.0022577+0.0047665i,-0.0017322+0.0031934i,-0.0016168+0.0030154i,-0.001029+0.0041301i,-0.00075637+0.0035443i,-0.00012829+0.0021132i,0.00094505+0.0011292i,0.00014148-0.00036731i,-0.0012901-0.0012086i,-0.0015034-0.00015235i,-0.0011918+0.00064854i
-0.20058+0.14757i,-0.10995+0.092102i,-0.059723+0.048311i,-0.026792+0.035341i,-0.0027915+0.021038i,0.0050054+0.0085002i,0.0064421+0.0032787i,0.0063691+7.4922e-05i,0.0042677+0.0012396i,0.0028855+0.0033534i,0.0026409+0.0028305i,0.0028474+0.0019922i,0.0028982+6.4969e-05i,0.0028092+6.2642e-05i,0.003544+0.00074484i,0.0050855-0.00027202i,0.0041387-0.00069498i,0.0020595-0.0010153i,0.00051496-0.00092227i,-0.0013949-0.00058294i,-0.00090243-0.00022844i,0.00091826-0.00070954i,0.0024154-0.0011354i
0.20053+0.13898i,0.12436+0.071555i,0.068717+0.038201i,0.045338+0.011359i,0.023057-0.0050845i,0.0071109-0.0060117i,0.0010258-0.0067193i,-0.00093433-0.0060938i,0.0010374-0.0023855i,0.0032133-0.00094072i,0.002193-0.001077i,0.00019489-0.001687i,-0.0012568-0.0010058i,-0.0018852-0.0010173i,-0.0016617-0.0033146i,-0.0019294-0.0045696i,-0.0018614-0.0031323i,-0.00095199-0.0012513i,-0.00086869+0.00037716i,-0.00029717+0.0017478i,0.0016492+0.0010653i,0.0013895-0.00062984i,-0.00065226-0.0013315i
0.062349-0.23701i,0.020594-0.14417i,0.0076744-0.080382i,-0.0095319-0.049327i,-0.017315-0.021261i,-0.012823-0.0044489i,-0.0088079+0.0013649i,-0.0057397+0.0025203i,-0.0031614-0.00028891i,-0.0014963-0.0016306i,-0.00074158-0.00088445i,-0.0010087-1.2894e-05i,-0.00091723+0.0021231i,-0.0014463+0.0033662i,-0.0028128+0.0036882i,-0.0028691+0.0034031i,-0.0016182+0.0026083i,-0.00018136+0.0020234i,0.00082955+0.001693i,0.001437-0.00010481i,0.0011225-0.0018498i,0.00014314-0.00050474i,-0.00011482+0.001264i
-0.23813+0.022864i,-0.14143+0.035357i,-0.076595+0.025772i,-0.040721+0.03021i,-0.013242+0.02713i,-0.00059615+0.01489i,0.0039262+0.008362i,0.0041953+0.0051254i,0.00071337+0.0032103i,-0.0021267+0.0023511i,-0.0024706+0.0011227i,-0.0004396+0.0013281i,0.0019789+4.5376e-05i,0.0027694-0.0010283i,0.003637+1.8269e-05i,0.0047952+0.00014724i,0.0045456-0.00039418i,0.0029831-0.00033015i,0.0013187-0.00088237i,-0.0011623-0.0021671i,-0.0020781-0.0013859i,-0.0005433+6.4269e-05i,0.0011062+0.00016431i
0.098772+0.21446i,0.083555+0.11528i,0.051897+0.056682i,0.042231+0.023958i,0.029815+0.0005558i,0.016243-0.0064337i,0.0093056-0.0076055i,0.0047466-0.0064414i,0.0029868-0.0011901i,0.0025829+0.001896i,0.001454+0.0015485i,-7.211e-06+0.00051971i,-0.0018937-0.0011105i,-0.0028622-0.002093i,-0.0023523-0.0028214i,-0.0022134-0.0037096i,-0.002193-0.0038852i,-0.0014879-0.0020715i,-0.0014093+0.00012444i,-0.0016124+0.0019908i,-0.00024413+0.0024054i,0.00046652+0.00031861i,-0.0010646-0.00097071i
0.16379-0.16484i,0.079611-0.11719i,0.035122-0.067492i,0.0063101-0.047647i,-0.011694-0.026933i,-0.012446-0.0099086i,-0.0099987-0.0040022i,-0.0059666-0.0018088i,-9.5455e-05-0.0023605i,0.0025111-0.0035318i,0.0030128-0.0022655i,0.0024513-0.00032622i,0.00073304+0.0012375i,-0.00067913+0.0023104i,-0.0021823+0.0024842i,-0.0034748+0.0023439i,-0.0024507+0.0014979i,-0.000519+0.00066065i,0.00056701+0.0008066i,0.0017354+0.00032088i,0.001703-0.00086914i,3.6285e-05-0.001006i,-0.00062831-6.3277e-06i
-0.21133-0.09254i,-0.14458-0.025076i,-0.081629-0.0020809i,-0.052143+0.014955i,-0.025982+0.0239i,-0.0084163+0.017489i,-0.00065732+0.011153i,0.0019836+0.0061708i,-0.0014046+0.00078992i,-0.0034141-0.0020745i,-0.0023529-0.0031205i,-0.00080015-0.0029107i,0.0011776-0.0015472i,0.0025886+4.3107e-05i,0.0033857+0.0013898i,0.0037531+0.001938i,0.0023724+0.0013156i,0.00092059+0.00059473i,0.0010844-0.00082893i,0.00058986-0.0020803i,-0.00038468-0.00082758i,0.00020688+0.0010786i,0.0011958+0.00070441i
-0.008287+0.22012i,0.030039+0.13521i,0.02917+0.065981i,0.032272+0.034322i,0.029104+0.011628i,0.01578+0.0014244i,0.0084699-0.0013255i,0.0045947-0.00088546i,0.0013745+0.0034405i,-0.00079786+0.0055426i,-0.0036535+0.0051659i,-0.0042897+0.0040356i,-0.0029587+0.00069561i,-0.0013538-0.0019044i,-0.00022151-0.0027778i,0.00058812-0.0032748i,0.0018603-0.0024063i,0.00099489-0.00042556i,-0.0010033+0.000214i,-0.001255+0.00019144i,-0.0007369-9.7357e-05i,-0.00031532-0.001203i,-0.00083132-0.0012121i
0.20736-0.072916i,0.11389-0.083416i,0.048392-0.057419i,0.018599-0.048537i,-0.002452-0.037549i,-0.0081008-0.018937i,-0.0047418-0.0081064i,-0.0018791-0.0047624i,0.0025932-0.0042546i,0.0056479-0.0022905i,0.0053591+0.0022154i,0.0040404+0.0039217i,0.0010633+0.003106i,-0.0011968+0.0029754i,-0.0012269+0.0022167i,-0.00091503+0.00019195i,-0.00021189-0.0014615i,0.00056762-0.0016558i,0.00041801-0.0010556i,0.00011721+6.03e-05i,0.0002346-0.00081812i,-0.0010265-0.0012693i,-0.0025773-0.00068296i
-0.14292-0.14415i,-0.11264-0.05703i,-0.058593-0.0037247i,-0.039975+0.011951i,-0.023353+0.022169i,-0.0049794+0.015301i,-0.00063113+0.0047263i,-0.0019575+0.0014474i,-0.0030981-0.0008448i,-0.00011386-0.0030428i,0.0040086-0.0067657i,0.002164-0.0081688i,0.00072829-0.0055615i,0.0025369-0.0029251i,0.0011815-0.00093274i,-0.0012904+0.0010464i,-0.0021073+0.0015699i,-0.0016736+0.0013725i,-0.00032731+0.0011307i,-2.7484e-05-0.00011437i,-0.0010191-0.00062435i,-0.00033822-0.00015684i,0.0015787-0.00031668i
-0.10768+0.1837i,-0.034585+0.13864i,-0.0018812+0.075698i,0.01654+0.050008i,0.027165+0.030983i,0.020623+0.015338i,0.012335+0.0070891i,0.005928+0.0037737i,-0.00044709+0.0048182i,-0.003934+0.0049311i,-0.0058946+0.0021859i,-0.0060213+0.0010111i,-0.0033891-0.00042083i,-0.00067063-0.0015803i,0.00066629-0.0010124i,0.0015251-0.00078811i,0.001513-0.00067449i,0.00107+0.00020985i,0.00019597-0.00014695i,-0.00060426-0.00071779i,-0.00045437+0.00010441i,0.00044932+0.00015502i,0.0015664-0.0015595i
0.19613+0.028984i,0.13282-0.022491i,0.062619-0.030136i,0.035597-0.03476i,0.017703-0.036135i,0.0064814-0.024081i,0.0018244-0.011836i,0.0015569-0.0043011i,0.0047911-0.00012901i,0.0053722+0.0030468i,0.0044721+0.0061117i,0.0028774+0.0061451i,-0.00085197+0.0029594i,-0.002615+0.0010835i,-0.0011359+0.00047554i,0.00055329-0.0007387i,0.0016617-0.0010764i,0.0015935-0.0010833i,0.00019581-0.00089687i,-0.0011009+0.00041117i,-0.0014896+0.0006153i,-0.0012963-0.00048615i,-0.0010937-1.4816e-05i
-0.054045-0.19071i,-0.075177-0.10927i,-0.050588-0.035827i,-0.042788-0.012539i,-0.037941+0.0020767i,-0.021586+0.006634i,-0.009201+0.002951i,-0.0032015-0.00097935i,-0.0007147-0.0052171i,0.0016146-0.0060725i,0.0049413-0.0049721i,0.0051975-0.0041969i,0.0031883-0.0015716i,0.0021009-5.4407e-05i,0.0008652-0.00056433i,-0.00079505-0.00061503i,-0.001377-0.00040415i,-0.0012494+0.00050193i,-0.00051823+0.0014356i,0.0011965+0.00078157i,0.0015612-0.00033413i,0.00059007-0.00015127i,0.00049651+0.00086205i
-0.14702+0.11148i,-0.072762+0.10212i,-0.014039+0.056713i,0.0044324+0.04277i,0.014741+0.035826i,0.01347+0.021087i,0.0074131+0.0087924i,0.0031061+0.0034494i,-0.002591+0.0022542i,-0.0053023+0.00031616i,-0.0061988-0.0029005i,-0.0061137-0.0028299i,-0.0024381-0.0018485i,0.00043785-0.0021431i,0.00012471-0.00060959i,-4.943e-05+0.0015396i,0.00022464+0.0015629i,0.00091942+0.00097893i,0.0014623-0.00046191i,0.00081656-0.0020678i,-0.00053365-0.0019627i,-0.00055374-0.001185i,0.0008656-0.0011928i
0.16408+0.1016i,0.12699+0.036069i,0.055351-0.0047816i,0.031997-0.018054i,0.02186-0.025556i,0.010392-0.019323i,0.0039709-0.0093208i,0.0017774-0.0027452i,0.0033881+0.0023752i,0.0025395+0.0049288i,0.00032843+0.0066822i,0.00056977+0.0065964i,-0.0002128+0.0029159i,-0.0015397+0.00093799i,-0.00028074+0.0014654i,0.0023805+0.0010673i,0.003329+0.00057455i,0.0019737-0.00039664i,-0.00027953-0.0011479i,-0.0011316-0.00050604i,-0.00085702+0.00053097i,-0.00073605+0.00040117i,-0.00067149-0.00076196i
0.011815-0.17898i,-0.025114-0.12308i,-0.031376-0.041314i,-0.030251-0.016816i,-0.030881-0.0088718i,-0.019773-0.0018239i,-0.0078429+0.00027872i,-0.0012312-0.0012265i,0.0027556-0.003857i,0.0046658-0.0042645i,0.005688-0.0026054i,0.0045071-0.0024404i,0.0018805-0.0019807i,0.0011025-0.0007045i,0.00096924-0.0021i,0.00041758-0.0039024i,5.1099e-05-0.0040406i,-0.0010494-0.0029033i,-0.00063605+0.0004394i,0.0013076+0.0024457i,0.002242+0.0017755i,0.0015385+0.0010829i,0.00069141+0.00053216i
-0.17282+0.053137i,-0.10038+0.067406i,-0.015971+0.045079i,0.002916+0.032143i,0.0071226+0.030319i,0.0092968+0.01923i,0.0052952+0.006343i,0.00027867+0.00082572i,-0.0041369+0.00037465i,-0.0040398-0.00046065i,-0.0025406-0.0029787i,-0.0034913-0.0025121i,-0.0025284-0.00063633i,-0.0015905-0.0010181i,-0.0035327-0.00088666i,-0.0042016+0.0010162i,-0.0030865+0.001748i,-0.00087102+0.00048818i,0.0015545-0.0012678i,0.0017421-0.0029324i,0.0007642-0.0036528i,0.00083014-0.0028765i,0.0012704-0.0014781i
0.12567+0.1365i,0.098474+0.07117i,0.041008-0.0015344i,0.024642-0.017355i,0.02409-0.019933i,0.012703-0.015524i,0.0033391-0.0062089i,0.0009279+0.0008065i,0.00098024+0.0052204i,0.00063999+0.0047554i,-0.00070823+0.0043011i,-0.00036368+0.005068i,0.00051641+0.0027684i,0.00067951+0.0015665i,0.0016082+0.0039134i,0.0031305+0.0044509i,0.002963+0.0031243i,0.00068353+0.0012789i,-0.0010622-0.00063449i,-0.0025303-0.00067892i,-0.003233-1.457e-05i,-0.0023889-0.000237i,-0.0014302-0.00083814i
0.077387-0.16021i,0.033127-0.11299i,-0.014402-0.032734i,-0.024341-0.011959i,-0.027105-0.011611i,-0.019331-0.004921i,-0.0070991-0.00058051i,0.00017576-2.1335e-05i,0.0040814-0.0017807i,0.0044221-0.0023033i,0.0051591-0.0019578i,0.0054346-0.0035362i,0.0025724-0.0034022i,0.0011737-0.0017842i,0.0026506-0.0024956i,0.0029412-0.0038254i,0.0022487-0.0037709i,0.0015409-0.0015112i,0.00092223+0.0015545i,0.0013589+0.0026873i,0.0018448+0.0028027i,0.0011737+0.0015412i,-0.00016468-0.00014742i
-0.19327-0.0031494i,-0.12255+0.010306i,-0.018451+0.025108i,0.0076144+0.025996i,0.0043024+0.027154i,0.0062281+0.018277i,0.0043723+0.0048904i,-0.00074004-0.0017085i,-0.0048884-0.003473i,-0.0053472-0.0034419i,-0.004072-0.0040258i,-0.0047978-0.0032055i,-0.0047137-0.00077251i,-0.0036136-0.00062534i,-0.0038364-0.0015478i,-0.0040973-0.0010608i,-0.0035601-0.0010256i,-0.0014796-0.0017741i,0.002322-0.0018144i,0.0041102-0.0021415i,0.0028554-0.003558i,0.0019129-0.0035264i,0.0013804-0.00099404i
