-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
-0.00045828-0.0011566i,-0.0017968-9.0912e-05i,-0.0037936+0.0017757i,-0.0034241+0.0034381i,-0.0014096+0.0032478i,0.0018093+0.0023116i,0.0052406+0.0010917i,0.0060797-0.00068852i,0.0048915-0.0019185i,0.0030329-0.0014061i,0.00096735-0.00072025i,-0.00026704-6.9818e-05i,-0.0004556+0.00040072i,-0.00035652+0.00056207i,-0.0002864+0.00023627i,0.00070622-0.0010388i,0.0010456-0.0010568i,0.00012504-0.00017758i,-0.00039466-0.00022387i,-0.00067265-9.692e-05i,-0.00017094+0.00038102i,0.00034148+8.0127e-05i,0.00021516-0.00028156i
0.0023503+0.001943i,0.0040986-0.00072134i,0.0039567-0.00322i,0.0019055-0.0022179i,-0.00026366-0.00023139i,0.00040602-1.7539e-05i,0.0025912-0.0011582i,0.0022852-0.0028343i,0.0011933-0.0033388i,0.00091345-0.0014547i,0.00095628+0.00060846i,0.0015241+0.0011452i,0.0023849+0.00076983i,0.0016499+0.00054298i,0.00028499-2.0919e-05i,2.0775e-05-0.00034203i,0.00016636+0.00011485i,0.0009194+0.00014601i,0.00091055+0.00045158i,-0.0005846+0.00036828i,-0.0013171-0.0003536i,0.00022069-0.00014668i,0.00089244-0.00072589i
0.00065373+0.0016634i,0.0015102+0.0043788i,0.0014957+0.0041908i,0.0011051+0.0026639i,0.00066651+0.0025245i,0.00033316+0.0012037i,6.0134e-05-0.0017163i,-0.0010311-0.002523i,-0.0010584-0.00019498i,0.00091359+0.0026021i,0.0018549+0.0023732i,0.0015366+0.00094215i,0.000688+0.0001358i,0.00043804-0.00017386i,-0.0006017+0.00018037i,-0.0019424+0.0011319i,-0.0020048+0.0012843i,-0.00097709-0.00020693i,-0.000872-0.00091612i,-0.00075723-0.00018351i,0.00010905+0.00090565i,0.00011603+0.0010732i,0.00074122+0.00074833i
-0.0033909-0.00029035i,-0.0045286-0.00084435i,-0.0067257-0.00024064i,-0.0063703+0.0016458i,-0.0034235+0.003161i,-0.0011129+0.0031439i,-0.0015305+0.0026345i,-0.002053+0.0023202i,0.00016973+0.0019i,0.0026806+0.0011568i,0.002594-0.00051059i,0.0018211-0.0022708i,0.00098046-0.001883i,-0.0001857-0.00013398i,-0.00063989+0.0010372i,-0.0012174+0.0011814i,-0.0017281+4.894e-05i,-0.0011717-0.0012311i,-0.00079494-0.0011844i,-0.00042642+7.867e-05i,0.00071612+0.00058942i,0.0012328-8.2036e-05i,0.00095233-0.0010993i
0.001981-0.0009055i,0.0017011-0.00051673i,0.0033075-0.001438i,0.0034484-0.0025515i,0.00052366-0.003675i,-0.0024798-0.0018381i,-0.0031227+0.0018689i,-0.0011628+0.0025383i,0.0007092-0.00023641i,0.00011518-0.0029008i,-0.0014164-0.0037729i,-0.0022129-0.0024656i,-0.00227-0.00066658i,-0.0016208+0.00029578i,-0.00077072+0.0011896i,-0.00051482+0.001047i,-0.00079898+0.00066749i,-0.0014519-5.2855e-05i,-0.0015515-0.00034851i,-0.0011482+4.125e-05i,-0.00048601-0.00021704i,-0.00012664-0.00070783i,0.0001073-0.0011736i
-0.0031501-0.0005273i,-0.002984+9.1901e-05i,-0.0029556+0.00062739i,-0.0028454+0.0013357i,-0.0026185+0.0009821i,-0.001674+0.001066i,-0.0011141+0.0015909i,-0.0019753+0.0010813i,-0.0030628-0.00037532i,-0.0037902-0.00076861i,-0.0043383-0.00035569i,-0.0041189+0.00031216i,-0.0026492+0.00090859i,-0.00093677-3.9757e-05i,0.0001146-0.0014814i,0.0003491-0.0014056i,5.8424e-05-0.0014588i,-5.0987e-05-0.0014424i,-9.7384e-05-0.0014049i,-4.8993e-05-0.0017892i,-0.00030792-0.0009739i,-0.0006708-0.00044979i,-0.00030978-0.0008705i
0.0020441-0.001467i,7.7662e-05-0.0026306i,-0.0020364-0.0033907i,-0.0047532-0.0013502i,-0.0062611+0.0011411i,-0.0046551+0.0024055i,-0.0013594+0.0025409i,-0.00016169+0.0020713i,-0.00027998+0.0016605i,-0.00085147+0.0011895i,-0.0019739+0.00094985i,-0.0024281+0.00075246i,-0.00089347+0.00067953i,0.00040528+0.00052987i,0.00011263-0.00037502i,0.00014327-0.0014915i,-7.125e-05-0.00091765i,-0.0014903+0.00016814i,-0.0012188+0.00060959i,-8.1324e-05+0.00015179i,0.00022031-0.00068499i,-0.00013512-0.00066283i,-0.00041745+0.00017978i
0.0044067-0.00222i,0.0026175-0.00067566i,0.00081485+0.0015948i,-0.0003387+0.0039232i,-0.0019795+0.0059669i,-0.0033891+0.0068023i,-0.0013633+0.0049376i,0.0020097+0.0037834i,0.0038379+0.003547i,0.0037964+0.0032976i,0.0029963+0.0038408i,0.001888+0.0037976i,0.0019013+0.0022177i,0.0020823+0.0011926i,0.0009031+0.00059015i,0.00031251-0.00010689i,5.1682e-05-0.00067856i,0.00032868-0.00057482i,0.00085146+0.00072084i,0.00038112+0.0016192i,5.9425e-05+0.0012589i,0.00015099+0.00093699i,0.0006629+0.00058981i
0.0045548-0.0012987i,0.003846-0.0041281i,0.0027082-0.0083553i,0.0014813-0.0096479i,0.00035936-0.0065087i,0.00038844-0.00055596i,0.0022018+0.0033406i,0.004997+0.0021036i,0.0073032-0.00061494i,0.0074205-0.0015852i,0.0053774-0.00143i,0.0032174-0.0015883i,0.0012578-0.00073545i,-0.0006289+0.00080445i,-0.00088624+0.00078605i,-0.00022258-0.00060127i,1.1973e-05-0.0010517i,-1.0354e-05-0.0006258i,-2.3181e-05-0.00037509i,4.6736e-05-0.00044327i,7.9446e-05-0.0010084i,0.00028852-0.0011858i,0.00043676-0.0005676i
0.0017549-0.0081581i,-0.0018741-0.0068761i,-0.0061363-0.0067555i,-0.0076946-0.0044913i,-0.0067056-0.0016091i,-0.0022548+0.00151i,0.0018576+0.0011732i,0.0030343-0.0029977i,0.0021515-0.0060681i,-0.00018109-0.0056951i,-0.0010975-0.0043678i,-0.0002537-0.003974i,0.00032718-0.0021531i,0.00069368+0.00078262i,0.0011027+0.0020613i,0.0010646+0.0018019i,0.001198+0.0012474i,0.00084094+0.00042131i,-0.00025391-0.00010281i,-0.00080173-0.00033384i,-0.00077009-0.00070444i,-0.00053424-0.00047967i,-0.00016043-0.00031352i
-0.013319+0.014628i,-0.0084399+0.01704i,0.00079168+0.024293i,0.0081536+0.021574i,0.013059+0.012379i,0.012288+0.00019237i,0.003835-0.0039187i,-0.0026126-0.0014483i,-0.0049761+0.0013436i,-0.0039158+0.0018542i,-0.0023614-0.0022638i,-0.0036258-0.0054047i,-0.0049756-0.00541i,-0.0046025-0.0044655i,-0.0040618-0.0017145i,-0.0027833+0.00090946i,-0.0013016+0.0013036i,-0.00017357-0.00024457i,-0.00017818-0.0011756i,-0.00047217-0.0013038i,-0.00033837-0.0012948i,-0.00023143-0.0011183i,-0.00045506-0.0015855i
-0.0023934+0.0021696i,-0.0011161+0.002587i,-0.00011414+0.0038466i,0.00074935+0.0044907i,0.001002+0.0045083i,-1.8564e-06+0.0014779i,-0.0010479-6.9289e-05i,-0.0024477+0.001878i,-0.0030624+0.0044701i,-0.0029083+0.0051596i,-0.003128+0.0033093i,-0.0026528+0.0018327i,-0.0015709+0.0010317i,-0.00086075-0.00019912i,-0.00055644-0.00052038i,-0.00078977-0.0001047i,-0.0014191-0.00045302i,-0.0010497-0.0012143i,-0.0010549-0.00063851i,-0.0012034+0.0010986i,-0.00026041+0.0018407i,0.00010462+0.0011663i,-8.3745e-05+0.0001668i
-0.0037259+0.00072619i,-0.0022117+0.0018802i,-0.00098244+0.0035884i,-0.00053346+0.0044606i,0.00030714+0.0047151i,5.8631e-05+0.0033311i,-0.0019083+0.0013592i,-0.0014177+0.002137i,0.0024813+0.0033206i,0.0045351+0.0029385i,0.0037028+0.0022585i,0.0020629+0.0021815i,0.00051544+0.0018493i,0.00054264+3.3262e-05i,0.00030941-0.0016127i,-0.00067337-0.0023619i,-0.0012134-0.0027469i,-0.001324-0.0018988i,-0.0007922-0.0015194i,4.3608e-05-0.00091443i,0.00094183+0.00061653i,0.0010361+0.000108i,0.00033075-0.00049266i
-0.00043991+0.002948i,-0.0014336+0.0030106i,0.0010208+0.0030191i,0.00325+0.00089376i,0.0028078-0.0011667i,-0.0013032+0.00057608i,-0.0043267+0.0032174i,-0.0013847+0.0016955i,0.003925-0.0016885i,0.0048664-0.0035536i,0.003521-0.0035623i,0.0021473-0.0017165i,0.00020185-0.0011776i,-0.0016402-0.0011235i,-0.002426-0.00092525i,-0.0025192-0.00064339i,-0.0025573+0.00015367i,-0.0013272+0.00023501i,-0.00023067-0.00064059i,0.00015938-0.0013542i,0.0003194-0.00066472i,0.00067449-0.00034289i,0.00065438-0.0006516i
-0.0021141-0.00086638i,-0.0031842-0.0006725i,-0.0023005-0.0004874i,-0.0014985-0.00076627i,-0.002077+0.00041346i,-0.0018107+0.0031382i,-0.00028628+0.005772i,0.00029249+0.0034042i,-0.0005574-0.0017205i,-0.0014728-0.0048531i,-0.0015416-0.005159i,-0.0018902-0.0042638i,-0.0026443-0.0031354i,-0.0023959-0.0017792i,-0.00094847-0.00054524i,0.00042324+0.00029435i,0.0017479+0.00072653i,0.0026833+0.00077405i,0.0015892+0.000325i,-0.00036422-0.00024137i,-0.0010665-0.00044352i,-0.00079684-0.00047153i,-0.00041308-0.00085893i
-0.0018288+0.0029279i,-0.0019471+0.0020929i,-0.0035002+0.0037322i,-0.0040505+0.0046139i,-0.0024095+0.0034171i,0.00073015+0.0021582i,0.003221+0.0026889i,0.0021559+0.0024009i,-0.0018304+0.001522i,-0.0041744+0.002173i,-0.0038155+0.0012665i,-0.0034465-0.0010281i,-0.0032577-0.0010307i,-0.0019481-0.00015111i,3.5274e-05+0.0004482i,0.00094776+0.00046931i,0.0010187-0.00043339i,0.0017313-0.0013023i,0.0015011-0.0016104i,0.00016126-0.0010995i,-0.00054479-0.0010321i,-0.00074915-0.0011247i,-0.00026861-0.0004695i
-0.00029192+0.00026373i,0.00072544+0.00030188i,0.002765+0.0010523i,0.0038303+0.0018404i,0.0046329+0.0019099i,0.0061759-0.00017099i,0.0071709-0.0025487i,0.0061011-0.0014134i,0.0041793+0.0021013i,0.0035394+0.0044381i,0.0025213+0.0040632i,0.00085196+0.0018972i,0.00052636+0.00081102i,0.00048971+3.7334e-06i,-8.8773e-05-0.00093543i,-0.00016002-0.00096622i,-0.00021305-0.00022515i,-0.00040359-3.892e-05i,-0.00069818+0.00057573i,-0.00088616+0.0012856i,-0.00037382+0.0014895i,0.00036183+0.0014174i,0.00076274+0.0014117i
0.00011362+0.0057644i,0.0016256+0.0063243i,0.0051316+0.0065457i,0.0081848+0.0026193i,0.010372-0.0012578i,0.0093638-0.0047999i,0.0047658-0.0085852i,0.0024963-0.0074787i,0.0043584-0.0029712i,0.0065971-0.000772i,0.0057022-0.0017513i,0.0037529-0.0017715i,0.0022345-0.00044633i,0.00068279+0.00012891i,-0.00070024-0.00016259i,-0.0015816-0.00060324i,-0.0023503-0.00056812i,-0.0023325-0.00017537i,-0.001342+0.00015212i,-0.00041262+0.00024594i,0.00022423+0.00019379i,0.00035151+0.00032185i,-2.3132e-05+0.00092856i
-0.0019518-0.0027223i,-0.0040724-0.0017273i,-0.0053504-0.0011173i,-0.0053207-0.0019135i,-0.0049204-0.0038512i,-0.0057623-0.0049073i,-0.0084937-0.0038285i,-0.0078192-0.0031588i,-0.0032379-0.0048528i,0.00039803-0.006663i,0.0017529-0.0061645i,0.0021773-0.0029939i,0.00071804-0.00048179i,-0.0007403+0.00018271i,-0.00072059+0.00043564i,-0.00089533+0.00082749i,-0.0018191+0.0013748i,-0.001914+0.0013392i,-0.0018335-0.00011787i,-0.0014631-0.0010895i,-0.00014898-4.803e-05i,0.00052217+0.00071473i,0.00050137+5.4279e-05i
0.0028254-0.0013331i,0.0030941+0.00017351i,0.0029153+9.8837e-05i,-0.00037496-0.00018668i,-0.0068413+0.000886i,-0.011066+0.0046602i,-0.012483+0.0092426i,-0.011623+0.0095288i,-0.0090239+0.004484i,-0.0068238+0.00026358i,-0.0059229-0.00010069i,-0.0040971+0.00060084i,-0.0030742+0.0010471i,-0.0014622+0.00076594i,0.0012424+0.00012935i,0.0018511+3.2208e-05i,0.0012325+0.00017218i,0.00075342-0.00021802i,-0.00044456-0.00080978i,-0.00060684-0.00052694i,0.00019211-8.0657e-05i,-0.00017025-0.00042284i,-0.0014187-0.00052146i
0.0018775+0.0040079i,0.00067936+0.0023783i,-4.5579e-05+0.00086389i,-0.0031657+0.00024977i,-0.0067212+0.0031201i,-0.0052174+0.0086868i,0.00019106+0.014496i,0.0023838+0.01623i,0.001321+0.012136i,-0.00045175+0.0077809i,-0.0024671+0.006623i,-0.0040125+0.0060212i,-0.0037505+0.0040676i,-0.0025278+0.002631i,-0.00099168+0.0013739i,-0.00027534-0.00012038i,0.0001018-0.0013397i,0.00024634-0.001986i,-0.00025595-0.0016568i,-0.00062861-0.001214i,-0.001335-0.00053228i,-0.0016834-0.00023748i,-0.0014559-0.00066221i
-0.00093128-0.00030888i,-0.0016546-0.0004583i,0.00048335+0.0013559i,0.0040688+0.0051039i,0.0061527+0.0080832i,0.0069295+0.0071529i,0.010203+0.0042109i,0.014143+0.0018722i,0.01319+0.0016895i,0.0085581+0.002824i,0.0042598+0.0031057i,0.0010695+0.0023925i,-9.1371e-05+0.00098217i,-0.00023184-0.00015876i,-0.00074868-0.00089832i,-0.00084455-0.0020416i,0.00011334-0.0022024i,0.00070457-0.001579i,0.00014359-0.0018157i,0.00068412-0.0018853i,0.0014347-0.00037948i,0.0011036+0.00062884i,0.00037945+0.00025255i
0.0021957-0.001245i,0.0020131-0.0019485i,0.0018828-0.0037892i,0.0021268-0.004646i,0.0037043-0.0053015i,0.0060456-0.0077302i,0.006979-0.01213i,0.0071405-0.015319i,0.0073434-0.012881i,0.0063706-0.0088983i,0.0034213-0.0068943i,0.001207-0.0059832i,0.00044487-0.0051752i,-0.00019642-0.0032185i,-0.00084559-0.0010044i,-0.0013134-0.00064146i,-0.00063374-0.00057777i,-3.0163e-05-7.8041e-06i,-0.00024978+0.00041589i,9.6691e-05+0.00049473i,0.0007794-8.8473e-05i,0.00084308-0.00039747i,0.00059579-0.00079059i
-0.00031451+0.00024424i,-4.098e-05+0.0019163i,-0.0014083+0.0024814i,-0.0020611-0.0011449i,-0.0015196-0.0072884i,-0.0030032-0.011315i,-0.007037-0.012717i,-0.0097906-0.012766i,-0.0092754-0.01103i,-0.00558-0.009155i,-0.0015213-0.0085146i,0.00038381-0.0074824i,0.0011077-0.0050372i,0.0014068-0.0029867i,0.00078496-0.0011321i,0.0011211+0.00061834i,0.0012284+0.0010759i,0.00051384+0.00039684i,-0.00038196+0.00058305i,-0.00086076+0.00034327i,-1.5852e-05-0.00051196i,-0.00015149-0.0011909i,-0.00061611-0.0024622i
-0.0038812+0.0026299i,-0.0031863+0.0034054i,-0.0021066+0.004911i,-0.0022848+0.0060371i,-0.0041552+0.004488i,-0.0061268+0.0031081i,-0.0095126+0.00539i,-0.013172+0.0082555i,-0.011942+0.0084505i,-0.007691+0.0050685i,-0.0045132+0.00058729i,-0.0018978-0.0010844i,-0.00011494+0.00056705i,0.00041997+0.0013609i,0.00061841+0.0001046i,0.0010502-0.00042466i,0.0017995-0.0003945i,0.0016761-0.00060374i,0.00027709-0.00024715i,-0.00046089+0.00023684i,-0.00051216+0.00010107i,-0.00066635-0.00064972i,-0.00062103-0.0014501i
4.4939e-05+0.0013142i,-1.5722e-05+0.00074068i,-0.00061805+0.0019698i,-0.0014019+0.0042131i,-0.0022102+0.0074966i,-0.00069582+0.010809i,0.0026943+0.014543i,0.0047972+0.017926i,0.0062176+0.016595i,0.0061016+0.011462i,0.0042553+0.007431i,0.0029947+0.0057699i,0.0017725+0.0043998i,0.00053772+0.0016972i,0.00051138-0.00057913i,0.00013559-0.001176i,-0.00057595-0.00094298i,-0.00093709-4.062e-05i,-0.00097025-0.00023399i,-0.00020361-0.00031067i,-0.00016776+0.00019081i,-0.00011706+0.0010952i,0.0001905+0.0015515i
-0.00045584+0.0015883i,-0.0005511+0.0024504i,0.00051756+0.0048085i,0.0043167+0.0064231i,0.0095846+0.0069927i,0.011246+0.0068158i,0.013187+0.0062164i,0.017521+0.0044946i,0.017571+0.0016591i,0.013183+0.00079323i,0.0084398+0.0022242i,0.0044997+0.0040681i,0.0013392+0.0031869i,-0.00050243+0.0015739i,-0.00092157+0.00047766i,-0.0021292-0.00059283i,-0.0039953-0.0010302i,-0.0032276-0.00073383i,-0.0011629-0.00058909i,0.00046974-5.8322e-05i,0.0010721+0.00046039i,0.00046278+0.0012592i,0.00022886+0.0019439i
0.0016322+0.003387i,0.0022724+0.00091634i,0.0038513-0.0023407i,0.0045371-0.0051074i,0.0040408-0.0058454i,0.0038699-0.0054639i,0.0041741-0.0079147i,0.0040825-0.013815i,0.0030601-0.015988i,0.001733-0.010952i,0.00036285-0.0040474i,-0.0015936-0.0017249i,-0.0032112-0.001707i,-0.003195-0.0002141i,-0.0019054+0.0011234i,-0.0013543+0.0002909i,-0.0013171+0.00026393i,-0.0013213+0.00033307i,-0.001488-4.9269e-05i,-0.0011498+0.00019574i,-0.00068615+0.00068018i,-0.00048645+0.00084566i,-0.00023153+0.0011479i
-0.0017303-0.00019203i,-0.0040998+0.00026447i,-0.0064511+0.00065396i,-0.0084791-0.00063191i,-0.010618-0.0023367i,-0.011875-0.0032683i,-0.014421-0.0045413i,-0.017385-0.007191i,-0.016333-0.0071101i,-0.012461-0.0035196i,-0.009634-0.0018841i,-0.0078353-0.0025633i,-0.005467-0.0019022i,-0.0029708-0.000683i,-0.00085579-9.525e-05i,0.00057812+9.67e-05i,0.0012065-0.0001651i,0.0012644+1.8696e-06i,0.00094776+0.00010322i,0.00066499-0.00030697i,0.00065419-0.00018928i,0.00065092-0.0005483i,-0.00062899-0.0011526i
-0.00026526+0.0034873i,0.00052736+0.0026767i,0.0015805+0.0040242i,-0.00039546+0.0052455i,-0.00455+0.005717i,-0.0088395+0.0066461i,-0.01174+0.010117i,-0.013114+0.013875i,-0.010974+0.014171i,-0.0057148+0.010489i,-0.0037752+0.0041528i,-0.0041488-0.00082103i,-0.0024438-0.0022832i,-0.00066484-0.0017008i,1.2745e-05-0.0013711i,0.00065128-0.0018673i,0.0011227-0.0025748i,0.0012001-0.0030493i,0.0004652-0.0024502i,-0.00051-0.0014967i,-0.0014177-0.00072803i,-0.0018971-0.00090314i,-0.0020468-0.0020607i
0.0023713+0.0005539i,0.0012679-0.0011523i,0.00045813-0.0006633i,0.00020791+0.0027366i,0.0015001+0.0066983i,0.0047112+0.008655i,0.0090903+0.010148i,0.012603+0.013163i,0.0151+0.012762i,0.014462+0.006515i,0.01057-0.00010246i,0.0071921-0.0026816i,0.0053291-0.0024009i,0.0029631-0.0020818i,-0.00077161-0.0022779i,-0.0015768-0.0031577i,-0.00022859-0.0031625i,0.00033197-0.0023141i,0.00033139-0.0012168i,-0.00086044-0.00039592i,-0.0016631-0.0001075i,-0.0016198-0.00024578i,-0.0016557-0.00094135i
0.0015205+0.001928i,0.0032079+0.0036888i,0.0066252+0.0041165i,0.010657+0.00097549i,0.013295-0.0033956i,0.014334-0.0073748i,0.016422-0.010212i,0.020395-0.010514i,0.019945-0.010985i,0.0141-0.011991i,0.0098119-0.0096942i,0.0082588-0.0050167i,0.005981-0.0020087i,0.0021734-0.00097784i,-0.00079967-0.00065948i,-0.0017075+0.00030597i,-0.0016862+0.0012959i,-0.0010577+0.00077766i,-0.00035567-0.00026735i,0.00010405-0.00020897i,-6.6897e-06+0.00039038i,0.00028276-0.00014252i,0.0016202-0.0011153i
0.00026725-0.00090135i,-0.0024071-0.0015553i,-0.0034436-0.0033303i,-0.0015872-0.0064401i,-0.00037871-0.010312i,0.00017196-0.01387i,-0.00088832-0.017527i,-0.0024567-0.021391i,-0.0052882-0.021016i,-0.0071772-0.013856i,-0.004413-0.0052604i,-0.0017232-0.00040448i,-0.0012846+0.0017218i,-0.00064024+0.00261i,0.00024256+0.0029356i,0.00057158+0.0019689i,-0.00017553+0.0013795i,-0.00044849+0.0015733i,0.00033336+0.0011029i,0.0005044+0.001189i,0.00054046+0.00076995i,0.0011987+0.00029338i,0.002082+0.00024525i
-0.0013701+0.00023146i,-0.0012558+0.001533i,-0.0023685+0.0033033i,-0.0055933+0.0026397i,-0.010422-0.0010975i,-0.014109-0.0017223i,-0.017712+0.00042645i,-0.022711+0.0010349i,-0.023679+0.0033244i,-0.017425+0.0075289i,-0.010869+0.0088176i,-0.0090112+0.0079648i,-0.0070803+0.0062052i,-0.0027562+0.0034618i,0.00010367+0.00092289i,0.00015327-0.00070351i,-0.00052871-0.00058592i,-0.00076409+0.00067285i,-0.00015724+0.0013295i,0.00017867+0.00076393i,-0.00022709+0.00011584i,-0.00034474+0.00021278i,0.00049331+0.0011102i
0.0010038-0.00064888i,0.001162+0.00063469i,-0.00058388+0.0027004i,-0.0041147+0.0070695i,-0.0072105+0.014149i,-0.0090052+0.021574i,-0.0095764+0.027152i,-0.0096728+0.029451i,-0.0053365+0.027591i,-0.00025281+0.021783i,-0.0010325+0.015025i,-0.0040679+0.010139i,-0.0034223+0.0062945i,-0.00035798+0.0022761i,0.00027107-0.00055476i,-0.0016401-0.0017229i,-0.0026557-0.0018596i,-0.0012237-0.0018605i,-0.00035123-0.00068655i,-0.00059948+0.00063105i,-0.0010215+0.0012811i,-0.0011842+0.0012826i,-0.00081708+0.00082953i
-0.0024104+0.0013806i,-0.0033124+0.0043206i,-0.0027319+0.0066065i,0.0012224+0.0091501i,0.0072835+0.012998i,0.012924+0.017962i,0.017615+0.021478i,0.022553+0.021167i,0.024683+0.013651i,0.019618+0.0037718i,0.010893-0.0017612i,0.0045457-0.0042769i,0.0015056-0.0049956i,-0.00067513-0.0034759i,-0.0017057-0.0019849i,-0.0018431-0.0012117i,-0.0019323-0.0010103i,-0.0018622-0.0011107i,-0.0013284-0.0017028i,-0.00066326-0.0010913i,-0.0004846+0.00034751i,-0.00033562+0.0012307i,-0.0014233+0.0017648i
-0.00053639+0.0024264i,0.00038812+0.00095378i,0.0043026-0.0008352i,0.00828-0.0036012i,0.012122-0.0062755i,0.01561-0.0072369i,0.020569-0.009318i,0.024675-0.014765i,0.020813-0.020378i,0.011401-0.02256i,0.0044193-0.020749i,0.002922-0.016956i,0.0022092-0.012421i,0.00015665-0.0060337i,-0.0010453-0.00050766i,-0.0010527+0.0015209i,-0.00013568+0.00032171i,0.00091498-0.00090263i,0.00058136-0.0012149i,0.00016415-0.0012831i,0.00034403-0.0012009i,0.00030977-0.00068938i,-8.1939e-05+0.00025661i
-0.0027166-0.0011596i,-0.003751-0.00081249i,-0.0055327-0.001373i,-0.0074931-0.0058994i,-0.0085864-0.015244i,-0.0083239-0.023146i,-0.0078943-0.028013i,-0.0092846-0.030327i,-0.014193-0.02623i,-0.015363-0.01758i,-0.0084636-0.011252i,-0.0012005-0.0090165i,0.0008456-0.007196i,-0.00056229-0.0045337i,-0.0010469-0.0018499i,-0.00029259-0.0015591i,0.00043582-0.003718i,0.0010109-0.0039656i,0.0007097-0.0021165i,-4.1141e-05-0.0012978i,5.9671e-05-0.0017589i,0.0001252-0.0018108i,-0.00032248-0.0017551i
0.0014396+0.0015952i,0.00093985+0.00017466i,-0.0023027-0.00052452i,-0.009434-5.5078e-05i,-0.019194-0.00021252i,-0.026976-0.0028481i,-0.030952-0.0054204i,-0.03307-0.0021126i,-0.029099+0.006493i,-0.017746+0.012147i,-0.0070654+0.011064i,-0.0017136+0.0074369i,0.00079624+0.0052436i,0.0022276+0.0029102i,0.0013627-0.00047263i,-0.00018865-0.001306i,-0.00066549-0.00041556i,-0.00058551-1.6816e-06i,6.5856e-05-3.8654e-05i,-7.3209e-05-3.4305e-05i,-0.0013091+0.00012705i,-0.00038669-0.00031028i,0.0011441-0.0013585i
-0.0018118+0.00239i,-0.0011899+0.0024515i,0.0013152+0.0042739i,0.0023695+0.0098325i,0.00081802+0.015873i,-0.0039264+0.019112i,-0.010569+0.021819i,-0.010889+0.027176i,-0.0016488+0.028916i,0.0074016+0.022984i,0.0077107+0.01705i,0.0039909+0.01476i,0.0027365+0.011126i,0.0024565+0.0049003i,0.0010151+3.7999e-05i,-0.00043131-0.00089229i,-0.00067886+0.001307i,0.0001233+0.0023314i,0.00019499+0.0019383i,-0.00076874+0.0020805i,-0.0010396+0.0016878i,8.7587e-05+0.0014546i,0.00091615+0.0009782i
-0.0009219+0.0037624i,0.0014861+0.0030133i,0.0056383+0.005053i,0.011788+0.0066466i,0.018789+0.0083271i,0.022039+0.012001i,0.022825+0.016436i,0.025755+0.016705i,0.027612+0.0099539i,0.021994+0.001466i,0.010717-0.00036812i,0.0018648+0.0030117i,-0.00084729+0.004135i,-0.00046922+0.0028572i,-0.00038984+0.0015493i,-0.00084416+0.0016238i,-0.00069569+0.0028967i,0.00027992+0.0035781i,0.00034186+0.001834i,0.00027483+0.00091421i,0.0006503+0.0022465i,0.00036146+0.0019796i,0.00033164+0.0010403i
0.00072715-0.0016444i,-0.00021119-0.0033237i,0.0019029-0.007296i,0.0079148-0.013525i,0.015484-0.018315i,0.022207-0.016188i,0.027639-0.01385i,0.02704-0.016898i,0.018126-0.021438i,0.0054185-0.020084i,-0.0034655-0.012684i,-0.0064361-0.0072058i,-0.0066064-0.0039693i,-0.0042496-0.00023909i,-0.00021586+0.0017068i,0.0013918+0.00089426i,0.00079343+0.00011529i,0.0008078-0.0005908i,0.00104-0.0014417i,0.00048905-0.001304i,0.001031-0.00041106i,0.0013395+0.00037874i,0.00039091+0.0011167i
-0.00022408+0.0027707i,-3.2996e-05+0.0033985i,-0.0014078+0.0033985i,-0.0066271-0.00012599i,-0.01116-0.0081509i,-0.0098448-0.016173i,-0.0053027-0.019917i,-0.0066523-0.021087i,-0.012932-0.017044i,-0.015251-0.0092588i,-0.011767-0.0070593i,-0.0082889-0.010203i,-0.0070408-0.0089859i,-0.0053382-0.0037452i,-0.0027102-0.0011162i,-0.0015544-0.0017635i,-0.0021148-0.0033208i,-0.0024913-0.0031716i,-0.0024526-0.0028034i,-0.0011471-0.0028772i,-0.00056291-0.0023135i,-0.0012738-0.00063969i,-0.0016325+0.0009751i
-0.00046691+0.0018948i,-0.00025759+0.0040801i,-0.0032107+0.0074195i,-0.010457+0.010553i,-0.019259+0.013727i,-0.024016+0.013128i,-0.02453+0.0091398i,-0.024318+0.0087569i,-0.019823+0.012322i,-0.0082874+0.012065i,0.0019417+0.0043418i,0.0043331-0.0030631i,0.0012928-0.0046826i,-0.0017475-0.0029477i,-0.0024884-0.00078053i,-0.0020168-0.00080531i,-0.0019553-0.0021883i,-0.0026804-0.0020874i,-0.0026494-0.0016547i,-0.0019018-0.001642i,-0.0016247-0.0014191i,-0.002274-0.00021892i,-0.0016917+0.00036586i
