-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
-0.020904+0.32222i,-0.070349+0.33852i,-0.093749+0.18472i,-0.17668+0.039726i,-0.32512-0.017458i,-0.36936-0.015785i,-0.23624+0.036368i,-0.060889+0.069708i,0.0069619+0.05351i,-0.004632+0.037365i,-0.0063587+0.033364i,0.011297+0.027713i,0.017035+0.012706i,0.010804+0.00052521i,0.010173-0.00086272i,0.0077773+0.0027084i,0.0035048+0.014407i,0.0058106+0.024369i,0.0087235+0.020726i,0.0072544+0.011647i,0.0072698+0.00587i,0.013009+0.0029214i,0.017621-0.0002565i
-0.27921+0.33615i,-0.28071+0.39199i,-0.082021+0.27602i,0.13192+0.19335i,0.2658+0.26518i,0.3263+0.29851i,0.25668+0.17744i,0.12444+0.046109i,0.035102-0.013613i,-0.0023343-0.021282i,0.0011946-0.014351i,0.00028648-0.027427i,-0.018427-0.029924i,-0.015745-0.011148i,-0.0036907+0.0011716i,-0.0019466+0.0043538i,-0.0020499+0.002842i,-2.122e-06+0.0016269i,0.0012638+0.005629i,0.0014714+0.013854i,0.0052562+0.018269i,0.0079978+0.01139i,0.00396+0.0020017i
-0.28675-0.26215i,-0.28207-0.32841i,-0.12755-0.30749i,-0.030115-0.32314i,-0.070004-0.40093i,-0.14999-0.38465i,-0.17483-0.23402i,-0.13433-0.09004i,-0.087652-0.036066i,-0.056585-0.02079i,-0.029567-0.0075009i,-0.011788+0.0035397i,0.0019273+0.0051421i,0.0053103-0.00060186i,-0.00020529+0.00022351i,-0.0025483+0.00035075i,-0.010839-0.0033338i,-0.021738+0.0021026i,-0.021434+0.010093i,-0.017968+0.011525i,-0.017755+0.011302i,-0.012539+0.015809i,-0.0019482+0.017589i
-0.30358-0.53829i,-0.42701-0.46006i,-0.38698-0.11614i,-0.25525+0.19068i,-0.15908+0.32527i,-0.098737+0.34038i,-0.028212+0.23928i,0.014395+0.11352i,0.032647+0.046854i,0.038768+0.0064661i,0.027206-0.01047i,0.02311-0.0096861i,0.021089-0.012001i,0.010461-0.0075489i,0.0045008-0.0060529i,0.00013077-0.011451i,-0.0040608-0.011679i,-0.0062952-0.0050303i,-0.010064+0.00035729i,-0.016211+0.0028781i,-0.01999+0.0082215i,-0.015156+0.010641i,-0.0061091+0.0083446i
0.40955-0.40205i,0.44116-0.34716i,0.37637-0.17296i,0.32841-0.095191i,0.32056-0.14569i,0.25792-0.20955i,0.14918-0.17867i,0.092478-0.10057i,0.074138-0.068354i,0.039209-0.047735i,0.012323-0.016592i,-0.0030287-0.0053091i,-0.013074-0.0032953i,-0.0078292-0.0042688i,0.00086275-0.0096572i,0.0067237-0.012615i,0.0090524-0.018741i,0.0013484-0.023607i,-0.0050612-0.018005i,-0.0048029-0.012605i,-0.0088471-0.012885i,-0.018273-0.0090852i,-0.022038-0.0013476i
0.74137-0.21952i,0.62451-0.32164i,0.28936-0.27832i,0.001414-0.14959i,-0.18252-0.030565i,-0.23584+0.049272i,-0.16084+0.048447i,-0.09358+0.0022701i,-0.062667+0.011209i,-0.0089402+0.034495i,0.02539+0.020357i,0.025791+0.0092632i,0.023767+0.0069234i,0.01551+0.0018203i,0.0095088+0.0026363i,0.011456+0.0013019i,0.011592-0.0039078i,0.0090919-0.0092287i,0.0067375-0.015868i,0.0038253-0.020665i,-0.0014354-0.021635i,-0.0039121-0.017856i,-0.0032885-0.013285i
0.43143+0.44637i,0.23402+0.43808i,-0.056587+0.33348i,-0.1297+0.2384i,0.033445+0.15605i,0.18511+0.048622i,0.17637-0.020994i,0.099568+0.007901i,0.071311+0.052326i,0.055891+0.038269i,0.026164+0.014352i,0.012806+0.0073804i,0.010134+0.0057337i,0.01061+0.007397i,0.014412+0.0068717i,0.016702+0.0037586i,0.020901-0.0004923i,0.023945-0.0061071i,0.022538-0.0061635i,0.024298-0.0023549i,0.02644-0.0039364i,0.019208-0.010565i,0.0063501-0.012805i
0.096093+0.74475i,0.12609+0.55596i,0.11362+0.19287i,0.012983-0.055487i,-0.12567-0.11742i,-0.15758-0.0585i,-0.057506+0.010184i,0.03756-0.0044802i,0.023238-0.02579i,-0.014729+0.015922i,-0.0059656+0.040538i,-0.0013984+0.018099i,-0.015009-0.002604i,-0.017998-0.0057297i,-0.01129+0.00093117i,-0.0023598+0.0080715i,0.0052669+0.011896i,0.012648+0.014823i,0.021484+0.014477i,0.028184+0.013899i,0.030966+0.011178i,0.026678+0.0057729i,0.017343+0.00050581i
-0.48831+0.53216i,-0.43878+0.37478i,-0.22551+0.19621i,-0.01543+0.1009i,0.067806+0.058415i,0.072943+0.06335i,0.047922+0.031095i,-0.030603-0.0055981i,-0.07918+0.020358i,-0.046143+0.033018i,-0.010085+0.012298i,0.0083987+0.011775i,0.021434+0.017358i,0.016266+0.016139i,0.0011928+0.017668i,-0.0070639+0.019358i,-0.0038631+0.019888i,0.003169+0.019735i,0.0053765+0.01685i,0.00098349+0.016296i,-0.0029134+0.022846i,0.0024123+0.022174i,0.009472+0.0084165i
-0.71545+0.011831i,-0.60156-0.047014i,-0.37895-0.077422i,-0.2038-0.1392i,-0.10561-0.198i,-0.076178-0.17088i,-0.033032-0.066016i,0.028233+0.014366i,0.037747+0.020765i,0.0032388+0.0071274i,-0.014292+0.014148i,-0.0010608+0.022755i,0.011545+0.016334i,0.0069023+0.0057612i,0.0017916-0.0019278i,0.0011982-0.010099i,-0.0034986-0.012225i,-0.0093261-0.0042897i,-0.0092302+0.0082744i,-0.0052611+0.018753i,-0.0024825+0.024275i,-0.002541+0.025199i,-0.00019336+0.023516i
-0.49575-0.51394i,-0.29293-0.57275i,-0.1155-0.44446i,-0.044455-0.21757i,-0.0086445-0.011298i,0.040475+0.099961i,0.088463+0.090592i,0.088994-0.012055i,0.036918-0.081849i,-0.0015477-0.059576i,-0.0050701-0.022038i,-0.015402-0.0076948i,-0.03271+0.0012158i,-0.034513+0.0028792i,-0.030076-0.0043985i,-0.028991-0.0058271i,-0.023586+0.0025574i,-0.015347+0.0076623i,-0.0091786+0.0032411i,-0.007285-0.0031395i,-0.014057-0.0039821i,-0.018422+0.0023222i,-0.013221+0.0086254i
-0.033766-0.37309i,0.1115-0.095728i,0.16859+0.21067i,0.22161+0.28962i,0.21206+0.10318i,0.059905-0.095725i,-0.089227-0.11531i,-0.12381-0.036636i,-0.089153+0.01227i,-0.047262+0.014814i,-0.024612+0.017041i,-0.0062007+0.038327i,0.016758+0.04389i,0.018216+0.022396i,0.0043598+0.005186i,0.0025711-0.0029209i,0.0044449-0.012004i,0.0035014-0.01677i,0.0033278-0.018051i,-0.0016502-0.019488i,-0.0095736-0.020161i,-0.017995-0.021401i,-0.025152-0.018116i
0.34114-0.35733i,0.34548-0.20379i,0.12724-0.17122i,-0.090938-0.11527i,-0.084198+0.026438i,0.068281+0.087854i,0.18387+0.063074i,0.213+0.029111i,0.18336+0.0091732i,0.12518+0.00033594i,0.058551-0.0099923i,0.00045995-0.014183i,-0.028474-0.012459i,-0.027091-0.01405i,-0.0076737-0.019032i,0.0037993-0.0246i,-0.00065453-0.019981i,-0.0035945-0.0076135i,0.0032377+0.001247i,0.019007-0.0014471i,0.028729-0.01704i,0.018941-0.02552i,0.0043557-0.017066i
0.25081-0.070448i,0.13481+0.060351i,0.064249-0.0082083i,-0.03316-0.056836i,-0.11785+0.019769i,-0.090174+0.064078i,-0.065454+0.018486i,-0.066893-0.039078i,-0.054177-0.077089i,-0.055293-0.075373i,-0.061235-0.042322i,-0.06177-0.022049i,-0.057007-0.0097711i,-0.035597-0.0039138i,-0.021088-0.0088171i,-0.018708-0.0077828i,-0.009038-0.0030665i,0.0033115-0.0022502i,0.0079903-0.0046774i,0.006211-0.0060032i,0.010348-0.0022875i,0.018167-0.0025472i,0.015994-0.0079116i
0.1365+0.40572i,-0.0042108+0.65399i,0.018221+0.65553i,0.016865+0.45307i,-0.049535+0.25443i,-0.093695+0.15572i,-0.094988+0.12524i,-0.064661+0.14628i,-0.019152+0.16292i,0.0066389+0.11996i,0.011894+0.060786i,0.026517+0.028035i,0.046095+0.0044607i,0.047469-0.013572i,0.040631-0.023414i,0.034156-0.035631i,0.014727-0.039042i,-0.0079709-0.02645i,-0.016736-0.0079183i,-0.0079106+0.0079382i,0.012439+0.012605i,0.021289+0.0020551i,0.0083031-0.0098291i
-0.096849-0.067049i,-0.40815-0.28183i,-0.47778-0.37661i,-0.38223-0.32572i,-0.20018-0.19734i,0.042024-0.11241i,0.20832-0.11288i,0.23438-0.12033i,0.18069-0.11163i,0.10084-0.098433i,0.028761-0.080702i,-0.01538-0.057481i,-0.026172-0.027264i,-0.0091685-0.001473i,0.011263+0.0086499i,0.01571+0.0094193i,0.0097851+0.0056752i,0.00036497+0.0032729i,-0.0019024+0.0056054i,0.0073438+0.0040857i,0.013297+0.005067i,0.014511+0.013658i,0.017906+0.017402i
0.12821-0.084835i,0.13563-0.19281i,0.30202-0.12082i,0.34706-0.11874i,0.11143-0.080196i,-0.12575+0.095021i,-0.19337+0.18446i,-0.20019+0.1344i,-0.17642+0.068052i,-0.11565+0.018664i,-0.055069-0.0094578i,-0.016015-0.019992i,-0.0025158-0.0096289i,0.0031589+0.013627i,0.010499+0.023462i,0.016432+0.016251i,0.021023+0.0030112i,0.018638-0.013088i,0.0019016-0.028607i,-0.022675-0.023546i,-0.034539-0.0013726i,-0.029845+0.0094523i,-0.023646+0.010494i
0.1977+0.22851i,0.25859+0.10064i,0.14927+0.19654i,0.086536+0.23006i,0.060894+0.036692i,-0.050749-0.13113i,-0.13274-0.087589i,-0.064611+0.049123i,0.062924+0.10668i,0.10986+0.062658i,0.080289+0.022893i,0.056058+0.022379i,0.042895+0.015156i,0.026005+0.0031894i,0.031371-0.0064215i,0.040719-0.020486i,0.022514-0.024391i,-0.005425-0.01851i,-0.023057-0.015266i,-0.030695-0.01852i,-0.031629-0.022552i,-0.023993-0.016643i,-0.014907-0.0050548i
0.0025275+0.079741i,-0.018546-0.18701i,-0.26874-0.29927i,-0.3099-0.14786i,-0.11383+0.020732i,0.053827+0.030289i,0.11728-0.036152i,0.10825-0.10365i,0.051121-0.14064i,0.0067324-0.11i,-0.001181-0.050814i,0.00075321-0.011558i,-0.0024516+0.0083466i,-0.0068226+0.027638i,-0.004251+0.059905i,0.010326+0.078423i,0.029872+0.052687i,0.039319+0.013049i,0.038346-0.0078875i,0.034975-0.017547i,0.025689-0.024255i,0.010928-0.02537i,0.00032446-0.023683i
0.28085+0.34843i,0.77297+0.37678i,0.97104+0.22433i,0.84341+0.097848i,0.57275+0.038818i,0.29454+0.005667i,0.065549-0.0036158i,-0.070271+0.037316i,-0.085056+0.11135i,-0.040425+0.13364i,-0.019974+0.085837i,-0.026552+0.031043i,-0.036903+0.011486i,-0.053122+0.020714i,-0.07898+0.034673i,-0.090915+0.041057i,-0.067666+0.03925i,-0.028703+0.028705i,-0.0072155+0.010157i,-0.007015-0.0029253i,-0.0066183-0.0073715i,-0.0044813-0.0084673i,-0.0085768-0.0034584i
-0.57237+0.3011i,-0.64769+0.53269i,-0.69281+0.52871i,-0.59672+0.45669i,-0.35114+0.33176i,-0.18444+0.19674i,-0.14434+0.15947i,-0.10365+0.14436i,-0.034323+0.096859i,0.027147+0.023066i,0.055302-0.036786i,0.068548-0.043184i,0.066278-0.044529i,0.030785-0.052918i,0.0011082-0.043039i,-0.0085756-0.025633i,-0.02022+0.00035141i,-0.02229+0.029623i,-0.0061633+0.036673i,0.0041932+0.015896i,-0.0052042-0.0078055i,-0.018622-0.017223i,-0.021594-0.019603i
-0.67996-0.31351i,-0.6698-0.24513i,-0.417-0.40099i,-0.31749-0.443i,-0.36971-0.25703i,-0.45212-0.17991i,-0.46983-0.25294i,-0.31364-0.26179i,-0.16005-0.20577i,-0.11231-0.068702i,-0.049032+0.091601i,0.018247+0.1441i,0.040787+0.10483i,0.040549+0.045837i,0.030274+0.010989i,0.024602-0.013128i,0.0188-0.053366i,0.0011746-0.077205i,-0.013271-0.064634i,-0.010357-0.037764i,0.01006-0.016956i,0.028799-0.0051742i,0.0315+0.0072456i
0.34708-0.82343i,0.37787-0.76749i,0.54893-0.4617i,0.56633-0.28197i,0.39272-0.32082i,0.26992-0.41899i,0.25921-0.45143i,0.22959-0.35802i,0.15147-0.21274i,0.044262-0.1264i,-0.067155-0.075256i,-0.1293-0.020337i,-0.13584+0.029788i,-0.12906+0.052655i,-0.1475+0.041558i,-0.15078+0.034103i,-0.094178+0.036453i,-0.035067+0.037491i,-0.014794+0.038473i,-0.017884+0.032692i,-0.022772+0.022972i,-0.016399+0.016736i,-0.0029676+0.010389i
0.20687-0.026444i,-0.28845+0.12968i,-0.63886+0.46599i,-0.56651+0.54608i,-0.345+0.34197i,-0.283+0.16067i,-0.23629+0.14154i,-0.087449+0.16309i,0.04184+0.13027i,0.081911+0.060714i,0.074641+0.039481i,0.089405+0.043111i,0.072361+0.00048997i,0.0014787-0.024078i,-0.03621-0.014445i,-0.03024-0.015407i,-0.0055283-0.010168i,0.032202+0.0062442i,0.062378+0.016475i,0.069625+0.006854i,0.050168-0.017139i,0.014678-0.028922i,-0.019881-0.020605i
-1.115+5.8178i,1.1413+5.5279i,4.0029+4.4159i,4.8271+1.1302i,3.6658-1.972i,1.261-3.2893i,-0.69665-2.2657i,-1.0714-0.54925i,-0.1799+0.32986i,0.78249-0.028974i,0.76143-0.80115i,0.1031-1.2418i,-0.62787-1.7286i,-1.3738-2.405i,-1.5772-2.4738i,-0.95272-1.5169i,-0.25932-0.47746i,-0.22343+0.0096993i,-0.61012+0.28745i,-0.62811+0.58362i,-0.10811+0.67933i,0.43822+0.35955i,0.52012-0.17024i
0.80476+0.48513i,0.76885+0.50795i,0.56786+0.5875i,0.43657+0.49994i,0.16858+0.24037i,-0.18641+0.14612i,-0.23213+0.14872i,-0.023983+0.058165i,0.11552-0.0082291i,0.12696-0.017746i,0.080829-0.036105i,0.0015071-0.051463i,-0.070511-0.031172i,-0.069051-0.036908i,-0.033288-0.12775i,-0.029719-0.18745i,-0.022249-0.13172i,0.020653-0.05794i,0.050484-0.042533i,0.038637-0.036314i,0.026611+0.0013973i,0.034245+0.027357i,0.033891+0.018011i
-0.48251+1.171i,-0.4024+1.2291i,-0.47725+0.8688i,-0.55606+0.49319i,-0.41864+0.18889i,-0.24332-0.11804i,-0.25123-0.31848i,-0.31371-0.31321i,-0.2498-0.18048i,-0.10607-0.068238i,0.015871-0.011194i,0.085893+0.0191i,0.099121+0.014975i,0.10082-0.016689i,0.12747-0.059147i,0.13227-0.099657i,0.079043-0.11078i,0.021113-0.087053i,0.00031054-0.057169i,-0.0020825-0.0378i,-0.0088439-0.022548i,-0.011745-0.0082929i,0.0071528-0.00077839i
-1.1726-0.42494i,-1.1107-0.43873i,-0.69149-0.58715i,-0.44983-0.53775i,-0.40185-0.067648i,-0.25198+0.46703i,-0.043216+0.62752i,0.041782+0.43002i,0.014814+0.19552i,0.0079616+0.07841i,0.01648+0.0046091i,-0.0079937-0.026544i,-0.0027067-0.0043866i,0.0090677+0.0066501i,-0.035814+0.018797i,-0.066682+0.052447i,-0.046593+0.057302i,-0.024208+0.02537i,-0.021081-0.0095608i,-0.016935-0.010535i,0.0061+0.016238i,0.029022+0.025428i,0.032518+0.017117i
0.48651-0.24697i,0.6576+0.071547i,0.77806+0.42385i,0.69879+0.44816i,0.51683+0.1994i,0.41896-0.053316i,0.3453-0.19164i,0.19625-0.15244i,0.085571-0.028623i,0.034774+0.015139i,-0.015606-0.0058916i,-0.054203-0.024427i,-0.081816-0.0145i,-0.090845+0.00079645i,-0.082999-0.024235i,-0.076096-0.05518i,-0.052921-0.050231i,-0.025461-0.031402i,-0.0069602-0.022039i,0.0068368-0.036334i,0.0073497-0.052966i,0.0086805-0.033676i,0.023758+0.0033796i
-0.074064-0.11859i,-0.37182-0.21732i,-0.65483-0.16358i,-0.67388+0.036074i,-0.48044+0.1257i,-0.37398+0.012379i,-0.33985-0.067442i,-0.24392-0.062779i,-0.15831-0.060839i,-0.10349-0.028843i,-0.020847+0.034445i,0.053317+0.05489i,0.051292+0.020378i,0.0047076+0.0034944i,-0.011444+0.011929i,-0.0043692+0.0084469i,-0.0023706+0.016652i,0.0059361+0.038717i,0.01178+0.040126i,0.0038551+0.026312i,-0.0087419+0.012309i,-0.02253+0.0080607i,-0.027115+0.019882i
0.34586-0.47809i,0.39894-0.48552i,0.46551-0.36108i,0.42835-0.27127i,0.28634-0.079089i,0.20444+0.19211i,0.20375+0.30784i,0.21544+0.20441i,0.16961+0.024997i,0.064091-0.047727i,-0.012093-0.023928i,-0.040671-0.0089285i,-0.041321-0.014557i,-0.035228-0.034746i,-0.055877-0.053487i,-0.073121-0.045626i,-0.059431-0.033564i,-0.04924-0.026689i,-0.051529+0.00065275i,-0.035837+0.034528i,0.0046116+0.03499i,0.032891+0.0073619i,0.025722-0.011056i
0.84582+0.20264i,0.80722-0.014527i,0.49853-0.086437i,0.32442-0.087107i,0.23627-0.20423i,0.096472-0.30951i,0.0086752-0.26874i,-0.0038537-0.16903i,0.0011101-0.079107i,0.0065035-0.033705i,-0.0083217-0.025715i,-0.025292-0.021429i,-0.030575-0.02026i,-0.031099-0.025724i,-0.01895-0.043681i,-0.015465-0.059649i,-0.027773-0.042988i,-0.030827-0.0086409i,-0.021318+0.0095885i,-0.016194+0.012589i,-0.016091+0.015359i,0.00053922+0.011204i,0.024909-0.013125i
-0.42525+1.0495i,-0.36782+1.051i,-0.36027+0.72178i,-0.31873+0.43976i,-0.17998+0.27187i,-0.085537+0.11412i,-0.11673+0.027511i,-0.11993+0.0508i,-0.046426+0.066962i,0.0045756+0.026018i,0.016817+0.00048988i,0.032038+0.0084362i,0.047533+0.0074722i,0.050738+0.0011087i,0.051169+0.0088668i,0.055257+0.017709i,0.062112+0.013148i,0.069951-0.0049189i,0.059878-0.020407i,0.035701-0.015482i,0.021763-0.00070874i,0.0078011+0.010492i,-0.005385+0.020231i
-0.62266-0.1196i,-0.41622-0.18907i,-0.14153-0.328i,-0.064199-0.27062i,-0.065356-0.025541i,0.003618+0.19079i,0.089719+0.23796i,0.096943+0.15378i,0.050048+0.080627i,0.042197+0.061435i,0.057678+0.029737i,0.04263-0.0078018i,0.01948-0.022069i,-0.0018837-0.027748i,-0.029631-0.027054i,-0.051804-0.024604i,-0.066633-0.01612i,-0.062496+0.0018405i,-0.03515+0.0060196i,-0.0089003-0.0037501i,0.010657-0.0029332i,0.030179+0.00022028i,0.037061-0.0075887i
-0.54103-0.46002i,-0.61498-0.14587i,-0.41793+0.11677i,-0.22466+0.10869i,-0.12028-0.007548i,-0.017681-0.10892i,0.032931-0.18117i,-0.019248-0.15801i,-0.062365-0.070716i,-0.054523-0.02306i,-0.048228-0.00052031i,-0.042685+0.025372i,-0.030604+0.035415i,-0.026385+0.034428i,-0.023404+0.036041i,-0.0070921+0.036121i,0.012764+0.024809i,0.015701+0.014595i,0.0076541+0.018521i,0.0054393+0.022508i,0.0010569+0.017266i,-0.010156+0.013529i,-0.013084+0.016451i
0.42932-0.79141i,0.4071-0.8149i,0.3974-0.61168i,0.28303-0.44229i,0.022393-0.32877i,-0.24175-0.15684i,-0.31283+0.0238i,-0.18741+0.061227i,-0.079656-0.01279i,-0.060517-0.033577i,-0.036334-0.014758i,-0.01191-0.028726i,-0.011915-0.038768i,-0.010451-0.037273i,-0.015249-0.047307i,-0.030884-0.048797i,-0.030741-0.031366i,-0.0078171-0.010762i,0.017156+0.0014404i,0.019707+0.0053585i,0.0061818+0.0082837i,0.0015214+0.010963i,0.0058177+0.0063125i
0.72609+0.27108i,0.43235+0.27861i,0.02921+0.39514i,-0.016186+0.42894i,0.17887+0.28486i,0.30185+0.11848i,0.29641+0.015929i,0.19881-0.018462i,0.11551+0.0039588i,0.094728+0.0033118i,0.076214-0.0095905i,0.062666+0.0044562i,0.049125+0.0052434i,0.017501-0.0022291i,0.0019856+0.0023304i,0.0057499+0.0044365i,0.0027472+0.0085534i,-0.011903+0.017484i,-0.029128+0.027919i,-0.028791+0.033587i,-0.01359+0.020133i,-0.0055023-0.0024409i,-0.0045844-0.008449i
0.072424+0.42918i,0.22151+0.10398i,0.21882-0.33725i,0.049724-0.48205i,-0.089997-0.30529i,-0.095819-0.1285i,-0.040845-0.046812i,0.016123-0.025028i,0.020006-0.034576i,-0.011087-0.0062469i,-0.024928+0.035323i,-0.026993+0.046784i,-0.0021562+0.032445i,0.02829-0.0040676i,0.027973-0.025289i,0.018134-0.01962i,0.01154-0.018177i,0.0093076-0.022738i,0.012605-0.025172i,0.012747-0.020063i,0.011771-0.0098699i,0.0090506-0.0073851i,-0.0069178-0.009339i
-0.14274+0.23022i,-0.01066+0.3838i,0.23306+0.49784i,0.43289+0.37578i,0.34411+0.12659i,0.09811+0.033435i,-0.064513+0.057722i,-0.1068+0.071551i,-0.073292+0.046305i,-0.049724-0.0084161i,-0.062196-0.04104i,-0.060729-0.03416i,-0.042846-0.0003265i,-0.019982+0.035963i,-0.0081471+0.039888i,-0.01513+0.02592i,-0.0155+0.018495i,-0.0073904+0.013896i,-0.0073894+0.0061272i,-0.013515+0.0027859i,-0.008174+0.011212i,0.013984+0.011073i,0.028379-0.011701i
-0.24896+0.5104i,-0.23908+0.49769i,-0.39981+0.37693i,-0.43758+0.37387i,-0.17982+0.26757i,0.031336+0.023616i,0.056309-0.072639i,0.050001-0.011673i,0.05765+0.038521i,0.068328+0.038052i,0.078657+0.013139i,0.066056-0.0089497i,0.03302-0.013986i,0.0016668-0.0084907i,-0.0057438-0.0053424i,0.0013651-0.0078741i,-0.0014427-0.0055579i,-0.0057436+0.0023622i,0.0014667+0.0046299i,0.0048821-0.0065675i,-0.0066193-0.014165i,-0.012237+0.0041814i,0.0096399+0.026814i
-0.79571-0.481i,-0.72141-0.52823i,-0.41082-0.63756i,-0.23601-0.54293i,-0.14596-0.16472i,-0.0014778+0.13069i,0.074447+0.14967i,0.030401+0.065767i,-0.02742+0.02827i,-0.037817+0.036946i,-0.021564+0.041301i,-0.021041+0.029367i,-0.029761+0.022418i,-0.02581+0.019068i,-0.020241+0.014303i,-0.01869+0.016306i,-0.012697+0.014097i,-0.010655+0.0058477i,-0.016051+0.0053996i,-0.015589+0.0074605i,-0.012623+0.0025726i,-0.015874-0.0035314i,-0.017331-0.0016766i
0.3442-0.82053i,0.44496-0.51498i,0.68317-0.06137i,0.69262-0.0019273i,0.33815-0.17505i,-0.015907-0.19687i,-0.1172-0.12179i,-0.090452-0.087587i,-0.062459-0.070393i,-0.044384-0.042734i,-0.017898-0.022137i,0.016346-0.032821i,0.022189-0.053107i,0.0028597-0.046868i,-0.0087867-0.028172i,-0.0095604-0.021683i,-0.0056968-0.025275i,0.0042544-0.0302i,0.015883-0.026408i,0.023587-0.010969i,0.022483+0.00098838i,0.0069074+0.0051179i,-0.016011+0.013989i
0.52445-0.080204i,0.080599-0.064426i,-0.38474+0.12506i,-0.39562+0.21565i,-0.12129+0.10966i,0.03113-0.0078116i,0.060905-0.010367i,0.070446+0.010345i,0.046196-0.0023573i,0.0021916-0.0096363i,-0.03072+0.018756i,-0.028425+0.065637i,0.00058975+0.07342i,0.0066825+0.038229i,-0.004423+0.007394i,-0.0052686+0.00025277i,0.0013673+0.013359i,0.0089212+0.026466i,0.0063939+0.02408i,-0.0029359+0.017047i,-0.0014004+0.0051876i,0.0078012-0.020269i,0.0066127-0.047772i
0.72773+0.62328i,0.79429+0.24855i,0.54197-0.13548i,0.31049-0.20753i,0.2432-0.12113i,0.20444-0.11338i,0.091419-0.098837i,0.028934-0.013571i,0.057888+0.024902i,0.067086-0.0063815i,0.037592-0.041575i,0.00092105-0.054559i,-0.020855-0.037845i,-0.0051062-0.021037i,0.02253-0.024696i,0.027766-0.03255i,0.012817-0.034161i,-0.0021586-0.02538i,-0.0040112-0.015938i,-0.0025308-0.015657i,-0.0016812-0.010564i,0.010268+0.0043939i,0.026003+0.01403i
-0.46742+0.9055i,-0.22992+0.83532i,-0.083839+0.59065i,-0.053467+0.5261i,-0.015896+0.51988i,0.043006+0.40627i,0.056042+0.23474i,-0.00077556+0.1085i,-0.047148+0.078701i,-0.022574+0.072574i,0.0052552+0.03796i,8.9682e-05+0.010184i,-0.0056761+0.0045237i,-0.0044026+0.012541i,-0.0055361+0.034182i,-0.0049676+0.053006i,-0.0013801+0.047926i,-0.0037184+0.023414i,-0.012929+0.00097878i,-0.017689-0.011842i,-0.017075-0.017778i,-0.015192-0.010703i,-0.0059204+0.0036079i
-1.1273-0.39109i,-0.93959-0.093905i,-0.45732-0.020838i,-0.23319-0.16093i,-0.22907-0.19159i,-0.18277-0.11019i,-0.11383-0.055567i,-0.075341-0.026307i,-0.059463-0.015751i,-0.048425+0.00018185i,-0.011364+0.002712i,0.017646-0.027613i,0.0048929-0.037996i,-0.015183-0.014183i,-0.026711+0.0039569i,-0.032074+0.0056182i,-0.022684+0.0016663i,-0.0021888+0.00032537i,0.018793+0.0014926i,0.034933+0.0034531i,0.039985+0.0081473i,0.028469+0.013329i,0.0074741+0.017556i
0.14483-1.0005i,-0.14416-0.8595i,-0.22011-0.43217i,-0.087217-0.15038i,-0.013932-0.090854i,-0.025795-0.035414i,0.0058128+0.0014776i,0.035179-0.035231i,0.02476-0.049309i,0.014648-0.02529i,0.015834+0.014755i,0.038159+0.048129i,0.052388+0.026226i,0.027121-0.016724i,-0.00063243-0.036128i,-0.0055994-0.037211i,0.00090249-0.022898i,0.0056642-0.0056205i,0.0019425+0.0071255i,-0.0038818+0.021619i,-0.0077067+0.029614i,-0.010928+0.018067i,-0.014392-0.0040164i
0.78212+0.072155i,0.64783-0.082995i,0.32227-0.17426i,0.073965-0.16955i,0.045053-0.12465i,0.096626-0.12484i,0.073919-0.10018i,0.026407-0.02072i,0.0018023+0.019438i,-0.016104+0.024938i,-0.027312+0.023807i,-0.039222+0.026327i,-0.027528+0.036392i,0.0053866+0.02139i,0.020424-0.0050599i,0.013343-0.01388i,-0.0029517-0.01033i,-0.011462-0.0052096i,-0.0067636-0.0055509i,-0.0035097-0.011073i,-0.0072036-0.018458i,-0.011355-0.022758i,-0.0070413-0.014978i
0.4792+0.32658i,0.57699+0.072407i,0.51084-0.0037249i,0.41908+0.070421i,0.25792+0.10733i,0.044113+0.12423i,-0.070636+0.13156i,-0.067679+0.094242i,-0.023591+0.037413i,-0.0064947-0.011393i,-0.022176-0.024269i,-0.031008-0.025956i,-0.035568-0.028814i,-0.030387-0.010937i,-0.012529+0.011365i,0.0023126+0.023383i,0.013033+0.022402i,0.010766+0.0096772i,-0.0053604-0.0033383i,-0.017183-0.01373i,-0.014744-0.019521i,0.00053622-0.015624i,0.0098472-0.009572i
