-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
-0.00070987-0.0015621i,6.5088e-06-0.00075686i,-0.0011891+0.00013406i,-0.0023498+6.2716e-05i,-0.0018212+0.00040306i,-0.00037527+0.0014464i,0.00053696+0.0015934i,0.00060238+0.00087295i,0.00062688+0.0004001i,0.00024481+0.00056007i,0.00053835+0.0011883i,0.00055799+0.00055726i,0.00015606-0.00078997i,0.00015819-0.00095206i,0.00028629-0.0012968i,0.00015158-0.0012471i,0.00035107-0.0005894i,0.00038285-0.0001371i,0.00011761+0.00058618i,6.2574e-05+0.00054787i,0.00034582+0.00033581i,0.00018304+0.00060642i,-0.00062715+0.00076934i
-0.0008286+0.001465i,-0.0013051+0.0012513i,-0.0010998+0.0018271i,-0.00027744+0.0018622i,0.00045234+0.0013461i,0.00016498+0.0012321i,0.00056775+0.00093874i,0.00087653+0.00039658i,0.00057598-0.0001189i,0.00018376-0.00060646i,7.5281e-05-0.00095828i,-0.00043074-0.00078062i,-0.00078651-0.00061435i,-0.00031148-0.00030504i,-6.2544e-05+9.1864e-05i,-0.00016652+0.00017269i,-0.00042574-0.00033681i,-0.00046571-0.00070645i,0.00015869+1.3896e-05i,0.00039507+0.00059267i,0.00075124+0.00066918i,0.00066092+0.00035635i,-0.00042625-0.00058283i
-0.0012143-0.00068374i,-0.0013357-0.0004364i,-0.0029632-0.00047509i,-0.0034616-0.00028575i,-0.0028352+0.0010104i,-0.0012315+0.0016266i,0.00052964+0.00089898i,0.0010536+0.00055651i,8.1784e-05+0.00076935i,-0.00038114+0.00065138i,-0.00010366+0.00043624i,-0.00056708+0.00023541i,-0.00042727-0.00033455i,0.00049311-0.00069612i,0.0010398-0.00022617i,0.00088514-0.00031326i,0.0010706-0.00078397i,0.0011054-0.0009012i,8.6287e-06-0.00013818i,-0.00049483+0.00039348i,-0.00037765+0.0010666i,-0.00033869+0.00074502i,-0.00042191-0.00014954i
-0.0022297-0.0013887i,-0.003325-0.00064883i,-0.0037148-0.00021983i,-0.003106+0.00086482i,-0.0021892+0.0023346i,-0.00049059+0.002104i,0.0005982+0.00072472i,0.00064285+0.00033581i,0.00018521+0.00082483i,-0.00030031+0.00040518i,8.5604e-06-0.00048153i,0.00066137+0.00011353i,0.0010452+6.3561e-05i,0.00082486-0.00039655i,0.00034669-0.00027634i,0.00020878-0.00059174i,0.00038762-0.00073736i,-0.00013562-0.00064753i,-0.0004203-0.00045994i,-1.8462e-06-0.00017496i,0.00023851+6.7963e-05i,0.00047131+0.00018647i,-3.3252e-05-5.5574e-05i
-0.00142-0.0015975i,-0.0012932-1.6621e-05i,-0.0023807+0.0012988i,-0.0022642+0.0019413i,-0.0016358+0.0022356i,-0.001322+0.0012222i,-0.0002401+0.00012148i,0.00060276-0.00028817i,0.00072302-0.00076292i,0.0005478-0.00061721i,0.00081254+9.6403e-05i,0.00099523+0.00051824i,0.00030929+7.0066e-05i,0.00037576-0.00055925i,0.0011888-0.00065601i,0.0011191-0.00012535i,9.7409e-05+0.00041312i,-8.4276e-05+0.00047678i,-6.072e-05+0.00069707i,-0.00070112+0.00080246i,-0.00032689+0.0003907i,0.00085723+0.00053706i,0.0006841+0.00032842i
-0.00054931+0.0041579i,0.00017433+0.0044213i,0.00081486+0.0039094i,0.00059646+0.0029019i,0.00059706+0.0018877i,0.0014606+0.0010796i,0.0017599+0.000463i,0.0011739-0.00047423i,0.00095202-0.0009433i,0.00063499-0.00059705i,0.0002856-0.0010796i,-7.5166e-05-0.0020319i,-0.00074808-0.0018459i,-0.00028778-0.00080948i,0.00039076-5.2577e-05i,0.0002736+4.2694e-06i,-0.00017755+8.1189e-05i,-0.00026149-0.00028136i,0.00094567-0.00062169i,0.0019677-0.00073982i,0.0015129-0.00079838i,0.0012414-3.3532e-05i,0.0012913+0.0011087i
-0.00038988+0.0002988i,-0.0008014+9.5565e-05i,-0.00097863+0.00048138i,-0.0020222+0.00091416i,-0.0024021+0.0018579i,-0.001519+0.0018223i,0.00020057+0.0010732i,0.00059902+0.0016779i,7.6126e-05+0.0019176i,0.0001337-3.7747e-05i,-0.00051873-0.00079267i,-0.0008327-3.8392e-05i,-0.00064149+0.00019935i,-0.00054051+0.00032724i,-0.00081301+2.3838e-05i,-0.00037573-9.9644e-05i,0.00022779-0.00036061i,-1.2877e-05-0.00043647i,-0.00051561+0.00048439i,-0.00027725+0.00035025i,8.5684e-05-0.00049795i,0.00031219-0.00056991i,0.00043379+0.00056627i
0.00092435-0.00047945i,-1.8441e-05-0.0020549i,-0.0013761-0.002701i,-0.001363-0.0010828i,-0.0011049+0.00050397i,-0.00087193+0.0013847i,-0.0002267+0.00055439i,-0.00027428-0.0014565i,-0.00088371-0.0017033i,-0.00089515-0.00090664i,-4.0359e-06+0.00041237i,-0.00043864+0.00086206i,-0.00071557+0.00062776i,0.00012453+0.00026035i,0.00053706-0.00031205i,0.00063054-0.00020636i,0.00088382-5.5661e-05i,0.00072405-0.00025661i,-0.0002071-0.00045025i,-0.00070353-0.00025587i,-0.00023495-5.6287e-05i,0.00080181+8.6069e-05i,0.0010485+0.00057394i
0.0036566+0.00045504i,0.0024374-0.000111i,0.0014337-0.0018893i,-4.8904e-05-0.0020476i,-0.0014073-0.001543i,-0.00085721-0.00064921i,0.00095401+0.00029591i,0.0012084+0.001079i,0.00068736+0.0013599i,0.00040986+0.0009327i,-6.3825e-05+3.5185e-05i,-0.00086011+0.00021549i,-0.0015934+0.0010731i,-0.0012894+0.0004646i,-0.00084468-0.00019021i,-0.00055394+4.7979e-05i,5.5665e-05-0.0001451i,0.0002533-0.00048707i,0.00049312-0.00021771i,9.2091e-05+0.00060729i,-0.0003231+0.00035977i,4.2474e-05-0.00012576i,-2.5398e-05+3.1081e-05i
-0.0016112+0.0013227i,-0.001669+0.00067639i,-0.0021126+0.0012285i,-0.0028106+0.001926i,-0.0025661+0.0021398i,-0.0010801+0.0021368i,0.00080038+0.0010738i,0.00082917+0.00011694i,0.00034913+0.00017776i,0.00067406+0.00054486i,0.0009949+0.00082511i,0.00047653+0.00036523i,0.00039547-6.5742e-05i,0.00076912+0.00039065i,0.00056561+0.00043642i,1.935e-05+0.00017909i,-0.00050251+0.00026889i,0.00049132-0.00017271i,0.0014952-0.00042693i,0.0014158-0.00011889i,0.00091748-0.00022641i,0.00044737-0.00029418i,8.7242e-05-8.0874e-05i
0.00076481-0.0013337i,-0.00022225-0.0019788i,-0.00099599-0.0019094i,-0.0010202-0.00056389i,-0.0007938+0.0013521i,-2.9723e-05+0.0011201i,0.00065123+0.00027174i,0.00082888+0.0010828i,0.0004503+0.00098759i,0.00035964-0.00029798i,-0.00018225-0.00025328i,-0.00013847+0.00030902i,0.00057446+6.4201e-06i,0.001206-0.00019756i,0.0014178+0.00030687i,0.00066021+0.0010255i,1.8956e-05+0.00097892i,0.00040213+0.00056644i,0.00057232+0.00076629i,0.00058441+0.00096319i,0.00046249+0.00056022i,-0.00025864-0.00025013i,-6.5607e-05+0.00012256i
0.0026776-0.00096263i,0.0023837-0.0012414i,0.0008897-0.0020112i,-0.0017397-0.0014813i,-0.003154-0.0002659i,-0.0028398+0.00076232i,-0.0019352+0.00011667i,-0.00053941-0.00034155i,-0.00071826+0.00045277i,-0.00075592-6.2233e-05i,0.00026396-0.00071073i,0.00059228+0.00062907i,0.000545+0.0014996i,0.00026086+0.001213i,-8.1966e-05+0.00097833i,-4.065e-05+0.00057865i,0.00075235-0.00032919i,0.0013501-0.001122i,0.00058804-0.0012944i,-8.2894e-05-0.00023304i,-0.00020737+0.00055335i,-0.00043791+0.0003934i,-0.0003707+3.808e-05i
-0.0019684+0.0019253i,-0.0018209+0.0017902i,-0.0021863+0.0011125i,-0.0010499+0.00034395i,6.0438e-05+4.5573e-05i,0.0009055-0.00016161i,0.0011266-0.00058792i,0.00042514-0.00062166i,-4.4894e-05-0.00043465i,0.00028224-0.00053129i,0.00085017-0.0003311i,0.00080102-0.00047938i,0.00060029-0.00086921i,0.00037643-0.0012302i,0.000371-0.00022081i,0.00042986+0.00056134i,0.00017163-1.8534e-05i,0.00060996-0.00051779i,0.00075143-0.00070398i,-0.00015777-0.0012279i,-0.00010895-0.0015715i,0.00059447-0.0004455i,0.00080746+0.00037272i
0.0040002+0.0014399i,0.0033408+0.0012747i,0.0035565+0.00076862i,0.0012842+0.0010479i,-0.00015189+0.0016645i,-0.00054871+0.0013743i,-0.00081884+0.0001294i,-0.00022925-0.00043748i,0.0003115-1.3989e-05i,1.1492e-05+0.00020651i,7.2941e-05-0.00040864i,-0.00064379-0.00067113i,-0.0014475-0.00024465i,-0.0013791+0.00034612i,-0.0012162+0.00041065i,-0.00054839+0.00029566i,0.00057329+0.00043831i,0.00088247+0.00024774i,0.00060368+2.8935e-05i,0.00049097+0.00023451i,0.00025596+0.00022617i,0.00034278-7.2387e-05i,0.00024133-5.1378e-05i
0.0018181-0.0018796i,0.0012399-0.0018407i,0.00073238-0.0033926i,-0.0012074-0.0032689i,-0.0024984-0.00143i,-0.0010243+0.000821i,0.00018139+0.0015301i,0.00058888+0.00042043i,0.001237-0.00037315i,0.00073621-0.00025201i,-0.00035536-2.3031e-05i,-0.00046912+4.6483e-05i,0.00011066+0.00053814i,5.5037e-05+0.00072261i,0.0006061+0.00040484i,0.00080478+0.00043978i,0.00030061+0.00041673i,0.00040997+0.00020193i,0.00038707-0.00050177i,0.0001536-0.00028102i,5.379e-05+0.00058742i,0.00046589+0.00020974i,0.00085609-0.00068972i
-0.0020762+0.00058546i,-0.0035133+0.00079865i,-0.0051074+0.0013376i,-0.0041513+0.0021204i,-0.0018254+0.0024954i,-0.00042226+0.0013389i,0.00045076+0.00091756i,-0.00017361+0.00073089i,-0.00026609-7.5986e-05i,0.00017656-0.00063891i,-0.00010062-0.0011018i,-0.00014628-0.00084695i,0.0002989-0.00043172i,9.7108e-05-0.00010522i,7.1371e-05+0.00011026i,0.00078454+0.0001633i,0.00059085+0.00085741i,-0.00031929+0.00099589i,-0.00027697+0.00090201i,0.00039811+0.00061528i,0.00041723+0.00080452i,1.1814e-05+0.00077477i,0.00030765+0.00048388i
0.00033389-0.00066364i,0.0011433-0.0012773i,0.0016073-0.001404i,0.00084128-0.001894i,5.8179e-05-0.0012977i,-0.00086595-0.0003789i,-0.00038364-0.00053371i,0.00063798-0.00033273i,0.00093011-4.1548e-05i,0.0008197+2.3496e-05i,0.00018611+0.00052249i,-0.00018046+0.00032756i,-0.00053869+9.3404e-05i,-0.00047454+0.00056781i,0.00036663+0.0009173i,0.00063847+0.00095851i,3.3139e-05+0.00034557i,-9.5931e-05-0.00030935i,-4.8855e-05-0.00092195i,-0.00015729-0.0010097i,-0.0005466+0.00015842i,-0.0007199+0.00079175i,-0.0003447+0.00046365i
0.0023827+0.0011218i,0.0019372+0.0020509i,0.0011024+6.2165e-05i,-0.00046433+0.00020003i,-0.0016924+0.0020156i,-0.00064469+0.0023109i,7.5664e-05+0.0011766i,-0.00037372+7.5385e-05i,-0.00053366-0.00035872i,-0.00035654-0.00041288i,3.4072e-05-0.00023064i,9.1689e-06-0.00037975i,-0.00023999-0.00032807i,-0.00027075-0.00069838i,-3.5642e-05-0.0010024i,0.00051289-0.00064106i,0.00093955-0.00037158i,0.00056127-0.00090066i,0.00030175-0.0010847i,0.00061568-0.00059679i,0.00064302-0.0004929i,0.00027197-0.00038953i,0.00011954+0.0012332i
-0.001401+0.00093904i,-0.0016589+0.0011319i,-0.0012911+0.0016418i,-0.0013864+0.0013462i,-0.00095076-6.5054e-05i,-0.00074831-0.0011268i,-0.00058942-0.00095582i,0.00012773-0.00066377i,0.0004866-0.00028187i,0.00065354+0.00019545i,-8.1115e-05-0.00038754i,-0.00075965-0.0011233i,-0.00057416-0.0010474i,0.00026967-4.1284e-05i,0.0007265+0.00017424i,0.0010449-0.00022352i,0.00080063-0.00077827i,0.00091316-0.0008005i,0.0004348-0.00010412i,0.00058862+1.1434e-05i,0.00121-0.00015475i,0.00059754+0.00017844i,-1.1872e-05+0.0002158i
0.0010414-0.0010418i,0.00092757-0.0018294i,0.00026922-0.0020318i,-0.00097872-0.001952i,-0.0024773-0.00046872i,-0.0022472+0.0013411i,-0.00098145+0.0013569i,-7.8575e-05+0.00080301i,0.00034607+0.00030975i,-0.00010412-0.00023971i,-0.00029801-0.00070144i,0.0002694-0.00077297i,0.00024853+9.3299e-05i,-1.6058e-06+0.00046514i,-0.00014911-7.2655e-05i,0.00028449+0.00027968i,0.00063124+0.00070695i,-5.848e-05+0.00079982i,-0.00039217+0.0010659i,-0.00024738+0.00047837i,-0.0004738+0.00044826i,-0.00039083+0.00066411i,-8.1876e-05+2.8784e-05i
0.0024584+8.9302e-05i,0.0026843+0.00057309i,0.0016995-0.00038114i,-3.2764e-05+0.00027151i,-0.0012607+0.00093208i,-0.00043815+0.00099918i,0.0012216+0.00078977i,0.0011345-0.0004562i,0.0005436-0.0013958i,0.00079766-0.00099023i,0.00040273-0.00022161i,-0.00047794+0.00026867i,-0.00042255+0.0003971i,-0.00047221+0.00038155i,-0.00078315+0.00057387i,-0.00046105+0.00068716i,0.0005397+5.7138e-05i,0.00087349-0.00011595i,0.00021888+0.00021245i,-0.00032506+6.0401e-05i,0.00031623+0.00010347i,0.00032862+0.00043177i,-0.00038058+0.00066016i
-0.00038794-0.00045776i,0.00020113-0.0012208i,-0.0012369-0.00094334i,-0.0021757-0.00061128i,-0.0021821+0.00010149i,-0.00077847+0.00082473i,0.00049736+0.00081729i,-0.00030975+0.00030077i,-0.00076883-0.00056078i,-0.00042422-0.00028947i,-0.00013461+0.00093886i,2.837e-06+0.0014514i,-0.00039642+0.0014751i,-0.00074821+0.00049867i,-4.6134e-05-0.0009397i,0.0013153-0.00095101i,0.0013307-0.00054888i,0.00016554-0.00012084i,-0.0010357-0.00015542i,-0.0010323-0.00085781i,7.9888e-06-0.00042958i,0.00020476+1.2355e-05i,0.00018541+2.3883e-05i
0.0022954+0.00063442i,0.0028974+0.001701i,0.0027903+0.0012741i,0.0010659+0.00039323i,-0.00058979+0.00018493i,-0.00086161+0.00021968i,0.00014214-0.00043397i,0.00021892-0.00084373i,6.9628e-08-0.001025i,-3.2668e-05-0.00105i,9.5834e-05-0.00078984i,0.00035647-0.0006625i,0.00014839-0.00070156i,0.00035066-0.00048608i,0.0004776-0.00076566i,0.00052236-0.00081894i,0.0012911+0.00013806i,0.0013356+0.00037967i,9.9683e-05-0.00021626i,-0.00035036-0.00085394i,0.00029836-0.00025313i,0.00081078+0.00060373i,0.0010077+0.0011801i
-0.00051247+0.001238i,-0.0013861+0.00096246i,-0.0011748+0.00029848i,-0.0017791-0.00043024i,-0.0023652+0.00050428i,-0.0017814+0.0013856i,-0.00085373+0.00077277i,-0.00012118-6.1647e-05i,0.00010918-6.0604e-06i,-2.2295e-05+4.4646e-05i,0.00076794-0.00036922i,0.0011893-0.00023603i,0.00090062-2.1891e-05i,0.00086308+6.9909e-05i,0.00047906+1.3897e-05i,-0.0003829-0.00014227i,-0.00051582-0.00018423i,7.1574e-05-0.00033017i,-7.0461e-05-0.00033024i,0.00013117+0.00030562i,0.00086444+0.00079815i,0.0011041+0.00023141i,0.00024405-0.00016433i
-0.0002842-0.001085i,-0.0010269-0.00036453i,-0.00056947+0.00072198i,2.0958e-05+0.0012963i,-0.00043118+0.0021102i,0.00012369+0.0017458i,0.00093442+0.0006829i,0.00084378+0.00028499i,0.00059392+0.00012665i,0.00070179+0.00024995i,0.00097054+0.00072181i,0.00092493+0.00091088i,0.00051377+0.00046891i,0.00029681-6.4889e-05i,0.00012698+1.1721e-05i,6.7955e-05+0.00041305i,0.00029446+0.00089783i,-0.00042299+0.0007507i,-0.00065438-0.00044699i,-0.00031703-0.0010597i,-0.00038293-0.00085715i,-0.00047904-0.00036477i,-0.00052688-0.0006387i
-0.0016664+0.0014065i,-0.00069349+0.001823i,0.00013062+0.003075i,-0.00033817+0.0021033i,-0.0012626+0.00049332i,-0.0012314-0.00013223i,-0.00048051+0.00012127i,-0.00021192+9.6818e-05i,9.3536e-05-0.00021612i,7.9592e-05+0.00025278i,-0.00055355+4.7746e-05i,-0.00074942-0.00023028i,-0.0011535+5.9669e-05i,-0.0013782+2.2289e-05i,-0.00057303-8.2435e-05i,0.00055956-0.00033358i,0.00058023-0.00097723i,0.00018976-0.0012249i,-6.4575e-05-0.00075842i,0.00011209-4.9834e-06i,0.00032209-7.1497e-05i,0.00046927+4.8266e-05i,0.00086599-0.0001423i
-0.0010267+0.0024301i,-0.00096246+0.0021642i,-0.00087436+0.001889i,-0.00051085+0.0018712i,-3.9371e-05+0.0017248i,-0.00030919+0.0010921i,-0.0008269+0.00060673i,-0.0001485+0.00049224i,0.00056866+0.0008606i,0.00028853+0.00039766i,1.4746e-05-0.00056138i,-0.00054373-0.00037735i,-0.00093459-0.00034565i,-0.00041774-0.0012045i,0.00049054-0.00076727i,8.3183e-05-0.00038288i,0.00011786-0.00062673i,0.00099161-0.00080747i,0.00032491-0.00095133i,0.00017854-0.0010006i,0.00020068-0.00063804i,-0.00017745+0.00014548i,-0.00064448+0.00075926i
-0.00047212-0.001529i,-7.6295e-05-0.0015721i,-0.0014881-0.0010657i,-0.0026544+0.00011814i,-0.0022177+0.0010854i,-0.0010041+0.0014111i,-0.00056006+0.0011404i,-0.00025357+0.00037897i,-0.00046916+0.00016039i,-0.00035944-0.00072475i,0.00026234-0.00072933i,0.00076556+0.00017321i,0.00085451+0.00048985i,0.00075437+0.00030165i,0.00065279-0.00021967i,0.00060433-0.00064397i,0.00025952-0.00048063i,-0.00024302-0.00024885i,-0.00016508+2.1908e-05i,0.0003419+0.00025695i,0.00048779-0.00049241i,0.0003102-0.00046039i,-0.00013405+0.00060281i
0.00087151+0.0016419i,0.00083379+0.001445i,-0.00018352+0.0013012i,-0.0010012+0.001008i,-0.000823+0.001374i,-0.00068047+0.001371i,8.06e-05+0.00048942i,0.00046153+0.00042144i,-3.1374e-05+0.00047433i,-5.9893e-05-9.6667e-05i,0.00055021-0.00047715i,0.0011954-0.0002856i,0.00047233+0.00023903i,-0.00061114+0.0011562i,-0.00048443+0.00092968i,0.00038238+8.0887e-05i,0.0011599-0.0004088i,0.00054105-6.0133e-05i,-0.0004075+0.0011008i,-0.00062528+0.00080406i,-0.00046822-0.00039648i,-0.00038362-0.0007399i,-0.00023746+0.00031051i
9.3929e-05-0.00032235i,-0.00073984-0.00068708i,-0.00064289-0.0016118i,-0.0013547-0.0012678i,-0.0013482+0.00014688i,-0.00055427+0.00060388i,6.2808e-05-8.7898e-05i,-5.0429e-05+4.2796e-05i,-0.00038491+0.0002413i,-0.00031868-7.2706e-05i,-0.00027541-0.00025161i,-0.00086049+7.0409e-05i,-0.00095899-0.00012959i,-0.00037463-0.00078912i,0.00038618-0.00053373i,0.00061802+0.00016121i,0.00077194-0.0001584i,7.2696e-05-0.00089021i,-0.00054785-0.0011626i,-8.1319e-05-0.00063632i,0.00019445-0.00044053i,0.00058401-2.0083e-05i,0.00090958+0.00069595i
-0.0020608+0.0003618i,-0.0028283+4.2427e-05i,-0.0019975+0.0017736i,-0.0012339+0.0027152i,-0.00080481+0.002266i,0.00031456+0.00060653i,0.0006189-0.00016856i,-0.00019516-0.0002475i,-0.0004519+0.00033558i,0.00045649+0.00044683i,0.0007671+0.00015506i,0.00019888-0.00066597i,-0.00030376-0.0009548i,-0.00028937-0.00057097i,-2.433e-05-0.00088624i,0.00013366-0.001033i,-5.4095e-06-0.0010129i,0.00034872-0.00079354i,0.00051382-0.00055216i,0.0012462-0.00040082i,0.0019136-6.0799e-05i,0.0011824-0.00019999i,0.00044154-0.00029981i
0.0013683-0.0014624i,0.00070976-0.0018331i,-0.00090253-0.0030621i,-0.0024302-0.0015905i,-0.0030956-5.2431e-05i,-0.0024468+0.00053176i,-0.00015051+9.3463e-05i,0.00067474-2.4907e-05i,-5.5671e-05-6.9431e-05i,-0.00015558-0.00028983i,-0.00066961+0.00055825i,-0.0014652+0.0017763i,-0.00073044+0.0015126i,0.00039844+0.00039084i,0.0012885+9.5313e-05i,0.0018036+0.00049055i,0.0016448+9.6041e-05i,0.0015083-0.00015214i,0.00081623-0.00030632i,0.00016085+0.00011409i,0.00014076+0.00066344i,5.9636e-05+0.00073309i,-0.00076553+0.00078857i
-0.0014056+0.0029081i,-0.0016821+0.0024958i,-0.0010929+0.0028667i,2.1534e-05+0.0022493i,0.0005407+0.0016866i,0.0010406+0.0014848i,0.0013841+0.00081075i,0.00081175+0.00043066i,0.00013707+0.00016427i,0.00025553+0.00042417i,0.0009037+0.0001049i,0.0010893-0.0005976i,3.9264e-05-0.0010769i,-6.3345e-05-0.0009235i,0.00064128+0.00054355i,0.00040885+0.00042238i,-0.00016326+4.287e-05i,-0.00059864-6.6677e-05i,-0.00021458+0.00038352i,-3.8266e-05+0.0010589i,-3.8132e-05+0.00086981i,2.3423e-05+0.00077826i,0.00050824+0.00080871i
0.0027851-0.00065232i,0.0024883-0.00092396i,0.0021567-0.0011013i,0.0011926-0.0013536i,-8.2706e-06-0.00065286i,-0.00055917+0.00011557i,0.00012497+0.00031658i,0.00049927+0.00030248i,0.00012022+9.5141e-05i,-7.7605e-05+8.8695e-07i,-0.00049511-0.00017999i,-0.0013413+0.00044032i,-0.0011526+0.0010526i,-0.00055505+0.0010179i,-0.00049366+0.00034619i,-0.00030753-9.2239e-05i,0.00020418+0.00036206i,0.0010799-7.6131e-05i,0.00030978+0.00017749i,-0.00050357+0.00031491i,2.3896e-05-0.00070916i,-5.3837e-05-0.00053145i,-0.00055455+0.00018764i
-0.00036791+0.00043323i,-0.0012042+0.0008777i,-0.0014706+0.00038223i,-0.0026341-0.00028783i,-0.0028379+0.00041375i,-0.0014701+0.0014819i,-0.00067152+0.0013854i,-0.00073872+0.00091047i,-0.00079689+0.00076258i,-0.0010888+0.00014944i,-0.0011418+0.00020905i,-0.0012676+0.00064102i,-0.00047221+0.00025313i,0.0001297+0.00016852i,0.00016236+0.00063468i,0.00074225+0.00050524i,0.00069086-0.00053301i,0.00044887-0.0013096i,0.00080157-0.00030713i,0.0012031+0.00016069i,0.0012127-0.0004715i,0.0007222-1.5818e-05i,-1.7027e-06+0.00080561i
-8.5057e-05+0.00031766i,-0.00023685+0.00096189i,-0.00058271+0.0014027i,-0.0011117+0.0013226i,-0.00095741+0.0014834i,-1.3744e-05+0.0014318i,0.00054899+0.0014666i,0.00034488+0.00145i,-0.00020693+0.00051405i,-0.00028643-0.00046581i,0.00015184-0.00019597i,0.00097829+0.00027049i,0.00067601+4.446e-05i,0.00035846-0.00037166i,0.00064815-0.00096015i,0.00012853-0.0010615i,0.00043828+0.00020702i,0.0013376+0.00089178i,0.0010583+0.00030683i,0.0010579-0.0003415i,0.0012949-0.00082943i,0.00029157-0.00063841i,-0.00048673-0.00025282i
-0.00077756+0.00085106i,-0.00049514+0.000717i,-0.00055071+0.0011098i,-0.00025513+9.8258e-05i,0.00029666-0.00016036i,0.00035988-7.667e-05i,0.00053561-0.00032197i,-0.00039763-0.00012519i,-0.00057704+5.2504e-05i,3.1392e-05-1.8645e-06i,0.00024535-0.00069171i,0.00055035-0.0011984i,0.00050119-0.0013296i,-2.1103e-05-0.00069309i,-0.00044944-0.00032136i,-0.00068426+1.3571e-05i,-0.0010316-0.00052868i,-0.00052724-0.0013474i,-0.00020575-0.00034494i,0.00030285+0.00029457i,0.00090371-3.2788e-05i,0.0005405-0.00031805i,-0.00015559-0.00015042i
-0.00099595+0.00066824i,-0.00018429+0.0010693i,0.00030336+0.00092841i,-0.00015077+0.0015081i,-0.00065959+0.0021529i,-0.00074361+0.0017541i,0.00042732+0.00048459i,0.00031965-0.00026295i,-0.0010058-0.00018323i,-0.00087757-0.00023246i,-7.8128e-05+0.00056759i,0.00065952+0.0014912i,0.0013538+0.0013162i,0.0012659+0.00063187i,0.0011682+0.00076234i,0.0013053+0.00090534i,0.00078659+0.0003703i,-5.5981e-05+0.0003552i,-0.00068601+0.00067976i,0.00025795+0.00073321i,0.0010115+0.00023617i,0.00061-0.00049398i,0.00067885-0.00035961i
-0.0020075+0.0017225i,-0.0016259+0.0015123i,-0.0015297+0.0017933i,-0.0019958+0.002835i,-0.0020236+0.0034177i,-0.001009+0.0021546i,0.00024196+0.00077131i,0.00071331+0.00050694i,0.00020194+0.00045132i,8.5869e-06+0.00023603i,0.0001423-0.0001006i,0.00014007-0.00059543i,-0.00040862-0.00073809i,-0.0010529-4.4069e-06i,-0.00083952-0.00020921i,-7.2226e-05-0.00045063i,0.0006827+1.8868e-05i,0.00043915+4.3363e-05i,0.00093538-0.00015329i,0.0007588+0.00017916i,-0.00016095+0.00037888i,0.00040695-0.00031661i,0.0010759-0.00041006i
0.00049384-0.0012887i,-0.00047558-0.0010689i,-0.00024266-0.0013319i,-0.00078216-0.0012695i,-0.0011302-0.00035824i,-0.00023471+0.00092708i,0.00041111+0.00095102i,0.00072581+4.7768e-05i,0.00066344-0.00036999i,0.00072316-0.0013069i,0.00091186-0.0017777i,0.0011316-0.00090989i,0.0010433+3.4003e-05i,0.00031633+8.2156e-05i,-0.00031409-0.00072433i,0.0001674-0.0010847i,0.00094123-0.0015728i,0.0011519-0.0019141i,0.00052791-0.0005006i,0.0001748+0.0011232i,5.744e-05+0.0015696i,-0.00047342+0.00092194i,-0.0011456-0.00013425i
-0.00015829-0.00012804i,-0.00029709-0.00059781i,-0.001337-0.0012578i,-0.002008-5.7381e-05i,-0.0024849+0.00071001i,-0.0021347+0.00025507i,-0.00024523-0.00045416i,0.00046908-0.00024087i,0.00042472+0.00023769i,0.001262+0.00048381i,0.0010721+0.00040812i,0.00053834-8.3952e-05i,0.00038352-0.00044064i,0.00043812-0.00056664i,0.00072474-0.00049179i,0.00053955-0.00075458i,0.0002384-0.00059046i,0.00055777+0.00015957i,0.0004819+0.00014842i,-0.00027917+0.00045852i,-0.00052565+0.00057633i,-3.5096e-05+0.00017959i,0.00027693-0.00035018i
-0.00029887-0.0033954i,-0.0010713-0.0026198i,-0.0026799-0.0034418i,-0.0038011-0.0022606i,-0.0034253+0.00096544i,-0.0014797+0.0016461i,0.00066968+0.0012027i,0.00071407+0.0011349i,-0.00082006+0.00079053i,-0.0016118+0.0010697i,-0.001292+0.0017856i,0.00024243+0.002073i,0.0017195+0.0017727i,0.0015326+0.0013233i,0.001178+0.0005863i,0.00092588-0.00022646i,0.0004552-0.0010335i,0.00043466-0.00057055i,-5.842e-05-0.00027522i,-0.00062941+2.1479e-05i,-0.00054385+0.00068831i,-0.00018871+0.00037212i,0.0003193-0.00026889i
