0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
6.6716e-06-0.000995i,-0.00025412-0.0010779i,-0.00088553-0.00035142i,-0.0022032+0.00020074i,-0.0027744-9.7338e-05i,-0.00239+0.00041056i,-0.00013928+0.00068073i,0.00088907+0.00027568i,-0.00045205-0.0005485i,-0.00074229-0.00097004i,-0.0005858-0.0013724i,-0.00020627-0.0012893i,-0.00011544-0.00016469i,-0.00085932-0.00023907i,-0.00052989-0.00040306i,0.00058988+0.00033996i,0.00086504+0.00070321i,0.0003273+0.00010538i,0.00025444-0.00022086i,0.00030327+0.00037866i,0.00036447+0.00070364i,0.0005608+0.0010767i,0.00077538+0.0011772i
-0.0011111-0.00024057i,-0.0010619-0.00037321i,-0.00077365-0.00049698i,-0.0014452-0.00019424i,-0.0019425+0.00060885i,-0.0011315+0.00084746i,-0.00029184+0.0011274i,-0.00067401+0.0010148i,-0.00038418+0.00041366i,0.00041478+0.0001525i,0.00080643-0.00042541i,0.000134-0.00091876i,-3.4363e-06-0.00090358i,-9.1987e-05-0.00033584i,1.352e-05-0.00018383i,0.00064007-0.00075772i,0.00074964-0.00084566i,-0.0003766+0.00010615i,-0.00086623+0.00025604i,-0.00036464+0.00031691i,-0.00041148+0.00078675i,3.1413e-05-2.161e-05i,0.00084147-0.00030859i
0.0019459+0.0024553i,0.00077875+0.00071873i,0.001141-7.9732e-05i,0.0011173+0.00070719i,0.00055608+0.0014947i,-1.6562e-05+0.00097075i,-1.8396e-05+0.00045554i,0.0009618+0.00014366i,0.000723+3.0796e-05i,0.00097418-0.00035363i,0.0015995-0.00054278i,0.00083343-0.000409i,0.00088719-5.4384e-05i,0.0012422+0.00061168i,0.00097712+0.00059438i,0.00063358+0.00065665i,0.00046855+0.00078641i,-0.00033257-0.00014464i,-0.0012968-0.0008496i,-0.00092674-0.00016321i,-0.00023178+0.0005552i,0.00011067+0.00039479i,8.8193e-05-0.00040178i
0.0017779+0.0021183i,0.0013506+0.001233i,0.0010325+0.0012314i,0.00011787+0.00034791i,-0.00087783-0.00021615i,-0.001458+3.1037e-05i,-0.0013877-3.692e-05i,0.0001089+2.8316e-05i,0.00075867+0.00024705i,0.00058338-0.0006431i,0.00012291-0.00063967i,-0.00052024+0.00013702i,-0.00094535+0.00054797i,-0.0010295+0.00041524i,-0.00087682+0.00071787i,-0.0010301+0.0013499i,-0.00087555+0.00058263i,-0.00025443-1.5743e-05i,-0.00042614+6.9712e-05i,-0.00073555-9.0419e-05i,-0.00088898-0.00053741i,-0.00052422-0.00042293i,-5.8474e-05+0.00021607i
0.00078115-8.0537e-06i,0.00041161+0.00026499i,-0.00045497-0.00016835i,-0.00076209-0.00053231i,-0.00042399-0.00079504i,-0.0010567-0.00030407i,-0.0015919+0.00076562i,-0.00068484+0.00056509i,-0.00028392-9.6007e-05i,-0.00054092-0.00056458i,-0.00062789-0.0011407i,-0.000296-0.0015478i,0.00026346-0.0014303i,-0.00030589-0.00083548i,-0.0010262-3.3958e-06i,-0.0010312+0.00076829i,-0.00098146+0.0011303i,-0.00059014+0.000917i,0.00025018+0.00034109i,0.00023958-0.00038978i,-0.00017593-0.0011849i,-0.00054115-0.0008212i,-0.00070185+0.00013062i
0.0015984-0.00067335i,0.0014059-9.7855e-05i,0.0012853+0.00027857i,0.00027656+8.4391e-05i,-0.0012296-1.7949e-06i,-0.001757+0.001118i,-0.00071646+0.0016636i,0.0012573+0.0008489i,0.0011549-0.00026535i,0.0001838-0.0010358i,0.00057932-0.0015947i,0.0010155-0.0021755i,0.0009418-0.0011362i,0.0011712+0.00043274i,0.0007418+0.00093414i,-0.0004908+0.00023384i,-0.00029383-8.4843e-05i,0.00049775+5.1927e-05i,8.3467e-05-0.00035231i,-0.00069398+0.00024155i,-0.00064864+0.00041648i,-9.911e-05+3.6836e-05i,-6.7371e-05-9.0277e-05i
-0.00015602-7.1653e-05i,-0.00017846-0.0014467i,-0.00024897-0.0010416i,-0.00080228-0.0003164i,-0.0015839+0.00082969i,-0.0016531+0.0017772i,-0.00084822+0.0010273i,-1.8123e-05+0.00030156i,0.00010008-0.00038267i,-0.00011561-0.00068724i,0.00046685+6.9764e-05i,0.0016109+0.0010679i,0.0010858+0.001628i,-0.000802+0.0014396i,-0.00095791+0.001035i,-0.00011647+0.00041782i,-0.00037169-2.3404e-05i,-0.00050004+0.00046709i,-0.00034968+0.00065303i,-0.00014329+0.00039221i,-0.00015246+9.8226e-05i,-0.00031554-0.00019474i,-0.00047806+0.00025467i
0.00012444-0.0010818i,-0.00029949-0.0016109i,-0.0010231-0.0017818i,-0.0026691-0.00043142i,-0.0030683+0.00054906i,-0.0019727+0.0011659i,-0.0017426+0.00093506i,-0.00092763-0.00019768i,0.00015679-0.00087032i,0.0001892-0.00035711i,-0.00013836+0.0010392i,-0.00084723+0.0020586i,-0.0010768+0.002094i,-0.00051748+0.00155i,-0.00015654+0.0016695i,-2.6175e-05+0.0010756i,-0.00029235+0.00064186i,-0.00049354+0.00032829i,-0.00049686+0.00063745i,-0.0013197+0.00047788i,-0.0014929+0.00016616i,-0.00087218+0.00060666i,-0.00076384+0.00078064i
0.00091911-0.0010513i,0.0011423-0.00075371i,-0.0001795-0.00063372i,-0.0015547+2.6112e-05i,-0.002073+0.00053942i,-0.0019709+0.00040031i,-0.001162+0.0006318i,-0.00095691+0.00031425i,-0.001091-0.00041168i,-0.00083722+0.00014129i,-0.0010874+0.00049046i,-0.00093765+0.00034627i,-0.0012787-0.00014645i,-0.0015394-0.00044906i,-0.00065774+0.0008836i,0.00050735+0.0019676i,0.0011586+0.0014783i,0.00086782+0.0002918i,0.00051612+0.00012054i,-0.0001533+0.00040022i,-0.00069039+0.00017651i,-0.00040984-0.00032042i,-0.00021767-0.00032846i
-0.0024829-0.0013679i,-0.0026626-0.0011138i,-0.0020667-0.00063069i,-0.0014871-4.249e-05i,-0.0016412+0.0011051i,-0.0010386+0.0019083i,0.00015413+0.00088744i,0.00038881+0.00038568i,8.3358e-05+0.0006596i,-0.00058481+0.00034521i,-0.00048113-0.00010166i,0.00076395+2.548e-05i,0.0013112-0.00097005i,0.0011159-0.0016818i,0.0008842-0.00083949i,0.00030579+0.00041265i,-0.00064565+0.00076302i,-0.00077657-5.5273e-05i,0.00014018+7.7184e-05i,0.00098303+0.00112i,0.0012017+0.0015608i,0.0012775+0.0012017i,0.00099298+0.00098711i
-0.0021167-0.0025533i,-0.0021571-0.0014243i,-0.0030997+0.00065712i,-0.0033793+0.0023893i,-0.0035371+0.002259i,-0.0024004+0.0018911i,-0.00067838+0.0011896i,-6.2286e-05-0.00011827i,-0.00030508-0.00092065i,0.00083135-0.00053883i,0.001377-0.00027268i,0.0011947-0.0010277i,0.0018854-0.00097409i,0.0021488-0.00036671i,0.0012439+9.7132e-05i,-3.0101e-05-0.000125i,0.00017231-0.0011202i,0.00011793-0.00080893i,-0.0006227-0.00012571i,-0.0002818-0.00023167i,1.9711e-05+0.00016966i,-5.3202e-05-3.0233e-05i,-8.0921e-05-0.000651i
0.00030562+0.0019927i,0.00047305+0.002092i,0.00088267+0.0017852i,0.0014211+0.00041525i,0.0018805-0.00034391i,0.00076253-0.00046268i,-0.0002518-0.00054594i,0.0001211-0.0004298i,0.0013828-0.00046298i,0.0020041-7.5688e-05i,0.0010673+0.00045723i,0.0002604+0.00065248i,9.1167e-05+0.0001972i,-0.00032883+0.00052127i,-0.00072821+0.00053192i,-0.00034186-0.00041585i,-0.00039643-0.00090271i,3.8124e-05-0.00073692i,-8.2497e-05-0.00047759i,-0.00081415-0.00025272i,-2.2353e-05-0.00011004i,0.00061139-0.00099292i,0.00034886-0.001338i
-0.0023463+9.7758e-05i,-0.0036529-0.00069068i,-0.0037857-0.00057657i,-0.0028752+0.00060704i,-0.0027173+0.0010887i,-0.0018134+0.00023995i,-0.00036478-3.505e-05i,0.00043145+0.00011751i,0.00024573+0.00059819i,0.00030405+0.00092596i,0.00031324+0.00064405i,-0.00015757+0.00046285i,-0.00047321-3.1137e-06i,-6.578e-05-0.00061017i,0.00016372-0.00085537i,-0.00031406-0.00092567i,-8.9016e-05-0.00050068i,0.00029123+0.00037795i,-0.00018031+0.00041124i,-0.00030842+0.00037613i,-9.2828e-05+8.1047e-05i,0.00043597-8.6265e-05i,0.00084515+0.000295i
-0.0015057+0.00037826i,-0.0015563-0.00030822i,-0.0010486+0.00043364i,-1.0101e-05+0.0014564i,-0.00057414+0.0012405i,-0.00072736+0.00085698i,-1.3741e-05+0.00043712i,0.00036433+8.906e-05i,0.00022392-0.00035782i,-7.0091e-05-0.00045975i,6.3892e-05+4.5347e-05i,0.00011551-0.00026215i,0.00054074-0.00092427i,0.00041694-0.00051275i,0.0007598-0.00022453i,0.0013624+0.00058633i,0.0012387+0.00098176i,0.00012916+0.00095953i,-0.00085843+0.00076823i,-0.00026521+0.00048895i,0.00026659+0.00057231i,0.00079091+0.00024456i,0.00078392+0.00032496i
-0.0017854-0.00014079i,-0.00052026+0.00081704i,-0.00075984+0.0022504i,-0.0012502+0.0018261i,-0.0019909+0.001519i,-0.0024274+0.0011468i,-0.0012823+0.00035046i,0.00061048+0.00023198i,0.00068319+0.00075396i,0.00029272+0.00054803i,0.0010836-0.0004013i,0.0013633-0.0012502i,0.00094726-0.001228i,0.0013176-0.00067897i,0.0017556+0.00014827i,0.00064429+0.0014066i,-0.00020169+0.0011659i,7.5061e-05+0.00087469i,5.2891e-05+0.0015938i,-0.0002922+0.0011213i,0.00015915+0.00067842i,0.00054549+0.00060876i,0.00020117+0.00089513i
0.0023335+0.00081494i,0.0020552-0.00018527i,0.0014442-0.0022248i,0.00025192-0.0021672i,-0.00070454-0.00078186i,-0.0010025+0.00034204i,-0.00037546+0.001237i,-0.00044058+0.0013521i,-0.00047327+0.00011214i,0.00052272-0.0010328i,0.00078072-0.00055026i,0.00059528-6.5488e-05i,0.00032367-8.5575e-05i,-4.08e-05+0.00040236i,-0.00044343+0.0012788i,-0.0018194+0.0013886i,-0.0016729+0.0007523i,-0.00081877+0.00025696i,-0.00066505-1.1322e-05i,-0.00036656-0.00015949i,2.1038e-06-2.8189e-05i,-0.00026903-0.00036458i,-0.00074724-0.0011764i
0.0011899+0.001496i,0.00051664+0.00028715i,0.00024334-0.00041254i,9.9221e-05-2.2079e-05i,-0.0006092-0.00014425i,-0.00087768-0.00060817i,-0.00031411-0.00027274i,0.00039602+0.00037008i,0.00055226+0.0005255i,0.0009401-0.00024134i,0.00040636-0.00041149i,-0.00017426+0.00038263i,-0.0004456+0.00075503i,-0.00094332+0.00059119i,-0.0014878+0.00015279i,-0.0016929-0.00076813i,-0.001619-0.0011734i,-0.00030063-0.00078088i,0.00023338-0.00051283i,-0.00068177-0.0002045i,-0.00017584+1.0348e-05i,0.00083902-7.2646e-05i,0.00076352+0.00026778i
0.00096707-0.0022326i,0.001691-0.0029803i,-0.00030516-0.0026927i,-0.0019885-0.0017804i,-0.0025161-0.00096084i,-0.001783-5.1978e-05i,-0.00041945+0.00079013i,2.5579e-05+6.8714e-05i,0.00015023-0.00049849i,-0.00082502-9.6868e-05i,-0.0012954+0.00052107i,-0.0013915+0.00056009i,-0.0014997-0.00060616i,-0.0012134-0.0012329i,-0.00084189-0.00099998i,0.00029294-0.0011327i,0.0006204-0.0014724i,-0.00020829-0.0011782i,-0.0011284-0.00054646i,-0.0011171-0.00042101i,0.00019775+0.00010591i,0.00046347+0.00077556i,8.7597e-05+0.00057332i
-0.0021524-0.0018936i,-0.0025833-0.0021152i,-0.0037048-0.00084376i,-0.003224+0.00088121i,-0.0020931+0.0021559i,-0.00116+0.0020862i,0.0001055+0.00079224i,0.0013629-0.00020501i,0.00089479-0.00073355i,-2.7456e-06-0.0011591i,-0.0005677-0.0015452i,-0.00090869-0.0017017i,-0.00013219-0.0010144i,0.00086438-0.00021062i,0.0011344+0.00033027i,0.0013401+0.00059113i,0.0018953+0.00032047i,0.0014609+0.00026269i,-4.4719e-05+0.00075322i,-0.00076699+0.0010152i,-0.00013589+0.0013424i,0.0003553+0.001253i,-6.0272e-05+0.00015625i
-0.0010374+0.0015294i,-0.0016009+0.0019682i,-0.0013522+0.0022142i,-0.00077291+0.0023305i,-0.00076886+0.0016889i,-0.00036302+0.00068263i,-0.00051182+0.000433i,6.5524e-05+0.00051883i,0.00061196+0.00070924i,0.00037713+0.00077006i,0.0010237+0.00071858i,0.0015669-0.00014169i,0.00071463-0.00041337i,0.00017212+0.00066325i,0.00077999+0.00095464i,0.00077321+0.0015443i,9.6226e-06+0.0020714i,-0.0010672+0.0023949i,-0.0008662+0.0016636i,6.0554e-05+0.00033711i,-8.4604e-05+0.00033645i,-0.00045529+0.00096959i,-0.00086476+0.00094802i
0.0017093-0.00042933i,0.0017367-0.0012384i,0.0013701-0.0026847i,0.0008437-0.0032436i,7.0062e-05-0.0017861i,-0.00070085-8.5204e-06i,-0.00068422+0.00082334i,-0.00059789+0.0012008i,-0.00053025+0.00092513i,-0.00023905+0.0015167i,-0.00044604+0.0016815i,-0.00096988+0.0012032i,-0.0014043+0.0010086i,-0.0011088+0.0010343i,-0.00083443+0.0015664i,-0.002207+0.0026918i,-0.0024897+0.0028241i,-0.0011733+0.0014931i,-0.00046192+0.0011007i,-0.00042455+0.00050561i,-0.00099818-0.0001105i,-0.00094766-0.00026915i,-0.00023797-0.00033278i
0.0015322-0.00092358i,0.0021066-0.0013942i,0.0010919-0.0016787i,-0.0011521-0.0013443i,-0.0028024-0.00025414i,-0.0024053+9.7587e-05i,-0.00081106+0.00049622i,-5.2921e-06-0.00010121i,-7.508e-05-0.00073184i,0.00018043-0.00018757i,-8.299e-05+0.00021273i,-0.00091154+0.00043466i,-0.0012323+0.0004869i,-0.0010492+0.00030746i,-0.0010476-0.00010142i,-0.0012357-0.00052635i,-0.0011353-0.00074175i,-0.00070658-0.00027117i,-0.00031602-7.968e-05i,-0.00078057-0.0003621i,-0.0013994-0.00010141i,-0.0014868-0.00044777i,-0.00095507-0.00087274i
-0.0024046-0.00016113i,-0.0028419+0.0014812i,-0.0031416+0.0031078i,-0.0011188+0.002483i,0.00019369+0.0023464i,-0.00024022+0.0015367i,8.956e-05+0.00095227i,-5.746e-05+0.00076766i,-0.00034122+0.00023956i,0.00054565-0.00051823i,0.00053919-0.00072093i,0.00016138-0.00064621i,0.0003701-0.0014188i,0.00070402-0.0016371i,0.00070296-0.0015663i,5.8656e-05-0.0025965i,-0.00050296-0.0030154i,-0.00083764-0.0019122i,-0.00047345-0.00046225i,0.00099245-5.0273e-05i,0.0011275+0.00032838i,0.00071576+0.00063678i,0.00098702-0.00027216i
0.00028615-0.00069347i,-0.00051598-0.00095099i,-0.0010392-0.0013769i,-0.0013637-0.00072781i,-0.0018901-2.4739e-05i,-0.001735+1.9026e-05i,-0.00024272+0.000443i,0.0011674+0.00030473i,0.0015825-0.00012286i,0.0012286-0.00063945i,0.00094274-0.00091943i,0.0015641-0.00097029i,0.0012322-0.0014065i,0.00011465-0.00089634i,0.00072574-0.00014657i,0.0018323+0.00021423i,0.002253+0.00013191i,0.0020836+0.00025306i,0.0004012+0.001i,-0.00051216+0.0013266i,0.00020767+0.0010435i,0.00010528+0.00071457i,-0.0002748+0.00044818i
-0.00050221-0.0016046i,-0.00077641-0.0011403i,-0.0011312-0.00023651i,-0.0013989+0.00080033i,-0.0014151+0.0011466i,-0.001048+0.0015189i,-0.0009044+0.00061844i,-0.00011448-0.00036174i,0.00010487-0.00082913i,0.00013442-0.0010899i,0.00024454-0.00021881i,1.1855e-05+0.00029895i,-8.4197e-05+0.00051834i,0.00073806+0.00072244i,0.0017452+0.0012877i,0.0018456+0.0019696i,0.00089865+0.002408i,-0.00064501+0.0019763i,-0.00071517+0.00096944i,-0.00027936+0.00038341i,-0.00056278+0.00061548i,-0.00025242+0.00098672i,0.00019824+0.0005804i
-0.00080726-0.0017603i,-0.00053912-0.0015966i,-0.0013421-0.0015025i,-0.0027691-0.0016378i,-0.0023946-0.00036577i,-0.00071751+0.00084972i,0.00040124+0.0011471i,0.00071469+0.00088142i,0.00030921-0.00022322i,-0.00055576-0.00087844i,-0.0012394-0.00036598i,-0.0016035+0.00019924i,-0.001186+0.00045336i,-0.00048015+0.00057801i,6.7072e-05+0.0017346i,0.00025104+0.0033543i,-0.00050683+0.0022761i,-0.00066866+9.1012e-05i,-0.00043773-0.00035112i,-0.00055294+0.00012864i,4.4424e-05+3.6616e-05i,0.00043342+1.8236e-05i,0.00022618+9.7336e-05i
0.0016487+0.0012034i,0.00049758+0.00078055i,0.00016145+0.00052439i,-9.7403e-05-0.00031643i,-0.0017138-0.00075583i,-0.0029411+0.00013712i,-0.0015893+0.00082807i,1.7996e-05-0.00021784i,0.00055582-0.00080182i,0.00095978-0.00098648i,0.00050216-0.0013604i,-0.00059331-0.00099725i,-0.0010896-0.00062768i,-0.00078182-3.3504e-05i,-0.00060633+0.00036935i,-0.0015483-0.00024209i,-0.0022339-0.0005071i,-0.0017702-0.00052141i,0.00013816-2.0619e-05i,0.0003794+0.00067447i,-0.00089335+0.00063323i,-0.00078717+0.00095276i,3.699e-06+0.0010929i
0.0012721+7.9112e-05i,0.00072122-0.00074167i,-6.0775e-05-0.0016594i,-0.00090425-0.0013495i,-0.0014054-0.00067671i,-0.0014816-0.00027353i,-0.00072606+9.38e-05i,0.00025514-5.1461e-05i,0.00038575-0.00041665i,0.00046811-0.0010904i,0.001284-0.0012802i,0.0016789-0.00077234i,0.00086961-0.00045913i,-0.0002365-0.0002256i,-0.00084996-0.00032231i,-0.00092848-0.00090578i,-0.00089889-0.00078866i,-0.00086355-0.00055508i,-0.00050634-0.00049008i,-9.0904e-05+8.9839e-05i,0.00025695-0.00024252i,0.00017614-0.001483i,-0.00016865-0.0015625i
0.0024758+0.00121i,0.0019967+0.0013768i,0.0026935+0.00019479i,0.0012135+0.00019844i,-0.00050445-0.00026346i,-0.0012987-0.00075634i,-0.0011305-0.00037478i,-0.00031925+0.00028456i,0.00047315+0.000475i,0.00042824+0.00013356i,0.00018912+0.00020402i,0.00027212+0.00090543i,-0.00022137+0.00096185i,-0.00015791-0.00037478i,0.00086924-0.001221i,0.0013155-0.0012381i,0.0014295-0.00098078i,0.0010383-0.00029288i,0.00055927+9.56e-05i,0.00099123+0.000104i,0.00082253-0.00019336i,0.00055251-0.00029485i,0.00090975-0.00054774i
0.0040672-0.00018709i,0.0036094-0.0001898i,0.0024897-0.0013008i,0.000719-0.0024712i,-0.00098771-0.0020587i,-0.0015661-0.0014102i,-0.00084191-0.00046776i,-0.00038197+0.00098448i,-7.0495e-05+0.00099441i,-0.00011697+0.00076775i,-0.0014488+0.0003413i,-0.0023441-0.00033506i,-0.0016142-0.00085579i,0.00032594-0.00037065i,0.002304+0.00089435i,0.0028616+0.0015428i,0.0018537+0.0013972i,0.00012093+0.0009969i,-0.00092925+0.00046581i,-0.00038626-0.00037755i,0.00023793-0.00054726i,-1.749e-05-6.4723e-06i,1.2814e-05+0.00044821i
0.00017481-0.00229i,-0.00020269-0.0026103i,-0.001028-0.0026792i,-0.0019129-0.0013893i,-0.0023269-0.00018757i,-0.0022365+0.00096074i,-0.0012513+0.0015028i,-0.00028684+0.00095989i,-0.00026843-4.3712e-05i,-0.0010953-0.0011208i,-0.0016193-0.0013543i,-0.0014166-0.00090271i,-0.0004806-0.0002619i,-0.00058146+0.00092769i,-0.00050109+0.0023054i,-0.00050871+0.0034645i,-0.0010158+0.0039006i,-0.00073475+0.0026907i,-0.00029971+0.0011672i,-0.00081957+0.0011389i,-0.00086878+0.00094174i,-0.00042481+0.00031215i,-0.0010817+8.8233e-05i
-0.00023893-0.00020324i,-0.00073564+0.00049961i,-0.001151+0.0001753i,-0.0016133-5.21e-05i,-0.002286+0.00069814i,-0.0015657+0.0017237i,-0.0002124+0.0013999i,0.00038929+0.00033081i,-3.0555e-05-0.00031757i,-0.00055209-0.00066803i,-0.00011386-0.00080508i,0.00076369-0.00072678i,0.00072723-0.00039334i,-4.9263e-05+0.00076018i,-0.0012695+0.00082698i,-0.0030274+0.0005042i,-0.0035584+0.0011606i,-0.0018724+0.0013335i,-0.00026602+0.00051052i,-9.0115e-05-0.00040523i,-0.00037331-0.0002657i,-0.00072483-0.0001269i,-0.00039247-0.0004224i
0.0014932-0.0011574i,0.0012568-0.0008646i,0.00057997-0.001693i,0.00033145-0.0015046i,2.1612e-05-0.00037998i,-0.0002001+0.00017129i,0.0001385+0.00043403i,6.6712e-05+0.00069397i,0.00092849+0.00025845i,0.0013525+0.00016342i,0.00049103+0.00064119i,0.00010354+0.00085161i,2.3204e-05+0.0010851i,-0.00082682+0.0007005i,-0.001313-0.00094939i,-0.0013458-0.0015453i,-0.0014608-0.00093739i,-0.0017841-0.0011577i,-0.0012539-0.0015517i,-0.00039897-0.0011306i,-0.0011585-0.0011168i,-0.0006578-0.0018192i,0.00085555-0.0016195i
-0.0005304+0.00030154i,-0.00037753+9.3099e-05i,-0.0007272+0.0010259i,-0.0018214+0.0012979i,-0.0018542+0.001547i,-0.00074488+0.0020131i,0.00048106+0.0010293i,0.0012554+0.00022294i,0.00048551+0.00093507i,-0.00030142+0.001929i,-4.3018e-05+0.002608i,-6.15e-05+0.002338i,-0.00014395+0.00067695i,0.00053128-0.0010578i,0.0015269-0.0025819i,0.0013309-0.0038029i,0.00092745-0.0032875i,0.0010891-0.0018696i,0.0010793-0.00047768i,0.0010261+0.0002963i,0.0012996-0.00010523i,0.0016483-6.2068e-05i,0.0016079+0.00035938i
-0.0027988+0.0014246i,-0.002019+0.0028457i,-0.0005164+0.0039366i,0.00026076+0.0025409i,-6.7169e-05+0.0013709i,-0.00025016+0.0011972i,-0.00063605+0.00094069i,-0.0010286+0.00081016i,-0.00048835+0.00094852i,-0.00012423+0.00046423i,-0.00021946-0.00010052i,-0.00054927-0.00062398i,-0.0005421-0.00083562i,0.00040409-0.00081129i,0.0021588-0.00089481i,0.0035935-0.0007255i,0.0031272+0.00023131i,0.0016035+0.0001223i,0.00079675-0.00046248i,0.0010663+0.00019256i,0.0012789+0.00028154i,0.00032702+0.00018966i,0.00016028+0.00029362i
-0.0011744+0.00071468i,-0.0017443+0.00012837i,-0.0012776-0.00031613i,1.5199e-05-0.00024745i,-0.00026198+0.0001449i,-0.00095885+0.0013451i,-0.0010821+0.0022316i,-0.00075056+0.0016102i,-0.00037033+0.00034251i,0.00019359-0.00028598i,0.00084283-0.0011062i,0.0014397-0.0020415i,0.0016718-0.0018497i,0.001326-0.00017446i,0.0011657+0.0021864i,0.0012425+0.0037914i,0.00082776+0.0030372i,-0.00036679+0.001862i,-0.00089817+0.0019415i,-0.00035813+0.002338i,0.00019442+0.0020936i,-0.0002462+0.00176i,-0.0008988+0.00099068i
-0.00012391+0.0017448i,0.00028819+0.0025493i,0.0013535+0.002456i,0.001231+0.0019195i,0.00012254+0.001411i,-0.00089207+0.00071461i,-0.001469+0.0006717i,-0.00077193+0.00060454i,0.0007522-0.00038822i,0.001963-0.0013704i,0.0021543-0.0021639i,0.0019078-0.0013981i,0.00093514-7.1893e-05i,-0.00056347+0.0012987i,-0.0026821+0.0027198i,-0.0039891+0.0031514i,-0.0038683+0.0026454i,-0.0027948+0.0015385i,-0.0010487+0.00045204i,-0.00031094+0.00042094i,-0.00089318+0.0010167i,-0.00065299+0.001013i,0.00014099-0.00034234i
-0.0014159+0.0025394i,-0.0020299+0.0018811i,-0.00035668+0.0008644i,0.0012515+0.00044185i,0.00028291-0.00029901i,-0.00061152-0.0013393i,9.5606e-06-0.0016055i,0.00068226-0.0014455i,0.0013188-0.00053604i,0.00094434+0.00077601i,0.00046178+0.001599i,-7.7758e-05+0.0013214i,-0.00157+0.00020695i,-0.0021832-0.00033491i,-0.0024977-0.00066836i,-0.00323-0.001553i,-0.0029321-0.0014405i,-0.0018897-0.00068032i,-0.0014643-0.00073147i,-0.0012914-0.00059131i,-0.00034097-0.00022074i,0.00068122-0.00019697i,0.00086115-0.0002714i
0.00050664-0.00076699i,0.00020984-0.00059728i,0.00050438+0.00054744i,-0.00043731+0.00055001i,-0.0013613-3.3221e-05i,-0.0015653+0.00025667i,-0.00073743+0.00082512i,0.00066572+0.00062541i,0.00016531+0.00059724i,-0.001056+0.0010804i,-0.0016266+0.0017141i,-0.0018732+0.0015783i,-0.0014653+0.00044133i,-0.00046204-0.00077928i,0.00058056-0.0024867i,0.001427-0.0037252i,0.00093246-0.0037788i,0.00043928-0.0028816i,0.0003625-0.0016875i,0.00021858-0.0010461i,0.00018413-0.00034496i,0.00010794-0.00014803i,0.00038804-0.00010724i
0.00065175+0.0020861i,0.0015936+0.0022891i,0.0013601+0.0024784i,-0.00018571+0.002295i,-0.0007846+0.0016922i,-0.0010608+0.00065209i,-0.00034925+0.00078367i,0.00061611+0.0015217i,0.00042615+0.00088967i,0.00022581-0.0003668i,-0.00045404-0.0011833i,-0.00097141-0.0017024i,5.4729e-05-0.0018076i,0.0014895-0.0015402i,0.002325-0.0013991i,0.0028733-0.0016i,0.0021844-0.00030135i,0.0010111+0.0003829i,0.00090258-0.00019756i,0.001131+0.00016072i,0.00091777-0.0002935i,0.00025041-0.00077043i,4.6005e-05-0.00047173i
-0.0007264+0.0011232i,-0.0020103+0.0021085i,-0.0016844+0.0014623i,-0.00056919+0.00048235i,-0.0014195-0.00013295i,-0.0023011+0.00028773i,-0.0014405+0.00039165i,-0.00056139+6.1429e-05i,-0.00040244-0.00019922i,0.0010745-0.00049287i,0.0027433-0.00062842i,0.0027112-0.0012251i,0.0013352-0.0016074i,-6.8699e-07-0.00049579i,-0.00015861+0.0013304i,0.0003232+0.0023208i,0.00031909+0.0019786i,-0.00027107+0.00057616i,-0.00025099+0.00028754i,-0.00056977+0.00052491i,-0.00075896+0.00061362i,-0.00061897+0.001195i,-0.00042478+0.00068345i
0.00084552-0.0015638i,0.00093303-0.0035117i,0.00024404-0.004202i,-0.0014385-0.0014418i,-0.0034525+0.00010184i,-0.0027194+0.00022723i,-0.00095748+0.00036108i,0.00023957+0.00038011i,0.00096175+0.00043144i,0.00090017+0.00039454i,0.00036092+0.00076981i,-9.9434e-05+0.00071263i,-0.00018033+0.00056409i,-0.00071022+0.0011516i,-0.0022634+0.0022656i,-0.0034309+0.0034222i,-0.0022665+0.0021725i,-0.0012675+0.0012758i,-0.0016185+0.0016926i,-0.0018744+0.00085013i,-0.0014599-0.00021317i,-0.00079659-0.00031342i,-0.0002167-0.00063301i
0.00036413+0.0017591i,0.00055495+0.0026002i,0.0013828+0.0025738i,0.00092811+0.0016635i,0.0001812+0.00134i,0.00028214+0.001078i,8.5002e-05+0.00032842i,0.00014824-6.077e-05i,0.0002558+0.00063818i,0.00033289+0.00080649i,-0.00024506+0.00062915i,-0.0013353+9.8764e-05i,-0.0018104-0.0005069i,-0.0018114-0.00015537i,-0.0023425+0.00011682i,-0.0028999-0.00024072i,-0.0022699-0.00062644i,-0.00089821-0.00073548i,-0.00059003-0.00031485i,-0.00084765-0.00056348i,-0.0003036-0.00076287i,0.00071491-0.00078303i,0.00092052-0.00082246i
