-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.001321-0.00085229i,0.00068097-0.00057167i,6.5038e-05-0.0016601i,-0.0005375-0.0025256i,-0.00096467-0.0013364i,-0.0010614-0.00062972i,-0.00072829-0.0014507i,-0.00065385-0.0013259i,-0.00042578-0.001036i,0.00024096-0.00017343i,0.00038508+0.0013137i,-0.00039183+0.0013234i,-0.00058076+0.00026905i,0.00015262+3.6484e-05i,0.00069547+0.00041059i,0.00052871+0.00051708i,0.00047193+0.00033739i,3.6768e-05-0.00046584i,-0.0012293-0.00093929i,-0.00061857-0.00083576i,0.00011088-0.00053389i,-0.00031637-0.000183i,-0.00082771+7.9811e-05i
-0.0010581-0.00075444i,-0.0013281-7.4991e-05i,-0.0021146+0.00066818i,-0.0020206+0.0018184i,-0.0014705+0.0022245i,-0.00085541+0.0016857i,0.00065768+0.0010898i,0.00095711+0.00090003i,0.00014915+0.00052011i,0.00020825-4.9838e-05i,0.00015538-0.0007688i,-0.0004134-0.00069665i,-0.00052922-0.00020468i,-0.00061439-0.00047644i,-0.00061464-0.00074597i,-0.00027733-2.7591e-05i,-0.00037827+0.00078157i,-0.0011508+0.00079422i,-0.00097949+0.00066027i,-0.00024623-5.8892e-05i,-0.00044713-0.00080167i,-0.00030278-0.00077696i,0.00057049-0.00029522i
-0.00035338+0.00042494i,0.0012146-6.6218e-05i,0.0017967+3.4497e-05i,0.00011175+0.00059701i,-0.0002348+0.00078882i,0.00062428+0.00059167i,0.00078732+0.00069744i,0.00019371+0.00073252i,-0.0004626-0.00024326i,-0.0012425-0.00054481i,-0.0018784+0.00027531i,-0.00073251+0.00023328i,-0.00038367-0.00062408i,-0.00028197-0.00096331i,0.00023702-0.00037386i,0.00010427+0.00017539i,-9.7874e-05+0.00023891i,-0.00038024+0.00042509i,-0.00041038+0.00050633i,0.00061197+0.00027224i,0.0017427+0.00010178i,0.0014422-0.00025695i,0.00051741-0.0005379i
-0.0013819-0.00068893i,-0.0012186-0.00074929i,-0.00055691-0.0015323i,-0.00073554-0.00096693i,-0.00039792+0.0001643i,-0.00014346+0.00087903i,-0.00022101+0.0010569i,-8.3378e-05-0.00056947i,-0.0003432-0.0015731i,-0.00030002-0.00099842i,0.00025591-0.00049006i,0.00022537-0.00025156i,-0.00043722+0.00025234i,-0.0007164+0.00045546i,-0.00011338+0.00045992i,-0.00015854+0.00066332i,-0.00041344+0.0003971i,2.7268e-05+9.971e-05i,-0.00029106+0.00041446i,-0.00021079+0.00035645i,0.00062335+0.0003141i,0.00049909+0.00062732i,8.6689e-05-0.00013143i
-0.00030174-0.00082663i,0.00098625-0.00086686i,0.0008598-0.00064489i,0.00053692-0.00044841i,0.00058641+0.00072244i,0.0010058+0.00076882i,0.00093658+0.00052176i,0.00064192+0.00067349i,-0.00021372+0.00049827i,-0.0011169+0.00028833i,-0.00083963-0.00018598i,-0.00036929-0.00046495i,-0.00026128-0.00062497i,-0.00043116-0.00049474i,-0.00082807+0.00039874i,-0.00070254+0.00092921i,9.5468e-06+0.00031413i,0.00022892-7.4154e-05i,0.0001773+0.00023679i,0.00031855+0.0006108i,-0.00017552+0.00055487i,-0.00043152-0.00018355i,-0.00035248-0.00094169i
-5.5681e-05+0.00026907i,-0.00037057+0.00033197i,-0.0013539-0.00094038i,-0.0015108-0.001313i,-0.0016391-0.00097681i,-0.0016697+0.0004354i,-0.0010197+0.0017398i,-0.00058087+0.0012792i,-0.00095339-0.0010301i,-0.0013735-0.0019439i,-0.0012291-0.0015034i,-0.00054103-0.00061666i,4.2913e-05+0.00010264i,2.4016e-05+0.00038343i,0.00020711+0.0005972i,0.00040045+0.00052994i,0.0004714+8.5826e-05i,-0.00012246-0.00012925i,-0.00084431+0.00028883i,-0.00082548-0.00026911i,-0.0005916-0.00099655i,-0.00067022-0.00040292i,-0.00035054+9.6402e-05i
-0.0014231-6.0148e-05i,-0.0011867-0.00011259i,-0.00074579+0.00055876i,1.0572e-05+0.0005833i,-0.00015195+0.0007443i,-0.00046859+0.00098733i,-4.1573e-05-6.3337e-05i,-0.00016626-0.00077057i,-0.00062346-0.0009353i,-0.00083518-0.00089564i,-0.00047363-0.00090754i,0.00075091-0.00058107i,0.00097793-0.000107i,0.00067965-0.00084433i,0.00023027-0.0011292i,0.00012988-0.00058443i,6.3342e-05-0.00043731i,-0.00055036+0.00044082i,-0.000152+0.0006069i,0.00018435+0.0002515i,-0.00025167+0.00022986i,-0.00026756+0.0005898i,4.8144e-05+0.00034496i
0.00075252-0.00012553i,-0.00081246-0.00067554i,-0.0011926-0.0011727i,-1.6287e-05-1.7114e-05i,0.00078693+0.00085699i,0.00015629+0.00108i,-0.00017593+0.0011778i,-6.3547e-07+0.00029149i,-0.00082393-0.00038238i,-0.0019063-1.403e-06i,-0.0012789+0.00011816i,1.2806e-05+0.00018016i,0.0002585-0.00025365i,0.00011552-0.0012141i,2.6937e-05-0.00040328i,-0.00032666+0.0002706i,-5.8144e-05-0.00017474i,-0.00011512-0.00044153i,-0.00053499-0.0003801i,-6.0247e-05-0.00038361i,0.00055218-0.0006812i,0.00053668-0.00081173i,0.00033571-0.00072617i
-0.00041738+2.984e-05i,-0.0008417-0.0001508i,-0.00010915-0.0002698i,-0.00017872+0.00057101i,-0.0010606+0.0011601i,-0.00052981+0.0010695i,0.00024976+0.00056402i,0.00052681-0.00013023i,0.00034815-0.00042687i,-1.5121e-05-0.00059912i,-0.00058888+0.00017488i,5.2475e-05+0.00069859i,0.00013909+0.0001453i,-0.00088495-0.00035992i,-0.00090301-7.5481e-05i,-0.00070223+2.5218e-05i,-0.00078286+0.00023726i,-0.00027209+0.00019921i,0.00033122-0.00011908i,0.00023288-0.00019397i,-1.1418e-05+0.00020418i,0.0003354+0.00021373i,0.00074699-0.00042838i
-0.0024813+0.00022418i,-0.0015433-0.00054995i,-0.00061876-0.00049653i,-3.6722e-05+0.0012139i,0.00053858+0.0011407i,0.00037678+0.00049108i,0.00023137+0.00048324i,-0.00040519+7.2159e-05i,-0.00070403-0.00051679i,-3.2508e-05-0.00078109i,0.00038008-0.0006337i,0.00062369-0.00074841i,0.00033772-0.0016904i,0.00015254-0.0015381i,-0.00015986-0.00083871i,1.2313e-05-0.00015185i,-7.2908e-05+0.00052538i,-0.00031763+0.00058685i,-0.00028276+0.0008972i,-0.0010115+0.00096117i,-0.00098592+0.00068732i,-3.7642e-05+0.00046345i,-7.4846e-05+0.00016457i
0.0012456+0.00020095i,0.0018597-0.00016998i,0.0020341-0.00034783i,0.00046753-0.00029872i,-0.00018382-0.00020101i,-0.00037237+0.00054296i,-0.0010915+0.0011664i,-0.0010584+0.00073426i,-0.00062017+0.00052734i,-0.00096578-0.0003688i,-0.00073613-0.0014416i,2.1516e-05-0.00075944i,0.0004143+0.00012063i,3.9668e-05-2.1061e-06i,-0.0011259-0.00074749i,-0.0014078-0.001045i,-0.00033838-0.0014196i,-0.00016251-0.0016482i,-0.00045546-0.00052188i,9.5745e-05+0.0002843i,3.7818e-05+0.0002553i,-0.00029908+0.00018673i,-1.5293e-05-0.00035375i
-0.0003636+0.00012964i,-0.00042092-0.00030059i,-0.001103-0.0010479i,-0.0010596-0.00088897i,-0.0011545-0.00022991i,-0.00061202+0.00037041i,4.7584e-05+0.00086498i,-0.00029581+0.00074924i,-0.0011197-0.00047145i,-0.0010214-0.00081472i,5.7946e-05-0.00058277i,0.00014785-0.00081015i,2.6572e-06-0.00069622i,0.00043898-0.00083942i,-7.1644e-05-0.0004066i,-0.00085531-0.00065374i,-0.0009531-0.00062976i,-0.00055561-0.00035585i,-7.3677e-05-0.0007534i,0.00017092-0.0005676i,-0.00012256-0.0003176i,5.7122e-05+9.5429e-05i,1.0344e-05+0.00033236i
-0.0011309-0.00061627i,-0.00027379-0.00019241i,0.00049459-0.00029574i,-0.00025357+0.00029954i,-0.00068388+0.00068414i,-5.7727e-05+0.00057249i,0.00079246+0.00084772i,0.00066401+0.00038037i,-8.5658e-06-0.00019598i,-0.00040322-0.00047069i,-0.0011529-0.00032758i,-0.0017345-0.00015135i,-0.0013594-0.00048385i,-0.0010115-0.00066787i,-0.000788+0.00010229i,-0.00072811+0.00045735i,-8.2528e-05+0.00035863i,0.00030744-2.0644e-05i,0.00082205-0.00010087i,0.0010664-0.00021517i,0.00044664-0.0013261i,-7.3082e-05-0.001599i,-0.00097349-0.0010724i
0.0026187-0.00021605i,0.0011762-0.001415i,0.00088618-0.0015939i,0.00020841-0.0018675i,-0.00019501-0.0017686i,0.00040939-0.000524i,0.00050761-0.000249i,0.00075967-0.00028921i,0.00078125-0.00019356i,0.00038812-0.00084728i,0.00040823-0.00030319i,0.0007972+0.00046831i,0.00051871-6.9099e-05i,5.1428e-05-0.00068288i,-0.00025839-0.00048204i,-7.9721e-05-0.00028291i,0.00024366+4.7265e-05i,0.00028544+0.00020722i,0.0002327-0.00019183i,9.6817e-05+3.9138e-05i,0.00050939+0.00018791i,0.00067172+9.7848e-05i,0.0001464-1.4765e-05i
0.00065907-0.00028481i,0.0014361-0.0018862i,0.0014286-0.003477i,3.4019e-05-0.0028218i,-0.00023494-0.00018709i,-0.00031353+0.0014173i,-0.0010721+0.0017958i,-0.00070158+0.0003847i,0.00088552-0.00085206i,0.0011059-0.0010234i,1.8997e-05-0.00098398i,-9.2163e-05-0.00046902i,0.00077006-0.00022938i,0.001257-0.00021599i,0.001056-3.291e-05i,0.00019065+0.00018912i,-4.6413e-05-0.00014523i,0.00019673+9.4865e-05i,-0.00030693+0.00051831i,-0.00063088+0.0012826i,-0.00052786+0.0011198i,-0.00010884-0.00017242i,-0.00013427-0.0010119i
-0.00053105-0.0015407i,-0.00096263-0.0015214i,-0.0012428-0.0019476i,-0.0010754-0.0020155i,-0.0011545-0.0012523i,-0.00092302+0.00027844i,-0.001295+0.0010201i,-0.00092781+0.00035765i,3.0602e-05-0.00045651i,0.00028544-0.00076119i,0.00078827-4.0207e-05i,0.00036205+0.0010937i,-0.00082621+0.00062992i,-0.00051061-0.00021827i,-0.00045587-0.00025111i,-0.0001454-0.00016873i,0.00063943+0.00013617i,0.00070297+5.0744e-05i,0.00047511-0.00020436i,0.00026888-0.00033861i,-0.00023275-0.00037023i,-0.00068981-1.1055e-05i,-0.00064558-0.0004346i
0.001425-0.0022125i,0.0019841-0.0030089i,0.00084689-0.0038059i,-0.00096259-0.0020856i,-0.0004998-0.00052525i,-0.00050009-9.7004e-05i,-0.00089652+0.00067235i,-0.00091558+0.0002212i,-0.0011736-0.00084052i,-2.6661e-05-0.00089031i,0.0011039-0.00066126i,0.000615-0.00055455i,0.00053517+3.9997e-05i,0.00032596-7.4519e-05i,-0.00026612+6.8483e-05i,-0.00077266+0.00040415i,-0.00042268+2.8254e-05i,0.00011268-0.00042532i,-3.5933e-05-0.00046626i,0.00024308-0.00048007i,0.0003666-0.00034555i,-0.00031888-0.00016781i,-0.0010356-0.00022862i
-0.0017458+0.00094679i,-0.0027988+0.00011259i,-0.0021665+2.537e-05i,-0.0012334+0.00039229i,-0.00035318+0.00061601i,-8.1952e-05+0.00041684i,-0.00019983+0.00049781i,-0.00058381+0.0010561i,-0.00023708+0.0006319i,-0.00010009-0.00053713i,0.00029275-0.0010304i,0.00081586-0.00081149i,-8.7232e-05-0.00074696i,-0.00049196-0.00071252i,0.0001511-0.00041766i,-0.00053872-0.00032153i,-0.0012904-0.00053647i,-0.00048098-0.00019749i,5.9415e-05+0.00094991i,0.00011671+0.0013576i,-6.0089e-05+0.00052578i,-0.0002498-0.00019547i,0.00018205-0.00061172i
0.00017679+0.0010481i,0.00012629+0.00049222i,-0.0003212-0.0010511i,-0.00038152-0.0017565i,-0.00080332-0.0017497i,-0.00050191-0.00078357i,9.2196e-05+0.00061692i,0.00024336+0.00028453i,-0.0003595-0.00039396i,-0.001138-0.0011508i,-0.00072976-0.00085825i,-0.00055583-1.104e-05i,-0.00020843-0.00013003i,0.00029227-0.00079654i,1.0647e-05-0.00054034i,-0.00011702-0.00038835i,-0.00018969-0.00017366i,6.6947e-05+0.00030999i,0.00035469-0.00041201i,0.00012355-0.00089457i,0.00034873-0.00053762i,0.00059796-0.00015868i,0.00030956+0.00016351i
-3.4816e-05-0.0033691i,0.00013219-0.0038397i,-0.00049823-0.0041055i,-0.0010598-0.0024214i,-0.0010426-8.9881e-05i,-0.0011028+0.0010368i,-0.00062703+0.0014119i,0.00037981+0.0012066i,0.0002209-6.6738e-05i,-0.0010897-0.00072701i,-0.0016633+0.00022824i,-0.0011304+0.00096769i,-0.00075861+0.00031147i,-0.00017801-0.00055503i,-0.00042094-0.00031297i,-0.00088197-0.00019173i,-0.00039394-0.00026836i,-0.00030778-6.3273e-05i,-0.00061959+0.00057165i,-0.00040138+0.00042628i,-6.139e-05-9.8556e-05i,-0.00044705-0.0003653i,-0.0011941-0.00029914i
-0.00065639-0.0010961i,-0.0020804-0.0016483i,-0.003336-0.0015473i,-0.0026524-0.00089282i,-0.0012832+0.00012553i,-0.00048429+0.0010939i,0.0002912+0.0013048i,2.0987e-06+0.0005511i,-0.00012307-2.9563e-05i,0.00099056+0.00025536i,0.00067967-0.00012965i,0.00022991-0.00081908i,0.00051497-0.00050904i,0.00044174-0.00068499i,5.6934e-05-0.0013436i,-0.00098054-0.0011945i,-0.00057687-0.00022624i,1.9095e-05+0.00060089i,2.3207e-05+0.001362i,5.5188e-05+0.0014603i,0.00065368+0.000886i,0.0011797+0.0004248i,0.00034782-3.4378e-05i
0.00085472-0.0003204i,0.00087965-0.0010581i,-6.5842e-05-0.001273i,-0.00031073-0.0011051i,0.00052543-0.00023369i,-5.7301e-05+0.0010668i,-0.00044339+0.0014326i,0.00026149+0.00038878i,0.00037701-0.00043132i,0.00040276-0.00052739i,0.00020436-0.00061407i,0.00058271-0.0011012i,0.00077798-0.00087456i,0.00023919+0.00011929i,4.9226e-05+0.000457i,-0.00025761+0.00048829i,-0.00093999+0.00010971i,-0.00063316-2.584e-05i,0.000395+0.00034848i,-4.11e-05+0.00023218i,-0.00032093+0.00022844i,-1.9333e-05-0.00016222i,1.2708e-05-0.00039359i
-0.0020318-0.00082871i,-0.0026239-0.0011468i,-0.0029995-0.00019155i,-0.0017739+0.00016886i,-0.00029097+0.00031231i,0.00090022+0.0014886i,0.00079623+0.001949i,0.00042625+0.00046812i,-0.00048633-0.000357i,-0.00094017+0.0001022i,0.0001589-0.00024836i,0.00078199-0.00079604i,0.00093837-0.00069863i,0.0013649-0.00078227i,0.0013684-0.00069685i,-0.00021987-0.00039068i,-0.0012084-7.2015e-05i,-0.0011485-0.00036953i,-0.00045336-0.00022181i,-0.00034175+0.00079884i,-0.00020073+0.00052257i,0.00069906-0.00037263i,0.00086193-0.00030719i
0.00046835-0.0016977i,-0.00019705-0.0016154i,-0.00050036-0.0026155i,-0.00026551-0.0026824i,-0.001453-0.001136i,-0.00242+0.0006592i,-0.0013497+0.00059413i,-0.00021688-0.00018455i,0.00024285-0.00072236i,0.00054572-0.00074103i,0.0011119+0.00027542i,0.00063565+0.00043913i,2.2777e-06-0.00043233i,0.00011566-0.0011149i,0.00023879-0.00077548i,8.2102e-05-5.9135e-05i,0.00026543+6.2342e-06i,-0.00015087-0.00023123i,-0.00037564-0.0001931i,0.0001773-0.00025029i,0.00020361-0.00078678i,-1.248e-05-0.00035764i,-0.00043682-0.00024427i
-0.00047643-1.7094e-05i,-0.001568-0.0010646i,-0.0016298-0.001759i,-0.0011076-0.001031i,-0.0012658+0.00084632i,-0.0012995+0.0021826i,-9.7904e-05+0.0014162i,0.00034405+0.0007055i,-0.00038606+0.00012319i,-0.00021471-0.00086782i,0.00019285-0.0011894i,0.00059291-0.00071853i,0.00066125-5.6081e-05i,0.00049327+0.00015698i,-5.4995e-05+0.00032744i,-0.00048479+0.00032958i,9.1648e-06+0.00041942i,0.00015877-0.00010094i,0.00011449-0.00090193i,0.0006115-0.0012048i,0.0003265-0.00052136i,0.00018164+0.00032722i,-0.00045497+0.00028443i
-0.00010093-0.00059577i,-0.00027366-0.0010027i,-0.00025061-0.0015147i,-2.1898e-05-0.001616i,-0.00013021-0.00056427i,-0.00074372+0.00052962i,-0.0012286+0.00073945i,-0.00069266+0.00034201i,-0.00041135-0.00063845i,-0.00078924-0.0014674i,-0.00062957-1.6258e-05i,-0.00049443+0.0010566i,-6.0562e-05+0.0006648i,0.00037003-0.00017361i,-0.00015363-0.00046724i,-0.00020499-0.00010088i,-4.1083e-05+3.179e-05i,6.3214e-05+6.1605e-05i,0.00022567-6.1278e-05i,0.00079246-0.00061426i,0.0011086-0.00051407i,0.00047822-0.00022702i,-0.00054942-0.00029159i
0.0013413-0.00066471i,0.0018275-0.001374i,0.0013334-0.0013534i,5.8917e-05-0.0013789i,-8.8496e-05-0.0003387i,0.0002424+0.0012439i,-0.00047046+0.0011952i,-0.00059524+0.00058053i,-8.5437e-05-0.00023951i,-0.00034902-0.0015491i,-0.00012061-0.0017301i,0.00074021-0.00066127i,0.0007773-0.00042209i,0.00064477-0.00034909i,0.00045965-0.00014854i,-0.0002921+0.00026318i,-0.00058411+0.00042523i,-0.00024869+0.00045635i,-0.00029685+0.00080019i,-0.0003301+0.00039785i,0.00039015-0.00056232i,0.0010868-0.00059154i,0.00094302+0.00034279i
0.0024282+0.00044159i,0.0024702+0.00042435i,0.0019159+0.00086133i,0.00070285+0.00058112i,-0.0010003-9.7378e-05i,-0.0017791+5.5294e-05i,-0.0017706+0.00093626i,-0.0014132+0.00057984i,-0.0013333-0.00045841i,1.8475e-05-0.00043342i,0.00040005+0.0001777i,-0.00074875+0.00027676i,-5.3175e-05-0.00042279i,0.00047393-0.00033926i,-0.00033052+0.00047904i,-0.00076757+0.00048259i,-0.00089959+0.00012477i,-0.00032663-0.00052125i,8.6987e-05-0.00013851i,-0.00048753+0.00030917i,-0.00040067-0.00029819i,0.00036358-3.2422e-06i,0.0006964+0.00056936i
0.00014737-0.00081028i,-0.00027924-0.001952i,5.0986e-05-0.0029936i,0.00035786-0.0024176i,-6.7933e-05-0.0015207i,-0.00057187-0.00081089i,-0.00094608-0.0001674i,-0.00048553-0.00050151i,0.00039882-0.00082907i,0.00014229-0.0011956i,-0.00059438-0.0012911i,-0.00050223-0.0010929i,-0.00048103-0.00053129i,-0.0005134-0.00026407i,0.00032555-0.00035326i,0.00040381+0.0001357i,-0.00011251+0.00060047i,0.00015878+0.0001852i,0.00021671-0.00052826i,-0.00047284-0.00042099i,-0.00030245-0.00011988i,0.00038466+9.4672e-07i,0.00037956-0.00061826i
0.00074232+0.0017935i,0.001553+0.0013256i,0.0022336+0.00024073i,0.001668-0.00069492i,0.00021695-0.0015296i,-0.00077455-0.00072351i,-0.00091167+0.00014292i,-0.00078886-0.00010136i,-0.00017432-0.00032266i,0.00026684-0.00086762i,-9.8402e-05-0.0012853i,-0.00024739-0.0012889i,-0.00018792-0.0011385i,-0.0001909-0.00031329i,-0.00049863-0.00032361i,-0.00023839-0.00050564i,0.00051093+5.8015e-05i,0.0011242+0.00040459i,0.0010066+0.00027045i,0.00028709-0.00052925i,0.00022077-0.00059613i,0.00078451+0.00024515i,0.00044772+0.00053019i
0.001013-0.002699i,0.00058746-0.0028995i,-0.00016589-0.0036244i,-0.00088196-0.0034945i,-0.00085665-0.0012725i,-0.00049606+0.00090593i,-0.00038764+0.0012178i,-0.00056532+0.00059965i,-0.00064425-0.00040924i,-0.00040789-0.00066554i,-0.00024429+5.4198e-05i,-0.00043757+0.00044915i,-0.00032564-0.00018739i,-0.00080567-0.00058522i,-0.0013134-0.00073493i,-0.00047778-0.00087414i,-0.00039452-0.0003371i,-0.00060169-0.00015665i,-0.00048832-0.00034753i,3.1134e-05+2.3242e-05i,0.00042999+0.00031571i,0.00017035+2.8955e-05i,-0.00039985-0.00032779i
0.0018013-0.00063747i,0.0021574-0.0013961i,0.0019198-0.0021722i,0.0015718-0.00078716i,0.000314+0.00030318i,-0.0010932+0.00070984i,-0.00074039+0.001086i,-0.00011279+0.0005659i,-0.00025883-0.00055564i,-0.00036107-0.0011802i,-0.0006792-0.0006335i,-0.00026865+0.00034724i,0.0005592+0.00046685i,0.00071871+0.00017321i,0.00083767+0.00013541i,0.0010285+0.00059458i,0.00022795+0.00045449i,0.00026051+0.00022438i,0.00061745-4.142e-05i,-0.00020235-0.00024797i,-0.0011533-8.7185e-05i,-0.00090973+0.00024153i,-0.00040857+0.00024875i
-0.00030975-0.00071249i,-0.0011998-0.0012638i,-0.001714-0.0013441i,-0.0017762-0.00029015i,-0.0010189+0.00045786i,0.00014637+0.00040882i,0.0002055+0.00058507i,-7.7038e-05+0.00015508i,-8.6628e-05-0.00068654i,0.00018992-0.00032529i,0.00064013+0.00045722i,0.0010576+0.00023887i,0.00041466-0.0009214i,-0.00025979-0.0013832i,-0.00070396-0.00041695i,-0.00077547-0.0001548i,0.00031994-0.00060747i,0.00051281-0.00019237i,-0.00017213-0.00039059i,-0.00026233-0.00078391i,-0.00028982-0.00060416i,-0.00015883-0.00063099i,-0.00019252-0.00060496i
-0.0020773+0.00081023i,-0.0016141+0.0010672i,-0.0012509+0.0013653i,0.00015532+0.001539i,0.001296+0.0019421i,0.00065058+0.0016028i,-0.00020342+0.00029307i,-0.00041288-0.00056641i,-0.0010767-0.0012022i,-0.0012954-0.0010603i,0.00026055-0.00032914i,0.00091089-0.00030967i,0.00070301-0.00056531i,0.00058226-0.00078479i,0.00053413-0.00074644i,0.00021903-0.00014804i,-0.0002458+0.00023307i,-0.00080458+0.00082149i,-0.0005724+0.0012594i,0.00013604+0.00010858i,0.00076739-0.00082529i,0.00093472-0.00070394i,0.00051706-0.00075262i
0.001406-0.00077154i,0.00067988-0.0010767i,0.00069497-0.00026031i,0.00060413-0.00059804i,-5.7282e-06-0.00050513i,-6.3694e-05+0.00060659i,0.0002708+0.00077687i,-0.0011852+0.00027145i,-0.0014657+0.00052859i,0.00018338+0.00032796i,0.00031182-0.00070706i,-0.0002231-0.00056561i,-0.0005216+0.0002157i,-0.00018101+0.0003584i,-0.00049691+0.00023955i,-0.0010538+4.1815e-05i,-0.00078823-6.8901e-05i,-0.00020277+0.00035073i,0.00038914-0.00030178i,0.0011684-0.0013553i,0.0007756-0.00090505i,0.0001749+0.00018111i,-1.3113e-05+0.0003912i
0.0021797+0.0019135i,0.002585+0.00042568i,0.0026749-0.0006007i,0.0013367-0.00098749i,0.00042255-0.00087401i,0.0001069-0.0003487i,-0.00017851+3.6583e-06i,0.00021078-0.00032098i,0.00061926-0.00092415i,0.00023655-0.00091218i,-0.00052886-0.00081426i,-0.00054391-0.00085254i,-0.0001731-0.00038889i,7.8342e-05+0.00054126i,-7.8831e-05+0.0004834i,3.9786e-05+1.0064e-05i,3.5963e-05-5.1506e-05i,0.00023884+0.00028679i,0.00038094+0.00060029i,0.00056416+0.00014307i,0.0012364-0.00064343i,0.00033836-0.00036999i,-0.0011499-7.9205e-05i
-0.0016749-0.00029261i,-0.00051754-0.00050228i,-4.8445e-05-0.00036369i,-0.00089454-0.000115i,-0.0010824-0.00038881i,-0.00033821-0.00090734i,-0.00069392-0.00043429i,-0.0011075-0.00030278i,-0.00064424-0.0011962i,-0.00023928-0.0010396i,-0.00014378-0.000676i,0.00031684-0.00062041i,-4.4475e-05-0.00012507i,-0.00018974-0.00014615i,9.8193e-06-0.00032993i,-0.00063119-0.00054608i,-0.00023746-0.00057843i,0.0002542+0.00031087i,-0.00017013+0.00054745i,0.00011071-0.00034382i,0.00087822-0.00065137i,0.00068171-0.0010844i,-0.0005347-0.0012391i
0.0023671-0.00043228i,0.0014844-0.00072287i,0.00086028-0.0016356i,0.00032313-0.0013115i,-0.00086453-0.00023694i,-0.0014783+0.00049958i,-0.00098218+0.00029523i,-7.5782e-05-0.00025896i,0.00095879-0.00076885i,0.00079955-0.0013919i,-0.00023343-0.0018947i,-0.00054408-0.0015449i,-0.00053237-0.00019051i,0.00044944+0.00010058i,0.0010212-7.523e-05i,0.00023163+0.00011183i,-0.00057279+0.00034913i,-0.0010224+0.00042467i,-0.00098016-0.00011722i,-0.0005118-0.00056145i,-0.00019798-0.00098654i,0.0005072-0.00088059i,0.0006129-0.00048751i
0.00036676+0.00074896i,0.00038899-9.5011e-05i,0.00097588-0.0015025i,0.0010098-0.0020176i,-0.00044625-0.0018304i,-0.0015972+4.0223e-05i,-0.0012819+0.0015716i,-0.00010055+0.00084881i,0.00019764-0.00017647i,-0.00010827-0.00022116i,-1.2475e-05-0.00023565i,0.0005455-0.00060902i,0.0006091-0.00056917i,0.0001362+0.00065659i,-0.00040903+0.0016648i,-0.0004595+0.0012764i,0.00016004+0.001322i,0.0009586+0.0014418i,0.00096373+0.00059557i,0.00020747+0.00071725i,0.00032622+0.0011606i,0.00057429+0.00039352i,-0.00071805-0.00041995i
0.0012225+2.5252e-05i,0.0018929-0.001213i,0.0019627-0.0014439i,0.0010854-0.0014778i,-2.1338e-05+0.0001074i,-0.00047487+0.0008425i,-0.00010738+0.00025548i,0.00033375-0.00022202i,0.00090126-0.00041296i,0.0001891-0.00019642i,-0.00029565-0.00047167i,0.00018327+0.00014306i,-0.00022778+0.00096271i,-0.001124+0.00051924i,-0.001376+9.8833e-05i,-0.0014317+0.00042178i,-0.0010605+0.00061377i,-0.00037564+0.00038389i,-0.00059534+0.00043529i,-0.00084222+0.0011027i,-0.00054935+0.00073433i,-1.7867e-05-0.00061906i,0.00015991-0.001042i
-0.001758-0.0010038i,-0.0019821-0.00074117i,-0.0026701-0.0012871i,-0.0024752-0.0018427i,-0.0010362-0.00043873i,-0.00044579+0.00062382i,-0.00070621+0.0004703i,-0.00096264+0.00048831i,-0.00077322+9.182e-05i,-0.00064146-1.7236e-05i,-0.00018668+0.00047867i,7.5946e-05+0.00043663i,-0.00068081+0.00084369i,-0.00097987+0.0006427i,-0.00039521-0.00070045i,5.4853e-05-0.00069787i,-0.00017836-0.00012892i,-0.00085965+0.00032497i,-0.00079404+0.00046731i,-0.00021972+0.00083099i,0.00011083+0.0011945i,0.00035152+0.00050778i,0.00072827-0.0001871i
0.0019166+0.0018173i,0.0023178+0.00084808i,0.0021112+0.00057458i,0.00091121+0.00060008i,0.00078255+0.00070804i,-0.00011351+0.0009941i,-0.00053349+0.00085975i,0.00016452+9.0615e-05i,0.00037589-0.00059251i,-1.6961e-05-0.00033956i,-0.00019182-0.00062298i,0.00067457-0.00058763i,0.00091519+0.00093374i,0.00032304+0.0019359i,-0.00044876+0.0011138i,-0.0003554+0.00035791i,-0.0002817+0.00044613i,-0.00029843+3.7945e-05i,-0.0003503-0.0004184i,-0.00047032+0.0004693i,-0.00011385+0.0005908i,0.00047282-0.00016485i,0.00070139-0.00061234i
