-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
0.00033828+0.00091111i,0.00073986+0.00029783i,0.00046179+8.0499e-05i,-0.00073868+0.0001002i,-0.0010133-0.00065942i,-0.00023323-0.0013733i,0.00065483-0.00089716i,0.00040678-0.00023622i,-0.00045614+0.00096824i,0.00012945+0.0019043i,0.00031141+0.0021867i,0.00052962+0.0021057i,0.0010121+0.0013665i,2.0445e-05+0.00034989i,-0.0006086+3.2113e-05i,6.7201e-05+0.00058064i,6.9188e-05+0.00074197i,-0.000705+0.00060987i,-0.00090607+0.00083955i,-0.00063897+0.0010707i,-0.00013407+0.00081815i,0.00020726+0.00060753i,-4.7709e-05-6.7047e-05i
-0.0028246+0.0010178i,-0.0010327+0.0013267i,5.9223e-05+0.00085455i,0.0001338+0.00017811i,0.00057965+0.00072168i,0.0020746+0.00084834i,0.0011585+0.00028177i,-0.00053282+0.0002251i,-0.0011216+0.0011779i,-0.00074872+0.0018834i,0.00011113+0.0020367i,-0.00029054+0.0014057i,-0.00042637+0.00041021i,-0.00039021+0.00072459i,-0.00019241+0.00085695i,0.00031167-0.00011817i,-0.00049051-0.0011956i,-0.0014365-0.00054739i,-0.0012696+0.00021247i,-0.00059327-0.00055543i,-0.00022282-0.00087677i,2.6909e-05-0.00053209i,0.00047294+0.00019299i
0.0011268+0.001155i,0.00056595+0.00092853i,0.0019178-3.3065e-05i,0.0013298-0.00062115i,-0.00073344-0.0010032i,-0.00048235-0.00059132i,0.00043787+0.00082347i,-0.00015262+0.0010567i,-0.00059888+0.00044492i,-0.00029826+0.00092088i,0.0002074+0.00075533i,0.00051163-0.00018923i,-5.386e-06+0.00037665i,-0.00072831+0.00044219i,-0.00046656-0.00025156i,-0.00028076-6.0198e-05i,-0.00099333+0.00047123i,-0.0010136+0.0008526i,-0.00094264+0.00052466i,-0.0010626-9.5751e-05i,-0.00028051+0.00023512i,0.00022055+0.00015231i,0.00022011-0.00046199i
0.0016698-0.0014776i,0.0017141-0.0014331i,0.0013031-0.001726i,-0.00034419-0.0014486i,-0.0017737-0.0011802i,-0.00083613+5.7061e-05i,0.00051487+0.00060594i,0.00020038+0.00013939i,-0.0005142+0.00062337i,-0.0001444+0.0013287i,0.00017456+0.0013541i,-0.00031811+0.00030812i,-0.00010521-0.0010892i,0.00018309+1.1466e-05i,0.00028124+0.0012394i,0.00031742+0.0010685i,-1.5515e-05+0.00092593i,0.00011551+0.0012173i,0.00058432+0.00065732i,0.00028703-6.5516e-06i,3.3478e-05+0.0005767i,0.00046031+0.0006518i,0.00062756+0.0001528i
-0.0016285-0.00024757i,-0.001724-0.00064038i,-0.00075255-0.0012866i,-0.00081474-0.00068865i,-0.0011593+0.00070177i,-0.001109+0.0012432i,-0.00030523+0.00061248i,-0.00046541+0.00016936i,-0.00079014+0.00044604i,-0.00045396+0.00050116i,-0.00026875+0.00048594i,-3.7115e-05+0.000658i,0.00044989+0.00086127i,0.00022662+0.001i,0.00050112+0.00041601i,0.00095143-0.00055459i,2.6423e-05-0.00079399i,-0.001188-0.00082368i,-0.0013322+0.00057923i,-0.00064493+0.0020466i,-0.00032841+0.00095956i,0.00016766-0.00037885i,-0.00021121+5.5561e-05i
-0.00053937+0.0016674i,7.0186e-05+0.00041578i,0.0006929-0.00065183i,0.0010586-0.0011737i,0.0017857-0.0013361i,0.0019858-0.001557i,0.0010074-0.00075698i,-0.00015748-3.8348e-06i,-0.0012268+0.00037119i,-0.0010592+0.00060113i,-0.00057351+0.00067269i,-0.00040759+0.00098975i,-0.00016982+0.001364i,-0.00043088+0.001375i,-0.00045534+0.00092367i,-0.00047951+7.8564e-05i,-0.00064736-0.00078237i,-0.00118-0.00071684i,-0.0017736+0.00029914i,-0.001365+0.00082026i,-0.00052347+0.00020014i,0.00018372-0.00040371i,0.00080202-0.00029662i
0.00079632-0.0010768i,0.00073966-0.001133i,-0.00060645-0.0024957i,-0.0024176-0.0028295i,-0.0024937-0.0023242i,-0.0010586-0.00080101i,-0.00031851+0.00012225i,-0.0012308+0.00030887i,-0.0025051+0.0010083i,-0.0023033+0.0016419i,-0.0012359+0.0024546i,-0.00073442+0.0021393i,-0.0014619+0.00099268i,-0.0014676-0.00032551i,-0.00041351-0.00050114i,-0.00043289-0.00035638i,-0.00048623-0.00049219i,-0.00059788-0.00020263i,-0.00086949+0.00025087i,-0.00077339+0.000403i,-0.00032347+0.00029194i,-3.589e-05-0.00026297i,-0.00023169-6.1482e-05i
-0.00084782+0.00021882i,-0.0011331-0.00031358i,-0.00069154-0.0013289i,-0.0008092-0.0019432i,-0.0017215-0.00074882i,-0.0013713+0.00047055i,-0.00013249+0.00024006i,-0.00011706+0.00036651i,-0.00051919+0.0013125i,0.00046455+0.0016449i,0.0019341+0.00096134i,0.0019559-9.7858e-06i,0.00084063-0.00053515i,-0.00094386-0.00037238i,-0.0017231-0.00039028i,-0.00069749-0.00035006i,-8.101e-05-0.00068863i,-0.00032623-0.00047152i,-0.00080402+0.00037326i,-0.00040771+0.00041865i,0.0004897+0.00025948i,-0.00023386+0.00050695i,-0.00099036-0.0001817i
0.0010046+0.0015477i,0.001392+0.0009455i,0.0023918-0.00076703i,0.0014876-0.0012151i,-0.00061657-0.0016787i,-0.00074087-0.0017145i,-0.00014104-0.00055767i,-0.00020353+0.0003158i,0.000732+0.00051807i,0.0015704+0.0005786i,0.001567+0.00066542i,0.0010016+0.00036699i,0.00034358+0.00099266i,-0.00019658+0.0010168i,-0.0001196+0.00068351i,-0.00030488+0.0011663i,-0.00070543+0.0011737i,-0.00080008+0.00053124i,-0.0013089+0.00010108i,-0.00086167+0.00076832i,-0.00013984+0.0015315i,5.0057e-05+0.00084292i,0.00043775-0.00017518i
0.00040516-0.0029752i,0.0010012-0.0036587i,0.0004425-0.0038366i,-0.0014841-0.0037754i,-0.0019892-0.0021199i,-0.00013534+6.9314e-05i,0.00061821+0.0003574i,6.8314e-05-8.524e-06i,-0.00035558+0.00047513i,-0.00089353+0.00039623i,-0.00062242-0.00012074i,0.00023343+0.00012619i,0.00024975+0.00086382i,0.00016664+0.001167i,0.00074035+0.0011531i,0.00035728+0.0006095i,-0.00084957-0.00060867i,-0.0015323-0.00048799i,-0.0019251+0.00032095i,-0.001502+0.00055708i,-0.00059066+0.00026403i,-0.00056681+0.0001871i,-0.00091033+0.00011332i
2.8884e-05-0.0010816i,-0.0013074-0.0014563i,-0.0031621-0.0032491i,-0.0034764-0.0034343i,-0.0029794-0.0013869i,-0.0016141+0.00090187i,-0.00044002+0.0014657i,-0.0014002+8.9265e-05i,-0.0018881-0.00084991i,-0.0010888-0.0003648i,-0.00088921+9.0025e-05i,-0.00070467+0.00030405i,-0.0002601-9.1171e-05i,0.00043168-0.00012319i,0.0011064-0.00015237i,0.0012516-0.0013186i,0.00018842-0.0018696i,-0.00080921-0.0012812i,-0.00093945-0.00043313i,-0.00075303-9.7303e-07i,-0.00072503+0.00022096i,-0.00031705+0.0006982i,3.0749e-05+0.0004831i
0.00021535+0.0015001i,-0.00093869+0.00063474i,6.293e-05+0.00011812i,0.00053888-0.00064102i,-7.8359e-05-0.0011391i,2.4633e-05-0.00067205i,0.00024671+0.00012055i,-0.00020527-0.00022524i,-0.00091132-0.00014688i,-0.00087196+0.00062022i,-0.00021273+0.00091571i,0.00046314+0.0010645i,0.00075853+0.00051331i,0.00074037-0.00034168i,0.00046314-0.00045659i,0.00027123-0.00037482i,-0.00014958-0.00071797i,-0.00066569-0.00079867i,-0.00029865-0.00054637i,4.1273e-05+0.00025613i,-0.00047056+0.0014288i,-0.00028479+0.001471i,0.00023619+0.00043835i
0.0010955+0.00066751i,0.0015091-0.00055423i,0.001617-0.001373i,0.0017572-0.0013678i,0.0016009-0.00089407i,0.00079154-0.00055359i,-0.00023974-1.5343e-05i,-0.0013122+0.00040716i,-0.0018321+0.0014426i,-0.0011964+0.001586i,7.3723e-05+0.0010921i,0.0010936+0.00084526i,0.00046164+0.00096962i,-0.00031259+0.00072247i,-0.00029479+0.00051098i,-0.00060313+0.00029721i,-0.00066165-0.00045627i,-0.000942-0.00062991i,-0.0014101-0.00028389i,-0.0012861-0.00011083i,-0.00098259-0.00030524i,-0.00059527-0.00019966i,-0.00026121-0.00024318i
0.0012033+0.0015891i,0.0013381+0.0010921i,0.0010957+9.0258e-05i,3.8904e-05-0.0010017i,-0.00019643-0.0015127i,0.00010197-0.0010416i,0.0008916-0.00033442i,0.00045639+0.00077592i,-0.00067306+0.0021813i,3.7053e-05+0.0025692i,0.00059914+0.0020356i,0.00030085+0.001116i,0.00055952+0.00079715i,0.00038433+0.0010703i,-0.00033849+0.00047228i,-0.00034577-0.00026454i,-0.00015853-0.00079088i,-0.0002656-0.0010518i,0.0001362-6.0037e-06i,0.00038022+0.00053182i,0.00026006+0.00026673i,0.00014371-1.9231e-05i,0.00010693-0.00037868i
-0.00029507-0.0010952i,-0.0011424-0.0020466i,-0.0013456-0.0017209i,-0.00013119-0.0013283i,0.00015236-0.00043381i,1.6677e-05+0.00075922i,0.00057354+0.0010546i,-5.3589e-05+0.0013104i,-0.0001387+0.0016826i,0.00036061+0.0015891i,-0.00025404+0.0009352i,-0.00063521+0.00010953i,-0.00079768-8.4567e-05i,-0.00068705-0.00015761i,-0.00010236+0.00039647i,0.0004682+0.00099004i,0.00024777-6.7428e-05i,-0.00057445-0.0010384i,-0.00076241-0.00097614i,-0.00070672-0.00050651i,-0.00093996-1.4742e-05i,-0.00011272+6.2025e-05i,0.00065733-0.00053835i
0.0016167-0.00036453i,0.00068975-0.00089997i,-0.00083292-0.001406i,-0.0018384-0.0011908i,-0.0022445-0.0007648i,-0.0013922-0.00040163i,9.1355e-05-0.00033546i,-0.0002906-0.000841i,-0.00096297-0.00068297i,-1.5843e-05+0.00038584i,0.00062593+0.00096305i,0.00015231+0.00026997i,-6.8669e-06-0.00033222i,0.00055084-0.00030471i,0.00044704+0.0004526i,0.00028459+0.00085912i,-0.0003652+0.00029995i,-0.00078122-0.00018986i,-0.00094133+0.00015626i,-0.00038156+0.00094351i,0.00038687+0.0013629i,0.00036052+0.00045975i,-8.6373e-05-0.00029268i
-0.00015723-0.0013402i,-0.00089601-0.0013886i,-0.0012121-0.0022664i,-0.00083328-0.0030637i,-0.00061693-0.0024559i,0.00023237+0.0001433i,0.001039+0.0013086i,-0.00057959+0.00072899i,-0.001309+0.00049437i,-0.0005455+0.00012804i,-0.0012792-0.00038809i,-0.0014301+0.00069738i,-0.00079685+0.0015104i,-0.00042673+0.00083894i,4.8899e-05+0.00054317i,-0.00014028+0.00058097i,-0.0003681-0.0002085i,-0.00023378-0.00076183i,-0.0008316+8.5503e-05i,-0.0010954+0.00073796i,-0.00072538+0.00020991i,-0.00047421-0.00012941i,-0.00093131+8.3377e-05i
0.00067371-0.002686i,0.0001296-0.0023739i,-0.0004619-0.0025512i,-0.0024194-0.0025964i,-0.0030613-0.0012588i,-0.0013775+0.00030908i,-0.0005798+0.00045907i,-0.00079565-8.5702e-05i,-0.0020319+0.00031687i,-0.0023259+0.00065823i,-0.0013179+0.00091205i,-0.00033466+0.0011736i,0.00015782+0.0017307i,0.00014982+0.0013466i,-0.0004394+0.0005509i,-0.00077294-0.00039633i,-0.0006337-0.0013929i,-0.0006077-0.00081253i,-0.00069916+0.0010744i,-0.00094655+0.0014034i,-0.00071942+0.0011511i,0.00025305+0.00094134i,0.00067658+0.00046025i
0.0013276+0.0016718i,0.0017759+0.0017251i,0.00078459+0.00026194i,-0.00021476-0.0012922i,-0.00038159-0.0014192i,0.00015394-0.00034665i,0.00014327+0.00093657i,-6.6694e-06+0.0014378i,4.7444e-05+0.0014352i,-0.00022643+0.0016368i,-0.00036406+0.0013105i,-0.00080192+0.00067523i,-0.00095967+0.00087709i,-0.00041628+0.00051394i,-9.2232e-05-0.0003031i,0.00013571-0.00071876i,-0.00027219-0.00071019i,-0.0011477-0.00013799i,-0.0014276+0.00012637i,-0.0010823+0.00054721i,-6.9625e-05+0.0012007i,-0.00040924+0.0011635i,-0.00095058+0.00056596i
-0.00016563+0.001824i,-0.00061866+0.0010726i,0.00057329-0.00053735i,0.0016827-0.0024346i,0.0015031-0.0023298i,0.00075531-0.0016657i,0.00019504-0.00081012i,-0.000778+0.00061561i,-0.00081684+0.0015742i,0.00011646+0.0023365i,0.00017385+0.001972i,-0.00037422+0.00057242i,-0.00037289+0.00016956i,-0.0002734+0.00088037i,-0.0001971+0.0015937i,0.00064845+0.0013502i,0.0014551+0.0005365i,0.00072392-0.00012221i,-0.00062307+0.0002379i,-0.0003081+0.00097134i,0.00031619+0.0012997i,7.7337e-05+0.0011803i,0.00041722+0.00050362i
-0.001413+0.00013706i,-0.0017623+2.2746e-05i,-0.0015976+0.00094125i,-0.0013953+0.0014153i,-0.0010264+0.0003425i,-0.00012303-0.00040458i,-1.5986e-05-0.00079717i,-0.00077493-0.00028191i,-0.0013279+0.0010681i,-0.0011036+0.0020924i,-0.0003182+0.0017591i,0.00043152+0.00088767i,0.001145+0.00084624i,0.0012256+0.0014016i,0.00017808+0.0007115i,-0.00055155-0.00020405i,2.0057e-05-0.00015441i,0.00029545+0.00018662i,-7.3652e-05+0.00053438i,0.00012272+0.00079556i,0.00078123+0.001134i,0.00070963+0.0015425i,0.0002114+0.001088i
-0.00062568-0.00065123i,-0.00081747-0.00077537i,-0.0011199+1.0004e-05i,-0.0010225+0.00013705i,-0.0010998+0.00099929i,-0.00067453+0.0024841i,0.00061165+0.0020649i,0.00055314+0.00081059i,-0.00074213+0.00054746i,-0.0011422+0.0013366i,-0.00065232+0.0013701i,-4.668e-05+0.0011502i,0.00025349+0.0014999i,0.00013276+0.0012717i,1.0728e-05+0.00038538i,-0.00092132+4.0308e-05i,-0.00074061-1.547e-05i,-0.00011954-3.882e-05i,-0.00071899-0.00068819i,-0.00048053-0.00039499i,-0.00018466+0.00067705i,-0.00071188+0.0003837i,-0.00056833-7.6104e-05i
-0.00099431+0.0001196i,-0.00045987-5.5276e-05i,-6.2862e-05-6.8184e-05i,0.00026182-0.00099517i,0.0010655-0.0011838i,0.0013454-0.00036697i,0.0014046+0.00052878i,0.0016531+0.00011311i,0.00078898-0.00059049i,-0.00030293+0.00034455i,-0.00083031+0.00087343i,-0.0012525+0.00081042i,-0.001263+0.00092416i,-0.0014341+0.00059177i,-0.0003779-7.1338e-05i,0.00019503-0.00075037i,-0.00049367-0.0012832i,-0.00045871-0.0011279i,-0.00061853-0.00058128i,-0.00068552-0.00039787i,-0.00049815-0.00018482i,-0.00038684-0.00036296i,0.00011057-0.0011257i
0.00062986-0.00073335i,-5.123e-05-0.00011565i,-0.00081563-0.00084617i,-0.0019146-0.0015953i,-0.0019268-0.0011273i,-0.00065421+3.1482e-05i,0.00085584+0.00034168i,0.00050829+0.0002599i,-0.00044849+8.0654e-05i,-0.00095888+0.00021139i,-0.0012555+0.00079167i,-0.00057524+5.0875e-05i,0.00036917-0.00060053i,0.00036654-0.00027898i,-0.0002959-0.00054025i,-0.00044884-0.00024235i,-0.00019434+0.00022383i,-0.00048247+8.0587e-05i,-0.00075392+6.2712e-05i,-0.00025785+1.2133e-05i,-2.5981e-05-0.00015447i,2.8805e-05-0.00048444i,0.00023614-0.00045023i
-0.0015958+0.0014705i,-0.00025309+0.0014145i,0.00039325+0.0017992i,0.00095049+0.0010516i,0.001517+0.00030623i,0.0019421-0.00028643i,0.0011171-0.00037917i,-0.00013416+2.7406e-05i,-0.0010324+0.00060598i,-0.00095627+0.0014142i,-0.00029223+0.0013977i,0.00029633+0.0006426i,0.00078594+1.4126e-05i,0.0010226+0.00015498i,0.00078896+0.00089101i,0.00024985+0.001044i,0.00038834+0.00071528i,0.0003354+0.00057581i,-0.00010935+0.00033115i,-0.00011678+0.00016268i,0.00026873+0.00044911i,0.00022574+0.00071614i,-0.00029342+0.00052012i
-0.00035167+0.001502i,0.00063602+0.0030911i,0.00060094+0.0024039i,0.00012434+0.0002004i,0.00041075-0.00037104i,0.0012284+0.00012305i,0.0012379+2.351e-05i,0.00025863-7.795e-05i,-0.0010601+0.0003057i,-0.0012974+7.4751e-05i,-0.00053644+0.00031817i,-2.6214e-05+0.0015143i,-0.00010469+0.0023469i,-0.00071442+0.0021365i,-0.00088395+0.0010617i,-0.00060984+0.00041379i,6.5549e-05-0.00042067i,-0.00035128-0.00018114i,-0.0012931+4.2466e-05i,-0.00058886-0.00082834i,0.00039393-0.00029486i,-0.00011999+0.00033894i,-9.5142e-05-6.8468e-05i
0.000798+0.00046742i,0.00032344-0.00070554i,-0.00052136-0.0016749i,-0.0011208-0.0022531i,-0.0012884-0.0022956i,-0.00052567-0.00054802i,-0.0003664-4.8718e-05i,-5.8741e-06-0.00014107i,0.00025096+0.0006818i,0.00016672+0.00094286i,0.00017356+0.00070057i,-0.00014618+0.00073949i,-0.0010931+0.0005733i,-0.0017154+9.2917e-05i,-0.0010153-0.00017565i,0.00011743-4.3311e-05i,0.00061783-0.00019061i,-0.0006181-0.00091196i,-0.001538-0.00079656i,-0.00073819+0.00027825i,-0.00014553+0.0005281i,-3.8606e-05+0.00021964i,-0.00025984-0.00039869i
-0.00091555+0.00024691i,-0.0017702+0.00087608i,-0.0020101+0.0014872i,-0.0018013+0.00112i,-0.0014428+0.00087825i,0.00027697+0.0018341i,0.0012681+0.0019741i,0.00061603+0.00085122i,-4.9436e-05+0.00094802i,-0.00037706+0.0016103i,-0.00015616+0.00081986i,0.00019552-0.0002724i,0.00083749-0.00096085i,0.0011327-0.0012301i,0.00071161-0.0012199i,0.00028546-0.00085935i,-0.00010278-0.00065247i,-0.00016612-0.00081231i,-0.00025985-0.00046214i,-0.0003355-0.00043496i,-4.7065e-05-0.00036106i,0.00050205+0.00039997i,0.00022157+0.0012737i
-0.0013581+0.0029707i,-0.0013856+0.0026016i,8.2381e-05+0.0022557i,0.0015109-0.00086859i,0.0022685-0.0024573i,0.001515-0.0014197i,0.00069614-1.2875e-05i,-0.00026733+0.00026814i,-0.0012663+0.00059069i,-0.00054498+0.0010386i,1.9148e-05+0.00092892i,0.00043646+0.00048277i,0.00089194-0.00027216i,0.00070827-0.00035139i,0.00036181+0.00071758i,0.00051866+0.00069808i,0.001037+0.00017734i,0.00070853+3.6612e-05i,-5.4547e-05+3.0634e-05i,-0.000309+1.192e-05i,0.00018743-0.00032847i,0.00048086+6.8952e-05i,3.2123e-05+0.00030489i
0.0015835-0.0010286i,0.0013903-0.0010242i,0.00028799-0.00097i,-0.00013213-0.0012012i,-0.00025973-0.00052292i,-0.00046639-0.00065256i,-2.3051e-05-0.00039192i,-0.00069361+0.00034499i,-0.0015762+0.00063715i,-0.00035745+0.00045413i,-6.7219e-05+0.00091393i,-0.00051533+0.001551i,0.00058915+0.0022074i,0.0011851+0.0024034i,0.00073988+0.00117i,-9.4967e-05+0.00030567i,-0.00096942+0.00057655i,-0.0015859+0.00015369i,-0.0014632+1.7852e-05i,-0.00096753+0.00080674i,-0.00040026+0.00075707i,-0.00043948+0.00034383i,-9.2733e-05+8.7106e-05i
0.0012788-0.001922i,0.00077618-0.0017437i,0.00047396-0.0013237i,0.00046607-0.00087863i,-9.7364e-05-0.00044643i,-1.5025e-06+0.00021208i,-0.00019452+0.00027841i,-0.00037181+0.00027322i,-0.00030604+0.00076055i,-0.00025515+0.00062926i,-0.0004747+0.00021918i,-0.0011121+0.00043179i,-0.0022454+0.00073417i,-0.0027612+4.4705e-05i,-0.0012091-0.0008315i,0.00012309-0.00098553i,0.00021571-0.0013342i,-0.00046351-0.0015799i,-0.00079919-0.00040924i,-0.00029394+0.00065529i,-0.00012461+0.00096057i,-0.00040333+0.0015169i,3.7469e-05+0.0011502i
0.00051317+0.00052683i,-0.00028885-0.00022833i,-0.00050765-0.001977i,-0.00010948-0.0027252i,-1.7905e-06-0.0020181i,0.0002101-0.00028383i,0.00030016+0.00026512i,-0.00035921-8.8169e-05i,-0.0006603+0.00028548i,0.00018264+0.00065987i,6.5459e-05+0.00018764i,-0.00087911-0.001312i,-0.0013993-0.0028989i,-0.00046923-0.0022862i,0.00010467-0.00072414i,-0.00077967-0.00066287i,-0.00088114-0.0013964i,-0.00027679-0.0014278i,-0.00069464-0.0009679i,-0.00095691-0.00037081i,-0.00068545+0.00060489i,-0.0008848+0.0010844i,-0.00049768+0.00026148i
0.0013252-3.679e-05i,0.00099572-0.000274i,0.0010359-0.00035248i,7.9105e-05-0.0015218i,-0.0010038-0.0022907i,-0.0013143-0.0013797i,-0.00080909-0.00029391i,-0.00052032+0.00091032i,-0.00012899+0.0016693i,-0.00064413+0.0013309i,-0.00045479+8.7749e-05i,0.0010527-0.00049625i,0.0017016-8.6216e-05i,0.0017155+0.00016618i,0.0012076+0.00042469i,0.00022251+0.00029494i,-0.00037899-0.00022366i,-0.00066439-0.00083092i,-0.00043992-0.0003916i,-0.000346+0.00040231i,-6.8939e-05+0.00095836i,0.00072033+0.0009904i,0.00071655+0.00023163i
0.0017517-0.0020357i,0.001709-0.003135i,-0.0003061-0.0039981i,-0.0019467-0.0031447i,-0.0023833-0.0014281i,-0.0022531+0.00057205i,-0.00059679+0.00093924i,0.00050283+0.00094138i,-4.0014e-05+0.0010754i,-0.0005023+0.00042324i,-0.00014262+0.00081278i,0.00021508+0.0027173i,0.00061467+0.0040477i,0.0011561+0.0039025i,0.00076591+0.0025044i,0.0001634+0.00089649i,-0.00051339-0.00023104i,-0.00065794-0.00012019i,-0.00095038+0.00045597i,-0.00040751+0.0002536i,0.00018391+9.9066e-05i,-0.00022913+0.00022286i,-9.6909e-05+0.00011888i
-0.00097956-0.0013843i,-0.0014164-0.00085946i,-0.0018703-0.001335i,-0.0012503-0.0014002i,-0.0010966+0.00037972i,-0.00019404+0.0013223i,0.00091267+0.00039182i,0.00099539-6.1225e-05i,0.00029261+3.7254e-05i,-0.00022512-0.00023871i,-0.00024216-2.2802e-05i,-0.00041886+0.00075102i,-0.0017435+0.0010154i,-0.0026328+0.00056376i,-0.0013244-0.00025764i,0.00040566-0.0004984i,0.00031342-0.00067431i,-0.0007413-0.00068058i,-0.0013745-0.00044739i,-0.0011441-0.00017678i,-0.0012421+0.00043925i,-0.0014738+0.0010353i,-0.00084727+0.00085547i
-0.00079417-0.00043379i,-0.00074317-5.7897e-05i,0.00096841-0.00080793i,0.0009489-0.001283i,-0.00053664-0.00075221i,-0.00080946-0.0012059i,-9.2679e-05-0.0014174i,0.00050751-0.00095878i,0.00058244-0.0001157i,0.001049+0.00031045i,0.0011425-0.00021949i,-0.00023666-0.0012242i,-0.0016472-0.0021024i,-0.0021545-0.0020861i,-0.0016327-0.0018082i,-0.00073282-0.0012019i,-0.00056607-0.00081885i,-0.00042367-0.0001251i,-0.00048306+0.001249i,-0.0012882+0.0013584i,-0.0011301+0.00064114i,0.00039821+0.00069593i,0.00086246+0.00056535i
0.0010122-0.0014517i,0.00062673-0.0019125i,-5.9738e-05-0.0011448i,-0.00088333-0.00098399i,-0.001813-0.00020316i,-0.000956+0.0011355i,0.00047859+0.0014792i,-0.0011414+0.00081368i,-0.0028422+7.6257e-05i,-0.0016552+6.1777e-05i,-0.00065877+8.5247e-05i,0.00055094-0.00086848i,0.002208-0.00078243i,0.0021051+0.00046963i,0.0011188-1.6582e-05i,0.00052836-0.0010799i,-0.00014947-0.0011671i,-0.00024502-0.00063029i,0.00039206+3.2582e-05i,0.0006668+0.00083803i,0.00086309+0.0014667i,0.0011992+0.0012189i,0.0014114+4.6898e-05i
-0.0018424+0.0016345i,-0.0013364+0.00092345i,-0.0018633+0.00016958i,-0.0011553-0.00073182i,6.0006e-05-0.0009411i,0.0007622-0.00033378i,0.00093717-0.00036649i,-0.00011749+0.00041436i,-0.0015925+0.00081073i,-0.0016064+0.00018696i,-0.00062464+0.00048179i,0.00050487+0.0016828i,0.00072105+0.0027181i,0.0005127+0.0024927i,0.00015764+0.0011585i,-0.00029436-8.5655e-06i,-0.00013372+8.6535e-05i,-0.00021777+0.00022108i,-0.00082213+9.9895e-05i,-0.00036776+0.0006843i,0.0006186+0.0012021i,0.00078053+0.00075452i,0.0002987+1.002e-06i
0.0017079+0.00080189i,0.0022382+0.0007268i,0.0027883-0.00021819i,0.0020707-0.0013161i,0.00085544-0.0018963i,0.0008307-0.00098837i,0.00045533-0.00012359i,6.4529e-05+8.2189e-05i,-0.00015157-0.00019242i,-0.00015372+0.00037614i,-0.00054926+0.0011761i,-0.0016305+0.002163i,-0.0029962+0.0029097i,-0.0032539+0.0024014i,-0.0016028+0.0016587i,-0.00034417+0.001005i,-0.00024499+0.00017063i,-0.00058629-0.0009024i,-0.00080753-0.0006352i,-0.00062304+0.00068033i,-0.00063787+0.00097916i,-0.00056363+0.00078384i,-0.00065445+0.00024377i
-0.001112-0.00060593i,-0.0011618-0.00041768i,-0.00016813-0.00040988i,-0.000461-2.4721e-05i,-0.0012217+0.00031419i,-0.00025546+5.0618e-05i,0.00051081+0.00010152i,0.00020839+3.3343e-05i,0.00047794+0.0006048i,0.00043195+0.0017618i,-0.00010413+0.0011226i,-0.00068241-0.00025692i,-0.0012344-0.001296i,-0.0016068-0.0012771i,-0.0014731-0.00025445i,-0.0013866-0.0001057i,-0.0011558-0.00056137i,-0.00084804-0.0011475i,-0.00083478-0.0015778i,-0.00021686-0.00045749i,-0.00012219+0.00073647i,-0.00072784+0.00070776i,-0.0010216+8.1534e-05i
-0.002756+0.00022875i,-0.0019027+0.00049852i,-0.0010481+0.00073929i,-0.0010618+0.00049579i,-0.00038226+0.000793i,0.00083474+0.001609i,0.0010932+0.00051113i,0.00061621+0.00025685i,-0.00010669+0.0011986i,-5.6585e-05+0.0010881i,0.0010886+0.0006733i,0.0021977+0.00014707i,0.0030048-0.00087892i,0.0027676-0.00086331i,0.0015797+0.00028166i,0.00082725-6.8624e-05i,0.00064257-0.00080045i,0.00066965+0.00015856i,0.00018337+0.0003828i,-7.2657e-05-0.00066869i,-0.00027579-5.1031e-05i,-0.00079212+0.00080765i,-0.00021204+4.2859e-05i
0.0018797-0.00070502i,0.0023685-0.0014476i,0.0017009-0.0030028i,0.00024669-0.0039591i,-0.00012123-0.0033158i,-0.00038105-0.0016867i,-0.00053957-0.00083721i,8.017e-05-0.00081733i,-0.00070427-0.00099299i,-0.0018414-0.00043726i,-0.0014104+0.00035133i,0.00043754+0.0016295i,0.0027023+0.0028988i,0.0027197+0.00291i,0.0020248+0.0018359i,0.0016873+0.00080766i,0.00098884-0.00027683i,-4.2127e-05-0.00013513i,-0.00068526+0.00033325i,-0.00061106+3.6873e-05i,-8.8866e-05+7.5928e-05i,0.00061995+0.0011196i,0.00069428+0.00084178i
