-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
-0.00062605-0.0004674i,-0.00021953+0.00020227i,0.00048033-0.0007695i,0.0010665-0.00053426i,0.0013501+8.7338e-05i,0.0010265+8.3266e-05i,-4.9735e-05+0.00076502i,-0.00045083+0.00079272i,-0.00079657+0.0005074i,-0.00068435-0.00072034i,-0.00017896-0.0011744i,-5.6724e-05-0.0004046i,-0.00049969+0.00043502i,-0.00035136+0.00018233i,-0.00016789-0.00027926i,-0.00069543-0.00070893i,-0.00038749-0.0013523i,-0.00035773-0.0014127i,-0.00068063-0.00071402i,-0.00015864+0.00014739i,-0.0001424+0.00047567i,-0.00023137+0.00013052i,-0.00018017-0.00027993i
0.0014881+0.00082826i,0.0015541+0.0011724i,0.00096177+0.00069842i,0.0003319+0.00052024i,0.00015178+0.00060819i,-0.00029374+0.00064444i,-0.00055046+0.00060109i,-0.00059765+0.00066029i,0.00012321+0.00086046i,0.00030835+0.00056198i,-0.00018426+0.00073322i,-0.00055596+0.00086409i,-0.00022289+0.00079178i,0.00036603+0.000262i,-0.00024197-0.00081493i,-0.00051223-0.00065774i,-0.00029919-0.00021956i,-0.0010407+0.00012761i,-0.0011272+0.00068537i,-0.00042206+0.00081413i,-0.00040162-6.0993e-05i,-0.00043298-0.0009471i,-0.00012205-0.00062082i
-0.0019141+0.00028993i,-0.0020132+0.001123i,-0.0015535+0.0017646i,0.0001502+0.0021156i,0.0019174+0.0022877i,0.0020284+0.0015943i,0.00098986+0.00094091i,0.00076209+0.00075997i,0.00069543+0.0006374i,0.000954+0.00014812i,0.00030824+0.00029477i,0.00048759+0.00015946i,0.0012053-0.00078592i,0.0010194-0.00068519i,0.00033714+4.8519e-05i,-0.00069398+0.00029024i,-0.0005792+0.0003664i,0.00026877+0.00019831i,0.0002855+0.00029441i,0.00050788+0.00044039i,0.00051079+0.00079536i,-0.00027623+0.00054216i,-0.00040064-0.00077931i
0.0015031-0.0012048i,0.0014076-0.002348i,0.0014932-0.0023836i,7.9351e-05-0.00057981i,-0.0014175+0.00017524i,-0.00042404+0.00016643i,0.00027419+0.00053963i,-8.5333e-05+0.00073471i,5.5025e-05+0.00033233i,0.00048598-9.786e-06i,0.00046679+0.00046425i,-9.528e-05+3.5138e-05i,8.0497e-05-0.0006275i,0.00055107-3.7296e-05i,-0.00015649+0.00080419i,-3.4083e-05+0.00042725i,0.00027822-6.9538e-05i,9.2041e-05+0.00015423i,-0.00035945+0.00020504i,-0.00067631-0.00049052i,-0.00070587-0.00076519i,-0.00096491-0.00041419i,-0.00070875-0.00022227i
-0.0012305+0.0014056i,-0.00070537+0.0021404i,-0.00015619+0.0027444i,0.00021319+0.0028212i,0.0011291+0.0018519i,0.00059361+0.00055484i,-0.00052196+0.00066047i,-0.00022983+0.00062298i,9.3421e-05+0.00023582i,-0.00035319-3.4636e-05i,-2.4625e-05+7.4439e-05i,3.2268e-05+0.00039681i,-0.00016692+0.00028842i,6.849e-05+0.00023884i,1.2472e-05+0.00037505i,0.00020528+7.9315e-05i,0.0003212-2.1115e-05i,0.00020601+0.0002325i,1.6042e-05+0.00050832i,0.00014151+0.00058449i,0.00030017+0.00030714i,-0.00023786-3.0299e-05i,0.00019942+0.0003382i
0.0015027-0.0012508i,0.0018777-0.0024392i,0.0011362-0.0032562i,0.0002689-0.0017993i,-0.00065481-7.7554e-05i,-0.0011241+0.0013112i,-0.0003827+0.002471i,0.00036236+0.0014147i,0.00057292-0.00025039i,-6.0765e-05-0.00076827i,-0.00057806-0.00033795i,-0.00066536+0.00047011i,-0.00042518+0.00056476i,0.00069273-0.00015127i,0.0014694-0.00033246i,0.0010296-0.00026719i,0.00032866-0.00027657i,0.00014763-0.00041564i,-0.00027502+0.00013977i,-0.00061906+0.00069292i,-0.00047683+0.00045188i,-0.00074137+0.00015972i,-0.00072972-0.0005193i
-0.0007966-0.00064842i,0.0012941-0.00011608i,0.0014862+0.0014513i,0.00071507+0.0012364i,0.0010097+0.00067451i,0.0012084+0.0006848i,0.0012552-0.00054612i,0.0008462-0.00061222i,0.00064646+3.1218e-05i,0.00047513-0.00014144i,0.00047801+1.2184e-06i,0.000675-0.00040423i,0.00095846-0.00097688i,0.0010248-0.0015225i,0.00046902-0.00068322i,-9.993e-05-0.00020682i,-0.00033114-0.0010201i,-0.00078931-0.0007852i,-0.00093081-0.00081072i,-0.00028777-0.00032404i,-0.00030686+0.00063674i,-0.00072232+0.00037945i,-0.00056678+0.00042915i
0.0009966+0.00098265i,-1.3179e-05+0.0014646i,-6.2643e-05+0.001098i,0.001353+6.2627e-05i,0.002085-0.00051534i,0.0010215-0.00073576i,7.5868e-05-0.00025495i,0.00055892+0.0010475i,0.0012392+0.0011609i,0.00050552+0.00042377i,-0.00077334+0.00022077i,-0.00065237+0.00065209i,-0.00036677+0.00040449i,-0.0010447-2.716e-05i,-0.0013454+0.00034509i,-0.00066946+0.00060957i,-0.0009987+0.00036672i,-0.0016352-0.0004999i,-0.0010081-0.00044614i,-0.00032446+0.00031285i,-0.00044265-2.4869e-05i,-0.00018715-0.00024303i,-1.481e-05-0.00030264i
0.0010627+0.00033003i,0.0015217+0.00098473i,0.0014585+0.0014116i,0.001582+0.0010978i,0.0011499+0.00026213i,0.00049774-0.00095435i,0.00020777-0.00029588i,-0.00013124+0.00053283i,-0.00034564+0.0007592i,-6.8853e-05+0.00086248i,0.00010499+0.00077758i,-0.00027779+0.00076837i,6.7912e-05+0.0007988i,0.00092959+0.0010638i,0.00049603+0.00092241i,0.00024329+0.00090158i,0.00030591+0.00093274i,-1.4921e-05+0.00056876i,0.00056764+5.7726e-05i,0.00081159-0.00019402i,-0.00014557-0.00033554i,-0.00072822-0.00090843i,0.00029809-0.0010878i
-0.0024914-0.0018487i,-0.0028283-0.00099921i,-0.0030075-7.0943e-05i,-0.0023684+0.0015542i,-0.0015046+0.0016283i,9.378e-05+0.00096489i,0.0004019+0.00066935i,0.00048746+0.00034206i,0.00076345-0.00015973i,0.00049305+4.1385e-05i,0.00062345+0.00060907i,0.0007894+0.00041622i,0.00076197-8.1189e-05i,0.00095865+0.00020242i,0.00075063-1.19e-05i,0.00056278-0.00017417i,-3.8818e-05+9.164e-05i,3.7458e-05+0.00070581i,-0.00040893+0.00087757i,-0.0013158+0.00014859i,-0.00092995-8.8895e-05i,-0.00027986+0.00047058i,-0.00020983+0.00019606i
0.00098446+0.0026984i,0.0025203+0.0030086i,0.0044316+0.0030986i,0.0045314+0.0018173i,0.0033427-0.00013164i,0.0013162-0.00080219i,-0.00022132-6.4732e-05i,-0.00053993+8.4045e-05i,0.00019733-4.9303e-05i,0.00044405-0.00036425i,-0.00042694-0.00068499i,-0.00069497-0.0011011i,-0.00073611-0.00066874i,-0.00069686-0.00067628i,-0.00030925-0.0010383i,0.00055892-0.00012469i,0.00097443+0.0007799i,-0.00018499+0.00060304i,-0.00039049-0.00011399i,0.00051416-0.00061097i,0.00048804-0.00093748i,-0.00018637-0.00060794i,-0.00090924+6.088e-05i
-0.00049134+0.00051712i,-0.00063601+0.00086559i,-0.00032672+0.0016568i,0.00027101+0.0021601i,0.001431+0.0020146i,0.0015346+0.0010098i,0.00075155+0.00026127i,0.001367+0.00059308i,0.0017115+0.0007592i,0.001256+0.00074378i,0.00091832+0.00089236i,-7.5103e-05+0.00044058i,-0.00024347+0.00038021i,0.00036129+0.00081428i,0.00032092+0.00067596i,-0.00018859+0.00033672i,-0.0002578-2.4431e-05i,0.00012206+0.00046409i,-0.00028568+0.00088573i,0.00016798+0.00048002i,0.00084506-7.0197e-05i,0.00080548+0.00019822i,0.0010729+0.00019222i
0.00067195-0.00076075i,0.00049152+2.8477e-05i,-0.00033248+0.00088382i,-0.00012881+0.00065168i,-1.0218e-05+0.00082253i,0.00066619+0.00012811i,0.001098-0.00096762i,-0.00018632-0.00015211i,-0.00082541+0.00020843i,-7.1972e-05-0.00043902i,-0.00025975-0.00027737i,-0.00085508-0.00029474i,-0.00052127-0.00038231i,6.3447e-05-0.0002489i,0.00030042-0.00070471i,9.1249e-05-0.00081141i,0.00025306-0.00053178i,0.00031206-6.9766e-05i,-0.00044543+8.0556e-05i,-0.00091001-0.00013849i,-0.0007109-6.0247e-05i,-0.00059393-4.2536e-05i,-0.00012446-0.00059291i
0.0028847+0.0011191i,0.0032609+0.00041396i,0.0035333-0.00018549i,0.0024443-0.0012895i,0.0012283-0.0022557i,0.00033701-0.0019293i,-0.00063129-0.0011923i,-0.00046432-0.00012978i,0.00035637+0.00079659i,0.0011799+0.00032313i,0.0013495-0.00034118i,0.0007054+0.00022526i,-0.00033765+0.00052947i,-0.00062703+0.00026925i,-0.00054094+3.7514e-06i,-0.00051877-0.00012475i,-0.00057857+9.8123e-05i,-0.00056719+0.00050443i,-0.00032128+0.00030005i,0.00036815-0.00026756i,-1.2513e-05+2.2258e-05i,-0.00081701+0.000832i,-0.00075958+0.00055917i
-0.0015463-0.0009057i,-0.0016748+0.00024055i,0.00051477+0.0013278i,0.0016177+0.0010642i,0.00051887+8.2226e-05i,-4.1064e-06-6.1873e-05i,-0.00023859+0.00019461i,-0.0007503+0.00077891i,-0.00026257+0.001764i,0.00028814+0.0015559i,0.00034747+0.00065835i,0.00027104+6.0369e-05i,0.00032079-0.00045269i,0.00024032-0.00078717i,-3.5341e-05-0.00085358i,-0.00032775-0.00036715i,-0.00061416+0.00035273i,-0.00032066+0.00058461i,-3.5921e-05+0.00018503i,0.00050084-0.00038555i,0.00033208-0.00022538i,-3.8521e-05-0.00047456i,0.00027735-0.00095715i
0.00098815+0.0013356i,0.00048091+0.00072476i,0.00090506+0.0010347i,0.0013352+0.0009687i,0.001764+0.0003533i,0.0011069-2.4605e-05i,0.00015114+0.00016404i,2.8791e-05+0.00037314i,0.00081685+2.567e-05i,0.0015906-0.00059177i,0.00088934-0.00064643i,-0.00010991+8.821e-05i,-0.00031304-0.00011421i,-0.00014534-5.6908e-05i,-0.00034632+6.7452e-05i,-0.00092978-0.00044102i,-0.00048092-0.00011751i,-8.1945e-06+0.00046765i,-0.00011677+0.00051289i,0.00032401+0.00023237i,0.00085855-0.00038669i,0.00023933-0.00083825i,-0.00037214-0.0011435i
0.00021622+0.0027004i,0.0024399+0.0026533i,0.0035196+0.0024131i,0.0034509+0.0013202i,0.0026382-0.00048722i,0.00086409-0.0015396i,-4.2782e-05-0.00066923i,0.0010342+0.00071919i,0.001088+0.001083i,5.034e-05-0.00014453i,-0.00029749-0.0005028i,-0.00013316+0.00011312i,-0.00025588+0.0001347i,-0.00048399+0.00017799i,-0.0002342+0.00017155i,0.00049451-0.00034716i,0.00049818-0.00048837i,0.00018767+0.00015898i,-0.00027047+0.00021038i,-0.00027577-0.00044885i,-0.00031902-0.00028108i,-0.00026934-0.0001204i,-4.6729e-05-0.00072522i
0.00019563-0.00013499i,-0.00033372+0.0002297i,0.00012236+0.00027735i,0.0012678+0.00011177i,0.0019043-0.00050029i,0.0018651-0.00028021i,0.00072702+0.00053921i,-0.000294+0.00075144i,-0.00043537+0.00074442i,-0.00062519+0.00073731i,-0.00034993+0.00087565i,-0.00024832+0.00018315i,-0.00041503-0.00065585i,0.00044235-0.00069538i,0.0010162-0.0003962i,-0.00021618-0.00032933i,-0.0012485-0.00034451i,-0.00067928-0.00018244i,-4.6953e-05+0.00016742i,0.00047441+0.00053771i,0.00078815+0.00072691i,0.00010469+0.00022332i,-0.00036483+0.00022723i
-0.0015708+0.0013349i,-0.0020882+0.0017682i,-0.00083251+0.002063i,0.0016676+0.0015475i,0.0025369+0.00033274i,0.0017727-0.00073002i,0.00049795-0.00047289i,0.00010875+0.00034768i,0.00024811+0.00066318i,0.00028341+0.00047044i,0.00017988+0.00084615i,0.0001474+0.00085027i,0.000589-2.256e-05i,0.00068296-0.00016518i,0.00024394-0.00020902i,0.00015503-0.00056016i,0.0009628+8.1479e-05i,0.000833+0.00081717i,0.00084179+0.00063889i,0.0013886-0.00023096i,0.0010719-0.00067223i,0.00070107-0.00069315i,0.00086098-0.00088509i
-0.00030754-0.00058802i,0.0012914+0.00019186i,0.00077615+0.00068724i,0.00091601+0.00069328i,0.0017378+0.0010649i,0.0017526+0.0013698i,0.00076811+0.00096703i,-0.00020109+0.00016927i,-0.00045559+0.00024885i,-0.00061251+0.00019702i,-8.5794e-05-0.00018082i,0.00059003-0.00028247i,8.6434e-05-0.00057719i,-0.00017992-3.1961e-05i,-9.0563e-06+0.00046489i,-0.0010394+0.00019372i,-0.001491+0.0003079i,-0.00093675+0.00089045i,-0.00049578+0.00039381i,0.00011895-0.00028027i,0.00040406-0.0001495i,0.00072702-8.8021e-05i,0.0006336+0.00010856i
-0.00026085+0.0026732i,0.00052097+0.0035745i,0.0010596+0.0041147i,0.0020929+0.0029385i,0.0023184+0.0010724i,0.00084261-0.00050195i,-0.00046465-0.00054583i,-0.00072366+0.00030365i,3.7401e-05+0.0012981i,0.0008688+0.0014491i,0.0006146+0.0014618i,0.00013875+0.00086822i,-0.00017614-0.00057323i,-0.00031955-0.00030539i,-0.00091477+0.00020008i,-0.0016742-0.00015175i,-0.0015188-4.7772e-05i,-0.00088122-0.00049724i,0.00022467-0.0010407i,0.0012611-9.6489e-05i,0.0010215+0.00023962i,0.0010948-0.00019392i,0.001003+0.0002343i
-0.0017385+0.00038969i,-0.00084716+0.0014236i,0.00031226+0.0018174i,0.00062421+0.0015872i,0.00060754+0.001342i,0.0017684+0.00051411i,0.001578+0.00045269i,0.00030066+0.0015201i,0.0003528+0.0010773i,0.00053477+0.00023295i,0.00039765-4.9667e-05i,0.00045702-0.00024184i,0.00047989+7.6581e-05i,-0.00030777+0.00041506i,-0.0013628+3.8058e-05i,-0.0014206-0.00020591i,-0.00064048-0.00038046i,-7.159e-05-0.00031371i,0.00042578-9.1359e-05i,0.00047281-0.00011153i,-0.00028067-9.1105e-05i,-0.00077872+0.00053239i,-0.00040966+0.001506i
2.7219e-05+0.0011855i,1.1717e-05+0.001116i,0.0012736+0.001441i,0.0019172+0.0011592i,0.0012472-0.00022171i,0.00013654-0.00055i,-0.00068263-0.00012441i,-0.00060636-3.2277e-05i,0.00012673-2.7236e-05i,2.2501e-05-0.00055248i,-0.00021442-0.00097703i,-0.00050199-0.0013881i,-7.7184e-05-0.0015494i,0.00059917-0.0012148i,0.00049892-0.00032028i,0.00015132+0.00037162i,0.00032381-0.00020664i,0.00023837-0.0006814i,-0.00035397-0.00053594i,-0.00038437-0.00037675i,-0.00066058+1.9667e-06i,-0.00082802+0.00039261i,-0.00030884-5.6721e-05i
-0.00069817-8.9824e-05i,-0.00050981+0.00041207i,-4.5217e-05+0.00076119i,0.0012852+0.0017702i,0.00077883+0.0017848i,9.5512e-05+0.0012296i,0.00038531+0.00073735i,0.00025662+0.00053424i,0.00012688+0.00062869i,-0.00016061+0.00041431i,2.2859e-05+0.000372i,5.2492e-05+0.00097262i,-0.00050533+0.00055323i,-0.00022237-0.00051622i,0.0004178-0.00094419i,8.7413e-05-0.00084631i,-0.00021236-0.00051055i,0.00022088-0.00016596i,0.00065527+0.00033165i,0.00051442+0.00073074i,0.00028105+0.00010832i,0.00033344-0.00053214i,0.00011621-0.00024293i
0.0017133-0.0010183i,0.0011836-0.0012855i,0.00013763-0.0013195i,0.00057552-0.0009398i,0.0010971-0.0005122i,0.00045429-0.00022346i,0.00017848+0.00051244i,0.0010654+0.0005797i,0.00096259-8.8735e-05i,0.0001269-0.00038001i,1.6061e-05+8.8841e-05i,0.00062336+0.00039321i,0.00041934+0.00021305i,-0.00029127+0.00021317i,0.00018493+0.00041854i,0.00057496+0.00011028i,-0.00014781-0.00036224i,-0.00065792-0.00040328i,8.2143e-05-0.00017584i,0.00059257-5.6923e-05i,2.4729e-05-0.00061832i,-0.00012022-0.00045463i,-0.00034888+0.00098079i
-0.00014521+0.001803i,0.00018916+0.0025266i,0.00046493+0.002526i,0.0013949+0.0020875i,0.00089559+0.0017304i,-9.1982e-05+0.00033997i,-0.00022682+0.00031932i,0.00024971+0.0012781i,0.00072658+0.0018313i,0.00081593+0.0014516i,0.0009185+0.00095641i,0.00069466+0.00044791i,0.00022213+9.3475e-05i,-0.00026183+0.00053238i,-0.00050453+0.00048656i,-0.00045719+0.00033355i,-0.00010152-0.00017427i,0.00018247-0.000474i,0.0003216+0.00012106i,0.00073263+0.00037854i,0.00088248+0.00026671i,-2.1516e-05-0.00015638i,-0.00011923-9.958e-05i
-0.0011456+0.00099404i,-0.00028618+0.0025096i,0.00076151+0.0034852i,0.00091997+0.0016562i,0.0015323-0.00046235i,0.00073764+8.9372e-06i,0.00014342+0.00071273i,1.5447e-05+0.00095588i,0.00013417+0.00094887i,0.00021101+0.00086809i,-0.00011169+0.00052388i,-0.00022032+0.00015537i,0.00020939+5.5245e-05i,0.00069626+0.00080437i,0.00018082+0.00082987i,-0.0005042-0.00016613i,-0.00010935-0.00038623i,0.00064613-0.00012445i,0.00018947-0.00052081i,0.00011874-0.00097716i,0.0010886-0.00067504i,0.00068686-0.00079083i,-0.00015415-0.0003959i
0.002957+0.00053127i,0.0024022+0.0010997i,0.0019426+0.00057825i,0.0017271-0.0016856i,0.00091147-0.0033093i,0.00033949-0.0023339i,-6.3963e-05-5.4824e-05i,0.00014636+0.0014711i,0.001181+0.0013366i,0.001496+0.00030394i,0.00064481-0.00013861i,0.00034279-6.3617e-05i,0.0004979+0.00012898i,0.00052495+0.00053717i,0.00066261+0.00032832i,0.00057881+0.00048462i,0.00014612+0.00054926i,-0.00047402-2.255e-05i,-0.00092386-0.00068306i,-3.2795e-05-0.00093081i,6.3676e-05-0.00045627i,-0.00026489-0.00046667i,2.3609e-05-0.00035824i
0.00023205+0.00076328i,0.0014205-0.00059326i,0.002163-0.00066462i,0.0013976-0.00058295i,0.00082709-0.00038095i,0.00029531+0.00083436i,0.00019922+0.0011078i,0.00068245+0.00056595i,0.000889-0.00033776i,0.0001771-0.00066582i,-0.00010008-0.0003585i,0.00022393-3.7118e-05i,0.00010605-0.00034765i,0.00016044-0.00047592i,-0.00020138+0.00055454i,-0.00066723+0.00082696i,-0.00050766+0.00026814i,-0.00010007+0.00058062i,-8.7608e-05+0.001115i,-0.00040212+0.00083758i,-0.00044672+0.0003301i,-0.00045482-0.00024957i,-0.00019959-0.00028017i
-0.00077979+0.0024311i,0.00058756+0.0027498i,0.0017476+0.0029992i,0.0021964+0.0022591i,0.002687+0.0007594i,0.0016755-0.00061131i,-0.00026919-0.00090722i,-0.00075223-0.00069434i,-7.5727e-05+7.5567e-05i,-0.0001312+0.00046133i,-0.00032264+6.9817e-05i,-0.00033616-0.00035136i,-0.00028937-3.3365e-05i,-0.00043112+0.00035533i,-3.8568e-05+0.0005288i,-0.00028051+0.00089516i,-0.00018098+9.8105e-05i,0.00083279-0.00030108i,0.00057096-0.00041489i,0.00025024-0.00013631i,9.8341e-05-4.9115e-05i,-0.00063517+0.0003356i,-0.00068226+0.00085887i
0.00071905+0.00097072i,0.0010236+0.00030641i,0.001367+0.00042376i,0.00113+0.00079897i,0.0013696+0.00018759i,0.0013722-0.00038653i,0.00022341+0.00025165i,-0.00058947+0.000824i,-0.00026011-0.00016339i,-5.4454e-05-0.00065825i,-0.00072071-0.00020341i,-0.00090115-0.00010146i,-0.00066072+0.00016293i,-0.0011151+0.00083939i,-0.0011647+0.00060364i,-0.00074733+0.0004242i,-0.00044032+0.00049906i,2.2426e-05-0.00011985i,-0.0002376-0.00096291i,-0.00039363-0.00083077i,-0.00067148-0.0001266i,-0.0004346+0.00035762i,-0.00016473+0.00078264i
-5.8591e-05+0.0013239i,0.00054376+0.0011223i,0.0021253+0.00064322i,0.0022769+0.00044045i,0.0022171-0.00054406i,0.0017279-0.0018138i,0.00060327-0.00047139i,-0.0002917+0.00086357i,-0.00020733+0.0013691i,0.00050725+0.0019123i,0.00087698+0.00095839i,6.1777e-05+7.4768e-05i,-8.9776e-05-4.4593e-05i,-0.00036334-0.00015275i,-0.00087398+0.00034725i,-0.00062529+0.00098666i,-0.00061559+0.00049962i,-0.00080263+0.00064581i,-0.00090591+0.00068833i,-0.00061178+5.1401e-05i,-0.00016953-0.00023657i,-0.00038047-0.00019325i,-0.00038566+5.5443e-05i
-0.0011144+1.6761e-05i,0.0010326-8.1588e-05i,0.0018028+0.0013463i,0.0013259+0.0018291i,0.0010297+0.0010799i,0.0012015+0.00025583i,0.00088252+0.0002478i,0.00031439+0.00073918i,0.00039294+0.0010168i,0.00061152+0.00068752i,0.00079652+0.0002466i,0.00070035+4.8907e-05i,0.00045795-0.00054166i,0.00023557-0.00055322i,-0.00052881-0.00012905i,-0.0013791+0.00016845i,-0.0011422+0.00040118i,-0.00053987+0.00020275i,-0.00022615+0.00020328i,9.7639e-05+0.00015304i,0.0002664-0.00011881i,6.1885e-05-0.00086887i,0.00028571-0.0015586i
-0.00031751+0.0003889i,-0.00017716+0.0015378i,-0.00023853+0.002223i,-0.00035897+0.0015486i,1.2907e-05+0.0013692i,0.00046146+0.0010187i,0.00032895+0.00017086i,9.2106e-05+0.00047042i,0.00095649+0.0014965i,0.00068737+0.0008035i,-0.00037737-0.00019406i,-0.00086701-0.00031542i,-0.00029635+0.000146i,3.0847e-06-0.00015497i,-0.00053896-0.00078727i,-0.00024418-0.00021487i,-0.00055569+0.00030922i,-2.3927e-05+8.1995e-05i,0.00030904-0.00014432i,0.00069753-0.0010422i,0.0010107-0.0011586i,0.00054037-0.00033265i,0.0003721+0.00022472i
0.0014909+0.000671i,0.00082224+3.5156e-06i,0.0004174-0.00088856i,1.8528e-05-0.00076931i,-0.00046596-0.00060216i,-0.00060601-0.00077072i,-0.00062256-0.00029587i,-0.00060139-0.00023776i,-0.00038674-0.00082904i,3.4936e-05-0.0012944i,-0.00039709-0.00053116i,-0.0010566+0.00095673i,-7.1322e-05+0.0012451i,0.00081471+0.00032108i,0.00015363-0.00014205i,-0.0003624+0.00022501i,-0.0010428+0.0004331i,-0.0010075+6.7756e-05i,-0.00019977+7.7807e-05i,-0.00028996+0.0004826i,-0.0013509+0.00056312i,-0.0014953-0.00020882i,-0.0012123-0.00043571i
-0.0010528+0.0017196i,6.7934e-05+0.0025983i,0.00094939+0.0024776i,0.0015623+0.0023628i,0.0019493+0.0017884i,0.001848+0.00052902i,0.00085702-0.00023694i,-0.00055134+0.0001537i,-0.00057457+0.00089901i,-0.00076092+0.00058134i,-0.00039953+0.00020928i,0.00012533+0.00057189i,-0.00054881+0.00044897i,-0.0011812-0.0002924i,-0.0011349-0.00034877i,-0.00048777+0.0003637i,-0.00047657+0.00043068i,-0.00071469+0.00021635i,-0.00015277+4.0605e-05i,8.8167e-05-2.6728e-05i,1.3582e-05+0.00016347i,-0.00010046-0.00074697i,9.272e-05-0.00083254i
3.8442e-05+0.00074404i,-0.00018556-9.4313e-05i,0.00066376+7.7304e-05i,0.00094539+0.00041013i,0.00043827-0.00051176i,-6.0402e-05-0.00090231i,0.000348-0.00029727i,0.00050766+6.6474e-05i,3.3044e-05+0.00053556i,-0.00012413+0.0012875i,9.591e-05+0.0015076i,-9.134e-06+0.0013313i,-0.00063359+0.00067625i,-0.00058206+0.00064922i,-5.1509e-05+0.00076131i,-0.00016447+0.00066969i,-0.00056383+0.00074883i,-7.5499e-05-0.00024441i,0.00085928-0.00062619i,0.0011215+0.00054464i,0.00086726+0.00060931i,0.00091486+0.00019422i,0.00070256+6.6102e-05i
-0.0025447+0.0012882i,-0.0014683+0.0021302i,0.0005298+0.0027824i,0.0020799+0.0022022i,0.0018139+0.0012753i,0.00076778+0.00013634i,0.00016865-0.00097953i,-0.00024499-0.00031842i,-0.00015817+0.0013134i,0.00033412+0.0017308i,0.00068662+0.00043871i,0.0013147-0.00026559i,0.00094446-0.00022684i,-2.2905e-05-0.00023343i,-0.00058347+0.00036075i,-0.00081196+0.00052531i,-0.0011429-5.0423e-05i,-0.0013977+0.00046946i,-0.00060427+0.00041134i,6.7736e-05-0.00058991i,0.00032258-0.00024357i,0.00040455-0.00011252i,0.00050615-0.00037827i
0.00073463-0.00050394i,-0.00010086-0.0010932i,0.00013817-0.00061888i,0.00062358+0.00064468i,0.00031849+0.00062602i,0.00018086+0.00048725i,0.00066151+0.0011266i,0.00074312+0.0015782i,0.00047182+0.00070913i,0.00093336-0.00057084i,0.00050482-2.0115e-05i,2.9081e-05+0.00042365i,4.7571e-05-0.00017957i,0.00022018-0.00089744i,0.00086439-0.00018705i,0.0009258+0.00087724i,0.00015631+0.00079309i,4.8106e-05+0.00056096i,-2.3685e-05+0.00064543i,-1.3918e-05+0.00059946i,4.2212e-05+0.00030367i,-0.0006944-7.8488e-06i,-0.00056125-5.9667e-05i
-0.00080328+0.00034984i,0.00038342+0.00057342i,0.00039703+0.0012063i,0.00012527+0.0016742i,0.00045533+0.00076786i,0.0014822+5.1611e-05i,0.0016141-0.0003105i,0.0009347-0.00027417i,0.00041833+0.00036156i,0.00079091+0.0010086i,0.0002748+0.0012296i,-0.0004807+0.00038213i,-0.00085264-0.00034826i,-0.0012088-1.5627e-05i,-0.00082665-0.00022433i,-0.00092938-0.00058308i,-0.0008452-0.00051248i,-1.7513e-05-2.019e-05i,0.00049569-0.00010974i,0.00048033-5.6473e-05i,0.00071883-1.3951e-05i,0.00085662-5.063e-05i,0.00035131+0.00013263i
0.00041354+0.00032043i,0.00016964+0.00080938i,-0.00056972+0.001862i,-0.00085429+0.0021799i,-0.00021015+0.001157i,0.00019443+0.00020134i,-0.00020745+0.00016887i,-0.00028688+0.00055013i,-6.9539e-05+0.0012203i,-8.6364e-05+0.00099448i,8.7437e-05+0.00055449i,0.00016106+0.00048752i,0.00038599+0.00053201i,0.00065009+0.00023883i,0.00041904-0.00057009i,0.00024767-0.0015413i,-0.00048182-0.0010881i,-0.0008411+5.4941e-05i,-0.00049854+8.1912e-05i,-0.00038384-0.00049909i,-0.00041719-0.00077151i,-0.00038668-0.000379i,-0.00044083+8.9091e-05i
-0.0012849-0.00051812i,-0.0020675-0.00012989i,-0.00063172+0.0005689i,0.0010396+0.00035217i,0.0010023-0.00032151i,0.00022139-0.00028569i,-0.00025033+0.00041359i,-0.00050246+0.00051603i,0.00014658-0.00022389i,0.00038197-0.00041366i,0.00035306+0.00068803i,0.00034757+0.0013148i,0.00021992+0.00045417i,4.2241e-05+0.00047969i,-0.00024035+0.00053786i,-0.00045631+8.7969e-05i,-0.00072773-0.00030896i,-0.0004893-0.00024441i,-0.00029529+0.00012299i,-0.00021001+0.0011763i,0.00019519+0.001158i,0.00068864+2.0224e-05i,-5.1022e-05-0.00062308i
-0.00075019-0.00059615i,-0.00078491+0.00027671i,0.00058017+0.00095775i,0.00104+0.00094537i,0.0011521+0.00049775i,0.0014404+0.00060978i,0.00027234+0.00070943i,-0.000522+0.00053594i,7.8373e-05+0.00094282i,0.0004999+0.00090866i,0.00036769+0.00076624i,0.00095109+0.0005305i,0.00066491+0.00038182i,-0.00020526+9.7359e-05i,-0.00010449-1.9915e-05i,-3.2043e-06-0.00013026i,-0.00064139-0.00051122i,-0.00082435-0.00015915i,-6.9038e-05+0.00048386i,0.00038276+0.00041292i,0.00056841+5.1374e-05i,0.00045646-0.00034697i,0.00071435-0.00038822i
