0.0012383+0.0019382i,0.0022672+0.0015783i,0.00087395-0.00012582i,-0.00072324-0.000952i,-0.0013232-0.00057195i,-0.0017232+0.0012558i,-0.0015823+0.0022311i,0.00017643+0.0011248i,0.0014547+0.00022565i,0.0012285-0.00049311i,0.00085558-0.00079035i,0.00033826-0.00075245i,0.00043368-0.00092881i,0.00021171-0.001199i,0.0001078-0.0015289i,0.00025253-0.00071619i,0.00026421-0.00050824i,0.00051587-0.0013158i,0.00016156-0.001195i,-6.7776e-05-0.00079443i,0.00018233-6.2006e-05i,0.00027419+0.00064805i,-0.00054364+0.00076215i
-0.060725-0.63007i,-0.23708-0.50916i,-0.43007-0.27515i,-0.4661-0.042726i,-0.29556+0.095043i,-0.17135+0.10773i,-0.13804+0.15341i,-0.025303+0.219i,0.084769+0.16184i,0.068167+0.070991i,0.0089632+0.054179i,-0.0071333+0.073036i,0.0072412+0.066043i,-0.0029955+0.03118i,-0.033659+0.01641i,-0.037571+0.027997i,-0.019438+0.028935i,-0.0057548+0.013988i,0.00022797+0.00044484i,0.0069195-0.011981i,0.011515-0.031713i,0.0037968-0.048813i,-0.0086718-0.045322i
0.89055-0.44105i,0.89776-0.47756i,0.7103-0.46961i,0.41299-0.38066i,0.15169-0.1624i,0.074392+0.0067499i,0.097591-0.0063314i,0.10275-0.10121i,0.080371-0.145i,0.049817-0.12068i,0.030082-0.091486i,-0.0038992-0.086797i,-0.0445-0.055206i,-0.032686-0.015868i,-0.0062425-0.020702i,-0.013984-0.028297i,-0.021086-0.010138i,-0.011796+0.009994i,0.00096374+0.022039i,0.013624+0.024453i,0.022968+0.01517i,0.024769+0.003152i,0.020164-0.000997i
0.59674+0.60297i,0.31578+0.70426i,-0.023976+0.70992i,-0.11194+0.61888i,-0.03791+0.37604i,-0.00084329+0.12647i,-0.011847+0.017538i,-0.048098+0.016335i,-0.070077+0.048877i,-0.047614+0.056384i,-0.013169+0.043575i,0.017933+0.034836i,0.032419+0.010781i,0.027296-0.010165i,0.030363-0.0094003i,0.030635-0.0098371i,0.014695-0.0080348i,0.0059262-0.0019545i,0.005513-0.0028308i,0.0044934-0.0096473i,0.0055585-0.021015i,0.0045562-0.030281i,-0.0043482-0.028025i
-0.11211+0.28681i,-0.24021+0.087982i,-0.24913-0.19454i,-0.26368-0.31072i,-0.25447-0.1508i,-0.1759+0.086247i,-0.102+0.23197i,0.0066738+0.25624i,0.10534+0.17279i,0.095869+0.074979i,0.026181+0.029058i,-0.022404+0.020907i,-0.023147+0.025334i,-0.0070215+0.027277i,-0.0021564+0.024707i,-0.0031366+0.017611i,-0.010295+0.0079089i,-0.016325+0.007711i,-0.012289+0.018244i,0.000891+0.031915i,0.024352+0.036454i,0.042519+0.023548i,0.040125+0.0052575i
0.065314+0.28604i,0.016973+0.075104i,0.059255-0.04705i,0.12774-0.13838i,0.029626-0.22925i,-0.16708-0.21432i,-0.24843-0.14714i,-0.19597-0.12052i,-0.12713-0.11278i,-0.083465-0.078973i,-0.014752-0.039805i,0.035506-0.040356i,0.017654-0.037075i,0.0083661-0.010237i,0.023952-0.010201i,0.017667-0.026654i,0.0039758-0.022449i,-0.00035288-0.0034154i,-0.0051687+0.016108i,-0.016603+0.035706i,-0.020332+0.056103i,0.0007428+0.063058i,0.030756+0.047632i
-0.47506+0.63003i,-0.34267+0.46939i,-0.14609+0.33623i,0.049599+0.29581i,0.14196+0.23566i,0.1133+0.15654i,0.054365+0.10255i,-0.01306+0.090623i,-0.05982+0.11178i,-0.045447+0.11391i,-0.010434+0.092131i,0.02546+0.072612i,0.046823+0.039848i,0.035113+0.026482i,0.038656+0.049652i,0.060262+0.049302i,0.047287+0.014861i,0.0073086-0.013444i,-0.023564-0.017641i,-0.03604-0.010725i,-0.044511-0.0057251i,-0.050141+0.0048784i,-0.043011+0.021076i
-0.7001-0.63482i,-0.49664-0.76219i,-0.25326-0.56679i,-0.062091-0.26844i,0.069596-0.12165i,0.039004-0.078098i,-0.06484-0.02588i,-0.055009-0.03847i,-0.00066085-0.11445i,0.0014873-0.13481i,-0.030517-0.084622i,-0.06065-0.007504i,-0.052321+0.054836i,-0.041965+0.070967i,-0.068386+0.072753i,-0.087132+0.082821i,-0.062469+0.07416i,-0.018205+0.043159i,0.0076538+0.010165i,0.0029222-0.0063463i,-0.0070009-0.0032732i,-0.003969+0.0040555i,-0.0013738+0.001952i
0.20276-0.54221i,0.32694-0.36994i,0.1917-0.057229i,0.090892+0.15002i,0.085817+0.15677i,0.021632+0.085976i,-0.032299+0.038402i,-0.022891+0.0015566i,-0.016917-0.026477i,-0.021599-0.027071i,0.005967-0.02061i,0.01743-0.041351i,-0.02184-0.04892i,-0.039538-0.039716i,-0.023029-0.050607i,-0.0078447-0.062114i,0.0074659-0.057768i,0.018173-0.04816i,0.010333-0.039545i,-0.013735-0.035571i,-0.043271-0.02885i,-0.064863-0.0087271i,-0.060312+0.018266i
0.23232+0.17055i,0.49374+0.24605i,0.47004+0.00068976i,0.20036-0.10265i,-0.047228+0.0051202i,-0.21562+0.05881i,-0.22659+0.090798i,-0.024677+0.098202i,0.12966+0.024842i,0.11173-0.00057536i,0.057041+0.039484i,0.017605+0.036208i,-0.023497+0.0019982i,-0.048203-0.0012467i,-0.044372+0.01749i,-0.021347+0.028161i,0.00098808+0.030434i,0.0094662+0.030598i,0.006279+0.025295i,-0.00078043+0.013121i,-0.0023205-0.0074783i,0.00075826-0.025108i,0.0039719-0.024019i
-0.15478-0.37097i,-0.34414+0.029356i,-0.34273+0.30848i,-0.24754+0.29028i,-0.086929+0.063597i,0.13302-0.17758i,0.26521-0.23401i,0.26826-0.12343i,0.20163-0.070483i,0.049204-0.085634i,-0.085522-0.048228i,-0.10498+0.0028865i,-0.082242+0.036242i,-0.082388+0.081553i,-0.12138+0.12847i,-0.15859+0.15552i,-0.12551+0.1412i,-0.053769+0.097548i,-0.0029259+0.058152i,0.020297+0.028347i,0.035074+0.0029311i,0.047276-0.017465i,0.042623-0.031956i
0.72731-0.066514i,0.36231-0.060574i,0.070631-0.097274i,-0.015716-0.099366i,-0.023685+0.10921i,-0.05986+0.43399i,-0.08743+0.64038i,-0.019069+0.63321i,0.087174+0.4521i,0.11503+0.23346i,0.097532+0.085264i,0.077243+0.00046279i,0.027671-0.020981i,-0.017175+0.010296i,-0.025185+0.015781i,-0.025462-0.018304i,-0.022175-0.039579i,-0.014607-0.023949i,-0.0015742+0.017942i,0.018087+0.038108i,0.019478+0.017341i,0.0056934-0.0031566i,0.002454-0.0022508i
-1.8246+6.749i,0.31231+6.7836i,3.505+5.6658i,4.6863+2.0894i,3.5946-1.4076i,1.1601-2.9939i,-0.70732-2.1243i,-1.0334-0.51692i,-0.2004+0.37167i,0.75465+0.057429i,0.77213-0.7401i,0.13156-1.225i,-0.6189-1.7342i,-1.3897-2.3905i,-1.5801-2.4248i,-0.93756-1.4668i,-0.24124-0.43063i,-0.19124+0.063782i,-0.5606+0.33196i,-0.57975+0.60972i,-0.070815+0.70382i,0.47621+0.39238i,0.56296-0.13974i
-0.19189-0.062971i,-0.4649-0.011083i,-0.3746+0.34286i,-0.025789+0.44586i,0.17558+0.29534i,0.18207+0.31864i,0.22794+0.36361i,0.25461+0.17992i,0.13792-0.00396i,0.044929-0.012723i,0.065161+0.010853i,0.080261-0.00035553i,0.059229-0.0015981i,0.036045-0.02968i,0.008404-0.10435i,-0.022729-0.15245i,-0.037321-0.12985i,-0.018435-0.083502i,0.0095079-0.056874i,0.014307-0.03737i,0.0063567-0.016758i,0.0045994-0.015443i,0.0050193-0.028522i
0.089098-0.20034i,0.077044-0.72063i,-0.12673-0.90559i,-0.21565-0.75172i,-0.097144-0.58809i,0.03637-0.55633i,0.034296-0.52993i,-0.094217-0.38579i,-0.16743-0.17895i,-0.13203-0.054569i,-0.1001-0.015179i,-0.083073+0.019175i,-0.027662+0.024809i,0.037292-0.025713i,0.068957-0.067858i,0.071975-0.063636i,0.056221-0.04223i,0.032118-0.026685i,0.019245-0.01325i,0.021557+0.0036169i,0.0149+0.023455i,-0.00037667+0.033652i,-0.0029842+0.01731i
-0.12818+0.2586i,0.2454+0.38991i,0.48384+0.43443i,0.46952+0.31688i,0.27979+0.17245i,0.15517+0.12697i,0.16208+0.090052i,0.13849+0.03612i,0.10195+0.016316i,0.10444-0.025486i,0.06609-0.071235i,0.021466-0.065087i,0.015625-0.05044i,0.015683-0.043753i,0.020094-0.017709i,0.032347+0.011662i,0.036674+0.016681i,0.034063-0.0011032i,0.031482-0.030564i,0.032399-0.051782i,0.031704-0.05249i,0.0224-0.043167i,0.0091086-0.03092i
-0.034113+0.14145i,0.079786+0.25471i,-0.11425+0.19877i,-0.33751+0.16829i,-0.20983+0.10893i,0.11588-0.10672i,0.28216-0.27121i,0.24324-0.22522i,0.14577-0.097882i,0.071849-0.037927i,0.0010317-0.035267i,-0.051715-0.026057i,-0.047482-0.022427i,-0.020638-0.040433i,-0.0035688-0.061215i,0.001694-0.076642i,-0.0064608-0.069672i,-0.015614-0.044511i,-0.012818-0.035846i,-0.0033802-0.045492i,0.0026927-0.047747i,0.0017067-0.037951i,-0.0086296-0.032832i
-0.27786+0.025408i,-0.29392+0.17742i,-0.27413+0.022023i,-0.35341-0.11372i,-0.46621-0.016807i,-0.51347+0.097577i,-0.49293+0.12063i,-0.3437+0.12846i,-0.12388+0.093411i,0.00074482+0.023548i,0.029675-0.013582i,0.031491-0.018257i,0.026427-0.0065845i,0.036265+0.006237i,0.042504+0.0085679i,0.031813+0.014587i,0.031185+0.018395i,0.041164+0.0036659i,0.038624-0.017039i,0.024985-0.024313i,0.024495-0.019497i,0.032422-0.0084413i,0.03701+0.0073972i
0.31832-0.29337i,0.34908-0.064089i,0.51936+0.11707i,0.61031+0.10056i,0.54544+0.064836i,0.48022+0.13798i,0.43054+0.19025i,0.31469+0.12809i,0.17023+0.046913i,0.091171+0.025709i,0.081261+0.0025411i,0.058681-0.037781i,0.016799-0.026058i,0.0027291+0.013231i,0.0091948+0.0099773i,0.0054868-0.023236i,-0.021391-0.033685i,-0.05221-0.0031141i,-0.050826+0.03862i,-0.027199+0.049862i,-0.015221+0.037047i,-0.012818+0.024131i,-0.0083049+0.01705i
0.017751+0.15187i,-0.34197+0.049286i,-0.53176+0.019661i,-0.45738+0.050661i,-0.28776+0.020574i,-0.1562-0.067674i,-0.088222-0.12654i,-0.097789-0.091509i,-0.11825+0.023581i,-0.083329+0.097442i,-0.039607+0.10224i,-0.0032026+0.074742i,0.010652+0.0070007i,-0.0095932-0.040689i,-0.0056566-0.034509i,0.02162-0.017375i,0.033755-0.0024401i,0.033127+0.0030694i,0.021441-0.0057512i,0.0046838-0.0068714i,-0.0095974+0.004187i,-0.022707+0.010713i,-0.032531+0.0084194i
-0.17476+0.064057i,-0.024606-0.020262i,0.26175-0.015789i,0.32492-0.048754i,0.10005-0.051593i,-0.18601+0.054402i,-0.3322+0.16143i,-0.26162+0.17109i,-0.1115+0.074161i,-0.045371-0.0069819i,-0.0249-0.0085244i,0.0088928+0.0074809i,0.039105+0.0080949i,0.043239-0.010364i,0.020217-0.024826i,0.0081123-0.019596i,0.014969-0.025677i,0.011138-0.047717i,-0.0025104-0.048422i,-0.0079757-0.023249i,-0.0039073-0.0043858i,-0.00096918-0.0032151i,-5.792e-05-0.0099367i
0.31847-0.38172i,0.18959-0.63209i,-0.11618-0.52235i,-0.1417-0.28094i,0.083637-0.16793i,0.25946-0.14467i,0.31919-0.13408i,0.23668-0.13558i,0.087752-0.09192i,0.01933-0.035196i,0.0059598-0.016751i,-0.0029432+0.00018178i,0.0095938+0.012294i,0.031674+0.0035122i,0.046858-0.015813i,0.039006-0.029582i,0.012965-0.0079384i,0.0070359+0.0263i,0.014366+0.024606i,0.0074251+0.0015989i,-0.0044797-0.0063071i,-0.0061881-0.0002967i,0.0005878+0.006799i
0.21073+0.56979i,0.57478+0.61574i,0.62601+0.46707i,0.43531+0.33085i,0.23888+0.20196i,0.098331-0.004737i,-0.049264-0.13423i,-0.12081-0.066382i,-0.060605+0.028173i,-0.0088461+0.021313i,-0.029678+0.00084238i,-0.046277+0.017272i,-0.03882+0.034125i,-0.027795+0.033828i,-0.012662+0.030071i,0.005869+0.029511i,0.018478+0.018335i,0.01917-0.0014623i,0.010734-0.017516i,0.002582-0.030048i,-0.0005368-0.044488i,-0.009862-0.05365i,-0.025365-0.0404i
-0.40235+0.042959i,-0.35125+0.20782i,-0.33266+0.20016i,-0.36045+0.1891i,-0.29687+0.24163i,-0.17855+0.28955i,-0.070212+0.28172i,0.003169+0.16661i,-0.0093586+0.031558i,-0.028818-0.0061064i,-0.0078537-0.012039i,-0.0090385-0.030765i,-0.019346-0.027588i,-0.0066471-0.014768i,0.0045435-0.010824i,0.001602-0.013623i,-0.013054-0.0087395i,-0.022774+0.015007i,-0.0035365+0.035456i,0.023121+0.03346i,0.040018+0.022533i,0.0545+0.0095384i,0.052885-0.0089723i
-0.048392-0.12353i,-0.17252+0.020476i,-0.14878-0.036804i,-0.096094-0.17027i,-0.048355-0.12333i,0.087037-0.02428i,0.18409-0.035985i,0.14079-0.044005i,0.090084-0.0026474i,0.080703+0.0031185i,0.061067-0.018848i,0.037261-0.027129i,0.014535-0.032269i,-0.014501-0.032962i,-0.029201-0.016465i,-0.01731+0.0097589i,0.0027874+0.022233i,0.0087654+0.014976i,-0.002148+0.015682i,-0.01028+0.038992i,-0.0058395+0.06479i,0.0059572+0.070385i,0.018057+0.052469i
0.038323-0.3058i,-0.053963-0.36024i,0.12826-0.29147i,0.27954-0.29345i,0.12015-0.37756i,-0.1236-0.32742i,-0.18369-0.17393i,-0.10562-0.069719i,-0.03876-0.020515i,-0.014963+0.014199i,-0.0072244+0.026256i,-0.003521+0.0094044i,0.0021126-0.013786i,0.010623-0.031433i,0.0064673-0.048784i,-0.013715-0.057553i,-0.029128-0.049136i,-0.027672-0.026822i,-0.013183-0.0077175i,-0.0060683-0.0028871i,-0.016396+0.001874i,-0.029625+0.015354i,-0.033186+0.025799i
0.17101+0.098821i,-0.088882+0.098462i,-0.32707+0.29102i,-0.27006+0.39857i,-0.017459+0.29255i,0.12632+0.17668i,0.12608+0.14178i,0.066808+0.12788i,0.01856+0.10559i,-8.3665e-05+0.068657i,-0.00024437+0.045926i,0.019807+0.047036i,0.032208+0.03623i,0.020783+0.014246i,0.016458-0.0048896i,0.023351-0.023924i,0.018247-0.028777i,-0.0026987-0.021339i,-0.026874-0.015399i,-0.040587-0.011454i,-0.04383-0.011211i,-0.039511-0.012755i,-0.027223-0.01262i
0.011999+0.25672i,0.23503-0.14292i,0.24891-0.51424i,0.055304-0.50641i,-0.093826-0.24832i,-0.13723-0.10146i,-0.15111-0.05933i,-0.12358-0.015252i,-0.077794+0.0013133i,-0.049472-0.0046282i,-0.039323-0.0099474i,-0.034286-0.0058787i,-0.0025096-0.0016752i,0.035521-0.013378i,0.046798-0.019269i,0.046833-0.0088718i,0.041843-0.004366i,0.029447-0.0092035i,0.01799-0.01383i,0.01164-0.019026i,0.008056-0.028904i,0.00054921-0.032759i,-0.0083895-0.024578i
-0.12665-0.16427i,0.062142+0.036265i,0.25664+0.33047i,0.41628+0.35953i,0.39731+0.13135i,0.231-0.039839i,0.092592-0.092824i,0.0036987-0.1058i,-0.035826-0.079099i,-0.025938-0.055546i,-0.023662-0.051888i,-0.040463-0.031605i,-0.048328+0.0034526i,-0.035594+0.02135i,-0.018999+0.019707i,-0.012926+0.019535i,-0.010185+0.019658i,-0.0069623+0.013162i,-0.0081105+0.0025007i,-0.015328-0.0030893i,-0.013569+0.0045404i,0.0037957+0.0071127i,0.017849-0.0036175i
0.25528+0.0047037i,0.26513+0.045183i,0.0049399+0.0010789i,-0.16349+0.062229i,-0.033993+0.13782i,0.12625+0.079796i,0.14585+0.030248i,0.11688+0.031618i,0.090392+0.019619i,0.07594+0.0087233i,0.064755-0.0083099i,0.034971-0.025476i,0.01399-0.018543i,0.015369-0.0049306i,0.023715-0.0023234i,0.027237-0.010117i,0.018719-0.014997i,0.011193-0.0078347i,0.018402+0.0024175i,0.028662+0.0047755i,0.024558+0.00026732i,0.0087729+0.0017649i,0.0001292+0.0132i
-0.4274+0.19606i,-0.45917+0.38421i,-0.28445+0.23587i,-0.20622+0.024847i,-0.22507+0.047128i,-0.14351+0.13588i,-0.053268+0.091815i,-0.044672+0.014251i,-0.052541+0.013909i,-0.028082+0.039384i,0.0075214+0.027901i,0.018128-0.0072511i,0.002994-0.024563i,-0.0062025-0.017001i,-0.0052394-0.0027818i,-0.0045493+0.007445i,-9.6497e-05+0.0089846i,0.00026984+0.0045941i,-0.0072298+0.001261i,-0.0071877+0.00085456i,0.0015889+0.0037916i,0.0070793+0.0076966i,0.0049213+0.0044845i
0.031031-0.25533i,-0.10631-0.19626i,-0.034323-0.10074i,0.050904-0.097477i,0.021937-0.11479i,0.0017948-0.083651i,0.027798-0.053077i,0.042324-0.031694i,0.034062-0.017745i,0.021743+0.0076014i,0.03972+0.033613i,0.066127+0.026685i,0.055062+0.0058789i,0.019016-0.0022371i,-0.0026827-0.0039006i,-0.0024928-0.0092493i,0.0026294-0.018344i,0.0023827-0.027252i,-0.0018099-0.025324i,-0.004992-0.0089348i,-0.007419+0.0069236i,-0.013691+0.011486i,-0.019378+0.012691i
0.23211-0.1782i,0.065938-0.35653i,0.03258-0.21668i,0.16221-0.029894i,0.17512-0.024599i,0.020595-0.013389i,-0.061745+0.073589i,-0.036275+0.10119i,-0.033249+0.064341i,-0.074712+0.038246i,-0.1096+0.054176i,-0.09571+0.081812i,-0.044257+0.070527i,-0.0025775+0.026391i,0.0069272-0.0021136i,-0.0022714+0.0067138i,-0.0028146+0.029966i,0.0079578+0.036724i,0.0090862+0.018442i,-0.0081464-0.0046892i,-0.023955-0.013607i,-0.020909-0.017437i,-0.010067-0.027403i
0.3137+0.088652i,0.37541-0.015841i,0.21493+0.10821i,0.13815+0.24952i,0.22224+0.16233i,0.23791-0.031078i,0.13857-0.10849i,0.056016-0.075704i,0.038345-0.055486i,0.034853-0.074908i,0.01973-0.10032i,-0.010142-0.098986i,-0.032444-0.056654i,-0.017198-0.012048i,0.015722-0.0049021i,0.028369-0.025337i,0.015761-0.034362i,0.0042394-0.016111i,0.0089408+0.01048i,0.014526+0.021206i,0.0090054+0.015096i,0.0047118+0.0083403i,0.011651+0.0096303i
-0.16122+0.45787i,-0.02519+0.23422i,-0.18616-0.12227i,-0.38727-0.10711i,-0.30179+0.17411i,-0.096555+0.28033i,-0.016076+0.18396i,-0.036992+0.093778i,-0.039385+0.068069i,0.0019605+0.050631i,0.028593+0.031148i,0.02996+0.021158i,0.019975+0.0057959i,0.0042639-0.001029i,-0.00072864+0.012977i,0.0087396+0.024965i,0.012187+0.018765i,0.00026251+0.0053395i,-0.0075906-0.0062356i,-0.001507-0.02101i,0.003718-0.031446i,0.0026088-0.023875i,-0.00051081-0.0067922i
-0.53671+0.11423i,-0.11016+0.49137i,0.39261+0.43787i,0.38317+0.10353i,0.062719-0.059897i,-0.071279-0.063921i,-0.047132-0.088513i,-0.05272-0.10481i,-0.062882-0.054186i,-0.030828+0.007467i,0.015521+0.017i,0.031785-0.016494i,0.01111-0.037972i,-0.01161-0.023091i,-0.017805+0.0016003i,-0.015155+0.012525i,-0.010599+0.011833i,-0.006168+0.0057516i,-0.0023407+0.0024533i,0.0099302+0.0088012i,0.030182+0.01142i,0.032486+0.0025622i,0.011367-0.0020565i
0.0013023-0.78189i,-0.49449-0.51342i,-0.7192-0.023201i,-0.50543+0.21228i,-0.22321+0.13488i,-0.094254+0.046601i,-0.0018825+0.051968i,0.094431+0.028125i,0.098619-0.033891i,0.022646-0.038104i,-0.033982+0.021831i,-0.024736+0.074604i,0.018541+0.059658i,0.028367+0.0053445i,-0.0017519-0.024379i,-0.024175-0.020162i,-0.020811-0.010097i,-0.0072991-0.0072396i,-0.00073989-0.0053327i,-0.0045695+0.0021299i,-0.0073106+0.020226i,2.2292e-05+0.03023i,0.0060243+0.01498i
0.6146+0.027123i,0.48487-0.21333i,0.30215-0.43823i,0.14804-0.47277i,0.047316-0.30565i,0.011271-0.11357i,-0.01019-0.0030001i,-0.017809+0.049234i,-0.0054366+0.059644i,0.0010811+0.029403i,-0.013479-0.028803i,-0.048214-0.066274i,-0.060765-0.043013i,-0.025442-0.013672i,0.012253-0.019528i,0.019999-0.031108i,0.0093818-0.02642i,-0.00030205-0.0070167i,-0.0042396+0.014396i,-0.014163+0.026202i,-0.030788+0.028107i,-0.036211+0.025051i,-0.01962+0.016752i
0.04627+0.28852i,-0.0080262+0.066405i,0.031226+0.053199i,0.18169+0.10835i,0.22344+0.023356i,0.14244-0.067473i,0.070613-0.08105i,0.01988-0.040363i,-0.00025562+0.010181i,0.0079936+0.016113i,0.026646+0.011078i,0.056803+0.013168i,0.069123-0.00019453i,0.055118-0.0064889i,0.040504-0.002862i,0.03294-0.0040001i,0.026363-0.0066511i,0.013186-0.012782i,-0.002617-0.020003i,-0.011776-0.026387i,-0.018485-0.029993i,-0.01934-0.022799i,-0.010068-0.0068129i
-0.15865+0.62045i,0.20077+0.51795i,0.23456+0.27679i,0.018982+0.2146i,-0.042702+0.27064i,0.025115+0.24717i,0.033152+0.16731i,-0.018244+0.10755i,-0.058783+0.080084i,-0.048814+0.065066i,-0.028297+0.039003i,-0.029972+0.015337i,-0.036277+0.010862i,-0.029097+0.022429i,-0.0033378+0.0311i,0.016073+0.026189i,0.015376+0.019658i,0.013742+0.015381i,0.016093+0.007257i,0.020648-0.0065276i,0.022885-0.027354i,0.0098053-0.039795i,-0.01051-0.031148i
-0.69771-0.50279i,-0.66265-0.24962i,-0.44591-0.0017176i,-0.26728+0.033702i,-0.20663-0.056378i,-0.19303-0.12137i,-0.15766-0.1258i,-0.1001-0.12069i,-0.059537-0.13119i,-0.059612-0.11721i,-0.058699-0.063594i,-0.024628-0.016414i,0.012663-0.003409i,0.014436-0.0028826i,-0.010311+0.0053811i,-0.02573+0.010072i,-0.026861+0.0017958i,-0.023729-0.010025i,-0.012201-0.017798i,0.0071195-0.01541i,0.030274-0.0034188i,0.046159+0.0021739i,0.04082-0.0037055i
0.56933-0.45652i,0.48338-0.36621i,0.22144-0.29866i,0.0057996-0.22721i,-0.020478-0.049119i,0.072498+0.093421i,0.13316+0.091565i,0.12024+0.035853i,0.08739+0.011823i,0.076914+0.0035461i,0.06098-0.019387i,0.018364-0.023279i,-0.011974+0.00065244i,-0.017006+0.008113i,-0.0092386-0.0018604i,0.0058517-0.0063101i,0.016948-0.0025864i,0.016794+0.0071849i,0.010144+0.021203i,0.00077959+0.034909i,-0.010338+0.045814i,-0.015565+0.049466i,-0.0094282+0.039813i
0.10297+0.21004i,-0.03978+0.19028i,0.089414+0.069819i,0.25318-0.13296i,0.14464-0.28515i,-0.037475-0.25147i,-0.080767-0.13353i,-0.046967-0.046765i,-0.0096946-0.0010693i,0.0060755+0.013118i,0.011735+0.019102i,0.022055+0.012694i,0.017721-0.0029625i,0.003561-0.0072843i,-0.0066225-0.0031392i,-0.0085248+0.0038306i,-0.00292+0.0040664i,0.0014794-0.0053988i,-0.00038158-0.0097519i,-0.0067195-0.006224i,-0.0093772-0.0033861i,-0.0050813-0.0057535i,0.0012322-0.0072589i
0.23372+0.31851i,0.20177+0.23957i,0.038767+0.33788i,0.0033122+0.47565i,0.14572+0.40293i,0.22773+0.2247i,0.19942+0.10468i,0.12203+0.043922i,0.041831+0.03509i,0.0065844+0.038498i,-0.0069213+0.024923i,-0.016757+0.017015i,-0.012674+0.0086854i,-0.0035423-0.0079088i,0.0018002-0.024333i,-0.0035931-0.028972i,-0.0088054-0.015667i,-0.00025424-0.0014007i,0.0061473+0.0012349i,-0.0017893-0.0028656i,-0.020447-0.0042535i,-0.036475+0.0010855i,-0.03796+0.0052129i
-0.52573+0.19713i,-0.5113+0.022456i,-0.49375-0.23891i,-0.48889-0.27685i,-0.38871-0.11709i,-0.27011-0.026789i,-0.20828+0.020096i,-0.12736+0.060339i,-0.060443+0.030374i,-0.048841-0.00862i,-0.038705-0.015907i,-0.019808-0.014512i,-0.0024914-0.0065156i,0.014787+0.001356i,0.024847+0.00028183i,0.023777-0.0075524i,0.0096864-0.0098409i,-0.0045396-0.0025535i,-0.0052385-0.0045234i,0.0030095-0.020401i,0.013846-0.035462i,0.019797-0.039161i,0.017776-0.028066i
0.045321-0.52141i,0.3361-0.44826i,0.5662-0.29185i,0.50641-0.19653i,0.26925-0.095045i,0.13193+0.0078986i,0.091239-0.0015497i,0.031606-0.049444i,-0.0023445-0.041761i,0.014774-0.026276i,0.031368-0.020401i,0.033167-0.007357i,0.025188+0.0029933i,0.014081+0.012579i,0.015861+0.022655i,0.02708+0.02158i,0.02781+0.010004i,0.01618+0.0045127i,0.006627+0.01071i,0.0069336+0.019237i,0.012534+0.021751i,0.014135+0.017666i,0.0077157+0.012472i
0.10261+0.10613i,-0.054388+0.36985i,-0.1462+0.46893i,-0.10608+0.3116i,-0.059185+0.078545i,-0.041543-0.037679i,-0.008675-0.027097i,0.024359+0.0029557i,0.026033+0.0047186i,0.014535+0.0056731i,0.0017152+0.012701i,-0.016227+0.022393i,-0.028083+0.032871i,-0.032264+0.036916i,-0.03061+0.038855i,-0.020057+0.036134i,-0.010281+0.018943i,-0.0064387-0.0031285i,-0.0033064-0.011901i,-0.0008379-0.0056821i,0.00055139+0.00050582i,0.0037705-0.0027751i,0.0034532-0.009465i
0.13174-0.082427i,-0.015582-0.18991i,-0.11793-0.17822i,-0.10095-0.075034i,-0.031618+0.0052941i,0.0096587+0.042182i,0.00043647+0.037886i,-0.018634+0.019527i,-0.014876+0.014354i,-0.0064984+0.012875i,-0.0116+0.0086226i,-0.019821-0.00373i,-0.025715-0.027839i,-0.036047-0.04743i,-0.049101-0.044751i,-0.05114-0.022848i,-0.032456+0.00045713i,-0.008918+0.012239i,0.0018566+0.013011i,-0.0017347+0.013456i,-0.00764+0.023252i,-0.0052201+0.033263i,0.0026222+0.025884i
0.059141+0.24468i,-0.014583+0.13299i,-0.13483+0.016488i,-0.16454-0.0036148i,-0.094348-0.010266i,-0.030421-0.044927i,0.001977-0.044355i,0.027157-0.012918i,0.032022+0.0033431i,0.020337+0.0032498i,0.0087325-0.010128i,0.00078831-0.021143i,0.011006-0.016548i,0.033112-0.021327i,0.038101-0.043115i,0.026493-0.055815i,0.015927-0.046283i,0.0085519-0.027116i,0.0023945-0.013914i,-0.0044011-0.013024i,-0.015013-0.017296i,-0.02246-0.014408i,-0.016334-0.0010758i
-0.14329-0.11781i,0.054354-0.28107i,0.24486-0.39196i,0.22543-0.34946i,0.072936-0.16586i,-0.023373+0.019406i,-0.045605+0.085571i,-0.046581+0.076302i,-0.032842+0.054924i,-0.014085+0.037736i,0.010415+0.030361i,0.02927+0.013077i,0.021903-0.0047051i,0.015337+0.00058857i,0.030176+0.010255i,0.038622+0.0097244i,0.0231+0.0076026i,0.0011528+0.0060688i,-0.0075328+0.00214i,-0.0020084-0.0070363i,0.0028195-0.017573i,-0.0038707-0.01857i,-0.014963-0.008009i
0.053041+0.079676i,0.15124+0.33314i,0.21668+0.53911i,0.25659+0.46347i,0.24164+0.15873i,0.15913-0.074559i,0.080157-0.1251i,0.014796-0.083013i,-0.030886-0.023972i,-0.039646+0.0032101i,-0.040942+0.0048108i,-0.033441+0.012647i,-0.012041+0.019209i,0.0038487+0.022246i,0.010449+0.028403i,0.011126+0.026982i,0.0072847+0.015186i,0.0026293+0.00062729i,0.00018301-0.0063084i,0.00015026-0.0043111i,0.0042523-0.0028814i,0.0099845-0.009518i,0.0091853-0.01906i
