-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
0.0016669+0.0023517i,0.0010589+0.0011895i,0.002584+0.00091643i,0.0035502+0.00056931i,0.0030691-0.00038779i,0.0018136-0.00086394i,0.00054032+0.00022033i,0.00015114+0.0013507i,-0.00046524+0.00032898i,-0.0027721-0.0018022i,-0.0053939-0.0029457i,-0.0051004-0.0026997i,-0.0014062-0.0013468i,0.00067075+0.00025557i,0.00074428+0.0010546i,0.00095217+0.00066493i,0.0010845-0.00020271i,0.00086053-0.00037038i,0.00054956+0.0001096i,0.00074164+0.0003872i,0.0011933+0.00028598i,0.00085771-0.00016855i,0.00027066-0.00054138i
-0.00015053-0.00056198i,0.0003015-0.00096541i,0.00090045-2.6779e-05i,0.00082954-0.00054045i,0.00065885-0.0014273i,0.00020701-0.00093639i,0.00046745-0.00058733i,0.0015401+9.0928e-05i,0.0009463+0.0012407i,-0.0010063+0.002391i,-0.0032755+0.0031641i,-0.0037345+0.0030141i,-0.0022716+0.0021042i,-0.00083499+0.0011848i,0.00093234-0.00020654i,0.0024903-0.001207i,0.0026789-0.0009514i,0.001739-0.00021268i,0.0010091+0.00075957i,0.00060823+0.0014007i,0.00038513+0.0012527i,0.00083222+0.00087704i,0.0013049+0.00069157i
0.00011795+0.0006686i,9.6257e-05+0.0016994i,0.00050518+0.0014594i,0.0012202+0.00023053i,0.0011981-0.00047473i,0.00095513-0.0010424i,0.0016127-0.00053621i,0.0026579-0.00031947i,0.0037581+5.3177e-05i,0.0037057+0.0029463i,0.0027754+0.005939i,0.0016208+0.0057232i,0.0012285+0.0026457i,0.0020626-0.0010231i,0.002588-0.0027671i,0.0014827-0.0019049i,0.00051418-0.0010283i,3.6593e-05-0.0006164i,-0.00064063-0.00028088i,-0.00057839-0.00065145i,-0.00018721-0.0010863i,-2.1558e-06-0.00055365i,-0.00035712+0.00027672i
0.0018962+0.00016301i,0.0025982-0.0010981i,0.0038952-0.0013295i,0.003434-0.00119i,0.0024036-0.0015701i,0.001297-0.0015369i,0.00078449-0.001196i,0.0022895-0.0015789i,0.0044982-0.001977i,0.0056445-0.00070242i,0.0055982+0.0012946i,0.0055508+0.0023318i,0.0051484+0.00090497i,0.0039332-0.0010571i,0.0022188-0.0016206i,0.00073629-0.00051026i,-1.0528e-05+5.2373e-05i,0.00039363+0.00013348i,0.00079796-2.3812e-05i,0.00014379-0.0009059i,-0.0011362-0.0016699i,-0.0014352-0.001429i,-0.0012-0.00035148i
0.0011928-0.0017872i,0.00016717-0.0026018i,-0.00067897-0.0029949i,-0.0011521-0.0016235i,-0.0010896-0.00092238i,-0.00016699-0.00053343i,0.00038793-0.0011543i,0.00061573-0.0024201i,0.0012385-0.0033294i,0.0025922-0.0036104i,0.0046986-0.0029163i,0.0056373-0.0014149i,0.0038133+0.00031272i,0.00016528+0.0010038i,-0.0025139+0.0017476i,-0.0029588+0.0018284i,-0.0013245+0.001354i,-0.00037638+0.00019726i,-0.00028341-0.0016966i,-0.0001245-0.001949i,-0.00028685-0.00096899i,-0.00051134-0.0004441i,-0.00010515-0.00027503i
-0.0018585+0.00050192i,-0.0010739+0.0015199i,-0.00015961+0.0018629i,7.2819e-05+0.0014207i,0.00013337+0.00068371i,0.00054611-0.000161i,0.00018841-0.00074134i,-0.00058376-0.0021146i,-0.00022361-0.003349i,0.00062459-0.0049005i,0.0014716-0.0059604i,0.00061501-0.004967i,-0.0012088-0.0028909i,-0.0026507-8.7677e-05i,-0.0026577+0.0014395i,-0.00038825+0.0015099i,0.0017116+0.0011791i,0.0018387+0.00076127i,0.00096217+0.00065054i,-0.00014625+0.00090146i,7.3071e-05+0.00075897i,0.00096566+0.0010154i,0.00073385+0.00047391i
0.00035974-0.0023226i,0.000154-0.0020073i,-0.00071601-0.0016233i,-0.0016402-0.0011206i,-0.001413+0.00013402i,-0.00067872+0.00058362i,8.9025e-06+0.00010431i,0.00032871-0.0011015i,-0.0002746-0.0021786i,-0.0019025-0.0031143i,-0.0034355-0.0039159i,-0.0036905-0.0042265i,-0.0023322-0.0037174i,-0.001435-0.0027299i,-0.0004777-0.0013392i,0.0013139-0.00031157i,0.0013791-0.00052735i,0.0013441-0.00015794i,0.0019056+0.00051941i,0.0014637-1.5327e-05i,0.0010339+0.00046249i,0.00060858+0.0014666i,0.00022573+0.0010844i
-0.0012583+0.00047966i,-0.00046663+0.00035316i,0.00016359+0.00015752i,0.0012805+0.00088615i,0.0027363+0.0016808i,0.0030061+0.00043106i,0.0026804-9.8397e-05i,0.002339+0.0020699i,0.00074343+0.0030077i,-0.001368+0.0024244i,-0.0033489+0.0026929i,-0.0039899+0.0021638i,-0.0014359+0.00072303i,0.0014827-4.1936e-05i,0.0024508+0.0002115i,0.0020993+0.00082297i,0.0012484+0.00096374i,0.00040962+0.00026659i,-0.00010954+0.00037732i,-0.00019164+0.00074983i,-2.5206e-05+7.3211e-05i,0.00017803+1.9966e-05i,0.00044206+0.00032818i
0.0019861+0.0010799i,0.0029842+0.00031272i,0.0035146+0.00016559i,0.0029499-0.0010855i,0.0010425-0.0032834i,-0.00038876-0.002585i,0.00077603-0.00061442i,0.0028112+0.0002282i,0.003601+0.0017672i,0.0019531+0.0035591i,-0.00017371+0.0057047i,-0.0001836+0.0064485i,0.001292+0.0048984i,0.0024187+0.0030765i,0.0024264+0.0018406i,0.0010465+4.3284e-05i,-0.00051621-0.001139i,-0.00072903-0.00063945i,-0.00024234-0.00023335i,1.381e-05-0.00082488i,0.0005487-0.0013789i,0.00091452-0.0019482i,0.00082847-0.0013872i
-0.00050016-0.00098003i,-0.00032899-6.6753e-05i,-0.00013013-0.00091246i,0.00081464-0.00056945i,0.0014251+0.00032843i,0.0011849-0.00030954i,0.0012697-0.00053207i,0.0022723-0.0019799i,0.0035883-0.0032475i,0.0034955-0.0004442i,0.0031244+0.0033208i,0.003034+0.0045455i,0.0021475+0.003921i,-4.2798e-06+0.0025764i,-0.0017879-0.00011668i,-0.0016635-0.0022591i,-0.0010655-0.0023268i,-0.0008717-0.00074666i,-0.00073194-5.8257e-05i,-0.00042343-0.00055271i,-0.00024254-0.00097937i,-0.00058977-0.00085858i,-0.0011369-0.00032822i
-0.0013003-0.00066546i,-0.00065225+0.00034328i,-0.0018782+0.0023551i,-0.0018223+0.0020012i,5.6623e-05+0.0003313i,0.0020833-0.00014638i,0.0020887-0.0011328i,0.0015724-0.0032686i,0.0019852-0.0038834i,0.0032496-0.0029371i,0.0051107-0.0017599i,0.0055451-0.00080715i,0.0032582-0.0013957i,0.00052235-0.0025939i,-0.00061439-0.002607i,-0.00074127-0.001142i,0.00021277-0.00021916i,0.0010049-0.00010811i,0.00028721+0.00013246i,-0.00064526-2.7417e-05i,-0.00091536-0.00048264i,-0.00028112-0.00028808i,0.00020688-0.00013633i
-0.0001328-0.0015252i,-0.00073112-0.0029854i,-0.0019378-0.003366i,-0.0026504-0.0025284i,-0.0016304-0.0018224i,-0.00028087-0.001189i,-0.00067748-0.00135i,-0.0011954-0.0019824i,-7.9083e-05-0.0026361i,0.0017001-0.0030836i,0.0034028-0.0038166i,0.004065-0.0045375i,0.0035623-0.0042368i,0.0025908-0.0035329i,0.0020316-0.0026846i,0.0025362-0.00069679i,0.0022107+0.0016883i,0.0014327+0.0020555i,0.00091953+0.0011011i,-3.3353e-05-7.0666e-06i,-0.00051636-0.00024926i,7.537e-05+9.9772e-06i,0.00068592-1.299e-05i
0.0013151+0.00052476i,0.0023396+0.0003181i,0.0030632-0.0011442i,0.0019728-0.0025564i,0.001154-0.002134i,0.00022035-0.0011393i,-0.00072986-0.00056059i,-0.0010635+6.9901e-05i,-0.00097582+0.00021326i,-0.00036398-0.0010292i,-0.0002819-0.003061i,-0.00065297-0.0034405i,0.00053333-0.0019402i,0.0016563+0.00021189i,0.0014328+0.0030418i,0.0011726+0.0046346i,0.0011075+0.0035586i,0.00071489+0.0016058i,5.9572e-05+9.078e-05i,-0.00048466-0.00030738i,-0.00060323+0.00059424i,0.00030131+0.001483i,0.00087353+0.0016992i
0.0011184+0.0037937i,0.0018526+0.0034179i,0.0042239+0.0033056i,0.0053582+0.00281i,0.0041966-1.7192e-05i,0.0023427-0.0022194i,0.0014263-0.00067555i,0.0010198+0.0022615i,-9.0701e-05+0.0029817i,-0.0028284+0.00079427i,-0.005723-0.0012967i,-0.0059437-8.1037e-05i,-0.0042258+0.0021656i,-0.0025218+0.0028315i,-0.0022967+0.0026984i,-0.0015304+0.002265i,-0.00025321-3.7943e-06i,0.00044823-0.00198i,0.00034612-0.0013594i,0.00022151-0.00049543i,0.00044311-0.00045976i,0.0012046-0.00065879i,0.0013576-0.00023279i
-1.3906e-06-0.0021835i,-0.0012203-0.0015074i,-0.0012906-0.0011803i,9.6687e-06-0.0009051i,0.00083866-0.00047594i,0.0015456+0.00073063i,0.0023802+0.0019484i,0.0034796+0.0020483i,0.004173+0.00088628i,0.0021071+7.3995e-05i,-0.0015209+0.0011668i,-0.0029494+0.0027547i,-0.0025909+0.0018471i,-0.0024014+6.662e-05i,-0.0017161-0.0006644i,9.6111e-05-0.0015684i,0.0010194-0.0023518i,0.00076215-0.0018667i,-0.00010085-0.0017805i,-0.00086763-0.0023693i,-0.00055099-0.0023011i,-0.00014232-0.0018955i,0.00025987-0.0014029i
0.0026412-0.0011771i,0.0021587-0.0014921i,0.0021022-0.0029323i,0.001553-0.0040815i,5.1703e-06-0.003103i,-0.00079146-0.0012379i,0.00042762-0.00055899i,0.0034394-0.0013492i,0.0058611-0.0022853i,0.0047961-0.00094253i,0.002663+0.0018323i,0.0026622+0.0028539i,0.0030575+0.0014437i,0.0028415-0.0012456i,0.0038516-0.0033794i,0.0046098-0.0039883i,0.0028145-0.0033085i,0.00035274-0.0021414i,-0.00031812-0.00096645i,-0.00054288-0.00068432i,-0.00087286-0.0014828i,-0.00046674-0.0021057i,7.8655e-05-0.0021979i
0.0020546+0.00020023i,0.0010574-0.00041864i,0.00041305-0.0015096i,0.00021262-0.0015844i,0.00047467-0.00073366i,-0.00019472-0.00052164i,-0.00044251-0.0015827i,0.0013986-0.0032059i,0.0025487-0.0031542i,0.003034-0.0011882i,0.0041326+0.0020749i,0.0051548+0.0032529i,0.0058344+0.0022777i,0.0053771+0.0019566i,0.0039189+0.0017827i,0.0021452+0.0018373i,0.00054999+0.0023998i,-0.00024813+0.001554i,-0.0011586+0.00050996i,-0.0017521-0.00013751i,-0.0018461-0.0010048i,-0.00081709-0.0013461i,0.00020201-0.00094732i
0.00058503-0.00084025i,0.0024122-0.00094445i,0.0023129-0.00049248i,0.0020433-0.00088866i,0.0023957-0.0017227i,0.0019231-0.0022159i,0.00091013-0.0020899i,-0.00080451-0.0017031i,-0.0010589-0.0020516i,0.0010641-0.0013544i,0.003643+0.00010483i,0.0039022+0.0004438i,0.0021474+0.00073034i,0.00014039+0.001204i,-0.0017517+0.0021054i,-0.0030394+0.0038492i,-0.003132+0.0035269i,-0.0017411+0.002076i,-0.00076782+0.00073187i,-0.00018279-4.6105e-05i,-0.00034228+0.00042982i,-0.00098128+0.0012321i,-0.0015545+0.0016071i
-0.0015968+0.0022374i,-0.00014561+0.0024736i,-1.0191e-05+0.0034572i,0.00022164+0.0039745i,0.002127+0.0020807i,0.0028258-0.0004917i,0.00058451-0.00084983i,-0.0019936-3.0235e-06i,-0.001913+0.00025071i,-6.0576e-05-0.00083874i,0.00095711-0.0027867i,-0.00031556-0.003611i,-0.0026672-0.0022231i,-0.0042241-0.001327i,-0.0047552-0.0014596i,-0.0047831-0.00078722i,-0.0030233-0.00055042i,-0.0005239-0.00065167i,0.00040815-0.0006227i,9.4086e-05-0.0010128i,-0.00037534+3.5948e-05i,-0.00052348+0.0017066i,-0.00015051+0.0022669i
-0.00065316+0.0014081i,0.00018466+0.00023334i,0.00092698+0.00080945i,0.0018824+0.0011504i,0.0029428+0.000184i,0.0024236-0.0004345i,0.00074791+0.0010098i,-0.00038073+0.0026664i,0.00017612+0.0024801i,0.0015857+0.00059634i,0.0007447-0.0018974i,-0.0014949-0.0022881i,-0.002115-0.0015773i,-0.00096206-0.0031076i,0.00031058-0.0035834i,0.0021698-0.0022866i,0.0031586-0.0024357i,0.0022323-0.0020498i,0.00074553-0.00071281i,0.0005769+0.00028205i,0.00063667+0.0010285i,0.00039336+0.00060864i,0.00065791-8.0732e-05i
0.0012785-0.00030608i,0.0011825-0.00062022i,0.0011782-0.0011833i,0.0015862-0.00059536i,0.001246-0.00025784i,0.00097081-0.00032512i,0.0015458+0.000258i,0.0022794+0.0018874i,0.0030165+0.0022175i,0.0021283+0.00032751i,-9.0436e-05-0.00056595i,-0.0002742+0.00070392i,0.0018684+0.0014077i,0.0037504+0.001832i,0.0050771+0.0026535i,0.0062609+0.0022463i,0.0058909+0.000927i,0.0033032-0.00061619i,0.0015003-0.0011775i,0.00080902-0.00062642i,0.0013257-0.0012674i,0.0023932-0.0020688i,0.002165-0.0015885i
0.0024394-0.00018638i,0.0016851-0.00080521i,0.0013352-0.0014952i,0.00068854-0.0020169i,0.00075858-0.0024538i,0.00099771-0.001926i,0.0024071-0.00072266i,0.0052151+0.000427i,0.0060645+0.00037282i,0.0039616-0.00030623i,0.00031088+0.0011457i,-0.00044037+0.0036539i,0.0017912+0.004675i,0.0030427+0.0043352i,0.0031+0.0045259i,0.00215+0.0041595i,0.0004746+0.0024879i,-0.0005285+0.0014271i,6.4422e-05-0.00012345i,0.00023095-0.0010257i,-0.00019925-0.0010071i,0.000874-0.0011338i,0.0016381-0.0011763i
0.0011964-0.00061985i,0.00078237-0.00049415i,0.00040979-0.0014289i,0.0010549-0.00092551i,0.0011152-0.00030683i,0.0015873-0.00041392i,0.0023368-0.00077549i,0.0034572-0.0020709i,0.0034927-0.0032192i,0.0011996-0.001499i,-0.00051969+0.0012042i,1.6652e-06+0.0021388i,5.3939e-06+0.0011859i,-0.0015611+0.00042217i,-0.0030239-0.00012964i,-0.0044767-0.00032626i,-0.0050403+0.00021313i,-0.0037228+0.0003914i,-0.0024249-0.0012174i,-0.0016404-0.0020307i,-0.0017192-0.0016289i,-0.0017904-0.0012716i,-0.00091236-0.0010684i
0.00042645+0.00017998i,0.0008263+0.0004652i,0.0030245-9.0247e-05i,0.0029014-0.00069534i,0.0016415-0.0014297i,0.0010306-0.0022611i,0.00091631-0.0028426i,0.00052704-0.0034401i,-0.00031365-0.003979i,-0.00081851-0.001758i,0.00055066+0.0015201i,0.0017541+0.00081325i,0.0009598-0.0033241i,0.00048173-0.0062766i,-0.00082726-0.0067504i,-0.0026275-0.0052876i,-0.0023601-0.0027996i,-0.00096493-0.0015762i,-0.00037824-0.0013882i,-0.0004161-0.00059037i,-0.0013597-0.00031496i,-0.0023112-0.00025966i,-0.0020954+0.00010464i
-4.8431e-05-0.0010147i,-0.0006287-0.00063657i,-0.0010828+5.6172e-05i,-0.0019975+0.0010052i,-0.0020176+0.00067629i,-0.0012945-0.00022363i,-0.0021735-0.0015181i,-0.0032874-0.0030029i,-0.0025893-0.0022726i,-4.5528e-05-0.00037437i,0.0023172+0.00024925i,0.0025123-0.00074865i,0.0018505-0.00082208i,0.0018629-0.0018787i,0.0016687-0.0033164i,0.001872-0.0027897i,0.0030177-0.001762i,0.0029759-0.0012342i,0.0011007-0.00049751i,-0.00052263+0.00017452i,-0.0011496+0.00044877i,-0.00083959+0.00069553i,-0.0014233+0.00036606i
-0.00099598-0.0016546i,-0.0010885-0.0017555i,-0.0022282-0.0014784i,-0.0022603-0.00063714i,-0.00090779-0.00025509i,-0.00043667-8.1929e-05i,-0.00033739+0.00014254i,-0.00047884+0.0010252i,0.00015632+0.0017097i,0.0020336+0.0012395i,0.0023848-0.00013931i,0.00046522-2.9157e-05i,-0.0012301+0.0019978i,-0.0013821+0.0043509i,0.00015719+0.0051831i,0.0025471+0.0050212i,0.003991+0.0037483i,0.0030865+0.0019685i,0.0012959+0.0012708i,0.0011092+0.0011492i,0.0013786+0.0010515i,0.00068617+0.0010327i,0.00021336+0.00081384i
0.00064542+3.6504e-05i,0.00092253+0.00051181i,0.00093008+0.0014159i,0.0015688+0.0012418i,0.0023044-0.00032251i,0.0013903-0.00013206i,0.0015463+0.0017114i,0.0029042+0.0040485i,0.0034766+0.0042281i,0.003159+0.0013011i,0.000826-0.0012714i,-0.0021022-0.0011399i,-0.0023762+0.001232i,-0.0018159+0.0033244i,-0.0015372+0.0048965i,-0.0005931+0.0051498i,-6.5804e-05+0.0034975i,-0.00050597+0.001625i,-0.00031834+0.0002204i,0.00087839-0.00014376i,0.0015081+0.00035905i,0.0021088+0.00078165i,0.0024005+0.0011322i
0.00052438-0.00035586i,-0.00016781-9.8657e-05i,-0.00085329+0.0014902i,-0.00027146+0.0017951i,0.00095966+0.0012277i,0.002334+0.0010011i,0.00235+0.001968i,0.0028645+0.0038335i,0.0036332+0.0032772i,0.0015552+0.0005381i,-0.0012372-0.00022095i,-0.0012815+0.00092449i,0.00020802+0.00078442i,0.00021583-9.9297e-05i,-0.00088091-0.00050594i,-0.0018109-0.00049987i,-0.0024788-0.00079111i,-0.001557-0.0011499i,-0.00068463-0.0012349i,-0.00091744-0.00055806i,-0.00028821-0.00022498i,0.00085124-0.00050357i,0.00093899-0.0001552i
0.0012462+0.003319i,0.0022348+0.0018204i,0.004279+0.00085456i,0.005152+0.00084717i,0.0037046-0.00048132i,0.0014755-0.0016527i,9.1721e-05-0.0013028i,0.0017263-0.0027022i,0.0029784-0.004442i,0.00031865-0.0038955i,-0.001985-0.0014749i,0.0003801+0.0011257i,0.0046326+0.00095344i,0.0065233-0.0013442i,0.0054689-0.0036285i,0.0026106-0.0053955i,-5.0591e-05-0.0044357i,0.0001837-0.0021286i,0.001038-0.0022305i,0.00016059-0.0031508i,-0.00070158-0.0029465i,-0.0011545-0.0014282i,-0.0016019-0.00029097i
0.00062977+0.0011952i,0.0011242+0.00059012i,0.00027172+0.00018432i,-0.00072042+0.00050596i,-0.00025962+4.7624e-05i,0.00095274-0.0010606i,0.0011206-0.0026458i,0.0017641-0.0051823i,0.0021033-0.0060708i,0.00030838-0.0035075i,-0.00051241-0.0002372i,0.0010874+0.0013076i,0.0032609+0.00079332i,0.0044533-0.00013149i,0.0051611-0.0010426i,0.0045244-0.0017615i,0.0031166-0.0013442i,0.0020022-0.0010117i,0.00059313-0.00075371i,-0.0012006-0.00047169i,-0.0016613-0.0011632i,-0.00096705-0.0023513i,-0.00074527-0.0029301i
-0.0011867-0.00085919i,-0.0004575-0.00037459i,0.0010573-0.00071216i,0.0025298-0.00076579i,0.0025532-0.0011893i,0.002096-0.0030817i,0.0029578-0.0042017i,0.0032688-0.0044301i,0.0020349-0.0034104i,0.0015242-0.00043232i,0.0027115+0.00076259i,0.0024992-0.00023373i,-0.00020711-0.0016409i,-0.0022078-0.0014981i,-0.0026815+0.00046705i,-0.0012281+0.0027069i,0.001092+0.0029621i,0.0011072+0.0013289i,-0.0002893+0.0010084i,-0.00095025+0.0016237i,-0.0010571+0.0014972i,-0.0010319+0.0012085i,-0.0007001+0.0011629i
-0.0013343+0.0008009i,-0.00067422+0.001235i,-0.0010083+0.0011243i,-0.0005958+0.00051981i,0.0012304+0.00019825i,0.0018812+5.9178e-06i,0.00051587+0.00052237i,-0.0013871+0.0025052i,-0.0019205+0.0047911i,0.0015912+0.0051127i,0.0047567+0.0028654i,0.0034055-0.00066054i,0.00027757-0.0026525i,-0.0021555-0.0027676i,-0.0043316-0.0013298i,-0.0048752+0.0021043i,-0.0036665+0.0034408i,-0.0026767+0.0021697i,-0.0014727+0.002134i,-0.00037843+0.0024087i,-0.0003647+0.0020174i,-0.0003413+0.00070258i,-0.00012651-0.00059287i
0.0005373+0.00054751i,0.0011056+0.001451i,0.00050945+0.0018541i,0.00088634+0.00074759i,0.0015285-0.00028984i,0.00025094+0.00036957i,-0.0018866+0.0024836i,-0.0030847+0.0047156i,-0.0015198+0.0048488i,0.00087258+0.0026088i,0.0010312+0.00033721i,0.0012872-9.6869e-05i,0.001735+0.00057437i,5.3693e-05+6.0691e-05i,-0.0017495-0.00010641i,-0.0028286+3.0999e-05i,-0.0025452+0.00020451i,-0.0013473+0.00089771i,-0.00073634+0.00040593i,-1.1819e-05+7.3069e-05i,0.00018709+0.00030351i,0.001233-0.00026078i,0.0014583-0.00047389i
0.00018143-0.0024837i,-0.0016633-0.002129i,-0.0042124-0.0017254i,-0.0043655-0.00066031i,-0.0027122-0.00011104i,-0.0011806-0.00018848i,-0.00014922-0.00049205i,0.002529-0.0010502i,0.0046258-0.0017631i,0.0021261-0.0037359i,-0.0024583-0.0041672i,-0.004413-3.8912e-05i,-0.0025236+0.0043795i,5.7669e-05+0.004986i,0.0018837+0.0035677i,0.002711+0.00063991i,0.0016319-0.0017733i,0.0012074-0.00075266i,0.0014161+6.1772e-05i,0.00041509-0.0014405i,0.00072104-0.0019497i,0.0016572-0.0013924i,0.0011674-0.0010287i
0.00017905+0.0025752i,0.0009583+0.0016035i,0.0022782+0.0015146i,0.0026086+0.00074347i,0.0026493-0.001978i,0.0024466-0.0043128i,0.0037875-0.0046987i,0.0086423-0.0050752i,0.010522-0.0055271i,0.0058628-0.0056393i,-0.0004323-0.0041583i,-0.0034173-6.6463e-05i,-0.0030788+0.0025561i,-0.00093554+0.0034069i,0.0024957+0.0031222i,0.0052259+0.0010899i,0.0054184-0.00034988i,0.0031-1.0254e-06i,0.0013821-0.00065217i,0.0010316-0.0017426i,0.00024263-0.0022467i,-0.00074129-0.0011744i,-0.00076349+5.882e-05i
0.004153+0.003435i,0.0043352+0.0022704i,0.0059854+0.00084476i,0.0054842-0.00093884i,0.0039117-0.0023275i,0.0019597-0.0030117i,0.002777-0.0027499i,0.0062313-0.0028967i,0.0070996-0.0036109i,0.0034011-0.0021357i,0.00040665+0.0005482i,0.0012575+0.0013397i,0.0024178+2.4805e-05i,0.0022617-0.002264i,0.0018818-0.0027508i,0.0016993-0.0014098i,0.0010784-0.0006028i,0.0011518-0.0002637i,0.0010694-0.00023461i,-5.4857e-05-0.00036485i,-0.00076838+6.1048e-05i,-0.00094737+0.00094342i,-0.0014181+0.00060974i
0.00060146-0.0021646i,0.0001007-0.0019174i,-0.0003903-0.0013691i,0.00010734-0.00021339i,0.001393+0.0004153i,0.0019546+0.00091658i,0.0001545+0.0013695i,-0.0029642+0.00051264i,-0.0042808-0.00022378i,-0.0025609+0.0023162i,0.00071381+0.0053146i,0.0040056+0.00444i,0.0057781+0.0012559i,0.0047362-0.0018597i,0.00088946-0.0032418i,-0.0022517-0.0016089i,-0.002612+0.0010459i,-0.0015841+0.00030428i,-0.0012356-0.00053878i,-0.0016241+0.00019409i,-0.0021573+0.0012488i,-0.0013508+0.00094564i,0.00025121+0.00023835i
0.0028082-0.00065263i,0.0036155-0.0015938i,0.002244-0.0021535i,-0.00044543-0.0001257i,-0.0024915+0.0021651i,-0.0041644+0.0022964i,-0.0067046+0.0012686i,-0.0097808+0.00015747i,-0.010489+0.0011675i,-0.0058196+0.0031817i,0.00042483+0.0033776i,0.0032741+0.0026021i,0.0034251+0.001522i,0.0023962-0.00067822i,-0.00066136-0.0021613i,-0.0032198-0.0019395i,-0.003163-0.00074406i,-0.0021711-0.00017232i,-0.0017372-0.00067338i,-0.0013171-0.00059088i,-0.00010239+0.00018734i,0.0019816+0.00045634i,0.0025148+0.00026182i
-0.0017141+0.00073437i,-0.0020418+0.0018042i,-0.0035004+0.0020045i,-0.0016719+0.00045885i,0.0011352-0.0012485i,0.0012357-0.0031427i,0.00028318-0.0039335i,-0.00080195-0.002074i,-0.00044368+0.00097633i,0.00088338+0.0013872i,0.0008535-0.0010059i,-0.00020511-0.0023011i,-0.0014212-0.0014129i,-0.0021892+0.00038324i,-0.0014762+0.0012681i,0.00033601+0.0003697i,0.0012099-0.0013943i,0.00066476-0.001431i,-0.00024713-0.00088213i,-0.00030557-0.0016277i,0.00032492-0.0015571i,0.00039524-0.0013323i,0.0010009-0.0015692i
0.0011615+0.0021826i,0.0030304+0.0013713i,0.0039211+0.0011786i,0.0026632+0.00023685i,0.0020974-0.0012836i,0.0032483-0.0018323i,0.0059739-0.00011989i,0.0097171+0.0034674i,0.011964+0.0047243i,0.010522+0.00054199i,0.0056954-0.0042746i,0.00064568-0.005785i,-0.0016552-0.0053295i,-0.0023122-0.0028036i,-0.00065316+0.00094837i,0.0029945+0.0019985i,0.0044854-8.2805e-05i,0.0024773-0.00095913i,0.00074442-0.00047798i,0.00053149-0.00012027i,1.0911e-05-0.00058698i,-0.00070066-0.0019332i,-0.0013739-0.0024091i
0.0010091+0.0015099i,0.00094313+0.0017285i,0.0016374+0.0023733i,0.0034506+0.0012034i,0.0050194+0.0010477i,0.0055323+0.0014066i,0.0069563+0.0023375i,0.010963+0.0042052i,0.012526+0.0033662i,0.0090092-1.4596e-05i,0.0034616-0.0016747i,0.0003578-0.0012599i,-6.9611e-07-0.0011966i,0.00015953-0.0011716i,0.00073504-0.00029126i,0.0019714+0.00028319i,0.0025578+0.00045762i,0.0021771+0.0011192i,0.0012772+0.0018007i,-0.00020999+0.00096347i,-0.00041229-0.00018838i,-0.00098867-0.00058159i,-0.0017333-0.00075601i
-0.0018823+0.00166i,-0.0015536+0.0010115i,-0.0022024+0.0019544i,-0.0020399+0.0029551i,-0.00070496+0.0013877i,0.00027839-1.9723e-05i,0.00090401-0.0011344i,0.0021959-0.0044356i,0.003059-0.0069127i,0.0010477-0.0044224i,-0.0017845+0.0015086i,-0.0016754+0.0055738i,-0.00031124+0.0066161i,0.001335+0.0048052i,0.0023768+0.0011182i,0.00068638-0.00062633i,-0.00035804+0.00093233i,0.00082716+0.001873i,0.00081348+0.0011389i,-0.0011484+0.001066i,-0.0012031+0.0015758i,-0.00022434+0.0017304i,-7.6266e-05+0.0010892i
0.0016306+9.6609e-05i,0.002114-0.00068322i,0.0018212-0.00066637i,0.00056095-0.00041801i,-0.00048355-0.00046612i,-0.0023766-0.002288i,-0.00504-0.0063346i,-0.0070257-0.010756i,-0.0073455-0.011909i,-0.0063225-0.0077753i,-0.003568-0.0012527i,6.3035e-05+0.0039678i,0.0013609+0.0055366i,0.001105+0.0046796i,0.00023081+0.0021752i,-0.0014701-0.00021845i,-0.002068+0.00064537i,-0.0014645+0.0016191i,-0.001089-6.7775e-05i,-0.0005623-0.001393i,-0.00043431-0.0010644i,-0.00030292+8.6396e-05i,0.00055354+0.0014389i
-0.001501+0.0031074i,-0.00080562+0.0025808i,-4.9372e-06+0.0018266i,0.0017049+0.00047223i,0.0031394-0.00052528i,0.0024588-0.001712i,0.00052039-0.0039509i,-0.0032645-0.0064293i,-0.0071063-0.0065731i,-0.0068839-0.0038962i,-0.0023999-0.0015506i,0.0028739-8.789e-05i,0.0047569+0.00071952i,0.0026286+0.00095624i,0.00071093+0.00086335i,0.00082215+0.00064966i,0.00050578-0.00083677i,-0.0010122-0.003066i,-0.0021657-0.0034028i,-0.0018302-0.0026125i,-0.00080346-0.0016423i,0.00027141-0.0010532i,0.00089146-0.0012025i
