0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
0.0054543+0.0080006i,0.0050762+0.0057496i,0.0089425+0.002302i,0.0077101+0.003261i,-0.0036556+0.0053294i,-0.011378+0.0057031i,-0.0072499+0.0040331i,0.002568-0.00071128i,0.0067696-0.004976i,0.0039971-0.0036297i,0.0015423+0.00092768i,0.0020694+0.0044099i,0.0040564+0.005287i,0.0045402+0.0039566i,0.0044339+0.0035961i,0.0061264+0.0058944i,0.0067881+0.0085869i,0.0048926+0.0094064i,0.004262+0.0077943i,0.0054329+0.0042851i,0.0063697+0.00055381i,0.0055309-0.00035574i,0.0040696+0.00021869i
-0.0074952+0.0054539i,-0.0078265+0.004403i,-0.0025444-0.0018044i,0.0065675-0.012116i,0.014544-0.015563i,0.012715-0.01031i,0.0059658-0.003906i,0.005283+0.00067692i,0.0060447+0.00095384i,0.0028007+0.00039325i,-0.0011904+0.002745i,-0.002604+0.0054908i,-0.0017228+0.0046315i,-0.0012315+0.0015906i,-0.0021615-0.00020041i,-0.0041282-0.00062096i,-0.0062102-0.0024557i,-0.0077612-0.005225i,-0.008416-0.0058289i,-0.0091081-0.0047515i,-0.0088914-0.0030224i,-0.0074116-0.0021656i,-0.0063807-0.0025019i
-0.0091531-0.0020312i,-0.0070991+0.0012786i,-0.003534+0.010468i,-0.00060218+0.018457i,0.00096914+0.015628i,0.0012314+0.0040401i,0.00042803-0.0010916i,0.00088083+0.002592i,0.0017055+0.0061001i,0.001874+0.0039702i,0.0029436-0.00029841i,0.0040014-0.0040005i,0.0037347-0.0064365i,0.003318-0.0051253i,0.0018743-0.0027503i,0.00033184-0.0025752i,0.0020238-0.003289i,0.0060302-0.00296i,0.0089055+0.00013348i,0.0086849+0.0040654i,0.0075185+0.0049322i,0.0064178+0.0045161i,0.0048707+0.0046442i
-0.0039461-0.0051065i,-0.0025049-0.0033515i,-6.9921e-06+0.0015742i,0.0091095+0.010686i,0.01759+0.017811i,0.01707+0.015899i,0.010334+0.0066492i,0.0022751+0.002072i,-0.0013401+0.0038796i,0.00025479+0.0047628i,0.0014507+0.0038049i,0.0003734+0.0032685i,-0.00095798+0.0044683i,-0.0010502+0.0045506i,0.00072797+0.0019596i,0.0028153+0.00065745i,0.0037977+0.0032253i,0.0015013+0.0059046i,-0.002779+0.00374i,-0.0051733-0.0029239i,-0.0045764-0.007739i,-0.0026472-0.008378i,-0.00063002-0.0082969i
0.00086588-0.0050865i,-0.0034394-0.002208i,-0.013171+0.005202i,-0.021338+0.012052i,-0.01945+0.011406i,-0.0087661+0.0079475i,-0.00082165+0.0040044i,-0.0027744+0.00075391i,-0.007864-0.00023692i,-0.0082784+7.1418e-05i,-0.005816-0.00016052i,-0.0047314-0.0019163i,-0.0056673-0.0023411i,-0.0050671-0.00070889i,-0.0033079+0.0011717i,-0.0032811+0.0023369i,-0.0050675+0.00064756i,-0.0053508-0.0020994i,-0.0039195-0.0015063i,-0.0021948+0.0026094i,-1.2178e-05+0.0070493i,0.00060271+0.008742i,0.00018352+0.0083956i
0.0074681-0.0041437i,0.0045435-0.0056156i,-0.00014858-0.0058478i,-0.00519-0.00090284i,-0.0097635+0.0074867i,-0.010038+0.012305i,-0.0044798+0.0095338i,5.3363e-05+0.0012782i,-0.00067515-0.0044056i,-0.0018439-0.0034999i,-0.00053619-0.0010695i,0.0019178-0.00072908i,0.0033675-0.000292i,0.0029923+0.0013992i,0.0018704+0.002339i,0.0022946+0.00055134i,0.003496-0.0015175i,0.0035346-0.00075338i,0.0031104-0.00011462i,0.002702-0.0019737i,0.002683-0.0037068i,0.0032787-0.0035635i,0.0040986-0.002861i
0.0053012+0.0036238i,0.0027701+0.0028658i,-0.0028438-0.003664i,-0.0081267-0.010662i,-0.0091972-0.012961i,-0.0067439-0.0086284i,-0.0036564-0.0037428i,-0.00020465-0.0029224i,0.0011534-0.0049239i,-0.0013316-0.0031907i,-0.0030761+0.0025791i,-0.0015112+0.0066366i,2.0082e-05+0.0063834i,0.00052531+0.0031499i,0.0011514-0.00033629i,0.001998-0.001318i,0.0014768-0.00073819i,-0.0017707-0.0004871i,-0.0058478-0.00016422i,-0.008475+0.0021305i,-0.0091374+0.0035495i,-0.0080322+0.002329i,-0.006686-0.00076567i
-0.00023943+0.0039923i,-0.00097358+0.004945i,0.0012221+0.0032538i,0.0025477+0.0017533i,0.0014797-0.0008925i,-0.002157-0.0045561i,-0.0035309-0.0036483i,0.00036557+0.00034407i,0.0035752+0.00092483i,0.0024045-0.00021781i,-0.00054674-8.8222e-07i,-0.0011207-0.00071178i,0.00033248-0.0028495i,0.0012528-0.0035478i,0.0012543-0.0014812i,0.00065289+0.00053764i,-0.0010671-0.00044527i,-0.001831-0.0038426i,0.00077676-0.00618i,0.0054398-0.0048033i,0.0088248-0.0019494i,0.0095868+0.00073893i,0.0090478+0.0028372i
-0.00075509+0.0024143i,-0.0030424+0.00105i,0.00013373+0.00061454i,0.0076708-0.00077952i,0.015903-0.0017261i,0.015609-0.0021607i,0.008078-0.001802i,0.0021661+0.00097338i,0.0019586+0.0025772i,0.0037869+0.00019063i,0.0034535-0.0011417i,0.003563+0.00052331i,0.0059206+0.0025041i,0.0054184+0.0022325i,0.0024418-0.00030503i,0.0015345-0.002246i,0.0039778-0.0021293i,0.0058965-5.9516e-05i,0.0029568+0.0021974i,-0.002357+0.0014623i,-0.0057644-0.00080941i,-0.006046-0.0023328i,-0.0050981-0.0039484i
-0.0061376+0.003663i,-0.0059165+0.0036032i,-0.0055153+0.007068i,-0.0034036+0.013373i,0.0013775+0.015394i,0.0061053+0.0093866i,0.0052374+0.0023312i,-0.0012782+0.0017708i,-0.0041254+0.0045973i,-0.0018704+0.0044717i,-0.00074017+0.0027479i,-0.0021155+0.0022895i,-0.0037988+0.0030247i,-0.0049358+0.0023822i,-0.0046941+0.0014458i,-0.0033329+0.0018222i,-0.0027871+0.0021479i,-0.0030163+0.001326i,-0.0012901+0.00018796i,0.0023054+0.0015427i,0.0042239+0.0039493i,0.0032923+0.0045931i,0.0019062+0.0050324i
-0.007131-0.0043134i,-0.0065546-0.0044705i,-0.0047143-0.0020849i,-0.0022471+0.0043944i,0.00067354+0.012356i,0.0039335+0.015594i,0.0045364+0.010398i,0.00043531+0.0022307i,-0.0029422-0.0010654i,-0.0020497-0.00099588i,-0.00033768-0.0032013i,-0.00092947-0.0065489i,-0.0020631-0.0064438i,-0.0017717-0.0027723i,-0.00047122+0.0013979i,-0.00022813+0.0038774i,-0.0010744+0.0031976i,-0.00074255+0.0011109i,-0.00036035-0.00045979i,-0.0006507-0.0030059i,-0.00025884-0.0050579i,0.00089493-0.0047202i,0.0015137-0.00399i
0.0021657-0.0072855i,0.00089645-0.0049894i,-0.0022675-0.00042651i,-0.0078669+0.0033122i,-0.011969+0.0045123i,-0.0094295+0.0067676i,-0.0035427+0.0071676i,0.00039919+0.0012949i,-0.00084767-0.0036121i,-0.0030978-0.0020998i,-0.0016045+0.0011091i,0.00048495+0.0018232i,0.00037418+0.0019718i,0.00018425+0.0023293i,0.0010363+0.00089742i,0.001918-0.001885i,0.0025033-0.0030241i,0.0017877-0.002039i,-0.0001886+0.0015704i,-0.0021226+0.0062908i,-0.0041105+0.0078479i,-0.0055849+0.0063953i,-0.0061207+0.0037285i
0.0051222-0.0037419i,0.0039728-0.0023817i,-0.001324+0.00034102i,-0.0039897+0.0021489i,-0.0061354+0.0017703i,-0.0089993+0.00047432i,-0.0071113+0.00025321i,-0.00088366-0.00070478i,0.0019794-0.0023437i,-6.3488e-05-0.00096784i,-0.0013685+0.0021175i,-0.00070653+0.0034496i,-0.00064014+0.0021301i,0.00040891+0.00021109i,0.0023972+0.00080418i,0.0026471+0.0027463i,0.00048938+0.0026674i,-0.0037428-0.00026264i,-0.0056982-0.0045424i,-0.0028558-0.0060999i,0.0014286-0.0059394i,0.0045358-0.0047708i,0.006854-0.0028906i
0.0053524+0.0045553i,0.0029023+0.0054196i,-0.0016674+0.0023067i,-0.0019772-0.0023142i,0.0022282-0.0079326i,0.0032905-0.010495i,0.00068614-0.006191i,0.0012221-0.0002788i,0.0034677+0.00013751i,0.0014833-0.0029686i,-0.00086986-0.0027238i,0.00064188-0.00051975i,0.0030012+0.00026055i,0.0036366-0.00013109i,0.0029672-0.0010527i,0.0025903-0.0018502i,0.0036549-0.0025531i,0.0050705-0.0028912i,0.0033898-0.0014777i,-0.0011688+0.0012637i,-0.004897+0.0025129i,-0.0057107+0.0025866i,-0.004958+0.00054705i
0.00058089+0.0069299i,-0.0017009+0.0048433i,6.9892e-05+0.0041418i,0.0042223+0.0055632i,0.0086885+0.0034503i,0.0091055-0.0020415i,0.0041277-0.003441i,-0.00074573+0.0012268i,0.00034362+0.0044439i,0.003923+0.0035039i,0.0032715+0.0030364i,0.0016619+0.0045967i,0.0017977+0.0049545i,0.00047074+0.0030911i,-0.0014459+0.0017772i,-0.0018377+0.00088122i,-0.0013852+0.00028589i,-0.0013765-0.00025057i,-0.0010661-0.0010987i,0.0017215-0.0013323i,0.0040182-0.00044277i,0.004587+0.00095907i,0.0047289+0.0022428i
-0.0033401+0.0020014i,-0.0029548+0.00058283i,-0.0018973-4.2751e-05i,0.00058822+0.0029786i,0.0055964+0.008758i,0.010171+0.0096501i,0.0082356+0.0043624i,0.0013795+0.001363i,-0.002776+0.0032672i,-0.0014737+0.0036514i,-0.00021881+0.00029035i,-0.0010574-0.0032223i,-0.0011444-0.0044785i,-0.0012099-0.0030912i,-0.00067585-0.0010694i,0.00066344+0.0011052i,0.0017995+0.0018803i,0.0023622+0.0011065i,0.0011751+0.00040947i,-0.00096434-0.0006846i,-0.0020671-0.0029384i,-0.0018617-0.0045301i,-0.0014876-0.0033552i
-0.0013515+0.0010444i,0.00065311+0.0012126i,0.00085314+0.0036624i,-0.0013212+0.0085847i,-0.0022309+0.012982i,0.0004354+0.012902i,0.0026645+0.0072881i,0.00051219-0.00045158i,-0.0039055-0.003533i,-0.0050476-0.0023523i,-0.0029307-0.0022835i,-0.0023062-0.0028349i,-0.0028183-0.00078671i,-0.0023976+0.0014794i,-0.002531+0.001412i,-0.0029259+0.00012648i,-0.0021793-0.0015071i,-4.4164e-05-0.0015749i,0.0029926+0.00088032i,0.0051895+0.0032363i,0.004892+0.004303i,0.0031402+0.0051109i,0.00083693+0.0046389i
-0.005303-0.0029913i,-0.006412-0.0010486i,-0.0062471+0.0012788i,-0.0073801+0.0040469i,-0.0098517+0.0073637i,-0.009816+0.0093072i,-0.0046094+0.0054594i,-0.00010079-0.0012722i,-0.00043282-0.0047677i,-0.0015538-0.0033376i,-0.0012255-0.00032055i,0.00092967+0.00081126i,0.002514+0.00071286i,0.0028654+0.0012632i,0.0036379+0.001748i,0.004086+0.0017177i,0.0027772+0.0022127i,-0.00052589+0.0029364i,-0.003834+0.0022041i,-0.0035811-0.00033805i,-0.00095629-0.0029056i,0.0014039-0.0036389i,0.0025332-0.0035481i
0.00031011-0.0064117i,-0.0033539-0.0061998i,-0.0068275-0.0038136i,-0.0081297-0.0036579i,-0.0080214-0.0062569i,-0.0073-0.0058497i,-0.0032079-0.0018701i,0.0024205+0.00046784i,0.002867-0.00057938i,-0.0019854-0.0017261i,-0.0051385-0.00075142i,-0.0050914-6.7988e-05i,-0.0033984+0.00033479i,-0.0017796-9.7836e-05i,-0.00063047-0.0010398i,0.0010654-0.0014203i,0.0018353-0.0030213i,0.001392-0.0040874i,0.0009473-0.0019789i,8.8474e-05+0.0012462i,-0.0012027+0.0037469i,-0.0021373+0.0044865i,-0.0022919+0.0029489i
0.003599-0.0017895i,0.0042664-0.0019965i,0.0045153-0.0018734i,0.0053897-0.0016096i,0.0050512-0.0040137i,0.0033107-0.0067872i,0.0015542-0.0039315i,0.0021226+0.00070375i,0.0039371+0.0016361i,0.0032344+0.00062748i,0.0014069+0.0012525i,0.0017096+0.0032435i,0.0030792+0.0038314i,0.0027065+0.002207i,0.0012549+0.0010242i,-0.00038391+0.00067962i,-0.0022023+0.00032254i,-0.0029233+0.0001921i,-0.0026924+0.00023411i,-0.0020769-4.4941e-05i,-0.00029614+2.7943e-05i,0.0017125-0.00065413i,0.0020219-0.0011717i
0.0024749+0.003296i,0.002167+0.0047945i,0.0012033+0.0038073i,0.0039032+0.0039817i,0.0082147+0.0051843i,0.0084576+0.002627i,0.0040096-0.00013732i,-0.00058051+0.0014528i,-0.00061217+0.0034603i,0.0012766+0.0027731i,0.0022283+0.0007738i,0.0013677-2.598e-05i,0.00041827-0.00080474i,0.0017074-0.0020171i,0.0026743-0.0028882i,0.0026429-0.0024397i,0.0020278-0.0014595i,0.001124-0.0015944i,-0.00018143-0.0020093i,-0.0021922-0.0012504i,-0.0036498-0.00045652i,-0.0041348-0.0012937i,-0.0027068-0.0020186i
-0.0019215+0.002015i,-0.0030117+0.0030436i,-0.0033506+0.0044551i,-0.0020349+0.0082511i,0.0022474+0.010893i,0.0059314+0.0090365i,0.0048273+0.0043218i,0.0001427+0.0017528i,-0.0030474+0.00285i,-0.0037384+0.0035337i,-0.003289+0.002748i,-0.001911+0.0016996i,-0.0015309+0.0015564i,-0.00090561+0.0021824i,-0.0008051+0.0020918i,-0.0015185+0.0013343i,-0.0010853+0.0008416i,-0.00022335+8.0032e-05i,0.0012237-0.0011602i,0.0024914-0.00075184i,0.0030622-3.8823e-05i,0.0026562+0.00076962i,0.0014861+0.001773i
-0.0032956-1.3215e-05i,-0.004105+0.0015074i,-0.0055856+0.0043026i,-0.0076667+0.0080655i,-0.0069583+0.012188i,-0.0028999+0.012344i,0.00054288+0.0051767i,-0.0003742-0.0015641i,-0.0027181-0.0032767i,-0.001788-0.0021599i,0.0014518-0.00075602i,0.0037713-0.0010973i,0.0040292-0.0026925i,0.0028439-0.0029142i,0.0011057-0.0010969i,0.00058394+0.00078041i,0.0016456+0.001959i,0.0015567+0.002568i,-0.00038163+0.002064i,-0.0019841+0.00016634i,-0.0024866-0.0012427i,-0.0029496-0.00084493i,-0.0026837-0.0006007i
-0.0010373+0.00097772i,-0.0020557+0.00079466i,-0.0043713-0.00087993i,-0.0067991-0.00027371i,-0.0075901+0.0016101i,-0.005583+0.0019635i,-0.0015927-3.4808e-05i,0.00046151-0.0031077i,-1.826e-05-0.0035111i,-0.00074138-0.00091703i,-0.0023238+0.0022015i,-0.0044229+0.0032372i,-0.004721+0.0024874i,-0.0033271+0.0012713i,-0.0014269+0.00028596i,0.00074435-0.0008423i,0.0022282-0.00156i,0.0013258-0.0021797i,-0.00039732-0.0014728i,0.0001876+4.7047e-05i,0.0014097+0.00092709i,0.0017213+0.0016249i,0.0013508+0.0020283i
-0.0035486+0.0003084i,-0.0035254+0.00019243i,-0.0021814-0.00093008i,-0.0018902-0.0034745i,-0.0033064-0.0047917i,-0.0035608-0.0025806i,-0.0004022+0.00091634i,0.0031708+0.0010873i,0.00301-0.00070129i,0.00039681-0.0010171i,-0.00164+9.1682e-05i,-0.0013478+0.0012187i,-0.00019011+0.0022283i,0.00087873+0.0019908i,0.001749+0.0012712i,0.0026416+0.0008678i,0.002494+0.00062236i,0.0014164+0.0010432i,0.00092329+0.0014224i,0.00053578+0.00017369i,0.0010054-0.0010617i,0.0018945-0.0019366i,0.0024812-0.0025837i
-0.0019655-0.0014419i,-0.0021585+0.0001896i,0.00072203+0.0019488i,0.0047609+0.0011669i,0.0064172-0.00063032i,0.0046216-0.00012141i,0.0019932+0.0029018i,0.0018427+0.004183i,0.0020855+0.0028061i,0.0013094+0.00087296i,0.0010479-0.00069097i,0.00024232-0.0016285i,-0.00034735-0.0021372i,0.00088998-0.001482i,0.00087484-0.0017415i,-0.00044143-0.0027126i,-0.00097921-0.0020269i,-0.00062749-0.00014916i,-0.00028777+0.001236i,-0.00024948+0.0021616i,-0.00064461+0.0028136i,-0.0013122+0.002407i,-0.0009345+0.001674i
0.0034612-0.0010751i,0.0032381-0.0010172i,0.0023203+0.00057967i,0.0029052+0.0020641i,0.0047413+0.0016401i,0.0031742-0.00055682i,-0.00061099-0.00065142i,-0.002918+0.0010646i,-0.0011096+0.0012377i,7.4688e-05+0.0011938i,-0.00063416+0.0028212i,-0.00075724+0.0044023i,-0.00070646+0.0050788i,7.2259e-05+0.0051076i,0.0015343+0.0039724i,0.0014904+0.0028141i,-0.00078483+0.0022184i,-0.0022353+0.0010202i,-0.0019472+0.00013222i,-0.00074655-0.00019028i,0.0010056-0.00016298i,0.0018658-9.5334e-05i,0.0014686+0.00034388i
0.0037416+0.0023084i,0.0041479+0.0016482i,0.0036891+0.0020144i,0.0037606+0.0050912i,0.0057301+0.0069014i,0.0061896+0.0046967i,0.001657+0.00041062i,-0.0028874-0.0011118i,-0.0031052-0.0010189i,-0.0010045-0.001504i,0.00095002-0.0019692i,0.0024244-0.0031626i,0.0027618-0.0044607i,0.0019857-0.0040536i,0.0015776-0.0015567i,0.0012213+0.00043136i,0.00082517-0.00010145i,0.00064515-0.00074333i,-0.00017315-0.00057238i,-0.00081474-8.6665e-05i,-0.0013297+0.00095677i,-0.0022963+0.0015974i,-0.0031804+0.0012203i
0.00094237+0.0019385i,-0.0015978+0.0027312i,-0.0037229+0.0040439i,-0.0051802+0.0067958i,-0.0040236+0.0084901i,-0.0021688+0.005845i,-0.00096238+0.00032453i,-0.00091371-0.003285i,-0.00075039-0.0028155i,-0.00046048-0.00094917i,-0.00027884+0.0012229i,0.00039534+0.0018835i,0.0002226+0.0009172i,-0.0015243+0.00035165i,-0.0026212+0.00081964i,-0.0024421+0.00082095i,-0.0021792-0.00022449i,-0.002381-0.0011828i,-0.0028204-0.0013864i,-0.0021354-0.00076154i,-0.00013821-0.00026668i,0.0009373+0.00065616i,0.0019747+0.0022076i
0.0016643+0.0005225i,0.00077233-8.8204e-05i,0.00028936-0.0006713i,-0.0018814+0.00096836i,-0.0035035+0.0024898i,-0.0013238+0.002861i,0.0025783+0.0013543i,0.0038918-0.0020123i,0.0011558-0.0034683i,-0.0017227-0.0016007i,-0.002204+0.0015203i,-0.0010539+0.003328i,0.00050405+0.0035318i,0.0016361+0.0013361i,0.0015685-6.6186e-05i,0.0012683+0.00021262i,0.0020123+1.8837e-06i,0.0031551-0.0013297i,0.0033054-0.0025108i,0.0019001-0.0030139i,0.00046423-0.0021103i,-8.1853e-05-0.0012549i,0.00012211-0.0013064i
-0.0017296+0.00069246i,-0.003005+3.9404e-05i,-0.0059552-0.00087105i,-0.0076636-0.0010788i,-0.0053554+0.00015969i,-0.0015017+0.0032057i,0.0020111+0.0055228i,0.0037046+0.0045433i,0.0023225+0.00080018i,-0.0010677-0.0017372i,-0.0039861-0.0029329i,-0.0044577-0.0031997i,-0.0025125-0.0027316i,-0.00024862-0.0024945i,0.0002888-0.0018369i,-3.9323e-05-0.00050107i,-0.00019497-0.00058926i,-0.00012905-0.0012655i,-0.00059356-0.0012041i,-0.00049534-0.00078824i,0.00054772+0.00048983i,0.0010665+0.0018117i,0.00096184+0.0021799i
-0.0010698-0.00019265i,-0.001819-0.00016522i,-0.001033-0.00086246i,-0.0010721-0.0028917i,-0.002307-0.0034489i,-0.0039645-0.001316i,-0.0043392+0.0016145i,-0.0025585+0.0032478i,-0.00064051+0.0028129i,0.00020844+0.0020075i,0.0004274+0.0020186i,-0.00026143+0.003405i,-0.00070583+0.0054505i,0.00040427+0.0060274i,0.001595+0.004988i,0.0021058+0.0039812i,0.0016416+0.0029489i,3.0999e-05+0.0032886i,-0.0010472+0.0036626i,-0.00062336+0.0019872i,0.00063428-0.00011152i,0.0015874-0.0014034i,0.0015645-0.0018053i
-0.0007522-0.0029316i,-0.0010354-0.0040021i,0.0014677-0.0029903i,0.0032518-0.0014391i,0.0040378-0.0011231i,0.0018105-0.0019952i,-0.0022344-0.0017363i,-0.0039941-0.00040324i,-0.0026561+0.00032975i,-0.00019761+2.5421e-05i,0.0014631+6.3086e-05i,0.0016872-0.00096429i,0.00031166-0.0016302i,-0.00036769-0.0014542i,0.00056538-0.00074839i,0.0003091-4.0819e-05i,-0.00094892-0.00094024i,-0.0012958-0.0014152i,-0.00078947-0.00043155i,-0.00036846+0.00095301i,-0.00085772+0.0022678i,-0.00071674+0.0023327i,-0.0007805+0.0016102i
0.0033206-0.0011963i,0.0045065-0.00045762i,0.0037462+0.0013286i,0.0033502+0.0023311i,0.0053456+0.0010847i,0.0053757-0.001626i,0.0025586-0.0048796i,-0.00072439-0.0051893i,-0.0022307-0.0027505i,-0.0022427-0.0002235i,-0.0014316+0.0010955i,0.00023592+0.0011942i,0.0005318-0.0001721i,0.00046202-0.00041753i,0.00036205+0.00054341i,-0.0013521+0.0005941i,-0.0026406+0.00092873i,-0.0022747+0.0010398i,-0.0025595+0.00085637i,-0.0022087+0.00053621i,-0.00084521+8.8867e-05i,0.00010241-0.00047234i,0.0012496-0.0009034i
-0.001724+0.0026381i,-0.0018279+0.0029969i,-0.00072611+0.0037837i,0.0011685+0.0061856i,0.00351+0.0079737i,0.0052843+0.0059058i,0.006363+0.0021802i,0.0052143-0.00089621i,0.0021229-0.0010992i,-7.0913e-05+0.0012485i,0.00024144+0.0035051i,0.0011795+0.0046281i,0.0017546+0.0040039i,0.0014438+0.0021429i,0.0012623+0.00040465i,0.0017413+0.00069318i,0.0023631+0.00073903i,0.0023113-0.00090312i,0.0014221-0.002714i,-0.00029702-0.0029669i,-0.00083166-0.0014693i,-0.00054632+0.00021849i,-0.0010078+0.00099201i
0.002892-0.0028963i,6.8763e-05-0.0025935i,0.00027963-0.0024342i,-0.00057722+0.00066951i,-0.0017641+0.0030828i,-0.0007785+0.0039023i,0.0025356+0.0055544i,0.0039391+0.0036179i,0.0024036-0.00030652i,-0.00063175-0.0017128i,-0.0039175-0.0019837i,-0.0050297-0.0018332i,-0.0035642-0.0010768i,-0.0012917-0.00035528i,0.00034824+0.00065525i,0.00148+0.00074094i,0.0010206-0.00015006i,-0.000156-0.0010806i,-0.00045571-0.0016934i,0.0005896-0.0011137i,0.0013864-0.00024948i,0.0015045+0.00052966i,0.0021078+0.00097846i
0.0019452+0.00023971i,-0.00074844-0.00041713i,-0.0039638-0.00059817i,-0.0068885+0.00060959i,-0.008158+0.0030842i,-0.0064608+0.0062881i,-0.0041163+0.007981i,-0.0021742+0.0065564i,-0.001123+0.0028095i,-0.00075628+0.0002688i,-0.00073911+0.00080509i,-0.00019973+0.0023433i,0.00096764+0.0035973i,0.0017315+0.0039803i,0.0020945+0.0020733i,0.0026612+0.00011795i,0.0026585+0.00019201i,0.0017046+0.0011849i,0.0012006+0.001541i,0.00055451+0.00079834i,-0.00022026-0.00065782i,4.057e-05-0.00090684i,1.0289e-05-0.00059593i
0.0015457+0.0031389i,0.0011247+0.0015776i,-0.0011309-0.0023948i,-0.0043207-0.0037402i,-0.0066585-0.0026362i,-0.0082937-0.00017026i,-0.0077573+0.0013319i,-0.0048949+0.0014297i,-0.001345+0.00059719i,0.00090717-0.000241i,0.0012563-0.00073317i,-0.00029729-0.00037168i,-0.002129+0.00057221i,-0.0022692+0.00043855i,-0.002161+0.00044777i,-0.0018524+0.00072549i,-0.0017434-8.4434e-05i,-0.0017947-0.0010627i,-0.0013552-0.0015264i,-0.00058865-0.00022008i,0.00045763+0.0011507i,0.0010971+0.00069952i,0.00098924+0.00048476i
-0.0026618-0.0038475i,-0.0044415-0.0039019i,-0.0035227-0.0051973i,-0.0016402-0.0052111i,0.00014904-0.0051236i,0.00061723-0.0042368i,-0.0011314-0.0034746i,-0.0031736-0.0031504i,-0.003698-0.0027884i,-0.0037803-0.0019222i,-0.0037751+6.786e-05i,-0.0026164+0.001396i,-0.0014236+0.0011366i,0.00042166+0.0011761i,0.0016024+0.0016436i,0.0015585+0.0014072i,0.00096095+0.0020518i,0.00033494+0.0027178i,-0.00011242+0.0022196i,-0.0010496+0.00080184i,-0.0014063-0.0011527i,-0.00055827-0.0017157i,0.00063326-0.0015019i
0.0030616-0.0042819i,0.0027833-0.0033573i,0.0015217-0.0038052i,0.00028374-0.0036208i,0.0013455-0.0029573i,0.0031389-0.0035916i,0.0039287-0.0046796i,0.0024216-0.0052671i,0.00058085-0.0043455i,-0.00048228-0.0015315i,0.00070514+0.0022597i,0.0031228+0.0051136i,0.004338+0.0056123i,0.0044504+0.0038195i,0.0025408+0.001712i,0.0002643+0.00069605i,0.00062449-0.00029474i,0.00093332-0.00058746i,0.00057886-0.0015056i,0.00017305-0.0019793i,0.00020011-0.0002358i,0.0001684+0.001277i,7.8941e-05+0.00064556i
0.011274-0.00011025i,0.0097798-0.0026723i,0.013944-0.013695i,0.011478-0.016201i,0.0050924-0.013535i,-0.00061669-0.0055207i,0.0015829+0.0021652i,0.0057245+0.0018782i,0.0058329-0.001186i,0.0010377-0.0035434i,-0.0049903-0.0028803i,-0.0067643-2.5174e-05i,-0.0048298+0.0024393i,-0.0014344+0.004229i,0.0018692+0.0045328i,0.0026617+0.003506i,0.00088256+0.002485i,-0.00093425+0.0018387i,-0.0020292+0.0012216i,-0.0015028+0.0010541i,0.00028532+0.00075272i,0.0012032+0.00060385i,0.0010076+0.00074345i
-0.0033596+0.00043075i,-0.0034551+6.2099e-05i,-0.0057701+0.0039069i,-0.0062277+0.0087778i,-0.0041206+0.013408i,-9.656e-06+0.013023i,0.0020322+0.0092698i,0.0013098+0.0057614i,-0.00044776+0.0035222i,-0.00097181+0.003398i,0.0004693+0.0021155i,0.0010842-7.4654e-05i,0.00073458-0.00074827i,0.00099801-0.001132i,0.00069687-0.0012966i,0.00039273-0.0014265i,0.00085312-0.0017103i,0.00087244-0.00087303i,0.0010208+0.00016044i,0.00082301+0.00050973i,0.00053921+7.8706e-05i,0.00031709+0.000123i,0.00024309-0.00013447i
-0.0050581+0.00048917i,-0.0047352+0.0033093i,-0.0051415+0.0082814i,-0.0036518+0.0091734i,-0.0028435+0.0076734i,-0.003867+0.0055445i,-0.0040523+0.0034675i,-0.0031539+0.0020469i,-0.0021861+0.0012466i,6.4009e-05+0.00098672i,0.002189-3.1762e-05i,0.0018266-0.0013805i,0.00035945-0.0020843i,-0.0012259-0.0021391i,-0.001774-0.001496i,-0.0018643-0.00027075i,-0.0019667+0.00019032i,-0.002013-0.00014861i,-0.001977-0.0010252i,-0.0014363-0.0006509i,-0.00042666-0.00020517i,8.5823e-05-0.0011318i,-0.00010844-0.00090328i
0.0020103-0.0010359i,0.00077109+0.000616i,-0.0011659+0.0036826i,-0.0027745+0.0049816i,-0.0032136+0.0038837i,-0.0020375+0.00028885i,-0.0020605-0.0026616i,-0.002013-0.0028242i,-0.0017886-0.0012887i,-0.0024476+0.00068655i,-0.0027414+0.0013741i,-0.002325-0.00021163i,-0.0017519-0.00099048i,-0.0010217-0.0010033i,0.00029715-0.0015518i,0.0019484-0.0010535i,0.0026994-0.0005154i,0.0029465-0.00071633i,0.0020114-0.0011194i,-3.2572e-05-0.00090472i,-0.00095917-0.00023324i,-0.00053814-1.9134e-06i,-0.0009341-0.00029495i
