0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
-0.00083263+0.0017676i,-0.0012033+0.0020579i,-0.00011776+0.0016102i,0.00067974+0.0012658i,0.00032126+0.0010484i,0.00023135+0.00054641i,0.00087685-0.00036635i,0.00076819-0.0008319i,0.000377-0.00017823i,0.00039185+0.0012056i,0.00040866+0.0013426i,0.00081797+0.00073899i,0.00038539+0.000604i,-0.00041431+2.2034e-06i,-0.00057988-5.3081e-05i,-0.00080077+0.0003787i,-0.00087954-0.00019571i,-9.7812e-05-0.00026132i,0.0005799+6.8449e-05i,-4.118e-05-0.00075363i,-0.00016506-0.0010478i,0.00034182-0.00062194i,0.00029726-0.00021877i
-0.0013731-0.0021601i,-0.0022538-0.0024972i,-0.0021485-0.0016768i,-0.0015697-0.00047302i,-0.0007317+0.00021151i,0.00016194-0.00038426i,0.00050373-0.0014535i,0.00092363-0.001697i,0.00070525-0.0012221i,0.00049231-0.00061604i,-6.7317e-05+0.00031252i,-0.00058976+0.0017735i,-9.1329e-05+0.001273i,0.00031136+0.00032873i,0.00024129+0.00013601i,0.00050513+9.9001e-05i,0.00024589+0.00062226i,-9.5343e-05+0.0004428i,0.00029261-0.00036938i,0.00036779-0.00094622i,0.0003061-0.00028726i,-1.7356e-06+0.00034623i,-0.00014522+0.00079253i
-0.0050761-0.0015787i,-0.0038742-0.00051098i,-0.0020833+0.00025086i,-0.00066738+8.3979e-05i,-0.00025823+0.00030824i,-0.00016332+0.00023492i,0.00035595-0.00062265i,0.00020662-0.00045859i,-0.0004189-2.4908e-05i,-8.9174e-05-0.00053723i,0.00021721-0.00055314i,7.2428e-05-5.2328e-05i,0.00036425-0.00038757i,0.0003992-0.00083294i,0.00039719-0.00079452i,0.00028878-0.0010159i,0.00015955-0.0014507i,-0.00021176-0.0010092i,-0.00060261-0.00027626i,-0.00077834+0.000187i,-0.0011021+6.6874e-05i,-0.00062593+0.00050915i,-3.4003e-05+0.00078762i
0.0013165-0.0015209i,0.00013411-0.00068267i,-0.00038256-8.6285e-06i,-0.00070112+0.00059638i,-0.00077337+0.00029514i,-3.1256e-05-0.0003341i,0.00045052+0.00014909i,0.00056359-9.9447e-05i,0.0011452-4.4708e-05i,0.0010452+0.00033943i,0.00043111-9.8959e-05i,0.00034127-0.00074735i,8.3239e-06-0.00050561i,0.00012207+0.00063587i,0.00081387+0.00026007i,0.00096023+0.00033009i,0.00058283+0.0004086i,-0.00023659-0.00012394i,-0.00052344+0.00040374i,-0.00013513+0.00044533i,0.00025943+0.00018619i,0.00045689-4.4378e-05i,0.00090019-5.2972e-05i
-0.00058737+0.0013878i,-0.00046557+0.0014503i,0.00024249+0.00062356i,0.00073956+0.00014482i,0.0012812+6.5335e-05i,0.0015325-0.00019276i,0.0011414-0.00029081i,0.00028198-0.00021763i,-0.00035033-0.0005973i,-0.00049582-0.00088985i,0.00012717-0.00039557i,0.00043318-7.5321e-05i,0.00021928-0.00022735i,-0.0004922-0.00047336i,-0.0009958-0.00032319i,-0.00078577-0.00061685i,-4.3808e-05-0.00016145i,0.00062984+0.00057704i,9.5754e-05+0.00027834i,-0.00057786+6.9333e-05i,-0.00047293-0.0001602i,-9.9845e-05+1.5703e-07i,0.00017502+0.00047863i
-0.00053675-0.0012932i,-0.001272-0.0019559i,-0.001026-0.0014481i,-0.0011535-0.00087785i,-0.0014071-0.00017181i,-0.00070259+0.00039332i,5.9553e-05+0.00050226i,0.00044547+0.00027377i,0.00022273+0.00029767i,-2.6665e-05+0.00024447i,2.9186e-05-0.00082219i,9.1281e-05-0.001501i,-0.00025422-0.0010738i,-0.00044826-0.00076859i,0.00031235-0.00064756i,0.00062329-0.00091581i,0.00013898-0.0012652i,-0.00033596-0.00062075i,-0.0005075-0.0003788i,9.2826e-05-0.0010517i,0.00022756-0.0007437i,-0.00051477+9.1321e-05i,-0.00043547+0.00044761i
0.00078895-0.00088275i,0.00028181-0.0006927i,-0.0009465-0.00054738i,-0.00067394+0.0006575i,-0.0002842+0.0012294i,0.0002012+0.00068997i,0.00074227-0.00029439i,0.00061717-0.00057768i,0.00019016+6.227e-05i,-0.00014018+3.3541e-05i,-0.0010853-2.7894e-05i,-0.0010845-7.5322e-05i,-4.849e-05-0.00063425i,-0.00051205-0.00024567i,-0.0015134+0.00050974i,-0.00074902+0.00062848i,0.0004402-9.2886e-05i,0.00055315+6.9166e-05i,0.00022857+0.00016181i,0.000378-0.00056533i,0.00090271-0.00095561i,0.00069781-0.0008216i,-5.6023e-06-0.00023061i
-0.00018859-0.0022556i,-0.0017302-0.0022063i,-0.0020516-0.0017618i,-0.00063352-0.0010112i,-0.00054427-0.00052338i,-6.1338e-05-0.00077415i,0.00096682-0.0010045i,0.00063968-0.00038921i,-4.2911e-05+0.00034169i,6.5745e-05-3.7724e-05i,0.00037667-0.00012667i,-0.00016441+0.0011809i,-9.8016e-05+0.001707i,0.00045249+0.0014618i,0.00076179+0.00081977i,0.0003321+5.9686e-05i,-5.2328e-05-0.00044781i,0.00040716-0.00029459i,0.00060578-0.00019895i,0.00034832+0.00024194i,0.00053668+0.00061995i,0.00097516+9.3094e-05i,0.00091335+0.0006077i
-0.00054594+0.0014813i,-0.00056558+0.0015342i,1.4194e-05+0.0011936i,0.00045876-0.0002456i,0.0010902-0.0014144i,0.0019048-0.0015415i,0.00063157-0.0015435i,0.00019174-0.0016244i,0.00017225-0.00039991i,-7.0395e-05-1.219e-06i,-0.00010102-0.00041898i,-0.0011247-0.00049225i,-0.0013269-0.00043761i,-0.00062648-0.0007565i,-0.00041831-0.00072073i,-0.00057829+0.00027307i,-0.00044243+0.00042147i,0.00040971-0.00044288i,0.00056466-0.0010644i,2.2418e-05-0.00088638i,0.00045436+0.00012105i,0.00064249+0.00035155i,-0.00045168+9.218e-05i
-0.00085492-0.00072273i,-0.0025055-0.00029136i,-0.0029694-0.00014551i,-0.0014804+0.00048357i,0.00012529+0.0010049i,0.00067177+0.00080496i,0.00041962+0.00025198i,0.00044194-0.00020305i,0.00030333-0.00023583i,-0.00039974+0.00051591i,-0.0002284+0.00051665i,0.00065452+4.9847e-05i,0.00029481-0.00049707i,-0.00060975-0.0010024i,-0.0010995-9.5153e-05i,-0.00020147+0.00040185i,0.0011382-9.0298e-06i,0.00095717+3.6935e-06i,0.00043728-0.00013286i,0.00039889-0.00060309i,-5.2236e-05-0.00057172i,-0.00033304-1.9164e-05i,-0.00049643+0.00027977i
0.00085866-0.0012835i,0.0010978-0.00091641i,0.00038236-6.6296e-05i,0.00036746+0.00059517i,0.00020975+0.0006656i,0.00040834+9.785e-05i,0.0014082-0.00071443i,0.00044599-0.00047708i,-0.00088704+0.00044318i,-0.00095049+0.00053303i,-0.00039131+0.00052996i,0.00021448+0.00078628i,5.6819e-05+0.00078065i,-0.0007133+0.00042461i,-0.00093876+0.00051859i,-0.00032175+0.00079784i,8.1647e-05+0.00078048i,0.00012587+0.00057437i,0.00015375+0.000458i,0.00040534+0.00072103i,0.00039197+0.00077978i,-0.00010676+0.00022749i,0.00026512+0.00021457i
-0.00013969-0.00082404i,-0.0013985-0.0010255i,-0.0007799-0.00050314i,-0.00044801-4.039e-05i,-0.00050804-0.00014791i,0.00029338-0.00044634i,0.00094106+0.00070879i,0.00056102+0.00090819i,-0.000666-0.00030029i,-0.0012633-0.00048364i,-0.0012526+7.8827e-05i,-0.00074966+4.0431e-05i,0.00029118-0.00052081i,0.0012176-0.00086367i,0.00067338-0.0005077i,3.7596e-05-0.00013821i,-0.00035688-0.00023901i,-0.00015888-0.00011088i,0.00049618-0.00025864i,5.335e-06-7.5441e-05i,6.5245e-05+0.00019362i,0.00035258-0.00010077i,-0.00026839-0.00080333i
-0.0011894-0.0016698i,-0.0014061-0.0014193i,-0.00080562-0.0018088i,-0.0002648-0.001198i,-2.3577e-05-0.00025358i,-0.00037342+0.00068244i,-0.00020861+0.00033497i,-0.00020048-0.00096415i,-0.00019952-0.00097867i,0.00046807-0.00066106i,0.00034162+1.7673e-05i,-8.7446e-05+0.0011287i,0.00045936+0.00071086i,0.0011463+0.00016616i,0.001361+0.00046586i,0.0013077+0.00070138i,0.00042165+0.00075466i,0.00016427+0.00070063i,0.0005883+0.0007673i,-0.00035405+0.00044949i,-0.00056105-9.8885e-05i,0.00050753+9.1199e-05i,0.00042304-1.073e-05i
-3.725e-05+0.00035839i,-0.0004554+0.00057724i,-0.001568+0.00095794i,-0.0013283+0.0017943i,-0.00029329+0.0014235i,-0.00018737+0.00032664i,-0.00016625-9.1814e-05i,-1.0267e-05-0.0003584i,-0.00026174-0.00074219i,-0.00044586-6.0576e-05i,-0.00044586+0.00065154i,-0.00016717+0.00011354i,0.00028979-0.00030138i,0.001048-0.00039244i,0.0015559-0.00063334i,0.0011153-0.00021803i,-0.00025585+0.00037983i,-0.00095061+0.00012286i,-0.00059545+1.4176e-05i,-0.00046452+0.00029648i,-0.00059843-0.0001573i,-0.00026055-0.0003325i,0.00053432-0.00029133i
0.0016354-0.00011467i,0.001154-0.00032778i,-1.6805e-05+0.0012081i,-0.0004212+0.00093457i,-0.00060718-0.00078769i,-0.0016652-0.00080439i,-0.0013905-0.00059775i,-0.0008137-0.0014141i,-0.00051368-0.0010069i,0.0003485-0.00055574i,0.00055451-2.7282e-06i,-0.00063674+0.0004397i,-0.00075318+0.00030957i,-4.5949e-05+3.0833e-05i,-8.616e-05-0.00012378i,0.00028465-0.0002422i,0.0001579+0.00025483i,-0.00061105+0.00069087i,-0.00057485+0.00038592i,9.2804e-05+0.00030935i,0.00025157+0.0005022i,6.4937e-05+0.00069264i,-0.00010258+0.00098922i
0.001207+0.0019088i,0.00076479+0.0016514i,0.0010873+0.0014434i,0.0013337+0.00071596i,0.00012306-0.00027943i,-0.00068847-0.00066304i,1.1259e-05-0.00093558i,0.00073083-0.00071299i,0.0004394-0.00039793i,0.00038056+0.00010149i,0.00061085+0.00075688i,7.7177e-05+0.00096574i,-0.00076514+0.00033788i,-0.0012739-0.00050379i,-0.0012113-0.00078188i,-0.00053173-0.00052177i,0.00014054-0.00018379i,-4.8519e-05-9.7736e-05i,-0.00033093-6.4891e-05i,-0.00026977+3.0432e-05i,-0.00036301+0.00022122i,-0.00043596+2.9939e-05i,-0.00056905-0.0003535i
-0.00099524-0.001253i,-0.0011766-0.00063194i,0.00045056-0.00030022i,0.00069505-0.00058955i,-0.0009321-0.00047674i,-0.0008806+5.078e-05i,0.000549+0.00024798i,0.000528-0.00028101i,-0.00028492-0.00055132i,-0.00026488-0.00065036i,-0.00011559-0.00024282i,0.00016524+5.5914e-05i,1.6332e-05-0.00067803i,-0.00024096-0.0010232i,-0.00043593-0.00083005i,-0.00031233-0.00065132i,0.00031488-0.00041104i,0.00067227+0.00023479i,-0.00018329+0.00083526i,-0.00047685+0.00027461i,-0.0002813-0.00084357i,-0.00017074-0.00075523i,-0.00010821-0.00035182i
-0.00055312+0.0016131i,-0.0013893+0.001051i,-0.00056092+0.0011537i,0.00012576+0.00039233i,0.00092672-0.00029956i,0.00088129-0.00029972i,0.00046569-0.00054427i,4.2287e-05-0.00075695i,-3.9384e-05-0.00071835i,9.5464e-05-0.00051567i,-0.0002331-0.0002034i,6.9273e-06-0.00012847i,0.00051709+0.00024574i,0.00032451+0.00078613i,1.5585e-05+0.00079914i,4.0284e-05+0.00063036i,-0.00052329-0.0003493i,-0.00045811-0.00027663i,0.000196+0.00062526i,2.9825e-05+9.2581e-05i,0.00016963-0.00070252i,0.0005323-0.00067542i,0.00036432+5.1105e-05i
-0.0022895-0.0013906i,-0.0014943-0.00071815i,-0.0015815+0.00017784i,-0.0012972+0.00089617i,0.00051422+0.00093386i,0.0015434+0.00022407i,0.0012425-0.0008309i,0.00052444-0.00096994i,-6.1858e-06+0.00017673i,-0.00022706+0.0004752i,-0.00013867+0.00033088i,0.00021616+6.3439e-05i,0.00021748-0.00021562i,0.0002684+2.8665e-05i,0.00063704+0.00018396i,0.00042746+0.00041292i,-0.00010661+0.00047585i,-0.00011602+8.5201e-05i,-0.00021139+4.906e-05i,-0.00077909+0.00064592i,-0.00046909+0.00079469i,0.00010454+0.00025137i,9.6751e-05-0.0006044i
0.00060362-0.00065127i,0.00079165-0.0011993i,0.00051824-0.0014813i,0.00026211-0.0017234i,0.00029523-0.001767i,0.00053378-0.0011036i,0.0011971-0.00075639i,0.00047994-0.00050179i,-2.0104e-05-0.00043804i,-0.00014889-0.00053526i,-0.00033758-0.00036472i,0.00020344+0.00021015i,-0.00015968+0.0008811i,-0.00080496+0.00048935i,-0.00075882+6.9013e-06i,-0.0004415+0.00052756i,5.5803e-05+0.00022628i,0.00023833-0.00060663i,-0.00026917-0.00037528i,-0.00021708+0.00012237i,-4.7304e-05+0.00063912i,0.00011608+0.00075123i,0.00060196-0.00025877i
-0.0027157-0.00045825i,-0.0013522+0.00021859i,0.00053956+5.2217e-05i,0.0005955-0.00013439i,0.00010192-0.00013236i,0.00025052+8.1331e-05i,0.00046539-8.9004e-05i,0.00054938-0.00061753i,-0.00023596+3.7039e-05i,-0.00058979+0.00097835i,-0.00074282+0.00082628i,-0.00030003+0.00064298i,0.00059848+0.00024127i,0.0008202-7.9173e-05i,0.00022877-0.00025619i,-0.00030759-0.00038701i,-0.00052388-0.00010793i,-0.00080141+0.00029397i,-0.0010954+0.00054968i,-0.00087541+0.00085383i,-0.00079051+0.00072419i,-0.00053481+0.00036258i,0.000117-9.9339e-05i
-0.00040468-0.00079953i,-0.00088706-0.00033236i,-0.0010128+0.00011406i,-0.00031278+0.0012099i,0.00034026+0.0017503i,0.0007995+0.0014513i,0.0011292-0.00014219i,0.0010556-0.0017033i,0.0010413-0.0011624i,0.0011401+0.00017304i,0.00050578+0.00070292i,0.00019046+0.00039595i,0.00017616-7.1459e-05i,6.459e-05-0.00029229i,0.00020757-0.00069758i,0.00053299-0.00073882i,0.00026316-0.0004463i,5.2931e-05-0.00025574i,0.00073041-8.7936e-05i,0.00035343-0.00018217i,-0.00055381-2.9413e-05i,-0.00056999+0.00053319i,-0.00011174+0.00052946i
-0.0019029+0.0010636i,-0.0021133+0.0011749i,-0.0029517+0.0019312i,-0.0013059+0.0023902i,0.00048298+0.001321i,0.0011356-0.00085639i,0.0016224-0.0016184i,0.00045772-0.0021005i,-0.00015665-0.0020425i,-0.00015001-0.00073587i,-0.00019157-0.00040581i,0.00053095-0.00063691i,0.0012543-0.00060742i,0.00067275-0.00038957i,0.00028907-0.00045057i,0.00055238-3.2927e-05i,0.00051045-2.5206e-05i,0.00079435-0.00027897i,0.00067799-0.00039864i,0.00045932-0.00025317i,-0.00023802+0.00062174i,-0.0010462+0.00072813i,-0.00023577+1.149e-05i
0.002984-0.002527i,0.0025831-0.0025155i,0.0014348-0.0023129i,3.7793e-05-0.0015439i,-0.00027316-0.00088827i,0.00023183+0.00011196i,0.00064303+0.00075615i,0.00094286+0.0003153i,0.00072909-0.00027169i,-9.0486e-05+3.0865e-05i,-0.00055749+5.0794e-05i,-0.00028798-0.0006996i,-0.00031047-0.001138i,-0.00081317-0.00052264i,-0.00064095+0.00098468i,-7.4899e-05+0.00068703i,-0.00042628+1.0329e-05i,-0.00091902+8.069e-05i,9.164e-05-0.00010662i,0.0012821-0.00032464i,0.00099963+0.00031021i,-0.00012926+0.00060871i,-0.00052353+5.6704e-05i
-0.00089668+0.00042953i,-0.0010832+0.00077484i,-0.00075231+0.00062639i,0.00020133+0.00019585i,0.0009989-0.00048305i,0.00044554-0.0011298i,0.00041844-0.0009913i,0.0011075-0.00039539i,0.00083082-0.00043976i,3.418e-05-0.00027645i,-0.00077673+0.00063896i,-0.0014323+0.00086699i,-0.0016662+0.00060995i,-0.00060848+0.00054829i,-0.0003235+0.00025318i,-0.000746-0.00036856i,1.5542e-05-0.00078653i,0.00076772-0.00035669i,0.00046143+0.00020607i,5.6858e-05+0.00098904i,0.00018873+0.0007333i,0.00029892+0.00019782i,0.0003441+2.8563e-05i
0.00088235-0.0019978i,4.6625e-05-0.0022562i,0.00038345-0.001649i,-4.7799e-05-0.0002558i,-0.00017694+0.00042751i,0.00087412+0.0001086i,0.00097433-0.00037227i,0.00086953-4.0421e-05i,0.00095912+2.3121e-05i,0.00087403-0.0004157i,-3.8031e-05-0.00012279i,-0.00076581-1.6722e-05i,-0.0010195+0.00015601i,-0.00077434+0.00047399i,-0.00015475+0.00068754i,-0.00030405+0.00051662i,-0.0007649-0.00051333i,-0.00031552-0.00082094i,-2.7752e-05-0.00018631i,0.00010713-0.000192i,0.00026879-0.0001523i,-2.0952e-05+4.5984e-05i,-0.00071213-0.00048026i
0.001001-0.00046119i,0.0010714-0.0013115i,0.0008993-0.0012869i,0.00088081-0.00028408i,0.00082456-0.00053817i,0.00011027-0.0008107i,0.00010426-0.00051414i,0.00060722-0.00030557i,0.00057945-0.00017476i,0.00053516-0.00012431i,6.0288e-05+3.2736e-06i,-0.00045312+4.2353e-05i,-0.00027428+0.000905i,0.00010592+0.0013079i,0.00022832+0.0011708i,0.00035246+0.00053267i,0.00039659-0.00029656i,0.00031747-0.00096633i,-0.00021971-0.0012288i,-0.00051048-0.00022634i,-0.00062329+0.00028178i,-0.0006213-0.00016673i,-0.00010483-3.9934e-05i
-0.001012+0.00099433i,-0.0012032+0.0018829i,-0.00091588+0.0015426i,0.00016672+0.00032289i,0.0012741+1.3513e-05i,0.0011329-4.647e-05i,0.0011577-0.0004112i,0.0010487-0.00053784i,0.00064013-0.00017836i,-0.00038+0.00033264i,-0.00079893+0.00036489i,0.00027581+0.00014041i,0.00077506+0.00044736i,0.00045737+0.00034751i,0.00025106-0.00022843i,-9.5125e-05-0.00079275i,-6.9078e-06-0.0011765i,6.3226e-05-0.00070034i,-0.00020028-0.00028389i,-3.1368e-05-0.00051481i,0.00044473-0.00043197i,0.00080423+0.00020207i,0.00027628-1.9395e-05i
-0.0024326-0.0019392i,-0.002099-0.00094169i,-0.00045081+0.00055367i,0.00049954+0.00075111i,0.00080606-0.00011093i,0.00093425-0.0012799i,0.00022004-0.001337i,-0.00016073-0.00021995i,-0.00023815+0.00039205i,-0.00027488+0.00038688i,-7.6022e-05+0.00073325i,-0.00066257+0.00025455i,-0.0012639-0.0007248i,-0.0010061-0.00058091i,-0.00098924+3.3401e-05i,-0.00073405+4.5069e-06i,-0.00040443-0.00067238i,-0.00015112-0.00074086i,0.00055443-0.00033635i,0.00052573-0.0006088i,0.00025516-0.00015086i,-2.4472e-05+0.00033729i,0.00014078-0.00032629i
0.0013863+0.001017i,0.0021466-0.00034844i,0.0020459-0.00028978i,0.0016216+0.00048811i,0.0013922+0.00022754i,0.00050825-0.0012009i,0.00023493-0.00089485i,0.00043769+0.0010305i,0.00024714+0.0020512i,-0.00019049+0.001043i,-0.00060996-0.00046062i,-0.00050741-0.00064759i,-0.00082755-0.0011052i,-0.0010284-0.00176i,-0.0010124-0.0010428i,-0.001131-0.00016051i,-0.0009654+0.00034147i,-0.00093906+0.0001068i,-0.00095158+0.00014012i,-0.00020277+0.0004537i,0.00031235+0.001111i,0.00039552+0.00084033i,0.0003245+0.00021384i
-0.00041215-0.0016324i,-0.0017771-0.0010513i,-0.001778-0.0005726i,-0.00080549-0.00045583i,-0.00014347-0.00027252i,0.0005973-1.6807e-06i,0.001233-0.00015654i,0.0010629-0.0010698i,0.00028758-0.0012785i,1.875e-05-0.00025506i,0.00041837-0.00033307i,0.00068323-0.0010013i,0.0011752-0.00091287i,0.0012373-0.00020976i,0.0011626+2.2766e-05i,0.00055647-5.867e-06i,-0.00019491+0.00049795i,-0.00061407+0.00055436i,-0.00048903-2.6725e-05i,0.00019367+0.00013928i,-1.9596e-05+0.00038649i,1.4935e-05-0.00010202i,0.00075473-9.8416e-05i
0.00083599+0.0012363i,0.00065948+0.0011886i,0.0004377+0.00070798i,0.00084128+0.00041465i,0.001114-2.8962e-05i,0.00061763-0.0013679i,0.00021842-0.001458i,0.00011222-0.00085367i,0.00034062-0.00050745i,0.00023106+2.0507e-05i,0.0003405-2.1404e-06i,0.00031456+0.00021161i,-6.2447e-05+0.00023501i,4.0984e-05-9.171e-05i,0.00056987-0.00020018i,-0.00024484-0.00016112i,-0.00016748+5.1902e-05i,0.00078893+0.00034952i,0.00050417+0.00065966i,-0.00053193+0.00038748i,-0.00082776+0.00011634i,4.1223e-05+0.00039637i,0.00050555+0.00026924i
-0.0015384-0.00066922i,-0.0014723-0.0013062i,-0.00052198-0.0016077i,0.00026147-0.0011292i,0.00038614-0.00047106i,0.00066726+0.00069727i,0.00065082+0.0012663i,-0.00015781+0.00082244i,-0.00093032+0.00025918i,-0.00073105+0.00012915i,-0.00015996-0.00011572i,-0.00036258-0.00036354i,-0.00023213-0.00066915i,-6.1801e-05-0.0010456i,-0.00043774-0.00074292i,-0.00044115-6.5791e-05i,-0.00023508-0.00030992i,-5.7109e-06-0.0010954i,5.8942e-05-0.00072685i,0.00049314+0.00054976i,0.00066865+0.0011562i,0.00017846+0.00064227i,0.00033277-0.00011518i
0.00068397+0.0010444i,0.00044289+0.0017907i,0.00025805+0.0013477i,0.0006947+0.00048169i,0.0010071-0.00034218i,0.00097778-0.00054406i,0.00097039-0.0011207i,0.0010227-0.0016621i,0.00030993-0.00040082i,-0.00039554+0.00044837i,9.0791e-05+5.2169e-05i,0.00090794+0.00024412i,0.00024976+0.0002323i,-0.00051116-2.4731e-05i,-0.00026818+0.00013448i,-0.00096648-5.7907e-05i,-0.0010859-0.00028305i,-0.00011623-0.00044169i,0.00041449-0.00073094i,0.00019942+0.00035851i,0.00056757+0.00099181i,0.00085346+0.0002539i,0.0004094-0.00019562i
-0.00089857-0.0014188i,-0.00046339-0.0018535i,-0.00087896-0.0017273i,-0.0015619-0.00025232i,-0.0010482+0.00072168i,0.00024629+0.00018183i,0.00099832-0.00092584i,0.0010223-0.00078559i,0.00083591-0.00014775i,0.00010755+9.1536e-05i,-0.00060257-0.00031407i,-0.00073649+7.9331e-05i,-1.4032e-05+0.00027943i,0.00044218+3.5261e-05i,-0.00018751+9.0966e-05i,-0.00027757-0.00031141i,0.00056272-0.00037643i,0.00010915-0.00049932i,7.9451e-05-0.00014438i,0.0005247+0.00030802i,0.00027544-0.0003497i,0.00030861-0.00087833i,0.00050892+0.0002567i
-0.00052424-0.0018645i,-0.00045525-0.0010564i,-0.00023096-8.8023e-05i,-3.9191e-06+8.9327e-05i,-0.00050143-0.00020008i,-0.00066688-9.0445e-05i,-0.00010328-0.00023517i,0.00042986-0.00045344i,0.00054234-2.7897e-05i,0.00074025+0.00053461i,0.00064875+0.00097831i,-4.3196e-05+0.00064207i,-0.00037044+0.00024896i,-0.00053831+0.0005146i,-0.00037175+0.00059239i,-8.3673e-05+1.0121e-05i,5.7835e-05-0.00011242i,0.00030153+0.00019382i,-1.7772e-05+0.0002377i,-0.00022742-8.879e-05i,0.00017892-0.00034217i,0.00067465-0.00025744i,0.0005397-0.00017158i
-0.0012119-0.00064727i,-0.00099973-0.001125i,-0.00070756-0.00078701i,-0.00024287-0.00026076i,-0.00010267-0.00026754i,0.00016149-0.00024185i,0.00063697-0.0002857i,0.00034738+0.00010469i,-0.00028649+0.0010956i,-9.5518e-05+0.0016694i,0.00072038+0.0009458i,0.0010826+0.00079651i,0.00096679+0.0010033i,0.00036568+0.00063608i,-0.00021643+0.00020199i,2.8269e-05-0.0006332i,0.00011373-0.00072332i,0.00014971+0.00017043i,0.00011613+0.00018426i,0.00069065-0.00053863i,0.0011807-0.00038132i,0.0006447-0.00013878i,9.0342e-05-0.00045465i
0.00099225-0.001808i,0.00066738-0.0011863i,-3.7294e-05-0.0014982i,-0.00051084-0.00045467i,-0.00029271+0.00059859i,7.8401e-05+0.00026899i,0.00053248+0.00030066i,0.00050755+0.00033481i,-0.00025466-0.00054826i,2.9512e-06-0.00057262i,0.00076107-0.00051492i,0.00031657-5.6047e-05i,-0.00032175+0.0012109i,-6.8127e-05+0.0018382i,0.00011736+0.0014527i,-0.0001712+0.00052194i,0.0001251+6.3444e-05i,0.00045338-0.00018392i,0.00041078-0.00020378i,0.00016657+0.00016812i,0.00036832+0.00024814i,0.00050889-3.9673e-05i,0.00020467-0.0004508i
0.0011497+0.0027305i,0.0015217+0.0023234i,0.001288+0.0008266i,0.0012936+8.5973e-05i,0.00075018-0.00020116i,0.00022823-0.00080352i,-0.00025423-0.00087135i,-0.00015281-0.0005702i,0.00019607-0.00064108i,-0.00016087-0.00061964i,-0.00022449+0.00015744i,-0.00036323-7.7032e-05i,-0.00039729-0.00059308i,-0.00052714-0.0007886i,-0.0011162-0.00033564i,-0.0011188-6.2257e-05i,-0.00065976+6.9808e-06i,-0.00054685-0.00021628i,-5.8118e-05-0.00048462i,0.00026122-0.00018735i,0.00021314-0.0001935i,-2.7135e-05+9.787e-05i,-8.6371e-05+0.0003552i
-0.00096267+0.00066811i,-4.3505e-05+0.00038892i,0.00047326+0.0013687i,0.00090159+0.00078464i,0.0014264+0.00013508i,0.001583+0.00016509i,0.0010323-0.00035826i,4.7053e-05-0.00046108i,-0.00035632+5.2014e-05i,0.00014348+0.00037519i,0.00092176+0.00043664i,0.0012891+0.00035339i,0.00014213-0.00033325i,-2.6439e-05-0.00038037i,0.00090062+5.1057e-06i,0.00053135+0.00019311i,0.00027797-0.00025918i,0.00013851-0.0007941i,-0.00023468-0.0002381i,-0.00039092+0.00011989i,-0.00064029+7.33e-05i,0.00021591-2.5357e-06i,0.0012808+1.5074e-06i
-0.0017425+0.00072206i,-0.0018989+0.00065456i,-0.00091987+0.0010384i,0.00013968+0.0008i,3.5242e-05+0.00043157i,0.00025228+0.00054105i,0.00028217+0.00060618i,-0.00024293+3.6033e-05i,-4.5572e-05-0.00017541i,8.8772e-05-9.0616e-05i,8.1563e-05+0.0001479i,-0.00015188+0.00044648i,-0.00025721-0.00018956i,-0.00036314-0.00052644i,-0.00037144-0.00066006i,-0.0001825-0.00072749i,-0.0001689-0.00046528i,-2.4173e-05-0.00050262i,-0.00022074-0.000754i,9.5203e-05-0.0010924i,1.042e-05-0.0013638i,-0.00099192-0.0010459i,-0.0015639-0.00063062i
-0.00035678-0.0022088i,-0.0013176-0.0010193i,-0.002499-0.0002477i,-0.0015332+0.00027i,0.00028393+0.00074811i,0.0012784+0.00047441i,0.0015701+0.00019897i,0.00095638+0.00029838i,5.8767e-05+8.2038e-05i,-3.4271e-05+0.00024465i,0.00026507+0.00032852i,-1.4027e-05-7.7562e-05i,0.00074443-9.3717e-05i,0.001061+0.00065124i,0.0006564+0.0009891i,0.00025608+0.0010835i,-2.0491e-05+0.0011906i,-0.00015374+0.0004038i,7.185e-05-0.00059873i,-0.00025146+6.0579e-05i,-0.00083478+0.00077979i,-0.00064418+0.00076811i,-0.0002096+0.0004797i
