-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
0.000127+3.1795e-05i,0.00050443-0.00040604i,8.7116e-05-0.00076133i,-0.00066044-0.00017874i,0.00074313+0.00020625i,0.0012496-5.0837e-05i,0.00032176+0.00018454i,0.0002842+0.00028852i,0.00023803+2.7829e-05i,0.00042128+1.6292e-05i,0.0013549-9.2085e-05i,0.0011876+0.00034915i,0.00040961+0.00051991i,-0.0001387+0.00061582i,-0.00037183+0.0010564i,-0.00031056+0.00052475i,-0.00031439-4.9423e-05i,-0.00039651+6.2036e-05i,-0.00037141-2.3631e-05i,-0.0005041-0.00080776i,0.00023618-0.0014766i,0.00075134-0.00095582i,-2.7064e-05+0.00022573i
0.0019447+0.00070297i,0.00063549+0.0011061i,0.00013031+0.00067957i,0.0016262+0.00022946i,0.0023961+0.00037231i,0.0022739+0.00049431i,0.001222+4.2978e-05i,-0.00037239-0.0005185i,-0.00060301-0.00053971i,-4.852e-05-1.6849e-05i,-2.3853e-05-0.00030332i,0.00014783-0.00083842i,-1.4045e-05-0.00021752i,-0.00043711+0.00014203i,0.00039175-0.00041593i,0.00047714-0.00025878i,-1.4615e-05-0.00012643i,-0.00017136-0.0010767i,-0.00015168-0.0011918i,-0.00022453-0.00061998i,-0.00028618-0.00034594i,-0.00071219+4.179e-05i,-0.0010965-0.00035771i
-0.00042255+0.00010088i,0.00035986-0.00063775i,0.00051826-0.00019022i,-0.00022275+0.001144i,0.0001118+0.0013613i,0.0010315+1.5123e-05i,0.0016676-0.00090329i,0.0015024+2.1129e-05i,0.0005324+0.00027311i,0.00036444+4.2723e-06i,0.00083477+0.00060009i,0.00092647+0.00030625i,0.00093682+8.2965e-05i,0.00045554+0.00061355i,0.00042617+0.00048613i,0.00073806-1.7473e-05i,0.00018752-0.00041829i,0.00012983-0.00042941i,-8.3812e-05+0.00018388i,5.462e-05+0.00048103i,0.00058899+0.00034181i,0.00067728+6.7573e-05i,0.00030428+8.493e-05i
-0.00070422-0.0010126i,-0.00034082-9.6886e-05i,-0.00011124+0.0018294i,0.00056084+0.0028192i,0.0014302+0.0024344i,0.0022556+0.0012428i,0.002239-0.000257i,0.0017736-0.00061413i,0.0011432+0.00019516i,0.000612+0.00085498i,7.9856e-05+0.00044642i,-0.00023894+0.00049722i,0.00022795+0.00093075i,0.00090318+0.00094259i,0.00097016+0.00020992i,0.00059752-0.00049086i,-4.1955e-05-0.00033838i,-0.0001072-0.00026865i,-0.00028986-0.0003449i,-0.00040851+0.00034631i,-0.00036411+0.00024944i,-0.0005854-3.8079e-05i,0.00056353+0.00012271i
-0.00021005+0.00028737i,-0.00015818+0.00039262i,-0.00020194-0.00083837i,-0.0013068-0.0014429i,-0.0013753-0.00055039i,-0.00043+0.00026669i,0.00011505-2.2317e-05i,0.00053377-0.00050364i,0.0005504-0.00059788i,0.00015052-0.00017717i,0.0001634+0.00065033i,0.00018476+0.00087764i,-0.00022408+0.00011793i,-0.00025908+2.4639e-05i,0.00040975+0.0001965i,0.00062084-0.00060409i,0.00040137-0.0015854i,0.00024579-0.00060774i,4.1904e-05+0.00015878i,0.00018317-0.00052416i,0.00037539-0.00079225i,-9.4881e-05-0.00061146i,-0.00019072+0.00016454i
-0.0010244+0.0013795i,-0.0014935+0.0015717i,-3.631e-05+0.0013474i,0.0014617+0.0013721i,0.0013587+0.00088132i,0.0011772+0.00046145i,0.00074678+0.0003032i,3.3938e-05+0.00017208i,-0.00027343+0.00044344i,-3.5747e-05+0.00071472i,8.8408e-05+0.0015133i,4.3273e-05+0.0016787i,0.0005962+0.00077818i,0.00070734+0.00018704i,0.00069682+6.1772e-05i,0.001137+0.00039525i,0.00065187+0.00066025i,-0.0001124+0.00024762i,-0.00045404-0.00025994i,-0.00033291-9.3693e-05i,0.00011756+0.00035372i,0.00014033+0.00062946i,0.00023802+0.00051678i
-0.0013162-0.0016663i,-0.0017402-0.0019906i,-0.0030038-0.0015573i,-0.0025651-0.00028407i,-0.00094551-5.4631e-05i,-0.00054706-0.00038959i,-6.1403e-05-0.0006418i,4.2496e-06-0.00031524i,-0.00034632-0.00023851i,0.00042829-0.00034272i,0.00085974-2.2573e-05i,0.00044522+0.00033021i,0.00047826+8.8639e-05i,-0.00019371-0.00027785i,0.00024511-0.00044874i,0.0010495-0.00018752i,0.00042806+0.00015063i,2.2428e-05+0.00010073i,-0.0003654+0.00041989i,-0.00070918+0.00043009i,-0.00039414+0.00016327i,-8.3101e-05+0.00029067i,0.00024593-6.4242e-05i
-0.0016371+0.00077801i,9.4579e-05+0.0013058i,0.0010451+0.0018148i,0.0009592+0.0027973i,0.0012823+0.0029184i,0.0017718+0.0014924i,0.001716-0.00049052i,0.00073807-0.0011569i,4.8545e-05-8.128e-05i,-6.7554e-06+0.00047435i,5.6291e-05+0.00031269i,0.00025376+0.0005519i,9.721e-05-0.00025267i,-0.00038156-0.00052203i,-0.000104+0.00029097i,0.00014451+0.00079636i,3.5417e-05+0.00049335i,0.00024414+3.6444e-05i,0.00016387-0.0001642i,-7.3625e-05-6.9004e-06i,0.00025806+0.00019009i,0.00023551+8.2205e-05i,0.00030289-8.7553e-05i
0.00088245+0.0012003i,0.00021489-9.3723e-05i,0.00047938-0.0019946i,0.00017788-0.0024648i,0.00020713-0.0014606i,0.0010273-0.00073364i,0.0013417+0.00030074i,0.00064175+0.0014762i,-3.4264e-05+0.0013766i,-0.00029961+0.0013193i,-0.00047115+0.0010862i,-0.00027265+0.00048936i,4.9177e-06-7.5089e-05i,0.00015569-0.00044071i,0.00070411-2.2032e-05i,0.00039917-2.9375e-06i,-0.0002499-0.00035766i,-3.3914e-05-0.00046147i,5.08e-05-0.00030172i,-0.00010405+3.3443e-07i,-0.00043713-3.1494e-05i,-0.00019815+0.00041745i,0.00074564+0.00033507i
-0.0019413+0.0011084i,-0.0013246+0.0010356i,-0.00016407+0.00092351i,0.0011598+0.0019078i,0.0017034+0.001741i,0.0019584+0.0006326i,0.0020025-0.0002075i,0.0020876-0.00018658i,0.0019657+0.00056823i,0.0013703+0.00089469i,0.0010824+0.00062354i,0.001326+0.00023974i,0.00019711+5.4748e-05i,-1.6876e-05-0.00045149i,0.0013561-0.00075446i,0.0014452-0.00071432i,0.00034177-0.00033886i,0.00039976-0.00041924i,0.0012424-0.0012986i,0.0014533-0.00086883i,0.0011333+0.00011545i,0.00046635-0.0001248i,-0.00014949+0.00035336i
0.00092524-0.0006977i,0.0010111-0.00054423i,0.00042021-9.2548e-05i,0.00055161+0.00023124i,0.00095699-0.00014548i,0.00092124-0.00099993i,0.00057965-0.00088695i,0.0005246-0.0003713i,0.00037361+0.00046039i,0.00040804+0.00092003i,0.0012297+0.00047643i,0.00049345+0.0004143i,-0.00030378-5.5587e-05i,0.00011226-0.00030255i,0.00031205-0.0001679i,0.00038892-0.00024148i,2.5212e-05-0.00017439i,0.00035588+5.8242e-05i,0.00094544+0.00016898i,0.00055162-0.00051001i,5.1681e-05-0.0010727i,0.00013486-0.00084925i,0.00039474-0.00055269i
-0.0013821-0.0016333i,-0.0015421+0.00026453i,-0.0026921+0.0012329i,-0.0012495+0.0025833i,0.00044359+0.0030594i,0.0013018+0.0023529i,0.0022969+0.0015705i,0.0018366+0.0010472i,0.00028184+0.0012745i,2.628e-05+0.0015865i,0.00049302+0.00062315i,0.00058384-0.00034968i,0.00092338-0.00020203i,0.00085145+0.00072273i,-0.00041422+0.00083809i,-0.001143-0.00041182i,-0.00081386-0.00092596i,0.00034634-0.00068991i,0.00081776-0.00086622i,3.7872e-05-0.0010262i,-0.00031966-8.7148e-05i,0.00024256+0.00076339i,0.00059617+0.00023997i
0.000191+0.00014878i,-0.00023494+0.00029803i,-0.00069745+6.3025e-05i,3.9886e-05-0.00053787i,0.0013-0.0010254i,0.0021014-0.00064044i,0.0018468-0.00038299i,0.0012524-0.00077161i,0.00042193-0.0010282i,0.00036545-0.00064576i,0.00064345+0.00030202i,0.00057202+0.0010476i,0.00065521+0.001466i,0.00037769+0.001079i,-0.00023906+0.00058287i,-0.00038312-0.00026365i,-0.00079282-0.00037703i,-0.0014166+0.00023495i,-0.0012546+0.0005295i,-0.00044725-0.00028729i,9.8649e-05-0.00077611i,0.00033941-0.00031951i,0.00011044-0.00012845i
0.00014844+0.00028612i,0.0011398-2.7163e-06i,0.0021916-0.00058056i,0.002013-0.00034323i,0.0014315+0.0006225i,0.0010206+0.000477i,0.0011046+0.00048693i,0.00077239+0.0004518i,0.00066001+0.00060327i,0.0010429+0.0011365i,0.0012296+0.00045936i,0.0010902-0.00058276i,0.00059032-0.0003986i,-6.5709e-05+0.000387i,-0.00012825+0.00039396i,-0.00020419-0.00025031i,-0.00025935-0.0007704i,0.00011296-0.0011916i,0.00029009-0.00047999i,-0.00014552-8.1831e-05i,-0.00025241-0.00058574i,0.00013076-0.00060401i,-0.00017477-0.00024566i
-0.00067805+0.00053797i,0.00012059+0.0014139i,4.069e-05+0.0014411i,0.00068622+0.00096659i,0.00095814+0.0011831i,0.00033808+0.00065614i,0.00029851+5.1548e-05i,0.00023619+0.0002643i,0.0001151+0.00098176i,-6.5907e-05+0.0012804i,5.3177e-05+0.00073675i,0.00042285+0.00078074i,0.00087955+0.00093866i,0.00024465+0.00026805i,-0.00060123+3.7789e-05i,-1.8976e-05-0.0002987i,0.00060724-0.00081389i,0.00033055-0.00026774i,0.00038972+0.00038287i,8.3601e-06+0.00022471i,-0.00032183+0.00039057i,-8.1189e-05+0.00084985i,0.00070388+0.00020679i
0.0023685-0.00091205i,0.0013068-0.00088444i,0.00091175-0.00098683i,-0.00034198-0.0008617i,-0.000856-4.6549e-05i,-0.0002176+0.00010671i,0.00039004-0.0004873i,0.00033713-0.00067563i,-0.00019186-0.00030778i,0.00010717-0.00016988i,0.000898-0.00037418i,0.00072527-0.00030574i,0.00069786-0.00014966i,0.0010362-0.00012247i,0.00068642-0.00014099i,0.00057746+0.00018907i,0.00056504+0.00070733i,-0.00029083+0.00028986i,-0.00027863+5.5233e-05i,-0.00041965-1.998e-05i,-0.00096655-0.0004641i,-0.00062772+0.00013314i,-0.0004736+8.6637e-05i
0.00038506+0.00068965i,0.00090706+0.00089404i,0.0017132+0.0018049i,0.00091968+0.0018123i,0.0010124+0.0004748i,0.0019334+9.6513e-05i,0.0018452-0.00032001i,0.0012462+5.0508e-06i,0.0012059+0.00085436i,0.0011818+0.00096271i,0.0011844+0.00032966i,0.00088341+6.219e-05i,-0.00014901+0.00027451i,-0.00039895+0.00026409i,-7.1086e-05+0.00073343i,-0.00010265+0.00025018i,-2.6077e-05-0.00057836i,0.0011159-0.00058182i,0.0011867-0.00075466i,0.00059324-0.00058903i,0.00059446-0.0001408i,0.00012557+7.0063e-05i,-0.00079829-0.00014872i
0.001733-0.0012835i,0.0013813-0.0010486i,0.00024237-0.0012406i,-0.00067507-0.0010983i,-0.00025441+0.00083494i,-0.0004943+0.0014526i,-0.00013244+0.00068038i,0.00069342+0.0010037i,0.0013114+0.00070153i,0.0013788+8.6614e-05i,0.00029178+3.7714e-05i,-0.00023676+0.00029005i,-0.00098569+0.00045047i,-0.0015905+0.00040524i,-0.00080108+0.00010704i,-0.0004921+0.00019271i,-0.00066825-0.00032678i,-0.00074047-0.001178i,-0.00031899-0.00063179i,7.1774e-06+6.5817e-05i,-0.00029333+0.00019733i,-0.00016031+0.00036617i,-0.00016671+0.00031414i
0.0018115+0.0019875i,0.0026666+0.0022033i,0.0023693+0.0012644i,0.001741-0.0012263i,0.0020208-0.0017701i,0.0017687-0.00021719i,0.00044285+0.00036629i,6.9862e-05+0.0010057i,0.00015892+0.0012966i,0.00027083+0.00055342i,0.00031508-0.00028086i,-0.00017116-0.00033147i,-0.00037874-5.2375e-05i,-5.3434e-05+0.00055043i,0.00024547+0.00063002i,0.0005247-0.00053683i,0.00070523-0.00078351i,-2.8298e-05-0.00025333i,-0.00043426-0.00033012i,0.00020511-0.00028594i,0.00041211+0.00015354i,0.00033309+0.00037507i,0.00089676+4.2924e-05i
0.00033944+0.0018019i,0.00056464+0.0015055i,0.0017761+0.0013522i,0.0013817+0.0021901i,0.0012912+0.0015927i,0.0010928+0.00045569i,0.00091525+9.5629e-06i,0.0010655-0.00017631i,0.00029403+0.00018399i,0.00048494+0.00050062i,0.00084131-0.00023958i,0.00065319-0.00050838i,0.00054895-0.00034398i,0.00037049-0.00032895i,0.00021667+2.7053e-05i,-1.9451e-05-0.00066992i,-0.00060569-0.00083872i,-0.00078819-0.00015283i,-0.00039593+2.945e-05i,-0.0003133+0.00010596i,-0.00028271+0.00012795i,8.6215e-05+6.0959e-05i,0.00033684+2.4828e-05i
0.0026964-0.0014131i,0.00078023-0.0019113i,0.0013013-0.0024315i,0.0014431-0.00080892i,0.00019675-0.00068398i,-0.00017636-0.00079123i,-0.00017027+0.00026344i,-0.00079497+0.00018724i,-0.00063428-0.00030779i,-6.3904e-05-0.00097361i,3.3881e-05-0.00098866i,0.00034775-0.00046965i,-0.00014703+5.3174e-05i,-6.3019e-05+0.00041129i,0.00080628-0.00012098i,0.00029532-0.00053632i,3.2249e-05-0.00059344i,0.00039771-0.00021537i,0.00040124-0.00030042i,0.00050047+0.00010425i,0.00052555+0.00078573i,-0.00024148+0.00047482i,0.00038481-0.00024914i
0.0042629+0.00062299i,0.0022108+0.00028476i,0.001393-0.00077795i,0.00071636-0.00027678i,0.00022442+0.0002842i,0.00092355+0.00038903i,0.00042296+0.00060626i,0.00036678+0.00039991i,0.0014393+0.0004148i,0.0013454+0.00018198i,9.9599e-06+0.00019912i,-0.00023395+0.00035183i,0.00075071-9.9252e-05i,0.00014982-0.00096901i,-1.2988e-05-0.00083708i,0.00054131-0.00074372i,0.00066192-0.001211i,0.00032252-0.00066869i,0.00039676+0.00016903i,0.00049946+0.00010585i,-8.5502e-06-0.00017863i,-0.00016224+0.00028786i,-0.00044334-0.00016253i
-0.00021422-0.0023629i,7.9204e-05-0.001877i,-0.00046657-0.0021649i,-0.0015385-0.0020849i,-0.0016178-0.0008903i,-0.00067196-8.7991e-05i,0.00046705-6.8035e-05i,0.00027603+0.00032235i,-0.00014091+0.00085018i,0.00032661+0.0016809i,7.389e-05+0.001118i,-0.00012365+0.00054261i,-0.00020071+0.00063173i,0.00010029+0.00030788i,0.00040152-0.00059629i,0.00018933-0.00099868i,-0.00052398-0.00026542i,-0.0003857+0.0002822i,0.00035015-0.00016484i,0.00048348-0.00063622i,0.00029624-5.0323e-06i,-2.4828e-05+0.00018917i,0.00043563-8.79e-05i
-0.00029951+0.002644i,-0.0012507+0.0025823i,0.0016568+0.0024409i,0.0027636+0.0014384i,0.0011558-0.00041334i,0.00044421-0.0016984i,0.00074832-0.0020208i,0.00058291-0.0016748i,0.0005608-0.0011447i,0.00049068-0.00026293i,0.00041683-0.00026884i,-3.79e-05-0.00022213i,-3.3527e-05+0.00054032i,0.00020158-4.1713e-06i,0.0004049-0.00036524i,0.00054685-0.00050819i,-0.00038612-0.00094424i,-0.00051476-0.0004303i,0.00058059+0.00028246i,0.00055595+0.00062192i,-0.00052826-4.3779e-05i,-0.00073323-0.00012789i,7.0284e-06+0.00096048i
-0.00092127+0.00020521i,6.0047e-05+7.1934e-05i,0.0010422-0.000264i,0.0015658+0.00018688i,0.0016844+0.00064059i,0.001019+0.00081167i,0.00049849+0.00030804i,0.00049809-3.3505e-05i,-0.00012843-0.00019397i,-0.00066447-0.00042121i,-0.00079753-0.00030594i,0.00030774+0.00040355i,0.0012393+0.0010043i,0.00049357+0.00077032i,0.00015606+0.000358i,0.00074443+0.00018125i,0.00070215-0.00038042i,0.00016198-0.00045539i,-0.00022453-0.00014775i,-0.0007887-0.00019087i,-0.00090176-0.00072899i,-0.00072358-0.00096137i,0.00015582-0.00024653i
-0.0001227-0.0015783i,0.00063712-0.0019182i,0.0013547-0.00022468i,0.00066898+8.9592e-05i,0.000318-0.00031807i,9.8246e-05+0.00058438i,2.3556e-05+0.00033253i,-0.00017295-0.00040237i,0.0004157-7.4514e-05i,0.00063419+0.00078747i,0.000493+0.0011463i,0.00069322+0.0011715i,0.00070927+0.00089149i,0.00039441+0.00044996i,0.00053916-5.9774e-05i,0.000543-0.00029539i,0.00046665-0.00037041i,0.00062081-0.00067217i,0.0008024-0.00079559i,3.8583e-05-0.00076392i,-0.00076224-7.8799e-05i,-0.0002636-7.8358e-05i,0.00070136+4.5546e-05i
0.00026387+0.0019219i,-0.00036323+0.0012794i,-0.00032685+0.0015196i,0.00098217+0.0014536i,0.001971+0.0011171i,0.0013797+0.00058224i,0.00083258-0.00021016i,0.00088217-0.00016377i,0.0006207+0.00077528i,0.00034212+0.001653i,0.00058689+0.0016384i,0.00093569+0.00092919i,0.00053388+0.0011487i,-0.00027262+0.0014145i,-0.00052819+0.00081293i,-0.00045957-0.0003229i,-0.00062371-0.0012557i,-0.0010194-0.0010401i,-0.00028875-5.3057e-05i,0.0001047+0.00049278i,0.0003027+0.00046752i,0.00022323+0.00021895i,6.639e-05+0.00013192i
-0.00022319+0.00089486i,-0.0012858+0.00075239i,-0.0016277-0.0001929i,-0.00087158-6.5726e-05i,-0.00010291+0.00074971i,-4.1946e-05+0.00044451i,0.00024705-0.00051234i,-0.00025141-0.001432i,-0.00083784-0.00056775i,-0.0002546+0.00095267i,0.00050957+0.0011379i,0.00045195+0.0005212i,-0.00020638-8.5529e-05i,-0.00011971+0.00053438i,-0.00011394+0.0015671i,-0.00034164+0.00038626i,-0.00027802-0.00079755i,-0.00034954-4.9043e-05i,8.2696e-05+0.0007137i,6.857e-05+0.00019267i,-6.1977e-05+0.00044358i,-0.00043319+0.00083867i,-0.00075147+0.00076119i
0.002424+0.0017148i,0.0034855+0.0013776i,0.0044366+0.0019173i,0.0042665+0.0013287i,0.0035454-0.00038988i,0.0023941-0.0017611i,0.0020142-0.0017767i,0.0010902-0.00032014i,-0.00029845+4.4773e-05i,0.00027665+0.00029995i,0.0012724+0.00070124i,0.0016719+0.00041654i,0.0021809+0.00060523i,0.0015133+0.00015478i,0.00016465-0.00055133i,-0.00080818-0.00059989i,-0.0014217-0.0010305i,-0.0012412-0.00094969i,-0.0007406-0.00060795i,-0.00065581-0.00076171i,-0.00040886-0.00050688i,-0.00046215-8.8623e-05i,-0.00035336-0.00043004i
0.0007167-0.00015319i,-7.7242e-05-0.00044603i,-0.00076954+4.4737e-05i,-0.00016169+0.00014577i,7.226e-05-0.00078585i,-0.00037237-0.00077436i,-0.00054047-0.00023082i,-0.00020233+0.00034649i,0.00027227+0.00081986i,0.00018625+0.0011216i,-6.741e-05+0.00046924i,0.00026518+0.00038213i,0.0010593+9.9494e-05i,0.0012173-0.00022082i,0.00024207+5.4367e-05i,-0.00060677-0.00017615i,-0.00032022-0.00022i,0.00041175-0.00087264i,0.0003546-0.0014179i,0.0003565-0.00074979i,0.00057114-0.00012242i,0.00028337+0.00031083i,0.00035602+0.00050501i
0.0017917-0.00036533i,0.0015917-0.0010794i,0.0020307-0.0019023i,0.0020864-0.0019701i,0.0015268-0.001396i,0.00098731-0.00078586i,0.0011337-0.00090901i,0.00079058-0.00070965i,-3.0349e-05-0.00028817i,-0.00025256-0.00066141i,6.0092e-05-0.00064377i,0.00060283+0.00020869i,0.00089383+0.00093392i,0.00074339+0.0010505i,5.75e-05+0.00059948i,-0.00066597+2.117e-05i,-0.00078908-0.0003657i,-0.00019041-0.0006028i,-5.2786e-05-0.00068319i,-0.00021514-0.0011274i,0.00066176-0.0012136i,0.00073933-0.00037923i,-0.00046971+2.3747e-05i
-0.00063958-0.00092683i,-0.0018548-0.00038757i,-0.0017464+0.00097527i,0.00023282+0.0016835i,0.0020747+0.0011206i,0.002177+0.00039573i,0.0014627+0.00046622i,-3.5262e-05+0.00097877i,-0.00061153+0.0013963i,0.00014232+0.0014697i,0.00072042+0.0010853i,0.00089202+0.00086997i,0.00066339+0.0007217i,0.00029165+0.00046428i,0.00052731+0.00053644i,3.8746e-05+0.00073544i,-0.0003748+0.00056969i,-5.9849e-05+0.0010129i,-2.2696e-05+0.00082907i,-0.00029349-0.00010558i,-0.00025303+5.3047e-06i,6.9519e-05+0.00055731i,0.00032308+0.0002595i
0.0013209-0.00062666i,0.0014402-0.00053345i,0.0012009-0.001184i,0.0004248-0.0016184i,0.00022342-0.0013669i,0.0002655-0.0009372i,-0.00048089-0.00060406i,-0.0006102-0.00050476i,0.00078052-0.00059757i,0.0017429-0.00073654i,0.0015162-0.00035875i,0.00047729+0.00012225i,-0.00060906-3.6143e-05i,-0.00066191-0.00084896i,-0.00043838-0.0012441i,-0.00042352-0.0006003i,-0.00066904-0.00038606i,-0.0005164-0.00056011i,0.00013547-0.0002669i,-2.9556e-05+0.00053966i,-0.00082163+0.00069022i,-0.0002989+9.0456e-05i,0.00064215-0.00016953i
-0.00015782+0.00027808i,-0.0005265+0.00072101i,-0.00060085+0.00055274i,0.00018608+0.00068043i,0.0017716+0.0010208i,0.0027375+0.0013525i,0.0017531+0.00048141i,0.00031551-0.00074335i,0.00015439-0.00018895i,0.00045904+0.00094799i,0.00034036+0.0012152i,0.00043295+0.0012008i,0.00085207+0.00071313i,0.00018904+0.00033307i,-9.5782e-05+0.00026063i,0.00021442+8.9982e-05i,-0.00012851-0.00035028i,0.00012274-0.0004089i,0.000482+2.5057e-05i,-7.3109e-05+0.00025335i,-0.00059666+0.00083469i,-0.0003865+0.0011726i,-0.00030617+0.00059361i
-0.00059652-0.001049i,-0.00046095-0.0011265i,-0.00081928-0.001364i,-0.0017094-0.0012111i,-0.0015647-0.0010792i,0.00014494-0.00029867i,0.00096842+0.00019976i,0.00052336+0.00034499i,0.00050375+0.0010055i,0.00046931+0.00074414i,0.00066515+0.00015633i,0.00064003+3.8465e-05i,-0.00022803+0.00059924i,-0.0004493+0.0012264i,-0.0007663+0.0010094i,-0.00063257+0.00019509i,0.00072817+0.00012584i,0.0011896+0.0003647i,0.00033659+0.00016785i,0.00017759-0.00010421i,4.1028e-05-1.8828e-05i,0.00029173+0.00060839i,0.00048273+0.00084538i
-0.0026359-0.00060926i,-0.0018508-0.00061434i,-0.0014512-0.00012488i,-0.00036099-6.2239e-05i,0.0012839-0.00035943i,0.0015968-0.00044502i,0.00046101-2.4861e-06i,7.8575e-05+0.00029927i,0.00042865+0.0010073i,0.00050873+0.0018507i,0.00052131+0.001776i,0.00037327+0.00089631i,0.00038828+0.0005869i,0.00023571+0.00059913i,0.00044114+0.00073825i,0.00024257+0.0007363i,-0.0003607-6.7232e-05i,-0.00047154-0.00014255i,-0.00021269-0.00013378i,-0.00027234+0.00018929i,-0.00011417-1.5716e-06i,0.0008322-0.0004515i,0.001019-0.00059649i
-0.00031739+0.001224i,0.00018065+0.0011772i,0.00071881+0.0022975i,0.00091169+0.002357i,0.0015733+0.0019485i,0.0013119+0.0017166i,0.00067976+0.0016426i,0.00055608+0.00090013i,-0.00010133+0.00071023i,0.00016833+0.00069985i,0.0011212+0.00081481i,0.0015046+0.0014146i,0.00094509+0.0019029i,0.00091681+0.0012448i,0.0018655+0.00060592i,0.0012545+0.00015086i,0.00033752-0.00023891i,0.00022751+6.6565e-06i,0.00024863+5.8113e-05i,-0.00070163-3.3044e-05i,-0.0010913-0.00022374i,-0.00077828-1.0879e-05i,-0.00056393-0.00013992i
0.00020547+0.0011902i,0.00018027+0.0020054i,0.00032467+0.0024784i,0.0011948+0.0019453i,0.0021336+0.0015574i,0.0012884+0.0014609i,4.3263e-05+0.00063418i,-0.00023251-0.00027271i,-0.00026963-0.00028113i,0.00010349+0.00038647i,-6.9093e-05+0.0011838i,0.00013358+0.0018091i,0.00047327+0.0013031i,-8.5498e-05+0.00025046i,6.1803e-05-0.00010005i,0.00080877+6.6313e-05i,7.887e-06+0.00031558i,-0.00036578+0.00057791i,0.00014932+0.00021589i,0.00062861+0.00037229i,0.00044511+0.00049976i,0.00034231+0.00075964i,0.00076586+0.00073202i
-0.00045843-0.00019707i,-0.00042043+0.00048382i,-8.613e-05+0.001801i,0.00082484+0.0025814i,0.0013341+0.0024779i,0.0010951+0.0016358i,0.00086227+0.0011651i,0.00029287+0.00081517i,0.00024693+0.00033072i,0.00025322+0.00077858i,0.00032451+0.00099566i,0.00084239+0.00060432i,0.0011347+0.00073802i,0.0011274+0.00061981i,0.00097619+0.00047734i,0.00034419+0.00018694i,-0.00027839-0.00029391i,-0.00046597-0.00053451i,-0.0008026-0.00075684i,-0.00048371-0.00065616i,-0.00017126-0.00017933i,0.00044139+0.00022468i,0.00087632+0.00031629i
0.00021674+5.1871e-05i,0.00035552-0.00050327i,-0.00071077-0.001048i,-0.00055034-0.0011044i,0.00032927-0.0010778i,0.0010462-0.000481i,0.00076209-4.8192e-05i,-0.00032284-0.00020197i,-0.00049627-4.7077e-05i,-0.00039315+0.00082386i,0.0003077+0.0011706i,0.00094294+0.0011992i,0.00066215+0.00027906i,3.8471e-05-0.00058672i,-0.0010837-0.0004552i,-0.0011967-0.00027863i,-3.836e-05-0.00011149i,-0.0001572-0.00033982i,-0.00031121-0.00018977i,0.00027572+0.00011834i,0.00045037+2.0015e-05i,0.00022461+5.2754e-05i,0.00018255+0.00025302i
-0.00058243-0.00083571i,-8.7704e-05-0.0003164i,-1.5716e-05+0.00099561i,-0.00096022+0.0028091i,-0.00036899+0.0029677i,0.0013281+0.0014436i,0.0018372+0.00099647i,0.0010011+0.0012852i,0.00040438+0.0011441i,0.00055466+0.0010914i,1.1805e-05+0.0014061i,-0.00044314+0.00069873i,-0.0001064-7.4489e-05i,0.00024544-0.00025415i,0.00052984-0.00010328i,0.00012857+0.00037868i,-0.00036216+0.00022381i,-0.00051956-0.00041158i,-0.00087705-0.00066289i,-0.00098587-0.00061912i,-0.00059622-0.00075112i,-0.00061028-0.0009623i,-0.00090292-0.0005182i
3.1845e-05+0.00074609i,0.00091313+0.00035702i,0.00076022+0.00032834i,0.0012985-0.00054729i,0.0013769-0.00025232i,0.0011717+0.0015858i,0.001255+0.0011538i,0.0002604-0.00026865i,-0.00047832-0.00068348i,-0.0004322+0.00015991i,-0.00044651+0.0011128i,-4.4985e-05+0.00095145i,0.00023428+0.00028026i,-0.00010167-3.1142e-05i,-9.6652e-05-0.00027175i,0.00057393+3.0441e-05i,0.0010792+0.00056649i,0.00093193+0.000622i,0.00075066+0.00037182i,0.00046719+3.2424e-05i,0.00039865-0.00041704i,0.00046955-0.00073399i,0.00039592-0.00071054i
0.0006804+0.0017132i,0.00057756+0.0015848i,0.0018219+0.0010651i,0.001824+0.00061499i,0.0017887+0.0005644i,0.0014016-0.00021289i,0.0006814+0.00011483i,0.00022548+0.00041393i,6.726e-05+0.00086582i,0.00053931+0.0018099i,0.00043773+0.0016111i,0.00027082+0.00050471i,0.0005242-0.00098023i,0.00016753-0.0011801i,-0.00087106-0.00052765i,-0.00019135-0.00065903i,0.00054199-0.00043446i,0.00029067+0.00023199i,0.00013337+0.00027156i,3.53e-05-0.00040498i,-9.8298e-05-0.00027098i,-0.00040222+0.0003892i,-0.00034908+0.0004081i
