-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
0.012949+0.0036908i,0.049786+0.031072i,0.12245+0.096709i,0.1868+0.16i,0.16022+0.13336i,0.045407+0.017693i,-0.067364-0.065195i,-0.11409-0.053169i,-0.096501-0.00075738i,-0.059377+0.024121i,-0.033562+0.014107i,-0.018061+0.0050289i,-0.0045365+0.0069927i,0.0020459+0.0070676i,-4.6466e-05+0.0072828i,-0.0044307+0.0070827i,-0.0099566+0.0039531i,-0.016001+0.0040026i,-0.017173+0.015184i,-0.009509+0.03392i,0.0024816+0.040218i,0.0090099+0.029908i,0.0072797+0.01992i
-0.0096976+0.0062515i,-0.050142+0.01007i,-0.13972+0.0099503i,-0.22842+0.010628i,-0.2154+0.035089i,-0.10862+0.095319i,-0.012381+0.14476i,0.040814+0.13404i,0.067583+0.075784i,0.062271+0.024788i,0.036968+0.011032i,0.017289+0.0071112i,0.0064123-0.0022601i,0.0030877-0.0082184i,0.0068524-0.010206i,0.012588-0.0087614i,0.018085-0.0031028i,0.017594+0.00021432i,0.0032511-0.007816i,-0.02119-0.021382i,-0.039546-0.026209i,-0.039171-0.01961i,-0.025191-0.012262i
0.0018593-0.0087367i,0.029109-0.038253i,0.094186-0.093673i,0.16391-0.15114i,0.16671-0.16852i,0.11318-0.15995i,0.075396-0.15915i,0.038038-0.14872i,-0.017317-0.10539i,-0.039944-0.052633i,-0.023334-0.024174i,-0.006423-0.012574i,-0.0012609-0.0032942i,-0.0017435+0.0028419i,-0.0079558+0.0063208i,-0.016483+0.0062554i,-0.021383+0.0018093i,-0.01629-0.0046953i,0.0033072-0.0081079i,0.030405-0.0064847i,0.048323-0.002641i,0.044662-0.00045485i,0.026291+0.0012982i
0.0022383+0.011658i,0.0028143+0.048023i,-0.0050735+0.12829i,-0.021045+0.21122i,-0.036989+0.21602i,-0.062565+0.15183i,-0.10152+0.10636i,-0.097075+0.097359i,-0.035803+0.084321i,0.0072296+0.053892i,0.0073333+0.025835i,0.001489+0.012078i,0.0033789+0.0050896i,0.0053296-0.0004045i,0.0075811-0.0033523i,0.010765-0.0036939i,0.01108+0.0002193i,0.0059256+0.0093146i,-0.0035799+0.021094i,-0.015881+0.029729i,-0.02681+0.027769i,-0.027868+0.018082i,-0.01799+0.010408i
-0.0069076-0.0068159i,-0.030769-0.031461i,-0.074184-0.091925i,-0.10923-0.15566i,-0.086921-0.14662i,-0.0037275-0.065057i,0.081112-0.002442i,0.10112-0.0014159i,0.060676-0.025486i,0.022625-0.030384i,0.010193-0.015401i,0.0041998-0.0062362i,-0.0037798-0.0048949i,-0.0075398-0.0021544i,-0.0074233-0.00097202i,-0.0055503-0.00211i,-0.0018861-0.004727i,-0.0006005-0.01133i,-0.0053888-0.022128i,-0.010495-0.031279i,-0.0067776-0.028034i,0.0022879-0.015539i,0.0043886-0.0077386i
0.010974-0.0018063i,0.042397-0.00073645i,0.11005+0.012609i,0.17201+0.02916i,0.14862+0.013218i,0.048671-0.046139i,-0.038719-0.096399i,-0.065585-0.087537i,-0.053404-0.035971i,-0.034529-0.00020883i,-0.018693+0.00069664i,-0.0059286-0.0014219i,0.0039653+0.0039127i,0.0069558+0.0063523i,0.0030332+0.0070507i,-0.003125+0.0088659i,-0.0080426+0.010677i,-0.0060428+0.011099i,0.0081134+0.010394i,0.026293+0.0096176i,0.030187+0.0056962i,0.018481-2.8639e-05i,0.0073904-0.00063231i
-0.0061652+0.0040981i,-0.028563+0.023476i,-0.081391+0.058142i,-0.13292+0.0924i,-0.12198+0.1098i,-0.057949+0.12997i,-0.013389+0.1512i,0.0033461+0.13407i,0.021571+0.075563i,0.029763+0.024264i,0.018674+0.0069786i,0.0048282+0.0029014i,-0.0037261-0.0022093i,-0.0060057-0.0058491i,-0.0024316-0.0084183i,0.0035496-0.010896i,0.0078551-0.010939i,0.0059792-0.0065976i,-0.0066959+0.0030811i,-0.023883+0.014499i,-0.030326+0.021363i,-0.021575+0.020228i,-0.010166+0.012843i
-0.00023334-0.010331i,0.0022289-0.036035i,0.015778-0.09088i,0.034615-0.14703i,0.038714-0.15851i,0.033472-0.14063i,0.046572-0.13124i,0.047609-0.11297i,0.011251-0.07044i,-0.016045-0.029791i,-0.012267-0.010354i,-0.0025659-0.0031826i,0.00076103+0.001906i,0.0017128+0.0052125i,0.00031466+0.0073163i,-0.0032361+0.0078947i,-0.0055852+0.0047621i,-0.0056974-0.0023974i,-0.003844-0.012966i,0.0019672-0.025614i,0.0097599-0.032704i,0.012464-0.029421i,0.009155-0.018525i
0.0034504+0.0029893i,0.017555+0.021039i,0.04176+0.066777i,0.057959+0.11838i,0.043907+0.12543i,-0.0040085+0.088972i,-0.061752+0.058706i,-0.074757+0.045251i,-0.035293+0.035804i,-0.00088277+0.024034i,0.0039835+0.010282i,0.0024136+0.0024518i,0.0044363-3.5807e-05i,0.004139-0.0023959i,0.003026-0.0041122i,0.0027725-0.0025469i,0.0021203+0.0010857i,0.0041485+0.005456i,0.011077+0.010567i,0.015824+0.017817i,0.0092853+0.024214i,-0.0026689+0.02272i,-0.0076034+0.014499i
-0.0054728-0.00070302i,-0.024927-0.0047939i,-0.067413-0.021165i,-0.10513-0.041654i,-0.088389-0.036838i,-0.017285+0.00044764i,0.050049+0.034041i,0.062291+0.035836i,0.033324+0.010859i,0.010145-0.0076029i,0.0027325-0.005573i,-0.0010834-0.00045895i,-0.0060784+0.00035752i,-0.0077721+0.0008438i,-0.0059944+0.00025316i,-0.004473-0.0033129i,-0.0034657-0.0076279i,-0.0058648-0.0074989i,-0.014022-0.0016147i,-0.021896+0.0026469i,-0.015989+0.00079411i,0.00073696-0.0028644i,0.010362-0.0035689i
0.0029699-0.0010656i,0.018884-0.0095327i,0.058331-0.024791i,0.096281-0.037596i,0.082367-0.049024i,0.02125-0.075209i,-0.023284-0.1015i,-0.024755-0.090509i,-0.014916-0.042565i,-0.011518-0.0047682i,-0.0067458+0.0023738i,9.5494e-05-0.00015565i,0.0061074-1.2819e-05i,0.0080422+0.00092543i,0.005596+0.0022972i,0.0026531+0.00485i,0.001755+0.0068486i,0.003078+0.0043636i,0.0067432-0.00551i,0.010233-0.01755i,0.0046389-0.019938i,-0.0089008-0.011089i,-0.014739-0.0035198i
-0.00092637+0.0033191i,-0.0063225+0.019803i,-0.021592+0.053882i,-0.036709+0.090028i,-0.030642+0.10487i,-0.0093204+0.11177i,-0.007834+0.12198i,-0.018592+0.1031i,-0.0078012+0.052158i,0.0086288+0.011893i,0.0091736-0.001537i,0.0036989-0.0031425i,-0.00070466-0.0028028i,-0.0031389-0.0022086i,-0.003413-0.0026116i,-0.0029605-0.0033826i,-0.0018685-0.0021609i,-0.00032263+0.0013555i,0.0016325+0.0076797i,0.004671+0.017264i,0.0099803+0.022976i,0.016523+0.018858i,0.017396+0.01079i
-0.0014638-0.0017441i,-0.0070124-0.015008i,-0.016128-0.047136i,-0.024275-0.085189i,-0.023887-0.098057i,-0.0096102-0.090621i,0.022259-0.084206i,0.040412-0.064305i,0.019785-0.031785i,-0.0046008-0.0096219i,-0.0076638-0.00076101i,-0.0035749+0.0015145i,-0.0015616+0.0025514i,-0.00088816+0.00428i,-0.00135+0.0044728i,-0.0023451+0.0018641i,-0.0036987-0.0012598i,-0.0050119-0.0021125i,-0.0090167-0.0022965i,-0.015772-0.0067696i,-0.02014-0.013797i,-0.018708-0.014974i,-0.012452-0.010815i
0.0028878+0.001294i,0.017447+0.0061628i,0.045849+0.02264i,0.071668+0.042066i,0.064469+0.045783i,0.020148+0.030669i,-0.030818+0.014658i,-0.044913+0.0037059i,-0.019964+0.0018867i,0.0013073+0.0058889i,0.0042424+0.0029792i,0.0034119-0.0017399i,0.0045044-0.003307i,0.004586-0.0042724i,0.002988-0.0041285i,0.0028571-0.0012996i,0.0035292+0.001491i,0.0042148-0.0012312i,0.0068256-0.0074757i,0.01142-0.0084653i,0.012749-0.00083355i,0.0079341+0.0065049i,0.0013651+0.0079658i
-0.0034945+0.0017443i,-0.015397+0.008163i,-0.041635+0.015245i,-0.065803+0.018557i,-0.05579+0.023076i,-0.012243+0.036753i,0.025148+0.053912i,0.0259+0.053194i,0.0070242+0.026109i,-0.0019521+0.0008886i,-0.0013788-0.0042372i,-0.0025308-0.0013937i,-0.0061421+0.0014306i,-0.0062843+0.0019933i,-0.0038705+0.00052826i,-0.0038367-0.0003967i,-0.0053804-0.00053994i,-0.0043311+0.0025219i,-0.0016157+0.010155i,-0.0007248+0.015707i,0.0018947+0.010439i,0.0078185-0.0021303i,0.011402-0.0093i
7.7491e-05-0.0069087i,0.0032834-0.016304i,0.015574-0.036862i,0.027869-0.055004i,0.018441-0.061909i,-0.007015-0.070243i,-0.016918-0.084121i,-0.0025351-0.075205i,0.0058049-0.034992i,-0.00068335-0.0030697i,-0.0036969+0.0044041i,-0.0017929+0.0027066i,0.0017852+0.00020011i,0.0047524-0.0012324i,0.0043549-0.0014703i,0.0026906-0.0015297i,0.0014274-0.0018613i,-0.0013798-0.0031312i,-0.0057349-0.0072948i,-0.011198-0.01133i,-0.017029-0.0072311i,-0.020664+0.0044511i,-0.020223+0.010544i
0.0016329-0.0013426i,0.0064857+0.0073376i,0.010866+0.027687i,0.014744+0.051643i,0.019238+0.063566i,0.018838+0.069444i,0.0010353+0.075904i,-0.020331+0.061766i,-0.015701+0.026205i,0.00096028+0.0010007i,0.0056987-0.0049547i,0.0036229-0.0047589i,0.0023239-0.0036183i,0.00051347-0.0021688i,-0.001459-0.00082717i,-0.0014587+0.0010273i,0.00039963+0.0026851i,0.0020561+0.002358i,0.0048903+0.00065059i,0.012162+0.00036783i,0.020304-0.0018233i,0.022855-0.0084848i,0.018599-0.011097i
0.00062273-0.00054695i,-0.0071058-0.0028992i,-0.021489-0.012821i,-0.036301-0.026694i,-0.038189-0.035102i,-0.020669-0.036432i,0.010065-0.034993i,0.026902-0.022445i,0.01382-0.0051724i,-0.0031341+0.0011307i,-0.0062202+0.0018572i,-0.0047768+0.0035304i,-0.0038644+0.0055278i,-0.0022053+0.0050549i,-0.00055484+0.0021157i,-0.00256+0.00038308i,-0.0055148+0.00018611i,-0.0045775+0.0024378i,-0.0026035+0.0068375i,-0.0057898+0.0099474i,-0.012647+0.010536i,-0.015118+0.011036i,-0.011418+0.0090224i
0.0004424-0.0043093i,0.0055479-0.0059974i,0.019077-0.0078657i,0.035543-0.005831i,0.033704-0.0023704i,0.0082438-0.0037674i,-0.019476-0.010332i,-0.022789-0.01712i,-0.0053207-0.011974i,0.0045847-0.0011607i,0.0036525+0.0010363i,0.0038659-0.0014734i,0.0051693-0.0032315i,0.0043474-0.0035695i,0.0024322-0.0025072i,0.0021383-0.0019167i,0.0019807-0.0026524i,-0.0013219-0.0045888i,-0.0060281-0.0082751i,-0.007249-0.010755i,-0.0027427-0.0088286i,0.0016771-0.0035313i,0.0016789+0.00082045i
0.00084739+0.00091723i,-0.0016631+0.0048356i,-0.009392+0.013937i,-0.018587+0.025252i,-0.013962+0.031636i,0.0061636+0.036951i,0.018309+0.04767i,0.006904+0.047481i,-0.007441+0.024141i,-0.006625+0.0018654i,-0.0013447-0.0034167i,-0.00055237-0.00087487i,-0.0023751+0.0017123i,-0.0033215+0.0022531i,-0.0028008+0.000979i,-0.0020748+0.00075295i,-0.00012353+0.0016774i,0.0032333+0.0020173i,0.0080143+0.0019331i,0.012195+0.0021928i,0.011375+0.00017204i,0.0074926-0.0061877i,0.005066-0.0099915i
-0.002569-0.0010851i,-0.0021568-0.0062207i,-0.00078759-0.0169i,-0.0021109-0.03001i,-0.010112-0.037952i,-0.01849-0.045596i,-0.013104-0.056853i,0.0056943-0.050003i,0.013212-0.020765i,0.0045877+0.00069096i,-0.0011714+0.005173i,-0.0012129+0.0043176i,-0.00030414+0.0028841i,0.00088705+0.0016722i,0.0014358+0.00076649i,-0.0002477-0.0001128i,-0.002947-0.0010413i,-0.0047394-0.00055147i,-0.0056902+0.0014444i,-0.0090479+0.0039103i,-0.012249+0.0094081i,-0.0098448+0.016745i,-0.0064813+0.017348i
0.0046003-0.00055141i,0.0068751+0.0032566i,0.013831+0.010907i,0.022243+0.019104i,0.02662+0.025009i,0.020617+0.032234i,0.0021553+0.039631i,-0.015576+0.03067i,-0.013478+0.0085818i,-0.0013763-0.0039904i,0.003004-0.0048287i,0.0021455-0.0046493i,0.0014991-0.0046209i,0.0004349-0.0035794i,-0.00084765-0.002251i,-0.00055906-0.0022674i,0.00063378-0.0031625i,0.00080016-0.0042032i,-0.00058488-0.0049542i,9.9947e-05-0.0072112i,0.0019725-0.014362i,0.0012312-0.020705i,0.00061316-0.019831i
0.00051515+0.00032023i,-0.0039521-0.0013277i,-0.013522-0.002997i,-0.023915-0.0028658i,-0.026483-0.003445i,-0.016304-0.0054i,0.0026547-0.0057562i,0.012745+0.0019618i,0.0052316+0.007803i,-0.0028411+0.0046278i,-0.0026305+0.002948i,-0.0017233+0.0045735i,-0.0014101+0.0050444i,0.00042917+0.0039095i,0.0017705+0.0021053i,0.0001786+0.0019831i,-0.0015725+0.0034999i,0.00015174+0.0035216i,0.0041288+0.0026779i,0.0060169+0.0049471i,0.005782+0.011754i,0.0049513+0.017406i,0.0023623+0.015083i
-0.0021757+0.0016639i,0.0019157-0.0022255i,0.0094635-0.0073166i,0.01657-0.012212i,0.014075-0.014548i,-0.0004055-0.016568i,-0.014039-0.021335i,-0.011017-0.024692i,0.00084035-0.015639i,0.0042484-0.0033118i,0.0020308-0.00041646i,0.0010566-0.0019025i,0.0012479-0.0022548i,0.0012226-0.0012263i,-0.00025959+0.00021184i,-0.0023237-0.00028117i,-0.00408-0.0016702i,-0.0062686-0.00084239i,-0.008767+0.0023614i,-0.01106+0.0027817i,-0.011718-0.0010204i,-0.0097211-0.004313i,-0.0066186-0.0051455i
-0.002425-0.00055161i,-0.001834+0.0043391i,-0.0013387+0.011838i,0.0024741+0.020522i,0.0094738+0.025108i,0.016962+0.027246i,0.01596+0.034132i,0.0010853+0.033452i,-0.010527+0.016658i,-0.0073683+0.0023455i,-0.0012529-0.0013958i,0.00084287-0.0013758i,0.00074341-0.0016246i,-0.0010829-0.0026618i,-0.0027812-0.0033814i,-0.00056524-0.0029455i,0.0022062-0.002013i,0.0026226-0.0025552i,0.0032404-0.0044533i,0.0056551-0.0059477i,0.0069289-0.0055983i,0.0048176-0.0055715i,0.0030132-0.0053452i
0.0018578+0.0011267i,-0.0014636+0.00054627i,-0.0060569-0.0034355i,-0.010878-0.0082524i,-0.016207-0.011804i,-0.018099-0.017936i,-0.010136-0.02746i,0.0047838-0.024723i,0.0099376-0.0084213i,0.003905+0.0018029i,0.00037043+0.0034929i,0.00023355+0.0041857i,3.1318e-05+0.0044195i,0.0016615+0.0037177i,0.003171+0.00323i,0.001162+0.0032455i,-0.0013099+0.0038556i,-0.0006065+0.0045543i,-9.687e-05+0.004452i,-0.001803+0.0060512i,-0.0018896+0.010017i,0.0012577+0.013213i,0.0025087+0.012251i
0.0013565+0.0018682i,0.0030554+0.0019652i,0.0090303+0.0015639i,0.015515+0.0014561i,0.018537+0.0024992i,0.013532+0.0067101i,0.00035468+0.012357i,-0.009983+0.0098694i,-0.0075541+0.0014236i,-0.00178-0.0026179i,-0.00093867-0.0036452i,-0.00091-0.0051142i,-0.00053793-0.0041748i,-0.0026455-0.0020883i,-0.0046482-0.0015314i,-0.0040146-0.003066i,-0.0029609-0.0041794i,-0.0030508-0.0033025i,-0.0038685-0.0019048i,-0.0047593-0.0030611i,-0.008082-0.0083515i,-0.011735-0.013163i,-0.010818-0.01331i
0.0045341+0.004692i,0.0041417+0.0042786i,0.0032073+0.0048766i,-0.00094798+0.0057594i,-0.0045598+0.0051317i,-0.0028754+0.0039054i,0.0025664+0.0052222i,0.0043048+0.0096932i,0.00035902+0.0092967i,-0.0014359+0.003968i,-0.00056356+0.0015862i,-9.847e-05+0.0013012i,-0.0001779+0.00060847i,0.00026229-0.0011418i,0.00077407-0.0021673i,0.00035592-0.0011334i,0.00029254+0.00084088i,0.001376-0.00039188i,0.0029756-0.0045965i,0.005466-0.0051849i,0.0096102-6.2359e-05i,0.012038+0.005576i,0.010417+0.006984i
-0.00099072-0.0021763i,-0.00083357-0.0031043i,-0.00073343-0.0055247i,0.00010287-0.0082532i,-0.0013087-0.0091579i,-0.0063574-0.01083i,-0.0097243-0.016602i,-0.0045423-0.01932i,0.0027359-0.01105i,0.0025766-0.0019696i,0.0010171+0.00079285i,0.0014037+0.0020508i,0.0011276+0.0029761i,0.0011812+0.003396i,0.0014865+0.0031086i,-0.00075914+0.0014513i,-0.0031869+0.00067189i,-0.0033199+0.0015791i,-0.0021783+0.00363i,-0.0034743+0.0067724i,-0.0078793+0.0080053i,-0.010892+0.0054845i,-0.010705+0.0016435i
0.0040672-0.0070203i,0.0033062-0.0050149i,0.0023799-0.0034333i,0.003929+0.00078158i,0.0073597+0.006692i,0.010752+0.013925i,0.0092879+0.020138i,-0.00032462+0.019037i,-0.0065069+0.0089741i,-0.0046656+0.00054406i,-0.0026848-0.0023097i,-0.0016187-0.0033812i,-0.001035-0.0031199i,-0.0019278-0.0021779i,-0.0031023-0.0010467i,-0.0021277-0.001202i,-0.00062328-0.0021408i,-0.00076627-0.0025845i,-0.0011167-0.003602i,-0.0004846-0.0060758i,0.00070415-0.0084502i,0.00088822-0.0072837i,0.0020683-0.0038333i
0.0018918-0.0013352i,0.0005444-0.0023641i,-0.0025279-0.0035396i,-0.0085142-0.0026568i,-0.013709-0.0029519i,-0.013702-0.0061346i,-0.0078466-0.011132i,0.002095-0.01051i,0.0052962-0.0033576i,0.0020712+0.00069043i,0.0017576+0.0016439i,0.002271+0.0029725i,0.0019257+0.0042459i,0.0032995+0.0045291i,0.0037849+0.0027546i,0.0020707+0.0011293i,0.00027502+0.0012579i,-0.00068928+0.00057569i,-0.0012653+0.00071806i,3.0051e-05+0.0028747i,0.0023893+0.0063343i,0.0044442+0.0085922i,0.0039023+0.0080021i
-0.0020348-0.0007923i,-0.0021873-0.0013142i,0.00024029-0.0019547i,0.0052011-0.003697i,0.0079208-0.0037341i,0.0057489-0.0011558i,-0.00096125+0.0022624i,-0.0058533+0.001645i,-0.0041939-0.00071251i,-0.0017255-0.0011008i,-0.0017132-0.0011125i,-0.0017529-0.0014093i,-0.0024847-0.00071674i,-0.0043074+0.00047516i,-0.0045698+0.0014357i,-0.0035083+0.0010506i,-0.0034084-0.00022481i,-0.0015335-0.00054549i,0.000967+0.0007605i,-0.00062054+0.0017153i,-0.0058705+0.00067878i,-0.0092747-0.0014033i,-0.0075063-0.003099i
0.0036358+0.0002168i,0.0042165+0.00033327i,0.0056558+0.0014172i,0.0049453+0.0037009i,0.0033282+0.0053498i,0.0036154+0.0055741i,0.0049711+0.0066155i,0.0034962+0.0088903i,0.000235+0.0067472i,-0.00020336+0.0022443i,0.00028594+0.00042145i,-6.6252e-05-0.00093039i,0.00046047-0.003092i,0.0015842-0.00452i,0.00076406-0.0041835i,-0.00036276-0.0034765i,-6.0794e-05-0.0017385i,-0.00080306-5.7669e-05i,-0.0027347-0.00066598i,-0.0020879-0.0032597i,0.0018536-0.0052764i,0.0055666-0.0042231i,0.0066563-0.0015862i
0.0011348-0.0017361i,0.00073796-0.0014895i,-0.0011197-0.0023467i,-0.0035954-0.0031068i,-0.0058755-0.0033771i,-0.0074968-0.0046866i,-0.0078462-0.0084805i,-0.0044276-0.0096953i,0.00058819-0.0042468i,0.00187-0.0001127i,0.0014953+0.00089402i,0.0019801+0.0023168i,0.0019434+0.0045316i,0.0021219+0.0050568i,0.0028463+0.0036474i,0.0020872+0.0027951i,0.0005652+0.0014192i,0.00047024-8.3517e-05i,0.0021322-0.00013604i,0.0030595+0.0024827i,0.00099014+0.0063249i,-0.0019449+0.0072399i,-0.0037757+0.0055064i
0.0040312+0.0034316i,0.0044684+0.0025065i,0.0054021+0.0013487i,0.0067322-0.00065533i,0.007207-0.0017907i,0.0062112+0.001479i,0.0034685+0.0074147i,-0.0016086+0.0086703i,-0.003855+0.0039828i,-0.002534+0.00025114i,-0.0017447-0.0014843i,-0.0018686-0.0028898i,-0.0027904-0.0037651i,-0.0044646-0.0030481i,-0.0050063-0.0011268i,-0.0035212+0.00057059i,-0.0018747+0.00085207i,0.0006106+0.00055669i,0.0013081-0.00078547i,-0.00085558-0.0030188i,-0.0029427-0.0046767i,-0.0037935-0.0059641i,-0.0023633-0.0072397i
-0.0002097+0.0017285i,-0.00077825+0.0025183i,0.00026121+0.0037277i,0.00049863+0.0044016i,-0.0010594+0.0033766i,-0.0029852+0.00031711i,-0.0031699-0.0027072i,0.00010217-0.0027341i,0.0028042-0.00038354i,0.0032767+0.00069595i,0.003895+0.00057482i,0.004088+0.00039971i,0.0048878+1.9158e-06i,0.0045142-0.0011642i,0.0021188-0.0028068i,-0.00022748-0.002595i,-0.0018496-0.0012158i,-0.0032958-0.00066983i,-0.0037583+0.00015821i,-0.0015836+0.0023773i,0.0030332+0.0032975i,0.0060145+0.0032697i,0.0044573+0.0039934i
-0.0049471-0.0053954i,-0.0044627-0.0039904i,-0.0039708-0.0028567i,-0.0015307-0.0015212i,0.0001115-0.00015272i,0.00048859+0.00024851i,-0.0012612-0.0006518i,-0.0027085-0.0019305i,-0.0013251-0.001136i,-0.0014361+0.0016637i,-0.002145+0.0024021i,-0.0011794+0.0019259i,-0.00041905+0.0025949i,-0.001221+0.0035678i,-0.0013515+0.002863i,-0.00047652+0.0013772i,0.00039797+0.00065798i,0.00194-0.00073041i,0.0030693-0.0024927i,0.0017818-0.0021386i,-0.0019085+0.0002996i,-0.0051073+0.0023046i,-0.0057028+0.00099396i
0.0026588+0.0020474i,0.0021615+0.002793i,0.0036123+0.0045456i,0.0046255+0.0055849i,0.0046662+0.0049573i,0.0043155+0.0047334i,0.0034627+0.0063273i,0.0015586+0.0070878i,-0.00034729+0.0035473i,8.1278e-05-0.00029643i,6.8898e-05-0.0014028i,-0.0012033-0.0033493i,-0.0016671-0.0056453i,-0.0018297-0.0060234i,-0.0024457-0.0039034i,-0.0025348-0.0017891i,-0.0017403-0.00035897i,-0.001654+0.0017931i,-0.0024406+0.0032106i,-0.0021301+0.0013274i,-8.3777e-05-0.0017458i,0.0012182-0.0033667i,0.0016178-0.0029754i
0.0011984-0.0022046i,0.0012368-0.0023902i,-0.00042733-0.0030659i,-0.0035491-0.0029179i,-0.0051012-0.0026241i,-0.0063934-0.0030485i,-0.0058318-0.0050403i,-0.0021394-0.005052i,0.0010413-0.0017676i,0.0017929-0.00054298i,0.0014012+0.00023096i,0.0024735+0.0023679i,0.0034015+0.0037038i,0.0034398+0.0033947i,0.002796+0.0021575i,0.0014587+0.00063906i,8.0542e-05-0.00021842i,-0.0018574-0.000956i,-0.002334-0.0016156i,-2.1182e-05-0.00082951i,0.0023394+0.0024056i,0.0022167+0.004463i,0.0014314+0.0046416i
0.0025714+0.00064166i,0.0034836+0.0019635i,0.0055401+0.00074948i,0.0057266-0.0017076i,0.0045965-0.0025242i,0.0030385-0.00047698i,0.0014774+0.0024278i,-0.00061487+0.0035672i,-0.0014969+0.0022397i,-0.00095327+0.00070551i,-0.0011658-0.00051758i,-0.0021038-0.001469i,-0.0036959-0.0012203i,-0.0041364-0.00070096i,-0.0031308+0.0004054i,-0.0023128+0.0015659i,-0.0014471+0.0018781i,0.0012529+0.001264i,0.002764+0.00028304i,0.00021177-0.00017987i,-0.0035024-0.00065739i,-0.0060073-0.0014454i,-0.0060661-0.0032119i
4.3807e-05-0.0023336i,-0.00059157-0.0005524i,-0.00027664-0.00065811i,0.00020062+0.0016097i,-0.00020375+0.0037583i,0.00013936+0.0019505i,0.00047179+2.7766e-05i,0.00066583-0.00019631i,0.00055575+0.00038428i,0.00021724+0.00056629i,0.00049023+0.00010287i,0.00091875-0.00074188i,0.0021423-0.0026233i,0.002995-0.0040733i,0.0015583-0.0040626i,-0.0013099-0.0033491i,-0.0027636-0.0016514i,-0.0032215+0.00061996i,-0.0034331+0.0020427i,-0.0013348+0.001775i,0.0020945+0.00013131i,0.0047685-0.00072132i,0.0060986+0.0012826i
0.0026161-0.0023739i,0.0018014-0.0024674i,-0.00068064-0.0020311i,-0.0024789-0.00028512i,-0.0031146+0.00016627i,-0.0027944-0.0010488i,-0.0022689-0.0013377i,-0.0015662-0.00099746i,-0.00060255-0.0014387i,-0.0011809-0.0012023i,-0.0011919-0.00079581i,-0.00022157+0.00090116i,0.00045154+0.0035853i,0.00091914+0.0049417i,0.0015943+0.0036847i,0.0011569+0.0010539i,0.00050277-0.00070094i,-0.00028895-0.0020552i,-0.00025803-0.0032264i,-0.00025759-0.0024228i,-0.0016706+0.00098624i,-0.0040451+0.0034797i,-0.0065518+0.0020392i
0.00070977-0.0014544i,0.0017953-0.0022236i,0.0020337-0.0021029i,0.0010584-0.0017068i,0.0013124+0.00090652i,0.0017856+0.0032524i,0.000714+0.0044342i,-0.001315+0.0045278i,-0.0023713+0.0027202i,-0.0020682+0.0011017i,-0.0017891+0.00046053i,-0.0018654-5.1189e-05i,-0.0019819-0.0012816i,-0.0033573-0.0020017i,-0.0040505-0.0007095i,-0.0023894+0.0005102i,-0.00080064+0.00048253i,-0.00014012+0.0007698i,0.00015732+0.0019217i,-0.00034276+0.0014811i,-0.00082939-0.00085642i,-7.5294e-05-0.0019351i,0.00039464-0.0015722i
-5.2855e-05-0.0027065i,0.00032566-0.0025768i,0.0015519-0.001901i,0.0012985-0.00063776i,-0.0013522+0.0003885i,-0.0035216+0.00096677i,-0.0041685-0.00047943i,-0.002794-0.002072i,-0.00067669-0.001304i,0.00073842-0.00084215i,0.0014928-0.00030131i,0.0014128+0.00079681i,0.0018404+0.00079031i,0.0033634+0.00023347i,0.0025946-6.9172e-05i,-0.0007031-0.0012234i,-0.0026712-0.001494i,-0.003158-0.00099409i,-0.0025874-0.0013154i,-0.00057099-0.0013894i,0.0011751-0.0002832i,0.0018485+0.0011299i,0.0024658+0.00086932i
-0.001971-0.0016889i,-0.0013784-0.0012758i,-0.00065972-0.000305i,0.00079922-0.00018388i,0.001442-0.0011961i,0.0017199-0.0013199i,0.0015597-0.00028371i,0.00033214+0.00071883i,-0.00014415+0.0011899i,-0.0003226+0.0012287i,-0.00092362+0.00051769i,-0.00098621+0.00089657i,-0.0013668+0.0015833i,-0.0017484+0.0014824i,-0.00068293+0.0012648i,0.00027909+0.00050547i,0.00067092-0.00062237i,0.0015477-0.0014778i,0.0015494-0.00058149i,0.001069+0.001449i,-0.0003159+0.0024201i,-0.003409+0.0025515i,-0.0056517+0.0022582i
0.0010523+0.00026422i,0.00089157-0.00056515i,0.001234-0.00065743i,0.0013837+0.00078238i,0.0011528+0.0036768i,-0.00040127+0.004282i,-0.001305+0.0030572i,-0.00033465+0.0017951i,-0.0001911+0.0010716i,-0.00062694+0.0012617i,-0.00082549+0.00098662i,-0.0012353-0.00059182i,-0.0012377-0.0022433i,-0.00088673-0.0027792i,-0.0007801-0.0014421i,-0.0013672+0.00029802i,-0.0017609+0.0011771i,-0.0019711+0.0015574i,-0.0021954+0.00047902i,-0.0017505-0.0013409i,0.00029101-0.003388i,0.0030122-0.0043648i,0.0048008-0.0030592i
