0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
-0.0024103-0.0086119i,-0.005101-0.0077218i,-0.011099-0.0030261i,-0.0097344+0.0027402i,-0.0051549+0.0067464i,-0.0010769+0.0068843i,-0.0002213+0.0031604i,-0.00076178+0.0012958i,-0.0015866+0.0015374i,-0.0021298+0.0024038i,-0.00043669+0.002518i,0.0020929+0.0019399i,0.0038463+0.0020126i,0.005761+0.0025448i,0.0069328+0.0021913i,0.0048326+0.00035251i,0.0020858-0.00083033i,0.00070496-0.0009402i,0.0002502-0.001004i,-0.00018878-0.0011663i,-0.00046092-0.0015913i,-0.00096229-0.00071969i,-0.0009402+0.00087616i
0.0022189-0.0045754i,-0.00030744-0.0044715i,-0.0038594-0.0046698i,-0.0053308-0.0037576i,-0.0044178-0.0012403i,-0.0029122+0.0010275i,-0.0011353+0.0011378i,-7.2348e-05+0.00087284i,-0.00032946+0.00070646i,-0.00065091+0.00061826i,-0.00042592+0.00071713i,-8.7898e-05+0.0010038i,0.00036409+0.0015557i,0.0014805+0.0018214i,0.0020791+0.002236i,0.001562+0.0014689i,0.00084189+0.00021985i,0.0010886-5.8828e-05i,0.0005497-0.00021496i,-0.0001751-0.00065682i,0.00027956-0.00042935i,0.0002026+0.00041221i,-0.00018788-2.1214e-05i
0.0030643+0.0012456i,0.00080955+0.0012156i,-0.0010975+0.0011385i,-0.0015044+0.00066328i,-0.0016797+0.00015187i,-0.0020776-0.00022614i,-0.0012897-1.6488e-05i,0.00017961-0.00027849i,0.00050171-0.00095067i,-0.00037893-0.0003853i,-0.00060547+0.00032596i,0.00035071-6.2074e-05i,0.00071758+0.00029443i,-0.0007907+0.00099475i,-0.0010761+0.0015148i,-0.00055134+0.0013456i,-0.00048369+4.3215e-05i,4.9734e-05+0.000302i,0.00024785+0.00033451i,0.00044945+0.00021584i,0.00041965+0.00040572i,0.00063872+0.0004707i,0.00039845+0.00070583i
0.0002263+0.00057731i,-0.0018848-0.00094123i,-0.0033508-0.00020411i,-0.0032866-0.00013664i,-0.0026345-0.0005411i,-0.0029706-0.00035085i,-0.0029516+0.00059603i,-0.0017319+0.0015713i,-0.00080412+0.00053453i,-0.00035981+0.00014821i,-0.00020478+0.00095571i,0.00012667+0.00021306i,0.0008275-7.9291e-05i,0.00079602+0.00061386i,-9.2288e-05+0.00047583i,-7.781e-06+0.00028523i,-0.00021858+0.00048697i,-0.00059377+0.00050238i,-0.00055955+0.00042576i,-0.00016638+0.00023791i,9.7106e-05-0.00013355i,0.00028704-0.00033972i,0.00056465-0.0002883i
0.00063167-0.00019228i,-0.00072345-0.00088244i,-0.0023599-0.0021219i,-0.0022784-0.0021486i,-0.0019067-0.0014909i,-0.0026127-0.00041238i,-0.0028208+0.00132i,-0.0013156+0.0015487i,-4.1436e-05-2.9117e-05i,-0.00045645-0.00049126i,3.4934e-05+4.2452e-05i,0.00034485+0.00018778i,9.809e-05-0.00015824i,0.00020864-2.086e-05i,0.00015476-1.3551e-05i,0.00022602-0.00081111i,0.00055173-0.00080149i,0.00037768-0.00054835i,0.00012125-0.00015259i,0.00066655+0.00024058i,0.0006403+0.00049646i,0.00037794+0.00073201i,0.00056593+0.00024321i
0.0009067+0.0008446i,0.0017775+0.00075055i,7.5435e-05+0.00093335i,-0.00056059+0.0016308i,-0.00014924+0.0016713i,4.4592e-05+0.0011404i,-0.00079021+0.00044258i,-0.0013106+0.00073623i,-0.00058168+0.00054547i,-0.00034443+0.0001202i,-0.00052623+0.00026791i,-0.0005249-0.0006881i,5.3538e-06-0.00077631i,0.00056921-0.00061828i,7.8613e-05-0.0012326i,-0.0002445-0.00085193i,0.0002495-0.00045838i,0.00098052+1.1563e-05i,0.00034646+0.00010192i,-0.00064522-0.00046725i,-0.00076829-0.00056719i,-0.00061613-0.00015377i,-0.00073995-0.00031144i
-0.0024056-0.00060674i,-0.0018113+0.00032962i,-0.003246+0.001005i,-0.0035344+0.00095365i,-0.0029485-0.00018262i,-0.002972-0.0013413i,-0.0032544-0.00052502i,-0.0021596+0.0010605i,-0.00043756+0.0010951i,0.00024939+0.00074968i,0.00021935+0.00047912i,0.00056794+0.00037491i,0.00090647+0.00021845i,0.00050969-0.00086087i,0.00031587-0.00097373i,0.00041363-0.00080554i,0.00013562-0.00044748i,7.9854e-05+0.00041385i,-1.7503e-05+0.00090586i,0.00012023+0.00056178i,0.00018498+0.00017685i,-7.6821e-05+0.00032049i,0.00038833+0.00050709i
-0.00023189-0.00093205i,-0.0014866-0.00088292i,-0.0018971-0.0010628i,-0.001418+0.00010335i,-0.0014405+0.0015467i,-0.0020142+0.0018209i,-0.0019197+0.0014617i,-0.0012145+0.0011095i,-0.00075329-4.7575e-05i,-0.0002548-0.00040086i,0.00061158+0.00052853i,0.00064923+0.00071613i,0.0006761+0.00012569i,0.0010684-0.00017543i,0.00088897+0.00039758i,0.00050934+0.00092277i,0.00060385+0.00094685i,3.1296e-05+0.00054526i,-0.00091265-0.00031741i,-0.00071279-0.00045712i,-4.4714e-05-0.00023879i,0.00046962-0.00017566i,0.00063047+5.5917e-06i
-0.0030533-0.0015923i,-0.0035659-0.0011138i,-0.002892+0.00095176i,-0.002871+0.0015864i,-0.0029175+0.0004419i,-0.0024989-6.625e-05i,-0.0017672+0.00083057i,-0.00073227+0.0014369i,-0.00026421+0.00092971i,-0.00068238+0.0005563i,-0.00049191+0.00034596i,0.00029847+0.00046228i,0.00067905+0.00027756i,0.00061483-0.00042694i,0.00068965-0.00037925i,7.2136e-05+0.00011772i,-0.0007906+5.9734e-05i,-0.00031065-0.00040946i,0.00031071-0.00056798i,-0.00023997-0.00068328i,-0.00012389+1.6625e-05i,0.0006072+0.00088908i,0.00029937+0.00072423i
0.0029674-0.0025734i,0.00069875-0.0021331i,-0.0023933-0.0014744i,-0.0027473-2.4565e-05i,-0.0022569+0.00088807i,-0.0026705+0.00097981i,-0.0028215+0.0016465i,-0.0024465+0.0010977i,-0.0016339-0.00019509i,-0.00084062-0.00076162i,-1.6643e-05-0.00097257i,0.00049811-0.00094451i,0.00015626-0.00092975i,-0.00022085-0.00068909i,-0.00046666-0.00015551i,-0.0010248+0.00012355i,-0.00099476+0.00022847i,0.00011863+0.00023421i,0.0004395-0.00012468i,-0.0007923-0.00039077i,-0.00058502+7.5985e-05i,4.5631e-05+0.00017368i,-0.00045709-0.0005684i
0.0054232+0.00015055i,0.0040482-0.00095742i,0.00060663-0.0026595i,-0.0020214-0.0024714i,-0.0032395-0.00092704i,-0.0026919-0.0001167i,-0.002217+1.0725e-05i,-0.002376+1.2682e-05i,-0.0014549+0.00047954i,-0.00086331+0.00081976i,4.3047e-05-1.7045e-05i,0.00065941-8.5715e-05i,0.00074733+3.6297e-05i,0.00087098-7.6698e-05i,0.00042316-4.139e-05i,1.4458e-05+0.0002512i,-0.0006401+3.8544e-05i,-0.00041295-0.0012221i,0.00029241-0.0010993i,3.2347e-05+7.1683e-05i,-0.00056316-6.8682e-05i,-0.00050553-0.00081922i,-0.00031821-0.00044988i
0.0015482+0.0012596i,0.0006834+0.0015357i,-0.00081593+0.0010503i,-0.0016314-8.0168e-05i,-0.0026473+4.4824e-05i,-0.0036872+0.0011844i,-0.0031647+0.0020579i,-0.00079146+0.0018132i,0.00027209+0.00073245i,-0.00088188+0.0004448i,-0.0011072-0.00030703i,-0.00030583-0.0010306i,0.00033533-0.00046603i,9.2731e-05+0.0002889i,-7.5721e-06+0.00039925i,-4.1304e-05+0.00074053i,-5.4802e-05+0.0011233i,0.00018184+0.00046349i,-4.4594e-05-0.00042246i,7.512e-05-0.00029461i,-0.00022794+0.00024411i,-0.00012675+7.5593e-05i,6.7429e-05-4.6191e-05i
0.0013359+0.0020997i,0.00061529+0.0015753i,-9.099e-05+0.0010771i,-0.00049404+0.00028018i,-0.0012406-0.001036i,-0.0017701-0.00097879i,-0.0017498+0.00032809i,-0.0017294+0.0013675i,-0.00045012+0.0015526i,0.0003832+0.0011944i,0.0004515+0.00049526i,-0.00012975+0.00033567i,-0.0017483+0.00041167i,-0.0022908+0.00037384i,-0.0013209+0.0001215i,-0.00048664-8.2319e-05i,-0.00029235-0.00049614i,-1.9371e-05-0.00075616i,0.00014948+8.1464e-05i,0.00060759+0.00061729i,0.0011575+0.0003271i,0.0011446+0.00020897i,7.0394e-06-0.00028747i
-0.00088765-0.00023907i,-0.0019736-0.0022677i,-0.0025459-0.0037376i,-0.0024407-0.0025907i,-0.0025956-0.00090376i,-0.0031915+0.00017552i,-0.0030752+0.001128i,-0.0023717+0.0017662i,-0.0013659+0.0011707i,-0.00024353+0.00023369i,7.6981e-05-0.00067369i,0.00041737-0.0003618i,0.00013686-0.00037639i,8.8228e-06-0.00073472i,0.0002454+0.00039792i,-0.00025596+0.00061594i,-4.5395e-06-0.00019807i,0.00048622-4.5307e-06i,0.00045108+8.4697e-05i,0.00050832+0.00058166i,0.00051168+0.0010877i,-0.00029979+0.00087444i,-0.0010879-3.4575e-07i
0.0011912-0.0026839i,0.0017001-0.0037219i,0.0011433-0.0022238i,0.00037083-0.00065777i,0.00020673-0.00069879i,-0.00061488-0.00023774i,-0.0015873+0.0010272i,-0.00041627+0.0012794i,0.00058633+0.0010483i,-0.00065037+0.00099543i,-0.00077505+0.00054154i,0.00040945-0.00025109i,0.00040985-0.0006651i,0.00016788+0.0001311i,0.00036699+0.0007387i,0.00014969+0.00056689i,-0.00071486-1.5164e-05i,-0.00077404-0.00073902i,-0.00014702-0.00055181i,-0.00032189-0.00020703i,-0.00046698+7.3807e-05i,-0.00052532+0.00037931i,-0.00033018+0.00098597i
-0.00025584-0.0013886i,-0.00068375-0.00044795i,-0.0017354+0.00046252i,-0.0024695+0.0011853i,-0.0021356+0.0014909i,-0.0018565+0.0010419i,-0.0015673+0.00059126i,-0.0010643+0.00058432i,-0.0004132-0.00052254i,0.00026218-0.0012378i,0.00036236-0.00024139i,0.00012335+7.7253e-05i,0.00044803-0.00015631i,0.00010604-0.00016425i,-0.0010252+0.00034843i,-0.0011515+0.0009272i,-0.00036943+0.00011414i,0.00024026-0.0009844i,0.00063759-0.00052958i,0.00078618-0.00039358i,0.00036125-0.0006454i,-4.16e-05-0.00013332i,-0.00029727+0.00070461i
0.0021118+0.0001734i,0.00068499-0.00071656i,-0.00075959-0.0027332i,-0.0013114-0.0024525i,-0.0010958-3.9608e-05i,-0.0012627+0.00084072i,-0.0019123+0.0010005i,-0.0016287+0.00091619i,-0.00043744+0.0007897i,-0.00062617-0.00053357i,-0.0010956-0.00072022i,-0.00027446+0.0002301i,0.00012579+0.00067938i,-0.00075631+0.0011849i,-0.00066888+0.00097305i,5.1468e-05+0.00055275i,1.3775e-05+0.00076332i,-0.0001839+0.00060509i,-0.00031356-0.00018885i,-0.00019879-0.00046853i,0.00012332-0.00010869i,0.0011034+0.00036943i,0.00098267+0.00028231i
0.0012886-0.0011455i,0.00061721-0.00021205i,-0.00069043+0.00093919i,-0.00069012+0.0019056i,-0.0011248+0.0019913i,-0.0029756+0.0012932i,-0.0040298+0.00079017i,-0.0024559+0.00091509i,-0.00072774+0.001393i,0.00047748+0.0012952i,0.00083831+0.0012717i,0.00015363+0.00090254i,-8.6635e-05+8.3349e-05i,0.0010877+0.00039383i,0.0010963+0.00059647i,8.6386e-05-3.964e-05i,-0.00092217-0.00044685i,-0.001169+1.8628e-05i,-0.00037115-2.6611e-05i,0.00041417-0.00086427i,0.0011548-0.0018537i,0.00085219-0.0013388i,0.00045847-0.00033508i
0.0017612+1.6752e-07i,-0.00014784-0.0011556i,-0.0018033-0.00059903i,-0.0025208-0.00038308i,-0.0019064-0.00032002i,-0.0012292+0.00026793i,-0.0010512+0.00067841i,-0.00047946+0.0017402i,-4.2517e-06+0.0025893i,0.00025794+0.001913i,0.00054404+0.00041124i,0.00047646-0.00042453i,-0.00011448-0.00027575i,-0.00040183+0.00032072i,-3.0522e-05+0.0010996i,-0.00045837+0.00092372i,-0.00084094+0.00019656i,0.00015964-6.095e-05i,0.00049643-0.00016353i,0.00051959-0.00042504i,0.00051486-0.00037811i,5.7647e-05-0.00051642i,5.0199e-06-0.00070884i
0.00014549+0.0011731i,9.7684e-05-0.00024033i,-0.00078571+0.00034782i,-8.8863e-05+0.00076263i,0.00078521-0.00019751i,-0.00023823-0.0011402i,-0.0018026-0.00021333i,-0.001989+0.00098206i,-0.00099069+0.001527i,9.3635e-05+0.001127i,0.00071191-0.00012089i,0.00092829-0.00082854i,0.0005756-0.0014032i,0.00025742-0.0015895i,-4.3129e-05-0.0009667i,-2.9996e-05-0.00032308i,0.0011703-0.00024542i,0.0018103+9.6223e-05i,0.00022849+0.00047972i,-0.00071866+0.00067547i,-0.00063547+0.0011653i,9.5399e-05+0.00077465i,0.00038824-0.00020113i
-0.00051597-8.4215e-05i,0.00026373-2.9952e-05i,-0.0010933+0.00075623i,-0.0014295+0.0012963i,-0.00098979+0.00095144i,-0.0010209+0.00034482i,-0.0014326+0.00080247i,-0.001497+0.0014115i,-0.0011403+0.00072742i,-0.00078455+0.00029654i,-0.00032223+0.00039209i,-0.00022001+0.00032872i,-0.00019487+0.00060261i,0.00023516+0.0006668i,-0.0005204+0.00026682i,-0.00087121+3.7671e-05i,-1.804e-05-0.00033074i,0.00062371-0.00030262i,0.00060877+4.6596e-05i,0.00075471-0.00017365i,0.0011282-8.5923e-05i,0.00073341+0.00028755i,-3.0269e-05+0.00048837i
0.00011615+0.0010111i,0.00026649+0.00054391i,-0.00016903-0.0016146i,-0.00075764-0.0027581i,-0.0011254-0.0021206i,-0.0019975-0.00070389i,-0.0022246+0.00016805i,-0.0014598+0.0004193i,-0.0012668-0.00014731i,-0.0010775-0.0012661i,-0.00082204-0.00072334i,-0.00018002+0.00027128i,2.9189e-05+0.00020512i,0.0001132+8.9715e-05i,0.00049656+0.00095569i,0.00094899+0.0006104i,0.0004948-0.00058506i,-5.3424e-05-3.7397e-05i,2.3713e-05+0.00023194i,0.0003393+0.00028493i,-0.0001251+0.00017839i,-0.00077314-0.00028962i,0.00018976-0.0001955i
0.0011223-0.00031627i,0.00046449+0.00035355i,-0.00017811+0.0014599i,0.00044088+0.00093444i,0.00021419-0.00021557i,-0.00093787-0.00027968i,-0.0020157+0.00063633i,-0.0012495+0.0012146i,-0.00083984+0.00074993i,-0.00066395-2.7772e-05i,0.00017186-0.00035104i,0.00067999-0.00052418i,-0.00027027-4.8731e-05i,-0.0018296-2.876e-05i,-0.0016763+7.8428e-05i,-0.00042121+0.00072308i,-0.0001155+0.00027797i,-0.0005628+0.00040811i,-0.00068162+0.0009965i,-0.00091676+0.00057737i,-0.00080543-0.00029166i,0.00014114-0.00061742i,0.00048179-0.00018098i
0.0019148-0.0013909i,0.00039795-0.002508i,-0.0022131-0.0024595i,-0.0027454-0.001461i,-0.0021626-0.00092061i,-0.0024082-0.0012728i,-0.0022982-0.0012147i,-0.0020261-3.4743e-05i,-0.0014002+5.6671e-05i,-0.00075815-0.00059597i,-7.5006e-06-0.0012478i,0.00058065-0.001327i,0.00021822-0.00058979i,-0.00017793-0.00011025i,0.00040025+5.6906e-05i,0.00069901-4.614e-05i,0.00076049+9.1014e-05i,0.00063039-1.7882e-05i,0.00034908+0.00062488i,-0.00021403+0.00097662i,4.2996e-05+0.00068163i,0.00070415+0.00073515i,0.00046174+0.00036914i
0.0013402-2.0205e-05i,0.001239-0.0014329i,-0.00037478-0.00049514i,-0.0017743+0.00062152i,-0.0021311+0.00035976i,-0.0021475+0.00066289i,-0.0022966+0.0011276i,-0.0015402+0.00069441i,7.8299e-05+0.00015969i,0.00087311+0.00025024i,0.00090351-5.8912e-05i,0.00073731-0.0006922i,0.00063741+0.00043189i,0.00065957+0.0010247i,0.00090632+0.00021551i,0.0014952+0.00033458i,0.0007986+0.00095221i,-0.00047548+0.00065559i,-0.00025658-0.00016996i,0.00050747-0.00028072i,0.00028861+0.00026498i,-0.00020203+0.000276i,-0.00042091-0.00030821i
0.00021378-0.0014202i,-6.3056e-06-0.0012511i,-0.0021218-0.00050138i,-0.0026958-0.0011211i,-0.00083369-0.0013029i,-0.00044791-0.00088791i,-0.0010225+0.00014424i,-0.0011349+0.0010926i,-0.00088202+0.00070631i,-0.00043864+4.0523e-05i,0.0001451-0.00045052i,0.00041107-0.00039345i,0.00021803-0.00021135i,0.00029148-0.00029663i,-0.00029169-0.00050201i,-0.00049613-0.00031337i,0.00012229+0.00043251i,0.00065961+0.00089078i,0.00093896+0.00019034i,0.00031258-0.00057576i,-0.00050024-0.00038458i,-0.00046723-3.1035e-05i,-0.00073858+0.00089474i
0.0012584-0.0017761i,0.00062808-0.00091213i,-0.00083945+0.00072978i,-0.00077026+0.0019116i,-0.00028094+0.0016098i,-0.0013676+0.00070077i,-0.0019594+0.00048313i,-0.0013852+0.0004618i,-0.00098226+0.00019171i,-0.00040239+6.824e-05i,0.00024291-3.9151e-05i,0.00082296-0.00010041i,0.0012085-0.00099523i,0.00064651-0.0011369i,8.9101e-06-0.00054025i,-0.00024286-0.00074782i,-0.00028289-0.00066726i,0.00033735+0.00033128i,0.00082845+0.00050628i,0.0005069+0.00018833i,0.00029821+0.00071793i,6.4247e-05+0.00015454i,-0.0005835-0.00060855i
0.002206+0.00024519i,0.00033491-0.00080744i,-0.0014938-0.0014177i,-0.0023149-0.00085331i,-0.0027296-0.00096113i,-0.0027662-0.00025077i,-0.0024788+0.00064831i,-0.0014183+0.00038976i,-0.00014003-0.00044115i,8.5385e-05-0.00046675i,7.1553e-05-9.5388e-05i,0.00041672+0.0002113i,0.00010954+7.6486e-05i,0.00014328+2.4383e-05i,0.00055119+0.00018855i,0.00034703-0.00044672i,0.00027224-0.00089085i,0.00055362-0.00051299i,-8.2689e-05+0.00031415i,-0.00053763-9.2497e-05i,-0.00049319-0.0012199i,-0.00034689-0.0014457i,7.4586e-06-0.00091586i
-1.3005e-05+0.0012781i,0.00046536-0.00082093i,-8.9806e-05-0.0010513i,-0.001604-0.001351i,-0.0023338-0.00081266i,-0.0023111-5.38e-05i,-0.0018164+0.0010901i,-0.0013445+0.0019345i,-0.00066973+0.0013826i,-0.00052823+0.00088883i,-0.00096905-0.00044447i,-0.0008177-0.00086821i,-0.00029354+8.2787e-05i,-0.00058615+0.00038773i,-0.00022681+0.00037285i,0.00043935+0.00014035i,9.6755e-05+0.00019985i,0.00032473+0.00016964i,0.00054593-4.7285e-05i,0.00054649-0.00014643i,0.00019901-0.00076766i,-0.00079326-0.00055911i,-0.00066778+0.0004104i
0.00039589-0.0020122i,-0.00045308-0.0013509i,-0.0011052-0.00012663i,-0.0014807+2.1531e-05i,-0.0021987+0.00040297i,-0.0027944+0.00095269i,-0.0025028+0.00070819i,-0.00047476-5.9558e-05i,0.00073958-0.0007316i,-0.00034782-0.0011797i,-0.00087864-0.00080671i,0.00049271-0.00053442i,0.00093849-0.00034394i,-1.7745e-05+0.00016641i,-0.00049551+0.00056383i,0.00047757+0.00043114i,0.0006372-0.00017534i,6.7565e-05+0.00011297i,-0.00040949+0.00067299i,-0.00040543+0.00050291i,0.00064799-6.6753e-05i,0.0013584+6.3297e-05i,0.0013829+0.00085272i
0.0013585-0.0013902i,-0.00026638-0.0012475i,-0.0015999-0.00024579i,-0.0017506+0.00058808i,-0.0015642+0.00056245i,-0.0022782+0.0004969i,-0.0023638+0.0009669i,-0.0013099+0.00096434i,-0.00025292+0.00044053i,0.00045901+0.00027688i,0.0010294+0.00038085i,0.00089092+0.00074521i,0.00083945+0.0003424i,0.00047162-0.0004317i,-0.00087385-0.00078643i,-0.00090525-0.00063063i,5.2352e-06-0.00025109i,0.00045854-0.00048301i,0.00038216-0.00065384i,-7.1719e-05-0.00060998i,-0.00019128-0.00066729i,0.00031902-0.00010725i,0.00054209+0.00016123i
0.0024261+0.001343i,0.0012919-0.00021215i,-0.00099905-0.0011588i,-0.0020919-0.00066511i,-0.0020553+0.00019661i,-0.0022316+0.00059676i,-0.0020551+0.00048965i,-0.0013484+0.00041476i,-0.00083621-0.00022207i,0.00022535+3.6592e-05i,0.00064212+0.00030464i,0.00092254-0.00020347i,0.0010671-0.0002254i,0.00070271-0.00017105i,0.0012884+0.00024044i,0.0014532+0.0013477i,0.00076225+0.00034597i,0.00030171-0.001097i,0.00022897-0.00037937i,0.0004163+0.00042325i,0.0004749-1.8281e-05i,0.00018625-0.00043468i,-0.00017353-0.00028647i
0.0019335+0.0026827i,0.0019798+0.0015569i,0.00028643+0.00024791i,-0.0005793-0.0013909i,-0.00016471-0.0025977i,-0.001364-0.0027651i,-0.002968-0.0012614i,-0.0024424+3.7527e-06i,-0.00074237-0.00012325i,0.0005455-0.00033069i,0.00088206-0.0004154i,0.00022681-0.0009472i,-0.00018399-0.0016675i,-0.00018317-0.0013252i,-0.00079555-0.00018423i,-0.00063839+0.0003678i,0.00015921+0.00087968i,7.0917e-06+0.00090938i,-0.00017722+0.00024008i,-0.00030639-0.00028091i,-0.00017719-0.00068844i,0.00061968-0.0009816i,0.00072475-0.0012647i
-0.00061541+0.00063049i,-0.00047871+0.0013727i,-0.00092789+0.0013324i,-0.00098167+0.0004994i,-0.0012153+0.00057243i,-0.0014711+0.00038411i,-0.0014317+0.00046419i,-0.0015794+0.00015195i,-0.0012602-0.00096925i,-0.00034583-0.0011432i,-0.00013616+0.00011623i,0.00014163+0.00070687i,0.00017784+0.00030953i,-0.00068385+7.078e-05i,-0.00076866-0.00043186i,-0.0002158-0.00052794i,-0.00011918+0.00021409i,-0.00072329+0.00044876i,-0.00073927-0.00016445i,-0.00038784-0.00085365i,-0.00015391-0.0010126i,4.5434e-05-0.00070142i,-7.9316e-05-0.00033955i
-0.00090735-0.0008012i,-0.0017468-0.0016959i,-0.0025787-0.00050901i,-0.0020079+0.00091215i,-0.00094976+0.00078386i,-0.0012212+0.00031947i,-0.0020804+7.4965e-05i,-0.0022969+0.00025807i,-0.0012833-0.00027166i,-0.00043339-0.00057499i,1.4337e-05+0.00029706i,0.00039396+0.00046385i,0.00058578-0.00021175i,0.00016157-0.00058135i,0.00018438-0.00036318i,0.00029184-0.0004028i,0.00031036-0.00083457i,0.00027344-0.00058952i,0.0004855-0.00027215i,0.00042383-0.00034069i,-0.00054991-0.00036129i,-0.00070376-8.2773e-05i,-9.4028e-05-5.7781e-06i
0.0017487-0.0014563i,0.00047617-0.0017155i,-0.00058379-0.00054845i,-0.0015845-3.2007e-05i,-0.0016687-0.0010886i,-0.002338-0.0013223i,-0.0028719-0.00063907i,-0.0014223-0.00057412i,0.00021205-0.00062303i,0.00062453-0.000897i,0.00089494-0.00043215i,0.001161+0.00050408i,0.00077118+0.00013823i,0.00049742-7.6589e-06i,0.00066638+0.00062721i,0.00090023+0.00060809i,0.00077763-0.00020928i,0.00059004-0.00058423i,0.0002474-0.00051975i,7.6664e-05-0.00034433i,0.00025389+5.6658e-05i,-0.00024141+0.00033548i,-0.00027501+0.00012626i
0.0021062+3.0959e-05i,0.0010266-0.00056498i,-0.0012279-0.00024085i,-0.0016504+0.00039399i,-0.0012162+0.00010867i,-0.0016054-1.5457e-05i,-0.002202+0.00062139i,-0.0020017+0.00035556i,-0.00057349+7.7903e-05i,0.0002454-0.00018305i,6.251e-05-1.9183e-05i,0.00017043-8.1685e-05i,0.00060371-4.9443e-05i,-5.9028e-05-0.00012462i,-0.00014019-0.0006702i,0.00032498+0.00010244i,-0.00017612+0.00067224i,-0.00054859+0.00096438i,-0.00031172+0.0011025i,0.00062735+0.0003552i,0.00090814+5.2388e-05i,0.00071295+0.00012118i,0.00033777-5.8861e-05i
9.8609e-05+0.00091029i,7.8728e-06+0.00068202i,-0.0014341+0.00024809i,-0.0019089+0.00091058i,-0.0016903+0.0012057i,-0.001774+0.00093852i,-0.0017752+0.00084966i,-0.0014178+0.00058242i,-0.00058461+0.00054255i,0.00017367+0.0010086i,0.0005598+0.0013171i,0.00090265+0.00085463i,0.00076272+0.00071281i,0.00046817+4.7982e-05i,0.00096041-0.00025579i,0.00057645+0.00041182i,-0.000115-0.00010782i,0.0002044-0.00056926i,0.00037305-0.000857i,0.00025036-0.00054516i,-0.00011717-0.00036391i,-8.059e-05-0.00058727i,-0.00014331+0.00021737i
0.00023625+0.0016722i,-0.00068657+0.001701i,-0.0016198+0.0019342i,-0.0017191+0.0012744i,-0.0013355-0.00046218i,-0.0028048-0.0011932i,-0.0035856-9.4593e-06i,-0.0024067+0.0008575i,-0.0013844+0.00028835i,-0.00095807-0.00041352i,-0.00035187-0.00046373i,-4.494e-05+0.00042084i,-0.0010788+0.00048957i,-0.001168-0.00020348i,-0.00065856-0.00030954i,0.00012719-0.00046308i,0.00044442-0.00039028i,-0.00015022+9.5293e-05i,-0.00058589+6.9593e-05i,-0.00094769-0.00020525i,-0.00045897+5.2171e-06i,-7.9089e-05+0.00040832i,-9.3918e-05-3.74e-05i
-0.0010717-0.000931i,-0.0011441-0.001996i,-0.0016491-0.002063i,-0.0011456-0.0013066i,-0.0012146-0.00042877i,-0.0016334-7.0677e-05i,-0.0009809+0.00057308i,-0.00035694+0.00094748i,-0.00089706+0.0003787i,-0.0015158-0.00036065i,-0.00064435-0.00050944i,0.00013873-0.0009599i,-4.3358e-06-0.001181i,0.00044385-0.00049846i,0.00073799+7.2018e-05i,8.5243e-05-0.00024293i,-0.00051729-0.00020692i,-0.0003165+0.00028771i,-0.0002324+0.0004821i,3.389e-05-5.1977e-05i,0.00026682-0.00067096i,0.00022547-0.00067215i,0.00037635+1.6228e-05i
-0.0010389-0.00069956i,-0.0008964-0.00075272i,-0.0012198+0.00042442i,-0.0012916+0.0010975i,-0.00079302+0.00077932i,-0.00087612+0.00041705i,-0.0022929+0.00076238i,-0.0025301+0.0011138i,-0.0013352+0.00035941i,-0.00057696-0.00021862i,0.00010162-9.898e-05i,0.001274-0.0001737i,0.0020118-0.00042085i,0.0011731-0.00068549i,0.00043909-0.00027284i,0.00047648+0.00047776i,7.5527e-05+0.00043143i,-5.6552e-05-9.0809e-05i,-0.00034741+0.00011294i,-0.00038811+0.00023765i,-0.00029751-0.00022237i,0.00036312-0.00013125i,0.00063794+0.00013885i
0.002306-0.0014051i,0.0012464-0.0015514i,-0.00085587-0.00040748i,-0.0013269+0.0003831i,-0.0015657+0.00089256i,-0.0020018+0.00084931i,-0.0018165+0.00066699i,-0.0019034+0.0010363i,-0.0017643+0.00040941i,-0.0013481+8.0243e-05i,-0.00043564+0.00029105i,0.00030465+0.00022875i,0.00095965+0.00091307i,0.00070381+0.001576i,0.00047716+0.0014916i,0.00084884+0.00052611i,0.00042676-6.3756e-05i,-0.00011108+0.00047022i,-0.00027461-1.1618e-05i,0.00015624-0.00076587i,0.00054645-0.00068428i,0.00070216-0.00033903i,0.00020312+6.0993e-05i
