0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
-0.0004033-0.0010488i,-0.00034404-0.0011467i,-0.00091248-0.00027395i,-0.00095173+0.00081076i,-0.00080769+0.00047582i,-0.00056743-0.00025864i,-0.00071671+0.00043618i,-0.00075692+0.00044062i,-0.0001106-8.1176e-05i,0.00043318+6.3661e-05i,0.00020666+0.00017072i,0.00032325-0.00042451i,0.00066478-0.00068003i,0.00050776-0.0006572i,-0.00011916+0.00040897i,-0.0009017+0.0011678i,-0.00091608+0.00079732i,-0.00069846+0.000288i,0.00039869-0.00015745i,0.00097334-0.00060138i,9.4562e-05-0.0006916i,-0.00060254-0.00016356i,-0.00058502+0.00028105i
-0.00047535+0.0012606i,-8.502e-05+0.0001931i,-0.00037298+0.00067876i,-2.171e-05+0.0014458i,0.00040393+0.00082587i,-0.00083974-9.9564e-05i,-0.0022167+0.0011819i,-0.0018662+0.0020136i,-0.00047942+0.00099129i,0.00023066+0.0004766i,0.00031131+0.0003858i,-3.2153e-05+4.7386e-05i,-0.00017555-0.00017813i,0.00030787-7.8372e-05i,0.00036709-0.00012938i,-0.00023347-0.00062132i,-0.00013175-0.00093897i,-0.00011712-0.00053181i,-0.00011956+0.00045825i,0.00024711+0.00082947i,0.00074752+0.00073168i,0.00067607+0.00058318i,-0.000122+0.00055002i
0.00047822-0.00085523i,0.0001957-0.00041624i,-0.00068781+2.954e-05i,-0.0011819+6.9993e-05i,-0.00056363+0.00064214i,-0.0012029+0.00026064i,-0.0017113+6.0557e-05i,-0.00094977+0.00052133i,-0.00038279+0.00025014i,-0.0011953+0.00044908i,-0.0011875+0.00045954i,5.5532e-05-0.00031503i,7.902e-05-0.0011163i,-0.00044598-0.0016426i,-8.5253e-05-0.0012406i,0.00056139-0.00047041i,0.00081796-0.00018441i,0.00097438-0.00028836i,0.00022089-0.00059838i,0.00023377-0.0008999i,0.00023441-0.00026719i,0.00013039+0.00026485i,6.3617e-05+0.00020541i
0.00088253+0.00062646i,0.00019346+0.0011388i,-0.00011881+0.0016307i,-0.00019487+0.0011491i,-0.00073902+0.00034865i,-0.0015179+0.00034473i,-0.0016768+0.00092578i,-0.0013086+0.00035459i,-0.00042505-0.00044701i,6.0584e-05+0.00057055i,3.8757e-05+0.00060168i,0.00067956-0.00035615i,0.00067249-0.0004193i,-0.00031319-0.0003049i,-0.00042122+0.00012783i,-0.00020267+0.00030453i,-4.1969e-05-0.00025272i,-0.00042847-0.00049622i,-0.00037348+3.1457e-05i,4.4685e-05+0.00051494i,-0.00029587+0.00014414i,0.00022641-0.00066225i,0.00066477-0.00038804i
-0.0029984+0.00012116i,-0.0028828+0.00063043i,-0.0022614+0.0016885i,-0.0014591+0.0031589i,-0.00042709+0.0018681i,-0.00061093+0.00021229i,-0.0012257+0.00072746i,-0.00069788+0.00091798i,-1.9493e-06+4.1222e-05i,0.00031487-0.00087368i,0.00047365-0.00094827i,0.0002634-0.00087632i,-0.00028074-0.0010407i,-0.00059098-0.00137i,-0.00069601-0.00078969i,-0.00031429-1.3577e-05i,0.00013807+0.00019441i,0.00028781-0.00012759i,-0.00023409+0.00021455i,-0.00030364+0.0010444i,0.0001602+0.0014443i,0.00016908+0.0012069i,-0.00031896+0.00064368i
-0.00032661-0.0018493i,-0.00091866-0.0012574i,-0.0022394-0.00064141i,-0.0021832-0.00011958i,-0.0014418+0.00067858i,-0.0014432+0.00093531i,-0.0019393+0.00058768i,-0.0019663-0.00018398i,-0.0010722-0.0004942i,-0.0003732+0.00013215i,-7.0069e-06+0.00029647i,0.00048634+0.00023902i,0.00081055-5.7375e-05i,0.00074371-0.00050794i,0.00058323-0.0009187i,0.00028785-0.0001659i,-0.0004539+0.00016318i,-0.00045572-0.00027043i,0.00013951+3.045e-05i,8.8425e-05-0.00010431i,-0.00010073-0.00054106i,-0.0003596-0.0004849i,-0.00056389-0.0006857i
0.00061803+0.0015992i,0.00033465+0.001392i,-3.0256e-05+0.0012509i,-0.00042213+0.0010688i,-0.0003614+0.00022192i,-0.00096572-0.00021892i,-0.0011981+0.00023099i,-0.00091705+0.00089587i,-0.00070591+0.000353i,-9.4849e-05-0.0005447i,0.00072613-0.00058799i,0.00065834-0.00047599i,0.00010481+2.4495e-05i,-0.00034499+0.00082435i,-0.00054251+0.00089561i,-0.00052074+0.00016958i,-0.00046927-5.2693e-05i,-0.00018937+0.00015703i,-7.7594e-05+0.0002137i,3.1335e-05-0.00016734i,0.00023937-0.00035018i,0.00015142-0.00018431i,-0.00038576-0.00077942i
-1.3126e-05+0.0020821i,0.00052973+0.0018794i,-5.5176e-05+0.0025877i,-0.00035456+0.0019809i,0.00016484+0.0010672i,-0.00034842+0.0010448i,-0.0014547+0.001452i,-0.0017683+0.0012944i,-0.00053281+0.00043006i,0.00014913-0.00013047i,-0.00013495-0.00038861i,0.00023134-0.00015251i,0.00056991+0.00015082i,0.00069856+0.00053762i,0.00078732+0.00075334i,0.00017338+0.00042359i,0.0002479-0.00022196i,0.00066942-0.00059174i,0.00051381-0.0003005i,0.00012134+4.9082e-05i,-0.00059855+0.00035151i,-0.00063217-8.8675e-05i,-0.00027308-0.00024639i
-0.0012822-0.00033945i,-0.0015923-8.5718e-05i,-0.001576+0.00052943i,-0.00064072+0.00044967i,-0.00055722-0.00086768i,-0.0012067-0.0014188i,-0.0011843-0.00028927i,-0.00026534+3.8059e-05i,0.00028529-9.567e-06i,0.00030302+0.00010765i,0.00079553-0.00065323i,0.00069404-0.00093753i,-0.0001606-0.00070432i,-0.00068496-0.00032759i,-0.0011354+7.7515e-05i,-0.00094932-0.00059238i,-0.00027054-0.00099356i,-2.0846e-05-0.00050869i,-0.00032204-0.00045936i,-0.00083521-0.0005702i,-0.00050932-0.0003224i,2.5713e-05-0.00020743i,0.00020508-0.00033472i
0.0012012-0.0015433i,-0.00017711-0.00035206i,-0.0013764+0.00051459i,-0.0010649+0.00022592i,-0.00074922+0.00025466i,-0.00098774+0.00054897i,-0.00091684+0.00097166i,-0.00064452+0.0016197i,-0.00041419+0.0011247i,-0.00013473+0.00050763i,-0.00034913-0.00026945i,-0.00085269-0.00088978i,-0.00034467-0.00066489i,0.00031286+0.00022213i,0.00011991-0.00026569i,-6.8514e-05-0.00056754i,-8.5608e-05+8.2789e-05i,-4.7907e-05+9.3652e-05i,0.0002423+0.00027782i,-4.9229e-05+0.00038931i,0.0001253+0.00047854i,0.00039772+0.00034986i,0.00046486+0.00026643i
0.00026146+0.00054377i,0.0003785+0.00059384i,-0.0001813+0.0012726i,9.097e-05+0.0014809i,0.00082895+0.001029i,9.6744e-05+0.00038086i,-0.0012362+0.00070937i,-0.0010033+0.0015164i,-9.8646e-05+0.0009834i,0.00028427+0.00057686i,4.5257e-06+0.00016153i,-0.00013868-0.00039712i,-0.00022649-0.00030429i,0.00039062-0.00021031i,0.0010527+0.0004179i,0.00059583+0.00029066i,-0.00054391-8.4926e-05i,-0.00070937+7.3969e-05i,0.00034177-0.00024578i,0.00082321-0.00033573i,9.4046e-06-0.00075355i,-0.00073826-0.0007374i,-0.00049659-7.9354e-05i
0.00061329-0.00014685i,0.00061023-0.0010445i,-0.00027898-0.00073958i,-0.0014045+0.00065085i,-0.0018043+0.0013511i,-0.0020906+0.0014194i,-0.0014494+0.0018261i,8.2856e-05+0.0015853i,0.00028938+0.00064069i,-0.00010826-0.00024797i,0.00027905-0.00054298i,0.00042241-0.00047797i,0.00032342-0.00016499i,0.00022954+0.00020117i,0.00020353+0.00038774i,8.5631e-05+0.0001873i,0.00022842-0.00022944i,0.00013282-0.00032836i,0.00011067-0.00084062i,-0.00017819-0.00096399i,-0.0010858+9.3222e-05i,-0.00083357+0.00068376i,0.00018004+0.0003202i
0.00042628-0.0017256i,-0.00044995-0.0023104i,-0.0015067-0.0025919i,-0.001422-0.0017832i,-0.0008507-6.2965e-05i,0.00020347+0.0010762i,0.00021301+0.0014648i,-0.00027471+0.00066916i,-0.00074404-4.9061e-05i,-0.0015902+0.00030193i,-0.0014639+0.0006595i,-0.0002718+0.00013587i,0.00081761-0.00010118i,0.0011404+0.00033581i,0.0013245+0.0014816i,0.00096716+0.0022001i,0.00050741+0.0016209i,0.00067785+0.001266i,0.00024657+0.00084453i,-0.00015012+0.00025212i,-0.00059204+0.000313i,-0.00062669-0.00015616i,0.00024303-0.00032071i
-4.2905e-06-0.0008091i,-0.00058859+1.0188e-05i,-0.00085955+0.0015597i,-0.0014627+0.0017014i,-0.0019207+0.00095616i,-0.0018329+0.00081923i,-0.0018531+0.00085349i,-0.0013765+0.0010953i,-2.8953e-05+0.00074013i,7.667e-05-0.00026637i,0.00012407-0.00027892i,0.00056149+8.1562e-06i,-7.9253e-05-0.0002757i,-0.00067578-0.00057624i,-0.00039836-0.00076265i,0.00015078-0.00067857i,0.00091303-0.00047842i,0.00051614-6.9322e-05i,-0.00047345+0.00060396i,-0.00059066+0.00084884i,-0.00038445+0.00035893i,-1.5352e-05+0.00012353i,0.00042085+0.00028975i
0.0011941+0.00031319i,0.00046411+0.00087772i,-0.00050299+0.00094153i,-0.00084479-0.00051897i,-0.00019681-0.00085395i,-0.00094662-0.00029133i,-0.0019621+0.0011658i,-0.0020652+0.0017971i,-0.0017199+0.00023222i,-0.0008802-0.00048477i,-2.0415e-05-0.00045565i,-0.00013578-0.00035593i,-0.00060816-0.0003633i,-0.00044198-0.00023175i,-0.00090471+9.4961e-05i,-0.00086378-0.00012731i,-0.00010219-3.959e-05i,-0.00019993-0.00010425i,0.00010269+0.00036485i,-0.00029347+0.0011122i,-0.00014871+0.0010533i,0.00016758+0.00069372i,-0.00035592+0.00046441i
0.0028369-0.0002084i,0.0024303-0.0012952i,0.0019372-0.0011008i,0.00028374-0.00038555i,-0.0010598+3.1141e-05i,-0.001855+0.00029278i,-0.0017876+0.0014392i,-0.0010756+0.0018844i,-0.00072279+0.00071822i,-0.0006707+0.00033548i,-0.00021902+0.0008659i,-0.00011224+0.00026252i,8.5377e-05-0.00046058i,0.0003595-2.1008e-05i,0.0002999+0.00012099i,9.9399e-05-0.0001268i,1.9549e-05-0.00025253i,-0.00028373-0.00011086i,0.00020367+0.00017256i,0.00064317+0.00011816i,0.00073121-0.0002119i,0.00055942-0.00062869i,0.00027032-0.00035878i
0.0010817-0.0009119i,1.9752e-05-0.0019952i,-0.0011184-0.0023321i,-0.0014195-0.00095234i,-0.0017709+0.00032549i,-0.0021285+0.0015251i,-0.0018761+0.0018137i,-0.00064736+0.00095855i,0.00046652+0.00023028i,0.00036749+4.0407e-05i,3.8343e-05+0.0002099i,0.00043295-0.00024439i,0.00028957-0.00054593i,-0.00056501+0.00051353i,-0.00071069+0.00081372i,-0.00035108+0.00046832i,-0.00045332-0.00016296i,-0.00091657-0.00072456i,-0.00045183-0.0004929i,0.00029071+0.00032086i,0.00064222+0.00030286i,0.00022275-2.7614e-06i,-0.00021094+0.00041659i
-0.00048234-0.0002711i,-0.001064-0.00027418i,-0.0012948+0.00038832i,-0.002101-4.3163e-05i,-0.0017416-0.0004554i,-0.0010891+0.00068981i,-0.0011667+0.00081824i,-0.00038593+0.00056812i,-0.00018598+0.00052232i,-0.00075641-0.00015759i,-0.00089702-0.00039653i,-0.00088635-0.00050474i,-0.0002752-0.00026859i,0.00020797+0.00026498i,3.0205e-05+0.00068145i,-0.00010772+0.0002737i,-0.00031187-3.7803e-05i,-5.8803e-05+0.00024421i,0.00032125+0.0004576i,0.00037536+6.2677e-05i,-2.8215e-05-0.00065768i,-0.00023564-0.0011462i,-0.00036581-0.00098917i
0.00063793+0.00027996i,0.00091802+0.00059542i,0.0004707+0.00012689i,0.00019486-0.00067269i,-0.00056374-0.0010464i,-0.0017225-0.00069473i,-0.00095153+0.00072923i,0.00034893+0.0015618i,0.00043161+0.00044308i,0.0003968-0.00026853i,0.00055381-0.00053246i,0.00043167-0.00040512i,0.0003386-0.00049935i,0.00084171-0.00065941i,0.00073994-0.00056031i,0.00093116-5.5161e-05i,0.00092065+0.0012815i,-0.00012092+0.0010167i,0.00026976-0.00015796i,0.00066802-0.00021906i,0.00026382+0.00027997i,-0.00014645-6.373e-07i,-9.9317e-05-0.0001795i
0.002395+0.00036919i,0.001543-0.00053204i,0.0018373-0.00069267i,0.0022129+0.00026403i,0.001286+5.2056e-05i,-0.0010836+0.00023398i,-0.0016187+0.0012391i,-0.00071373+0.0011133i,-0.00050043+0.00051884i,8.3565e-05-0.00028933i,0.00081474-0.00048654i,0.00043223+0.00019041i,-0.00012607+0.00049854i,-0.00065939+0.00085971i,-0.0011737+0.00092915i,-0.00077992+0.00077452i,-0.00017294+0.00048704i,7.6679e-05+0.00013487i,0.0006151-0.00012255i,0.0010771+2.0381e-05i,0.0013422-0.00023726i,0.001135-0.00052712i,0.00038782-2.0162e-05i
0.00028187-0.0012661i,-0.00093033-0.0011809i,-0.0022275-0.00093588i,-0.0027233-0.0001048i,-0.0026227+0.00046631i,-0.0018949+0.0012963i,-0.0012637+0.0014086i,-0.000132+0.00084099i,0.00057271+0.00035045i,0.0005688-0.00044298i,0.00017164-0.00042092i,-0.00013727-5.4687e-05i,3.7829e-05-4.3647e-05i,0.00089649-0.00014801i,0.0012921+0.00063608i,0.00077673+0.00071885i,-0.00024852+8.6115e-05i,-0.00056851-0.00033781i,0.00026684-0.0011997i,0.00067217-0.0011033i,0.0003542-0.0010692i,-0.00029209-0.0011321i,-0.00051032-0.00037747i
0.00013553-0.00072057i,-0.00046343-0.00049522i,-0.00093119-6.5039e-05i,-0.00083207+0.00010107i,-8.1275e-05-0.00069578i,-0.00055297+0.00013289i,-0.0012105+0.0012228i,-0.00027942+0.0012336i,0.00022884+0.00082054i,0.00013009+0.00083637i,0.00030536+0.0012848i,0.00032884+0.00097273i,-0.0002773+0.00045474i,-0.00020886-0.00023556i,-0.0001225-0.0002819i,-0.00013365-0.00011939i,-0.00094494-0.00025657i,-0.0011021-0.00039829i,-0.00031645-0.0010762i,-0.00019508-0.0012146i,-6.0371e-05-0.00079172i,0.00011809-0.00046121i,0.00013877-0.00068844i
0.00090109+0.00037781i,-0.00028616+0.0014177i,-0.0010208+0.0015849i,-0.00099798+0.0018221i,-0.00095196+0.0017062i,-0.0012898+0.0011162i,-0.0013092+0.0011501i,-0.00098383+0.00077855i,-0.00070363-0.00025427i,-0.00063903-0.00024221i,-0.00032383+3.6177e-05i,0.00031321+0.00033009i,0.00046334+0.0011253i,4.3018e-05+0.0014268i,0.0001498+0.00096085i,0.00050142+0.00036268i,0.00027753+1.0736e-05i,-8.5884e-05-2.5964e-05i,0.00056973-0.00047425i,0.00082004-0.00066268i,0.0004309-0.00095074i,-4.327e-05-0.0010672i,-0.0002306-0.00036843i
0.00092535-0.0010049i,-0.00015276-0.00045012i,-0.00048769+0.00017621i,-0.00047064-0.00028675i,-0.0011496-0.00035258i,-0.0022327+0.00030898i,-0.0025829+0.0010862i,-0.0012191+0.00069112i,-0.0004055-5.3732e-05i,-0.00070696+0.00070387i,-0.00041461+0.0011425i,0.00046204+0.00036473i,0.00035725-8.8994e-05i,-0.00067957+0.00022644i,-0.0014579+0.00027136i,-0.0010759+0.00015032i,-0.00010318+0.00048959i,0.00019905+0.00067664i,-0.00041835+0.00019079i,-0.00091242-0.00039403i,-0.00070973-0.0007053i,-2.3781e-05-0.00036691i,0.00047372+0.00034557i
0.0035504+8.113e-05i,0.00297-0.0009352i,0.0012973-0.0013877i,-0.00020474-0.00070356i,-0.0010779-0.00063549i,-0.0021285-0.00029273i,-0.0023071+0.0012428i,-0.0012184+0.0013564i,-0.0004132+0.00096426i,-0.00024769+0.0010295i,-0.00028547+0.0011636i,-0.00032569+0.00030964i,0.00023599-5.6234e-05i,-0.00038772+0.00073347i,-0.0016671+0.00077762i,-0.0014388+0.00029039i,-0.00028276+9.9383e-05i,0.0004232-0.00045292i,0.00011055-0.00082796i,0.00027979-0.00066919i,0.00081511-0.00017003i,0.00013622-0.00041455i,-0.0005554-0.0009507i
0.0009349+0.00082241i,0.00050348+0.0010342i,0.0015432+0.00094312i,0.0011532+0.0012339i,-0.0010241+0.0010228i,-0.0023429+0.00076945i,-0.0020927+0.0012183i,-0.0015206+0.0012023i,-0.00091622+0.0010192i,-0.00013429+0.00040668i,6.6985e-05-0.00036409i,-0.00046276-0.00040509i,-0.00085251-5.9627e-05i,-0.00096711-1.1624e-05i,3.6108e-06+0.00011308i,0.00074721+0.00035833i,0.00057976+6.7381e-05i,-4.0574e-05-0.00030513i,5.0053e-05-0.00011216i,0.0002614+0.00019901i,0.00049642-0.00046172i,0.00034016-0.00076195i,-0.00043228-0.0004421i
-0.0021792-0.00011524i,-0.0026457-0.00033064i,-0.0027993+0.00010499i,-0.0014806+0.00063705i,-0.00039144+0.0011305i,-0.00059313+0.0010063i,-0.0013498+0.00099189i,-0.0012773+0.0015079i,-0.00058684+0.0012281i,-0.00044023+0.00076245i,-8.7994e-05+0.00070622i,0.00034417-0.00011828i,0.0013816-0.00040814i,0.0017781+0.00038718i,0.00095748-1.5925e-05i,0.00010034-0.0011137i,-0.00021335-0.001202i,-0.00018238-0.00030169i,0.00010338+0.0003097i,0.00054383+0.00024184i,0.00058709+3.7448e-07i,-7.2577e-05+0.00022868i,-0.00042534+0.00060675i
0.0010084-0.00021974i,-0.00040643-0.001348i,-0.0014967-0.001874i,-0.0019786-0.0012365i,-0.0013054-0.00051213i,-0.00076315-3.4928e-05i,-0.00088124+0.00060805i,-0.0010292+0.00074582i,-0.00052305+0.00099138i,-0.00040695+0.0013534i,-0.00080182+0.0015895i,-0.00083866+0.0010886i,-0.00065093+0.00095261i,-0.00039898+0.00081955i,0.00027818+0.00044617i,0.00022413+0.00051738i,-0.00011006+0.00053077i,0.00014272+0.00033032i,-7.0351e-05+0.00021687i,-0.00015571-7.6353e-05i,-0.00010111+0.0002732i,-0.0001948+0.00044432i,0.00025997+4.8977e-05i
0.0005288-0.00046943i,0.0010111-9.9408e-05i,0.00098289+0.0020414i,-0.00035745+0.0026692i,-0.00072961+0.0010246i,-0.00018478-0.0002353i,-0.00014403+0.00023239i,-0.00046357+0.00093581i,-0.00019819+0.00096671i,-3.7967e-05+0.00064971i,0.0002577+0.0002482i,0.00080799+0.00027082i,0.00065061+2.8506e-05i,0.00034101-0.00046896i,0.00095766-0.0007263i,0.0009778-0.00031089i,-0.00015287+9.2585e-05i,-0.00028259-9.635e-05i,0.00014501-0.00017228i,-0.00019434-7.4932e-05i,-0.00015222+0.00026897i,-0.00017445+0.00065604i,-4.0428e-05+0.00038654i
0.0010903-0.0013443i,0.00049551-0.00074798i,-0.00049563-2.8987e-05i,-0.0018909+0.00040054i,-0.0024185+0.00071582i,-0.0028465+0.00046034i,-0.0019682+0.00054037i,-0.000955+0.00051099i,-0.00056423+0.0001351i,-0.00040276+0.00047193i,-0.00038295+0.0010343i,8.4271e-05+0.00082314i,0.00011891+0.0002958i,-0.00010309+0.00037358i,-0.00018074+0.0014867i,-0.00083446+0.0017607i,-5.9269e-05+0.0010661i,0.0004925+0.00017893i,-1.6949e-05-0.00052391i,0.00011958-0.00046248i,0.00033759-0.00014572i,0.00030935-0.00017895i,0.00059004+9.2248e-05i
0.001488+0.0006822i,-0.00046026+0.00062382i,-0.0013404+0.00097309i,-0.00075281-0.00026537i,-0.00060318-0.00042631i,-0.001072+0.00081599i,-0.0010517+0.0014784i,5.1567e-05+0.0011066i,3.523e-05+0.00039329i,3.8217e-05-0.0004161i,0.00047229-0.0007908i,0.00041484-0.001094i,0.00014947-0.001195i,-0.00022682-0.00094282i,-0.00027741-0.00037662i,0.00021677+8.7365e-06i,-0.00050946-0.00032752i,-0.0010004-0.00098578i,-0.00050377-0.0008434i,-0.00018147+1.4518e-05i,0.00021125+0.00052279i,0.00041263+9.4382e-05i,2.2335e-05-0.00018102i
0.0015719-0.0020768i,0.00010657-0.0023748i,-0.00056696-0.0013799i,-0.0011403-0.00086287i,-0.0021619-0.00072189i,-0.0025344+0.00039131i,-0.0025458+0.00187i,-0.0015459+0.0017512i,6.7283e-05+0.0003185i,0.0003193-0.00063422i,0.00019818-0.00044175i,7.3316e-05-0.00047368i,0.00028003-0.00040359i,0.00030437+0.0006533i,-0.00032388+0.0012313i,0.00045387+0.00026744i,0.0011289-7.8587e-05i,0.0010501+0.0012014i,0.0005207+0.0018677i,0.00026345+0.00058617i,8.7618e-05-0.00034613i,-0.00010715+5.8157e-05i,-4.5724e-05+0.00044888i
0.00061469-0.00056891i,0.00047872-0.0012723i,-0.00038767-0.00071192i,-0.0010275+0.00067652i,-0.0012132+0.00088927i,-0.0011547+0.00031724i,-0.00085726+0.00057567i,-0.00023834+3.0396e-05i,0.00013528+3.7028e-05i,1.5636e-05+0.0006173i,-0.00020623+0.00060698i,7.589e-05+0.00022087i,0.0010657+0.00021693i,0.0014488+0.00015944i,0.00088127+7.9373e-05i,0.00020893+0.00028208i,-0.00029621+0.00039779i,-0.00043167-0.00013124i,-0.00011503-0.00029081i,-0.00016391-0.00042887i,-0.0006249-0.00034188i,-0.00055426+6.2358e-05i,0.00014326-0.00047763i
0.0025978-0.00095238i,0.0020641-0.00062988i,-8.1108e-05-0.00087153i,-0.0016646-0.0013276i,-0.0020299-0.0018534i,-0.0018752-0.00062731i,-0.0010754+0.00052378i,-0.00081765+0.00090326i,-0.00051527+0.00022381i,0.00049827-0.00016616i,0.00013856+0.00056302i,-0.00033028-8.9675e-05i,0.00011205-0.00051631i,-0.00044931+0.00045679i,-0.0010293+0.0010607i,-0.00055152+0.00055868i,-0.00045761+0.00019894i,-0.0003356+0.00075192i,-0.00022782+0.0010733i,-0.00052604+0.00054987i,0.00014915-0.00018527i,0.00055121-0.00089263i,-9.6113e-05-0.00075456i
-0.00058581-0.00088056i,-0.00098406+0.00030952i,-0.00019356+0.00085152i,-0.00031118+0.0006657i,-0.001017-6.7153e-05i,-0.0019797+0.00070825i,-0.0017248+0.0023288i,-0.00067839+0.0013286i,-8.1147e-06-0.0010026i,0.00016698-0.0014486i,0.00045037-0.00055681i,0.00047491-0.00050354i,-0.00022491-0.00030177i,7.4252e-05+0.00080318i,0.0001098+0.0010431i,-2.2128e-05+7.3447e-05i,0.00025386-0.00052464i,-0.00020929-0.0004922i,-0.00037022-0.00033309i,9.3382e-05+4.9057e-05i,-0.00018715-0.00024145i,-5.1884e-06-9.3065e-05i,0.00040922+0.00039617i
-8.5646e-05+0.0019076i,-1.8331e-05+0.000988i,-0.00099977+0.00057621i,-0.0015666+0.00054096i,-0.001331+0.00013615i,-0.0017485-0.00034044i,-0.0026211+0.00022899i,-0.0019003+0.00079012i,-7.4845e-05+0.00086504i,-5.6442e-05+0.00047131i,-0.00038425-6.6759e-05i,-8.5158e-05+2.7628e-05i,-0.0001863+0.00022464i,-0.00048828+0.00019066i,-0.00046585+0.00038621i,-0.00086179+0.00097145i,-0.00091762+0.0012666i,-0.00069433+0.0010718i,-0.00056296+0.00061695i,-0.00039109+0.00052005i,-0.0007157-9.485e-05i,-0.00020389-0.00047978i,0.00023786-0.00038283i
0.0013709+0.0021965i,0.0015783+0.0019532i,0.00068639+0.0011821i,0.00039596-0.00051842i,0.00047854-0.0017341i,-0.0003015-0.0011944i,-0.0010333-8.8151e-05i,-0.00087593+0.00042053i,9.7137e-05+0.0010106i,0.00059659+0.0010637i,-0.00015349+0.00019615i,-0.00095062-0.0011349i,-0.0012109-0.0012149i,-0.00037179-0.0011571i,0.00038143-0.00085852i,9.5848e-05-0.00043189i,3.3965e-05-0.00024034i,0.00040553+7.792e-06i,-0.00020449+8.7291e-06i,1.2778e-05+0.00016263i,0.00046172+0.0007318i,0.00053174+0.00051026i,0.00097308-0.0004948i
-0.00016291+0.00089929i,6.815e-05+0.00033588i,0.00041225-0.00021198i,0.0014454-0.00073041i,4.1229e-05-0.00076239i,-0.0021289-0.0005872i,-0.0021661+0.00020874i,-0.00089116+0.00060603i,-7.8926e-05+0.00059443i,-4.5736e-05+1.7619e-06i,0.0006247-5.6379e-05i,0.00070268+0.00020828i,-0.00063706-0.00062282i,-0.0016933-0.0013152i,-0.0014813-9.1037e-05i,-0.00057543+0.0011439i,-0.00035173+0.0010336i,-0.0013185+0.0005526i,-0.00091337-0.00061962i,0.00026738-0.00054377i,0.00027343+0.00065668i,0.00030883+0.00093014i,-0.00044193+0.00075958i
0.00046572-0.0013141i,-0.00073322-0.0011579i,-0.0022377-0.00057347i,-0.0025715-0.00051393i,-0.0022462-0.00022954i,-0.0020005+0.00045476i,-0.0014142+0.0010387i,0.00018362+0.0011043i,0.00063307+0.00019367i,-0.00014641-0.000382i,-0.00074444-0.0003994i,-0.00083174-0.00031292i,-0.00075324-0.00044776i,-0.00053312-0.0012307i,0.00010946-0.0015388i,9.9268e-05-0.00035991i,-0.00040294-0.00017832i,9.2683e-05-0.00034048i,0.00065568-0.00023961i,0.00096081-0.0004806i,0.001132-0.0010934i,0.00010585-0.0010438i,-0.00071651-0.0001233i
0.00141-0.0019841i,0.00036756-0.0021364i,-0.0004854-0.00098646i,-0.00079744-0.00021861i,-0.0011708-0.00020835i,-0.0016519+0.0006079i,-0.00074482+0.0014574i,-0.00035814+0.00080895i,-0.00059302-0.00054785i,-0.00074785-0.00092939i,-0.00053399-0.00081358i,-0.0006831-0.00088754i,-0.00077011-0.0011419i,0.00017292-0.00098851i,0.00064877-0.00056552i,0.00035513-0.0002216i,-0.00030099-0.00015597i,0.00010197-0.00025319i,5.0985e-05-1.679e-05i,-0.00048925-0.00065081i,-0.00058522-0.00043768i,-0.0002837-4.6559e-05i,0.0001511-0.00013079i
-0.00068513+0.00024609i,-0.00088818+0.0019151i,-0.0004186+0.0027179i,0.00017041+0.0020059i,-0.00086482+0.001253i,-0.0014123+0.00036433i,-0.0018035-0.00026966i,-0.0021266+0.00016776i,-0.0020533+0.0003999i,-0.00083317-0.00011254i,0.00043384-0.00053004i,0.00065893-0.00091198i,0.00093488-0.0010721i,0.00065519-0.00014922i,0.00031105+0.00017484i,0.00025466+0.00015987i,0.00028869+0.0006036i,0.00054859+0.00056441i,0.00068253-0.00036466i,0.00061433-0.00055701i,0.00034693-0.00021976i,0.00039321+0.00023925i,0.0005133-6.9674e-05i
0.00099952+0.00042443i,0.00032663-7.6382e-05i,-0.00072611+0.00060748i,-0.0015477+0.0011636i,-0.0022378+0.00039395i,-0.0018351+0.00060258i,-0.0011718+0.001303i,-0.00060868+0.0012701i,-0.00049302+0.00028854i,-4.6912e-05-0.00068736i,0.0011426-0.00044033i,0.0016452-0.00049362i,0.00057357-0.0010672i,-0.00070761-0.00078487i,-0.00066687-0.00077618i,5.0651e-06-0.00094754i,-5.9624e-05-0.00083577i,-0.00040589-0.00068692i,2.8233e-05-6.1827e-05i,0.00064793-0.00023846i,6.9703e-05+0.00011626i,-0.0010576+0.00042996i,-0.00089486-0.00010283i
