-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
3.1651e-05-0.0011955i,6.1904e-05-0.0014327i,-0.00012477-0.00042382i,-0.00037293+7.0543e-05i,-0.0010047-0.00016888i,-0.00099507-0.00044293i,-0.00066229-0.00032455i,-0.00031868+0.00021916i,-0.00028747+7.9792e-05i,-0.00083266-0.00045757i,-0.00029797-0.00021304i,0.00059289-0.00040529i,0.0013148-0.00064763i,0.0014113-0.00095714i,0.0007597-0.00089662i,0.00033223-0.00049894i,0.00057844-0.00048062i,0.00077415-0.00045036i,0.0007108+5.933e-05i,0.00015821+0.00014483i,0.00023614-0.00021574i,0.00045057-0.00064678i,0.00033177-0.00035989i
-0.0016233+0.0010108i,-0.0016313+0.00079989i,-0.0014116+0.00085533i,-0.0012622+0.0011212i,-0.00052314+0.001047i,0.00031888+0.00055123i,-0.00036315+0.00017148i,-0.0011991+8.5028e-05i,-0.0016763+0.00064784i,-0.00084543+0.0010365i,0.00060024+0.00047316i,0.00099916+0.00010175i,0.00013612-0.00036597i,-0.00065228-0.00093895i,-0.0010048-0.0010369i,-0.0012215-0.00094944i,-0.00054181-0.0003273i,0.00035587+0.00069568i,0.00087369+0.0012552i,0.00042163+0.00072577i,3.4464e-05-7.2951e-05i,-0.00016271-0.0005345i,0.00046898-0.00035361i
0.00064583+0.00064689i,0.00023584+0.00047672i,-0.00060064-0.00057778i,-0.00042192-0.00013112i,-0.00025404-8.4852e-05i,-3.539e-05-0.00085518i,-0.00032429-0.0008792i,-0.00060607-0.00049121i,0.00041345+0.0001377i,0.00084105+0.00088058i,-0.00059024+0.00095918i,-0.00182+0.00049533i,-0.001509+0.00062239i,-0.00093951+0.00099687i,-0.001405+0.00035157i,-0.0018322-0.00074296i,-0.0018213-0.00059892i,-0.0012103-3.8018e-05i,-0.00055377+0.00045947i,-0.00049004+0.00020981i,-0.00016833-6.3223e-05i,0.00033537-0.00015217i,0.00025453-0.0002157i
-0.0014556+0.00069316i,-0.00075181-0.00024918i,0.00037984-0.001141i,0.0016825-0.0010484i,0.001098-0.0010356i,0.00013232-0.0013724i,0.00045449-0.00063753i,0.00066444+0.00029345i,0.00059274+9.7891e-05i,0.0010964-6.196e-05i,0.00087992-0.00037954i,0.00053163-0.00044289i,0.0001812+0.00064863i,-0.00032604+0.0012724i,2.8075e-05+0.0011358i,0.00023698+0.00067592i,0.00045583+0.00035464i,6.332e-05-9.0102e-05i,-0.00016143-8.4948e-05i,-0.00033027-0.00042892i,-0.00061089-0.00060662i,-0.00010273+0.0005639i,0.0009384+0.00061072i
-0.0018625-0.001137i,-0.00055979-0.00095781i,0.0002877+9.4481e-05i,0.00058077+0.00087717i,0.0008232+0.0015618i,0.00083422+0.0011691i,0.00050057+0.00024216i,5.0414e-05-0.00065132i,0.00026446-0.001428i,0.00047058-0.0014232i,0.00066335-0.00067814i,0.0011652+0.00035452i,0.0011519+0.00013756i,0.00077372-0.000457i,0.00065202+5.5318e-05i,-3.0435e-05+0.00028721i,-0.00081714+0.00035752i,-0.00079117+0.0003265i,0.00021281+5.8721e-05i,0.00087945-0.00039397i,0.0012055-0.0007185i,0.0011719-0.00022806i,0.00051501+0.00095081i
7.9921e-05-0.00086325i,-5.8459e-05-7.8375e-05i,-2.6065e-05+0.00029455i,-0.00058936+0.00012708i,-0.00090319-0.00031486i,-0.00026137-0.00049676i,2.5342e-05-0.00043328i,0.00016777-0.00061094i,0.00031878-0.00011992i,-8.2714e-06-8.1845e-06i,-0.0004198-0.00045667i,-0.00016081-0.00044547i,0.00089738+2.2546e-05i,0.0014673+6.883e-06i,0.0012619-0.00030583i,0.00088279-0.00027267i,0.00037124-0.00036991i,0.00049945-0.00013469i,0.00035103-0.00046061i,-0.0001544-0.0014393i,-0.00066218-0.00084414i,-4.545e-05-0.00039131i,0.0012811-0.0004314i
-0.00046449+0.00089875i,0.00038382+0.00032609i,-0.00011308-0.00087285i,-0.00036736-0.0010939i,-0.00054355-0.0012097i,-0.00055752-0.00079677i,-0.00068758-0.00016151i,-0.00098423-3.327e-05i,-0.00072121-0.00013953i,-0.00017795+0.00048102i,0.00054842+0.00090421i,0.0011555-7.8568e-05i,0.00078916-0.0010093i,-0.00014215-0.0012728i,-0.00085-0.00097785i,-0.0010304-0.00038952i,-0.001063-0.00076606i,-0.0011508-0.0013541i,-0.00035404-0.0009852i,0.00048563-0.00076917i,-8.7705e-05-0.00070213i,-0.00065804-8.7617e-05i,-0.00024261+0.00036636i
0.00018733-0.0019432i,0.00034052-0.0010814i,5.5354e-05-0.0010504i,-0.00036641-0.0011377i,-0.00070127-0.00073476i,-0.0010806+0.00011069i,-0.0011807+0.00092277i,-0.0013604+0.00087794i,-0.001405+0.00025878i,-0.00069048+0.00037694i,0.00046761+0.00035695i,0.0001667+0.00047279i,-0.00026803+0.00096751i,-6.6238e-06+0.00084012i,0.00014358+0.0010502i,0.00039334+0.0011638i,0.00038037+0.0010463i,0.0003392+0.00039267i,0.00031059+0.00026923i,-8.7287e-05+0.00035532i,0.00025773-0.00045166i,0.00039739-0.00051383i,-0.0002894+4.7369e-06i
0.000242+0.00011579i,0.00023507-0.00064528i,0.00069396-0.00068185i,-0.00032409-0.0012288i,-0.0010452-0.0027508i,-0.00072878-0.002517i,-0.00056779-0.00039709i,0.00015166+0.00073345i,0.0011946+0.00026333i,0.0011487-0.00067549i,0.00048084-0.0012659i,0.00018712-0.00070518i,0.00043511+0.00084946i,0.00087238+0.0024852i,0.00067702+0.0014498i,0.00034678+2.6929e-05i,0.00015003+0.00010423i,-0.00014863+0.00063583i,-0.00066342+0.0005292i,-0.0011512-0.00037486i,-0.0010124-0.00024346i,-0.0009747+0.00065494i,-0.0013801+0.00054321i
-0.00066329+0.002393i,0.0002808+0.00055464i,0.0010128-0.00029137i,0.0022021-0.00038388i,0.00221-0.0011044i,0.00098158-0.0014881i,8.9775e-05-0.00045189i,1.3728e-05+0.00011407i,0.00084303-0.00040749i,0.0011065-0.0010146i,2.002e-05-0.00059068i,-0.00067718+0.00053113i,-0.0010178+0.001025i,-0.0013788+0.00082946i,-0.00078723-0.00012724i,4.3941e-05-0.00065227i,0.00033408-0.00016568i,0.00041802+0.00029944i,0.0008708+0.00029881i,0.0013747-0.00020779i,0.00072987-0.00065995i,7.5711e-05-0.00085747i,0.00042356-0.00099095i
0.0012373+0.00040829i,0.0020729-1.1833e-06i,0.0024215-0.00055957i,0.0019981-0.00098132i,0.00068559-0.00072859i,-0.00094416-0.00047942i,-0.0012261-0.00026006i,0.00020199-0.00049691i,0.0011652-0.0015028i,0.001064-0.0012745i,0.000907-0.0004621i,0.0006362+0.00077724i,0.00024818+0.0014883i,-0.00043822+0.00074533i,-0.00012084+0.00010418i,0.0010125-0.00066383i,0.00056391-0.00049712i,0.00073441+0.00084532i,0.001412+0.00056242i,0.0004489-0.00031598i,-0.00032175-0.00058136i,-0.00044248-0.00069444i,-0.00046751-8.0969e-05i
0.0011121-0.00040729i,0.00082359-0.00054868i,0.0010522-0.00033912i,0.0016276-0.00075502i,0.0017048-0.00025058i,0.0013141-9.4836e-05i,0.00075626-0.00051775i,0.00011969-0.00098647i,-0.00016392-0.00070994i,0.00010873-0.00011076i,0.00052452-0.00017496i,0.00095526-0.00035003i,0.00085274-7.1195e-05i,-1.102e-05-0.00022341i,-0.00072196-0.00044685i,-0.0010134-0.00013061i,-0.0010285-0.00038787i,-7.1826e-05-0.00014306i,0.00056865+0.00022657i,0.00027128-0.00012025i,-0.00030465-0.00023319i,-0.00011797-0.00012358i,-4.5278e-05+6.9407e-05i
-0.0019954-0.0021714i,-0.0022396-0.0020314i,-0.0025223-0.00081818i,-0.0020592+0.00044813i,-0.00058319+0.0010272i,0.00056823+0.00047879i,0.00060064-0.00017165i,-0.00069353+1.5661e-06i,-0.0013045+0.00015787i,-0.00025263+0.00041232i,0.00024064+0.00039794i,0.00036428-0.0006318i,0.00036964-0.0015182i,5.3071e-05-0.00085539i,-0.0003343-0.00019133i,-0.0006456-0.0006135i,-0.00038556-0.00031572i,-0.00012882+7.8471e-05i,0.00020019+0.00018371i,0.0001737+0.00031548i,0.0007885+0.00024432i,0.0013296-0.0001719i,0.00058948-0.00061804i
-3.1368e-05+0.0019652i,0.00054158+0.00081969i,0.0020808-0.00011193i,0.002733-0.00032046i,0.0023845-0.00024984i,0.00107-0.00065988i,-0.00050716-0.0011011i,-0.00065147-0.00034267i,0.00048241+0.00075513i,0.0014988+0.00057877i,0.0010984-4.0427e-05i,8.9254e-05-0.00024992i,-0.00052844+0.00017097i,-0.00039421+0.00058752i,5.0365e-05+0.0005319i,0.00091716+0.00062526i,0.0008181+0.0011703i,0.00010828+0.00089222i,0.00028024-0.00027162i,0.00097827-0.00038835i,0.00051672+0.00036126i,-0.00024394+0.00018123i,-0.00017725+0.00065335i
-0.00099938-0.00025524i,0.00049792+0.00038449i,0.0010812+0.0012674i,0.00065497+0.00069495i,-0.00013535+0.00034928i,-0.00050738+0.00014086i,8.6232e-05+0.00040094i,0.0010447+0.0010774i,0.0018866+0.0013599i,0.0019105+0.00022705i,0.0011121-0.00046419i,0.00020544+0.00011264i,0.00019988+0.00095079i,0.00024829+0.0014363i,-0.0004836+0.0002748i,-4.8856e-05+0.00024715i,4.5403e-05+0.0010027i,-0.0003862+0.0006257i,-4.3164e-05+0.00056065i,0.00079043-0.00021386i,0.00060003-0.0010323i,-0.00030955-0.00066267i,4.7386e-05-3.3792e-05i
-0.0018918+0.00055385i,-0.0014211-6.9497e-05i,-0.00077551-0.00059667i,-0.00036076-0.0014732i,0.00071367-0.0018807i,9.4758e-05-0.0014377i,-0.00021655-0.00070591i,0.00065561-0.00060445i,0.0011776-0.00094172i,0.0011462-0.0007177i,0.00091425-0.00021126i,5.113e-05-4.6974e-05i,-0.00027309+1.9393e-05i,-0.00012469+0.0004022i,-0.00016475-0.00029003i,0.00038079-0.00073638i,0.00059031-0.00043496i,0.00016202+0.0002676i,0.00022368+0.00072994i,0.00042904+0.00014677i,-0.00015078-0.00025335i,-0.00037647-0.0003647i,7.2961e-05-0.00012683i
-0.001735+0.00031622i,-0.0012361-0.00099835i,-0.00063051-0.00024264i,0.00087616+0.0017093i,0.00077308+0.0013006i,-0.00018384-0.00092163i,-0.00053698-0.0020166i,-0.0001114-0.0021208i,0.0006087-0.0012406i,0.0003905+0.0006634i,-1.7952e-05+0.0010325i,0.0002293-0.00014926i,0.00051615-0.0010658i,0.00032724-0.001062i,0.00027136+0.0004219i,-0.00023564+0.00078359i,-0.00039115-8.9574e-05i,-0.00018087-5.0347e-05i,-0.00024816+0.00039985i,-0.0006727+0.00058906i,-0.00078477+0.00035457i,-0.00024516+0.00063049i,-0.00031742+0.00091862i
0.00026703+4.5181e-05i,0.0010076+8.1538e-05i,0.0021003-0.00030463i,0.0018193-0.0013256i,0.00026299-0.0018539i,-0.00011178-0.0016394i,-0.00073426-0.00084535i,-0.0011877-0.0003017i,-0.00096408-0.0011138i,-0.00086918-0.0014963i,-0.00074393-0.00062441i,-0.00047173-0.00020519i,-0.00010615+8.6536e-05i,-0.00047259-0.00015841i,-0.0012571-0.00034996i,-0.0013585-0.00088316i,-0.00078905-0.0014233i,-0.00019008-0.00067928i,0.00039464+0.00055137i,-8.7875e-05+0.00090486i,0.0007061+0.0007855i,0.0017318+0.00062179i,0.0011949+0.0004569i
0.0020964+0.0013033i,0.0018705+0.00060672i,0.0016847-0.001196i,0.00083427-0.0021082i,-0.00033342-0.0015374i,-0.0013136-0.0012315i,-0.0017115-0.0004667i,-0.00075717+0.00094293i,0.00042476+0.00096477i,0.0010528+0.00046532i,0.00070474+0.00052952i,-0.00027368+0.0011861i,-0.00063304+0.0013926i,-0.0008948+0.00099988i,-0.000901+0.0012921i,0.00012206+0.00078869i,0.00045027-0.0002879i,-0.00036723-0.0010626i,-0.00060397-0.00062862i,-0.00069606+7.0399e-05i,-0.00037733-0.00025161i,-0.00021446-0.00054915i,-0.00050896-0.00020479i
0.00010623-0.00091116i,-0.0010417-0.0020891i,-0.0008799-0.0024562i,-0.0012426-0.0016983i,-0.001234-0.00074547i,-0.00035559-0.00048966i,0.00025581-0.00076993i,0.00074178-0.0010328i,0.001149-0.00052206i,0.00050843-0.0002109i,-0.00036999-0.00039936i,-0.00033671-0.00023331i,-0.00041217-2.3107e-05i,-0.0001338+0.00077473i,6.45e-06+0.0015337i,-0.00035473+0.0010099i,0.00014459+0.00075834i,0.0003309+0.0010005i,-0.0002636+0.00033589i,-0.00060745-0.0001503i,-0.00069278+0.00012505i,-0.00081477-0.00015802i,-0.00086732-0.00049521i
0.000126-0.0017426i,0.00064144-0.0014379i,0.00051505-0.0018373i,0.00040278-0.002444i,-2.2559e-05-0.0024565i,-0.00074739-0.00096209i,-0.0012987-0.0003011i,0.00018874-0.0007396i,0.0015417-0.0014929i,0.00098537-0.0018435i,0.00056359-0.00074068i,0.00094133+5.9141e-05i,0.0011989-0.00046445i,0.00089609-0.00018078i,0.00041764+0.00027144i,0.0006144+0.00058001i,0.00057783+0.00032148i,4.7148e-05-0.00024196i,-0.00014831+4.1668e-05i,-0.00017278+8.9202e-06i,-0.00045858+0.00028845i,-0.00072639+0.00030432i,-0.00054011-0.00016174i
0.0015726+0.001546i,0.00016288+0.0017365i,-0.00071246+0.00089503i,-0.00039823-0.00050161i,-0.0004499-0.0010298i,-0.0013857-0.0005486i,-0.00070904-0.00036579i,0.00052193-0.0010601i,0.00015824-0.0023091i,-0.00024545-0.0017791i,-0.00042702-0.00082312i,-0.00037133-0.00062715i,-0.00043576+0.00015758i,-0.00034901+0.00071477i,-0.00055828+0.00084973i,-0.00059334+0.00011398i,0.00010446-3.6811e-05i,0.00027684+0.00081492i,-0.00037522+0.000593i,-0.00031702-0.00049205i,0.00042912-0.00061417i,3.8321e-05-0.00021524i,-1.624e-05-0.00010126i
0.0015179-0.0019327i,1.4408e-05-0.0022512i,-0.00062189-0.0031916i,-0.00033059-0.0033469i,-0.0008444-0.0020614i,-0.0013071-0.0010127i,-0.00038073-0.0010094i,0.00014591-0.00068711i,5.6594e-05-0.00035388i,0.00024401-0.00041137i,0.00015139-0.00017838i,-0.00026013-0.00026881i,-6.962e-05-8.4549e-05i,3.6712e-06+0.00078944i,-0.00027673+0.00018225i,-0.00021293+8.4884e-06i,0.00028589+0.00044822i,0.00048995+0.0003725i,0.0009684-6.2455e-05i,0.00082818-0.00039105i,0.00015262-0.00021991i,-0.00030134-0.0001001i,-0.0003857+0.00011837i
0.00025332-8.8899e-06i,0.00013953-0.00054404i,0.0010936+0.00048611i,0.0027494+0.00038964i,0.0028902-0.0012922i,0.001532-0.0018416i,0.00056625-0.0011508i,5.7113e-05+0.00043807i,0.00041606+0.0022672i,0.0014947+0.0029973i,0.0014446+0.0017572i,0.00017461+0.00090739i,-0.001222+0.0013811i,-0.00097901+0.0017019i,-0.00040695+0.001516i,-0.00051725+0.0010708i,-0.00029868-4.7766e-05i,0.00011964-0.00083465i,0.00043731-0.00077113i,0.00057823-0.0004644i,0.00052592-0.00047579i,0.00040776-0.00070407i,0.00095018-0.00062115i
0.0013474+0.00075688i,0.0019965-0.00036833i,0.00095706-0.0013463i,-0.00098874-0.002276i,-0.0012797-0.002503i,-0.00075913-0.0012893i,-0.00060587+0.00028635i,0.00088621+0.001409i,0.0020499+0.00094197i,0.0020689-0.0001226i,0.001549-0.00015782i,0.00048622+0.00045848i,0.00072436+0.00046024i,0.0016461-0.00033237i,0.0013203-0.00016653i,0.00048856+0.00019099i,-5.0294e-05+5.2199e-05i,0.00026251-8.1291e-06i,-9.6168e-05+8.0926e-05i,-0.00047114+3.0337e-05i,-8.0415e-05+2.7596e-05i,0.00039992-0.00019726i,-0.00013938-0.00031885i
-7.3585e-05-0.00031559i,0.0003044-0.0010974i,0.00054368-0.0015912i,0.00040011-0.00044634i,-0.0011327+0.00042557i,-0.0021707-0.00019451i,-0.00075719-0.00062075i,0.00071996-0.00085499i,0.00048781-0.0019412i,0.00059202-0.0016726i,0.00053957-0.00034095i,0.0004187+3.5767e-05i,0.0013022-0.00044858i,0.0013611-0.0012602i,0.00058155-0.0007576i,0.00029307+0.00059126i,0.00028876+0.00057838i,-0.00023015-0.00046234i,-0.00082138-0.00026106i,-0.00092042-0.000306i,-0.0011656-0.000467i,-0.0013237+0.00038519i,-0.00080223+0.0005598i
-0.0010246+0.0014209i,-0.0011022+0.0007358i,-0.00015756+0.00050477i,-0.00068523+0.0010373i,-0.0007843+0.00091447i,-4.8944e-05+0.00031079i,-0.00085868-0.00023038i,-0.0018443-0.00051996i,-0.0014313-0.0008499i,-0.0010685-0.0013611i,-0.00061438-0.0016988i,0.00011519-0.0015224i,0.00024294-0.0019427i,-2.772e-05-0.0015686i,-0.00044592-0.00025098i,-0.00063426+0.00078214i,-0.00070287+0.0012956i,-0.00079581+0.00073783i,-0.00081044+0.00060647i,-0.0004608+8.0233e-05i,-0.00041481+0.00018373i,-0.00043351+0.00095206i,-0.00018169+0.00077906i
0.00029245-0.00037343i,0.00046216-0.00073048i,0.0017861-0.00063048i,0.0016083-0.001694i,5.5557e-05-0.0022979i,-0.00062821-0.0008924i,-0.00085635+0.00010902i,-0.00072153-0.00022042i,-0.00095464-0.00013696i,-0.00091101+0.00012732i,-0.0001364+0.0010083i,-0.00041397+0.0019821i,-0.001419+0.0026094i,-0.0017427+0.0029192i,-0.0011818+0.0013147i,-0.0004149-0.00030798i,0.00035648+0.00030145i,0.00065889+0.0010396i,0.00069024+0.0011681i,0.00076102+0.001142i,0.00030106+0.00025562i,-0.00040724+2.4828e-05i,-0.00040171+0.00098956i
-0.0005236-0.00077322i,-0.00018133-0.0017299i,-6.7133e-05-0.0020154i,-0.00016003-0.0015471i,-0.00062066-0.00056181i,-0.00075387+6.5014e-05i,0.00026735+0.00079105i,0.00096093+0.0021234i,0.0011926+0.003608i,0.0013417+0.0026134i,0.00095204+0.0011816i,0.00034669+0.0014084i,0.00016844+0.0015783i,0.00042375+0.0019421i,-7.4229e-06+0.001729i,-0.0002507+0.00073917i,5.5518e-05-0.00011041i,0.0005312+4.0671e-05i,0.0010451+0.00044707i,0.0012413+0.0001192i,0.0017961-0.00070144i,0.0018209-0.00084942i,0.00086345-0.00037977i
-0.0017351+0.0016049i,-0.0012721+0.0008538i,-0.00028075+0.0015047i,0.0018219+0.001677i,0.0031078+0.0002046i,0.0015061-0.0014491i,0.00056606-0.0019675i,0.0023238-0.00067214i,0.0037491+0.00064617i,0.003137+0.00052617i,0.0019393+0.00074099i,0.001397+0.00096792i,0.0011736+0.00032989i,0.00083851-0.00084729i,0.00047559-0.0018404i,-0.00057005-0.0012828i,-0.00075827+0.00023222i,-0.00031573+0.00084432i,-5.0056e-05-5.4228e-05i,3.5623e-05-0.00099435i,-0.00027791-0.00063841i,-0.00046338-0.00031234i,0.00033638+0.00010247i
-0.00025432+0.00083572i,0.00032669+9.2651e-05i,0.00053836+0.00045335i,0.00066782+0.00078265i,0.0010162-0.00024943i,0.00098241-0.00099193i,-0.00010182-0.00023662i,-0.00014211-2.6174e-05i,0.0012812-0.0011961i,0.0017564-0.0018441i,0.0013092-0.0019696i,0.00067502-0.0017789i,0.00035074-0.001641i,0.00030796-0.00090333i,5.8383e-05-0.00022247i,-0.00071054-0.00033231i,-0.00047829-0.00013922i,-1.6671e-06+3.5329e-05i,-0.00038913-9.5579e-05i,-0.00064091-3.3721e-05i,-0.0006812-0.00059093i,-0.00064053-0.0011596i,-0.00078311-0.00054268i
0.0028323-0.00057158i,0.0025027-0.00097174i,0.0018259-0.0018785i,0.00028172-0.0027865i,-0.0012748-0.0032365i,-0.00097516-0.0016995i,-0.00060431-0.00034231i,-0.0013002-0.00084226i,-0.0010627-0.002019i,-0.00064635-0.0017657i,-0.0014587-0.00054516i,-0.0018642-9.8398e-05i,-0.0013431-0.00030311i,-0.00031826-0.00016533i,-0.000178+0.00052208i,-0.00060985+0.00056273i,-4.953e-05+0.00022663i,0.00025501+0.00060213i,-8.1577e-05+0.00086467i,-0.00016466+0.00035152i,-0.0005073-0.00043194i,-0.0010092-0.00020132i,-0.0005878-4.6112e-05i
-0.00099936-0.00026017i,-0.00018069-0.00064348i,0.00029151-0.0016123i,7.0783e-05-0.0012944i,0.00025341-0.00014786i,0.00051348-3.6163e-05i,-0.00087193-0.00070346i,-0.0020109-0.0011038i,-0.0018069-0.0009094i,-0.0019318+4.7071e-05i,-0.0014802+0.00023892i,-0.0011148-0.00022645i,-0.00062773+0.00049167i,-0.00037251+0.0013451i,-0.0004004+0.00073634i,0.00029013-0.00026009i,0.00079677-0.00010714i,-6.8464e-05+0.0001446i,-0.00042452+0.00096883i,0.00013936+0.0014086i,-5.1842e-05+0.00074892i,9.8551e-05+0.00046678i,0.0002069+0.00038457i
-0.0026281+0.00040851i,-0.001636+0.0003499i,0.00031008+0.00044873i,0.00075896+0.0002187i,-0.00010908-0.00011161i,-0.00066707-0.00099664i,-0.00059887-0.00087207i,-0.00048941+0.00073795i,0.00038036+0.0015518i,0.00096287+0.0014717i,0.0015856+0.0011716i,0.0016029+0.0015373i,0.00091752+0.0013015i,0.00097398-6.7729e-05i,0.00098897-0.00049055i,-0.00024904-0.00035681i,-0.00067586-6.4614e-05i,0.00083465-7.351e-05i,0.0014528-0.00040344i,0.0010138+1.394e-07i,0.0010216+0.00017451i,0.00086349-0.00016278i,0.00068522-0.00027322i
0.00064024+0.0011599i,0.00155+0.00081107i,0.0019175+0.00019907i,0.0012299-0.00079941i,0.0014949-0.0012023i,0.00081425-0.0012188i,-0.00045815-0.00096652i,0.00039937-3.5032e-07i,0.0020242+0.00058492i,0.0022627+0.00028975i,0.0014211+1.7542e-05i,0.0012984+0.000566i,0.00094126+0.00086149i,0.00015837+0.00057562i,0.00029683+0.0005951i,0.00079641+0.00066514i,0.00083851+0.00050463i,0.0011082+9.878e-05i,0.00072063+2.965e-05i,3.7659e-05+0.00030051i,-9.1906e-05+4.8293e-05i,-0.0002385-5.3148e-05i,-0.00025277+0.00041978i
-0.001618-0.00051238i,-0.00076807-0.0001864i,0.0002092-0.00049322i,0.00015997-0.00072876i,-0.00055188-0.00073846i,-0.00073166-0.0011241i,-4.3769e-05-0.0014194i,0.0012233-0.0011754i,0.0018845-0.00068603i,0.0017028-0.00063698i,0.0017207-0.00060717i,0.001858-0.000426i,0.0011924-0.0003157i,3.4992e-06-0.00028179i,-0.00016227+5.3924e-05i,0.00042918+0.00070973i,0.00037348+0.00037391i,9.449e-05+0.00012783i,-0.00060037+0.00019762i,-0.0017347-0.00037166i,-0.001722-0.00021901i,-0.00090058+0.00017943i,-0.00079745+0.00040376i
0.0019497+0.0019i,0.0022582+0.00089459i,0.0024547-0.00029599i,0.0022527-0.00128i,0.00088568-0.0022686i,3.5013e-05-0.0024358i,-0.0002987-0.0008761i,-0.00025752+0.00023802i,-9.1401e-05-0.00098713i,-0.00074463-0.0022931i,-0.001306-0.0020249i,-0.0009804-0.0016074i,-0.00094329-0.0010872i,-0.00074852+0.00029114i,-0.0005557+0.0013948i,-0.00010038+0.00089569i,0.00051353+7.5482e-05i,6.5505e-05+0.00073016i,-0.00078568+0.0012614i,-8.7978e-05+0.00018814i,0.0009562-0.00046295i,0.0007103+0.00026371i,-0.00013033+0.00090966i
0.00082233+0.00043327i,0.0023934-0.00023805i,0.0022842+0.00054052i,0.0019972-0.0002395i,0.0020206-0.00075722i,0.0017797-0.00061421i,0.0011428-0.00052467i,8.4568e-05-0.00050203i,-0.00072461+0.00017579i,-0.0011573+0.00071696i,-0.00094208+0.00078863i,-0.00064279+0.00094733i,-0.0003914+0.00080176i,0.00041906+0.00028018i,0.0012583+0.00015237i,0.0013164-1.0721e-06i,0.00079917-9.3324e-05i,-8.4616e-05-0.00013218i,0.00030551-0.00021768i,0.0007005+0.00039451i,0.00091679+0.0010132i,0.0014202+0.00053628i,0.0015394+0.00028233i
-0.0004005+0.0014342i,0.00076259+0.0010227i,0.0013143-0.00028311i,0.0015908-0.00096283i,0.0016826-0.0011572i,0.00048356-0.0017007i,-0.00040641-0.0016703i,7.67e-05-0.00080255i,0.00064666+0.00062501i,0.00095357+0.0011506i,0.0012362+0.00074273i,-2.3743e-06+0.00061758i,-0.00035649+0.00048673i,0.00065168-0.00060297i,0.00024092-0.00087129i,-0.00097958-0.00030477i,-0.00064143+0.00053718i,0.00043766+0.00056178i,0.00087703-0.0007512i,0.00087202-0.0013734i,0.00079015-0.00073665i,0.00058841-0.00042421i,-0.00028215-0.00050056i
-0.0018199+0.0003011i,-0.0019584-0.00078916i,-0.0014608-9.9474e-05i,-0.0011567+0.0014214i,-0.00081601+0.0013345i,-0.0011907+0.00061188i,-0.0012128-0.00017598i,-0.00051928-0.0011929i,0.0011491-0.0015101i,0.0030381-0.00051106i,0.0033793+0.00063143i,0.0018281+0.00063436i,0.00077809+0.00026435i,0.00057092+9.986e-05i,0.00034963+1.0238e-05i,0.00024355-0.00024508i,0.00059724-0.00048225i,0.0007182-7.4088e-05i,6.2995e-06+6.4769e-05i,-0.00029089+4.4124e-06i,-0.00072537-0.00019114i,-0.00092516-0.00060078i,-0.0010489-0.00034476i
-0.00096867-0.00025289i,-0.0013146-0.00056312i,-0.0016652-0.0005522i,-0.00040551+5.3687e-05i,0.00055552+0.00082236i,8.4138e-05+0.0014866i,-0.00064785+0.0015973i,-0.000858+0.00062567i,-0.00031712-0.00048584i,0.00019552-0.0014339i,0.00027045-0.001923i,-0.0001988-0.0017928i,-0.0005896-0.0016532i,-0.00068484-0.0005106i,5.8134e-06+0.00040428i,0.00086671+0.00062831i,0.00066553+0.00085007i,0.00025323+0.0003126i,-0.00017557-4.5868e-06i,-0.00069855+0.00012675i,-0.00094194+0.00020979i,-0.00067854+0.00060731i,-0.00079639+0.00059051i
0.00022014-0.0013095i,-5.7135e-05-0.0013815i,2.843e-06-0.0019212i,0.00054792-0.0021774i,0.0016744-0.0012704i,0.0017066+9.2441e-06i,0.00085018+0.00065791i,0.00015825+0.00015733i,-0.00083238-0.00070674i,-0.0017438-0.00086534i,-0.0017827-0.00063873i,-0.00075933-0.00013496i,0.000803+0.00024739i,0.0012797+0.0011391i,0.00097263+0.0014794i,0.00056549+0.00025626i,0.00021369+0.00020467i,-0.00025005+0.00062212i,-0.00017537+0.00062784i,0.00081289+0.00083844i,0.00099755+0.00068289i,0.00068827+0.00018624i,0.00078345-0.00026408i
0.00191-0.00020772i,0.00072269-0.0010265i,-0.00055166-0.0019112i,-0.0014944-0.0024074i,-0.0020925-0.0027943i,-0.0023155-0.0022641i,-0.0014077-0.00066733i,-4.0852e-05+0.00087527i,0.00055537+0.0021788i,0.00027289+0.0023287i,-0.00025313+0.0017471i,-0.00060623+0.0011345i,0.00014488+0.00088086i,0.00063851+0.00060316i,0.00056112+0.00061035i,0.00096796+0.00063233i,0.0012906+8.9189e-05i,0.0005426-0.0011001i,8.496e-05-0.0011613i,2.988e-05-0.00044206i,0.00033311+0.00015135i,0.0003557-0.00016388i,-6.154e-05-0.00050749i
