-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
-0.0026915-0.00028869i,-0.0012864+0.0040351i,0.0020196+0.0059796i,0.0059821+0.0061713i,0.004703+0.0093685i,-0.0026223+0.0096781i,-0.0058701+0.006211i,-0.0044615+0.0051443i,-0.0033465+0.0054189i,-0.0037825+0.0054591i,-0.0051942+0.0065297i,-0.0062385+0.0072872i,-0.0074856+0.0079284i,-0.0082071+0.0082462i,-0.0068619+0.0068507i,-0.0048525+0.0035748i,-0.0058341+0.00089345i,-0.0069289+0.0010079i,-0.006261+0.0020137i,-0.0052576+0.0012504i,-0.003046+6.5976e-05i,-0.00042975+0.00019962i,0.00064586+0.0015713i
0.0015608-0.0049152i,0.0017482-0.0020154i,-0.00086406+0.00060165i,-0.0057566+0.00023429i,-0.009061-0.0029269i,-0.0064369-0.0035039i,-0.0031256-0.00049989i,-0.0015127+0.00014039i,0.0010653-0.0024876i,0.0018488-0.0035278i,0.00098968-0.0031594i,-0.00057967-0.004674i,-0.0010023-0.0076686i,0.0012608-0.0098552i,0.0039042-0.0084862i,0.0062081-0.003926i,0.0077231-0.00056206i,0.0074301-0.00077094i,0.0060233-0.0021101i,0.0043415-0.0011525i,0.0024369-7.753e-06i,0.00062888-0.00072693i,-0.00028748-0.0017954i
0.0026453-0.0034054i,0.0020351-0.00049498i,0.0019687+0.0014384i,0.0060682+0.0015806i,0.0090115+0.0033611i,0.0044512+0.0033582i,0.00041482+0.0021564i,0.00024528+0.0009768i,-0.00098505-0.00020052i,-0.0037578-0.0010559i,-0.0067003-0.0013292i,-0.0058105-0.00037158i,-0.0017681+0.0028248i,0.00072504+0.0068866i,0.00095237+0.008307i,-0.0012623+0.0067983i,-0.0048232+0.0043039i,-0.0072753+0.0026522i,-0.0064307+0.0019215i,-0.004229+0.0012735i,-0.0016958+0.00087094i,-0.00030384+0.00096467i,-0.00010446+0.00089044i
0.0034891-0.0024012i,0.004019+0.00057647i,0.0019529+0.0020561i,-0.0023676+0.0015371i,-0.007289-0.00089664i,-0.0080023-0.0023562i,-0.0052665-0.00179i,-0.0021257-0.0032193i,0.0018538-0.0063992i,0.0045272-0.0099655i,0.0051428-0.012164i,0.0037495-0.010692i,0.000799-0.0091312i,-0.0023307-0.0096806i,-0.0035846-0.0096467i,-0.0012229-0.0079981i,0.0020806-0.0063294i,0.0034275-0.0046409i,0.0029673-0.0020195i,0.0024721+0.00034535i,0.0027945+0.00079165i,0.0029261-0.0002393i,0.0021318-0.0015529i
0.0024329-0.0035682i,0.00369-0.0018167i,0.0032312-0.00046771i,0.0047688-0.0013623i,0.0082319-0.0017614i,0.0068929-0.0014489i,0.0027641-0.0024979i,0.0039426-0.002644i,0.006085-0.00033799i,0.0061285+0.004074i,0.0056722+0.0073534i,0.0051313+0.0086152i,0.0047751+0.010055i,0.0056501+0.010709i,0.006725+0.0088067i,0.0051371+0.0067488i,0.0020097+0.0068589i,-0.00024963+0.0067053i,-0.0015427+0.0047242i,-0.0026753+0.0025389i,-0.0030352+0.0011235i,-0.0020961+0.0015075i,-0.00098228+0.0025899i
0.0013338+0.0046134i,0.0036078+0.0076679i,0.0048135+0.010004i,0.0030966+0.0080274i,-0.0010225+0.001825i,-0.0036659-0.0035295i,-0.0023847-0.0028655i,-0.0014163-0.0017934i,-0.0020965-0.0024725i,-0.0027056-0.0021994i,-0.0041782-0.0024329i,-0.0061295-0.0026495i,-0.0083427-0.0037117i,-0.010699-0.0041087i,-0.009955-0.0035182i,-0.0058962-0.002751i,-0.0026323-0.003637i,-0.0015116-0.0047149i,-0.0009482-0.0034169i,-0.0005401-0.0010953i,0.00075906+0.00082835i,0.0011246+0.00096149i,-0.00046464-0.00030569i
-0.0051889-0.00071818i,-0.0030389+0.0017912i,-0.0010099+0.00098029i,0.00039411-0.0025988i,0.0029056-0.0044908i,0.0033865-0.0039844i,0.0019293-0.0040203i,0.0020098-0.0043972i,0.0024178-0.0033673i,0.0009438-0.0012485i,-9.4493e-05+6.0013e-05i,0.0012742-0.00060996i,0.0037849-0.0022961i,0.0060854-0.0031994i,0.0068562-0.0027488i,0.0043967-0.00013038i,0.0013501+0.0042362i,-0.00021964+0.0062217i,-0.0012395+0.0045571i,-0.0015555+0.0022899i,-0.000807+0.00089868i,0.00010635-0.00012008i,0.00020175-0.00048223i
-0.0008998-0.0098817i,-0.0024085-0.0054512i,-0.0032287-0.0010284i,-0.0016694+0.00097243i,-0.00095307+0.0019197i,-0.00093438+0.00012165i,0.00068133-0.00080763i,0.0019284-0.0010756i,-0.00026958-0.0031556i,-0.0034257-0.0051566i,-0.0042789-0.0049661i,-0.003014-0.0029523i,-0.0030276-0.0002622i,-0.0044121+0.0022651i,-0.0039253+0.0025559i,-0.0023731-8.1127e-05i,-0.0021018-0.0032281i,-0.0013889-0.0046434i,0.00045568-0.0042251i,0.0013587-0.0031301i,0.00098943-0.0020269i,-3.9703e-05-0.0010573i,-0.00080277-0.00057519i
0.0015801+0.0023451i,0.0013979+0.0052655i,0.0025672+0.0061883i,0.0032032+0.0012522i,0.0023526-0.0057656i,0.0006466-0.0065811i,-0.00096466-0.0040205i,0.00067101-0.0035642i,0.0031808-0.0038238i,0.0050386-0.0032191i,0.0062236-0.0019091i,0.0067457-0.00053291i,0.0067239-0.0011332i,0.0059055-0.0047685i,0.0046964-0.0069402i,0.0031865-0.0049699i,0.0026169-0.00062742i,0.0025683+0.0028051i,0.0017259+0.003621i,0.00045272+0.0030003i,-1.0551e-05+0.0015728i,0.00027658+0.00067856i,0.00090481+0.00023476i
-0.0022227-0.0014824i,-0.0022539+0.0010376i,-0.001583+0.0025734i,-0.00020981+0.0017507i,-0.00035108+0.00076673i,-0.0007112-0.00074006i,0.0010489-0.0013382i,0.0021389+0.00050027i,0.00021855+0.0020199i,-0.001857+0.0029219i,-0.0030195+0.0043595i,-0.003853+0.005532i,-0.0035425+0.0064818i,-0.0023796+0.0072407i,-0.00017585+0.0065374i,-7.1344e-05+0.0037516i,-0.0021639+0.00046163i,-0.0024178-0.0018374i,-0.00078548-0.0023752i,0.00081083-0.0017464i,0.00071269-0.0012596i,6.131e-05-0.00076674i,-0.00040508-0.00045352i
0.001806-0.0038539i,0.0017013-0.0015973i,0.00095542+0.00041476i,-0.00067975-0.00037479i,-0.0025966-0.0026872i,-0.0031643-0.0028749i,-0.0020852-0.00078983i,-0.00085281+0.00058465i,-0.00043867-0.00053914i,-0.0012607-0.00161i,-0.0015133-0.0011495i,-0.00078059-0.0026197i,-0.0021703-0.0053198i,-0.0042005-0.0064672i,-0.0038737-0.0053826i,-0.0018104-0.0028211i,0.00091889-5.3341e-05i,0.0031863+0.0021199i,0.0026654+0.0025756i,0.00078394+0.0018209i,-0.00023953+0.0010324i,0.00045991+0.00074056i,0.0011636-0.00012813i
0.0029429-0.0020189i,0.0036569-0.002029i,0.0035849-0.0022995i,0.0013866-0.0028737i,-0.0019771-0.0034067i,-0.0033133-0.0026401i,-0.0015668-0.00028371i,-4.5783e-05+0.0028697i,-0.00063563+0.0031599i,-0.0020604+0.0010628i,-0.0024946+0.00078139i,-0.0011616+0.0020719i,0.0016165+0.0026036i,0.004162+0.002138i,0.0046782+7.3585e-05i,0.0020984-0.002214i,-0.0009723-0.0030332i,-0.0020068-0.0038719i,-0.0011179-0.0042371i,0.00063186-0.0032457i,0.0017705-0.0018414i,0.0014248-0.0016448i,0.00015832-0.0017459i
-0.0045-0.00049304i,-0.0037988+0.0034996i,-0.002683+0.0049499i,-0.0032376+0.0023518i,-0.0045641-0.0016556i,-0.0040779-0.0027066i,-0.0028562-0.00017648i,-0.0026236+0.0006675i,-0.0022201-0.0015528i,-0.0016327-0.0026069i,-0.00088055-0.001747i,-0.00088411-0.0011972i,-0.0016497-0.0011762i,-0.0025578-0.0010398i,-0.0023438-0.0010387i,0.00036905-0.0014926i,0.0028124-0.0011799i,0.003042+0.00057361i,0.0028092+0.0024379i,0.0024709+0.0034543i,0.0016626+0.0033346i,0.00060855+0.0021398i,-0.00012214+0.00075202i
0.00018623-0.0055084i,-0.0013426-0.0034839i,-0.0022674-0.0013229i,-0.0021534-0.00098098i,-0.0023132-0.0021048i,-0.0028335-0.0018095i,-0.0024875-0.00045039i,-0.00021629+0.0010206i,0.0014515+0.0024495i,0.00070351+0.0031005i,-0.00042116+0.0029937i,-0.001032+0.0022901i,0.00054768+0.00075834i,0.0030048-0.0017028i,0.0039733-0.003885i,0.0030072-0.0032327i,-0.00015512-0.0015163i,-0.002402-0.0011697i,-0.0025927-0.00093533i,-0.0018775-0.00087711i,-0.00092092-0.0013883i,-9.1147e-05-0.0015458i,0.00039064-0.00090459i
0.0031372-0.0023685i,0.0033724-0.0019931i,0.0044832-0.0016253i,0.0018734-0.0029124i,-0.0023102-0.0045186i,-0.0044126-0.0028212i,-0.0035178+0.0014559i,-0.00168+0.0031886i,-0.00059626+0.0022738i,-0.00047019+0.00083972i,-0.0018204-0.00053869i,-0.0041967-0.0011072i,-0.0052014+0.00094373i,-0.0051688+0.0035604i,-0.0043782+0.0040372i,-0.001951+0.0026237i,0.001426+0.00025735i,0.0041513-0.00073379i,0.0053845+0.00031516i,0.0043919+0.001504i,0.0025712+0.0015632i,0.0016626+0.00097722i,0.001438+0.00019805i
0.0026216-0.0059575i,0.0026382-0.0018419i,0.00096297+0.0021338i,-0.0013452+0.0019178i,-0.0029353-0.00016135i,-0.0036657-0.00067363i,-0.0037364+0.0005006i,-0.0022449+0.00095917i,-0.0011718+0.00097021i,-0.0014336+0.0009551i,-0.00064018+0.00095456i,0.00058171-0.00054298i,0.00042297-0.0040633i,-0.00074054-0.007717i,-0.00085872-0.0084689i,-0.0022407-0.0058204i,-0.0039852-0.0025749i,-0.0042029-0.0013403i,-0.0037804-0.0011359i,-0.0032186-0.00089968i,-0.001817-0.0014474i,-0.00033801-0.0017579i,-0.00016276-0.00075902i
0.0024212-0.0060151i,-2.354e-05-0.0038597i,-0.002981-0.0024759i,-0.0034895-0.0011593i,-0.0019487+0.00026063i,-0.00048072+0.00068768i,-7.7975e-05+0.0013466i,-6.1404e-05+0.0012144i,-0.00043866+0.00042426i,-0.001404+0.00032337i,-0.0016782+0.0015955i,-0.00078819+0.0032918i,0.0017409+0.0032411i,0.0042057+0.0023967i,0.0058981+0.0019236i,0.0066195+0.00043258i,0.0056855-0.0015721i,0.0052389-0.0025491i,0.0054792-0.0018918i,0.0042421-0.00096436i,0.0030335-3.9755e-05i,0.0021355+0.00061847i,0.0011696+0.00027472i
0.0056673-0.0045053i,0.0070579-0.0023445i,0.0056988-0.00079373i,0.00089837-0.0010908i,-0.0030514-0.00077563i,-0.0043442+0.0012149i,-0.0034105+0.0011886i,-0.0013388-0.00056037i,0.00025678-0.0017137i,0.0011485-0.0006486i,0.00088773+0.0011694i,-0.0012847+0.00089705i,-0.0033053+0.0002843i,-0.0043936+9.9361e-05i,-0.004535-0.00011712i,-0.0026944+0.00088624i,-0.00054418+0.0024328i,-0.00098826+0.0036994i,-0.0023592+0.0030529i,-0.0022125+0.0022245i,-0.001293+0.0010496i,-0.00069239+8.2301e-05i,-0.0010275+0.00050029i
0.006391-0.0014188i,0.0042277+0.00051312i,0.0019521+0.0015163i,-0.00018408+0.001141i,-0.0024858+0.0009893i,-0.0023697+0.0010738i,-0.00046442+0.00084186i,0.00094583+0.00055249i,0.0014229+0.00013396i,0.00029858+0.00031547i,-0.0018933+0.00047144i,-0.0027584-0.00031428i,-0.00085036-0.0014257i,0.0014669-0.0014641i,0.002727-0.00094314i,0.0018113-0.001095i,0.00065268-0.0023276i,0.00020939-0.003491i,0.00052049-0.0032763i,0.00063586-0.0018955i,0.00062639-0.0013545i,0.00063107-0.0020006i,-0.00014638-0.0020996i
0.0023505-0.00070902i,0.0017366+0.0018697i,-0.00029671+0.0015535i,-0.0019905-5.2241e-05i,-0.0023105-0.00062923i,-0.0023381-0.0006991i,-0.001889-0.0015458i,-0.0011465-0.0021584i,-0.00037723-0.0012158i,9.7144e-05+0.00049717i,0.00027291+0.00061397i,-0.00020661-9.7304e-06i,-0.0019729+8.4911e-05i,-0.0034647+0.00071194i,-0.0027556+0.0020055i,-0.0013943+0.0028651i,3.5532e-05+0.0041076i,0.00048708+0.0049667i,-0.00046227+0.0040154i,-0.0013253+0.0023599i,-0.0012861+0.0011067i,-0.000961+0.00054928i,-0.00077172+0.00044343i
0.00033137-0.0014058i,0.0018528+0.0013904i,0.0026371+0.0019778i,0.0019483+0.00056161i,0.00032871-0.00041112i,-0.00088413-0.00074936i,-0.00083395-0.0004549i,4.1304e-05-0.00052666i,-0.00018745-0.00072863i,-0.00032808-0.00051199i,0.00096893+1.8813e-05i,0.0021801+9.4691e-05i,0.0024994-0.0028852i,0.0028863-0.0065146i,0.0021549-0.0072813i,0.00023297-0.0071497i,-0.0012721-0.0055032i,-0.0013445-0.0046491i,-0.00046479-0.0056895i,0.00057702-0.0047364i,0.0015686-0.0027981i,0.0010604-0.0016106i,0.00014502-0.0005102i
0.002449-0.00018767i,0.0013716+0.0022679i,0.00073352+0.0030748i,0.0014287+0.00096911i,0.0012031-0.0020628i,-0.00043331-0.0035288i,-0.0011668-0.0031277i,-0.00024965-0.0026966i,0.0002795-0.0021527i,0.00014446-0.0014271i,-0.00012618+0.0010954i,-0.00067671+0.0034211i,-0.00049103+0.004784i,-0.00017815+0.0054238i,0.0011731+0.0043009i,0.0032986+0.0031913i,0.0035351+0.0028453i,0.0025392+0.0031365i,0.0019209+0.0035262i,0.00080655+0.0028555i,-0.00054578+0.0015632i,-0.00054793+0.00096932i,-0.00047089+0.00031341i
-0.003164-0.0056746i,-0.0030259-0.0028675i,-0.0019794+0.00031357i,-0.00062209+0.00040631i,-0.00034139-0.0007867i,-0.00081819-0.00089908i,-0.0005997-0.00091176i,0.0007169-0.0016465i,0.0011871-0.001877i,0.00056226-0.00093917i,-0.00042186-9.5763e-05i,-0.0021553-0.00082384i,-0.0033078-0.0024409i,-0.0031151-0.0029483i,-0.0021379-0.0026134i,-0.00257-0.0016154i,-0.0040109-0.00085956i,-0.0042979-0.0013334i,-0.0026425-0.0021124i,-0.0013609-0.0019025i,-0.0016693-0.0012873i,-0.0017093-0.0011753i,-0.0015676-0.0010658i
0.0031015-0.0043519i,0.0034761-0.001946i,0.0037082+0.00081741i,0.0036039-0.0001987i,0.0030428-0.003228i,-8.0625e-05-0.0044294i,-0.0014309-0.0035779i,0.00012364-0.0018498i,0.00096015+3.6329e-05i,0.00054287+0.00046461i,0.0005599-0.00051809i,0.0019594-0.0012485i,0.0029881-0.00065364i,0.0032158-0.00078645i,0.0026763-0.0013797i,0.002115-0.0012249i,0.0020482-0.0011262i,0.0026624-0.00026057i,0.0032196+0.00096343i,0.0028826+0.00019985i,0.001768-0.00065983i,0.00090196-0.00082402i,0.00020963-0.0014574i
0.0036144-4.6791e-05i,0.0021943+0.0026219i,0.0011976+0.0027242i,0.00053103+0.00039843i,-0.00044203-0.0016455i,-0.00076919-0.0025314i,-0.0005498-0.0021089i,-5.8503e-05-0.0012252i,0.00031426-0.001004i,0.0014526-0.0011065i,0.0031822-0.0010321i,0.0029404-0.0014607i,-1.7129e-05-0.00187i,-0.0026587-0.0016723i,-0.0033311-0.001302i,-0.0027086-0.0014987i,-0.0028429-0.00095561i,-0.0036708-0.00050317i,-0.0030499-0.001139i,-0.001683-0.0010633i,-0.00011233-0.00085971i,-0.00012512-0.00099714i,-0.0008629-0.00026074i
-0.0038998-0.0038141i,-0.0036628-0.0018692i,-0.0031158-0.0010626i,-0.001212-0.0015338i,0.00055089-0.0020637i,0.00086852-0.0029327i,-0.00027879-0.0030974i,-0.00041635-0.0017943i,-0.00013206-0.0012981i,0.00036866-0.00063722i,0.0022368+0.00022184i,0.0039699-0.00045002i,0.0049955-0.0021175i,0.0052931-0.0035155i,0.0051789-0.0039937i,0.0041412-0.00359i,0.0022244-0.0027193i,0.0020283-0.0017004i,0.0027408-0.00063736i,0.0019574-3.1987e-05i,0.00026802+0.00066329i,5.4705e-05+0.0011886i,0.00047601+0.00030937i
0.0051172-0.0030534i,0.0064684-0.001359i,0.006839-0.00046323i,0.0039417-0.001148i,-7.751e-05-0.0028546i,-0.0022312-0.0031776i,-0.0019627-0.0013654i,-0.00045171-0.00016577i,0.0012471-0.00053968i,0.0016178-0.00042492i,0.00041388+0.00063001i,-0.0012557+0.0016323i,-0.0024461+0.0035079i,-0.002727+0.0049382i,-0.0021054+0.00407i,-0.00086538+0.0025517i,-0.00071425+0.0025808i,-0.0019567+0.0031059i,-0.0023976+0.0030713i,-0.0010152+0.002204i,0.00038133+0.00056389i,0.00076076-0.00040885i,0.00058576-0.00027202i
0.0021417-0.001512i,0.0025022-9.556e-05i,0.0010311+0.0011739i,-5.0945e-05-0.00017972i,-0.00056595-0.0028023i,-0.0018255-0.0033844i,-0.0017075-0.0017262i,0.00036334-0.00069814i,0.0020153-0.0011994i,0.0020078-0.0017842i,0.00037621-0.0021656i,-0.00089626-0.0023741i,-0.0018614-0.003721i,-0.0026642-0.0046838i,-0.0034074-0.004082i,-0.0028289-0.0036412i,-0.0011641-0.0034375i,-0.00087436-0.0026675i,-0.00078893-0.0020695i,-0.00056974-0.0014088i,-0.00065642-0.00048806i,-0.00069849-0.00096065i,-0.00026382-0.0018164i
-0.0024533-0.0032213i,-0.0021317-0.00081943i,-0.00060092+0.0010624i,0.0010049-0.00095779i,0.0012539-0.0029796i,-0.00016637-0.0029379i,-0.00103-0.001884i,0.00060522-0.00094095i,0.0016194-0.0013742i,0.0018834-0.0022585i,0.0018881-0.0025422i,0.0017795-0.0022661i,0.0019285-0.0011818i,0.0022268-0.0010437i,0.0027427-0.0014685i,0.0024981-0.0020913i,0.0009268-0.00087163i,-0.0001497+0.0011058i,-0.00085541+0.0015114i,-0.0011593+0.00097164i,-0.0006011+0.00033799i,-0.00049424+0.00058577i,0.00029852+0.00092736i
0.004586-0.003922i,0.0060447-0.0024412i,0.0053142-0.0016319i,0.0031062-0.0017777i,0.0012196-0.0026701i,0.00028251-0.0027772i,-0.00022964-0.0010898i,5.1161e-05+0.00010337i,0.0018454-0.00064334i,0.0028081-0.00083234i,0.002086-4.5051e-05i,0.0012933+0.00015681i,-0.00054561-0.00068392i,-0.0022039-0.0016214i,-0.00133-0.0010493i,-1.7437e-05+0.00033783i,-4.5521e-06+0.00097619i,-0.00039701+0.00010415i,-0.00078035-0.00041027i,-0.00066424+0.00013924i,1.3484e-05+0.00045106i,0.00063411-5.7516e-05i,0.00041696-0.00055935i
0.0021947-0.00042858i,0.0022659+0.0024412i,0.0010133+0.0029284i,-0.00023944+0.0014959i,-0.00099203-0.00058457i,-0.0017236-0.0012101i,-0.0012335-0.00033764i,0.0010362-0.00027591i,0.0026792-0.0007308i,0.0023722-0.0007325i,0.0018977-0.00032907i,0.0022319+0.00080307i,0.0030798+0.00056255i,0.0032313-0.00058777i,0.0023381-0.0007752i,0.001167-0.0010794i,0.00065711-0.00087437i,0.0011297+0.00036012i,0.0011781+0.0017981i,-0.00016063+0.0016044i,-0.00072064+0.00099221i,-0.0012356+0.00056101i,-0.0010173+0.00049024i
-0.00029257-0.001161i,0.00043849-0.00033823i,0.0014819-0.0005026i,0.00053176-0.0017213i,-0.00052104-0.0024305i,-0.00037469-0.0024626i,0.00018528-0.0018591i,0.0017479-0.0010221i,0.002744-0.001014i,0.0017978-0.0012708i,0.000152-0.00066828i,-0.0015883+0.00047148i,-0.0025968+0.0013264i,-0.0026811+0.0020698i,-0.0013364+0.002857i,0.00056761+0.0024531i,0.00043899+0.0011736i,-0.00085243+0.00044953i,-0.0014741+0.00052393i,-0.0017148+0.00023i,-0.00092178-0.00039215i,0.00026044-0.00060395i,7.7762e-05-0.00073866i
0.0014158-0.0038356i,0.00040743-0.00023883i,-0.0012369+0.00060902i,-0.0018015-0.0011838i,-0.0018603-0.0018731i,-0.0013407-0.0004949i,-0.00054674-0.00050523i,0.00029939-0.001236i,0.0016835-0.0011885i,0.0018241-0.0011174i,0.0011663-0.0013513i,0.00055835-0.0022171i,-0.00033844-0.0032525i,-0.00080581-0.0036159i,-0.00047241-0.0032243i,-0.00088066-0.0020311i,-0.00047243-0.00095355i,0.00056004-3.646e-05i,0.00046762+0.0001833i,0.00031888+9.6603e-05i,-0.00010308+0.00090998i,-0.00081722-8.1046e-05i,-0.0008428-0.00089054i
0.0028108-0.0011735i,0.0015758+0.00098268i,0.00086923+0.0016792i,1.1915e-05+0.00025525i,-0.0015264-0.0015993i,-0.002716-0.0014757i,-0.0017746-0.00066349i,0.0010186-0.0010833i,0.0021516-0.002687i,0.00065544-0.0033099i,-0.00059791-0.0016403i,0.00023553-0.00041812i,0.0013882+0.00087235i,0.0015286+0.0023484i,0.00191+0.0014172i,0.0020427-0.00028684i,0.00038203-0.00075722i,-0.0010549-0.00028722i,-0.0013274+0.00024928i,-0.00075405-1.8356e-05i,-8.1405e-05-0.00062368i,-0.00053523-0.00039551i,-0.00092455+4.4322e-05i
-0.0011795-0.0038657i,-0.0035303-0.003044i,-0.0037944-0.0021316i,-0.0019114-0.0028594i,-0.001522-0.0031076i,-0.0019271-0.0018121i,-0.001532-0.00018819i,-0.00013588-4.0423e-05i,0.001537-0.00081018i,0.0016245-0.00021975i,0.00076074+0.00041497i,-0.00019063+0.00035113i,-0.00094965-0.00014896i,-0.002484-0.00031043i,-0.0027962+0.00014154i,-0.0014905+0.0012943i,-0.0003654+0.0019466i,0.0012249+0.0011973i,0.0014122+0.00053647i,0.0013467+6.0663e-05i,0.0016662+0.00018235i,0.00066695-4.0222e-05i,-0.00011809-0.001278i
0.0051406-0.005368i,0.0049314-0.0041348i,0.0047358-0.0022583i,0.0030882-0.0018758i,-0.00023044-0.0022867i,-0.002097-0.0014568i,-0.00046853-0.0009968i,0.0012001-0.0013587i,0.0018559-0.0014847i,0.00091053-0.00062904i,0.00015231+0.0015914i,0.00019535+0.0022626i,0.00094966+0.00095687i,0.0025264-9.6478e-05i,0.002739-0.0016658i,0.0016451-0.0032409i,0.00063761-0.0022949i,0.0003464-4.0366e-05i,-0.00014807+0.00017959i,-0.0010495-1.2729e-05i,-0.0012815-5.0138e-05i,-0.00049989-0.00022339i,-0.00052732-0.00056113i
0.0062903-0.00119i,0.0044952-0.00050866i,0.0020959+0.001074i,0.0011109+0.0010281i,0.0010773-0.0010361i,-0.00034594-0.0014985i,-0.00022608-0.00089286i,0.0019935-0.00032679i,0.0027869-0.0002078i,0.0016259-0.00036117i,7.3767e-05+9.0896e-05i,-0.0011867+0.0002446i,-0.0024678+0.00042926i,-0.003405+0.0020106i,-0.0026204+0.0028536i,-0.00093541+0.0023007i,-0.00041956+0.0010375i,0.00021164+0.00015126i,0.00060174-0.00015488i,0.00042969-0.00094077i,0.00023263-0.00099967i,0.00029625-0.00038377i,0.00013887-0.00038668i
0.0005959+0.00076793i,-7.5713e-05+4.3125e-05i,-0.00097902+0.00050067i,-0.00030235+1.735e-05i,-0.0010486-0.0016069i,-0.0026788-0.0031406i,-0.0024511-0.00267i,-0.00098252-0.00079845i,-0.00075731+0.00051893i,-0.0010441+0.0013131i,0.00015718+0.00088282i,0.00023197-0.001079i,-0.00027549-0.0026648i,-0.00045167-0.0041594i,-0.00084209-0.005483i,-0.0011438-0.0048252i,-0.0012803-0.0015487i,-0.00033082+0.0009034i,8.8697e-05+0.0012845i,-0.00099499+0.0011874i,-0.00096191+0.00067194i,-0.00044952+0.0008849i,-0.00052514+0.00070564i
0.0024073-0.0042198i,0.003132-0.0040981i,0.0022106-0.0021776i,0.001733-0.00070414i,0.00020108-0.00037802i,-0.00091623-0.00094771i,-0.0013148-0.00059061i,-0.0004891+0.0010912i,0.00033203+0.0019531i,0.00053159+0.0025046i,0.00089316+0.0022862i,0.0009766+0.0011903i,0.00062761+0.0015251i,0.00065414+0.0028852i,0.0018472+0.0024399i,0.0027308+0.0011843i,0.0023522+0.00044103i,0.0011641+6.8458e-05i,0.0010788+0.00014338i,0.0010695+0.00022818i,0.0006105-0.00044118i,0.00035193-0.0011366i,0.0006013-0.0011328i
0.0010132+0.00079993i,0.0010157+0.0036361i,-0.00070114+0.0043061i,-0.0016158+0.0020912i,-0.00049375-0.00016087i,0.00053039-0.0018939i,0.00079664-0.0029671i,0.00071129-0.0023213i,-0.00058106+0.00059171i,-0.0015826+0.0022721i,-0.0012392+0.0022543i,-0.0010736+0.00083947i,-0.00046015-0.0014029i,-0.00056814-0.0030384i,-0.0012804-0.0033455i,-0.001551-0.0017744i,-0.0011775-0.00022864i,-0.00029402+0.00035064i,4.0894e-05+0.00046491i,-8.1546e-05+0.00049394i,-0.00013791+0.0011667i,-0.00023747+0.0010489i,-0.00035437+0.00060896i
-0.0080911-0.00024331i,-0.0057491+0.0016038i,-0.0031337+0.00020093i,-0.0016845-0.0016048i,-0.00015232-0.0016499i,0.0011878-0.0015345i,0.0018078-0.001388i,0.0012336-0.00019067i,2.5854e-05+0.00071772i,0.00034599+0.0013911i,0.00089522+0.00098266i,0.00042118-0.00062651i,0.00091127-0.0010378i,0.0019041-0.00086906i,0.002958-0.001638i,0.0036491-0.0024657i,0.0018205-0.0022844i,-0.00045964-0.0015763i,-0.0004669-0.0014043i,0.00027143-0.0017502i,0.00061227-0.0010852i,0.00072571-5.0354e-05i,0.00013201-0.0005044i
-0.0017901-0.011454i,-0.0017769-0.0080574i,-0.0014873-0.0029176i,-0.00014576-0.0013359i,0.00027311-0.0013145i,-0.00013513-0.00036391i,-0.00045238+0.00038302i,-0.00074393+0.0013485i,-0.00061064+0.0022941i,-0.00032298+0.00281i,-0.00047689+0.0023469i,-0.0011916+0.00090367i,-0.0017501-0.00028871i,-0.0020298-6.3208e-05i,-0.001706+0.0011515i,-0.0010223+0.0023748i,-0.00060773+0.0023428i,0.00079272+0.0011732i,0.0020724+0.00061866i,0.0011719+0.00074697i,0.00077995+0.00053408i,0.0005974+0.00053817i,-0.00094714+0.00040839i
0.0050696-0.0075815i,0.005317-0.0036647i,0.0017389-0.00052249i,-0.001206-0.0007263i,-0.0022198-0.00044579i,-0.002144-7.8738e-05i,-0.0013156-0.00011711i,-0.00059696+0.00060833i,-0.00029498+0.0019419i,0.00038331+0.0029226i,0.0018486+0.0023033i,0.0022977+9.46e-05i,0.0017754-0.0018727i,0.0023064-0.0031257i,0.0033906-0.0039262i,0.0022403-0.0039219i,0.00021642-0.0030453i,-0.00047419-0.0013556i,-0.00018344-0.00075585i,7.3303e-05-0.0014894i,0.00058437-0.0016217i,0.0011048-0.0010566i,0.00098506-0.0010452i
-0.0021098-0.0028723i,-0.0031674+0.00014589i,-0.0044279+0.0014064i,-0.0024706+0.0014088i,0.00044235+0.0010477i,0.0016691-0.00038202i,0.00066755-0.00033583i,-0.00032776+0.0016334i,-0.00036565+0.0028487i,0.00058624+0.0035249i,0.0015086+0.0029366i,0.0017058+0.0014029i,0.0020944+0.00045633i,0.0023589+0.00082612i,0.0026661+0.0019431i,0.0026361+0.0025028i,0.0016479+0.0014651i,0.0010191+0.00085857i,0.0009607+0.00046862i,0.0013259+3.8511e-05i,0.00071034+0.00021826i,0.00056495+0.00057312i,0.00060375+0.00026022i
