0.00016128+0.0031118i,0.0014531+0.003778i,0.00074263+0.0013923i,-0.00031272-0.00037474i,-0.001198+0.00018679i,-0.0017999+0.0023243i,-0.00096255+0.003444i,0.00011904+0.0027944i,0.001524+0.001412i,0.0014349+9.0396e-05i,-0.00015074+0.00020687i,-0.00021517+0.00025873i,0.00032516+7.9811e-05i,0.00059222+0.00011728i,0.00076977-0.00025939i,0.00042355-0.0005156i,-2.1728e-05-0.00022332i,-0.00030496-0.00018755i,9.3308e-05-0.00035154i,7.9479e-05+1.3497e-05i,-0.00030729+0.00064004i,-3.3576e-05+0.00037527i,0.00033681-0.00037999i
-0.00040126+0.002877i,1.7701e-05+0.0036035i,0.00038485+0.0027264i,0.00052803+0.0018305i,0.00058249+0.0017061i,0.00047615+0.0015924i,0.00016876+0.0014558i,-0.00044392+0.0011406i,-0.00043579+0.00061747i,8.1809e-05+7.0652e-05i,0.00048274-9.1347e-05i,0.00067808+6.2192e-05i,0.0002053-8.2551e-05i,-3.2803e-05+1.3502e-05i,2.137e-05+0.00014776i,9.5291e-05-0.00048124i,-0.00025748-0.0014714i,-0.00044311-0.0017579i,-4.8732e-05-0.00088146i,0.00017252-0.00016853i,-9.0147e-05+0.00027849i,-8.6807e-05+0.00081673i,-0.0002333+0.0011665i
-0.00046566+0.0018234i,0.00087047+0.0020377i,0.0012255+0.0011861i,0.00046673+0.00030304i,0.0002558+0.00019953i,0.0011242+0.00038253i,0.00034517+0.00050618i,-0.00029065+0.00030872i,-0.00028145-0.00025228i,-0.00017008-0.00059143i,-9.0785e-05-0.00038029i,-0.00086449-2.687e-05i,-0.0010123+0.00014424i,-0.00094316-0.00024803i,-0.001116-0.00047547i,-0.000319-0.0003926i,0.00045752-0.000873i,0.00044289-0.00091806i,0.00011559-0.00014567i,8.3402e-05+0.00022116i,4.2166e-05+0.00042143i,-0.00042172+0.00012855i,-0.0006493-0.00020283i
0.00041154+0.0014586i,0.0017915+0.0020975i,0.0027311+0.0016792i,0.002857+0.00064667i,0.0026125+6.4105e-05i,0.0018406+9.8151e-05i,0.00025843-3.7222e-05i,-0.00093747-0.0001327i,-0.00097311+0.00019171i,-0.00067222-7.348e-06i,-0.00021364-0.0001601i,-0.00015702+7.3276e-05i,-3.8923e-05+4.8719e-05i,0.00024424-0.00031916i,-0.00032839-0.00036121i,-0.00025844-9.6345e-05i,0.00034737-0.00014545i,0.00026153-0.00013974i,-0.00028184-0.00045089i,-0.0004199-0.00056028i,-7.5717e-05-0.00015053i,-0.00054484-0.00039581i,-0.00069967-0.00074869i
-0.00055759+0.0026621i,-0.00095277+0.0035838i,-0.00026529+0.0035447i,0.00052845+0.0020631i,0.00056253+0.0018012i,0.00019203+0.00088744i,0.00030553+4.5149e-05i,0.00016816+0.00069763i,-0.00016805+0.0004606i,-0.00020699+0.00012707i,-0.00073785+0.00087871i,-0.0010216+0.00092714i,-0.0012289-0.00028251i,-0.00097651-0.00086264i,-0.00036605-0.00072798i,-0.00031324-0.00059276i,0.0002029+0.00030003i,0.00098138+0.00037908i,0.00013213-0.00047263i,-0.0010032-0.00059185i,-0.00055777+0.00013185i,-0.00044869+0.00080182i,-0.00076825+0.00088048i
-0.0022284+0.0011076i,-0.001879+0.0018308i,-0.0016075+0.002261i,-0.00099106+0.0017663i,0.00029199+0.0011205i,0.0012003+0.00079956i,0.00078696+0.00065814i,0.00090089+0.00038888i,0.0010336+0.00047772i,0.00029969+0.00026501i,-0.000294-6.1369e-05i,-0.00092359+0.00028579i,-0.0015407+0.00072268i,-0.00092355+3.9153e-05i,-0.00059763-0.00075037i,0.00049804-0.00073313i,0.0011651-0.00041578i,0.00012917-0.00033357i,-9.7372e-05+7.4765e-05i,0.00061369+3.6852e-05i,0.00060223-0.00034451i,0.00049117-0.00032673i,0.00078471+8.8306e-05i
7.3439e-05+0.00073377i,0.0013216+0.0017935i,0.0021481+0.0013742i,0.0027858-1.6322e-05i,0.0018476+0.00074098i,0.00061015+0.0017028i,-0.00071752+0.0012098i,-0.0013009+0.00093549i,-0.00047302+0.00052795i,0.00027943+0.00011974i,0.00044913+3.2111e-05i,0.00040107-0.0004286i,6.8834e-05-0.00064789i,0.00020899-0.0010047i,0.00035335-0.0016653i,0.00013901-0.001191i,0.00028306-0.00041822i,-2.204e-05-0.00014972i,-5.1873e-05+0.00034907i,0.00017386+0.00055481i,0.00061136+0.00052707i,0.00082315+3.9638e-05i,0.0011267-0.00063988i
0.00056299+0.00068053i,0.0020144+0.0005464i,0.0022115+0.00028529i,0.00090172+0.0005801i,0.00019404+0.0013117i,0.00064618+0.0019478i,0.00066147+0.0019781i,6.4373e-05+0.0013183i,-0.00028508+0.0011734i,0.00013775+0.00068935i,0.00052427-0.00032582i,0.00018094-0.00047127i,-0.00015929-0.00028467i,-0.00056913-0.00024168i,-0.00072726+6.7715e-05i,-4.1547e-05+0.0006067i,0.00033469+0.00070081i,0.00078496+7.2074e-05i,0.00045215-0.00024827i,-0.00038237-0.00085162i,-0.00027931-0.0013871i,0.00051511-0.00058026i,0.00038646+0.00043355i
0.00019505+0.0028163i,-0.00035333+0.0034886i,0.00015166+0.0021094i,0.000685-0.000165i,0.0010969-0.00090653i,-8.5112e-05-0.00038208i,-0.0003375+0.00016222i,-0.0002505-0.00018262i,-0.00035038-0.00084872i,0.00044615-0.00060982i,0.00022903-0.000374i,-0.00026115-2.0875e-05i,-0.00010699+0.00076867i,0.00064073+0.00036505i,0.00070238-0.00073992i,9.9727e-05-0.00049956i,-0.00011471+0.00015979i,-0.00017131-0.000627i,-0.00032932-0.0010187i,0.00037558-0.00066269i,0.00080415+0.000255i,0.00025718+0.00079998i,0.00036373+0.00046403i
0.0012946+0.0018123i,0.0024544+0.002435i,0.0022434+0.001937i,0.00085581+0.0015544i,-0.00017854+0.0017922i,-0.000156+0.0017255i,-6.955e-05+0.0012423i,-2.2986e-05+0.00049955i,0.00011411-6.7249e-06i,-0.00033783-3.7525e-05i,-0.00070276+0.00080191i,-0.00027723+0.0015002i,-8.8558e-05+0.00092647i,-0.0003534+0.00015389i,3.2508e-05-0.00031155i,0.0005625-4.2253e-05i,-0.00011338-0.00033235i,-0.00059385-0.00074298i,7.2935e-05-0.00057051i,0.00029966-0.00018857i,0.00042198+0.00010809i,0.00024056+0.00055629i,-0.00036531+0.00024992i
0.00013425+0.0016675i,0.001826+0.0019942i,0.0017619+0.0019841i,0.00087158+0.0013874i,0.00051229+0.00083914i,0.00084818-7.3458e-06i,0.00022814-0.00058906i,-8.3427e-05-0.00015423i,0.00065397+0.00070051i,0.00049434+0.0011232i,-8.2484e-05+0.00028856i,-4.8846e-05-0.00046628i,0.00018603+0.00018199i,0.00040686+3.3293e-05i,0.00094694-0.00084198i,0.0012118-0.0012366i,0.0011586-0.001231i,0.00085055-0.00048615i,0.0002708+3.0309e-05i,4.4862e-05+0.00013739i,0.00030671+0.00023009i,-0.0003111+0.00077867i,-0.0004232+0.00083441i
2.9342e-05+0.0012668i,-6.1982e-05+0.0026796i,-0.00025256+0.0026525i,-3.8395e-05+0.001869i,0.00082572+0.0007387i,0.0017332-0.00010617i,0.0013746-7.0467e-05i,0.00067954+0.00058421i,-0.00015172+0.00054545i,-0.00043982+0.00011598i,-0.00026381+0.00037395i,-0.00019526+0.00032079i,0.00012156+0.00027234i,0.00045033+0.00059635i,0.00029212+0.00050419i,0.00039177+0.00049768i,0.00095266-0.00021551i,-1.1529e-05-0.00064811i,-0.00053804-0.00015249i,-0.00013776-8.714e-05i,-0.00052563-0.00044062i,-0.00067499-0.00019919i,-0.00036803+0.00019991i
0.00028642+0.00027074i,0.00109+0.001042i,0.0013736+0.0025113i,0.0016591+0.0025329i,0.0011405+0.0014635i,0.00078247+0.00026549i,0.00024732+0.00025519i,-0.00065705+0.0010482i,-0.00051978-0.00016916i,0.00013114-0.00032749i,0.00026855+0.00033589i,0.00029471-0.00040024i,8.1302e-05-0.00068i,-0.00027255-0.00079641i,-8.6362e-05-0.0012835i,0.00019862-0.0011905i,0.00023325-0.000598i,0.00012956-0.00078245i,1.3931e-05-0.0009073i,0.00010536-0.00046872i,7.8976e-05+0.000161i,0.00040234-0.00041714i,0.00071411-0.00080974i
-0.0008251+0.0016167i,-1.3944e-05+0.0026876i,0.0016468+0.0029973i,0.0022356+0.0014073i,0.002655+0.0010066i,0.0019985+0.00029684i,-7.4549e-05-0.00061194i,-0.00075475-0.00054114i,-6.7488e-05-0.00033864i,0.00041867+4.2779e-05i,0.00054242-0.00019752i,0.00024816+4.5952e-06i,-0.00032074+0.00074529i,-0.00085704+0.00053299i,-0.00097131-9.8929e-05i,-0.00034594-0.0003125i,0.00032584+1.8592e-06i,0.00032825-0.00030403i,-0.00082216-0.00029193i,-0.00096839-0.00083755i,-0.00042906-0.00086596i,-0.00010551+0.00031244i,0.00043658+0.00055965i
-2.9336e-06+0.003881i,-9.7557e-05+0.0034847i,0.0013427+0.0021777i,0.0020158+0.0010075i,0.0011011+0.00022323i,-0.00026953-0.00037435i,-0.00073642+0.00054975i,-0.00060516+0.0013934i,-0.00034816+0.0008903i,-0.00010164-0.00020477i,-0.00011073-0.00036002i,-0.00075999+0.00018905i,-0.00051613+0.00061956i,0.00075944+0.0017019i,0.00040369+0.0015904i,-9.1815e-05+0.00082495i,0.00092225-0.00010553i,0.00057325-0.00027623i,-0.00048295+0.0001673i,-0.00059978+2.3087e-05i,-0.00024627+0.00034899i,0.00027313+0.00053992i,0.00086281+0.00045547i
0.0020676+0.0036545i,0.0015887+0.0041792i,0.0027586+0.0019957i,0.0017192+0.00015251i,-8.9174e-05-0.00014618i,-0.00067393+8.9408e-05i,-7.4397e-05+6.6933e-05i,0.00026284+0.00049159i,0.00018405+0.00067377i,0.00028944+0.00037947i,0.00045192+0.00042715i,0.00059951+0.00062414i,0.00029915+0.0003607i,0.00059361+0.00015227i,0.0015609-0.00027486i,0.0018482-0.00054061i,0.0015267-0.00034003i,0.0012505-0.00022152i,0.00044051-0.00024507i,-0.00053894-0.00065404i,-0.00056965-0.00084114i,-0.00037773-0.00039533i,-0.00031398-0.00027289i
0.00072711+0.002802i,0.001117+0.003753i,0.0015992+0.0029658i,0.0011948+0.0014725i,0.00089293+0.0012847i,0.00085355+0.0011996i,0.00093894+0.00032651i,0.00066549-7.6689e-05i,0.00051692-0.00014121i,0.00079093-0.00040774i,0.00097939-5.6112e-05i,0.00089076-5.8911e-05i,0.00022653-0.00021997i,-6.3087e-05-0.00035695i,0.00037548-0.00067015i,0.0008362-0.00087168i,0.00083005-0.00050461i,0.0002147-0.00026238i,-0.00057343-0.00033964i,-0.00085244-0.00024066i,-0.00063753+5.4784e-05i,-0.00071094+0.00015319i,-0.00076304-0.00025317i
0.00095604+0.0023694i,0.001083+0.0023029i,0.00084441+0.0023153i,0.00072224+0.0019287i,0.00096354+0.00095758i,0.001423+0.00028235i,0.00022223+0.00051668i,-0.00096853+0.00058514i,2.1868e-05-0.00020361i,0.0010051-0.00030773i,0.00085868-0.00017236i,0.0010973-0.00085368i,0.001339-0.0013298i,0.0012863-0.0012238i,0.00079097-0.0009158i,0.00010555-0.0010283i,0.00011851-0.0014646i,0.00046645-0.001718i,0.00029262-0.0013274i,-0.00037538-0.00042315i,-0.00054795-0.0003513i,-0.00042229-0.00047881i,-0.00042016-0.00039195i
0.001784+0.0014354i,0.0020452+0.0013391i,0.00087354-0.00023281i,0.00010263-0.00051029i,8.0808e-05+0.0004957i,0.00011319+0.00026207i,0.00043362-4.4006e-05i,0.00087531+0.0003528i,0.00068504-0.00024803i,-0.00024419-0.00052958i,-0.0008029-0.00033756i,-0.0002829-0.00010882i,0.00051233+0.00033671i,0.00094277+0.00015415i,0.0010246-0.00027019i,0.0013411-0.0005739i,0.0013322-0.00076032i,0.00055106-0.0002349i,2.1923e-05+0.00031652i,-8.2314e-05+0.00014512i,-0.0003106+2.7499e-07i,-0.0003158+0.00059935i,0.00037566+0.00090423i
0.00041282+0.0012022i,0.00099053+0.0014748i,0.0017572+0.001185i,0.00092748+0.001332i,0.00024847+0.00080923i,0.0011633+0.00052345i,0.00087681+0.00027451i,4.9348e-05-6.1501e-05i,0.0002489-0.00031543i,0.0005877-0.00013172i,0.00025517-5.8591e-05i,-2.021e-05-0.00064332i,-0.00021387-0.0012567i,0.00033654-0.0012584i,0.00026942-0.00076281i,0.00022998-0.0002527i,0.00018216-0.00093802i,9.9753e-06-0.00083968i,7.317e-05+9.4138e-05i,-0.00023368-0.00048216i,-0.00084963-0.00068316i,-0.00071238+0.00019829i,-0.00012189+0.00030802i
0.00023123+0.0027317i,0.0013898+0.0023485i,0.002515+0.0026005i,0.0026732+0.0017073i,0.0017087+0.0010689i,0.00072181+0.00087013i,0.00074991+0.00021881i,0.00096084+0.00099589i,0.00029462+0.0012058i,-3.4086e-05+0.00055729i,0.00027253+0.0010789i,-0.0002861+0.0015845i,-0.00086702+0.00084171i,-0.0002655-0.00026732i,0.00029636+0.00012463i,0.00019369+9.7921e-05i,0.00025917-0.00053049i,-0.00024207-0.00042889i,-0.0012432-0.00089618i,-0.00073737-0.0012528i,-2.2923e-05-0.00062118i,-0.00015828-0.00014174i,-0.00028512+0.00013724i
0.00038373+0.0013438i,0.00063578+0.0013124i,0.00054185+0.00050424i,-0.0005518+0.00018695i,-0.00080488+0.00098799i,-0.00066301+0.0017994i,-0.00037136+0.0011548i,-0.00031369+0.00012419i,0.00012157-0.00015675i,0.00049708-7.3145e-05i,0.00032795+7.3632e-05i,-0.00047397+0.00012759i,-0.00043509+0.00019589i,0.00033658-0.00029435i,0.00040121-0.0012169i,0.00038335-0.0010782i,-9.0375e-05-0.00055791i,-9.6308e-05-0.00035534i,9.3299e-05-0.00017918i,-0.00046157-0.00036756i,-0.00067302-0.00017536i,-0.00055839+0.0006818i,-0.00043294+0.0014788i
0.0011725+0.0022868i,0.0013305+0.0033879i,0.00072188+0.0030108i,0.00035261+0.0016604i,0.00033162+0.0005684i,0.0010944+0.00079338i,0.00092674+0.0008607i,0.00036567+0.00069648i,-0.0003689+0.00027654i,-0.00020381-8.2145e-05i,0.00042684-0.00017234i,4.3282e-05-0.00060194i,-0.00022967-0.00083214i,-0.0001025-0.0012516i,-8.4801e-05-0.0012148i,-5.4999e-05-0.00078461i,-7.2476e-05-0.00060032i,0.00010018-0.00082444i,0.00026071-0.00095568i,-0.00042893-9.3332e-05i,-0.00039039+0.00072638i,-0.00027866+0.00065439i,-0.00027891+0.00072123i
0.0016478+0.0025152i,0.001441+0.0030156i,0.0019894+0.0011389i,0.0013477-0.0011743i,0.00038291-0.001144i,0.00013252-0.00015819i,-0.00012061+0.0004031i,-0.00068096+0.0011682i,0.00040452+0.00048613i,0.0011671-0.00017333i,0.0011309+0.00019359i,0.00063803+0.00064441i,-0.0001146+0.0009573i,0.000601+0.00074467i,0.0015618+0.00040267i,0.00084007+9.4272e-05i,-0.0001174-0.00017846i,-0.00037511-0.00091784i,-8.7266e-05-0.00069121i,0.00032107+0.00062814i,0.00062439+0.0013196i,0.0006812+0.0008917i,0.00064221+0.0004791i
0.001321+0.001257i,0.0016761+0.0022878i,0.0012663+0.0015115i,0.00026159+0.00084412i,-0.00014879+0.00066976i,0.00026021+0.00059013i,0.00013503+0.00037899i,-0.00016909-0.00047472i,-0.00070551-0.00078245i,-0.0011588-9.688e-05i,-0.00079721+0.00041614i,7.8055e-05+0.0006822i,0.00067135+0.00092872i,0.0013146+0.0013823i,0.0013364+0.0013692i,0.00085603-0.00012623i,0.00039939-0.00067155i,-0.0001034-0.00029916i,-0.00019135-0.00060381i,-0.00016613-0.00024503i,-0.00014182+2.6839e-05i,0.00050136-5.7727e-05i,0.00042809+0.00017138i
0.001117+0.0015781i,0.0014409+0.0024047i,0.0012844+0.0013325i,0.00021159-1.6972e-05i,-0.0002536-5.2513e-05i,0.0010244-0.00014987i,0.0015161-0.00014637i,0.0002119+0.0002606i,-0.0001951-0.00031399i,0.00083617-0.00081002i,0.00088698-0.00027976i,0.00028593-2.7037e-05i,0.00061729-0.00044559i,0.00024468-0.00068406i,-0.00032213-0.00054738i,0.00027114-0.001052i,0.00061697-0.0015179i,0.00028532-0.0009332i,1.2254e-05-0.00038926i,0.0001709-0.00087322i,-9.7097e-05-0.00069671i,-0.00074136+8.2232e-05i,-0.001245+0.00068439i
6.436e-05+0.0013689i,0.0010517+0.0013395i,0.0014314+0.00081415i,0.0010574+0.00062425i,0.00070749+0.0008547i,0.00049336+0.00090524i,-5.28e-05+0.00021029i,-0.00057758-0.00058421i,-0.00077969-0.00066613i,-0.00085283-0.000466i,-0.00094929+3.6259e-05i,-0.00094175+0.00034508i,-0.00094879-0.00013989i,-0.00051115-0.00049622i,-0.00023037-0.00081249i,0.0001215-0.00058432i,0.00053753-0.00076134i,0.0002142-0.00089532i,0.00024529-0.00033313i,0.00012395-3.9579e-05i,3.1901e-05+0.00032457i,0.00026766+0.00074732i,0.00032194+0.0006682i
-0.0013221+0.0021735i,-0.00024896+0.0025759i,0.00054497+0.0028241i,0.00095947+0.0024052i,0.0011297+0.001588i,0.0015289+0.00052005i,0.00099245-0.00092703i,0.00039169-0.0011414i,0.00033652-0.00043395i,1.227e-05-0.00015568i,-4.6476e-05-0.0002311i,0.00016175-5.8057e-05i,3.5595e-05-0.00057985i,-0.00060499-0.00099282i,-0.00058883-0.0010938i,-8.6098e-05-0.0009651i,-0.00033507-0.00057597i,-0.00081023-9.8385e-05i,-0.00060821-0.00014448i,-7.991e-05-0.00048138i,0.00012297-0.00059408i,-0.0001099-0.00074103i,-1.5704e-05-0.00055787i
0.0012415+0.00099617i,0.0012241+0.001418i,0.0013957+0.00058747i,0.00075759-0.00099368i,0.00042539-0.0014066i,0.00040378-0.00095983i,0.00017005+0.00032053i,0.000294+0.00089228i,0.00069303+0.0004512i,0.00067699+0.0002633i,0.00048416-0.00020383i,0.00022013+0.00020024i,0.00077159+0.00038051i,0.0023704+3.9858e-05i,0.0020017+0.00012243i,0.00052563+0.00022916i,-4.7779e-05+0.00057073i,-5.1937e-07+0.00025372i,0.00021671-0.00083086i,-1.4334e-05-0.0010733i,-0.00031213+0.00017222i,-0.0002507+0.001383i,-4.6803e-06+0.0014367i
0.0004937+0.0012597i,0.00066031+0.0018678i,0.00040766+0.0010016i,-0.00013213+0.00060733i,-0.00042816+0.0011625i,6.6977e-05+0.0010474i,0.00094533+0.00053479i,0.00030172-9.731e-05i,-0.00037548-0.0013219i,0.00014464-0.0018622i,0.00046944-0.0010999i,0.00063073-0.00040962i,0.00060866+0.00052199i,0.00050534+0.00070223i,0.0010012+2.6705e-05i,0.00071857-1.8377e-05i,0.00040787-0.00010449i,0.00069572-0.00028475i,0.00048612+0.0002019i,-0.00018795-0.00020813i,-0.00060473-0.00050228i,-0.00082522+0.00020414i,1.6375e-05+0.00072262i
-0.0002071+0.0022838i,0.001088+0.0020238i,0.0015885+0.0014532i,0.00034361+0.00085522i,4.0586e-05+0.00037584i,-0.00026979+0.00017986i,-0.00049548-0.0002052i,0.0002066+0.00025999i,0.0010953+0.00075604i,0.00094847+0.00044266i,0.00059133-6.4715e-05i,0.00095985-0.00067055i,0.00064734-0.00052063i,0.00072892-0.00015173i,0.00072554-0.00012785i,0.00023567-0.00060636i,-0.00024097-0.0012662i,-0.00014276-0.00094326i,2.117e-06-0.00031654i,-0.00040153+0.00033878i,-0.00031133+0.00061314i,0.00016206+0.00037849i,-0.00016597+0.00089411i
0.00076154+0.0018504i,0.00099811+0.001584i,0.00039517+0.00047664i,0.00013883-2.42e-05i,-0.00022608+0.00014418i,0.00039025+0.00025335i,0.0011616+0.00034684i,0.00016348-0.00022323i,-0.00053714-0.0009859i,-0.0002474-0.00098416i,-7.937e-07+0.00053819i,0.00066474+0.0010293i,0.00031955-0.00013018i,-0.00020226-0.00072093i,7.8808e-05-0.00081791i,-0.00011516-0.00093682i,-0.0005569-0.0013007i,-0.00090479-0.0011043i,-0.00056958-0.00014344i,7.165e-05+0.00048298i,-0.00022933+0.00070236i,-0.00076058+0.00085549i,-0.00049796+0.00063526i
-0.00037083+0.00034981i,0.00096524+0.00073749i,0.0017011+0.0029324i,0.0013437+0.0027147i,0.0015503+0.00083966i,0.00091292+0.00022925i,-0.00031225-9.2525e-05i,-0.00012201+1.5922e-05i,0.0004908+0.00069637i,0.00017535+0.00074374i,0.00025117+8.1937e-05i,0.00078615+0.00028292i,0.00056265+0.00032096i,6.8092e-05-5.9685e-05i,0.00012092+5.1994e-05i,0.00032719-0.00014464i,-2.4396e-05-0.00059316i,0.00036823-0.00069415i,0.00070182-0.00041713i,0.00047375-0.00054768i,-3.6214e-05-0.00055819i,-0.00050064-0.00054011i,-0.0003811-0.00039971i
-0.00035479+0.0019605i,0.00023839+0.0024588i,0.001169+0.0019421i,0.0011605+0.00053611i,0.00066406-0.00016928i,0.00018727-0.00010935i,-5.7387e-05+0.00018858i,0.0001711+0.00082611i,0.00066182+0.0015506i,0.00027987+0.0012461i,-0.00030757+0.00028139i,-3.1887e-06-0.00026651i,5.3366e-05+8.4966e-05i,-0.00011992+0.00075832i,-0.00029302+0.00059793i,-3.1362e-05+0.00022896i,-0.00011893+0.00015918i,-0.00050994-0.00021332i,-0.00021315-0.00071008i,0.00037028-0.0013659i,0.00037873-0.00094704i,-0.00011047+0.00016232i,-0.00058213+0.00057284i
0.00029979+0.0022411i,-0.0008566+0.0033589i,-0.0009374+0.0024218i,-0.00013523+0.00077989i,-0.00099368+0.000974i,-0.00082341+0.0013022i,0.00074939+0.00075238i,0.00092559+0.00069119i,0.00090728+0.00047145i,0.00047831-0.00019456i,0.00028054-0.00035535i,0.0005139-0.00051491i,0.00032598-0.00060359i,0.00054679-0.00015316i,0.00073551+8.2131e-05i,0.0013643+5.6099e-05i,0.0011889+0.00021116i,0.00053087-0.00030654i,0.00040458-0.00072074i,0.00016517-0.00056752i,0.00026423-0.0005723i,-0.00018694-0.00071338i,-0.00067815-0.0003397i
-0.0021498+0.002418i,-0.00012949+0.0020007i,0.0018584+0.0019903i,0.0020181+0.0015987i,0.0014907+0.0014902i,0.0010176+0.0013906i,0.00051173+0.00077279i,-3.3862e-05-0.00010417i,-0.00032123-0.00060124i,-0.00046864-0.00014179i,-0.00046716-6.1317e-05i,-0.00070235-0.00056454i,-0.0004954-0.00076257i,-0.00013431-0.00066975i,-0.00043539-0.00060554i,-0.00040046-0.00059264i,0.00021762-0.00049478i,0.00020273-0.00051272i,-0.00033342-0.00051178i,-0.00048059-0.0008151i,-0.00058269-0.00068524i,-0.00044598-0.00023689i,0.00020578+0.00037003i
-9.9609e-05+0.00019778i,0.00061189+0.00042284i,0.00078514+0.0014448i,0.00076404+0.00211i,0.00062223+0.001631i,0.00056984+0.00067436i,0.00053713+0.00045808i,-0.00011826+0.00063128i,5.4636e-05+0.00034062i,-0.00020975-0.00016741i,-8.1566e-05+2.272e-05i,-0.00028324+0.00014908i,-0.00012378+0.0001954i,0.00026149+0.00094467i,0.00027638+0.0011032i,0.00016146-6.4866e-05i,-0.00047559-0.00091032i,-0.00061624-0.00096219i,-0.00095383-0.00044016i,-0.00073662-0.00024305i,0.00036122-0.00059387i,0.00024609-8.1853e-05i,-0.00023552+0.00011324i
-0.0001672+0.0021308i,0.00025202+0.0034001i,0.00052017+0.0028892i,0.00031535+0.0021304i,0.00097392+0.0015938i,0.00056387+0.001798i,-0.00058775+0.001103i,-0.00070915-8.7006e-05i,-1.0719e-05-0.00041982i,0.00052498-0.00055619i,0.00052493-0.00030134i,0.00023471-0.00043037i,-0.00034213-0.00024697i,-0.0003485-1.4829e-05i,-6.8595e-05+8.5834e-05i,0.00017944-0.00041468i,9.3657e-05-0.00095416i,0.00020309-0.00092624i,0.00033796-0.00013992i,0.00014142-0.00014031i,-1.1123e-05-0.00063221i,9.7824e-05-1.8692e-05i,0.0001494+4.4574e-05i
-9.8822e-05+0.0029671i,0.0007399+0.0039583i,0.0013239+0.0023427i,0.0012621+0.00073915i,0.00070049+0.00099325i,0.00010494+0.00081353i,-0.00034401+0.00047434i,-0.00029216+0.00059001i,0.00019946+0.00069596i,-7.4422e-05+0.00010037i,-0.0002708-0.00052064i,0.00037118-0.00083756i,0.00042171-0.00035772i,-9.2674e-05+0.00039707i,-0.00013108-0.00012625i,-7.2946e-05-0.0013813i,-0.00017771-0.0015192i,0.000102-0.0015537i,0.00031634-0.00079636i,0.00024143+0.00039334i,0.00034915+0.0003896i,-0.00018774+0.00011686i,-0.00022101+9.2922e-05i
-0.0017265+0.0020741i,-0.0008491+0.0030083i,0.00010926+0.0022396i,0.00035511+0.00061346i,0.00059924+0.00013875i,0.00042663+0.00085901i,-0.0002597+0.00074994i,-0.00056307+0.00016922i,0.0002121-0.00013719i,0.0011456-0.00011312i,0.00047566+0.00011184i,-0.00067593+0.00024781i,-0.00027673+0.00055555i,-0.00052695+0.0007464i,-0.00060982+0.00026165i,-0.00030979-0.00016888i,-0.00027961-4.393e-06i,4.3086e-05+0.00014664i,1.6451e-05+0.00031268i,3.1118e-05+0.00039287i,-1.0855e-06-0.00041776i,-0.00066727-0.00035378i,-0.0012539+7.1972e-05i
0.00019594+0.0017672i,0.00049121+0.002715i,0.0012732+0.0019958i,0.00094695+0.0014879i,0.00019516+0.0020604i,-5.4684e-05+0.0019112i,-0.00031207+0.0011049i,-0.00041029+0.00023088i,-0.00014598-0.00017692i,0.00051606+0.00015077i,0.00087672+0.00085631i,0.00049592+0.00070208i,-9.4497e-05+1.5166e-06i,-0.0004095+0.00016618i,0.00021182-0.00033189i,0.00094381-0.0011388i,0.00065676-0.0014731i,2.2205e-05-0.00095853i,-0.00010345-0.00043602i,-5.1131e-05-0.00014871i,-4.0657e-05+0.00076307i,0.0003147+0.0006812i,0.00040119+0.00038403i
-0.00053669+0.0018121i,0.00033249+0.0025964i,0.00027429+0.0020924i,0.00046169+0.00017409i,0.00097605-6.8538e-05i,0.0014832+0.00066529i,0.0010308+0.00045063i,-5.1589e-05+4.9454e-05i,-0.00049309-0.00034639i,-0.00067518+0.00033557i,-0.0013023+0.0006613i,-0.0010154-0.00011641i,-0.0002386+0.00010471i,-0.00015004+0.00040585i,0.00030242+9.0797e-06i,0.00056688-0.00027726i,-9.5344e-05-0.00046291i,-0.0001319-0.00025877i,0.00047412-0.00011237i,0.00033663-0.00020709i,8.6777e-05+0.00023498i,-0.00058662+0.00024703i,-0.0014181+0.0001008i
0.00034178+0.0035803i,0.0019887+0.0030464i,0.0021876+0.0015789i,0.0018512+0.00091673i,0.0010187+0.0014992i,0.00056814+0.0011461i,0.00073097+0.00018337i,0.00050756-0.00024522i,0.00014371-0.00041092i,-3.5409e-06-4.1218e-05i,-0.00018726+0.00018043i,0.00017123-0.00035518i,0.00010341-0.0004934i,-0.00027476-0.00023143i,0.00040386+0.00016192i,0.00022869+0.00025706i,-0.00016588-0.00075771i,3.1088e-05-0.00054014i,-0.00013281+0.00067606i,-0.0003351+0.00082375i,-0.0004411+0.0008162i,-0.00059312+0.00030173i,-0.00063803-8.996e-05i
0.00053022-0.00049615i,0.00073137+0.00072313i,0.00029993+0.00052778i,6.2143e-05+0.00033383i,8.6327e-06+0.00064986i,-0.00045266+0.00056019i,-0.0014863+0.00072862i,-0.0014724+0.00064284i,-0.00052031+0.00039921i,-0.00042383+0.0007039i,-0.0006511+0.00036967i,-5.7998e-05-0.00019196i,0.00070963-0.00028752i,0.00098059-0.00017765i,0.001487-0.00015111i,0.0013049-0.00068315i,0.00062539-0.0018759i,0.00065291-0.0020163i,0.00042231-0.00097786i,-0.00027256-4.7792e-05i,-0.00068734+8.8452e-05i,-0.00080544-0.00052284i,3.0531e-05-0.00054244i
