-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
0.0024422+0.00020565i,0.0027306+0.0002803i,0.0016556+7.1555e-05i,0.00065845+0.00040272i,0.00030756+0.00075581i,0.00027662+0.00027248i,0.00028891-0.00069797i,-0.0002208-0.00048191i,-0.00070539+0.00031847i,-0.00061559+0.00030769i,0.00015074+1.0864e-06i,0.00040272-9.3578e-05i,0.00072444+0.00021873i,0.00042063+0.0002407i,-9.6164e-05-4.2487e-05i,-0.00012912+0.00026016i,-0.00024688+0.0001361i,9.5593e-05+0.00045198i,0.00021829+0.00037454i,-0.00043668+0.00030039i,-0.00058385+0.00072019i,-0.00032169+0.00074735i,-0.0003526+0.00046611i
-0.0013145+0.0025063i,-0.001452+0.0020715i,-0.00064998+0.001112i,0.00037331+0.0012192i,0.00015892+0.0013909i,-0.00065373+0.00031458i,-0.00069299-0.00058533i,-0.00012852+0.00026241i,0.00010524+0.0011186i,3.0701e-05+0.00032549i,0.00027369-9.2337e-05i,-0.0001074+0.00046355i,-0.00030584+0.00059169i,8.1141e-05-0.00056647i,0.0001751-0.00078141i,-2.3907e-05+0.00014008i,0.00030823+0.00049489i,0.00058473+0.0002074i,0.00039259-0.00019059i,0.00033553-0.00036794i,0.00076987-1.983e-05i,0.00087867+0.00013463i,0.00079709+0.00027726i
-0.002869+0.001521i,-0.0026153+0.0020891i,-0.00045722+0.001713i,0.0011415+0.0010751i,0.0010865+0.00052887i,0.00059491+0.00024596i,0.00053515-0.00034967i,3.5576e-05-0.00019359i,-8.5561e-05+0.00022456i,0.00028245+0.00044302i,0.00058545+0.00066876i,0.00087529+0.00064219i,0.00094789+9.4621e-05i,0.00088964-0.00098616i,0.00093876-0.00089941i,0.00092789-1.6874e-06i,0.00065272+0.00038885i,0.00035281+0.00031503i,3.2399e-05+0.00021277i,-0.00047554+0.00052625i,-0.00069371+0.00058533i,5.9815e-05+0.00024809i,0.00075136+0.00035555i
-0.00051237-0.0020869i,0.00071224-0.0017701i,3.4499e-05-0.0010879i,-0.0002154-0.00050728i,0.00062929+0.00048197i,0.0010093-0.00027128i,0.00096375-0.0014076i,0.00063349-0.0012323i,0.00012394-0.00036224i,5.3381e-05+0.0001952i,0.00023682+0.00038363i,8.0685e-05-0.00010929i,0.00014045-0.0012276i,0.00074113-0.00092551i,0.0007684-9.7312e-05i,9.3251e-06-0.00016034i,-0.0001231-0.00022657i,-0.00031968-0.00031895i,-0.0007332-0.00065462i,-0.00013346-0.00028428i,0.0002358+0.00033588i,0.00059105+1.0197e-06i,3.05e-05-0.00051709i
-0.0012633+0.0010624i,-0.0010893+0.0020675i,-0.00030989+0.0030023i,0.00038453+0.0028839i,0.00077882+0.0022503i,0.00025678+0.00071857i,-0.001075-0.0010555i,-0.0014283-0.00059453i,-0.0012152+0.0010957i,-0.00043975+0.0011586i,0.00073842+0.00010745i,0.00086954-0.00013959i,0.00051146-0.00012016i,-0.00010396-0.00038495i,0.00034215-0.0010866i,0.0012399-0.0013705i,0.0010946-0.0010378i,0.0008609-0.00048819i,0.00062664-0.00051192i,-0.0001883-0.0010482i,-0.0001609-0.0011558i,6.2633e-05-0.00013016i,-0.00012768+0.00098174i
-0.0016471+0.0013272i,-0.0017222+0.0003774i,0.00030761+5.3079e-05i,0.0012467-0.00018467i,0.00094445-0.00051394i,-0.00025004-0.00050253i,-0.0013648-0.00054986i,-0.0013056-0.00011521i,-0.00075078+0.00071169i,-0.00019781+0.000981i,-2.6221e-05+0.00044988i,0.00045153+9.2785e-06i,0.00065623+0.00074148i,0.00067104+0.0012154i,0.00054702-0.0002806i,-0.00015188-0.0012411i,-0.00020209-0.00040742i,2.4294e-05-8.2404e-05i,-0.00055065-0.0002661i,-0.00091105-0.00074789i,-0.00046165-0.00090248i,8.8147e-05-0.00024745i,0.00087258-0.00016478i
0.00039062-0.00061608i,0.00042579-0.00099476i,0.00050842-0.00024332i,-0.00037772+0.00084764i,-0.00029979+0.00049545i,0.0004686-0.00049368i,0.0002923-0.00090859i,-0.00061824-5.9774e-05i,-0.00049014+0.0010197i,-0.00038646+0.001169i,-3.9299e-05+0.00032863i,0.00044783-0.00014631i,0.00012819-5.5551e-06i,-0.00010406+6.7593e-05i,-0.00026091+0.00043544i,-0.00078252+7.4959e-05i,-0.00091238-0.00039564i,-0.000756-0.00013145i,-0.0008854-8.7403e-05i,-0.00063917+0.00037642i,-0.00032218+0.00090903i,-0.00029579+0.00097893i,1.4966e-05+0.00041573i
0.00099425-0.00065561i,0.00017231-0.00098906i,0.00032968-0.0013381i,0.00037325-0.00055659i,-0.00033441+0.00035287i,-0.0018643+0.00034838i,-0.0019281+0.00023978i,-0.0012969-0.00033407i,-0.0010418-0.00088319i,-0.00044794-0.00050265i,0.00013705+1.799e-05i,-0.0001972+0.00030904i,9.4258e-05+0.0001861i,0.0011651+0.00025592i,0.00076967+0.0006764i,-0.00038673+0.00072141i,-0.00079264-0.00024511i,0.00021163-0.00046917i,0.00075554+0.00057079i,0.00025688+0.00076931i,-0.00047551-0.00013248i,-0.00036375-0.0007038i,0.00013734-0.0003414i
0.0005404-0.0010088i,-0.00064093-0.0019233i,-0.00030331-0.0013395i,0.00011048-0.0006067i,-0.00092542-0.00058871i,-0.0018146-7.7915e-05i,-0.0013372+3.6187e-05i,-6.9538e-05-0.00040694i,0.0001307-0.00056503i,-0.0010462-4.9902e-05i,-0.0015407+0.00037675i,-0.00051473+0.00087321i,0.00050007+0.0010405i,0.00013703+0.00056412i,-0.00076899+1.9164e-05i,-0.00062594-0.00037115i,0.00019857+0.00018773i,0.00094216+0.00057356i,0.00043385+3.0712e-05i,-0.0007388-0.00080221i,-0.00084247-0.0010885i,-0.00065985-0.00046493i,-0.000165-0.00088552i
0.0013198-0.00044145i,0.0019693-0.0015451i,0.002188-0.0019667i,0.0015308-0.0014453i,0.00084318-0.0010427i,1.2023e-05-0.001246i,-0.00018961-0.0010828i,-0.00024996+0.00020404i,-0.00052701+0.00062987i,-7.0304e-05+0.00061685i,0.00019879+0.00043668i,0.00017291-6.3582e-05i,0.00080353-0.00013016i,0.00063767+2.6095e-05i,0.00010876-0.00015672i,0.00028683-0.00013674i,0.00018486-0.00072381i,-0.00023617-0.0012333i,-0.00052751+2.5765e-05i,-0.00055625+0.00062336i,-0.00033718-9.9357e-05i,-0.00018398+0.00021299i,-0.00028643+0.00068498i
-0.0012197-0.0012147i,-0.0025236-0.0018929i,-0.0027965-0.0014327i,-0.0022569-3.7215e-05i,-0.00057489+0.00045853i,0.00042206-0.00025229i,0.00039553-0.00074686i,0.0008864-0.00065933i,0.00034079-0.00041576i,0.00017046+0.00014868i,0.00034973+0.00031968i,5.329e-05+4.2447e-05i,0.00040098+1.1259e-05i,0.00010771+0.00040268i,-0.00036748+0.00036325i,0.00010834+0.00014933i,0.0007567+0.00038364i,0.00046968+0.00037121i,-0.00044752+3.2743e-05i,-0.00069688-0.00034166i,-0.00020415-0.00014685i,0.00062414-0.0005935i,0.001169-9.2571e-05i
0.00035282+0.0015574i,0.00023395+0.00094076i,0.0008554+0.0002073i,0.0017626-0.00019942i,0.0012597-0.00026492i,0.00078554-0.00085299i,0.00013858-0.0010711i,-0.0012624+3.1823e-05i,-0.0013335+0.0005519i,-0.00047842-0.00011867i,-2.1969e-05-0.00092333i,0.0004003-0.00087036i,0.00050938-0.00064029i,0.0002669+1.3799e-05i,7.8426e-05+0.00024845i,-0.0010663-0.00055067i,-0.0016146-0.0011708i,-0.0010008-0.0010172i,4.7499e-05+0.00018451i,0.00075665+0.00040662i,0.00065471+0.00015211i,0.00061687-2.6215e-05i,0.00060024-0.00096375i
0.00039427-0.0021563i,0.00045632-0.0014116i,-0.00023573-0.0011406i,-0.00099776-0.00089455i,-0.0012498-7.0259e-05i,-0.00083862-0.00037738i,-0.00074779-0.0012523i,-0.00049052-0.0013256i,-0.00077817+9.9646e-05i,-0.0003616+0.0011654i,9.9786e-05+0.0011538i,-0.00056253+0.00094078i,-0.00017403+0.0003667i,-3.3762e-05+0.00021213i,-0.00024211+0.0001282i,0.00036557+6.2088e-05i,0.00060647+0.00043714i,-7.6338e-05+0.00092793i,-0.00022199+0.00063851i,0.00011333+9.5022e-05i,0.0003599+0.00018282i,0.00042432+0.00025241i,0.00012403+0.0010167i
0.00097274-0.00076256i,0.00027715-0.00092488i,0.00016819-0.0010029i,0.00083999-0.00082164i,0.00066029+5.7656e-05i,-0.00028391-9.839e-05i,-0.00076544-0.0010891i,-0.00047075-0.0011421i,6.5354e-05-0.00080439i,7.543e-05-0.00032908i,-0.00010682+0.00010045i,0.00020855+0.0002218i,0.00040037+0.00050608i,-0.00012942+0.00087338i,-0.00058855+0.00035645i,-0.00073163-0.00011877i,-0.0014889+8.271e-05i,-0.00063074-6.3636e-05i,0.00081493+4.5615e-05i,0.0010483-7.1819e-06i,0.0004013-0.00062561i,-2.9862e-05-0.00018799i,-0.00014402+0.00024718i
-4.4664e-05+0.00056118i,0.0002723+7.7552e-05i,-0.00025198-0.00064819i,-0.00080527-0.00036443i,-0.0012798+0.00067563i,-0.00031207+0.00079198i,9.5403e-05+0.00046083i,-7.2455e-05+0.00018584i,-0.0001304-3.4407e-05i,-0.00057973-0.00010265i,6.8918e-06+6.8594e-05i,0.00072232+0.00041821i,3.7056e-05-8.1618e-05i,-0.00024606-0.00021625i,0.00037182+0.00024864i,0.00023056-0.00033809i,-0.0003163-0.00052978i,-0.00050702+0.00022562i,-0.00028569+0.00051758i,-0.00031189+2.3761e-05i,-0.00012519-0.00020869i,0.00073838-5.6949e-05i,0.0012527-0.00016485i
0.0010303+0.00019089i,0.0020914+0.00028801i,0.0025063-5.4238e-06i,0.0025455-0.00105i,0.0021979-0.0016804i,0.0013008-0.0016932i,0.00068282-0.0012441i,0.00092378-0.00048512i,0.00063195-3.1247e-05i,-0.00020435+0.00050224i,-0.00066389+0.00079394i,-0.00070656+0.00017834i,6.6388e-05-0.00071376i,0.00050711-0.00057613i,-0.00033284-1.0722e-05i,-0.0012405+1.2919e-05i,-0.0011352-0.00076055i,-0.00096-0.00098335i,-0.00084859-0.00011783i,0.00022708-0.0006996i,0.00075962-0.00089551i,3.263e-05-0.00054139i,-0.00039647-0.0003321i
-0.0022578-0.00095404i,-0.0015202-0.0010176i,-0.0025519-0.00074861i,-0.0020409+0.00038838i,-0.00043222+0.0015975i,0.00050646+0.0011094i,0.0006315-0.00054553i,0.0001657-0.00038189i,-0.00029356+0.00038704i,-0.0010385+0.00036934i,-0.0013604+0.00045786i,-9.7153e-05+0.00052652i,0.0013213+0.00032307i,0.0016192+0.00029083i,0.0017249+0.00029041i,0.00092698-0.00040709i,-0.00038318-0.0010348i,-0.00015272-0.00013636i,0.00086378+0.00086296i,0.00021014+9.1519e-05i,-0.00041983-0.00071762i,-7.5115e-05-0.0010742i,0.00019612-0.00071946i
-0.00095538-0.00049583i,-0.0012811-0.00051027i,-0.00050364+1.0241e-05i,-0.00012865+0.0003948i,-0.00080363+0.00073777i,-0.00067495+1.8978e-05i,-4.5737e-05-0.00083887i,7.4052e-06-8.9466e-05i,-8.9406e-05+0.00053933i,0.00021827+0.001065i,0.00061953+0.0013728i,0.00043413+0.0011632i,0.0003189+0.00087822i,0.00065251+0.00059605i,0.00053674+0.00065286i,0.00021247+0.00062061i,1.0644e-05+0.00044155i,5.0109e-05+0.00051007i,-9.7818e-05+0.00024263i,-5.0576e-05+0.00014306i,0.00042549-6.4842e-05i,0.0011201-0.00070741i,0.0013789-0.00025311i
0.0016366-0.0020229i,-0.00014235-0.0019641i,-0.0025944-0.001927i,-0.0028488-0.0015082i,-0.0024319+0.00018104i,-0.0016944+0.00053633i,-0.0012117+0.00053967i,-0.00099075+0.0010078i,-0.0004521-0.00027791i,-0.00031416-0.0018207i,0.00017727-0.0009679i,0.00091696+0.0004014i,0.00098083+0.00093263i,0.0013086+0.0016834i,0.00097547+0.0015451i,-0.00012303+0.00064209i,-0.00085251-0.00017713i,-0.00090231-0.00081498i,-0.00050902-0.0009073i,-0.00058053-0.00035539i,-0.00073095-0.00032813i,-0.00027839-0.00027089i,7.8029e-05+0.00085977i
0.00067468-0.0016641i,0.00061423-0.0018711i,0.00053014-0.0018823i,-0.00012985-0.00081306i,-0.00032736-0.00049707i,-6.0954e-05-0.0007272i,0.00029523-0.00045918i,0.00051623-0.00042508i,-9.4983e-05-0.00050201i,-0.00056973+8.8446e-06i,-0.00074549+0.00019566i,-0.00058636-7.892e-05i,0.00067289+0.00070827i,0.00043279+0.0013814i,-0.00078425+0.0012338i,-0.00065734+0.00037658i,-0.00022123-0.00013508i,-5.331e-05+0.00016932i,0.00025835+0.00033181i,0.00020851+0.00022397i,3.4392e-05+4.2893e-05i,-0.00011388-0.00013151i,-0.00019523-0.00039846i
-0.0010714+0.00089271i,-0.0014845+0.0015155i,-0.0015256+0.0016451i,7.1701e-05+0.0014554i,0.0011176+0.00047615i,0.00067645-0.0010214i,-0.00038212-0.0011453i,-0.00074765-0.00056675i,-0.00056211-0.00067905i,-6.1793e-06-0.00097416i,0.00076206+0.00018529i,0.00041056+0.001095i,-0.00015662+0.00025572i,0.00010202-0.0007141i,0.00037498-0.00068584i,0.0002953-0.00041363i,3.5436e-05-0.00022092i,-0.00043695-4.543e-05i,-0.00070512-6.3965e-05i,-0.00013537+0.00056758i,7.6324e-05+0.0010803i,0.00044682+0.000573i,0.00091988+0.00038159i
-0.00095882-0.0008939i,-0.0015503+5.8672e-05i,-0.00023445+0.00063414i,-0.00016692+0.0007634i,-0.00041324+0.00068882i,0.00029845-0.00050646i,3.1255e-05-0.0012688i,-0.00047665-0.00048324i,0.0001725+0.0002614i,0.00060956+0.00061645i,0.00060665+0.00059531i,0.0003401+0.00035394i,1.1988e-05+0.00030333i,0.00022523-0.00012296i,0.00017472-0.00051849i,-2.2578e-05+0.000121i,0.00041115+0.00016876i,0.00052052-0.00028974i,1.1365e-05-0.00077307i,-0.0002123-0.00082923i,8.0161e-05-0.00022931i,0.00058458+0.00041612i,0.0003979+0.00024431i
0.0010996-0.0046661i,-0.0017107-0.0045681i,-0.0035826-0.0044301i,-0.0039338-0.0033825i,-0.0031257-0.0013002i,-0.0011032+0.00033812i,-0.00072133+0.00048508i,-0.00040733-0.00012916i,0.00015674-0.00035284i,-0.00014634+0.00011315i,-0.00038407+0.0005716i,-0.00055364+0.00067678i,0.0004376+0.0013026i,0.00088177+0.0018151i,-2.1111e-05+0.001407i,-0.00019883+0.0012951i,1.5077e-05+0.00056235i,-0.00012419-0.00022069i,-0.00041434+0.00064911i,-0.00087183+0.00067021i,-0.00092409-7.3763e-05i,-0.00010782-0.00023389i,0.00059755+0.00016504i
0.0025372+0.0018489i,0.0025174-0.00013901i,0.0027235-0.00069556i,0.0014661-0.0003322i,0.00089077-0.00078628i,0.000154-0.0011414i,-0.00095862-0.0011005i,-0.00096319-0.00035814i,5.3364e-05-0.00025738i,0.00032982-0.00037887i,0.00029946-0.00022994i,0.00028869+6.2646e-05i,9.4017e-05+0.00053639i,-0.00032121+0.00080886i,-0.00028347+0.00062584i,0.00053682+0.00026334i,0.0004709+0.0006487i,0.00058547+0.00047095i,0.00049844-0.00021077i,0.00016092-0.00025137i,0.00059114+0.00034246i,0.00079956+0.00043131i,0.00079153-0.00018692i
0.0013314+0.0018016i,0.0016085+0.0010303i,0.00061161-0.00027129i,0.00053184-0.0007435i,0.001235-0.00079111i,-1.4744e-05-0.0012491i,-0.00083144-0.0012237i,-0.00030997-0.00025459i,-0.00065176+0.00017515i,-0.00070613+0.00017537i,-0.00046004+0.0012483i,-0.00058272+0.001261i,-0.00061368+0.00047608i,-0.00011949-0.00019789i,0.00052894-0.00042121i,2.7852e-05+0.00026986i,-0.0005426-0.00019548i,-4.0162e-06-7.4598e-05i,0.00059558+0.00041834i,0.00091422+7.3383e-05i,0.00093201-0.00096901i,0.00055377-0.00088334i,0.00010426-0.00054978i
-0.0016901-0.00011193i,-0.00097597-0.0011732i,-0.0010507-0.001644i,-0.0012834-0.00099634i,-0.00091455+0.00016877i,-0.00093612+0.0009296i,-0.0011765+0.0010577i,-0.00097798+0.00097577i,-0.00041308+0.00074394i,-9.7567e-05+0.00040196i,0.0001791+0.00081716i,0.00064259+0.0009645i,0.0011479+0.00032353i,0.0014651+0.001225i,0.00099312+0.0011637i,0.00029844+0.00024607i,-0.00010411+0.00017704i,-0.00024971-0.00073269i,-0.00021808-0.0014151i,-0.0001591-0.00089874i,0.00090961-0.00056143i,0.0013215-0.0004169i,0.00083881-0.00041922i
-0.0013921-0.0032558i,-0.00010377-0.0018831i,0.00090585-0.00032734i,0.00098011-0.00093836i,0.00043215-0.00064409i,-0.00079624-0.00051995i,-0.0011614-0.00074506i,-0.00043639+0.00016902i,-9.217e-05+0.00022956i,-0.00036345+0.00019561i,-0.00017522+0.00093895i,0.00024211+0.0012967i,0.00026824+0.00078309i,0.00010709+0.00031252i,0.00016634+0.00032475i,0.0002302+0.00019107i,0.00048409-0.00031566i,0.001205-0.00048148i,0.001043+0.00029978i,-0.00011874-6.5053e-05i,-0.00070006-0.00034438i,-0.00079818+3.0458e-05i,-0.00051817-3.0959e-05i
0.00092413+0.00052579i,-0.00016938-0.00011898i,-5.1557e-05-0.00032927i,0.00041928+3.1334e-05i,-2.4899e-05+0.00022587i,-1.2751e-05+3.5438e-05i,-0.00010208-0.00012715i,-0.00075755+6.0043e-05i,-0.00087956+0.00032944i,-0.00022143+0.0003755i,0.00066317+0.00053829i,0.0010596+0.00015323i,-0.00017946-0.00037168i,-0.0011703-9.6095e-05i,-0.00093172+0.00048528i,-0.00038076+0.00022232i,-0.00051796-0.00025611i,-0.00077417+0.00017505i,-0.00082501+0.00060345i,-1.8181e-05+0.00045876i,0.00072783+0.00017087i,0.00035619-0.00045532i,-0.00036024-0.0006895i
-0.0023829-4.661e-05i,-0.0021585-0.00043705i,-0.0023641-0.00037936i,-0.0012767+0.0006161i,2.2437e-05+0.00093066i,0.00044586+4.4743e-05i,0.00041143-0.00088108i,0.00021754-0.0016958i,-1.2844e-05-0.0015705i,0.00077318-0.00064178i,0.00096395-0.00040183i,4.3272e-05-0.00050074i,-0.00030463-0.00018319i,3.2754e-05+0.00027898i,0.0006738+0.00051669i,0.00053222+0.00030744i,-0.0001926+0.00068794i,-8.0868e-05-0.00019464i,0.00038834-0.0015167i,0.00021798-0.00083295i,-0.00019403+8.723e-05i,9.1549e-07-6.5437e-05i,-0.00019016-0.00017107i
-7.6444e-05-0.0013134i,7.6481e-05-0.0017551i,0.001416-0.00042152i,0.0020344+0.00085532i,0.0012395+0.00029639i,0.00051376-0.0011802i,5.0065e-05-0.0014386i,-6.2677e-05-0.00079188i,-2.5123e-05-0.00049928i,-0.00019015+4.158e-05i,-6.9906e-05+0.00090761i,0.00077704+0.0012476i,0.00069947+0.00054511i,0.00012343-0.00032008i,-0.00044098+7.8567e-05i,-0.0013364+0.0009013i,-0.0017779+0.00084607i,-0.0012825+0.00037055i,-0.00082171-0.00035056i,-0.00078322-0.00044148i,-0.00024244-0.00017864i,0.00020178-0.00021733i,-0.00066419-0.00043478i
0.00085251+0.00073246i,0.0011302-0.00060442i,0.00034724-0.00073287i,0.00012547-0.00059843i,0.00041986-0.0002285i,0.00018351+0.00024153i,-0.00017075+0.00049193i,-0.00078664+0.00059702i,-0.00081425+0.00090482i,-0.00043907+0.0010093i,-0.00044116+0.00059744i,-0.0001203+0.00047715i,-0.00033006+0.00019337i,-0.00089591-6.1883e-05i,-0.0002653+0.0001207i,-5.5812e-05+0.00072152i,-0.00036888+0.00010771i,0.00061131-0.00030615i,0.0013438-0.00055037i,0.0020115-0.00048713i,0.0010261+0.00015748i,0.00025982+0.00021495i,0.00017565+0.00027614i
-0.0016809-0.0017142i,-0.0022838-0.0022907i,-0.0025861-0.001791i,-0.002561-0.00041042i,-0.0013267+0.00050833i,-0.00018845+0.00017128i,-0.00013908-0.00045495i,-0.00073532-0.00062659i,-0.00060721-0.00056211i,9.0688e-05-3.0159e-05i,-0.00054853+0.00089152i,-0.0010415+0.0013821i,-0.00032128+0.0010048i,0.0004957+0.00057139i,0.0013371+0.00081387i,0.0013608+0.00087913i,0.00033133+0.00042117i,0.00058724-0.00010505i,0.0010257-0.00012053i,0.00072887+0.00022026i,0.00051554+0.00029407i,0.00033894+0.00017743i,0.00030248-0.00012263i
0.00044071+0.00060814i,0.00021516-0.00043504i,0.00034317-2.177e-05i,0.0011355-0.00048963i,0.00095655-0.0013657i,0.00035945-0.0018049i,-0.00037872-0.0021879i,-0.00098121-0.0018063i,-0.00086908-0.0010002i,-0.00058933-0.00048617i,-0.00017846+0.00013812i,0.00015249-6.5804e-06i,-0.00025924-1.4713e-05i,-0.0003577+4.4845e-06i,-9.4725e-06-0.00060113i,-0.00014988-0.00070789i,-0.00032138+0.00057307i,-0.00061057+0.0011649i,-0.00030809+0.00067916i,0.00039413+0.00030385i,0.0005027+0.00074912i,0.00074538+0.00014563i,0.00050321-0.0004908i
0.0024243-0.00050285i,0.0018228-0.0011999i,-0.00016184-0.001428i,-0.0019139-7.052e-05i,-0.0011121+0.00098344i,-0.00028591+0.0011815i,-0.00025646+0.00076002i,-0.00035728+4.871e-05i,-0.00070412-0.00015345i,-0.00084067-2.9523e-05i,-0.00080069-1.1526e-05i,-0.00020042+0.00026308i,0.00051984+0.00060476i,0.00087268+0.00082631i,0.0011456+0.0010469i,0.0015553+0.00083083i,0.00083507-1.0307e-05i,4.0682e-07-0.00041763i,0.00040687-0.00074774i,0.00063476-0.00064365i,0.00033293+5.0591e-05i,-0.00012649-0.00074282i,-0.00084708-0.0013537i
-0.00038354+0.0017433i,-0.00014231+0.00097093i,0.0012784+0.00072914i,0.0012784+0.00033846i,-0.00020666-0.00083974i,-0.001262-0.0012717i,-0.0017593-0.001188i,-0.00061817-0.00025854i,0.00069665+0.00033265i,0.00091628-0.00018817i,0.001184+0.00028092i,0.0010831+0.00058019i,0.00022144-0.00015783i,-0.00075976-0.00064938i,-2.9501e-05-0.00057879i,0.0006569-0.00043405i,0.0004292-2.1894e-05i,0.0007374-6.9715e-05i,0.00022681-0.00017661i,-0.00044518+0.00020739i,0.00034563+0.00021348i,0.00084999+5.6253e-05i,0.00050051-0.00074021i
-9.2414e-05+0.00041631i,0.00065952-0.00018442i,3.3453e-05+0.0001569i,-0.00072092-0.0001141i,0.00016977-0.00086559i,0.00090788-0.0013049i,0.00044978-0.00083882i,-0.00036748-0.00061161i,-0.00052287+0.00039652i,-0.0002703+0.0015209i,-0.00027813+0.0012629i,-0.00016897+0.00070693i,3.8522e-05+0.00050019i,0.00077105+0.00056193i,0.0014168+0.00056997i,0.00018314+0.0006484i,-0.00027231+0.00011022i,0.00057654+0.0003595i,0.00065421+0.00065528i,0.00085748-9.8423e-05i,0.00062712-0.0011196i,0.00018662-0.00073214i,0.00030167+0.00041633i
-0.00068197+0.00057153i,-0.00090231+0.00026524i,0.00056967-0.00046345i,0.00098835-0.000838i,-3.7198e-05-0.0010828i,-0.0013049-0.00057586i,-0.0018404+0.0005956i,-0.001295+0.00074063i,6.6797e-05+0.00015632i,0.00083051-0.00030723i,-0.00035907+0.00044055i,-0.00082121+0.0011349i,0.00047112+0.00039543i,0.00063103-6.1447e-05i,0.00011274-0.00036769i,0.00043945-0.00043316i,0.00065258+0.00024549i,0.00048699-0.00024821i,0.00029867-0.00078848i,0.00055542-0.00047746i,0.00069599-0.00046521i,-1.3415e-05-0.00051598i,-0.00028457-0.0006648i
0.00050994-0.0019831i,0.00022475-0.0026291i,-0.00031416-0.0027315i,0.00028865-0.0023326i,0.00071085-0.0016691i,0.00098328-0.00065036i,0.00091504+0.00024603i,0.0006659+0.00045513i,0.0010501+0.00023419i,0.00092805+0.00023232i,0.00030234+0.00090083i,-0.00024688+0.00058919i,-0.0001215+0.0002576i,-0.00054452+0.00081073i,-0.00036912+0.00073655i,0.00045395+0.00050562i,0.00064665-0.00027759i,0.00039021-0.0005511i,-1.2373e-05-0.00022455i,8.4974e-05-0.00019667i,0.00035453+8.2979e-05i,-0.00015054+0.00021518i,-0.00027521+4.9773e-05i
5.6934e-05-0.00054826i,-0.00021602-0.0026391i,0.00086615-0.0028008i,0.00086203-0.001482i,0.00031856-0.00040161i,0.00021536-0.000769i,-0.00031232-0.0014965i,-0.0003096-0.00084236i,-0.00028648-0.00035707i,-0.00038449-0.00012855i,-0.00043098+2.7482e-05i,-0.00030609-0.00027946i,0.0002039-0.00021117i,0.00010694+0.00027338i,-0.00039833-0.00030896i,-0.00034927-0.0003991i,-0.0005803+0.00022604i,-6.1183e-05+0.00044708i,0.00015624+0.00046629i,5.757e-05+0.00020827i,0.0003018+0.00068367i,0.00041895+0.00043447i,-0.00029188-0.00019555i
0.00040901+0.00025326i,0.00032325-0.00022297i,0.00046691-0.0012901i,0.00015227-0.0005714i,-0.00038446+0.0010568i,-0.00091806+0.0015095i,-0.00071205+0.0010543i,-0.00032623+0.00099828i,-0.00048083+0.00079264i,-0.00030599+0.00015253i,-0.00083644+0.0002354i,-0.0015033+0.00065348i,-0.0011204+0.00018062i,-0.00055069-0.00044431i,-0.00061035-0.00012493i,-0.00084629+0.00024426i,-0.00070311+0.00071089i,-0.00024421+0.00079282i,0.00035992+8.0584e-05i,0.00065813+0.00036938i,0.00033727+0.00059507i,-0.00019653-0.00011532i,-0.00044659-0.00025157i
-0.0011759-0.0032946i,-0.0015448-0.0014101i,-0.0012526-0.00024174i,-0.00053512+1.843e-06i,9.4292e-05+5.0109e-05i,0.00033394-0.00046185i,-0.00038306-0.0010583i,-0.00097793-0.0013105i,-0.00047021-0.00038543i,-0.00032497+0.0010225i,-0.00031831+0.0010283i,0.00021741+0.00068031i,0.00040848+0.00065626i,0.00056503+0.00073657i,0.00017145+0.00071653i,-6.3927e-05+0.00031919i,0.00025965+0.00010949i,-0.00016567-9.7459e-05i,-0.00012882-0.00045269i,0.00040304+0.00023664i,0.0001079+0.00064908i,-0.00041241+2.4989e-05i,-0.00073198-0.00050246i
0.00072126-0.00094673i,0.00055904-0.0012432i,5.7431e-05-0.00068116i,0.00025767-4.5623e-05i,0.00037621+0.00025236i,0.00032898+0.00044148i,-0.00028498-0.00060794i,-0.00047972-0.00059297i,-0.00038045+0.00031069i,-0.0007991+6.705e-05i,-0.00046176+5.7405e-05i,-0.00037051+0.00082679i,2.2339e-05+0.0011407i,0.00077579+0.00055261i,0.00039804-0.00066657i,-0.00027981-0.00085469i,0.00019898-0.0002796i,0.00080032-6.4809e-05i,0.00045505+0.0003408i,-0.00024948+0.00046924i,-0.00046583+7.0016e-05i,-0.00079542-0.00027192i,-0.00071298-0.00013783i
