0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
0.0021503-0.001133i,0.0025677-0.0012018i,0.0022138-0.001561i,0.0018571-0.0026346i,0.0010521-0.00249i,-0.00046003-0.0010429i,-0.00062483+0.00034396i,8.0982e-05+0.00078991i,0.00037404+0.00032624i,9.1837e-06-0.00043335i,-2.8714e-05-0.0014078i,-0.00026568-0.0012284i,-4.2171e-05-0.00054075i,0.0011595-0.00046137i,0.001411-0.00021458i,0.0011436+0.00020286i,0.00055167+6.985e-05i,-0.00025761-7.5392e-06i,-0.00021013+0.00047532i,-0.00028578+0.00061195i,-0.00072914+0.0001255i,-0.00057256-0.00029936i,-0.00054458-0.00053742i
0.0013172+0.00028716i,0.00034126-0.001435i,0.00054325-0.0023585i,0.0014255-0.0027022i,0.00078832-0.0026527i,0.00061286-0.0019272i,0.00036633-0.00063375i,-0.000164+0.00055267i,0.00036039+0.00038676i,0.00033217-0.00063159i,-0.00012097-0.00073731i,-0.0010839-0.00042619i,-0.0016655-0.00023142i,-0.001581+0.00050448i,-0.0010885+0.0005746i,0.00039392+0.00032646i,0.00075564+0.00091012i,-0.00041256+0.0010641i,-0.0010411+0.00059077i,-0.00087856-0.00024788i,-0.00045672-0.00066298i,-0.00081412-0.00041607i,-0.00057726+7.3802e-05i
-0.0010265-1.4558e-05i,0.00023853-0.0006381i,0.00049783-0.0013961i,-0.00022366-0.0015202i,-8.2846e-05-0.0011862i,0.0002375-0.00088438i,0.00019576-2.6133e-05i,0.00073428+0.00016218i,0.00081585-0.00021042i,0.00059014-0.0004135i,9.7923e-05-0.00075145i,-0.00027665-0.00067383i,5.1611e-05-0.00019321i,-0.0005279-1.59e-06i,-0.0012284-1.3034e-05i,-0.0010648+0.00067475i,-0.0011279+0.00089025i,-0.00088054-0.00059282i,-0.00013212-0.0012029i,-0.00047322-0.00088277i,-6.6584e-05-0.00065003i,0.00054081-0.00053411i,1.751e-05-0.0013357i
0.00028219-0.00021221i,0.00057309-5.7733e-05i,0.00074871-0.00082563i,0.00045385-0.00069766i,0.00053236+4.767e-06i,0.00076739+0.000644i,5.4848e-05+0.0014871i,0.00016354+0.00099748i,0.0011677+0.00066971i,0.0014826+0.00061868i,0.0013217+0.00084265i,0.0014202+0.00079923i,0.00037979+0.00031971i,-0.0010047-0.0005531i,-0.0009179-0.00075915i,3.8006e-05-4.6512e-05i,-0.000122-0.00016149i,-0.00077683-0.00074012i,-0.00084596-0.0010677i,-0.00053091-0.0010565i,0.00020316-0.00075566i,0.00070658-0.00080131i,0.00039245-0.00039877i
0.00010348+0.0014429i,0.0015464+0.00047614i,0.0028464-0.00023608i,0.0028035-0.0011865i,0.0012072-0.0023745i,-0.00018646-0.0015019i,-0.00067838+0.00044483i,-0.00037921+0.00072409i,6.1758e-05-1.0761e-05i,0.00057768-0.00058904i,0.0011562-0.00053304i,0.0011097-0.00090071i,0.00011654-0.00054316i,-0.00028041+6.5228e-05i,0.00046619-0.00032497i,0.00084498-0.00030745i,0.00021442+8.0407e-05i,-0.0002765+0.000587i,-0.00025477+0.00031465i,-0.00013902-0.00016378i,0.00073934-2.0891e-05i,0.00091428+0.00018544i,0.00036171+0.00012762i
0.0030198+0.0013371i,0.0024018-1.3421e-05i,0.0035577-0.0016161i,0.0032387-0.0024361i,0.00047021-0.0024817i,-0.0012445-0.0015839i,-0.0012123-0.00044164i,-0.00041592+0.00068781i,0.0004998+0.00087998i,0.00084605+0.00027097i,0.00081933+6.7285e-05i,-0.00017238-0.00016236i,-0.00074725+0.00013601i,0.00030312+0.0006419i,0.00098751+0.00040237i,0.00073762+0.00065834i,0.00069245+0.00058877i,0.00063747-8.8811e-06i,0.00074277-0.0002282i,0.0008641-0.00042112i,0.00042191-0.00059783i,-3.1231e-05+5.3151e-05i,-0.00035672+0.00070271i
-0.00061242-0.00019243i,-0.0016252-0.00019249i,-0.00079361-0.00073637i,0.001103-0.00039324i,0.0013167+0.00028419i,0.00011898+0.00036746i,-0.00065512+0.00017652i,0.00010564+0.00036886i,0.0011263+0.0002313i,0.0011272-0.00038786i,0.00018443-0.00096333i,-0.00072728-0.0013842i,-0.00053363-0.0017994i,-0.00011712-0.0010601i,0.00033515+0.00041668i,0.0012259+0.0015382i,0.0010488+0.0016742i,-0.0002702+0.0010774i,-0.00067273+0.00020478i,0.00019514-0.00058314i,0.00078741+0.00023553i,0.00036421+0.00068781i,0.00026354+0.00021927i
-2.529e-05+0.0011676i,-0.00031061-0.0001798i,0.00012285-0.00077388i,0.00084176-0.00087664i,0.00086397-0.00051639i,0.00039477+0.00017255i,0.00036928+0.00018914i,0.00039821-8.5445e-05i,0.00039512-5.0891e-05i,0.00073026-0.00021937i,0.00039506-0.00081687i,-4.6433e-05-0.00082001i,-0.0006493-0.00010404i,-0.0012735-0.00027204i,-0.001081+0.00020934i,-0.000751+0.00070181i,-0.00033286+0.00040815i,0.0005119+0.00013856i,0.0010789-0.00072098i,0.00017255-0.0010267i,-0.00093159-0.00082178i,-0.00085462-0.0010447i,-0.00052465-0.00078093i
0.0022008-0.001002i,0.0012329-0.0017493i,0.00053797-0.0021164i,-0.00065769-0.0019141i,-0.0016891-0.00084478i,-0.001708+0.00027232i,-0.0010877+0.00079682i,-6.5478e-05+0.0012545i,0.00010228+0.0017459i,-0.00066056+0.0018743i,-0.00096693+0.00085835i,-0.00059846-0.00035435i,-0.000177-0.00086359i,-0.00039151-0.0012115i,-0.00097758-0.0010546i,-0.00081394-0.0013441i,-0.00031826-0.0016195i,-0.0002907-0.001159i,-0.00065974-0.0012402i,-0.00074638-0.0013405i,-4.3591e-05-0.00055644i,0.00041861-0.00031601i,-6.8241e-05-0.00016731i
-0.0031969-5.1754e-05i,-0.0024435+0.00032925i,-0.0010904+0.00063654i,-7.5423e-05+0.00070066i,0.001075+0.0012535i,0.00083059+0.0016262i,-0.0010845+0.00069818i,-0.00091442-0.00047956i,-6.3954e-06-0.00011263i,-0.00042398+0.00054574i,0.00021918-0.0001688i,0.0016505-0.00088845i,0.0017115-0.00079335i,0.0012068-0.00078359i,0.00027675-0.00055293i,-0.00087333+0.00018329i,-0.00086849+0.00023325i,-0.0003522+0.00023145i,-0.00013369+0.00062173i,-0.00037993+0.0002045i,-0.00041826+0.00028709i,-0.0002973+0.00047569i,-0.0003916+6.7391e-05i
1.5788e-05+0.0018009i,-8.1439e-05+0.0020122i,0.0018197+0.001508i,0.0025903-0.00011253i,0.0016524-0.0010904i,-0.00034285-0.0014212i,-0.00071216-0.000918i,5.3543e-05-0.00084319i,0.00015054-0.00047621i,0.00062382+0.00019681i,0.0016373-8.5877e-05i,0.0014158-0.0012066i,0.00058021-0.001645i,-0.00030992-0.00076586i,-0.00022251-8.8233e-06i,-0.00033123+0.00015549i,-0.0005112-2.4687e-06i,3.3095e-05+0.00021226i,0.00045365+0.00089119i,0.00024554+0.00086668i,2.3778e-05+0.00022304i,-0.00050586-0.00020684i,-0.00013428+0.00024057i
-0.00085075-0.00060056i,-0.0017864+0.00033466i,-0.0020002+0.00029764i,-0.00074804+0.00074662i,0.00033079+0.00090697i,0.0005557+8.6903e-05i,0.00029217+1.9498e-05i,0.00024895-0.00020868i,0.00074629-0.0013251i,0.0006938-0.0017772i,0.00041663-0.0013305i,0.00037246-0.0018443i,0.00035484-0.0018798i,0.00037447-0.00087918i,0.0012501-0.00025374i,0.0014599+0.00054196i,0.00068919+0.0003156i,0.00038171-0.00027813i,8.5907e-05-0.00014562i,-0.0011259-1.1799e-05i,-0.0013806-0.00010349i,-0.00047146-0.00021851i,-0.00060697-0.0005919i
-0.0017775-0.00090218i,-0.0017583-0.00027215i,-0.0011486+0.00075666i,0.0010573+0.00019022i,0.002155-0.00058989i,0.0011025-0.00028012i,0.00029124+0.00034975i,0.0013501+0.00013919i,0.0018319-0.0005476i,0.00068816-0.0010153i,5.557e-05-0.00082887i,-8.7119e-07-0.00079698i,-0.00062249-0.0010592i,-0.0010315-0.00063718i,-0.00074286-0.00013569i,-0.0010539+0.00048749i,-0.00091932+0.00054607i,-0.00022103+0.00034559i,-0.00036475+4.5936e-05i,-0.00072632+0.0001137i,-0.00091684+3.1485e-05i,-0.00064843+8.4064e-06i,-0.00074055-0.00051043i
-0.00018771-0.0029472i,-6.4478e-05-0.0030422i,-0.00057099-0.0029191i,-0.00165-0.0018572i,-0.0014001-0.0010504i,-0.00073866+0.00035211i,-0.00082577+0.00083069i,-0.00093973-0.00016476i,-0.001138-0.00041583i,-0.0017312+6.5469e-05i,-0.0013492-0.00029246i,-0.00074509-0.0006149i,-0.00055549-0.00084229i,-0.00032431-0.0010312i,-0.00039377-0.00088048i,-0.00016738-0.00079324i,0.00055107-0.00055147i,0.0014943+9.6574e-05i,0.0013256+0.00060772i,0.00059753+0.0001909i,0.00048612-0.00054481i,0.00018372-0.00011659i,-1.6271e-05+0.00020175i
1.2824e-05+0.00073443i,8.1804e-05+0.00036029i,0.00061643-0.00010981i,0.0012497+0.00014582i,0.00075977+0.00012045i,-1.7179e-05-2.3315e-05i,-0.0003127-7.3065e-05i,-0.00017762-0.00043603i,0.00021967-0.0001755i,-0.00014943+0.00049234i,-0.00018959+0.00053285i,5.5092e-05+0.00023703i,-9.6839e-06-0.00056655i,-0.00072833-0.00053631i,-0.0010941+0.00028774i,-0.000302+0.00049848i,8.6267e-05+0.00074214i,-0.00048521+5.5803e-05i,-0.0001885-0.0012018i,0.00091487-0.0015938i,0.00134-0.00087545i,0.00043874+3.6005e-05i,-0.00026464+0.00031404i
-0.0011455+0.0014392i,-0.0011051+0.001268i,0.00037354+0.0016048i,0.0021457+0.0014167i,0.0021369+0.00020466i,0.0010221-0.00091053i,0.00038822-0.00080431i,0.00063914-0.00066946i,0.0006919-0.00017943i,0.00085097+0.00088793i,0.0008847+0.00097445i,0.00030708+5.1545e-05i,2.0183e-05-0.00079217i,0.00019492-0.00039126i,0.00042517-3.9794e-05i,0.0010348+3.589e-06i,3.0766e-05+0.00037878i,-0.0011712+0.00042658i,-0.0012708+0.00048118i,-0.00082692+0.00031352i,-0.00059564+0.00039505i,-0.00042045+0.00055742i,0.00024428+0.00059915i
-0.00039219-0.0022367i,-0.00097188-0.0015069i,-0.0016062-0.0024752i,-0.0012921-0.0030202i,-0.0010623-0.00173i,-0.0010186+6.0851e-05i,-0.00031347+0.00068411i,0.0012252-1.7486e-05i,0.0017378+0.00018063i,0.0018682+0.00084097i,0.0022618+0.0007245i,0.00082251+0.0001524i,-0.00057089-0.00043074i,-0.00014965-0.00055078i,0.00012943+2.8724e-05i,0.00054616+0.00032542i,0.00062716+0.00029871i,0.0004643-6.7377e-06i,0.00036344+0.00037975i,-0.00075368+0.00048517i,-0.0014031+1.1225e-05i,-0.0010239-0.00013626i,-0.00097746+0.00040203i
0.00034344-0.0014215i,0.00014487-0.001526i,0.0011067-0.00041901i,0.00083204+0.00019047i,0.0004208-0.00024251i,-0.00044697+0.00019097i,-0.001022+0.00025209i,0.00014285+0.00061715i,0.00041625+0.00089669i,-0.00069632+8.6203e-05i,-0.00081107-0.00093342i,-0.00075359-0.0012454i,-0.00058631-0.00056121i,0.00014582+0.00078113i,0.0002244+0.00064004i,5.5203e-05+0.00035044i,3.1233e-05+0.00040018i,-0.00014855+3.718e-05i,-0.00070206-0.00076762i,-0.00052681-0.0013872i,-4.4957e-05-0.00055917i,-0.00026955-2.3401e-05i,-0.00014943+0.00082304i
0.00011634+0.00075407i,0.00034505+0.00028574i,0.00079499-0.0005095i,0.0011839-0.0019053i,0.0011426-0.0018244i,-0.00027056-0.00075411i,-0.00052386+7.401e-05i,0.00048463+0.00024754i,-8.3275e-05-0.00017234i,-0.00030399-0.0012333i,-0.00032528-0.0016417i,-0.00083736-0.0014068i,-0.00083665-0.0013366i,-0.00043016-0.0010535i,-8.4559e-05-0.0010808i,0.00030097-0.0014061i,0.00063133-0.00057461i,0.0011948+0.00024052i,0.00085913-0.00025791i,-2.9241e-05-0.0013692i,-0.00035853-0.002001i,-0.00051478-0.0011905i,-0.0010057-0.00025266i
-0.00065427+0.0013357i,-0.00080097+0.0020244i,-0.00031954+0.0021374i,0.00036808+0.00084807i,0.00079044-0.00078867i,0.00039424-0.00058322i,-0.00046173+0.00039159i,-0.00014543-2.1893e-05i,0.00057784-0.00088524i,0.00050604-0.001022i,0.0003135-0.00097546i,0.00053543-0.0010068i,0.00014749-0.0013221i,-0.00059778-0.0021694i,-0.00082215-0.0019336i,-0.0004587-0.00040772i,0.00053626+0.00020288i,0.0012776+0.00018679i,0.0015278+7.3425e-05i,0.00098675+9.8636e-05i,0.00040071-0.00073301i,0.00037367-0.0012596i,-0.00080192-0.00086895i
-0.00022361+0.00015248i,0.00017959-0.00015647i,0.0017637-0.00055547i,0.0034133-0.0016979i,0.0033863-0.0016872i,0.0010913-0.00036129i,-0.00075814+0.0005767i,-0.00055972+0.00041991i,0.00064626+0.00038562i,0.0010083+0.0011567i,0.00062374+0.001902i,1.7584e-05+0.0014285i,-0.0005225+0.00076222i,-0.00053874+8.2573e-05i,-4.0242e-05-0.00011576i,0.00010368+0.00061691i,0.00014965+0.00025913i,-0.00023535-0.0004081i,-0.00088384-0.00057014i,0.00013199-0.00032556i,0.0014463-0.00017102i,0.0009086-3.8979e-05i,0.00032609-0.00045865i
0.0008438+0.00066272i,0.0020188-0.00026775i,0.001654-0.00081376i,0.0012549-0.0013244i,0.0006632-0.0013929i,1.9767e-05-0.00041268i,-0.00028396+9.3227e-05i,0.00012407-0.00020464i,0.0002757+0.00025308i,-0.00042124+0.0011562i,-0.00026437+0.0013244i,0.00010315+0.00061176i,-0.00063413+0.0003562i,-0.0012966+0.00059125i,-0.00037632+0.0012377i,0.00019686+0.0014687i,-0.00017569+0.00022765i,-0.00027778+0.00014484i,6.1474e-05+0.00081132i,0.00010599+0.00072513i,-0.00025326+0.00033963i,-0.00041575-0.00016834i,0.00040681+0.00024433i
-0.00010833-0.0015482i,-0.00065987-0.0011024i,-0.00096202-0.002192i,-0.00068846-0.0028941i,-0.00033709-0.002308i,-0.001081+0.00016364i,-0.00086482+0.0011475i,0.00094066+0.00057578i,0.0012203-0.00017388i,0.00027723-0.00136i,0.00014677-0.0016323i,0.00040064-0.0013829i,-1.8158e-05-0.0015382i,-0.00063046-0.0011213i,-0.00060503-0.00031168i,-0.00014946-0.00016683i,-0.00013366-6.3696e-06i,0.00012932+0.0003455i,0.00059027+0.00043236i,0.00031853-0.00015078i,-0.00016157-0.00038654i,-0.00022486-0.00027028i,-0.0001054-0.00011276i
-0.00085008-0.001038i,-0.0011395-0.0001157i,-0.00014071+1.0434e-05i,0.0010288+0.00049491i,0.00148+0.00041958i,0.0011978+0.00052396i,0.00065485+0.0016295i,0.00079923+0.0008734i,0.0006022-0.00083873i,0.00031388-0.0018186i,0.0003035-0.0021283i,0.00059585-0.001586i,0.0010959-0.00025014i,0.00013652-3.3778e-05i,-0.00048618-0.00021895i,-0.00025398-0.00023979i,0.00021714-0.00019103i,0.00063034-0.00030681i,0.00039382-0.00042068i,-0.00071768+0.0002199i,-0.0018776+0.00010681i,-0.0017297-0.00023776i,-0.00071867+4.3965e-05i
0.0014316-0.00083138i,1.7466e-05-0.0010631i,-6.4422e-05-0.001959i,0.00088474-0.0029816i,0.00093148-0.0025661i,-9.449e-05-0.00084679i,-0.00063324+0.00085029i,-4.6684e-05+0.001308i,0.00071211-6.2795e-05i,0.001261-0.0016105i,0.0016193-0.0014234i,0.00097853-0.00072205i,0.00037313-0.00011684i,0.00012044-0.00052557i,-0.0011536-0.0013096i,-0.001433-0.0011933i,-0.00044075+0.00025515i,0.00027252+0.00022121i,0.0011763-0.00046753i,0.001028-0.00027671i,-0.00012937-0.00050119i,-0.00025933-0.0011651i,0.0003052-0.0013162i
0.00092538-0.001855i,0.0018979-0.0011702i,0.0017232-0.00060082i,0.00069174-0.0010195i,-0.0010571-0.00093108i,-0.0024806+0.00064172i,-0.0019263+0.0018974i,-0.00063213+0.00092252i,0.00034582-0.00064643i,0.00079945+0.00011912i,0.00057276+0.0013475i,3.6635e-05+0.00099172i,0.00061115+4.3766e-05i,0.0015724+0.0001668i,0.00094634-0.0002314i,-0.00037927-0.00068458i,-0.00016789-0.00041951i,0.00010084-0.00042086i,-0.0002595-0.00085367i,9.1901e-05-0.00039298i,0.00085659-0.00014039i,0.0011424-0.00090398i,0.00094317-0.00093739i
-3.7499e-05-0.00086612i,-0.00057391-0.00057014i,-0.00025492-0.0015058i,-0.00033163-0.0027142i,-0.0010003-0.0013982i,-0.00098077+0.00059228i,-0.00062892+0.0012637i,-0.00012047+0.00067522i,-0.00062463+0.00036908i,-0.00096026+0.0010313i,-0.0011903+0.0011236i,-0.0013079+0.00044552i,-0.00080777-0.00033974i,-0.00030412-0.00011066i,-2.3876e-05-1.5199e-05i,-0.0003238-7.3054e-05i,3.084e-05-0.00042147i,-0.00039298-0.00081314i,-0.0010243-0.00029418i,-0.00034593+0.00031386i,-0.00036329+9.0627e-05i,-0.00067867-0.00069305i,0.00014366-0.00059159i
-0.00039934-0.00058246i,0.00038034-0.00098868i,0.00073803-0.00033961i,0.0017668+4.1211e-05i,0.0021092-0.00052272i,0.0012057-0.00096572i,0.0007066-0.00060892i,0.00079843-0.00022624i,0.00069935-0.00048357i,0.00026339-5.4425e-05i,0.00025162+0.00066605i,0.00035338+1.1653e-06i,0.00067326-0.0011323i,0.00034696-0.00058675i,-0.00041337+0.0010264i,-0.00092242+0.0013981i,-0.00062492+0.0015691i,-0.00026934+0.0017642i,-0.00022106+0.0015712i,0.00016476+0.00080353i,0.0002039+0.00030147i,-0.00030082+0.00024502i,-0.00065835+0.00028631i
-0.00035817+0.0019123i,0.0014086+0.0021663i,0.0035945+0.0019568i,0.0037327+0.0008957i,0.0027686-0.00030858i,0.0013423-0.00059524i,0.00012847+0.00022179i,0.00059321+0.00038414i,0.00088936-0.00033072i,0.0010877-0.00096102i,0.0010407-0.0012108i,0.00085306-0.0010661i,-7.6145e-05-0.00026984i,-0.0011851-0.00032941i,-0.00026258-0.00066513i,0.00096331+0.00053861i,0.0010283+0.0015986i,0.00074803+0.0017352i,0.00023676+0.00068724i,-0.00045436+0.00039019i,-0.00081148+0.001169i,-0.00085672+0.00079207i,-0.00091883+0.00011651i
7.5961e-06+0.00060495i,-0.00028376+0.0009327i,-5.5316e-05+0.00013755i,0.00064193-0.00068626i,-0.000183-0.00049174i,-0.0010279+0.00048703i,-0.00084613+0.0012391i,0.00017125+0.00084999i,0.0014921+0.00057987i,0.0023243+0.00021732i,0.0018089-0.00079894i,0.00068981-0.00094819i,0.00013705+3.7258e-05i,0.00061192-0.00022606i,0.00074889-0.0005596i,0.00030972+0.00028919i,0.00034629+0.00060949i,0.00027193+0.00023882i,0.00029609-5.0535e-05i,0.00019916-0.00080853i,-0.00037063-0.0012866i,-0.00047781-0.0015114i,0.00022772-0.0016446i
-0.0029848-0.00024942i,-0.0033575+0.00072421i,-0.0022522+0.0013327i,0.00073563+0.0014689i,0.0015716+0.00090679i,0.0011186-0.00055051i,0.00096717-0.00052471i,0.00052269-0.00014319i,0.00025757-0.00073265i,0.00038268-0.00037924i,0.00058991-0.00036481i,0.00072645-0.0013009i,7.0081e-05-0.0013613i,-0.00090756-0.0012638i,-0.0010217-0.0012253i,1.7939e-05-0.0012226i,0.00023617-0.00089492i,0.00023852-0.00028062i,0.00087945+0.00014127i,0.00086138-0.00058396i,0.0003016-0.0020023i,-0.0002294-0.001518i,-0.00034958-0.00090075i
0.00091008-0.0028117i,0.00070863-0.0021948i,0.00087175-0.0022818i,-8.222e-06-0.0019305i,-0.00065332-0.0011768i,-0.0014909-0.0008827i,-0.0018606-0.00039001i,-0.00072604-0.00056346i,-0.00034405-0.0017065i,-0.00087561-0.001753i,-0.00073636-0.0010499i,-0.00030446-0.00069542i,-0.00034842-0.00081374i,0.00017298-0.00074077i,0.00091014-2.2479e-05i,0.00027563+0.00027244i,-0.0003724+2.5636e-05i,0.00017815+0.00020559i,0.00041973+0.00026131i,0.00073672+0.0001183i,0.0012072+2.134e-05i,0.0009335+0.00041372i,0.00055784+0.00058463i
0.0010595-0.0004957i,0.00095278+0.0001258i,-0.00032187+0.00045641i,-0.00054287+0.00010079i,0.00025134+0.00036365i,-0.00011954+0.00049357i,-0.0013349+0.00041581i,-0.0015607+0.00073246i,-0.0010801+0.0003575i,5.9795e-05+0.00014099i,0.0012867+0.00011464i,0.0016458-0.00057789i,0.0012006-0.0014509i,6.8072e-05-0.0008025i,-7.3742e-05+0.00047549i,0.00037447+0.00064933i,-0.00019293+0.00019971i,-0.00026924+0.00018123i,0.00014349+0.00067791i,-0.00012276+0.00087641i,-0.00027414+0.00046927i,-0.00026104+0.00070253i,0.00026154+0.00089854i
-0.0040814-0.0016523i,-0.0042904-0.00049505i,-0.0028695+0.00037529i,-0.00028196-0.0001313i,0.0010624+0.00042221i,0.0012377+0.0014237i,0.0011676+0.0008062i,0.00046743+0.00056143i,-0.00040399+0.0011824i,-7.2023e-05+0.0022172i,0.00082376+0.0017945i,0.0013598+0.00062349i,0.0010602+0.00021846i,0.00039684-0.00012288i,-0.0004868-0.00048961i,-0.00089623-0.000199i,-0.00036726+0.00025417i,0.00051775+0.00073633i,0.00017483+0.0010839i,-0.00035886+0.00061624i,-0.00050562+0.00050376i,-0.00060714+0.00045524i,-0.00064129+0.00061882i
-0.0012395-0.0011524i,0.00019203-0.0014678i,0.00053232-0.00071519i,0.00074584-0.00072249i,0.00044478-0.0014785i,-0.00078258-0.0015201i,-0.00064444-0.00089752i,0.00084947-0.00044791i,0.0012402+1.2402e-05i,0.00039652+0.00061881i,7.7957e-05+0.00053644i,0.00069765-0.00063428i,0.00027392-0.0010437i,-9.8303e-05-0.000662i,0.00087281-0.00014269i,0.00085441+0.0005554i,0.00048419+0.0014987i,0.00041617+0.0017923i,-0.00043372+0.0012731i,-0.0011414-3.0792e-05i,-0.0015901-0.0011517i,-0.0014615-0.0012608i,-0.00099308-0.00096563i
0.00065111+0.0004296i,0.0015774-6.1002e-05i,0.002183+0.00011783i,0.0022756+0.0002477i,0.0021348-0.00038602i,-0.00043774-0.00022922i,-0.00123+0.00065832i,0.0010051+0.0013354i,0.0025248+0.00062998i,0.0016482-0.00086238i,0.00049487-0.001571i,-0.00025042-0.0012928i,-0.00034349-0.00095676i,0.00012671-0.00098147i,0.00035074-0.00062742i,0.00030034-0.00013991i,0.00043147-0.00030536i,-4.2669e-05-0.00028985i,-0.0009121-0.00037317i,-0.00089799-0.0006358i,3.6453e-05-0.0013548i,0.00042572-0.0019636i,3.516e-05-0.001937i
0.00019341-0.00037638i,-0.000321-0.00090793i,-0.00081044-0.0023804i,-0.00031161-0.0021642i,-0.0002517-0.0007432i,-0.0002788-5.2953e-05i,0.0003186+0.000343i,0.00075167-3.306e-05i,0.0013294-0.00074945i,0.00079438-0.0011995i,0.00035673-0.0017261i,0.0005456-0.0018047i,0.00095339-0.0020915i,0.001104-0.00171i,0.00066528-0.00075899i,0.00049841-0.00028622i,-0.00010542-0.00059101i,-0.00052824-0.00077783i,0.00015331-0.00043562i,0.00043525-0.00069459i,0.00073275-0.00099132i,0.0008873-0.0009577i,0.00010661-0.00075001i
-0.0018238+0.00039625i,-0.00092763+0.00012504i,-0.0002342+0.00093294i,0.00040726+0.00076551i,0.0010438+0.00032282i,0.0011728-0.00018394i,-0.00012486-2.6953e-05i,-0.00066204+0.00073014i,-0.00015111+0.00063538i,0.00028055+0.00029267i,0.00024955+0.00034813i,8.7306e-05+0.00033168i,-0.00021888-0.00045328i,-0.00047358-0.0012674i,-0.00058452-0.00065841i,-0.0006816+0.00025508i,-0.00060124-0.00014944i,-0.00084806-0.00020485i,-0.00054529+0.00061543i,-0.0002393+0.0012972i,-0.00017427+0.0011075i,-0.00054489+0.00026939i,-0.00074838+8.4161e-05i
0.00056678-0.0012027i,0.0011483-0.0019351i,0.001917-0.0025715i,0.0013796-0.0020413i,-0.00025295-0.0007679i,-0.0016736+0.00096615i,-0.0014545+0.0011077i,-0.00036559-0.00017185i,-3.7375e-05-0.00072818i,-0.00073147+0.00012158i,-0.0013802+0.0012425i,-0.0009645+0.0012249i,-0.0004759+0.0005341i,-0.00029158+1.2459e-06i,-0.00080882+0.00022184i,-0.0011458+0.00049053i,-0.00068271+0.00034212i,-0.00035876+0.00021952i,-0.00057635+0.00032392i,-0.0010812+0.00055222i,-0.0011956+0.0011232i,-0.0011316+0.0013201i,-0.0017418+0.00073379i
-0.00089706-0.00071605i,-0.0008703-0.0016306i,-0.00097797-0.00116i,0.0004675+0.00031549i,0.00084691+0.00055947i,0.00083843+0.00044421i,0.0013259+0.00079873i,0.0011962-0.00034683i,1.421e-05-0.0010807i,-0.00051032-9.6635e-05i,0.00032179+0.0008311i,0.00029946+0.00065148i,-3.6453e-05+0.00045604i,-0.00066448-0.00040788i,-0.0010764-0.0019343i,-0.00044324-0.0018365i,-0.00027912-0.00053443i,-0.00048039+0.00027632i,-0.00026578+0.00080343i,-0.00034179+0.0008308i,-0.00019367-0.0001148i,-0.00044688-0.00041823i,-0.0011423-0.00063054i
0.0014119+0.00061497i,0.0011967+0.0012209i,0.0016075+0.0018754i,0.0018738-2.3793e-05i,0.0016878-0.0015099i,0.0010666-0.0014217i,0.00086774-0.0011451i,0.0016264-0.00056654i,0.0024369-0.00088189i,0.0022484-0.0016632i,0.0015034-0.0016106i,0.00074737-0.0011069i,0.00041423-0.00058815i,-0.00014378-0.00056132i,-0.00039712-5.9487e-05i,-9.7979e-05+0.00033555i,0.00079196+0.00038175i,0.0013881+0.00051786i,0.00024947-0.00040629i,-0.00072545-0.00074858i,-0.00079628-0.00022388i,-0.0012238-0.00085953i,-0.00055131-0.0014812i
0.0013756+0.0011779i,0.0010427+0.0017307i,0.0024103-0.00019936i,0.002816-0.0019192i,0.0010122-0.0023324i,-0.00088956-0.0010145i,-0.00053083+0.00069495i,0.0015697+0.0014028i,0.0031314+0.00090739i,0.0035195-0.00070461i,0.0024096-0.0024311i,0.0014053-0.0024954i,0.0011635-0.00142i,0.001012-0.00055026i,0.0011904+0.00034809i,0.00086845+0.0014485i,0.00036557+0.0016147i,0.00060099+0.00084228i,0.00081464-0.000278i,0.00071388-0.0010545i,0.00047215-0.0014999i,0.00044164-0.0011498i,0.00061865-0.00045912i
-0.0016797+0.00093873i,-0.0014688+0.0020671i,-0.00098347+0.0022848i,0.00022867+0.0010118i,0.00043851+0.00033656i,0.00010615+0.00072345i,-0.0008054+0.0021749i,-0.0016901+0.0026814i,-0.00053579+0.0021588i,0.0010002+0.0019005i,0.001185+0.0011175i,0.0008977-0.00039558i,0.00068669-0.001801i,0.00044463-0.0016988i,-0.00031363-0.00062322i,-0.00029401-0.00065342i,-1.1076e-05-0.00030315i,-0.00022604+0.00045181i,-1.4627e-05+0.00077038i,0.0014522+0.0006086i,0.0027281-0.00046188i,0.0016553-0.00083226i,0.00016027-0.00022308i
