-0.0017477+0.0015312i,-0.00015554+0.00056214i,-0.00020457-0.00058604i,0.00016326-0.0010037i,-0.00054933+0.00018084i,-0.0020438+0.0011172i,-0.0022711+0.0020364i,-0.00098473+0.0025008i,0.00026145+0.0015291i,0.00073742+0.00065518i,0.0018207-7.7922e-05i,0.002093-0.00023158i,0.00087746-8.3879e-05i,0.00015581+6.6835e-05i,-0.00056737+4.8695e-05i,-0.00050968-0.00027492i,0.00014817-0.00035347i,9.2829e-05-0.00041878i,0.00034597+0.00013752i,0.00088472+0.00059053i,0.0007514+0.0006914i,9.8853e-05+0.00040664i,0.00017704+0.0002477i
0.0010542+0.0019187i,0.00066904+0.0015024i,-0.00047484+0.00026221i,-0.0012923-0.00046843i,-0.0015141-0.00026835i,-0.0024517+0.00066919i,-0.0020948+0.0018313i,-0.0014696+0.0017776i,-0.00065783+0.00063227i,0.0005057-0.00078869i,0.00092082-0.0018019i,0.0014491-0.0015894i,0.0013979-0.0010079i,0.00081723-0.0013011i,0.00083672-0.0018771i,0.00067802-0.00038545i,0.00011853+0.002047i,0.00022499+0.0030702i,9.73e-05+0.0029769i,-3.9898e-05+0.0017936i,-0.000232+0.0010828i,-0.00091925+0.00057545i,-0.0020595-0.00015578i
-0.0010854+0.00095647i,-0.0002965+0.00092919i,-0.00066761+6.7227e-05i,-0.0012602-0.0007294i,-0.00061843-0.00099284i,-0.00191+0.00014959i,-0.0029758+0.0015733i,-0.0024824+0.001855i,-0.0014242+0.0010481i,8.7658e-05-0.00048536i,0.00047177-0.0012287i,0.00023408-0.00058586i,0.0012487+0.0010095i,0.0017796+0.0016671i,0.0016419+0.0011726i,0.0018314+0.0011627i,0.0016254+0.00163i,0.0021542+0.00089075i,0.0025614-0.00084467i,0.0019588-0.0015138i,0.0015915-0.00094478i,0.0010595-0.00020491i,0.00025911+0.00056185i
-0.0023353-0.0013513i,-0.0031675-0.00012479i,-0.0037227+0.00040631i,-0.004174+0.0012862i,-0.0037905+0.0017068i,-0.0039673+0.0016466i,-0.0045266+0.0022258i,-0.0038617+0.0023402i,-0.0025965+0.0021713i,-0.0014481+0.0016961i,-0.00013001+0.0017146i,0.001767+0.0028213i,0.0025145+0.0035251i,0.0017612+0.0032941i,0.00010676+0.0022301i,-0.00037641+0.00071959i,-0.00030779-0.00029224i,-0.00040694-0.00080214i,-0.00126-0.00080189i,-0.0015301-0.00022378i,-0.0010276+0.00052452i,-0.00091052+0.0011337i,-0.0002369+0.001465i
0.00062012+0.002026i,-0.00095653+0.0004648i,-0.0011437-0.001161i,-0.00093388-0.0017643i,-0.00093744-0.00071382i,-0.0018577+0.001i,-0.0024194+0.0032394i,-0.0010454+0.0038003i,0.00080776+0.0030764i,0.0014813+0.002067i,0.00061013+0.0017489i,-8.8674e-05+0.0023782i,0.00093336+0.0017332i,0.0011359+0.0002702i,0.00025833-0.00072723i,-0.00045341-0.0011829i,-0.00081091-0.0012605i,-0.00070191-0.0014883i,-0.0013315-0.00065601i,-0.0016519+0.00038373i,-0.00083299+0.00015634i,-0.0002464+0.00029099i,0.00050996+0.0010866i
-0.0022259-0.0022596i,-0.0014284-0.0018825i,-0.0022132-0.0001654i,-0.0027783+0.00072464i,-0.0017241+0.00083936i,-0.00017444+0.00087112i,0.00039904+0.00075574i,0.00063277+0.00026686i,0.0002701+0.00036072i,0.00050757+0.001368i,0.00060594+0.0013826i,0.00054377+0.00084196i,0.00047631+0.00070158i,0.00010742+3.8519e-05i,-0.00057809-0.00022117i,-0.0016405-0.0001546i,-0.0017287+0.00070442i,-0.0018539+0.0017298i,-0.0028593+0.0018522i,-0.002213+0.0021031i,-0.00075977+0.0017225i,-0.00022642+0.00047536i,-0.00032736-0.0004789i
0.00016743-0.001432i,-0.00032089-0.0012592i,-0.0014042-0.00088161i,-0.0012849-0.00022979i,-0.0020407+0.00056565i,-0.0024774+0.00076994i,-0.0011143+0.00081865i,0.00029919+0.0002383i,0.00024222-0.00045444i,0.00018174+0.00029816i,-0.00056852+0.00064077i,-0.0024365+0.00056239i,-0.0027874+0.0010533i,-0.00075671+0.00096761i,0.0007151+0.0012619i,3.124e-05+0.0013822i,-0.00078148+0.00066355i,7.2999e-05-2.8729e-05i,0.0018333-0.00019953i,0.0031912+0.00029078i,0.002155+0.00038707i,0.00030509+7.6455e-05i,-0.00046743-0.00021158i
0.00052854+0.0017859i,-0.0002872+0.00078425i,-0.0010023-0.00077449i,-0.0025655-0.001871i,-0.003239-0.00051316i,-0.0019304+0.0002834i,-0.0010861-0.00024692i,-0.0017307-0.00098516i,-0.0017279-0.00096274i,-0.0019578-4.0422e-05i,-0.0026799-3.2406e-05i,-0.0034852+0.00048772i,-0.0029376+0.0015821i,-0.0017178+0.00073777i,-0.0011358-0.00037588i,-0.0010115-0.0013616i,-1.6604e-05-0.0014006i,0.00082497-0.0010637i,0.00060073-0.0013197i,0.00042874-0.0017559i,0.00031929-0.0023252i,-0.00020224-0.0021166i,-0.00048242-0.000686i
0.0014924-0.00097237i,0.00064144-0.0021077i,-0.0010305-0.0028824i,-0.002029-0.0022764i,-0.0019774-0.00099467i,-0.0011913+0.00045359i,-0.0010664+0.00079402i,-0.0012772+0.00037375i,-0.0022555+0.00088247i,-0.0032179+0.00065633i,-0.0032023-8.8043e-05i,-0.002869-0.00026701i,-0.0021605-0.00033283i,-0.00074232-0.00037542i,-0.00013583-0.0011475i,-0.0001851-0.0017834i,-0.00022158-0.0016011i,-0.00034971-0.0016318i,-0.00017468-0.0018151i,0.00013211-0.00128i,-9.0934e-05-0.00027101i,-0.00092349+0.00049358i,-0.00067222+0.0004049i
0.0030269-0.0022748i,0.0019386-0.0030046i,-0.0016268-0.0029934i,-0.004005-0.0019799i,-0.0045451-0.00059384i,-0.0038866+0.0001862i,-0.0034126+0.00091662i,-0.0020916+0.00089294i,-0.0011653-0.00041194i,-0.0018935-0.00069833i,-0.0019907-0.00055443i,-0.0014114-0.0011047i,-0.001279-0.0013769i,-0.00051719-0.0011791i,0.00028181-0.0009492i,-0.00010633-0.00068406i,-0.00097521-0.00049091i,-0.0012489-0.00075249i,-0.0016032-0.00011602i,-0.001912+0.00030782i,-0.001742+0.00065024i,-0.0011003+0.00044247i,-0.00054841+0.00018961i
-0.001966+0.0029759i,-0.0015294+0.0033189i,-0.00096133+0.0015771i,-0.0009868+0.00082607i,-0.0010122+0.001464i,-0.00096236+0.0024237i,-0.00014689+0.0030965i,7.2498e-05+0.0024646i,-0.0002388+0.00098534i,-0.00034349-0.00052043i,-0.0010752-0.001786i,-0.0012007-0.0023192i,-0.00078728-0.0023671i,-0.00010766-0.0014256i,0.00040963-0.00033962i,-0.00015442+0.00020241i,9.625e-05-0.00022485i,0.0019963-0.00028106i,0.0024659-0.0002838i,0.0013688-8.3668e-05i,0.00052634+0.00069035i,0.00024103+0.00062813i,0.00076181+0.0006341i
-0.00086332+0.0015181i,-0.0011629-9.7613e-05i,-0.00057517-0.0012069i,-0.00048668-0.0010113i,0.00072931-0.00041054i,0.0025334+0.00067757i,0.0029439+0.00061311i,0.0028985+0.0002587i,0.0021745-0.00057669i,0.00082261-0.0015862i,-0.0003918-0.0025773i,-0.00089759-0.0028566i,-0.00044261-0.0021049i,-3.1978e-05-0.0020344i,0.00054845-0.0017507i,0.00098761-0.0017548i,0.00096607-0.0014122i,0.00086007-0.00013255i,0.00073345+0.00043495i,0.00076605-2.5832e-05i,0.00057112-0.00050922i,0.00049127-0.00021572i,0.00078006-1.5281e-06i
-0.00032316-0.0020591i,-0.00045659-0.0017955i,-0.0016229-0.0014247i,-0.0027063-0.001091i,-0.0036698-0.00015423i,-0.0034221+0.00095299i,-0.0010653+0.00081444i,0.00083663-0.00098047i,0.00049339-0.0026182i,0.0001544-0.0028699i,-4.9608e-05-0.0020565i,-0.00060982-0.00020157i,-0.00010501+0.0011968i,0.00052908+0.00089508i,0.00030154+0.00021863i,-7.6163e-05-0.00019183i,0.00016785-0.0014769i,0.0004895-0.0024563i,0.0010906-0.0019644i,0.0020621-0.0011505i,0.0012693-0.00055969i,5.0946e-06-0.00042969i,-0.00035707-0.00057014i
0.0037385+0.0006766i,0.0021306+0.00063649i,0.0022385-0.00031161i,0.00041427-0.0015583i,-0.0019749-0.00085284i,-0.0022997+0.0018775i,-0.0014267+0.002442i,-0.00035802+0.00041094i,0.00094172-0.0012884i,0.0012219-0.0017931i,-0.0009588-0.0014546i,-0.0020013-0.0006354i,3.6956e-05-0.00040818i,0.0010238-0.00036104i,0.00051606-0.00047098i,0.00038191-0.00070661i,0.00028319-0.00040893i,-0.00061707-0.00042294i,-0.0013553-0.00074503i,-0.0014086-0.00057439i,-0.0016784-0.00047584i,-0.0016215-0.00021628i,-0.0011876-6.6685e-05i
-0.00069687-0.0011962i,-0.0024329-0.0025542i,-0.0050117-0.0021516i,-0.004535-7.0526e-05i,-0.0016781+0.00097453i,-0.00034202+0.0015721i,-0.00044007+0.0024776i,2.8831e-05+0.0019039i,0.0011257+0.00048675i,0.0021885-0.00019805i,0.0024149-0.0002458i,0.0016335-0.00075382i,0.0015427-0.00097433i,0.001402-0.00082599i,0.00066585-0.00013093i,0.00034887+0.00030674i,0.00045795+0.0001588i,0.00042441+0.00040213i,0.00036724+0.0010885i,-9.092e-06+0.0020709i,-0.00037007+0.0017642i,-0.00040335+0.0010982i,-0.00050363+0.0007171i
0.0023228-0.0018008i,0.0036626-0.003441i,0.001861-0.0042043i,-0.00029814-0.0026363i,-0.0016457-0.00054114i,-0.0021497+0.0015106i,-0.0012368+0.0031509i,0.0010603+0.0023443i,0.0026433+0.0010698i,0.0022626+0.00080984i,0.0010701-0.00012596i,0.00041812-0.00056076i,0.00029598-0.00013436i,0.00017514-0.0002039i,0.00079258+0.00026203i,0.0013188+0.0008334i,0.00030287+0.0010113i,-0.00081235+0.0015139i,-0.0012763+0.001824i,-0.00089468+0.0013221i,0.00052193+0.00068963i,0.0010714+0.00062326i,0.00065152+0.0011557i
0.0026478+0.00070084i,0.0014006+0.00082044i,-0.0016499-4.393e-05i,-0.0041578+0.0012077i,-0.0050671+0.003407i,-0.0044707+0.0045503i,-0.0028726+0.005889i,-0.00054833+0.0053382i,0.00070296+0.0026802i,0.00057676+0.0012936i,0.00055471+0.001456i,0.00044892+0.0012762i,0.00083686+0.0013816i,0.00086476+0.0016387i,0.00038595+0.0011574i,0.00050483+0.00039408i,0.0006693-0.0001183i,0.00062245-0.0002459i,0.00087392-0.00042367i,0.00090081-0.00063443i,0.00059071-0.00042034i,-0.00027865+2.4589e-05i,-0.00089804+3.2216e-05i
-0.00287+0.00057068i,-0.0013194-0.00038696i,-0.00059645-0.0010385i,0.00039046-0.00055632i,0.0019452+0.0008717i,0.0026134+0.0020019i,0.0024828+0.0028019i,0.0020557+0.0030274i,0.0014812+0.0026073i,0.0011332+0.0020441i,-3.1474e-05+0.0019338i,-0.0007231+0.0015463i,-0.00041696+0.00077088i,-0.00020079+0.00027017i,0.00028214-0.00022102i,0.00048881+0.00033003i,0.00088418+0.00040519i,0.00059455-0.00096772i,-0.00063798-0.0016636i,-0.00080247-0.0015545i,-0.00064798-0.0010129i,-0.0010268-0.00060447i,-0.00093893-0.000364i
-0.0013701+0.00051571i,-0.00048742+0.0029668i,-0.00056033+0.0030553i,-0.0010321+0.0011156i,-0.0024294-0.00024204i,-0.0027834+0.00040353i,-0.0018062+0.0016002i,6.213e-05+0.0021155i,0.0011124+0.0022616i,0.00039771+0.0017467i,-0.00037884+0.0013615i,-0.0010703+0.0010386i,-0.0013144+0.00048129i,-0.00090021-0.0002344i,-0.0010988-0.00058651i,-0.0015464-0.00019214i,-0.0013235+0.00034557i,-0.00024097+0.0010391i,8.012e-05+0.00060839i,-0.00053837+0.00038544i,-0.0012389+0.00077584i,-0.0013607+0.00055851i,-0.00080452-0.0002412i
-0.0042261-0.0021038i,-0.0055291-0.0017638i,-0.0056545-0.0014116i,-0.0051499-0.0006278i,-0.0049107+0.0011795i,-0.0048528+0.0032355i,-0.0041641+0.004151i,-0.0025153+0.003716i,-0.0016967+0.0025072i,-0.0017413+0.0014168i,-0.0016055+0.00035233i,-0.0013523-0.00056099i,-0.0010166-0.00057955i,-0.00050785-0.00035337i,-9.674e-05+0.0002175i,-0.00059361+0.00079848i,-0.00093161+0.0008262i,-0.0006995+0.00080532i,-0.00086461+0.0014517i,-0.00066781+0.0016834i,-0.00031153+0.0016817i,-0.00076194+0.00065999i,-0.0011862-0.00068166i
0.0045196-0.0042244i,0.0044254-0.0043656i,0.0023066-0.0030734i,0.00064342-0.0016905i,-0.000336+0.00018216i,-0.0013676+0.0012172i,-0.0019397+0.0018553i,-0.0015512+0.0023655i,-0.0011656+0.002273i,-0.0020523+0.0014563i,-0.0031098+0.00080782i,-0.0030422+0.00035089i,-0.0016785+0.0001346i,-0.0005173+0.00015002i,-0.00057912+0.00047575i,-0.0004431+0.00091853i,0.00020787+0.00055914i,0.0010306+0.00012994i,0.0010977+0.00055993i,0.0005348+0.00066809i,6.2505e-05+0.00022443i,7.3436e-05-0.00063117i,0.00024861-0.00068745i
5.1788e-05-0.0013674i,-0.0019444-0.0012692i,-0.0054853-0.00087909i,-0.0057835+0.00094598i,-0.0038863+0.0018764i,-0.0034582+0.0026418i,-0.0044996+0.0032832i,-0.0039063+0.002735i,-0.0026143+0.0012926i,-0.0022419+0.0010951i,-0.0014818+0.00095501i,-0.00073714+9.2082e-05i,-0.00061988-0.00028173i,-0.0003123-3.5892e-05i,0.00038034+0.00058688i,0.00023206+0.0012078i,-0.0002198+0.00068065i,2.9305e-05-0.00049855i,-4.3462e-05-0.00028175i,0.00030171-0.000408i,0.00068796-0.001067i,6.4096e-05-0.00091111i,0.00022818-0.00039182i
0.0047388+0.00088181i,0.0039132-0.0013346i,0.0034243-0.004674i,0.00071943-0.0052558i,-0.0028337-0.0047577i,-0.0036232-0.0020165i,-0.0028052+0.00021723i,-0.0024729+0.00046506i,-0.0023195+0.00053341i,-0.0020417-0.00019234i,-0.0015477-0.0007999i,-0.00081856-0.00071512i,-5.4362e-05-0.00055509i,-0.00021051-0.00049754i,-0.00068626-0.00072151i,-0.00056414-0.00046885i,-0.00036396-2.4578e-07i,-0.00031246-0.00029285i,-0.00025421-0.00060319i,-0.00083894-0.0010376i,-0.00083536-0.00078449i,-0.00067951-0.00093941i,-0.00058307-0.0014029i
-0.0013989+0.0029757i,-0.00098283+0.0036876i,-0.0017618+0.0042374i,-0.0027018+0.0047106i,-0.0028599+0.0037117i,-0.0022998+0.0029803i,-0.0022178+0.0021652i,-0.0014361+0.00042365i,-0.00078561-0.0008664i,-0.0010065-0.00074953i,-0.000891-0.00030951i,-0.0005666-0.00056759i,-0.00035165-0.0004628i,-3.3082e-05-0.00014143i,-1.5529e-05-0.00036024i,-0.00072582+5.3761e-05i,-0.00069747+0.00055944i,-0.00081105+0.00088271i,-0.001162+0.00097558i,-0.0010752+0.00055583i,-0.00031175-3.9528e-05i,0.00060652-0.00015478i,0.00020815+0.00012661i
-0.0038255-0.0020146i,-0.0054404-0.0036942i,-0.0054111-0.0046953i,-0.0044265-0.0030962i,-0.0019928-0.00068873i,-0.00082111+0.0010932i,-0.0010715+0.0012202i,-0.0011996+0.0010293i,-0.001441-0.00045871i,-0.0013282-0.002414i,-0.001035-0.0028187i,-0.00088452-0.0020654i,-0.00096151-0.00044341i,-0.0012022+0.00020441i,-0.0016016-0.00013181i,-0.0020744-0.00097471i,-0.0018196-0.0013824i,-0.00047036-0.0010201i,0.0002253-0.00018646i,0.00017784+0.00087828i,0.0002128+0.00084206i,-0.00025731+0.00020419i,-0.00039152-2.9077e-05i
0.0035908-0.0033095i,0.0026365-0.0030021i,0.00057767-0.0011789i,-0.00049157+0.0010384i,4.7887e-05+0.00053989i,-0.00082768+0.0003416i,-0.0013821+0.00084788i,-0.0011342-0.0008448i,-0.0018518-0.0018707i,-0.0015913-0.0009363i,-0.0010867-0.00063949i,-0.0011263-0.00029495i,-0.00097113+0.00044181i,-0.00066276+0.0008016i,-0.00022441+0.00074627i,-0.00013236-0.00034753i,-0.00014406-0.0006328i,-0.00049385-0.00021963i,-0.00011749-0.00019512i,0.00099485-5.2079e-05i,0.00058406-0.00080247i,0.00027858-0.00077294i,0.00056875+0.00017493i
0.0011869-0.0008152i,-0.00052827-0.0011422i,-0.0030926-0.0023151i,-0.0059405-0.0021434i,-0.0068728-0.0003239i,-0.0063791+0.0014934i,-0.0046674+0.0023114i,-0.0019997+0.0016546i,0.00014917-0.00046292i,7.4321e-05-0.0017919i,-0.00067911-0.0016628i,-0.00060271-0.00073714i,4.8185e-05-2.9985e-05i,0.00019267+0.00031743i,0.00035134+0.00032718i,3.6169e-07-0.00090307i,-0.00067232-0.00090171i,-0.00077466+0.0001352i,-0.00051483-0.00033995i,-0.00014525-0.00047163i,-0.00019748-0.00021764i,-0.00064146-0.00043096i,-0.00047717-0.00030682i
0.0013406-0.0034709i,0.0025625-0.0049693i,0.00077241-0.0054902i,-0.0007643-0.0029991i,-0.0010488+0.00079421i,-0.0010034+0.0022208i,-0.00092827+0.00087835i,-0.00072417-0.00055682i,6.5886e-05-0.0017777i,0.00090206-0.0019483i,0.001189-0.001647i,0.001359-0.001565i,0.0014724-0.0014257i,0.0013575-0.0017626i,0.0013048-0.00060819i,0.0005365+0.0003821i,-0.00045126-0.0010216i,-0.00096463-0.0018416i,-0.00060462-0.001839i,-0.00021252-0.0020701i,-7.3608e-05-0.0012514i,0.00036127-0.00020654i,0.00022063+0.00058617i
0.00048355+0.0012656i,-0.00087247+0.0028216i,-0.0049603+0.0018448i,-0.0055+0.0015602i,-0.0020719+0.002604i,0.00014719+0.0025168i,-0.00070025+0.0006421i,-0.00077004-0.00092539i,0.0010375-0.00083474i,0.0013867-0.00029651i,0.00054602-0.00018635i,-0.0007442+0.00057018i,-0.0012217+0.00060723i,-0.00031245+0.00020325i,-0.00025226+0.00033594i,-0.00039767+0.00033218i,0.00010928+0.00011116i,0.00051656+0.0004796i,0.00016994+0.00093447i,-0.00038263+0.00013157i,-0.00079873-0.00068017i,-0.001209-0.00099058i,-0.0006129-0.0012539i
-0.00062788-0.00019848i,-0.0026677-0.00050089i,-0.0031429-0.00092144i,-0.002737-0.0006413i,-0.003223-0.00011165i,-0.0035491+0.00083045i,-0.0020187+0.0015801i,0.00076745+0.0014246i,0.0019734+0.00041693i,0.00085776+9.4663e-05i,-0.00034416+0.00038184i,-0.0013669+9.6372e-05i,-0.0020387-0.00023902i,-0.0015137-0.0004376i,-0.00045236-0.00062082i,-0.00023593-0.00056455i,4.4408e-05-0.00050038i,0.00030925-0.00032365i,0.00060036+0.00053146i,0.00024763+0.00047507i,-0.00077121-0.00045139i,-0.0011021-0.0013213i,-0.00075248-0.0011346i
-0.00015453-0.0029323i,0.00064542-0.0020093i,-0.00041905-0.001075i,-0.0024861-0.00024156i,-0.0026386+0.0007147i,-0.00021248+0.0023132i,0.0022735+0.0020499i,0.0025331+0.00037577i,0.0016702-0.00016784i,0.0011592+0.00096431i,0.00050219+0.0015351i,-0.00017607+0.001695i,-0.0002639+0.0014533i,0.00057453+0.00079926i,0.00064046+0.000685i,0.00010631+0.0003331i,0.00035915-0.00035625i,0.00041474-0.0014902i,0.00044899-0.0016475i,0.00079883-0.00086707i,-0.00017728-0.0002564i,-0.00041471+0.00019665i,-0.00030547+0.00028372i
-0.0022032-0.0023528i,-0.0037919-0.0018933i,-0.005248-0.0026989i,-0.0064642-0.0026015i,-0.0065117-0.00058542i,-0.0055272+0.0021366i,-0.0037977+0.003011i,-0.0018729+0.0020639i,-0.00034423+0.0014227i,-0.00070902+0.00095863i,-0.0013041+0.0006962i,-0.00084127+0.00092497i,-0.00030387+0.0012088i,0.00033197+0.0010004i,0.00079727+0.00026716i,0.00059288-0.00061022i,0.00047321-0.00056798i,0.00097998-0.0002483i,0.0010092-0.00014165i,0.00036365+0.00010004i,-0.0003155-0.00037699i,0.00010366-0.00049364i,0.00048188-0.00026598i
0.0056444-0.0050366i,0.0018085-0.0050465i,-0.0030048-0.0047946i,-0.0050342-0.0027102i,-0.0040181-0.0019073i,-0.0022632-0.00023278i,-0.001151+0.0017055i,-0.00067552+0.001553i,-0.00030118+0.00045723i,-0.00069903-0.00054126i,-0.0015788+0.00026217i,-0.0014947+0.0021714i,-0.00067305+0.0022262i,-0.00027152+0.0010899i,-0.0010498-0.00047185i,-0.0014702-0.0012151i,-0.0005314-0.0007468i,1.9226e-05+0.00020564i,-0.00059489+0.00056736i,-0.00088679+0.00039046i,-0.00092983+7.0994e-05i,-0.00025585+0.00021693i,0.00033446+0.0011709i
0.010937-0.029123i,0.0038866-0.021597i,-0.011795-0.021442i,-0.020735-0.0098704i,-0.020921+0.0028018i,-0.012927+0.0088917i,-0.0032523+0.0050831i,-0.00080628-0.00046594i,-0.0034854-0.0027798i,-0.0083168-0.0015257i,-0.0097385+0.0033957i,-0.0065409+0.0069832i,-0.0027784+0.0066755i,-0.0027204+0.0038532i,-0.0049506+0.001797i,-0.0046462+0.0017356i,-0.002245+0.00095075i,0.00011885-0.00051416i,0.0012045+0.00056467i,0.00092755+0.0016926i,0.00047588+0.0006589i,-9.9063e-05+0.00011759i,-0.00029221+0.00095038i
-0.00046865+0.010175i,0.00059+0.0064424i,0.0048232+0.0047624i,0.0065503+0.00028232i,0.0064571-0.0029834i,0.0044778-0.0030531i,0.0014363-0.00079981i,0.0001808+0.00088506i,0.00044122+0.0015221i,0.0011919+0.00090913i,0.00089121-0.0012069i,-0.00019832-0.0017933i,-0.00051238-0.00088603i,0.00070286-0.00038335i,0.0020892-0.00044683i,0.0017678-0.0010131i,0.00034358-0.0004694i,-4.8914e-06-0.00017545i,0.00020159-0.00036588i,0.00030508-0.00016481i,0.00066564+4.739e-07i,0.00033096-1.4903e-05i,-0.00049068+2.7257e-05i
-0.0038292+0.0052731i,-0.003411+0.0029764i,-0.0023619+0.0029145i,-0.00029837+0.0010695i,0.00061157-0.00092942i,-0.0012375-0.0005344i,-0.0018101+0.0011519i,-0.0010068+0.0013072i,-0.00089215+0.00074896i,-0.00028203-6.6897e-05i,0.00052328-0.001184i,0.00037271-0.0014771i,-0.00015587-0.0012929i,5.9186e-05-0.00063013i,0.00078152-0.00031475i,0.0010109+0.00013531i,0.00063311+0.00060218i,0.0008312+0.00027954i,0.0010063-0.00028029i,0.00057089-0.00035044i,4.0865e-05+8.9207e-05i,-0.0003655+0.00066755i,-0.00028707+0.0013332i
-0.0008032+0.0017071i,0.0022225+0.001317i,0.0058629+0.0023511i,0.0065271+0.0010953i,0.0048217+4.825e-05i,0.0027535+0.00046806i,0.0017693+0.0021169i,0.0016505+0.0028894i,0.0020788+0.0020147i,0.0017137+0.00057274i,0.00077149-0.0008801i,0.00092949-0.0017753i,0.00099416-0.0018687i,0.00029123-0.0015592i,-7.9815e-06-0.002031i,0.00035196-0.0016595i,0.0001103-0.00062163i,0.00026516-0.00020691i,0.00042951-0.0001956i,0.00018722-0.00031082i,0.00019057+6.0259e-05i,-0.0001919-0.0001441i,0.00011436-0.00077999i
0.0013785+0.0023377i,0.0010591+0.0014636i,-0.00083108+7.2323e-05i,-0.0011537-0.0011374i,-0.00050829-0.0021859i,-0.00015298-0.0032399i,-0.00079823-0.002196i,-0.0010115-0.00078064i,-0.0002589-0.00077288i,-4.7405e-05-0.0017278i,4.3433e-05-0.0023813i,0.00031985-0.0024201i,0.00020056-0.0012129i,0.00019858+7.094e-05i,0.00078171+0.00022355i,0.0013339-0.00080077i,0.0006723-0.0008398i,-0.00085206+0.00025225i,-0.00061881+0.00033299i,-0.00031915+2.0088e-05i,0.00028071+0.00029525i,0.00045122+7.9399e-05i,-0.00051855-0.0011154i
-0.0013968+0.0029764i,-0.0022787+0.0012182i,-0.0014621-0.00014669i,-0.00079077-0.0013914i,-0.0020822-0.0012434i,-0.0045625+0.000432i,-0.005118+0.0022013i,-0.0040745+0.0021823i,-0.0022024+7.7874e-05i,-0.00088991-0.0018992i,-0.00077944-0.0024298i,-0.00092951-0.0020107i,-0.00043871-0.00058548i,0.00049391-0.00042155i,0.00020857-0.0012137i,-0.00059461-0.00080797i,-0.0012263-5.6895e-05i,-0.00045139+0.00025267i,2.4887e-05-6.3786e-05i,-0.00036009-0.00014329i,-0.00028725+2.1707e-05i,1.8543e-05+0.00015262i,-2.8308e-05+0.00054071i
-0.0017343+0.0022778i,0.0012372+0.002352i,0.0017044+0.0015807i,0.00088302+0.0015467i,6.0429e-05+0.0023425i,0.00029402+0.0033934i,0.0013045+0.0046975i,0.0019441+0.0042878i,0.0020675+0.0018326i,0.0019402+0.00015301i,0.0013861-0.00051007i,0.00094142-0.0016317i,0.00051011-0.0016337i,0.0010399-0.00043788i,0.0014305-6.3803e-05i,0.00044523-0.00058752i,-0.00065788+0.00029146i,-0.00026334+0.00048247i,0.00026578+6.6388e-05i,0.00014305+0.0003379i,0.00043127+0.00076916i,0.00085655+0.00090561i,0.00011246+0.0012173i
-0.0044897-0.0024801i,-0.005739-0.0032162i,-0.0059664-0.0043725i,-0.0048916-0.0041665i,-0.0036375-0.0015008i,-0.0024682+0.00077481i,-0.0015011+9.6473e-05i,-0.00026747-0.00020815i,0.001019-9.5393e-05i,0.0019494-0.0010116i,0.0021425-0.00053398i,0.0020711+0.0005965i,0.0010532-0.00025724i,0.00031544-0.00082778i,0.0006559-0.00032804i,0.0002763-0.00028459i,-0.00051052-0.00068817i,-0.00055001-0.00063485i,0.00015734-0.00060523i,0.00066629-0.00034102i,0.00023865+6.4511e-05i,-0.00036074+0.0012231i,-0.00084289+0.0014642i
0.0028097-0.0012976i,0.0016449-0.0015317i,0.00078253+0.00047245i,0.00059241+0.0015389i,0.00048828+0.00016829i,-0.00042128-0.00040428i,-0.0020523+0.0014374i,-0.0021286+0.0022878i,-0.00066249+0.0016103i,0.00040171+0.0012075i,0.00019476+0.00099804i,-0.00052271+0.00078265i,0.00020642-4.6027e-05i,0.0011562-0.00057509i,0.0016791-0.00039194i,0.0017228-1.4841e-05i,0.00042529-0.00017876i,-0.00038727-0.0006108i,-4.8363e-05-0.00088888i,-0.00046766-0.00092086i,-0.00090722-0.00045667i,-0.00053221-0.00048289i,9.172e-05-0.00038408i
-0.0027622+0.0008093i,-0.0021747-0.00018902i,-0.0025102+0.00031552i,-0.0030191+0.00059785i,-0.0022569+0.0008511i,-0.0013445+0.0014713i,-0.0013998+0.0012032i,-0.0013098+0.00042314i,-0.0010673+0.0007561i,-7.298e-05+0.0011063i,0.0012937+0.00052282i,0.0011985+0.00081357i,0.00075183+0.00094946i,0.00061175+5.2745e-05i,0.00091455-0.00029302i,0.0012101-0.00013829i,-8.9281e-05-0.00048678i,-0.00084834-0.0011737i,-0.00077748-0.0013098i,-0.0013123-0.00087884i,-0.00089177-0.00047626i,-0.0006264-5.0868e-05i,-0.00060532+4.5153e-05i
0.00068803+0.0039452i,0.0012983+0.0023198i,0.0018589+0.0013927i,0.0010449+0.00046042i,4.0745e-05-0.001017i,-0.0017003-0.00099822i,-0.0021876+0.00013931i,-0.00099783+0.00039868i,-0.00067878+0.0011315i,-0.00030448+0.0015042i,-9.5755e-05+0.00028425i,-0.00020447-0.00036476i,0.00011706-4.3275e-05i,-1.0559e-05-0.00033901i,0.00012713-0.0011074i,0.00061009-0.00077468i,0.00079166-5.1828e-05i,0.0010157-0.00021717i,0.00061613-2.1109e-05i,5.8786e-05-0.0004339i,-0.00037769-0.0013537i,-0.0010357-0.00094113i,-0.0012921-0.00019226i
