-0.002105-0.00029395i,-0.0016117+0.00066491i,-0.0016353+0.0011186i,-0.0014189+0.0014209i,-0.0011408+0.0026294i,-0.00027196+0.0034339i,8.3932e-05+0.0030054i,0.00050714+0.0024034i,0.0011622+0.0017567i,0.0019301+0.00092097i,0.0016047-0.00076956i,0.00060144-0.0015688i,2.8842e-05-0.00079864i,0.0001475-0.00041051i,0.00016549-0.00038029i,-9.3667e-05-0.00017788i,0.00014319+0.00030814i,0.00070249+0.00064261i,0.00095668+0.00056541i,0.00067687-0.00027002i,-0.00030442-0.00051809i,-0.00069744-0.00034015i,-0.0004426-0.00027241i
-0.0086546+0.12383i,0.047708+0.058263i,0.051482-0.024727i,0.0055108-0.013188i,-0.0078783+0.03166i,0.013146+0.017055i,0.012495-0.009852i,0.0051238-0.0087845i,0.0068459-0.0062175i,0.00065974-0.0077982i,-0.0074738-0.0050351i,-0.0094603-0.0045969i,-0.0077536-0.0096548i,-0.0035884-0.018411i,-0.00022835-0.025731i,0.0024115-0.027699i,0.0060031-0.023932i,0.010285-0.015363i,0.010117-0.0033577i,0.005021+0.010327i,0.0029296+0.016063i,0.0059756+0.011337i,0.009991+0.0055917i
0.10294+0.031869i,0.023132+0.010148i,-0.033914+0.05593i,0.019918+0.082382i,0.055185+0.032461i,0.0090934-0.0015048i,-0.02278+0.012291i,-0.013523+0.018786i,-0.009237+0.011418i,-0.009431+0.01297i,-0.0064046+0.015298i,-0.0063077+0.013657i,-0.0093301+0.013446i,-0.013498+0.015933i,-0.017275+0.020643i,-0.018482+0.024841i,-0.015722+0.0227i,-0.010756+0.0094297i,-0.0043906-0.007964i,0.0040945-0.020119i,0.008401-0.024865i,0.0043514-0.022336i,-0.0018849-0.016967i
-0.059458-0.13113i,0.0011613-0.090642i,0.062446-0.078789i,0.030135-0.11535i,-0.034218-0.098269i,-0.032993-0.026234i,0.00070041+0.0050772i,0.006372+0.0050015i,0.0069286+0.010216i,0.014321+0.0064407i,0.015117-0.00093976i,0.01546+0.00075722i,0.017545+0.0021577i,0.016953-0.001209i,0.017463-0.0062369i,0.020186-0.01202i,0.017856-0.014038i,0.0062804-0.0035267i,-0.0067771+0.013707i,-0.016056+0.025274i,-0.019604+0.028136i,-0.014767+0.024104i,-0.0081548+0.018263i
-0.089522+0.072816i,-0.087507+0.046472i,-0.12295+0.0056825i,-0.15081+0.044393i,-0.10461+0.095561i,-0.045572+0.055485i,-0.030389+0.010604i,-0.018952+0.0056855i,-0.0058756-0.0031515i,-0.011842-0.013362i,-0.018297-0.014397i,-0.013913-0.012794i,-0.0056906-0.0093539i,-0.001444-0.0057587i,-0.0057043-0.0046928i,-0.01654-0.0033604i,-0.020637+0.0014678i,-0.0078718+0.0028628i,0.011937-0.0039774i,0.0262-0.013634i,0.031653-0.020177i,0.025998-0.02166i,0.015621-0.017993i
0.14416+0.10697i,0.13732+0.1086i,0.13681+0.13594i,0.1674+0.12304i,0.14034+0.045223i,0.05797+0.0097614i,0.013207+0.01704i,0.0032722+0.010571i,-0.005837+0.0091557i,-0.0021492+0.020701i,0.0027192+0.02142i,-0.0062525+0.012014i,-0.015327+0.0035135i,-0.0153-0.00077775i,-0.0075932+0.0014398i,0.0047959+0.0079778i,0.014135+0.0088232i,0.010175+0.0019755i,-0.0050063-0.0014723i,-0.021614+0.0026131i,-0.030986+0.0076757i,-0.029744+0.010762i,-0.022712+0.01061i
0.0066469-0.12374i,0.0056342-0.14764i,-0.0042767-0.19887i,-0.057772-0.23205i,-0.10122-0.17423i,-0.069489-0.080661i,-0.022264-0.03604i,-0.00922-0.018157i,0.0035087-0.0030027i,0.019508-0.0063943i,0.022006-0.011594i,0.020315-0.0007383i,0.01915+0.011873i,0.013576+0.013723i,0.0048604+0.0046147i,-0.0039982-0.0083039i,-0.011276-0.012352i,-0.012207-0.0031412i,-0.0011114+0.00751i,0.017731+0.0094838i,0.029445+0.0050034i,0.028424-0.0019013i,0.020631-0.0059982i
-0.18468+0.028463i,-0.1744+0.083925i,-0.16193+0.15164i,-0.14791+0.20191i,-0.09873+0.19309i,-0.0582+0.11809i,-0.035513+0.057902i,-0.0088752+0.029148i,-0.0020978+0.0049373i,-0.019077-0.0025367i,-0.027313-0.00020185i,-0.018609-0.0066359i,-0.007089-0.014331i,0.0011228-0.014936i,0.0069411-0.0061335i,0.0097705+0.0051236i,0.011049+0.0085433i,0.010892+0.0027247i,0.0028611-0.0078475i,-0.01167-0.01606i,-0.021336-0.018508i,-0.022922-0.016045i,-0.021134-0.010655i
0.094705+0.13164i,0.11382+0.054074i,0.15632-0.02071i,0.18569-0.071253i,0.13887-0.093569i,0.068065-0.062232i,0.032019-0.022066i,0.014527-0.012872i,0.0018813-0.00014519i,0.0083581+0.020729i,0.016269+0.022218i,0.0029655+0.012278i,-0.013249+0.0058396i,-0.017142+0.00078894i,-0.020063-0.0051197i,-0.022019-0.008925i,-0.019035-0.0074282i,-0.013927-0.0021989i,-0.004692+0.0076466i,0.0072121+0.021371i,0.014094+0.027062i,0.014069+0.023365i,0.013023+0.016648i
0.16425-0.10897i,0.099152-0.11297i,-0.03102-0.10945i,-0.11339-0.093758i,-0.12704-0.072041i,-0.10038-0.038265i,-0.060947-0.0089779i,-0.031526+0.0093969i,-0.013599+0.0088244i,-0.0074966-0.010058i,-0.010125-0.018866i,-0.003637-0.0074935i,0.011591+0.0056879i,0.020571+0.012413i,0.021891+0.018479i,0.020484+0.021552i,0.018784+0.017999i,0.016549+0.0090201i,0.01082-0.006137i,0.0021862-0.024267i,-0.0033801-0.033798i,-0.003803-0.033054i,-0.0061113-0.028413i
-0.25391-0.066766i,-0.15099+0.02258i,-0.03081+0.11228i,0.011917+0.14316i,0.014846+0.12827i,0.010068+0.081378i,0.0056244+0.038445i,0.0078076+0.018062i,0.010647+0.008698i,0.0043354+0.010176i,0.0027235+0.014052i,0.0038424+0.00226i,-0.0058806-0.015128i,-0.016735-0.02199i,-0.015221-0.025221i,-0.0077789-0.02987i,-0.0050526-0.02965i,-0.0060212-0.019635i,-0.0048928-0.00081858i,-0.00031694+0.017197i,0.0030427+0.024788i,0.0018202+0.024014i,0.00079058+0.021337i
-0.037235+0.27333i,-0.066379+0.16287i,-0.042826-0.00031187i,0.002187-0.083356i,0.025454-0.085481i,0.018559-0.061536i,0.000285-0.03022i,-0.0046889-0.017189i,-0.0066883-0.015349i,-0.00012071-0.00735i,0.010979-0.0054583i,0.0087702-0.0020566i,0.0072399+0.010839i,0.0067913+0.019706i,-0.0063802+0.024724i,-0.02+0.03189i,-0.01926+0.034567i,-0.0088956+0.026877i,-0.00025644+0.011616i,0.00458-0.005704i,0.0054943-0.017046i,0.005844-0.02026i,0.0071635-0.020328i
0.33868-0.16363i,0.2635-0.1168i,0.10808-0.0012546i,0.015098+0.062634i,-0.033781+0.042447i,-0.05119+0.027186i,-0.029497+0.022899i,-0.012737+0.014364i,-0.010839+0.016485i,-0.011965+0.016047i,-0.016713+0.010883i,-0.011863+0.0091972i,-0.0010675+0.0015017i,0.0052689-0.010997i,0.016934-0.018969i,0.029968-0.025588i,0.030177-0.029103i,0.017442-0.025128i,0.0056934-0.013838i,0.00089234+0.0014802i,-0.0004177+0.0095052i,-0.0013426+0.0088858i,-0.0059573+0.0078251i
-0.35339-0.24802i,-0.26463-0.2195i,-0.14064-0.15098i,-0.094419-0.078578i,-0.065718-0.0023806i,-0.026474+0.024615i,-0.010064+0.0087669i,-0.0013469+0.0056905i,0.016981+0.005097i,0.026925+0.0025354i,0.02933+0.0055931i,0.020866-0.0003014i,-0.00057792-0.0059993i,-0.019354-0.0020911i,-0.033902-8.1767e-05i,-0.044185+0.0019866i,-0.040798+0.0068356i,-0.026353+0.0096555i,-0.0109+0.0087652i,-0.00016095+0.0026661i,0.0049229-0.0028706i,0.0067457-0.00448i,0.0087937-0.0050166i
0.00374+0.53458i,0.030537+0.47649i,0.044725+0.26792i,0.060049+0.1112i,0.059072+0.035142i,0.028079+0.0017889i,0.0047126+0.007062i,0.0030038+0.003123i,-0.011154-0.010329i,-0.025258-0.0056624i,-0.021723+0.0016751i,-0.011376+0.0083249i,0.0068724+0.012373i,0.024914+0.009554i,0.033375+0.0096314i,0.038136+0.012339i,0.036125+0.0098804i,0.024886+0.0025055i,0.010653-0.0023415i,-1.2736e-05+0.0020211i,-0.0039676+0.0059414i,-0.0056779+0.0047453i,-0.0060831+0.0038508i
0.40367-0.25515i,0.30365-0.24877i,0.12516-0.13323i,0.0031903-0.051488i,-0.064689-0.037109i,-0.074983-0.027189i,-0.044762-0.015592i,-0.025065-0.0030293i,-0.011028+0.016041i,0.0051709+0.020138i,0.0087438+0.01264i,0.0049654+0.0036309i,-0.0040005-0.0079748i,-0.014681-0.018164i,-0.01591-0.027317i,-0.015132-0.034565i,-0.016136-0.030901i,-0.012533-0.015997i,-0.003771-0.0050158i,0.0052437-0.0057057i,0.011564-0.0074185i,0.01626-0.0040428i,0.014781-0.0016118i
-0.57972-0.22737i,-0.53642-0.18239i,-0.33012-0.10092i,-0.1703-0.039765i,-0.087006+0.0073869i,-0.030244+0.033486i,-0.0034354+0.021792i,0.0076268+0.01046i,0.016883+0.0025416i,0.010027-0.0035986i,-0.00080732-0.0002259i,-0.0036414+0.0031552i,0.0026919+0.0048558i,0.0099914+0.010279i,0.0046335+0.019536i,-0.0031843+0.029528i,-0.0017076+0.031277i,-5.9223e-05+0.021505i,-0.0053537+0.013668i,-0.013002+0.015075i,-0.015988+0.014875i,-0.017191+0.0089104i,-0.015682+0.0051603i
0.17449+0.52059i,0.30241+0.48219i,0.27208+0.26213i,0.17545+0.09285i,0.11581+0.023353i,0.061923-0.014156i,0.017237-0.019165i,0.00051536-0.018861i,-0.011252-0.020067i,-0.01684-0.0091633i,-0.014022-9.6155e-05i,-0.0089269+0.0058632i,-0.0041357+0.0089497i,-0.0019229+0.0028367i,0.0062285-0.0097041i,0.011899-0.02344i,0.0038012-0.024295i,-0.0012854-0.012891i,0.0058654-0.011556i,0.014631-0.018262i,0.01771-0.017052i,0.01831-0.0078289i,0.017042+0.00071977i
0.33232-0.43084i,0.16209-0.47073i,-0.046222-0.29134i,-0.12308-0.11831i,-0.12464-0.054893i,-0.098672-0.028863i,-0.053578-0.0045689i,-0.022988+0.01076i,-0.0031736+0.015321i,0.016631-0.00028824i,0.019822-0.019831i,0.0055707-0.024077i,-0.0068526-0.018063i,-0.010099-0.0095374i,-0.0093289-0.0013381i,-0.004802+0.0072724i,0.0060628+0.0078107i,0.01025-0.00048913i,-1.6987e-05-0.00032345i,-0.012048+0.010019i,-0.014925+0.015132i,-0.011584+0.008846i,-0.011444+0.00010364i
-0.49437+0.10785i,-0.42119+0.21088i,-0.1292+0.15855i,0.066482+0.032624i,0.088667-0.0082236i,0.068316+0.016303i,0.052959+0.0096721i,0.035187-0.012713i,0.015144-0.016616i,-0.0060881-0.0023246i,-0.017989+0.015032i,-0.013257+0.018903i,-0.0011345+0.0091282i,0.0039401+0.00033742i,0.002935+0.00022844i,0.0026672-0.0038758i,-0.003826-0.0098625i,-0.012022-0.0022786i,-0.006631+0.0064353i,0.0084074+0.00058691i,0.015775-0.0092589i,0.010657-0.0083457i,0.004673-0.001168i
0.20708+0.32185i,0.27955+0.25183i,0.12515+0.12985i,-0.072278+0.11084i,-0.12618+0.11266i,-0.095765+0.048875i,-0.070146+0.0058324i,-0.041863+0.0084602i,-0.0072443+0.0083757i,0.020086-0.0012792i,0.028634-0.015774i,0.01499-0.023787i,-0.0027277-0.01608i,-0.0068537-0.0085188i,-0.0034878-0.0073086i,-0.0045639-0.00050282i,-0.0031983+0.012112i,0.0067721+0.013381i,0.0085595+0.00091814i,-0.0040058-0.0039959i,-0.011194+0.002422i,-0.0070022+0.0042983i,-0.0022887+0.0026986i
0.0083749-0.52732i,-0.11522-0.57961i,-0.12488-0.35798i,-0.0026287-0.15348i,0.064035-0.088935i,0.036022-0.03777i,0.022911+0.0049829i,0.024582+0.0049453i,0.019201-0.0017277i,0.010542-0.0057457i,-0.0027735-0.0035492i,-0.0038543+0.0040725i,0.0069088-0.00023737i,0.010175-0.0079028i,0.0080234-0.0067562i,0.014739-0.0051195i,0.021397-0.014536i,0.01009-0.022106i,-0.0022018-0.0080683i,0.0031609+0.0089527i,0.010358+0.013475i,0.0075579+0.013421i,0.0016028+0.0071069i
-0.097098+0.29289i,0.00082246+0.40058i,0.10832+0.22617i,0.06454-0.022491i,-0.0323-0.087016i,-0.042033-0.053729i,-0.017889-0.038901i,-0.016394-0.033576i,-0.025433-0.019678i,-0.025102+0.0014525i,-0.010027+0.013089i,0.0039969+0.012735i,0.007544+0.013903i,0.0030596+0.017135i,-0.004577+0.016486i,-0.015444+0.010661i,-0.024144+0.011096i,-0.017299+0.015943i,-0.0047207+0.0052536i,-0.0047936-0.013766i,-0.010255-0.024719i,-0.010205-0.025928i,-0.0074297-0.017998i
0.19268+0.037908i,0.14312-0.038841i,-0.063795+0.012651i,-0.19796+0.17439i,-0.17161+0.21137i,-0.10543+0.11961i,-0.062318+0.055005i,-0.024273+0.040824i,0.0096698+0.029161i,0.026614+0.0040118i,0.014279-0.022638i,-0.015752-0.02773i,-0.028447-0.018777i,-0.016243-0.018962i,0.0044407-0.020485i,0.020633-0.012795i,0.024838-0.0057629i,0.020025-0.0043522i,0.016559+0.0027757i,0.017729+0.015456i,0.018062+0.022885i,0.014221+0.021491i,0.010482+0.015756i
-0.1844-0.12127i,-0.16823-0.14425i,0.033045-0.17391i,0.22814-0.24269i,0.23381-0.2409i,0.12451-0.12883i,0.053989-0.039984i,0.030656-0.025503i,0.014243-0.020911i,0.00033968+0.004164i,-0.0040981+0.034288i,0.0053681+0.045232i,0.015058+0.035884i,0.0058838+0.025457i,-0.016981+0.022506i,-0.027713+0.019388i,-0.020061+0.011571i,-0.013829+0.0071759i,-0.014856+0.0056941i,-0.017248-0.00059729i,-0.018596-0.0075579i,-0.01552-0.0095262i,-0.010924-0.010605i
0.00071207+0.15537i,0.034768+0.20943i,-0.032121+0.17672i,-0.17815+0.12623i,-0.22942+0.10013i,-0.14544+0.053882i,-0.058116+0.010583i,-0.021137-0.0040263i,-0.0089414-0.013721i,-0.0038388-0.027949i,0.00094642-0.046682i,0.001804-0.058624i,0.0014106-0.052211i,0.0069181-0.036149i,0.017394-0.020754i,0.020325-0.0082762i,0.009221+0.0012908i,-1.987e-05+0.0039112i,0.0029847+0.0012946i,0.013188+0.0021992i,0.02149+0.0035272i,0.019113+0.0021879i,0.012077+0.0060734i
0.052016-0.31668i,0.00065341-0.38033i,-0.054738-0.2545i,-0.038044-0.076901i,0.00085922-0.0027787i,-0.015803-0.0045206i,-0.039896+0.00059595i,-0.02783+0.021456i,-0.0051848+0.036194i,0.0016553+0.035281i,-0.0099034+0.027684i,-0.027262+0.025994i,-0.035241+0.023085i,-0.031849+0.0056801i,-0.028476-0.016372i,-0.027825-0.027761i,-0.024633-0.025069i,-0.01897-0.010421i,-0.010173+0.0025387i,-0.006523+0.0031247i,-0.011627+0.0012136i,-0.011281+0.0038997i,-0.0053471+0.0032983i
0.14939+0.34937i,0.24283+0.41583i,0.3306+0.24515i,0.33286-0.01343i,0.20112-0.1286i,0.072323-0.074546i,0.0374-0.012931i,0.036285-0.018642i,0.019484-0.036915i,0.011078-0.028505i,0.021033-0.0069193i,0.034854+0.013216i,0.046126+0.026626i,0.042282+0.036856i,0.025185+0.045953i,0.018158+0.047885i,0.02624+0.034005i,0.027647+0.0089414i,0.01016-0.0032508i,-0.0048383+0.0041048i,-0.0058759+0.0072419i,-0.0085054+0.00024421i,-0.014559-0.0046106i
-0.22612-0.054159i,-0.28879-0.075737i,-0.37314+0.0074638i,-0.40765+0.16228i,-0.28196+0.21065i,-0.11558+0.11707i,-0.035238+0.025284i,-0.020886+0.0003698i,-0.018749-0.0052813i,-0.020517-0.023628i,-0.026063-0.046141i,-0.031066-0.063494i,-0.038186-0.074303i,-0.035767-0.076155i,-0.017183-0.068628i,-0.0065187-0.058039i,-0.017513-0.039138i,-0.026961-0.011982i,-0.0095764-0.00052907i,0.015945-0.013446i,0.022045-0.024419i,0.01825-0.017862i,0.018798-0.0042201i
-0.096502-0.17025i,-0.11349-0.17534i,-0.0089133-0.16135i,0.10755-0.16684i,0.1071-0.13261i,0.039399-0.071645i,-0.0049922-0.017259i,0.0087822+0.013276i,0.039912+0.020552i,0.053486+0.035263i,0.052251+0.051844i,0.032263+0.052896i,0.01094+0.05289i,0.004938+0.051703i,-0.002498+0.041126i,-0.011452+0.032125i,-0.0041125+0.026199i,0.0090159+0.015668i,0.0010765+0.015064i,-0.016837+0.035573i,-0.018072+0.051688i,-0.0099531+0.042496i,-0.0099122+0.021536i
0.21349+0.15014i,0.29897+0.19306i,0.27894+0.17879i,0.15927+0.11112i,-0.0033429+0.039167i,-0.081604+0.035272i,-0.036923+0.034131i,0.015131-0.017089i,0.015164-0.060678i,0.0050112-0.071345i,0.0068677-0.068721i,0.027641-0.054978i,0.054958-0.04789i,0.052792-0.047395i,0.036275-0.035717i,0.034026-0.024264i,0.030342-0.025063i,0.012906-0.027135i,-0.00030433-0.024737i,0.0054115-0.029955i,0.010904-0.042651i,0.0020209-0.039491i,-0.0052358-0.020437i
-0.12285-0.34466i,-0.22108-0.40077i,-0.32617-0.28158i,-0.34156-0.087628i,-0.20949+0.037077i,-0.050367+0.052116i,0.016635+0.041218i,0.023217+0.063934i,0.027192+0.077188i,0.012032+0.067837i,-0.010687+0.058537i,-0.033892+0.039532i,-0.063842+0.022847i,-0.068775+0.020784i,-0.052266+0.014984i,-0.049206+0.010648i,-0.046853+0.021262i,-0.021811+0.02991i,0.0033356+0.018491i,-0.0018379+0.010766i,-0.016419+0.021337i,-0.01448+0.022958i,-0.0078634+0.011466i
0.26788+0.50965i,0.36856+0.56164i,0.39005+0.35355i,0.34766+0.094422i,0.2258-0.037002i,0.068592-0.046729i,-0.0085738-0.011867i,-0.0016024-0.0038283i,0.013552-0.0068985i,0.037895+0.0049162i,0.060948+0.0091253i,0.063522+0.015056i,0.070075+0.025209i,0.072542+0.022082i,0.063378+0.01815i,0.063765+0.01247i,0.064133-0.0078373i,0.039602-0.023762i,0.0077872-0.0097103i,0.0040416+0.010595i,0.014473+0.0073987i,0.010026-0.00037258i,-0.00090073-0.0016454i
-0.40305-0.14066i,-0.50975-0.1776i,-0.44182-0.099141i,-0.3269+0.016493i,-0.25168+0.03683i,-0.19761-0.0017878i,-0.13838-0.0014501i,-0.077786+0.010094i,-0.041119-0.010718i,-0.04737-0.037547i,-0.061338-0.044416i,-0.05436-0.049462i,-0.044424-0.065098i,-0.04801-0.072146i,-0.058316-0.059797i,-0.063283-0.032856i,-0.055034+0.0015408i,-0.035755+0.021863i,-0.021376+0.0083177i,-0.023434-0.021596i,-0.028298-0.036118i,-0.017598-0.03235i,0.0021292-0.024753i
0.016575-0.40006i,0.033788-0.40964i,0.0077766-0.30373i,-0.06762-0.18165i,-0.095124-0.044084i,-0.015513+0.063922i,0.058567+0.073537i,0.066384+0.055496i,0.054885+0.061764i,0.053098+0.073138i,0.052738+0.066589i,0.03476+0.048148i,0.0093289+0.050646i,0.0051388+0.064883i,0.011821+0.060806i,0.0069672+0.044734i,-0.0026803+0.027691i,0.0018126+0.0083626i,0.017384+0.00018067i,0.033135+0.015581i,0.040456+0.035677i,0.02848+0.038208i,0.007726+0.032867i
0.5188+0.24198i,0.59901+0.24617i,0.48697+0.11237i,0.3221-0.047093i,0.17579-0.1222i,0.049763-0.10552i,-0.010344-0.072894i,-0.035763-0.067335i,-0.043123-0.056117i,-0.019357-0.048696i,0.0060824-0.052011i,0.032653-0.046078i,0.062468-0.049915i,0.069438-0.060822i,0.059527-0.063339i,0.051106-0.065214i,0.03863-0.060736i,0.015219-0.040715i,-0.0087252-0.02225i,-0.025247-0.030085i,-0.036013-0.049888i,-0.035019-0.045479i,-0.025865-0.02593i
-0.29165+0.078265i,-0.43629+0.04353i,-0.43376+0.10977i,-0.31185+0.2062i,-0.20258+0.15408i,-0.17961+0.025679i,-0.16227+0.015009i,-0.074021+0.059323i,-0.017563+0.0426i,-0.04011+0.038166i,-0.052193+0.063537i,-0.050311+0.055757i,-0.073768+0.032658i,-0.10253+0.022297i,-0.11243+0.025636i,-0.099999+0.043002i,-0.063411+0.053072i,-0.017205+0.039421i,0.013052+0.014114i,0.022035+0.0071531i,0.022916+0.019616i,0.020711+0.018601i,0.019452+0.0039129i
0.08438+0.14071i,0.21417+0.18541i,0.24743-0.014046i,0.14258-0.26548i,0.059947-0.27621i,0.097934-0.12732i,0.15207-0.062402i,0.12112-0.077451i,0.073668-0.066144i,0.063875-0.054049i,0.050439-0.059086i,0.030996-0.040934i,0.035727-0.0085107i,0.05912+0.013324i,0.081767+0.013967i,0.080989-0.010853i,0.0477-0.031846i,0.010137-0.028417i,-0.00096852-0.011305i,0.0084446-0.0016924i,0.016372-0.0064112i,0.011967-0.011572i,-0.0044011-0.010847i
-0.28274-0.2112i,-0.39773-0.23454i,-0.32883-0.053843i,-0.16518+0.21225i,-0.087745+0.32895i,-0.10417+0.24226i,-0.13192+0.12342i,-0.12663+0.081402i,-0.093208+0.073087i,-0.052375+0.059167i,-0.021091+0.039612i,0.0040762+0.0082096i,0.016283-0.044552i,-0.0062375-0.086352i,-0.047607-0.074918i,-0.06294-0.023842i,-0.043431+0.021079i,-0.020222+0.045291i,-0.014542+0.048375i,-0.022113+0.028829i,-0.03134+0.0058108i,-0.027241-0.002143i,-0.0074238-0.00082035i
0.029702-0.19829i,0.11258-0.17424i,0.11206-0.13338i,0.029225-0.1626i,0.016987-0.22027i,0.089-0.22355i,0.11453-0.16813i,0.099981-0.10389i,0.078895-0.076087i,0.033345-0.05135i,-0.002713-0.01397i,-0.025256+0.016968i,-0.040279+0.054613i,-0.029041+0.078796i,-0.0093094+0.058021i,-0.00018781+0.015467i,-0.0032419-0.02443i,-0.019451-0.06104i,-0.033833-0.073637i,-0.018254-0.048173i,0.019494-0.015164i,0.036585-0.0030657i,0.029049-0.0059105i
0.66944-0.066204i,0.62735-0.12085i,0.33438-0.19964i,0.039459-0.23092i,-0.12278-0.092301i,-0.12831+0.10213i,-0.049248+0.12538i,-0.034625+0.055359i,-0.031224+0.047923i,0.028884+0.035205i,0.061975-0.012077i,0.063213-0.036832i,0.071941-0.052741i,0.07602-0.065982i,0.073725-0.060839i,0.055073-0.046445i,0.027646-0.019509i,0.024395+0.012837i,0.033479+0.01702i,0.013908-0.0038268i,-0.026199-0.015399i,-0.039941-0.0095725i,-0.027893+0.0019584i
-0.34625+0.78717i,-0.31561+0.82768i,-0.12856+0.65991i,0.02439+0.48909i,-0.045631+0.35501i,-0.18778+0.27536i,-0.13309+0.25174i,0.0068107+0.15836i,0.018754+0.061802i,-0.0048763+0.072734i,0.0053523+0.09079i,-0.010621+0.079087i,-0.038346+0.072563i,-0.053163+0.069429i,-0.053988+0.078233i,-0.022998+0.086423i,0.022824+0.063351i,0.039039+0.022395i,0.032582+0.00092622i,0.041518-0.0015038i,0.05728-0.0080588i,0.049949-0.015736i,0.028146-0.015809i
-0.69403-0.46072i,-0.67894-0.46341i,-0.62576-0.4479i,-0.67456-0.45384i,-0.60604-0.43846i,-0.39376-0.42224i,-0.25737-0.32867i,-0.17576-0.15059i,-0.094299-0.044413i,-0.080689-0.030368i,-0.094695-0.042996i,-0.079904-0.06099i,-0.052344-0.071922i,-0.033804-0.075871i,-0.036876-0.08112i,-0.066872-0.081801i,-0.097694-0.057688i,-0.090003-0.012984i,-0.041108+0.017702i,0.0037799+0.016283i,0.013294+0.0027227i,0.0062966-0.0012741i,0.0068262-0.0046387i
0.46314-0.74078i,0.31858-0.80852i,0.33353-0.60315i,0.60238-0.48663i,0.66985-0.51977i,0.38159-0.4131i,0.087102-0.13991i,0.018686+0.070478i,0.069135+0.1032i,0.083735+0.038957i,0.054362+0.00038788i,0.019195+0.010468i,0.0031354+0.041996i,0.0067957+0.070986i,0.017625+0.090454i,0.046341+0.097512i,0.081261+0.068516i,0.071698+0.016464i,0.014121-0.0026698i,-0.035039+0.013719i,-0.041984+0.019528i,-0.028488+0.010088i,-0.018664+0.0074997i
0.50852+0.74522i,0.78304+0.69884i,0.65817+0.40628i,0.23456+0.24143i,-0.021806+0.20849i,-0.024081+0.084401i,-0.048613-0.096178i,-0.16719-0.15449i,-0.23248-0.09095i,-0.18672-0.011521i,-0.093205+0.02753i,-0.01342+0.036901i,0.033467+0.010035i,0.035189-0.055938i,0.0064527-0.10719i,-0.033792-0.1148i,-0.072185-0.078624i,-0.080005-0.02032i,-0.04019+0.010234i,0.020928+0.00017392i,0.047537-0.017257i,0.026125-0.015359i,-0.0021696-0.0051715i
-0.33793-0.19776i,-0.51196-0.10847i,-0.61549-0.062754i,-0.82346-0.12779i,-1.0697-0.010046i,-0.90988+0.30698i,-0.32223+0.41123i,0.11194+0.22292i,0.2274+0.081989i,0.24232+0.048729i,0.17624+0.012805i,0.070806+0.018545i,0.028978+0.058857i,0.031193+0.077676i,0.029794+0.06683i,-0.0045448+0.03647i,-0.055641+0.023679i,-0.071333+0.025365i,-0.058386+0.027926i,-0.045213+0.051904i,-0.021264+0.066436i,0.0017057+0.03331i,-0.0042876-0.0027035i
0.023658+0.40248i,0.12589+0.13523i,0.030725-0.16682i,-0.20718-0.13918i,-0.44191+0.044875i,-0.55127+0.20127i,-0.45323+0.32991i,-0.33978+0.31216i,-0.29205+0.26135i,-0.11026+0.2425i,0.10065+0.11686i,0.16009-0.011395i,0.12839-0.065417i,0.049477-0.07658i,-0.0048675-0.03811i,0.013384-0.024896i,0.02803-0.052699i,0.0069952-0.046997i,0.0014367-0.003765i,0.031244+0.018252i,0.0433+0.0085859i,0.023778+0.012766i,0.016966+0.040061i
-0.62801+9.0872i,2.0833+6.8911i,4.9448+5.3065i,5.5863+2.4914i,5.1395-0.069981i,3.5977-2.0596i,1.328-2.0651i,0.30739-0.68124i,0.7736+0.1689i,1.3765-0.14925i,1.0191-0.99247i,0.071612-1.3575i,-0.48915-1.0537i,-0.57904-0.63374i,-0.55852-0.38756i,-0.51129-0.049889i,-0.24785+0.33981i,0.087416+0.47413i,0.17406+0.39326i,0.095905+0.31828i,0.082107+0.25788i,0.15321+0.16664i,0.23111+0.039002i
0.84821-0.77248i,0.61491-0.79448i,0.36712-0.44i,0.43593-0.19356i,0.56701-0.2353i,0.50087-0.30507i,0.28015-0.27911i,0.071893-0.19923i,-0.065511-0.14217i,-0.15142-0.10717i,-0.14205-0.065148i,-0.082819-0.076541i,-0.06523-0.088679i,-0.04289-0.05449i,0.0061776-0.04161i,0.043588-0.029994i,0.089639-0.0011014i,0.12438+0.0012994i,0.09834-0.022193i,0.050527-0.03977i,0.041484-0.038181i,0.065412-0.031626i,0.091522-0.038387i
0.61475+1.3314i,0.76216+1.1016i,0.42847+0.65143i,0.11149+0.48748i,0.14379+0.32699i,0.14588+0.022096i,-0.011122-0.076448i,-0.064677+0.054594i,-0.021729+0.13963i,-0.015759+0.10394i,-0.027628+0.048744i,-0.0058994-0.00010667i,0.0057159-0.038013i,-0.0043587-0.033128i,-0.0079081-0.013982i,-0.017762-0.0079604i,-0.030225+0.00036622i,-0.030247+0.015457i,-0.022106+0.031991i,-0.017717+0.031758i,-0.026462+0.017395i,-0.032557+0.015969i,-0.02319+0.021132i
