-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
0.22665-0.25503i,0.37917-0.51689i,0.44082-0.5819i,0.328-0.3859i,0.13372-0.21126i,-0.01813-0.19738i,-0.06661-0.21366i,-0.046825-0.16321i,-0.037903-0.084686i,-0.052004-0.03463i,-0.059229-0.020642i,-0.050987-0.031185i,-0.048299-0.041442i,-0.045513-0.038617i,-0.034092-0.045739i,-0.028089-0.060799i,-0.018992-0.06321i,-0.0062518-0.058271i,-0.0065492-0.051891i,-0.018132-0.039405i,-0.026584-0.020786i,-0.025206-0.00053479i,-0.020684+0.010171i
-0.042219+0.2475i,-0.036902+0.40826i,-0.081801+0.37184i,-0.15508+0.1601i,-0.14437+0.0012353i,-0.06868-0.035083i,-0.028948+0.0093432i,0.0016129+0.04464i,0.02975+0.0027347i,0.021274-0.031951i,0.031911-0.020016i,0.051981-0.018498i,0.039117-0.021212i,0.028754-0.0084397i,0.039823-0.004866i,0.045118-0.013904i,0.020712-0.0087241i,-0.0097409+0.019432i,-0.0081615+0.048151i,0.012922+0.046884i,0.022463+0.01085i,0.015948-0.030469i,-6.9967e-05-0.047109i
-0.13724-0.32737i,-0.18532-0.59213i,-0.15503-0.69507i,-0.051817-0.49161i,0.015671-0.15072i,-0.0043893+0.076324i,-0.032785+0.11097i,-0.036746+0.065866i,-0.02366+0.063346i,0.015356+0.069903i,0.016998+0.04201i,-0.024413+0.028808i,-0.035744+0.027765i,-0.030018+0.0097952i,-0.037873-0.005929i,-0.033709-0.021013i,-0.0095684-0.048851i,0.010129-0.068596i,0.0084291-0.063752i,-0.0036888-0.036563i,-0.0083696-0.00050033i,-0.0058125+0.022359i,0.00064311+0.027754i
0.17723+0.10274i,0.20405+0.4061i,0.15045+0.77358i,0.098922+0.83165i,0.12103+0.49322i,0.15915+0.096786i,0.14225-0.072714i,0.099172-0.078131i,0.044049-0.080339i,-0.031782-0.082703i,-0.061594-0.046889i,-0.025099-0.013417i,0.017078-0.0029705i,0.033219+0.0039825i,0.025445+0.013995i,-0.0028456+0.028881i,-0.03336+0.040573i,-0.045618+0.030522i,-0.038763+0.013212i,-0.022511+0.010649i,-0.0053064+0.018757i,0.0090215+0.024529i,0.020363+0.02273i
0.078994+0.01454i,0.046708-0.23308i,-0.068422-0.62984i,-0.18211-0.81424i,-0.2121-0.59757i,-0.13983-0.27629i,-0.070628-0.1316i,-0.075002-0.080844i,-0.081088-0.010459i,-0.045375+0.044354i,-0.0016401+0.054083i,0.028475+0.028709i,0.026564-0.0033696i,0.0091654-0.012785i,0.018392-0.010026i,0.049806-0.016339i,0.067065-0.021711i,0.057085-0.014171i,0.032943-0.0068868i,0.012728-0.0088077i,0.001691-0.01643i,-0.0066667-0.023373i,-0.015731-0.021999i
-0.19264+0.27992i,-0.20022+0.6361i,0.0037993+0.99901i,0.32422+1.0191i,0.43112+0.64081i,0.24472+0.28427i,0.065973+0.17023i,0.027418+0.11078i,0.027747+0.023901i,0.026194-0.029004i,0.0088852-0.042765i,-0.027858-0.030437i,-0.050251-0.016365i,-0.051846-0.01793i,-0.05803-0.022327i,-0.071059-0.010368i,-0.073502+0.0085792i,-0.060907+0.021492i,-0.036262+0.033061i,-0.0091468+0.037807i,0.007638+0.036713i,0.0213+0.03503i,0.0322+0.023589i
0.044615-0.24829i,0.10811-0.55141i,0.011844-0.84377i,-0.28698-0.78296i,-0.42256-0.38977i,-0.25067-0.10833i,-0.077033-0.073182i,-0.016876-0.041164i,0.027202+0.030717i,0.065021+0.049486i,0.07233+0.019215i,0.059158-0.0070093i,0.050786-0.0017996i,0.039999+0.012727i,0.020514+0.026323i,0.020231+0.039506i,0.045587+0.040575i,0.06781+0.022828i,0.063369-0.010836i,0.033107-0.034424i,-0.0038105-0.034677i,-0.031603-0.025056i,-0.043891-0.0091189i
-0.12023+0.090036i,-0.29169+0.32133i,-0.27749+0.55369i,0.0030446+0.47288i,0.21252+0.13522i,0.17421-0.083635i,0.088018-0.092707i,0.040602-0.072654i,-0.017909-0.079435i,-0.071688-0.066633i,-0.075504-0.029838i,-0.043962-0.0035492i,-0.025143+0.0049639i,-0.0040676+0.0069472i,0.027225-0.010683i,0.028178-0.044954i,-0.0068719-0.064549i,-0.039856-0.050145i,-0.046156-0.016748i,-0.032565+0.0096751i,-0.010896+0.019102i,0.0047495+0.018342i,0.010114+0.017908i
0.20448-0.19448i,0.39612-0.51901i,0.39585-0.72779i,0.15394-0.54301i,-0.046513-0.16971i,-0.05739+0.03742i,-0.027011+0.065945i,-0.0090867+0.054401i,0.010921+0.040623i,0.0063227+0.037197i,-0.0055858+0.051078i,0.0005739+0.04966i,0.0035235+0.019261i,-0.017392-0.0021154i,-0.040723+0.010879i,-0.039852+0.038615i,-0.023719+0.050775i,-0.013382+0.037038i,-0.010095+0.015936i,-0.0046277+0.0070702i,0.0041335+0.0041632i,0.013735-0.0027209i,0.014917-0.014453i
-0.1541+0.201i,-0.2627+0.46452i,-0.31198+0.59717i,-0.21511+0.43494i,-0.054974+0.1641i,0.0071713+0.017308i,-0.013376+0.017611i,-0.032926+0.056533i,-0.016768+0.052358i,0.019141+0.018513i,0.039718-0.016311i,0.032546-0.038999i,0.024716-0.043436i,0.031637-0.050977i,0.033501-0.067372i,0.023851-0.071074i,0.018236-0.055771i,0.017663-0.032427i,0.014928-0.013629i,0.010275-0.0060064i,-1.1583e-05-0.0022087i,-0.011733+0.0010071i,-0.012246+0.00036942i
0.092375-0.1461i,0.18965-0.20368i,0.34856-0.18635i,0.38433-0.13906i,0.19463-0.089953i,0.0052172-0.028785i,-0.028084-0.027452i,-0.025547-0.0695i,-0.058341-0.04753i,-0.065107+0.01689i,-0.042325+0.050783i,-0.027412+0.062823i,-0.019968+0.074738i,-0.014586+0.081997i,-0.013427+0.077429i,-0.012275+0.059013i,-0.009009+0.03671i,0.0036138+0.020675i,0.019617+0.013193i,0.022795+0.01272i,0.022133+0.0097089i,0.022901+0.0010412i,0.015399-0.0033332i
0.020457+0.035247i,-0.19781-0.016671i,-0.54886+0.022558i,-0.59887+0.18522i,-0.20176+0.22136i,0.17087+0.062968i,0.21198-0.046482i,0.12293-0.035167i,0.090221-0.022124i,0.078273-0.057635i,0.049231-0.090306i,0.02699-0.096414i,0.014441-0.090972i,0.010571-0.073319i,0.027445-0.055306i,0.044004-0.055165i,0.036742-0.063666i,0.0096785-0.064142i,-0.01678-0.052443i,-0.023421-0.038255i,-0.021138-0.027303i,-0.024526-0.018315i,-0.025026-0.0071629i
0.072667+0.2073i,0.43705+0.24406i,0.82264-0.038785i,0.72866-0.44423i,0.19597-0.49365i,-0.17136-0.2426i,-0.16203-0.090635i,-0.074466-0.069482i,-0.0651-0.023316i,-0.061071+0.051134i,-0.038813+0.088807i,-0.022817+0.093339i,-0.0056625+0.08465i,0.0052111+0.052966i,-0.013381+0.019778i,-0.04025+0.016988i,-0.040911+0.031855i,-0.019206+0.03878i,0.0038483+0.030496i,0.011667+0.021621i,0.0041026+0.024772i,0.0042321+0.03412i,0.012933+0.029841i
-0.36248-0.16924i,-0.77017-0.052794i,-0.93437+0.34377i,-0.56654+0.70193i,0.0051693+0.61303i,0.24192+0.27303i,0.13372+0.10525i,0.031084+0.079599i,0.026242+0.015829i,0.018091-0.052043i,-0.00068381-0.061009i,-0.0033149-0.046186i,-0.00056638-0.030688i,0.0085084-0.0096135i,0.029927+0.0073738i,0.035886+0.012008i,0.012818+0.019026i,-0.0087463+0.033921i,-0.0052958+0.040216i,0.0081927+0.024828i,0.014252-0.0028336i,0.011488-0.023854i,0.0072097-0.026741i
0.4-0.14549i,0.60246-0.42709i,0.51088-0.70726i,0.11652-0.76003i,-0.20376-0.52091i,-0.22965-0.24485i,-0.11624-0.13091i,-0.03621-0.062408i,0.0018092+0.012327i,0.0072127+0.040985i,-0.0025571+0.043667i,-0.0027209+0.029268i,-0.014754-0.00049373i,-0.046552-0.0069787i,-0.063742+0.014891i,-0.033846+0.026802i,0.018365+0.0040435i,0.034893-0.024017i,0.011509-0.024168i,-0.012942-0.0056697i,-0.018999+0.012212i,-0.013642+0.018278i,-0.01053+0.011037i
-0.069493+0.33474i,-0.0023007+0.50884i,0.10881+0.53984i,0.20944+0.43472i,0.2077+0.29149i,0.10684+0.2235i,0.038433+0.19869i,0.0066097+0.087687i,-0.047579-0.019397i,-0.051681-0.020519i,0.0047236-0.010828i,0.033305-0.020442i,0.035669-0.013916i,0.050643-0.015335i,0.06617-0.034471i,0.054433-0.044523i,0.025746-0.03163i,0.011664-0.019613i,0.013592-0.020515i,0.018009-0.018384i,0.021048-0.013868i,0.022801-0.012891i,0.021743-0.0095448i
-0.296-0.10484i,-0.41064-0.015099i,-0.31983+0.082628i,-0.099058+0.04734i,0.099189-0.060156i,0.20212-0.13103i,0.18636-0.11461i,0.11913-0.023006i,0.083397+0.030858i,0.041453+0.0094635i,-0.024414-0.0062804i,-0.069402+0.0041524i,-0.079453+0.021192i,-0.074085+0.035095i,-0.076696+0.040799i,-0.080802+0.04133i,-0.074742+0.037363i,-0.060923+0.034089i,-0.04299+0.031757i,-0.031194+0.025447i,-0.036642+0.019461i,-0.049457+0.020432i,-0.046736+0.023749i
0.26736-0.33197i,0.23217-0.53776i,0.041234-0.49098i,-0.15335-0.1858i,-0.25219+0.083016i,-0.25421+0.13354i,-0.18731+0.02699i,-0.11507-0.06724i,-0.059474-0.047309i,0.0021061+0.0038072i,0.044454+0.0096233i,0.05582+0.00025262i,0.059205-0.0074001i,0.061704-0.0217i,0.061197-0.03719i,0.050751-0.047345i,0.029894-0.04564i,0.0083342-0.032389i,-0.0020538-0.015674i,0.0066811-0.0088099i,0.025818-0.01401i,0.038391-0.021168i,0.033926-0.021518i
0.19174+0.43449i,0.35008+0.56467i,0.40042+0.4085i,0.31188+0.052866i,0.17337-0.19686i,0.084702-0.19479i,0.063141-0.067945i,0.039915+0.0062068i,-0.01003+0.01261i,-0.04501+0.020244i,-0.043628+0.03453i,-0.019233+0.034565i,0.00066187+0.018945i,-0.0084565+0.0064426i,-0.031439+0.014448i,-0.029948+0.037229i,0.0039496+0.050646i,0.038065+0.039095i,0.040401+0.012265i,0.018615-0.0052552i,0.00096262-0.0088303i,-0.0039361-0.0086758i,-0.00024818-0.0096469i
-0.4369-0.025167i,-0.59395-0.042388i,-0.54453-0.028776i,-0.31389+0.078462i,-0.012981+0.15844i,0.13127+0.083608i,0.063105+0.010006i,0.044805+0.033272i,0.10345+0.011561i,0.082814-0.044283i,0.037927-0.042798i,0.024832-0.031982i,0.004508-0.028699i,0.0062371-0.0074188i,0.044677+0.0033271i,0.062466-0.014121i,0.037889-0.035116i,0.0064695-0.032175i,-0.0037275-0.010095i,0.00025666+0.0070877i,0.0034075+0.013781i,0.0010705+0.013186i,-0.008208+0.01144i
0.15429-0.33509i,0.24325-0.38623i,0.31318-0.2601i,0.24193-0.11967i,-0.019488-0.00011018i,-0.21084+0.13276i,-0.17385+0.13952i,-0.14348+0.043433i,-0.17607+0.037456i,-0.13843+0.072697i,-0.081421+0.051819i,-0.056007+0.026715i,-0.039665+0.014944i,-0.050321-0.0046503i,-0.08577-0.014264i,-0.10252-0.0044408i,-0.087544+0.0021323i,-0.064995-0.0030094i,-0.045435-0.0048064i,-0.026659-0.0011471i,-0.011882-0.0014909i,-0.0019838-0.007201i,0.0060531-0.012443i
0.26271+0.24517i,0.23307+0.28903i,-0.047423+0.24658i,-0.25726+0.16709i,-0.12115-0.0026719i,0.10878-0.20103i,0.14416-0.21278i,0.10151-0.1059i,0.087795-0.070662i,0.061547-0.070721i,0.037052-0.048805i,0.021396-0.028305i,0.016884-0.01061i,0.042303+0.0063056i,0.083563+0.013628i,0.10646+0.0044708i,0.092825-0.006079i,0.058841-0.0090065i,0.026587-0.0064553i,0.0061104+0.0039644i,0.0010669+0.017952i,0.0049001+0.027569i,0.0084177+0.023936i
-0.33026+0.19193i,-0.29846+0.19498i,0.023582-0.032109i,0.3091-0.2811i,0.27832-0.22839i,0.10846-0.013152i,0.013676+0.060733i,-0.0056277+0.03516i,-4.9153e-05+0.024333i,0.0063965+0.02296i,0.0077267+0.020143i,0.0096036+0.019694i,0.0033399+0.018039i,-0.023587+0.0085726i,-0.067182-0.0041877i,-0.095704+0.0023501i,-0.081893+0.024794i,-0.042957+0.034494i,-0.0107+0.025016i,0.0028278+0.0084704i,0.0041532-0.0034499i,0.0010272-0.0050812i,-0.0033846+0.0034772i
-0.095128-0.39343i,-0.18399-0.34677i,-0.25756+0.061911i,-0.26859+0.47484i,-0.22063+0.51107i,-0.14295+0.3268i,-0.055016+0.17359i,-0.019662+0.085242i,-0.025774+0.054923i,-0.007091+0.03589i,0.013299+0.0027054i,0.011716-0.016577i,0.0096628-0.020657i,0.018305-0.012318i,0.040705-0.0014426i,0.056348-0.0054245i,0.043835-0.015828i,0.017477-0.015932i,-0.0028703-0.010355i,-0.015722-0.0099278i,-0.026284-0.01105i,-0.028945-0.011869i,-0.019116-0.017322i
0.38598+0.0071737i,0.42329-0.10529i,0.21195-0.31687i,0.0049151-0.50739i,-0.029715-0.57906i,-0.0041885-0.50917i,0.014206-0.33253i,0.034811-0.19388i,0.01967-0.14302i,-0.034149-0.092798i,-0.061168-0.026245i,-0.052894+0.0078661i,-0.03912+0.0079775i,-0.030182-0.013853i,-0.035797-0.043138i,-0.047844-0.053097i,-0.042717-0.043972i,-0.024711-0.032601i,-0.011298-0.02089i,-0.0032594-0.0060624i,0.0068011+0.0031351i,0.014103+0.0059363i,0.010912+0.010505i
-0.097367+0.36362i,-0.036625+0.42753i,0.10827+0.29733i,0.17538+0.20185i,0.1553+0.27595i,0.11642+0.30764i,0.03107+0.1937i,-0.029136+0.10735i,-0.0044706+0.095788i,0.039412+0.082291i,0.060327+0.050512i,0.066003+0.017015i,0.058045+0.0036194i,0.051638+0.026301i,0.061278+0.066031i,0.076995+0.084195i,0.07602+0.071291i,0.056217+0.043625i,0.032369+0.017322i,0.013222-0.0025053i,-0.0019667-0.013212i,-0.01086-0.013065i,-0.0091737-0.0093519i
-0.29279-0.21574i,-0.3546-0.17295i,-0.19496+0.035745i,0.012204+0.14472i,0.023188+0.044152i,-0.084402-0.039315i,-0.1148-0.0058551i,-0.09269+0.031313i,-0.086462+0.0259i,-0.075913+0.0092147i,-0.061659+0.008511i,-0.049611+0.020479i,-0.041795+0.017928i,-0.048932-0.0077558i,-0.064501-0.04594i,-0.075408-0.06942i,-0.07031-0.063578i,-0.049688-0.037988i,-0.025157-0.0096985i,-0.0039559+0.011378i,0.011488+0.021833i,0.016996+0.015857i,0.0079877+0.0029126i
0.30659-0.21635i,0.26673-0.34611i,-0.061645-0.38547i,-0.34285-0.30078i,-0.265-0.19875i,-0.038263-0.16839i,0.057792-0.15025i,0.068416-0.11048i,0.068199-0.087905i,0.050205-0.07223i,0.036861-0.055381i,0.027277-0.047123i,0.020458-0.026854i,0.031133+0.0032557i,0.050941+0.028162i,0.063491+0.036408i,0.052737+0.023746i,0.025476+0.003692i,0.0064833-0.01181i,-0.00022102-0.022374i,-0.0025912-0.029156i,-0.0010327-0.025799i,0.0073148-0.015526i
0.10653+0.3911i,0.27701+0.48984i,0.51711+0.34454i,0.63469+0.12332i,0.4887+0.063243i,0.26613+0.11674i,0.14888+0.10295i,0.082387+0.040606i,0.033211+0.020112i,0.013193+0.014187i,-0.012177-0.0024741i,-0.031568-0.0048082i,-0.026903-0.0050624i,-0.021109-0.016489i,-0.02473-0.029505i,-0.029573-0.032261i,-0.021467-0.020344i,-0.005364-0.0069451i,0.0020638-0.0014101i,0.001387+0.0069486i,0.00063431+0.018971i,0.0012569+0.022328i,-0.0049126+0.013522i
-0.44214-0.026101i,-0.66958+0.035177i,-0.74257+0.16411i,-0.64983+0.24712i,-0.41413+0.1805i,-0.1604+0.035655i,-0.032911-0.0374i,-0.0070293-0.014392i,-0.0071938+0.011104i,-0.010702+0.019665i,0.0077566+0.035412i,0.03435+0.035037i,0.030846+0.023853i,0.0068877+0.029111i,-0.012228+0.047011i,-0.021097+0.061092i,-0.023916+0.059633i,-0.019636+0.043976i,-0.0076266+0.022952i,0.0020395+0.0002866i,0.00082498-0.016841i,-0.0059357-0.020086i,-0.005968-0.010771i
0.16234-0.4103i,0.23595-0.56654i,0.27688-0.51534i,0.28377-0.36316i,0.17846-0.24864i,-0.00048705-0.14865i,-0.077787-0.074545i,-0.060027-0.073996i,-0.04403-0.070458i,-0.035711-0.034954i,-0.035424-0.017861i,-0.041467-0.014963i,-0.031192-0.020988i,-0.010142-0.047193i,0.0068189-0.077796i,0.014534-0.091223i,0.014224-0.080068i,0.00975-0.052697i,0.00090369-0.022507i,-0.0069522+0.0039659i,-0.0066821+0.021317i,0.0024762+0.025012i,0.011169+0.015046i
0.32659+0.24971i,0.4+0.30574i,0.2293+0.2313i,-0.015943+0.1689i,-0.056255+0.19886i,0.057462+0.21382i,0.086041+0.17831i,0.037605+0.15981i,0.030465+0.13559i,0.044068+0.07542i,0.043623+0.028314i,0.037263+0.013382i,0.022519+0.01804i,0.010663+0.039671i,0.012457+0.065107i,0.020076+0.071588i,0.023709+0.05347i,0.02033+0.027198i,0.014843+0.0096801i,0.013217+0.00063457i,0.015203-0.0056788i,0.011119-0.0079597i,0.00066592-0.0031479i
-0.3022+0.22711i,-0.33312+0.31057i,-0.13798+0.26369i,0.090908+0.10325i,0.11186-0.085079i,-0.023181-0.19551i,-0.086779-0.17197i,-0.048814-0.10972i,-0.034914-0.074573i,-0.048004-0.035469i,-0.04073-0.01084i,-0.027622-0.0097979i,-0.012073-0.011695i,0.0032321-0.022991i,0.001984-0.036779i,-0.0060583-0.033107i,-0.0061759-0.017572i,-8.3865e-05-0.0051794i,0.0080452-0.0010574i,0.010602-0.0013723i,0.0035924-0.00058823i,-0.00041056+0.00047974i,0.0057174-0.0054018i
-0.10298-0.37159i,-0.16041-0.49852i,-0.2195-0.44715i,-0.27607-0.24747i,-0.23695+0.015725i,-0.099915+0.18558i,-0.0177+0.14635i,-0.035139+0.040943i,-0.038792+0.0057295i,-0.007169+0.00015973i,0.0082306+0.003488i,0.015669+0.013623i,0.016095+0.014365i,0.0048176+0.016303i,-0.0043395+0.015909i,-0.011263+0.0029127i,-0.018412-0.0086912i,-0.019449-0.0096665i,-0.015315-0.0036605i,-0.0083826+0.00427i,0.0016966+0.0069708i,0.0043538+0.0025974i,-0.0034411+0.0034996i
0.36945+0.036288i,0.49472+0.10853i,0.45884+0.18522i,0.38851+0.16137i,0.32883-0.027015i,0.22709-0.20214i,0.14928-0.17152i,0.13488-0.066254i,0.097093-0.03998i,0.030633-0.043067i,-2.5911e-05-0.03974i,-0.0064163-0.037149i,-0.004284-0.025i,0.0098261-0.013241i,0.024669-0.0067807i,0.032929-0.00018742i,0.03164+0.0038219i,0.018745+0.005257i,0.0034735+0.0050291i,-0.0072599+0.002341i,-0.017402+0.0028224i,-0.019917+0.0096524i,-0.0090607+0.012512i
-0.17142+0.34624i,-0.27128+0.38772i,-0.3148+0.1611i,-0.33671-0.089894i,-0.32419-0.079774i,-0.22781+0.041627i,-0.12924+0.029463i,-0.095379-0.030926i,-0.072333-0.018429i,-0.027627+0.018836i,0.0053609+0.030985i,0.0085688+0.021339i,-0.010929+0.0050131i,-0.034209-0.00095057i,-0.045785+0.0084192i,-0.0446+0.023421i,-0.034688+0.028956i,-0.021611+0.020396i,-0.011933+0.0087504i,-0.0039939+0.002911i,0.004213-0.002346i,0.0055113-0.012404i,-0.0013516-0.019607i
-0.29579-0.23787i,-0.34992-0.24409i,-0.15739-0.014405i,0.14402+0.23936i,0.30014+0.24743i,0.2704+0.11044i,0.16775+0.052639i,0.088789+0.059412i,0.049319+0.034207i,0.011691-0.0048032i,-0.017155-0.013608i,-0.014447-0.0050863i,0.0063976-0.001229i,0.026054-0.0049526i,0.029995-0.017994i,0.01516-0.030732i,-0.00035171-0.027843i,-0.0013959-0.012989i,0.0068019+0.00028501i,0.011897+0.0044493i,0.010633+0.0042707i,0.0088075+0.0090238i,0.011896+0.014699i
0.30785-0.24737i,0.3602-0.37103i,0.1506-0.43253i,-0.16104-0.44303i,-0.31284-0.38237i,-0.28075-0.25075i,-0.16026-0.13155i,-0.05249-0.070253i,-0.0081679-0.028489i,0.0085479+0.007978i,0.016031+0.023552i,0.01256+0.024985i,0.0056132+0.021674i,-0.0039991+0.018775i,-0.0043502+0.018775i,0.010461+0.011254i,0.019386-0.0045649i,0.010564-0.015543i,-0.0049424-0.017332i,-0.018653-0.011204i,-0.026108-0.0006285i,-0.022377+0.0045027i,-0.016938+0.001264i
0.13642+0.34737i,0.20544+0.48577i,0.24884+0.47524i,0.29908+0.42561i,0.33966+0.38123i,0.28014+0.27497i,0.11201+0.15158i,-0.019399+0.084946i,-0.038029+0.050206i,-0.01335+0.014366i,-0.003152-0.010127i,-0.0070368-0.016683i,-0.010154-0.010893i,-0.0048122-0.0042208i,-0.0036746-0.0019997i,-0.011066+0.003112i,-0.012563+0.010601i,-0.0064243+0.010717i,0.00015543+0.0061534i,0.009136+0.0010297i,0.018874-0.0063244i,0.018145-0.01074i,0.0092772-0.0065643i
-0.34113-0.013006i,-0.44515-0.059276i,-0.34297-0.13325i,-0.18708-0.22071i,-0.13167-0.24629i,-0.07271-0.15902i,0.040878-0.069499i,0.090014-0.045999i,0.049763-0.035047i,0.0047196-0.010495i,-0.003209+0.0065956i,0.0092128+0.0011936i,0.015062-0.018248i,0.0094298-0.030091i,0.0045379-0.028161i,0.001605-0.021687i,-0.002641-0.015927i,-0.0029162-0.009466i,-0.0034701-0.003853i,-0.0078731+0.002179i,-0.0091906+0.0091405i,-0.0029843+0.0083721i,0.0065789-0.00046439i
0.12411-0.30477i,0.15342-0.36477i,0.047864-0.19765i,-0.094549+0.064602i,-0.13236+0.182i,-0.10468+0.1224i,-0.087894+0.024774i,-0.06742-0.023169i,-0.035088-0.030233i,-0.0072392-0.026366i,0.0046705-0.024971i,0.0025386-0.013498i,0.0051753+0.010588i,0.015371+0.026808i,0.021249+0.024559i,0.020469+0.0121i,0.01668+0.0040659i,0.01097+0.006411i,0.0088622+0.012775i,0.011532+0.011865i,0.010813+0.0044536i,0.0032766+0.0038386i,-0.005912+0.0089893i
0.24164+0.23484i,0.34464+0.29945i,0.3671+0.13467i,0.34964-0.12315i,0.31511-0.19183i,0.24051-0.079147i,0.15284+0.035626i,0.086543+0.0743i,0.037302+0.060196i,0.0060447+0.043541i,-0.0026794+0.04041i,-0.00044393+0.031336i,-0.0066809+0.014326i,-0.020425+0.0028971i,-0.025989+0.0006746i,-0.017998+0.0060886i,-0.0053924+0.0087096i,0.0016176-0.00057045i,-0.0012992-0.013737i,-0.011906-0.019909i,-0.021418-0.014384i,-0.018658-0.0050882i,-0.0079587-0.0016128i
-0.31677+0.16508i,-0.48633+0.24646i,-0.50316+0.32021i,-0.42511+0.3672i,-0.3424+0.2842i,-0.23963+0.09783i,-0.12096-0.034596i,-0.034814-0.06455i,0.00045458-0.050843i,0.0026366-0.028888i,0.00074788-0.015751i,-6.8589e-05-0.018647i,-0.0038728-0.020857i,-0.0030552-0.017011i,0.00019085-0.015891i,-0.0038587-0.017579i,-0.01184-0.014634i,-0.013016-0.0057646i,-0.0027103+0.0043384i,0.013753+0.012582i,0.025995+0.01402i,0.02625+0.0069651i,0.017425+0.00062328i
-0.038994-0.34448i,0.0010484-0.52274i,0.084218-0.52706i,0.1517-0.41343i,0.13764-0.25736i,0.031453-0.0629i,-0.065063+0.075353i,-0.08009+0.099035i,-0.047329+0.062361i,-0.021447+0.02352i,-0.015717+0.010765i,-0.0049493+0.019332i,0.016335+0.019628i,0.02849+0.010464i,0.029609+0.0069892i,0.027637+0.0062338i,0.022704+0.0024175i,0.013942-0.0030462i,0.0006717-0.011347i,-0.016652-0.020477i,-0.030495-0.022388i,-0.030746-0.016283i,-0.021833-0.0057035i
0.31056+0.053809i,0.41035+0.13298i,0.29567+0.17422i,0.095533+0.13923i,0.021126+0.03707i,0.070927-0.089078i,0.10274-0.13667i,0.078097-0.089559i,0.045889-0.034309i,0.02435-0.0079914i,0.012593-0.0013768i,0.00092518-0.0030219i,-0.014349+0.0045766i,-0.025111+0.019926i,-0.027421+0.026114i,-0.022268+0.020871i,-0.016326+0.012903i,-0.013371+0.0084144i,-0.0047606+0.012945i,0.013207+0.021215i,0.025881+0.022038i,0.021889+0.016269i,0.012809+0.0094666i
-0.13952+0.246i,-0.20434+0.31407i,-0.14142+0.23701i,-0.014162+0.12913i,0.0071489+0.097982i,-0.07397+0.080385i,-0.13063+0.029018i,-0.12453-0.015399i,-0.090717-0.021009i,-0.056897-0.0096018i,-0.038775-0.0037887i,-0.031952-0.0015219i,-0.023081-0.0075469i,-0.012961-0.022628i,-0.0047825-0.028938i,0.0020163-0.019324i,0.0066072-0.0079305i,0.0092215-0.0058838i,0.0063567-0.013195i,-0.006488-0.020372i,-0.020952-0.020353i,-0.023194-0.015722i,-0.017293-0.012335i
-0.16343-0.20187i,-0.21038-0.31178i,-0.20634-0.30682i,-0.18032-0.21747i,-0.065605-0.12772i,0.11226-0.050754i,0.186+0.0012135i,0.1352+0.021292i,0.073555+0.020622i,0.040387+0.0039397i,0.02805-0.0097545i,0.029735-0.017386i,0.029905-0.019289i,0.026058-0.012825i,0.018097-0.0060801i,0.006704-0.0053333i,-0.00030312-0.007125i,-0.0017604-0.003804i,0.0011669+0.0078814i,0.012939+0.020697i,0.027399+0.023914i,0.03181+0.01673i,0.024969+0.0068469i
0.23834-0.057224i,0.3626-0.018474i,0.37367+0.060921i,0.30451+0.085347i,0.17095+0.022887i,0.0042136-0.064947i,-0.062167-0.10316i,-0.033532-0.089337i,-0.011261-0.053764i,0.00076293-0.017564i,0.011772-0.00073513i,0.0066834+0.007644i,-0.0010261+0.019068i,-0.0015735+0.023361i,-0.00090953+0.019993i,-7.1818e-05+0.015592i,0.0011001+0.011889i,0.0020599+0.0071922i,0.0022647-0.0042283i,-0.0031943-0.020905i,-0.011284-0.031863i,-0.01529-0.029289i,-0.015397-0.018706i
-0.028973+0.242i,-0.12227+0.31847i,-0.21425+0.24828i,-0.21993+0.14938i,-0.11171+0.15266i,0.030023+0.21524i,0.075216+0.22096i,0.040128+0.15636i,0.010016+0.085878i,-0.0030512+0.042199i,-0.0076304+0.023547i,-0.0057718+0.010121i,-0.011268-0.0037173i,-0.020398-0.013075i,-0.024099-0.021044i,-0.021719-0.025453i,-0.014916-0.02144i,-0.009819-0.010414i,-0.0088352+0.0085844i,-0.0059774+0.031142i,-0.00013455+0.043487i,0.0029549+0.041039i,0.0050525+0.032196i
-0.22052-0.090749i,-0.25335-0.15705i,-0.12703-0.15188i,0.01626-0.10601i,0.031708-0.11521i,-0.0099563-0.15588i,-0.011225-0.14289i,0.014619-0.089538i,0.019973-0.05237i,0.0064241-0.031396i,-0.0008577-0.019274i,0.00036744-0.020908i,0.0050897-0.025254i,0.014397-0.019593i,0.023202-0.0052851i,0.0225+0.0087317i,0.014039+0.014141i,0.0083045+0.0098387i,0.0066609-0.0040234i,0.00040136-0.024092i,-0.006353-0.035812i,-0.0016105-0.032612i,0.00662-0.025785i
