0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
0.00038018+0.0027909i,0.00026032+0.0015443i,0.0022745+0.00044551i,0.0040603-0.00046721i,0.0047569-0.001001i,0.003994-0.00076348i,0.0021402-0.0002337i,0.0017071-0.0011115i,0.0021567-0.0020991i,0.0016511-0.002197i,0.00075929-0.0019878i,0.00079118-0.0018961i,0.00068233-0.00056278i,-0.00026116+0.0011448i,-0.00090913+0.0013976i,-0.00046322+0.00054904i,0.00046316-0.00031155i,-0.0001899+0.00015565i,-0.00073501+0.00034485i,4.8042e-05+0.00054176i,0.00032431+0.00023051i,0.00018869-0.00038104i,0.00036353-3.8679e-05i
0.0021361-0.0011329i,0.0018605-0.00037547i,0.0023103+0.0009234i,0.0021758+0.0013919i,0.0014223+0.00048831i,0.00069981-0.00023541i,6.6113e-05+0.00019861i,0.0006702-0.0005271i,0.0017819-0.0014478i,0.0020556-0.0012861i,0.0016979-0.00153i,0.0009021-0.0012946i,-3.0255e-05-0.000178i,-0.00084267+0.00070058i,-0.00097089+0.00068585i,-0.0015187+0.00089126i,-0.0014909+0.0014938i,-0.0008462+0.0015611i,-0.0004257+0.0007761i,-0.00016426+0.00039602i,1.5565e-05+0.000635i,-0.00012542+0.00078565i,-0.00078506+0.00036286i
-0.00018482-0.00013259i,0.0013016-0.001027i,0.0012748-0.0010747i,0.00038792+0.00046351i,6.174e-05+0.0011294i,5.2309e-05+0.00035814i,-0.00030593-0.00023929i,-0.00030117-0.0019598i,0.00022804-0.0028734i,-0.00025761-0.0016039i,-0.00084926-0.00051372i,-0.00040794-0.00037167i,-0.00030245-0.00062359i,-0.00070928-0.00080817i,-0.0010617-0.00047771i,-0.00097956+0.00031306i,-0.00060403+0.0010931i,-0.00038798+0.0010298i,-0.00047628+0.0010774i,0.00027354+0.0016196i,0.00095316+0.00085722i,0.00037298-0.0002418i,-9.5383e-06-0.00098048i
-0.0015844-0.0005892i,-0.0012353+0.00076208i,-0.00051113+0.0013906i,0.0013812+0.00092788i,0.0029989-0.0006327i,0.0036467-0.0019651i,0.0027827-0.0024495i,0.0015655-0.0029272i,0.00049823-0.0030644i,-0.00089529-0.0024951i,-0.0017824-0.0019042i,-0.0015509-0.00070766i,-0.00060355-0.00027565i,0.00027215+0.00041112i,-0.00014129+0.00088674i,-0.00063314+0.00014491i,-0.00060344-0.0007104i,-0.00087303-0.0012969i,-0.00066844-0.0013197i,-0.00038826-0.00045389i,0.00035438+0.00048632i,0.0011957+0.00093006i,0.00074945+0.00018529i
0.0027508+0.0010118i,0.0025111+0.00046029i,0.0024828+1.2783e-05i,0.0020004-0.00026631i,0.0018389-0.0010924i,0.0014596-0.0014683i,0.0013107-0.0004347i,0.0019866-0.00040391i,0.0020087-0.0014441i,0.00021356-0.002637i,-0.0015489-0.0023362i,-0.001485-0.00074759i,-0.00051317+0.00087014i,0.000251+0.0020586i,0.00060767+0.0016728i,0.0015024-0.00017654i,0.0012817-0.0012037i,0.000318-0.00051937i,-0.00018673+8.6115e-05i,-0.00049165-2.2562e-05i,-0.00058998-0.00029514i,-0.00044431+0.00026886i,-0.00027303+0.00055579i
0.00026063-0.00015201i,0.000528-0.0010734i,0.00037646-0.0011724i,0.001151-0.00025442i,0.0013711+0.001139i,-0.0004233+0.0017114i,-0.0012014+0.0012333i,-0.00020216+7.0024e-05i,0.00053728-0.00060251i,0.00036993+0.00020396i,6.4042e-05+0.00044805i,-7.1188e-05+0.00031803i,-0.00088697+0.00036126i,-0.0012842+0.00022721i,-0.00050654+0.00027443i,-0.0002355-0.00040074i,-0.00043593-0.00056205i,0.00039924-0.00042485i,0.00056234-0.00078521i,0.00032725-0.00055661i,0.00038374+0.00011123i,-0.00043529+0.00014262i,-0.0012617-0.00023069i
-0.00066466-0.0034143i,-0.0015238-0.0019347i,-0.0014979-0.0011453i,-0.0013591+0.00050667i,-0.00091384+0.0015039i,0.00027651+0.00040105i,-0.00030473-0.00020727i,-0.0014378-0.00091718i,-0.00078392-0.0012685i,-0.00033198+0.00027159i,-4.8978e-05+0.0015117i,0.00036277+0.00053435i,0.00048933-0.00094917i,0.00084402-0.0013364i,0.00076765-0.00089172i,0.00041617-0.00038917i,-0.0010143-0.00021885i,-0.0026149+0.00034208i,-0.0012308+0.00093548i,0.00031513+0.00083424i,0.00037661+0.00036767i,0.00070657+0.00041532i,0.00028354+0.00018487i
0.0010903-9.6648e-07i,0.0012061-0.00037826i,0.0013599-0.00023754i,0.0015234-0.00064257i,0.0015302-0.0017467i,0.0011275-0.0024586i,0.0010364-0.0019877i,0.0012265-0.0018227i,0.0014035-0.0021859i,0.00085548-0.0013645i,0.0004711-0.00080002i,0.0011576-0.00091179i,0.0023855-0.00029583i,0.0020383+0.00059758i,0.00096208+4.9609e-05i,0.00071347-0.0011612i,-0.00020023-0.001005i,-0.0011924-0.00032442i,-0.0010217-7.7661e-05i,-0.00013832+0.00026704i,0.00036236+0.000372i,0.00016926+0.00019119i,-0.00030904-0.00030896i
-0.0009184+0.0011339i,-0.0015458+0.00066384i,-0.0015445+0.00093949i,-0.00037842+0.00094892i,0.0015195+5.1899e-05i,0.0024639-0.0011725i,0.0026809-0.00051235i,0.0028968-0.00038354i,0.0022714-0.0018196i,0.0005327-0.0026883i,-0.00035122-0.002872i,-8.931e-05-0.0015189i,0.0001329+0.0014152i,-0.00046128+0.0026846i,-0.0016855+0.0013448i,-0.00090857+0.00065173i,6.59e-05+0.00072032i,-0.00015513+0.00014182i,-0.00025879+0.00030344i,-0.00022458+0.00054224i,-3.0086e-05+0.00076213i,0.00032659+0.0010921i,0.00051095+0.0010929i
0.00029236-0.0021877i,0.00021458-0.0011317i,0.0007162+9.4978e-05i,0.0014078+0.0002511i,0.0016756+0.0010375i,0.0015518+0.002792i,0.0015579+0.0034961i,0.0021011+0.0019282i,0.0019226-0.00082859i,0.0015264-0.0023247i,0.001176-0.001953i,0.00013425-0.00041712i,-0.0011716+0.00027914i,-0.001339-0.00049856i,-1.5087e-05+0.00019216i,0.00026873+0.00080606i,-0.00047566+0.00055984i,-0.00057507+0.00061582i,0.00049172+0.0007129i,0.00074536+0.00094701i,0.00011252+0.00030086i,-0.00045284-0.00017651i,-0.00086438-5.1333e-05i
0.00072507-0.00028778i,0.00079053-0.00048967i,0.00035414+0.00044823i,0.00036093+0.0012739i,0.00084739+0.00041406i,0.00037251-0.00080305i,-0.00041511-0.00094008i,-0.00016643-0.00052732i,7.9162e-05-0.0011718i,0.00027569-0.00069895i,4.2484e-05-1.8877e-05i,-0.00099189-0.00057544i,-0.0012716-0.0010575i,-0.00079866-0.00158i,-6.2886e-05-0.0010767i,-0.00014429-0.00028929i,-0.00080628-0.00021545i,-0.00082172+5.9493e-05i,-0.00051996+0.00044803i,2.1177e-05+0.00027445i,0.00029342+0.00058525i,0.00017509+0.00034167i,0.00017499-0.00015371i
-0.00090584+0.0025412i,-0.0001803+0.0028812i,0.0010699+0.0033849i,0.0018199+0.0027277i,0.0017066+0.00069978i,0.0010165-0.0025274i,0.00081112-0.0041234i,0.00029505-0.0040644i,-0.00022767-0.0036859i,-0.00093699-0.001638i,-0.0011685-0.0006043i,-0.0003816-2.3283e-05i,0.00039496+0.00010072i,0.00051795+6.4116e-05i,0.0005413+0.00063422i,0.00049979+0.00012634i,-0.00026752-0.00068694i,-0.0011693-0.00092957i,-0.00080468+0.0001123i,-0.00015802+0.00099754i,6.8723e-05+0.00042868i,0.00043735+0.00035938i,-1.2104e-05+0.0003159i
-0.0024997-0.0010151i,-0.0027728-0.00033278i,-0.0028504+0.00045807i,-0.0010558+0.0014485i,0.0010998+0.0015345i,0.0018778+0.00017747i,0.0032004-0.001424i,0.0037809-0.0024665i,0.0021446-0.0028894i,0.0005074-0.0019223i,0.00047243-0.00045762i,0.0011125+0.0010946i,0.0019694+0.0022561i,0.0015654+0.0031114i,1.9661e-05+0.0026146i,-7.5159e-05+0.0019119i,0.00025529+0.0012376i,0.00019763+0.00077583i,0.00018295+0.00068507i,0.00067969+0.00019314i,0.00054948+3.4454e-05i,0.00025849-1.641e-05i,0.00042196-0.00030823i
-0.0011486+0.000663i,0.00054286+0.00093094i,0.0017734+0.0016695i,0.0026378+0.0020119i,0.0041245+0.001629i,0.0050909+0.0014508i,0.003817+0.0018756i,0.0019265+0.0013886i,0.00077891+0.00011664i,0.00053844-0.00016103i,0.00081926+0.00022848i,-0.00056242+0.00068194i,-0.0024005+0.00037537i,-0.0024352-0.00049453i,-0.0017519-0.0010735i,-0.0011596-0.00053429i,-0.0012746+0.00058562i,-0.0012315+0.001211i,-0.00056991+0.0010809i,-0.00022885+0.0009797i,-0.0006297+0.00084433i,-0.00068153+0.00026296i,-0.00065109+0.0003866i
-0.0028313+0.00063151i,-0.0014017+0.0023393i,0.00027158+0.0040711i,0.001705+0.004292i,0.0026281+0.0033215i,0.0021535+0.0020978i,0.00062173+0.00082409i,0.00021942-0.00032994i,-0.00018268-0.00079668i,-0.00022138-0.00060388i,-3.27e-05-0.0011561i,-0.00013387-0.0019657i,-7.732e-05-0.0025255i,-0.00012324-0.0029773i,0.00013646-0.0026611i,0.00031246-0.0015179i,-0.00014615-0.0006526i,-0.00023128+9.8136e-05i,-0.0003535+0.00055214i,-0.00011809+0.00055772i,0.00039645+0.00039933i,0.0005956-0.00055514i,0.00068129-0.0022302i
0.00083012-0.0013628i,0.00044839-0.0010699i,9.0701e-05+0.00022356i,0.00083659+0.00090875i,0.00092176+0.00054673i,-0.0002929-0.00091493i,-0.00045351-0.003055i,0.00013483-0.0044052i,-0.00070872-0.0041745i,-0.0016657-0.0032595i,-0.00135-0.0024004i,-0.00053796-0.0018378i,0.0011141-0.001638i,0.0017469-0.0016411i,0.0014566-0.00097387i,0.001803-0.0013741i,0.0016309-0.0015093i,0.00019078-0.00095042i,-0.00047298-0.00062436i,-0.00030081-6.0459e-05i,2.4435e-05-0.00051827i,0.00040102-0.00020078i,0.00053552+0.00021012i
-0.0025285+0.00013093i,-0.0014405+0.003038i,-0.00033496+0.005124i,0.00060176+0.0035611i,0.0023437+0.0014339i,0.0038328-0.00096451i,0.0040279-0.0028007i,0.0032842-0.002912i,0.0019127-0.003078i,0.00078441-0.0027962i,0.00020435-0.002204i,6.2567e-05-0.00096659i,-6.3782e-05+0.00070588i,-0.00033783+0.0021827i,-0.00055718+0.0023672i,-7.0765e-05+0.0012041i,0.0003912+0.00019811i,0.00044125-0.00019035i,0.00031176+0.00024176i,0.00031706+0.00084326i,0.00071462+0.00096819i,0.00057705+0.0011807i,0.00045755+0.0014663i
0.0010298-0.00088251i,0.00061417-0.0017674i,0.00138-0.0018824i,0.0023014-0.0012145i,0.0028261-0.00064386i,0.003026+0.0001605i,0.0027889+0.00091616i,0.0020653+0.00099892i,0.0014333-0.00050339i,0.000547-0.0016566i,-0.0001412-0.00045491i,-0.00040168+0.0010356i,-0.0015238+0.0016459i,-0.0023844+0.0012127i,-0.002354+0.00063985i,-0.0016248+0.00063206i,-0.00099058+0.0015118i,-0.00055227+0.0024821i,-9.4893e-05+0.001822i,0.00070523+0.0016259i,0.00050775+0.0014579i,0.00026032+0.00071087i,0.00059899+0.00039027i
0.0006007+0.0013335i,0.0010605+0.0011607i,0.0025117+0.001609i,0.00288+0.001379i,0.0026828+0.0017885i,0.00077392+0.0024955i,-0.0014653+0.002381i,-0.0017346+0.0014696i,-0.00089308+0.00017176i,-0.0010366-0.00090913i,-0.0015744-0.00096366i,-0.0014203-0.0014821i,-0.00083899-0.0026331i,-0.00053243-0.0025677i,-0.00092164-0.0017822i,-0.0010546-0.00090561i,-0.0011882+7.7437e-05i,-0.0011864+0.00047485i,-0.00025703+0.00079041i,0.00036223+0.00067785i,0.0001778+8.2409e-05i,0.00015597+4.3748e-05i,0.00027503+0.00033848i
-0.0002823-0.0022827i,-0.0004736-0.0022863i,0.00017709-0.0018807i,0.00080863-0.00036686i,9.6908e-05+0.00028417i,-0.00075989-0.00079159i,-0.0019531-0.001772i,-0.0027967-0.0027417i,-0.0021327-0.0027683i,-0.00097959-0.0018384i,-0.00031962-0.00041343i,0.00032462+0.00013744i,0.0020294-0.00099506i,0.0026278-0.0010265i,0.0015308-0.00035686i,0.0014756-0.00077202i,0.001128-0.0012442i,0.00066743-0.00092952i,0.00060881-4.838e-05i,1.1559e-05+0.00014514i,0.0001699-0.00016108i,0.0013136-0.0004937i,0.001959-0.00060313i
0.0030773+0.00029793i,0.0035499-0.00030758i,0.0031144-0.0010657i,0.0020602-0.0017241i,0.001407-0.0020254i,0.0017035-0.0031576i,0.0029014-0.0039391i,0.0036555-0.0038145i,0.0023741-0.003348i,0.00042365-0.0025257i,-1.9804e-05-0.00058937i,0.00054451+0.0018629i,0.00022279+0.0026874i,-0.00022692+0.002616i,3.7171e-05+0.0017162i,0.0001201+0.00018301i,0.00014903-0.00053577i,0.00050149-0.00032324i,0.00084319-0.00059214i,0.00088504-0.00029345i,8.9354e-05+0.0009472i,8.8257e-05+0.0010833i,0.00084724+0.00065795i
-0.0011969+0.0020616i,-0.0011901+0.0015953i,0.00011365+0.0018404i,0.0018728+0.0011661i,0.0038191-0.00159i,0.0050287-0.001743i,0.0058039-0.00036273i,0.0057864-0.00034218i,0.0039029-0.00064953i,0.0010604-0.0012061i,-0.00097308-0.00068635i,-0.0017613+0.0007745i,-0.0028882+0.0013135i,-0.0030368+0.00043841i,-0.0015248-0.00022573i,-0.00031171+0.00041171i,0.00046724+0.00076645i,6.8606e-05+0.00054459i,-0.00071773+0.00074571i,-0.00066406+0.00027652i,-0.00077041-0.00039735i,-0.0012674-0.00024709i,-0.00078083+0.00016727i
0.00065027-0.0017879i,0.00058251-0.0006419i,0.00033538+0.0011748i,0.0010145+0.0015748i,0.0013358+0.0016882i,0.00052487+0.0032362i,6.3767e-05+0.0047001i,0.0002016+0.0032806i,-6.2372e-05-6.2689e-05i,-0.00037365-0.0020809i,9.9509e-06-0.0014024i,-0.00033332-0.00070716i,-0.001266-0.0013183i,-0.0016229-0.0020655i,-0.0014723-0.001758i,-0.0020632-0.0012051i,-0.0021476-0.00082309i,-0.0017054+6.414e-05i,-0.00073508+0.00064518i,-0.00011453+0.00090108i,-0.00036052+0.00065477i,-0.00058754-0.0003526i,-0.00063446-0.00033159i
