0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
0.00012108-0.00043803i,-0.00036617+0.00043427i,-0.0010317+0.00024909i,-0.0009534+0.00022061i,0.00026516-0.00010289i,0.00090862-0.00032164i,-0.00010063-0.00053842i,-0.00044012-0.0010068i,-0.00084228-0.00081955i,-0.00096249+5.9087e-05i,-0.0011942+0.00018138i,-0.0009331-0.00019161i,0.00054995-0.00019374i,0.0010336-1.2391e-05i,0.00046077+0.00056657i,0.00030431+0.00014576i,0.000279-0.00081695i,0.00017716-0.00056412i,-6.0584e-05+0.00029516i,-0.0005867-2.3752e-05i,0.00029079+1.213e-05i,0.00074965+0.0003694i,0.00016107+0.00016986i
-0.001807-0.0018668i,-0.00080472-0.0014386i,-0.0010214-0.0013872i,-0.00084616-0.00087665i,-0.00039807-0.00053085i,0.00026456-0.0008042i,0.00050024-0.0014535i,6.2578e-05-0.0019167i,-0.00025161-0.00182i,-0.00072929-0.0012435i,-0.00099733-0.00043624i,-0.00024596+0.00030419i,0.00044653+0.00050043i,-7.4491e-05+3.7252e-05i,-0.00061992-0.00036564i,-0.00059724-0.00081758i,-0.00056717-0.00050275i,-0.00047234-7.6058e-05i,0.00029672-0.00054412i,0.0010416-5.299e-05i,0.0014238+0.0004961i,0.0017199+0.0010238i,0.0012865+0.0012824i
0.0029175-0.0012983i,0.0028285-0.0013741i,0.0019187-0.0027053i,0.0011676-0.0027916i,0.00076794-0.0019892i,0.00011208-0.0011213i,-0.00065448-0.0012181i,-0.00073113-0.00092808i,-0.00033813-0.00087996i,-0.00050057-0.00081682i,-0.00087817+0.00012721i,-0.00054696+0.0002947i,0.00020374+0.00056072i,0.00010478+9.443e-05i,-0.00022668-4.9322e-05i,0.00069353+8.2001e-05i,0.0008115+8.324e-05i,-0.00067001+0.00039981i,-0.0013067+0.00010648i,0.00014874+0.0003329i,0.001219+0.00095711i,0.00034645+0.00054816i,0.00035739+5.1899e-05i
0.0012438+0.00067015i,0.00057493+0.00049944i,0.00043839+0.00086887i,0.0012603-0.00034211i,0.0017106-0.001395i,0.00014219-0.001262i,-0.0005842-0.00077441i,-3.718e-05-0.00081448i,0.00026807-0.0011477i,-1.3634e-05-0.00054175i,-0.00039749+0.00026566i,-0.00050759-0.00054988i,-0.00017197-0.00042105i,-0.00061406+0.00087042i,-0.0012708+0.00075122i,-0.0014539+0.00020577i,-0.0011062+6.7834e-05i,-0.00034723-5.6685e-05i,0.00034446+0.00018903i,0.00055477+0.00027713i,0.00028175-0.00026i,6.9136e-05-7.5527e-05i,0.00058925+0.00041227i
0.00024047+0.00088922i,0.00017614-0.00025691i,0.00089402-0.00046667i,0.0010838-0.00045597i,0.0011457-0.0010643i,0.0014041-0.00084503i,0.0013046-0.00050002i,0.00075839+5.6446e-05i,-9.5695e-05-1.2264e-05i,-0.0004324-0.00078962i,-0.00015299-0.00077231i,0.00045677-0.00031322i,0.00084521+7.1967e-05i,-5.1354e-05+0.0007212i,-0.00057257+0.00065872i,-0.00026981+1.2645e-05i,-0.00011154+0.00021993i,0.00046524+0.00091447i,-4.8953e-05+0.0010167i,-0.00015962+0.00042668i,0.00070746+0.00047073i,0.00046507+0.0012443i,-0.00019292+0.0013545i
-0.00031048+0.0005061i,-0.00029027+0.00037058i,-0.00050362+0.00068691i,0.00014877+0.00069393i,0.0011517+0.00023545i,0.00067693-0.0010318i,-0.00022309-0.0022297i,-0.00072536-0.0029802i,-0.0012936-0.0024371i,-0.00073426-0.00045104i,-3.1704e-05+0.00052551i,0.00023229+0.00041431i,-1.7652e-05-9.1763e-05i,-0.00022506-0.00030332i,-0.00027251+0.00019839i,-0.00050783+0.00072622i,-0.00069236+0.00089464i,-0.000312+0.001149i,0.00026647+0.0017033i,0.0007342+0.0014162i,0.00078881-5.2656e-05i,0.00085208-0.0011302i,0.00071361-0.0011361i
0.001337+0.00017956i,0.00010584+0.00064689i,-0.00032244-3.2556e-05i,4.7504e-06-0.0014861i,0.00088733-0.0012383i,0.0011443-0.00025732i,0.00086989-0.00048115i,0.00038666-0.00094906i,-0.00023783-0.0009872i,-0.00064691-0.00099194i,-0.00042377-0.00090473i,-0.00056466-0.00031726i,0.00023092-0.00020644i,0.0013211-0.00012676i,0.00080483-0.00084429i,-0.00016303-0.0010991i,-0.00034848-0.00025364i,-0.00024236+0.00031897i,6.5716e-05+0.00042659i,0.00025026-0.00019271i,0.00095648-4.1628e-05i,0.0013191+0.00071292i,0.00084061+0.00032553i
-0.001882-0.00038919i,-0.0018318-6.2789e-05i,-0.00060726+0.0013952i,0.00064916+0.0030936i,0.0011359+0.0020312i,0.00056624+0.00031003i,0.00039082-6.9633e-05i,-0.00017555-0.00082965i,-0.00098661-0.0011589i,-0.0011405-0.00064224i,-0.00091441-0.00031457i,-0.00027442-4.2232e-05i,0.00037416+0.00019983i,-0.00035832-0.00056302i,-0.0010518-0.00044466i,-0.00066746+4.9417e-05i,-0.00039608-0.00015542i,0.00013853+0.000426i,0.00066766+0.00077868i,0.0010676+0.00080761i,0.00095725+0.00039257i,0.00080821+6.7827e-05i,4.296e-05+7.3613e-05i
0.0018978+0.00038357i,0.0028504-1.9175e-05i,0.0027378-0.0014014i,0.00256-0.0022022i,0.0013079-0.0022698i,0.00099314-0.0022482i,0.00096547-0.0021018i,-0.0001132-0.001718i,-0.0014377-0.0010323i,-0.0016524-0.0002128i,-0.0010042+0.00028754i,-0.00064877-0.00039754i,-0.00033114-0.00072825i,-0.00015593+2.0402e-05i,0.00017485+0.00024881i,0.00067551+0.00014579i,0.0001906+0.00031172i,-0.00025742+0.00074813i,-0.00030984+0.00080012i,-0.00033031+0.00047474i,0.00016678+0.00041446i,0.00028445+0.00053886i,-0.00032305+0.00063347i
-0.0016003-2.2887e-05i,-0.0014904+0.00082131i,-0.0018367+0.0012615i,-6.602e-05+0.00087322i,0.0015637-0.00010625i,0.001805-0.00056417i,0.0013934-0.00058211i,0.00054494-0.00088127i,-0.00044747-0.00123i,-0.00097266-0.0013991i,-0.0014465-0.00098083i,-0.0012749-0.00059176i,0.00014969-0.00076042i,0.00025447-0.00083226i,-0.00069758-0.00085439i,-0.0006142-0.00058688i,-0.00053607+0.00019172i,-0.00013373+0.00073553i,0.00087327+0.0010766i,0.0010094+0.00057317i,0.00074383-0.0004904i,0.00077419-0.00061238i,0.00035588+2.9552e-06i
0.0017009-0.00061075i,0.0027862-1.7998e-05i,0.0026272-0.00021946i,0.0017215-0.0014431i,0.0015825-0.0016888i,0.00093702-0.00095216i,0.0003885-0.0015772i,0.00069648-0.0022538i,2.3272e-05-0.0017968i,-0.00041401-0.00098101i,0.00015006+0.00020681i,-0.00043775+0.00057695i,-0.0012094+0.00034211i,-0.00094532+0.0005967i,0.00076468+0.00047574i,0.0014424-0.00021544i,0.0009453-0.00031615i,0.00073399+0.00028129i,6.9429e-05+0.00093328i,8.1954e-05+0.00086792i,0.00026513+0.00067797i,0.00024029+0.00042259i,-0.00055414-0.00072332i
-9.8072e-05+0.00033104i,-0.00058514+0.00026003i,-0.00031887-0.00013801i,0.00010626-0.00047051i,0.0017149-0.00077914i,0.0026291-0.00065693i,0.0008895-3.5116e-06i,-0.0006191-0.0009304i,-0.00082775-0.0014523i,-0.00087044-0.0008935i,-0.00030205-0.0001942i,0.00030988+0.00047408i,-8.9731e-05+0.0011924i,-4.6653e-05+0.0011955i,0.00025247+0.00070273i,-0.0005201+0.000803i,-0.00095373+0.00030087i,-0.00081514-0.00020643i,-0.00034857-0.00018007i,0.00047208+0.00057728i,0.000404+0.00097688i,0.00024932+0.00045896i,0.00049378+0.00029251i
0.001554-0.00051448i,0.0017084-0.0016854i,0.0021543-0.0024032i,0.0019844-0.0025753i,0.0013349-0.0020837i,-0.00020432-0.00095944i,-0.00029979-0.00044978i,0.00055737-0.0010126i,0.00019263-0.0016373i,0.00012132-0.0016338i,-5.24e-05-0.00053885i,-0.00069388+0.00034135i,-0.00031141+0.00025011i,0.00029874-7.8169e-05i,2.4869e-05-0.0003271i,0.00019404+1.3997e-05i,0.00053032+0.00037022i,0.00012355-0.00011833i,6.4661e-05+0.00032849i,0.00036216+0.0010783i,0.00057005+0.00082102i,0.00067142+0.0011202i,-2.5421e-05+0.00055578i
0.0002675-0.00074368i,0.001636-0.00050631i,0.0023663+0.00053796i,0.0011662+0.00074838i,0.00048168-0.00037227i,0.001083-0.0022213i,0.0011922-0.0026255i,-0.00016435-0.0012395i,-0.001358-0.0010584i,-0.00088442-0.001953i,-0.00044735-0.0014898i,-0.0010739-0.00028157i,-0.0014316+0.0007383i,-0.0011628+0.0012096i,-0.0012492+0.00029705i,-0.0014599-0.0010699i,-0.00082777-0.0013371i,7.7616e-05-0.00033283i,0.00051187+0.00068064i,-2.7356e-05+0.00092646i,-2.0644e-05+0.00096059i,0.00039849+0.00064685i,-2.2516e-05+0.00035479i
5.6662e-05-0.00071055i,0.00016999-0.00049528i,0.0013638-0.0005499i,0.0022957-0.00034664i,0.0017956-0.00027186i,0.0015269-0.0001509i,0.0011609+0.00011556i,0.00081853-0.00069688i,0.00042352-0.001622i,-0.0001639-0.0010217i,0.00015774+2.6173e-05i,0.00022253+0.00028721i,-0.00037912-0.00060389i,-0.00059184-0.0013894i,-0.0011184-0.0010356i,-0.00065699-0.00079635i,0.00060231-0.00054395i,0.00071141-0.00031917i,0.00048755-3.4065e-05i,6.4161e-05+0.00073686i,0.00028616+0.00063598i,4.3669e-05-0.00020213i,-0.00049528-0.00012638i
0.0005527+0.0009455i,0.00049255+0.00034868i,0.0019234+0.00013888i,0.002627-0.00029003i,0.0023446-0.00092292i,0.0016044-0.0010175i,0.00019853-0.00089589i,-0.00034858-0.00076499i,0.00018062-0.00099688i,0.00047742-0.0011906i,-0.00029047-0.00066824i,-0.00068447-0.00066217i,-0.0002695+6.7969e-05i,-0.00074308+0.0015258i,-0.00074123+0.00069971i,0.00024812-1.8315e-05i,0.00042886+0.00012673i,0.00028568-0.00035197i,0.00029463-0.00069234i,-0.00043293-0.00019833i,-0.00068582-0.00048285i,-2.5818e-05-0.00076718i,0.00027393-0.00051876i
-0.00066389+0.0016971i,-8.9953e-05+0.0014897i,0.0010694+0.0013233i,0.0018673+0.00094579i,0.002129+1.1341e-05i,0.0011797-0.0010915i,-3.9663e-05-0.0015172i,-0.00063939-0.0008225i,-0.0014068-0.00030417i,-0.00182+0.00024069i,-0.0012835-0.00023292i,-0.0010513-0.0011213i,-0.00067432-0.00046267i,-0.0001082+0.00059232i,0.0003985+0.00012974i,0.00068565-0.00055196i,0.00036941+9.1565e-05i,-0.00025076+0.00049658i,0.00023587+6.7428e-05i,0.0003456+9.4346e-05i,-0.00025848+0.00053602i,0.00025253+0.00052611i,0.00062159-0.00049757i
-0.0013657-0.0009278i,-0.0018636-0.00063804i,-0.0015434+4.6984e-05i,1.9947e-05+0.00082881i,0.0014856+0.001357i,0.0017186+0.0018942i,0.0012335+0.0012076i,0.0009975-0.00040575i,5.8212e-05-0.0013395i,-0.00061425-0.00021206i,-0.00054565+0.00066408i,-0.00012056+0.00030608i,0.00042366-5.7377e-05i,0.00035779-6.0795e-05i,0.00014243+0.0001638i,0.00030253-0.00030919i,-0.0002929-0.00025912i,-0.00071622-0.0002471i,2.1286e-05-0.00035044i,0.00070596+9.5954e-05i,0.0008776+0.00010246i,0.00057911+0.00029577i,-0.00033831+0.00068875i
4.222e-05+0.0025615i,9.4437e-05+0.0017394i,0.0014449+0.0010749i,0.002945-0.0010406i,0.0029168-0.0025044i,0.0017059-0.0027388i,0.00018235-0.0015568i,-0.00054136-0.00061329i,-0.00027485-0.0010768i,0.0001834-0.0011436i,0.00028172-0.0010317i,9.1012e-06-0.00057016i,-0.00016135-0.00011026i,-0.00076744+0.00012735i,-0.00058393+0.00038306i,0.00018239+0.00047923i,0.00027684+0.00032199i,-0.00050676-0.00011408i,-0.00085619-0.00063936i,-0.00028275-0.00018347i,0.00049831+0.00023638i,0.00073876+0.00025661i,-4.5138e-05+0.00036917i
0.00076582-0.00035532i,0.00030839-0.00036739i,5.4303e-05-0.00019816i,-1.8224e-05-0.00037476i,-0.0002094-0.00066608i,-0.00047719-0.00064206i,0.00021296-0.0006938i,0.00018495-0.0015389i,-0.0011282-0.0020555i,-0.0015131-0.00091158i,-0.0014118+0.00019374i,-0.00098611-0.00013751i,-0.0003716-4.1073e-05i,0.00047114+0.00021696i,0.00063519+0.00016339i,0.00029105+0.00034836i,0.00012624+0.00026729i,-0.00020651-0.00022958i,-0.00059098-0.00013718i,-0.00035593+1.7304e-05i,0.00063063-0.00027705i,0.00063105-0.00026045i,0.0002098-9.4982e-05i
0.0015791+0.0001545i,0.00055612-0.00078546i,0.00040052-0.0012125i,0.0012737-0.0013431i,0.00096552-0.00089343i,-6.6834e-05+6.9189e-05i,0.00027337-6.2409e-05i,0.00062314-0.001315i,8.4684e-05-0.0022021i,-0.0011023-0.0016258i,-0.00048382-0.0006731i,0.00035103-0.00032132i,0.00060879-0.00095787i,0.00072411-0.0011561i,0.00057546-0.00043625i,-0.000375+0.00022188i,-0.0010644+0.00051145i,-0.00066522+0.00036313i,0.00011321-0.00039068i,0.00076615-0.00089184i,9.6756e-05-0.00024425i,-0.00081776+0.00069653i,-0.00054609+0.00073861i
0.00093411+0.0012329i,0.0011613+0.0012418i,0.0016976+0.0013512i,0.0022628+0.00050047i,0.0022301-0.0013145i,0.0013875-0.0012763i,0.001471-0.000275i,0.0014118-0.00065581i,5.2769e-06-0.0013005i,-0.00048169-0.001388i,-0.00033499-0.00089432i,-0.00016156-0.00057629i,-9.3238e-05-0.00050156i,-0.0001214+0.00056343i,-0.00011863+0.00041037i,-4.9351e-05+0.00026169i,1.5142e-05+0.00038226i,-0.00033962-0.0002483i,-0.00059851+0.00017279i,0.00031391+0.00053263i,0.0011714+0.00030805i,0.00169+6.5401e-06i,0.00071563-0.00033976i
0.00040392+0.0010913i,0.0011583+0.00050157i,0.0023801-0.00094268i,0.002682-0.0018823i,0.0011536-0.0022916i,0.00059481-0.0021509i,0.0004533-0.0018612i,-0.000719-0.0022786i,-0.0011301-0.001998i,-0.00058586-0.00086489i,-0.00031134-0.00022786i,-0.00024911+0.00055081i,-0.00048682+0.00071693i,-0.00085556+0.00010348i,-0.00042801+0.00016833i,0.00053382+0.00050856i,0.00075764+0.00029736i,-0.00029616+0.00033366i,-0.00051438+0.00059981i,-3.8843e-05+0.00096782i,8.975e-05+0.00025203i,0.00070279-0.0003427i,0.00096733-0.00012552i
-0.00078468-0.00025645i,0.0012788+0.00045478i,0.0017967+0.0018137i,2.9012e-05+0.0019805i,-0.00056936+0.00054315i,-0.00054138-0.00078794i,-0.00035063-0.00050763i,-0.00010942-0.00033347i,-0.00053873+2.7679e-05i,-0.0010669+0.0002529i,-0.00096532+0.00033881i,-0.00039708+0.0010305i,-0.00024274+0.00090859i,-0.00056736-7.7449e-05i,-0.0010088-0.00054932i,-0.00071198-0.00088051i,0.00014123-0.0011478i,0.00063035-0.0002319i,0.00053551+2.0506e-05i,0.00014087-0.00021397i,0.00020618+0.00026972i,4.4816e-05-0.00035168i,-0.00042626-0.00066899i
-0.0010374+0.00030681i,-0.00079471+0.00042142i,-0.00043217+0.00056909i,0.0011269+0.00065358i,0.0016004+0.0012196i,0.0010366+0.0010546i,0.00026026+0.00022244i,-0.00012605-0.00055341i,-0.0002158-0.00082574i,-0.00016247-0.00022417i,-0.00018137+0.0002553i,-0.00046952+0.0004424i,-0.00027088+0.00025539i,-0.00028573+0.00027098i,-0.0012639+0.00048341i,-0.0014328-0.00068613i,-0.00064409-0.0013951i,-0.00027887-0.00075494i,0.00041584+0.00019054i,0.00045607+0.00043973i,0.00034806+0.00061019i,0.00043289+0.0012008i,-0.00023281+0.00055682i
0.0018267-0.0013448i,0.00059654-0.0019851i,0.00063964-0.0024815i,1.618e-05-0.0022802i,0.00020022-0.0026873i,0.00058191-0.0019689i,0.00013766-0.0010141i,0.0002024-0.0010585i,0.00040697-0.00081818i,-0.00047664-0.00068791i,-0.00053845-0.00062196i,-0.00043777-7.5177e-05i,-0.00028933+0.00042035i,0.00044387+0.00079062i,0.00010898+0.00034619i,-0.0010394+0.00048613i,-0.00098828+0.00032418i,-0.00041519+0.00019236i,0.00033678+0.00090176i,0.00077485+0.00098254i,0.00075361+0.00043482i,0.00043795-0.00026054i,0.0004172-0.00044265i
0.00047973-0.00071694i,0.00070302-0.00013849i,0.00012677+0.00019578i,-3.4201e-05-0.00071936i,-0.00033982-0.0011724i,-0.00072305-0.00067083i,-0.00058605-0.00097558i,9.2268e-05-0.0021134i,6.8067e-05-0.0019289i,-0.00042851-0.0011155i,-0.00058924-0.00059218i,-0.00097853-0.00059668i,-0.00047792-0.00073823i,0.00017083-0.00054918i,-0.0002898-0.0002983i,-0.00047877-0.00018164i,-0.00016061-0.00058027i,9.5669e-06-7.8323e-05i,0.00035534+0.00029034i,0.0010931+0.00048997i,0.0005684+0.00046519i,0.00046107+0.00016132i,0.00064996+8.9018e-05i
0.00056425-0.0013995i,0.00010283-0.00093582i,-0.00037039-0.00072344i,0.00032693-0.00075336i,0.0008477-0.0012247i,0.0011254-0.00087055i,0.00093353-0.00026202i,-0.00023239-0.00054794i,-0.00080648-0.0014824i,-0.0015164-0.0012114i,-0.0018443-0.0003337i,-0.00099841-0.00017013i,-0.00071185-0.00067225i,-0.00053814-0.00068303i,3.5244e-05-0.00032097i,0.00010064-0.00025201i,0.00039024+7.2196e-05i,0.00095723+0.00012429i,0.00057687+0.00052455i,-0.0001057+0.00038006i,0.00017249-0.00020703i,0.00014018+2.8106e-05i,-0.00016978-7.7029e-05i
0.00099923+0.00077069i,0.0016728+0.0013772i,0.0018718+0.00032775i,0.0019279-0.0007651i,0.0014514-0.0011688i,0.00081129-0.0016421i,0.00077007-0.00088792i,0.00016711+0.00014954i,-0.0011016+0.00045765i,-0.0012869-0.00017096i,-0.0010261-0.00058821i,-0.00074674+0.0001441i,-0.00062051+0.00049419i,-0.0006026+8.9084e-05i,-0.00082204-0.00013503i,-0.0012648+0.00023091i,-0.0014878+0.00058806i,-0.0011724+0.00050916i,-0.00049558+0.00033117i,-0.00021729+4.4371e-05i,0.00039895-5.9596e-05i,0.00041861-0.00057727i,-9.8518e-06-0.00060717i
-0.00027107+0.00031173i,0.00055502+8.9085e-05i,0.001605+0.00069118i,0.00085051+0.00077153i,0.00025535-0.00013487i,0.00050578-0.00044656i,0.00052184-7.1691e-05i,0.00018169-0.00056691i,8.7122e-05-0.00071267i,-0.00031237-0.00081896i,-0.0010738-0.00092475i,-0.00091042-8.9938e-05i,-0.00056636-0.00027994i,-0.00013985-0.00083392i,-0.00017033-0.0007977i,-0.00063253-0.00064493i,-0.00058764-0.00051093i,-0.00028916-0.00028311i,-0.00030853+6.5928e-05i,-0.00060322+0.00052154i,-0.00066865+0.00071269i,-0.00012455+0.00031983i,0.00011732-2.6941e-05i
0.0017879+0.001875i,0.0024078+0.00080046i,0.0030414-0.00093241i,0.0028741-0.0016395i,0.0013743-0.0017571i,0.00053961-0.0013217i,0.00046321-0.001127i,-0.00044768-0.0013914i,-0.00078999-0.0011313i,-0.00010001-0.00069931i,-0.00078657-0.00021262i,-0.0014565-0.00020584i,-0.0011809-0.00053236i,-0.00082652-0.00018469i,-0.0003201-0.00018843i,-1.0777e-05+0.00018865i,-0.00019887+0.0014393i,-0.00069007+0.0010276i,-0.00011889+0.00024547i,0.00085648+0.0005281i,0.0012001+0.00028407i,0.00022118-0.00018937i,-0.00042034-0.00066484i
0.00054867-0.0013i,0.00077569-0.00082829i,0.00074033-0.00085092i,0.00052621-0.0012625i,0.00086229-0.0013242i,0.00069933-0.0016708i,0.00057763-0.0021319i,0.0010072-0.0017867i,0.00026434-0.001315i,-0.00065195-0.00094307i,-0.00051925-0.00035471i,-0.00042067+0.00033362i,-0.00045013+0.00095016i,2.2921e-05+0.00023806i,0.00040538-0.00086779i,-0.00010646-0.0005772i,-0.00070444-0.00069239i,-0.00088527-0.00066563i,-0.00095055-4.5895e-05i,4.1737e-05+0.00030812i,0.0010226+0.00044982i,0.0011467+0.0006323i,0.00066022+0.00051026i
0.002801+7.3691e-05i,0.0036582-0.00068805i,0.0042272-0.00097784i,0.0036908-0.0010846i,0.001745-0.0020228i,0.00017089-0.0025745i,0.00014526-0.0022469i,1.1681e-05-0.0013867i,-0.00046023-0.00019148i,0.00014062+0.00046551i,0.00080752+0.0010263i,0.00051153+0.0012212i,-0.00064489+0.00047162i,-0.0010805-0.00027974i,-0.00024299-0.0004876i,0.00011786-0.00016143i,-0.00062845+5.019e-05i,-0.00097512+0.00013217i,-0.00087374-0.00023118i,-0.00060612-0.00034002i,-0.00034052+0.00036712i,-0.00025249+0.0004044i,-9.0939e-05-1.1914e-05i
0.00028977-0.0012214i,0.0012668-0.00096588i,0.00071524-0.00077882i,-0.00016098-0.00078995i,-4.7876e-05-0.00086204i,0.0008005-0.00088141i,0.00059633+0.00010422i,-0.00068977+0.0002339i,-0.0015206-0.00080044i,-0.0012057-0.00112i,-0.00059357-0.00033113i,-0.00045139+0.00021243i,-0.00069658+0.00041918i,-0.0004956+0.00056596i,-0.00017465+0.00020764i,-0.00024911+7.5957e-05i,-0.0004178+0.00044543i,-0.00080513+0.00045122i,-0.00063904+0.00025886i,-0.00054319+0.00069885i,-0.0003937+0.00046714i,-0.0002412-0.00037608i,-0.0005529-0.00038035i
-0.00053748+0.0013825i,0.001366+0.001074i,0.0023835+0.0012089i,0.0022908+0.00078512i,0.0016448+0.00089163i,0.00072922+0.00018086i,0.00055105-0.0006852i,0.00047112-0.00076738i,-0.00046843-0.00073045i,-0.00064859-0.00022145i,2.8676e-05+3.3912e-05i,0.00042197+3.7615e-05i,6.1873e-05-0.0005933i,-0.00081249-0.0015744i,-0.00061596-0.0015813i,-0.00031527-0.00080429i,-0.00072617-0.00013429i,-0.00083495+0.00023173i,-0.00053245+0.00011724i,0.00092256-0.000266i,0.001472-1.6829e-05i,0.00038408+0.00042468i,-0.00025271+0.0002285i
-0.0010959+0.00087276i,-0.0019299+0.0011503i,-0.0021302+0.00073518i,-0.0011521+0.00062962i,0.00077365-0.00068846i,0.0017159-0.0010402i,0.00088718-0.00066387i,-0.0002431-0.00097406i,-0.00075728-0.0013544i,-0.00047377-0.001117i,0.000344-0.00026943i,0.00069973+0.00076178i,0.00026024+0.00034904i,0.00039251-0.00091726i,8.5273e-05-0.00082625i,-9.1317e-05-0.00014101i,-4.281e-05-4.1525e-05i,-0.00026894-3.2247e-05i,-0.00036865+0.00074487i,0.00017812+0.00073616i,0.00097035+3.1573e-05i,0.0016273-0.00023375i,0.00095309+0.00071425i
-0.00026933+0.00037782i,0.00064986+0.00052357i,0.0016424+0.00113i,0.0026944+0.00041784i,0.0028706-0.00078349i,0.001291-0.0014061i,-0.00010198-0.00093441i,-0.00059607-0.00039762i,-0.00096734-0.00070453i,-0.0010067-0.00052677i,-0.00050675+0.0002409i,0.00029237-0.00020396i,0.00043843-0.00067227i,0.00090061+0.00010275i,0.0013759+0.00089358i,-0.00011308+0.0010422i,-0.00073269+0.00062422i,-0.00011728-0.00015112i,0.00020428-0.00027014i,0.00044625+0.00089532i,0.00011295+0.00091942i,9.5935e-05-3.8628e-05i,0.00042062-1.1607e-05i
0.00044686-0.00051808i,0.0004515+0.00050755i,-0.00047152+0.0020677i,-0.00040595+0.0017052i,0.0010843+0.00064815i,0.0021681+0.00050226i,0.0019708+0.00056324i,0.00083249-0.00045298i,-0.00081755-0.00090986i,-0.0013768-0.00018464i,-0.00078332-0.00030733i,-0.0003601-0.0006388i,0.00015452-0.00053342i,0.0009184-0.00013418i,0.00026737+2.6807e-05i,-0.00091624+1.4713e-05i,-0.0009996+0.00015793i,-0.00011381+0.00042119i,-0.00025288+0.00013804i,-0.0009213-0.00036827i,-0.00017673-0.00024244i,0.00068775+0.00030599i,0.00070411+0.00018581i
-0.0022585+0.00018179i,-0.0014602+0.00084243i,0.0003727+0.00081125i,0.0017921+0.00060804i,0.001368+1.488e-05i,0.0013989-0.0006303i,0.0012261-0.00071046i,0.00042866-0.0015205i,1.2675e-05-0.0017847i,-0.00075584-0.00048307i,-0.0011335-4.1302e-05i,-0.00071503-0.0012545i,0.00019056-0.0015923i,0.00033164+4.1044e-05i,-0.00029043+0.00036024i,-0.00050689-0.00038859i,0.00010962-0.00042079i,0.00078401-0.00036833i,0.00030647-0.00036309i,-0.00033402+0.00011375i,-1.5341e-05+0.00051436i,0.0006895-0.00022962i,0.000547-0.0010325i
0.00097366-0.0019222i,0.00021546-0.0017058i,-0.00034075-0.0022012i,-0.00050426-0.0015882i,-0.00099946-0.00089136i,-0.00073466-0.00079648i,0.00019144-0.0010208i,0.00025385-0.0012138i,-0.00067617-0.0014969i,-0.0015633-0.0008703i,-0.0015528-0.00015943i,-0.00066544-3.7099e-05i,-0.00015421-9.821e-05i,-0.00014567+5.4503e-05i,-0.00074572+1.8916e-05i,-0.00054778+7.9994e-05i,-0.00010789+6.3354e-05i,-0.00068177+0.00035654i,-0.0007116+0.00064824i,-7.8046e-05+0.00035059i,-4.9672e-05-0.00017524i,-0.00021594-0.00053795i,6.5446e-05+0.00022567i
0.00086134+0.00099197i,0.0013604+0.00085532i,0.0014685+0.00059833i,0.002156-0.00067898i,0.0016889-0.0014498i,0.00071827-0.0010904i,0.00062903-0.0010018i,0.00047056-0.00089301i,-0.00050017-0.00084805i,-0.0011919-0.0015105i,-0.00049512-0.00094738i,-0.00034626+0.00010861i,-0.00076199-0.00052839i,-0.00058775-0.0003551i,-0.00011048-9.9704e-05i,-2.5192e-06-0.00032767i,-0.00048082-0.00070951i,-0.000489-0.00086542i,-0.00020285-0.00044269i,-0.00019946-0.00014621i,0.00021652-7.6143e-05i,0.00056045-6.3626e-05i,0.00070564-0.0003875i
0.0011032-0.00012119i,0.00074221-0.0011223i,0.00070891-0.0022467i,0.0014072-0.0015219i,0.0019612-0.0012181i,0.00092099-0.0014983i,9.8115e-05-0.00061547i,0.00066243-0.00085305i,-3.9391e-05-0.0020844i,-0.00090862-0.0020816i,-0.00058373-0.00090234i,-0.00028159+0.00044729i,-0.00023604+0.00092458i,-5.9621e-05+0.00053901i,-1.2644e-05+0.00074752i,9.8111e-05+0.0011732i,-0.0001175+0.00040023i,-0.00045398-0.00026062i,-0.00021287+0.00013324i,0.0002509+0.00067169i,0.00034229+0.00059544i,0.00051044+0.00058375i,0.00071837+0.00011653i
0.00064715+0.00048125i,0.0011887-5.7596e-05i,0.0018068-0.00095267i,0.0012742-0.0016626i,-0.00038158-0.0021577i,-0.00069274-0.0017959i,-0.00022393-0.00084069i,-0.00023699-0.00091922i,-0.00076126-0.0013178i,-0.00093315-0.0010568i,-0.0010202-0.00046947i,-0.0010115+0.00027776i,-0.00019258+1.2202e-05i,0.00032986-0.00036405i,0.00025609-0.00077336i,-0.00012129-0.0012703i,-0.00049187-0.0010217i,-0.00014209-0.00090454i,0.00029696-0.00020171i,0.00031548+0.00042432i,-0.00015313+0.00036905i,-6.3381e-05+2.7004e-05i,1.4974e-05-7.3374e-06i
