4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.0013951-0.0010023i,0.00064473-0.0018999i,-0.00034359-0.0010449i,-0.00024314-0.00032291i,-5.4256e-05-0.00054852i,-0.00015204-0.00094721i,9.305e-06-0.00076511i,0.00056669-0.00016123i,0.00060518+0.00024358i,-3.6835e-05+0.00026281i,-0.0010765+0.00073697i,-0.00069203+0.0010741i,0.00036297+0.00050026i,0.00024486-0.00055675i,-9.6507e-05-0.00099694i,-0.00047102-0.00044736i,-0.00099399-0.00016118i,-0.00049358-0.00031963i,0.00016123-4.5426e-05i,4.1179e-05-7.3975e-05i,-0.00020456-0.00034127i,-0.00020822-0.0002661i,-0.00016497+0.00024494i
0.0032385+0.00057789i,0.0036278-0.00058265i,0.0013972-0.0009943i,-0.00024351-0.00044876i,0.00016427-0.000653i,-4.6378e-05-0.00071792i,-0.00026006-3.4013e-05i,-0.00023698+6.735e-05i,6.0383e-05-7.9782e-05i,-7.5859e-05-3.2738e-05i,-0.00041734-0.00031824i,-0.00024137-0.0010067i,-0.00027335-0.00066544i,-0.00039129+5.5412e-05i,-0.00052434+0.00025602i,-0.00025751+0.00022525i,5.9628e-05+0.00045653i,-0.00011067+0.00059409i,0.00010424+0.00036022i,-0.00016651-2.397e-05i,-0.00035185+5.4659e-05i,-0.00019485+1.7964e-05i,-0.00021093+0.00019278i
0.0015349+0.0012809i,0.0014578+0.0012742i,0.001444+0.00033241i,0.00082361-0.00059455i,-9.1427e-05-0.00067881i,-0.00068651-0.0006605i,-0.0013606+0.00033641i,-0.0011091+0.00089772i,-0.00018448+0.0004028i,0.00038221-0.00014002i,0.00057935+6.7362e-05i,2.6263e-05+0.00046375i,-0.00079121+0.00067197i,-0.0011666+0.00021715i,-0.0015882-0.00071617i,-0.0012753-0.00051292i,-0.00044396-0.00021355i,-0.00055681+4.3917e-05i,-0.00082864+0.00068456i,-0.0006892+0.00058465i,-0.0007541-0.00020786i,-0.00011428-0.00060821i,9.5106e-07-6.6129e-05i
0.0011008-0.0027106i,0.0009292-0.00174i,-0.00076423-0.00072895i,-0.0021439-6.5962e-05i,-0.0010015+0.00061466i,0.00025362+0.00047044i,0.00093119-3.7494e-05i,0.0015239+0.00032051i,0.00095653+0.00054134i,-4.2798e-05-0.00010673i,-0.00043911-0.0001221i,8.4146e-05+0.0002732i,0.00046511+0.0005143i,-1.976e-05+0.0012591i,3.9271e-05+0.001207i,0.0005574+0.00021263i,0.00012839-0.00021097i,7.3904e-05-0.00034503i,0.00050145-0.000621i,0.00095988-0.00090788i,0.00067983-0.0008508i,-1.8824e-05-0.00054705i,4.6725e-05-0.00050977i
0.0031714+0.0017076i,0.0029196-0.00079925i,0.0029225-0.0028335i,0.0024677-0.0021455i,0.0010549-0.0012988i,-0.00063492-0.0011172i,-0.0013564-8.5937e-05i,-0.0011926+0.0002352i,-0.0004553+3.1645e-05i,-0.00018122-0.00011971i,-0.00061074+0.00030173i,-0.00077738+0.00027346i,-0.0010472-0.00041161i,-0.00095211-0.00077182i,-0.00025769-0.00048442i,7.983e-07+3.1223e-05i,0.00031861+0.00010266i,-0.00036094+0.00014665i,-0.0010305+0.00029576i,-0.0003332+0.00043678i,-0.00012221+0.00096578i,-0.00014751+0.00031157i,7.5348e-06-0.00048904i
0.0016054+0.00089262i,0.0013247+0.00021297i,0.0011253+0.00068975i,0.0010888+0.0018539i,0.0010605+0.001158i,0.00066299+9.723e-05i,0.0001906-0.00028016i,-0.00018584-0.00050735i,0.00010574-0.00059394i,0.00074622-0.00018977i,0.00080875+0.00064939i,0.00063708+0.0008683i,0.00039137+0.00060716i,-0.00013275+0.00024629i,-5.3193e-05-0.0001919i,0.00023104+2.9277e-05i,-8.8716e-05+0.00045181i,-0.00025513+0.00054511i,-0.00045728+0.00051757i,-0.00093345+0.00026231i,-0.0005468+0.00029494i,0.00020863-2.4128e-05i,0.00087566-0.00027587i
0.0020172+0.0002854i,0.0021992-0.0004238i,0.00064814-0.0014467i,-0.0010765-0.0014224i,-0.0011243-0.00099265i,-0.0012389-0.00032958i,-0.0010733+2.2693e-05i,-0.00033257-0.0001243i,-0.00015828-0.00034455i,-0.00010118-0.00062952i,0.00012214-0.00069241i,0.00019783-0.00065657i,-0.0001311+0.0003373i,-0.00060131+0.00085677i,-0.0004763+0.00015558i,-1.8481e-06-7.2808e-05i,0.00028229-0.00074165i,-9.2568e-05-0.0008584i,-0.00012547+0.00030989i,-0.00044936+0.00021864i,-0.00050894+0.00021461i,5.6834e-05-5.9099e-05i,6.6956e-05+2.6516e-06i
-0.00015656+0.001612i,0.0006321+0.00093438i,0.0012288+0.00059969i,0.0014553+0.0010989i,0.00083298+0.00025846i,-0.00048787-0.0016749i,-0.00096076-0.0012533i,-0.00079422+0.00011408i,-0.0010756+0.00017283i,-0.0005207-0.0006673i,0.00042623-0.00074361i,1.5016e-05-0.00042041i,-7.2251e-06-0.00056877i,0.00061342-0.00053972i,0.00084205+0.00016931i,0.00017514+0.00040198i,-0.00081117+0.0011529i,-0.00081596+0.0012401i,-0.00048267+0.00052023i,-0.00078505+0.0004042i,-0.0003478+0.00025601i,8.2815e-06+5.9867e-05i,-0.00028442+5.0473e-05i
0.0018424-0.00022481i,0.0018637-0.00022467i,0.0011397+0.00050287i,0.00043966+0.00057987i,0.00048275-0.00054275i,0.0008081-0.0016139i,0.00098607-0.0010004i,0.00072942+0.00032672i,0.00036886-7.3002e-05i,0.00027139-0.00038383i,0.00024413-7.3881e-05i,-0.00066293-0.00028121i,-0.0014706-0.00026296i,-0.0010835+0.00037634i,-0.00075357+0.00053587i,-0.00019401+0.00036144i,-0.00057516+0.00017523i,-0.0011539-0.00043218i,-0.0005701-0.00087366i,-9.9322e-06-0.00057178i,0.00018601-7.6609e-05i,-0.00043831-0.00069435i,-0.00112-0.0013667i
0.0014759+0.00052905i,0.0017166+0.0002876i,0.0016208+8.8485e-05i,0.0015353+0.00026087i,0.001382-0.00049337i,0.00048203-0.0014357i,-0.00052515-0.001544i,-0.00022632-0.00079553i,0.00035057-7.1921e-05i,0.00025459+0.00049469i,0.00026322+0.00058907i,0.00053593+0.00035765i,0.00028892-0.00043272i,-5.8776e-05-0.00078563i,-0.00026313-0.0003804i,-0.00045943-0.00075647i,-0.0003778-0.00029734i,0.00029407+0.00056601i,0.00081139+0.00043341i,3.8014e-05+7.8453e-05i,-0.00018037-0.00044528i,0.00038503+5.4913e-05i,0.00033103+0.00018819i
0.0011953-0.00065507i,0.000944-0.0007342i,-2.6941e-05+0.00040179i,-3.8203e-05+0.0012571i,-0.00020428+0.0011019i,-0.00044078-0.0001882i,-0.00082047+3.9195e-05i,-0.0012289+0.00088348i,-0.00050498+0.00068668i,-0.00030761+0.00064059i,-0.00070097+0.00029045i,4.3617e-05+0.00022987i,0.00047336+0.00033893i,0.00018181-0.00024411i,0.00039966-0.00032222i,0.00031304+0.0003154i,0.00040955+0.00022647i,0.0011705+0.00022158i,0.0012665+0.00065291i,-7.0606e-05+0.00047509i,-0.00090768-0.00025474i,-7.8152e-06-0.00022051i,0.00011037+0.00021332i
0.0026288+0.00061304i,0.0025344-0.0003828i,0.0018398-0.0003519i,0.0013538+0.00078392i,0.0010825+0.00064132i,0.00096799-0.00031798i,0.0012468-0.0001635i,0.00131+0.00022535i,0.0012282+0.00032374i,0.00086033-7.7352e-05i,0.00020555-0.00042237i,6.8009e-05-0.00033287i,-0.00026535-0.00032005i,-0.00074173-0.00025185i,-0.0018163-0.00054008i,-0.0020489-0.00077366i,-0.00096511-0.00035606i,-0.00048054+0.00033133i,-0.001125+0.00083841i,-0.0018228+0.00069034i,-0.00070775+0.00011782i,0.00029426-0.00073093i,-3.3152e-05-0.0009304i
0.0014427+0.00036999i,0.0022142-0.00036824i,0.0024826-0.0009955i,0.0011532-0.00063424i,0.00025873-0.00020783i,0.00040262-0.00086768i,0.00079966-0.0010856i,0.00071147-0.00036564i,0.00014158-6.1139e-05i,1.1015e-05-2.7175e-05i,0.00027947-0.00017695i,0.00072027-0.00027893i,-5.4865e-05+0.00047484i,-0.00042061+0.00094563i,-2.9997e-05+0.00019046i,-2.4993e-05-0.00054514i,0.0004559-0.00059567i,0.001264-0.0011494i,0.001293-0.00088698i,0.0009624+2.4318e-05i,0.00064612+0.00036867i,0.00039919-0.00015398i,0.00022514-0.0010393i
0.0014363+0.00014047i,0.0014895+8.4752e-05i,0.0014081+0.0012261i,0.0010134+0.0017924i,0.00048264+0.001668i,0.00078797+0.00062925i,0.00090599+0.00014353i,0.00042803-0.00026667i,0.00044831-0.00050382i,0.00075265-6.5968e-05i,0.00020725-0.0001641i,-0.00050911-3.0011e-05i,-0.0001825+0.00075681i,-0.00022496+0.0011837i,-0.00028698+0.00050948i,-1.4814e-05-0.00013982i,-0.00042009-8.2972e-05i,-0.00017078-0.00041794i,0.00032511+0.0002852i,-0.00011259+0.0010015i,-5.2366e-05+0.00071995i,1.2426e-05+0.00098941i,-0.00053381+0.0011513i
0.0014114+0.00045688i,-0.00036123+0.00080941i,-0.0019308+0.00029057i,-0.0020221+0.0009551i,-0.0011348+0.00082148i,-0.00023597-0.00046598i,-0.00052641-0.00037211i,-0.00032978+0.00083649i,0.00050027+0.0011969i,0.00033436+0.00080125i,-0.00017966+0.00058054i,0.00010586+0.00024616i,0.0001447+0.00011979i,0.00012858+3.973e-05i,0.00025773-0.00010943i,-0.00068619+0.00011554i,-0.00076324-8.7463e-05i,-6.1221e-05-4.1626e-06i,0.00019522+0.00012209i,0.0004884-1.1987e-05i,0.00052874-4.5784e-05i,0.00042663-0.00010858i,0.00062421-0.00032787i
0.002276-0.00092947i,0.0010866-0.0027437i,0.00054856-0.0038177i,0.00016809-0.0024658i,0.00047756-0.0016826i,0.0007457-0.00045039i,0.00096489+0.00090316i,0.00014722+0.00054639i,-0.00059504-0.00023359i,-0.000247-0.00022874i,0.00030882+0.00022926i,0.0013347+0.00051138i,0.0011338+0.0011695i,-0.00070128+0.0015473i,-0.0015386+0.0013094i,-0.00068678+0.0010412i,0.00013842+0.00034278i,0.00065566+0.00091051i,0.0003712+0.0013158i,-0.00023162+0.0001515i,-0.00078351-0.00086451i,-0.00061668-0.0011313i,-0.00038705-0.00039265i
0.0003151-0.0017549i,0.00048062-0.0022578i,-0.00041815-0.00039816i,-0.00041112+0.0010013i,0.00078389+0.00089412i,0.00098764+0.00035767i,0.00047336+0.00035886i,0.00038054+0.00067822i,-0.00020624+0.00050659i,-0.0011812+0.0005124i,-0.0014088-0.00013252i,-0.00056326-4.7304e-05i,5.472e-05+0.00057755i,0.00027677+0.00050706i,0.0005147+0.00024307i,0.00019578+0.0001814i,7.1663e-05+0.00035512i,0.00017467+0.00030717i,0.00085801+0.00061688i,0.001238+0.0011189i,0.00017938+0.0012194i,-0.00078354+0.00091959i,-4.1578e-05+0.00048733i
0.0013255-0.0034296i,0.0016648-0.0034974i,0.00091367-0.0034205i,0.00028978-0.0017932i,-0.00059321-0.00013504i,-0.0012917-0.0002159i,-0.00050744-0.00032964i,-4.9036e-05-0.00013234i,-7.2266e-05+7.2896e-05i,-0.00030979+0.00015444i,3.2828e-05+0.00025143i,0.00021788+0.00058818i,4.4621e-05+0.0007638i,-0.00023998+0.00056699i,5.2742e-05-7.9412e-05i,2.4856e-05-0.00036843i,-0.00053107+0.00033433i,-0.00077765+0.0011741i,-0.00024699+0.0011269i,-1.5167e-06+0.00020142i,-0.00041802-0.0001417i,-0.00048903+3.9012e-05i,-0.00019514+0.0003131i
0.0028965-0.0011156i,0.0010395-0.0013183i,-0.00091702-0.00093558i,-0.00098036-0.00055813i,-0.001082-0.00012019i,-0.0011952-0.00025044i,-0.00023857-0.00047108i,9.9858e-05-0.00019212i,0.00031237-7.8709e-05i,0.00040446+0.00022496i,-0.00016988+0.00026315i,-0.00034978+0.00040164i,-0.00066971+0.0009254i,-0.00096582+0.00031054i,-0.00030638-0.00032763i,-8.9769e-05+5.8917e-05i,-0.000257+0.00042261i,0.0004164+0.00020256i,0.0003259-0.00074234i,0.00021518-0.0010598i,0.00071641-0.0005611i,0.00026514-7.2186e-05i,-0.00012231-0.00029784i
0.0037636+0.0015788i,0.0049542+0.00011176i,0.0036846-0.00054625i,0.0016875-0.00087995i,0.00018009-0.0014009i,-0.0013268-0.001424i,-0.00068834-0.00096351i,0.00077629-0.00016402i,0.00080119+0.00068149i,-6.2131e-05+0.00018279i,-0.00079554-0.00060368i,-0.00075398-0.00077626i,-0.0007649-0.00011821i,-0.00080471+0.00069349i,-0.0003433+0.00083765i,-3.6832e-05+0.0011449i,-0.00075206+0.00086042i,-0.00098244-0.00029996i,-0.00034407-0.00051651i,-2.9654e-05-0.00018189i,-0.00013656+0.00017376i,0.00011845+0.00017454i,0.00023442-0.00012687i
0.0016484+0.0012791i,0.00043148+0.001679i,-0.00061684+0.0014283i,-0.00076172-2.3933e-05i,-0.00027453-0.00077788i,-0.00055316-7.6783e-05i,-0.00061294+0.0010221i,0.00047811+0.001928i,0.00016506+0.0012826i,-0.00014982-2.5754e-05i,-0.00016021-0.00055888i,-0.00011034-0.00031642i,0.00025755+0.00035046i,-9.6957e-05+0.00032736i,-0.00025279-7.1255e-05i,0.00025676-0.00045019i,-0.00021547-0.00050146i,-0.00053402-0.00042462i,1.2168e-05-0.00034645i,-0.0005132-0.00039442i,-0.00017264-0.00020962i,-1.0128e-05+0.00036015i,-0.00088148+0.00069655i
-0.0011475-0.0005034i,-0.0021354-0.0018069i,-0.0025593-0.0027902i,-0.0023139-0.0012353i,-0.0012754+0.00057517i,0.00057851+0.00041724i,0.0014199-0.00086392i,0.0011011-0.00093629i,0.0004582-0.00023649i,-0.00099684+0.0002376i,-0.001445-0.00027271i,-0.00045754-0.00060194i,0.00024739-0.00077508i,0.00070821-0.00042699i,0.00076056+0.00084799i,-0.00019743+0.0010458i,-0.00038332+0.00064863i,-0.00043679+0.0006716i,-0.00024406+6.0506e-05i,0.00047477-0.00033131i,0.00063169-0.0001954i,0.00065179-0.00016429i,9.4226e-05+0.00016651i
0.0021168+0.00014997i,0.001402-0.0017525i,0.0011152-0.0028371i,0.0013433-0.0018315i,-0.00025213-0.00088088i,-0.0014962-0.00021697i,-0.00070811+0.00083247i,0.00010726+0.00067489i,4.864e-07-0.00034933i,-0.00017426-0.00038266i,-0.00011893-0.00010593i,-4.024e-06-0.00047467i,0.00063122+4.7935e-05i,-0.00012219+0.00090472i,-0.00088835+0.00091397i,-0.00025108+0.00030048i,-0.00040775+0.00026128i,-0.00055232+0.00073322i,-8.3715e-05+0.00075616i,0.00019955+0.00025364i,-0.00022945+1.8234e-05i,-0.00025739-4.2104e-05i,-0.00039324+2.1054e-05i
0.0015736-0.0014278i,0.00022261-0.0018204i,-0.0010276-0.00099772i,-0.0009711-8.822e-06i,-0.0002942+0.00018597i,-0.00030448-3.4856e-05i,-0.00033555-7.5871e-05i,0.00010316+0.00017043i,0.0010307-0.00025707i,0.0012435-0.00030229i,0.00026996+9.1821e-05i,-0.00024354+0.0002668i,-0.00012342+0.00011606i,0.00046647-1.3573e-05i,0.00035181-0.00033408i,-1.3193e-05-0.00057248i,-0.00040804-0.00064001i,7.6917e-06-0.0011695i,0.00073773-0.0011325i,0.00029343-8.2467e-05i,0.00015234+0.00088487i,0.00025587+0.00053124i,0.00011572+0.00021648i
0.0030538-0.00046808i,0.0026031-0.0012158i,0.0011824-0.0026601i,0.00040209-0.0024027i,7.7703e-05-0.0016732i,-0.0003668-0.00095334i,0.00012214-0.00061569i,0.00075334-0.00078513i,0.00017423-0.00059097i,-0.0010567-0.00029754i,-0.00069251-0.00022963i,-0.00024839+7.6666e-05i,-0.000154+0.00013709i,0.00071566-0.00026967i,0.00099233-0.0001097i,0.00042407-4.6891e-05i,4.157e-05-5.082e-05i,7.5399e-06+0.00029357i,0.00022363+0.00038292i,0.00012022+0.00016125i,-0.00057062-0.00012726i,1.0502e-05-9.1367e-05i,0.0010808+7.2917e-05i
0.0014937-0.0011623i,0.0016793-0.00048319i,0.00046802+0.0009521i,0.00056958+0.0012816i,0.0014976+0.00080737i,0.0011854+3.692e-05i,0.00088841-0.00028515i,0.00069029-0.00036789i,0.00024013-0.00064882i,0.0003002-0.00063586i,0.00049921-0.00021489i,0.0010009+0.00036795i,0.0010603+0.001017i,0.000378+0.00077062i,-0.00017481+0.00020485i,-0.00034244-0.00015996i,-0.00039587-0.00086644i,-0.00052042-0.00076085i,-0.00022202-0.00012349i,0.0004174-8.5016e-05i,0.00061933-0.00026149i,0.0001341+0.00017289i,8.653e-05+0.00078029i
0.0010244-8.5146e-05i,0.0017166+0.00064602i,0.00071454+0.00056094i,-0.001797-0.0011722i,-0.0021409-0.0011304i,-0.0014953+0.00038807i,-0.0011603+0.00069594i,-0.00059889+0.00063139i,0.00023807+0.00011683i,0.00028383-0.00043874i,-0.00021626-0.00053454i,0.00026039-0.00021756i,0.00083428+0.0002139i,0.00088325+0.00071974i,0.00057446+0.00039139i,4.9932e-05-0.00027797i,-0.00025132-0.00039904i,-0.00048216-0.00043925i,-0.00065333-0.00035751i,-0.00036117+0.00075082i,-0.00020651+0.00091449i,-0.00098997-0.00012724i,-0.0016174+0.00022303i
-0.0017096-0.0010404i,-0.00065046-0.00031459i,-0.0003351+0.0010652i,0.00085657+0.0015146i,0.0015415+0.00065442i,0.0011625-0.00068433i,0.0012965-0.0010958i,0.0011245-0.00050162i,-0.0005266+3.4821e-05i,-0.00099789-0.00016416i,-6.9316e-05-0.00022337i,0.00085856+5.7205e-05i,0.0015514-0.00012071i,0.0015858-0.00010923i,0.00079971+1.9306e-05i,-0.00014294-0.00095354i,0.00018505-0.00079486i,0.00027783-0.000333i,-0.00035116-8.5297e-05i,-0.00013397+0.0010499i,-0.00017802+0.001163i,-0.00053145+0.00053568i,-0.00038395+0.00032634i
0.0013621+0.00071767i,0.0021277+0.0012202i,0.001644+0.0010597i,0.0010714+0.00084623i,0.00057773+0.00067108i,-0.00023953-0.00040462i,-0.0010453-0.0006375i,-7.3421e-05-9.3579e-05i,0.0010526+0.00078772i,0.00069122+0.00069304i,0.00023356-0.00030341i,-6.4639e-05-0.00017357i,-0.00071763+0.0003959i,-0.00063759+0.00011382i,-0.00096177-0.00038335i,-0.0012649-0.00084555i,-0.00068517-0.00096963i,-0.00031351-0.0002104i,-0.00045308+0.00072643i,-0.00076631+0.00087203i,-0.00051811+0.00099288i,0.00044543+0.00068183i,0.00064435-0.0001655i
-0.00063285-0.00035346i,-0.00022757-2.5551e-05i,6.5001e-05+0.00088902i,0.00042425+0.00088657i,0.0012848+0.00024683i,0.0012401-0.00046596i,-3.0654e-05-0.00078874i,-0.00063734-0.0002263i,0.00012524+0.00020882i,0.00067115-3.7388e-05i,0.00043195-0.00081631i,0.00014507-0.0012307i,2.61e-05-0.0013833i,0.00039831-0.0011081i,9.8536e-05-0.00060773i,-0.0011017-0.00062072i,-0.00071674-0.00092751i,0.00022029-0.00066294i,-6.0653e-05-0.00050591i,-0.00055568-7.1477e-05i,-0.00053663+0.00024397i,1.6311e-05+0.00019597i,0.00065336+0.00077802i
0.0021756-0.0012703i,0.0019054-0.00064411i,0.00043297+0.00043912i,0.00029366+0.001223i,0.00021935+0.00065839i,-0.00017244-0.00069621i,-0.0005053-0.0017697i,-0.00032678-0.0012168i,-0.00048319+0.00038253i,-0.00076996+0.00043159i,-0.00018425-0.00013348i,0.00043441-0.00037601i,0.00035051-0.00047859i,0.0005536+7.055e-05i,0.00056153+0.00077793i,-0.00045813+0.00070735i,-0.0010776+0.00033488i,-0.00032347-4.6646e-05i,-0.00055952+0.00021086i,-0.00060977-9.3972e-05i,-4.0883e-05-0.00044367i,-2.5654e-05-0.00043987i,0.00017297-0.00092236i
0.0022214+0.00054373i,0.0020026+0.00023737i,0.0013273+0.00064197i,-6.0648e-06+0.00024227i,-0.0003161-0.00030344i,-0.00018808-0.00024959i,-0.00069826-0.00010913i,-0.00043454+0.00034627i,-0.00019487+0.00029321i,-0.00077249-0.00031385i,-0.00087505-0.00038879i,-0.00031522+7.3343e-05i,-0.00035564+0.00026505i,-0.00020044+6.6296e-05i,4.7217e-05+1.5172e-05i,0.0001725+6.4655e-05i,-8.6988e-05+0.00012922i,-0.00077253+0.00066768i,-0.00049522+0.00094039i,0.00013509+0.00027599i,0.00061882+0.00017058i,0.0006385+0.00025468i,-0.00036193-5.436e-05i
0.0011153+0.0018347i,0.00067004+0.00096903i,9.728e-05+0.00068041i,0.00045858+0.0018001i,0.00044548+0.0014205i,-0.0002849+0.00032105i,-0.0002924-0.00011489i,-0.00056714+0.00048086i,-0.00073515+0.00054536i,-0.0009183-0.00051296i,-0.00047056-0.0014457i,-3.8529e-05-0.0010484i,-0.0002498-0.00036286i,-0.0006435-0.00038859i,-0.0011736-0.0013753i,-0.0011263-0.001699i,-0.00041533-0.00063479i,0.00056653+0.00028798i,0.00029405+0.00022516i,6.0603e-07-0.00018991i,-0.00027525+0.0006196i,0.00038784+0.00048841i,0.0011071-0.00013778i
0.00010017+0.0007578i,2.7618e-05-0.00047666i,-0.0014534-0.00071149i,-0.0018346-0.00029651i,-0.0005556+0.00017096i,-3.0491e-05-0.00056803i,0.00018649-0.00088377i,0.00071461-0.00056987i,-6.964e-05-0.00027976i,-0.00068321-0.00023073i,9.6981e-05-0.00085237i,0.00039601-0.00067685i,0.0001365-3.3618e-05i,-0.00030913-0.00035464i,-0.00043385-0.00055606i,-0.00013189+0.00031348i,-0.00013988+0.0012003i,-4.8183e-05+0.0011559i,0.00019293+0.00036091i,0.00072928-0.00055158i,0.00096232-0.00038936i,0.00042991+0.00021112i,0.00017711-2.6596e-05i
-0.00016478+0.00029696i,0.00062698-0.0004058i,0.00066124-0.00063643i,-0.00026817+0.00024238i,0.0003709+0.0004496i,0.0007892-0.00018334i,-8.3244e-05-4.2994e-05i,-0.00047106+0.00062562i,-0.00046251+0.00095953i,-0.00091767+0.00064674i,-0.0011631-0.00016731i,-0.0010465-0.00049801i,-0.001443-0.00053411i,-0.00075261-0.0010084i,0.00051365-0.00079574i,0.00015167-0.00035604i,0.00039885-0.00010165i,0.00034962-1.1582e-05i,-0.00034862-0.00020451i,-0.0009571+3.8487e-05i,-0.00047779+0.00073815i,0.00032973+0.00090731i,9.9103e-05+0.00055134i
0.0010905-0.0029929i,-0.00043401-0.0038558i,-0.0021653-0.0031677i,-0.002514-0.0010389i,-0.0014438+2.0552e-05i,-0.00043214+4.4346e-05i,-8.5146e-05+9.0565e-05i,-0.00025111-2.351e-05i,-0.00054132-0.00012089i,-0.0008967-0.00016573i,-0.00047965-0.00036146i,0.0007363-0.00072969i,0.0014255-0.00035505i,0.0013738+0.00027636i,0.00099147+0.00012272i,0.00076406-0.00051279i,0.00024154+3.2821e-06i,-0.0003573+0.00096334i,-0.00029217+0.0010193i,-0.00016943+0.00011281i,-5.8685e-06-0.00029532i,-0.00038143+0.0002375i,-0.00046052+0.00044905i
-0.00067254+0.0011167i,0.00015909+0.00083635i,0.0012769+0.00037324i,0.0017229-0.00020913i,0.00091894-0.0012033i,0.0002502-0.0023428i,-0.00024495-0.0023411i,-0.00045783-0.00092141i,3.6278e-05+0.00056426i,0.00027547+0.00030515i,6.0715e-05-0.00025963i,1.5104e-05+0.00023465i,8.4307e-05-9.6442e-05i,-0.00022553-0.00054222i,-0.00040806+0.00013631i,-0.00028566+0.00030141i,-0.00026566+0.00019763i,0.00013134-1.7635e-05i,-0.00016316-0.0005776i,-0.00024386-0.00092379i,6.9824e-05-0.00035342i,0.00045134-3.2951e-05i,0.00026708+0.00012741i
0.0022448-2.3094e-05i,0.0021409-0.00010357i,0.0016239+0.0012998i,0.0013911+0.0017333i,0.0015901+0.001039i,0.0011833+0.00051138i,0.00020919+0.00087585i,-0.00072252+0.00076978i,-0.00082219+0.00059028i,-0.00044847+0.00057304i,1.3155e-06-0.00010593i,-3.0869e-05-0.00066081i,-0.00036929-0.00093045i,-0.00018827-0.00093309i,-0.00078684-0.00024216i,-0.00074653+0.00034684i,0.00049319-0.00027382i,0.00098284-0.00062698i,0.00051548-0.00011644i,0.00069451-0.00041i,0.00093346-0.00030656i,0.000777+0.00025389i,0.00060495+6.4991e-05i
-9.308e-06-0.00036446i,0.00059508-0.0017786i,-6.4905e-05-0.0017253i,-0.00053079-0.00088534i,0.00059544-0.00096002i,0.0013855-0.001338i,0.00059077-0.001002i,-0.0002478-0.00063152i,-0.00035171-0.00021372i,0.00012303+0.00036107i,0.00036398+0.00090387i,-2.2127e-05+0.00088168i,0.00025221+0.00044277i,0.00069528+0.0007648i,2.4098e-05+0.00066984i,-0.00039495+5.5283e-05i,-0.00022387-0.0002324i,0.00024551-0.00062852i,0.00054348-0.00060421i,0.00056015-0.00053973i,0.00010266-0.00062949i,0.00013022-0.00036277i,0.00062235+0.00020793i
0.0016897-8.703e-05i,0.0025489+0.00026107i,0.0024514+0.0010544i,0.0020112+0.0019433i,0.0012687+0.0021294i,0.0010181+0.00080552i,0.001015-0.00067077i,9.1542e-07-0.00077561i,-0.00092429-0.00067164i,-0.00049022-0.0001461i,0.00023368-0.00017569i,0.00041945-0.00032452i,0.00037837-0.0002793i,0.00064576-0.0010956i,0.00058983-0.0007964i,-9.7672e-05+0.00017182i,-0.0005197+3.7043e-05i,0.00030298-0.000435i,0.00091489-0.00049644i,0.00024477-0.00056914i,0.0002671-0.00064196i,0.0001307-0.00051991i,-0.00017766-7.3167e-05i
0.0026981+0.00061545i,0.0016077+0.00025397i,0.00087985+6.3133e-05i,0.00054539+0.00010649i,0.00012376-0.00035234i,-0.00023864-0.00080207i,-0.00064333-0.00026207i,-0.00057919+0.00012713i,0.0005611-8.3776e-05i,0.00045329-7.9059e-05i,-0.00012575-0.00045057i,-0.00035971-0.0011139i,-0.00035321-0.00085032i,-0.00020046-0.00014696i,5.0195e-05+0.00032489i,0.00019168+0.00055191i,-0.00023225+0.0010462i,-0.0010423+0.0011109i,-0.00069333+0.00073813i,0.0005975+0.00040738i,0.0012839+6.8549e-05i,0.00049339+0.00035484i,-0.00018269+0.00045646i
0.00089123-0.0019041i,-0.00026914-0.0012395i,-0.001429-0.00093496i,-0.00072041+0.00016524i,0.0011613+0.0010681i,0.001492-2.1611e-06i,0.00081235-0.00077333i,0.0014089-0.0003698i,0.00096408-0.00028052i,4.7496e-05+0.00016831i,2.3824e-05+0.00024685i,0.00046057-0.00055712i,0.0004702-0.00076659i,-4.349e-05-0.0002801i,0.0001939-0.00066547i,0.00053343-0.00075298i,0.00048587-9.4833e-05i,0.00024494+0.00029126i,-0.00032547+0.00010923i,-0.0011586-0.00010941i,-0.00030934+0.00010442i,0.00066319+6.4116e-05i,0.00052461-0.00055016i
