-0.0027085+0.0002391i,-0.0014819+0.001299i,-0.0030749+0.001855i,-0.0029043+0.0012789i,-0.0012796+0.0020745i,-0.00066046+0.0027222i,-0.00063155+0.0027941i,-8.6899e-05+0.0021653i,0.00084267+0.00076649i,0.00096539+1.5877e-05i,0.00030046-6.7804e-05i,0.00052537-0.00087091i,0.0010265-0.0011381i,0.0014378-0.00074543i,0.0018049-0.0011868i,0.0010848-0.0015976i,0.00034139-0.00051101i,-3.6687e-05+0.00033696i,0.00033326-0.00086786i,0.00052282-0.0013341i,0.00024806-0.00012543i,9.5542e-05+0.00055944i,9.0329e-05+2.3789e-05i
0.0014897-0.00033861i,0.00026961-0.00087592i,-0.00015676-0.0014219i,-2.2684e-07-0.001216i,-0.00029691-0.00062808i,0.00010483-0.00026131i,0.0017241-7.4264e-05i,0.0024659+0.00044009i,0.0013232+0.0011222i,-6.2306e-06+0.00095591i,-8.607e-05+0.00010955i,-0.00018048+5.649e-05i,-0.00023018+0.00055097i,0.00075988+0.00054758i,0.001529+0.00064196i,0.0012834+0.00011403i,0.00082747-0.00061293i,0.00051051-0.00045954i,-5.4971e-05-0.00020599i,-0.00084584-0.00017617i,-0.00062057+0.00030377i,4.3291e-05+0.000803i,0.00013543+0.00075676i
0.0012413-0.0012571i,0.0002103-0.0025783i,0.00038058-0.0018853i,0.00013843+0.00034072i,-4.6008e-05+0.0013448i,0.00064687+0.00099262i,0.001314+0.00070436i,0.0018133+0.00071802i,0.001999+0.00069213i,0.0014413+0.00032708i,0.00088952-0.00017102i,-9.4467e-05-0.00047296i,0.00032901+2.0627e-05i,0.0017006+9.7245e-05i,0.0014976-0.00019868i,0.00049372-0.0003419i,8.2129e-05-7.4327e-05i,0.00043817+0.00063905i,0.00072286+0.00076029i,0.00058634+0.00023908i,-0.0001112+0.00033167i,-0.00057049+0.00054366i,0.00013595+0.00034925i
-0.00072001+0.0033473i,0.00072854+0.0041012i,0.0013059+0.0032772i,0.00079539+0.0018319i,0.0011389+0.0010636i,0.001731+0.00060732i,0.0016797+0.00084527i,0.0010866+0.00068298i,0.00022371+0.00058434i,-0.00027992+0.00052353i,-0.00031368-0.00010583i,-0.00042287+0.00014524i,-0.00063048+0.00015887i,-0.00015018-0.0011529i,0.00025961-0.0010579i,-0.00030381-0.00018513i,-0.00056466+0.00036074i,-0.00049555+0.00056541i,0.00029681+0.00012732i,0.0004496+0.00025279i,-5.1625e-05+0.00062554i,0.00030907-0.00041357i,0.00019575-0.00083731i
-0.0020847-0.000748i,-0.00041053+0.00099869i,0.00036642+0.0014659i,0.00024882+0.0013378i,0.0005874+0.0022437i,0.0014366+0.0026485i,0.0019732+0.0016448i,0.0014693+0.00065072i,0.00030311+0.00047011i,-0.00021667-4.1726e-06i,-0.0003307-0.00049096i,-0.00016672-0.00036063i,0.00058267-0.00050972i,0.0012319-6.4793e-05i,0.0015017+0.00014583i,0.0011064-0.00044883i,0.00084792-0.00010322i,0.00043085+0.00020852i,-0.0001442-0.00047057i,-0.00018309-0.0005997i,6.6315e-05+2.8992e-05i,0.00035076+8.275e-05i,-0.00026263-0.00011906i
0.00051658-0.0018035i,-0.00047941-0.0013417i,-0.00072593-0.00084482i,-6.4268e-05-0.00014681i,0.00055818+0.00044258i,0.0011325+0.001578i,0.00143+0.0015699i,0.0018623+0.00059603i,0.0011795+0.00068141i,3.6673e-05+0.0010794i,-0.0003603+0.0007085i,-0.00034766+0.00055186i,-7.2519e-05+0.00096792i,0.00032429+0.00061562i,0.0010195+0.00029066i,0.0012033-0.00060725i,0.00032792-0.0005283i,-0.00042934+0.000198i,3.2039e-06-0.0002128i,1.8609e-05-8.6781e-05i,0.00053398-0.00018558i,0.00099283+1.3444e-05i,0.0002409+0.00015283i
0.00091327+0.0027277i,0.0010812+0.0015183i,-0.00017459+7.3418e-05i,-0.00040159-0.00017191i,0.00061798+0.00047691i,0.0018803+0.0013977i,0.0020002+0.0014734i,0.0015831+0.00092116i,0.0012977+0.00084684i,0.00070611+0.00089333i,2.7932e-05+0.0003246i,-0.00030595+0.00030692i,-0.00055972+0.00070577i,-0.00029241-0.0001415i,-7.7353e-05-0.00099108i,0.00023665-0.0012978i,0.00028287-0.00079683i,-0.00039377-0.00040946i,-0.00048149-0.00070661i,-2.7878e-05-0.00064898i,-0.00024235-0.00026239i,-0.00070132+0.00034146i,-0.00018429+0.00050687i
-0.0029378+0.0014255i,-0.001776+0.00013356i,-0.0011649+0.0011543i,4.3775e-06+0.0018183i,0.001286+0.0011257i,0.001149+0.0011056i,0.00079995+0.0013934i,0.0012169+0.00084242i,0.0010651+0.00057309i,-0.00021352+0.00076918i,-0.0003049+0.00022849i,-0.00035449-0.00030382i,-0.00025191-0.00058261i,1.8017e-05-0.00080767i,0.00050584-0.0010214i,0.0014679-0.00093437i,0.0013492-0.00037162i,0.0006762-0.00034359i,0.00015938-0.00037072i,-0.00051034-2.6582e-05i,-9.8722e-05-0.00073561i,-0.00053391-0.00093768i,-0.00088157-5.7583e-05i
-0.0020281-0.0010796i,-0.0009502+0.00064518i,-0.0010001+0.0018802i,-0.00020159+0.0018238i,0.00083645+0.0015604i,0.0016494+0.001051i,0.0015575+0.00043032i,0.00071892-0.00010683i,0.00041935+0.0001687i,0.00020322-0.00014927i,0.00029708-0.00051888i,-0.00014125-0.00010693i,0.00062828-0.00052251i,0.0021084-0.00053568i,0.0014427-0.0006312i,0.00050567-0.0011277i,-9.6604e-06-0.00079354i,-0.00028699+0.00013415i,-4.3974e-05+0.00041651i,0.00031025-0.00011937i,-3.0505e-05+1.4538e-05i,3.8288e-05+0.00013526i,0.00052893-0.00025561i
0.0039873-0.0016283i,0.0034332-0.0014774i,0.0032587-0.0011435i,0.0023421-0.00089882i,0.0010542-0.00031503i,0.0010262+0.0013974i,0.0018925+0.0020553i,0.0025764+0.0011285i,0.0017342+9.9607e-05i,-0.00017882+0.00025864i,-0.0015691+0.00023857i,-0.0015429-1.7492e-05i,-0.00037741+0.0010223i,0.00043412+0.00146i,0.00082534+0.00067361i,-5.1174e-05-0.00027842i,-0.00013712-0.00026383i,0.00038172-0.00013986i,0.00019463+0.00021548i,-0.000516+0.00060906i,-0.0010524+0.00061343i,-0.00065734+0.00061148i,-0.00031945+0.00047488i
-0.0010285+0.0023874i,-0.0019251+0.0019289i,-0.0016431+0.0016099i,-0.0006243+0.0012448i,0.0012876+0.0013012i,0.002492+0.001139i,0.0027712+0.0012285i,0.0025795+0.00080708i,0.0019498+0.00028772i,0.001046+0.00027436i,0.00019922+0.00027059i,-0.00070681-0.00060272i,-0.00075542-0.0012087i,-2.2511e-05-0.0011122i,0.0014039-0.00088764i,0.0020752-0.00065491i,0.0014296-0.00058307i,0.00065678-0.00037936i,-0.00026332-0.00042876i,-0.0002617+0.0001864i,0.00013586+0.0010401i,0.00052722+0.0005374i,0.00034183-0.00019031i
-0.0023331+0.0015592i,-0.0016284+0.0020976i,-0.00030577+0.0019762i,-0.00025526+0.0018946i,-9.125e-05+0.0025417i,0.00058722+0.0028457i,0.0013506+0.0024082i,0.0017677+0.0016846i,0.0018908+0.00060813i,0.00087217-9.2122e-05i,-6.7939e-05-0.00021395i,-0.00029365+0.0003732i,-0.00054658+0.00094261i,-0.00012386+0.00010424i,-0.00014965-0.00036159i,-0.00043384+0.00010963i,0.00023678+8.9907e-06i,0.00038678-0.00017429i,-0.00038693-8.8345e-05i,-0.00095038-7.17e-06i,-0.0010544+6.9741e-05i,-0.00065491+0.0001226i,-0.00045389+0.00012566i
-0.0012912-0.00011711i,-4.7161e-05-0.00060825i,0.0017536+0.00013216i,0.0016145+0.0006904i,0.0011805+0.00089103i,0.0011205+0.0011832i,0.001981+0.0015023i,0.0024665+0.0015628i,0.0015234+0.00078461i,0.00041159-0.00041353i,1.3773e-05-0.00029895i,0.00055434+0.00016661i,0.0014047+0.00027508i,0.00090708-8.1375e-05i,0.00048776-0.0011383i,0.00033491-0.0016636i,0.00031013-0.0014782i,0.00028662-0.00044434i,4.0638e-05+0.00060907i,0.00073646+0.00072958i,0.00078554+0.0007943i,0.00045462+0.00069893i,0.00059308+0.00039719i
0.0016232-0.0021588i,0.0022021-0.0019281i,0.00087183-0.0013136i,-0.00032027-0.00037179i,0.00043503+0.00060077i,0.00074172+0.0014937i,0.0014894+0.0021633i,0.0020808+0.0019535i,0.0013083+0.0015075i,0.00041755+0.00063516i,0.00060311+0.00019781i,0.00025502+7.6156e-05i,-5.1107e-05+0.00038275i,0.00017698+0.000101i,0.00021053-0.00074696i,4.5505e-05-0.00062946i,-0.00023979+0.00018425i,-0.00034898+0.00010656i,-0.00031862-7.8354e-05i,-0.00061731-0.00013507i,-0.00024788+0.00041742i,-0.00018488+0.0011543i,-0.00054701+0.00047864i
0.00069363+0.00056459i,0.00075014+0.00031187i,-5.6309e-05+0.00033475i,-0.00084596+0.00040816i,3.2997e-05+0.00083274i,0.0012394+0.0012229i,0.0024082+0.0010824i,0.0023597+0.0012719i,0.00056296+0.00075724i,-0.000803-0.00040915i,-0.00041424-0.00041388i,0.00010466-0.00042483i,-0.00028678+0.00033352i,-0.00043978+0.00070972i,0.00068985+0.00060401i,0.0014937+0.00031038i,0.00048306-0.00013293i,-0.00069961+3.5589e-05i,-0.00052382-6.662e-05i,-2.752e-05-0.00065292i,-0.00012498-0.00076936i,-4.297e-05-0.00034442i,0.00034498-9.619e-05i
-0.00063712-7.2295e-05i,-0.00095063+0.0010262i,-0.0014181+0.00068834i,-0.001224+0.00058853i,-1.19e-06+0.0020835i,0.00086785+0.0020035i,0.0020566+0.0010665i,0.0020178+0.0011839i,0.00033147-0.00032472i,-0.00044552-0.0018232i,3.6465e-05-0.0012896i,0.00068437-0.00082543i,0.0011749-0.0001982i,0.0010294+0.00028955i,0.0011524+0.00080302i,0.00039709+0.00070824i,-0.00081649-4.6543e-05i,-0.00077264+0.00041839i,-0.00038265+0.0010575i,-0.0001903+0.00035787i,-0.00024129-0.00023082i,-1.3205e-07+0.00016521i,0.00010544+0.00012867i
0.0002694-0.002673i,-0.00085414-0.0031532i,-0.0012249-0.0024289i,-0.0014282-0.00067986i,-0.0014605+0.0012142i,0.00040095+0.0028652i,0.0022743+0.0023331i,0.0019242+1.9959e-05i,0.0010024-0.00087304i,0.00072475-0.00036292i,0.00047454+0.00053133i,0.00019519+0.00070221i,0.00059409+0.00043054i,0.0015125+0.00011075i,0.0021875-0.0011155i,0.0016551-0.0013927i,0.00015435-0.00056102i,-0.00033948-0.00060226i,9.5489e-05-0.0011057i,0.00041324-0.00061587i,0.00023114-0.00032307i,0.00020603+7.6661e-05i,0.00013884+0.00058715i
-0.0023729-0.00070333i,-0.0012778-0.00098181i,-0.00055603+0.0010374i,0.00087699+0.0026674i,0.0020885+0.0024176i,0.0024507+0.0014276i,0.0020653+0.00055836i,0.0015403+0.00015665i,0.00063818+0.00026126i,0.00031547-1.8765e-05i,0.00067661-0.00094045i,0.00027666-0.00044221i,5.9259e-05+4.5491e-05i,0.00071756-0.00017197i,0.00024233-0.00051533i,-0.00029212-0.00050078i,-0.00013166-0.00025088i,-0.00012993+5.2124e-05i,-0.00022101-0.00042343i,-8.4839e-06-0.0011111i,0.00026442-0.00073832i,0.00018124-0.00031156i,-0.00042105-0.00020711i
-0.00088955+0.00065509i,-0.00031362+0.0013765i,-0.00090406+0.0013775i,-0.00058977+0.0018395i,0.0014358+0.0022648i,0.0020389+0.0020851i,0.0016285+0.0017917i,0.0014005+0.0008i,0.0010896-8.5514e-05i,0.00055515-0.00055827i,-0.00015523-0.00034252i,4.854e-05-0.00013289i,0.00021799-0.00023893i,0.00033392-0.00048461i,0.00077271-0.00049488i,0.00086936-0.00083832i,0.00043805-0.00043378i,-0.00022061+0.00021639i,-0.00025021-0.00014613i,-0.00019001-0.00024138i,-0.00038359-8.6411e-05i,-0.00050995+0.00049841i,-0.00079286+0.00045064i
-0.00091917+0.00059871i,-0.0007778+0.0018107i,-0.00077854+0.0014822i,-0.0003827+0.00087101i,0.00015842+0.00053177i,0.00077267+0.00074536i,0.0010657+0.0010651i,0.0011752+0.0010776i,0.0010972+0.00051742i,5.3954e-05-3.3146e-05i,-0.00039675-0.00048046i,0.00018491-0.00071442i,0.00039064-0.0008607i,0.00093265-0.0011585i,0.0014012-0.00092808i,0.0010963-0.00054473i,-0.00014248-6.3737e-05i,-0.00086491-0.00062852i,-0.00020598-0.0010791i,-2.6269e-05-0.00078992i,0.00031566-0.00030063i,0.00058463-0.00010249i,-0.00050411-0.00091491i
0.0016832+0.00017224i,0.0017893+6.5343e-05i,0.0018063+0.00026941i,0.00079551+0.00044173i,0.00078898+0.00027122i,0.0014008+0.0013344i,0.0014186+0.002545i,0.0018197+0.0018177i,0.00099918+0.00020681i,4.007e-05-0.00045779i,-0.00034521+0.00019176i,-0.0010758+0.0005175i,-0.00085044+0.00049125i,0.0001713+0.00050151i,0.00049206+0.0007288i,0.00027857+0.00041274i,5.6883e-05+0.00066941i,-0.00021424+0.00097517i,-0.00058049+0.00039674i,-0.00036479+1.8586e-05i,-0.00046253-0.00018402i,-0.00092409-0.00027686i,-0.00031841-0.00056322i
0.00046953+0.0014535i,0.00040887+0.00071618i,0.00053838+0.00035408i,0.0017766-0.00020601i,0.0022744+0.00087228i,0.0014808+0.0023467i,0.0012957+0.0029547i,0.0012878+0.0020389i,0.00090602+0.00048692i,0.00066179-0.00018983i,-0.0001483-0.00025444i,-0.00049097-0.00047762i,0.00033468+0.00023858i,0.00054323+0.00097409i,6.0307e-05-7.008e-05i,0.00011027-0.00093604i,-4.5851e-05-0.00042116i,-0.00024295+0.00032907i,0.00037783+0.00066618i,0.00075786+0.0011406i,0.00023523+0.00066048i,0.00018669+0.0004483i,0.00014203+0.00070568i
-2.5601e-05-0.0001948i,-1.0935e-05+0.00044352i,-0.00014987-0.00024531i,0.00065217-0.00073477i,0.00063551+0.00043127i,0.00032366+0.0018948i,0.001153+0.0024799i,0.001223+0.0018162i,0.00023416+0.00074843i,-0.00017516-9.2221e-06i,7.2829e-05-0.00064684i,-0.00018426-0.00031638i,-0.00012621+0.00043714i,0.00065004+0.0008122i,0.00083483+0.00052728i,0.00058567+0.00014045i,7.1711e-05-0.00033187i,-0.00019565-0.00016066i,3.4805e-05-9.5646e-05i,0.000261+5.2954e-05i,0.00024219+9.7551e-05i,0.00029903-0.00045104i,0.00062073-0.0010777i
-0.0012108+0.00019308i,-9.5064e-05+0.00098781i,0.00028947+0.0010078i,-8.4737e-05+4.3602e-06i,0.00043551+0.00034786i,0.0011124+0.0013773i,0.0011708+0.001793i,0.0010592+0.0015309i,0.00059685+0.0012121i,0.00050495+0.0010212i,0.00077508+0.00061872i,0.00053949+0.00040347i,0.0004195+0.00050929i,0.0014698+0.00018727i,0.001985-0.00038807i,0.0011931+0.0001555i,0.0007125+0.00049032i,0.00052603+0.00017956i,0.00050339-0.0003007i,0.00050473-0.00011201i,-0.0005862+0.00014954i,-0.0011818-0.00033349i,-0.000602+3.4712e-05i
0.00097294+0.0004991i,0.0010495+0.0011462i,0.00057225+0.0010489i,0.00011936+0.00061121i,0.0011903+0.00050041i,0.0022257+0.00087571i,0.0018031+0.001808i,0.0015597+0.00084058i,0.0012741-0.0001459i,0.00015597+1.2689e-05i,-0.00053479+0.00040707i,0.00017231-0.00023806i,0.00068959-0.0013559i,0.00078737-0.00087556i,0.00066628-0.00016431i,0.00064225-0.00010351i,0.0004501-0.0002946i,0.0003451-0.00022413i,5.0477e-05+0.00041909i,-0.00043876+0.00025523i,-0.00055339-0.00030038i,-0.00060028-0.00040301i,-0.0010669-0.0003156i
0.00050647+0.0022292i,-0.00074792+0.0021604i,-0.0008726+0.00099427i,0.0005156+0.00055531i,0.0011999+0.00094658i,0.0016965+0.00087222i,0.0024056+0.0012577i,0.0016489+0.00206i,0.0002808+0.0012645i,2.4624e-05-8.3059e-05i,-0.00011846-0.00022293i,0.00031907-0.00047274i,0.0011702-0.00066263i,0.0015118-0.0002263i,0.0012724-0.00048637i,0.00067122-0.0006443i,0.0002631-0.00021562i,-0.00028588-0.00070695i,-0.00072218-0.00022851i,-0.00044409+0.00032057i,-0.00014873+0.00014155i,-0.00070163+0.00016757i,-0.0015091-0.00010031i
-0.0013822-0.00063159i,-0.00032283-0.0012244i,-0.00025855+0.00042569i,-0.0004787+0.0011801i,0.00016868+0.00087696i,0.00034836+0.0014043i,0.00048767+0.0016923i,0.0010195+0.001851i,0.00085687+0.0010003i,0.00072035-3.3136e-05i,0.00016823-4.3215e-05i,1.0272e-05-0.00066641i,0.00092241-0.00054754i,0.0016378-0.00050154i,0.0019566-3.9981e-05i,0.00094621+0.00049228i,-0.00029782-9.5109e-05i,-0.00068362-8.5102e-05i,-0.00037207-0.00015615i,-0.00012267-0.00040541i,-7.3683e-05+0.00014475i,6.4999e-05+0.00057381i,-0.00042527+0.00034433i
0.00079775-0.0029988i,-0.00014699-0.0028249i,-0.0012486-0.001807i,-0.0021688-0.00079009i,-0.0018787+0.00078434i,-0.0010421+0.002285i,0.00063447+0.0028686i,0.00197+0.002416i,0.0015673+0.0012851i,-1.3187e-05+0.00016325i,-0.00011564-0.0008546i,0.0012645-0.00081393i,0.0021922-0.00014315i,0.0020515+0.00031471i,0.0014988+0.00011594i,0.0010482-0.00083009i,0.00031727-0.00050636i,0.00026767-0.00015869i,0.00010237-0.00065733i,0.00012746-0.00013012i,0.00012609+0.0012201i,-0.00054055+0.0016556i,-0.00069366+0.00089661i
0.0022778-0.0025248i,0.0011464-0.00069212i,-0.0001603+0.0003119i,-0.0005315+0.00015293i,6.6422e-06+0.00062994i,0.0011215+0.0022396i,0.0019504+0.0033051i,0.0021206+0.0017146i,0.0018954+0.00019365i,0.00055793+0.00017155i,-0.00038614+0.00021178i,-0.00041828+0.00079179i,-0.00010744+0.0010339i,0.00095526+0.00057769i,0.0015816+0.00025486i,0.0012159+0.00017956i,0.0008354+0.00030044i,0.0008051+0.00022687i,0.0010224+0.0001125i,0.00083467-0.00026828i,-0.00019196-0.00050958i,-0.00092035-0.00042149i,-0.00051214-0.00089021i
-0.0010818-0.00031266i,9.6271e-05+0.00071976i,-0.00058208+0.001953i,-0.00095921+0.0024351i,0.00042895+0.0020481i,0.001506+0.0013046i,0.0019361+0.0011283i,0.0018399+0.0013364i,0.001051+0.00058782i,0.00014955+1.8374e-06i,0.00051881+0.00035521i,0.0009446+0.00035824i,0.00028492-0.00033883i,0.0004825-0.00044425i,0.0014181-0.00033552i,0.0015433-0.00046673i,0.00059428+5.2065e-05i,-0.00036432+0.00084541i,-0.00025562+0.0015223i,-0.00063002+0.00099277i,-0.00081087+9.309e-05i,-0.000389+0.00064677i,-0.0002671+0.00063623i
-0.00095327-0.0008267i,-0.0011836+0.00020966i,-0.00073985+0.00056348i,-0.00064945+0.0010151i,-0.00010638+0.0014426i,0.00088562+0.0026236i,0.0015931+0.0030826i,0.0013887+0.0016709i,0.00038959+0.00066968i,2.629e-05+0.00061766i,-0.00025588+0.0007138i,-0.0002276+0.0011378i,0.00085917+0.00025075i,0.0013395-0.00038677i,0.0013097+0.00024245i,0.00094349+0.00050745i,3.9891e-05+0.00064072i,-0.00052388+0.0003708i,-0.00051052-1.5079e-05i,7.506e-05-0.00045576i,0.00050457-0.00057747i,8.6858e-05-0.00081738i,-0.00016333-0.00063174i
0.0010337-1.4692e-05i,0.0013437-0.00046352i,0.0013102+0.00015888i,0.0017701+0.00044066i,0.0021885+0.00035738i,0.0016969+0.00045907i,0.00090971+0.00010527i,0.00062911-0.00034947i,0.00054919-0.00018424i,0.0010353-0.00049204i,0.0014295-0.00091893i,0.00077789-0.00060448i,0.00023826+0.00013504i,-0.0003202+5.3044e-05i,0.00020555-0.00054823i,0.00035989-0.00069135i,-0.00069193-0.0002328i,-0.0011401+0.00012988i,-0.00070099+0.00061222i,5.7414e-05+0.00045148i,-9.8221e-05+0.00026307i,-0.00076906+0.00040295i,-0.00078544+0.00049566i
0.0011039+0.0014954i,0.0010409+0.0018266i,-0.00060064+0.0020969i,-0.0010354+0.0013455i,-6.1171e-05+0.00071917i,0.00087754+0.0010656i,0.0014763+0.001565i,0.0013673+0.001321i,0.0007034+0.00019856i,1.6533e-05-7.0562e-05i,-0.00060284+3.3018e-06i,-0.0009255+0.0003757i,-0.00071728+0.00054125i,0.00038361-0.00025232i,0.00077925-0.0012802i,0.00013037-0.0018076i,-0.0002316-0.0013211i,-0.00029489-0.001237i,7.9327e-05-0.0007236i,0.00059488-0.00016951i,0.00056+3.9464e-05i,2.1064e-05+0.00028539i,-0.00037381+0.00025888i
-3.4641e-05+0.0024332i,0.001452+0.0029788i,0.0021223+0.002796i,0.0022617+0.0018202i,0.0020669+0.0009931i,0.0015288+0.0008923i,0.0012031+0.0015094i,0.0014077+0.0015509i,0.0012531+0.00086772i,0.00098975+0.00019306i,0.00058846+5.3357e-05i,0.00026501+3.1599e-05i,0.00074787-0.00025729i,0.00094795-0.00064283i,0.00027799-0.00080926i,-0.00028877-0.00016499i,0.00021923+0.00047444i,0.00048135+3.8962e-05i,-2.8343e-05+3.9729e-05i,-0.0002049+3.5463e-05i,-6.0757e-05+0.00011985i,-4.2078e-05+0.00078026i,-0.00058602+0.00058646i
-0.0035189+0.001465i,-0.002705+0.0022304i,-0.001703+0.0020791i,-0.0014226+0.0015184i,-0.00060191+0.0026427i,-0.00016968+0.0029052i,0.00035876+0.001643i,0.0015448+0.00093148i,0.0012683+0.00054613i,0.0003028+0.00040748i,0.00022034-0.00027063i,0.00025312-0.00047636i,0.00054078+0.00027367i,0.0013876+0.00018782i,0.0015751-2.6406e-05i,0.0010594+0.00028876i,-7.4026e-05+0.00040871i,-0.00046967+0.00024499i,-5.7542e-05-7.4206e-05i,0.00030569-0.0003748i,0.00034218+0.00012003i,0.00037291+5.9497e-06i,-0.00010484-0.00014551i
-3.0426e-07-0.00047883i,0.00030184-4.3866e-05i,0.00052938-2.6729e-05i,0.00045267-0.0011136i,0.00086229-0.00081659i,0.00060226+0.00010079i,0.00043114+0.00055056i,0.00054381+0.00021088i,0.00054521-0.00070742i,0.00091515-0.0007971i,0.00068535+5.2639e-05i,-8.9246e-05-0.00044235i,-0.00069541-0.001316i,-0.00034404-0.00031603i,-0.0001692+4.4046e-05i,-0.00026128-0.00026365i,-0.00051163-0.00047136i,-0.00049596-0.00033951i,-0.0001108+0.00013046i,-0.00031772+0.00028354i,-1.3248e-05-0.00058005i,0.00034618-0.00043633i,0.00046141+0.0002527i
0.0026623+0.00024231i,0.0018809+0.0013756i,0.001333+0.0020178i,0.0017987+0.00082872i,0.0023288-9.1536e-05i,0.0020824+0.00063232i,0.001679+0.0010191i,0.0019207+0.00078459i,0.0016664+0.00035017i,0.00050162-6.9092e-05i,-0.000465-0.00088916i,-0.00035415-0.00045305i,0.00012468-1.9558e-05i,-0.00018563-0.0003783i,-0.00025674-0.00011274i,2.0569e-05-0.00017143i,3.0467e-05-0.00033213i,-7.2606e-05+0.00036469i,1.718e-05+0.00035344i,-0.0005091-6.7408e-05i,-0.0009039-0.00024141i,-0.00037282-0.00022618i,-0.00023138-0.0001469i
0.0015214+0.0040611i,0.0019134+0.0024501i,0.0019422+0.0008466i,0.0015831+0.00073829i,0.00034305+0.0013132i,0.00054016+0.0019656i,0.0019332+0.0023941i,0.0011954+0.0019651i,-3.3855e-05+0.00078163i,-8.7e-05-0.00045851i,4.7298e-05-0.00090327i,-0.00030437-0.00042257i,-0.0011198+9.5044e-05i,-0.00077036+0.00014765i,0.00018592-0.00026612i,0.00079345+9.6685e-05i,0.00051068-0.00028227i,-0.00026693-0.00090946i,-0.00059039-0.00058946i,-0.00075381-0.00086201i,-0.00080821-0.00085655i,-0.00039381-0.00021706i,-0.0005222+0.00016289i
-0.003435+0.001283i,-0.0020469+0.0014017i,0.00010255+0.00091184i,0.0010021+0.0011954i,0.0013645+0.0013065i,0.0011895+0.0013436i,0.0012241+0.0018829i,0.0014349+0.0016243i,0.00075953+0.00052164i,-0.00025569-3.6379e-05i,-0.00064317-0.00031812i,-3.0716e-05-0.0010998i,0.00080209-0.0014435i,0.0010494-0.0010609i,0.00092923-0.00042859i,0.001233+9.3367e-05i,0.00087716-0.00014603i,0.00024558-0.0002988i,0.00043914+8.4832e-06i,-0.0002258-0.00093072i,-0.00056845-0.0011049i,0.00017367+0.00021221i,0.00019945+0.00033751i
0.00099127-0.002375i,0.00073927-0.0024769i,-4.3332e-05-0.0012376i,-0.00060026+0.00057587i,0.00026783+0.0021262i,0.0011565+0.0025876i,0.00096278+0.0022068i,0.0013064+0.0016619i,0.0013783+0.00061145i,0.0010308+0.00015047i,0.00039657+0.00019784i,-0.00018955-0.00051866i,-0.00026759-0.00078166i,-0.00042736-0.0002991i,-0.00038187-5.8676e-05i,0.00014505-0.00024432i,0.00075688-0.00032872i,0.001056-1.5713e-05i,0.001179-1.816e-05i,0.00049202+0.00013227i,-0.00027436+0.00039287i,-1.4987e-05-0.00028567i,0.00061905-0.00067912i
0.0030517+0.0019279i,0.0038368+0.0019883i,0.0045441+0.0016991i,0.0033077+0.0004276i,0.0013705-0.00036993i,0.00069021+0.00021306i,0.00089511+0.00055475i,0.0014147+0.00055236i,0.001658-0.00012929i,0.00095784-0.00085348i,0.00017887-0.00079884i,0.00020125-0.00019166i,0.000341+0.000824i,-0.00024239+0.00088334i,-0.00083137-0.00030555i,-0.00016498-0.00097354i,0.00039138-0.0010511i,-2.7018e-05-0.00040111i,-0.00048377+0.00025246i,-0.00010639-0.00010737i,-0.00015479+5.98e-05i,-0.00069188+0.00010087i,-0.00041451-0.00090559i
-0.00037198+0.00057217i,-0.00093357+0.00056979i,-0.0012455+0.00025102i,-0.0014195-4.4458e-05i,-0.00030752+0.00070033i,0.0012128+0.0017084i,0.0020111+0.001705i,0.0022721+0.001001i,0.0013617+0.00013565i,0.00017127+2.3212e-05i,0.00017508+0.00018789i,0.00067348+0.00021413i,0.00027523-0.00047663i,0.00034165-0.0011961i,0.0010591-0.00037438i,0.0010157+0.00010377i,0.00040165-0.00028166i,-5.4871e-05-0.00040248i,-0.00053318+0.00011424i,-0.00027716-0.00025197i,0.00043057-0.0012168i,0.00035041-0.00098278i,0.00024465+0.00020836i
-0.0012843-0.0013604i,-0.00050278-0.00031452i,0.00010877+0.00067536i,-9.264e-05+0.00090075i,0.00012153+0.0010621i,0.0012861+0.001778i,0.0017304+0.0019337i,0.0016437+0.001306i,0.0014414+0.00012094i,0.00067034-0.00066877i,-0.00079698-0.00072585i,-0.0013523-0.00031902i,-0.00065221-0.00026021i,0.0002634-0.00027515i,0.00065651+0.00016419i,0.00077446+1.2668e-05i,0.00055965-6.6452e-05i,0.00017798-6.8447e-05i,8.1077e-05-0.0003068i,0.00010653+0.00013686i,0.00027972+0.00053503i,0.00019799+0.00071204i,-0.00021339+0.00077909i
0.00098895-0.001078i,-0.00016863-0.00093083i,-0.0019348+0.00011869i,-0.0024108+0.00071636i,-0.00076485+0.0011149i,0.00017207+0.0020297i,0.00064161+0.002447i,0.0014238+0.0015858i,0.0012113+7.1354e-05i,-0.00016231-0.00016886i,-0.00077232+0.00021108i,-0.00092878+0.00070369i,-0.00064437+0.00063802i,0.00075206+0.00056871i,0.0012294+0.00097542i,0.00074754+0.00056321i,0.00035123-0.00054276i,-0.00012883-0.00096459i,0.00011654-3.8401e-05i,0.00066606+0.00079213i,0.00051892+0.0003863i,0.00010395-4.7171e-05i,-2.8846e-05+0.00026012i
