-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
-0.0022463-0.00068018i,-0.0011757-0.0020059i,-0.00056217-0.0013627i,0.001053-0.00020774i,0.0028793+0.0014699i,0.002154+0.0027982i,0.0023673+0.0022366i,0.0041404+0.0010468i,0.0057179+0.00080411i,0.0040933+0.0024766i,0.0004705+0.0053172i,-0.0032066+0.0069551i,-0.0069518+0.0054411i,-0.0073233+0.0027831i,-0.005016+0.0012935i,-0.0019819+0.0011225i,0.0013222+0.00093291i,0.0023764+0.00013066i,0.00098238+0.0005381i,6.0329e-05+0.00083396i,-0.00063372+7.8138e-05i,-0.0012241-0.0011157i,-0.00096871-0.0022879i
-0.00038311-0.00081897i,-0.0026307-0.0016354i,-0.0036212-0.0011369i,-0.003079-0.00011407i,-0.0027285-0.0011271i,-0.0023653-0.0013023i,-0.0010245+0.00096075i,0.0014799+0.0018231i,0.0034926+0.0016001i,0.0018066-0.00046476i,-0.002699-0.0025425i,-0.0034556-0.005054i,2.6828e-05-0.0078318i,0.002224-0.005744i,0.0023718-0.001616i,0.0014985+0.00055807i,0.00080524+0.00086642i,4.4219e-06-0.00014892i,6.2681e-05-0.0011291i,0.0022907-0.00017056i,0.004422+0.0014011i,0.0046027+0.0014425i,0.0038398+0.0017521i
0.0023343-0.00182i,0.00047822-0.0027615i,-0.00073872-0.001067i,0.00034429+6.5851e-05i,0.0019121+0.0001294i,0.0016221+0.0020212i,0.0012603+0.0046077i,0.0019448+0.0058848i,0.0028337+0.0045795i,0.0027165+0.0017089i,0.0027499-0.00068211i,0.0035471-0.00018209i,0.0033219+0.0028151i,0.0021062+0.0038684i,0.0012879+0.0021474i,0.0013998+0.0010372i,0.0021212+0.0021981i,0.0029472+0.0031652i,0.0031221+0.0028413i,0.00099575+0.00155i,-0.0017365-0.00010691i,-0.0028037-0.0010194i,-0.0037081-0.0022605i
0.00014307-0.0015208i,-0.0014975-0.0012305i,-0.0027522-0.00017484i,-0.0020887+0.0001071i,-0.0020114+0.00072381i,-0.0021689+0.001793i,-0.0029469+0.0035437i,-0.0031454+0.0056368i,-0.0013933+0.0059167i,0.00016979+0.0054384i,0.00082659+0.0055747i,0.00026585+0.0059123i,-0.00080114+0.0047342i,-0.00070907+0.0035519i,-0.00018086+0.0028373i,-0.001095+0.002272i,-0.0018769+0.0012363i,-0.0018208+0.0003463i,-0.00066581-0.00027721i,0.0018857-0.00011586i,0.0041365+0.00069097i,0.0045951+0.0010569i,0.0037339+0.0021558i
-0.00022717-0.0018108i,-0.0024841-0.0017015i,-0.0029256-0.00068974i,-0.00053732+0.00044941i,-0.00030205+0.0012675i,-0.001951+0.0023779i,-0.0029329+0.0032691i,-0.0043753+0.0041947i,-0.0047277+0.004659i,-0.0040346+0.004247i,-0.0042284+0.0023007i,-0.0048634-0.00081689i,-0.0039071-0.0032833i,-0.001974-0.0033318i,-0.00042075-0.0023913i,0.00083832-0.0015157i,0.0013226+0.00028419i,0.00098838+0.0022648i,0.00065348+0.0029368i,0.00047155+0.002563i,-0.0004829+0.00081578i,-0.0014795-0.0011663i,-0.0014592-0.0023035i
0.0010393-0.0010014i,-0.001949-0.0018485i,-0.0037923-0.0020243i,-0.0032265-0.001552i,-0.0028794-0.0015313i,-0.0034025-0.00072907i,-0.0040247-0.00099124i,-0.0048591-0.00085432i,-0.0048378-0.00023362i,-0.0037289-0.0016231i,-0.00094983-0.0025954i,0.0032082-0.0020121i,0.0059125+0.00049919i,0.0057443+0.0032108i,0.0037266+0.0039425i,0.0018137+0.0033217i,0.00068489+0.0022816i,5.5712e-05+0.00036797i,-0.00013379-4.6564e-05i,0.0012531+0.0014325i,0.0033872+0.0024941i,0.0032164+0.0026761i,0.0015431+0.002838i
0.0023825-0.0019832i,0.0018669-0.0030953i,0.0020898-0.0015814i,0.0026512+0.00041715i,0.0023802+0.0019061i,-0.0004055+0.0025735i,-0.002642+0.00090964i,-0.0030527-0.0010324i,-0.0020667-0.0017377i,0.00077682-0.00077383i,0.0021484+0.00082194i,0.00067657+0.0015759i,-0.0014464+0.0021994i,-0.0027413+0.0019999i,-0.0017197+0.0014391i,-0.00038857+0.001115i,0.00036307+0.0012306i,0.00088866+0.0022828i,0.0014084+0.0025976i,0.0010021+0.00076676i,-0.00037392-0.0014992i,-0.0013273-0.0021613i,-0.0017364-0.003096i
-0.0010113-0.0012799i,-0.0022468-0.0013555i,-0.0017746+0.00030963i,-0.00067428+0.0012464i,-0.00015629+0.0010552i,-0.00069598+0.0001549i,-0.00062647-0.00014068i,-0.00035559-0.0014956i,-0.00051236-0.0023557i,-7.457e-05-0.00072103i,-0.0014932+0.0015932i,-0.002836+0.0026196i,-0.0023594+0.0017692i,-0.0011454+0.00020194i,-0.00028138+0.00053883i,-0.00039458+0.00086837i,-0.00015949-0.00013975i,-0.00020565-0.00023694i,0.0002834+0.00070658i,0.001679+0.0014315i,0.0032528+0.0023537i,0.0037125+0.0027552i,0.0026657+0.0022191i
-0.0015165-0.00051155i,-0.0035114+0.00017405i,-0.003455+0.0018266i,-0.0011121+0.0025274i,0.00063919+0.0016644i,0.00036315+0.0016409i,-0.00010676+0.0020448i,0.00078576+0.00039737i,0.00070045-0.001311i,8.4982e-05-0.0012755i,3.2748e-05-0.0014844i,0.00070039-0.0032163i,0.0013496-0.0037026i,0.0015379-0.0020977i,0.0014869-0.0010384i,0.0013913-0.00031015i,0.0015047+0.00139i,0.00046923+0.0028568i,-0.00035605+0.0038776i,-0.00084021+0.0029404i,-0.0016892+0.00019752i,-0.0020374-0.0018105i,-0.0022334-0.0022194i
-0.00096212+0.00086036i,-0.0025225-0.0013999i,-0.0013415-0.0016129i,0.00065016-0.0011467i,0.0012236-0.0013776i,4.7408e-05-0.0013873i,-0.00058949-0.00064605i,0.00085202+0.00067216i,0.0024108+0.0012267i,0.0029455+0.0014328i,0.0025572+0.0015323i,0.0018426+0.0023946i,0.00046024+0.0048173i,-0.00067763+0.0057581i,-0.00074023+0.004526i,5.3205e-05+0.0028649i,0.00099333+0.00096048i,0.00050279-0.00046837i,-0.00025321-0.00067023i,8.9711e-05+0.00053035i,0.0015592+0.0019347i,0.0015723+0.0025195i,0.00054159+0.0021883i
0.0012213-0.00084782i,0.0013787-0.00083775i,0.00054983-0.00056449i,0.00037106+0.0014124i,0.00031104+0.0032526i,-0.00082434+0.003516i,-0.0019346+0.0030731i,-0.0016724+0.0030598i,-0.0010106+0.0023097i,-0.00068392+0.002384i,-0.00036119+0.0032165i,-0.00082218+0.0012206i,-0.0019745-0.0018318i,-0.0017947-0.0029456i,-0.0005215-0.0026501i,7.4823e-05-0.0019515i,0.00019434-0.00066456i,-6.0871e-05+0.0014827i,-0.00011588+0.002025i,8.2573e-05+0.00080686i,0.00012314-0.00065132i,0.0005653-0.0021109i,0.00016891-0.0021618i
-0.0013658-0.0023437i,-0.0033924-0.0016616i,-0.0048342+7.1951e-05i,-0.0034773+0.0005277i,-0.0025766+0.00047083i,-0.0029327+0.0013921i,-0.0022615+0.0020619i,-0.00098907+0.0011025i,-0.0012825-3.3635e-05i,-0.0033134-0.00051674i,-0.003495-0.00026626i,-0.0025633+0.00044421i,-0.0015536+0.00041276i,0.00058789+0.00058122i,0.0020544+0.0010643i,0.0012048+0.00071687i,0.00056331-0.00024028i,0.00054221-0.0006303i,0.00035333+0.0001389i,0.00038421+0.0009409i,9.7753e-05+0.0019758i,-0.00047375+0.0021108i,-0.00053461+0.0012428i
-0.0025694-0.0043803i,-0.0039489-0.0041028i,-0.0035261-0.0018812i,-0.0007384-0.0010463i,0.00053244-0.00018217i,-0.0012803+0.0012129i,-0.0033618+0.001417i,-0.0041711+0.00033973i,-0.0037619-0.00073714i,-0.0022647-0.0011551i,6.0199e-05-0.0010807i,0.0025025-0.00090315i,0.0032668+3.9296e-05i,0.0017496+0.0010446i,0.00055199+0.0010753i,0.00051201+0.0016724i,0.00068457+0.002041i,0.00090932+0.0017775i,0.00058967+0.0020369i,-0.00072108+0.0011744i,-0.001251-0.0015223i,-0.00075229-0.0029108i,-0.0011794-0.0029566i
-0.0002206-0.0035924i,-0.00019372-0.003094i,-0.00084651-0.0021012i,-0.0011577+0.00033628i,-0.001527+0.00222i,-0.0015002+0.001793i,-0.0010549+0.0011258i,-0.0020117+0.0009774i,-0.0025481+0.00093188i,-0.0026611+8.0276e-05i,-0.0026779+0.00058694i,-0.0026969+0.0018214i,-0.0029436+0.0012222i,-0.002253+0.00093216i,-0.0012018+0.0010648i,-0.00039473+0.00099695i,6.8788e-05+0.00029722i,7.6742e-05-0.00032985i,-0.0001828-0.00048196i,-0.00056624+6.4475e-06i,0.0010913+0.0013459i,0.0019864+0.0013805i,0.0014287+0.00078954i
0.00028802+0.0014251i,-0.0013024+0.0031206i,-0.0026845+0.0038693i,-0.0023425+0.0034761i,-0.0015186+0.0018543i,-0.0020275+0.0015672i,-0.0025208+0.0012371i,-0.0017821-3.7017e-05i,-0.0010515-0.0015062i,-0.0016141-0.0025848i,-0.0018945-0.0019647i,-4.9685e-07-0.0017291i,0.0022037-0.0010443i,0.0026035+0.00010527i,0.0015072-0.00026984i,0.0010596-0.00097116i,0.0010726-0.00051976i,0.0006802+0.00089912i,0.00027254+0.00099282i,0.00060504-5.5276e-05i,0.00055105-0.001377i,0.00013319-0.0026815i,0.00040294-0.0029238i
-0.00079407-0.0025028i,-0.0035632-0.0017775i,-0.0038829-0.0016427i,-0.0026015-0.0011952i,-0.0016448-0.00047015i,-0.0018895+0.00053052i,-0.0024891+0.0012806i,-0.0007869+0.00067562i,0.0015075-0.00088727i,0.0015403-0.0025994i,-8.2591e-05-0.0028896i,2.605e-05-0.0020334i,0.00060589-5.8466e-05i,-4.218e-05+0.0017165i,0.00027064+0.00207i,0.0011935+0.0024421i,0.001253+0.0020775i,0.00086894+0.00060251i,4.6718e-05-0.00036732i,8.1575e-05-8.2042e-05i,0.00042238+0.001131i,0.00033517+0.0016338i,0.0005162+0.0013049i
-0.0003249-0.0041081i,-0.00055649-0.0057652i,-0.00031729-0.0049416i,0.00013902-0.0011785i,-0.00040913+0.00084768i,-0.0011761+0.00031479i,-0.0022147-0.00044063i,-0.0012567-0.00012219i,0.0009676+0.00014886i,0.0023908-0.0002008i,0.0030308+0.00037405i,0.0032746+0.0017725i,0.002649+0.0024845i,0.00070923+0.00088054i,-0.00066583-0.00051231i,-0.00059256-0.00036609i,-0.00061609+2.2873e-06i,1.3098e-05+0.00076746i,0.00080222+0.0014503i,0.0012189+0.00083356i,0.001789-0.0010783i,0.0021896-0.0028239i,0.0016995-0.0024189i
0.0016692-0.0031565i,0.00077394-0.00059941i,-0.0014814+0.0010191i,-0.0027738+0.0018639i,-0.0030661+0.0021119i,-0.0021557+0.0030283i,-0.00026199+0.0022813i,0.00043641+0.00087742i,-0.00017722+0.00080358i,-0.00077881+0.00051991i,-0.0006849-0.00014006i,-0.00083017-0.00034067i,-0.00083441-0.0012571i,-0.00022599-0.0012204i,0.00028134+0.0001499i,0.00044379+0.0011719i,0.00058156+0.0012158i,0.00075192+0.00044035i,0.00070705+4.0962e-05i,0.0011816+0.0010353i,0.0022649+0.0021778i,0.0019801+0.0029239i,0.0006672+0.0030918i
0.00053085-0.00070061i,-0.00039341-0.00058315i,-0.0012396+0.00051401i,-0.00059583+0.00033954i,0.00023948-0.00028841i,-0.00059848-0.00036928i,-0.0023605+8.5544e-06i,-0.0020564+0.00090281i,-0.0011763+0.0016812i,-0.00096358+0.0016189i,-0.00013925+0.0010475i,0.0012315+0.0015749i,0.0017665+0.0024902i,0.00014069+0.0016533i,-0.000794-0.00035657i,0.00028901-0.00047193i,0.00062765+0.00092515i,0.00029992+0.0017347i,0.00037078+0.0021608i,0.00058585+0.0017661i,0.00092444-0.0006707i,0.0011665-0.0024214i,0.0011476-0.0020866i
-0.0020077-0.00074341i,-0.0034295-0.0017725i,-0.0041337-0.0017768i,-0.0021168-0.00021645i,-3.2232e-05+0.0019535i,0.0002742+0.0020449i,8.0809e-05+0.00082023i,-0.00062196-5.6957e-05i,-0.00080107-0.00044207i,0.00041051-0.00022754i,0.00077412+0.00010358i,0.00048255+2.4384e-05i,0.00043491-0.0011831i,0.00061754-0.0020092i,0.00067968-0.00061322i,0.00075013+0.0016414i,0.0005212+0.0018393i,0.00094082+0.00027275i,0.0011611+0.00033203i,0.00066806+0.0014495i,0.00028315+0.0023767i,2.6417e-05+0.0019997i,-0.00016591+0.0012586i
-0.00073269-0.0019619i,-0.0012484-0.0023043i,-0.0014809-0.001874i,-0.0013914-1.6524e-05i,-0.0015012+0.002146i,-0.0012156+0.0028281i,-0.0010148+0.00079981i,-0.0010694-0.001198i,-0.00060372-0.00091599i,0.00013599+0.0007889i,-4.9099e-05+0.0021979i,-0.0004436+0.0024391i,-0.00025434+0.0015974i,-6.6516e-05+0.00065554i,-0.00049505-0.00050932i,-8.0693e-05-0.00087i,0.00010443+0.00017151i,-0.00081328+0.0013415i,-0.0012069+0.0022487i,-5.3043e-05+0.0018075i,0.0010826+0.00067477i,0.0013023-0.0004948i,0.00097624-0.0012833i
0.0009086-0.0025205i,-0.0011424-0.00072706i,-0.0022765+0.00086517i,-0.0020535+0.0001348i,-0.0022198-0.0011517i,-0.0018308-9.2627e-05i,-0.00070325+0.0014508i,-0.000195+0.00075765i,-5.8104e-05-0.00045259i,1.2848e-05+6.834e-05i,-0.00059649+0.00077248i,-0.0011236+0.00010974i,-0.00084288-0.00058639i,0.00075478+7.513e-06i,0.0014057+0.00070357i,0.00040838+0.00089512i,-0.00040954+0.0009287i,-0.00073331+0.0012785i,-0.00035728+0.0010191i,0.00022853+0.0012862i,-0.0013309+0.0026885i,-0.0021456+0.0031476i,-0.0012474+0.001798i
-0.0019443-0.0042706i,-0.0040446-0.0047325i,-0.0042987-0.0023983i,-0.0019158-0.00045309i,-0.00011384+0.00076596i,-0.001107+0.001835i,-0.0015441+0.0019202i,0.0001762+0.0003884i,0.00056189-0.00036357i,-0.00081021+0.00057292i,-0.0010808+0.0014755i,-0.00051919+0.0024308i,-0.0012427+0.0019941i,-0.002053+0.00044387i,-0.0015119+7.8173e-05i,-0.00047593+0.0011886i,-0.00012213+0.0018885i,-0.00046158+0.0004369i,-0.00024377-0.00040014i,-0.00023351+0.00027972i,-0.00010591-0.00019236i,0.00067113-0.0013135i,0.00046126-0.0013428i
0.0019008-0.0017345i,0.00022448-0.0034823i,-0.00095134-0.0023619i,-0.00088812+0.00034346i,-0.00091081+0.00097534i,-0.0016138+0.00041623i,-0.0017954+0.001556i,-0.001332+0.0021018i,-0.00067074+0.0017363i,-0.0004989+0.0014209i,-0.00047926+0.00070942i,-0.00054113+2.8277e-07i,-0.00030635-0.00042832i,-1.755e-05+0.00037637i,0.00036859+0.0015631i,7.2523e-05+0.0014644i,0.00017385+0.0013862i,0.00079083+0.0011431i,-2.2005e-06+0.00031899i,-0.0007017+0.00016777i,-0.0003589+0.0010174i,-0.00062063+0.00052685i,-0.00060989-0.00042242i
0.0010107-0.0021167i,0.00057036-0.001017i,-0.00056656+2.0847e-05i,-0.0013117+0.00091969i,-0.00082391+0.0019399i,-0.0001411+0.0030537i,-0.00015064+0.0029201i,-0.00044139+0.0023749i,-0.00072191+0.0007199i,-0.0011323-0.00010154i,-0.001906+0.00063796i,-0.002174+0.001389i,-0.0018275+0.001216i,-0.00089752+0.00016694i,4.159e-05-0.00055072i,0.00030863-0.00081809i,-0.00033454-0.0011522i,-0.00095695-0.00071847i,-0.00099259-6.1471e-07i,-0.00067455+0.00028277i,0.00029146-0.00075546i,0.0018076-0.0023525i,0.0019348-0.0023498i
-0.00098801-0.0030486i,-0.0024542-0.0031216i,-0.003071-0.0014935i,-0.0020102-0.00011004i,-0.0019934+0.00056811i,-0.0032529+0.0013191i,-0.0023482+0.0021719i,-0.00061945+0.0016977i,-0.00043598+0.00061826i,-0.0010994-0.0002107i,-0.00026822-0.00061747i,0.00065451+0.00042468i,0.00085673+0.0017617i,0.0012791+0.0016086i,0.0015892+0.00063991i,0.0014096+0.0012037i,0.00086604+0.0018127i,0.00073898+0.0013633i,0.00044273+0.00092921i,-0.00039644+0.00061482i,-0.00099783+0.00062531i,-0.000846+0.00019185i,-0.00040779-0.00024539i
-0.001847-0.002806i,-0.0030124-0.0029662i,-0.0024276-0.0011197i,-0.00094385-0.00057166i,-0.00058631-0.0010887i,-0.00041308-0.0009894i,-0.0014979-4.1835e-05i,-0.0027026+0.00091033i,-0.0020414+0.00061277i,-0.001654+0.00038645i,-0.0017447+3.5124e-05i,-0.0015116-0.00045394i,-0.0013905-0.0001185i,-0.0014082-5.5553e-05i,-0.0012102-0.00057318i,-0.00083222-0.00095195i,-0.0010123-0.00069015i,-0.0018715+0.00025498i,-0.0016461+0.00024035i,-0.0002862-0.00080289i,0.0014642-0.0018813i,0.0027119-0.0021708i,0.0017496-0.0014438i
0.00077844-0.0041694i,-0.00030782-0.0042928i,-0.0018309-0.0026728i,-0.0016513-0.00041917i,-0.0022963+0.0011212i,-0.0036162+0.0025016i,-0.003582+0.0028165i,-0.0022978+0.0015653i,-0.00066092+0.00080736i,4.0706e-05+0.001037i,0.0011811+0.000341i,0.0020268+0.00032001i,0.001599+0.00052215i,0.0010456+0.0014413i,0.00044232+0.0027397i,0.0003163+0.0026867i,0.00074678+0.0018744i,0.0012563+0.0011895i,0.00039603+0.0014499i,-0.00037367+0.00098535i,3.1202e-05+0.00091924i,0.00094383+0.0014293i,0.00084742+0.0015701i
0.00097274-0.0015168i,0.0003887-0.00053264i,-0.0011122+0.00019057i,-0.00067861+0.00086527i,0.00054238+0.00052359i,0.00044749+0.00037501i,-0.0009336+0.00020908i,-0.0015215-0.00033622i,-0.0013458-0.00036247i,-0.0015293+0.00027337i,-0.00089146-0.00026559i,7.5894e-06-0.0008025i,-0.00082741-0.00093641i,-0.0011918-0.0014255i,-0.00037587-0.00081412i,0.00041263-8.7892e-05i,0.0012214+5.0554e-05i,0.00038323+0.00066843i,-0.00034255+0.00012422i,0.00079168-0.0007223i,0.00097922-0.00096106i,0.00028662-0.00065242i,0.00054793-0.00037712i
-0.0014783+0.00063815i,-0.0025532+0.00062063i,-0.0021898+0.00030754i,-0.001255+0.0004497i,-0.00091139+0.0010686i,-0.00056373+0.00073842i,-0.00035445-0.00045158i,-0.00056354+0.00032079i,-0.00016889+0.0015996i,0.00071604+0.00094532i,0.00082287+0.00058935i,0.0013319+0.00061183i,0.001395+0.00044038i,0.00042917+0.0011239i,9.5857e-05+0.0021978i,0.00032068+0.0026171i,0.00015197+0.0027398i,0.00010986+0.0024781i,0.0011452+0.0014792i,0.0014688+0.00085344i,-0.00018149+0.00078048i,-0.00064742+0.0014416i,-0.00025274+0.0014833i
0.00036164-0.0022281i,-0.0007563-0.0026289i,-0.001581-0.0017612i,-0.0012544-0.00068194i,-0.0014726-0.00042465i,-0.00122+0.00065289i,-0.00072035+0.00067388i,-0.00068412-0.00012706i,-0.00086308+0.00021385i,-0.00045618+0.00069536i,-0.0001184+0.0010862i,0.0005104+0.00017953i,0.0003584-0.00080769i,-0.00064785-0.00078428i,-0.00070501-0.0013515i,-0.00069766-0.0013306i,-0.00075384-0.00058006i,-0.0008989-0.00058271i,-0.0005695-0.00051113i,0.00038935+5.6607e-05i,0.0011008-0.00019658i,0.001898-0.00044333i,0.0016391-0.00073548i
-0.0024454-0.0032753i,-0.0043259-0.0029183i,-0.0048001-0.00014963i,-0.0029743+0.0022204i,-0.0012491+0.0023067i,-0.00020453+0.0024373i,0.00035553+0.0022288i,0.00031281+0.00061918i,-0.00071471+0.00015813i,-0.001227+0.00091402i,-0.0002004+0.0010409i,0.00063152+0.0011433i,0.00023784+0.0015159i,-0.00031595+0.0021711i,-0.0002569+0.0021473i,0.00025295+0.001345i,0.0010061+0.0017494i,0.0014689+0.0023611i,0.00194+0.0024272i,0.0014538+0.0016926i,0.00041801+0.0012252i,-5.7297e-05+0.0012114i,-0.00059864+0.00092664i
-0.00015386-0.0041098i,-0.0013247-0.0048761i,-0.0025246-0.0024415i,-0.001847-0.00034772i,-0.00092908-0.00051438i,-0.001455-0.0011853i,-0.0012757-0.0016034i,-0.0011203-0.001585i,-0.0016301-0.00080078i,-0.0017329+0.00012383i,-0.00095057+0.00087574i,-0.00045881-1.326e-05i,-0.00034649-0.0014005i,-0.00035673-0.0011259i,0.00067989-0.00061445i,0.0014866-0.00049894i,0.00077171-3.3609e-05i,-0.0002534+0.00047492i,-0.00047011+0.000242i,-0.00034616+0.00016287i,0.00016407+1.6781e-05i,0.0010261-0.00053608i,0.00079853-0.0003304i
0.0022624-0.0020118i,0.00091577-0.0013336i,-0.0013485-0.0015117i,-0.001955-0.00073378i,-0.0017383+0.00044743i,-0.0015514+0.0014936i,-0.00069413+0.0023321i,-0.00062006+0.0014501i,-0.0010623-0.00031909i,-0.001135-0.00034042i,-0.0007365+0.00062919i,0.00096368+0.0012734i,0.0017235+0.0010743i,0.00038177+0.00096812i,-0.00033928+0.002579i,7.0496e-05+0.0028242i,5.4666e-05+0.0019654i,0.00027094+0.0020713i,0.00014128+0.0023732i,-2.4133e-05+0.002399i,-0.00037081+0.0020766i,-0.0008962+0.00094643i,-0.0004516-0.00048637i
0.003336-0.0012378i,-0.00043632-0.0017992i,-0.0018284-0.002733i,-0.00083232-0.0023243i,-0.00055333-0.0013385i,-0.0015808+0.00066391i,-0.0013989+0.0017911i,-0.00059817+0.00090673i,3.2677e-05+1.6077e-05i,-0.00035909-0.0010377i,-0.00080833-0.001103i,-0.00045933-0.00023104i,-1.9389e-05+0.0002094i,0.00035096+0.00044267i,0.00068087+8.8215e-05i,0.00056694-0.00033355i,6.5998e-05-8.7141e-05i,-0.0004257+0.0003755i,-0.00036767-4.0834e-06i,0.00030933+7.1674e-06i,0.0015676+0.00059689i,0.0020286+0.00055113i,0.0012774-0.0004075i
0.0027728-0.0024657i,0.0025378-0.0025448i,0.00091905-0.0023633i,-0.00059577-0.0015091i,-0.0010337-0.00067669i,-0.001403-0.00054476i,-0.00070402-0.00075556i,-0.00064143-0.0010832i,-0.00035688-0.0014629i,0.00081161-0.0011631i,0.00090435+0.00058923i,0.00061216+0.0013576i,1.9481e-05+0.00072197i,-0.00096146+0.0013604i,-0.00070173+0.0025839i,-0.001018+0.0029534i,-0.001303+0.0028309i,-0.0004127+0.0024427i,0.00026687+0.0016809i,0.00053219+0.0011364i,-0.00018722+0.0010418i,-0.00073089+0.0006407i,-0.00054569-0.00032888i
-0.0025841-0.00090814i,-0.0037084-0.00027752i,-0.0019433+0.00074018i,0.0016578+0.0015187i,0.0026486+0.002615i,0.0011639+0.0028292i,0.00044606+0.0020144i,0.00017754+0.00056001i,-0.0004257-6.689e-05i,-0.00082684+1.1396e-05i,-0.00068418+0.00020481i,-0.00042885+0.00060518i,-0.00018125+0.0006969i,-6.874e-05+0.00033749i,8.5585e-05-0.00022084i,0.00031956-0.00066331i,0.00037976-0.00063648i,-0.00058555-0.00092027i,-0.00065689-0.0013601i,0.00050583-0.0012075i,0.0014543-0.00046609i,0.0019241-4.3375e-05i,0.0021257+1.0212e-05i
-0.0012217-0.0033425i,-0.0030724-0.0044502i,-0.0040873-0.0029637i,-0.0031127+0.00066744i,-0.0033499+0.0015256i,-0.0047359+0.00048518i,-0.0049768+0.0014362i,-0.0032954+0.0020414i,-0.0013314+0.0014416i,-0.0010497+0.0020612i,-0.0013238+0.0030808i,-0.00068791+0.0030385i,-0.00077524+0.0028969i,-0.00090206+0.002175i,-0.00067393+0.0018484i,-0.00031833+0.0023181i,-0.0004743+0.0018247i,-0.00029323+0.0013244i,-0.00016267+0.0012344i,-0.00027673+0.00090962i,0.00024603+0.00054888i,0.00050478-5.2082e-05i,0.00014081-0.00030329i
0.0014473-0.0012506i,0.001578-0.0014573i,0.0010378-0.0012833i,0.0005597-0.0022738i,-0.00010225-0.003058i,-0.0010595-0.0015572i,-0.0011798-7.9435e-05i,-0.00048114+0.00011822i,-0.00031412+0.00026232i,-0.00030299+5.0725e-06i,-0.00059544-0.00043639i,-0.001374-9.6861e-05i,-0.0013855+0.00045346i,-0.00018265+0.00036361i,0.00046252-0.00060198i,0.00050632-0.0017354i,0.0013347-0.0020582i,0.0011717-0.0012307i,-2.8137e-05-0.00032743i,2.1642e-05+0.0010059i,0.00072045+0.0013921i,0.00075226+0.00036076i,0.00066544-4.121e-05i
0.0073936-0.01109i,0.0081798-0.0071718i,-0.0016821-0.010666i,-0.0084705-0.0073573i,-0.011916-0.00011326i,-0.01001+0.0089141i,-0.0016111+0.0088987i,0.00087634+0.0032406i,-0.0013434-0.00080476i,-0.0030032-0.00095099i,-0.0027903+0.0018159i,-0.00047478+0.002172i,0.0016181+0.0012311i,0.0034913+0.0002798i,0.0040022-0.00068042i,0.0023707-0.00049027i,0.00072455+0.00049246i,0.00012381+0.001809i,0.00045321+0.0027537i,0.00041987+0.0027257i,-5.1885e-05+0.0020635i,-0.00027393+0.00029814i,-0.00041106-0.00029833i
-0.0036857-0.0030556i,-0.0043732-0.0040007i,-0.0017654-0.00086948i,0.00055234+0.0010145i,0.00084852+0.00077642i,0.00021052-0.00063762i,-0.0013493-0.0011271i,-0.0018634-0.00039152i,-0.00091221+0.00039299i,0.00057849+0.00028996i,0.00067899-0.00038574i,0.00055497-0.00081297i,0.00023922-0.0011926i,-0.00070591-0.00079416i,-0.00057432+7.5469e-05i,2.8222e-05-1.8276e-05i,0.00011968-0.00082971i,-0.0006503-0.0012494i,-0.00049316-0.0010428i,0.0007171-0.0011846i,0.0014662-0.00077085i,0.0016591-0.00033047i,0.0014005-0.00092916i
-0.0020621-0.00052905i,-0.0033453-0.00056831i,-0.003095-0.00027176i,-0.0020999-8.0983e-05i,-0.0013736-2.0372e-05i,-0.001408-0.00077736i,-0.0023275-0.0013627i,-0.0019591-0.00071699i,-0.00050656+0.00051145i,-0.00084971+0.00090682i,-0.0013097+0.00038529i,-0.00069919-0.00060778i,-0.00052871-0.0011922i,-0.00012086-0.00037285i,-3.1569e-06+0.0011398i,-0.00079391+0.0017621i,-0.00086968+0.0016534i,-0.00043466+0.0016187i,-0.00071709+0.0014316i,-0.00033837+0.0010517i,0.00014157+0.0013759i,-0.00027674+0.001237i,-0.00051117+0.00092594i
0.0018627+0.00024241i,0.0011962+3.7685e-05i,-0.00036529-0.00092549i,-0.00081252-0.00084441i,-0.00021245+0.0011317i,-0.0013188+0.001551i,-0.0020552+0.001028i,-0.0015809+0.00090056i,-0.0005512+0.00061732i,-0.00017803-0.00033148i,7.7511e-05-0.00095009i,0.0006357-0.0012037i,0.0006075-0.00074595i,-0.00011103-0.00025043i,0.00075156-0.00062754i,0.001674-0.00034219i,0.0010804+1.6461e-05i,0.0001394-0.00047554i,-8.4346e-05-0.0013653i,0.00043276-0.00073757i,0.0013162+0.00071602i,0.0020662+0.00084899i,0.0011801+0.00073385i
