-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
0.0015079+0.0019311i,0.0015717+0.0010936i,0.0011971+9.7858e-06i,-6.3686e-05-0.00071104i,-0.00030446-0.00088967i,3.5173e-06-0.00096894i,-0.00026486-0.00089489i,-0.00023756-0.0010987i,-0.00012428-0.00091175i,-0.00090465-0.00013522i,-0.0010608+0.00038051i,-0.00052197+0.00049508i,-0.00068666+0.00051685i,-0.00073992+0.00093442i,8.3282e-05+0.00064858i,0.00049649-4.4604e-05i,0.00027199-0.00027968i,-0.00054149-0.00016952i,-0.00090559-0.00024014i,-0.00091822-0.00051131i,-0.00085158-0.00070138i,-0.00035913-0.00041781i,-0.00014018-0.00024439i
-0.00057913+0.0039064i,0.0012037+0.0025263i,0.0019112+0.0021321i,0.0022322+0.0019037i,0.0016171+0.00051072i,-0.00038173-0.00097269i,-0.00086122-0.0010354i,-0.0012288-0.00025807i,-0.0019999+0.00058307i,-0.00119+0.0010463i,-0.00046105+0.00066686i,-0.00049016+0.00080691i,-0.00062564+0.0011387i,-0.00074796+0.0006952i,-0.00063716+0.00098461i,-0.00017293+0.00085894i,0.00065975+8.6245e-05i,0.00032702-0.00029369i,-0.00022941-0.00038952i,-0.00089374-0.00025062i,-0.0009291-5.2345e-05i,-0.00012018+0.00057435i,0.00046642+0.00014444i
-0.0036314-0.0011076i,-0.0039185+0.00067703i,-0.0039894+0.0017969i,-0.0038622+0.0028905i,-0.0019715+0.0032761i,0.0009302+0.0022527i,0.0018158+0.00044114i,0.00089372+0.000182i,-0.00010253+0.00093668i,2.6293e-05+0.0012213i,0.0013609+0.00062203i,0.0019388-6.996e-05i,0.00093092-0.00047199i,0.00012304-0.0002912i,0.00089503+9.096e-05i,0.00099254-0.00032087i,0.00021976-0.0012627i,0.00051423-0.0011266i,0.00081162-0.00018889i,0.00020148-0.00032883i,-0.00012146-0.00049915i,8.2331e-05+0.00014252i,0.00030324+0.00047802i
-0.0011542-0.00073797i,-0.0019854-0.0011844i,-0.0030063-0.00073872i,-0.0031875+0.00066337i,-0.0029868+0.00061732i,-0.0016116-0.00062892i,-0.00069691-0.00099398i,-0.00020488-0.00018182i,0.00036518+8.8897e-05i,0.0012158-0.00050031i,0.00099381-0.00061961i,0.00032459-0.0010837i,0.00024519-0.0013974i,0.00092801-0.00084572i,0.00079763-0.00052392i,-0.0001917-0.00089785i,-0.00042875-0.00095206i,5.7267e-05-0.00050875i,-5.8692e-05-0.00034739i,-0.00040165+0.00032654i,-0.00052374+0.00094675i,-0.00038192+0.0011303i,-0.00050056+0.00023055i
0.0016296-0.0014653i,0.00082049-0.0021246i,0.00022868-0.0023843i,-0.00034936-0.0024778i,-0.0010071-0.0014448i,-0.0012311+0.00061615i,-0.00053342+0.001272i,4.6558e-05-9.3025e-05i,0.00029379-0.0013489i,6.9977e-05-0.0010289i,-0.00041049-0.00087233i,-0.00080771-0.0012189i,-0.00074734-0.00040315i,1.1911e-06-3.8787e-05i,0.00067686-0.00088749i,0.00050025-0.0018833i,9.2486e-05-0.0016255i,-0.00043464-0.00081525i,-0.00056239-0.0012877i,-0.00036594-0.00082151i,-0.00094423+0.00054302i,-0.0010259+0.00062439i,-0.00060868+0.00025404i
0.0010168-0.00073714i,-0.00023384-0.00018285i,-0.0019696-0.00025131i,-0.0020954+0.00085852i,-0.0011711+0.0021273i,-0.00010051+0.0015093i,-0.00019478-0.00017474i,-0.00095121-0.00075204i,-0.0015055-3.7971e-05i,-0.0015523+0.00045766i,-0.0012156-8.8475e-05i,-0.000689-0.00078976i,0.00013809-0.00090421i,-0.0002547-0.00064758i,-0.0010436-0.00035534i,-0.00051033-0.00027196i,0.00051093+0.00033865i,0.00052222+0.00094514i,0.00043415+0.00030843i,0.0006171-5.9166e-05i,0.00020139+7.2037e-05i,-7.8606e-07-9.6268e-05i,-0.00038317+0.00025095i
0.0021475-0.0021384i,0.00093424-0.0015495i,-0.0012423-0.0020782i,-0.0025346-0.0027716i,-0.0028558-0.0021086i,-0.0029032-0.00027076i,-0.0018873+0.00074689i,-0.0013128+0.00074447i,-0.0016356+0.00083917i,-0.0011443+0.00086791i,-0.00089794+0.00044584i,-0.00075625+0.0011125i,-0.0007613+0.0022021i,-0.00109+0.0019869i,-0.00046125+0.0014272i,0.00030389+0.0018449i,2.3407e-05+0.0021745i,-0.00040563+0.001657i,-0.00017445+0.0006473i,0.00027785-0.00026135i,8.0414e-05-0.00011108i,-3.848e-05+0.00013519i,0.00068305-8.5715e-05i
0.0019991+0.0032438i,0.0026524+0.0016642i,0.00222+0.00019805i,-0.00024349-0.00012488i,-0.0021143-0.00056079i,-0.0019643-0.0011522i,-0.0006509-0.00054716i,-0.00051949+0.00011781i,-0.00059024-1.5663e-05i,-0.00078172+0.00020305i,-0.0007375+3.4472e-05i,2.5211e-05-9.2607e-05i,-0.00020233+0.00089527i,-0.001303+0.001228i,-0.0013905+0.00085746i,-0.00049491+0.00056199i,0.00033314+2.7615e-05i,0.00097677-0.00076948i,0.00075493-0.0011449i,0.00062611-0.00077142i,0.00069361-0.0003576i,0.00060545-0.00032111i,0.00031546-0.00069962i
-0.0020459-0.00059139i,-0.001057-0.00074143i,-0.001088+0.0002328i,-0.0017021+0.00070356i,-0.0015586+0.0010914i,-0.00032445+0.00074319i,0.00092211+9.4543e-05i,0.00045421-0.0003494i,0.00052023+0.00020796i,0.0011958+0.00077579i,0.0013807+0.00039239i,0.00048188-0.00072097i,0.00051444-0.0019103i,0.00075782-0.0019279i,0.00063579-0.001187i,0.00042116-0.00026476i,-0.00076173-0.00016311i,-0.00044637-0.00039307i,-0.00016055-0.00035362i,-0.00038473-0.0010886i,0.00065943-0.001331i,0.00048689-0.0008382i,-0.00062324-0.00077805i
-0.0021571-0.0022943i,-0.0022101-0.0021563i,-0.002958-0.0014554i,-0.0021706-7.8704e-05i,-0.000575+0.0013942i,0.00015132+0.00062225i,0.00056657-0.00073358i,0.00048353-0.0006684i,-0.00020285-0.00083842i,-2.539e-05-0.00090366i,0.00049453-0.00086001i,1.5388e-05-0.0012393i,-0.00036418-0.001909i,-0.00011871-0.0024675i,0.00029646-0.0022504i,0.00052258-0.0018842i,0.00073073-0.0020761i,0.00064942-0.0016018i,0.00055034-0.0005433i,0.00040913-0.00059751i,0.00058954-0.0012164i,0.00050535-0.00044153i,8.5117e-06-0.00011367i
0.0029104-0.0036669i,0.0015765-0.0033344i,-0.00022513-0.0037064i,-0.0015647-0.0020897i,-0.0027413+0.00035499i,-0.0027911+0.0013595i,-0.0017023+0.0010223i,-0.0007875-0.00032211i,-9.18e-05-0.001642i,-5.0904e-05-0.001764i,-0.00010755-0.00081257i,-0.00021137+1.7187e-06i,-0.00090183+6.3933e-06i,-0.00038439-5.2688e-05i,0.0006228-0.00041713i,0.0005194-0.00076664i,0.00093671-0.00086713i,0.0010548-0.00098841i,0.0011429-0.00054787i,0.0014094-0.00029303i,0.00088258-0.00079301i,0.0006589-0.00036751i,0.00054807+0.00076416i
0.00063197+0.00018045i,-0.00052896-0.00053586i,-0.0012716-0.0013596i,-0.0011089-0.0011746i,-1.0783e-05-0.0013421i,0.00064564-0.0018927i,0.00064914-0.0016253i,0.00060759-0.00099531i,0.00038432-0.000572i,-0.00012168+0.00012289i,0.00017576+0.00043067i,0.0011835+0.00068814i,0.0011231+0.00050469i,-0.00072587+0.00027017i,-0.0018263+0.00048973i,-0.0010552+0.00059175i,-0.00024955+0.00038315i,-8.1865e-06-0.00019297i,0.00062486-5.4043e-05i,0.0012256+0.00038383i,0.0010024+0.00032405i,0.00013963+0.00019726i,-9.2131e-05-2.1664e-05i
0.00098745-0.00020893i,0.00076755-0.00080535i,-0.0006842-0.00017868i,-0.0024561+0.00060083i,-0.0022444+0.0016335i,-0.00098711+0.00067735i,-0.00029863-0.0003498i,-0.00045387-0.00012589i,-0.0004167+9.2309e-05i,0.00019786+4.381e-05i,0.00030276+0.00059207i,0.00096758+0.0010891i,0.0010288+0.0011617i,0.00047078+0.00051582i,0.0011777+0.0003547i,0.0019805+0.0002136i,0.0018716+0.00035105i,0.0014444+0.00061663i,0.0010635+0.00069728i,0.00023116+0.00074141i,-3.3699e-05-5.8502e-05i,0.0004439-0.00047009i,0.00014792-0.00076304i
-0.00075569+0.0032535i,1.0419e-05+0.0026611i,0.00096716+0.0022868i,0.0017624+0.0023287i,0.0014733+0.0015747i,0.00026452+0.0004101i,-0.00088772-9.5179e-05i,-0.00097822-0.00012556i,-0.00090237-0.00010074i,-0.00024722+0.00012596i,0.00094665+9.2175e-05i,0.00096154-0.0012409i,0.00057401-0.0021521i,-3.3773e-05-0.0014688i,-6.8102e-05-0.001551i,0.00053805-0.0011146i,0.00072777-0.0003688i,0.00049193-0.00030921i,5.2904e-05-5.6305e-05i,-0.00027815-0.00057806i,0.00038536-0.00032585i,0.00063285+0.00014306i,0.0007514+9.5711e-05i
-0.0006085-0.0010279i,-0.0012044-0.00036654i,-0.0017323+0.00022309i,-0.0010097+0.00059199i,-0.00078007-7.315e-05i,-0.0018648-0.00069016i,-0.0015395-0.00054314i,-0.00020097-0.00051668i,0.00046194-0.00066221i,0.00079079+0.00014312i,0.001073+0.0003971i,0.00067055-0.00070333i,0.00014962-0.0015115i,5.4311e-05-0.0013074i,0.00034759-0.00089963i,0.00027977-0.0010711i,-0.00019588-0.00075663i,-0.0003774+0.00027516i,-5.7267e-06-0.00026487i,0.00031972-0.00061702i,0.00028873+0.00048134i,-0.00030078+0.00054534i,-0.001107-0.00012292i
-0.0010941+0.00069018i,-0.0014188-0.00051608i,-0.0012213-8.6933e-05i,-0.00053521+0.00039015i,3.3664e-05-0.00019239i,0.00036286-0.00084199i,0.00064848-0.0013534i,7.5738e-05-0.0010841i,-0.00054544-0.00025871i,-0.00069673+0.0001445i,-0.00074434-0.00048804i,-0.00048168-0.00088074i,-2.4598e-05-0.0002259i,-0.00013311-0.00019495i,-0.00088769-0.00060739i,-0.0014436-0.0007767i,-0.0014572-0.00044095i,-0.00086058-0.00066587i,-0.000173-0.00069137i,0.0006565-0.00027166i,0.0008793-0.00053057i,0.0001362-0.00048237i,-0.00078712+0.00024711i
0.0019484-0.00083492i,0.0024454-0.0020252i,0.0028601-0.0032065i,0.0010401-0.0021973i,-0.0017987-0.0013765i,-0.0024806-0.00094902i,-0.00071305-0.00041107i,0.00049704-0.00020485i,0.00077914+0.00016053i,8.432e-05+0.00076694i,-0.00070594+0.0010941i,-0.0007978+0.0010559i,-0.00078631+0.0012221i,-0.00027122+0.0021649i,0.00031603+0.0017361i,0.00055331+0.00075033i,0.00061603+0.00065573i,6.8854e-05+0.00038071i,-0.0008033-0.00025889i,-0.0009645-0.00064838i,-0.00047726-6.8014e-05i,-0.00070471+5.2409e-05i,-0.00071054-0.00011356i
-0.00016967-0.0015482i,-0.00068641-0.0013307i,-0.001978-0.00051872i,-0.0028467-9.0239e-05i,-0.0023413+0.0002753i,-0.0019536+0.00090166i,-0.0010886+0.00051779i,-0.00013946+0.00027667i,-0.00022351-0.00052127i,-0.00016815-0.0011221i,0.00093141-5.4651e-05i,0.0016075+0.0010171i,0.00122+0.0010752i,0.0010842+0.0010402i,0.00091047+0.0014063i,0.00069525+0.00096479i,0.0002956+0.00068865i,-1.727e-05+0.0002943i,-0.00039097-7.2755e-05i,-0.0010341+0.00018812i,-0.00071538+0.00064826i,-0.00038142+0.00091802i,-0.00040795+0.00025003i
0.0016289+0.00094358i,0.0014258-1.488e-05i,0.00052209-0.0016172i,-3.9293e-05-0.002178i,-0.00068065-0.0018903i,-0.0012901-0.0015405i,-0.0012289-0.00086928i,-0.00070325-0.0010402i,0.00025807-0.0012918i,0.00032228-0.00041434i,0.00054796-0.00055356i,0.00037389-0.00091285i,0.00019527-0.00012636i,0.00049047+0.00048956i,0.00030766+0.00031737i,0.00023321-0.0001732i,0.00037203-0.00011893i,0.00056247+0.00012735i,0.00034644+0.00060585i,-0.00021202+0.00037457i,-0.00053451-0.00031198i,-9.9443e-05-0.00072799i,0.00016085-0.00059073i
0.00087478+0.00029048i,0.0018307+0.001802i,0.0015486+0.0020211i,-0.00051515+0.0013033i,-0.0025499-9.9101e-05i,-0.0031899-6.8504e-07i,-0.0028622+0.00089563i,-0.0017094+0.00089546i,-0.0010277+4.8146e-05i,-0.00082868-0.0011644i,-0.0001254-0.0019521i,0.00049632-0.0016925i,-0.00031268-0.00076664i,-0.0010033-0.00091597i,-0.0013048-0.001446i,-0.0011386-0.0020527i,-0.00036617-0.0021746i,0.00014978-0.00082732i,0.00033033+0.00062013i,-9.8414e-05+0.00079434i,-0.00016186+0.00010843i,0.00065633-0.00019184i,0.00045462-0.00036772i
0.0012155-0.00025241i,-0.00050102-0.00079993i,-0.0018354-0.0025778i,-0.0022436-0.0022314i,-0.0026226-0.00042436i,-0.0024078+0.0010551i,-0.0014512+0.0013445i,-0.00071456+0.00097814i,-0.00083244+0.00091743i,-0.00068275+0.00055552i,-0.00071791-0.00047199i,-0.0013657-0.00035448i,-0.0018743+0.00067998i,-0.0015788+0.00064407i,-0.0013288-0.00028218i,-0.00094273-0.00053927i,-0.00037135-0.00054661i,-0.00051709-0.00069213i,-0.00068436-0.00019448i,-0.00091566+6.9946e-05i,-0.00052262-0.00025996i,0.00042455-0.00060234i,0.00060873-0.0011493i
-0.0010934-0.00082487i,-0.00067796-0.0015612i,-0.00071838-0.0018293i,-0.0021086-0.0016848i,-0.0023647-0.0018907i,-0.00099867-0.0018439i,0.00092505-0.0012639i,0.0016349-0.00071365i,0.0008824-0.00085686i,7.8693e-05-0.00058066i,-0.00026727-0.00048102i,-0.00094169+2.2893e-05i,-0.0016473+0.00026255i,-0.0016676-0.00029853i,-0.0013948+0.00034722i,-0.00089055+0.00075214i,-0.00061066+0.00021635i,-0.00072806+4.1325e-06i,-0.00061607+8.3685e-05i,-0.00025866-0.00028462i,0.00047486-0.00045392i,0.00021354+0.00034227i,-0.0012156+0.00061472i
0.00054157-0.00046408i,0.0014816-0.00059999i,0.0013862+0.00052195i,7.2342e-05+0.00054575i,-0.00095776-0.00028526i,-0.0014585-0.00084799i,-0.0012336-0.0017775i,-3.0769e-05-0.0020551i,0.00026156-0.0017415i,3.02e-05-0.00041708i,0.00030049+0.00076872i,0.00076522+0.00029458i,0.00042292-0.00022385i,-0.00032034-0.0003783i,-0.00042415-0.00021993i,0.00014201-8.346e-05i,0.00015342-0.00013986i,6.8111e-05+0.00013836i,8.8607e-05+0.00084764i,-0.00034048+0.00094414i,-0.00035469+0.000382i,-6.4759e-05+0.00012162i,-0.00025873+0.0004633i
0.0014642-0.0030761i,0.00068432-0.0022221i,-0.0012703-0.0016043i,-0.0023863-0.00063205i,-0.0024236+0.00039285i,-0.00073118+0.0017649i,0.00047732+0.0023612i,-0.00043009+0.00059017i,-0.00045038-0.00035453i,0.00023075+0.0004666i,0.00095518+0.00050429i,0.0010979+8.9664e-05i,0.00041147-0.00050146i,0.0004915-0.0010005i,0.00040251-0.00046297i,0.00054196+4.5147e-06i,0.00083131-0.0005512i,0.00055593-0.00093396i,0.00029278-0.00025175i,0.00063416+0.0002888i,0.00036525+0.00079337i,3.1724e-05+0.00087958i,0.00043255+0.00043879i
0.000333+3.3599e-05i,-0.00065222-0.00013524i,-0.0011538-0.0025548i,-0.0018813-0.0025304i,-0.0026125-0.00016143i,-0.0016036+0.0009651i,-0.00054798+0.00081764i,-0.00039795+0.00052693i,0.00047905-0.0002329i,0.0006638-0.00047427i,0.00076547-0.00045895i,0.00078059-0.00072282i,0.00020047-0.00079228i,0.00056034-0.00069926i,0.00061775-0.00042925i,-0.00048285-0.00043293i,-0.00079349-0.00039112i,0.00036678+0.00043428i,0.00084124+0.00066814i,9.8506e-05+0.00061614i,-2.124e-05+0.0013516i,0.00030566+0.0014491i,0.00075148+0.00047433i
-0.00087482-0.00048335i,-0.0019181+0.0002769i,-0.0017858-0.00026468i,-0.0023244-0.0001684i,-0.0035488-6.1499e-05i,-0.0032947-0.00053559i,-0.0015128-0.00044297i,3.2393e-05-0.00057176i,0.00074136-0.0010109i,-0.00026902-0.00091725i,-0.0008683-0.00065656i,0.00013491-0.00019178i,0.00032106+1.7306e-06i,0.00031632+0.00029121i,0.00030709+8.2895e-05i,5.7284e-05-0.00062014i,-0.00045799-0.00062369i,-0.00055824-0.00020821i,-0.00014524-0.00010877i,0.00011113-0.00012986i,-0.00026496+0.00022848i,-7.529e-05+0.00029065i,0.00030538+2.7699e-05i
7.5801e-05-0.0020893i,-0.0014974-0.0027104i,-0.0034868-0.0027765i,-0.0048674-0.0014977i,-0.0045585-5.1439e-05i,-0.0032739+0.0010511i,-0.00099583+0.00096224i,0.0012931+0.00075478i,0.0012084-6.9137e-05i,-0.00058012-0.00061617i,-0.0010754-0.00043346i,-0.00075424-0.00031525i,-0.0005736-0.00057883i,-0.00012442-0.00079164i,0.00069536-0.0010186i,0.0010105-0.00075415i,5.3967e-05-0.00063186i,-0.00044079-0.00040222i,-1.7926e-05-0.0002395i,-4.8245e-05-0.00015622i,6.9039e-07+0.00017421i,-8.1824e-05+3.7834e-05i,-0.00015872-0.00019674i
-0.0014431-0.0029745i,-0.0019287-0.0027449i,-0.0024295-0.0011245i,-0.0029525-0.00023637i,-0.003428+0.00047452i,-0.0021578+0.0004239i,0.00033575-0.0010866i,0.00088179-0.0021774i,-5.159e-05-0.0018728i,-0.00045928-0.00044573i,-0.00017437+0.00047444i,0.00053271+0.00016286i,0.00078001-7.766e-05i,0.00033273-0.0002335i,0.00040995-0.00037944i,0.00015154+1.4334e-05i,-0.0010049-0.00039883i,-0.0015749-0.0010458i,-0.00177+0.00012958i,-0.0016741+0.00047511i,-0.0011478+7.737e-05i,-7.3888e-05+0.00050733i,-7.8691e-05+0.00055356i
0.0029077-0.0031742i,0.0021678-0.0029383i,0.00021294-0.0036608i,-6.2142e-05-0.0034145i,-0.0015055-0.0024813i,-0.0014377-0.0010898i,-0.0002891+9.2761e-05i,-0.00021184-0.00023455i,-0.00063892-0.00080036i,-0.00024865-0.00014523i,0.00030299-0.00013141i,0.00049799-0.00036532i,0.00010156+0.00045609i,7.5095e-05+0.0017552i,0.00021875+0.0025832i,3.4862e-05+0.0022739i,0.00019113+0.0013025i,0.00049133+0.00058285i,0.00027401+0.00030073i,-6.7295e-05+0.00050333i,-1.2946e-06+0.00058505i,-0.00014197+0.00017231i,-0.00029342-0.00021716i
0.0018047+0.0015849i,0.00077781+0.0019264i,-0.00025602+0.0013551i,-0.00096448+0.0001794i,-0.0014786-0.001349i,-0.0020889-0.0013972i,-0.0026177-0.00092257i,-0.0022148-0.0005002i,-0.00077345+0.00010489i,0.00063263+0.00058089i,-0.00012012-4.7287e-05i,-0.00084185-0.00099396i,2.3794e-05-8.4563e-05i,0.00052847+0.00090452i,0.00043085+0.0012054i,0.00024395+0.00080684i,-0.00017448+0.00036633i,-0.00053555+0.00062164i,-0.00028797+0.0010123i,0.0006557+0.001466i,0.00054083+0.0014729i,0.00023947+0.0012624i,-3.1721e-05+0.00014888i
-9.049e-05+0.00014015i,-0.0018215-0.00038108i,-0.0024431-0.0014205i,-0.0019759-0.0012137i,-0.001981-3.4397e-05i,-0.0014157+0.0011244i,1.6234e-05+0.00133i,0.001035+0.0006027i,0.0020549-3.352e-05i,0.0018863-0.00029364i,0.00083817-0.00061587i,0.00039283-0.00036599i,0.00087198+0.0002933i,0.0014579-0.00057599i,0.0017826-0.0013783i,0.0020491-0.00088053i,0.0014063-0.00044727i,0.001053-0.00078084i,0.00076239-0.0016402i,-0.00013047-0.0011091i,7.1825e-05-8.8802e-05i,0.00031434+0.00025868i,-9.489e-05-4.8973e-05i
-0.0022781-0.00048919i,-0.0035487-3.6986e-05i,-0.0035993+0.0015454i,-0.0034116+0.0025331i,-0.0022464+0.0017683i,-0.0011262+0.00057417i,-0.00068342-0.00052218i,0.00031964-0.0011197i,0.00057937-0.0015489i,9.6464e-05-0.0014181i,0.00054054-0.00045305i,0.0013299-0.00015311i,0.0014646-0.0013607i,8.6931e-05-0.0022597i,-0.0014973-0.0021851i,-0.0014559-0.0027551i,-0.00083305-0.0023833i,-9.793e-05-0.0014762i,6.1262e-05-0.00090274i,-0.00052321-0.00076047i,-0.00078968-0.0012754i,-0.0011323-0.0010444i,-0.0010477+1.5799e-05i
-0.00084161-0.0026079i,-0.00099313-0.0028024i,-0.0018812-0.0027914i,-0.0021307-0.0026765i,-0.0022788-0.0012048i,-0.0020606-0.0001216i,-0.00081874-0.00037369i,-0.00079346-0.0013397i,-0.0019294-0.0018601i,-0.0021229-0.00088843i,-0.0011052+0.00036544i,0.00037136-0.00011612i,0.00059792-0.00021901i,-0.00051235+0.00073673i,-0.0015275+0.00048341i,-0.0014322-0.0008233i,-0.00054569-0.00087898i,-0.00087969-5.1856e-05i,-0.0016291+0.00032668i,-0.0013879+0.00025088i,-0.0011007+0.00041093i,-0.0018489+0.00069698i,-0.0017768+0.00012745i
-0.00074214-0.0032267i,-0.00068043-0.0041751i,-0.0016748-0.0038167i,-0.0030302-0.0025238i,-0.0033093-0.00031754i,-0.0020004+0.00046753i,-0.0011794-0.00010656i,-0.0015247+0.0003546i,-0.0025259+0.0012682i,-0.0014361+0.001439i,0.00062875+0.0013109i,0.00087759+0.0003395i,-0.0003083+0.00030227i,-0.00097551+0.00097628i,-0.0010088+0.0012451i,-0.00064667+0.0014044i,0.000113+0.00066408i,0.00069134-0.0001379i,0.00031604-0.00017383i,-0.00035828-0.00054225i,-0.00019103-0.00026679i,0.00028777+0.001009i,1.9198e-05+0.0013643i
3.0102e-05+0.0011916i,0.00090542+0.00065578i,-4.6379e-05+0.001724i,-0.00086673+0.0026386i,0.00067324+0.0017963i,0.0013756+0.00026361i,2.8508e-06-0.00032957i,-0.00080608+1.8817e-05i,-0.00039082+0.0013025i,-1.9159e-05+0.001716i,-4.5723e-05+0.0012272i,-0.0005462+0.0014816i,-0.00065207+0.0017292i,-0.00036617+0.0018903i,0.00017055+0.0010063i,0.0010492+0.0007051i,0.0012442+0.00099117i,0.0011356+0.00067472i,0.0010035+0.00083941i,0.00049151+0.00041481i,-0.00024448-0.00015124i,-0.00038282+0.00052805i,0.00030507+0.001081i
0.002509+0.0013205i,0.0029988+0.00023476i,0.0027063-0.0020942i,0.0019442-0.0026058i,0.00021277-0.0016914i,-0.0015318-0.0010422i,-0.0007934-0.00042738i,0.00065004+0.00071202i,0.0010132+0.00096579i,0.0010089+0.00061495i,0.00089615+0.0008292i,0.00041629+0.0011079i,0.00033375+0.00024641i,0.001062-0.0001795i,0.0018008-0.00048831i,0.0010105-0.00093039i,-0.00047631-0.00064916i,-0.00053212-3.5036e-05i,-5.3679e-05-0.00011744i,7.2907e-05-0.00065177i,0.00045723-0.00077418i,0.0010833-0.00078512i,0.0015843-0.00042969i
-0.0022082+0.0020756i,-0.0022507+0.00061812i,-0.0016433+0.0013184i,-0.0016634+0.0022356i,-0.00196+0.0012545i,-0.0012672-0.00031906i,8.921e-05-0.0011253i,0.001181-0.0018813i,0.0012154-0.002261i,0.00081386-0.0016754i,0.00037301-0.00063284i,0.0010176-0.00043911i,0.0018835-0.0011805i,0.00079286-0.0016032i,-0.00051749-0.0012945i,-0.00091355-0.00093696i,-0.00075472-0.0014505i,-0.00010184-0.0015411i,0.00037947-0.0012014i,0.00039053-0.00073133i,0.0004507-0.00029871i,0.00048163-0.00031497i,-0.00040769-0.0005262i
-0.001185-0.00040441i,-0.00071257-0.0016506i,-0.0002462-0.0003981i,-0.00092936+0.00081495i,-0.0016215+0.00014114i,-0.0013325-0.00069676i,-0.00098361-0.00055406i,-0.00063198-0.0013961i,-0.0013285-0.0020163i,-0.0021362-0.0014756i,-0.00097593-0.0012108i,-9.2986e-05-0.0011766i,-0.00067763-0.0014349i,-0.00086437-0.0015345i,-0.00079956-0.00089952i,-0.0004625-0.00013885i,-0.00034986+0.00032127i,-0.0011269-5.2505e-06i,-0.0011182-0.00074242i,-0.00036793-0.000501i,0.00053286-0.00045728i,0.00096313-0.00034624i,0.00033206+8.3499e-05i
0.00084155-0.0022657i,-0.00052857-0.0033i,-0.0034477-0.0035263i,-0.0052743-0.0024228i,-0.0042084-0.00090231i,-0.0015722+0.00037257i,-0.0010836+0.00061416i,-0.0022038+0.00053733i,-0.0026667-7.9453e-05i,-0.0025134-0.00023723i,-0.0012925-0.00056343i,-0.00023869-0.0008311i,-0.00061281-0.00087849i,-2.5943e-07-0.0010874i,0.00086394-0.00024604i,0.00057841+0.00031277i,-4.965e-05+0.00077536i,-0.00073521+0.00047456i,-2.384e-05+0.00018113i,0.00082449+0.00046138i,0.00041053+0.00085605i,-0.00046724+0.0010965i,-0.00055322+0.00069402i
0.0027258-0.00097904i,0.002335-0.0011289i,0.0021971-0.0016764i,0.0017379-0.0019274i,5.203e-05-0.0020145i,-0.00045957-0.0010019i,-0.00058514+0.00062214i,-0.00013245+0.0018591i,0.00045965+0.0031121i,0.00036828+0.0031324i,0.00046206+0.002114i,0.00015263+0.0016016i,0.00040966+0.001073i,0.00012936+0.001651i,-0.00068704+0.0016952i,-0.00018735+0.0001759i,-0.00010702-0.00011547i,0.00046886+3.0493e-05i,0.0013757+0.00010262i,0.0012304+0.00052927i,0.00038176+0.00091073i,-0.00056623+0.0012638i,-0.00090094+0.00073798i
0.0018451-0.00026786i,0.00069535-0.0017017i,-0.00042518-0.0022898i,-0.0015797-0.0011835i,-0.0020478+0.00047967i,-0.0019306+0.001288i,-0.00018971+0.001388i,0.0019174+0.00080647i,0.0027566+0.00025343i,0.0031834-3.3161e-06i,0.0029462-0.00031795i,0.0017936+0.000294i,0.0017443+0.0014642i,0.0018092+0.0012726i,0.0014807+0.00068506i,0.0013033+0.00023789i,0.00092835-0.00035127i,0.00079566-0.00099981i,0.00065276-0.0012755i,-5.2461e-05-0.00086076i,-0.0004278-0.00059993i,-0.00033361-0.000898i,0.00066883-0.00026886i
0.0020108+0.00044934i,0.00089785-0.00025589i,-0.00086751-0.0015794i,-0.0014864-0.0027855i,-0.0012503-0.0018174i,-0.00058985-0.00086367i,0.0006416-0.0015976i,0.0014172-0.002114i,0.0018358-0.0021639i,0.0017619-0.0023935i,0.00092279-0.001698i,0.00056273-0.0011144i,0.00062511-0.00095149i,0.00020697-8.4664e-05i,-0.0001509+0.0010776i,0.0001217+0.00097752i,0.00035913+2.314e-05i,0.00024848-0.0002459i,-0.0005455+0.00010068i,-0.00057501-8.3573e-05i,-0.00038797-0.00041313i,-3.6355e-05-0.00026486i,-2.171e-05+7.918e-05i
0.00048849+0.00099455i,-0.00021028+0.00093493i,-5.992e-05+0.00078681i,0.0002856+0.0017068i,0.00017979+0.00084366i,-0.00058076-0.0017721i,-0.0015631-0.0027143i,-0.0024336-0.003197i,-0.0026268-0.0044077i,-0.0019467-0.0034204i,-0.00052482-0.0014564i,0.00021607-0.0010776i,0.00048722-0.0017382i,0.00065775-0.0015841i,0.00025703-0.0010084i,0.00077126-0.0012852i,0.0011198-0.0012863i,0.00079494-0.00090691i,0.00016604-0.00047598i,-0.00072247-0.00022264i,-0.00091939-0.00077671i,-0.0010252-0.00085804i,-0.00085889-0.00038216i
