8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
-0.25299-0.26505i,-0.29985-0.20124i,-0.4542-0.079494i,-0.43004+0.078098i,-0.18263+0.18528i,0.026663+0.19469i,0.093872+0.18289i,0.087526+0.14895i,0.063655+0.098971i,0.053326+0.054457i,0.039553+0.014681i,0.0082152+0.0014217i,-0.0093436+0.014332i,-0.00084448+0.026472i,0.015313+0.022895i,0.017227+0.010529i,0.0076603+0.0093157i,0.0092243+0.010158i,0.017068-0.0021577i,0.01455-0.0096211i,0.0065489-0.0048181i,-0.00053777-0.0072764i,-0.0108-0.014693i
0.21939-0.41704i,0.35521-0.16791i,0.42166+0.02379i,0.35885+0.02213i,0.18688-0.059308i,0.052301-0.11223i,-0.023477-0.099209i,-0.03788-0.0076287i,0.013301+0.05138i,0.043074+0.035444i,0.033612+0.015309i,0.019611+0.002536i,2.5525e-05-0.003057i,-0.016647+0.0063849i,-0.022984+0.012772i,-0.020877+0.015226i,-0.012702+0.016299i,-0.0084939+0.018937i,-0.0051046+0.022577i,-0.0038752+0.013733i,-0.014005+0.0045174i,-0.020148+0.012865i,-0.0095929+0.022197i
0.26426-0.087994i,0.015563+0.0062147i,-0.2298-0.028933i,-0.29975-0.028958i,-0.21257+0.079981i,-0.070191+0.17595i,0.019295+0.14485i,0.0066572+0.034288i,-0.048272-0.0095931i,-0.047427+0.010771i,-0.015807+0.0040256i,-0.016464-0.021077i,-0.040325-0.029378i,-0.051343-0.022553i,-0.03971-0.015073i,-0.025539-0.020843i,-0.022665-0.034423i,-0.018511-0.04336i,-0.0077275-0.045758i,0.0016218-0.042382i,0.0063327-0.037152i,0.0055822-0.035892i,0.00014965-0.035553i
0.54329+0.26613i,0.5296+0.34118i,0.59977+0.32046i,0.58751+0.16401i,0.36425-0.037212i,0.13668-0.13566i,0.037783-0.1259i,0.015533-0.070727i,0.012817-0.044401i,-0.0045237-0.036329i,-0.0065607-0.0018934i,0.029153+0.021237i,0.059902+0.0009099i,0.054855-0.03199i,0.024323-0.040409i,0.0019471-0.022166i,0.00095144-0.0011835i,-0.0015529+0.015527i,-0.0036383+0.032633i,0.006077+0.030784i,0.010054+0.0097901i,0.0052343+0.0024992i,0.0076995+0.011062i
0.30691+0.72842i,0.0376+0.51217i,-0.31639+0.36045i,-0.37557+0.41852i,-0.14196+0.39243i,0.0045185+0.2416i,-0.011011+0.14143i,-0.01145+0.085836i,0.0084515+0.041151i,0.023084+0.021029i,0.02355-0.00058318i,-0.0061037-0.0088856i,-0.022656+0.013459i,-0.0033044+0.034737i,0.022454+0.02958i,0.029117+0.0089288i,0.020894-0.0048364i,0.011285-0.013743i,0.00073458-0.019205i,0.0010533-0.0077108i,0.018988+0.0044401i,0.032232-0.0041561i,0.0301-0.014143i
-0.7448+0.59972i,-0.61841+0.37686i,-0.34732-0.036157i,-0.24656-0.3082i,-0.18468-0.24391i,-0.0074502-0.084116i,0.11988-0.058268i,0.095892-0.059284i,0.033237-0.02764i,0.00068408-0.0046728i,-0.0023986+0.0075394i,0.0048781+0.0064805i,0.0020196+0.0037084i,-0.0020035+0.0046905i,-0.0021834+0.0050192i,0.0030313+0.0081771i,0.009849+0.0053418i,0.0092524+0.0026942i,0.010419+0.015397i,0.013506+0.029536i,0.0094518+0.034022i,0.0029427+0.035085i,-0.0025752+0.036208i
-0.72525-0.41037i,-0.43424-0.40894i,0.071841-0.20882i,0.33963-0.094924i,0.1837-0.045882i,-0.059572+0.093422i,-0.072421+0.18817i,0.027008+0.12202i,0.05664+0.0098271i,0.043896-0.029501i,0.044845-0.027736i,0.031585-0.033664i,-0.0055766-0.029802i,-0.029344-8.4257e-05i,-0.022219+0.024016i,-0.0093309+0.020678i,-0.0040213+0.0090691i,0.00064653-0.0062134i,-0.0027684-0.021049i,-0.0071287-0.013948i,0.0032771+0.0090937i,0.019627+0.019809i,0.024532+0.013938i
-0.16668-0.31402i,-0.1399-0.022336i,-0.23976+0.39011i,-0.21787+0.54712i,-0.050254+0.32907i,0.022186+0.039407i,-0.0057464-0.047282i,-0.012814+0.0075705i,0.017388+0.056112i,0.029303+0.065367i,0.018996+0.071904i,0.026545+0.072429i,0.037397+0.036161i,0.015861-0.010684i,-0.017788-0.024025i,-0.027096-0.0094i,-0.019716+0.0065886i,-0.013228+0.01817i,-0.0076232+0.022935i,-0.013269+0.014975i,-0.033894+0.0082764i,-0.048805+0.01383i,-0.049866+0.020508i
0.35039-0.49712i,0.37345-0.58684i,0.14441-0.69901i,-0.077445-0.60957i,-0.12305-0.33367i,-0.1109-0.12231i,-0.10088-0.015252i,-0.050778+0.036429i,0.0037972+0.033186i,0.018208+0.013123i,0.0063242-0.00096366i,-0.017353-0.0080486i,-0.025514+0.0033305i,-0.012596+0.013225i,-0.0045879+0.01008i,-0.0036083+0.0024583i,0.00034231-0.0078686i,0.0011851-0.019457i,-0.0082715-0.023399i,-0.017866-0.016688i,-0.018583-0.014131i,-0.0095552-0.020146i,0.0059481-0.031648i
0.47881+0.15172i,0.47284+0.38455i,0.40919+0.39882i,0.34769+0.27911i,0.28775+0.15679i,0.21941+0.074944i,0.13215+0.033798i,0.026771+0.024728i,-0.041175+0.045007i,-0.046603+0.051119i,-0.038475+0.031075i,-0.030862+0.019856i,-0.018469+0.014342i,-0.013584-0.0048i,-0.019347-0.021645i,-0.024287-0.017149i,-0.019577-0.0045255i,-0.0077931+0.00076759i,0.0059205-0.00037693i,0.010751-0.0078548i,0.0013674-0.016211i,-0.010373-0.010495i,-0.008262+0.010097i
-0.047244+0.17913i,-0.17807+0.23537i,-0.13922+0.11455i,-0.16519-0.0054162i,-0.26069+0.028078i,-0.25568+0.094151i,-0.15622+0.072084i,-0.064925-0.0035712i,-0.028037-0.04443i,-0.0029118-0.034845i,0.027666-0.034585i,0.022605-0.050332i,0.0035853-0.040727i,0.0089269-0.016662i,0.021487-0.01106i,0.020894-0.023231i,0.011284-0.024243i,0.0089809-0.0077001i,0.013293+0.0049003i,0.018052+0.0064361i,0.023926-0.00089607i,0.023253-0.0093598i,0.014397-0.0067549i
0.030412+0.24847i,-0.19783+0.28003i,-0.1861+0.37155i,0.013652+0.31624i,0.14362+0.13814i,0.16483+0.034293i,0.14746+0.017077i,0.10241+0.011892i,0.053984+0.011746i,0.026754+0.026544i,0.028679+0.042567i,0.044615+0.037337i,0.039661+0.01684i,0.019295+0.00658i,0.011281+0.0042593i,0.013627-0.0021883i,0.0083811-0.011331i,-0.0043621-0.012346i,-0.0087411-0.0019951i,0.00094237+0.0084559i,0.015583+0.012357i,0.019973+0.010717i,0.0071148+0.010708i
-0.10122+0.45468i,-0.1028+0.07426i,-0.19366-0.25027i,-0.28688-0.26841i,-0.25811-0.13055i,-0.17921-0.064556i,-0.12808-0.055888i,-0.060055-0.041792i,-0.011705-0.032148i,-0.010472-0.012844i,-0.017116+0.016185i,-0.018632+0.027549i,-0.017059+0.020469i,-0.016985+0.011423i,-0.017987+0.012784i,-0.011313+0.015239i,-0.0028937+0.0058167i,-0.0019012-0.0078054i,-0.010655-0.012086i,-0.024208-0.0014802i,-0.029689+0.016682i,-0.024227+0.023931i,-0.017227+0.0089174i
-0.58711-0.005297i,-0.30495-0.063515i,0.11014-0.089678i,0.36203-0.15777i,0.30631-0.16016i,0.17695-0.014617i,0.14319+0.095257i,0.11092+0.079496i,0.053304+0.02181i,0.00059141-0.014578i,-0.027056-0.015595i,-0.01887-0.0071764i,0.00054285-0.010887i,0.0081033-0.016992i,-0.0013367-0.01557i,-0.0089016-0.0050214i,0.0015803+0.0015034i,0.010446-0.0045967i,0.0010187-0.01416i,-0.014665-0.01801i,-0.019323-0.015245i,-0.010366-0.0094352i,0.0022927-0.0026506i
-0.33202-0.47463i,-0.12153-0.23091i,-0.031131+0.16105i,-0.037308+0.44087i,-0.035866+0.39239i,-0.094125+0.1733i,-0.15575+0.061766i,-0.11253+0.060281i,-0.018209+0.056516i,0.044302+0.02276i,0.042122-0.0057579i,0.015521+0.0018004i,0.0094814+0.017045i,0.0075527+0.012885i,0.00010962-7.842e-05i,-0.0064679-0.0079335i,-0.0082332+0.00047246i,0.0033328+0.01604i,0.01929+0.017096i,0.017683+0.0070463i,0.00029269+0.0050788i,-0.013375+0.013857i,-0.012217+0.019283i
-0.06128-0.68697i,-0.29794-0.41846i,-0.48639-0.24259i,-0.51881-0.21615i,-0.3611-0.11543i,-0.1056-0.0046604i,0.029292-0.015449i,0.00087258-0.047837i,-0.038659-0.015677i,-0.024768+0.026549i,0.007161+0.024152i,0.014566-0.0069193i,0.0058604-0.016453i,0.013473-0.010341i,0.022295-0.018898i,0.016814-0.031519i,0.0063088-0.033237i,-0.00043242-0.024502i,0.0026921-0.015337i,0.0094528-0.017462i,0.0066274-0.027312i,-0.0046252-0.031288i,-0.010961-0.025707i
1.1051-0.20001i,1.0217-0.32662i,0.79499-0.42641i,0.56408-0.41022i,0.31274-0.31283i,0.11985-0.2068i,0.04622-0.13006i,0.030536-0.070547i,0.026991-0.017981i,0.024344+0.011999i,0.014374+0.025411i,0.0095422+0.033133i,0.0059232+0.027999i,-0.0077129+0.020054i,-0.0126+0.017485i,-0.0057703+0.019114i,-0.0022288+0.024447i,-0.004764+0.025022i,-0.0074331+0.020841i,-0.0044773+0.015797i,-0.0012413+0.0092311i,-0.0024557+0.003751i,-0.0046598+0.0042737i
0.32686+0.99758i,0.1539+1.0067i,0.045529+0.81378i,0.044919+0.54048i,0.03762+0.28579i,-0.0017504+0.17142i,-0.0034865+0.13192i,0.0093171+0.043934i,-0.025048-0.028878i,-0.061419-0.027318i,-0.056693-0.0099234i,-0.036018-0.015151i,-0.020964-0.021663i,-0.0054545-0.023061i,0.0048248-0.024025i,0.0014328-0.021213i,-0.005114-0.021471i,-0.0076758-0.024781i,-0.01223-0.025119i,-0.012574-0.024695i,-0.00025229-0.029298i,0.0098298-0.035596i,0.0068286-0.032182i
-0.44976+0.45422i,-0.38925+0.12762i,-0.26307-0.1027i,-0.12567-0.094648i,0.0078213-0.062638i,0.050641-0.085931i,0.035996-0.06108i,0.050829+0.0046641i,0.079453+0.020368i,0.074671-0.0099354i,0.049819-0.018326i,0.040231-0.00066555i,0.037005+0.0075542i,0.022281+0.010499i,0.012371+0.017305i,0.011123+0.013093i,0.0090567+0.0033367i,0.0094605+0.0037602i,0.012612+0.0079855i,0.013398+0.01123i,0.013971+0.017764i,0.016117+0.02204i,0.014031+0.017655i
-0.95808+0.14397i,-0.73435+0.25933i,-0.41467+0.26489i,-0.2598+0.23019i,-0.15864+0.26542i,-0.056243+0.26473i,-0.032804+0.17269i,-0.068842+0.081384i,-0.088586+0.052329i,-0.062917+0.059664i,-0.023825+0.049705i,-0.0089458+0.027301i,-0.0083616+0.014332i,-0.0062294+0.0085736i,-0.003523+0.0040969i,0.00157-0.0051902i,0.0087456-0.016514i,0.01215-0.021611i,0.0082827-0.02031i,0.0009176-0.011596i,-0.0030918+0.00065572i,-0.0018569+0.0027497i,-0.0018408-0.0050903i
-0.36667-1.0504i,-0.27961-1.039i,-0.10841-0.83765i,-0.03466-0.6307i,-0.039321-0.41814i,0.017255-0.25862i,0.07819-0.19192i,0.070905-0.12836i,0.054319-0.066992i,0.031234-0.04649i,-0.0082314-0.026918i,-0.02455-0.0030696i,-0.019501-0.00081634i,-0.018985-0.0098004i,-0.022054-0.007488i,-0.014202+0.011387i,0.0041069+0.030517i,0.015482+0.037059i,0.016284+0.031583i,0.01238+0.020158i,0.0043276+0.015588i,0.0017368+0.020274i,0.0079884+0.021729i
0.72172-0.3564i,0.737+0.0023758i,0.64772+0.37046i,0.52986+0.41582i,0.28924+0.26135i,0.031517+0.19716i,-0.053251+0.18925i,-0.034146+0.10875i,-0.025159+0.029472i,-0.019448+0.003946i,-0.0053986-0.009402i,0.0040703-0.022128i,0.0072065-0.026147i,0.0066754-0.027074i,-0.0027327-0.02796i,-0.017461-0.022507i,-0.022968-0.010951i,-0.016963-0.01027i,-0.014469-0.020758i,-0.018298-0.026032i,-0.021151-0.023623i,-0.02514-0.01616i,-0.026265-0.0056272i
0.49015+0.0092591i,0.066973-0.099803i,-0.44361-0.091289i,-0.55085+0.018831i,-0.27045-0.011742i,-0.021234-0.16753i,0.031011-0.21216i,0.025026-0.12532i,0.039471-0.042002i,0.046623-0.012672i,0.035387-0.0048886i,0.024565+0.005457i,0.019679+0.0083266i,0.015891+0.00092172i,0.014833-0.0108i,0.0092714-0.021327i,-0.0041604-0.01908i,-0.0094492-0.0027493i,0.0028928+0.0086043i,0.015648+0.0028373i,0.01209-0.0081732i,-0.00058312-0.013218i,-0.0093878-0.0107i
0.38766+0.6776i,0.53766+0.41508i,0.53075-0.083635i,0.35186-0.33047i,0.16002-0.16261i,0.089798+0.089788i,0.076593+0.14708i,0.030794+0.088321i,-0.020611+0.064397i,-0.026997+0.072354i,-0.0051624+0.061264i,0.0069003+0.030803i,0.00017054+0.0083774i,-0.0030627+0.010081i,0.010291+0.015873i,0.023948+0.0060848i,0.021986-0.0079036i,0.0075773-0.013308i,-0.0057898-0.0040419i,-0.0055369+0.010387i,0.0041469+0.0056697i,0.0082177-0.016198i,0.0058091-0.029971i
-0.62384+0.51675i,-0.51405+0.54573i,-0.18214+0.4707i,0.069475+0.34398i,0.14428+0.1474i,0.13989-0.038524i,0.10053-0.10773i,0.04646-0.077532i,0.0063369-0.0342i,-0.020536-0.013823i,-0.038581+0.0027646i,-0.038657+0.02014i,-0.022248+0.015306i,-0.012851-0.0031712i,-0.013435-0.00053766i,-0.0069076+0.016729i,0.0063233+0.019845i,0.016178+0.011761i,0.018939+0.007314i,0.019205+0.006842i,0.025524+0.0090041i,0.037294+0.010545i,0.040558+0.0091946i
-0.44235-0.14855i,-0.33342-0.053438i,-0.16527+0.050332i,-0.098998+0.070232i,-0.10305+0.084591i,-0.10427+0.13447i,-0.069215+0.13614i,-0.013608+0.071397i,0.011177+0.0017824i,-0.00079369-0.026747i,-0.0079868-0.027782i,-0.0037048-0.03447i,-0.0060369-0.038942i,-0.010726-0.025087i,-0.013765-0.010869i,-0.017882-0.0063437i,-0.011634-0.0067417i,-0.00014604-0.014228i,-0.00018168-0.02154i,-0.0036048-0.013596i,-0.0013231+0.0049269i,0.00014741+0.019315i,-0.0021772+0.022405i
-0.30834-0.48083i,-0.45868-0.37605i,-0.43425-0.11018i,-0.22379+0.058008i,-0.015669-0.0071259i,0.048259-0.1543i,0.0054397-0.1762i,-0.033507-0.082841i,-0.019009-0.0048491i,0.0087856+0.010547i,0.016538+0.0052475i,0.020206+0.0060518i,0.024227+0.00033897i,0.012913-0.010799i,-0.0063481-0.015278i,-0.018023-0.012808i,-0.018652-0.002486i,-0.0084136+0.011065i,0.0051551+0.012722i,0.0073301+0.0036875i,-0.0015882+0.0026885i,-0.0073501+0.010107i,-0.0063775+0.012087i
0.4258-0.52026i,0.41106-0.6753i,0.18323-0.6751i,-0.091968-0.49419i,-0.1782-0.18575i,-0.079387+0.030686i,0.011404+0.040238i,0.019237-0.012005i,0.00014021-0.019847i,-0.010918+0.0001762i,-0.010266+0.017001i,-0.0092158+0.011956i,-0.017453+0.0016252i,-0.019977-0.002619i,-0.0069004-0.014266i,0.006506-0.027176i,0.0079348-0.022344i,0.00029389-0.0055594i,-0.0069047+0.011368i,-0.008565+0.019529i,-0.014137+0.014011i,-0.021368+0.0047383i,-0.019183-0.0014251i
0.45933+0.23024i,0.57154+0.28171i,0.64007+0.23039i,0.62228+0.061505i,0.43388-0.10394i,0.23165-0.12562i,0.14424-0.064085i,0.083617-0.011043i,0.033704+0.025226i,0.018506+0.022789i,0.0029556+0.0010641i,-0.0035326-0.0029595i,0.010433-0.011966i,0.019787-0.028925i,0.022299-0.025886i,0.023024-0.0092349i,0.0154+0.00011821i,0.0050746-0.00020816i,0.00042109-0.0025231i,-0.00083784-0.003337i,-0.0026523-0.0067664i,-0.0039636-0.01105i,0.0013545-0.0068158i
0.09406+0.39706i,0.011388+0.48144i,-0.17584+0.54163i,-0.24914+0.54842i,-0.16005+0.3904i,-0.11097+0.18378i,-0.098153+0.085582i,-0.031516+0.028103i,0.010537-0.027094i,0.0053115-0.028817i,0.0051791-0.005348i,0.0080856+0.0027907i,0.0071402+0.0064064i,0.012558+0.01167i,0.016901+0.011469i,0.010818+0.0018909i,0.0019683-0.012966i,-0.00084564-0.025693i,0.0026056-0.030463i,0.0074375-0.027802i,0.0096268-0.024678i,0.0038792-0.020952i,-0.0081996-0.009975i
-0.28952+0.30665i,-0.34964+0.19696i,-0.33867-0.13101i,-0.26008-0.33494i,-0.10755-0.28605i,0.033708-0.19248i,0.051624-0.12102i,0.0052452-0.023747i,-0.0038378+0.046262i,0.0097656+0.0511i,0.0097813+0.023214i,0.0010943+0.0017093i,-0.0040841-0.0053065i,-0.0064497-0.00023433i,-0.0090225+0.013619i,-0.0047673+0.021552i,0.0057048+0.019301i,0.013162+0.01707i,0.015322+0.016096i,0.016513+0.012652i,0.02239+0.0075793i,0.027882-0.0019598i,0.022471-0.013i
-0.35634-0.13765i,-0.24227-0.17449i,0.041947-0.14986i,0.16434-0.058911i,0.08688+0.04484i,0.0052303+0.079808i,-0.02343+0.031529i,-0.02637-0.024621i,-0.035939-0.040717i,-0.045842-0.011273i,-0.027504+0.025347i,-0.0031826+0.03029i,-0.0022596+0.019373i,-0.013308+0.011163i,-0.022783-0.00087115i,-0.025471-0.0097282i,-0.015113-0.0088395i,-0.0034136-0.0047771i,-0.0025443+0.001329i,-0.0060568+0.0069503i,-0.0058201+0.01352i,0.0036243+0.02002i,0.014075+0.016843i
-0.11735-0.26175i,-0.086601-0.16443i,0.027199-0.011507i,0.075748-0.014875i,0.049717-0.05949i,0.084948-0.019874i,0.13442+0.0071421i,0.097335+0.015397i,0.046843+0.027204i,0.016808+0.005741i,-0.0189-0.016771i,-0.039436-0.015674i,-0.035865-0.017169i,-0.022936-0.027288i,-0.0086216-0.034103i,0.00058798-0.028819i,0.0031671-0.011002i,0.0035283+0.0044766i,0.0007188+0.01002i,-0.0051964+0.015725i,-0.011705+0.025038i,-0.013977+0.033288i,-0.0054313+0.031529i
0.12796-0.27145i,0.050836-0.1926i,-0.018224+0.10665i,0.046829+0.27852i,0.053918+0.16635i,-0.085644+0.04174i,-0.13197+0.026988i,-0.056622-0.0011343i,-0.0068648-0.045168i,0.0057612-0.049672i,0.015055-0.033541i,0.028628-0.022827i,0.037051-0.023561i,0.03385-0.02228i,0.029918-0.019149i,0.019585-0.021627i,-0.00057085-0.021243i,-0.013648-0.018005i,-0.013978-0.020559i,-0.015067-0.025065i,-0.024242-0.023948i,-0.03352-0.014334i,-0.032431+0.0032421i
0.33113-0.037491i,0.19056-0.17172i,-0.22326-0.26609i,-0.4499-0.17773i,-0.25793-0.064608i,0.010582-0.086317i,0.070388-0.097464i,0.03005-0.028465i,0.020817+0.029175i,0.030741+0.033201i,0.019057+0.010976i,-0.0075381+0.0051625i,-0.013803+0.014199i,-0.0025868+0.014638i,0.010777+0.013059i,0.024199+0.0098242i,0.029577+0.0019878i,0.026265+0.0023282i,0.023398+0.0073022i,0.023733+0.0028367i,0.021101-0.012154i,0.0073347-0.026582i,-0.010859-0.027599i
0.2133+0.25429i,0.42665+0.1202i,0.5632-0.24402i,0.44199-0.45382i,0.16429-0.32607i,-0.0088202-0.11824i,-0.039195-0.0415i,-0.027799-0.042155i,-0.023573-0.03034i,-0.01258+0.0047799i,0.012462+0.024841i,0.028712+0.01245i,0.022524-0.0038766i,0.0083488-0.0033333i,-0.0011816+0.0066057i,-0.0042676+0.013174i,-0.0023413+0.0069897i,-0.0032116-0.0074489i,-0.0090108-0.014129i,-0.011482-0.011598i,-0.003527-0.011315i,0.010561-0.018366i,0.0159-0.025959i
-0.17559+0.37678i,-0.082775+0.63011i,0.13881+0.72438i,0.25753+0.57689i,0.24478+0.31719i,0.2284+0.12373i,0.18766+0.032646i,0.10313+0.016283i,0.03574+0.027308i,-0.0013931+0.028094i,-0.022944+0.022407i,-0.032701+0.024641i,-0.02408+0.025336i,-0.0089823+0.010947i,-0.0073154-0.0048677i,-0.0098553-0.0055226i,-0.0015866+0.0035565i,0.010054+0.0078847i,0.011282+0.007552i,0.0083875+0.012424i,0.013753+0.021059i,0.024823+0.025973i,0.029882+0.019949i
-0.45492-0.041039i,-0.66936+0.033938i,-0.62043+0.13093i,-0.3981+0.094038i,-0.27071+0.0064262i,-0.24557+0.019419i,-0.17282+0.046425i,-0.073083+0.019221i,-0.019167-0.01889i,-0.011469-0.033901i,-0.0099409-0.025029i,0.0034383-0.024488i,0.0071824-0.03386i,0.0051101-0.027341i,0.0064891-0.019083i,-0.00011482-0.017831i,-0.011167-0.0094787i,-0.015157+0.0018346i,-0.011634+0.0033821i,-0.010336+0.0016535i,-0.013152+0.0099409i,-0.012878+0.024251i,-0.0045304+0.028186i
-0.11854-0.43301i,-0.26269-0.57583i,-0.34358-0.40544i,-0.20687-0.095743i,0.022336+0.0074521i,0.10874-0.066438i,0.056181-0.083146i,-0.0096727-0.030057i,-0.031198+0.015173i,-0.016944+0.023009i,-0.0088359+0.007011i,-0.011794+0.0092251i,-0.001917+0.016986i,0.0076704+0.0059427i,0.012003-0.0089292i,0.017722-0.018578i,0.018268-0.019148i,0.017395-0.010401i,0.017588-0.00090829i,0.012293+0.0011094i,-0.0030303-0.0023317i,-0.023217+0.00050577i,-0.031147+0.011345i
0.35616-0.27863i,0.49222-0.5191i,0.33487-0.67203i,-0.017048-0.55996i,-0.22364-0.26427i,-0.20209-0.060256i,-0.11686-0.022988i,-0.049484-0.03615i,-0.0078305-0.043678i,0.0051158-0.034035i,0.012373-0.012021i,0.014905-0.0065244i,0.0028279-0.0059802i,-0.0019662+0.006154i,0.0086755+0.016088i,0.01758+0.014908i,0.011896+0.0063186i,-0.0037103-0.0036107i,-0.014494-0.0087161i,-0.015166-0.010534i,-0.014238-0.016488i,-0.01858-0.026329i,-0.024806-0.031151i
0.37616+0.26358i,0.675+0.43876i,0.85965+0.43459i,0.78689+0.21943i,0.5242-0.00077231i,0.28602-0.073434i,0.14737-0.056849i,0.052626-0.025237i,0.00082791+0.010642i,-0.0035956+0.024299i,-0.0041969+0.013778i,-0.011489+0.011244i,-0.0095949+0.0099474i,-0.0088307-0.0015629i,-0.011474-0.0024202i,-0.0069011+0.0067215i,0.0021889+0.0072661i,0.0068013+0.0014784i,0.0027475-0.00077728i,-0.0016227-0.00010199i,0.0042221-0.005075i,0.01541-0.01472i,0.021206-0.018867i
-0.17138+0.4042i,-0.36728+0.69245i,-0.4839+0.78762i,-0.43749+0.62372i,-0.31302+0.37425i,-0.2001+0.18956i,-0.099474+0.089827i,-0.0037487+0.031486i,0.04181-0.020807i,0.025437-0.036521i,0.0095644-0.014463i,0.0098528-0.0098298i,0.0042146-0.015812i,0.0053587-0.0083228i,0.0088232-0.0025296i,0.0035534+0.0017063i,-0.00020901+0.0099568i,0.001825+0.014013i,0.0061298+0.0090422i,0.01005+0.0011917i,0.017257+0.0005134i,0.02643+0.0056293i,0.026435+0.0072967i
-0.37499-0.048551i,-0.61086-0.17131i,-0.58628-0.28955i,-0.29751-0.31448i,-0.039056-0.25251i,0.043389-0.1482i,0.014073-0.046162i,-0.046628+0.030414i,-0.061476+0.084846i,-0.027508+0.081625i,-0.012687+0.038767i,-0.013385+0.01831i,-0.0040182+0.010976i,-0.004233-0.0018054i,-0.011457-0.010479i,-0.011571-0.013747i,-0.0070429-0.01111i,0.00084726-0.0042353i,0.0087894+0.0025304i,0.010922+0.0074541i,0.0050546+0.013863i,-0.0020581+0.024484i,-0.0010066+0.03008i
-0.052411-0.32073i,-0.034326-0.55728i,-0.023258-0.53481i,-0.067754-0.2168i,-0.1062+0.058189i,-0.10179+0.10321i,-0.072252+0.044983i,-0.020903-0.015706i,-0.0018169-0.060853i,-0.016244-0.049493i,-0.006066-0.011033i,0.010037+0.0013127i,0.0082186+0.0070596i,0.0131+0.014395i,0.022815+0.0080495i,0.021279-0.0014314i,0.011442-0.0053215i,0.00068798-0.0060252i,-0.0043679-0.0070312i,-0.0033756-0.0068716i,-0.0074648-0.0022619i,-0.018037+0.0022793i,-0.028224+0.0040678i
0.27204-0.11942i,0.55013-0.16425i,0.66433-0.21329i,0.46654-0.28615i,0.18024-0.263i,0.04388-0.12603i,8.9942e-05-0.025191i,-0.045893+0.021304i,-0.055147+0.051553i,-0.032295+0.038597i,-0.028243+0.011323i,-0.031728+0.0087735i,-0.026808+0.01262i,-0.023748+0.011833i,-0.016134+0.014142i,-0.0050396+0.014801i,-0.00016296+0.0096019i,-0.00070279+0.0055814i,-0.0059705+0.0075035i,-0.011948+0.0099817i,-0.01507+0.0047965i,-0.014995-0.0056108i,-0.0086253-0.015494i
0.1132+0.23459i,0.16986+0.55174i,0.18348+0.77393i,0.18105+0.67944i,0.11873+0.37723i,0.0014859+0.1141i,-0.028463-0.015583i,0.029171-0.084617i,0.042006-0.1285i,0.0098532-0.10413i,0.0079965-0.050227i,0.016882-0.026634i,0.012128-0.018526i,0.012785-0.012475i,0.015038-0.010399i,0.012765-0.0066708i,0.012677-0.001789i,0.012765-0.00053069i,0.0090127-0.0037282i,0.0052493-0.0089167i,0.0055342-0.014634i,0.0095681-0.018223i,0.012468-0.014184i
-0.19649+0.11351i,-0.47102+0.15835i,-0.67517+0.085669i,-0.60008-0.028832i,-0.3228-0.063689i,-0.069499-0.03171i,0.018227+0.026708i,-0.00027148+0.10128i,0.010758+0.14172i,0.035704+0.09778i,0.015845+0.040131i,-0.0065334+0.023875i,-0.0076641+0.018074i,-0.010931+0.012515i,-0.013614+0.014005i,-0.011566+0.015692i,-0.0071099+0.016062i,0.0010951+0.015488i,0.0072607+0.012764i,0.0087701+0.0076113i,0.0090821+0.0040962i,0.010369+0.0046694i,0.011854+0.0042983i
-0.11702-0.15137i,-0.17801-0.34347i,-0.10124-0.44078i,0.054572-0.30926i,0.099631-0.11506i,0.029707-0.030266i,-0.013562-0.034867i,-0.0094078-0.081011i,-0.026067-0.098023i,-0.030254-0.049469i,0.0008772-0.0089828i,0.016866-0.0064236i,0.011343-0.0057442i,0.0076337-0.007176i,0.0035293-0.013989i,-0.0011364-0.015033i,-0.0030034-0.012342i,-0.0042737-0.010183i,-0.0019774-0.01127i,0.0037497-0.010627i,0.0079813-0.0037723i,0.00735+0.0051061i,0.0025372+0.012189i
0.12331-0.12742i,0.26836-0.23892i,0.30594-0.26578i,0.12979-0.16436i,-0.027887-0.018635i,-0.015267+0.075923i,0.0090899+0.10856i,-0.0099313+0.13172i,-0.0067575+0.13036i,-0.0058973+0.084935i,-0.022981+0.044947i,-0.028022+0.029938i,-0.021435+0.020919i,-0.013107+0.01563i,-0.0026139+0.014942i,0.0035085+0.013543i,0.0017966+0.012376i,-0.0024437+0.011725i,-0.0047006+0.011988i,-0.0056884+0.014266i,-0.0062552+0.015263i,-0.0071764+0.013075i,-0.0086956+0.0061041i
