-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
0.66512-0.27433i,0.39521-0.51432i,0.0081437-0.50109i,-0.18419-0.36037i,-0.26018-0.23251i,-0.28683-0.068808i,-0.1861+0.078882i,-0.051765+0.12373i,0.0055826+0.13763i,0.013292+0.14404i,-0.002487+0.12219i,-0.028137+0.10401i,-0.053558+0.10876i,-0.076704+0.13411i,-0.067128+0.16166i,-0.0098109+0.15837i,0.053721+0.11099i,0.078811+0.046706i,0.061742-0.0075926i,0.034175-0.04174i,0.02187-0.052588i,0.014259-0.048158i,0.0023497-0.034022i
0.079525+0.85928i,0.39628+0.95436i,0.5887+0.76177i,0.56106+0.47991i,0.43893+0.26953i,0.3268+0.10244i,0.1983-0.039288i,0.076517-0.094833i,0.035581-0.095752i,0.03886-0.11351i,0.017641-0.139i,-0.017054-0.13416i,-0.024225-0.12238i,-0.0058961-0.12634i,0.0099627-0.12625i,0.0048316-0.11041i,-0.016133-0.084097i,-0.030276-0.055374i,-0.02785-0.021502i,-0.017405+0.0035941i,-0.013905-0.0022944i,-0.022016-0.015494i,-0.028468-0.01114i
-0.58409-0.31562i,-0.60095-0.27739i,-0.53231-0.20994i,-0.513-0.063914i,-0.42639+0.13642i,-0.22501+0.22391i,-0.069634+0.12894i,-0.023938-0.0088826i,-0.015533-0.089936i,-0.011366-0.09826i,0.0016396-0.047136i,0.038427-0.0067558i,0.056283-0.009837i,0.035266-0.030966i,-0.0012997-0.056771i,-0.035442-0.066136i,-0.058921-0.042505i,-0.068442-0.0050856i,-0.058776+0.021955i,-0.037378+0.033514i,-0.018365+0.03978i,-0.0021514+0.036644i,0.0097476+0.022511i
0.020483-0.43842i,-0.15865-0.40406i,-0.10331-0.24068i,0.18394-0.21341i,0.34293-0.29953i,0.25436-0.29126i,0.13335-0.15183i,0.092478-0.01579i,0.062565+0.048332i,0.0079794+0.068381i,-0.031349+0.074404i,-0.041175+0.063082i,-0.045091+0.041435i,-0.049311+0.043391i,-0.043903+0.074579i,-0.020566+0.11144i,0.028098+0.12377i,0.088162+0.090597i,0.11852+0.037864i,0.10428+0.0052285i,0.066205-0.0046002i,0.029367-0.0031804i,0.010749-0.0054777i
0.72557+0.38854i,0.92193+0.27109i,0.61639+0.17171i,0.13182+0.24262i,-0.12009+0.28251i,-0.17108+0.17568i,-0.16362+0.086394i,-0.11936+0.072919i,-0.059373+0.085659i,0.0071364+0.082758i,0.051697+0.032391i,0.040876-0.0099665i,0.028973+0.0043964i,0.046452+0.016584i,0.061936-0.011301i,0.059724-0.050283i,0.032527-0.066109i,-0.019918-0.055016i,-0.065949-0.042642i,-0.079821-0.033078i,-0.0612-0.019026i,-0.034385-0.0099771i,-0.021932-0.0027371i
-0.8579+0.3606i,-0.91285+0.46078i,-0.55852+0.19966i,-0.25889-0.16196i,-0.21128-0.22932i,-0.1788-0.058979i,-0.08867+0.065768i,-0.020759+0.087665i,0.011307+0.05635i,0.032828+0.013492i,0.042614-0.023154i,0.02447-0.064194i,-0.02429-0.10952i,-0.082952-0.12782i,-0.10823-0.09461i,-0.080396-0.048818i,-0.035809-0.035063i,-0.0056489-0.026687i,0.016812+0.0010095i,0.036279+0.020068i,0.040031+0.01649i,0.032208+0.01024i,0.022654+0.012453i
0.42816-0.83522i,0.30485-0.93419i,0.10273-0.46175i,0.13326+0.052947i,0.28792+0.17187i,0.31616+0.08482i,0.25766-0.028023i,0.16492-0.13303i,0.07548-0.14462i,0.033327-0.099437i,0.014676-0.05704i,0.013579-0.0034125i,0.03943+0.054329i,0.07573+0.079416i,0.079687+0.049696i,0.030974+0.011561i,-0.02035+0.011404i,-0.034476+0.019042i,-0.029873+0.0083775i,-0.027834-0.0021269i,-0.03226+0.0020398i,-0.034494+0.016904i,-0.023531+0.026683i
0.22056+0.65496i,0.40094+0.67574i,0.38928+0.29525i,0.14681-0.13637i,-0.11355-0.294i,-0.22686-0.24751i,-0.2168-0.10161i,-0.13119+0.043189i,-0.051916+0.082089i,-0.050235+0.064359i,-0.078672+0.070016i,-0.070803+0.079631i,-0.045964+0.061585i,-0.039562+0.041302i,-0.027033+0.040267i,0.0067957+0.030656i,0.027747+0.004923i,0.029747-0.0135i,0.029063-0.020487i,0.024095-0.022324i,0.022205-0.022804i,0.024536-0.028939i,0.018556-0.033736i
-0.48266-0.17987i,-0.53509-0.098016i,-0.37358+0.060044i,-0.097388+0.23101i,0.13567+0.27978i,0.22273+0.16526i,0.15175+0.01838i,0.035351-0.049908i,-0.030225-0.054037i,-0.030168-0.042127i,-0.0023162-0.044169i,-0.0081001-0.049438i,-0.042549-0.030595i,-0.060087-0.0033852i,-0.05073+0.016786i,-0.026082+0.036783i,-0.0011567+0.04692i,0.0074514+0.038417i,-0.0028423+0.022408i,-0.019714+0.014727i,-0.033033+0.018293i,-0.036493+0.02295i,-0.027219+0.022099i
-0.06624-0.22644i,-0.26616-0.15283i,-0.34597-0.012016i,-0.35019+0.029352i,-0.34432+0.05693i,-0.26944+0.131i,-0.13734+0.1262i,-0.033497+0.069138i,0.04168+0.028954i,0.080231-0.0095706i,0.069998-0.029606i,0.073281-0.026631i,0.1189-0.04179i,0.15381-0.083354i,0.12288-0.11161i,0.056357-0.099903i,0.021345-0.075566i,0.01357-0.066542i,0.0075362-0.05229i,0.010848-0.02376i,0.023574-0.0081702i,0.024872-0.0095459i,0.010083-0.01233i
0.62367+0.18115i,0.93196-0.13455i,0.87828-0.42603i,0.56555-0.4665i,0.26379-0.34974i,0.069375-0.20799i,-0.0096147-0.067343i,-0.014482+0.018233i,-0.0071979+0.056608i,-0.0024702+0.083001i,-0.0045154+0.090856i,-0.020774+0.082217i,-0.064078+0.079298i,-0.10584+0.10171i,-0.088896+0.11114i,-0.048096+0.069424i,-0.04788+0.031145i,-0.05725+0.042607i,-0.030128+0.063309i,0.0052577+0.052877i,0.0090514+0.032156i,-0.0024279+0.023535i,-0.0042099+0.019801i
-0.54466+0.32018i,-0.65922+0.58377i,-0.57224+0.71932i,-0.2664+0.67809i,0.063895+0.47587i,0.18727+0.2078i,0.12669+0.042237i,0.043026-0.0057376i,-0.015973-0.019325i,-0.044727-0.028714i,-0.04231-0.042064i,-0.041525-0.054274i,-0.03724-0.056896i,-0.019749-0.062162i,-0.011997-0.050967i,0.002867-0.00085698i,0.046265+0.040198i,0.080808+0.028021i,0.066236-0.0069805i,0.025268-0.026561i,-0.0027639-0.033076i,-0.012926-0.030406i,-0.0111-0.017185i
0.047791-0.25585i,0.068132-0.2085i,0.099524-0.28289i,-0.066274-0.43621i,-0.30479-0.38481i,-0.29259-0.15132i,-0.099175-0.011696i,0.031088-0.012208i,0.052178-0.039174i,0.032912-0.028902i,0.031899-0.009747i,0.035356-0.024741i,0.014581-0.044834i,-0.010977-0.043934i,-0.018222-0.041636i,-0.013217-0.05519i,-0.024285-0.07037i,-0.04576-0.061556i,-0.044238-0.039545i,-0.02145-0.024648i,0.0037052-0.012054i,0.020097-0.005506i,0.015519-0.0055499i
0.32893-0.51917i,0.1164-0.80928i,-0.059213-0.54782i,0.096037-0.082457i,0.3003+0.050837i,0.23142-0.013541i,0.06297-0.020666i,-0.014251-0.0033808i,-0.0053888+0.001085i,0.033751-0.017404i,0.032385-0.032789i,0.010224-0.0013355i,0.013395+0.042338i,0.01991+0.062634i,0.010302+0.060931i,-0.004279+0.058668i,0.005713+0.063431i,0.036575+0.054533i,0.045033+0.036329i,0.021484+0.029799i,-0.0075562+0.032852i,-0.019991+0.033531i,-0.012354+0.025223i
0.055773+1.0097i,0.38648+1.2166i,0.41211+0.82931i,0.12237+0.33561i,-0.074114+0.14946i,-0.063685+0.06221i,-0.037338-0.016521i,-0.02375-0.00037073i,-0.0010066+0.034778i,-0.010532+0.029233i,-0.032673+0.013514i,-0.044916+0.0042046i,-0.051705-0.0058613i,-0.050138-0.020113i,-0.032503-0.025724i,-0.0051627-0.032386i,-0.0056027-0.044917i,-0.033508-0.044141i,-0.044311-0.031257i,-0.031075-0.026035i,-0.015026-0.033035i,-0.011751-0.033454i,-0.015692-0.019885i
-0.7589-0.73719i,-0.89883-0.7117i,-0.58091-0.45461i,-0.22546-0.21581i,-0.095795-0.069212i,-0.041578+0.023703i,-0.018568+0.025309i,-0.059181+0.0022433i,-0.076581+0.01834i,-0.03902+0.034002i,0.0043213+0.034481i,0.033697+0.021206i,0.050692+0.007829i,0.056052+0.0080136i,0.033975+0.010312i,-0.0076199+0.018615i,-0.021136+0.033621i,-0.0010944+0.035461i,0.023212+0.022542i,0.03935+0.017072i,0.049069+0.023274i,0.053491+0.019233i,0.046041+0.0063624i
0.70622-0.073874i,0.56137-0.1492i,0.22472-0.044447i,0.11336+0.044141i,0.12501-0.016721i,0.050677-0.029306i,0.036585+0.054225i,0.10373+0.052897i,0.11219-0.021688i,0.068818-0.056134i,0.039724-0.049417i,0.033922-0.032672i,0.032084-0.028996i,0.027866-0.041737i,0.033328-0.049861i,0.048126-0.045437i,0.0541-0.03991i,0.033281-0.032445i,-0.0086742-0.013579i,-0.044602+0.002258i,-0.063587+0.0062133i,-0.065509+0.014109i,-0.050579+0.01862i
0.068137+0.71364i,0.38329+0.61126i,0.41204+0.20177i,0.12404-0.032539i,-0.067289-0.018334i,-0.063908-0.026783i,-0.042533-0.056892i,-0.029051-0.025511i,-0.013692+0.02749i,-0.0024193+0.064331i,0.0035797+0.059096i,-0.0088092+0.037623i,-0.018232+0.038595i,-0.015138+0.045796i,-0.013965+0.039603i,-0.025874+0.017965i,-0.046017+0.0010365i,-0.042065-0.0021244i,-0.010395-0.010789i,0.02066-0.018596i,0.038675-0.017879i,0.0382-0.02023i,0.0235-0.017002i
-0.80116-0.4632i,-1.0816-0.19625i,-0.80841+0.12042i,-0.3294+0.16527i,-0.083087+0.089338i,-0.0025966+0.073763i,0.010197+0.031558i,-0.043014-0.014681i,-0.070481-0.024482i,-0.065762-0.043259i,-0.072696-0.042622i,-0.070202-0.020006i,-0.064922-0.01466i,-0.072688-0.01443i,-0.068034+0.0064759i,-0.031744+0.033642i,0.0048589+0.030812i,0.0071798+0.01517i,-0.0033695+0.023571i,-0.0051839+0.034959i,-0.0091938+0.028852i,-0.014219+0.018737i,-0.0095702+0.014137i
0.95004-0.30205i,0.97584-0.59994i,0.58416-0.64176i,0.20633-0.47584i,0.028927-0.32845i,-0.066383-0.21516i,-0.062592-0.095684i,0.0071415-0.046875i,0.043804-0.045715i,0.052305-0.028495i,0.049401-0.021986i,0.029023-0.036237i,0.0094712-0.038217i,0.012367-0.027701i,0.021728-0.036741i,0.013722-0.047343i,0.014515-0.025719i,0.037253-0.0059554i,0.044901-0.012827i,0.026863-0.023083i,0.0055117-0.021298i,-0.0071204-0.0072104i,-0.014537+0.0039512i
-0.38171+0.68049i,-0.18016+0.82195i,0.069477+0.68319i,0.15251+0.53173i,0.16598+0.44272i,0.16794+0.29426i,0.090362+0.14868i,0.022658+0.10618i,0.022809+0.10113i,0.035545+0.081864i,0.046881+0.071952i,0.06495+0.071485i,0.080744+0.061362i,0.08151+0.047011i,0.070974+0.038655i,0.057219+0.025116i,0.030295+0.010041i,0.0013859+0.0026946i,-0.011098-0.0086274i,-0.0050737-0.019356i,0.010309-0.02494i,0.016867-0.032707i,0.014569-0.033018i
-0.33473-0.43551i,-0.49547-0.27099i,-0.43095-0.10435i,-0.26249-0.14402i,-0.15549-0.18129i,-0.063101-0.10062i,0.014498-0.039653i,0.014867-0.034433i,-0.020951-0.042958i,-0.055223-0.049754i,-0.080094-0.041467i,-0.093359-0.021727i,-0.10423+0.0010652i,-0.11487+0.01125i,-0.11476+0.014535i,-0.084364+0.02468i,-0.036628+0.025469i,0.0023913+0.021805i,0.027039+0.024486i,0.02283+0.025242i,0.002335+0.031768i,0.0010441+0.038623i,0.0087145+0.028555i
0.50496-0.099153i,0.44991-0.3936i,0.23014-0.41294i,0.088293-0.17406i,0.027772-0.043226i,-0.060738-0.031813i,-0.082218+0.0064789i,-0.025871+0.016864i,0.0054057-0.0062961i,0.029262-0.020336i,0.052851-0.048538i,0.044781-0.078705i,0.029811-0.090001i,0.030003-0.090746i,0.025392-0.08431i,-0.00079646-0.065031i,-0.026325-0.037545i,-0.044894-0.022428i,-0.065069-0.012325i,-0.057912-0.0014163i,-0.029985-0.0045502i,-0.018001-0.0095892i,-0.014397-0.0036083i
-0.13028+0.47765i,0.10174+0.55504i,0.216+0.35185i,0.13747+0.12459i,0.092582+0.06271i,0.11589+0.033687i,0.080708-0.024829i,0.030506-0.034258i,0.022029-0.0054917i,0.014534+0.019439i,0.013883+0.041749i,0.050592+0.053433i,0.088784+0.046042i,0.089716+0.04371i,0.072978+0.04328i,0.055913+0.021514i,0.036406-0.0007953i,0.035165-0.006579i,0.050952-0.0095145i,0.048607-0.0070726i,0.031404+0.002096i,0.015025+0.0011547i,-0.0011009-0.0035163i
-0.19391-0.39446i,-0.37632-0.26984i,-0.34462-0.092841i,-0.21033-0.087322i,-0.19564-0.15372i,-0.18899-0.12341i,-0.097091-0.050206i,-0.034353-0.0091213i,-0.023788+0.013943i,-0.022357+0.022052i,-0.04647+0.022681i,-0.096609+0.040661i,-0.12757+0.071328i,-0.11921+0.081311i,-0.088279+0.06986i,-0.0484+0.052837i,-0.020247+0.022842i,-0.026347-0.0029728i,-0.04355-0.0010649i,-0.040392+0.0083203i,-0.027879+0.010522i,-0.016909+0.014523i,-0.0060692+0.014169i
0.23624-0.0041681i,0.16347-0.12409i,0.073532-0.073524i,0.095921+0.10314i,0.15155+0.19231i,0.12104+0.18095i,0.051405+0.12648i,0.010306+0.055159i,-0.008618+0.010613i,-0.0077432-0.013252i,0.01188-0.041858i,0.032316-0.08232i,0.035346-0.1235i,0.031093-0.14399i,0.023844-0.13853i,0.003593-0.1046i,-0.009254-0.050093i,0.0043781-0.011113i,0.023852-0.0031704i,0.029179-0.011109i,0.023498-0.020588i,0.010117-0.0201i,-1.7592e-05-0.0080616i
-0.076872+0.13174i,0.10623+0.1287i,0.11584-0.015727i,-0.052649-0.15076i,-0.1194-0.16245i,-0.071175-0.15375i,-0.053854-0.12792i,-0.036681-0.059599i,0.014048-0.019587i,0.038174-0.00019151i,0.038167+0.033238i,0.051748+0.060359i,0.070035+0.067319i,0.06783+0.073477i,0.059269+0.080923i,0.061961+0.066923i,0.058304+0.036714i,0.035544+0.013649i,0.0084547+0.0021618i,-0.0052715+0.00263i,-0.0060456+0.0086797i,0.0013909+0.0089604i,0.0096919+0.0046331i
-0.15509+0.022068i,-0.20979+0.21337i,-0.051317+0.31154i,0.1442+0.25139i,0.15434+0.16616i,0.09761+0.13453i,0.089089+0.10327i,0.073104+0.068898i,0.039009+0.051393i,0.014258+0.03139i,-0.012315+0.013489i,-0.046198+0.023881i,-0.065783+0.053729i,-0.065393+0.059255i,-0.058193+0.039539i,-0.044004+0.027432i,-0.024381+0.027724i,-0.0033437+0.035624i,0.017674+0.039144i,0.02132+0.024917i,0.011961+0.010926i,0.005751+0.0051811i,-0.00026884-0.0043341i
0.061061-0.096889i,-0.049787-0.30433i,-0.21332-0.33057i,-0.26364-0.18392i,-0.16727-0.072412i,-0.080695-0.026836i,-0.05749-0.007674i,-0.048391-0.024284i,-0.048374-0.046663i,-0.044095-0.048605i,-0.022497-0.05739i,-0.01046-0.099686i,-0.026637-0.1453i,-0.047755-0.15258i,-0.056416-0.123i,-0.055177-0.079357i,-0.040516-0.047182i,-0.023505-0.047254i,-0.02146-0.059025i,-0.022869-0.051032i,-0.020836-0.032615i,-0.019943-0.016092i,-0.014731+0.00044411i
0.18374+0.070646i,0.41147+0.055482i,0.46704-0.036871i,0.31938-0.11005i,0.12698-0.11634i,0.0086249-0.10455i,-0.013059-0.070068i,0.018838-0.038296i,0.041136-0.034024i,0.042793-0.027386i,0.042198-0.0051417i,0.053288+0.036836i,0.082826+0.077465i,0.10887+0.09256i,0.10609+0.077428i,0.072371+0.037613i,0.030283+0.0092847i,0.01144+0.014831i,0.015574+0.031325i,0.018196+0.039236i,0.018626+0.033085i,0.016944+0.012297i,0.006202-0.0094082i
-0.099515+0.13511i,-0.23716+0.33089i,-0.24375+0.41063i,-0.13216+0.31959i,-0.020277+0.21129i,0.054751+0.14871i,0.056889+0.084534i,0.0043133+0.059713i,-0.025206+0.077313i,-0.024313+0.078775i,-0.028992+0.063708i,-0.045254+0.052785i,-0.06331+0.043902i,-0.078839+0.027444i,-0.079018+0.017247i,-0.05123+0.024017i,-0.020561+0.026275i,-0.016909+0.011829i,-0.028895-0.0079789i,-0.029991-0.022234i,-0.020771-0.021061i,-0.015206-0.0040479i,-0.009354+0.014936i
-0.10804-0.30328i,-0.24758-0.50606i,-0.31852-0.4498i,-0.25812-0.23316i,-0.17487-0.1093i,-0.14469-0.058207i,-0.10683-0.018725i,-0.066315-0.016265i,-0.048976-0.020038i,-0.034527-0.02149i,-0.025215-0.035246i,-0.024661-0.050998i,-0.03019-0.056897i,-0.02736-0.042687i,-0.0058913-0.025306i,0.0082809-0.02168i,0.0056467-0.023571i,0.0075102-0.018781i,0.018571-0.001235i,0.023514+0.017831i,0.014787+0.024728i,0.007553+0.019789i,0.010259+0.0082416i
0.25258+0.035323i,0.50808+0.059435i,0.5664-0.015426i,0.41793-0.10114i,0.28274-0.10432i,0.21373-0.0945i,0.14752-0.081477i,0.10904-0.048361i,0.098225-0.030148i,0.081227-0.02111i,0.069693-0.010008i,0.081868-0.0073795i,0.11038-0.016203i,0.12407-0.033215i,0.10399-0.042268i,0.071962-0.036233i,0.04942-0.023764i,0.026774-0.015449i,-3.4583e-05-0.014969i,-0.011128-0.018814i,-0.0055713-0.025556i,-0.0077563-0.02632i,-0.019267-0.012861i
-0.25215+0.26384i,-0.37845+0.48943i,-0.31745+0.55281i,-0.19556+0.4241i,-0.15918+0.28604i,-0.13114+0.20765i,-0.081907+0.13491i,-0.057909+0.08397i,-0.044396+0.062485i,-0.028633+0.05201i,-0.01707+0.054032i,-0.028427+0.058674i,-0.066427+0.06707i,-0.10066+0.077826i,-0.10441+0.079738i,-0.072865+0.07289i,-0.031225+0.058361i,-0.00061163+0.041704i,0.016492+0.026118i,0.014109+0.016053i,0.0063262+0.018709i,0.015669+0.020931i,0.028374+0.0095003i
-0.10238-0.28159i,-0.17285-0.52992i,-0.18101-0.57577i,-0.094339-0.43812i,-0.018354-0.31846i,-0.028448-0.21912i,-0.045945-0.11509i,-0.030093-0.067273i,-0.017117-0.061846i,-0.025862-0.05918i,-0.050178-0.058918i,-0.059336-0.062488i,-0.041393-0.072206i,-0.013577-0.080455i,0.0029751-0.079328i,-0.010068-0.064957i,-0.037091-0.040412i,-0.045949-0.023298i,-0.030156-0.015314i,-0.007854-0.0083304i,-0.0014925-0.0073077i,-0.0131-0.0091317i,-0.024072-0.0067497i
0.36972+0.1294i,0.58608+0.16969i,0.50746+0.13769i,0.22293+0.11031i,0.055912+0.10738i,0.026805+0.061513i,0.014806+0.021253i,0.022179+0.019418i,0.035415+0.012315i,0.049612-0.0016506i,0.072861-0.014372i,0.080076-0.018529i,0.067207-0.01428i,0.040666-0.0069585i,0.013582+0.0053036i,0.010152+0.0078375i,0.024925-0.00082904i,0.031267+0.0024858i,0.019496+0.015194i,0.0022763+0.013404i,-0.0044528-0.00092943i,-0.0011885-0.0060126i,0.0034778+0.00057872i
-0.22375+0.22995i,-0.36833+0.36757i,-0.28972+0.33655i,-0.095295+0.17614i,-0.017309+0.098416i,0.0052353+0.11412i,0.031184+0.086821i,0.0066323+0.044043i,-0.018455+0.047576i,-0.018718+0.052309i,-0.026779+0.053315i,-0.03181+0.071187i,-0.02174+0.097502i,-0.0013559+0.1068i,0.017409+0.085483i,0.022936+0.055129i,0.016242+0.031246i,0.0077846+0.0021476i,0.0064168-0.027216i,0.0095985-0.028399i,0.013743-0.0066256i,0.014743+0.0018627i,0.0050959-0.0069919i
-0.033671-0.38328i,-0.12992-0.58447i,-0.2364-0.49383i,-0.22572-0.24588i,-0.10817-0.15433i,-0.040403-0.15597i,-0.022474-0.096794i,0.0061734-0.052354i,0.012298-0.051456i,-0.0073792-0.040166i,-0.027799-0.027646i,-0.044001-0.036162i,-0.05581-0.062865i,-0.06052-0.086285i,-0.054002-0.084556i,-0.042009-0.059483i,-0.031947-0.026704i,-0.020983+0.0059333i,-0.0092239+0.030008i,-0.0034681+0.026645i,-0.012304+0.0078513i,-0.021895+0.009244i,-0.014288+0.021116i
0.31335+0.10342i,0.55077+0.17074i,0.59532+0.13425i,0.41494+0.084553i,0.21291+0.13877i,0.11121+0.17101i,0.059344+0.10527i,0.017477+0.053445i,0.0017264+0.037028i,0.015593+0.015271i,0.046616-0.010582i,0.073092-0.026948i,0.084034-0.020065i,0.085918+0.0066309i,0.080582+0.028826i,0.072046+0.026687i,0.063112+0.0005895i,0.042731-0.032066i,0.013144-0.045529i,-0.0016884-0.030488i,0.0059031-0.013378i,0.01278-0.015135i,0.0070239-0.017926i
-0.33526+0.18061i,-0.52654+0.34492i,-0.47842+0.37833i,-0.26248+0.20338i,-0.11697-0.023766i,-0.063724-0.11656i,-0.041773-0.09027i,-0.028277-0.045867i,-0.0075036-0.02155i,-0.0051417+0.0011347i,-0.020664+0.039463i,-0.023962+0.062031i,-0.01891+0.051875i,-0.023518+0.02279i,-0.040166-0.0060236i,-0.052156-0.012455i,-0.047726+0.0092285i,-0.028842+0.03953i,-0.0024698+0.049664i,0.012023+0.038362i,0.011304+0.030641i,0.0092521+0.028978i,0.0083244+0.019253i
-0.031643-0.32036i,-0.0319-0.52806i,-0.039409-0.49976i,-0.03584-0.25708i,-0.020301-0.06083i,-0.03109+0.0098905i,-0.02462+0.029328i,0.0043269+0.013185i,0.0037572-0.0052448i,0.00095724-0.015651i,0.0011054-0.045307i,-0.020323-0.062026i,-0.048152-0.049072i,-0.060157-0.028139i,-0.044767-0.0066466i,-0.0184+0.0039392i,-0.009335-0.004604i,-0.015573-0.01925i,-0.023844-0.02267i,-0.029066-0.018116i,-0.02857-0.017061i,-0.020538-0.013219i,-0.0085364-0.0035781i
0.27311+0.21683i,0.47534+0.27891i,0.47394+0.13987i,0.26005-0.048983i,0.08781-0.069516i,0.05098-0.030892i,0.021443-0.03159i,-0.015954-0.0029172i,-0.01192+0.026297i,0.00073118+0.018375i,0.0074782+0.008342i,0.019748-0.00011762i,0.037514-0.011495i,0.054053-0.018877i,0.050906-0.021369i,0.030978-0.019984i,0.016005-0.01483i,0.0091592-0.0079142i,0.0083492-0.00044062i,0.015084+0.004556i,0.020808+0.002531i,0.013759-0.0050588i,0.0010747-0.009003i
-0.24993+0.15066i,-0.43388+0.27435i,-0.41601+0.37426i,-0.21601+0.33763i,-0.10019+0.16347i,-0.095396+0.053351i,-0.055685+0.046411i,-0.0012904+0.017719i,0.010912-0.015095i,0.0088325-0.0034762i,0.0093694+0.022547i,0.0087831+0.043696i,0.0011943+0.057658i,-0.017908+0.064421i,-0.0323+0.062021i,-0.027666+0.05393i,-0.0067283+0.043897i,0.018642+0.025103i,0.028423-0.001887i,0.016498-0.016674i,-0.00013042-0.011372i,-0.0053322-0.0025744i,-0.0034605-0.00091369i
0.07545-0.31771i,0.072599-0.57451i,-0.01354-0.64864i,-0.088949-0.45166i,-0.041944-0.16885i,0.048844-0.014052i,0.064178+0.0036759i,0.028183+0.0067974i,0.010151+0.023281i,0.0018956+0.010304i,-0.023099-0.017263i,-0.041747-0.028422i,-0.036894-0.029193i,-0.013119-0.032142i,0.018715-0.040851i,0.033918-0.047845i,0.01832-0.038242i,-0.010226-0.009845i,-0.023774+0.021616i,-0.017026+0.030541i,-0.0097925+0.018577i,-0.009834+0.010147i,-0.0054692+0.011185i
0.20889+0.17805i,0.35562+0.37399i,0.39396+0.45936i,0.28481+0.35594i,0.12528+0.18054i,0.012218+0.048929i,-0.029849+0.0095692i,-0.015039+0.011448i,0.0022898-0.0038592i,0.0041445-0.0068544i,0.023024+0.0084948i,0.04252+0.0042943i,0.039789-0.014694i,0.022375-0.022918i,-0.0025081-0.0081246i,-0.020236+0.014012i,-0.016478+0.01436i,0.0016631-0.014419i,0.014497-0.048669i,0.016308-0.052065i,0.017347-0.031878i,0.014533-0.01839i,0.0016188-0.013348i
-0.28632+0.022665i,-0.47077+0.043824i,-0.4547+0.026449i,-0.23746-0.028001i,-0.042827-0.044959i,0.041237-0.0018373i,0.068278+0.011183i,0.044045-0.021232i,0.0095939-0.026708i,0.0058334-0.018816i,0.0025772-0.019745i,-0.0019058-0.0074901i,0.003602+0.012596i,0.0090876+0.020486i,0.012264+0.010688i,0.014254-0.0068578i,0.010564-0.010634i,0.0014009+0.012073i,-0.0057652+0.043759i,-0.0090618+0.051608i,-0.011093+0.03742i,-0.0054332+0.024554i,0.0057824+0.01717i
0.075936-0.21939i,0.15262-0.37454i,0.12549-0.36927i,-0.0025798-0.19176i,-0.074937-0.057554i,-0.081045-0.055435i,-0.090067-0.055094i,-0.068496-0.0034357i,-0.027442+0.021328i,-0.016497+0.019719i,-0.0196+0.025967i,-0.027725+0.024165i,-0.042718+0.0098526i,-0.049329-0.0073693i,-0.043429-0.015677i,-0.032182-0.0099722i,-0.021037-0.0020506i,-0.011326-0.0060535i,-0.0024697-0.021949i,0.0041848-0.03073i,0.0081617-0.024351i,0.0076593-0.015872i,0.0032539-0.012772i
0.1176+0.21312i,0.24133+0.3611i,0.34887+0.35136i,0.35682+0.15342i,0.23523-0.0067961i,0.10335-0.0033946i,0.056845+0.02859i,0.036486+0.00311i,0.0053748-0.013105i,0.0021632-0.007953i,0.01766-0.024107i,0.026519-0.043359i,0.030894-0.041617i,0.029882-0.020104i,0.02439+0.0074818i,0.018858+0.021848i,0.01174+0.017847i,-0.0016012+0.008581i,-0.016255+0.011775i,-0.022574+0.02052i,-0.023175+0.018839i,-0.021916+0.013983i,-0.016768+0.013845i
-0.21586+0.011075i,-0.42505-0.033816i,-0.55516-0.069919i,-0.5082-0.039622i,-0.32537+0.0014534i,-0.13761-0.025542i,-0.049527-0.057555i,-0.028103-0.030826i,-0.0029995+0.0024474i,0.0090626+0.0058919i,-0.0044135+0.014083i,-0.010179+0.031925i,-0.0032529+0.036714i,0.00046522+0.0244i,-0.0022168+0.0031274i,-0.0058662-0.014312i,0.00061847-0.017719i,0.023575-0.011422i,0.045696-0.0095826i,0.045778-0.013192i,0.031239-0.011786i,0.020099-0.010677i,0.014313-0.014729i
0.14373-0.14622i,0.297-0.23278i,0.40493-0.2075i,0.37459-0.079837i,0.23068+0.032703i,0.068781+0.089885i,-0.0027035+0.1117i,0.011858+0.086018i,0.019879+0.041809i,0.014105+0.023189i,0.0173+0.011859i,0.0080609+0.00057456i,-0.010529+0.0027031i,-0.018011+0.010061i,-0.008515+0.016878i,0.0069599+0.022481i,0.0052246+0.022249i,-0.021022+0.017126i,-0.049235+0.013316i,-0.050864+0.011239i,-0.034163+0.006705i,-0.023586+0.0051673i,-0.01939+0.0093313i
