-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
-0.00048541+0.001971i,-0.00058773+0.0012996i,-4.3924e-05+0.00092872i,8.961e-05-0.00085529i,-0.00011585-0.0023959i,-0.00036938-0.0021765i,-0.0007449-0.0016846i,-0.00064084-0.0002148i,-0.00067777+0.0012752i,-0.00023291+0.0013381i,0.00059455+0.00136i,0.00071673+0.0021273i,0.001027+0.0013661i,0.001937+0.00024953i,0.0020566+0.00023339i,0.0014471-4.8111e-05i,0.00092915-0.00024448i,0.00050721-0.00088463i,0.00071134-0.00087423i,0.00013648-0.00037132i,-0.00052685-0.00032152i,-0.00010247-4.2274e-05i,0.00031554+0.00023427i
-0.00037474-0.00079481i,0.00037158-0.0010131i,0.00089825-0.0019059i,0.00029533-0.0026457i,-0.00054574-0.0029756i,-0.00086441-0.0031265i,-0.00078883-0.0027958i,-0.0004805-0.0013277i,-0.00026054-0.00022314i,-0.00016504+0.00071611i,-0.00034889+0.0012438i,-0.00049939+0.0012951i,-0.00080253+0.0012828i,-0.00050078+0.00049579i,0.00051004-0.00045608i,0.00055311-0.00020659i,-5.7779e-05+0.00026133i,-6.9235e-05-0.00047035i,0.00021106-0.00067753i,9.9639e-05-0.00037426i,0.00034273+2.2111e-05i,0.00080374+0.00045872i,0.00040818+0.00037016i
0.00071705+0.00019524i,0.001031+0.0008168i,0.0025922+0.00084048i,0.0023998-0.00063264i,0.00069316-0.0018492i,-0.00043157-0.0020137i,-0.00074055-0.0018761i,-0.00037966-0.00078267i,-0.00010044+0.00036492i,0.00022112+0.00067055i,4.9587e-05+0.00036929i,-0.00058464-0.00066563i,-0.000862-0.00050527i,-0.00087699+0.0006466i,-0.0012687+0.00048037i,-0.0012166+1.0242e-05i,-0.00057096-0.00025138i,-0.00039631-0.00048707i,-0.00078128-0.00012423i,-0.00050737+0.00045547i,-8.4316e-05+0.00031357i,-0.00030501+0.00050626i,-0.00072839+0.00072219i
-0.0016733+0.00022433i,-0.00096534+0.0003426i,-0.0012118+0.00132i,-0.00072589+0.0017586i,0.00036929-0.00018386i,0.00032473-0.0010505i,-0.00055469-0.00070188i,-0.0013116-0.00059665i,-0.0015876+0.00031274i,-0.0010608+0.0011887i,-0.00038703+0.001015i,-0.00021078+0.0009306i,-0.0003065+0.0011914i,-0.00048426+0.00054482i,-0.00029772-0.00023767i,-8.9252e-05-5.8166e-06i,-0.00043987+0.00035094i,-0.00092919+0.00017482i,-0.0010552-9.2872e-05i,-0.00076927-0.00014881i,-4.1732e-05-1.4287e-05i,0.00018057-0.00043955i,-0.0002293+0.00020458i
-0.0013625-0.00073184i,-0.0014437-0.00073238i,-0.00019883-0.0012557i,0.0005698-0.0019204i,0.00027515-0.001763i,0.00026395-0.0018741i,-0.00053894-0.0017982i,-0.001421-0.0011287i,-0.0013362+5.8282e-05i,-0.00073181+0.0007171i,-4.8488e-06+0.00060987i,0.00083192+0.00039443i,0.00077649+0.00011397i,0.00014623-0.0010061i,1.3454e-05-0.0012635i,0.00018463-0.00082635i,0.00087701-0.00066026i,0.00061081-0.00068541i,-0.0002654-0.00052988i,-0.00022184-6.7835e-05i,-0.00041397-0.00028448i,-0.00073133-5.2355e-05i,-0.00054407+0.00043531i
9.8302e-05+0.00043415i,0.00066281+0.001117i,0.00050853-0.00045137i,0.00070948-0.0019501i,0.00021355-0.0023887i,-0.00058992-0.0022068i,-0.00024215-0.0015216i,-0.00056956-0.00072947i,-0.00074033-0.0004223i,0.00049245-5.249e-06i,0.0010271+0.00046283i,-5.1032e-06+0.0010255i,-0.00065764+0.0016062i,-5.4908e-05+0.0010924i,0.00043812+0.00031365i,-0.00015272+0.00012568i,1.3249e-05+0.00050731i,0.00064077+0.00016276i,0.0003325-0.00027488i,7.4726e-05-2.7849e-05i,-0.00016503+7.3881e-05i,-3.843e-05+0.00032685i,0.00094597+0.00015306i
0.0003114+0.0011431i,0.00028161-0.00054697i,-0.00024484-0.0010927i,-0.00029238-0.00098794i,-0.00030888-0.0024275i,-0.00011617-0.0026486i,-0.00017208-0.0014781i,-0.0002842-0.00065903i,-0.00040977-0.00027407i,-0.00026328+0.00061715i,-0.00022803+0.00037102i,-0.0011945-0.00031052i,-0.0011934-0.00060665i,0.00022922-0.00098701i,0.00015203-6.876e-05i,-0.00060103+0.00092093i,-0.00086978+0.0006047i,-0.00090448+0.00044111i,-0.00069331+0.00077867i,-0.00013938+0.00092196i,-0.00045018+0.0010794i,-0.0012812+0.00052449i,-0.0013065-0.00013551i
0.0016532+0.00049514i,0.0010227-0.00098344i,0.002178-0.0020164i,0.0027428-0.0023011i,0.0014252-0.0033514i,0.00042418-0.0029435i,-1.105e-05-0.0013514i,6.4605e-05-0.0010031i,5.0865e-05-0.00038321i,-0.00028915+0.00084689i,0.0005057+0.00062857i,0.001349-0.00022464i,6.1395e-06-0.00074252i,-0.0011187-0.00047567i,-0.00060483+0.00014319i,0.00037652-0.00017246i,0.00027978-0.00071202i,-0.00070483-0.00013966i,-0.0011067+0.00012371i,-0.0011576-2.782e-05i,-0.0004555+0.00064445i,0.00029597+0.00066853i,0.0002044+0.00043942i
-0.0017703+0.0014032i,-0.0012598+0.0012296i,0.0002999+0.0011891i,0.0024615-6.8313e-05i,0.0025992-0.0016513i,0.00093901-0.0026858i,1.34e-05-0.0024051i,-0.00073779-0.00025139i,-0.0012694+0.00056052i,-0.00068879-0.00040995i,-0.00010089-0.00033464i,-0.00056676-0.00011061i,-0.00086713-0.00019077i,-0.00058373+0.00028018i,0.0001994+0.00042052i,0.00049513+0.00027645i,0.00013003-0.00037579i,0.00014068-0.00012872i,-0.00014783+0.0007587i,-0.0006161+0.00086958i,-0.00083625+8.2105e-05i,-0.0003902-0.00032578i,0.00016613+0.0001062i
3.9896e-05+0.00060441i,0.0010485+0.00053619i,0.0020831-0.00036995i,0.0016827-0.0018673i,0.00092836-0.0028895i,-3.5512e-05-0.0026876i,-0.00073425-0.00089496i,-0.00054966+0.00027229i,-0.00022821+0.0012932i,0.00016415+0.0016136i,0.00047333+0.0016148i,0.00060768+0.0012521i,0.00014656+0.00088015i,-0.00055641+0.00055182i,5.5655e-05+0.0002349i,0.00011417+0.00014614i,-0.00018555-3.2366e-05i,-0.00087732-0.00022513i,-0.0012458+6.5035e-05i,-0.00066786+0.0010383i,-3.6241e-05+0.0010357i,0.00031439+0.0005228i,0.00036039+0.00069898i
-0.00017628-0.0020334i,-0.0006852-0.0028758i,-0.0017942-0.0029425i,-0.0015807-0.0021213i,-0.00034624-0.00078388i,0.00031784-0.0003422i,-0.00012187-0.0010616i,-0.00048411-0.0005126i,-0.00017353+0.00103i,0.00071617+0.002125i,0.0014145+0.0020784i,0.0011373+0.0010614i,0.00016048+0.00064151i,-0.00018126+0.00076234i,1.5249e-05+0.00049071i,-0.00014392-2.1336e-05i,0.00033326+0.00021376i,0.00078399+9.9624e-05i,-0.00019454-0.0005333i,-7.0306e-05-0.00044902i,0.00078983+0.00020068i,0.0010419+0.00068972i,0.0004999+0.00065566i
-0.00088983-0.00012641i,-0.00039939+0.00065259i,-0.0007944+0.00075619i,0.0009282-0.00067067i,0.0019952-0.0016495i,0.00083166-0.0020637i,-9.1351e-05-0.0016618i,-0.00096004-0.00056681i,-0.00043731+0.0003787i,0.00053205+0.0010309i,0.0010751+0.0011519i,0.00057322+0.001084i,-0.00016239+0.00046366i,3.5701e-06+0.00032212i,0.00030321+0.00028123i,0.0004969+4.5633e-05i,-0.00011394+0.00011676i,-8.1958e-05-0.00056931i,-0.00012677-0.00089508i,-0.00043251-7.8712e-05i,-6.8378e-05+0.00057665i,5.0659e-05+0.00052653i,-0.00012129+0.0001643i
-0.0010814+0.0014258i,-0.00036516+0.0015222i,0.00044666+0.0010025i,0.0008346-0.00081553i,0.00057067-0.0022218i,0.00089916-0.002759i,0.0007019-0.0017704i,-0.00033952-7.5931e-05i,-0.00073728+0.0011245i,-3.1975e-05+0.0010935i,0.00063069+0.00051853i,0.00049571+0.00037167i,0.0005792-0.00010186i,0.00050633-0.00050059i,0.00017329-8.4072e-05i,0.00016726+0.00026168i,0.00047841+0.00022422i,8.6567e-05+0.0004212i,-0.00050339+0.0002367i,-0.00011258-0.00019859i,0.00063142+5.4425e-05i,0.00088881-0.00010764i,0.00060176-0.00066623i
-0.0010881-0.00024197i,-0.0012148-0.0019631i,-0.00062048-0.0014421i,0.00016473-0.00061834i,0.00061087-0.0013907i,0.00057019-0.0019913i,-0.00031835-0.0016873i,-0.0010442-0.0010772i,-0.00069836-5.2952e-05i,0.00083763+0.00045226i,0.0016216+0.0005357i,0.00088226+0.00064722i,0.00045705+0.00023828i,0.00013592-4.5234e-05i,-2.436e-05+0.00057316i,-5.7029e-05+0.00034632i,-0.00025913-0.00020353i,-0.00047201-0.00034185i,2.9667e-05-0.00054125i,-4.6147e-05+1.5642e-05i,-0.00031993+0.00082278i,-0.00040133+0.00043845i,0.00013775-0.0005499i
0.00077405-0.0012385i,0.00075002-0.001637i,0.00039293-0.0021825i,1.2565e-05-0.0031995i,-0.00076234-0.0036789i,-0.0015359-0.0031219i,-0.0011225-0.0022679i,-0.00094143-0.00079252i,-0.0010262+0.0002453i,-0.001252+3.095e-05i,-0.0010087+9.1394e-05i,-0.00042798+0.0010902i,-0.0002954+0.00099727i,-0.00048284-0.00019884i,4.4433e-05-3.8447e-05i,0.00058741-0.00016003i,0.00056469-0.0003719i,-0.00029238-0.00019923i,-0.0012527-0.00014933i,-0.0011885+3.126e-05i,-1.0398e-05+9.0412e-05i,0.00057165-5.5095e-05i,0.00059218+0.00014539i
0.00086643-0.0028341i,-0.00043779-0.0029935i,-0.0020573-0.0034055i,-0.0022215-0.0025353i,-0.00083242-0.0019672i,-0.0003418-0.0018446i,-0.00042621-0.00095434i,-0.0006053+0.00015013i,-0.00050644+0.00088778i,-0.00044609+0.00070162i,-0.00042819-0.00010409i,-0.00056545-0.00019197i,-0.00096924+0.00039254i,-0.00033117+0.00038015i,0.0004896+0.00031531i,0.00013975+0.00052993i,-6.4339e-05+0.00069422i,6.6449e-05+0.00083898i,-5.3625e-05-0.00015184i,0.00043296-0.00033884i,0.00025419+0.00091329i,3.1101e-05+0.00087954i,7.9036e-05+0.00026619i
-0.0020196-0.00057459i,-0.0018244+0.0008885i,-0.0013416+0.00058805i,-0.00076964-0.0007712i,-0.0004009-0.0020034i,-0.0004792-0.0025406i,-0.0011737-0.0016273i,-0.0015395-0.00067222i,-0.001321-0.00051917i,-0.00061717+1.501e-05i,0.00020056+0.00036463i,-0.00043962-5.8189e-05i,-7.9283e-05-0.00064144i,0.0008611-0.00031381i,0.00097993+0.00014052i,0.00049567-0.00029077i,-0.00024044-0.00082611i,-0.00041804-0.00039996i,-0.00039774+5.033e-05i,-0.00029298-0.00024768i,0.00031124+9.4198e-05i,0.0010237+0.00044207i,0.0013369+0.00040798i
-0.00035895-0.00073497i,0.00028114-0.00092744i,9.8511e-05-0.00061252i,0.00023019-0.00072815i,0.00095381-0.0015967i,0.00090351-0.0021189i,-6.8598e-05-0.00080148i,-0.0010189-7.9879e-05i,-0.0011342+0.00031595i,-0.00053335+0.00081199i,0.00016288+0.00086701i,0.00057239+0.00064808i,0.00088116+9.415e-06i,-6.2473e-05-0.00032298i,-0.00090112-0.00052672i,-4.0234e-05-0.00074297i,0.00063221-0.00075146i,-0.00015839-0.00081846i,-0.00018988-0.00052226i,0.00035454-7.2645e-05i,0.00029343+5.6533e-05i,0.00050212+0.00015739i,0.00011434+0.00051185i
0.00055048+0.0019613i,0.0012283+0.0022151i,0.0017992+0.0011092i,0.0021936-0.000884i,0.0014773-0.0024873i,5.6912e-05-0.0026365i,-0.00065558-0.0016688i,-0.0010673-0.0011564i,-0.00062779-0.00077094i,-3.0913e-05+0.00016477i,0.00047134+0.00042577i,0.0011956+0.00068725i,0.0011578+0.0012064i,0.00091155+0.00079141i,0.0010079+0.00032179i,0.0015505+0.00033608i,0.00087179+0.00032552i,0.00023468-0.000242i,-0.00057701-0.00065307i,-0.00085296-0.00075393i,0.00032804-0.00074052i,0.0007944-0.00070165i,0.00084364-0.00067988i
-0.00057278+0.00045159i,-0.00062735+9.9114e-05i,0.00044955-0.00029422i,0.0017421-0.00076257i,0.0017866-0.001596i,0.0011983-0.002079i,0.0004894-0.001255i,0.00012836-0.00041271i,-0.00020927+0.00034983i,-0.00084188+0.00041268i,-0.00093408+0.00041803i,-0.00061592+0.00076085i,-0.00050387-0.00011202i,-0.00067761-0.00055634i,-0.00039131+0.00051691i,-0.00012877+0.0010747i,-4.0082e-05+0.00073009i,-0.000118-0.00021714i,-0.00083398-0.00080141i,-0.0010542-0.00024436i,-0.00045577+0.00044648i,0.00052714-0.0007255i,0.0010202-0.0013594i
-0.001596+0.00021698i,7.3604e-05+7.1681e-05i,0.001737-6.0344e-05i,0.0022405-0.0015508i,0.002428-0.0023651i,0.0016732-0.002243i,0.00022489-0.0018115i,-0.00033939-0.0012422i,6.1473e-06-0.00040933i,0.0005202+0.00029248i,0.00021725+0.00016616i,-0.00033164-0.0002556i,-0.00083061-0.00088772i,-0.0012623-0.00086748i,-0.00091443-0.0001281i,-0.00060363-0.0004066i,-0.00068555-0.00050525i,-0.00086941+0.00022101i,-0.00024988-0.00010126i,0.00038464-0.00017037i,-0.00010665+0.0003242i,-0.0002782+0.00030616i,0.00051691+6.2195e-05i
-0.0019742+0.00076268i,-9.5536e-05+0.00015646i,0.00053325+0.00036593i,0.00021497-0.00039725i,0.00014548-0.0012285i,0.00035731-0.0015805i,-0.00034084-0.0014417i,-0.0011341-0.00094798i,-0.00083749+0.00014539i,-0.00045251+0.00067018i,0.00065186+0.00038006i,0.0015002-0.00050748i,0.00077796-0.0011037i,-0.00065073-0.00070109i,-0.00055432-0.00013506i,3.8116e-05+7.9351e-05i,-0.00015294+1.9821e-05i,-0.00053824-0.00049971i,-0.00045188-0.00099774i,1.2588e-05-0.00057623i,-0.00030854+1.2097e-05i,-4.1378e-05+0.00026561i,0.00020441+0.00068061i
0.00065354-0.001273i,0.00080501-0.0013543i,0.0002147-0.0016929i,-0.00014325-0.0014565i,0.00058382-0.0014566i,0.00054546-0.0013346i,-0.00026301-0.0011186i,-0.0011385-6.3659e-05i,-0.0011276+0.0011554i,-0.00064113+0.0011532i,-0.00046398+0.00051733i,0.00098454+7.1809e-05i,0.0013433+0.0004998i,0.0002513+0.00067504i,-0.00013464+0.0010251i,-2.2626e-05+0.0011293i,9.5211e-05+3.3147e-05i,-8.3174e-05-0.00075555i,-0.0003075-0.00019418i,-0.00050306+0.00074886i,-0.00033979+0.0011534i,-0.00030453+0.00091911i,-0.00077128-0.00015652i
-0.00035196-0.00095563i,-0.0010422-0.0007299i,-0.00051479-0.0019024i,0.00032255-0.0031799i,0.00018358-0.0034586i,0.00031408-0.0030801i,-2.1557e-05-0.0014517i,-0.00064308+0.00035394i,-0.00074854+0.00068418i,-0.00038373+0.00060101i,0.00024654+0.00074222i,0.00064632+0.00065476i,0.00093134+0.00047449i,0.0010421+0.00029096i,0.00122+0.00028433i,0.0011723+0.00026759i,0.00030604-1.7169e-05i,-0.00016427-0.00035506i,-0.00085294-0.00027891i,-0.0013203+5.5613e-05i,-0.000664+0.00038945i,0.00034228+0.00021071i,0.00061775+0.00018432i
0.00081904-0.00044702i,0.0015702-0.00027814i,0.00081627-0.00014947i,7.6751e-05-0.00074584i,0.0003276-0.0022011i,0.00033184-0.0018118i,5.803e-05-0.0007919i,-5.3798e-05+0.00012066i,0.0001451+0.0010589i,0.00064005+0.00052396i,0.00076145-0.00030269i,0.00048523-0.00038981i,-0.00033557+9.2693e-05i,-0.00094083-7.8817e-05i,-0.00040465-0.00012107i,-0.00015101+0.00041393i,-1.1967e-07+0.00066025i,-0.00028278+0.00069929i,-0.0013229+0.00060214i,-0.00080945+0.00061469i,-0.00013536+0.00024647i,0.00011035+2.8279e-05i,0.00019166+0.00074185i
-0.0011718-0.00023793i,-0.00045681-0.00020216i,0.00082635-5.9565e-05i,0.00042937-0.001262i,6.5361e-05-0.0031103i,3.5306e-05-0.0022818i,-0.00062553-0.00068823i,-0.0010715-7.8584e-05i,-0.0011845+0.00074973i,-0.00036465+0.0011766i,0.00025437+6.2861e-05i,0.00030291-0.00041658i,-0.00039905-0.00040771i,-0.0010844-0.0013938i,-0.00067982-0.00134i,-7.2924e-05-0.00022342i,-9.3187e-06+0.00056437i,-0.0002332+0.00067162i,-0.00029017+0.00055866i,-0.00065328+0.00024224i,-0.00069674+0.00022983i,0.00048358+0.00024313i,0.00086214+0.00034036i
-0.00039054-0.0012248i,-0.00035045-0.00065293i,-0.00080436-0.0012784i,-0.00074867-0.0027666i,-0.00068459-0.0035491i,-0.0003467-0.0024509i,5.0044e-05-0.0012817i,-9.5335e-06-0.0013013i,-0.00040531-0.0004838i,-0.00014343+0.00073511i,0.00084698+0.00084944i,0.00073331+0.00075143i,-0.00011989+0.00095882i,0.00014495-0.00018325i,0.00059707-0.0010004i,-3.1437e-05-0.00082037i,-0.00053666-0.0011327i,-0.00033276-0.001018i,-0.00056689-0.00016588i,-0.00079984+0.00018235i,-0.0006327+0.00029359i,-0.000634-0.00012309i,-0.00020689-0.00022217i
0.0017552+0.00047792i,0.0026044-0.00045796i,0.003517-0.0016478i,0.0025183-0.0033051i,0.00098633-0.0057308i,-0.00071417-0.0054993i,-0.0011895-0.0032141i,-0.00038311-0.0013462i,-4.7041e-05+3.5153e-05i,-5.8043e-05+0.0010655i,0.00030673+0.0013033i,-0.00020216+0.0013119i,-4.3873e-05+0.0010634i,0.0011992+0.001118i,0.001515+0.0013906i,0.0011345+0.00071804i,0.00061473+0.00019584i,0.00019769+0.00067522i,-0.00033274+0.00045791i,-0.00048458+8.5523e-05i,-0.00046009+0.00038063i,-0.0005532+0.0010972i,-0.00074862+0.0011233i
-0.0013471+0.0012661i,-0.00048537+0.0013237i,0.00013895+0.0015393i,0.00095394+0.0014513i,0.0013735-0.00016625i,0.00097728-0.0018151i,-0.00043437-0.0014527i,-0.0019385-0.00073607i,-0.0016805+0.00033532i,-0.00020966+0.0019861i,0.00016641+0.0024226i,-0.00048867+0.0012156i,-0.00092002-0.00023684i,-0.00073289-0.0002692i,-0.0004285+0.00043488i,-4.0244e-05+0.0010548i,0.00037449+0.00085073i,0.00012674+0.00040192i,8.167e-05-0.00027713i,0.00011233-0.0011115i,0.00023988-0.0009237i,0.0005718-5.5831e-05i,0.00090321-4.9268e-05i
0.0013608+0.00032135i,0.00037702+5.8359e-05i,0.0002801-0.00056922i,-3.2679e-05-0.0016386i,-0.00052636-0.002428i,-0.0016256-0.0016259i,-0.0016076-0.0005368i,-0.00039178+0.00019417i,0.00011147+0.00073264i,0.00019369+0.00070407i,-5.3887e-05+0.00054911i,-0.00017008+0.00020701i,0.00023652-0.00057413i,0.00029701-0.00033003i,-0.00041141+0.00043123i,-0.00043258+2.3458e-05i,-4.8113e-05-0.00077731i,-0.00054559-0.00064942i,-0.00041925-0.00026344i,-3.6708e-05+0.00049051i,-0.00030969+0.00066323i,-0.00017094+3.9218e-05i,-0.00045868-0.00036033i
0.0014949-0.00064426i,0.0011556-0.0020262i,0.0017011-0.0024765i,0.0021663-0.0030068i,0.0016867-0.0037485i,0.00077752-0.0031734i,-0.00048202-0.0016273i,-0.0011037-0.00046464i,-0.0013976+0.00012067i,-0.00041069+0.00043782i,0.00042527+0.00078619i,0.00053264+8.3352e-05i,0.00068874-0.00085677i,0.00064367-0.0014098i,0.00049581-0.0015061i,-1.2594e-06-0.0010956i,7.9499e-05-0.001268i,0.00060193-0.00083798i,0.00046594-0.00014592i,0.00021965+0.00037764i,-0.0001708+0.00091845i,-0.00055796+0.00032944i,-0.00061127+0.00020563i
-0.00024725-0.0015628i,-0.0017705-0.0022711i,-0.0021572-0.0031655i,-0.0017295-0.003607i,-0.00039018-0.0032043i,1.9925e-05-0.0019322i,-0.00048187-0.00076335i,-9.7627e-05-0.00026077i,-5.0199e-05+0.00056212i,-0.00012935+0.0015049i,0.0010476+0.0018218i,0.0014718+0.0013364i,0.00083154+0.00089153i,0.00019938+0.00070525i,0.00056719+0.00040065i,0.0013521+6.9652e-05i,0.00061267-8.4597e-05i,-0.0003206+9.0597e-06i,2.0178e-05+0.00036947i,-0.00033567+7.1303e-05i,0.00012136-0.0006175i,0.00071201-0.00025548i,0.0004315+5.1776e-05i
-0.0011224+0.0010692i,-0.0011426+0.0024696i,-0.00066864+0.0019088i,0.0014356+0.00037996i,0.0021957-0.00084215i,0.0010192-0.0015399i,0.0012707-0.0011625i,0.0010668-0.00055377i,0.00031131+0.00058785i,0.00031773+0.0015833i,-4.7956e-05+0.0011004i,-0.00059064+1.8772e-05i,-0.00074625-0.000727i,-0.00082638-0.00055412i,-0.00024141+0.00027838i,0.00038989+4.2676e-06i,0.00040322-0.00069502i,0.00037495-0.0003114i,0.00015755+0.00085969i,-0.0003634+0.00093592i,-0.00060018+0.00056613i,-0.00030486+0.00039391i,-0.00023082-0.00011842i
-0.000396+0.00077893i,0.00017513+0.0001095i,0.001247+0.00061491i,0.00078304-0.00011787i,0.00096959-0.0014144i,0.00066219-0.001847i,-0.00062884-0.0011434i,-0.0011194+5.3342e-05i,-0.0012527+0.001387i,-0.00037857+0.0016279i,-0.00026694+0.00013726i,-0.0010188-0.00041321i,-0.0010847-0.00073262i,-0.0011081-0.0013914i,-0.0010943-0.00051014i,-0.0010631+0.00050624i,-0.0005423+0.00035154i,0.00056835+0.00043242i,0.00046986+0.00047699i,-0.00024519-3.0961e-05i,-0.00065821-0.00022843i,-0.00093252-0.00012783i,-0.00050344+0.00031677i
0.0016522-0.00040691i,0.0018213-0.00049432i,0.0022618-0.0017492i,0.0020552-0.0029485i,0.00058454-0.0038424i,-0.00017566-0.0028219i,-0.00014835-0.00080261i,6.0824e-05-0.00018385i,-1.4014e-05+5.6307e-05i,-6.5367e-05+0.00055223i,0.00054014+4.4975e-05i,0.00060072-0.00059492i,0.00033836-0.00053787i,0.00045434+0.00013525i,0.00012854+0.0013122i,4.922e-05+0.00089678i,0.00029978-0.00056926i,-0.00045008-0.00084297i,-0.0010018-0.00096255i,-0.00059868-0.00072061i,-0.00012645+0.00021486i,-0.00046644+0.00074263i,-0.00030547-9.5205e-06i
-0.00058668+0.00081125i,-0.00034211-2.2587e-05i,-0.00035908-0.00073326i,0.00080146-0.00055604i,0.0026236-0.00097992i,0.0019231-0.0010217i,-0.00076345-0.00058674i,-0.0016467-0.00022876i,-0.00079058+0.00066009i,0.00024673+0.001298i,0.0006074+0.0013635i,0.00018356+0.00089977i,0.00021177+0.00045241i,0.00028848+0.00075185i,-0.00058396+0.0005667i,-0.00096232+0.00023269i,-0.00084695-0.00014925i,-0.00094753-0.00080937i,-0.00078731-0.00010627i,-0.00041843+0.00065274i,0.00033415+0.00013536i,0.00051688-0.00049043i,0.00029099-0.00034922i
-0.00039974+6.0221e-05i,-0.00079164+0.00060761i,0.00011134+0.0003507i,0.00052549+6.2054e-05i,0.00019462-0.00082489i,-0.0003114-0.0018603i,-0.00031017-0.0016023i,0.00059417-0.00023626i,0.0008685+0.00063245i,0.00055096+0.00048646i,0.00026148+0.00091683i,0.00017744+0.0019031i,4.8005e-05+0.0014924i,2.595e-05+0.00065362i,8.1936e-05+0.00042015i,0.00032657+0.00039042i,0.00040798-0.00027485i,0.00020561-0.00073415i,0.00082881-0.00016501i,0.0013496+0.00070438i,0.00070546+0.00075457i,0.00014355+4.8822e-05i,-0.00043093-0.00063439i
-0.00017233-0.0013288i,-0.00018296-0.00089189i,-0.00029113+0.00014492i,-8.8137e-05-0.00037181i,-0.00013989-0.0012971i,0.00033922-0.0014996i,7.6335e-05-0.00098566i,-0.0009514-4.4485e-05i,-0.0015408+0.00069442i,-0.00089217+0.00059955i,-0.00024758+0.00054761i,-0.00058275+9.5359e-05i,-0.00058726-0.00035137i,-0.00040719-0.00047712i,-0.00096063-0.00050715i,-0.00099744-0.00044358i,-0.00069496-0.00039043i,-0.00066081-0.00047862i,-0.0014146-0.00011439i,-0.0012332-0.00012i,-0.00021221-0.00014064i,-0.00024206+0.00035745i,0.00064659+0.00027485i
0.0020779+0.00047327i,0.0023794-0.0004011i,0.0026168-0.0020142i,0.0016524-0.0028935i,0.00097509-0.0036615i,0.0007877-0.0041764i,0.00010933-0.0019787i,-0.001004-0.00041789i,-0.0012116-1.0543e-05i,-0.00055208+0.00038487i,4.3174e-05-0.00010116i,0.00064279-0.00057036i,0.00022003-0.00063962i,-0.00030948-9.168e-05i,-0.00025138+0.00062654i,-0.00045643+0.00071764i,-0.00025635+0.00084111i,-0.00034898+0.00086502i,-0.00092959+0.00040356i,-0.0012697+0.0006667i,-0.0014431+0.0013249i,-0.0010525+0.00098756i,3.6328e-05-0.00019947i
0.00093659-0.0014493i,4.5298e-05-0.0010129i,0.00072986-0.0015145i,0.00046033-0.0018495i,-0.00076911-0.0023692i,-0.0016124-0.0019541i,-0.0020053-0.00090006i,-0.0016247-0.00075157i,-0.0010764-0.00033714i,-0.00057221+0.00039399i,-0.00011794+0.00013095i,0.00034092-0.00071987i,0.00040833-0.00087446i,0.00022962-0.00043721i,0.00046683+0.00032525i,0.00016615+0.00056677i,-0.00064068+0.00042089i,-0.00080751+0.00067465i,-0.00071219+0.00018089i,-0.00026247+0.00034198i,-0.00010795+0.0014542i,-0.00014938+0.00078115i,6.7013e-05+6.1865e-05i
-0.0012469+4.9768e-05i,-0.001016+0.00039823i,0.00051563+0.0007911i,0.0017855-0.00024254i,0.0020262-0.0022297i,0.0012664-0.0031744i,7.5763e-06-0.0025441i,-0.00050731-0.00018541i,-0.00049381+0.0022742i,0.00012943+0.003259i,0.0006838+0.0029056i,0.00034703+0.0015209i,-0.00033016+0.00091084i,-0.00069502+0.00036952i,-0.0010196-0.00015339i,-0.0005904-0.00013649i,-0.00028003-0.00098128i,-0.00064218-0.0012392i,-0.00022961-0.00015841i,-1.8678e-06+0.00071373i,-0.00068392+0.00051935i,-0.00056445+0.00048495i,-0.00032369-4.4738e-05i
-0.00070265-0.0021119i,0.00028465-0.0027246i,0.00012837-0.0022019i,-0.00042298-0.0014649i,-0.0010411-0.0018565i,-0.0012062-0.0014271i,-0.001041-0.00066567i,-0.00014092+0.00012675i,7.9288e-05+0.0002047i,-0.00069248+0.0010306i,-0.00094753+0.001906i,-0.001023+0.0018903i,-0.00073229+0.0011248i,-3.8999e-05+0.00087183i,0.00044108+0.00093218i,0.00098784-8.3765e-06i,0.00073798-0.00064007i,0.00010875-0.00070288i,-0.00029992-0.00037119i,-0.0001513+5.5938e-05i,0.00014097+0.00026845i,-0.00022572+0.00047367i,-0.00020782+0.00032275i
