-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
-0.00098576-0.0015007i,-0.0019788-0.00093082i,-0.0017088-0.00059877i,-0.0029027+0.00014357i,-0.0036989+0.00058855i,-0.0019158+0.0010628i,-0.00030161+0.0012339i,0.00034342+0.00070879i,0.00056219+0.00028147i,7.8125e-05-0.00044732i,4.5884e-05-0.00030001i,0.00046074+9.3922e-05i,0.00038433-0.00036962i,-7.9607e-06-0.00071309i,-5.376e-05-0.00076342i,0.00034326-0.00034949i,0.00044993-0.00042597i,0.0003572-0.0010071i,-0.00038765-0.00091943i,-0.00068262-0.00020461i,0.00054269+0.00038189i,0.00081684+0.0006008i,-0.00020943+0.00033775i
-0.00074254-0.00088893i,-0.00111-0.0014271i,-0.00027719-0.0018152i,-0.00040992-0.0015027i,-0.0011946-0.00048272i,-0.0010823+0.00053634i,-2.1238e-05+0.00084582i,0.00063079+0.00051125i,0.00063324-0.0002549i,0.00051635-0.00055269i,0.00045615+0.00062691i,0.00013676+0.0011391i,0.00036317+0.00030135i,0.0009296-0.00024817i,-0.00010371-0.00034895i,-0.00083539+0.00021245i,-0.00016671+0.00077219i,0.00012692+0.00084632i,-0.00049356+0.00088618i,-0.00048365+0.00087651i,0.00015452+0.0016537i,0.00057407+0.0010253i,-0.00013162-7.1655e-05i
-0.00068351-0.0017731i,-0.00017849-0.0014147i,-0.0004702-0.00087865i,-0.0016822-0.0008029i,-0.0017131-0.001167i,-0.0005542-0.0006088i,0.0002884+0.00054969i,0.0001643+0.00084959i,-0.00031752+0.00067462i,-0.00021658+0.0011452i,0.00059398+0.0013862i,8.8625e-05+0.00079747i,0.00026906+0.0002879i,0.0006797+7.644e-05i,0.00048399+0.00046715i,0.00035734+9.1196e-05i,-0.00034548-0.00016154i,-0.00086245+0.00031273i,-0.00098693+0.00012234i,-0.0011551+0.00013632i,-0.00088746+0.00018753i,-5.3422e-05+0.00018618i,0.0004147-0.00011623i
0.00067795+0.001025i,0.00087933+0.00055506i,0.00029777-0.0007034i,-0.00099914+0.00061274i,-0.002259+0.0017933i,-0.0013383+0.00061651i,-3.4457e-06-0.00051728i,0.00031984-0.00015189i,-8.0187e-05-6.3992e-05i,-0.00036036-0.00018087i,0.00041185+0.00016596i,0.0013048+0.00024141i,0.0012174+0.00019153i,0.0010712-0.00011822i,0.00062195-0.00034082i,0.00014808-0.00047831i,3.7506e-05-0.00024401i,-9.2519e-06-0.00069416i,-0.00020066-0.0010617i,0.00029548-0.00111i,0.00062577-0.0014083i,0.00058064-0.00069954i,0.00033413+0.00026206i
-0.00099031-0.00014666i,-0.0010655-0.00057933i,-0.0011014+5.0063e-05i,-0.00043077+0.00042318i,-7.5461e-05+0.00065304i,-0.00073882+0.00099931i,-0.00041118+0.00093667i,2.4973e-05+0.00073653i,-0.00026086+0.00051487i,0.0002509+7.5691e-05i,0.00094679-0.00024979i,0.0010533-8.7498e-05i,0.0010201+0.00030513i,0.00054025+0.00035494i,-0.00030391+0.00047078i,-0.00016024+0.00051103i,4.0939e-05+0.00085365i,-0.00014298+0.00062331i,-0.00051621+0.00011082i,0.00016225-0.00010739i,0.00066672+4.0334e-05i,0.00091563+0.00019336i,0.0014113-0.00021024i
0.00087811-0.00069558i,0.0011536-0.00066314i,-0.00027679-0.0012678i,-0.00072932-0.0012986i,-0.00012267-0.0002846i,0.00020597+7.3156e-05i,-0.00039629-0.00020871i,-0.0003266-7.5348e-07i,4.1921e-06+0.00035641i,-0.00077187+0.00066815i,-0.00082945+0.0010454i,0.00039787+0.0005442i,0.00089934-0.00032667i,0.00051433-0.00091948i,-0.00050705-0.0014702i,-0.00079287-0.0014496i,-0.00026025-0.00028935i,0.00022149+0.00024107i,0.00034863-0.00034486i,-0.0001736-0.00090955i,-0.00073057-0.0008883i,-0.00095884-0.0001341i,-0.00046418+0.00032095i
-0.0018061-0.00066798i,-0.0012609+0.00034849i,-0.0016468+0.001063i,-0.00092436+0.0016854i,-0.0010385+0.0017291i,-0.0010455+0.00020077i,-0.0010562-0.00026936i,-0.00079863-0.00010848i,-0.00061448-0.00047322i,-0.0011598-0.0002996i,-0.00059342+0.00020035i,0.00038292-8.5244e-05i,0.00065772-0.00074233i,0.00024411-0.00056011i,0.00048875-0.00018314i,0.00072747-0.00044149i,0.00021744-0.00096863i,0.00030457-0.00063995i,-8.0662e-05-0.00036074i,-0.00069645-0.00024671i,-0.00018257-0.00010412i,0.00014077-0.00022006i,0.00037191+0.00023194i
-0.0008643+0.00070943i,-2.87e-05+0.0017389i,0.00049209+0.0016883i,0.0001925+0.00071677i,0.00021602-4.9993e-05i,0.00012187+0.00025007i,6.1196e-05+0.00072452i,0.0005973+0.0006024i,0.00049307+0.00015727i,-0.00012363-0.00011431i,-0.00034116-0.00016971i,-0.00036345-0.00058929i,-6.7539e-05-0.00083149i,7.7866e-05-0.00053442i,0.00036583-3.5652e-06i,7.6391e-05+0.00028843i,-0.00037076+0.00018386i,-0.00026226+0.00044733i,0.00052057+0.00010162i,0.00054001-0.00051719i,-0.00034684-0.00057899i,-0.00082671-0.00019744i,-0.00043418-0.00046152i
-0.00055959-0.00072413i,-0.00011909-1.9864e-05i,-0.0012102+0.00078281i,-0.00049928+0.00095773i,0.00083265+0.00083876i,0.00096719+0.00024742i,5.7485e-05-0.00016084i,-0.00074723-0.00015279i,-0.00038982+0.00021036i,-0.00034785+0.0011825i,-0.00028625+0.001551i,0.00012645+0.00073449i,0.00033442+4.4619e-05i,5.4305e-05+0.0002184i,-0.0003418+0.00015508i,2.8627e-05-4.8308e-05i,0.00029848+0.00021934i,0.0005179+0.00077575i,9.7891e-05+0.00068834i,0.00023483+6.4465e-05i,0.00023571+0.00031147i,2.7813e-05+0.00017303i,0.00020188-0.00015982i
-0.0018734-0.00039203i,-0.001636-0.0012552i,-0.00054224-0.00079751i,-0.00061992+0.0011343i,-0.00031029+0.0014691i,0.0009049+0.0008724i,-0.00011307+0.00055097i,-0.0012275-0.0001703i,-0.00053681-0.00060682i,-0.00028974-0.00039299i,0.00022566-0.00023941i,0.001326+0.00022479i,0.0013542+0.00027034i,0.0012409-0.00033167i,0.0010665-0.00038268i,0.00051783-0.00036651i,8.586e-06+0.00034312i,0.00027263+0.0005535i,3.6167e-05+0.00052861i,-0.00021147+0.00036407i,0.00014814+0.0002365i,0.00028391+0.00036488i,0.00026072-0.00026544i
0.00049139+0.00019226i,0.00095828-0.0007205i,0.00063449-0.0011086i,9.6941e-05-0.0009053i,-0.0010961+1.4841e-06i,-0.0014228+0.00034253i,-0.00050857+9.1144e-05i,0.0002186+0.00021171i,0.0012894+0.00060787i,0.0012769+0.00096382i,-0.00024168+0.00084561i,-0.0006367+9.2696e-05i,-0.00019968-0.00025143i,-0.00013056-3.4616e-05i,-0.00038824+0.00061725i,-0.00087863+0.00048717i,-0.00048595+0.00055913i,-0.00022444+0.00014605i,-0.00038704-0.00032828i,-0.0002739-0.00020092i,-4.802e-05+1.2247e-05i,0.0001132+3.6243e-05i,0.00030765-0.0003875i
0.00030751-0.0014351i,0.00016465-0.001258i,0.00025372-0.0021551i,-0.00063769-0.0031841i,-0.0019213-0.0017332i,-0.0021377+0.00068646i,-0.0016083+0.0010073i,-0.00088424+0.00029529i,-0.00030903+0.00047213i,5.1687e-06+0.00063816i,0.00026912+0.00081349i,0.00017726+0.00085875i,0.00035112+0.00024953i,0.00031543-0.0001504i,8.1402e-05-0.00062195i,-0.00024155-0.00059112i,0.00011015-0.00029954i,0.00057448-0.00016591i,0.00060054-0.00046775i,0.00028744-0.00088552i,8.523e-05-0.00073456i,0.00020753-0.00014266i,0.00016825+0.00026222i
0.002378-0.001718i,0.001439-0.0011924i,-0.00021925-0.0021226i,-0.0019813-0.0026701i,-0.0025852-0.0019579i,-0.0021027-0.00091996i,-0.0012741+0.00021402i,-0.00039228+0.00054244i,0.00070171-0.00043651i,0.0003556-0.00018784i,-0.00063753+0.00029875i,-0.00058476+0.00018394i,-0.00028937+0.00043867i,-0.00065882+0.00064336i,-0.0010257+0.0007281i,-0.0006684+0.00054431i,-0.00053125-0.0001128i,-0.00095682-0.00043046i,-0.00057681-0.00088027i,-0.00010578-0.0009389i,-0.0007329-2.0191e-05i,-0.0012585+0.00077413i,-0.00065854+0.0010288i
0.00016204-0.0024902i,-0.0001991-0.0022035i,-0.00039255-0.0011735i,-0.0010921-0.0011074i,-0.0023368-0.000648i,-0.0018249+0.00058613i,-0.00075641+0.00048653i,-5.7794e-05-0.00010273i,4.3324e-05+0.00050972i,0.00032131+0.0012356i,0.00018188+0.00068735i,-0.00062968-0.00046596i,-0.00068984+1.0102e-05i,-0.00028722+0.0003657i,-0.00028105+0.00047937i,-0.00069421+0.00058201i,-0.00055396+0.00036824i,-0.00039004+0.00072189i,-0.0006917+0.00057896i,4.8906e-05-0.00043977i,0.00014311-0.0003002i,-0.00046032+0.00023895i,-0.00051567-0.00026567i
0.00094821+0.00032211i,0.00067699-5.4623e-05i,-0.00056066-0.0011459i,-0.0015491-0.0015415i,-0.0019496-0.0013833i,-0.0019993+7.1308e-05i,-0.0016191+0.00082574i,-0.00094624+0.0005415i,-0.00048556+0.00022407i,4.9278e-05-0.00070252i,0.00049348-0.00070268i,0.00083995-0.00051892i,0.0011385-0.00012432i,0.00061239-5.0775e-05i,0.00021202-0.00033056i,-4.6049e-05-2.2562e-05i,0.00016658-0.0004833i,0.0010419-0.00039031i,0.00088343+0.00010375i,-1.7346e-06+0.00023509i,-0.00029603+0.00019294i,0.0002983-0.00041085i,0.00048816-0.00074076i
-0.00019712-0.00041113i,-0.0012115+0.00060443i,-0.0013187+0.0013091i,-0.0007491+0.00095657i,-0.0010759+0.00032211i,-0.00087553+0.00032584i,-0.00039515+0.00032273i,0.00032198+0.00028743i,0.00059728-0.00029191i,0.00019471-0.00032336i,0.00037079+0.00037917i,0.00026203+0.00023181i,-0.00020909-0.00063428i,0.00029653-0.00014334i,0.00075063+0.00044014i,0.00058465-0.00022151i,0.00036334-0.00030103i,0.00042106-4.3963e-05i,0.00042995-0.00021394i,0.00038239-0.00048142i,-5.5132e-06-0.00082882i,-0.00021393-0.00032773i,-7.4102e-05-2.7839e-05i
0.00011888-4.8155e-05i,0.00071276-0.00024506i,0.0017764-0.00091568i,0.0020334-0.0008104i,0.0013323-0.000159i,0.00080393-0.0011669i,0.0005288-0.0011405i,-0.00019946-0.00010045i,-0.00027372+0.00084891i,0.00037366+0.00049413i,-8.0046e-06-0.00047364i,-0.00057234-0.0005082i,-0.0010739-0.00052625i,-0.0011894-0.00094883i,-0.00027989-0.00040605i,0.00016438-4.1479e-05i,0.0002108-2.256e-05i,-5.1716e-05+0.00027281i,0.00020076+0.00041925i,0.00075586+0.00018325i,0.00029237+1.6411e-05i,0.00016755-0.00019264i,0.00037555-5.9428e-05i
0.0016041+0.00021337i,0.0007967+0.0005305i,0.00034991+0.00041749i,-0.00052565+1.3951e-05i,-0.0010867+0.00013187i,-0.0012019+0.00054431i,-0.0011309+0.00067391i,-0.00096486+0.00017002i,-2.2666e-06-0.0002953i,0.00065295-0.00065769i,0.00029874-0.00070321i,-0.00038266-0.0002384i,-0.000998-0.0002128i,-0.00070009+0.00050769i,-0.0002755+0.00077904i,-0.00036987+0.00054452i,-0.00013471+0.00073101i,0.00010306+0.00074396i,0.00022333+0.00066436i,-0.00011344+0.00033646i,-0.00096058-0.00017552i,-0.0011908-0.00021939i,-0.00025241-1.9079e-05i
0.00064983-0.00027005i,0.0009105+3.3952e-05i,0.0012257-0.0001087i,-0.00037634-0.0014291i,-0.0022869-0.0018513i,-0.0016594-0.00069018i,-0.00063416-0.00056249i,-0.00028498-0.00059824i,0.00014631-0.00018024i,0.00026067-5.0218e-05i,0.00016665+0.00016042i,0.00015332+0.00046136i,0.00011395+0.00029414i,0.00072815+2.2497e-05i,0.0011305+2.4082e-05i,0.00022327+0.0001458i,1.021e-05+0.00075756i,-1.2704e-05+0.00014449i,-0.00046445-0.00083534i,2.8074e-05-0.00071295i,-0.00018952-0.00012231i,-0.00071982+0.00045191i,-0.001076-8.2434e-05i
-0.0015416-0.0011382i,-0.0015445-0.00066167i,-0.0020549-0.0010929i,-0.002284-0.00085438i,-0.0019058+0.00010408i,-0.0016581+0.00125i,-0.0015149+0.00091612i,-0.0011182-0.00014698i,-0.000505-0.00034608i,7.7146e-05-0.00061115i,-0.00020526-0.00070019i,-0.0003491+0.00025273i,3.2526e-06+0.0003164i,0.00028449-0.00042454i,-2.2433e-05+6.3189e-05i,-0.00019188+0.00083188i,0.00029756+0.00022643i,0.00057984-0.00030868i,-5.1829e-07+6.0164e-05i,-0.00010329+0.00027881i,0.00029819+2.011e-05i,-3.5748e-05-0.00074367i,0.00052146-0.00041572i
0.0021634-0.00025081i,0.0027304-0.0002353i,0.0027411-0.0010919i,0.0022276-0.0016184i,0.00098927-0.00059873i,-0.00029432-0.00034216i,-0.00081692-0.00049837i,-0.00040378-0.00036688i,0.00077793-1.9492e-05i,0.00052088+0.00048779i,-0.00096264+0.00012233i,-0.00047933-0.00053198i,0.00065423+0.00058396i,0.00043245+0.0013837i,9.411e-05+0.001011i,-0.00026347+0.00051308i,-0.00021626+9.8542e-05i,0.00013159+0.00017566i,-0.00074521+0.00064987i,-0.0010895+0.00067376i,-0.00038567-3.8487e-06i,2.1176e-05-0.00052775i,-0.0001254-0.00067291i
0.00019922-0.00027189i,0.00093426+0.00070989i,0.00031641+6.5101e-05i,-0.0012162+0.00045956i,-0.0023887+0.0017359i,-0.0033843+0.0016388i,-0.0020297+0.0007032i,4.6208e-05+0.00037378i,3.0451e-05+0.00040469i,-0.00017437+0.00088872i,-5.5079e-05+0.00070123i,0.00074702+0.00096801i,0.0010709+0.0012588i,0.00021391+0.00083599i,-0.0002155+0.00096036i,-0.00018025+0.0011402i,-0.00057824+0.00055354i,-7.5906e-05-0.00036997i,0.00013669+6.1838e-05i,-0.00082885+0.00070245i,-0.0012463+0.0001975i,-0.00061055+0.00011396i,9.7332e-05+0.00092444i
0.00076842-0.0014917i,0.00023408+0.00020609i,0.00090796+0.00091116i,0.00041768-0.00013981i,-0.0010032-0.00076578i,-0.0010306+0.00040828i,-0.00048735+0.00079922i,0.00025567+0.00042273i,0.00061874+0.00043096i,0.00027252+1.1728e-05i,-0.00067503-0.00045198i,-0.00081522-0.00040801i,-0.0006633-1.322e-05i,-0.00047149+0.00021577i,-8.0107e-05+0.0007788i,0.00020755+0.0004086i,0.00059547+0.00057371i,0.00054278+0.00085765i,0.00020285+0.00025662i,0.00016025+9.1346e-05i,0.00038973-0.00040368i,0.00058051-0.00095351i,1.4556e-06-0.00071993i
6.3833e-05-0.001446i,0.0013073-0.0015395i,0.00054328-0.0017362i,-0.0010423-0.00061367i,-0.0022656+0.00030325i,-0.001567-0.00028779i,-2.4688e-05-0.0012452i,-0.00027035-0.0013093i,-0.00052337-0.00096014i,-0.00028494-0.00044205i,6.1515e-05+0.00074844i,0.00080263+0.00099382i,0.00082004+0.00014431i,-0.00057732-0.00080062i,-0.0012836-0.0013688i,-0.0010551-0.00079697i,-0.0010956+4.3586e-05i,-0.00095163+0.00070304i,8.4654e-06+0.00065525i,0.0003671-0.00017757i,0.00020154-0.0003235i,-0.000225-0.00016553i,-0.00039758-0.00010758i
0.0010523+0.0028826i,0.0010777+0.0016888i,0.0010806+0.0013755i,0.0006226+0.00099913i,-1.8722e-05+8.0279e-05i,-0.0002224+0.00015672i,-0.00020794+0.000617i,-0.00047711+0.00053721i,-0.00016773+0.000423i,0.0010128-3.2573e-05i,0.0018107-0.00047971i,0.00058851-0.00013763i,-0.00035486+0.00020747i,-2.2408e-05+0.0008531i,9.1759e-05+0.0001354i,2.864e-06+7.3473e-05i,-0.00023624+0.00065513i,-0.00055937+0.00064983i,-0.0011536+0.00052902i,-0.0010969-0.00020554i,-0.00024125-0.00048531i,0.00014761-9.0077e-05i,-0.00032494+0.00020249i
0.00040978+0.00018443i,0.00048219-0.00047437i,0.00040574-0.0012656i,-2.4139e-07-0.0018401i,-0.00051071-0.0010066i,-0.00043818+0.0003057i,-0.00024503-0.00019191i,0.000274-0.00051034i,0.0004896-0.00045164i,-0.00029013-0.00081065i,-0.00088868-0.00035025i,-0.00046392-0.00032066i,0.00076374-0.00060269i,0.00067648-0.00088308i,-0.00031421-0.0010423i,-0.00084462-0.00055241i,-0.00090563+0.00040652i,-0.00048179+0.00078347i,-1.969e-05+0.00026639i,0.00010783-5.935e-05i,0.00080751-0.00042638i,0.00076219+2.214e-05i,5.0353e-05+0.00039808i
-0.0010775-0.00087946i,-0.001442-5.287e-05i,-0.0019724+0.00087798i,-0.0016325+0.00085212i,-0.001317+0.00083831i,-0.0012309+0.0012604i,-0.00024294+0.0001933i,0.00083525-0.00061739i,0.00022742-8.0236e-05i,-0.00032357+0.00039934i,-0.00019905+0.00070666i,9.4348e-05+0.00056417i,0.00044094+0.00011457i,0.00010833-0.00050756i,0.00014044-0.00035663i,-0.0004238-3.0097e-05i,-0.00036265+0.00016503i,0.00031659+0.00011633i,0.00019569-0.00061928i,5.2027e-05-0.00045649i,3.0851e-05-0.00027396i,2.0159e-05+1.8196e-05i,-0.00011373+0.00024639i
-0.00093794+2.1209e-05i,-0.00042865+0.00049127i,-0.0012727+0.00072589i,-0.00088149+0.0009573i,-0.00024783+0.0011346i,0.00026104+0.0004358i,0.00041978+0.00025156i,0.00034038+0.00043797i,0.00031888+0.00075862i,-0.00054296+0.00096747i,-0.00072481+0.00019478i,4.7046e-05+0.00010555i,-0.00023665+0.00056016i,-0.00061928-2.8605e-05i,-0.00043028-0.00017253i,-0.00026099-4.2558e-05i,0.00079334+0.00050647i,0.0017918+0.00075548i,0.0012327+0.00056654i,0.00014712+0.00035569i,1.8881e-05+0.00040961i,0.00019145+0.0002416i,0.00032965+0.00032709i
-0.0006487-0.00023213i,-0.0010019-0.00075871i,-0.00096757-0.00012461i,-0.0015054+0.00026022i,-0.0018868+0.00027622i,-0.0010602+0.00065498i,0.00026226+0.0007994i,0.00030334+0.00095326i,-7.4108e-05+0.00098904i,0.00077356+0.00049471i,0.0011599-0.00012106i,0.00018651-0.00030349i,-0.00089889+0.0001666i,-0.0010887-9.3344e-05i,-0.00066322-0.0009949i,-0.00040218-0.00037806i,-0.00011964+0.00076637i,0.00048629+0.00028789i,0.00018909-0.0005937i,9.0887e-05-0.00098184i,0.00057409-0.00095679i,0.00092241-0.00091429i,0.00056243-0.00030656i
-0.00064442+0.0017293i,0.00011906+0.00087518i,0.00086164+0.00050269i,0.0008765+0.0013486i,0.0001652+0.0021061i,0.00014028+0.0009914i,0.00028626-0.00017752i,-0.0003543-7.8722e-05i,-8.784e-05+0.00033007i,0.00043304+0.00053374i,2.2864e-05+0.00075298i,-0.0008031+0.00078877i,-0.0010053-2.4982e-05i,-0.00063988-0.00031176i,-0.00050934-0.00018576i,-0.00089036+0.00016787i,-0.00026889-3.8475e-05i,0.00077041-0.00010285i,-5.8709e-05-0.00031526i,-0.00093527-0.00063212i,-0.0009816-0.00048922i,-0.0013326+0.0001382i,-0.0018477+0.0005714i
-0.0010574+0.001245i,-0.00043949+0.00057771i,0.00031312+0.00046004i,0.00026457+7.0277e-05i,0.00076516-0.00010425i,0.00077428+7.1778e-05i,-0.0004431+4.5478e-05i,0.00025998-0.00022378i,0.00089452-0.00014452i,0.00056982-0.00039998i,0.00024072-0.00032609i,1.5305e-05-8.6208e-05i,-0.00025744-0.00069097i,-0.00051923-0.00057375i,3.9093e-05-0.00010043i,-0.00011012-0.00037006i,-0.00048739-0.00080604i,0.00013067-0.00073957i,0.0003881-3.7622e-07i,3.2817e-05+0.00017829i,6.687e-05+8.0415e-05i,0.00041678+0.00039545i,0.00034615+0.00033374i
0.00063089-0.00044034i,0.00027149-0.00080515i,0.00039404-0.00055012i,0.00053493-4.9417e-05i,0.00056268-0.00043962i,-0.00026664-0.00073299i,-0.00089765-9.369e-05i,-0.00065104-4.6544e-05i,-5.9128e-05+3.4374e-05i,0.00042774+0.00025661i,0.00062919+0.0002973i,5.6371e-05+0.00013645i,0.00043142-0.00015934i,0.00050323+0.00036014i,-0.00023782+0.00067892i,-0.00033385+0.00042469i,0.00034272+0.00042499i,0.00068701+2.3738e-05i,0.00033703-0.00028526i,0.00034622-0.00053794i,-0.00011579-0.00031656i,-0.0015471-0.00023352i,-0.0017904-0.00032224i
0.0003266-0.00063084i,0.00092221-6.5022e-07i,6.1752e-05+0.00013394i,-0.001538-0.0013133i,-0.0023547-0.0018143i,-0.0011067-0.00090626i,8.1811e-05+9.0146e-05i,0.00012986+0.00051983i,3.6101e-05+0.00030186i,-6.5108e-05+0.00010957i,0.00044204+0.00030484i,0.00067864+0.0004043i,0.00062174+3.9477e-05i,0.00116-0.00041339i,0.0013908-0.00044531i,0.00060231+6.944e-05i,-0.00078148+0.00010915i,-0.00085678-0.00051458i,-0.00038208-0.00033821i,-0.00047666-0.00035129i,-0.00046189-0.00041913i,-0.00032334-0.00040049i,0.00011896-0.00035362i
0.0017521-0.0017971i,0.00024085-0.0025027i,-0.0011294-0.0032009i,-0.0019434-0.002486i,-0.0024992-0.00084809i,-0.0025107+0.00054125i,-0.0025133+0.00026477i,-0.0018711+0.00046061i,-0.0004837+0.00046454i,0.00024362-1.4569e-05i,0.00059396-0.00037486i,0.00094649-0.00033099i,0.00066237+5.8991e-06i,2.3871e-05+0.00049617i,0.00019608+0.00049598i,0.00040392-2.013e-05i,0.00018121+7.9387e-05i,6.5699e-05-0.00015932i,0.00010447+0.00018433i,-0.0003508+0.00023928i,-0.00098077-0.00032652i,-0.00053078-0.00073943i,-0.00025739-0.00084164i
-0.00032489-0.0017404i,0.00090629-0.0010575i,0.0014788-0.0010891i,-0.00010011-0.0014228i,-0.0012641-0.00038382i,-0.00069207-0.00028299i,-0.00047863-0.00044121i,-0.00057638+6.9589e-05i,-0.00010045+0.00043397i,0.00045603+0.00049825i,0.00053521+0.00054106i,0.00041772+0.00046436i,0.00030602+0.00024146i,0.00015409-6.9792e-05i,2.7854e-05+8.0464e-05i,-0.00033352-0.00019218i,-0.00039191-5.8191e-05i,0.00023015+0.00059137i,0.00066396+0.00057751i,0.00037413+0.00034371i,0.00015703+5.2028e-05i,-0.0002619-0.00052413i,-0.00066395-0.00054873i
0.00047762-0.00036995i,0.00088821-0.00085551i,0.00068639-0.001228i,0.00039267-0.00043888i,-0.00083718+0.00079163i,-0.0016086+0.0014041i,-0.00084475+0.0015531i,-0.00041024+0.00055508i,0.00041242-0.0007671i,0.00074283-0.00060674i,0.0004036+0.000191i,-0.00044495+0.00043803i,-5.6741e-05+0.00092319i,0.00059708+0.0011252i,0.00031382+0.00089516i,-0.00022939+0.00032413i,-0.00036213-0.00014184i,-0.00010212-0.00010055i,1.5928e-05+8.044e-05i,1.8309e-05-2.8432e-05i,0.00010337-4.6964e-05i,1.8058e-06+2.5933e-05i,-0.00043974-5.3382e-05i
0.0008326+0.00093157i,0.00019007+0.0010714i,-0.0009762+0.0014157i,-0.00074872+0.00090366i,-0.0010953-0.00030196i,-0.00099306-0.00083628i,-0.00059111-0.00026383i,-0.00061746+0.00027694i,-0.00038445+0.00069742i,-0.00057746+0.00081105i,-0.00026947-0.00025074i,0.00011415-0.0012016i,5.0687e-05-0.0010217i,-0.00031016-0.00049897i,-0.00042044-6.2961e-05i,-0.00022285+0.00047797i,-9.6568e-05+0.00048296i,-0.00025876+1.0724e-05i,-0.00018107-0.00042439i,-0.00015595-0.00091893i,0.00015768-0.00044759i,0.00013703+0.00051112i,-1.7755e-05+0.0002312i
0.0014953-0.0008317i,0.0012822-0.0020397i,0.0018702-0.0025985i,0.0022674-0.0020535i,0.00096158-0.00096535i,-0.00030265+0.00017498i,-0.00052344+0.00073773i,-0.00017785+0.00074531i,0.0004148+0.00051118i,0.0008242-0.00021276i,5.3488e-05-2.5302e-05i,-0.00091231+0.00047648i,-0.00030145+5.9395e-05i,0.00090804-0.00036876i,0.00069931-0.00010382i,-0.00061045+0.00017015i,-0.00046927-0.0009316i,0.00082504-0.00090606i,0.00074643-0.00029673i,-0.00017662-0.00067606i,-0.00013946-0.00061404i,-0.00012725+1.099e-05i,-0.00093716+1.7147e-05i
0.0013496+0.0013752i,0.0011523+0.00087141i,0.0011682+0.0010179i,0.00057776+0.00084845i,-0.00067569+0.00046878i,-0.00040874+0.00023515i,-0.00044891+0.00012639i,-0.00039417+0.00028863i,0.00066304+0.0003514i,0.00073387+0.00066627i,-3.8837e-05+0.00015752i,1.1627e-05-0.00052276i,2.7653e-05+6.1506e-06i,-0.00026747+0.00025895i,-0.00028947+0.00036932i,-5.6525e-07+0.00022285i,0.00028293-4.9831e-05i,-2.0643e-05-0.0001537i,0.00034478-0.00089041i,0.00097209-0.0012237i,0.00040405-0.00027578i,1.0826e-05+0.00016266i,0.0004025-8.7689e-05i
0.00088914-0.00039853i,0.0013238-0.00046051i,0.00081435-0.0010573i,-0.00050163-0.00088034i,-0.0008923-2.4958e-05i,-0.00099423+0.00049811i,-0.00092576+0.00047373i,-0.0008985+0.00019599i,-0.00080627+0.00012374i,-0.00025028+0.00080384i,-0.00018714+0.0015988i,-0.0002508+0.0015285i,0.00052137+0.00028197i,0.0012299+2.8055e-05i,0.0006311-0.0003553i,0.00039124-0.00059563i,0.00027954+0.00038611i,-9.2819e-05+0.00038884i,0.00029716-0.00033403i,0.00036852+0.0004156i,-0.00015504+0.0011701i,-0.0006797+0.0011399i,-0.00098459+0.0010015i
0.0015322+0.00031644i,8.4858e-05-0.0005099i,4.1056e-05-0.0013709i,0.00013453-0.0015088i,-5.1893e-05-0.0013702i,-0.00031018-0.00047446i,-0.00060544+0.00011811i,-0.0003549+6.246e-05i,-0.00021586-0.00020735i,9.818e-05-0.00036503i,-0.00019197+0.00018683i,-0.0010073+0.00037185i,-0.0017497-1.5588e-05i,-0.001455-9.8178e-05i,-0.00056554-0.00050883i,0.00041911-0.0010303i,-0.00014976-0.00055717i,-0.00060314+0.00020404i,0.00020724+0.00023671i,-0.00019919-0.00059365i,-0.00060642-3.4266e-05i,-0.00026449+0.00052491i,-2.7159e-05+0.0006199i
0.00038386-0.002108i,0.00053273-0.00065492i,0.0001301-0.00081982i,-0.00023851-0.0011008i,-0.00094742-0.00037704i,-0.00095874+0.00066206i,-0.00018821+0.00055536i,0.00058567-0.00048207i,4.3738e-05-0.00024431i,-0.00072782+0.00065642i,-2.0559e-05+0.0011785i,0.00090281+0.0011004i,0.0011227+0.00085063i,0.0008127+0.00065674i,0.00072761+0.00052279i,0.0012204+0.00028784i,0.00071316+0.00021508i,0.00029353+0.00066948i,0.00048185+0.00035662i,-0.00021512-0.0001108i,-0.00062681-0.00019641i,9.4271e-05-0.0005322i,-8.2193e-06-0.00048268i
