-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
-0.00083012-0.0026493i,-0.00074655-0.0022127i,-0.00063214-0.0020278i,-0.00058665-0.0015779i,-0.00022262-0.0013933i,-0.00041561-0.0011807i,-0.0010152+3.3588e-05i,-0.00076709+0.00059139i,6.3902e-05+0.00040564i,0.00070425+0.00042853i,-1.5087e-06+0.00028617i,-0.00081121+0.00049064i,1.7512e-05+0.00072678i,0.0014022+0.00010498i,0.0013047-0.00044866i,0.00062629-0.00044123i,0.0007725-0.00096891i,0.0012822-0.0013582i,0.001738-0.0011667i,0.0013272-0.00065264i,0.00025522-0.0002712i,-0.00030544+0.00032977i,-0.00039788+0.00041858i
0.0015866-0.0018711i,0.00064727-0.0014197i,-0.00036122-0.00097894i,-0.00061034-0.00084513i,-0.0013562-0.002053i,-0.0023492-0.0025033i,-0.0024223-0.00085594i,-0.0012812-0.0001602i,-0.0002876-0.00027193i,-7.4851e-05+0.00043655i,0.0002501-0.00031118i,0.00053511-0.00090065i,0.00043922+0.0003485i,0.00081075+0.00020894i,0.00047898-0.0003267i,-0.00026241-0.00027278i,-5.2037e-05-0.00018861i,0.00020917+0.00018646i,0.00037888+0.00052601i,0.00072497-2.6542e-05i,0.0005851-0.00012724i,-0.00023216+0.00054373i,-0.00071428+0.00055924i
0.0016225-0.00093339i,0.0028091-0.00057261i,0.0024381-0.0010995i,0.00092711-0.0026306i,-0.00063131-0.0035953i,-0.0015925-0.0026136i,-0.0016632-0.0013658i,-0.0003424-0.00092238i,0.00058198-0.00032452i,-0.00015137+0.00014231i,-0.00037834+0.00015229i,-6.068e-05+0.00050539i,-0.0006961+0.00061235i,-0.00069109+0.00017288i,-0.00015639+0.00055364i,0.00016518+0.0010367i,-1.4933e-06+0.00057631i,0.00010592-0.00061884i,0.00046591-0.00041334i,0.00062377-4.5242e-05i,0.00041398-0.00022254i,-0.00025077-0.00014406i,-0.00027357+0.00016284i
0.00035433+0.0019201i,-0.00034707+0.002143i,-0.00069883+0.0014344i,0.00037944-0.00068327i,0.0011022-0.0028866i,-0.0005824-0.0026832i,-0.0015629-0.00082781i,-0.00061697+0.00029256i,0.00022432-4.9721e-05i,0.00082284+9.8549e-05i,0.0013938-7.5357e-05i,0.00091386-0.00057875i,3.6332e-05-0.00054882i,0.00020467+3.4816e-05i,0.0010806+0.00035039i,0.0013724+0.001078i,0.00054109+0.00095989i,0.00017725+3.2775e-05i,0.00038895-0.00011125i,0.0004893-0.00040289i,0.00059703-0.00059046i,-9.3348e-05-0.00043724i,-0.00044825-0.00070574i
-0.00015052-0.0028729i,-0.00041271-0.0016019i,-0.00051726-0.0014325i,-0.00023407-0.00052532i,-0.00078232+5.6253e-05i,-0.0018631-0.00013534i,-0.0015021+0.00030899i,-0.00010327+0.00085798i,-6.1226e-05+0.00090029i,0.00013859+0.0005389i,0.00058793+0.00044819i,0.00093638+0.00052349i,0.0017177+0.00015021i,0.0019757-0.00010834i,0.0015369-0.000145i,0.0010419-0.00051542i,0.0005521-0.00076152i,0.0004095-0.00091628i,0.0011061-0.00038799i,0.0011208-1.6327e-05i,0.00068459+0.00059577i,0.00039453+0.0016613i,-0.00071961+0.0010265i
-2.1119e-05-0.0017918i,-0.00057155-0.0014238i,-0.00050005-0.0015146i,-0.00038089-0.0015437i,-0.00097735-0.0012157i,-0.001524-0.0013655i,-0.0014222-0.001531i,-0.0015768-0.00087672i,-0.0014492-0.00050885i,-0.0004314-3.3322e-05i,0.00077315+7.3701e-05i,0.0015292+0.0004446i,0.0018983+0.0011875i,0.0011492+0.00042728i,0.00031573-0.0011411i,5.8612e-05-0.00098629i,-0.00024743-0.00021096i,0.0003254-0.00072903i,0.0015494-0.00079044i,0.00089806-4.4804e-05i,-0.00041606-0.00029938i,-9.9293e-05-0.00035919i,0.00051788+0.00078859i
-0.00048954-0.0025689i,-0.00085588-0.0019353i,-0.0030465-0.0018349i,-0.0031899-0.00094691i,-0.0022734-0.00084584i,-0.002002-0.00061401i,-0.00084246+7.8844e-05i,-0.00043229-0.00030904i,-0.00082938-0.0011253i,0.00021958-0.0010267i,0.0011968-0.00043566i,0.001527-0.00041867i,0.0011377-0.00027001i,0.00027764-6.6886e-05i,0.00061866+0.00064295i,0.00092967+0.00039782i,0.00062984-0.00070603i,0.00010177-0.00054674i,-0.0002565-0.00028399i,-0.00014098-0.00037622i,0.00053693-0.0010071i,0.00081566-0.00088912i,0.00025785-0.0005874i
0.00038866+0.00096729i,0.0001242+0.0014881i,0.00036793+0.0011453i,0.0012409+0.00034531i,0.0010583-0.0010427i,2.5173e-05-0.0025315i,-0.00080207-0.0011994i,-0.0007793+0.00032041i,-0.00012612-0.00020663i,0.00029314-0.00090739i,0.00034456-0.00071694i,0.00014041+0.00018019i,-0.00071053+0.00075041i,-0.0011341+0.00028974i,-0.00093827-0.00010218i,-0.000441-0.00016197i,-0.00020761+0.00024478i,-0.00040999+0.00086266i,2.1937e-07+0.00031655i,-0.00068467+0.00037796i,-0.0012684+0.00077762i,-0.00033975+9.9867e-05i,-0.00015425-0.0003169i
0.0019953+0.0019266i,0.0026207+0.0010673i,0.0032042+0.00052054i,0.0034074-0.0011146i,0.0016936-0.0034736i,-0.00046564-0.0042029i,-0.0010938-0.0025178i,2.4638e-05-0.00060695i,0.00019856+0.00064402i,-6.8719e-05+0.0010235i,0.00017524+0.00041487i,-0.00036756+0.000232i,-0.0007579+0.0003528i,-0.0002635+0.00030997i,0.00026615+0.00022374i,-0.00036506+4.1318e-05i,-0.00026885-0.0001008i,0.00051541+0.00034013i,0.00068295+0.0012209i,3.5033e-05+0.001494i,-0.0011299+0.00090435i,-0.00090506+0.00055238i,-3.9032e-05+0.00074008i
-0.0020595-0.0010197i,-0.0011038-0.00047437i,-0.00034667+0.00030069i,-0.00041188-0.00011254i,-0.00099837-0.0010014i,-0.0015266-0.001266i,-0.0017078-0.00046169i,-0.00074614+0.00074038i,0.00041159+0.0010486i,0.00055221+0.00089551i,0.00031824+0.0010207i,-0.00025602+0.00091175i,-0.00012014+0.00028772i,0.00069091-0.00070152i,0.00034161-0.00023124i,-0.00019291-4.1236e-05i,-6.4594e-05-0.00078665i,0.00040295-0.00079697i,0.0001358-0.00039908i,-0.0006745-0.00040131i,-8.9188e-05-0.00031808i,0.000394-0.00017901i,0.00013414-0.00048265i
-0.0020953-0.001994i,-0.0017421-0.0013388i,-0.0026122-0.0010099i,-0.0031482-8.563e-05i,-0.0026328-6.6512e-05i,-0.0013394-0.00074817i,-0.0005269-0.00087346i,0.0003023-0.00049614i,0.00054975-0.00053551i,6.2085e-05-0.0003486i,0.00064621+3.752e-05i,0.0016357-0.00023508i,0.0010872-0.00045304i,2.8142e-05-0.0011154i,-0.00040873-0.001572i,-0.00064918-0.0011635i,-0.00036218-0.0008845i,2.2837e-06-0.00036025i,0.00047909-4.6528e-05i,0.00061351-0.00049866i,0.00080458-0.0006968i,0.0014016-0.00036001i,0.00090732+1.0599e-05i
0.00031114+0.001542i,0.0014989+0.0013376i,0.0023206+0.00094036i,0.0022753-0.00032722i,0.0010299-0.0019565i,-0.0008656-0.0024731i,-0.0010593-0.0014133i,-0.00077824-0.00060641i,-0.00013443-0.00051908i,5.4642e-05-0.00036717i,0.00060164-4.4613e-05i,0.00073198-0.00025951i,8.6211e-05-0.00086691i,-0.00065932-0.00080889i,-0.00049631-0.0010645i,0.00078177-5.1376e-05i,0.00069836+0.00073081i,0.00016312-2.363e-05i,-8.1619e-05-0.00089764i,5.4228e-05-0.001195i,0.00047699-0.001024i,-0.00010958-0.00016178i,-0.00011752+0.00020277i
-0.0017906-0.00064895i,-0.0030751+0.0002553i,-0.0038702+0.00066524i,-0.0027599+8.4237e-05i,-0.0021906-0.0013555i,-0.0017649-0.0023119i,-0.0013777-0.001244i,-0.0015804-0.00063336i,-0.00088467-0.00061288i,7.2399e-05-0.0003643i,-0.00018009-0.0012083i,0.00011016-0.0013358i,0.0008221-0.00037646i,0.0009103+0.00036594i,0.00038317+0.0011617i,-0.00022218+0.0010736i,-0.00014372+0.0010499i,0.00022316+0.0014657i,0.00038495+0.00021913i,-5.9864e-05-0.00060714i,-0.00026037+6.6542e-05i,1.0573e-05+0.00068652i,-0.00045484+0.0010792i
0.0010045-0.0008262i,0.0016138-0.0014809i,0.0016279-0.00092076i,0.0011007-0.00074313i,-0.00035028-0.0019161i,-0.0010014-0.0030581i,-0.00030717-0.0015997i,-0.00089524-0.00020986i,-0.0015187+0.00011351i,-0.00093562-0.00032073i,0.00022959-0.00054623i,0.00092395-0.00063034i,8.7262e-05-0.00029397i,-0.00035229+0.0004007i,-2.6727e-05+0.0004421i,-0.00010314+0.00012609i,-0.0002372+0.00051576i,-0.00031426+0.00093863i,-0.0004641+0.00083623i,-0.00064361+0.00081365i,-0.00068061+0.00086592i,-0.00042447+0.00049035i,-0.00021172-0.00012626i
0.0026046-0.00088315i,0.0024687-0.0019235i,0.0014916-0.0031636i,0.00031929-0.0037177i,-0.0012278-0.0029173i,-0.00251-0.0022795i,-0.002458-0.0013622i,-0.0010856-0.00018537i,0.00075559+8.9926e-06i,0.0014779-0.00049714i,0.0017034+0.00018935i,0.0011611+0.00084198i,0.00093313+0.00055388i,0.00084682+0.00027547i,0.00082361+0.00029485i,0.00063529+6.0532e-05i,0.00075982+0.00021084i,0.00086696+0.00098339i,5.186e-05+0.0010597i,-0.00060809-0.00015081i,-0.00014437-0.00055595i,0.00023448+2.3987e-05i,0.00061966-0.00032187i
-0.00054583-0.00015758i,0.0010896+0.001183i,0.0012673+0.0014352i,0.00027833+0.00084825i,-0.00038487+0.00013391i,-0.0010832-0.00076084i,-0.0014394-0.00025281i,-0.00068914+2.8522e-05i,-0.00042893-0.00037891i,0.00030162-0.00055544i,0.0009649-0.00016324i,0.00098269+0.00037435i,0.00051409+0.00054171i,0.00037907+0.00042287i,0.0011334+0.00029187i,0.0011691+0.00052164i,0.00074622+0.00090119i,0.00073996+0.00078897i,0.00096906+0.00077617i,0.00041908+0.0004562i,0.00042389+0.00028521i,0.00059176+0.00018259i,-0.00026568+0.00021731i
-0.00085203+0.00068369i,-0.0012142+0.00044926i,-0.00072056-0.00061884i,0.00039889-0.0011597i,0.00058194-0.0021946i,-0.00069958-0.0013165i,-0.0015951+0.00010161i,-0.0012187+0.00018953i,0.00016283+0.00065585i,0.00063864+0.00091971i,-9.02e-05+0.0007811i,-0.00015807+0.00034263i,9.1901e-05+0.00012686i,3.8009e-05-0.00048274i,3.4486e-05-0.00090087i,-1.0707e-05-0.00064631i,-0.00014878-0.00039866i,-2.7261e-05+0.00012298i,1.8531e-05-7.8306e-05i,0.00046864-0.00010479i,0.00091396+0.00042862i,0.00063287-2.0789e-05i,0.00010517-0.00028926i
-0.0016862+0.0012318i,-0.00063371+0.00028845i,0.00048211+0.00055709i,0.00045064+0.00053668i,7.1468e-05-0.00056065i,-0.001115-0.0016768i,-0.0018501-0.0010154i,-0.00018059+0.00024677i,0.00079619+0.00051333i,0.00018315+0.00031965i,-0.00054239-0.00020938i,-0.00036143-0.00080677i,0.00028469-0.0013765i,1.9052e-05-0.00097007i,-0.00031406-0.00018658i,-0.00035547-0.00024584i,-0.00067298-0.00031506i,-0.0011386-0.00049646i,-0.0011888-0.00085114i,-0.00023608-0.0012258i,0.00020477-0.0011526i,-0.00053764-0.00085502i,-0.00071985-0.0004032i
9.9558e-07-0.0011539i,-0.0010858-0.0010837i,0.00032636-0.0007376i,0.00067561-0.00088429i,1.5042e-05-0.0022375i,-0.0011532-0.0028789i,-0.0019854-0.0022196i,-0.00031475-0.0013825i,0.0010252-0.00074889i,0.000719-0.00045082i,0.00089306-0.0011918i,0.00097887-0.0017006i,0.00052917-0.0010273i,0.0011827+0.00037427i,0.001547+0.00053554i,0.0011596+0.00037647i,0.00093392+4.1409e-05i,0.0010934-6.0293e-05i,0.0010528+0.00045429i,4.5773e-05+0.00047058i,-0.00063731+0.00015247i,-0.0011738-0.00011576i,-0.00091474-0.00039851i
0.00091014-0.0023614i,0.0013129-0.0032575i,0.0016899-0.0045695i,0.00084279-0.0042023i,-0.00061578-0.0036886i,-0.0017624-0.0030596i,-0.0022227-0.0018759i,-0.00096158-0.00135i,0.000108-0.0013457i,-0.00029962-0.0002359i,-0.00085581+0.00043895i,-0.0009639-0.00036947i,-0.00048165-0.00013879i,-6.8039e-05+0.0010335i,0.00020028+0.00087475i,0.0010694+0.00021055i,0.00127-0.00036348i,0.00077278-0.00043316i,0.0010308+0.0002834i,0.00072262+0.00061294i,5.902e-05-7.8061e-05i,-0.00012674-0.0011762i,-0.00022459-0.0011914i
-0.0015579+0.0016865i,-0.00096769+0.0024616i,-0.0010063+0.0026168i,-0.0014897+0.0013716i,-0.00095219-0.00063202i,-0.00090121-0.0017736i,-0.0009645-0.0011707i,-0.00029202-0.00069461i,-2.8829e-05-2.0083e-06i,-0.00029686+0.0012064i,-0.00027486+0.0017152i,0.00018106+0.0015714i,0.00050144+0.00055453i,0.00069823-3.1282e-05i,0.0010148+0.00011187i,0.00099657+0.00041418i,0.00039833+0.00016262i,0.00049574+0.00034646i,0.0014241+0.00039056i,0.0011376+0.00015705i,0.00048053+0.00014881i,0.0003994-0.00052245i,0.00075038-0.0005248i
-0.0011908+0.0022999i,-0.0011831+0.003292i,-4.2748e-05+0.0038242i,0.0011579+0.0013402i,0.00059295-0.0013347i,-0.0010882-0.0031179i,-0.0014754-0.0023054i,-0.00080573+0.00017055i,-2.635e-05+0.0012784i,0.00095859+0.0017492i,0.0013535+0.0016542i,0.00033968+0.0010548i,8.8995e-05+0.00066393i,0.00098734-5.0634e-05i,0.0010948-0.00094486i,0.00036426-0.00065504i,0.00028288-0.00015926i,0.00028313-0.00020853i,-0.00031567+0.0005249i,0.001047+0.00056453i,0.0020811+0.00018632i,0.0010346-0.00033407i,0.00050729-0.00050905i
-2.6102e-05-0.0013956i,-9.555e-05-0.0014921i,-0.00016493-0.0021648i,-0.00021183-0.0023918i,-0.0013168-0.0021975i,-0.0015365-0.00077756i,-0.00095744+0.0010047i,0.00027805+0.0017104i,0.0011431+0.0012548i,0.0013165+0.001023i,0.0019713+0.00086037i,0.0023294+0.00066552i,0.0019253+0.00040678i,0.00048193+0.00018909i,-3.7532e-06-0.00016088i,0.00018122-6.9779e-05i,-0.00029918-3.003e-05i,-0.00056702+0.00031028i,-0.00043368+0.00079286i,-0.00051709+0.00031125i,-0.00044308-0.00058734i,0.00046435-0.00105i,0.0010062-0.00040114i
0.0021485-0.0017122i,0.0011278-0.0024198i,0.00072633-0.0029366i,0.00074041-0.0026463i,-0.00038104-0.0030421i,-0.0017082-0.0028141i,-0.0010748-0.0014413i,0.00055844+4.6434e-06i,0.0013937-0.00011348i,0.0014178-0.0001271i,0.0015863-0.00047469i,0.0010796-0.00022955i,0.00036747+0.00059244i,0.00076349-0.00027703i,0.00046904-0.00060286i,8.536e-05-0.00024991i,0.00051247+0.00024154i,0.00050397+0.00054622i,5.7045e-05+0.0011426i,-0.00027347+0.0011076i,-0.00061561+0.00031573i,-0.00081896-4.7334e-06i,-0.0010777-0.00012305i
0.0026058-3.2828e-05i,0.0019581-0.00035275i,0.0006779-0.0012703i,-0.00075366-0.0019158i,-0.0025647-0.0019822i,-0.0035363-0.001617i,-0.0021422-0.0010183i,-0.00080094-0.00058988i,6.8948e-05-0.0011146i,0.00071103-0.0015805i,-0.00010819-0.0013889i,-0.00091216-0.00087317i,-0.00017706+0.00032106i,0.00033389+0.00066194i,5.6181e-05+0.00027834i,2.0323e-05-0.00044245i,6.6882e-05-0.00055078i,-0.0002345-5.679e-07i,-0.00014788+0.00024116i,0.00021007-0.00015979i,0.0004148-0.00019199i,-0.00021432-0.00011097i,-0.00049069+0.00023692i
0.0004894-0.00050989i,0.00034194+0.00081613i,-0.00023148+0.0012262i,-0.0015261-5.9488e-05i,-0.0018893-0.0011673i,-0.0016303-0.00093067i,-0.0019122-0.00069553i,-0.0013479-0.0013193i,-0.0007241-0.0017247i,-0.0010448-0.0020269i,-0.0012513-0.00067495i,-0.0016176+0.00092422i,-0.0011236+0.00040447i,-4.8348e-05+7.4685e-05i,0.00042411+0.00048204i,-2.7423e-05+0.00022094i,4.3821e-05+1.4192e-05i,0.00025316+0.00049402i,-0.0001544+0.00063163i,0.00013187+9.8365e-05i,0.00024377-0.00043118i,0.00023271-0.00014985i,-5.3555e-05+2.8286e-05i
-0.0015714+0.002069i,-0.0023482+0.0016895i,-0.0016107+0.00048232i,0.00016125-0.00088186i,0.00026126-0.0016754i,-0.0013018-0.0015911i,-0.0019032-0.00086393i,-0.0010491-0.00029273i,-0.00047358+2.8352e-05i,3.482e-05+0.00063669i,0.00075882+0.0014132i,0.00090535+0.0012994i,0.00048071-8.4275e-05i,0.00078519-0.00089061i,0.00077226-0.00049705i,0.00035946-0.00031999i,0.00061529+0.00012505i,0.00047163+0.0013345i,0.00051612+0.0014574i,0.00034773+0.00088731i,-0.00030711+0.0013878i,-0.00042849+0.0009128i,-0.00033467-0.00035011i
-0.0035646+0.00041412i,-0.0021632+0.00072133i,-0.00078244+0.0012775i,0.00056582+0.00060199i,0.0014565-0.0013871i,0.00061266-0.0033032i,-0.001183-0.0028484i,-0.0015472-0.001127i,-0.00063817+0.00035667i,0.00079918+0.0012526i,0.0018474+0.0019062i,0.0017988+0.001288i,0.0012776-0.001023i,0.00073971-0.0024869i,0.00030213-0.0015779i,3.6354e-06-0.00035661i,0.00027984-0.00021542i,0.0010555-0.00070261i,0.0013774-0.00059606i,0.00071368-0.00036175i,0.00029532-0.00060763i,0.00053975-0.0002807i,0.00039155+0.00023594i
0.0021336-9.7053e-05i,0.0018783-0.001077i,0.0010585-0.0025497i,8.1706e-05-0.0027944i,-0.0021476-0.0024697i,-0.0033179-0.0025591i,-0.0016868-0.0011854i,6.5502e-05+0.00091545i,0.0008721+0.0010336i,0.00073939+0.00046655i,0.00087659-0.00026578i,0.0014975-0.0012294i,0.0015671-0.0005907i,0.00060842+0.00042271i,4.3905e-05+0.0003376i,0.00095203+0.00019524i,0.0014554+0.00030585i,0.0012594+0.00062373i,0.00062085+0.00080899i,-0.00020552+0.00012979i,-0.00028038-0.00057224i,-0.00018326-0.00050028i,0.00021524-0.0004385i
-0.00081388-0.00050656i,-0.00071505+0.00014242i,0.00050857-0.0004055i,0.00033204-0.00057321i,-0.00062656-0.00083514i,-0.0010258-0.001311i,-0.0014846-0.00065742i,-0.00075594-0.0003057i,0.00049031-0.00044034i,0.00013865-0.00027254i,-0.00015463-0.00079786i,0.00035747-0.00098279i,0.00081862+4.79e-05i,0.0003509+0.0006056i,9.3636e-05+0.0001254i,0.00061727-0.00028331i,0.00080786+4.5526e-05i,0.00063762+0.00029097i,0.00094555-0.00074522i,0.0013304-0.0013357i,0.00081974-0.00096573i,0.0001897-0.00053402i,-0.00036629-0.00030407i
-0.0010975+0.00022017i,-0.00050817+0.0017016i,-0.00039259+0.0021442i,-0.00037079+0.00036821i,-0.00065509-0.0022457i,-0.00089688-0.0028835i,-0.00067826-0.0016244i,-0.00089865-0.00089358i,-0.00083271-0.0012397i,3.0716e-06-0.0012861i,3.5563e-06-0.000478i,-0.00059052-0.00018046i,0.00041856-0.0002184i,0.0016015-0.00035145i,0.0011525-0.00083982i,0.00032461-0.0010157i,8.8487e-05-0.00026943i,0.00017031+0.0006685i,0.00053301+0.00027762i,0.00067012+0.00012581i,0.00024877+3.8912e-05i,0.00069487-0.00047799i,0.0014092+8.7082e-05i
-0.0011458-0.0012639i,-0.0013246-0.0011333i,7.5304e-05-0.0010943i,0.00052927-0.0021082i,-0.0010776-0.0035872i,-0.0024312-0.0032269i,-0.0018629-0.0016713i,-0.00065862-0.0011094i,-0.00077326-0.00070891i,-0.00092594+0.00066459i,-0.0004908+0.0012247i,0.00033712+0.001013i,0.0010141+0.00070134i,0.0012113+1.6881e-05i,0.00099584-0.00037389i,0.00072052+0.0003875i,0.00022949+0.00099853i,-9.0911e-05+0.00074222i,1.7014e-05+0.00021787i,0.00011288-0.00011864i,0.00013458+2.2765e-05i,-0.00017815+2.342e-05i,-0.00027112+4.4036e-06i
0.001669-0.00056389i,0.0015843-0.0012555i,0.0014642-0.0021307i,0.0015095-0.0020381i,0.00069214-0.002287i,-0.0014048-0.0027871i,-0.0025137-0.0022757i,-0.002177-0.0013334i,-0.0011167-0.00056135i,-0.00019931+0.00049952i,0.00069744+0.00067067i,0.00076926+0.00069613i,0.00056082+0.00038097i,0.00044251-0.00026586i,0.00022083-0.00062771i,0.00059567-0.00099523i,3.9254e-05-0.00072809i,-0.00072204-0.00018506i,-0.00014444+0.0010281i,0.00020489+0.0011103i,9.8972e-05+0.00049884i,-0.00015296+0.00014908i,-0.00020889-0.00077229i
0.0011659-0.0020046i,0.0011657-0.0021575i,3.0844e-06-0.0020227i,-0.00093398-0.00033427i,-0.0018041+0.00033656i,-0.0025704+0.00026421i,-0.0019393+0.00027497i,-0.0009799+0.0010272i,-2.3618e-05+0.0013928i,0.00052667+0.0014371i,0.0006735+0.0010008i,0.00061714+0.00031064i,0.0002847-0.00022879i,0.00057015-0.00042862i,0.00061264-0.00021146i,-0.00033742-0.00049798i,-0.00061126-9.9479e-05i,0.00030198+0.00073918i,0.00073379+0.00013989i,0.0005487-0.00034476i,-0.00016095-0.00075993i,-0.0011811-0.00019541i,-0.0016162+0.0013759i
-0.0016781+0.0025841i,-0.0012708+0.0029128i,-0.00042523+0.0029491i,0.00035982+0.00046035i,0.00059509-0.0024826i,-0.00023234-0.0030254i,-0.00099298-0.0023522i,-0.00060866-0.00089007i,0.00032188+4.5359e-07i,0.00062903-0.0001476i,0.00070716-0.00045189i,0.00024097-0.00030158i,-0.00070121-8.1704e-05i,-0.000881+0.00034793i,-0.00067128+0.00067062i,-0.00054863+0.00083663i,-0.00073997+0.00087485i,-0.00084886+0.0013195i,-0.00023902+0.00094594i,0.00011773-0.00013884i,-5.179e-05-0.00021405i,0.00056213+0.00033843i,0.00036148+0.00048672i
-0.0013134-0.00037911i,-0.0017174-0.0008837i,0.00048405-0.00030991i,0.00077114-0.00038423i,-0.00052521-0.0027008i,-0.0018117-0.0032912i,-0.0018602-0.0015031i,0.00020034-0.00071019i,0.0008944-0.00013572i,9.9637e-05+0.00026254i,-0.00041043+0.0003138i,-0.0011755+0.00072487i,-0.0012832+0.00092225i,-0.00075046+0.00051901i,-0.00014511+8.0728e-05i,0.00065938-0.00022629i,0.00059555-0.00033435i,0.00048362+0.00023436i,0.0003922-7.6309e-05i,0.00023138-0.00081466i,0.00063577-0.0004102i,0.00060691+0.00017161i,0.00027734+0.00015114i
-7.1231e-05+0.00010207i,0.00043172-0.00029437i,0.0019951-0.00061359i,0.001374-0.00067432i,-0.00077715-0.0017787i,-0.0011606-0.0022219i,-0.00094063-0.0009007i,-0.00057194-0.00012925i,-0.00030325-0.00023365i,0.00030992+0.00036718i,0.00075183+0.0008278i,0.0004198+0.00098837i,5.2332e-05+0.00048687i,0.00038692-0.00098825i,0.00054228-0.0013236i,0.0003064-0.00048436i,0.0003977-0.00050897i,0.00079915-0.00040896i,0.00099279+9.3042e-05i,0.00079637+0.00027966i,0.00075207+9.4841e-05i,0.00099471-6.515e-05i,0.00091428+6.1857e-05i
0.00050739-0.00029156i,-0.0001731+0.00035376i,-0.00044898+0.0015615i,-4.8107e-05+0.00071658i,-0.00051475-0.0011095i,-0.0016872-0.0018266i,-0.00085463-0.0015149i,0.00027736-0.00056556i,-8.421e-05-0.00025546i,0.00023249-0.00011734i,0.0018828+8.1457e-05i,0.0025108-0.00025517i,0.0019274-3.0947e-05i,0.0013123-0.00037727i,0.00079842-0.001027i,0.00047172-0.00071633i,-9.3463e-05-0.00054261i,-0.00088508+0.0002371i,-0.00067386+0.00064354i,0.00025161+0.00016701i,0.00012656-0.00037584i,-0.00044081-0.00058277i,-0.00044118-0.00049326i
0.0023011+0.0026545i,0.0023418+0.0014498i,0.0026034-0.00053138i,0.001774-0.0025497i,0.00064418-0.0045423i,-0.0017642-0.005063i,-0.0027136-0.0030286i,-0.0010071-0.0010088i,0.00040502-0.00064487i,0.00077103-0.00061597i,0.0014868-0.00051303i,0.0015416-0.00034766i,-3.286e-05-0.00066552i,-0.00098505-0.00044633i,-0.00065917+0.00033687i,-0.00042914-3.5797e-05i,-0.0001331-0.00036689i,0.00020803-1.5462e-05i,9.3146e-05-0.00011344i,0.00022008-5.2611e-06i,-0.00011114+0.00014515i,-0.00052619+0.00022205i,7.0202e-05+0.00041575i
-3.2221e-05+0.00063305i,-0.00088047+3.128e-05i,-0.00078499-0.00068356i,-0.00032652-0.0014617i,-0.00064062-0.0018692i,-0.0011732-0.0011387i,-0.0016594-0.00059741i,-0.0015914-0.00061581i,-0.00027215-0.00060127i,-1.7198e-05-0.00083238i,-0.00061766-0.00089364i,-0.0006405-0.0011704i,-0.00066526-0.0014596i,-0.00037876-0.00010664i,-0.00037508+0.00037835i,-8.2532e-05-0.00016772i,0.00029211+0.00039725i,2.6728e-05+0.00028376i,-0.00032669-0.00023022i,-0.00060519+7.7002e-05i,-0.00058147+0.0002788i,-1.355e-05+0.00052067i,0.00011649+0.0010368i
-0.001144+0.00023528i,-8.6952e-05+7.335e-05i,0.00082688+0.00023129i,0.00027956-0.00029238i,-0.00097763-0.0018758i,-0.0012032-0.0026536i,-0.0013059-0.001751i,-0.0014397+0.00017855i,-0.0010333+0.0015624i,-0.00033784+0.001557i,-0.00046855+0.00097632i,-0.00066396+0.00095166i,0.00021158+0.00096704i,0.0016992+0.00037833i,0.0017143+0.0002847i,1.245e-05+1.7096e-06i,0.00022569-0.0001568i,0.00051248+0.00029538i,-0.00045167+7.423e-05i,-0.00048582+0.00018418i,-0.00078111+0.00094194i,-0.0010847+0.00080621i,2.705e-05+3.466e-05i
0.0017486-0.0017905i,0.0015437-0.0027224i,0.0018029-0.0037658i,0.0024844-0.0032294i,0.00059833-0.0032319i,-0.0010506-0.002828i,-0.00090872-0.00083636i,-0.00017573+0.00040002i,0.0010595+0.00093685i,0.0014622+0.0012693i,0.00035058+0.0014128i,-0.00027435+0.0017764i,0.00034738+0.0027375i,0.0013136+0.0024922i,0.0014505+0.00113i,0.0010667+0.00049447i,-0.00041481+0.00034009i,-0.00092287+0.00024387i,-4.7557e-05+0.00016586i,0.00033153-0.00020717i,0.00056723-0.00054098i,0.00035269-0.00086035i,-0.00042655-0.00076802i
0.0019533+0.0019603i,0.0028164+0.00058406i,0.0031743-0.00041053i,0.0022582-0.0018467i,0.00081728-0.0037526i,-0.0007527-0.0040487i,-0.00059574-0.0021254i,0.00073585-0.00070205i,0.0014945-0.00046798i,0.0017897+0.00040933i,0.001747+0.0012831i,0.001882+0.0011414i,0.0017223+0.00056447i,0.0011382+0.00030412i,0.00067506+0.00060714i,0.00042714+0.00051444i,0.00046387+3.6417e-05i,-1.793e-05+0.00017606i,-9.6792e-05-0.00031367i,0.00034239-0.0005569i,0.00051227-0.00065921i,0.00024679-0.00078062i,0.00050618-0.00040654i
