-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
-0.015132+0.010962i,-0.20825+0.068309i,-0.31766+0.1099i,-0.15971+0.12594i,0.13113+0.13798i,0.32577+0.1368i,0.36289+0.091178i,0.28803-0.0029384i,0.17008-0.067545i,0.076073-0.060173i,0.016486-0.030016i,-0.016367-0.00075196i,-0.01544+0.032843i,0.0010268+0.067267i,0.014355+0.10886i,0.029617+0.14709i,0.036731+0.1523i,0.026843+0.11932i,0.010612+0.068666i,0.00015184+0.023524i,0.0052889-0.001534i,0.022419-0.009828i,0.029304-0.014442i
0.11915-0.1784i,0.00064303-0.26978i,-0.064916-0.057965i,0.031955+0.25742i,0.088529+0.31302i,-0.0003086+0.2171i,-0.06935+0.17225i,-0.028559+0.15575i,0.03397+0.10382i,0.030995+0.034996i,-0.016971+0.012176i,-0.041572+0.031737i,-0.035517+0.048445i,-0.024773+0.042331i,-0.026254+0.012916i,-0.039494-0.0022577i,-0.031537+0.016402i,0.0011797+0.03121i,0.030447+0.022875i,0.044656+0.0044702i,0.04177-0.011913i,0.029172-0.019619i,0.021276-0.020925i
0.37837+0.02447i,0.64753-0.15681i,0.45783-0.40604i,-0.11179-0.41928i,-0.43288-0.21004i,-0.35901-0.081037i,-0.22611-0.060261i,-0.16448-0.021764i,-0.11042+0.020741i,-0.04588+0.026305i,0.0048006-0.0028933i,0.017858-0.04434i,0.0045733-0.073649i,-0.01463-0.085449i,-0.028608-0.082893i,-0.041596-0.084167i,-0.066195-0.077427i,-0.080848-0.029473i,-0.063918+0.037459i,-0.027098+0.074693i,0.0028981+0.065101i,0.0072065+0.035363i,0.0041157+0.024585i
-0.49838+0.14114i,-0.66067+0.48161i,-0.42859+0.5771i,0.0077012+0.30008i,0.27683+0.060342i,0.35113+0.04231i,0.30925+0.021649i,0.17514-0.034983i,0.063327-0.029946i,0.022484-0.021855i,0.0022719-0.03762i,-0.0021433-0.040669i,-0.000377-0.035053i,-0.010591-0.022815i,-0.017112-0.006725i,-0.0092661-0.0053146i,-0.0027339-0.025597i,-0.013973-0.051867i,-0.040116-0.067099i,-0.057661-0.067754i,-0.049974-0.046849i,-0.026495-0.017227i,-0.0058943-0.0051779i
0.33283-0.4018i,0.31187-0.54876i,0.2236-0.37281i,0.15205-0.072018i,0.049124-0.0032474i,-0.08215-0.092674i,-0.094027-0.11311i,-0.0079952-0.083959i,0.0242-0.069256i,0.0064966-0.047935i,-0.0083668-0.014876i,-0.015503+0.023511i,0.00018698+0.04968i,0.027681+0.047113i,0.039174+0.041084i,0.041441+0.0593i,0.05019+0.081754i,0.057143+0.074981i,0.05645+0.044116i,0.049354+0.021125i,0.038925+0.020613i,0.03501+0.025495i,0.022562+0.021211i
0.19599+0.43869i,0.13052+0.35566i,-0.083332+0.093287i,-0.223-0.077632i,-0.16697-0.05335i,-0.042447+0.038515i,0.021447+0.095926i,0.036103+0.080349i,0.036519+0.039995i,0.041416+0.031333i,0.045666+0.021118i,0.027241-0.0048092i,0.0014965-0.013334i,-0.00090968-0.0050265i,0.011126-0.010067i,0.012421-0.030317i,0.0035591-0.02932i,0.00028972-0.010473i,-0.0024005+0.0046505i,-0.0065755+0.019574i,-0.0062414+0.013214i,-0.0069268-0.015122i,-0.0066879-0.025427i
-0.15083+0.048869i,-0.022475-0.014556i,0.11944-0.016601i,0.15523+0.033618i,0.11917+0.02304i,0.075521-0.021377i,0.044071-0.033354i,0.01274-0.014376i,-0.014953+0.0020262i,-0.022058-0.0034389i,-0.011848-0.017046i,0.0054262-0.025102i,0.006042-0.044049i,-0.033068-0.062654i,-0.084881-0.046986i,-0.10988-0.0089548i,-0.10251+0.01152i,-0.069863+0.015968i,-0.022262+0.0090671i,0.0069972-0.014255i,0.0032706-0.019304i,-0.011236+0.0034228i,-0.019786+0.016533i
-0.067458-0.075931i,0.0072525+0.025184i,0.052857-0.013355i,-0.016456-0.12744i,-0.078435-0.09266i,-0.041299+0.0052307i,0.0053592+0.022943i,0.013589+0.0021046i,-0.00028456-0.010834i,-0.025364-0.011493i,-0.030927-0.0010581i,-0.012124+0.006147i,0.013703+0.010935i,0.042888+0.013744i,0.068087+0.0079611i,0.075544-0.00077563i,0.052832-0.0047131i,0.0099749-0.0037859i,-0.022691-0.00096894i,-0.025231+0.00043515i,-0.0065179+0.0016086i,0.013698+0.0032437i,0.021437-0.001274i
0.0080626-0.19012i,-0.17949-0.062408i,-0.19165+0.16599i,0.020756+0.21663i,0.15284+0.060576i,0.13761-0.04205i,0.13131-0.031746i,0.12536-0.031047i,0.092453-0.047408i,0.061324-0.050549i,0.029875-0.031538i,0.0093627+0.0011507i,0.013616+0.013144i,0.020861-0.0017867i,0.012676-0.025083i,-0.0055121-0.047852i,-0.014329-0.054109i,0.001967-0.032952i,0.035659-0.0064268i,0.051335+0.0036015i,0.034892-0.005177i,0.010844-0.018785i,-0.0027433-0.022317i
0.1781+0.031083i,0.15881-0.14423i,0.062905-0.21913i,-0.0097092-0.096329i,-0.030626+0.035945i,-0.072709+0.090062i,-0.12328+0.13198i,-0.088104+0.1455i,-0.017725+0.09323i,0.0045095+0.039585i,0.0061591+0.013813i,0.00087245+0.0012951i,-0.011205+0.021316i,-0.0086272+0.058197i,0.00038347+0.074408i,0.005+0.065085i,0.002595+0.029585i,-0.020047-0.01443i,-0.04539-0.028663i,-0.043864-0.01398i,-0.025119+0.003556i,-0.011202+0.015006i,0.0017867+0.015938i
0.069397+0.062026i,0.1557-0.079572i,0.03186-0.19655i,-0.13802-0.16169i,-0.084-0.10429i,0.048259-0.14159i,0.046758-0.17533i,-0.027434-0.11587i,-0.052415-0.016517i,-0.015512+0.02394i,0.0018553+0.0063726i,-0.016924-0.010695i,-0.036834-0.028848i,-0.058365-0.053677i,-0.075092-0.063379i,-0.074765-0.041675i,-0.049342+0.002817i,-0.002395+0.032973i,0.034313+0.031519i,0.047439+0.017193i,0.046767+0.009234i,0.04024+0.0077317i,0.027519+0.0056663i
-0.13428+0.32721i,0.055491+0.67278i,0.39522+0.60744i,0.51025+0.15648i,0.32891-0.094658i,0.18345-0.023301i,0.18385+0.029156i,0.17675-0.027673i,0.10102-0.073302i,0.011652-0.051153i,-0.011944-0.0054842i,0.013862+0.0055427i,0.034728+0.0032512i,0.058233+0.018153i,0.088577+0.02504i,0.098654+3.3437e-05i,0.071221-0.033261i,0.023496-0.036748i,-0.021164-0.0064201i,-0.048727+0.029639i,-0.047782+0.039045i,-0.036359+0.023593i,-0.028711+0.01389i
-0.17251-0.59049i,-0.61389-0.77971i,-0.81603-0.45646i,-0.50677+0.10102i,-0.11847+0.3274i,-0.037667+0.25447i,-0.079187+0.1823i,-0.050127+0.13306i,5.54e-06+0.064354i,0.016801+0.0029396i,-0.0017652-0.021399i,-0.016441-0.010515i,-0.01359-0.01052i,-0.028939-0.031345i,-0.048648-0.039874i,-0.039107-0.031993i,-0.0047776-0.023443i,0.036547-0.015616i,0.070055-0.025906i,0.076656-0.057307i,0.05309-0.070765i,0.026152-0.059419i,0.0077424-0.047298i
0.57425+0.28322i,0.87196+0.20243i,0.71131+0.0038726i,0.22907-0.10238i,-0.034313-0.094523i,-0.013614-0.11689i,-0.011506-0.11658i,-0.045209-0.019504i,-0.010126+0.05205i,0.041238+0.034641i,0.048772-0.00084314i,0.030335-0.012564i,0.012575+0.0026321i,0.012139+0.029125i,0.017632+0.050648i,0.013438+0.06449i,0.0013033+0.058328i,-0.022918+0.030488i,-0.042667+0.013607i,-0.034365+0.022159i,-0.014174+0.035541i,0.0025432+0.043252i,0.017669+0.039621i
-0.37732+0.16488i,-0.35415+0.19099i,-0.16291+0.04431i,-0.031957-0.097215i,-0.055614-0.045234i,-0.067559+0.079346i,-0.023606+0.065726i,-0.033059-0.028292i,-0.08514-0.032168i,-0.087289+0.028813i,-0.044813+0.050946i,-0.012136+0.031987i,-0.0053574+0.0012648i,-0.017487-0.022337i,-0.031027-0.032349i,-0.035191-0.027064i,-0.023626+0.0026544i,0.0075866+0.027775i,0.028255+0.029298i,0.017093+0.030395i,0.0033576+0.029505i,0.0033191+0.012252i,0.0019948-0.0057624i
-0.1185-0.15898i,-0.21058+0.10358i,-0.12772+0.40235i,0.072601+0.34913i,0.15914+0.0616i,0.11483-0.085507i,0.087197-0.055075i,0.10207-0.012565i,0.098355-0.037536i,0.04382-0.06369i,-0.0073824-0.03913i,-0.014746-0.0037526i,0.00039002+0.012725i,0.017945+0.017755i,0.033257+0.012107i,0.039674-0.01414i,0.027622-0.04287i,0.0068062-0.037013i,-0.0070997-0.011256i,-0.018414-0.0057047i,-0.029119-0.012181i,-0.035282-0.0090798i,-0.032673-0.00048605i
0.34839-0.28512i,0.23064-0.64643i,-0.064926-0.70825i,-0.21687-0.3397i,-0.16176+0.011577i,-0.098887+0.080276i,-0.085631+0.028625i,-0.076929+0.0033505i,-0.053178+0.023223i,-0.0069635+0.019185i,0.0043807-0.019342i,-0.019232-0.0274i,-0.025723-0.016056i,-0.02714-0.021157i,-0.031578-0.018808i,-0.019699+0.0084866i,0.002286+0.036709i,0.016281+0.044544i,0.032255+0.030969i,0.059677+0.0060013i,0.077819-0.010932i,0.079658-0.016849i,0.068348-0.02224i
0.020295+0.5734i,0.21047+0.74875i,0.28398+0.55459i,0.1433+0.16814i,0.030884-0.072847i,0.054285-0.10972i,0.077806-0.05903i,0.05689-0.022886i,0.034476-0.016014i,0.02659+0.0018052i,0.03439+0.019675i,0.034777+0.013065i,0.023142+0.0079777i,0.022371+0.019993i,0.024579+0.03428i,0.0185+0.03461i,0.011705+0.01698i,0.0030128-0.00341i,-0.015551-0.0013487i,-0.038832+0.022361i,-0.052968+0.040496i,-0.052701+0.049188i,-0.037413+0.052951i
-0.34813-0.37624i,-0.38977-0.44468i,-0.19316-0.36686i,0.033664-0.23774i,0.085553-0.11252i,0.033132-0.0264i,0.0077099-0.018146i,0.01288-0.037801i,-0.0020218-0.037001i,-0.03199-0.015822i,-0.041248+0.0038467i,-0.028285+0.0019913i,-0.026312-0.019098i,-0.049871-0.035846i,-0.070985-0.037701i,-0.07081-0.021834i,-0.056759+0.011178i,-0.031309+0.031645i,-0.012793+0.018243i,-0.015599-0.0081066i,-0.020232-0.024111i,-0.014572-0.033163i,-0.0091078-0.037157i
0.32628-0.013276i,0.2733+0.13867i,0.10694+0.33401i,0.070044+0.37475i,0.13713+0.24643i,0.15197+0.10204i,0.099609+0.042563i,0.050288+0.041241i,0.036009+0.032865i,0.023075+0.00035371i,0.0036439-0.022166i,0.0027641-0.020811i,0.022803-0.015683i,0.048769-0.020982i,0.062595-0.025302i,0.054459-0.024086i,0.027812-0.019296i,0.0017212+0.0018306i,0.0076783+0.022501i,0.035382+0.01106i,0.040894-0.010823i,0.024334-0.010387i,0.012818-0.0013967i
-0.011712+0.14647i,-0.070553-0.048751i,-0.16952-0.24633i,-0.27154-0.20118i,-0.30871-0.045321i,-0.24556+0.046874i,-0.1343+0.05805i,-0.065174+0.026597i,-0.042513+0.0089729i,-0.0037961+0.002996i,0.026675-0.014281i,0.017429-0.013974i,0.0072455+0.0071229i,0.0036476+0.019136i,-0.012566+0.024182i,-0.029212+0.032038i,-0.033744+0.028196i,-0.036614+0.008196i,-0.044534+0.0008784i,-0.039486+0.02255i,-0.0088877+0.043159i,0.021253+0.039922i,0.024583+0.028338i
-0.17278-0.00029508i,-0.057342+0.028188i,0.11012-0.01696i,0.19889-0.15071i,0.25113-0.24929i,0.24713-0.25689i,0.1564-0.19999i,0.076477-0.11519i,0.048353-0.049432i,0.022774+0.00029689i,0.0020755+0.038152i,-0.0061647+0.038705i,-0.015792+0.020568i,-0.01674+0.012734i,-0.0069009+0.0024035i,0.0012172-0.015786i,0.013351-0.021564i,0.028015-0.018007i,0.03148-0.024023i,0.015876-0.036659i,-0.018495-0.040144i,-0.050778-0.027077i,-0.055182-0.010422i
0.17565-0.20516i,0.23118-0.13762i,0.2396+0.04112i,0.19929+0.18882i,0.099345+0.26044i,0.019601+0.25913i,0.022995+0.17073i,0.026264+0.062464i,-0.013902+0.01384i,-0.044636+0.0019591i,-0.042015-0.011736i,-0.01627-0.025989i,0.0056185-0.040058i,-0.0012929-0.050761i,-0.021332-0.051942i,-0.039658-0.043704i,-0.057024-0.026725i,-0.056413-0.0060263i,-0.030273+0.0082081i,0.0037775+0.0086607i,0.029735-0.0029558i,0.042023-0.018827i,0.041068-0.029102i
0.024819+0.28643i,-0.15068+0.37332i,-0.32428+0.32362i,-0.31052+0.19367i,-0.16012+0.052455i,-0.017882-0.05084i,0.046619-0.060382i,0.064472-0.025385i,0.064598-0.029682i,0.042037-0.056705i,0.015475-0.045141i,0.0096386+0.00049773i,0.027327+0.033869i,0.056397+0.040685i,0.077862+0.037349i,0.079171+0.027153i,0.056811+0.012028i,0.026546+0.013367i,0.013719+0.032635i,0.015806+0.042069i,0.015517+0.03372i,0.0093315+0.024042i,0.0024944+0.018722i
-0.19925-0.17011i,-0.18529-0.41343i,-0.077424-0.53544i,-0.014899-0.42679i,-0.035598-0.21617i,-0.070697-0.0238i,-0.071117+0.075643i,-0.048836+0.072286i,-0.025499+0.048807i,0.012456+0.045371i,0.034673+0.026202i,0.0079175+0.0014373i,-0.030756+0.0043152i,-0.051772+0.016857i,-0.061784+0.016719i,-0.057491+0.0036237i,-0.039053-0.022111i,-0.035226-0.049067i,-0.058376-0.054802i,-0.068941-0.030609i,-0.045102+0.0010065i,-0.014696+0.011559i,-0.0043354+0.0062327i
0.21057-0.076619i,0.39732+0.041097i,0.44987+0.19778i,0.37577+0.24767i,0.30833+0.18424i,0.25858+0.077512i,0.18258+0.0022161i,0.1037-0.0052673i,0.052018+0.0033126i,0.0070794+0.0017995i,-0.02384+0.0019091i,-0.027672-0.009274i,-0.02649-0.029119i,-0.022206-0.037085i,-0.0051494-0.031299i,0.017345-0.016533i,0.038744+0.0032714i,0.059057+0.010737i,0.074303-0.0058313i,0.067888-0.02622i,0.039435-0.031588i,0.012142-0.023891i,0.0039875-0.013608i
0.026568+0.178i,-0.10217+0.29213i,-0.24864+0.27101i,-0.31914+0.14932i,-0.33414+0.071834i,-0.29201+0.070171i,-0.1862+0.068602i,-0.091779+0.035384i,-0.049999+0.0073887i,-0.02828-0.0072119i,-0.0021709-0.016769i,0.029871-0.015178i,0.054823-0.0090098i,0.057684-0.0091885i,0.041544-0.016188i,0.017707-0.026068i,-0.0054342-0.032111i,-0.018391-0.019807i,-0.021717+0.012983i,-0.021002+0.039643i,-0.012893+0.042926i,0.0031017+0.034277i,0.015444+0.023342i
-0.19966-0.012314i,-0.29585-0.12363i,-0.23721-0.20308i,-0.047119-0.18793i,0.11923-0.148i,0.16673-0.10315i,0.12372-0.037897i,0.07382+0.0025541i,0.055184+0.0033051i,0.048321-0.0094783i,0.025279-0.0039234i,-0.0065917+0.022375i,-0.023389+0.045243i,-0.020694+0.059178i,-0.0058214+0.072267i,0.013572+0.080342i,0.02559+0.072329i,0.020134+0.044978i,0.003052+0.0075037i,-0.012991-0.02033i,-0.018398-0.02391i,-0.017416-0.013034i,-0.019115-0.0013357i
0.11229-0.23003i,0.24433-0.34203i,0.26769-0.29142i,0.14778-0.13029i,0.01173-0.01278i,-0.078062+0.0095876i,-0.10595-0.0048533i,-0.068939-0.010621i,-0.029638-0.0055775i,-0.01226+0.015994i,0.0030132+0.023335i,0.0025707-0.0013041i,-0.019656-0.024607i,-0.045959-0.031773i,-0.062425-0.037312i,-0.062039-0.04402i,-0.042495-0.046073i,-0.015018-0.04291i,0.0089082-0.036107i,0.024081-0.027056i,0.022386-0.016313i,0.012582-0.0098411i,0.0068076-0.014129i
0.18243+0.20186i,0.2444+0.37812i,0.20437+0.39531i,0.11229+0.24638i,0.06925+0.11935i,0.091565+0.05414i,0.081178+0.020131i,0.031515+0.029156i,0.0071581+0.036724i,-0.0074908+0.014116i,-0.020345-0.0061384i,-0.010192-0.01808i,0.0067013-0.035111i,0.015788-0.045979i,0.022941-0.037157i,0.025535-0.0095877i,0.023877+0.026015i,0.030387+0.047134i,0.038571+0.045i,0.031736+0.033296i,0.013848+0.017193i,-0.0037189+0.0074294i,-0.0087705+0.013195i
-0.23372+0.075184i,-0.40267+0.078557i,-0.38164+0.036371i,-0.19745-0.033911i,-0.082031-0.081091i,-0.054352-0.045265i,-0.012817-0.0018199i,0.0093104-0.014263i,-0.0038965-0.024733i,-0.0040286-0.020561i,0.0094708-0.0098669i,0.025208+0.015089i,0.042192+0.037645i,0.050682+0.043762i,0.047226+0.033545i,0.035531+0.0089389i,0.014779-0.013372i,-0.010142-0.0087704i,-0.025236+0.012397i,-0.027246+0.018882i,-0.017161+0.01304i,0.0001306+0.0085189i,0.0098562+0.0020753i
-0.0060353-0.21901i,0.011729-0.36048i,0.0023726-0.28879i,0.011829-0.055945i,0.058608+0.061485i,0.03497+0.033703i,-0.033041+0.016143i,-0.038244+0.025759i,0.00019422+0.01812i,0.022093+0.0061196i,0.0078493+0.0040399i,-0.029667+0.0091729i,-0.060947+0.012658i,-0.078269+0.013555i,-0.08337+0.025473i,-0.069395+0.048859i,-0.042023+0.058834i,-0.017322+0.03664i,-0.0022707-0.0035347i,0.0092744-0.027768i,0.015322-0.026096i,0.0097747-0.019757i,-0.00027008-0.01773i
0.23135+0.025153i,0.37835+0.023673i,0.33729-0.054899i,0.12436-0.12423i,-0.0076167-0.083746i,0.014399-0.046854i,0.040475-0.058996i,0.023059-0.040317i,0.0069446+0.0010698i,0.0004786+0.021172i,-0.0010706+0.010087i,0.0015343-0.021667i,0.0066782-0.051057i,0.014165-0.066393i,0.016178-0.074912i,0.0049519-0.079712i,-0.0094698-0.070794i,-0.011347-0.037929i,0.0035169+0.0098616i,0.018586+0.039032i,0.016541+0.033468i,0.0084705+0.016606i,0.0087214+0.005975i
-0.073069+0.23259i,-0.12123+0.42807i,-0.043842+0.4704i,0.074772+0.29796i,0.070617+0.10788i,0.011834+0.033286i,-0.0089351-0.00054697i,-0.026212-0.037892i,-0.045724-0.045655i,-0.045764-0.035036i,-0.025811-0.021261i,0.010406-0.0091214i,0.040279-0.0081641i,0.048341-0.0073582i,0.042763+0.0037489i,0.031719+0.016851i,0.018253+0.025387i,0.0027042+0.024305i,-0.021408+0.0089566i,-0.043578-0.0064227i,-0.04204-0.0077844i,-0.028268-0.00069352i,-0.021517+0.0076555i
-0.19523-0.16832i,-0.38359-0.29536i,-0.46152-0.26287i,-0.32496-0.10437i,-0.12607-0.010875i,-0.018424+0.025914i,0.035498+0.066626i,0.069877+0.063992i,0.0688+0.02802i,0.053937+0.0063678i,0.033921+0.0053833i,0.0096294+0.02632i,0.00040115+0.052446i,0.002736+0.0607i,0.0035526+0.049855i,0.0054128+0.025939i,0.0048759+0.0029354i,-0.0018234-0.0060294i,0.0044226-0.005663i,0.02539-0.0088598i,0.03572-0.012118i,0.034752-0.0089275i,0.031859-0.0081547i
0.22515-0.1293i,0.39078-0.26795i,0.37296-0.33554i,0.18844-0.24864i,0.062759-0.12854i,0.0266-0.11466i,-0.016354-0.12726i,-0.036642-0.075953i,-0.018369-0.018859i,-0.0070262+0.0051701i,-0.011875+0.0044339i,-0.027909-0.011817i,-0.045232-0.027074i,-0.056843-0.038339i,-0.064141-0.040944i,-0.062904-0.0222i,-0.047737-0.0015373i,-0.0239-0.00039913i,-0.0058145-0.0037618i,0.0018738+0.0047935i,0.0027383+0.012342i,-0.0029432+0.0073112i,-0.0089331+0.0019719i
0.073264+0.22913i,0.17241+0.40553i,0.26451+0.40054i,0.23994+0.2055i,0.12747+0.084659i,0.075689+0.11025i,0.080853+0.10885i,0.047396+0.053259i,-0.0011634+0.025792i,-0.01637+0.018342i,-0.0048197+0.0029011i,0.017314-0.014878i,0.038285-0.020199i,0.058482-0.0117i,0.073952-0.0072589i,0.069573-0.019112i,0.046248-0.033683i,0.019004-0.026402i,-0.0019352-0.0011253i,-0.014331+0.013347i,-0.016033+0.013194i,-0.0063638+0.01362i,0.0025813+0.01184i
-0.2264+0.018868i,-0.4438+0.086704i,-0.50219+0.20314i,-0.30544+0.23742i,-0.087353+0.10683i,-0.027147-0.032941i,-0.012975-0.059388i,0.02345-0.051373i,0.033379-0.060428i,0.016939-0.057198i,0.0034287-0.02487i,0.0042479+0.01549i,0.0071049+0.031467i,-0.0047736+0.026341i,-0.01978+0.022261i,-0.019199+0.02306i,-0.0056441+0.021798i,0.003673+0.0090626i,-0.0017927-0.018308i,-0.010664-0.034556i,-0.009995-0.026742i,-0.0078699-0.017625i,-0.011318-0.013214i
0.055639-0.24397i,0.069078-0.50111i,-0.0053296-0.62318i,-0.10281-0.44639i,-0.09478-0.14616i,-0.035045+0.0293i,-0.029532+0.079427i,-0.03763+0.088205i,-0.019382+0.080533i,0.0051109+0.061148i,0.0064948+0.02821i,-0.016741+0.0027381i,-0.031415+0.0049114i,-0.02425+0.018197i,-0.010004+0.023015i,-0.00049504+0.017897i,0.0021404+0.011532i,0.007251+0.014453i,0.029577+0.024636i,0.052568+0.025966i,0.049808+0.018626i,0.035446+0.015252i,0.0253+0.0094894i
0.21516+0.13316i,0.44603+0.25007i,0.57657+0.25967i,0.46181+0.12686i,0.23966+0.0011623i,0.12044-0.060172i,0.084422-0.093779i,0.049383-0.086482i,0.013648-0.057366i,-0.012847-0.031607i,-0.015125-0.01384i,-0.0012097-0.016339i,-0.00047606-0.034125i,-0.013664-0.050317i,-0.025955-0.05329i,-0.029695-0.037869i,-0.021426-0.015377i,-0.014428-0.0028751i,-0.028862+0.0056943i,-0.049977+0.016529i,-0.05139+0.018048i,-0.039372+0.009746i,-0.023654+0.0044813i
-0.17175+0.15202i,-0.34867+0.31072i,-0.40123+0.40736i,-0.26139+0.331i,-0.1166+0.18196i,-0.060444+0.11866i,-0.018647+0.10071i,0.0045329+0.052046i,-0.0023344+0.014004i,-0.0040556-0.00095397i,0.0025196-0.0086679i,0.012551-0.0056495i,0.026341+0.0056321i,0.037681+0.023047i,0.044494+0.038729i,0.042218+0.037239i,0.028253+0.0224i,0.013436+0.0079448i,0.0078491-0.011271i,0.0078828-0.033823i,0.0065316-0.036923i,0.0072523-0.021623i,0.009113-0.010304i
-0.077832-0.19734i,-0.18852-0.40239i,-0.28031-0.46198i,-0.23732-0.29175i,-0.093515-0.1204i,-0.0037699-0.06484i,0.0078289-0.018424i,0.023284+0.025721i,0.042534+0.018676i,0.036759-0.0017772i,0.016937+0.00035031i,0.00036847+0.017481i,-0.0056936+0.025088i,-0.013393+0.0077841i,-0.029413-0.014999i,-0.037593-0.022199i,-0.03068-0.016721i,-0.016717-0.0068154i,0.0010369+0.0032244i,0.018167+0.011515i,0.023924+0.010605i,0.014415+0.00011606i,0.0015864-0.0049443i
0.21681-0.032211i,0.44721-0.086738i,0.54965-0.16678i,0.37883-0.19669i,0.13218-0.11953i,0.01777-0.028741i,-0.014927-0.019378i,-0.043051-0.032202i,-0.054079-0.015304i,-0.038152+0.004389i,-0.01648-0.00051377i,-0.012143-0.017967i,-0.02154-0.015973i,-0.019639+0.0058755i,-0.0036399+0.020983i,0.0070957+0.021099i,0.0066367+0.015123i,0.0020751+0.012526i,0.0022251+0.018272i,0.004459+0.02203i,0.0036825+0.020613i,0.0055843+0.022646i,0.011429+0.020328i
-0.034276+0.21109i,-0.068639+0.45556i,-0.052276+0.6031i,0.033292+0.48386i,0.091912+0.23079i,0.072605+0.06874i,0.044765+0.033752i,0.042364+0.029249i,0.041591+0.0037288i,0.021917-0.017118i,0.0035694-0.0089201i,0.0066541+0.0025993i,0.013398-0.012038i,0.010654-0.039147i,0.0027646-0.052726i,-0.0034775-0.045994i,-0.0031197-0.030272i,-0.0062159-0.020822i,-0.024324-0.018412i,-0.040814-0.014149i,-0.037519-0.012123i,-0.026515-0.015419i,-0.01835-0.011418i
-0.16067-0.10201i,-0.35878-0.23064i,-0.48967-0.29419i,-0.41868-0.20213i,-0.23035-0.059067i,-0.081261+0.018869i,-0.0066872+0.029299i,0.016779+0.0069597i,0.01501-0.0020576i,0.018534-0.00034686i,0.018824-0.0094033i,0.0076564-0.011896i,0.0026167+0.005127i,0.0062481+0.031976i,0.0105+0.052606i,0.010067+0.055145i,0.0068788+0.042013i,0.01291+0.021775i,0.035314-0.002648i,0.052229-0.021144i,0.047236-0.020694i,0.033655-0.0091117i,0.020259-0.0044466i
0.1475-0.11614i,0.30915-0.24203i,0.39503-0.30777i,0.29894-0.24896i,0.12913-0.14505i,0.0078987-0.087904i,-0.062001-0.048613i,-0.062838+0.0055066i,-0.020264+0.027118i,-0.00066481+0.020506i,-0.0036482+0.019921i,-0.0071985+0.020285i,-0.0091736+0.011326i,-0.012258-0.0094033i,-0.017018-0.035405i,-0.020117-0.049218i,-0.018347-0.04259i,-0.016582-0.016766i,-0.019601+0.023016i,-0.020622+0.050476i,-0.016852+0.04693i,-0.01309+0.027256i,-0.0094345+0.012093i
0.069258+0.15224i,0.13422+0.33513i,0.18121+0.42019i,0.16916+0.29733i,0.1207+0.13312i,0.10963+0.068614i,0.12899+0.02911i,0.099964-0.018148i,0.039186-0.026689i,0.006357-0.014823i,0.0024718-0.016661i,0.0058278-0.026808i,0.0015445-0.02985i,-0.0047228-0.014263i,0.0012841+0.011395i,0.012879+0.024777i,0.016165+0.022407i,0.010735+0.0086639i,0.00077679-0.014844i,-0.0084531-0.031903i,-0.01188-0.026162i,-0.0068866-0.0074992i,0.0014323+0.0020502i
-0.15186+0.016642i,-0.3439+0.023583i,-0.46217+0.052562i,-0.36413+0.099859i,-0.18212+0.086294i,-0.11418+0.021034i,-0.12184+0.0069038i,-0.089596+0.036288i,-0.03125+0.039025i,-0.003837+0.014183i,-0.0026629+0.0053935i,0.0030851+0.016221i,0.020498+0.01692i,0.03091-0.0018045i,0.024132-0.020942i,0.011381-0.026943i,0.0037554-0.021321i,0.0014743-0.011099i,0.0025897-0.0012331i,0.0061209+0.005086i,0.0075239+0.0011648i,0.0016448-0.0094267i,-0.006957-0.011471i
0.049314-0.144i,0.11481-0.33084i,0.14403-0.45934i,0.082281-0.39878i,0.014524-0.2117i,0.024399-0.04152i,0.061683+0.028739i,0.057585+0.023369i,0.022826+0.013864i,0.0099535+0.018172i,0.016539+0.010332i,0.00974-0.0038154i,-0.009377-0.0023337i,-0.023502+0.014445i,-0.027457+0.03287i,-0.024129+0.041048i,-0.016967+0.037061i,-0.002585+0.026716i,0.017852+0.015012i,0.028704+0.0054337i,0.025223+0.002554i,0.019219+0.0068204i,0.013842+0.0069394i
0.11626+0.084728i,0.23949+0.20774i,0.32125+0.30101i,0.28914+0.24767i,0.18551+0.088448i,0.071458-0.063759i,-0.028509-0.12711i,-0.072975-0.089497i,-0.05468-0.037819i,-0.03434-0.017395i,-0.031292+0.00026097i,-0.021767+0.016273i,-0.0039665+0.011708i,0.010822-0.0096046i,0.017051-0.034722i,0.014575-0.050399i,0.0049644-0.048063i,-0.014307-0.025854i,-0.038657+0.0067839i,-0.049426+0.027012i,-0.039385+0.024022i,-0.024554+0.011062i,-0.01438+0.002734i
