0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
-0.0012767+6.5139e-05i,-0.0010166-0.0009725i,0.00013984-0.0016869i,0.0004635-0.0015708i,-0.00037429-0.00099123i,-0.00094826-0.00043915i,-0.0012424+2.0926e-05i,-0.0010534-3.5228e-05i,-0.00075315+9.6336e-06i,-0.00021103+0.00032596i,0.00012421+0.00029783i,-0.0002057+0.00028551i,-0.00059988-7.0307e-05i,-0.0005171-0.00042449i,-4.4138e-05+0.00011401i,0.00032268+0.00071809i,0.00024178-2.2419e-05i,0.00043192-0.00073891i,0.00077521-0.00072408i,0.00039534-0.0004109i,-0.00032734-0.00037204i,-0.00013798-0.00097219i,-0.00013909-0.00075547i
-0.0013424+0.0013539i,-0.00093954-0.00037479i,0.00043837-0.00047041i,0.00078554-0.00023662i,0.00039897-0.00077521i,-4.5129e-05-0.0012587i,-0.00050449-0.00048679i,-0.00064793+5.7745e-05i,-0.0010637+0.00022447i,-0.00074076+0.00074445i,0.00041957+1.8861e-05i,0.00023318-0.0003551i,-0.001067-0.00034542i,-0.0010231+1.1113e-05i,-0.00031768+0.0001398i,-8.7256e-05+0.00011442i,-0.00046606+1.6405e-06i,-0.00074457-0.00026658i,-0.00032038+0.0001675i,0.0003324+0.00081006i,-0.00022515+0.00094455i,-0.00015189-3.6236e-05i,-0.00026555-0.00093362i
-0.0007969-0.0011055i,-0.00067228-0.00073186i,-0.00064365-0.00086591i,-0.00043028-0.0014163i,-0.00029605-0.0014827i,-0.00099064-0.0014111i,-0.0012175-0.0015867i,-0.00079009-0.00089255i,-0.00025432-0.00043595i,-0.00040002-0.00053472i,-0.0002751-0.00017028i,0.00035577+4.7232e-05i,0.00055691-0.00035601i,0.00042094-0.00038892i,-1.5591e-05-0.00058842i,-0.0008087-0.00072796i,-0.00052307-0.000346i,-5.8279e-05-0.00012877i,0.00042421-0.00041971i,0.00088381-0.00068648i,0.00069322-0.00068092i,0.0001221-0.00032941i,9.7058e-06-0.00031541i
-0.00083054-0.00086893i,0.00023239-0.0011969i,0.00021971-0.00099041i,-0.00061359-0.00067827i,-0.0010254-3.8341e-05i,-0.00073327+0.00012694i,-0.0011405-0.0002262i,-0.0016889-0.00054445i,-0.0017098+0.00013729i,-0.00094031+0.0010324i,-0.00058483+0.00065972i,-0.00089432+0.0002177i,-0.00038603+0.00053674i,8.9332e-05+0.00021021i,-0.00021812-0.00014836i,-0.00012889+0.00018799i,0.00048906+0.00073723i,0.00062961-1.7388e-05i,0.00056913-0.00074907i,0.00072627-6.8714e-05i,0.00014985+0.00045477i,-0.00097535+0.00047989i,-0.00096798-0.00024274i
-0.0001636-0.00055102i,0.00012628-0.0014496i,-4.3522e-05-0.0018503i,-0.00016951-0.0013632i,0.00030807-0.00068802i,0.00011703-1.657e-05i,-0.00050176-6.0177e-05i,-0.00080204-0.00013194i,-0.0010754-0.0003608i,-0.00095576-0.00065239i,-0.00064555+0.00027667i,-0.00029138+0.0012254i,-7.1561e-05+0.00069575i,0.00035295+0.00025915i,0.00067753+0.00031384i,0.00014323+0.00026437i,-0.00050562-0.00061361i,-0.00011106-0.0012564i,0.00024088-0.00070201i,0.00060289-0.00037021i,0.001013-0.00084072i,0.00070566-0.0010904i,-0.00030185-0.0012258i
0.0015466-0.0009103i,0.00061854-0.00036446i,-0.00037036-0.00045771i,-0.0011348-0.0013978i,-0.0015914-0.0016183i,-0.0017182-0.0006474i,-0.00082192-0.0002274i,0.00021929-9.2308e-05i,3.5392e-05+6.9879e-05i,-0.00040409+0.00044308i,-0.00050561+0.000231i,-0.00054939+0.00030649i,-0.00053298+0.00058484i,0.00026013+0.00028276i,0.0012694+0.0002134i,0.00089788+0.00023143i,0.00027024+8.8732e-05i,0.00044503-3.0179e-05i,0.00037054-0.00021215i,0.0006318+0.00042438i,0.00083578+0.00066187i,7.435e-05+0.00045847i,-0.00037259+0.00041585i
-0.00020223-0.00055509i,-0.00089045+0.00051403i,-0.0009659+0.00079212i,-0.0001371-3.3362e-06i,-0.00037001-0.00032148i,-0.00045983-0.00050889i,-0.00027836-1.1887e-05i,0.00027107+0.00029373i,-1.1139e-05+9.3299e-05i,-0.0005673+0.00063191i,-0.0003488+0.00047058i,0.00042578+0.00015837i,0.0010126+0.00055847i,-8.9906e-05+0.00069167i,-0.00044218+0.00021421i,0.00068838+9.2998e-05i,0.00068863-0.00046872i,0.0001383-0.0013918i,-0.00021964-0.0012936i,1.3504e-05-0.00051545i,4.4253e-05+6.6698e-06i,-0.00026834+0.0002601i,-0.00020206+0.00058952i
-0.00045519+8.184e-05i,0.0010843+0.0002635i,0.0013423+0.00027663i,0.0014178+0.00025438i,0.0016623-0.0001467i,0.0015149-0.00073218i,-4.8251e-05-0.001563i,-0.0011714-0.0010213i,-0.00057793-0.00024975i,-0.00042234-4.4086e-05i,-0.00014647-4.5476e-05i,1.6762e-05-7.5275e-05i,-0.00013102-0.00043568i,-0.0006738-0.00058612i,-0.0012472-6.6386e-05i,-0.0010017-0.00032149i,-0.0001719-0.0010473i,-0.00031125-0.0013573i,-0.00042183-0.0014059i,0.00050147-0.00058614i,0.00024974+3.4422e-05i,-0.00079488-0.00061303i,-0.0010756-0.00097873i
-2.4724e-05+0.0010561i,0.00028291+0.0011118i,-0.00018611+0.00058913i,8.5934e-07+0.00028858i,0.00068357-0.00077904i,-0.00015549-0.0009327i,-0.0010836+0.00017731i,-0.0010653+0.00040632i,-0.00040628+0.00039922i,-0.00010419+0.0011745i,5.6404e-05+0.0010521i,0.00019772-0.00021266i,0.00011506-0.0001553i,8.0349e-05+0.00063361i,7.6665e-05+0.00070571i,0.00031767+0.00031711i,0.000713-6.8823e-05i,0.0015338-0.00020977i,0.0013524-0.00021179i,0.00026623+0.00057305i,-8.7435e-05+0.0010538i,0.00039982+0.00061639i,0.00042584+7.0286e-05i
-0.00073144+0.0016695i,0.00091023+0.0011872i,0.0022103+0.00174i,0.0031217+0.001221i,0.0034991-0.00047815i,0.0018904-0.0011323i,0.00047998-0.0006982i,-2.2803e-05-0.00094636i,-0.00047918-0.00068379i,0.00058328-0.00029657i,0.00068799-0.00066151i,0.00016159-0.00036117i,3.5031e-05-9.0513e-05i,-0.00018155-0.0002931i,0.00013566-4.8944e-05i,0.00041219+4.5657e-05i,-9.2551e-05+8.8835e-05i,-0.00018948+0.00018498i,0.00030437+0.00013725i,0.00048842-2.1075e-05i,0.00050914-0.00051877i,0.00072259-0.00014398i,0.00051949+0.00054009i
0.0010858-0.00020169i,7.9618e-05-0.0012929i,-0.00070816-0.0023985i,-0.0013244-0.0025754i,-0.0011381-0.0015534i,-0.00035483-0.00043358i,-0.00024889-0.00061712i,-0.00012291-0.00076284i,-0.00016906-0.00023092i,-0.00057575-0.00024916i,-0.00019137-0.00093131i,0.00039628-0.00054813i,5.1853e-05+0.00071992i,-0.0006516+0.0014795i,-0.00099604+0.00078545i,-0.00065177-9.6334e-05i,0.00010202-0.00038169i,0.0002299-0.00012281i,0.00015143+0.00015063i,0.00039764-0.00057075i,6.1346e-05-0.00042577i,-0.00074645+0.00087285i,-0.0010559+0.00088126i
3.0807e-05-0.00035267i,0.00050543+8.9423e-05i,0.0011203+0.00031637i,0.0021777+0.00014652i,0.001868-0.00054067i,0.00015919-0.0008754i,9.3443e-05-0.00018492i,5.0924e-05+0.00025668i,-0.00045987+0.00055331i,-0.00024928+0.00094564i,-3.1696e-05+0.00072009i,-0.00014685+0.0010711i,0.00019483+0.00037095i,0.00076958-0.00068527i,0.00041559-0.00010298i,0.00015042+8.5612e-05i,9.4674e-05-0.00030866i,0.00045333-0.0007949i,-8.7947e-06-0.0013989i,-0.00038207-0.00095462i,-0.00037923-0.00037454i,1.2069e-05-0.00013942i,0.00064714+3.6006e-05i
-0.0010472-0.00016872i,-0.00054788-0.00057955i,-0.00079143-0.0016285i,-0.0016553-0.0021405i,-0.0013314-0.002075i,-0.00014684-0.0013806i,0.00029535-0.001123i,-1.9858e-05-0.0011336i,8.7458e-05-0.00051868i,0.00060682+0.00016868i,0.00095558+5.7934e-05i,0.0011766+0.00038287i,0.00064913+0.00086433i,-5.5385e-05+0.00062637i,0.00028257+0.00061897i,0.0005117+0.00057126i,-0.00023819-6.2843e-05i,-0.0005945-0.00025181i,-0.00032086+6.7284e-05i,-0.00024289+0.0001949i,-0.0004684-0.00016457i,0.00017738-0.00046395i,0.00045522-2.6555e-05i
0.0013356+0.0019694i,0.0022528+0.0015209i,0.0035458+0.00077734i,0.003905-0.00090809i,0.0025856-0.0021268i,0.0010101-0.0022211i,6.7447e-05-0.00148i,-0.00030239-0.00061505i,9.5186e-05+8.7088e-05i,0.00051381+0.00050624i,8.7508e-05+0.00053981i,-0.00038429-1.4409e-05i,-0.00016429-0.00018594i,-0.00066359+0.0007876i,-0.00083511+0.0010595i,-0.00015925-3.6831e-05i,0.00011783-0.00015821i,-0.0002654+0.0006124i,-0.00049157+0.00013105i,-0.00070711-0.000591i,-9.3726e-07-0.00014098i,0.00062071+0.00043383i,0.00044714+5.2872e-05i
0.0017066+0.00059658i,0.00063131+0.00042708i,0.0010738-0.00069336i,0.0011566-0.0014444i,9.1946e-05-0.002001i,-0.00082566-0.00084438i,-0.00084836+0.0012815i,-0.00086024+0.0014724i,-0.00075736+0.00087388i,-0.00086989-6.9424e-05i,-0.001091-0.000904i,-0.00079931-0.00063242i,-0.00085841-0.00013964i,-0.0004929+0.00060247i,0.00011287+0.0012794i,0.00021665+0.00048547i,0.00046006-0.00074017i,0.00029008-0.00068751i,5.7932e-05+3.0619e-05i,0.00038292+8.2556e-05i,0.00075547-1.8148e-06i,0.00042543-0.00044161i,-0.00033433-0.00082923i
-0.00090306-0.00027859i,-0.00075829-0.00043986i,8.7882e-05-0.00011091i,0.00056083-0.00052166i,0.00031568-0.001781i,-0.0009642-0.0016282i,-0.0009723-0.0012895i,0.00063005-0.00094743i,0.0011978+0.00017932i,0.0010732+0.00047644i,0.00081851+0.00028387i,0.00016255+0.0004894i,0.00019019+0.00085146i,0.00041303+0.0001401i,-4.4885e-05-0.00058446i,-0.00055603-0.00018347i,-0.00050786+4.1497e-05i,-0.00035618-0.00027322i,0.00032-3.763e-05i,0.00078866+0.00047341i,0.0008004+0.00049712i,0.00064511+0.0010018i,-2.2366e-05+0.00088268i
7.2952e-05-0.0019591i,7.4368e-05-0.0021002i,0.00092692-0.0016693i,0.00041315-0.0014155i,-0.0010578-0.0014i,-0.0011605-0.00052404i,-0.0013154+0.00041962i,-0.00045707+0.00024057i,-0.00026297+0.00031651i,-0.00094573+0.00060248i,-0.00096957+0.00033404i,-0.00053882+5.554e-05i,-0.00075565-4.3453e-05i,-0.00082765+2.1152e-05i,-0.00031326-0.00012078i,0.00063701+0.00031664i,0.001032+0.00012648i,0.00069717-0.00040795i,-3.1962e-05-0.00036388i,-0.00021007-1.1681e-05i,3.2492e-05-0.00013641i,-0.00085917-0.00066277i,-0.00065869-0.00082456i
0.0030492+0.00017966i,0.0026558-0.00039229i,0.0024421-0.00037406i,0.0013177-0.00094451i,9.783e-05-0.0013091i,-0.00050656-0.0011873i,-0.00031498-0.0004392i,0.00022448+1.9979e-05i,2.9627e-05-0.00083651i,-0.00029438-0.00087394i,-0.00039287+0.00027252i,-0.00042668+0.00088636i,-0.00052109+0.00051786i,0.00011153+0.0003067i,0.00073795+0.00037647i,0.00071954-0.00029206i,0.00039627-4.8384e-05i,-0.00027462-6.9476e-05i,-0.00036723-0.00067717i,0.00035973-0.00011798i,0.00033434+0.00023487i,0.00033375-0.00032134i,0.000405-0.00057194i
0.0016861-0.00016606i,0.00054107-0.0010273i,-0.0005554-0.0022972i,-0.0012805-0.0025836i,-0.0019952-0.0020889i,-0.0021942-0.001269i,-0.0012745-0.00074278i,-0.00043869-0.0011125i,-0.00017957-0.0010936i,-0.00059389-0.00014433i,-0.00076893+0.00038415i,-0.00014206+0.00081147i,0.00058618+0.001259i,0.00014645+0.00057267i,-8.6216e-05+0.00036194i,0.00049776-1.7656e-05i,0.00057995-0.00027617i,0.00067877-8.2225e-05i,0.00044767-0.00035567i,-5.4112e-05-0.00049175i,0.0006436-0.00037675i,0.00077804+0.00030853i,-0.00040501+0.00074449i
0.000889+0.0013355i,0.00014297+7.7977e-05i,0.00066615+6.8743e-05i,0.0017064-0.00010734i,0.0020227-0.00057826i,0.0014935-0.00047037i,0.00076958-0.00062815i,-0.00086424-0.0010476i,-0.0013421-0.00091183i,-0.00070146-0.0010352i,-0.00071372-0.0013516i,-0.0013275-0.00074276i,-0.0011679-0.00045278i,-0.0009262-0.000428i,-0.00068429-0.00029936i,-0.00013921+0.00091227i,-0.00048853+0.0012928i,6.0662e-05+0.00056723i,0.0010015-0.00031371i,0.00085555-0.0010246i,0.00022878-0.00064493i,-0.00020767+0.00011773i,-0.00018634-3.0968e-05i
0.00091311-0.00068533i,0.00054232-0.0024149i,0.00085411-0.0034848i,0.00014346-0.0038168i,-0.00040652-0.002805i,-0.00034663-0.0014346i,-0.0002599-0.00070739i,-0.00027983-0.00030734i,0.00032577+0.0001837i,0.00063714-5.1164e-05i,0.00026789-0.00026784i,0.00013134-0.00013635i,0.00014195-0.00056078i,7.4566e-05-0.00085898i,-0.00010852-0.00024303i,0.00027886+3.2437e-05i,0.00036998-0.00010819i,-0.00036102-0.00050545i,-0.00070608-0.0006911i,-0.00046863-0.00092112i,-0.00042006-0.00033448i,-0.00023342+0.00091663i,0.00022824+0.00081501i
0.0014845-0.00057506i,0.0023958-0.0005511i,0.0012512+0.00019757i,0.00039291-5.5729e-05i,2.8144e-05-0.00059949i,-0.00013035-0.00069916i,0.00017287-0.0012667i,0.00020557-0.0018556i,0.00037993-0.001117i,0.0006-0.0012736i,0.00029526-0.0018635i,0.00024764-0.00095011i,0.00039103-6.7671e-05i,0.00071797+0.00036528i,0.00085241+0.00084575i,0.00030074+6.4847e-05i,0.00023813-0.00068842i,0.00059287-0.00035797i,0.00059641-0.00048082i,0.00083092-0.00087687i,0.00062996-0.00089135i,0.00058259-0.000895i,0.00041188-0.00067504i
-0.0019427+0.00061525i,-0.0030015-0.0010131i,-0.00249-0.0010032i,-0.0024975-0.00073995i,-0.0023136-0.0022916i,-0.0011143-0.0027461i,0.00022274-0.0010073i,-0.00014983-5.3531e-05i,-0.00070916+0.00016007i,-0.00017976+0.00054327i,7.3573e-05+0.0007519i,-0.000308+0.00042203i,-0.00026891+0.00066765i,0.00021777+0.00053962i,0.00084313+0.00012299i,0.00046974-0.00011283i,-0.00013692-0.00023576i,-0.000171-0.00047118i,0.00037151-0.00092545i,6.0273e-05-0.00090941i,-0.0006786-0.00060215i,-0.00012828-0.00039028i,4.1028e-05-0.00051158i
-0.0020819+8.2936e-05i,-0.00058609-0.00080518i,8.7375e-05+5.591e-05i,0.0011675+0.00093676i,0.0018758+0.00027944i,0.0016261-0.0010644i,0.00041484-0.0013143i,-0.00012784-8.9654e-06i,0.00021156+0.00068093i,0.00040523+0.00042712i,-0.00013812+0.00048683i,-0.00038695-0.00017994i,-0.00028569-0.00062068i,-0.00018504-0.0001549i,-0.00019914-1.5664e-05i,-0.00079955-5.8911e-05i,-0.00098308-0.0006083i,-0.00037993-0.00060183i,9.8973e-05+0.00032025i,0.00044283+0.00049221i,0.00027602+8.7947e-05i,-0.00089153+0.00030846i,-0.0013306+0.0003227i
0.0018457-0.00028685i,0.0015992+0.00035316i,0.00056775-0.00082731i,-0.00037898-0.001476i,-0.0010534-0.001289i,-0.00079833-0.00020487i,-0.00044403+0.00054383i,-0.00029412+0.00025901i,-0.00028715-0.00075993i,-0.001219-0.00056466i,-0.0015428-0.00036508i,-0.0012685+0.00019853i,-0.00099505+0.00062313i,-9.1243e-05+0.0004781i,0.00010201+0.0010476i,-0.00037242+0.0013843i,-8.8119e-05+0.0004417i,0.00054089-0.00058729i,0.00011502-2.7459e-05i,-0.00067021-1.8335e-06i,2.9351e-05-0.00047111i,0.00046675-0.00019321i,7.1861e-05-4.6126e-05i
-0.0011768+0.0011968i,0.00036208+0.00016669i,0.0013938-0.00069155i,0.0014458-0.0014123i,0.0011132-0.0011077i,0.00057297-0.00027903i,0.00094302-0.00058819i,0.00090279-0.0008299i,-0.00017677-0.00040108i,-0.00060711-0.00045781i,-0.00048874-0.00049557i,-0.00073189-0.00030937i,0.00010528-0.00024366i,0.00059921-0.00027368i,8.1798e-05-0.00065891i,-0.00050426-0.00057437i,-0.00029324-0.00010645i,0.00014367+1.6013e-05i,0.00014307-0.00041263i,-7.9344e-05-0.00050583i,-0.00044346-4.9952e-05i,-6.6516e-05+7.1226e-05i,0.00047929-0.00018773i
-0.0015846+0.00042618i,3.7648e-05+9.1987e-05i,0.00065892-0.00095536i,0.00061914-0.0013782i,0.00016513-0.0012216i,-0.00099649-0.0014821i,-0.0011187-0.0017513i,-0.00080637-0.0010285i,-0.001191-0.00010644i,-0.0012289-7.0051e-05i,-0.0014677+0.00025962i,-0.00084104+0.0001884i,1.7061e-05-0.00013402i,0.0001368+0.00031404i,-0.00029915+0.0011012i,-0.00054119+0.00066036i,-0.00046045+0.00034424i,-0.00028442-0.00030158i,0.00013557-0.0012089i,-9.0166e-05-0.0010859i,0.00023849-0.00086021i,0.00039643-0.0008334i,4.3654e-06-0.00071381i
0.0030588-0.00012917i,0.0020201+0.00022171i,0.0013136-5.6231e-05i,0.00047605-0.001399i,-0.00038417-0.0024282i,0.00033292-0.0025106i,0.00031132-0.0013272i,0.0002917-9.191e-05i,0.00081531+0.00035642i,0.00078996+0.00046024i,-2.4552e-05+0.00045593i,-0.00042295+0.00076352i,-0.00034449+0.00010408i,0.00071808-0.00080707i,0.0015875-0.00066641i,0.0012791-0.00093643i,0.00090684-0.0011577i,0.00050859-0.0008211i,9.8776e-05-0.00040642i,5.0645e-05-0.00020279i,0.00047049-0.00042346i,0.00050264-0.00030138i,4.1212e-06-1.4169e-05i
-0.00065541-0.00056694i,-0.0010122+9.9781e-05i,0.00028508+0.0010867i,0.0014014+0.0013689i,0.00053193-0.0003845i,-0.0010054-0.0009861i,-0.00066463-0.00052833i,0.00041824-3.1995e-05i,0.00028315+0.00044681i,-0.00079567+0.00061374i,-0.00165+0.0010203i,-0.0010579+0.00041755i,0.00013693-0.00032287i,0.00024725-0.00023727i,0.00028849+2.7208e-05i,-3.0474e-05+0.00041928i,-0.00046198-0.00012573i,-0.00036202-0.00056251i,-0.00031228-0.0002381i,6.452e-05-0.00032128i,0.00010585-0.00047607i,-0.00041431-6.4907e-05i,-0.00028975+0.00015111i
0.002767-0.00084274i,0.0020197-0.0014589i,0.00071513-0.0026418i,-0.00011856-0.0032002i,-0.0015371-0.0018241i,-0.0024144+0.00042426i,-0.0011601+0.00087052i,-0.00010977+0.00054771i,2.8893e-05+0.00026827i,-0.00057551-0.00011247i,-0.00090134+0.00053302i,-0.00088243+0.0014825i,-0.00065174+0.0015309i,0.00023678+0.0008845i,-0.00022126+0.00078399i,-0.00061786+0.00061069i,0.00018784-8.369e-05i,0.00053869+0.00055797i,0.00027951+0.00087741i,5.5489e-05+0.00039312i,-2.3496e-05+0.00053449i,0.00051324+0.00057073i,-7.1204e-05+0.00010606i
0.0011561+0.0011716i,0.00064454+0.00095368i,-0.00031438-0.00038846i,0.00020878-0.0014422i,-7.6525e-05-0.0016172i,-0.00059709-0.00082186i,-0.00051564+0.00026049i,3.2032e-05+0.00072229i,-4.4495e-05+0.00013008i,0.0001116-0.0015329i,0.00067138-0.0017131i,0.00034864-0.00035483i,-0.00013958+0.00024048i,-0.00014958+0.00085713i,-0.00010067+0.00083228i,0.00020122+5.4727e-05i,0.00022933+3.5377e-05i,-0.00031058+9.9775e-05i,-0.00039312+3.208e-05i,-0.00039915-0.00025201i,-0.00041349-0.00075059i,-0.00077068-0.00022651i,-0.00047966+0.0006028i
-0.0015962-0.0028444i,-0.0019246-0.001752i,-0.0028023-0.0013469i,-0.0028008-0.00053382i,-0.0025344+0.00031304i,-0.0017725+0.00067771i,-0.0009489+0.0010486i,-0.00073783-0.00043818i,-0.00028208-0.0015382i,0.00014277-0.00038941i,-0.00010359+0.00075817i,-6.291e-05+0.000978i,0.00033675+0.0002208i,0.00064025-0.00016452i,0.0011486+4.0542e-05i,0.0015564-1.7584e-05i,0.0014659-0.00024133i,0.0018329-0.00039035i,0.0023862-7.3189e-05i,0.0015388-0.00024677i,0.00045428-0.00030965i,0.00034109-6.0783e-06i,-0.00015933-0.00021657i
-0.0013712-0.0010846i,-0.0011842-0.00095575i,-0.00075429-0.00070424i,-0.00028779-0.00028943i,-0.0003804-7.6126e-05i,-0.00032667-0.00052293i,-0.00031391-0.00062314i,-0.000324-0.000301i,-0.000357-0.00025108i,-0.00023463+0.00032872i,-0.00044707+0.00056085i,-0.00083927+0.00015067i,-0.00053004+9.5761e-05i,-0.00018977+8.3963e-05i,-0.00029489-9.3424e-05i,-0.00024954-0.00014841i,-0.00028923-0.0002312i,5.7993e-05-0.00062372i,-0.00013209-0.00062891i,-0.00049004-0.00028359i,-0.00037027-0.00022463i,0.00015673-0.00034987i,0.00057714-0.00022355i
0.0021614-0.00073697i,0.0015008-0.0017535i,0.00065259-0.0025489i,-9.8721e-05-0.0029054i,-0.00041431-0.0023608i,-0.0004059-0.00087493i,0.00043043+0.00026953i,0.0010036+0.00045373i,0.0001989-0.0002168i,-0.00043839-0.0006725i,-0.00030604-0.00071572i,-0.00033205-0.0009389i,-0.00015211-0.00019017i,0.00053559+0.00068355i,0.00087829+0.0007582i,0.0010541+0.00050785i,0.00096716+0.00016676i,0.00067433-0.00032711i,8.365e-05-0.00044497i,-0.00067621-0.00014208i,-0.0010185-0.00050163i,-0.00079444-0.00073146i,-0.00081798+0.00017553i
-0.0015352-0.0011166i,-0.00088601+0.0011587i,-0.00094786+0.0028719i,-0.00043968+0.0029959i,-0.00010681+0.0021523i,0.00010246+0.001045i,0.00037097+0.00041925i,2.3155e-05+0.00070501i,-3.7634e-05+0.00065815i,3.3126e-05+0.00015365i,0.00021352-2.3034e-05i,0.001343-0.00065825i,0.0021598-0.00067409i,0.0016958-0.00024851i,0.00078689-0.00038618i,0.00022758-0.00047056i,0.0004279-0.00049i,0.00054641-0.00034549i,0.00049456-0.00012958i,0.0007333-0.00047613i,0.00017212-0.00013197i,-0.00054646+0.00090926i,-0.0010886+0.0010669i
0.0014712+0.0016241i,0.0013719+0.00073906i,0.002583-0.0006175i,0.0021495-0.0015499i,0.0012121-0.0026558i,0.00049451-0.0023779i,-0.00014899-0.00090633i,2.0958e-05+0.00010689i,0.0005341+0.00065523i,0.00028455+0.00060058i,1.6967e-05+0.00062863i,-0.00017566+0.0009929i,-0.00051835+0.00057473i,-0.00024524-0.00031841i,0.00013823-0.00042258i,-0.00023667+0.00012735i,-0.00079464-0.00069158i,-0.00046354-0.0013066i,-0.00012217-0.001136i,-0.00012272-0.00083699i,-0.00035098-0.00067544i,-0.00030003-0.00086643i,0.00057882-4.165e-05i
0.00031161+0.00034005i,0.00018079-0.00031328i,-0.00040193-0.00053374i,-0.00031686-0.00024491i,-0.00028264-0.00059989i,-0.00015486-0.0011293i,0.00011757-0.00063421i,0.00047372+0.00010066i,-2.0582e-05-8.7863e-05i,-0.00025613-3.0944e-05i,0.00016435+0.00019221i,0.00023799+5.3703e-05i,0.00013145-5.921e-05i,-0.00019159-0.0003061i,-0.00052733-0.00021915i,-0.00083441-1.1234e-05i,-0.0003652+0.00021276i,-0.000428-2.7417e-05i,-0.00046465-0.00060086i,0.00014917-0.00017699i,0.00012955+0.00044666i,-0.00039413+0.00017611i,-0.0004266-0.00017547i
0.00092369+0.0021255i,0.001842+7.7368e-06i,0.0028903-0.0015455i,0.0027244-0.0017873i,0.0014177-0.0020047i,-9.2862e-05-0.0014652i,-0.00083888-0.0010342i,-0.0001552-0.00080983i,0.0008192-0.00018642i,0.00085193+0.00076163i,0.00070567+0.0002317i,0.00042815-0.00017511i,0.00046188+0.00038142i,0.00028333+0.0010208i,-0.00063147+0.0011542i,-0.00025556+0.0009148i,0.0012571+0.00070806i,0.001148+0.00015397i,0.00052162-0.00035233i,0.00041773-0.00055874i,0.00024955+0.00018144i,5.1908e-05+0.000482i,0.00052136-0.0004403i
-0.00079144+0.00092686i,0.00043264+0.00047134i,0.0015733+0.00043747i,0.0011055+0.00035257i,0.0006589-0.00030538i,0.00046938-0.00080019i,-0.00048872-0.00067048i,-0.001022-0.00089792i,-0.00093725-0.00079543i,-0.00068809-0.00050459i,-0.00030257-0.00054111i,-0.00037045-0.00030065i,-0.00072549-0.00013584i,-0.00040605-0.00041679i,0.00063097-0.00035676i,0.00064951-0.0001603i,-0.0002711-0.00069463i,0.00015431-0.00086215i,0.00029394-0.00023118i,-0.00010516+1.0152e-05i,-6.1529e-05-4.4908e-05i,-0.00024398+0.00030663i,0.00024452+0.00052604i
-0.00052348+0.00059086i,-0.0006339+0.00032623i,0.00029971-0.00098289i,0.0013414-0.0020491i,0.00081375-0.001991i,-0.00042071-0.001904i,-0.00017101-0.0013255i,-0.00040859-0.00026925i,-0.00092543+0.00062903i,0.00021606+0.0011654i,0.0012155+0.0013863i,0.0010837+0.00099603i,0.00084729-4.5002e-05i,0.0009779-0.00018045i,0.00086069+0.00042818i,-3.6005e-05+9.7944e-05i,-0.00022452-0.00018157i,-0.0002766-0.0004127i,-0.00078454-0.00027029i,-0.00066934-0.00037727i,-0.00020762-0.00084533i,-0.00012887-0.00029183i,0.0003129+0.00032655i
0.0016703-0.00079489i,0.0014298-0.0011486i,1.2257e-05-0.0021054i,-0.0012217-0.0025408i,-0.00091911-0.0016406i,-0.00049715-0.00025248i,-0.00059668-0.00032958i,-0.00043795-0.00065994i,3.6236e-05-0.00074578i,0.00018296-0.00062354i,-0.00022762-0.00029123i,-0.00049224+0.00022858i,-0.00010295+0.00050749i,0.00028186+0.00052001i,0.0003509+0.00048501i,0.00035491-0.00010016i,0.00039174-9.2804e-06i,0.00016181+3.2362e-05i,-0.00012375-0.00058676i,-0.00012262-0.00079632i,-0.00020315-0.00072439i,-0.00079524-0.00035119i,-0.00056245+0.00021642i
0.0018779+0.00064567i,0.0027966+0.0001497i,0.0022323+0.00026611i,0.0018367-0.00038962i,0.00085146-0.0010079i,-0.00049422-0.0011447i,-0.00044705-0.00056721i,9.6173e-05-0.00012069i,-0.00012265+0.00034531i,-0.00020901+0.00074231i,-0.00014403+0.0013227i,-0.00021032+0.001526i,0.00018055+0.00027025i,0.00040058-0.00068695i,0.00037215-0.00037323i,5.6492e-05-0.00028589i,-0.00034797-0.00065079i,-0.00034564-0.00054761i,-0.0003152-0.00010166i,-0.00028177-5.9683e-05i,6.0051e-05-0.00018256i,-4.4129e-05-7.0179e-05i,0.00015579-5.9741e-05i
