0.00068291+0.00064944i,0.0010579+0.00045996i,0.00084045-0.002054i,-0.00020781-0.003002i,-0.0016622-0.0014691i,-0.0011648+0.00067441i,-0.00032785+0.001993i,-0.00014808+0.0014365i,0.00096759+0.00013248i,0.0017018-0.00053208i,0.0012689-0.00076976i,-1.1941e-05-0.0010866i,-0.00093948-0.00078251i,-0.0013035-0.00022592i,-0.0008385+0.00020064i,-0.00075187-0.00022616i,-0.0010245-0.00021179i,-0.00023494-0.00040735i,0.0010368-0.00057424i,0.0010373-0.00013492i,0.00096858-0.000573i,0.00090045-7.1979e-05i,0.00051307+0.00037354i
0.00062252-0.00019045i,0.001176+5.3103e-05i,0.0012927+0.00014075i,0.00096244+0.00049694i,0.00012324+0.00085587i,-0.00038769+0.00048993i,-0.0001109+0.00089589i,7.011e-05+0.00084136i,3.8239e-05+0.00020837i,-0.00021078-0.00043673i,-0.00054394-0.00082509i,-0.00048842-0.00037368i,-0.00032329+0.00037529i,-0.0010338+0.0011946i,-0.0010365+0.0011298i,-7.9309e-05+0.0010352i,0.0007482+0.00082831i,0.0011053+0.00069237i,0.00031003+0.00062143i,-0.00088857+0.00019632i,-0.00068651-1.0025e-06i,0.00022666-0.00024305i,0.00034178-0.00044693i
9.6808e-05+0.00076665i,0.00089447+0.00095893i,0.001522-2.8496e-05i,0.0017706+0.00010905i,0.0012507+1.8162e-05i,-0.00026197-0.00057072i,-0.00096019-0.00032831i,-0.00093693-1.4981e-06i,-0.00050037-0.00011274i,-0.00047369-0.00034722i,-0.00065266-0.00036251i,-0.00062277-0.00058581i,-0.0008571-0.00037775i,-0.0006011+0.0007954i,0.00016199+0.0010147i,-0.00026022+0.00018932i,-0.00042862-0.00028697i,-0.000343+2.8028e-05i,-0.0002472+0.00035559i,0.00022107-0.0003685i,0.00022724-0.0014434i,0.00013131-0.0013322i,0.00013304+5.2737e-05i
-0.00074319+0.00099066i,-0.00050395+0.0010784i,-0.0010312+0.0012082i,-0.00074532+0.0017159i,4.5602e-05+0.0010112i,-1.9932e-05-6.5518e-05i,-0.00040719-0.00057668i,-3.239e-05-0.00032759i,5.0438e-05-0.00015314i,-0.00037772-9.1783e-05i,9.5575e-06-1.7789e-05i,0.00015504+0.00019592i,6.1983e-05+0.00092143i,3.7588e-05+0.00073546i,0.00041629-7.6573e-05i,0.00063938+0.00018856i,0.00052047+0.00059904i,0.00060116+0.00077626i,-5.0592e-06+0.00065178i,0.00028464-0.00018516i,0.00057482-0.00037913i,0.00051751-5.6707e-05i,0.00090812-3.0108e-05i
-0.0007789-0.00049995i,-0.00039586+3.8974e-06i,-1.0847e-05-9.6362e-05i,-0.00051835-0.0010994i,-0.00018048-0.00041933i,-2.4916e-05+0.0006714i,-0.00025413+0.00016232i,0.00018637-0.00033181i,0.00057898+2.0351e-05i,0.0004474+0.0006198i,-0.00059972-0.00010259i,-0.00049736-0.00083902i,-0.00014675-0.00072491i,-0.00031721-0.00056356i,-0.00022674+0.00012801i,-0.00021023-6.6216e-06i,-0.00025568-0.00086968i,-0.00020897-0.0007015i,-0.0003559+0.00054373i,7.0074e-05+0.00079472i,-9.4845e-05-8.6286e-05i,-0.00035681-0.00074027i,-0.00023144-0.00019662i
0.00068034-1.0947e-05i,0.0010006-0.00062957i,0.0015744-0.0010805i,0.00094638-0.00080135i,0.00063757-0.00038913i,0.00041059+0.00076413i,0.00037253+0.0013037i,0.00085066+0.00076295i,0.0015606+0.00057619i,0.00099216-0.00020135i,-0.00011771-0.00073139i,-0.00037782-0.00049181i,0.00020016-0.00028222i,0.00035758+7.8036e-05i,-0.00060217+0.0004873i,-0.00048364+2.2949e-05i,0.00013477-0.00059068i,-0.00010569-0.00034866i,0.00041967+0.00017277i,0.0012477+0.00025981i,0.00047463+8.5054e-05i,-0.00023737-0.00012474i,0.0001413-0.00047559i
0.00016297+0.00039948i,0.0012367+0.00025963i,0.0012031+0.00052406i,0.00052468+0.00090954i,0.0004806+0.0005822i,0.00046737-7.9443e-05i,0.00010475-0.00040547i,-0.0001177-7.9632e-05i,0.0006369+0.00098814i,0.00028513+0.00097417i,-0.00069383+0.00019792i,-0.00043379-0.00031066i,0.00016821-0.0010747i,0.00049622-0.00073757i,0.00024585+0.00019575i,-0.00048096+0.00058192i,-0.00093616+0.00014798i,-0.00029994-0.00024579i,0.00076947-0.00043459i,0.0011566-0.00021665i,0.0010149+0.00020027i,0.00050138+3.3124e-05i,0.00016046+0.00048552i
-0.00049613+0.00093446i,-0.00014866+0.00070608i,0.00064276+0.0004298i,0.00042314+0.00022707i,0.00026732+0.00050341i,0.0011011-9.7248e-05i,0.0012886-0.00099495i,0.00046499-0.00076827i,1.9216e-05-0.00024395i,0.00074228+0.00019083i,0.0010241+0.00073932i,0.00030476-2.1225e-05i,-0.0001486-0.00090839i,0.0002076-0.00039343i,0.000298-0.00026673i,0.00036673-0.0002766i,0.0012688+0.00018527i,0.0012695+0.0004438i,0.00035627+0.0006826i,0.00014813+0.0006048i,0.00020935+0.00019375i,-0.00036465-0.00026543i,-0.0010012+1.8595e-05i
-0.00049706+0.0002909i,0.00013776+0.0008288i,9.9219e-05+5.8059e-05i,-0.00096142+0.00027062i,-0.00095996+0.0011643i,-4.6972e-05+0.0011552i,0.00026986+0.00057492i,2.0464e-05-0.00015024i,-0.00075968-0.00035271i,-0.0014184+8.6258e-05i,-0.00077086-0.00039113i,6.3899e-06-0.00061741i,-0.00031765-0.00025232i,0.00038326+5.8508e-05i,0.0014861+0.00014275i,0.00075982-0.00050863i,-0.00029173-0.0007213i,-8.457e-06-0.00074204i,0.00079665-0.00069265i,0.0010743-0.00016656i,0.00078337+0.00035009i,-0.00028598+0.00014383i,-0.00060277-0.00031774i
0.0020104+0.0015993i,0.0022138+0.0017066i,0.0019519+0.0012144i,-0.0001316+0.00027402i,-0.0015661+0.0004436i,-0.00064698+0.0010898i,-1.6574e-05+0.00015442i,0.00035601-0.00093198i,0.00086057-0.0010576i,6.4586e-05-0.00038192i,-0.00057863-1.4226e-05i,-0.00070813-0.00018441i,-0.00065161+0.00033508i,0.00010498+0.00095408i,0.00018719+0.00052451i,-0.0001594-0.00018162i,-5.9359e-05-0.00036937i,-0.00020622-3.9641e-05i,-1.1442e-05+0.0003134i,0.00010555+0.00094093i,-5.1892e-05+0.0011105i,0.00010706+0.0003555i,0.00018093-0.00062585i
-0.0015517+0.0015477i,-0.0015899+0.0015836i,-0.00082259+0.00081137i,0.00049802+0.00025145i,0.0014922-0.00032269i,0.0013339-0.0010001i,0.00030221-0.00072509i,-0.00021601-0.00092829i,4.6164e-05-0.0012141i,-0.00022897-0.00060896i,7.3529e-05-0.00013623i,0.00076859-0.00039026i,-0.00019621+4.9513e-05i,-0.00050447+3.0796e-05i,0.00030826-0.00039953i,0.00049811-0.00057968i,0.00061288-0.00051396i,0.00068714-0.00019397i,9.391e-06-0.00020545i,-0.00071197-0.00050532i,-0.00081266-0.00079162i,0.00033628-0.00072403i,0.00083679-0.00040993i
-0.00064553+0.0013862i,-0.00060686+0.0019894i,-0.00011776+0.0021611i,0.00069143+0.0015796i,0.0012124+0.00078835i,0.0011639+8.5376e-05i,0.0011395-0.00030441i,0.00099315+0.00011181i,0.00052893+0.00031319i,0.0010783-0.00032566i,0.00090159-0.00086354i,0.00037425-0.00087947i,0.00030351-5.2606e-05i,-0.00014691+0.00067578i,-0.00056984-8.5043e-06i,-6.5187e-05-0.00020424i,0.00016766+0.000694i,-0.00018214+0.0010682i,-0.00034289+0.00088682i,-6.0314e-05+0.001126i,0.00017229+0.00099131i,0.00030257+0.00017196i,0.00035043-0.00037236i
-0.00063044-0.0014475i,-0.00099256-0.00091196i,-0.0010375-0.00066363i,-0.0010518+0.00018969i,-0.00042558+0.00048476i,6.8972e-06+0.00078891i,-0.00027296+0.00010906i,-0.00035489-5.9246e-05i,5.2511e-05+0.00011522i,0.00050953+3.1024e-05i,-0.00017984+0.00036738i,-3.3399e-05+0.00057021i,0.0010291+0.00092332i,0.00084471+0.0011148i,0.00055163+0.00055514i,3.6952e-05-0.0002548i,-0.00021313-0.00020767i,0.00021665-2.7602e-05i,0.00053413+0.00017467i,6.4472e-05+0.00044395i,-9.6814e-05-0.00017105i,0.00041843-0.00022436i,0.00033209-0.00032243i
-0.0007302+0.00041698i,-0.0003687+0.00046704i,-0.00031772+0.00085997i,-5.252e-05+0.0016161i,0.00045427+0.0015807i,0.00018968+0.00070056i,9.5265e-05+0.00011404i,-0.00016694+0.00039963i,-0.0014243+0.00053793i,-0.0010393-0.0002843i,5.0854e-05-0.00049702i,-5.3754e-05-0.00048992i,0.00021836+0.00024785i,0.00041384+0.0010519i,0.00018344+0.0006036i,-0.00011204+0.00032504i,-7.5656e-05-8.5316e-05i,0.00041942-0.00056825i,0.00054084-0.00057995i,0.00034377-0.00072923i,0.00043889-0.00074299i,0.00026894+9.2699e-05i,0.00020787+0.0001123i
-0.00036285+0.00058778i,0.00030381+0.0007241i,-0.00049916+0.0007555i,-0.0010258+0.00059785i,-0.00062051+3.5444e-05i,-8.1767e-05-0.00027254i,-0.00022584-4.9025e-05i,-0.00015227+0.00049973i,0.00051347+0.00081999i,0.00029082+0.00037421i,-0.0006817+1.5001e-05i,-0.0010671+0.00023969i,-0.0010954+0.00074132i,-0.0011064+0.00052959i,-0.00043588-0.00013571i,0.00021772-0.00059097i,0.00057651-0.00074787i,0.00062687-0.00012583i,0.0011844-0.00013461i,0.0011728-0.00042212i,0.00060416-0.00025562i,0.00016784-0.0002312i,-6.3366e-05+0.00011452i
-7.971e-06+0.00086787i,4.0148e-05+0.00074926i,0.00055988+0.00031837i,0.00088454-0.00059855i,0.0013871+2.1826e-05i,0.0011546+0.0009939i,0.00057969+0.00088462i,0.00014986+0.00063359i,-0.00046575+0.00046769i,-0.00027853+9.8378e-05i,0.00049834-3.7228e-05i,0.00073461-0.00036965i,0.0005002-0.00017161i,-0.00025696-0.00059408i,-0.00026644-0.0013265i,-0.00067782-0.00054629i,-0.0011754+0.00047367i,-0.00095526+9.8757e-05i,6.0616e-05-0.00075172i,0.0003783-0.0012606i,-8.539e-05-0.0011462i,8.4295e-05-0.0004916i,0.00060648-8.4705e-05i
0.00041802+0.0013411i,0.00023526+0.0023309i,-9.899e-05+0.0020578i,-0.00018583+0.00084734i,-0.00010016-0.00012076i,0.00040983-0.00070638i,-0.0002167-0.0010304i,-0.0011355-0.00040027i,-0.00044167+0.00046719i,0.00058111+0.00084877i,-7.61e-05+0.00049178i,-0.00014528-0.00032018i,0.00051125-0.00025271i,0.0009175+0.00027355i,0.00051435-0.00012466i,-7.4725e-05-0.00027773i,-0.00014784+0.00021165i,-0.00016341+0.0005923i,-5.2951e-05+0.00051337i,-0.00057927-0.00028708i,-0.00030421-0.00095928i,0.00039976-0.00050385i,0.00024358-0.00030518i
0.00084055+0.00021759i,0.00048233+0.00069585i,0.00097333-0.00084816i,0.0012019-0.00067037i,0.00079758+0.0010986i,0.00057359+0.0016417i,0.00063921+0.0007952i,0.00064455+6.8476e-05i,0.00019564-0.00033284i,-0.00018099-0.00076119i,-0.00038454+0.00014454i,-0.00022971+0.0010152i,0.00051949+0.00063892i,0.0013805+0.00027674i,0.00074874+0.00072499i,-0.00022477+0.0010603i,-0.00028615+0.00046722i,0.00025219-0.00085639i,0.00067934-0.0010678i,0.00021307-0.00062531i,-0.00011158-0.00061087i,-0.00024461+5.2399e-05i,-0.00049593+0.00091717i
-0.0026044+2.7737e-05i,-0.0023959+0.0012312i,-0.0025327+0.0023098i,-0.0025149+0.0024098i,-0.0017648+0.0015176i,-0.00023106+0.00092147i,0.0009511+9.1929e-05i,0.00069833+2.4831e-06i,-7.994e-05+0.0011193i,-0.00066771+0.00090993i,-0.00053557+0.000553i,-0.00087882+0.0004802i,-0.00082852+1.7744e-05i,-0.00027894-0.00030016i,-0.00051598-0.00044834i,-0.00033506-0.00014313i,-0.00032719+0.00021896i,-0.0011948+0.00041315i,-0.0011762+0.00052971i,-0.00053546+0.00054126i,0.00015289+0.00040015i,-0.00056217+0.00010269i,-0.0010885+0.00018362i
0.00087746+0.0018333i,0.0013721+0.00090808i,0.0023895-0.0005529i,0.0021931-0.0012707i,0.00097711-0.00047097i,2.3504e-05+0.0014398i,0.00028485+0.0019542i,0.00055871+0.00088291i,-3.8845e-06-2.8986e-05i,-7.7211e-05-6.7226e-05i,-0.00037479+0.00062997i,-0.00057565+0.0010046i,-0.00035215+0.0011683i,-0.0010312+0.0012994i,-0.00089548+0.00060355i,-0.00042083+0.000559i,-0.00095541-5.2657e-05i,-0.0012833-0.0004931i,-0.00094776+0.00034631i,-0.00062264+0.00074325i,-0.0004314-3.6068e-05i,-8.0959e-05-1.1441e-05i,-5.8078e-05+0.00014267i
0.00087919-0.0016552i,0.00097117-0.0017616i,0.00035881-0.0011761i,-0.00087864-0.001047i,-0.00098355-0.0013097i,-0.001002-0.00046753i,-0.00065325+0.00036128i,-0.00027477+0.0006512i,-0.00076227+0.00060264i,-0.0008491+0.0005186i,-0.00050798+0.00010081i,-0.00025631-0.0002148i,-6.0063e-06+0.00074777i,3.7711e-05+0.00099304i,-0.00040214+0.00059647i,-0.00050069+0.00038096i,-0.00021249+1.7104e-05i,-0.00025011-0.00026902i,0.00040021+0.00027149i,0.0013209+0.00050724i,0.0013136+0.00016372i,0.00033584+0.00065921i,-0.00016721+0.00048215i
-0.00085588-0.00095653i,-0.00075539+1.1608e-05i,-0.0015627+0.00099701i,-0.0011769+0.0010366i,0.00015712+0.00083183i,0.0011377+0.00062967i,0.0015137+0.00020786i,0.001241-0.00010405i,0.00028489+7.1679e-05i,-0.00024297-0.00094442i,0.00037374-0.00091582i,-0.00039983+8.9786e-05i,-0.00078412+0.00044331i,-0.00043447+0.00062106i,4.1561e-05+0.00062824i,9.1025e-05+0.0005776i,-2.3995e-05+6.9591e-05i,3.8722e-05+0.0001286i,0.00042573+0.001053i,0.00061012+0.0015157i,0.00057517+0.00091414i,0.00013221+0.00057027i,-0.00010537-0.00015501i
-0.00035389-0.0010444i,-0.00018869-3.9552e-05i,0.00040361+0.00061402i,0.00056207+0.00077256i,0.00017038-0.00024218i,-0.00022207-0.00059201i,0.00023371-0.00033756i,0.00079246-0.00058164i,0.0006548-0.00038904i,-0.00029966-0.00041186i,-0.00046866-0.00049949i,-7.1132e-05-3.7914e-05i,0.00026538+0.00032491i,0.00031641+0.0005735i,7.3916e-05+0.00053476i,0.00040096+5.6763e-05i,0.00025519-0.00066254i,-0.00053194-0.00060751i,0.00027423-9.5617e-07i,0.0012232+0.00062012i,0.0006945+0.00014801i,5.051e-05-0.00069334i,-0.00045162-0.00049546i
-0.00089072-0.0018672i,-0.00074296-0.0010068i,-0.0015298-0.00037254i,-0.0018054+4.2243e-05i,-0.0012111+0.000844i,0.00055971+0.0002406i,0.0017551-0.00022463i,0.0010879-0.00082326i,-0.00040512-0.0014919i,-0.00061182-0.00075626i,0.00039732+8.0643e-05i,6.4781e-05-3.4253e-05i,9.2548e-05-0.00035177i,0.00045588-9.5712e-05i,0.00080038+0.00044065i,0.00099093+0.0011258i,3.5573e-05+0.00091972i,-0.00079668+0.00049124i,-0.0004567+0.00047845i,-4.1784e-05+0.00035465i,-0.00065269+2.2205e-05i,-0.00060044+0.00011045i,-6.8088e-05+0.00070364i
0.0011993+0.0020648i,0.0011357+0.0026386i,0.001891+0.002383i,0.0015069+0.00083414i,0.00026222-0.00063756i,-0.00011263-0.00028499i,-2.983e-05+0.0001843i,0.0003729+0.0001768i,0.00082542+0.00019509i,0.00092133+0.00058319i,0.00020872+0.00055756i,-0.00091716+0.0003718i,-0.0009393-4.0703e-05i,0.0004358-0.00084255i,-0.0004461-0.00033196i,-0.0010271+0.00048276i,-3.6271e-05+0.00071859i,-0.00045747-1.5432e-05i,-0.001131-0.00045714i,-0.00046062-0.0008931i,0.00049994-0.00044316i,0.00062541+6.7499e-05i,0.00058244-0.00059161i
0.00016587+0.0011585i,0.0011277+0.0012067i,0.0010436+0.0010385i,0.00048346+0.00049693i,0.0010116-3.012e-05i,0.00099023-0.00026493i,7.8322e-05-0.00051707i,-0.00078471-0.00085308i,-0.00055415-0.00058037i,0.00021452+0.0005619i,0.0001394+0.00040449i,-0.00039832-0.00038192i,-0.00052084-0.00047103i,-6.0598e-05-1.2505e-05i,0.00019986+0.00059051i,0.00053125+0.00046062i,0.00042177+6.6012e-05i,-5.7322e-05-0.00035583i,-0.00036402-0.00067223i,-0.00032881-0.00065835i,0.00015959-0.00041432i,0.00028826-0.00057864i,-0.00021279-0.00021192i
0.00086367+0.0036944i,0.0013781+0.0042242i,0.0025805+0.0040329i,0.0026897+0.0022268i,0.0020647+0.00013266i,0.0010195-0.0014043i,-6.9067e-05-0.0013759i,-0.00034359-0.00031226i,-0.00076883-0.00039689i,-0.00018352-0.00072236i,9.8062e-05-0.00090002i,-0.00014276-0.0012735i,3.6701e-05-0.00090079i,7.9749e-05-0.0002379i,-0.00061543-0.00061057i,-0.000793-0.00031675i,-4.3252e-06-2.564e-05i,0.00046488-0.00027409i,0.00017014-2.4962e-05i,-0.00037685-4.2198e-05i,-7.6676e-05-6.6587e-05i,0.00030095-4.837e-05i,0.00014974-0.00072251i
-0.00046064+0.0031136i,0.0010158+0.0033634i,0.0016157+0.0024513i,0.0016694+0.0010062i,0.0013334-3.4423e-05i,0.00095436-0.00021662i,0.00051644+6.3966e-05i,-0.00055549+0.00013601i,-0.00065251-0.00024899i,0.00034739+0.00027053i,0.00046923+0.00021284i,-2.6193e-06-0.00027535i,-0.0001059+0.00049639i,-0.00015809+0.00072562i,0.00024098-0.00019832i,0.00016031-0.00063352i,0.0001439-0.00079169i,0.00082135-0.00046478i,0.0007042+0.00013127i,-1.1493e-05+0.00019348i,-8.9009e-06+0.00023158i,0.00034966+8.1415e-05i,0.00071082-8.0646e-05i
0.00092929+2.8642e-05i,-1.186e-05-0.00010699i,-0.0011203-0.00062905i,-0.0024251-0.00045402i,-0.0020213+0.00052292i,0.00025793+0.0018014i,0.0012888+0.0015576i,0.00088711+0.00054593i,-3.1072e-06+6.9456e-05i,-0.00072087-1.7157e-05i,-0.00026072+0.0004607i,0.00068149+0.00094229i,0.001017+0.00091393i,0.00060092+0.00084965i,0.00010316+0.00057679i,0.00019406+0.00024479i,0.00024165+0.00096783i,0.0001568+0.0015205i,0.00028691+0.0005883i,0.00031437-0.00057504i,4.82e-05-0.0010616i,0.00023736-0.001061i,-5.4777e-05-4.4439e-05i
-0.0013476-0.00029034i,-0.00074607+0.00040607i,-0.0003772+0.0013038i,4.769e-05+0.0021463i,0.00095755+0.0019477i,0.0010406+0.00079305i,0.00050803+0.0005987i,0.00022738-4.7273e-05i,-0.00030265-0.00041561i,-0.00087477-0.00083705i,-0.0008955-0.00059956i,-0.0010399+9.6455e-06i,-0.0012736-0.00014871i,-0.00093245-0.0006062i,0.00022508-0.00042683i,0.00051114-5.2583e-05i,0.00031881-0.00023633i,0.00071478+0.00013327i,0.00050759+0.00028776i,-3.2958e-05-1.9444e-05i,3.8856e-06+0.00013843i,0.00020991+0.00058367i,-0.00020381-0.00026175i
-0.0015318-0.00073457i,-0.0012236+0.00030351i,-0.0011722+0.00031171i,-0.00089347-2.5782e-05i,-0.00051345+0.00030772i,0.0002218+0.00041877i,0.00082644-9.2103e-05i,0.00075288-0.00022994i,-0.00012103+0.00038362i,-0.00068259-0.00026234i,-0.00035308-0.00072156i,-0.00011572-0.0007881i,-3.7562e-05-0.00024451i,0.00025131+8.1026e-05i,0.0002546+0.00029769i,-0.00027073+0.000619i,-0.00020784+0.00013744i,0.00036635-0.0003613i,0.00093198+1.6747e-05i,0.00078479+0.00040732i,-0.00034362-0.00025019i,-0.00077811-0.00032566i,-0.00049029+0.00030624i
0.00027809+0.0010649i,0.0011327+0.00025425i,0.00076796-7.8245e-05i,0.0002151-0.00037634i,-0.00041862-0.00026633i,-0.00047491+0.00010559i,-0.00025352-0.00027549i,-0.00040007-0.00071393i,0.00023286-0.00042477i,0.00023005-0.00015243i,-2.6637e-05-0.00086121i,0.00013744-0.0012299i,0.00021134-9.3966e-05i,-0.00015883-0.00033661i,-0.00034109-0.0013573i,-7.5605e-05-0.00081806i,0.00031728+1.4278e-06i,0.00070382+0.00068114i,0.0002595+0.001116i,-0.00041818+0.00092322i,-0.00083919+0.00064075i,-0.0011693+0.00023132i,-0.00081028-0.00021932i
0.0010351+0.001004i,0.0013552+0.0012021i,0.0020446+0.0012393i,0.0014926+0.0008402i,0.0005821-2.6662e-05i,-0.00041535+0.00037202i,-0.0010069+0.0010612i,-0.0011319+0.00035826i,-0.00072129-0.00024306i,-0.00022948-0.00043622i,-0.00070021-0.000927i,-0.00065278-0.000816i,-0.00016548-0.00074714i,0.00067129-0.00075392i,0.00083014-0.00038717i,0.00077891+0.00067695i,0.00017848+0.0011623i,-0.0010966+0.00058645i,-0.0011442+9.1343e-07i,-0.00032295-0.00017194i,0.00074313-0.00043911i,0.0011238-0.00025165i,0.00082993-0.00034576i
0.0010198+0.001088i,0.0012961+0.0019966i,0.0018524+0.00099572i,0.001103-0.00049981i,-0.00023007-0.00017982i,-0.00010793+0.0010987i,-7.2587e-05+0.0013114i,-2.9553e-05+0.000588i,0.00046017-0.0001803i,0.00089151-0.00047272i,0.00057116-0.00063112i,0.00019927-0.0011136i,0.00056804-0.00048994i,0.00051026+0.00020345i,0.00033804-0.00033332i,7.3109e-05-0.00054933i,-0.00094228-0.00010778i,-0.0015181+0.00066698i,-0.0011716+0.0010436i,-0.00059437+0.0012367i,-0.0001493+0.0013297i,0.00037601+0.00050786i,0.00042865-0.00020255i
0.00055009+0.0032142i,0.0017135+0.0024418i,0.0016631+0.0022084i,0.0012932+0.0020589i,0.001303+0.00071763i,0.00057472-0.00028536i,0.00014181-0.00019302i,-8.1763e-05+1.7623e-05i,-0.0005632+0.00027427i,-0.00059801-0.00032188i,0.00065259-0.00078716i,0.0010596-0.00082189i,0.00033137-0.00019304i,-7.4217e-05+0.0011104i,-0.00011502+0.00064334i,-0.00018633-0.000334i,-0.00023469-0.00074238i,0.00041885-0.00041781i,0.00073124+0.00039166i,7.3618e-05+0.0011263i,-0.0003587+0.0013808i,-0.00111+0.00095955i,-0.00088189-0.00014059i
0.0010716+0.00027142i,0.0011519+0.0010305i,0.0011543+0.00042465i,0.00026246+0.00051577i,-0.00046553+0.00115i,6.5826e-05+0.0019949i,0.00047962+0.0018417i,-3.9797e-05+0.00090709i,-0.00073675+0.00034701i,-0.00046642+0.00055725i,-0.00057458+0.00070154i,-0.00042875+8.5785e-05i,-0.00020132+0.0003389i,-6.6515e-05+0.0013276i,7.1956e-05+0.00083643i,-4.7203e-05+0.00053001i,-0.00015006+0.00070379i,0.00033001+0.00039457i,0.0010293+0.00047156i,0.00084403+0.00076495i,0.00057376+0.00024639i,2.6887e-05-0.00028987i,-0.00042754-0.00052394i
-0.00066056+0.0015251i,0.00011749+0.001667i,0.0012003+0.00039485i,0.00063543-0.00019002i,-0.00051989+0.00021636i,7.2122e-05+3.9396e-05i,0.00063834+0.00022116i,-7.2526e-05+0.00029319i,-0.00015407+0.00015103i,0.00020492+0.00010821i,-0.00030667-0.00013614i,-0.00063695-0.00053444i,-0.0001053+0.00024477i,0.00063511+0.00081511i,0.00045976+0.00092489i,-0.00029236+4.7243e-05i,2.9632e-05-0.00080853i,-0.00016337-0.00028225i,-4.5124e-05-0.00016985i,0.00075928-0.00023415i,0.00064578-0.0002633i,-3.6511e-05-0.0004375i,-0.00056924-0.00080524i
-0.0021853+7.6736e-05i,-0.0019029+0.00079314i,-0.0016731+0.0026505i,-0.00095765+0.0028998i,8.813e-05+0.0014505i,0.00087578+0.00044889i,0.00024527-0.00077099i,-0.00036571-0.0011168i,-0.00042119-0.00077069i,-0.00028961-8.5029e-05i,-0.00030428+0.00038359i,-0.001043-0.00029813i,-0.00043017-0.00038532i,0.00041838+0.00018997i,-8.8138e-05+6.1658e-07i,-0.00053328+5.9138e-05i,-9.857e-05+0.00033527i,-1.8286e-05-0.00079965i,-0.00013369-0.001177i,0.00042314-0.00052473i,0.00054947-0.00039618i,0.00072318-0.00030886i,0.001058-0.00032034i
2.4328e-05-0.00044708i,3.2959e-05+0.00013354i,-2.6e-05-0.00019843i,-0.00051714-0.00077653i,-0.00041872-0.00062234i,6.719e-05-2.1194e-05i,-0.00018768-3.7703e-05i,-0.00039736-4.1494e-05i,2.046e-05+0.00020207i,0.00024261+0.00014747i,0.00017276+0.00016482i,-0.00034018+0.00045771i,-0.00091512-0.00017398i,-8.0147e-06+9.2333e-05i,0.0011431+0.00067787i,0.00077653+0.0003849i,0.00028452-0.00010016i,-6.7993e-05-0.00010344i,-0.00060484+0.00022928i,-0.00078908-0.00032581i,-0.00095293-0.00077614i,-0.00046859-9.0327e-05i,-0.00011331+0.00080086i
0.0027989+0.00095992i,0.0022135+0.00049978i,0.0017953+0.0003731i,0.0009111-0.00044467i,3.7849e-05-0.0016255i,-6.266e-05-0.00053474i,-6.266e-05+0.00089659i,0.00018416+0.00011123i,0.0003323-0.0011177i,-6.8201e-05-0.0017929i,-4.1682e-05-0.001381i,-0.00047912-0.00038503i,-0.0009729+0.00059645i,-0.00078175+0.00041738i,-5.6746e-06-0.00020796i,0.00044605-0.00026797i,0.00043225+3.1389e-05i,8.4345e-05+0.00023744i,-0.00048649+0.00026851i,-0.00031418+0.00055465i,0.00060723+0.00010536i,0.00076093-5.0267e-06i,0.00012721+9.9418e-05i
0.0028228+0.00052201i,0.0023082+0.0012139i,0.0022933+0.00076503i,0.0018051-0.00040066i,0.00072629-0.0007961i,0.00010719-0.0010455i,-0.00033165-0.0009058i,-0.00019463-0.00043402i,8.9875e-05-0.00026554i,8.1613e-05-0.00019438i,0.00015841-0.00066582i,-0.00039649-0.00037531i,-9.1727e-05+0.0010549i,0.00037531+0.0016897i,0.00040113+0.00091408i,9.6696e-05+0.00051317i,3.9824e-05+0.00016228i,0.00040873-0.00066934i,7.0839e-05-0.00034619i,0.00069088+0.00044419i,0.00073823+0.00027477i,-0.00040653-0.00044575i,-0.00041569+3.8588e-05i
-0.00099051+0.0022347i,-0.00095896+0.0024572i,-0.00026005+0.0021391i,-0.00021062+0.0013411i,-9.0657e-05+0.0009807i,5.5242e-05+0.00017798i,7.7946e-05-0.00088113i,0.00017839-0.00096657i,0.00052592-0.00023869i,0.00082635+0.00014436i,0.00040096+0.00033791i,-0.00046251+0.00011736i,-0.00068512-0.00054132i,-0.00085184-0.0010046i,-0.00070808-0.0007457i,-0.00016424-0.00060554i,0.00014165-2.3124e-05i,0.00010437+0.00077085i,7.2879e-05+0.00048837i,-0.00027659+0.00035709i,0.00022765+0.00024068i,0.00028249+0.00015046i,7.7576e-05-0.00036399i
-0.0010801+0.0026432i,-0.00034894+0.0022701i,0.0012004+0.0018367i,0.00042072+0.00068668i,0.00027224-0.00068636i,0.00062573-0.0010418i,-0.00046119-0.00037944i,-0.00096878+0.00033153i,-0.0012074+0.00016082i,-0.0011202-7.4989e-05i,-0.00066899-0.00042653i,-0.00041589-0.0004359i,0.00030098-0.00015958i,0.0010915-0.0005899i,0.0011535-0.00062898i,0.00089643-8.3473e-05i,0.00036501+0.000421i,-0.00024285+0.00028325i,0.00063113-0.00029902i,0.0012802-0.00045207i,0.00068704-0.00052144i,0.0004244-0.00032943i,0.000732-3.7537e-05i
