-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
-0.0019855-0.0013485i,-0.00081485-0.0017612i,-0.00048027-0.0003536i,-0.00082658+0.00020854i,-0.00047365-0.0013018i,0.00027202-0.0027856i,0.0002722-0.0032014i,0.00016107-0.0029322i,0.00028868-0.0018643i,-0.00029457-0.00090404i,-0.0011696-0.00054034i,-0.00088392-0.00072061i,1.8132e-07-0.00080705i,2.312e-05-0.0003657i,-0.00046393-3.5375e-05i,-0.00043435-0.00025242i,-0.00040498-0.0010129i,0.00021471-0.00098215i,0.0007797-0.00057553i,0.00026609-0.00044724i,-0.00025918+9.6537e-05i,-0.00040451+0.00049908i,-0.00096773+0.00037359i
0.0019586-0.0031022i,0.0020554-0.0021161i,0.00037004-0.0019156i,-0.001316-0.001443i,-0.0019523+0.00069552i,-0.0011873+0.0010194i,-0.00028035-0.00077919i,-0.00053982-0.0018531i,-0.0016845-0.0019198i,-0.0020262-0.0012258i,-0.0012325+2.3368e-05i,-0.00065822-0.00024604i,-0.00037578-0.00080223i,-0.00018624-0.00043121i,0.00018028-0.00070715i,0.00065578-0.0010326i,0.00095461-0.0014926i,0.00090345-0.001449i,0.00024508-0.00048255i,0.0004408+0.00021404i,0.00088248+0.00027272i,0.00037356+0.00036452i,0.00017592+7.9992e-05i
0.0023735+0.00011193i,0.0018774+0.00052224i,0.0019634-0.0014912i,0.001724-0.0037398i,0.00088609-0.0033234i,6.8853e-05-0.0020008i,-0.00072232-0.0014419i,-0.0013608-0.001175i,-0.0022332-0.00071617i,-0.0021082-0.00027024i,-0.0012294-0.00014404i,-0.000722-0.00068233i,-0.00094824-0.00033677i,-0.00050972+0.00013304i,-0.0002955-0.00045842i,-0.00018048-0.0013676i,0.00015742-0.0013963i,-5.1921e-05-0.0010859i,0.00018696-0.00046288i,0.00011143+0.00058842i,0.00020195+0.00070664i,0.00046909+0.00045655i,0.00046604+0.0007344i
-0.0060601+0.0020706i,-0.0040487+0.0032028i,-0.00090473+0.003402i,0.00061502+0.0016603i,0.00051887-0.00052746i,0.00021149-0.00096765i,-0.00061047-0.00066729i,-0.0013531-0.00040704i,-0.0020755+0.00022901i,-0.0020109+0.00082526i,-0.00061134+0.00047072i,0.00017169-0.00040848i,-5.9905e-05-0.00053391i,-0.00010411-0.00024177i,-0.00082943-0.00059808i,-0.001191-0.00086539i,-0.0011131-0.00029941i,-0.00089434+0.00053708i,-0.00054617+0.0004731i,1.7376e-05+0.00052972i,0.00029129+0.00068413i,7.2708e-05+0.00053346i,3.7736e-06+0.00067286i
-0.0025673-0.0029318i,-0.002246-0.0020837i,-0.0025619-0.00031419i,-0.0024842+0.00047234i,-0.0015917+6.4361e-05i,-0.00038099-0.00060382i,0.00014451-0.00030445i,-0.00060837+0.00036978i,-0.0017131+0.00076642i,-0.0014947+0.0010395i,-0.00066613+0.0014099i,-0.00059763+0.0011527i,-0.00050736+0.0003381i,-0.0005741+0.00016469i,0.0002081+0.00054779i,0.00093645+0.00067498i,0.00055412+0.00072339i,0.00040318+0.00085408i,0.00043168+0.00083538i,0.00028656+0.00049875i,0.00013845+0.00064802i,-2.4036e-05+0.00033274i,-0.00029712+0.00036185i
-0.0012766-0.0016031i,-0.0013772-0.00068546i,-0.0027423+0.0004183i,-0.0022612+0.0016446i,-0.00025101+0.0018599i,0.0012848+0.00080901i,0.0014421-8.5938e-05i,0.0013517-0.00060856i,0.00067573-0.0010682i,-0.00025566-0.0010695i,0.00020649-0.0006065i,0.0012248-0.00021855i,0.001643-1.0616e-05i,0.0016809-0.00034786i,0.0017305-0.00095088i,0.00074677-0.00052549i,-0.00058025-0.00024202i,-0.00094144-5.7149e-05i,-0.00017196+0.00055863i,0.00045523+0.00044037i,-0.00024837+0.00025024i,-0.00035213+0.00033791i,-4.9323e-05-3.3484e-06i
0.0036833+0.0019209i,0.0027939+0.00083163i,0.0027348-0.0012188i,0.0029587-0.0036034i,0.0021077-0.0043816i,8.9311e-05-0.0035075i,-0.00075519-0.0033537i,9.5401e-05-0.0033677i,0.00067079-0.001991i,0.0004279-0.00069205i,-0.00028884-0.00073306i,-0.00023778-0.00050292i,-0.00066885+0.0003934i,-0.0013324+0.00011643i,-0.00066974+5.2611e-05i,0.00046128+0.00031427i,0.00058827+9.8716e-07i,0.00067124+0.0001744i,0.00094253-0.00054412i,0.00032951-0.00084038i,3.382e-05-5.2189e-05i,0.00029143+0.00034711i,0.00030041-0.00020436i
-9.9926e-05+0.0044165i,0.0025781+0.0037686i,0.0038221+0.0029164i,0.0026893-0.00014538i,0.0019231-0.0039666i,0.00069887-0.0048375i,0.0008023-0.0038646i,0.00030272-0.0029828i,-0.0011778-0.0023983i,-0.00085409-0.0022325i,-0.00014729-0.0013285i,-0.00017965-0.00071873i,-0.00084456-0.0013679i,-0.0014659-0.0018718i,-0.0014169-0.0017462i,-0.0012449-0.001394i,-0.00081058-0.00084359i,-0.00041135-0.0006942i,-0.00022925-0.00085475i,-0.00019605-0.00056032i,0.00023624-0.00052336i,0.00034041-0.00074671i,0.00043355-0.00058571i
-0.0034763+0.0029676i,-0.0026296+0.0028507i,-0.00041414+0.0027407i,0.0017845+0.0015863i,0.0018724-0.0002158i,0.001209-0.0019234i,0.00014472-0.0026836i,-0.0012736-0.0030337i,-0.0020558-0.0026933i,-0.0014325-0.0018265i,-0.00097947-0.0006733i,-0.00096702-0.0003915i,-0.00064163-0.00095523i,-0.00031625-0.0013826i,-0.00032453-0.0008354i,-0.00079282+0.00064614i,-0.0011194+0.00040984i,-0.0014764-0.00032929i,-0.0012306-0.00019242i,-0.00030203-1.9178e-05i,0.00036803+0.0001491i,0.001141+0.00036614i,0.0010822-0.00066529i
0.00024928-0.0022926i,-0.0013968-0.002513i,-0.0016335-0.002276i,-0.00077754-0.00052438i,-0.00041683-0.00012954i,-0.00022782-0.00088006i,-0.00039146-0.0019512i,-0.0015169-0.0019506i,-0.0027466-0.00105i,-0.0026928-0.00090202i,-0.0015887-0.00068297i,-0.00090969-0.0001191i,-0.00071527-0.0001226i,-0.00028369+0.00037833i,0.00015512+0.00083915i,0.00019281+7.6645e-05i,0.00010357-7.0268e-06i,-0.00028594+0.00076525i,-0.00059136+0.0010114i,0.0006361+0.00042363i,0.001173-0.00045791i,0.00063661-0.0002929i,5.4932e-05+0.00021895i
0.0030008+0.0017539i,0.0025939+0.00062348i,0.002216-0.00033742i,0.00027792-0.0030327i,-0.00077233-0.0050184i,-0.00068717-0.0040895i,-0.00075247-0.0018822i,-0.0015898+2.44e-06i,-0.0027111+0.0012622i,-0.0024753+0.0012738i,-0.0010747-0.00019081i,-0.00053381-0.00045277i,-0.00086638-0.00028085i,-0.00086501-0.0010102i,-0.0005447-0.00081971i,-0.00056045-0.0001598i,-0.00058819-0.00038912i,-0.00043699-0.00035933i,-0.00059684+0.00066986i,8.3144e-05+0.00084718i,0.00041079+0.00036781i,0.0002226+0.00047311i,5.3224e-05+0.00097381i
-0.00091102+0.0021196i,0.0016885+0.002954i,0.0028271+0.0025966i,0.0019885+0.00092799i,0.0013806-0.0010141i,0.00035485-0.0017078i,-0.00011685-0.00096806i,0.00049508+0.00020558i,0.00038327+0.0018918i,0.00038552+0.0025063i,0.00011053+0.0013481i,-0.00035757-0.00020298i,-0.0011469-0.00092024i,-0.0011546-0.00062023i,-0.00017412-0.0001599i,0.00062812-0.00017183i,0.00088628-0.00058028i,0.00055047-0.00081417i,0.00068199-0.00041018i,0.0014114-0.00013035i,0.0015196+4.3734e-05i,0.00090002-2.8509e-05i,-9.885e-05+0.00013108i
-0.0038174-0.00050503i,-0.0033598+0.0015173i,-0.0022562+0.0012516i,-0.0010912+0.00020662i,-0.00064416-0.00027061i,0.0002975-0.00074135i,0.00068113-0.001337i,0.0010202-0.0010274i,0.0017966-0.0003787i,0.0011296+0.00028411i,9.1818e-05+0.00056751i,0.00047461+7.615e-05i,0.00099876-0.00033607i,0.00066125-0.00013687i,-3.6593e-05+0.00018606i,-0.00038594-0.00012447i,-0.00074075-0.00097672i,-0.0005574-0.00041719i,0.00041116+5.5691e-05i,0.00079845-0.00012359i,0.0012338-5.6078e-05i,0.0012363+0.00041575i,0.00025883+0.00099782i
-0.0014956+0.00091808i,7.7762e-05+1.0621e-05i,0.0015248-0.0012225i,0.0023746-0.0020949i,0.0026618-0.0025934i,0.0016732-0.0032941i,0.00025304-0.0034094i,0.00093657-0.0029429i,0.0017999-0.002503i,0.0013297-0.0013282i,0.0015309-2.016e-05i,0.0015324+0.00026044i,4.7354e-05+0.00021335i,-0.00048633+0.00073888i,-0.00075277+0.00093295i,-0.0015642+0.00010811i,-0.0015523+0.00010977i,-0.00047227+8.6048e-05i,0.00033978+0.00043259i,3.5243e-05+0.0011019i,-0.00075835+0.00054395i,-0.00089744+0.00047919i,-0.00040598+0.00058428i
0.0016141+0.00015921i,0.0015568-0.0025634i,0.0015006-0.0031041i,0.00088524-0.0019291i,-0.0002934-0.0021009i,-0.00090011-0.002093i,-0.00097458-0.0015716i,-0.0016507-0.0019002i,-0.0017206-0.0023534i,-0.00078714-0.00092582i,-0.00053636+8.9227e-05i,-0.00037385-0.00085987i,-0.00023291-0.0014781i,-0.00056887-0.0010465i,-1.1858e-05-0.00018579i,0.0006402+0.00020966i,0.00036223-0.00037073i,3.4767e-05-0.00072848i,-0.00050984-0.00051062i,-0.00049979+0.00048856i,0.00031983+0.00081158i,0.00048754+0.00062346i,-0.00016622+0.00068718i
0.0026164+0.0052021i,0.0050126+0.0034528i,0.0051162+0.00067744i,0.0034445-0.0020563i,0.0021746-0.0032719i,0.0010459-0.0029919i,-6.0243e-05-0.002073i,-0.0019229-0.0017707i,-0.0033097-0.00099758i,-0.0026054-0.00062099i,-0.0017426-0.00095327i,-0.001551-0.0010923i,-0.0014864-0.0010435i,-0.0015519-0.0015878i,-0.000577-0.0016247i,0.0003059-0.0008939i,-0.00032143+3.9866e-05i,-0.0010666+0.00012868i,-0.00092299-0.00025685i,-0.0006378-0.00010206i,-0.00091318+0.00066606i,-0.00097224+0.0012557i,-0.0011192+0.00087591i
0.00065325+0.003991i,0.0018213+0.0043093i,0.0037294+0.0024873i,0.0038433+8.5831e-05i,0.0025225-0.0014064i,0.00065842-0.0033705i,-0.0006973-0.0033142i,-0.0020603-0.00090207i,-0.0035121+0.00035896i,-0.0034488+0.00046251i,-0.0027991-9.2164e-05i,-0.0018436-0.00075665i,-0.0018843-0.00066587i,-0.0029365-0.00077213i,-0.0031687-0.0010884i,-0.0022351-0.00087504i,-0.00083077+0.00021436i,-0.00019587+0.00066601i,-0.00048627+0.00042488i,-0.00044354-0.00032451i,1.5852e-05-0.00022093i,-0.00035074-0.00026626i,-0.00066113-0.0010824i
-0.00024208+1.7107e-05i,-3.5243e-05+5.7193e-05i,0.00064063-0.00078444i,-0.00049008-0.0015871i,-0.0017471-0.0023667i,-0.00087942-0.0023417i,-0.00010644-0.0017657i,0.00036215-7.1071e-05i,0.00057563+0.0020015i,-0.00032717+0.0027585i,-0.0014545+0.0022401i,-0.00073594+0.0018235i,-0.00089689+0.0010206i,-0.0017437+0.00012732i,-0.0013897+5.8814e-05i,-0.0013792-4.0444e-05i,-0.0010764-0.00033523i,-0.00074744-0.00029703i,-0.0004697-0.00041062i,-0.0004604-0.00092247i,-0.00019713-0.00061214i,-0.00029457+0.00024684i,-0.00045155+0.00072809i
0.004002+0.0021268i,0.0036235+0.0011054i,0.0039786+0.00033932i,0.0028276-0.0020597i,0.00082466-0.0042315i,-0.00064233-0.0042916i,-0.00059075-0.002686i,0.00081539-0.0016735i,0.0022313-0.00072969i,0.0020911+0.00086699i,0.001941+0.0017818i,0.0017969+0.0020776i,0.00046471+0.0017287i,-0.00028809+0.0017428i,0.00064668+0.0016921i,0.00077652+0.00088335i,0.00035645+0.0005352i,0.00051938+0.00082709i,0.00069534+0.00096431i,0.00050399+0.00075277i,0.00040895-6.6394e-06i,-9.3827e-05-0.00024336i,-8.1062e-05+8.858e-05i
0.00095713+0.0011879i,0.0003944+4.7378e-05i,0.00033867-0.0013106i,0.00032172-0.0032838i,-0.00051231-0.0047304i,-0.0013492-0.0038682i,-0.0010439-0.0025526i,-0.00013692-0.0031269i,0.00061269-0.0035751i,0.00099871-0.0024966i,0.0015604-0.00038789i,0.0019472+0.00040343i,0.0026472-9.049e-05i,0.0024524+5.0257e-05i,0.0017556-7.1065e-05i,0.0020674-0.00057745i,0.0016029-0.00024927i,0.00082519-0.00017774i,0.00059283-0.00021791i,-0.00021313+0.0006385i,-1.985e-05+0.00083449i,0.00018972+0.00026204i,-0.00078741-0.00021339i
-0.00068251-0.0014692i,0.00012099-0.0022825i,0.0014067-0.0031241i,0.0016199-0.0027891i,0.00083525-0.0020867i,-0.00090186-0.0012474i,-0.0021338-0.0015647i,-0.0020222-0.0022014i,-0.0018415-0.0019111i,-0.0012656-0.0016469i,0.00025205-0.0010744i,0.00090194-0.00098289i,0.00079458-0.0009449i,0.00074889-0.0010538i,-0.00035075-0.0016799i,-0.00073918-0.0020398i,0.00022453-0.0018413i,0.00062312-0.0014164i,0.00037777-0.001115i,-0.00045994-0.00087659i,-0.00054075-0.00088491i,0.00036247-0.00037477i,0.00034141+0.00031015i
0.0010081-0.0012015i,0.0012558-0.0018198i,0.0003059-0.0017861i,-0.00032426-0.0014626i,0.00023952-0.001424i,0.00086641-0.0007514i,0.00015209-0.00071187i,-0.0012341-0.00098453i,-0.0025369-0.0010505i,-0.0030147-0.00093725i,-0.0021307-0.00087153i,-0.0018047-0.0012142i,-0.0016642-0.00092425i,-0.0009136-0.00030729i,-0.00042854-0.00062314i,8.4504e-05-0.0010698i,3.8697e-05-0.00073667i,-0.00076977-0.00055492i,-0.0014897-0.00027083i,-0.00086428-0.00015319i,0.00067712-0.00056837i,0.00084263-0.0004369i,-0.00018266+0.00019226i
0.0030205-0.00073739i,0.0012976-0.0013138i,-0.0004126-0.0019173i,-0.00043613-0.0031772i,-0.0014525-0.0027477i,-0.001807-0.0018445i,-0.00029396-0.00042294i,-0.00054811+0.00060206i,-0.0023382+0.0008044i,-0.0029522+0.00074611i,-0.0029765+0.00077332i,-0.0033816+0.0010256i,-0.0025105+0.0011734i,-0.00097247+0.00102i,-0.00087531+0.00080319i,-0.0013381+0.00078082i,-0.0013336+0.00034105i,-0.0010657+0.00080595i,-0.0010559+0.00092106i,-0.00092519-5.5926e-06i,-0.00053199+0.00021817i,-0.00015682+0.0014316i,-8.7041e-05+0.0019781i
0.0019024+0.00064066i,0.0017761-8.7495e-05i,0.0021492-0.0020052i,0.00099702-0.004046i,-0.0014271-0.0044158i,-0.0017373-0.0029143i,-0.00036343-0.0019329i,0.00094098-0.00088991i,0.00012923+0.00094935i,-0.0013205+0.0025615i,-0.0017062+0.0036159i,-0.0015707+0.0037245i,-0.000311+0.0022928i,0.0008035+0.0010625i,0.001317+0.0014453i,0.0016847+0.0022316i,0.00095974+0.0020246i,0.00021356+0.001166i,-4.1227e-05+0.00064907i,-0.00011503+0.00058188i,0.00037372+0.0011722i,0.0005083+0.0016723i,0.00015155+0.00089293i
-0.0036559-0.0037316i,-0.0021374-0.0032045i,-0.0020538-0.00242i,-0.00098073-0.0023561i,0.0011145-0.0021851i,0.0021614-0.0017262i,0.00217-0.001855i,0.0018768-0.0011537i,0.0017264-9.8035e-05i,0.001857+0.0010386i,0.0018764+0.001347i,0.0022126+0.00099989i,0.0022607+0.00032512i,0.0011654-0.00022291i,0.00039356+0.00024361i,0.00044335+0.00044537i,0.00059369+2.5002e-05i,0.0010273-0.00054742i,0.00095845-0.00060865i,0.00043715+0.0005515i,0.00073294+0.0014613i,0.0011674+0.00067897i,0.00071222-0.00014147i
0.0031742-0.0014349i,0.0031965-0.0018419i,0.0016095-0.0026668i,0.00020312-0.0031678i,6.3289e-05-0.0045965i,-0.00096294-0.0051877i,-0.0017509-0.0039986i,-0.00035402-0.0027729i,0.0015067-0.0020112i,0.0027813-0.0014914i,0.0030578-0.0015559i,0.002314-0.001848i,0.0018477-0.0020347i,0.0012115-0.0019607i,0.00054029-0.0014835i,0.00044-0.00068994i,-0.00021179-0.00027718i,-0.00058432-8.2356e-05i,0.00029293-0.00017566i,0.00089618-0.0003229i,0.00071947+0.00024772i,0.00052918+0.00077124i,0.00048088+0.00033817i
-0.00051544+0.0041888i,-2.2838e-05+0.0048277i,0.00096646+0.0034522i,0.0021908+0.0019033i,0.0017927+0.00028549i,0.00032887-0.0022338i,-0.00065693-0.0025609i,-0.0011504-0.0021393i,-0.00097014-0.0033361i,-0.00061403-0.0034743i,7.5754e-05-0.0036475i,0.0010177-0.0037058i,0.0013159-0.0030127i,0.0004005-0.0019511i,-0.0010863-0.00054678i,-0.00094491+1.3362e-05i,0.00011922-0.00019148i,0.0004135-2.3054e-05i,0.00012122-3.3551e-05i,0.00013783+0.00043276i,7.5773e-06+0.00073205i,-0.00024674+0.00034792i,-2.5238e-05+0.00026285i
0.0011299+0.00075527i,-1.1194e-05-6.9467e-05i,0.00060478-0.0002227i,0.00032497-0.00023355i,-0.00094156-0.0013382i,-0.0020569-0.0016419i,-0.0021011-0.0010323i,-0.0014638-0.0011433i,-0.0020407-0.002207i,-0.0035409-0.002825i,-0.0037562-0.002514i,-0.0027275-0.0019505i,-0.0019788-0.0011943i,-0.001626-0.00024256i,-0.00067123-4.7525e-05i,1.1086e-05+6.2997e-05i,-0.00036154+0.00041363i,-0.0008477+0.00018106i,-0.00087981+0.00074016i,-0.0010662+0.00098253i,-0.00079717-0.00024849i,-0.00045811-0.00036235i,-0.00049051+0.00057384i
-0.0010605-0.0010567i,-0.00016824-0.0028807i,0.00076895-0.0040141i,-1.4726e-05-0.004087i,-0.0005507-0.0036865i,-9.4954e-05-0.0024898i,0.00027857-0.0010361i,-0.00095032-2.5316e-05i,-0.0029841+0.0011968i,-0.0035236+0.0017443i,-0.0035316+0.0013933i,-0.0037335+0.00080976i,-0.00323+0.0001707i,-0.0021452+0.00042202i,-0.0010195+0.00067928i,-0.00069367+0.00094387i,-0.00056999+0.0011629i,-0.00040433+0.00058831i,-0.00069639+0.00065903i,-0.001851+0.00037784i,-0.0025927-0.00045522i,-0.0020988-0.00067932i,-0.0020843-0.00071088i
0.0018318-0.0037716i,0.0018394-0.0050431i,0.00077977-0.0041175i,-0.00055397-0.0026686i,-0.00096122-0.0034817i,0.00019019-0.0041988i,0.0011855-0.0021807i,0.00013047-2.5678e-05i,-0.001836+0.0016519i,-0.0019129+0.0033827i,-0.0012944+0.0032526i,-0.0011881+0.0024534i,-0.0014113+0.0014169i,-0.0019067-8.7016e-05i,-0.0016192-0.0012823i,-0.0006109-0.0013486i,-3.3631e-05-0.00058619i,-0.0004572-0.00026384i,-0.00051658-0.00027983i,-0.000231-0.00040987i,-0.00049803-0.00012974i,-0.00061202+0.00054785i,-0.00031259+0.00046149i
0.0041733+3.6733e-05i,0.003241+0.00063503i,0.00096435-8.3871e-05i,-0.00088023-0.0018442i,-0.0013617-0.0023296i,-0.001364-0.0025216i,-0.00078487-0.0018794i,-0.00040331-0.00040199i,0.00014798+0.00089413i,0.0015496+0.0011517i,0.0025657+0.00086568i,0.0025638+0.0015473i,0.0015744+0.0025919i,0.0012061+0.0027136i,0.00074762+0.0018168i,0.0006796+0.00091063i,0.00047996+0.00019154i,-0.00010692-0.00018987i,-0.00028886-0.00025133i,-0.00049345-0.00036219i,-5.0132e-05-0.0004049i,0.00045753-0.00051734i,0.00071472-0.00024262i
-0.00034505+0.0027485i,0.00040836+0.0033471i,0.0014874+0.0025348i,0.0018795+0.0019314i,0.0010802+3.2152e-05i,0.00017846-0.00158i,-0.00033771-0.0016183i,0.00064131-0.001518i,0.0016247-0.0019501i,0.0020745-0.001443i,0.002869-0.0014547i,0.0028234-0.001453i,0.0018782-0.00085699i,0.0013528-0.00035875i,0.0013886+0.00047246i,0.0011855+0.0018455i,0.0010303+0.00226i,0.00072007+0.00071723i,1.5277e-05-0.00032449i,-0.00043796-0.00051285i,-0.00033732-0.0006829i,0.00017826-0.00081999i,0.00094469-0.00010314i
-0.0017734+0.0021689i,-0.0012365-0.00011505i,-0.001577-0.0025774i,-0.002494-0.0036005i,-0.0015115-0.0030509i,-0.00061895-0.0025026i,-0.0003819-0.0027458i,0.00030805-0.0026226i,0.0016275-0.0030571i,0.0011598-0.00327i,0.00024707-0.0022097i,0.00054321-0.0020169i,0.0012261-0.0032588i,0.0015387-0.0032527i,0.0013909-0.0014494i,0.0015525-0.00010303i,0.0015718+0.00017071i,0.00094694+0.00013825i,0.00038964+0.00063673i,-0.00049569+0.00045315i,-0.00051452+0.00042174i,-4.2964e-05+0.00049357i,0.00073048+6.1916e-05i
-0.0019138-0.00079873i,-0.0023089-0.0018729i,-0.0011394-0.00149i,0.00088807-0.0018562i,0.0018952-0.0023511i,0.001575-0.0019444i,0.00088088-0.0014804i,0.00031818-0.0019582i,-0.0015698-0.002165i,-0.0034626-0.0018023i,-0.0038766-0.0017i,-0.0034102-0.0021719i,-0.0027008-0.0024372i,-0.002401-0.0027614i,-0.0015465-0.0027331i,-0.00070239-0.0019389i,-0.00076781-0.0010998i,-0.00089199-0.00071037i,-0.00018843-0.00065164i,0.00050504-0.00026829i,0.00024301+0.00052844i,-0.00018046+0.00080601i,-0.0012189+0.00054031i
0.0014636-0.0023666i,0.000458-0.00044774i,-0.00071782+0.00053702i,-0.0017088+0.00067142i,-0.0017277-0.00092843i,-0.00087491-0.00241i,-0.00030817-0.0026329i,-0.00087813-0.002021i,-0.0029936-0.0011112i,-0.0041184+0.00012434i,-0.0031039+0.0012313i,-0.0025202+0.0013001i,-0.0028338+0.00050766i,-0.002351+0.00017181i,-0.002126+0.00047984i,-0.0021301+0.0004133i,-0.0017611+0.0005603i,-0.001488+0.00059369i,-0.00027175+0.00065758i,0.00091304+0.0010652i,0.0011011+0.00074197i,0.00094457+0.00037407i,-0.00014657+0.00060262i
0.0027695-0.00017548i,0.0026041-0.00073926i,0.0033327-0.0021455i,0.002872-0.0032465i,0.0013641-0.0033756i,-0.00013158-0.0023615i,-0.0013014-0.0019037i,-0.0023381-0.0012869i,-0.0022536+0.00092795i,-0.0020817+0.003202i,-0.0014807+0.0038954i,-0.00081137+0.00374i,-0.00098591+0.0036861i,-0.0010059+0.0029042i,-0.00082955+0.0020602i,-0.00097736+0.0021653i,-0.0006666+0.0016587i,-0.00022354+0.00061041i,0.00014352+0.00033921i,0.00022109+0.00040289i,0.0002766+0.00019657i,0.00021737+6.0864e-05i,5.0856e-06+0.00033091i
0.00045774+0.0012598i,0.0015355+0.0023523i,0.0004655+0.0016601i,-0.0010881+0.00016682i,-0.0013751-3.1267e-06i,0.00053409+0.00024198i,0.0013787+0.00079868i,0.00047215+0.0019214i,0.00021361+0.003098i,0.0006709+0.0031543i,0.00061619+0.001559i,0.00021605+0.00053086i,0.00089591+0.0014074i,0.0015114+0.0017013i,0.0012176+0.00074035i,0.00076413-0.00018394i,0.00042719-0.00016221i,-1.8528e-05+0.00042643i,-0.0005946+0.00033297i,-2.8963e-05+0.00016933i,0.00084998+0.00045329i,0.00093835+0.00054544i,0.000535-0.00027398i
-0.0023745+0.0020618i,-0.0022122+0.0021678i,-0.0010457+0.0014587i,0.00027359+0.0002569i,0.0010322-0.0013668i,0.0013534-0.0027924i,0.0018667-0.0023006i,0.0020633-0.00047697i,0.001602-0.00022693i,0.0019488-0.00080575i,0.0021021-0.0014476i,0.0025205-0.0028694i,0.0022789-0.0031051i,0.0014902-0.0020663i,0.0018525-0.0015746i,0.00145-0.0015028i,0.0007158-0.0015435i,0.00046317-0.0011176i,0.00016372-0.00067697i,-0.00010678-0.00023293i,-6.6966e-05+0.00069702i,0.00013143+0.00039055i,0.00045219-0.00037769i
-0.0013959+0.00030369i,-0.00040071-0.0010833i,0.0014185-0.00064393i,0.0014237-0.00022567i,0.00025112-0.0014577i,0.00051081-0.0021897i,0.00080262-0.0027187i,0.0012298-0.0029642i,0.0027787-0.0034423i,0.0021602-0.0044045i,0.00052978-0.0037283i,0.00038143-0.0024629i,0.00055611-0.0019832i,-0.0004764-0.0019977i,-0.0012886-0.0023303i,-0.0012708-0.0017526i,-0.0010307-0.00050449i,-0.00099231-8.8032e-05i,-0.00065372-0.00054254i,-0.0004878-0.00080813i,-0.00043711-0.00019358i,-3.4367e-05+0.00034491i,-3.4043e-05-0.00030135i
0.001374-0.0028109i,0.0012663-0.0044667i,0.0011936-0.0052306i,0.0011056-0.0057735i,0.00062946-0.0058263i,-9.2152e-06-0.0042037i,-0.00010392-0.0035821i,0.00010397-0.0045506i,-0.0007785-0.0040387i,-0.0015896-0.0023881i,-0.0010125-0.0022602i,-0.00036042-0.0021512i,-0.0010129-0.0013604i,-0.0018805-0.00035256i,-0.0015598+0.0010981i,-0.00080208+0.0010972i,-0.00024028+0.00036299i,-0.00012773+0.00048394i,-0.00039872+0.00041163i,-0.00034813-0.00013537i,5.5783e-05-0.00032961i,0.00058572+0.00013764i,0.00095173-0.00053652i
0.0030935+0.00072768i,0.0036934+0.00016948i,0.0026638+0.0012959i,0.0013408+0.0013441i,6.6755e-05+0.0010032i,-0.0012592-0.00032801i,-0.0027271-0.0012927i,-0.0037424-0.001724i,-0.0037316-0.0020721i,-0.0035504-0.00038449i,-0.002033+0.00067306i,-0.00050641+0.00022949i,-0.0011907-0.00024864i,-0.0011995-0.00014338i,-0.00040982+0.00058474i,0.00042123+0.00094426i,0.00090478+0.00040454i,0.00051551+0.00015352i,0.00059003+0.00097526i,0.00050839+0.00099664i,-2.8274e-05+0.00014108i,-0.00018571-6.1497e-05i,-0.00024576-0.00028653i
0.00058281+0.0070879i,0.0015476+0.0070169i,0.0020273+0.0059814i,0.0020999+0.0023841i,0.0021209-0.0019627i,0.001157-0.0041985i,-0.00037438-0.003989i,-0.0020936-0.0013414i,-0.0032166+0.00164i,-0.0021579+0.0026429i,-0.00099628+0.0019109i,-0.0012017+0.00077033i,-0.0019153-0.00031808i,-0.0014961-0.00035403i,-9.3849e-06+0.00031029i,0.00030097+0.0004419i,-0.00037046-0.00055022i,-0.00061015-0.00069082i,-0.00064975-2.3085e-05i,-0.00059408-7.2047e-06i,-0.0004105-0.00049458i,-0.00043811+0.00010735i,-0.0007214+0.0013508i
0.000184-0.00027541i,-0.00086262-0.0013742i,0.0013962-0.0021998i,0.0026742-0.0025542i,-0.00036181-0.0032359i,-0.0030474-0.0032155i,-0.0027306-0.0011745i,-0.0023068+0.0015169i,-0.0021297+0.0027868i,-0.0010804+0.0036513i,-0.00034137+0.0038253i,0.00019508+0.0024172i,-4.6037e-05+0.001495i,-0.00052057+0.0010433i,-0.0006611+0.00030924i,-0.00037944+0.00011011i,-0.00029185-0.00039238i,-0.0003663-0.00051283i,-0.0007677-0.00041929i,-0.0017525-0.00067356i,-0.0010954-0.00063536i,0.00011318-4.1751e-06i,-0.00012938+0.00069734i
