-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
-0.00015849-0.0013065i,-0.00058132-0.001368i,-0.0023262-0.00043518i,-0.0025389-0.00018578i,-0.00090223-0.00044627i,0.0005578+9.4925e-05i,0.00073353-0.00010164i,0.00046573-0.0003533i,-0.00019887-0.00019625i,-0.0005159+0.00031497i,-0.00084686+0.00034041i,-0.00058155+0.00065481i,-0.00018025+0.001182i,-0.00014886+0.0014766i,9.4022e-05+0.0011623i,-0.00032166-1.2726e-05i,-0.00068653-0.00072372i,-0.00030125-0.00020722i,-0.00068092+9.3686e-05i,-0.00016791-0.00057856i,0.0001402-0.00036923i,-0.00059336+0.00032267i,-0.00084332+0.00042784i
0.00081411-0.0018151i,0.00081852-0.00021173i,0.00034604-6.0978e-05i,-0.00020399-0.00089352i,0.00025025-0.00082218i,0.00096615-0.00019699i,0.00064039-0.00040698i,0.00023344-0.00073526i,0.00054909-0.000267i,0.00012054-0.00035661i,-0.00067823-0.00028154i,-0.00080368+0.0003819i,-1.0288e-05+0.00066263i,-2.4702e-05+0.00013429i,-0.00015787+0.00032858i,0.00010229+0.00049393i,3.4827e-05+8.0696e-06i,-0.00011115-0.00025218i,0.00022521-0.00034234i,-0.00017776-0.00033646i,-0.00050106-4.277e-05i,0.00031527+8.9236e-05i,0.00012259+0.00025884i
-0.0010233+0.00010921i,-0.00013717-0.00068342i,-0.00038854+0.00016724i,-0.00094845+0.0001154i,2.825e-05-0.00062113i,-0.00023578-0.0011586i,-0.00048191-0.0013009i,0.00024573-0.00081346i,0.00036211-0.00042619i,-0.00031944+0.00023608i,-0.00066229+5.4098e-05i,9.3756e-05-0.00037013i,0.001053-0.00024948i,0.0011327+4.4435e-05i,0.00075201+0.00029725i,0.00044624-1.3174e-07i,0.00036525+0.00031053i,0.00058803+0.00073754i,-0.00016988+0.00030213i,-0.0010775-3.1294e-05i,-0.00093238-8.2196e-05i,-0.00039195-0.00016108i,-0.00058644-0.00079812i
-0.0013014+0.00043893i,-0.0017283+0.00041886i,-0.0013539+0.00031791i,-0.0010257+0.00028061i,-0.00024047+0.00024784i,0.00076795+0.00048403i,0.00098371+0.00046932i,0.00076505-0.00067249i,0.00098536-0.0012001i,4.8048e-05-0.00094867i,-0.0004427-0.00065506i,0.00028907-0.00023498i,0.00049116+7.4951e-05i,5.6989e-05+0.00094176i,-0.00031838+0.00062471i,-0.00087554-0.00081868i,-0.00031891-0.00070043i,0.00064737+0.00019855i,0.0005023-0.0001441i,0.00057275-0.00053201i,0.00093472-0.00032356i,0.00029158-0.00060126i,0.00032037-0.00070856i
-3.1458e-06-0.0010073i,-4.5614e-05+0.00013525i,0.00070786-6.8624e-05i,0.00061696-0.00098762i,0.00031638-0.00028225i,0.00081893+0.00012224i,0.00088859-0.00088406i,1.7272e-07-0.001787i,-0.00062762-0.0013255i,-0.00073577-0.00044404i,-0.00057835+0.00028795i,-0.00040974+0.00048765i,-3.6781e-05-0.00015528i,-0.00054924-0.00043877i,-0.0010412-3.3381e-05i,-0.00062502+0.00010161i,-0.00042065-2.9631e-06i,-3.2785e-05-7.1649e-05i,-0.00016343-0.00053669i,-0.00057802-0.00059231i,-0.00061938+0.00029936i,-0.00078813+0.00034871i,-0.0013575-0.00036485i
0.00010228-0.0017683i,-0.0011071-0.0017764i,-0.0013575-0.002376i,-0.0009858-0.0014751i,-0.0016673-0.00027239i,-0.0012951+0.00052415i,-5.9866e-06+0.00088802i,0.00047751+5.6914e-05i,0.000389-0.0010788i,6.8807e-05-0.0013824i,-0.00057256-0.0010191i,-0.0014642-0.00039084i,-0.0013231-0.00029166i,-0.00041439-1.6165e-05i,0.00021914+0.00074997i,0.0010645+0.00062042i,0.0011706+9.6274e-06i,-0.00015899-0.00018362i,-0.00097869+0.00048818i,-0.00053408+0.00074874i,-0.00011893+0.00029956i,-0.00041597-0.00029822i,-0.0002181-0.0005669i
0.0016642+0.0019992i,0.0022751+0.0010709i,0.0026518+6.8857e-05i,0.0018121-0.00049459i,0.0011682-0.0006479i,0.0015037-0.00010307i,0.0017868-0.00054151i,0.0012016-0.00054196i,0.00064569+0.00022139i,0.00037334-1.3004e-05i,6.5175e-05-0.00048077i,-0.00026741-0.00044394i,-0.00044165-0.00075408i,-0.00082492-0.00094152i,-0.00031934+3.5379e-06i,0.00013725+0.001118i,-0.00036924+0.0011135i,-0.00047135+0.00049648i,0.00013631-4.3866e-05i,0.00038662-0.00012537i,0.00044124+0.00054519i,0.00022475+0.00030713i,-0.00066096-5.3821e-05i
0.00091543+0.0025137i,0.00049502+0.0013759i,-1.7005e-05+0.00061016i,0.00085261+0.00031669i,0.0013739-0.00070098i,0.00049221-0.001746i,0.00069523-0.0022909i,0.00064189-0.0018155i,0.00045081-0.00073465i,0.0005229-0.00056221i,0.00011829-0.00045545i,-0.0002638-0.00018238i,-0.00025025-0.00041337i,-0.00052253-0.00063199i,-0.00025744-0.00077892i,0.00053238-0.00016228i,8.8482e-05+0.00026071i,-0.00011883-0.00042314i,-7.914e-05-0.00099551i,-0.00024698-0.00076162i,-0.0001511-4.3264e-05i,6.281e-05+0.00011218i,0.00054448+0.00011325i
-0.0017223+0.00036498i,-0.0020321+0.0012399i,-0.0023522+0.0019991i,-0.0022756+0.0020069i,-0.00099373+0.0015251i,0.0010916+0.00094089i,0.001918-0.00075783i,0.0011799-0.0014239i,-0.00020929-0.00061719i,-0.00051297+4.9701e-05i,-0.00017401+0.00083399i,0.00066792+0.00097749i,0.00079836+2.3113e-05i,0.00032149-0.0006716i,-0.00032383+9.8724e-05i,-0.0012758+0.00090935i,-0.00090883+0.00081772i,4.5155e-05+0.00082976i,0.00037539+0.00064602i,0.00026246-0.00015544i,0.00014626-0.00056123i,0.00017289-0.00031214i,0.00024807-0.0003354i
0.00018751-0.00036791i,0.0012457-0.0014685i,-0.00098128-0.0018902i,-0.0018522-0.0015102i,-0.00091846-0.001008i,2.6526e-06-0.00094967i,0.00049692-0.00066771i,0.00029359-0.00041003i,-0.00031437-0.00019076i,0.00017582+0.00038431i,7.0051e-05+0.00076315i,-0.00039395+0.00020642i,0.00012356-0.00012869i,0.00022974+0.00042603i,-0.00037977+0.00048154i,-0.00045018+0.0001354i,0.00022151-0.00019683i,0.00059802-0.00068752i,0.00044922-0.00044221i,-0.00019101+0.00015082i,-0.00015985+9.9175e-05i,2.7721e-05-0.00010434i,-0.00068055-0.00030464i
0.00014831-7.3139e-05i,-0.00036969-0.0004092i,-0.00057706-0.0015112i,-0.0015216-0.00012141i,-0.0015813+0.00053372i,0.00068635-0.00068063i,0.0017565-0.0008157i,0.00091579-0.00088823i,0.0003247-0.00081427i,0.00019513+0.0001151i,0.00019394+0.00080086i,-0.00012824+0.0013271i,-6.0435e-05+0.0010957i,0.00058046+0.00065603i,0.00068569+0.000965i,8.2169e-05+0.0013585i,7.411e-05+0.00051217i,0.00051315-0.00017037i,0.00050157-0.00042238i,0.00037461-9.9808e-05i,-0.00055994+0.000474i,-0.00076907+0.00025923i,0.0002156-0.0003761i
-0.00028162-0.00094778i,0.00060014-0.00092388i,0.00052072-0.001037i,-0.00017114-0.0014125i,-0.00051153-0.00089177i,-0.00056277-0.00075645i,0.00050166-0.00085353i,0.00051546-0.00089653i,0.00046995-0.00091889i,0.00020101-0.00069043i,-0.00072188-0.00052007i,-0.0013082+0.00037456i,4.1923e-05+0.00040323i,0.0010827-0.00017546i,0.00086172+0.00023065i,-0.0001343+0.00026527i,-0.00055388-0.0001595i,-0.00034109+0.00037i,-0.00076347+0.00032473i,6.1615e-05+0.00075054i,0.00078128+0.0014356i,0.00050308+0.00083603i,-2.7719e-05-0.00053906i
0.0007355-0.0010092i,0.00062794-0.00071937i,0.0011502+0.00019515i,0.0010828+0.00042854i,-0.00032839+0.00029309i,-0.0010605+3.1024e-05i,-0.00025472-0.00044692i,-0.00026842-0.0011308i,-0.00021802-0.0010733i,-9.4817e-05-0.00055803i,-0.00019424-0.00046776i,-0.00031394+6.1689e-05i,0.00039457+0.00052468i,6.6843e-05+0.00026913i,-0.00061225+0.00010742i,-0.00013009+0.00059067i,0.0010134+0.00058437i,0.0013909+0.00046664i,0.00046799+0.00036287i,0.00025171-0.00018326i,0.00042377-0.00039419i,0.00019606+0.00012474i,0.00019635+0.00018921i
-0.0011887+0.002416i,0.0011681+0.0026344i,0.0019616+0.0034381i,0.0012277+0.0036084i,0.0014143+0.0026986i,0.0016616+0.00015907i,0.0012354-0.0013196i,0.00095661-0.00061545i,0.00062274-0.00016104i,0.00067601-0.00033182i,0.0011776-0.00034213i,0.0011321+0.00010634i,0.00061352+0.00061649i,0.00036606+0.001015i,0.00043009+0.0010736i,0.0010094+0.0010091i,0.00080458+0.00051563i,0.00020355-0.00032992i,0.00054837-0.000643i,0.00045053+0.00011772i,2.3365e-05+0.00053796i,0.0004105+0.0011304i,0.00051972+0.0017505i
0.00019053+0.0011928i,-4.1896e-05+0.0016136i,-0.00085396+0.001467i,-0.00059613-0.00010679i,0.0005322-0.0012936i,-0.00019317-0.0015584i,-0.00056631-0.00095236i,0.00040358-0.00046278i,0.00091537-0.00060134i,0.00097144-0.00069668i,0.00045252-0.00039755i,4.2896e-06+0.00042771i,-0.00021635+0.00045646i,6.9351e-05+0.00063526i,0.00025561+0.0010634i,0.00088726+0.00086141i,0.0015519+0.00089538i,0.0012302+0.00062854i,0.00050898-0.00018903i,-0.0002033-0.00019086i,-0.00042336+7.3031e-05i,-0.00038434+0.00029211i,0.0001232+0.00015894i
-0.0010957+0.0012511i,-0.00064102+0.00073909i,0.00031629+0.00017481i,0.00076487+0.00094994i,-5.6791e-05+0.0015323i,0.00026209+0.00026646i,0.00028459-0.00090038i,-0.00018795-0.0010069i,-0.00010104-0.00040961i,0.00033808-0.00013477i,0.00056025-0.00027436i,0.0011335-2.701e-05i,0.0011478+9.8589e-05i,0.00016019+0.00060652i,-0.00042965+0.00055158i,-0.00084109-0.00065476i,-0.0010954-0.00033564i,-0.00066273+0.00020352i,2.3683e-05+0.00022717i,7.1588e-05+0.00042998i,3.0286e-05+0.00029352i,0.0001519+0.00016119i,-0.00032365-0.00042519i
0.0021649-0.00048705i,0.0026091-0.00036601i,0.0028176-0.00070656i,0.0024838-0.00075674i,0.0016456-0.00058614i,0.0013826-0.00084278i,0.0014986-0.0012003i,0.00086001-0.0011782i,0.00030947-0.00079021i,-0.00081663-0.0007561i,-0.001659-0.0010169i,-0.0010466-0.00041702i,-0.00051763-7.5286e-05i,-0.0012561+6.8888e-05i,-0.00094327+0.00030426i,7.3128e-05+3.0168e-05i,0.00080794+0.00058658i,0.00075719+0.00084404i,0.00011677+0.00020809i,-0.00046792+9.5777e-05i,-0.00027553+7.7766e-05i,0.00019962-0.00016901i,-9.5667e-05-0.00025992i
-0.0021256+0.0004336i,-0.0015225+0.00087689i,-0.0010454+0.0010133i,-0.00075557+0.00074774i,-0.00054958+0.001127i,0.00018159+0.00067138i,-0.00011761-0.0004599i,-0.00045924-0.00085667i,-0.0009615-0.00025837i,-0.00088231+4.6226e-05i,-0.00043026+0.00029949i,-8.0617e-05+0.00069743i,0.00028982+0.00051538i,0.00036598+0.00020812i,0.00046741+0.00011208i,0.00045866+0.00026327i,0.0001949+0.00048236i,9.1907e-05+0.00019718i,6.7264e-05-0.00041559i,-0.00061348-0.00037682i,-0.0013859-0.00011338i,-0.00081908+0.00038245i,-0.00029905+0.00056048i
-0.0013698-0.00058599i,-0.0012535-2.4288e-05i,-0.0012762+0.00039377i,-0.0010755+0.00032808i,0.00011852+7.2318e-05i,0.0013469-0.00038557i,0.0016233-0.0011412i,0.0017397-0.0018895i,0.0017796-0.0013034i,0.00081694+0.0001439i,-0.0004393+0.00073951i,-0.00065457+0.00082103i,-3.7403e-06+0.00075285i,4.3904e-05+0.00060444i,-0.00054079+0.000346i,-0.00038052+1.0046e-05i,0.00039877+0.00034811i,0.00075717+0.00027618i,-0.00011346+0.00040252i,-0.00045279+0.00072867i,0.00049053+3.7817e-05i,0.00058951-0.00028479i,2.7354e-05+7.3173e-05i
-0.0012968-0.0020393i,-0.0018833-0.0016757i,-0.0023005-0.00099489i,-0.0022844-0.00054048i,-0.0025978-0.00019016i,-0.0016092+3.1726e-05i,-0.00020582-0.00094997i,0.00032879-0.0014738i,0.0003434-0.0010169i,-0.0004448-0.00069295i,-0.00032345+9.4153e-05i,0.00065602+0.00053237i,0.0004093+0.00014271i,-0.00027876+0.00017248i,-0.00047406+0.00065667i,-0.00067847+5.7524e-05i,0.00014024-0.00037955i,0.0007034-0.00028098i,-0.00035699-0.0002844i,-0.00049216-0.00014352i,-0.00031406+0.00042919i,-0.0011287+0.0010536i,-0.00047147+0.00068646i
-0.00015966+0.00046502i,0.00045099+0.00081823i,0.0012726+0.0012418i,0.00082825+0.0017501i,0.0007391+0.0011911i,0.0013969-0.00013735i,0.001016-0.00098966i,0.00095237-0.0014457i,0.00067663-0.0012355i,6.78e-08-0.00056343i,-0.00026257+0.00012082i,0.00015885-0.00034021i,-3.8998e-05-0.0005407i,-0.00037345+0.00021904i,0.00058686+0.00065191i,0.0011511+0.00037148i,0.00088268+2.5488e-06i,0.00090449-0.00044641i,0.00064214-0.00040554i,0.00011993+0.00029489i,-7.9937e-05+0.00060598i,0.0001583+0.00024144i,-8.7567e-05+9.4603e-05i
0.0022773+0.00091142i,0.0022456+0.0013911i,0.0015764+0.0011211i,0.00056134+0.00062957i,0.00041502-0.00016067i,0.00082664-0.00043059i,0.0003183-0.00081264i,-9.9766e-05-0.00099388i,-0.00023775-0.00070609i,-0.00048851-0.00065088i,-0.00025617-0.00044377i,-0.00036661-0.0004871i,-0.00016646-0.00094086i,0.00029327-0.00053118i,0.00039592+0.0003473i,-1.8072e-06+0.00022278i,2.3289e-05+0.00048749i,-0.00015541+0.00025892i,-0.00017171-0.00032892i,0.00010616-5.462e-05i,0.00017156-0.00057517i,-0.00045022-0.00066591i,-0.0007627+3.2421e-05i
0.0017043-7.7922e-05i,0.00026283+0.00073487i,0.00020059+0.00068561i,0.00066813+0.00067169i,0.00077783+0.00027551i,0.00099956+7.9555e-07i,0.00036827-0.00012087i,-7.4726e-05-0.0010486i,0.00042459-0.00085163i,-0.00049381-0.0004106i,-0.0013455-1.0621e-05i,-0.001277+0.00073481i,-0.0010532+0.00059889i,-0.00047331+9.1561e-05i,0.00022295+0.00062394i,0.00072122+0.0010121i,0.0009107+0.0012159i,-2.7979e-05+0.00094222i,-0.00092918-0.00013991i,-0.00072552-0.00063593i,-3.4364e-05-0.00072755i,4.2967e-05-0.00033036i,8.2469e-05-0.00041466i
-0.00079267+0.0011333i,-0.0004063+0.00062415i,-0.00065909+0.00070621i,-0.001033+0.00045383i,-0.00092795+0.00061033i,-0.00051648+0.00024598i,-3.6785e-05+0.00014215i,-9.299e-05+9.6921e-05i,1.1889e-05+0.00010691i,0.00027965-0.00015316i,0.0004671-0.00045624i,0.00049177-0.00030399i,0.00032021-4.6349e-05i,-4.3573e-05+3.707e-05i,-0.00052157+0.00010338i,-9.37e-05+1.8578e-05i,-6.7309e-05+0.00027824i,0.00039416+0.00077148i,0.00095214+0.0011065i,0.00018057+0.001013i,9.8174e-05+0.00069244i,-1.0767e-05+0.00032927i,8.7987e-05-0.000467i
0.0002571+0.00080802i,0.0011758+0.00012296i,0.0011436+0.00013397i,0.00081948-0.00027719i,8.4125e-05-0.001307i,-0.00013658-0.0021846i,0.00035679-0.0015403i,0.00075043-0.00079259i,0.00042429-0.00076331i,-0.00034564-0.00087172i,-0.00019616-0.0013744i,0.00023188-0.0019996i,0.00020263-0.001198i,0.00018102-0.00048134i,0.00075307-0.0010062i,0.00095986-0.0012943i,0.00064376-0.00075071i,0.00069343-0.00033707i,0.00064705+6.3148e-06i,0.00035253+0.00049854i,0.00034429+0.00063301i,7.992e-05+0.00083504i,-0.00039227+0.0010265i
0.00079546+0.0013333i,0.00097795+0.00098906i,0.00050338+0.00023894i,0.00034062-0.00023044i,0.00013681-9.9466e-05i,-0.00039594-0.00054691i,-0.00047293-0.00091287i,-7.0377e-05-0.00086589i,0.00095033-0.00095551i,0.0011382-0.0002845i,0.00056925-3.2296e-05i,2.2662e-05-9.9771e-05i,-0.00021265+0.00041496i,7.2005e-05+0.00036234i,-0.00035127-1.4604e-05i,-0.00023124-8.7209e-05i,5.7944e-05+0.00016024i,0.00027827-0.0003515i,0.00035651-0.00066122i,0.00017854-0.00015562i,-0.00017438+0.00014215i,-0.00046013-0.00018659i,-0.00033099-0.00035868i
-0.00085206-0.00025425i,-0.00050329-7.2446e-05i,-0.00010544-0.0014555i,-0.00038611-0.0017379i,0.00010763-0.0012931i,0.00054168-0.00068882i,-8.4268e-05-0.00036596i,-0.00023098-0.00029866i,-0.00050898-0.00058863i,-0.0013044-0.00048681i,-0.0010352-0.00062923i,-0.00015905-0.00081129i,-0.00020921-0.00046072i,-0.00086886-0.00017142i,-0.00092979-0.00037563i,-0.00068103-0.0010262i,-0.0009351-0.0014253i,-0.00044727-0.0011409i,0.00081567-0.0012172i,0.00058511-0.0011789i,-0.00019136-0.00073144i,-0.00028268-0.00038226i,-0.00025165-0.00029732i
-0.00056144-0.00087866i,0.00039697-0.00069136i,-0.0001396-0.00030522i,-0.001018+0.00040881i,0.00015075+0.0010245i,0.00090742+0.00051487i,0.00069478-0.00042995i,0.00054053-0.0013663i,-0.00011583-0.00098556i,-0.00043707+0.00023951i,1.3863e-05+0.0004108i,0.00062221+0.00046601i,0.00053216+0.00054531i,0.00044672+0.00063583i,0.00058582+0.00073947i,0.00068189+0.00067182i,0.0011715+0.00026732i,0.001151+0.0005742i,7.1977e-05+0.00090065i,-0.00060075-9.0237e-06i,-0.00019459-0.00012356i,-0.00039135+0.00038866i,-0.00055196-9.5042e-05i
-6.1436e-05-0.0011108i,-0.00057652-0.00032414i,-0.0016393-0.0012163i,-0.0018545-0.0019771i,-0.00080523-0.0012252i,-0.00029349-0.0001397i,0.00047586+9.7827e-05i,0.0006207-0.00027575i,0.00019227-0.00055219i,-2.6461e-05-0.0012408i,-0.00064238-0.0015346i,-0.00046921-0.00094653i,0.00012847-0.00065321i,0.00035476-0.00038437i,0.00045842-0.00035452i,0.00012171-0.00092359i,-0.00022381-0.0003876i,-2.5743e-05+0.00026125i,9.0083e-05+0.00027171i,-0.00053494-0.0001396i,-0.00087266-0.00044469i,-0.00067282-0.00022281i,-0.00047026-0.00011554i
0.0012097+0.00073666i,0.00081013-7.0393e-06i,0.0017498-0.0010965i,0.0016049-0.0014591i,-0.0001221-0.0020311i,-0.00063328-0.0022264i,0.00027634-0.0012708i,0.0008415+0.00014451i,0.0010329+0.00052513i,0.00011994-0.0010575i,-0.00071326-0.0018008i,-0.00048003-0.0010261i,1.5579e-05-0.00079685i,7.6592e-05-6.0118e-05i,-0.00026071+0.0005201i,0.00029954+0.00025413i,0.00071248+0.00061807i,0.0005421+0.00092947i,0.00029289+0.00045491i,-0.00075-0.00013291i,-0.0012101-0.00027872i,-0.0007858-2.4095e-05i,-0.00038149+0.0006078i
-0.0004116+0.00099999i,0.00039502+0.00080214i,0.0010105+0.00087801i,0.0017009+0.00084658i,0.0022852+0.00077851i,0.0021669+0.00062499i,0.00084565-0.00029225i,-1.614e-05-0.0008327i,0.00054045+0.00016664i,0.00043315+0.00064038i,-4.0977e-05+0.0003556i,0.00018552+0.00047783i,-0.0001867+0.0005351i,-0.00029716+0.00085559i,-1.2276e-05+0.00068604i,8.2053e-06+0.00019141i,-0.0004195-0.00013845i,-0.00048065-0.00034151i,-0.00018763-0.00072939i,0.0004564-0.00054478i,-2.2058e-05-1.4567e-05i,-0.00081943-0.0002986i,-0.00010086-6.9496e-05i
0.00031428-0.0002789i,0.00099021-0.00016525i,0.00047636+0.00053531i,-0.00076241+0.00066661i,-0.0010452+0.00025783i,5.186e-05-0.00026441i,0.00078308-0.0011993i,0.00034735-0.0012302i,-0.00084058-0.00055267i,-0.00065769-0.00078941i,-0.00027258-0.00090691i,-0.00033654-0.00018767i,-0.00038432+0.00036706i,-0.00084068+4.7944e-06i,-0.0010196+0.00015011i,-0.00084042+0.00035431i,-0.00024779-0.00035612i,-4.9966e-05-0.00024264i,-0.00074349-0.00010689i,-0.00057045+0.00041093i,-0.0002524+0.00033388i,-0.00081436-0.00024974i,-0.00038043-0.00027467i
-0.00043994+2.4898e-05i,-0.00098225+0.0008537i,-0.0014015+0.00045757i,-0.00052689+0.00036272i,-0.00015431+0.00087998i,-0.00066208+0.00018617i,5.8043e-05-0.00097215i,0.00030673-0.001067i,-0.00072086-0.00084455i,-0.00064011-0.00084374i,0.00012333-0.00058882i,-0.00017063+1.6017e-05i,-0.000876+0.00040164i,-0.00022747+0.00046615i,0.00082555+0.00065191i,0.00099227+0.00044429i,0.00091034+4.1307e-08i,0.0007184+0.00031531i,-0.0002665+0.00040913i,-0.00032901+0.00018192i,0.00082303-8.5831e-05i,0.0011885+7.8343e-05i,0.00057707+0.00034696i
0.0011247-0.0010361i,0.00059894-0.00014294i,-0.0011931-0.00079822i,-0.0017411-0.00092334i,-0.0016825-0.00031088i,-0.00089636-0.00030383i,9.9908e-05-0.00057027i,7.6866e-05-0.00027572i,-0.00027551-0.00060947i,-0.00021399-0.00035714i,-0.00018528+0.0001267i,0.00047306-0.00032042i,0.00061973-0.00065073i,0.00021893-0.00026429i,-0.00079172+9.0371e-05i,-0.00034608+0.00012176i,0.00090189-1.9794e-05i,0.0013059-0.0005301i,0.0012014-0.0013664i,0.00046233-0.0012646i,-0.00017718-0.00035701i,-0.00017512+0.00052716i,-0.0001143+0.00034112i
0.00066006+0.00080993i,0.00031921+0.0013297i,0.0004758+0.001646i,0.001602+0.00086618i,0.0019134-0.00046055i,0.00065847-0.0020299i,0.00063948-0.0020028i,0.0012649-0.00068928i,0.00088212-0.00015148i,0.00046161+0.00060136i,0.00056518+0.00060537i,0.00043603+0.00021334i,0.0002266+0.00087964i,0.00048637+0.00072624i,0.00030935-4.5775e-05i,3.533e-05-0.00018154i,0.00029302+0.00011971i,0.00030963+0.00032645i,2.169e-05-3.6581e-05i,-0.00032229-0.00021942i,-0.00052309+4.5015e-05i,-9.5881e-05+0.00027015i,-0.00014705+0.00052625i
-5.2642e-05+0.0021287i,-0.00017411+0.0021841i,0.0008527+0.00249i,0.00045225+0.001888i,0.00046682+0.00044751i,0.00090427-0.00025192i,0.00056293-0.00097392i,1.916e-05-0.0012177i,-0.00011038-0.00072597i,-0.00023281-9.4373e-05i,-0.00025611+0.00016514i,-0.00016185+0.00016009i,0.00015003-6.6465e-05i,-7.5847e-05-0.00011919i,-0.00039378+0.00025706i,-0.00019491+0.00028581i,0.00026671+0.00036723i,0.00081301+0.0001211i,0.00070887-9.9089e-05i,0.00031127-0.00062368i,0.00038039-0.00074481i,2.6009e-05-0.00059137i,0.0001758-0.00054734i
-0.00054597+0.0011432i,-0.0002487+0.00087039i,-0.00066252+0.0013724i,0.00034941+0.00070874i,0.0011391-7.0788e-06i,0.00096506+3.5344e-05i,0.0011097-0.00044935i,0.0009951-0.001087i,0.00046507-0.00058108i,0.00064764-0.00025762i,0.0011858-0.00032863i,0.0010838+4.815e-05i,0.00066876+0.0005066i,0.00066094+0.0003479i,0.00055373+0.001008i,0.00046332+0.0013563i,0.00043475+0.0010346i,0.00035896+0.0012083i,4.8652e-05+0.00062056i,-0.0004667+0.00043983i,-0.00078939+0.00027032i,-0.00075241+0.00024643i,-0.00055069+2.0729e-05i
-0.0020198-0.0012191i,-0.0018087-0.00093072i,-0.0025015-0.00063362i,-0.0025042+0.0001862i,-0.0011671+0.001479i,-4.4506e-05+0.0015284i,0.00091923-4.6003e-05i,0.00078333-0.0006477i,-0.00032334-0.00049181i,-0.00054154-0.00044134i,0.00033381+4.9016e-05i,0.00045834+0.00035445i,2.0456e-05+0.00021555i,-0.00013263+0.00011222i,-0.00062482+0.00014614i,-0.00091836+0.00045219i,-0.00073043+0.0010286i,-0.00028499+0.0013738i,0.00021083+0.0011245i,-6.4752e-05+0.00058344i,-1.7364e-05+3.7747e-05i,9.7092e-05+0.00024139i,-5.7301e-05-0.00019009i
0.0008929+0.0017474i,0.00079604+0.0016773i,0.0016971+0.0011911i,0.0010181-0.0001564i,6.1782e-05-0.0010615i,-0.0011531-0.00093578i,-0.00079498-0.001058i,0.00021597-0.001084i,0.00078398-6.9122e-05i,0.00087638+0.00045571i,0.00069713+0.00044102i,0.0007764+0.00063641i,0.00072342+0.00015486i,-2.5222e-05-0.00025253i,-0.00062895+0.00034778i,-0.00037988+0.0010283i,-0.00011624+0.00071707i,-0.00037272+7.391e-05i,-0.000323+0.00062361i,-4.7302e-05+0.00086505i,-0.00033554+0.0001062i,5.5119e-05-0.00051291i,0.00040714-0.00099711i
0.00027955-0.0011387i,-9.9545e-05-0.0016098i,-0.00030379-0.0020096i,-0.00022101-0.0017888i,-0.00068416-0.00061305i,-0.00071057-0.00050939i,0.00016538-0.0014037i,0.0007619-0.0014887i,0.00031672-0.0012584i,-1.1832e-05-0.00094832i,-0.0001884-0.00015907i,-0.00047166-0.00013589i,-0.00020605-0.00011569i,0.0003784-7.3337e-05i,0.00051952-0.0001077i,0.00019837+3.5967e-05i,-0.00040072-0.00018374i,-0.00060393-0.00060785i,-0.00084483-0.00065129i,-0.00080221-2.7925e-05i,-0.0003842+0.00091946i,-0.00044907+0.00073686i,-0.00045071+0.00014243i
6.9024e-05+0.00071465i,0.00055296-0.0003788i,0.0015847-0.00059657i,0.0006661+0.00044543i,-0.00047693+0.00034504i,-0.00035199+0.00033574i,0.0001685+0.00037007i,-0.0001904+0.00023811i,-0.00040435+0.00010235i,-0.00048377+5.4785e-05i,-0.00085432+0.00046473i,-0.00053508+0.00042848i,-0.00045116-0.00010333i,-0.0010069-0.0010179i,-0.00067208-0.00082936i,-0.00015095+8.6613e-05i,-0.00015349-0.00016977i,0.00044693-2.2984e-05i,0.0005796+0.00063843i,-8.5954e-05+2.5129e-05i,-0.0001453-0.00019739i,-0.00036977-0.00093981i,0.00011522-0.0009686i
0.00088881-0.0016496i,0.001831-0.0019576i,0.0017487-0.0026686i,0.0001839-0.0028638i,-0.00087783-0.0017954i,-0.00034577-0.00035368i,0.00076851-0.00034091i,0.00083342-0.00052819i,0.00012392+0.00014904i,-0.00037465-0.00027638i,-0.00067942-0.0010498i,-0.00083381-0.0011461i,-0.0010877-0.0012147i,-0.00099745-0.00095302i,0.00026267-2.1619e-05i,0.00085738+0.00067188i,0.00087295+0.00016782i,0.00092676+0.00031892i,0.00037523-0.00031382i,0.00027424-0.00099915i,0.00065044-0.00034765i,-0.00020061-7.7028e-06i,-0.0011597+0.00027669i
