-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
0.0020937-0.0011991i,0.0014977-0.0011575i,-0.00015592-0.003321i,-0.002123-0.004607i,-0.0037244-0.0034056i,-0.0035529-0.0001954i,-0.0016033+0.0022115i,-0.00012409+0.0035743i,0.001758+0.0047468i,0.002835+0.004199i,0.0030213+0.0035013i,0.0042661+0.0040716i,0.0044228+0.0030013i,0.0032457+0.0014354i,0.0019064+0.0014302i,0.00089778+0.0010209i,8.1762e-05-0.00013245i,-0.00055291-0.00041519i,-0.0008946-0.0002633i,-0.00047962-0.00052328i,-0.00017956-0.00030484i,0.00010977-0.00040541i,0.00014278-0.00067602i
-0.00021116+0.00042541i,-0.00088496+0.00020661i,-0.0010598-0.00049887i,-0.00084134-0.0019235i,-0.00043223-0.0028344i,0.00095452-0.003531i,0.0016805-0.0033231i,0.0022438-0.0031862i,0.002764-0.0034551i,0.0016334-0.0030022i,0.00021511-0.00047302i,-0.00061731+0.0022476i,4.3554e-05+0.0029179i,0.00054299+0.0019898i,4.093e-05+0.0010699i,0.00037356+0.0015102i,0.00062434+0.0013585i,0.00086142+0.00017739i,0.00082943-0.00036396i,0.00023891-0.00086207i,-0.00015008-0.00064112i,-0.00010415-8.6408e-05i,0.00072976+0.00040872i
-0.002174+0.0028794i,-0.0011389+0.0029532i,0.00081093+0.0028618i,0.0016117+0.0016134i,0.0012735+0.00017746i,0.0013272-0.0014367i,0.0017923-0.0033421i,0.0016489-0.0047101i,0.0011189-0.0055126i,-0.0011569-0.0052715i,-0.0043039-0.0045667i,-0.0060138-0.0041516i,-0.0052886-0.003535i,-0.0032197-0.0026383i,-0.0016828-0.0013478i,-0.00043883+0.0007656i,0.00098688+0.0024443i,0.0018687+0.00147i,0.0020079-0.00030815i,0.0010486-0.00037001i,-0.00048573+0.0010367i,-0.00072604+0.0015258i,-0.00062075+0.00098556i
-0.0015705-0.0013548i,-0.0014082-0.0017857i,-0.0022189-0.0008714i,-0.0021361+0.00042054i,-0.0013365+0.0013933i,-0.0010624+0.0020039i,-0.0012608+0.00093211i,-0.0016154-0.0015718i,-0.0021625-0.0028466i,-0.0019762-0.0020119i,-0.0015575-0.0022541i,-0.001304-0.0040833i,-0.000782-0.0047713i,-0.00056924-0.0039005i,-1.5151e-05-0.0024281i,-7.2878e-05-0.0015815i,2.4067e-05-0.00072184i,0.00077009+0.00064086i,0.0012724+0.0012667i,0.0012356+0.00081237i,0.00037867+0.00037631i,-0.00031563+0.00083854i,-0.00025979+0.00073187i
0.00077347+0.0018872i,0.0021309+0.001729i,0.0021287+0.0025693i,0.0003351+0.0022961i,-0.0013821+0.0014871i,-0.0017201+0.0015859i,-0.0023545+0.0016049i,-0.003763+0.0025674i,-0.004129+0.0049035i,-0.0021347+0.0061747i,0.0018365+0.0051513i,0.0046552+0.0025752i,0.0038221+0.0003582i,0.0013872-0.0003895i,8.8512e-05-0.00040827i,-0.00062623-0.00094332i,-0.0019444-0.0011891i,-0.00229+0.00021511i,-0.0019522+0.00066113i,-0.0010458-0.00019795i,-0.00021408-0.00035432i,-0.00035166-0.00071941i,-0.00094737-0.00028929i
-0.00096838+0.0030095i,0.00033385+0.0040175i,-0.00037573+0.0050607i,-0.0015954+0.0029189i,-0.0018246-0.00023343i,-0.0014467-0.0015889i,-0.0014371-1.6034e-05i,-0.0014987+0.003286i,-0.00041929+0.0064268i,0.0015971+0.0072729i,0.003004+0.0072347i,0.0036115+0.0066118i,0.0025991+0.0048299i,0.0012498+0.0037134i,0.0011651+0.0026762i,0.00050292+0.0014277i,2.4807e-05+0.00010588i,-0.00045396-0.000682i,-0.0015479-0.00082872i,-0.001801-0.00095112i,-0.0011653-0.00097042i,8.2204e-05-0.0010182i,0.00051075-0.00061672i
-0.001268-0.00094837i,-0.0015001-0.0012503i,-0.0033459-0.0012711i,-0.0047339-0.0025527i,-0.0049667-0.0042892i,-0.0032142-0.0025944i,-0.00057246+0.00053261i,0.0016568+0.0018941i,0.0023417+0.00077281i,0.0018264-0.00044973i,-0.00073794-0.00040565i,-0.0024296+0.00087995i,-0.0016036+0.0021312i,-0.00085094+0.0022998i,-0.00046218+0.002229i,-0.00017865+0.0024629i,-0.00024451+0.0016619i,-0.00046833+0.00011798i,0.00025829-0.00096621i,0.0003935-0.00093862i,7.1303e-05-0.00030398i,0.0001219+0.00011656i,0.00029322-0.00041633i
0.00061178-0.0014843i,0.00070308-0.0019641i,0.00036555-0.0029051i,-0.00043595-0.0033523i,-0.00042563-0.0020957i,0.00016646+1.8326e-05i,0.0002838+0.00088839i,0.0011773-0.00062622i,0.0019325-0.0037024i,0.0010061-0.0064464i,-0.001413-0.0077154i,-0.0036164-0.0069693i,-0.0030808-0.0052839i,-0.0015748-0.0029473i,-0.0011507-0.0011294i,-0.00030087+0.0004221i,0.00078356+0.0014698i,0.0018669+0.0014442i,0.0027728+0.00081107i,0.0020644+0.00055755i,0.0005129+0.0007225i,8.003e-05+0.00093948i,0.0005502+0.00070808i
-0.0013791+0.00064996i,-0.00044136+0.0012742i,0.00021213+0.0015535i,0.00041331+0.00083382i,0.00093555-7.032e-05i,0.00096348+0.0006708i,-0.00023528+0.0011414i,-0.0010577-0.00050588i,-0.00081462-0.003181i,-0.0014696-0.0049092i,-0.0018068-0.0051402i,0.00068617-0.0047533i,0.0023388-0.004347i,0.00086109-0.0040013i,-0.00066069-0.0034696i,-0.00013399-0.0020844i,0.0010804-2.8981e-05i,0.0022152+0.0010573i,0.0025576+0.00061524i,0.0016984-8.416e-05i,0.00076584-7.1849e-05i,0.00063127+0.00020476i,0.00034831+0.00019189i
-0.00026186+0.00070626i,-0.00059689+0.0010736i,-0.0012529+0.002041i,-0.0022502+0.0022116i,-0.002905+0.0016649i,-0.002819+0.00064248i,-0.0031325+9.3703e-05i,-0.0035574+0.00044333i,-0.003429+0.0016118i,-0.0022225+0.0033318i,0.00020418+0.0045133i,0.002414+0.0046149i,0.0024775+0.0033972i,0.0010745+0.001492i,0.00058137-0.00019191i,0.0014863-0.0012938i,0.0010616-0.0013407i,-0.00043846-0.00070694i,-0.0010099+5.5003e-05i,-0.0010602+0.00017018i,-0.00014272-0.0002924i,0.00075727-0.00066212i,-1.9316e-05-0.00074574i
0.002086+2.5824e-06i,0.0012419+0.00027811i,-0.0010693+0.0010734i,-0.0030251+0.0011781i,-0.0038139+0.0014443i,-0.0035032+0.0018314i,-0.0022131+0.0018589i,-0.0017008+0.0029273i,-0.0021099+0.0063962i,-0.0013994+0.008356i,0.00027131+0.008131i,0.00019214+0.0081427i,-0.0005698+0.0066061i,-0.00017984+0.0040405i,0.00094732+0.0022701i,0.0012602+0.0011791i,-0.00030612+0.00059836i,-0.0013231-0.00017928i,-0.0020767-0.00087945i,-0.0017605-0.0013144i,-0.00099802-0.0011458i,-0.0011406-0.0012111i,-0.00047243-0.0012526i
0.0021186-0.00026163i,0.0018365-0.001118i,-0.00055214-0.0010005i,-0.0026039-0.0013406i,-0.0032906-0.0015217i,-0.0015332-0.00098838i,0.001196+0.00052347i,0.0026568+0.0022959i,0.0030828+0.0039903i,0.0033605+0.00429i,0.0020033+0.001915i,-0.00055734+0.00076998i,-0.0018308+0.0017684i,-0.0015358+0.0027714i,-0.00096772+0.0026405i,-0.0010955+0.0018715i,-0.00096709+0.0013581i,-0.00017412+0.00071925i,-0.00012737-0.00044893i,-0.00071177-0.0010622i,-0.00070074-0.0011707i,-7.7365e-05-0.0013256i,-0.00016221-0.0014748i
-0.0014955-0.00025305i,-0.0013906-1.4238e-05i,-0.0011524-0.0011684i,-0.0016848-0.0027173i,-0.0016034-0.0025711i,-0.00014179-0.0014724i,0.0011405-0.00086815i,0.0026273-0.00080349i,0.0036268-0.002313i,0.0038575-0.0041698i,0.0030184-0.0060859i,0.00081595-0.0070122i,-0.00022167-0.0062369i,-4.8087e-05-0.0044748i,-0.00029352-0.0024875i,-0.00081251-0.00086409i,-0.00030362+0.00039545i,0.00071569+0.00056586i,0.0010498-0.00014505i,0.00038537-0.0005505i,-2.213e-05-0.00072579i,0.00015508-0.00044082i,0.00023014-0.00019705i
-0.00059515-0.00077491i,-0.0029191-0.0010306i,-0.0033025-0.0018911i,-0.0018867-0.0038935i,-0.00067625-0.0048199i,-0.001367-0.0032928i,-0.0024251-0.0017519i,-0.0022953-0.0018662i,-0.0017245-0.0040388i,-0.00053242-0.0065998i,0.00065554-0.0060968i,0.0011761-0.0039452i,0.001446-0.0037898i,0.0013-0.0040203i,0.00032634-0.0025155i,-0.00033391-0.00015381i,0.0006938+0.00059764i,0.0014516+0.00068515i,0.001294+0.0002125i,0.00070141+8.8183e-05i,-4.2239e-05+0.0012802i,2.5768e-05+0.0018899i,0.00043143+0.0013079i
0.00080589+0.0020763i,0.0015678+0.001432i,0.0029269+0.00012988i,0.0030643-0.00064166i,0.0011523+0.00033439i,-0.0018664+0.0011475i,-0.0053213+0.00036022i,-0.0066722-0.00067251i,-0.0056969-0.00056992i,-0.005024+0.00022595i,-0.0043734+0.0014613i,-0.0023989+0.0030145i,-0.00084605+0.003023i,-0.00056148+0.00052242i,-0.00060388-0.0014771i,-2.6705e-06-0.0010842i,0.00072424+4.7477e-05i,0.00084271+0.00046587i,0.00066302+9.7521e-05i,-2.5477e-05-0.00042071i,-0.00021534-0.00039841i,-0.00019064+8.4167e-05i,-0.00025015+0.00042584i
-0.0011553+0.0023526i,0.0002003+0.0024619i,0.00035985+0.0042587i,0.00016097+0.0049496i,-0.0001152+0.0032258i,-0.001574+0.0012645i,-0.0026035+0.00064154i,-0.00403+0.001555i,-0.0051257+0.0035305i,-0.0050298+0.0050704i,-0.0042487+0.0048379i,-0.0033884+0.0042094i,-0.0033833+0.0036715i,-0.002241+0.0031805i,-0.00069906+0.0019406i,-0.00029038+0.00078348i,4.6531e-05+8.2421e-05i,0.00013718-7.4376e-05i,2.0117e-05-0.0001724i,-3.5631e-05-0.00055353i,0.00032149-0.00083145i,0.0007201-0.00032934i,0.00024533+0.00019135i
-0.0016778+0.0012284i,-0.0003877+0.0028022i,0.0010131+0.0038151i,-0.0010919+0.0028243i,-0.0031006+0.001835i,-0.0011443+0.00041238i,0.0022592-0.00063951i,0.0033292+0.00073807i,0.0025379+0.0038764i,0.0023807+0.0067818i,0.0026878+0.0056085i,0.0015156+0.0010888i,-0.0010388-0.00097652i,-0.0024778+0.00071664i,-0.0020153+0.001777i,-0.0010375+0.0010403i,-0.00042375+5.1316e-05i,-0.0011318+0.000106i,-0.001617+0.0010595i,-0.00087151+0.00056324i,-0.00052305+0.00012262i,-0.00068306+0.0005695i,-0.00089817-9.2847e-05i
-0.0010125-0.0017336i,-0.002635-0.0019177i,-0.0060327-0.0018019i,-0.0078452-0.0014299i,-0.0054815-0.00062424i,-0.0014377+0.0003815i,0.0029306+0.0010052i,0.0063606+0.00097451i,0.0078673+0.0013418i,0.0079309+0.0011868i,0.0074103-0.0012716i,0.0062746-0.0028662i,0.0032799-0.002851i,0.00075025-0.0023463i,0.00078848-0.0015289i,0.00044911-0.00041266i,-0.00071799+0.00065046i,-0.00039597+0.00068997i,0.00076774-0.00014898i,0.00042215-0.00066596i,-0.0004058-0.00075641i,-0.00056406-0.00027305i,-3.8341e-06-0.00047904i
-0.00050374+0.0029608i,0.0008965+0.0019022i,0.0021603+0.00072256i,0.00173-0.0012844i,0.0011624-0.0022616i,0.0012287-0.00062656i,0.0016778+0.0017323i,0.002615+0.001021i,0.0033636-0.0018397i,0.0039716-0.0039133i,0.0034535-0.00358i,0.0022255-0.0017392i,0.0022882-0.0011559i,0.0020974-0.0014264i,0.00069618-0.0013971i,0.00055303-0.00046344i,-2.6938e-05+0.00020951i,-0.00052414+0.00021161i,0.0003688+0.00034372i,0.00062662+3.9233e-05i,0.00028023-6.4173e-05i,-9.4228e-05-0.00069107i,8.2308e-05-0.0010835i
0.00077026+7.0399e-05i,0.00026534-0.00065726i,-0.0009768-0.00018994i,-0.0025552-0.00052014i,-0.0028087-0.0012259i,-0.0035846-0.0018793i,-0.0057631-0.001879i,-0.0063628-0.0014029i,-0.0053658-0.0028247i,-0.0053851-0.0038368i,-0.00588-0.0021539i,-0.0051761+0.00041805i,-0.002396+0.00070971i,0.00057835-0.00042074i,0.00095034-0.00055946i,0.00028617+0.00059634i,0.00057771+0.00069264i,0.00062983-0.00034013i,0.00045492-0.00098003i,0.00063621-0.00057155i,0.0010639+4.4844e-05i,0.001677+2.8168e-05i,0.0012128+0.00027729i
-0.0016016+0.0013663i,-0.00026305+0.0025247i,0.0022231+0.0021904i,0.0024532+0.00027538i,-0.0007067-0.00086239i,-0.0042297-0.0021153i,-0.0076046-0.0032439i,-0.010336-0.0030857i,-0.010346-0.00080543i,-0.0081131+0.0012298i,-0.0065647+0.00077801i,-0.0052551-0.00028232i,-0.003727-3.9087e-05i,-0.0023505+0.0014239i,-0.00098859+0.0025717i,0.00018275+0.002492i,0.00082374+0.0010525i,0.0004215-0.00017369i,-0.00036844-8.0723e-06i,-0.00056105+0.00010163i,-0.00021831+8.5926e-05i,0.0002155+0.00049706i,0.00035516+0.00065673i
0.001318-0.00099517i,0.00042612-0.0021491i,-0.0018427-0.0019478i,-0.0030545-0.00046156i,-0.0030668-0.00015369i,-0.0020846-0.0018268i,-0.0013245-0.0022162i,-0.0020799+0.00054531i,-0.0020529+0.0042237i,-0.0013095+0.0054575i,0.00050858+0.0035529i,0.0014313+0.00072184i,-3.7901e-05-0.00061215i,-0.00053272+0.00024961i,0.00060442+0.0010627i,0.0014806+0.00058768i,0.0014373+0.0005853i,0.001254+0.0014166i,0.00080632+0.0013093i,-0.00020299+0.00042272i,-0.00086441+1.5899e-05i,-0.00047772+0.0002684i,-0.00043576+0.00079691i
-0.00027337+0.0030092i,0.00095205+0.0028777i,0.00027468+0.0021603i,-0.0018354+0.00081241i,-0.0025871-9.3066e-06i,0.00061929+0.0002507i,0.0056825+0.0002792i,0.0077943+0.0016002i,0.0068644+0.0044565i,0.0061685+0.0059355i,0.0058776+0.0040436i,0.0047678+0.00099867i,0.002162-0.00094543i,-0.00013027-0.00089874i,3.2641e-05-0.00040643i,0.00099892-0.000439i,0.00046631+0.00052417i,-0.00056467+0.0010796i,-0.00086254+0.00036293i,-0.00062212+0.00039272i,-0.0004412+0.00053955i,-0.0004923-0.00044112i,9.3581e-05-0.00099044i
-0.00065464+5.2633e-05i,-0.0020346-0.0015761i,-0.0032955-0.0034354i,-0.0044249-0.0040351i,-0.0039722-0.0014344i,-0.0012724+0.0021116i,0.0034771+0.0045097i,0.0077538+0.0035658i,0.0095507+0.00016427i,0.007528-0.0019598i,0.0042825-0.0011949i,0.0024689+8.1561e-05i,0.0018856+0.00044089i,0.0019041-0.00070701i,0.0016519-0.0018314i,0.00075548-0.00095085i,-4.8594e-05+0.00029621i,-0.00029694+0.0013065i,-0.00015897+0.0010502i,-0.00041515+0.0002773i,-0.0007028-0.00020237i,-0.00027028-0.00056734i,0.00036148-0.00051925i
0.00053426+0.0044909i,0.0015663+0.0049252i,0.0033021+0.0042075i,0.0035906+0.00064882i,0.0006105-0.001531i,-0.0029813-0.00026124i,-0.0039562+0.0012759i,-0.0022187+0.00029111i,0.00031965-0.0020589i,9.5371e-05-0.0042085i,-0.0023879-0.0048122i,-0.0039707-0.0031987i,-0.0030567-0.0015379i,-0.00082734-0.0009346i,-0.00050465-0.00060233i,-0.00086532-2.7082e-05i,-0.00025892+0.00082054i,0.00039272+0.00095112i,0.00031806+0.00014252i,-0.00013463+0.00039446i,-1.5159e-05+0.0010582i,0.00048473+0.00058243i,0.0008639-0.00029906i
0.0017108-0.00049118i,0.00081307-0.001469i,-0.0005428-0.0020018i,-0.0012811-0.0014933i,-0.0016901-0.0020764i,-0.0042369-0.0038245i,-0.0092222-0.003757i,-0.011603-0.001919i,-0.009855-0.0010616i,-0.0064288-0.0018535i,-0.0034715-0.0018102i,-0.0022668-0.0010807i,-0.001439-0.00078236i,-0.0005415-0.00022067i,-0.001279-0.00015432i,-0.0020698+0.00022625i,-0.00095505+0.00043498i,0.00037863+0.00012923i,0.00089298+0.0003993i,0.0014145+3.895e-05i,0.0015358+6.3228e-05i,0.00090987+0.00056912i,0.00040752+0.00034169i
-0.00016172+0.002288i,-0.00050312+0.0039803i,-0.00071366+0.0035054i,-0.0021067+0.0014073i,-0.0033642+5.551e-05i,-0.0034495-0.0025358i,-0.0055006-0.0051366i,-0.0091776-0.003223i,-0.0094974+0.0014993i,-0.0049613+0.004637i,-2.7366e-05+0.00444i,0.0025563+0.002579i,0.0020685+0.0014486i,0.00032198+0.0012543i,-0.00039108+0.00073905i,-0.00033543-0.00027663i,-0.00025454-0.00041695i,0.00017861-0.00033465i,6.909e-05-0.00026023i,-0.00084081-7.3094e-05i,-0.0012414-0.00063758i,-0.00093303-0.0007133i,-0.00023485-0.00037213i
0.00082851-0.0010722i,0.00066095-0.0027974i,-0.0002932-0.0034062i,-0.00024025-0.002831i,0.0017124-0.0028108i,0.0034967-0.0043422i,0.0048974-0.0048622i,0.0042956-0.0023247i,0.0017317+0.0020023i,0.00067391+0.004816i,0.0012772+0.0046763i,0.0010923+0.0039388i,4.497e-05+0.0025879i,-0.0010064+0.0017381i,-0.00016358+0.0020972i,0.0015956+0.0012193i,0.001196+0.00019876i,-0.0004907+0.00094919i,-0.00060468+0.0011111i,0.00030494+0.00051444i,0.00062584+0.00031538i,0.00054696+0.0003077i,2.6001e-05+0.00038984i
0.00029698+0.002095i,0.0019402+0.0024729i,0.0025934+0.0017148i,0.0015544+0.00029533i,-0.00040262+0.00017266i,0.00060851+0.00083215i,0.0061857+0.0012316i,0.010814+0.0014231i,0.010549+0.0010184i,0.0063697-6.9806e-05i,0.0017406-0.0013478i,-0.00043974-0.0010429i,-0.00085065-0.00018313i,-0.00040455+0.00011865i,0.0001791+3.8159e-05i,-5.6179e-05+0.00019649i,-0.0010489+0.000961i,-0.0012556+0.001651i,-0.00011906+0.0013739i,0.00013601+0.00048182i,-0.00047878-0.0001675i,0.00015524+0.00019191i,0.00051762+0.00035113i
-0.00060942+0.0013507i,6.0595e-05+0.00079748i,0.00038381+0.00071981i,0.0011654+0.0013579i,0.0014501+0.003196i,0.0017444+0.00597i,0.0026924+0.0088026i,0.0051956+0.0072602i,0.007387+0.0014965i,0.0049135-0.0033451i,0.00045945-0.0057384i,-0.0013045-0.005995i,-0.00090024-0.0044774i,-0.00053175-0.0027894i,-0.00015534-0.0023666i,-0.00021219-0.0013887i,-0.00015347+0.00080269i,2.8142e-06+0.0011012i,4.1586e-05+0.00027883i,-0.00018077+0.00054445i,0.00011005+0.0012055i,0.00060641+0.00075905i,0.00032222-0.00020031i
-0.00033897+0.0013794i,8.5126e-05+0.0027428i,0.00059236+0.0035075i,-0.00074862+0.0029242i,-0.0043101+0.0016131i,-0.006988+0.00014489i,-0.009152+0.0010939i,-0.0086868+0.0018763i,-0.0048964-8.5164e-05i,-0.002414-0.0012754i,-0.00081706-0.0013347i,0.0012098-0.0018597i,0.0011009-0.0025675i,6.298e-05-0.0030575i,-0.00060862-0.0022742i,-0.00051455-0.0012713i,0.00045142-0.00061839i,0.0004539-0.0011829i,-0.00036479-0.0020914i,-0.00088223-0.0014469i,-0.0017337-0.00044914i,-0.001898+9.9559e-05i,-0.0012045-0.00010326i
0.0017526-0.0028641i,0.00012295-0.0024931i,-0.0025097-0.0027979i,-0.0059223-0.0027411i,-0.0079222-0.003211i,-0.0089655-0.004536i,-0.011264-0.0044479i,-0.013699-0.0017055i,-0.012568+0.0020945i,-0.0064409+0.0051632i,-0.0012028+0.0065446i,0.0014469+0.0058368i,0.0022514+0.0038044i,0.0007209+0.0022965i,-0.00070064+0.0010317i,-0.00012988-0.0010744i,0.00088084-0.0018849i,0.00044879-0.0015232i,-0.00028883-0.0012874i,-0.00052486-0.0011998i,9.4165e-05-0.00089506i,0.00045742-0.0011435i,0.00024753-0.0011348i
-0.00057229+0.0025168i,-0.00019071+0.0025604i,-0.00075374+0.0010723i,-0.0026266-0.0015397i,-0.0019656-0.0038005i,0.0012993-0.0061329i,0.0012107-0.0077891i,-0.0039335-0.0045316i,-0.0070521+0.0026542i,-0.0047999+0.007584i,-0.002829+0.0074407i,-0.0023776+0.0055775i,-0.0013149+0.0043201i,-0.0011047+0.00278i,-0.00099723+0.0019066i,-0.00024483+0.0014711i,0.00093244+0.00089629i,0.0010055+0.00092841i,0.00052257+0.00086562i,0.00088174-0.00061362i,0.0013656-0.0018854i,0.00095859-0.0018864i,0.00039201-0.0015353i
0.014124-0.0067886i,0.010955-0.01278i,0.0082744-0.023925i,-3.1594e-05-0.024425i,-0.0058274-0.019287i,-0.0054667-0.009993i,0.0026092-0.0022307i,0.0082168-0.00052822i,0.0073743-0.0012939i,0.0044203-0.0034786i,0.000247-0.00377i,-0.0018595-0.0014754i,-0.0012197+0.0017547i,0.0008249+0.0040822i,0.002761+0.0032577i,0.0024004+0.0010098i,0.00026328+0.00069102i,-0.0012673+0.0017738i,-0.00089368+0.0018464i,-9.7604e-05+0.0013209i,0.0003239+0.0016573i,0.00070587+0.0018329i,0.00025667+0.0011357i
0.0014593-1.7654e-05i,0.0025156-0.0012299i,0.0041615-0.0022088i,0.0029722-0.0027343i,0.00072212+0.00015893i,0.0015589+0.0052843i,0.0060784+0.0073483i,0.010805+0.0045004i,0.011285-0.00032232i,0.0077943-0.0041103i,0.0047415-0.0063403i,0.0023077-0.0069261i,0.00036291-0.0052381i,0.00022458-0.0026068i,0.00030297-0.0015247i,-0.00068231-0.00018041i,-0.0018426+0.0018332i,-0.0014123+0.0023859i,-0.00097459+0.0020447i,-0.0018687+0.0018368i,-0.0024277+0.001641i,-0.0016146+0.0011807i,-0.0013221+0.0010036i
0.001659-0.00025788i,0.0014043-0.00055789i,0.0029556-0.001871i,0.0027025-0.0018412i,-0.00075653+0.00011199i,-0.003948+0.0042974i,-0.0044064+0.0082457i,-0.0018506+0.0066805i,0.0013415+0.0020041i,0.0023638-0.0012732i,0.0033802-0.0015198i,0.0037707-0.0010974i,0.0025469-0.0017205i,0.0016319-0.0013623i,0.00078091-0.001025i,7.2656e-05-0.0010805i,0.00034353-0.00092439i,0.00067824-0.00154i,0.0009298-0.00089943i,0.00086326-8.6153e-05i,2.325e-05-0.00022273i,-0.0011435-0.00046519i,-0.0011991-0.00037352i
0.003818-0.0013456i,0.0019275-0.0018258i,-0.0008331-0.001835i,-0.0037659-0.0013896i,-0.0065116-0.0029951i,-0.009508-0.002841i,-0.012838+0.00092798i,-0.013171+0.0040617i,-0.0093117+0.004665i,-0.0063985+0.0049333i,-0.0049498+0.0053162i,-0.0018756+0.0050702i,0.00084393+0.00348i,0.0014557+0.0011551i,0.00096228+0.0004533i,0.0014139-0.00061162i,0.0017113-0.002027i,0.00084935-0.002686i,0.0005835-0.0031226i,0.00096593-0.0022717i,0.00054894-0.001514i,0.00074694-0.0015209i,0.0010031-0.0008078i
-0.00030562-0.0017225i,-0.0010525+0.0011131i,-0.0050095+0.0020462i,-0.0092481+0.00039937i,-0.0093079-0.0024184i,-0.0067464-0.0052718i,-0.0080276-0.0058423i,-0.011648-0.0015937i,-0.010977+0.0038802i,-0.007538+0.0068362i,-0.0055751+0.0064522i,-0.0029941+0.0048052i,-0.00025658+0.0034596i,0.00038598+0.0019805i,3.6721e-05+0.0010933i,0.00094375+0.00030863i,0.0013169-0.00010019i,3.3628e-06+0.00023284i,-0.00030334+0.0012952i,0.00078428+0.0010519i,0.001519-0.00066476i,0.0017347-0.0013464i,0.0011139-0.00079981i
0.00012873+0.00029271i,-0.0012983-0.00087648i,-0.0035018-0.0056665i,-0.0051701-0.010437i,-0.003112-0.010628i,0.0018764-0.0086716i,0.0050499-0.0079021i,0.0036443-0.0055203i,0.00083807-0.001072i,0.0010006+0.0011559i,0.0019861-9.9761e-05i,0.00027509-0.00089407i,-0.00097713+0.00054132i,-2.2001e-05+0.0019939i,0.0006505+0.0017266i,0.00032113+0.0012802i,-0.0009868+0.0016509i,-0.0014568+0.0022891i,-0.0013062+0.0022843i,-0.00025269+0.0013681i,0.0010152+0.00031647i,0.0012052+3.7933e-05i,0.00071734+8.7974e-05i
0.0014171-0.00069279i,0.00082992-0.0012326i,0.0016229-0.0046553i,0.0017423-0.0074157i,0.0015723-0.005635i,0.003493-0.0018316i,0.0086902-0.0020581i,0.012036-0.0049782i,0.0099066-0.0057633i,0.0068472-0.0038046i,0.0056756-0.0032545i,0.0044394-0.0051635i,0.0021945-0.0046828i,0.0010085-0.0013236i,0.00057727+0.00012262i,-0.00089284-0.0004399i,-0.0018488+0.00014889i,-0.0016326+0.00093898i,-0.0017669+0.0011931i,-0.0015592+0.001611i,-0.0018547+0.0011252i,-0.0020495+0.0010693i,-0.0015216+0.001891i
0.00042027-0.00061505i,0.0012758-0.00058263i,0.0036442-0.0020399i,0.0059538-0.0021768i,0.0055434+0.00089696i,0.0027864+0.0054577i,0.0018847+0.0065728i,0.0049006+0.0016707i,0.0056118-0.0045056i,0.0023011-0.0050581i,0.00013025-0.0026516i,0.00024364-0.002374i,0.00020087-0.0027872i,0.0001983-0.0019824i,6.6164e-05-0.00058167i,-0.00055805+1.9358e-05i,-0.00070371-0.00050764i,0.00045853-9.3664e-05i,0.00041876+0.00053794i,-0.00067236+0.0007513i,-0.0011803+0.0014971i,-0.0016566+0.0017949i,-0.0017945+0.0011898i
0.003052+0.0014869i,0.0056636+0.0026699i,0.0083234+0.0042506i,0.0077491+0.0046519i,0.0020446+0.0042984i,-0.0044999+0.0047049i,-0.0080581+0.007118i,-0.0070108+0.0077971i,-0.0037952+0.0050235i,-0.0032898+0.0016891i,-0.0044734+0.00012737i,-0.0036752-0.00017928i,-0.0021798-0.0010625i,-0.0018078-0.0017746i,-0.0019009-0.0010248i,-0.00053962-0.00077388i,0.0012477-0.0016068i,0.00056489-0.0025258i,-0.00027468-0.0026205i,0.00013906-0.0021898i,0.00071303-0.00028177i,0.00085087+0.00075654i,0.00075228-0.00032534i
-0.0010985+0.00071881i,-0.0030296+0.0023272i,-0.0066276+0.0050074i,-0.0090025+0.0050787i,-0.0085153+0.0020221i,-0.00771-0.00088419i,-0.010767+0.0002142i,-0.013769+0.0071411i,-0.010653+0.011374i,-0.0052398+0.0085719i,-0.0025607+0.004667i,-0.0013754+0.0025119i,-0.00039006+0.0013918i,-0.00027748+0.00040782i,-0.00061511-0.00044243i,-0.00023863-0.00092373i,0.00083432-0.00096799i,0.0014824-0.0012506i,0.0012481-0.0019896i,0.00035354-0.0017721i,0.00013308-0.00097081i,0.0010163-0.000682i,0.0014312-0.00042993i
