-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.00396-0.0028912i,0.0022389+0.0035978i,-0.0014412+0.013102i,-0.005649+0.023185i,-0.0052522+0.026723i,-0.0024663+0.023333i,-0.0030457+0.020436i,-0.0053485+0.017766i,-0.0075253+0.013533i,-0.0081207+0.008651i,-0.0055833+0.0056018i,-0.0031481+0.0056178i,-0.0021356+0.004795i,-0.00071733+0.0033258i,0.00066396+0.0017257i,0.00033324-0.00026741i,-0.00010586-0.0011571i,0.00025825-0.00048335i,0.00025533+0.00089508i,0.00027848+0.00088428i,0.00014731-0.00042194i,-0.00014792-0.0006466i,-0.00027915+0.00047433i
0.0008878+0.0042669i,0.0084432+0.0077256i,0.019563+0.015499i,0.028677+0.020055i,0.029232+0.016336i,0.021802+0.010837i,0.015463+0.010322i,0.013532+0.010565i,0.010799+0.0095556i,0.0066848+0.0087079i,0.0043399+0.0069052i,0.0015679+0.0052811i,-0.00065379+0.0040891i,-0.0010649+0.0034375i,-0.0020351+0.0029329i,-0.0024962+0.0025615i,-0.0019277+0.0026656i,-0.0017694+0.0023307i,-0.0014639+0.0015752i,-0.00071366+0.0014486i,0.00022959+0.00080605i,0.00049278+0.00060977i,0.00026966+0.0014687i
0.002326-0.0017725i,0.0047586-0.0048015i,0.013284-0.011817i,0.022415-0.01988i,0.02045-0.022161i,0.013599-0.017644i,0.013103-0.012328i,0.015079-0.010806i,0.01367-0.0093496i,0.010553-0.0066003i,0.0075544-0.0041369i,0.0045586-0.0016598i,0.0023774-0.00029302i,9.5153e-05-9.7675e-05i,-0.00064534+0.0010429i,0.00064495+0.0021339i,0.0010068+0.0021584i,0.00074049+0.0014341i,-0.00018438+9.3871e-05i,-0.0007829-0.0010169i,-0.00086793-0.0011775i,-0.00063318-0.00042984i,-0.00033455+9.5413e-05i
0.00052378-0.0064961i,-0.0021985-0.011307i,-0.0059778-0.022435i,-0.010672-0.033078i,-0.015182-0.03145i,-0.015789-0.022905i,-0.01177-0.019277i,-0.0079788-0.019534i,-0.0054803-0.018705i,-0.0029693-0.01566i,-0.0015767-0.011239i,-0.00022777-0.0076381i,0.00037051-0.0056791i,-6.4682e-05-0.0038071i,-0.00025671-0.0019871i,0.00062836-0.00098913i,0.0011182-0.00046514i,0.0003717-0.00071222i,-0.00022833-0.0013593i,-0.00039701-0.001399i,-0.00064727+1.5852e-05i,-0.00046227+0.00052253i,0.00017055-0.00023435i
-0.0013053+0.00087281i,-0.0060568+5.6005e-05i,-0.019749-0.0024643i,-0.034321-0.0036031i,-0.036878-0.00021221i,-0.029602+0.0030569i,-0.022964+0.00093218i,-0.020826-0.002714i,-0.018634-0.0051331i,-0.014989-0.0064947i,-0.010914-0.0053134i,-0.0060571-0.0046231i,-0.0026666-0.0057891i,-0.00031812-0.005673i,0.0017866-0.004352i,0.0018087-0.0040915i,0.0010303-0.0043078i,3.3988e-05-0.0036864i,-0.001162-0.0025793i,-0.0016597-0.0012488i,-0.001457-0.00037417i,-0.00090082-0.00053638i,1.9658e-05-0.00083224i
-0.0016042+0.003198i,-0.0059043+0.01045i,-0.013293+0.021338i,-0.018498+0.031005i,-0.016125+0.033244i,-0.010068+0.027341i,-0.0086174+0.021028i,-0.0088417+0.018075i,-0.0086006+0.013825i,-0.0082457+0.0095748i,-0.0061874+0.0071743i,-0.0033974+0.0035674i,-0.0018431+0.0003277i,-0.00096313-0.00091915i,0.00036724-0.0012545i,0.00095208-0.0019544i,0.00018401-0.0028757i,-0.0003727-0.0019102i,-0.00016229-0.00094281i,-0.00044086-0.00043713i,-0.00072554+0.00017489i,-0.00056962+0.00049236i,-5.6799e-05+0.00022694i
-0.00022645+0.0022069i,0.0026418+0.0087029i,0.0090948+0.020199i,0.016586+0.029237i,0.019741+0.026314i,0.017641+0.018415i,0.014747+0.015251i,0.013666+0.013541i,0.011211+0.010232i,0.0076841+0.0081722i,0.005154+0.0072564i,0.002564+0.005769i,0.0011225+0.0045021i,0.00083778+0.0036883i,0.00057982+0.002238i,0.0003238+0.00067328i,-8.2733e-05+0.00054909i,-0.00092981+0.0010743i,-0.0012267+0.0016157i,-0.00026703+0.0018343i,0.00076061+0.0013674i,0.0013005+0.0011089i,0.001442+0.00082526i
-0.0010378-0.0013578i,0.0040722-0.0035651i,0.018155-0.0062463i,0.03349-0.0093124i,0.03357-0.011614i,0.022643-0.011691i,0.01664-0.0084376i,0.015424-0.0071113i,0.01315-0.0070321i,0.011237-0.0052233i,0.0085448-0.0045333i,0.0050848-0.0025703i,0.0031+0.0009863i,0.0015275+0.0027605i,0.00050489+0.0029967i,0.00032251+0.0028315i,5.2908e-05+0.0021286i,-0.00011094+0.0012609i,-0.00011239+0.00096707i,-3.3994e-05+0.00045382i,0.00057038-0.00013817i,0.00086706-0.00026031i,0.00021043+0.00070666i
0.0026892+0.00018247i,0.0036644-0.007728i,0.0073952-0.024701i,0.007371-0.040563i,0.00022958-0.040426i,-0.0056307-0.028731i,-0.0043991-0.020739i,-0.0024547-0.018182i,-0.0014639-0.015952i,-0.00020822-0.014298i,-0.0005607-0.011454i,-0.0017243-0.0062787i,-0.0013717-0.0023076i,-0.00045931-0.00019795i,6.8841e-05+0.001755i,0.00072938+0.0028779i,0.001133+0.0021203i,0.0013724+0.0009997i,0.0004694+0.00016122i,-0.00080292-8.9458e-05i,-0.0013836-8.74e-05i,-0.0010299-0.00080011i,-0.00010056-0.00094858i
-0.003313+0.00086644i,-0.0099751-0.00069731i,-0.023873-0.0084964i,-0.037063-0.016333i,-0.037173-0.013225i,-0.028345-0.0057454i,-0.021395-0.0041526i,-0.018967-0.0042141i,-0.016496-0.0031636i,-0.01291-0.0035203i,-0.0099382-0.003631i,-0.0060877-0.0028991i,-0.0028146-0.0029719i,-0.0013405-0.0026319i,-7.2023e-05-0.0014495i,0.00072879-0.00032269i,0.00054196-0.00069704i,-0.00022288-0.0015269i,-0.0010932-0.0011546i,-0.0012184-0.0012872i,-0.00024293-0.0007012i,0.00075171+0.00042209i,0.00031865+0.00051971i
0.0016169+0.0027891i,-0.0048516+0.0072641i,-0.017964+0.017387i,-0.031881+0.02742i,-0.030825+0.029421i,-0.020469+0.025099i,-0.013845+0.019373i,-0.01017+0.015543i,-0.0071118+0.011647i,-0.0072329+0.0081907i,-0.0078873+0.0057905i,-0.0054291+0.002787i,-0.0031948-0.00090538i,-0.0014618-0.0023294i,-2.0816e-05-0.0021041i,0.0004319-0.002961i,0.00062907-0.0037023i,-0.00031481-0.002589i,-0.0012488-0.00094021i,-0.0014894-6.9762e-05i,-0.0010122+0.00044815i,-0.00030099+0.0001018i,-0.00019347-0.00016608i
0.0024177-0.00054744i,0.0034388+0.0071426i,0.0065784+0.023687i,0.011731+0.038942i,0.015354+0.036238i,0.012981+0.023936i,0.0081291+0.017218i,0.0076135+0.01216i,0.0081165+0.0066094i,0.0052525+0.004766i,0.0025226+0.0049232i,0.0017526+0.002641i,0.0012065+0.00033229i,-1.1436e-05-0.00014815i,-0.00048106-0.00086199i,-0.00019174-0.0018996i,-2.2897e-05-0.0023982i,-0.00015409-0.0014227i,-5.8431e-05-0.00036123i,0.00089345-0.00031074i,0.00074942-0.00066158i,-0.00024337-0.00064761i,-0.00038633-0.00066597i
0.0045615-0.00084842i,0.013223-0.0024831i,0.030422-0.0026587i,0.043197-0.00076068i,0.038534-0.0024072i,0.025433-0.006895i,0.017549-0.0075727i,0.013807-0.0086649i,0.010322-0.01065i,0.0081047-0.0088334i,0.0072542-0.0061813i,0.005911-0.0047629i,0.0034417-0.002024i,0.0017582+0.00043476i,0.00070567+0.0011705i,-0.00015956+0.00069648i,-0.00037363-0.00048914i,0.00044246-0.00066953i,0.001292-0.00038126i,0.0021233-0.0011153i,0.0015342-0.0010333i,0.00064935-0.00031934i,-0.00025113-0.00060409i
-0.0010449-0.00055305i,0.00097867-0.0078741i,0.0072478-0.023325i,0.013341-0.038071i,0.010688-0.038025i,0.0039947-0.02897i,0.0023025-0.021941i,-0.00012081-0.017316i,-0.0041372-0.013181i,-0.00346-0.010655i,-0.001369-0.0096246i,-0.00076276-0.0063533i,-0.00041834-0.0015657i,6.0375e-05+0.0020347i,0.00038492+0.0039801i,0.00050152+0.0039882i,0.00092058+0.0030148i,0.0012715+0.00098964i,0.0012453-0.00048973i,0.0010529-0.00051238i,0.0006586-0.00034948i,0.00049929+0.00097717i,0.00075925+0.0017291i
-0.0033627+0.00051475i,-0.0099877-0.0054345i,-0.021526-0.018028i,-0.032104-0.030088i,-0.033365-0.027543i,-0.027634-0.014489i,-0.021361-0.0055768i,-0.016193-0.00096228i,-0.012373+0.0022939i,-0.0097517+0.00058519i,-0.007515-0.0018737i,-0.0046399-0.0011095i,-0.0019497+0.00040658i,-0.0005279+0.00040835i,3.7048e-05+0.00029692i,0.00041293+0.0013429i,-0.00010027+0.0020913i,-0.0018419+0.001118i,-0.0025441-8.4998e-05i,-0.0020566+4.7843e-05i,-0.0014411+0.00038316i,-0.00056198+0.0002994i,0.00053244+0.00040986i
-0.0019641+0.0057546i,-0.008589+0.01114i,-0.025267+0.018791i,-0.042271+0.021954i,-0.040771+0.02194i,-0.027084+0.021946i,-0.016825+0.020337i,-0.0086129+0.018538i,-0.0008524+0.015774i,0.00069277+0.010574i,-0.0017077+0.0073598i,-0.0025906+0.007033i,-0.0019798+0.0050114i,-0.0014647+0.0012793i,-0.0011422-0.00094095i,0.00030809-0.00055787i,0.00076686+5.5986e-05i,-0.00022404-0.00022446i,-0.0010353-0.00026323i,-0.0015903+0.00046063i,-0.0012588+0.00087631i,0.0002841+0.00052i,0.0015964+7.5202e-05i
0.0025019+0.0062029i,0.0045061+0.014091i,0.0074431+0.032535i,0.0085441+0.050738i,0.010706+0.049087i,0.013372+0.03191i,0.013044+0.019784i,0.013254+0.013344i,0.012725+0.0063428i,0.0088489+0.0027707i,0.0045132+0.0035007i,0.001801+0.0028763i,0.00018381-0.00053492i,-0.00020092-0.0028214i,-0.001049-0.0026742i,-0.001595-0.003081i,-0.0021361-0.003671i,-0.0026884-0.0026313i,-0.0024847-0.00048305i,-0.0015204+0.00024098i,-0.00010252-0.00031171i,0.00046148-0.00032486i,-9.3166e-05-6.7383e-05i
-0.00047016+0.0096086i,0.012827+0.01137i,0.040265+0.018322i,0.061385+0.02116i,0.057167+0.012754i,0.036232+0.00081833i,0.021579-0.0039995i,0.014989-0.0078308i,0.0077038-0.011936i,0.00313-0.010336i,0.0018008-0.0071439i,-0.00021533-0.0070396i,-0.0025971-0.0067559i,-0.0035711-0.0034264i,-0.0027708-0.0004731i,-0.00185-0.0004909i,-0.0017413-0.00063391i,-0.0011271-0.00048027i,0.00043337-0.00099688i,0.0018358-0.0016154i,0.0015799-0.0012077i,0.0010014-0.00085441i,0.00048852-0.0002525i
-0.00014289-0.024033i,-0.0027146-0.031013i,-0.0026799-0.047116i,0.0077643-0.054592i,0.0090717-0.044417i,0.0033124-0.027014i,0.001256-0.021508i,-0.0047546-0.021448i,-0.012943-0.017578i,-0.013715-0.011521i,-0.0080213-0.0077812i,-0.002601-0.0064479i,0.0011576-0.0032558i,0.0030618+0.00037952i,0.003147+0.0009125i,0.0024392-0.00061347i,0.0014508-0.0013547i,0.0015804-0.00059991i,0.0019082-0.00021719i,0.0015235-0.00095573i,0.00044285-0.0013433i,-0.00070556-0.00054954i,-0.00157-0.00084349i
-0.0015786-0.0043881i,-0.010174-0.011529i,-0.027286-0.027834i,-0.040655-0.044149i,-0.041052-0.041087i,-0.03347-0.025181i,-0.026384-0.015429i,-0.022603-0.0076271i,-0.01776+0.0014385i,-0.011301+0.0030978i,-0.0064459-7.736e-05i,-0.0028786-0.000269i,-0.00070358+0.0012893i,0.0014338+0.0013318i,0.0030577+0.00065768i,0.0036878+0.00041976i,0.0035672+0.00043106i,0.0025659+4.1441e-05i,0.0012765-0.00046453i,2.78e-05-0.00064049i,-0.0011227-0.0007141i,-0.0016299-0.00048068i,-0.001497-0.00024852i
1.8314e-05+0.0049341i,-0.011335+0.0096999i,-0.03678+0.016778i,-0.059984+0.020542i,-0.059082+0.020101i,-0.040322+0.019236i,-0.026011+0.018442i,-0.015071+0.017213i,-0.0014821+0.014119i,0.0038514+0.0082188i,0.0022844+0.0044228i,0.0020101+0.0055076i,0.002087+0.0060858i,0.00083656+0.0026969i,-1.5911e-05-8.6978e-05i,0.0012683+0.0011296i,0.0026483+0.0015437i,0.0016687+0.00053436i,-0.00083208+0.00097537i,-0.0022148+0.001702i,-0.0012695+0.0011787i,-0.00016038+0.0010344i,-0.00023828+0.00073921i
0.00131+0.0019011i,-0.0016169+0.011667i,-0.0056929+0.033898i,-0.0095249+0.057157i,-0.0094103+0.058971i,-0.0029719+0.044535i,0.004619+0.031489i,0.011841+0.019806i,0.01552+0.0068105i,0.011977+0.00095289i,0.0065111+0.0041108i,0.0049028+0.0073606i,0.0047573+0.005639i,0.0036635+0.0013775i,0.001123-0.00092299i,-0.00050984-0.00025533i,-0.00049739+0.0010717i,-0.0013372+0.0015742i,-0.0013915+0.0019893i,-0.0011619+0.0031375i,-0.0011294+0.0026417i,-0.00063692+0.0014558i,0.00054986+0.0013285i
0.00045544-0.0030114i,0.012696-0.0020661i,0.034166+0.0076613i,0.053664+0.022327i,0.052492+0.026228i,0.038538+0.018154i,0.030301+0.0097692i,0.024573-6.8238e-05i,0.013757-0.0096888i,0.0037641-0.010185i,0.0002761-0.0039335i,-0.0010382-0.0013386i,-0.0016868-0.003007i,-0.0014429-0.0033892i,-0.0014987-0.0017866i,-0.0023037-0.00039263i,-0.0032559+0.00036494i,-0.0020488+0.0014877i,-0.0013469+0.0028557i,-0.0014601+0.0037038i,-0.00067911+0.003488i,-0.0001842+0.0020178i,0.00027391+0.0010459i
0.0021558-0.0063086i,0.0089052-0.017084i,0.025104-0.036758i,0.043728-0.052041i,0.044043-0.047698i,0.028001-0.03254i,0.016373-0.023069i,0.0074532-0.020055i,-0.0046892-0.015146i,-0.0095398-0.0074851i,-0.0069939-0.0040792i,-0.0056577-0.0050869i,-0.0050144-0.0058951i,-0.0020368-0.0030319i,0.00063488+0.00035194i,0.00075106+0.00024594i,-0.00051098-0.00094665i,-0.00094687-0.0013793i,0.00022451-0.0012607i,0.0014548-0.00080623i,0.0012685-8.0559e-06i,0.00067959+0.00085559i,0.00033808+0.0014788i
-0.0018292-0.0021172i,-0.010147-0.012495i,-0.022815-0.037614i,-0.033199-0.064343i,-0.033697-0.064145i,-0.027404-0.041283i,-0.022388-0.025187i,-0.021613-0.01525i,-0.018219-0.003148i,-0.010403+0.0028418i,-0.005269-0.00055505i,-0.0039077-0.0047562i,-0.0026533-0.0038121i,5.4452e-05-0.00041665i,0.0028937+0.00047553i,0.0024671-0.0015051i,0.00054526-0.0029345i,0.00025449-0.0036504i,0.00087248-0.0041588i,0.0010198-0.0042224i,0.00016419-0.0033317i,-0.00077328-0.0014803i,-0.0014187-0.00090441i
-0.0038336+0.0049514i,-0.018033+0.01085i,-0.044408+0.01702i,-0.070946+0.018058i,-0.0723+0.011913i,-0.052928+0.0051206i,-0.038155+0.0037795i,-0.026388+0.0077068i,-0.0098632+0.0087738i,0.00088972+0.003546i,0.0027853-0.0018208i,0.0038282-0.0026863i,0.00458-9.9512e-05i,0.0030747+0.0011184i,0.001576+0.00018959i,0.0012049-0.0012338i,0.00088022-0.0026843i,-7.7206e-05-0.0037547i,-0.0011219-0.0039455i,-0.0013807-0.003252i,-0.00069339-0.0027284i,-0.00034211-0.0018446i,-0.00050346-0.00056141i
0.0031379+0.0042927i,0.0045931+0.016797i,0.001525+0.044239i,-0.0068382+0.070575i,-0.013471+0.069565i,-0.013879+0.046734i,-0.010195+0.029896i,-0.0021417+0.020021i,0.0051764+0.0063675i,0.0046686-0.0037643i,0.0031928-0.0040568i,0.005654+0.00020193i,0.0071433+0.0026096i,0.0038167+0.0015306i,-3.3588e-05+0.00016446i,-0.0012281+0.00058097i,-0.0009617+0.00085875i,-0.00093326+0.00045218i,-0.0012483+0.0011623i,-0.0010479+0.0016107i,-0.00097567+0.0015858i,-0.0010405+0.0011276i,-0.0010231+0.00042132i
0.0052601-0.0033012i,0.017501+0.0015918i,0.040662+0.014865i,0.061396+0.03083i,0.058137+0.033846i,0.039345+0.025082i,0.028152+0.016004i,0.022374+0.0059244i,0.011452-0.0047648i,0.0012044-0.006745i,-0.00073023-0.00048606i,0.0014066+0.0042106i,0.0019331+0.0028886i,-5.1587e-05-0.00029823i,-0.0027139-0.00027588i,-0.001896+0.001791i,-0.00018651+0.0027311i,-2.1525e-05+0.0034361i,0.00019098+0.0036424i,0.00064901+0.0037915i,0.00045704+0.0035008i,0.00020128+0.0022656i,0.00070653+0.001293i
0.00015429-0.0037292i,0.006227-0.016274i,0.022397-0.03743i,0.043397-0.052974i,0.048214-0.046734i,0.036145-0.027887i,0.026347-0.017542i,0.017441-0.017457i,0.0040775-0.013568i,-0.0039835-0.0037958i,-0.0055299+0.0031646i,-0.0073267+0.0040487i,-0.007964+0.0022139i,-0.005337+0.00075143i,-0.0020821+0.00059633i,0.00035913+0.0015647i,0.001884+0.0026696i,0.0032246+0.0031776i,0.0036986+0.0025715i,0.002176+0.0028699i,0.0010795+0.0033171i,0.0011327+0.0022796i,0.0011758+0.00058748i
-0.0036323-0.0046031i,-0.015107-0.016546i,-0.032002-0.043443i,-0.044003-0.069147i,-0.040354-0.066893i,-0.024598-0.041343i,-0.01228-0.023508i,-0.0099183-0.016576i,-0.008672-0.0070523i,-0.0048806+0.0006652i,-0.0045468+0.0011846i,-0.0083934-3.6285e-05i,-0.0093557-0.00013411i,-0.0043302+0.00027073i,0.0004068-0.00039385i,0.00055654-0.0017597i,7.7957e-07-0.0016451i,0.00062227-0.0015632i,0.00043077-0.0019552i,-0.00033415-0.0011493i,-0.00058113-9.8026e-05i,7.1851e-05+0.00043369i,0.0014494+0.0001942i
-0.0036444+0.0019558i,-0.018027+0.0060043i,-0.047846+0.010203i,-0.078096+0.013225i,-0.078779+0.012367i,-0.054266+0.0093079i,-0.035593+0.0085779i,-0.024875+0.010321i,-0.010791+0.008922i,-0.0017486+0.0018981i,-0.0010308-0.0044814i,-0.0018665-0.007345i,-0.0011972-0.0066678i,0.00080389-0.004281i,0.0022588-0.0035354i,0.0018194-0.0041115i,-0.00055405-0.0045568i,-0.0029517-0.003857i,-0.0031798-0.0029087i,-0.0024115-0.0025954i,-0.0021906-0.0013958i,-0.0017888-0.0013598i,-0.0018015-0.0016488i
0.00014885+0.00254i,0.00078959+0.019128i,-0.0025185+0.049891i,-0.0074256+0.077556i,-0.0097685+0.075894i,-0.0098494+0.05134i,-0.009872+0.034468i,-0.00599+0.026627i,-0.00074475+0.012936i,-0.00032411-0.00025327i,0.00060494-0.0050978i,0.0050026-0.0063152i,0.0074296-0.0061121i,0.0054491-0.0050282i,0.0024433-0.00376i,0.00010295-0.0027623i,-0.002872-0.002673i,-0.0044558-0.0026687i,-0.0035729-0.0022778i,-0.0023995-0.0022012i,-0.0024764-0.0022289i,-0.0020308-0.0016704i,-0.0013456-0.00080652i
0.007058-0.00097341i,0.022903+0.0030456i,0.05142+0.01475i,0.076272+0.026961i,0.069673+0.026707i,0.041626+0.017327i,0.025086+0.011684i,0.019942+0.0070385i,0.010554+0.00024007i,0.0015947-0.0015373i,0.0030264+0.00021642i,0.0083064+0.0012337i,0.0091172+0.00041206i,0.0053479-0.00048037i,0.0012796+0.00083131i,-0.00024476+0.0014808i,6.9752e-05+0.0013568i,-0.0007417+0.0013101i,-0.002087+0.0010952i,-0.0014085+0.00028106i,-0.00039641-0.00082416i,-0.00037478-0.00030383i,-0.00014553+0.00043018i
0.0060065-0.0043625i,0.015002-0.01706i,0.033282-0.039788i,0.048466-0.06176i,0.044329-0.064093i,0.027455-0.046008i,0.018573-0.031531i,0.014789-0.026017i,0.0064978-0.017497i,0.0013683-0.0059312i,0.0022777+0.0027841i,0.0028098+0.0069604i,0.0027981+0.007548i,0.0019355+0.0062166i,0.00085955+0.0056622i,0.0023819+0.004707i,0.0048807+0.0029294i,0.004476+0.0018731i,0.0025048+0.001558i,0.0020093+0.001434i,0.0014829+0.00075579i,0.0010305+0.00026089i,0.0010803-0.00079908i
-0.0035511-0.0039923i,-0.014759-0.016807i,-0.032695-0.041668i,-0.048734-0.063201i,-0.048514-0.061949i,-0.031803-0.043326i,-0.017379-0.033273i,-0.014176-0.030174i,-0.010983-0.019276i,-0.0039817-0.0082526i,-0.0028214-0.0019662i,-0.0054825+0.0036099i,-0.0048227+0.0067545i,-0.0024957+0.0058716i,-4.7691e-05+0.0042005i,0.0024785+0.0029755i,0.0039377+0.0017938i,0.0042404+0.00083438i,0.003193-0.00012862i,0.0020349+4.4008e-06i,0.0018746+0.0010739i,0.00091364+0.0013308i,8.0654e-05+0.00076305i
-0.007029+0.0044334i,-0.025368+0.010744i,-0.059594+0.019539i,-0.087801+0.028819i,-0.083119+0.031103i,-0.055648+0.022167i,-0.036517+0.010349i,-0.028383+0.00512i,-0.017884+0.0013268i,-0.01062-0.0049141i,-0.011061-0.007107i,-0.012951-0.0043629i,-0.011422-0.00091757i,-0.0063353+0.0014192i,-0.0024224+0.00058065i,-0.0014965-0.00066521i,-0.0016207-0.0012715i,-0.0013755-0.0021599i,-0.00041192-0.0019473i,0.00040283-0.00062896i,0.00043104+0.00044809i,0.00064608+0.00096517i,0.00099228+0.0011451i
0.00082144+0.0060941i,-0.0044181+0.022789i,-0.0097037+0.053472i,-0.0077237+0.082531i,-0.0020609+0.084488i,-0.0012442+0.063442i,-0.0042735+0.047301i,-0.0039619+0.038275i,-0.0026978+0.022171i,-0.0067583+0.0059908i,-0.01027-0.0020203i,-0.0097054-0.0059427i,-0.0080253-0.006855i,-0.0056928-0.005301i,-0.0036993-0.0040026i,-0.0035745-0.0021114i,-0.0042923-0.00018939i,-0.0042952-6.714e-05i,-0.00372-0.00062151i,-0.0030902-0.00029453i,-0.0021928-0.0004076i,-0.0014397-0.00090815i,-0.0012382-0.0007604i
0.0044628-0.00015165i,0.019651+0.0038403i,0.047847+0.011596i,0.075994+0.016236i,0.07658+0.01596i,0.050438+0.019156i,0.033222+0.02645i,0.029967+0.025624i,0.019383+0.014915i,0.0058012+0.0084214i,0.0032608+0.0046729i,0.00621-0.0023604i,0.0056152-0.0072464i,0.0022499-0.0076852i,-0.00041554-0.0055029i,-0.0019037-0.0023089i,-0.0035067+6.8685e-05i,-0.0047253+0.0011623i,-0.0041872+0.0010792i,-0.0028273+0.00058185i,-0.0026242-1.2892e-05i,-0.0024365-0.00015429i,-0.0014649-0.00056294i
0.0052065-0.009716i,0.015022-0.024373i,0.03175-0.051678i,0.040466-0.07769i,0.032145-0.077993i,0.021196-0.050609i,0.022258-0.026506i,0.024816-0.019452i,0.018564-0.012915i,0.014195-0.0019262i,0.016934+0.0036017i,0.018202+0.0015211i,0.013948-0.0019048i,0.0084355-0.003116i,0.0053927-0.0017849i,0.0036931-0.00044082i,0.001921-0.00028563i,6.8077e-05-0.00033132i,-0.0010785-0.00026558i,-0.0007464-0.00014208i,4.8715e-05-0.00036094i,-0.00039126-4.2718e-05i,-0.0010711+9.9085e-05i
-0.005323-0.007938i,-0.012217-0.020005i,-0.030017-0.043781i,-0.054271-0.061365i,-0.062962-0.057205i,-0.045193-0.04461i,-0.024557-0.041349i,-0.016343-0.038849i,-0.0090123-0.026196i,0.0016999-0.013447i,0.0081971-0.0057265i,0.010105+0.00074777i,0.010802+0.0028327i,0.01001+0.0016947i,0.007714+0.00041721i,0.0054918-0.00041593i,0.0043377-0.001111i,0.0041142-0.001965i,0.0028681-0.001382i,0.0011886-0.00035428i,0.00037397+0.00028963i,0.00060399+0.00051053i,0.0010238+0.00065737i
-0.0052064+0.0040818i,-0.019864+0.0084529i,-0.045085+0.020424i,-0.06752+0.03699i,-0.067826+0.041905i,-0.051574+0.02266i,-0.04286-0.0019561i,-0.040388-0.010349i,-0.028567-0.0094631i,-0.016603-0.011627i,-0.013689-0.0098123i,-0.011607-0.0022183i,-0.0055214+0.002741i,0.00044518+0.0041019i,0.002558+0.0026508i,0.0023814-0.0002735i,0.0027364-0.0027597i,0.002838-0.0035636i,0.0021682-0.0028637i,0.0013955-0.0011525i,0.0011917+0.00028321i,0.0012476+0.00092436i,0.00018592+0.0012266i
-0.0020545+0.0032017i,-0.0063522+0.022093i,-0.0050925+0.054807i,0.0095569+0.0837i,0.023061+0.081815i,0.015066+0.054244i,-0.0044749+0.033686i,-0.015281+0.027154i,-0.015447+0.016233i,-0.017933+0.0029511i,-0.022164-0.0016402i,-0.020779-0.00028761i,-0.014398+0.0033648i,-0.0080074+0.0049779i,-0.0040309+0.0024072i,-0.0021742+0.00023669i,-0.0014409+0.00023119i,-0.00076022+0.00070787i,-0.00091907+0.00045558i,-0.00070312+0.00026372i,0.0008071+0.00061585i,0.00078695+0.00052394i,0.00048335+1.1439e-05i
0.0069382+0.0022085i,0.020407+0.01208i,0.044397+0.020515i,0.070997+0.013478i,0.076763+0.0010097i,0.055722+0.0057618i,0.035522+0.021639i,0.02742+0.025075i,0.01575+0.015839i,0.0012931+0.0087001i,-0.0058073+0.0044656i,-0.0085851+0.00072811i,-0.010354+0.00079235i,-0.0092904+0.0024731i,-0.0066016+0.0034314i,-0.0048839+0.0039064i,-0.0041366+0.0036247i,-0.0035647+0.0028809i,-0.0028451+0.0019494i,-0.0023582+0.0012589i,-0.0014683+0.00074081i,-0.00077169-0.00037289i,-0.00090922-0.0012601i
0.0036446+0.00088582i,0.011006-0.0085877i,0.020099-0.033156i,0.017652-0.065828i,0.00634-0.074447i,0.0070242-0.045377i,0.024064-0.014849i,0.033526-0.0071093i,0.024987-0.0063162i,0.016962-0.0020254i,0.016444-8.0567e-05i,0.013718-0.0025628i,0.0050525-0.0044943i,-0.0027116-0.0032708i,-0.0031138-0.0003265i,-0.001827+0.0015227i,-0.00236+0.002308i,-0.001481+0.003432i,-0.001604+0.0024706i,-0.0019868+0.00033482i,-0.0013613-0.00085379i,-0.0011513-0.001167i,-0.0016958-0.0011133i
-0.0021142-0.0089313i,-0.011333-0.025205i,-0.031885-0.046669i,-0.063094-0.050951i,-0.079513-0.03452i,-0.057405-0.018246i,-0.021286-0.016795i,-0.0036025-0.02175i,0.0028243-0.018331i,0.010381-0.010588i,0.016399-0.0057988i,0.017907-0.0049769i,0.013025-0.0067597i,0.0065242-0.0071473i,0.0045846-0.0049278i,0.0046266-0.0030626i,0.0035623-0.0020992i,0.0028782-0.0013754i,0.0017225-0.000468i,5.1895e-05-0.00025402i,-0.0008996-4.7338e-05i,-0.0010554+0.0006258i,-0.001054+0.00026527i
