-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
0.0023913-8.5457e-05i,0.0016336+0.00022052i,0.00020741-0.00024457i,5.1039e-05-0.00045529i,0.00031109+0.0001272i,-0.00036169-9.0067e-05i,-0.00072694+0.00036351i,-0.00037417+0.00063955i,-0.00018417-3.2697e-05i,-0.00045965-0.00046317i,-0.00057225-0.00016683i,-0.00027848-0.00051795i,0.00012683-0.0011696i,0.00047229-0.0010816i,0.00028974-0.00043236i,-0.00015755+2.7313e-05i,0.00017227-5.0254e-05i,0.00014318+0.00012824i,-1.9563e-05+0.00017232i,0.00031107-0.00021639i,0.00026122-0.0002368i,0.00015994-0.00023349i,0.00066998-0.00046609i
0.00016569+0.0039055i,0.0018147+0.0022223i,0.0019943+0.00041304i,0.0015164-0.00010241i,0.0013824+0.00039788i,0.00071734-0.00039246i,0.00020192-0.00084497i,-6.8408e-05-0.00067606i,0.00010315-0.00040733i,-4.9648e-05+0.00071434i,0.00021687+0.001163i,0.00034084+0.00068753i,-0.00035578+0.00027563i,-0.0010687-0.00051597i,-0.00092302-0.00098528i,0.00049462-0.00092748i,0.00073285-0.00027968i,-0.00059942-5.5442e-05i,-0.00087491-0.0004424i,-0.00073906-0.00010772i,-0.00011965-0.00013205i,0.00038047-0.00036537i,0.00014659-0.00011423i
-0.0014736-0.00043557i,-0.00057555-0.00052685i,-0.00080398-0.00049169i,-0.0011772-7.0788e-05i,-0.00026526+0.00033201i,0.00039136+0.00073893i,-0.00048431+0.00069164i,-0.0011401+0.00030863i,-0.00094896-0.00022198i,-0.00095621-0.00035121i,-0.0010563-0.00012698i,-0.0011367-0.00017991i,-0.0012242-0.0006064i,-0.00057106-7.5325e-05i,3.8604e-05+0.00063133i,0.00019728+0.00023101i,0.0002813-0.00019896i,-1.5587e-05-0.00046355i,0.00010695-0.00020046i,0.00045885+6.0058e-05i,-0.00042277-4.5237e-05i,-0.00042614-0.00012837i,0.00023725-0.00051762i
-0.0010037+0.00045443i,0.00024257+0.0005365i,0.00056156+0.00139i,6.7647e-06+0.00092439i,-0.00037259-0.00075004i,-0.00012064-0.00081225i,-0.0001749+2.2487e-05i,-0.0006378+0.0002633i,-0.000155+0.00016042i,0.00038817-2.214e-05i,0.00029615-0.00046806i,4.0345e-05-0.00053239i,9.31e-05+0.00026065i,0.0004794+0.00019168i,-7.9113e-05-0.00062993i,-0.0011115-0.00089224i,-0.00049697-9.4165e-05i,0.00036707+0.0003909i,0.00026674-0.00019911i,5.1082e-05-0.00068818i,-0.00070983-0.00063332i,-0.00080097-2.1938e-05i,0.00015615+0.00070663i
0.0010212-0.0018886i,3.0395e-05-0.0015238i,-0.0015731-0.00096256i,-0.0020841-0.0002925i,-0.00078954+0.00062168i,-0.0004373+0.00078476i,-0.0003332+0.00017078i,0.00036253+0.00017265i,0.00039095+0.00024249i,0.0004057+0.0001462i,0.00023221+0.00018345i,0.00041311+0.00066952i,0.00059706+0.00053847i,0.00043244+0.00065779i,0.00051943+0.00032872i,0.00061696-0.00018576i,0.00043192-0.00069054i,7.7459e-05-0.00079669i,-1.0657e-05-0.00040153i,0.00013358-0.00056803i,-0.00021515-0.00024595i,-0.00034631+0.00011444i,-0.00010464+0.00034416i
0.00019756+0.0011995i,-0.00066918+0.0017489i,-0.00050706+0.0017781i,0.00035765+0.0017406i,0.00044675+0.00048132i,-3.0943e-05-0.0012491i,-4.4805e-05-0.001165i,-0.00041851+0.00013962i,-0.0011018+0.0001218i,-0.00028543-0.00078077i,2.3876e-06-0.00055337i,6.6449e-05+3.5041e-05i,0.00052712+0.00028322i,0.0002227+2.6929e-05i,2.9139e-05-0.00078797i,0.00046618-0.0015637i,0.00055747-0.0014971i,-0.00032944-0.0011218i,-0.0012999-6.8985e-05i,-0.0013466+0.00065264i,-0.00080469+0.00070819i,-0.00052779+0.00057588i,-0.00058237+0.00038501i
-0.0016033+0.00195i,-0.00052211+0.0016228i,0.00019275+0.0014286i,2.7185e-06+0.0010591i,-0.00035652+0.00017882i,-0.00059863-0.00022714i,-0.00071963-5.8571e-05i,-0.00054698+0.00020772i,-0.00045718+6.489e-05i,-0.00012504-0.0010675i,0.0001429-0.001086i,0.00010185-0.0009102i,-0.00037776-0.0011829i,-0.00025982-0.00073407i,0.00020168-0.00017487i,0.00028058+0.00047061i,1.6479e-05+0.00095621i,0.00020643+0.00023455i,0.00075352-0.00066418i,0.00068582+0.00029529i,0.00045245+0.00040866i,0.00036697+8.4882e-05i,2.546e-05+0.00031574i
-0.0026971+0.00097864i,-0.00067923+0.0021173i,0.00010524+0.0023921i,-0.00034971+0.0017474i,0.00036624+0.0010404i,0.0012054+0.0006003i,0.00090842-6.9054e-05i,0.000238-0.00056459i,-0.00026189-5.6553e-05i,-0.00029298+0.0003797i,-0.00040035+0.00032435i,-0.00066894+0.00014763i,-0.000118-0.00010753i,7.3594e-05-0.0002368i,-0.00018667-0.00085421i,-0.00044925-0.0011419i,-0.0004795-0.0012449i,0.00057152-0.0011748i,0.0017097-0.001094i,0.00083343-7.3079e-05i,-0.00035382+0.0006259i,-0.00032877-0.00019335i,-0.00011505-0.00043253i
-0.0021958+0.0015101i,-0.0019026+0.0027531i,-0.0015712+0.0022599i,-0.00073191+0.00067063i,5.124e-05-0.0005535i,-0.00014821-0.000861i,-0.0005559-0.00043104i,-0.00024236-0.00035814i,0.0006004+2.1229e-05i,0.0010845-7.7581e-05i,0.00026908-0.00024135i,-0.00024102-0.00015078i,-2.6215e-05+0.00038511i,0.00034173+0.00032786i,0.00088824+0.00017161i,0.0003359+0.00026078i,0.00018485+0.00016332i,0.00047155-0.00018544i,3.4407e-05-0.00048058i,-0.00015438-0.00015381i,6.7286e-05-0.00015333i,-5.2015e-05-0.00053548i,0.00010602-0.00030339i
0.0027672+0.00093386i,0.0024328+0.0012873i,0.002026+0.000725i,0.0017541-3.7685e-06i,0.00044951-0.00088087i,-0.00056633-0.0010774i,-0.00050096-0.00027407i,0.00059498+0.00012152i,0.0014416+0.00027571i,0.00040511-0.00013062i,-0.00050244-0.00088475i,-4.3524e-05-0.00073625i,-0.00035653-0.00050352i,-0.00075654-8.2266e-05i,-0.00067666+0.00059988i,-0.00080755+0.00055232i,-0.00059877-0.00031234i,0.00041952-0.00031582i,0.0004993+0.00012082i,0.00025932+0.0004754i,0.00020713+0.00053693i,0.00082627+0.00052658i,0.00078424+0.00015794i
0.00032592+0.0018433i,0.0012149+0.0010749i,0.0019692+0.0013124i,0.0010947+0.00041706i,-0.00052737-0.00038411i,-0.00091215+0.00022614i,-0.00038012+0.001187i,-0.000632+0.00080459i,-0.00070977-0.0006938i,-0.00012852-0.00047009i,0.00030335+0.00054274i,1.8861e-05+0.00049896i,-0.00012736+0.00013771i,-0.00013713-0.00056686i,-4.619e-05-0.00014662i,-0.00037112+0.00051443i,-0.00027055+7.2929e-05i,0.00077321+0.00066988i,0.0005344+0.00092697i,-0.000141+0.00041513i,-0.0007905+0.00067411i,-0.00094475+0.00021713i,-0.00021097-0.00059733i
0.00015022-0.00064073i,-8.1836e-05-0.00022467i,-0.0010199-0.00051248i,-0.00082122-0.00061838i,-0.00037544+0.00029697i,-0.00026637+0.00063181i,0.00013788+9.778e-05i,0.0005105+0.0005604i,0.00076016+0.00072531i,0.00057844+0.00046256i,0.00043496+0.00036526i,0.0003999+0.00069014i,0.0004926+0.0012716i,3.733e-05+0.0015044i,-6.14e-05+0.0013709i,0.00025872+0.00074408i,-4.125e-06+1.5227e-05i,0.00028437-0.00019263i,7.6776e-05+0.00029408i,0.00019333-0.00035477i,0.00080269-0.001404i,0.00071925-0.0010072i,0.00028189-0.00010168i
0.00033481+0.00043493i,-0.0001166-0.00089558i,-0.00055868-0.00042453i,-0.00099741-0.00020304i,-0.00079682-0.0007933i,-0.00042787-7.2093e-05i,-0.00095388+0.0016506i,-0.00083874+0.0016358i,0.00012477+0.00014303i,-0.00018711-0.00061636i,-0.00076629-9.6819e-05i,-0.00057037+9.4143e-05i,-0.00061842-0.0002436i,-0.00051112+0.00031952i,0.00041647+0.00065819i,0.00091977+0.00052651i,0.00091678+0.00050799i,0.00046135+0.00027565i,0.00034947+0.00031388i,0.00037464-7.1172e-05i,0.00019789-0.00029212i,-0.00027663-0.00030677i,-0.00049286-0.00077943i
0.00032622-0.00099543i,6.9091e-05-0.00025853i,0.00035564-0.00016107i,0.00025516+0.00045288i,0.00039313+0.00017806i,0.00022323-0.00041188i,-0.00056033+0.00049496i,-0.00047398+0.001131i,3.7461e-05+0.00045298i,3.0154e-05+1.3912e-05i,0.00052486-0.00061172i,0.00087659-0.00084564i,0.00036608-0.00068124i,-0.0003151-0.00078888i,-3.1773e-05-0.00024682i,0.00092202-8.3315e-05i,0.00069903-0.00061585i,0.00037237+0.00047718i,0.00069728+0.00085673i,0.00030639+4.1921e-05i,-9.0051e-05+0.00015481i,-2.5084e-05+0.00049503i,0.0004631+0.00074509i
0.0014577+0.00037064i,0.0006709+0.00016968i,-0.00017908-0.00032981i,6.0834e-05+0.00069871i,0.00055744+0.00078195i,0.00083515-0.00028374i,0.0010837-0.00045852i,0.0017162+1.7659e-05i,0.001251+7.983e-05i,0.00012323+0.00016958i,-7.8439e-05+5.7791e-05i,-0.00046555+0.0001873i,0.00010718+0.00011513i,0.00048357-4.7356e-05i,-0.00033138+0.00035356i,-0.00039019+0.00037524i,-0.00010751+4.3351e-05i,0.00021646-0.0009376i,0.00028353-0.00093685i,0.00010295-0.0005055i,0.00024856-0.00048689i,9.9381e-05-0.00030751i,0.00026889-0.00045128i
-0.0019206+0.0017634i,-0.0012694+0.00062212i,0.00022807+0.00070934i,0.00097971+0.00052929i,0.00072698+3.7047e-05i,0.00034072-0.00033022i,-0.000118-0.00029468i,-0.00054568+0.0002331i,-0.000757-0.00020799i,3.5953e-05-0.00069894i,0.00035083-0.00012801i,-0.00033898+0.00014026i,-0.00039867+0.00062986i,4.646e-05+0.00066007i,0.00010436-0.0002092i,-0.00034952-0.00071706i,-0.00040966-0.00037783i,0.00061691+0.00064035i,0.00057317+0.00052968i,-0.0006824-0.00033718i,-0.00072505+4.1092e-05i,0.00019774+0.00013698i,0.00080793+0.00062363i
-0.0010675-0.0010817i,-0.0009103+0.00022679i,5.5989e-05+0.0011638i,0.00039804+0.00022382i,-0.00070497-0.00092767i,-0.0013761-0.001133i,-0.0010916-0.0005264i,-0.000179-3.2219e-05i,0.00048601+0.00014057i,-0.00024472+0.00077666i,-0.0010362+0.0006891i,-0.00035862-8.3535e-05i,0.00066244-0.00063047i,0.00076779-0.00087599i,0.00019565-0.00031574i,-0.00018678+0.00015922i,0.00022403+0.00017017i,0.00030601-0.00028798i,-0.00057709-0.00060771i,-0.001059-0.00023519i,-0.00088144-0.00014199i,8.5771e-05-0.00023573i,0.00077858-1.5149e-05i
-0.0016134+0.00078899i,-0.00069287+0.0011348i,-0.00023941+0.0013558i,0.00043569+0.0012623i,0.00085901+0.00026218i,0.00061412-0.00070027i,-0.00044244-0.00043805i,-0.0015193-0.00036505i,-0.0017155-0.0001148i,-0.00081529-0.00011249i,-0.0003196-0.00052724i,-0.00032183-0.00076721i,0.0010327-0.00024073i,0.0011584+0.000131i,-0.00016371-0.00098932i,-0.00046568-0.0017133i,1.6017e-05-0.0011617i,0.00073966-0.0004865i,0.00070575-0.00019366i,7.2867e-05+0.00058038i,-0.00034971+0.00055875i,-0.00028949-0.00037072i,-0.00028955-0.0013227i
0.00029798-0.0007098i,-0.00098906+0.00020341i,-0.0013025+0.0022249i,-0.0008331+0.0018943i,0.00010405+0.00019968i,-0.00013232-0.00054064i,-0.0017121-0.00038419i,-0.0010242-0.00029176i,0.00040672-0.00021976i,0.00040397+0.00048973i,-9.4648e-05+0.00048079i,0.00042097-1.2328e-05i,0.001285+0.00042737i,0.00080332+0.001276i,-1.5235e-05+0.0018068i,-0.00045842+0.001225i,-0.00087407+0.00020722i,0.00054704-0.00047753i,0.00087354-0.00066433i,-0.0002488-0.00068231i,-0.00037105-0.00067344i,-0.00057161-0.0005961i,-0.00024646+0.00016557i
0.0014245-0.0014067i,-0.00064333-0.0016193i,-0.0013405-0.0015734i,-0.0012776-0.00093734i,-0.0007713+0.00019525i,-0.00024964+0.00083046i,-3.0109e-06+0.00024166i,0.00019825+5.385e-05i,3.5297e-05+5.7507e-05i,-4.9322e-05-2.1499e-05i,0.00011027+0.00049583i,0.00049466+0.0011652i,0.00049983+0.00083413i,-0.00023572+0.00038334i,-0.00037275-6.6947e-05i,0.00049915-0.00055889i,0.0010781-0.00074418i,0.00020789-0.00028104i,-0.00045828-0.00018482i,-0.00020782-0.00065104i,-0.00040745-0.0007i,-0.00032987-0.00038932i,-0.00080646+7.465e-05i
-0.00055807+0.0012977i,-0.00064949+0.00054231i,-0.00023672-0.00029552i,-0.00054866-0.0014413i,-0.00055462-0.0018868i,-0.0010982-0.00097648i,-0.0013819+0.00023865i,-0.00043762+0.00016899i,0.00047411+3.9121e-05i,0.00052666+0.00011042i,0.00059169-0.00049924i,0.00017437+0.00010582i,-0.00020703+0.00083425i,-0.00059076+0.00080243i,-0.0010125+0.0005489i,-0.00052233+0.00075176i,-0.00016554+0.00068212i,0.00014774+3.6232e-05i,0.00052459-0.00015004i,0.00016445-6.7158e-05i,0.00018942+8.4247e-05i,0.00097127+6.2424e-05i,0.00073842+8.4805e-05i
0.000999+0.00029551i,-0.0005453+0.00056156i,-0.001421+0.00018268i,-0.00083819-0.00024646i,-0.00027386+6.033e-05i,-0.00065472+0.00059012i,-0.0008575+0.00064092i,-0.00017957+0.00070445i,0.00082791+0.00082049i,0.00086055+0.00076082i,0.00038442+0.00075035i,-0.00010574+0.00081556i,-0.00057585+0.00015028i,-0.0005778+0.00029796i,-0.00010428+0.0010774i,0.00039361+0.0012238i,0.00058752+0.00023134i,0.00054892-0.0007529i,0.0005166-0.00097134i,0.00041058-0.00042167i,-0.00035644-0.00010295i,-0.00075491+3.4293e-05i,-0.0004083+0.0004098i
0.0017407-0.0037127i,0.00050735-0.0034875i,-0.0007819-0.0030424i,-0.00083567-0.001345i,-0.00030529+0.00061661i,-0.00025751+0.0019568i,-0.00014306+0.0014028i,0.00049712-2.0256e-05i,-0.00021715-0.00077475i,-0.00095733+3.0914e-05i,-0.00092849+0.0012622i,-5.8854e-05+0.0011888i,0.00080648+0.0009563i,0.00038272+0.0010872i,0.00070347+0.0014499i,0.00039793+0.0012625i,-0.00073022+0.00047284i,3.9802e-05-0.0001772i,0.00068801-0.00082135i,0.00020519-0.0015471i,-0.00045388-0.0017631i,-0.00015465-0.0014902i,0.00042522-0.0011112i
0.00050978-7.1364e-05i,-0.0002539+0.00047609i,-0.00017748+0.00055694i,-7.5683e-05-6.739e-05i,0.0010272-0.00018312i,0.0011871+0.00092343i,-0.00028947+0.00079719i,-0.00069682+0.00099467i,-0.00032035+0.00069627i,0.00060366-0.0002992i,0.00073304-0.00064887i,1.676e-05-0.00065498i,0.00045869+0.00032581i,7.6379e-06+0.00050534i,-0.00085107-9.0252e-05i,-0.0001435-0.00011231i,0.0004268+6.0031e-05i,0.00037572+0.00045415i,-0.00032692+0.00030703i,-0.00034106+3.1481e-05i,0.00044273-0.00029269i,0.00027847-0.00014294i,0.00010249+0.0003251i
-0.0015472+0.00079711i,-0.001207+0.0018742i,-0.00032773+0.0015913i,0.00031731+0.0011529i,0.00019799+6.2053e-05i,0.00047326-0.0010304i,0.00045016-0.00087365i,-6.8982e-05-2.4667e-05i,1.6135e-05+0.00060941i,0.0009211-0.00014804i,0.0011968-0.001033i,0.00052719-0.00053555i,-0.00066356-0.00010695i,-0.00074353-0.00022427i,-0.00017167-0.00062308i,0.00025806-0.0013619i,0.00036847-0.0017291i,-0.00013255-0.00099448i,-0.0011858-0.00021015i,-0.0014706-0.00027567i,-0.0013505-0.00012214i,-0.001088+0.0001488i,-0.00071962-0.00028017i
0.00049445+0.0015824i,0.0007635+0.0017087i,0.0014012+0.0016093i,0.0014742+0.00039995i,0.0011058-0.001159i,0.00028212-0.0019565i,-0.00077079-0.0013909i,-0.001049-0.00094742i,-0.00051954-0.0011686i,0.00020756-0.00064575i,0.00072912+0.00010879i,0.0002183+0.00057835i,-0.00048394+2.6518e-05i,-9.867e-05-0.00061061i,0.00014128-0.00036059i,0.00031131-0.00017882i,0.00074447+0.00061082i,-0.00011764+0.0005815i,-0.0005389-0.00041665i,-0.00029241-0.00044128i,0.00010386+1.4788e-05i,0.00019568-0.00037291i,-0.00036055-0.00042074i
-0.00072358+0.0011215i,-0.0003382+0.0018833i,0.0012043+0.0013672i,0.0017588-0.00022852i,0.002146-0.00040354i,0.0016796-0.00052137i,0.00031552-0.0010831i,-0.00026927-0.00038922i,-0.00036958+0.00082338i,-0.00055832+0.00072111i,-0.00022831+0.00081864i,0.0003278+0.00091855i,0.00016474-0.0001518i,-0.00021468-0.0010806i,0.00063857-0.00045531i,0.00088949+0.00028068i,7.3784e-08+0.00058452i,2.3709e-05+0.00084015i,0.00025615+0.00049387i,-0.00015539+0.00015096i,-0.00059424-0.00015233i,-0.00051655-8.4342e-05i,-0.00022803-0.00016424i
-0.0014451+0.00061723i,-0.00085731+0.00087414i,-0.00062275+0.0015527i,-0.00028469+0.0020766i,0.00073908+0.0013209i,0.00051697+0.00055187i,-0.00078844+5.959e-05i,-0.0011902+2.8971e-05i,-0.00078465-2.2836e-05i,-4.9544e-05+0.00014324i,5.3315e-05+0.0001101i,0.00051489+7.3721e-05i,0.0013058-6.7794e-05i,0.00096954-0.00016319i,5.2958e-05-0.00038349i,-9.5736e-05-0.00095907i,-0.0004263-0.00025846i,-0.00081005+0.00018439i,-0.00067314+0.00035804i,-0.00067058+0.00038794i,-0.0011315+0.00079369i,-0.0014163+0.00057873i,-0.00059079-0.00022445i
0.00019814+0.0017395i,-0.00061864+0.0013013i,-0.00096906+0.00034738i,-0.0011734-0.00081406i,-0.0012326-0.00066037i,-0.00075219+0.00037708i,5.056e-05+0.0012096i,-0.00028946+0.0013778i,-0.00054635+0.00063818i,-0.00041204+0.00057892i,-0.00020147+0.00063596i,0.00043754+0.00087656i,0.00037548+0.0013472i,-7.993e-05+0.0015361i,-0.00025313+0.0015689i,3.2221e-05+0.00059709i,0.0004824-3.9427e-05i,0.0006042+0.00017388i,9.9177e-05+7.3778e-05i,6.3497e-06-0.00072947i,0.00019599-0.00072791i,0.00035358-0.00076923i,-0.00011003-0.00037288i
-0.0017639+0.00023747i,-0.0021022+0.00029978i,-0.0014908+0.00059469i,-0.0006503+0.00039058i,-0.00021085+0.00011852i,-1.2149e-05+4.1986e-05i,-0.00090342+0.00014368i,-0.00082909+0.00029359i,0.00010812+0.00044372i,0.00023688+0.00022651i,0.00031707+0.00026119i,-0.00031693-0.00015146i,-0.00036471-0.001693i,-0.00023554-0.001765i,0.00020668-0.00038861i,0.00062682+0.00016723i,0.00036355-0.00016686i,0.00027173-0.0001443i,-3.7949e-05+1.9052e-05i,-0.00031858-3.5799e-05i,0.00014744-0.00021058i,0.00062162-0.00038402i,0.00093681-0.00064642i
0.00074218-0.001178i,0.0011977-0.00077199i,0.0012292-0.00060608i,0.0013961-5.2894e-06i,0.0016488+0.00059451i,0.00070194+0.00018076i,-0.00042698-0.0001592i,-0.0010877-0.00041993i,-0.0010295-0.0006485i,9.8433e-05-0.00082537i,0.00086025-0.00065783i,0.00047969-0.00019936i,0.00024316-0.00049995i,0.00064168-0.0003981i,-1.659e-05-0.00021009i,-0.00060434-0.0008696i,-0.00041813-0.0008995i,0.00040262-0.0001035i,0.0011623+0.00080373i,0.00077406+0.0013024i,-0.00011106+0.00074053i,6.8532e-05-0.0006708i,-0.00024523-0.0010756i
-0.00067054-0.001617i,0.00041547-0.0008517i,0.00025394+0.0005756i,0.00023273+0.0015337i,0.00020832+0.00086269i,0.00025976-0.00037488i,4.8918e-05-0.0014405i,-0.0001825-0.00088953i,-2.4664e-05-0.00035208i,0.00053016+0.00028104i,0.0007034+0.00049473i,-0.00011229+0.00013102i,-0.00027005-4.4703e-05i,7.0024e-05+0.0002148i,-0.00020971-0.00039375i,-0.0004686-0.00038698i,-0.00012202+0.00053139i,0.00036829+0.00082417i,0.00055049+0.00036124i,0.00092435-0.00017224i,0.00018677+0.00012902i,-0.00044578+5.1543e-05i,0.00086144+0.00023803i
-0.001282+0.00021593i,-0.0013079+0.0011649i,-0.0005383+0.0013086i,-0.00048174+0.0009779i,0.00050484+0.0007019i,0.00088277+0.00021393i,-0.00014652+0.00019533i,-0.00095306+4.7182e-05i,-0.00087561-0.00044529i,-8.7459e-05-0.00057374i,-7.4262e-05-5.009e-05i,-0.00070243+0.00065196i,-0.00050562+0.00083229i,7.8413e-05+0.00074383i,0.00043305+0.00073873i,0.00013784+0.00066771i,-0.00068522+0.00040299i,-0.00049474+0.00032636i,0.00050485+6.8475e-05i,0.00063991+0.00012817i,-3.2491e-05+0.00051679i,-0.00023461+0.00063266i,-0.00057504-0.00023356i
-0.00092333-0.0006423i,-0.00061819-0.0004457i,-0.00032742-0.00017152i,-0.000553+0.0004968i,8.4205e-05+0.0014285i,0.00043657+0.0016509i,0.00051205+0.00013146i,0.0006094-0.0010371i,0.00099363-0.001053i,0.00084154-0.00023331i,0.00022917+0.00080268i,0.00045902+0.0010625i,9.1749e-05+0.00040017i,-0.00035493+4.0076e-05i,-0.00014405+0.00053754i,0.00025712+0.00076362i,0.00030091+0.00022039i,0.00064308-8.6735e-06i,0.0008968-0.00035705i,-0.00027056-0.00070597i,-0.00058347-0.00087376i,-0.00049631-0.0010506i,-0.00065222-0.00065627i
4.021e-05+0.00097809i,-0.0013477+0.00090704i,-0.0011465-0.00041347i,-0.00092837-0.00096362i,-0.0010945-0.00014276i,-0.00068131-0.00012435i,-0.00031068-0.00048511i,0.00021233-0.0001688i,0.0011826+0.00028985i,0.0013267-0.0001688i,0.0012537-0.0012107i,0.00045177-0.0012089i,-0.00033544-0.00059956i,-0.00024681-0.00018696i,-0.00040761+0.00029767i,-0.0005077+0.0001909i,0.00012464-0.00036114i,0.00031103+0.00028221i,0.0004441+4.3614e-05i,0.00047616-0.00020179i,0.00015351+0.00052921i,-0.00040025+0.00049325i,-7.5773e-05+0.00013862i
0.00032223+0.0010054i,0.00090167-0.00013724i,0.00081569+0.00059161i,0.00023112+0.0016766i,-0.00033939+0.0010586i,-0.00048608+0.0002636i,-0.00068356+0.0004088i,-0.00030062+0.00014433i,0.00015832+6.474e-05i,9.3147e-05+0.00044498i,2.8306e-05+0.0005249i,-0.00047474+3.857e-05i,-0.0012769-0.00051425i,-0.00083429-0.0013593i,0.00030612-0.00082257i,0.00029517+0.00099895i,6.1199e-05+0.0010546i,0.00017883+0.00048679i,0.00042326-0.000284i,-0.00012404-0.0010091i,-0.0001317-0.00069762i,-0.0003522+0.00025549i,-0.00069478+0.0004665i
0.00011553-0.001289i,0.00013823-0.00087792i,-0.0014744-0.00069084i,-0.002109-0.00048427i,-0.0015828-0.00033517i,-0.00084409+0.00038397i,-0.0001514+0.00097976i,0.00041002+0.0010416i,0.0008004+0.00069155i,0.00039295+8.522e-05i,-0.00055101-2.3222e-05i,-0.00043185+0.00027177i,0.00010353+0.00037867i,0.00014263+0.00047553i,0.00022475+0.00065771i,-0.00027009+0.00073918i,-0.00036548+0.00037993i,-4.0363e-05+0.00024008i,0.00071267+0.00038339i,0.00076687+0.00037464i,0.00012549+0.00014565i,-0.00048454-0.00044802i,-0.00022614-5.074e-05i
0.00049084-0.0011473i,7.9777e-05-0.00084828i,-9.7469e-05-0.00026546i,0.00052883-4.1842e-05i,0.0010598-0.00036522i,4.8951e-05-0.00055624i,-0.0012057-0.00054062i,-0.0011418-0.00046136i,-0.00077136-0.00041742i,-0.00062684+0.00022966i,-0.00022401+3.099e-05i,-0.00018059+0.00039058i,-0.00075646+0.0011112i,-0.00068552+0.00031323i,-0.00032155-0.00076176i,4.0383e-05-0.00010239i,-0.00010817+0.0005922i,-0.00039374+0.0003778i,0.0002241+0.00016465i,0.00092205+0.00050158i,0.00023281+0.00064731i,-9.9257e-05-0.00018453i,0.0010809-0.00062145i
0.00018195+0.0016295i,-0.00017274+0.0011923i,0.00083105+0.00093527i,0.0013182+1.8698e-05i,0.00067008-0.00044938i,-0.00040662-0.0005497i,-0.0012365-0.00022615i,-0.0016467+0.00069607i,-0.0012322+0.00048421i,-0.00020184-9.7404e-05i,9.7733e-05+0.00037216i,-0.00056053+0.0005007i,-0.0013846+0.00011035i,-0.0014985+0.00020636i,-0.00099575-0.00015098i,-0.0004659-0.00059743i,-0.00020072-0.00027259i,-0.00017537+0.00039888i,-4.0993e-05+0.0005832i,-1.8918e-05+0.0009276i,0.00033551+0.00095688i,0.00089803+0.00018827i,0.00047683-0.000188i
-0.0011271-0.00078097i,-0.00055018-0.00038573i,-0.00020756+0.00075136i,-0.00031405+0.00054772i,0.00083755-1.8359e-05i,0.0013389-0.00027309i,5.956e-05-0.00055738i,-0.00032-0.00052688i,0.00025635+0.00012674i,1.3117e-05+0.00063514i,3.1595e-05+0.00035919i,0.0002203-0.0002315i,-5.9984e-05-0.00051597i,-0.00024985+0.00021726i,-0.00033347-0.00049315i,-0.00043782-0.0016657i,-0.00049153-0.00062761i,-0.00035377-0.00045764i,5.5228e-05-0.00054583i,0.00010326+7.7746e-05i,0.00048854-0.00019762i,0.00032888-0.00044914i,0.00010824-0.00011478i
-0.0020794+7.4205e-05i,-0.0012844+0.00057613i,-0.0012127+0.00092524i,-0.00021561+0.00097214i,0.00054242+0.00040474i,-0.00029098-0.00051288i,-0.00087116-0.00074892i,-0.00091239-0.00018857i,-8.9381e-05+0.00012509i,0.0009292-9.8788e-06i,0.00076992+0.00016337i,9.2206e-05+0.00025484i,0.00022623-0.00037967i,0.00064184-0.0013275i,0.00052645-0.00151i,0.00050815-0.00066754i,0.00048627-0.00017192i,-9.7704e-05-8.1652e-05i,-0.00059926+7.6372e-05i,-4.6466e-05+0.00026252i,0.00020345+0.00019517i,-0.0002787+0.00052137i,-0.00013696+0.00093038i
0.0026763-0.0015114i,0.0011601-0.002754i,0.0002098-0.0023874i,0.00024793-0.0012094i,5.3991e-05-0.00053567i,-0.00076661-0.00017804i,-0.00074114-4.3767e-05i,0.00011819+0.00047067i,0.00050641-9.4113e-05i,0.00017019-0.0004003i,-0.00023409+0.00022551i,-0.00033433+0.00051789i,-0.00027457+0.00079017i,0.00046798+0.0014949i,0.00011617+0.0010666i,-0.00042418+0.00072247i,-0.00044589+0.00019323i,-3.046e-05-0.00044336i,0.00067233-2.5952e-05i,0.00074137+0.0012259i,-0.00027745+0.0013169i,-0.0010375+0.00011615i,-0.00088659-0.00024639i
