0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
-0.0013612+0.00058223i,-2.7364e-05+0.00066661i,0.00073389+0.00048561i,0.0013659-9.0323e-05i,0.0025616-0.0003764i,0.003592-0.00034481i,0.0036494-0.00082779i,0.0029737-0.00043025i,0.0015904+0.00078292i,0.00071867+0.0022011i,0.00090307+0.0017774i,0.0012163-0.0003709i,0.0012321-0.001814i,0.001186-0.0014827i,0.00044125-0.0006728i,-0.00028061-0.00035797i,-0.00021486-0.00020417i,-0.00081656-1.0143e-05i,-0.0014825+0.00013361i,-0.0014185-4.0146e-05i,-0.00067352+0.00053238i,-0.00041976+0.00080699i,-0.00069648-0.0002739i
-0.0031914-0.0013029i,-0.0040187-0.00063945i,-0.0019545+0.0004343i,0.00051033+5.5161e-05i,0.0018038-0.0010553i,0.0020347-0.0010615i,0.0023369-0.00091928i,0.0026943-0.0015878i,0.0022409-0.0012385i,0.0020258-0.00056586i,0.0014573-3.9881e-05i,0.00057455+0.00097128i,0.00019184+0.00073839i,0.00019193-0.00027283i,-0.00035304-0.00032911i,-0.00016317-0.0003618i,0.00014172-0.00052998i,-0.00059453-0.00070797i,-0.0014882-0.00044911i,-0.0014079-0.0010268i,-0.00091603-0.0013646i,-0.0006655-0.00027i,1.1698e-05+0.00039747i
-0.0004749-0.0011246i,-0.000581-0.0001266i,-0.0012537+0.00070454i,-0.00014127+0.0016361i,0.00085455+0.0017638i,0.0013563+0.00044845i,0.0014116-0.0014972i,0.00031886-0.0026301i,-0.00073217-0.0029172i,-0.0012012-0.0025558i,-0.0017699-0.0012146i,-0.0022112+0.00117i,-0.0013824+0.0021863i,4.184e-06+0.00066859i,0.00090908-0.00018482i,0.00090177-0.00025294i,-9.6433e-05-0.00040615i,-0.00011944-0.000374i,0.00026966-0.00091606i,0.00014425-0.0010763i,0.00028008-0.00045151i,0.00054442+0.00029367i,0.0013094+0.00057619i
0.0041205+0.00087331i,0.0032413+0.00041638i,0.0014828-0.0017843i,0.0001994-0.00093588i,-0.00011955+0.0015087i,0.0013077+0.0020898i,0.0023562+0.0012152i,0.0016292-0.00017518i,-0.00017897-0.00056203i,-0.0018437-0.00048406i,-0.0024979-0.0002387i,-0.0028074+0.0007906i,-0.0021537+0.0022595i,-0.0014551+0.0019474i,-0.00032954+0.0001489i,0.0012356+0.00023332i,0.0012524+0.00042741i,0.00096709-0.00023372i,0.0010011-0.00059321i,0.00081181-0.00064496i,0.00056966-0.00090101i,0.00036126-0.0009796i,-3.5269e-05+0.00010624i
0.0027969+0.0021286i,0.0028169+0.00064906i,0.0020338-0.0014686i,2.6656e-05-0.0032899i,-0.00080293-0.0033472i,-0.00045285-0.0023354i,0.00071507-0.0011371i,0.0014465+0.00067816i,0.00025456+0.0016861i,-0.0015874+0.0019529i,-0.0024473+0.001462i,-0.0030966-0.00011583i,-0.0034442-0.00046903i,-0.0027531+0.00012625i,-0.0015134-0.00068166i,-0.00016589-0.00093548i,0.001031-0.00025203i,0.0019534+0.00082323i,0.0017504+0.0014195i,0.0008367+0.0003662i,0.00053131-0.00011449i,0.00076133+0.00029708i,0.00021733+0.00034806i
-0.0030621+0.0012192i,-0.0031949+0.0029732i,-0.0019408+0.0034156i,-0.00056549+0.0019328i,-0.00010812+0.00072535i,0.0010764+0.00018717i,0.002751-7.2711e-05i,0.0026248-0.00057854i,0.0013152+0.00018792i,0.00051445+0.0011852i,-2.865e-05-0.00021162i,-0.00068424-0.0018374i,-0.0015503-0.0016345i,-0.00174-0.00062624i,-0.0017973+0.00067073i,-0.0016972+0.0012179i,-0.0012553+0.0013162i,-0.00090544+0.0014477i,-0.00018636+0.00093318i,0.00058954+0.00059792i,0.00071703+0.00081517i,0.00018481+0.00091166i,-0.0003913+0.00036543i
-0.0030097-0.002247i,-0.0034898-0.00062197i,-0.0016144+0.00051117i,-2.9053e-06+0.00059876i,0.00064963+0.00061724i,0.0010959+0.0010336i,0.0018451+0.00069576i,0.002748-7.5853e-05i,0.0022482-0.00064989i,0.00064363-0.0013592i,-7.0463e-05-0.0019245i,0.0007023-0.0015439i,0.00075282-0.00068362i,-0.00073553-0.00072052i,-0.002003-0.001714i,-0.0018013-0.0011356i,-0.00088639-0.00015764i,-0.00043675+0.0007542i,-0.00095174+0.0012285i,-0.0011478+0.0010465i,-0.00022689+0.00062762i,0.0006105+0.00011451i,0.00089562+0.00056143i
0.0038313-0.0025327i,0.0027927-0.0035906i,0.0023667-0.0027893i,0.0016362-0.0023705i,0.00057657-0.0028071i,0.0005511-0.002306i,0.0015773-0.00082898i,0.0011827-0.00066624i,0.00070487-0.0016117i,0.00038259-0.0021046i,-0.00080547-0.001729i,-0.00034497-0.00074007i,0.00085144-0.00043338i,0.00099796-0.00088873i,0.00047451-0.00079852i,-0.00045158-0.00032178i,-0.001416-0.00076279i,-0.001784-0.00092007i,-0.0018434-0.00016893i,-0.0018917+0.00022806i,-0.001361-0.00010322i,-0.00071819-0.0001295i,-3.5385e-05+0.00048859i
0.0038526+0.0010878i,0.0033331-0.00034324i,0.001371-0.0011418i,-0.00099769-0.0016984i,-0.0025838-0.00096162i,-0.0020429+0.00039956i,-0.00034192-0.00016337i,-3.491e-05-0.0010321i,-0.0010617-0.00010307i,-0.0015422+0.00083546i,-0.0014522+0.001323i,-0.001378+0.0019815i,-0.00067452+0.0017131i,0.00044174+0.00038094i,0.00075714-0.00051439i,0.00049165-0.00068268i,-1.1852e-06-0.00074834i,-0.00064603-0.00099602i,-0.0013547-0.00062058i,-0.0012642-1.2705e-05i,-0.00059935-1.2392e-05i,-0.00048009-0.00075383i,-0.00022375-0.0010877i
-1.4898e-05+0.0045188i,0.001287+0.0044491i,0.0015813+0.0027639i,0.0010326+0.0010899i,0.0018037+0.00096882i,0.0014509-1.8458e-05i,0.00024002-0.00033259i,0.00019842+0.00071096i,-4.4271e-05+0.0012062i,6.5262e-05+0.0016889i,0.0003033+0.0023371i,-0.00087112+0.0020141i,-0.0017014+0.0016566i,-0.00099263+0.0012226i,0.00052898-7.9562e-05i,0.0013733-0.00041778i,0.0011812-0.0003593i,0.0008246-0.00075939i,0.00038038-0.0007277i,-0.00052567-0.00016407i,-0.00071611+0.00070782i,0.00043987+0.00076034i,0.00074949-0.00023769i
-0.0023183+0.0021125i,-0.0023992+0.0016539i,-0.00073214+0.0011199i,-0.00015179-9.7742e-05i,4.4465e-05-0.0012986i,0.0014933-0.0001333i,0.0032627+0.0014277i,0.0040745+0.00051227i,0.0037934-0.00022746i,0.0020412-0.00081136i,-0.00029595-0.0016413i,-0.0023174-0.0010912i,-0.0029501-0.00024093i,-0.0014304+0.0010751i,0.00012039+0.0016087i,0.00052339+0.0010228i,-0.00032864+0.00051958i,0.00063014-0.0008844i,0.0022598-0.0013993i,0.0021665-0.0011426i,0.0017959-0.0014462i,0.0012164-0.0021429i,0.00065772-0.0016578i
-0.00661-0.0019461i,-0.0067232-0.00093633i,-0.0049835+0.00072237i,-0.0024026+0.0017465i,0.0004799+0.001234i,0.0026307-0.00051623i,0.0037052-0.0018562i,0.0029282-0.0021753i,0.0018071-0.0018187i,-5.9372e-05-0.0016047i,-0.0022806-0.0017688i,-0.0031522-0.001722i,-0.0018532-0.001101i,-0.0011207-0.00029497i,-0.0017273+0.00013477i,-0.0021437+0.00062983i,-0.0010564+0.0015813i,0.00084972+0.0018958i,0.00075276+0.0013654i,0.00017717+0.0010091i,0.00034517+0.0012177i,0.00037855+0.0010327i,7.6897e-05+0.00057761i
-0.00059604-0.0024342i,-0.0010578-0.0016951i,-0.0013603+9.8701e-05i,-0.00075816-0.0002105i,-1.2138e-05-0.0013823i,0.00089092-0.0013862i,0.00095187-0.001492i,-1.9117e-05-0.0017912i,-0.0012021-0.0016402i,-0.0019213-0.0012643i,-0.0020868-0.0016616i,-0.0013353-0.0033475i,-0.00057638-0.00399i,-0.00031528-0.0029168i,-0.00018006-0.0014664i,-0.0003646-0.00070935i,-2.9532e-05+0.00053069i,-0.000234+0.0019043i,-0.00023192+0.0019718i,0.00015333+0.0010038i,0.00026603+0.00054346i,0.00041975+0.0012819i,0.00031829+0.0016507i
0.0031638-0.0028236i,0.0026678-0.0023999i,0.0014153-0.0024834i,-0.00054615-0.0018978i,9.8525e-05-0.00046041i,0.0014393+0.00082023i,0.0013588+0.0011166i,0.00024541+0.00048025i,-0.0016751+1.0668e-05i,-0.0022217-1.2351e-05i,-0.00010834-0.00017909i,0.0017075-0.00073117i,0.0013556-0.0017771i,0.00080426-0.002341i,0.00028383-0.0021744i,-0.00013858-0.0016448i,-0.00072152-0.00056722i,-0.0011657+0.0011754i,-0.00030749+0.0017978i,-0.00011555+0.00077668i,0.0002278+0.00056981i,0.00069703+0.00088914i,0.00048667+0.0011927i
-0.00068178+0.00045336i,-0.0020661+0.00041879i,-0.0021967+0.0014263i,-0.002261+0.0018089i,-0.0017932+0.0012139i,0.00025657+0.00090153i,0.0030417+0.0011462i,0.0032876+0.000948i,0.001291+0.00097239i,0.0014403+0.00037148i,0.0021559+0.00052668i,0.0018785+0.0022793i,0.0024136+0.0018191i,0.0028607-0.0003398i,0.0024614-0.0015259i,0.0018085-0.0011458i,0.00035019-0.0010603i,-0.0012433-0.00066432i,-0.0013814-0.00042881i,-0.00087814-0.00062849i,-0.00074313-0.00139i,-0.0013418-0.0011979i,-0.0010567+6.7777e-05i
-0.0011344-0.0016314i,-0.0043298-0.002375i,-0.0044671-0.0021113i,-0.0030797-0.00075972i,-0.0014157-8.563e-05i,0.0006801-0.0003297i,0.0024827-0.0011113i,0.0033939-0.0019985i,0.0031286-0.0018247i,0.001605-0.0013482i,-8.751e-05+9.8684e-05i,-0.00099248+0.0013629i,-5.7508e-05+0.0020204i,0.0015797+0.0024011i,0.0016219+0.0010203i,0.0015247+7.0436e-06i,0.00061204+0.00020425i,-0.00062492-0.00041342i,-0.00067939-0.00099782i,-0.00019752-0.00016049i,-0.00031903+0.00021393i,-0.00074403+0.00020199i,-0.00092515+0.00049885i
0.0014519+0.0010379i,0.0022367-0.00034693i,0.0029318-0.00080986i,0.0024061-0.00030695i,0.00071611+0.00090339i,0.00025985+0.0015731i,0.00080694+0.00093123i,0.00036032-0.00089518i,-0.00045248-0.0019614i,-0.0012673-0.0012314i,-0.0027208-0.0005868i,-0.0045812+0.00069637i,-0.0040055+0.0024981i,-0.0011493+0.0024786i,-0.00036195+0.0015483i,-0.00082054+0.001313i,-0.00032788-8.0841e-05i,0.00046659-0.0019734i,0.00025553-0.0019565i,-1.0276e-05-0.0011295i,0.00023534-0.00027571i,0.0005929+3.0243e-05i,0.00047209+0.00038389i
-0.0024114-0.0024409i,-0.0028095-0.0021831i,-0.0027006-0.0011395i,-0.001389-0.0014151i,0.00026581-0.0015939i,0.0015607-0.00037301i,0.0023811-5.8487e-06i,0.0015026-0.00053655i,-0.001019-0.00078085i,-0.003151-0.00073489i,-0.0040469-0.001039i,-0.0039102-0.0014118i,-0.0033091-0.0010314i,-0.0018814+0.00018706i,-0.0010511+0.00065061i,-0.0007638-0.00013807i,-6.3741e-05-0.00084298i,0.00089507-0.00057802i,0.0011931-0.00042119i,0.00018133-0.0003442i,0.00020291-8.6271e-05i,0.001045-0.00018308i,0.00097535-0.00032516i
0.00023503-0.00020152i,-8.4282e-05+0.00087462i,0.00041703+0.0007954i,0.0013759+0.00038432i,0.0010615-0.00048444i,0.0009522-0.00086136i,0.0015753-0.00061071i,0.0016031-0.00016716i,0.00080005+0.00077388i,-0.00043486+0.00020592i,-0.000656-0.0014633i,5.1707e-05-0.002638i,-0.00011471-0.0027258i,-0.0010709-0.0017976i,-0.0018421-0.00074506i,-0.0013798-0.00067075i,-0.00040728-0.00034585i,0.00045408+0.0010839i,0.00075174+0.001202i,0.00040254+0.00040785i,-0.00026667+0.00088487i,-3.7391e-05+0.00049824i,0.0010128+0.00011363i
-0.0019804+0.0020014i,-0.0018064+0.0033136i,-0.00042106+0.0036349i,0.00067218+0.0019572i,0.00104+0.0012668i,0.00086921+0.0014579i,0.0014045+0.00084867i,0.0019732+0.00098939i,0.0023026+0.0016227i,0.0026009+0.00044245i,0.0030892-0.0011753i,0.0033127-0.00141i,0.0022331-0.0017285i,0.00046754-0.0029288i,0.00020069-0.0038509i,0.00068434-0.0025737i,0.00036282-0.00050436i,0.00040422+0.0018823i,0.00048554+0.0025924i,0.00021738+0.00099056i,-0.00011655-0.00012289i,-0.00043738-0.0002062i,-0.00050031+0.00054421i
-0.0016561-0.0013727i,-0.0027228-0.0025534i,-0.0021443-0.0022713i,-0.00039316-0.00058538i,0.00083696+0.00048525i,0.0023809+6.5205e-05i,0.0038548-0.00048911i,0.0042247-0.0011154i,0.0039127-0.0025986i,0.0028927-0.0028157i,0.0018697-0.00052804i,0.0022364+0.0012334i,0.0034933+0.00059173i,0.003885-0.00060103i,0.0026002-0.00095751i,0.0012439-0.00036035i,0.00056252+0.0014354i,-0.0006516+0.002936i,-0.00099638+0.0022766i,-0.00060192+0.00068101i,-0.00030508+0.00039745i,-0.00027712+0.0015496i,9.6424e-05+0.0017581i
0.00078467-0.0007398i,-0.0018842+0.00016223i,-0.0017352+0.00098679i,-0.0003763-9.931e-05i,-0.00063606-0.0010703i,0.00018548-0.00066872i,0.002169-0.00061698i,0.001136-0.0023999i,-0.0017921-0.0034018i,-0.0030362-0.0015519i,-0.0024043+0.0019542i,-0.0021752+0.0043297i,-0.0008938+0.0042985i,0.00074147+0.0024443i,0.0005335+0.00097169i,-0.00033552+0.00037644i,-0.00096782-4.1189e-05i,-0.0013833+3.0061e-05i,-0.0019287+0.00076014i,-0.0010921+0.00072468i,0.00034504-0.00039456i,0.00054498-0.000901i,0.00061566-0.00047452i
0.0023148+0.00059709i,0.0018128-0.0010417i,0.0010186-0.0019861i,0.00037998-0.0011052i,0.00027098-0.00041287i,0.00067154+0.00046551i,0.00092714+0.0013825i,-7.6194e-05+0.0014034i,-0.0016313+0.0022484i,-0.0030669+0.0038864i,-0.0035067+0.0045193i,-0.0035376+0.0038571i,-0.0029344+0.0035571i,-0.0016026+0.0033786i,-0.0012293+0.0024485i,-0.00084945+0.0010462i,-0.0010021-0.00019854i,-0.0022047-0.0007529i,-0.002722-0.00032063i,-0.0020943-0.00033424i,-0.00058366-0.00079692i,-7.1212e-05-0.00076936i,-0.0005188-0.00056232i
-0.0014087+0.0023513i,0.0004783+0.0020838i,0.0019879+0.0016037i,0.0022172+0.00087576i,0.0017627+5.456e-05i,0.0015903+0.00058782i,0.0028072+0.0011755i,0.0037153+0.0016973i,0.0032954+0.0025561i,0.0015954+0.0016526i,-0.0011501-0.00039146i,-0.0031357-0.0014345i,-0.0037028-0.0010777i,-0.0025522+0.00017549i,-0.0013173+0.0011503i,-0.0016467+0.00087871i,-0.0010799-0.00041867i,0.00049135-0.0020774i,0.0010928-0.002352i,0.00018792-0.00067637i,-0.00069948-0.00019815i,-0.00034129-9.0195e-06i,-0.00023261+0.001126i
-0.0033661-4.0275e-05i,-0.0029226+0.0013358i,-0.0023871+0.00065278i,-0.0011516+0.00016953i,0.00057222-0.00040635i,0.0016544-0.0018622i,0.001747-0.0016976i,0.0019076-0.0017919i,0.0020357-0.0028802i,0.0010447-0.0043298i,-0.00042834-0.0063745i,-0.0011664-0.00697i,-0.0011365-0.0056218i,-0.0011446-0.00359i,-0.00067523-0.0028672i,0.00054434-0.0032487i,0.0015088-0.0020763i,0.0021957-0.0017892i,0.0021925-0.0018903i,0.0009383-0.00075722i,0.00023622+0.0005943i,0.00045346+0.001312i,0.00070507+0.00069441i
0.0006351-0.001065i,-0.00030684+0.0012193i,-0.0010854+0.0014278i,-0.0019083+0.0011128i,-0.0023594+0.00094518i,-0.00014534+0.00040704i,0.0015986-0.0010161i,1.3828e-05-0.0034794i,-0.0023389-0.0045214i,-0.0028355-0.0043005i,-0.001378-0.0045189i,0.0012426-0.0043388i,0.0021469-0.0033295i,0.0018029-0.0035163i,0.0016736-0.0036358i,0.0016263-0.0024326i,0.0018598-0.0011121i,0.0015553-0.00056882i,0.00096699-0.00050811i,0.00034354-0.00028289i,-0.00018892+0.00048309i,-0.00013791+0.00095112i,8.2027e-05+0.00096493i
-0.0012015-0.00019176i,-0.0033937-0.00087711i,-0.0036613-0.00033678i,-0.0016909-1.7123e-05i,0.00020262+0.00040994i,0.0015759+0.00089096i,0.0013229+6.6793e-05i,-0.00079555-0.00034843i,-0.0028843-2.3514e-05i,-0.0026777+0.0016292i,-0.00011756+0.0032625i,0.0026873+0.003242i,0.0035292+0.0025167i,0.0027643+0.0018554i,0.0020581+0.0007888i,0.0011216+0.00030986i,0.00060354+0.00096211i,0.00031004+0.0021021i,0.00068843+0.0029657i,0.00060358+0.0017664i,-0.00066017-0.00036663i,-0.001083-0.00062062i,-0.00041714-0.00044409i
-0.0014464+0.0035554i,-0.00072178+0.0016537i,0.0010931+0.00064577i,0.001741+2.0166e-05i,0.001643-0.001508i,0.001158-0.0018857i,0.0015704-0.00045109i,0.001512+0.0015972i,0.00078359+0.0042721i,0.0013249+0.0061622i,0.0017647+0.0066246i,0.00091439+0.0061769i,0.00046281+0.0050795i,-0.00015121+0.002753i,-0.0012531+0.0011621i,-0.00093259+0.0015175i,0.00035082+0.0020471i,-1.7038e-06+0.0025014i,-0.0010487+0.0026063i,9.5822e-05+0.0014613i,0.0012889+0.0001554i,6.9089e-05+0.00034838i,-0.0014783+0.00085945i
-0.005176+0.0010278i,-0.0038356+0.0025019i,-0.0015616+0.002205i,-6.3465e-06+0.0011375i,0.0011827+0.00026501i,0.0021203+1.7823e-05i,0.0029359-0.00029077i,0.0035818-0.00092088i,0.0047507-0.00021498i,0.0042302+0.0010993i,-1.3427e-07+0.00080225i,-0.0038968+0.00099635i,-0.0043814+0.0022189i,-0.0027672+0.0020458i,-0.0015902+0.00095054i,-0.00074603+0.0011406i,-0.00023645+0.0022098i,-0.00058421+0.001872i,-0.0011281+0.0013671i,-0.0012179+0.001083i,1.3502e-06+7.0202e-05i,0.00046465-0.00020795i,6.0378e-05+6.6166e-05i
-0.00068058-0.0032771i,1.6651e-05-0.0030842i,0.0015343-0.002776i,0.0017109-0.0018539i,0.00072054-0.0010966i,0.00095806-0.00056391i,0.0020435-0.00034003i,0.0019611-0.0019413i,0.00022029-0.0039503i,-0.0024916-0.0054242i,-0.0056043-0.0064004i,-0.007231-0.0054138i,-0.006555-0.0041983i,-0.0038929-0.0033813i,-0.0015294-0.0027847i,-0.0011445-0.0022774i,-0.0019134-0.0011591i,-0.0032767-0.0010979i,-0.004264-0.0013257i,-0.0036219-0.0003991i,-0.0013493+0.000114i,0.00020641+1.1642e-05i,0.00074557-0.00021674i
0.0047094-0.00068184i,0.00063878+5.0397e-05i,-0.0011651-0.00048467i,-0.0018223-0.00083015i,-0.0025051-0.0019962i,-0.0010276-0.0015848i,0.0012848+0.00010662i,0.00051103-0.00040146i,-0.002637-0.0016564i,-0.0045471-0.0025007i,-0.0043192-0.0034212i,-0.0033935-0.0040968i,-0.0033343-0.0043387i,-0.0024513-0.0045821i,-0.0020279-0.0036454i,-0.0026422-0.0033373i,-0.0027009-0.0033628i,-0.0026468-0.002952i,-0.0020614-0.0017178i,-0.0010947-0.00031633i,-0.00056216-0.00077019i,0.00025643-0.0010778i,0.0002864-0.00030515i
0.00099443-0.0020646i,-0.0011484-0.0026972i,-0.0023006-0.0015774i,-0.0019755-1.5593e-05i,-0.0004246+0.001299i,0.00093182+0.0016262i,0.0024378+0.00076847i,0.0023637+0.00020284i,0.0013629+0.0014658i,0.0017649+0.0023265i,0.0035628+0.0012575i,0.0056506-0.00046568i,0.0056556-0.0013948i,0.0033761-0.0010268i,0.0012598-0.00073367i,0.00067173-0.0011463i,0.00063289-0.0017466i,0.0016577-0.0026491i,0.0027294-0.0029579i,0.0020236-0.0020808i,0.0012767-0.0010205i,0.00060743-0.00064647i,0.00070786+7.8089e-05i
-0.0015656+0.0026126i,-0.00078638+0.0021099i,-0.0011823+0.0023455i,-0.00058877+0.0022193i,0.00077053+0.0018754i,0.0020988+0.0012295i,0.0024905-2.8221e-05i,0.0020196-0.0015241i,0.003115-0.0015503i,0.0051429+0.00018664i,0.0057561+0.0016342i,0.0055135+0.0022283i,0.0049678+0.0021585i,0.0033648+0.0020576i,0.002207+0.0020173i,0.0019526+0.00081399i,0.0025422-0.00026998i,0.0032494-0.00088292i,0.003209-0.0014018i,0.0024908-0.0013115i,0.0012642-0.00083556i,-8.4401e-05-0.00073435i,-0.00029912-0.00099383i
-0.0061062-0.0030493i,-0.0054496-0.0038994i,-0.0028345-0.0041621i,-0.00078738-0.0028863i,-3.0694e-06-0.0015303i,-0.00038972-0.0011041i,-0.00029002-0.0011209i,-7.3364e-05-0.0013951i,-0.00056624-0.0012147i,-0.00101-0.0001447i,-0.0018624+0.0016999i,-0.0016368+0.0044419i,-0.00015047+0.0058668i,0.00014139+0.0042794i,-0.00042322+0.0019944i,0.00031098+0.00049225i,0.0022273+0.00085463i,0.0031173+0.0017345i,0.0025946+0.0023739i,0.0013371+0.001822i,0.00091474+0.00026969i,0.00068348-0.00074053i,0.00019979-0.00020625i
0.0039208-0.0011043i,0.0036366+0.00089785i,0.0031976+0.0010014i,0.0016736-0.00014434i,0.00053108-0.00072356i,0.0012019-0.00023534i,0.0019885+0.00038604i,0.0012845+0.00017289i,-0.0005845+0.00064574i,-0.0038974+0.00084292i,-0.0074315+0.0023231i,-0.008076+0.0047437i,-0.0064271+0.004747i,-0.0046205+0.0026149i,-0.0032823+0.0011955i,-0.0016122+0.0012589i,-0.00039741+0.001678i,-0.00030946+0.0025107i,-0.00060968+0.0037004i,-8.1394e-05+0.0037919i,-2.0411e-05+0.0021479i,-0.00035522+0.0016576i,-0.00028048+0.0015182i
-0.0014954-0.00037333i,-0.0021932-0.00053129i,-0.0012031-0.0014154i,8.0804e-05-0.0017079i,0.00058621-0.00068375i,0.0019422+0.0014978i,0.0042794+0.0020614i,0.004769+3.6675e-05i,0.0022624-0.0016417i,-0.00082483-0.0022061i,-0.0027808-0.00295i,-0.0045068-0.0026772i,-0.0052364-0.0016613i,-0.0039891-0.0013745i,-0.0020409-0.0014268i,-0.0012736-0.00050596i,-0.0023197+0.0014557i,-0.0035368+0.0030434i,-0.0022626+0.0032746i,-0.0010882+0.0022751i,-0.00088075+0.001239i,-0.00038747+0.0011488i,0.00022797+0.0019259i
0.0037552-0.0017604i,0.0019089-0.0019152i,0.00071691-2.1676e-05i,9.9622e-05+0.00094038i,-0.00017895-0.00059307i,-0.00086832-0.0012421i,-5.8694e-05-0.00022509i,0.0017924-0.0014891i,0.0021773-0.0041541i,0.0021399-0.0059617i,0.0019797-0.0069348i,0.00050883-0.0072712i,-0.0015485-0.0056945i,-0.0014191-0.0028524i,-0.00032233-0.0016991i,-0.0006784-0.00089144i,-0.0017763+0.00048869i,-0.0027944+0.0010311i,-0.0033759+8.6982e-05i,-0.0025102-0.0011187i,-0.0015653-0.0014374i,-0.0012389-0.0016024i,-0.0013317-0.0013277i
-0.00065036+0.0067017i,0.0013718+0.0046938i,0.0032026+0.0013774i,0.0018454-3.6714e-05i,0.00097996+0.00012242i,0.0012963+0.00065i,0.00039024+0.00054304i,-0.0013061-0.00025275i,-0.0015807-0.00034558i,0.00014728-0.0013841i,0.0021638-0.0028441i,0.0025053-0.0039212i,0.0024703-0.0047707i,0.0023322-0.0037071i,0.0010529-0.001258i,-0.00026596-0.00062339i,-0.0009146-0.0023405i,-0.0020498-0.0043779i,-0.0026488-0.0041474i,-0.0021016-0.0025172i,-0.0016342-0.0011357i,-0.0011598-0.00045323i,-0.0013218-0.00076797i
0.0026662+0.00058476i,0.0049929+0.00010819i,0.0072103-0.0018288i,0.0056436-0.0039475i,0.0024916-0.0061624i,-0.001382-0.0058111i,-0.0020047-0.0014061i,-0.00081039+0.00224i,-0.00056478+0.0047399i,-0.00121+0.0055121i,-0.0011622+0.0045474i,0.00090375+0.0031601i,0.0013996+0.001237i,-0.001267-0.00057679i,-0.0023527-0.0016592i,-0.0004204-0.0026344i,0.0015846-0.0039699i,0.001361-0.0036476i,4.2408e-05-0.0022192i,0.00023591-0.0018136i,0.00071415-0.0010229i,0.00055927-0.0007183i,0.00053256-0.00071116i
-0.020162-0.013369i,-0.026157-0.0060763i,-0.031789+0.0067508i,-0.01953+0.015499i,-0.0021854+0.019109i,0.010703+0.012669i,0.010906+0.0019587i,0.0063413-0.0012881i,0.0028103+0.0010612i,0.00048682+0.0072626i,0.0022939+0.0096878i,0.00653+0.0077812i,0.010651+0.0053846i,0.013217+0.0029083i,0.013216+0.0018076i,0.008835+0.00056017i,0.0034883-0.00046759i,0.0023984-0.001744i,0.003068-0.003495i,0.0020752-0.0035528i,0.00025156-0.0017796i,0.00027936+0.00097196i,0.0015462+0.0023157i
-0.0047334-0.0026952i,-0.0053668-0.00039365i,-0.004789+0.0016471i,-0.0019587+0.00145i,-0.00013055+0.0010342i,0.0018777+0.00012056i,0.0035128-0.0026926i,0.0034346-0.0056076i,0.001524-0.006798i,-0.0014528-0.0058544i,-0.0031566-0.0036269i,-0.0027379-0.00047602i,-0.00094474+0.0021477i,0.0012171+0.0022704i,0.0024893+0.0017834i,0.0020111+0.0018845i,0.0017857+0.0015192i,0.0026813+0.00078286i,0.0029028+0.00035852i,0.0018145-0.00022173i,0.001185-0.00029593i,0.0013943-0.00072266i,0.0017352-0.00063779i
-0.0053156-0.0030409i,-0.0082421-0.0026272i,-0.0095033-2.2004e-05i,-0.0063833+0.0019608i,-0.0014043+0.0024772i,0.0021543+0.0021911i,0.002227+0.00073335i,-0.0014088-0.0034365i,-0.0053554-0.0063116i,-0.0054119-0.0070758i,-0.0040805-0.0069418i,-0.0042118-0.0036978i,-0.0029579-0.00047021i,0.00063832-0.00058912i,0.0026372-0.0017398i,0.0027437-0.00036516i,0.0014103+0.0020923i,0.00038941+0.002455i,0.0006488+0.0018699i,-0.00039493+0.0012391i,-0.0018119+0.0012033i,-0.0017317+0.0017733i,-0.0011816+0.001588i
-0.0045585+0.0036761i,-0.0027149+0.0046556i,-0.00073709+0.0046176i,0.0007483+0.0036433i,0.0014245+0.003562i,0.0023342+0.0034159i,0.0026364+0.0042593i,-3.5678e-06+0.0051453i,-0.001734+0.0050484i,-3.9498e-05+0.0035944i,0.0010064+0.0011238i,-0.00083087-0.00087418i,-0.0025698-0.0019012i,-0.0011051-0.0019331i,0.0010264-0.0011818i,0.00038368+0.00046443i,-0.0012153+0.0021433i,-0.0022835+0.0026739i,-0.0026667+0.0013907i,-0.0021202-5.3256e-05i,-0.0017984+0.00043091i,-0.0016987+0.0019825i,-0.0019211+0.001947i
