0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
0.0012308-0.00078532i,0.0010837-0.00048746i,-0.00012596+0.00046697i,-0.00084824+0.00050823i,-0.00033716+0.00076582i,0.00076952+0.0014602i,0.0017398+0.0018664i,0.0027475+0.0023001i,0.002382+0.0011888i,5.4441e-05+0.00055861i,-0.00070189+0.00087711i,0.00012335+0.00040668i,0.00020862-0.00057346i,-0.0003847-0.0014813i,-0.00098867-0.0011074i,-0.0010804-0.00014771i,-0.00069184+0.00049763i,-0.0009889+0.0004591i,-0.00085536-9.3931e-05i,-0.00029563-3.8357e-05i,-0.00066642+0.00061293i,-0.0010685+0.00072004i,-0.00048003+0.00057514i
0.0012685+0.00074649i,0.0033241-9.2015e-05i,0.0017614-0.0011386i,0.00013672-0.001235i,-0.00022233+0.00046427i,0.00017852+0.0017544i,0.0015153+0.0022046i,0.0017437+0.0022239i,0.00067347+0.0015619i,-0.00012523+0.001899i,-0.0013382+0.0013581i,-0.0021067-0.00031186i,-0.0015062-0.0011541i,-0.00069528-0.0012872i,-0.00010597-0.0012872i,0.00075649-0.0012032i,0.0005539-0.00030021i,-0.00044964+0.00082305i,-0.00011155+0.0011379i,0.00062244+0.00062804i,0.00040736+1.1544e-05i,0.00020396-0.00013507i,3.652e-05-0.0006705i
-0.0023229+0.00064982i,-0.0024578+0.0027344i,-0.0016054+0.0023724i,-0.0016312+0.0020275i,-0.0022253+0.0022861i,-0.0019936+0.0019371i,-0.0010317+0.00087952i,-0.00017221-0.00089125i,0.0003894-0.0021461i,0.00092079-0.001993i,0.00058437-0.0017539i,-0.00039723-0.0014381i,-0.00042523-0.00096675i,-9.0967e-05-0.00062394i,0.00079259+0.00026704i,0.00076935+0.00078285i,5.2166e-05+0.00060333i,0.00023169+0.00046321i,0.00046836+0.00019699i,0.00075802-0.00058807i,0.0011856-0.00065265i,0.0008029-6.4226e-05i,4.5663e-05-6.7846e-05i
-0.0017796-0.0014122i,-0.00084277-0.00034999i,-0.00083153+0.00044123i,-0.0010433-0.00013909i,-0.0011726-0.0007454i,-0.0010508-0.00084713i,-0.0016331-0.0018711i,-0.0022118-0.0040149i,-0.001352-0.0049351i,-0.00049142-0.0042171i,-0.00062625-0.0017804i,-5.8261e-06+0.00021745i,0.001529+0.00046309i,0.0016513+0.00017147i,0.00021115+0.00030249i,-0.00021526+0.0002822i,-0.00011395+0.00019869i,-9.5871e-05+0.00067423i,0.00016633+0.00024413i,0.00090182-0.00074102i,0.0014336-0.00086234i,0.0010198+0.00043625i,0.00016749+0.00074804i
0.0024344+0.00067121i,0.0034322-0.00045866i,0.0038051-0.0007968i,0.0032267-0.00046934i,0.00057535-0.0012449i,-0.0010943-0.0019284i,-0.0006023-0.0029878i,-6.4678e-05-0.0028611i,-0.00029371-0.0013356i,-0.00055802-0.0015926i,-0.00088776-0.0017069i,-0.00042254-0.00043935i,0.00063401+0.00054981i,0.0011046+0.00030995i,0.0005483+0.00016386i,0.00028865-9.4394e-05i,0.00010756-0.00060482i,-0.00045558-0.00047257i,-0.00036834-5.853e-05i,0.00042757+0.0005491i,0.0012617+0.0014279i,0.00095025+0.0016514i,0.0011939+0.0010332i
0.0019764+0.00096455i,0.0016672+0.0013219i,0.00073765+0.00077757i,-0.00074816+0.0002529i,-0.00098524+0.0002118i,-0.0010622+0.0006054i,7.3602e-05+0.0013196i,0.0025189+0.0019839i,0.0033642+0.0027413i,0.0016728+0.0019273i,0.00033994+0.0011971i,0.00062759+0.00099147i,0.00015917+0.00012966i,-0.00059689-0.0004492i,-0.00018671-0.0001442i,-0.00059745-0.00027705i,-0.001435-0.0011729i,-0.0015137-0.001287i,-0.00088569-0.00054667i,-0.00012094+0.00047186i,0.00034357+0.0010275i,0.00035201+0.00075488i,7.9962e-05+0.00023982i
0.0015611+0.00058495i,0.0013826-0.0012799i,0.0003648-0.0016041i,-0.00069926-0.00091834i,-0.00047379+0.00060322i,0.00021093+0.0033324i,0.00097056+0.0047331i,0.0027389+0.0043172i,0.0036458+0.0025999i,0.0026266+0.0014324i,0.0011577+0.001344i,-0.00061392+0.00060785i,-0.0018829-4.4166e-05i,-0.0018082-0.00023816i,-0.00091754-0.00052105i,-0.00087227-0.00077983i,-0.0010307-0.0003505i,-0.00057344+0.00025392i,-0.00037607+0.00073148i,-5.5434e-05+0.0010133i,0.00044017+0.00090711i,0.00059534+0.00070488i,-0.00061091+0.00019958i
0.0014864+0.00024776i,0.0015799-5.6499e-05i,0.00083642+0.00010026i,0.00031184-0.00061881i,0.00050807-0.00057103i,-0.00016473+0.00027344i,-0.00056209+0.00056804i,-0.00024949-0.00031105i,-2.2945e-05-0.0017939i,0.00024548-0.0021102i,-0.0001943-0.0014391i,-0.0015779-0.00053533i,-0.0022078+0.0005735i,-0.0013853+0.00070578i,-0.00082319+0.00071841i,-0.00074169+0.0013366i,0.00010852+0.00087511i,0.00050175+0.00047113i,0.00050832+0.00058961i,0.0016188+0.0005456i,0.0016953+0.00039227i,0.00017299-0.00053188i,-0.0010691-0.00036142i
-0.0022761+0.0009716i,-0.00082999+0.0015666i,-3.6086e-05+0.001799i,-0.00082785+0.00090607i,-0.0014339-0.00067507i,-0.0021157-0.0028632i,-0.003163-0.0048013i,-0.0038631-0.0055626i,-0.0035005-0.0049429i,-0.0030055-0.0038914i,-0.0024143-0.0024679i,-0.00128-0.0016272i,-0.00021246-0.0014009i,0.0003479-0.00087096i,0.00066532-0.00012072i,0.0013475+0.00041282i,0.0018293+0.00062873i,0.0021527+0.00067941i,0.0015206+0.00019549i,-0.00022147-0.00043615i,-0.0012113-0.00023353i,-0.0010298+0.00047477i,-0.00038171+0.00086391i
0.00051628-0.00055143i,-0.00015828-0.00088478i,0.00034695-0.00084716i,0.00031952-0.00040233i,-0.00079531+0.00056339i,-0.0013625+0.00062837i,-0.0013231-0.00019801i,-0.0014421-0.00044365i,-0.0018193-0.00055056i,-0.0017779-0.00090695i,-0.0012105-0.0013318i,7.1304e-05-0.0012937i,0.0010472-0.00043266i,0.00091559-0.00037418i,-4.5099e-05-0.0011586i,-0.00041852-0.0015138i,-0.00019379-0.0012627i,-0.00088317-0.00047494i,-0.0015882+0.00013205i,-0.0014432+0.00080417i,-0.0011539+0.0016294i,3.3072e-06+0.0017187i,0.0013916+0.0010289i
0.0025712+0.0010427i,0.00066462+0.0016059i,0.00023593+0.001584i,0.00045307+0.0017914i,0.00033687+0.0015765i,0.00045883+0.0011304i,0.0013544+0.0029307i,0.0027265+0.0043564i,0.0028935+0.0040477i,0.0019775+0.0031235i,0.0017459+0.0015684i,0.0015325-0.00048828i,0.0010644-0.0012014i,0.00067429-0.00046269i,0.00054315-0.00016951i,0.00095254-1.3237e-05i,0.0002347+0.00011683i,-0.00084172+0.00031438i,-0.001211+0.00083039i,-0.0010075+0.0015378i,0.00025753+0.0017263i,0.0015513+0.00073536i,0.0013403-0.00019728i
-0.00043267-8.8676e-05i,0.00034812+0.00063091i,0.00037521+0.0013879i,0.00089923+0.0020337i,0.0019813+0.0025851i,0.0030889+0.0030819i,0.0037147+0.0032624i,0.0041823+0.0031493i,0.0044924+0.0027942i,0.0035259+0.0022292i,0.0024552+0.00096486i,0.0018293+0.00033097i,0.0007297+0.00054424i,-0.0002161+0.00030196i,-0.00025349-0.00016816i,-0.00035111-0.00049965i,-0.0010789-0.00048972i,-0.0010886+8.3535e-05i,-0.00055256+0.00084102i,-0.00027718+0.0010994i,0.00043248+0.00049643i,0.0010936-0.00017982i,0.00026299+0.00049053i
-0.0014461+0.00093243i,-0.00070893+0.00074855i,-0.0021858+0.00048258i,-0.003758+0.0011682i,-0.0028587+0.001374i,-0.00098956-0.00055088i,0.00019074-0.0022748i,-0.00031395-0.0028053i,-0.0010381-0.0033639i,-0.00026846-0.0025581i,0.00072409-0.00074876i,0.00027358+0.0011767i,-0.0011491+0.0016265i,-0.001454+0.00086265i,-0.00054631-9.3765e-05i,-0.00025516+2.7307e-05i,-0.00013932+0.00066328i,0.00040443+0.00043268i,0.00068084-1.1834e-05i,8.6217e-05-0.0010323i,-0.001244-0.0014431i,-0.0016191-0.00080024i,-0.0017349-0.00059907i
0.00016402-0.0015428i,-0.0011684-0.0022059i,-0.0010007-0.003463i,-0.00090118-0.0036393i,-0.0021641-0.0039441i,-0.0030802-0.0044733i,-0.0038212-0.005122i,-0.0045267-0.0053574i,-0.0046155-0.0050475i,-0.0034461-0.0037891i,-0.0024213-0.00163i,-0.0025976-0.00057722i,-0.0013359+6.3243e-05i,-0.00012274+0.00066738i,0.00011267+0.00089695i,0.0005455+0.00095573i,0.00063018+0.00069664i,0.00036806+0.00041113i,-8.4133e-05+0.00056432i,-0.00020064+0.00039902i,-0.00094908-0.00041498i,-0.0015559-0.00020408i,-0.00033467+0.00063298i
-0.00073634+0.002035i,-0.00050143+0.0045638i,-0.00046919+0.0069488i,-0.00040004+0.0059147i,-0.0015345+0.0043587i,-0.0033892+0.0013912i,-0.0036747-0.001547i,-0.0027348-0.00097064i,-0.0020346+0.00017809i,-0.0013283-8.0465e-05i,-0.000921-0.00045944i,-0.00041584-0.00051472i,0.0001546-0.00096918i,0.0006327-0.0020938i,0.00060646-0.0017571i,0.00096122-0.00072167i,0.0010852+0.00034118i,-2.6531e-06+0.0012593i,-0.00016737+0.00085309i,-0.00028723+0.0011433i,-0.00027136+0.0016883i,0.00073804+0.0018067i,0.0013001+0.0011916i
-0.0016616+0.00023291i,-0.0018705-0.00052369i,-0.0015991+6.7568e-05i,0.00057862+0.00032886i,0.0011022+0.0016895i,-0.00070086+0.0038673i,-0.00053419+0.0053516i,0.001849+0.0054901i,0.0040245+0.0032531i,0.003208+0.00080407i,0.001151-0.0011063i,0.0011457-0.0022818i,0.00070547-0.0015289i,0.00011744-0.00060374i,0.00047818-0.000845i,0.00037009-0.00075157i,-0.00081676-7.0789e-05i,-0.0013973+0.00039719i,-0.00063215+0.0013081i,-5.637e-05+0.0018004i,0.00065667+0.0019114i,0.0013335+0.0013102i,0.0013854-0.00051545i
0.0015-0.0023354i,0.0013161-0.0023939i,-6.6326e-05-0.0010706i,-0.0019296+0.0013537i,-0.0010248+0.0039134i,0.0020307+0.0072065i,0.0034582+0.0087479i,0.0033596+0.0056808i,0.0028557+0.0020275i,0.0015754+0.00095764i,0.0003074+0.00067678i,0.00032619+0.00018539i,0.00092246-0.00035231i,0.00052537-0.0010047i,0.00056586-0.0014446i,0.00012314-0.001443i,-0.00062835-0.00046047i,-0.00046948+2.8365e-05i,-0.0003845-0.00032435i,0.00036579+0.00029701i,0.0012193+0.00049048i,0.0010929+2.2615e-05i,0.00037476-0.00039135i
-0.00048498+0.0031129i,-0.00075051+0.0039025i,-0.0017377+0.0024187i,-0.00055779-0.00025495i,0.0022021-0.0013172i,0.0038009-0.0020215i,0.0034801-0.0020596i,0.0011266-0.0016088i,-0.0016746-0.0017051i,-0.0020191-0.00097897i,-0.00070631+0.00027941i,-0.00021369+0.00058387i,-0.00090909+0.00041388i,-0.0014423+0.00078546i,-0.0011208+0.0012172i,-0.00026344+0.00057535i,-0.00050497-0.00024687i,-0.0014872-0.0004859i,-0.001634-0.00053856i,-0.0014551-0.0010887i,-0.001299-0.00084064i,-0.00068525-0.00038274i,-0.00036834+0.00024515i
-0.0013137+0.00096555i,-0.00067626+0.00090552i,-0.00060822+0.0017389i,-0.0022293+0.0019749i,-0.0045422-0.00036895i,-0.002915-0.0035343i,-0.0008677-0.0059874i,-0.001731-0.005754i,-0.0024038-0.0029214i,-0.0010449-0.00029392i,0.00026062+0.0016663i,-5.5434e-05+0.001918i,-0.00082325+0.00074279i,-0.0012508-1.5713e-06i,-0.00050139+7.8604e-05i,0.00099676+0.00035244i,0.0018998+0.00076182i,0.0012241+0.00080752i,0.00045975+0.00020645i,-0.00076135+0.00032833i,-0.0018306+0.0011271i,-0.0013289+0.0014636i,5.1243e-05+0.00056537i
0.0013153-0.0025746i,0.00014085-0.0038538i,-0.0015614-0.0043196i,-0.0036957-0.0036959i,-0.005063-0.0029623i,-0.0059553-0.0040393i,-0.0048708-0.0048596i,-0.001636-0.0026703i,0.0012423-0.0001877i,0.0014654-0.00037839i,0.00017092-0.0011901i,-0.00013894-0.00054743i,6.4459e-05+0.00039566i,0.00053915+0.00052738i,0.0012276+0.00015832i,0.001684-3.982e-05i,0.0015685+0.00043271i,0.00080337+0.00069578i,0.00051154+0.00061716i,-0.0002496+0.0011239i,-0.00052909+0.0022347i,0.00058917+0.002172i,0.0010004+0.00059043i
0.0010202-0.00073421i,0.001453-0.00051402i,0.0022934+0.00029432i,0.0025341+0.0023507i,0.0004996+0.0033992i,-0.0027279+0.0045067i,-0.0045184+0.0048916i,-0.0019913+0.0030743i,0.0023978+0.00086476i,0.0028639-0.0012544i,0.00046381-0.0027779i,-0.00073334-0.0023845i,-0.00048567-0.0010653i,0.00039325-0.00054528i,0.001102+5.7388e-05i,0.00070667+5.8838e-05i,0.00034675-0.00048374i,0.00030435+0.00010428i,4.9621e-05+0.00071855i,0.00063556+0.00047316i,0.0015832+0.00060404i,0.0021391+0.00087328i,0.0010592+0.00050706i
0.0023661+0.0023377i,0.0013821+0.0013196i,-0.0003244+0.00028558i,-0.0012288+0.0018793i,-0.0013415+0.0040015i,-0.00054177+0.0061792i,0.00021895+0.0077959i,0.001448+0.0057857i,0.0012858+0.0011287i,-0.00097867-0.0014107i,-0.0031898-0.0010758i,-0.0036711-0.00042622i,-0.0019926-0.00019733i,-0.0010488-0.00019655i,-0.0008082-0.00044374i,-0.00042876-0.00034316i,-0.0015167+0.00029319i,-0.0024661+0.00068092i,-0.0015603+0.00048641i,0.00027317+5.3596e-05i,0.0017641-0.00019917i,0.0017283-0.00047609i,0.00074243-0.000166i
-0.0026031+0.0010712i,-0.00082225+0.0017104i,0.00060296+0.0016711i,0.0012509+0.001985i,0.0021991+0.0033958i,0.0042391+0.0046037i,0.0040473+0.0035445i,0.00051836+0.0014622i,-0.0026715+4.5538e-06i,-0.0042171+0.00046194i,-0.0034954+0.001887i,-0.0020372+0.0016153i,-0.0017178+0.00067613i,-0.0014409+0.00039516i,-0.0010678-0.00050823i,-0.00095269-0.0011651i,-0.001323-0.00011604i,-0.0014619+0.0011314i,-0.00096448+0.00097568i,-0.00093665-4.5274e-05i,-0.00072091-0.0010219i,-0.00046388-0.0013548i,0.00010478-0.0013018i
-0.00089229-0.0034896i,-0.0029945-0.0012765i,-0.0049563+0.0015511i,-0.0065322+0.0029204i,-0.0053759+0.0026095i,-0.0006911+0.00049394i,0.002373-0.0027594i,0.0018715-0.0032624i,3.7883e-05+8.0175e-05i,-0.00012841+0.0026573i,0.00045281+0.0021107i,4.3891e-05+0.00061742i,-0.00044928-0.00033056i,-0.00054429+0.00020956i,-0.0009635+0.0010034i,-0.00088404+0.00040402i,0.00044792-0.00035539i,0.00068003-0.00029945i,-0.00082722+0.00039877i,-0.0022529+0.00082144i,-0.0025944+0.0011415i,-0.0019867+0.00082842i,-0.00061835-0.00025203i
0.0026319+0.0025158i,0.0034432+0.0023766i,0.0041636+0.0016535i,0.003562-7.8629e-06i,0.0019726-0.00087399i,0.00070302-0.0038199i,0.00046079-0.0067445i,0.0018642-0.0056077i,0.0041689-0.0028908i,0.0054587-0.0016025i,0.0046579-0.0020146i,0.0031361-0.0022493i,0.0016997-0.0016835i,0.00076694-0.00065617i,0.0011134+0.00072265i,0.0016261+0.00087924i,0.0018354-0.00018193i,0.0019096-0.0011248i,0.0014861-0.0011909i,0.00036459+5.5775e-05i,0.00025172+0.0012979i,0.0013643+0.0011405i,0.0016634+2.1227e-05i
0.0010875+0.000721i,0.00011984-0.00045012i,-0.00079337+6.4255e-05i,-0.0013284+0.00030684i,-0.0019912-0.0012603i,-0.0037166-0.0018883i,-0.0046549-0.00018065i,-0.0011968+0.00046541i,0.0028929-0.00085699i,0.0028565-0.0026759i,0.0010016-0.0035144i,0.00065359-0.0035191i,0.00026683-0.0036948i,0.00013067-0.0024603i,0.0010484-0.00099074i,0.0013677-0.0010689i,0.0010541-0.00087801i,0.00078769-0.00095231i,0.001281-0.00058037i,0.0018342-0.00041208i,0.0012471+2.7862e-07i,0.0010805+0.00064304i,0.0010878+0.00091011i
-0.00040558+0.0010326i,0.00067447+0.00024607i,0.00046333-0.00253i,-5.4621e-05-0.0029572i,0.00015373-0.00081645i,-6.9649e-05+0.0021797i,-0.0018794+0.0045609i,-0.0034787+0.0044221i,-0.0027483+0.0012969i,-0.0025729-0.00051429i,-0.0035203+0.00038533i,-0.0032739+0.0011762i,-0.0016365+0.00054587i,-0.0005409-0.00017737i,-0.0010178-0.0005548i,-0.0018312-0.00086582i,-0.0032655-0.00050085i,-0.0032177+0.00030022i,-0.00087599+0.00024175i,0.0013893-0.00047891i,0.0019451-0.00093299i,0.0013416-0.00061808i,0.00043393+0.00039676i
-0.0015022-0.0014975i,-0.0018037-0.00020727i,-0.0019753+0.0025474i,-0.0012247+0.0043705i,-0.0012344+0.003968i,-0.0010131+0.0025067i,-0.00070806+0.0019497i,-0.0022923+0.0018699i,-0.004931+0.0010903i,-0.0065805+0.00093601i,-0.006189+0.0028167i,-0.0040122+0.004562i,-0.00062289+0.0046355i,0.00048807+0.0030016i,-0.00073599+0.0008921i,-0.0015437+0.00015336i,-0.0016616+0.00073584i,-0.0011842+0.0019788i,-0.00063462+0.0016554i,-0.00024694-0.00045125i,-0.00021648-0.00058995i,-0.00022443-0.00039966i,-0.00023241-0.0013636i
0.0050187-0.00028097i,0.0048319-0.00189i,0.0021826-0.0031645i,-0.0030769-0.0008084i,-0.0056144+0.0012855i,-0.0027303+0.00013477i,0.0017985-0.00166i,0.0024855-0.0018395i,-0.00016414-0.00026331i,-0.0012615+0.0012137i,-0.0010039+0.0011633i,0.00025599+0.001248i,0.001258+0.0016073i,0.0019997+0.0012561i,0.0018143+0.0010703i,0.0013712+0.00028537i,0.002167-5.4947e-05i,0.0020404+0.0003058i,0.00065997+0.0011622i,0.00032974+0.0024372i,0.00036016+0.0019928i,0.00021964+0.0010086i,0.00011803-0.00077587i
-0.0034039+0.0015547i,-0.0038203+0.0027259i,-0.0038023+0.0033212i,-0.0039735+0.0033821i,-0.0035961+0.0029799i,-0.00077459+0.0028532i,0.002682+0.0014263i,0.0057532-0.00047021i,0.0061211-0.0019726i,0.004637-0.0028593i,0.0033501-0.0037981i,0.0018072-0.004652i,0.00074828-0.0046759i,0.00072389-0.0031978i,0.001291-0.0019184i,0.0015084-0.0017318i,0.001168-0.0025587i,0.0013999-0.0025496i,0.0011303-0.00083452i,0.00038502+0.000765i,0.00026687+0.0010907i,0.00065088+0.00052701i,0.0011671+0.00060791i
-0.00060716-0.00034727i,-0.00089741-0.00045554i,-0.001695-0.0014176i,-0.0013376-0.0026172i,0.00041247-0.00084399i,0.0018782+0.001049i,0.0026373+0.0011829i,0.0033389+3.6466e-05i,0.0044084-0.002402i,0.0044076-0.0034881i,0.0029509-0.0041877i,0.00012881-0.0056112i,-0.0028807-0.0049524i,-0.0031883-0.003473i,-0.0018281-0.0026171i,-0.0011421-0.0013093i,-0.00035973-0.00063972i,0.00010681-0.00057567i,0.00028762-0.00071185i,0.00049809-0.00096011i,7.8697e-05-0.0008514i,6.0918e-05-0.00054031i,0.0010206+0.00063925i
-0.00023027-0.0013488i,0.001153-0.00075301i,0.0024804-0.0001245i,0.0031063-0.0011602i,0.0014386-0.0020935i,-0.00065573-0.00056322i,-0.0015667+0.0021849i,-0.0019474+0.0026067i,-0.00021959+0.0014402i,0.00060598+0.0004256i,-0.00011398+0.00059041i,-0.00043832+0.0010316i,-0.00096833+0.00076808i,-0.0018936+0.0008906i,-0.0025583+0.00089152i,-0.0020524+0.0006543i,-0.0018558+0.0015114i,-0.0017852+0.0022255i,-0.0013896+0.0015301i,-0.0012861+1.6985e-05i,-0.00061083-0.00056147i,0.00041096+0.00013564i,0.0011258+0.00022722i
0.0036445+0.001537i,0.0042747+0.0012846i,0.0022345+0.003131i,0.0011333+0.0040007i,0.0017508+0.0010374i,0.0008123-0.0037847i,-0.0027368-0.0060374i,-0.0060584-0.0032368i,-0.0073862+0.00086103i,-0.0054047+0.0032577i,-0.0033407+0.0045964i,-0.00099918+0.0054019i,0.001598+0.0057917i,0.0022534+0.0046603i,0.0018436+0.0026363i,0.0011864+0.00065976i,-0.00011543+0.00040436i,-0.00031526+0.0016584i,0.00075513+0.0024345i,0.00083404+0.0019211i,0.00044705+0.0019174i,0.00049663+0.0015765i,6.9147e-05+8.1348e-05i
-0.0045634+0.004451i,-0.0054121+0.0064257i,-0.004727+0.0092039i,-0.0032688+0.010343i,-0.003689+0.0090253i,-0.0034699+0.0046513i,-0.0027318+0.00037923i,-0.00202-0.00040147i,-0.002006+0.001174i,-0.0029687+0.002202i,-0.002664+0.0027527i,-0.00037717+0.002749i,0.0027875+0.0019101i,0.0037178-0.00011006i,0.00256-0.001733i,0.0013071-0.0010636i,0.00080568-0.00027749i,0.00095652-0.00018895i,0.0013209+0.00053623i,0.0010451+0.0013241i,0.0010959+0.00098842i,0.0013485+0.00024593i,-0.0001321-0.00047193i
-0.0041245-0.001956i,-0.0035779-0.0015426i,-0.0055128+0.0045116i,-0.0051937+0.0092734i,-0.0021975+0.011907i,0.0026253+0.0090688i,0.0045343+0.0029501i,0.0046361-0.00053368i,0.0032058-0.00095683i,0.00077965-0.00097457i,-0.00098343-0.001528i,-0.002119-0.0032756i,-0.0024012-0.0051134i,-0.0019021-0.005516i,-0.0015812-0.0038551i,4.865e-05-0.0026082i,0.0016895-0.0021517i,0.0015538-0.0020102i,0.00089265-0.00055878i,0.00049881+0.001081i,0.00061267+0.001232i,0.00089375+0.00041322i,0.0013128+0.00059566i
0.011688-0.0034777i,0.0092474-0.0066429i,0.008489-0.020115i,0.00099331-0.023834i,-0.0063505-0.018231i,-0.010961-0.0036545i,-0.0045766+0.0075831i,0.0056199+0.0045545i,0.0079777-0.0040865i,0.0025849-0.0090504i,-0.0020122-0.0072963i,-0.0033516-0.0027371i,-0.0035669+0.00050478i,-0.0019319+0.0025347i,0.00083082+0.002562i,0.002289+0.0011824i,0.0014764-0.00045773i,-0.00095758-0.0012575i,-0.002922+6.9524e-05i,-0.0016025+0.00053972i,0.0011461-0.00076972i,0.0022166-0.0010605i,0.0016637+7.6126e-05i
0.0028394+0.00054497i,0.004077-0.00069038i,0.006108-0.004642i,0.0061366-0.0068421i,0.0047664-0.0078715i,0.0022501-0.0053869i,0.00083956-0.0015822i,0.00076407-0.00088558i,0.0015209-0.0017483i,0.0023291-0.0022012i,0.0026856-0.0014676i,0.0010675-0.00039486i,-0.0013224+0.00098982i,-0.0022077+0.0028204i,-0.0013174+0.0025006i,-0.0007585+0.0010459i,-0.00053683+0.0010559i,-0.00054848+0.0019017i,-0.00061621+0.0027369i,-0.0004663+0.0027334i,-8.7453e-05+0.0014314i,-0.00015677+0.00032355i,-0.00050793-4.0271e-05i
-0.0011467+0.0011558i,0.00065649+0.0016789i,0.0019448-0.00093548i,0.0014715-0.002752i,-0.00043132-0.0049131i,-0.0021634-0.0069465i,-0.0041983-0.0054223i,-0.0057751-0.0012463i,-0.0045311+0.0023237i,-0.0012847+0.0024553i,0.0014866+0.0010342i,0.0024984+0.00096918i,0.0030156+0.0019319i,0.0025289+0.0027916i,0.0013494+0.0023321i,-7.2476e-05+0.001049i,-0.0017069+0.00091899i,-0.0012948+0.0018527i,0.00025743+0.0022304i,1.4326e-05+0.0020361i,-0.00049537+0.0022604i,-0.0001584+0.0020331i,-0.00023652+0.00084185i
0.0016534-0.004699i,0.0012102-0.0034688i,0.0018885-0.002724i,0.0019269-0.00034882i,-0.00046378+0.0016768i,-0.0031608+0.00088783i,-0.0044056-0.00029594i,-0.0047281+0.00099905i,-0.0030658+0.0033574i,-0.0011037+0.0034688i,-0.0011094+0.0024788i,0.00027797+0.0026583i,0.0032351+0.0025414i,0.003654+0.00098897i,0.0020492-0.00047617i,-0.00019587-0.00055807i,-0.0024124-0.00020041i,-0.0020347-0.00074903i,-0.00032346-0.00063213i,8.741e-05-0.00015701i,0.00014334+0.00014852i,0.00048639+0.00081486i,0.00043525+0.0011384i
0.0019058+0.0029585i,0.0010591+0.004719i,-0.00094494+0.0067213i,-0.0032014+0.0085972i,-0.0040094+0.0079744i,-0.0037081+0.0063164i,-0.00060295+0.0040536i,0.0029386+0.0018186i,0.0019549+0.00028703i,-0.001955-0.00036422i,-0.0047506+0.00072202i,-0.004172+0.00098665i,-0.0016988-0.00066324i,-0.00024867-0.0019697i,0.00014712-0.0026908i,0.00079398-0.0032274i,0.00095997-0.0032977i,0.0005206-0.0026719i,0.0003279-0.0021548i,0.0001635-0.0016963i,-0.00011258-0.00091246i,-0.00028735-0.00022504i,0.00011841-6.1943e-05i
0.0014773+0.0030122i,0.001955+0.00058304i,-0.0017382-0.004744i,-0.0066001-0.0061017i,-0.0063147-0.0018069i,-0.0015291+0.0039804i,0.0034125+0.0052961i,0.0062786+0.0010923i,0.0040009-0.0047808i,-0.0013427-0.0054454i,-0.0037248-0.002255i,-0.0039757-0.00067993i,-0.0044116-0.00019149i,-0.0039576+0.0010156i,-0.0024711+0.00096939i,0.00050365+0.00028885i,0.0031508+0.00020444i,0.0028933-0.00081213i,0.0010024-0.0010727i,0.0013513-0.00053363i,0.0014706-0.00097736i,0.0011001-0.0014278i,0.0013909-0.00029889i
-0.0058611+9.0173e-05i,-0.0055891+0.0024803i,-0.0031606+0.00066521i,-0.0017544-0.0033068i,-0.00078391-0.0049481i,0.00035833-0.0022378i,0.0016237-0.00066634i,0.0021059-0.0027344i,0.0014287-0.0050829i,0.00094286-0.0051022i,0.0014023-0.0032934i,0.00051834-0.0012843i,-0.00048764+6.844e-06i,-0.00013773+0.0014162i,0.00077162+0.0017059i,0.0013843+0.0013204i,0.0012812+0.0014577i,0.00080838+0.00113i,0.0008443+0.0017247i,0.0017675+0.001693i,0.0019095+0.00054684i,0.00095839+0.00037166i,-4.4144e-05+0.00083764i
0.0012589-0.0069724i,0.0017944-0.0057789i,0.0034663-0.0022107i,0.0057484-0.0025256i,0.0056068-0.0046213i,0.0016596-0.0067753i,-0.0044683-0.0067494i,-0.008062-0.0031948i,-0.0051921+0.00061867i,0.00036801+0.00067824i,0.0025433-0.0011898i,0.002182-0.0019826i,0.002166-0.0014741i,0.0020561-0.00073672i,0.0013413-0.00024267i,-0.00011754+0.00077986i,-0.0020868+0.0019618i,-0.0021753+0.0023082i,-0.00061238+0.0020302i,0.00010942+0.0020546i,-1.9292e-05+0.0022764i,-0.00014921+0.0021617i,-0.0010258+0.0008559i
