0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
-0.001289+0.0010841i,0.0021383+0.0022479i,0.0035912+0.0035409i,0.0028079+0.0027829i,0.0024017+0.0014897i,0.0020843-6.3351e-05i,0.0013484-0.00046443i,0.0016921+0.00084388i,0.003061+0.0023013i,0.0054463+0.0023866i,0.0076433+0.0022391i,0.0077621+0.0031803i,0.0075339+0.0031439i,0.0067089+0.0009951i,0.0042474-0.00043266i,0.0029952+2.2154e-05i,0.0034278+0.0011299i,0.0028072+0.00083962i,0.0013264-0.00064645i,0.00085031-0.0005985i,0.00013509-9.5958e-05i,-0.00093615-0.00090817i,-0.00049368-0.0016633i
0.0010496+0.0018157i,-0.00035724+0.0014328i,-0.0029718+0.00087087i,-0.0039038+0.001271i,-0.0019723+0.00099027i,-0.00076984-0.00082561i,-0.00055622-0.00096895i,0.0013417+0.000375i,0.0036972+0.0012876i,0.0033805+0.0022288i,0.00090352+0.0044857i,-0.0012396+0.0074108i,0.00021554+0.0084735i,0.0029492+0.0065112i,0.0025132+0.0038448i,0.0010815+0.0036291i,0.00052594+0.0047134i,0.00046433+0.0043553i,0.00020243+0.002573i,0.00044066+0.0013338i,0.00089021+6.6139e-06i,0.001016-0.0011603i,0.00079983-0.0011686i
-0.0010918+0.0020012i,-0.0012734+0.0031348i,-0.00011715+0.0033433i,0.00024649+0.00098147i,-0.00075294-0.0016934i,-0.0014498-0.001629i,-0.0011726-0.0008732i,-0.0010318-0.00081415i,-0.001952-0.0014229i,-0.0044199-0.00039257i,-0.0071213+0.00049394i,-0.0078725+0.00067007i,-0.0066549+0.0014773i,-0.0036595+0.0023486i,-0.0016296+0.0026699i,-0.001701+0.0020996i,-0.0023369+0.0017947i,-0.0015387+0.001722i,-0.0006315+0.0016192i,-0.00019683+0.0015507i,0.00065387+0.00098572i,0.0010409+0.00071857i,0.0015649+0.00090177i
-0.0023485-0.0028207i,-0.0027541-0.0035906i,-0.0027924-0.0029338i,-0.0015628-0.0020431i,-0.000151-0.00075659i,4.4413e-05-3.6516e-05i,-0.00052607-0.00011567i,-0.0020085-0.001694i,-0.0033729-0.0039039i,-0.0045913-0.0046165i,-0.0048227-0.005494i,-0.004573-0.007115i,-0.0054461-0.0067646i,-0.005729-0.0040629i,-0.0049018-0.0015553i,-0.003685-0.0020306i,-0.0025719-0.0041939i,-0.0019394-0.0043057i,-0.0013904-0.0029683i,-0.0015887-0.0012476i,-0.0015786-0.00030256i,-0.00034737+0.0008728i,-8.8293e-05+0.0017134i
0.0047237-0.0022134i,0.0062278-0.0014199i,0.0051594-0.0015948i,0.0022542-0.00028262i,0.00089993+0.0021204i,0.0018019+0.002i,0.0012952-0.00030062i,-3.956e-05-0.0029126i,-0.0010779-0.0039693i,-0.00072566-0.0038019i,0.0023396-0.0042684i,0.0051453-0.0052691i,0.0044005-0.005948i,0.0013355-0.0055365i,-0.00024826-0.0038303i,0.0011336-0.0036658i,0.0022629-0.0047177i,0.0021283-0.0045624i,0.0014182-0.0034269i,0.00085322-0.0022615i,0.00017309-0.0015069i,-0.000553-0.0002878i,-0.0007926+0.0011366i
-0.0018981+0.0032579i,-0.0045598+0.0031621i,-0.0038652+0.0017847i,-0.0013421+0.0011608i,-0.00013363+0.00062667i,-0.00070621+0.00031784i,-0.00080894+1.6131e-05i,0.00058578+0.0013092i,0.0024646+0.0031351i,0.0046186+0.0030091i,0.0055062+0.0035509i,0.0051859+0.0044314i,0.0051991+0.0033575i,0.0055603+0.00085472i,0.0045748-0.0015431i,0.0034927-0.0023448i,0.0038498-0.0016894i,0.0036619-0.0011328i,0.0025747-0.0011763i,0.0018778-0.00097317i,0.00091462-0.00040934i,-0.00039308-0.00013215i,-0.00059233+0.00011754i
0.00039394+0.0017618i,0.0018353+0.0013284i,0.002727+0.0016872i,0.0013703+0.00034567i,-0.0011619-0.0010805i,-0.0028639-0.0014335i,-0.0012845-0.001213i,0.001188+0.00024186i,0.0024658+0.0030912i,0.0029864+0.0042412i,0.0018208+0.0052527i,-0.00049454+0.007281i,-0.00065774+0.0076439i,0.0014973+0.005376i,0.0024145+0.0034999i,0.001984+0.0035279i,0.0020746+0.0040113i,0.0024282+0.0036365i,0.0021416+0.0027683i,0.0013594+0.0014669i,0.00062513-0.00013401i,0.00053894-0.00098487i,0.0013047-0.0011183i
0.0011448-0.0036022i,-0.00021727-0.0043276i,-0.0014449-0.0034393i,-0.002603-0.00082751i,-0.0022254+0.00052015i,-0.00099276+0.00029453i,0.00081798-7.1053e-06i,0.0020795-0.00015824i,0.0008955-0.0008223i,-0.0018973-0.0015112i,-0.004958-0.0015099i,-0.0063455-0.00042887i,-0.0047945+0.0018629i,-0.0019534+0.0030957i,0.00024807+0.0028456i,0.00012323+0.002463i,-0.00066153+0.0025422i,-0.00091343+0.0026924i,-0.0011799+0.0025564i,-7.6678e-05+0.0022035i,0.0010761+0.00081286i,0.0015989-0.00015955i,0.0017713+1.022e-05i
0.0027471+0.00012451i,0.0023555+0.00036908i,0.0013357-0.00060401i,-0.0011615-0.00096201i,-0.0023954-0.0012169i,-0.0017194-0.001594i,-8.1622e-05-0.0018044i,0.00031013-0.0024989i,-0.0012774-0.0039066i,-0.0029793-0.0053477i,-0.002496-0.0063776i,-0.0020027-0.0071092i,-0.0035809-0.0065829i,-0.0045351-0.0039177i,-0.0030683-0.001087i,-0.0020222-0.0003976i,-0.0027538-0.0010787i,-0.0030096-0.00095607i,-0.0023827-0.00051339i,-0.0011156-0.00021976i,0.00017197+0.00076008i,0.00036823+0.0010344i,0.00049649+0.00059324i
-0.0055824-0.0022569i,-0.0080946-0.0023413i,-0.0070182-0.0025311i,-0.0032617-0.0021349i,-0.0012612-0.001221i,-0.00040935+0.00081074i,-0.00076872+0.0014889i,-0.002027-0.00060839i,-0.0029685-0.0036676i,-0.0010449-0.0039119i,0.0022598-0.0027691i,0.0045475-0.0034363i,0.0036304-0.0040226i,-0.00025138-0.0036711i,-0.0021471-0.0031095i,-0.0021473-0.0029315i,-0.0023771-0.0029782i,-0.0020851-0.0028513i,-0.0017035-0.0017701i,-0.0017511-0.00074834i,-0.0020202+1.4086e-05i,-0.0012683+0.00037092i,-0.00035435+0.00089392i
0.001731+0.0010543i,0.005023+0.0016374i,0.0060965+0.003579i,0.0040583+0.0029268i,0.0028333+0.0022869i,0.0019896+0.0022035i,-0.00021604+0.00093736i,-0.001889-0.0010607i,-0.0016098-0.0013481i,-3.9149e-05+0.0014316i,0.0017538+0.0045432i,0.0025747+0.0053522i,0.0029236+0.0032158i,0.0024223-0.00015057i,0.0011049-0.0024955i,0.0006026-0.0027309i,0.0015398-0.0027737i,0.0026322-0.0030549i,0.0019692-0.0027088i,0.00038744-0.0018699i,-0.00078213-0.00048602i,-0.0013242-0.00035743i,-0.0012066-0.00044042i
0.0031799+0.0014815i,0.001382-0.00087265i,-0.00017444-0.0037839i,-0.0010631-0.0035528i,-0.0015206-0.00171i,-0.0013746-0.0017363i,-0.0011286-0.0019399i,1.9177e-05-0.0012122i,0.001502-0.00010043i,0.00045038+0.002003i,-0.0025895+0.003744i,-0.0038986+0.0046583i,-0.0013208+0.0051184i,0.0024889+0.0042761i,0.0033967+0.0018563i,0.0024796+8.3533e-05i,0.0032057-0.00075594i,0.0042581-0.00089195i,0.00323-0.00052255i,0.0015136-0.00041113i,0.00022034-0.00069761i,0.00044601-0.0020376i,0.00042511-0.00248i
-0.00073231+0.0012718i,-0.0012035+0.0018758i,-0.00094276+0.0033066i,-0.0014629+0.0029936i,-0.0021799+0.00089654i,-0.0017984-0.00095756i,-0.00012945-0.0014335i,0.0015782+0.00025888i,0.0026292+0.001267i,0.0021589+0.00031033i,-0.00080901-0.0014621i,-0.0039221-0.0015054i,-0.0039508+0.00088024i,-0.00031877+0.0030938i,0.0018392+0.0032736i,0.0012782+0.0026708i,0.0013233+0.0028905i,0.002492+0.002467i,0.0024005+0.0017201i,0.0016039+0.0010483i,0.001295+0.00043833i,0.0012372-0.00026279i,0.0014034-0.0010454i
-0.0018349-0.0031711i,-0.0045525-0.0025214i,-0.0048185-0.0010297i,-0.0045077+0.0003237i,-0.0044016+0.00049661i,-0.0026738+0.00038221i,0.0014591+0.0010547i,0.004267+0.0012896i,0.0043264+0.00015529i,0.0028275-0.0019789i,0.0022249-0.0039326i,0.001789-0.0046989i,0.00038071-0.0039228i,-0.00047205-0.0009166i,-0.00091943+0.0018456i,-0.00086534+0.0023517i,-0.0010054+0.0018706i,-0.0008169+0.0015575i,-1.3284e-05+0.0023039i,0.00087438+0.0029558i,0.001234+0.0020607i,0.00087192+0.0008344i,0.00095338+0.00026657i
0.0051397+0.0043142i,0.0072418+0.0026343i,0.0064391+0.0012263i,0.0039183-0.001164i,0.0015303-0.0022636i,2.3546e-05-0.0018418i,0.00020884-0.00084488i,0.0007151-0.00019092i,0.0010454-0.00078174i,0.002789-0.00087556i,0.0049678+0.00072798i,0.0061777+0.0005503i,0.003946-0.0022333i,-0.00032761-0.0027486i,-0.0019605-0.0003776i,-0.0016682+0.001492i,-0.0015286+0.00057021i,-0.0024211-0.00026725i,-0.0025353+0.00096195i,-0.0014278+0.0017825i,-0.00083601+0.0012444i,-0.00055705+0.00086055i,-0.00035323+0.00069673i
-0.003336+0.0022963i,-0.0032056+0.0012896i,-0.0021898-4.4426e-05i,-0.0013616-0.00049559i,0.00017648-0.00064838i,0.0010275-0.0014018i,-0.00011178-0.0015506i,-0.0024455-0.0013701i,-0.0033745-0.0013132i,-0.0035914+0.00074906i,-0.0038597+0.0041628i,-0.0019399+0.0055927i,0.0013964+0.0029751i,0.0016598-0.001113i,-0.00061548-0.0018132i,-0.0017506-0.00087621i,-0.0020762-0.0010324i,-0.0022728-0.0018665i,-0.002023-0.0014241i,-0.0017363-0.00061702i,-0.00168-0.0001706i,-0.0013854-0.00044547i,-0.00085221-0.00072314i
0.0015565-0.0023561i,0.0017388-0.0012926i,0.0015079-0.00024224i,0.0023844-0.00037239i,0.0025924-0.00079844i,0.00038776-0.0014765i,-0.0017858-0.0014866i,-0.0028043-0.001677i,-0.0036497-0.0021732i,-0.0045814-0.0016604i,-0.0066915+0.00017944i,-0.0075271+0.0019888i,-0.0041906+0.0035631i,-0.00050427+0.002816i,0.00017834-0.00052915i,-0.00038989-0.0022215i,-0.00013476-0.0023406i,0.00066944-0.0025783i,0.0005363-0.0024759i,-0.00067145-0.0019432i,-0.0010981-0.0013388i,-0.00019773-0.00096694i,0.00032216-0.0011217i
0.0018034+0.0027167i,0.0010707+0.0033581i,-0.0002085+0.0039561i,0.00023097+0.004414i,0.00081514+0.0037199i,-0.00021905+0.0020179i,-0.0005905-0.00065986i,-5.3723e-05-0.0022154i,0.00056948-0.0015593i,0.0010913-0.0017786i,-0.00012168-0.0040212i,-0.002912-0.0041614i,-0.0034584-0.00040345i,-0.0013281+0.0019151i,0.0011662+0.00048048i,0.00172-0.001119i,0.0017249-0.001284i,0.0021762-0.0007962i,0.0013765-0.00047529i,0.00087489-5.8461e-05i,0.0014288-0.00040069i,0.001897-0.00075493i,0.0015238-0.0001307i
-0.00329-0.00044771i,-0.0039442-0.0010953i,-0.0041797-0.00081455i,-0.0045513+0.00066507i,-0.0038673+0.0023445i,-0.0016985+0.0024364i,0.0013181+0.00066875i,0.0031457-0.00077241i,0.0035134-0.00027049i,0.0047001-0.0005052i,0.0055425-0.0026372i,0.0038771-0.0043736i,0.001176-0.0029256i,-0.0005528-0.00050469i,0.00077523+0.0002929i,0.0024705-6.5228e-05i,0.0024385-0.00082718i,0.0025697+2.7203e-05i,0.0032177+0.0011946i,0.003271+0.0016619i,0.0016813+0.001695i,0.0003934+0.00173i,0.00062967+0.0016318i
-0.00014133-0.0012126i,-0.00094568-0.001566i,-0.00083613-0.00013849i,-0.0010932-0.00059509i,-0.00098808-0.0022416i,0.00074623-0.0029377i,0.0031141-0.0023573i,0.0042529-0.00057388i,0.0036461+0.0011262i,0.0032679+0.0014063i,0.0045292+0.0024514i,0.0050293+0.003157i,0.0035276+0.00066049i,0.0011256-0.0013535i,-0.00014086-0.00047655i,0.00036361+0.0010223i,0.00065043+0.0020556i,0.00017733+0.0029005i,-2.1114e-05+0.0033146i,0.00059677+0.0024433i,0.00082077+0.00099212i,-0.00012297+0.00054716i,-0.00024469-8.7381e-05i
0.0026671+0.0017036i,0.0042215+0.0010843i,0.0041173+0.00079202i,0.0013019-0.00086165i,-0.00086138-0.0030025i,-0.0013233-0.0027812i,-0.00010487+0.00050642i,0.0011114+0.0027018i,0.00081504+0.0021086i,-0.001538+0.0022226i,-0.0029925+0.004231i,-0.0010797+0.0056283i,0.0014591+0.0036818i,0.0021297+0.0014499i,0.00058358+0.001663i,-0.00059016+0.0025036i,-0.00086714+0.0028475i,-0.0012452+0.0017296i,-0.0012875+0.00080116i,-0.0010673+0.0005773i,-0.0002897-9.6338e-05i,-0.0001866-0.00055172i,-0.00035408-0.0005677i
-0.00016886+0.0041718i,0.0028726+0.0029347i,0.0040973+0.00087989i,0.0035661-0.00051995i,0.0031884-0.0010228i,0.0022683-0.00071217i,0.00014408+0.0014359i,-0.0023966+0.0024657i,-0.003496+0.00062089i,-0.0053261-0.0013549i,-0.0076414-0.0017048i,-0.0075171-0.00056449i,-0.004435+0.0013817i,-0.0012582+0.002137i,-0.00087995+0.001056i,-0.0019148+0.00022632i,-0.0021986-0.00032134i,-0.0027802-0.0014954i,-0.0035241-0.0015316i,-0.0024181-0.00053809i,-0.0015583-0.0006377i,-0.00087353-0.0014525i,0.00063389-0.001477i
-8.96e-05-0.0020477i,-0.0011499-0.00010637i,0.00064592+0.0013779i,0.0023955+0.0014695i,0.0031788+0.00071534i,0.00058125+2.3542e-05i,-0.0034321-0.00056641i,-0.0049638-0.0014965i,-0.0035204-0.0024596i,-0.0014489-0.0032767i,-0.0021417-0.0037748i,-0.0047503-0.0032629i,-0.0044732-0.0011215i,-0.0014292+0.00065383i,0.00053718-0.00052987i,8.8782e-05-0.0025846i,-0.00094785-0.0038913i,-0.0012895-0.0041181i,-0.0013243-0.0034301i,-0.0011172-0.0018641i,-0.00047289-0.00031548i,-0.00015611-0.00044028i,-0.00012866-0.00044304i
-0.0092631-0.011075i,-0.014816-0.0080186i,-0.022589-0.0027075i,-0.018687+0.0049299i,-0.011868+0.011049i,-0.0041402+0.011111i,-0.00041544+0.0022837i,-0.0017497-0.0050735i,-0.0039405-0.0042297i,-0.0028927-7.0517e-05i,0.0022847+0.0012589i,0.0045022-0.00079954i,0.0030951-0.0029493i,0.0018947-0.0033188i,0.0011022-0.0035939i,7.349e-05-0.0041666i,0.00026952-0.0036726i,0.0023011-0.0019714i,0.00339-0.00046454i,0.0020808-0.00054841i,0.00067425-0.00062589i,-0.00011934+0.00023241i,-0.00085954+0.0010541i
-0.0017297-0.0013504i,-0.0020094-0.00063186i,-0.0047715+0.0018098i,-0.0065309+0.0051321i,-0.0065322+0.0065757i,-0.0029079+0.0021469i,0.0019777-0.0042355i,0.0032152-0.0063158i,0.0018001-0.0032713i,0.00070509+0.0013464i,0.0018964+0.0037063i,0.00322+0.0026912i,0.0032977-0.00038116i,0.0023494-0.0025576i,0.0023835-0.0021051i,0.0034742-0.0014518i,0.0034907-0.0012125i,0.0037079-0.00031204i,0.0041159+0.00086782i,0.0031668+0.0012744i,0.001313+0.00044829i,6.6143e-05-6.48e-05i,-0.00087207+9.2791e-05i
-0.003291-0.0005556i,-0.0028426-0.00053454i,-0.0032005+5.9418e-05i,-0.0032906+0.00088907i,-0.0024979+0.0011627i,0.0014879+0.00089513i,0.0071082+0.0002265i,0.0087399-0.00022432i,0.0060991-0.0013956i,0.0013104-0.0011855i,-0.0020484+0.0019996i,-0.001041+0.0039686i,0.0016568+0.0032937i,0.0027645+0.0010348i,0.0029127+0.00065883i,0.0031477+0.0028378i,0.0036117+0.0037419i,0.0032019+0.0037399i,0.002289+0.0030744i,0.0022174+0.00091431i,0.0021491+7.1086e-05i,0.0013025+0.00019253i,-0.00015305-0.00092665i
0.0015335+0.0025554i,0.0010359+0.0011784i,5.2406e-06+7.3846e-05i,-0.00029571-0.00027988i,-0.00059518-0.0014627i,0.00071357-0.00049451i,0.0038496+0.0039359i,0.0054227+0.0060457i,0.0046016+0.003196i,0.0023808-0.0015553i,-0.00064966-0.003063i,-0.0025826-0.00074146i,-0.0024667+0.0016855i,-0.00051118+0.0030678i,0.00076501+0.0035808i,0.00064176+0.0033667i,-0.0001646+0.0032819i,-0.0017612+0.0038815i,-0.0022782+0.0037252i,-0.0011936+0.0023962i,0.00033373+0.00079433i,0.001108-0.0006198i,0.0020261-0.001164i
0.00063662-0.0010639i,0.00023754-0.0020083i,0.001621-0.0023832i,0.0028816-0.0011184i,0.0023338+0.00063143i,-0.00027089+0.0029941i,-0.0041298+0.0051779i,-0.0048801+0.0056816i,-0.002709+0.0041314i,-0.00057354+0.000934i,0.0010607-0.0012316i,0.00023824-0.0012257i,-0.0016322+3.2902e-05i,-0.0018312+0.0012768i,-0.0018011+0.0012523i,-0.0024933+0.0018543i,-0.002738+0.001479i,-0.0029107+8.3018e-05i,-0.0026768+5.2913e-06i,-0.0020218+0.0012701i,-0.0012864+0.00090405i,0.00044725+0.00012515i,0.0016599+8.4538e-05i
-0.00035959+0.001707i,-0.00089244+0.0039054i,-0.003017+0.0060877i,-0.0028836+0.0049244i,-0.002335+0.001482i,-0.0050822-0.0017025i,-0.0092682-0.0044605i,-0.010587-0.0048871i,-0.008209-0.0021735i,-0.0041316+0.0012024i,-0.00017828+0.0026018i,0.0013057+0.00098809i,0.00020388-0.0015934i,-0.0013566-0.0018792i,-0.001746-0.0017543i,-0.0022128-0.0023835i,-0.0024043-0.0019708i,-0.0017243-0.0018355i,-0.0015425-0.0028218i,-0.0019712-0.0027781i,-0.0014652-0.00090235i,-0.00032349+0.00033818i,-0.0002712+0.00067321i
0.0023184-0.00062021i,0.0019788-0.0013457i,0.00028406-0.0015584i,-0.0017396-0.00093161i,-0.0033422-0.0016172i,-0.0037628-0.0049446i,-0.0040521-0.0093937i,-0.0048572-0.01169i,-0.0052678-0.0082747i,-0.0053583-0.002169i,-0.0045144+0.0013885i,-0.0018726+0.0011509i,0.00069453-0.00073635i,0.00038068-0.0024276i,-0.00064086-0.0024063i,-0.00045824-0.0027509i,-0.00038271-0.0046887i,0.0002619-0.0052966i,0.0017949-0.0039413i,0.00064703-0.0014089i,-0.0013685+3.9858e-05i,-0.0019623+7.2546e-05i,-0.002274+0.00057061i
-0.0021995+5.8077e-05i,-0.0020182+0.00053854i,-0.0031832+0.0012456i,-0.003962+0.0014i,-0.00116+0.0011881i,0.0052218-5.3997e-05i,0.0096298-0.004327i,0.008637-0.0070852i,0.0046552-0.0068238i,0.0013288-0.0055688i,-0.00088703-0.0034203i,-0.0017797-0.00095496i,-0.00058782-0.00078224i,0.0013521-0.0018955i,0.0021179-0.0018407i,0.0023882-0.0017285i,0.0034903-0.0020951i,0.0041581-0.0013969i,0.0034063+0.0001695i,0.002006+0.00038614i,0.0018229-0.00082354i,0.001256-0.0012439i,-0.00025324-0.00093266i
0.00059751-0.00041772i,0.00037415-0.0023812i,0.00085377-0.0038343i,0.0011561-0.0030781i,0.0024449-0.00014266i,0.006124+0.0027325i,0.010798+0.004864i,0.012521+0.0044185i,0.0096424+0.00093079i,0.0059262-0.0021335i,0.0032806-0.0028964i,0.0007898-0.002519i,-0.00042238-6.0657e-05i,0.00070623+0.0020073i,0.0032912+0.0020398i,0.0052749+0.0017897i,0.0055569+0.0014916i,0.0052508+0.00084141i,0.003792+0.0014284i,0.0018494+0.0019508i,0.0014577+0.00075796i,0.0010758+0.00015811i,0.0005823-0.00068181i
0.00204+0.0008168i,0.0014285+0.00041736i,0.0014222+0.0013358i,0.0016703+0.0027032i,0.00033036+0.0033167i,-0.002576+0.0054157i,-0.0019338+0.010165i,0.001887+0.01171i,0.0045238+0.0080937i,0.0038563+0.0047676i,0.0025418+0.0037067i,0.0014754+0.0026051i,0.00018636+0.0026432i,0.00057719+0.0040546i,0.0016444+0.0043218i,0.0018699+0.0038034i,0.0014099+0.0039638i,0.00039869+0.0034186i,-0.0002596+0.0019421i,-0.00037336+0.0011886i,0.00011733+0.0010699i,0.00066521+0.00030007i,0.0016419-0.00038532i
0.00055294-0.00074627i,-0.00074156+0.00097216i,-0.0031906+0.003295i,-0.0051216+0.0033859i,-0.0076446+0.002006i,-0.0099792+0.0017479i,-0.011566+0.002022i,-0.010055+0.0028221i,-0.0052426+0.0037749i,-0.0020899+0.0043935i,-0.0014277+0.0053342i,-0.00071863+0.004446i,9.4942e-05+0.0020416i,-0.00013167+0.0012857i,-0.00062702+0.0015112i,-0.0015493+0.0024884i,-0.0024532+0.0029807i,-0.0023675+0.0019074i,-0.0023165+0.00086549i,-0.0019836+4.8192e-05i,-0.0013802-0.00051276i,-0.00064369-0.00064096i,0.00038319-0.00054455i
-0.0017982+0.0011801i,-0.0012476+0.0019261i,-0.0015204+0.0029628i,-0.0038324+0.0024621i,-0.004515-0.0021847i,-0.0048795-0.0079839i,-0.0082999-0.010522i,-0.0099467-0.0091788i,-0.0078383-0.0057251i,-0.0054772-0.0030395i,-0.0048795-0.00178i,-0.0034397-0.0010321i,-0.0012949-0.0013935i,-0.0014156-0.001301i,-0.0031031-3.5483e-05i,-0.0048532+0.00039172i,-0.0048716+0.00012702i,-0.0032341-0.0002667i,-0.0020269-5.9144e-05i,-0.0014372-0.00014897i,-0.0010966-0.0013476i,-0.0010164-0.0011868i,-0.00079746-0.00076332i
-0.00023747-0.00065745i,-2.6585e-05-0.0010636i,-0.00067603-0.001222i,9.3257e-05-0.0033339i,0.0027133-0.0052676i,0.004262-0.0084222i,0.0035526-0.011995i,-0.00018078-0.01245i,-0.0031516-0.010074i,-0.0025994-0.0076828i,-0.0015565-0.0061402i,-0.0024878-0.0041302i,-0.0028821-0.0024268i,-0.0020534-0.00211i,-0.001507-0.0028619i,-0.0014382-0.0039263i,-0.0010062-0.0044653i,-0.00087193-0.003434i,4.5693e-05-0.0015859i,0.00066528-0.00049515i,-0.0004999-0.00070535i,-0.0013904-0.0011304i,-0.0011994+6.8898e-05i
-0.00052512+7.8141e-05i,-0.0010715-1.8008e-06i,-0.001143-0.0014299i,0.00026794-0.002013i,0.0039605+0.0014381i,0.0080075+0.0039765i,0.010613+0.0015495i,0.0096246-0.0013603i,0.0049293-0.0024014i,0.0021907-0.0019711i,0.0022634-0.0016845i,0.0016114-0.0017416i,0.00086226-0.0014253i,0.00097182-0.0025084i,0.0015396-0.0034498i,0.002196-0.0041853i,0.0030653-0.0049123i,0.0033218-0.0041598i,0.002418-0.0018002i,0.0011704-0.00039577i,-0.00056202-0.00035845i,-0.0020517-0.00029007i,-0.0019792-0.00058152i
0.0004652-0.0008682i,0.0001718-0.0012012i,0.00145-0.00032668i,0.0033527+0.0025135i,0.0022714+0.0070319i,0.0021927+0.0095112i,0.0059869+0.0096697i,0.0094687+0.007305i,0.0074898+0.0038595i,0.0028902+0.0027112i,0.0019026+0.0038123i,0.0017639+0.003532i,0.0014595+0.0013703i,0.0021371+0.00037774i,0.0034412-4.0064e-05i,0.0048374-0.00026314i,0.0057399-0.00062141i,0.005083-0.0012336i,0.0031646-0.00072803i,0.0017289+0.00062974i,0.0012503+0.00014952i,0.00083093-0.0014587i,0.00040876-0.0017798i
0.0024959+0.0015899i,0.0038782+0.0014165i,0.0054463+0.0027124i,0.0024106+0.0043377i,-0.0038403+0.0028401i,-0.0071993+0.0014183i,-0.0048772+0.0029691i,1.9791e-05+0.004142i,0.00369+0.0028048i,0.0019658+0.0013552i,-0.0013891+0.0026264i,-0.00031403+0.0043421i,0.0021421+0.0046842i,0.0023011+0.0038756i,0.0025682+0.0032941i,0.0031752+0.0042149i,0.0029118+0.0046051i,0.0021241+0.0036529i,0.0013308+0.0018103i,0.00072537+0.00092129i,0.0004316+0.00039411i,0.00092445-0.00033466i,0.0021414-0.00068247i
0.0018532-0.0014091i,0.001827+0.001097i,-0.0018225+0.0054229i,-0.0066337+0.0068248i,-0.0087031+0.0012164i,-0.0089536-0.0039401i,-0.0098611-0.0034636i,-0.0080775-0.0018186i,-0.0023933-0.0019803i,0.00026635-0.0036899i,-0.0018185-0.0039336i,-0.003314-0.00025978i,-0.0019047+0.0035392i,-0.00049664+0.0048379i,-0.00058824+0.0051508i,-0.0010034+0.0051303i,-0.0010288+0.0042922i,-0.00039377+0.0036103i,0.00058781+0.0024809i,0.00135+0.0014315i,0.0012879+0.0010765i,0.0012298+0.00042312i,0.0019385-3.9945e-05i
-0.00016703+0.0014181i,-0.0032695+0.0018598i,-0.0070179+0.0011941i,-0.0081796-0.0015213i,-0.0041067-0.00316i,-0.00085646-0.0032199i,-0.0040947-0.004554i,-0.0079383-0.0039707i,-0.0064871-0.002013i,-0.0020431-0.0026125i,0.00023096-0.0036755i,-0.0013666-0.0023512i,-0.0032907-0.00070956i,-0.0034573-0.00050811i,-0.0036628-1.4413e-07i,-0.0039959+0.00089028i,-0.0037553+0.00099343i,-0.0031071+0.00065703i,-0.0019302+0.0011546i,-9.0146e-05+0.0010548i,0.00048825+0.00082643i,-0.00047811+0.001056i,-0.0011725+0.00014264i
-0.0013964-0.0008119i,-0.0037615-0.0028969i,-0.0035615-0.0056545i,-0.00087901-0.0077299i,0.0024737-0.0065677i,0.0041848-0.0045167i,0.0035132-0.0039081i,0.00021613-0.0033298i,-0.0031451-4.8994e-05i,-0.0019304+0.0030779i,0.00074825+0.0023108i,5.4666e-05-0.00085698i,-0.0022387-0.0025576i,-0.0027925-0.0032241i,-0.0028604-0.0036906i,-0.0032513-0.0035736i,-0.003025-0.0027984i,-0.0030097-0.0022857i,-0.0026847-0.0023339i,-0.0017591-0.0017005i,-0.0015056-0.00046999i,-0.0021037-0.00010144i,-0.0022406+0.0003824i
-0.0012562-0.0032972i,-0.0011027-0.006416i,0.00034717-0.0088085i,0.0023955-0.0081168i,0.0024406-0.0024943i,0.0021078+0.001126i,0.0046849-0.00079459i,0.0059744-0.0027689i,0.0018431-0.0018849i,-0.002116+0.0022444i,-0.0020288+0.0044003i,0.00085063+0.0012511i,0.0027197-0.0028459i,0.0017695-0.0042676i,0.00076444-0.0041217i,0.00042606-0.0040052i,0.0011652-0.0033008i,0.0012274-0.00223i,-0.00038881-0.0021649i,-0.00086517-0.0014774i,-0.00068022-0.0004256i,-0.0011296-0.00061826i,-0.00076167-0.0014212i
0.0043726-0.00027544i,0.0070136+7.9004e-05i,0.0092102+0.00063787i,0.0079616+0.0026854i,0.0027796+0.0038869i,-9.4457e-05+0.0024931i,0.002845+0.00071526i,0.0080751-0.0019424i,0.0085958-0.004953i,0.0029664-0.0060112i,-0.0010455-0.0038212i,0.0013324-0.00071183i,0.0042973+0.001241i,0.0054949+0.0011623i,0.0056426-0.00016085i,0.0051916-0.0011559i,0.0046223-0.0013058i,0.0038838-0.00065855i,0.0032014-0.00047131i,0.0019871-0.0010817i,0.0008597-0.0012635i,0.00079543-0.00093959i,0.00071683-0.00063907i
