-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
0.00068948-0.00082526i,0.00011261-0.00049575i,-0.00075808-0.00064032i,-0.0012947+0.00085438i,-0.00098148+0.0016609i,-0.00010509+0.0008029i,0.0006159+0.00047349i,0.00034841+0.00012477i,-9.3821e-05-0.00022839i,2.336e-05-0.00060245i,-2.0147e-05-0.00074024i,-0.00016658-0.00030856i,3.3356e-05+0.00060389i,0.00047352+0.00075163i,0.00091526+0.00027159i,0.00017016-0.00046776i,0.00011901-0.00085317i,9.5339e-05+0.00014712i,-0.00054446+0.00057339i,-0.00015476+0.00023841i,0.00010642+0.00034917i,0.00015159+0.00089173i,-2.7299e-05+0.00029677i
0.00019468+0.0021517i,-0.00022349+0.00085155i,0.00031182-0.00015942i,0.00041797-0.0005712i,0.00061061-0.00040406i,0.00078093-0.0002275i,0.00073868-7.6798e-05i,-0.0003345+0.00038531i,-0.0002141+0.0012606i,0.00025406+0.0015387i,0.00020541+0.00073605i,-0.00048586+0.00092178i,0.00025393+0.0012854i,0.00064049-3.7312e-05i,0.00053037-0.001012i,0.0013091-4.831e-05i,0.00066521+0.00091495i,3.2119e-05+0.00079732i,-0.00035896+0.00083561i,-0.00036286+0.00087766i,-8.0265e-05+0.00026323i,-0.00051042+1.6289e-05i,-0.00045749+4.7375e-05i
0.00049787-0.00043925i,0.00045866+0.0003899i,-0.00026449+0.0017686i,-8.7409e-05+0.00075698i,0.00069916-0.00035789i,0.00085894-0.00095224i,-0.00020953-0.0013589i,-0.0010057-0.00085228i,-0.00059587+0.00027057i,-0.00028584+0.00021659i,-0.0005693-0.00055622i,-0.0010452-0.00043065i,-0.00027848+4.712e-05i,0.00018353+0.0002982i,0.00077133-0.00075187i,0.0014653-0.0011172i,0.00073312-0.00047086i,0.0003326-0.00038509i,0.00035214-0.00036697i,-1.1441e-05-0.00018387i,-0.00049203-0.00030812i,-0.00064267+0.00045467i,-0.00024196+0.0011477i
0.00057786-0.0014349i,-6.4058e-05-0.00038415i,-0.00037627+0.0011009i,0.00022863+0.001345i,0.00058808+0.0011463i,0.00085421+8.4752e-05i,0.00052036-0.00037512i,0.00050478-0.00055122i,0.00095591-0.00086857i,0.00045499-0.00049267i,0.00028472-0.00056171i,-1.4061e-05-0.00051863i,-0.0010534+0.00014487i,-0.00075587+0.00038267i,-0.00010676+0.00078758i,-0.00011155+0.0016411i,0.00015177+0.0011667i,-8.147e-05+1.6374e-05i,-0.0001621-0.000862i,0.00010505-0.00096267i,0.00023301-0.00012236i,5.3268e-05+0.00040633i,-5.5106e-05+0.00064619i
-0.00042595-0.0014313i,-0.00043893-0.00075038i,-0.00078566-0.00027948i,-0.0010685+9.1868e-05i,0.00032558+0.00084271i,0.002181+0.00077142i,0.0022778-0.00013156i,0.00094988-0.00039068i,0.00049509-0.00041672i,0.00040502-0.00021764i,-0.00034603+0.00014624i,-0.00023872-1.4109e-05i,0.000198-0.00036428i,0.00033215-0.00075753i,0.00049488-0.00037766i,0.00050441+0.00062925i,0.00073666+0.00040206i,0.0014097-0.00018218i,0.0015823-0.00059936i,-0.00011395-0.00092365i,-0.0012539-0.0008397i,-0.00056627-0.0009585i,5.4388e-05-0.0011605i
-0.00065819-0.00082598i,-0.0013994-0.00060287i,-0.00076145+0.00026691i,0.00023354+0.0012572i,0.0010624+0.0010763i,0.0011667+0.00034241i,0.00048854+2.0321e-05i,-0.00085522+7.2937e-05i,-0.0012165+5.9324e-06i,-1.8644e-05+9.6379e-05i,0.00036751+0.000834i,0.00039295+0.0011117i,0.00012876+0.00030264i,-0.00030658-6.3517e-05i,-0.0002457+0.00030422i,-9.6461e-05+0.00029374i,-9.2463e-05-9.238e-05i,-3.158e-05-0.00061344i,0.00013775-0.00053619i,0.00012089-0.00015359i,0.00061928-0.00049374i,0.00095746-0.00044629i,0.00034969-0.00044983i
-0.0026832+0.00010313i,-0.0018284-0.00094123i,-0.00082347-0.001024i,-0.00078802+0.0005106i,-0.00023979+0.0017696i,0.00044542+0.0010612i,-0.00060344+9.0489e-05i,-0.0011561-0.00030424i,-0.00086183-0.00039864i,-0.00048497-0.00032174i,0.00056505-0.00017738i,0.00086318+1.626e-05i,0.00039255-0.00010139i,0.00059096-0.00019106i,0.00092609-0.00034593i,0.00063968+0.00017422i,-0.00019346+0.00043491i,-0.0001522-0.00050389i,0.00069514-0.0008239i,0.00062713-0.00059238i,0.00020497-0.00063495i,-0.00045171+0.00027503i,-0.0010761+0.00063236i
-0.0032448-0.0014962i,-0.0037041+0.0012198i,-0.004412+0.0033821i,-0.002983+0.0034895i,-0.00014496+0.0026647i,0.0012379+0.0021687i,0.00056553+0.0012346i,-0.00068082-0.00017512i,-0.00029471-0.00053131i,0.00050341-0.00049628i,0.0008058-0.00041278i,0.0010031-3.7575e-05i,0.00063617-0.00010013i,0.00059648-0.00018104i,0.0005768-0.00028664i,0.00043531-0.0011418i,6.4546e-05-0.0018436i,-0.00025602-0.0013738i,0.00018366-0.0007241i,-0.00022955-0.0004123i,-0.00098216-0.00024299i,-0.0006131-9.9425e-05i,3.4005e-05-0.0006023i
0.001489-0.0004811i,0.001169+0.00088541i,0.0006938+0.001119i,0.0012906+0.00080134i,0.002119+0.00083883i,0.0015506+0.00068007i,0.00064018+0.00057051i,6.8821e-05+0.00047467i,0.00015255+0.00078516i,0.00049829+0.00061419i,-0.00021167-0.00030704i,-0.0010122-1.7742e-05i,-0.0010064+0.00069901i,-0.00053533+0.0001557i,-0.00045474-0.00020409i,6.534e-05+0.00018857i,0.0006891+0.00043765i,0.00015127+0.00049185i,-0.00079796-0.00020368i,-0.0011984-0.00077235i,-0.00091597-0.00053223i,-0.00038155-0.00076055i,-0.00015658-0.00018884i
-0.00035383+0.00025804i,-0.0017493+0.00041857i,-0.0027493+0.00045182i,-0.0020812+0.00077935i,-0.00075632+0.00053716i,1.1174e-05+0.00013668i,0.00063178-0.00045535i,0.0008369+0.00034249i,0.00053615+0.00094244i,-2.4279e-05+0.00024035i,-0.00095448-0.0002497i,-0.00021885+0.00035121i,0.0011818+0.00068079i,0.00065291+0.00042527i,-0.00015465+0.00033047i,0.00048354+0.00043813i,0.0015479+0.00055286i,0.0009655+0.00055737i,0.00024467+4.1521e-05i,0.00034463-0.00031839i,-0.00018597-0.00056209i,-0.00082882-0.0010157i,-0.00020647-0.00089508i
-0.0020445+0.00065028i,-0.0018726+0.0014143i,-0.00070681+0.0022257i,0.00081132+0.0025853i,0.0020317+0.0025181i,0.0021656+0.00133i,0.0010798+0.00014973i,5.7344e-06-0.00044656i,-0.00011709-0.00041091i,1.323e-05+0.00024808i,0.00018552+0.00019635i,0.0006782-0.00056664i,0.00070422-0.00091897i,0.00081158-0.00073369i,0.0002287+7.2881e-05i,0.00010447+0.00094556i,0.00052882+0.0009754i,0.00022967+7.4025e-05i,0.00062718-0.00086442i,0.00052154-0.0010095i,6.4607e-05-0.00011518i,0.00044966-9.0731e-05i,0.00032735-0.00056533i
-0.00032838+0.0012257i,0.00055115+0.0019889i,0.0014089+0.0029354i,0.0009529+0.0031328i,0.00027716+0.0010362i,0.00048561-0.00089046i,0.00013387-0.00093777i,0.00038927-0.00068974i,0.00081827+0.00015814i,0.00039401+0.00025555i,0.00014733-0.00010203i,-0.00033311-0.00021157i,0.00023626-0.00072463i,0.00127-0.00047039i,0.0007002+0.00019397i,0.00039136+0.0002527i,0.00073989-0.00044692i,0.00050314-0.00074502i,0.00029844-0.00068636i,0.00073083-0.00045304i,0.00032314-0.00082833i,-0.00045232-0.00094622i,-0.00035685-0.00037084i
-0.00094979-0.0027087i,-0.0020064-0.0013921i,-0.0034413-0.0011091i,-0.003405-0.00038407i,-0.0014308+0.0011787i,8.5127e-05+0.0014496i,-0.00016332+0.00022596i,-0.00066125-0.00061473i,-0.00022682-0.000323i,0.00013011+9.071e-05i,0.00060351+0.00026168i,0.0011989+0.00066602i,0.0014765-9.5158e-05i,0.0013251-0.00026197i,0.0010426+0.00013128i,0.0010687-0.00044047i,0.0001602-0.00049271i,-0.00032128-0.00023261i,0.00032666-0.00015786i,0.00045237-6.9144e-05i,0.00054362+0.00024895i,0.00010583+0.0005036i,-0.00028115+0.00037862i
-0.002002-0.00045693i,-0.0028323-9.6906e-05i,-0.0044113+0.00037497i,-0.0034458+0.0012884i,-0.0006554+0.0019106i,0.00080221+0.0020496i,0.00011891+0.001011i,-0.00069043+0.00010972i,0.00015562-8.5081e-05i,0.00056164+3.7748e-06i,0.00052746+0.00036917i,0.00042543+0.00073404i,0.00098385+7.0586e-05i,0.0019355-0.00077134i,0.0012755-0.00031571i,-1.5746e-05+0.00030896i,-0.00061873-0.00033512i,-0.00050154+1.3985e-05i,-0.00031123+0.00022822i,-0.0005184-0.00044961i,-0.00050861-1.1849e-05i,-0.00050646+0.00060863i,-0.00030223+0.00046506i
-0.00078767+0.0022221i,-0.00050741+0.0032869i,0.0007372+0.0043157i,0.0016582+0.0025438i,0.0028388+0.00039372i,0.002124-0.00037576i,0.00028481-0.00068995i,-0.00057603-8.8537e-05i,-0.00041113+0.0004064i,0.00060538-7.2555e-05i,0.0016203+0.00019744i,0.0013483+6.2127e-05i,-2.1453e-05+0.00019552i,-0.00067374+9.2091e-05i,-0.0001615-0.00068839i,0.00045053-0.0016884i,0.00023932-0.001098i,-0.00027336+0.00011347i,-0.00055578+0.00046094i,-0.00044616-6.0166e-06i,-0.00028041-0.0010848i,-9.4088e-05-0.0016774i,-0.00041602-0.00097629i
-0.00047447-0.00052132i,-0.00074701-0.00055429i,-0.00039274-0.00059638i,-0.00021002+6.925e-06i,-0.00090477+0.00064374i,-0.00084957+0.001398i,-0.00065171+0.0011032i,-0.00087901+0.00045749i,-0.00018899+0.00039441i,-7.9021e-06+5.6531e-05i,-0.00019919-0.00028438i,-0.0002658+6.9834e-05i,0.00055585+0.00069756i,0.0012657+0.00079162i,0.00062802+0.0013351i,-0.00013889+0.0014202i,-0.00036385+0.00053457i,-0.00014307-0.00054685i,-0.00045778-0.00040086i,-0.00032716-0.00013755i,0.00011744-0.00058373i,0.00051749-0.00048042i,0.00095618-0.00027937i
-0.0013412+6.1878e-05i,-3.7348e-06+0.00052549i,-8.9131e-05+0.0014997i,-0.00035574+0.0024062i,0.00097394+0.0021667i,0.0025968+0.00091077i,0.0022942-0.00017178i,0.00080337-0.00029369i,0.00053065+0.00011756i,0.00041415+0.00038212i,-0.00024571+0.00045781i,-4.1937e-05+0.00074789i,0.00036256+0.00053022i,0.0002864-0.00066222i,0.00041758-0.00052601i,0.00040498+0.00084958i,0.00053264+0.00064526i,0.00017919+8.8797e-05i,-0.00078763+0.00025451i,-0.0010714+0.00036161i,-0.0010739+0.00030836i,-0.00058003-0.00022348i,-0.00049793-0.00087054i
-0.0021061+0.00081551i,-0.0019899+0.0011226i,-0.001738+0.0027119i,-0.00019573+0.0037152i,0.0020528+0.0030835i,0.0027352+0.00030768i,0.0015261-0.0011087i,-0.00026967-0.00053311i,-0.0012148+0.00012995i,-0.0010435+0.00064628i,-0.00059426+0.00082286i,-0.00053581+0.00090426i,-0.00021322-3.5611e-05i,0.00029126-0.00022468i,0.00047309+0.00068701i,0.00015052+0.000186i,-8.583e-05-0.00049931i,0.00012853+8.7614e-06i,0.00029363+0.00043187i,0.00037625+0.00015876i,4.6773e-05-0.000111i,-0.00064961-0.00023709i,-0.00027487+0.0001675i
-0.00072461+0.003263i,0.0016118+0.0018644i,0.0029455+0.0017138i,0.0032097+0.00095814i,0.0034911-0.00037247i,0.0027885-0.001383i,0.00076047-0.0014675i,-9.9149e-05-0.00029418i,0.00017357+0.0005127i,0.00065889+0.00026726i,0.0010618-0.00011883i,0.00054822-0.00069459i,-0.00025969-0.00079411i,-0.00026291-0.00035112i,3.1593e-05-0.00053649i,7.7881e-05-0.00089689i,0.00016556-0.00097778i,0.00057066-0.0010855i,0.00046067-0.00078612i,0.00026047-0.00046454i,0.00033386-0.00015163i,0.00030179-0.00020304i,0.00022482-0.00033649i
0.0014662-0.0048523i,-0.00082184-0.0039136i,-0.0029665-0.0039726i,-0.0032685-0.0012998i,-0.0024321+0.0015624i,-0.0010405+0.0018466i,-0.0005805+0.0011128i,-0.00048979+5.7576e-05i,8.6423e-05-0.00036752i,-9.0696e-05-0.00045562i,-0.00026813-0.00043308i,0.00086582+0.0004663i,0.0019955+0.00077515i,0.0019084+0.00047138i,0.0015584-6.9692e-05i,0.0009188-0.00014347i,0.00016635-0.00025546i,-0.00069169-0.00062786i,-0.00082514-0.00036543i,0.00035673-5.4101e-05i,9.5322e-05+0.00011315i,-0.00053204+0.00058184i,-0.0002278+0.00073867i
-0.00046634-0.00058098i,-0.00037118-0.00062663i,-0.00023997-0.00017654i,-0.00020169-1.9892e-05i,-0.00021228+8.1264e-05i,0.00027133-0.00041075i,0.00021639-0.0011314i,-0.00068139-0.0012863i,-0.0008891-0.00049526i,-0.00022377+0.00037082i,-0.00011651+0.00044014i,-0.00016133+0.00025817i,-0.00015406-9.1712e-05i,0.00033952+6.8386e-05i,0.00042311+0.00052057i,0.00023028+0.00012031i,0.00037395-0.00027032i,0.00078382-7.7434e-05i,0.00074469+0.00027923i,-9.6155e-05+0.00079049i,0.00021792+0.00038567i,0.0008473-2.3425e-05i,0.00053201-1.2724e-05i
0.0010153+0.0010873i,0.0005335+0.00089284i,0.00077016+0.00091286i,0.0012541+0.00086287i,0.0021-3.997e-05i,0.0018851-0.0010955i,0.00059893-0.00097687i,-6.7507e-05-0.00012915i,0.00044205+0.00034095i,0.00037609-0.0003115i,-0.00022417-0.00063626i,-0.00094644-0.00033343i,-0.00099268-9.0062e-05i,-0.00029859-0.00024612i,-0.00023731-0.000213i,-0.00034024+0.00013855i,-8.2254e-05+0.00035i,2.1034e-05-0.00027154i,0.00029584-0.00089311i,0.00040459-0.0007423i,-0.00043326-0.00055231i,-0.00055228-0.00068808i,0.00012924-0.00080886i
0.00056914-0.00075i,0.0011448-0.0012896i,0.0018287-0.0018716i,0.0011924-0.0020932i,-0.0001936-0.0013746i,6.1728e-05-0.00011486i,-8.3115e-05+0.00024884i,-0.00050814-8.3206e-05i,0.00087911-9.3486e-05i,0.0014248-9.1351e-06i,0.00037241-0.00045498i,-6.1421e-05+8.5632e-05i,-0.0001516+0.00072842i,-0.001001+2.1559e-05i,-0.001027+0.00045726i,-0.00047958+0.00080431i,-0.00036843+0.00032747i,-0.00044348+0.00029053i,-0.00011804+0.00039111i,0.00028036-7.2993e-05i,-0.00015248-0.00070185i,-0.00030146-0.00086143i,-9.717e-05-0.00057464i
-0.00054173+0.0024269i,0.0002156+0.00401i,0.00042452+0.0046433i,0.00092865+0.0036173i,0.0026066+0.0022591i,0.0020837+0.0012073i,7.444e-05-5.3494e-06i,-0.00094673-0.00030343i,-0.00016441-1.5456e-05i,0.00063485-0.0013406i,-0.00015302-0.0021268i,-0.00056736-0.00076151i,0.00010722-0.00015378i,0.00025233-0.0015713i,-0.00042924-0.0017378i,-0.00049138-0.00089451i,5.2261e-05-0.00078747i,0.00021239-0.00077257i,0.0003388-0.00050511i,0.00077169-0.00018552i,0.00094824+0.00018003i,0.00047296+0.00015637i,-0.0007132-0.00015556i
6.7277e-05+0.00013462i,-0.00038057+0.00030451i,-0.0014246-0.00061097i,-0.0016625-0.00049145i,-0.00059812-6.4827e-05i,0.00036909-0.00047523i,0.00031814-0.00064608i,0.00017168-0.00059788i,3.7078e-05-0.00016081i,-0.00016267-0.00059893i,-0.00049421-0.0012301i,-0.00050299-0.00047963i,-0.00026103+0.00054501i,-0.00054667+0.00077672i,-0.00076709+0.0008315i,-0.00045262+0.00091191i,-0.00025661+0.00067272i,-0.00019463+0.00049011i,0.00021881-0.00025883i,0.00019332-0.00062713i,-0.00028284-0.00050441i,-0.0011207-0.0005383i,-0.0012889-0.00079374i
-0.00067866+0.00046407i,-0.00085679-0.00028422i,0.00035159+0.001278i,0.002113+0.002633i,0.0023154+0.0015744i,0.0020905+0.0002378i,0.0013364+0.00050061i,0.00039902+0.00064636i,-6.8212e-05-5.7138e-05i,-0.00051417-0.00016385i,-0.00021146+0.00041115i,0.00053107+0.0012035i,0.00065009+0.0015916i,0.00065946+0.0010201i,0.00094963+0.00070479i,0.00083508+0.00082249i,0.00072114+0.00045489i,0.00061915-7.1894e-05i,-0.00057746+0.0001333i,-0.00067303+0.00020763i,2.0937e-05-0.00053282i,0.00015208-0.00020104i,8.4458e-07+0.00066981i
0.00060511-0.0023686i,-0.00022912-0.0016256i,-0.0016705-0.00082098i,-0.0024755+0.00058714i,-0.0020568+0.0017136i,-0.00057825+0.0021566i,-0.00040215+0.0015608i,-0.0013399+0.00058153i,-0.0010864+0.00032209i,-0.0011282+0.00027163i,-0.00061953+0.0012709i,0.00022608+0.0021156i,0.0012395+0.0014332i,0.0018963+0.00081545i,0.0018979+0.00018539i,0.00084911-0.00023828i,-0.0003789-0.0003956i,-0.00014224-0.00054702i,3.2537e-05-0.00080557i,-0.00017722-0.00097255i,-0.00049362-0.00065075i,-0.00045153-0.0001196i,1.6149e-05-0.00054802i
0.0018193-0.0003697i,0.00030347-0.00080898i,-0.00021319-0.00074408i,-4.1599e-05-0.00072119i,-0.00050742-0.00064635i,-0.00019095-0.00032466i,0.00014303-0.00054916i,-0.00045537-2.9585e-07i,-0.00039088+0.00093878i,0.00056162+0.00021515i,0.0010104+1.1901e-05i,0.00068854+0.00043251i,0.00048918+3.8515e-05i,-3.976e-05-0.00030635i,-0.00051565-0.00034872i,-0.000126-0.00030464i,2.3619e-05+0.00021546i,-0.00043264+0.0010942i,8.1509e-05+0.0012254i,-0.00011702+0.0010609i,-0.0007181+0.00091098i,-0.00029311+0.00094748i,9.7045e-05+0.00085275i
-0.0015195-0.0019508i,-0.00089338-0.0017723i,-0.0010175-0.0015751i,-0.0010587+0.00037287i,-0.00037587+0.0012057i,0.0010393+6.6259e-05i,0.0013843-0.00081834i,0.00077999-0.0004316i,0.00088484+0.00044105i,0.00077979+0.00088337i,-1.7214e-05+0.00065601i,1.8928e-05+0.0001469i,0.0003533-0.0010405i,0.00070608-0.002204i,0.00095675-0.0016945i,0.00045596-0.00049963i,1.6465e-05-0.00019833i,0.000323-0.00070083i,0.000852-0.00074998i,0.00044851+0.00023889i,0.00010731+0.00060377i,0.00039595+9.1409e-05i,6.9601e-05-5.5805e-06i
0.0010935-0.00052766i,0.00021201-0.0013103i,-0.00099295-0.00041551i,-0.0018165+0.0010497i,-0.0018846+0.00057884i,-0.00035065-0.00021801i,0.00034126+8.135e-05i,8.6774e-05-1.0628e-06i,0.00096955+0.00020823i,0.0011184-3.414e-05i,0.00053201-0.000953i,0.00041718-0.0014809i,0.00013668-0.0012293i,-4.8981e-05-0.0010782i,-0.00013391-0.00092415i,0.00031736-0.00010766i,0.0010398+0.0011592i,7.5884e-05+0.0014541i,-0.00082379+0.00091502i,-0.0001421+4.6674e-05i,0.00065836+0.00016621i,0.00032311+0.00039697i,-7.6331e-05-0.00063185i
-0.0024527-0.00071313i,-0.0016107+0.00022011i,-0.00014902+0.0012827i,1.5424e-05+0.0018259i,0.001091+0.002331i,0.0021047+0.0019327i,0.0011203+0.00010144i,-0.00036552-0.0010598i,-0.00084152-0.0014127i,-0.00064094-0.0015257i,-0.00077846-0.0018686i,0.00016721-0.0015172i,0.00083376-0.00020125i,0.00056112-0.00010407i,0.00051453-0.00051678i,0.00019151-0.00045416i,-0.00062621-0.00031134i,-0.00048759-0.00055115i,0.00035623-0.00092002i,0.00025518-0.00071097i,-0.0010115-0.00047483i,-0.00093469-0.00030021i,0.00017254-5.2817e-05i
-0.0020036+0.00037394i,-0.0022394+0.001167i,-0.0038468+0.0016343i,-0.0041449+0.0027316i,-0.0021272+0.0030708i,-0.00025042+0.0011274i,0.00057068-0.00022719i,-0.0001907+2.7391e-05i,-0.00089842-4.182e-07i,-0.00072001-0.00030368i,-0.00043482-6.0253e-05i,0.00013153+0.00047391i,-0.00010014+0.00028695i,-0.00089712+6.673e-05i,-0.00086757+0.00077495i,-0.00019275+0.00065951i,0.00043523+0.00035908i,0.0004551+0.0010724i,-0.00010523+0.00092109i,7.8998e-05+8.3773e-05i,0.00046243-0.00032448i,0.0003637-0.00094437i,-0.00017212-0.0011212i
-0.002858+0.0019448i,-0.00028792+0.0023887i,0.0013713+0.0035782i,0.003352+0.0036405i,0.0045237+0.0029158i,0.0039986+0.00067774i,0.0014304-0.0010062i,-0.00067325-5.2948e-05i,-0.00090473+0.0014514i,-0.0003842+0.0021387i,4.7206e-05+0.0023332i,0.00010896+0.0015391i,-0.00011541+0.00070686i,-0.00031608-0.00028391i,9.2106e-06-0.00071482i,0.00014042-0.00026663i,-0.00014905-0.00031933i,-6.6476e-05-0.00018932i,0.00031329-0.00019678i,4.6461e-05-3.3402e-05i,-0.00018186+0.00028721i,0.00029397-0.00019058i,0.0003023-0.0004894i
0.00064502-0.002084i,-0.00075929-0.001854i,-0.0020317-0.0017703i,-0.0019103-0.0014899i,-0.0014472+0.00025694i,-0.0012962+0.0023047i,-0.0010673+0.0027676i,-0.0005693+0.0019309i,0.00072899+0.0018223i,0.0010632+0.0016792i,0.00019384+0.0010765i,-0.00010683+0.00082511i,0.00018565-4.8077e-05i,0.00046472-0.00069859i,-0.00021599+3.3888e-05i,-0.0010314+0.00056046i,-0.00042968+0.00043902i,2.2708e-05+0.00051723i,-0.00099233+0.00057459i,-0.0013964+0.00037201i,-0.00082526+2.8323e-05i,-0.00060379+0.00011452i,-0.00084136+0.000176i
0.00025997+0.0018531i,0.0014942-0.00021488i,0.0023593-0.0013153i,0.0025376-0.00073736i,0.0025046+0.00019092i,0.0022038+0.00041344i,0.0017127+0.00016611i,0.00083314+0.00034173i,7.4008e-06+5.7864e-05i,0.0010871-0.00050843i,0.0013871-0.001052i,0.0013286-0.0010903i,0.0012612+6.8248e-05i,0.00017094+0.00048346i,-0.00094537+5.8196e-05i,-0.0004978+0.00038563i,0.00015169+0.00026817i,0.00067157+0.00027625i,0.0011543+7.1535e-05i,0.00063228-0.0005488i,0.00019618-0.00054665i,-0.0001246-0.00040849i,5.613e-05-0.00016482i
0.00057528-0.00043094i,4.8047e-05+0.00011539i,-0.00052419+0.001204i,-1.7905e-05+0.0015867i,0.00099296+0.00011173i,0.0015175-0.0011399i,0.0012605-0.0010587i,0.00053345-0.00087941i,0.00055419-0.00078087i,0.0010016-0.0011133i,0.0011339-0.0015856i,0.00043199-0.0014782i,-0.00019354-0.0010904i,-2.798e-06-0.00018141i,0.00071016+0.001158i,0.0014861+0.0012754i,0.0014006+0.00011176i,0.00039961-0.00091841i,-0.00039986-0.00056172i,-0.00086166+0.00013547i,-0.0010191-0.00062674i,-0.00046207-0.0016685i,-8.4018e-05-0.0011821i
-0.0023647+0.00026404i,-0.002219-0.00044215i,-0.0018839-0.00033613i,-0.0011708+0.00046128i,0.00034996+0.0010499i,0.0014668+7.7729e-05i,0.00106-0.0014824i,0.00060465-0.0011091i,-8.6695e-05-0.0001921i,-0.0010016+2.873e-05i,-0.0012571-0.00029006i,-0.0007489-0.00050975i,-0.00055225-0.00037407i,-0.00055403-0.00026154i,-0.00028809-9.3481e-05i,0.00052681+0.0004672i,0.00019039+0.00082534i,-0.00050698+0.00056186i,-4.7889e-05+3.5525e-05i,0.00060514-0.0003724i,0.00067405-0.0006648i,0.00037891-0.00055685i,0.00038785-0.00013455i
-0.0017539-0.0013291i,-0.0016809+0.0009574i,-0.0019314+0.0022605i,-0.00068371+0.002862i,0.00033977+0.0027151i,0.00071163+0.0012352i,-2.2498e-05-0.00023638i,-0.0010323-0.00033859i,-0.0016307+0.00047641i,-0.0022373+0.00067039i,-0.0020717+0.00033389i,-0.00090764+0.0001681i,0.00014514+6.9725e-05i,0.00030337+0.00047191i,0.00061412+0.00070169i,0.0014337+0.00046629i,0.0011811+0.00058795i,0.00054052+0.00064813i,0.00066751+0.00066478i,0.00045337+0.0012631i,4.6192e-05+0.0011379i,1.3499e-06+0.00063299i,0.00018098+0.0008245i
0.00077005+0.0026025i,1.1897e-05+0.0027716i,0.00036183+0.0033904i,0.0010541+0.0029689i,0.0019714+0.0016712i,0.0023632+0.00099672i,0.00089712+0.00028184i,-0.00071862+0.00037195i,-0.00070987+0.0016538i,2.8216e-06+0.0021018i,0.00044331+0.0019452i,0.0001175+0.0012727i,0.00040546+0.00038604i,0.00020684+2.9029e-05i,-0.00024474-0.00023046i,-7.1289e-05-0.00072552i,-0.00055411-0.00049367i,-0.00023661+0.00014554i,0.0006717+0.00012384i,0.00077584-0.00071039i,0.00020365-0.0014938i,-0.00024943-0.0012191i,0.00028815-0.00073733i
-0.0011785+0.00054269i,-0.0019734+0.0011936i,-0.0015173+0.00063791i,-0.00014524+0.00083342i,0.00091356+0.00058478i,0.0015432-0.00054876i,0.0012344-0.0013278i,0.00083086-0.00085781i,0.00049945-0.000163i,0.00040503-0.00025358i,0.0005097-0.00043305i,0.00091948+0.00020568i,0.0010357-0.00025252i,0.00059297-0.0015842i,-0.00038258-0.0014532i,-0.00058804-0.00071409i,0.00042074-0.00029846i,0.0002503-0.00036763i,-0.00025789-0.000347i,-0.0001691-0.0003383i,-3.2148e-05-0.00036515i,0.00044599-0.00055794i,0.00024766-0.00053965i
-0.0016155-0.0020338i,-0.0019119-0.0010072i,-0.0020581+1.2071e-05i,-0.0022477+0.0010615i,-0.00084823+0.0023232i,0.00028998+0.0016948i,0.00024179+0.00079844i,0.00035037+0.0003335i,0.00049719-0.00011667i,0.00056277-0.00078766i,0.0011414-0.00097217i,0.0015361-0.00037994i,0.0012582-0.00054524i,0.00075541-0.0011243i,0.0014222-0.00064482i,0.0016097+0.00081829i,0.00057607+0.0014994i,5.0199e-05+0.0011601i,0.0004392+0.00060002i,0.00053024+3.8064e-05i,-4.6574e-05-0.00029796i,-0.00042905-0.00021578i,-0.00065866-0.00068387i
0.0015983+0.0018759i,0.0018908+0.0022806i,0.0021829+0.0032567i,0.0019973+0.0017504i,0.0017922-0.00086995i,0.0011224-0.001649i,8.6188e-05-0.00095791i,-0.00013446+0.00026447i,0.00067118+0.00084373i,0.0010216-0.00020773i,0.00055197-0.00095076i,-0.00010316-0.00093458i,2.9218e-05+0.00043585i,0.00018682+0.0020011i,0.00030496+0.001809i,0.00028299+0.00084045i,5.892e-05+6.2747e-05i,-0.00036862-5.0145e-05i,-0.00042258+0.00030548i,0.00010356+0.00034269i,-0.00012167+0.00039579i,-0.00085449+0.00043754i,-0.00029702+0.00016717i
0.00057019-0.00062823i,-0.0015697+0.0013104i,-0.0023756+0.0025476i,-0.00061752+0.0028173i,0.00078908+0.0023998i,0.0007508+0.00075911i,-0.00020607-0.00058159i,-0.001185-0.00074675i,-0.00042657-0.00049095i,-0.00020421-0.00015537i,-0.00033898-0.00046587i,0.00023984-0.00080752i,0.0009126-0.00057612i,0.00086688+1.5735e-06i,0.00064776-0.00037374i,0.00081774-0.00083652i,0.00039942-0.00051146i,3.1729e-05-0.0001089i,1.5342e-05-0.00026497i,-0.00042169-0.00088489i,-0.00079872-0.00061857i,-0.00044553-0.00010425i,-0.0001742-4.0075e-05i
