-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
0.0011519-0.00085952i,-0.00010563-0.0018396i,-0.00044699-0.0019666i,0.0009641-0.00086197i,0.0023159+0.00028232i,0.0022441+0.00068549i,0.0018069+0.0009838i,0.0014964+0.00069057i,0.00058557+0.00027754i,0.0002052-3.2613e-05i,-1.2157e-05-0.00017284i,-0.0004195-0.00015559i,6.6861e-07-0.00024575i,7.2934e-05+0.00029377i,-7.9328e-06+0.0012883i,0.0002432+0.00086644i,0.00027739-0.00021107i,0.00057248-0.00011625i,0.00047152+0.00058086i,0.00053598+0.00060349i,0.0004052+0.00077609i,-0.00017517+0.00056623i,-3.8099e-05-0.0004726i
-0.0016835-0.0014126i,-0.0014311+0.00027915i,-0.0014982+0.0029764i,0.0010896+0.0043927i,0.0031375+0.003771i,0.0037392+0.0016601i,0.0025438-7.145e-05i,0.00043632-0.0013596i,-6.4599e-05-0.0012488i,7.6617e-05-0.00057778i,0.00090143-0.00060401i,0.0020926-0.00084506i,0.0014731-0.0012134i,0.001182-0.0013255i,0.0012443-0.00066866i,0.00070575-0.00013879i,0.00094725-3.1923e-06i,0.00075544+0.00034926i,0.00059922+0.00083516i,0.00020763+0.0010247i,-0.000383+0.00019057i,-0.0005143-0.00096571i,-0.00031985-0.00079733i
-0.0023503+0.0011989i,-0.00058025+0.0016509i,0.00034557+0.0031726i,0.0010102+0.0037779i,0.0025003+0.0021204i,0.0031998+0.00048371i,0.0012178-7.8627e-05i,-0.00024811+0.00011255i,0.00011724+0.00023243i,0.00015599+0.00032144i,0.00011463+8.6162e-05i,0.00062992+0.00013001i,0.0010013+0.00025837i,0.00019143-0.00017085i,-0.00060761-0.00022702i,-0.00043003+0.00020353i,-0.00033236+0.00056334i,9.7684e-05+0.00059261i,0.00048766+0.00027854i,0.00079624+0.0004715i,0.00058874+0.00076866i,-8.0794e-05+0.00014499i,-0.00035991+6.7057e-05i
0.00082154-0.0009408i,-0.00049046-0.0012156i,-1.9538e-05-0.00059755i,0.0012064+0.00041046i,0.0025505+8.4573e-05i,0.002391+0.00015446i,0.0011337+0.00011052i,0.00076295-5.9328e-05i,0.00082637+0.00016463i,4.4195e-05-1.3227e-05i,-0.00018972-9.9577e-05i,0.00041278+0.00036066i,0.00041881+0.00046251i,-0.00045073+0.0004368i,-0.00068763+0.00026319i,3.06e-05-7.9567e-06i,-0.00010476-0.00090398i,4.7556e-06-0.0013355i,0.00076973-0.00095396i,0.00018337+0.00025919i,-0.00089033+0.00056024i,-0.00012286-0.00041693i,0.0010732-0.00019881i
0.00027111-0.0028416i,-0.00053578-0.0024161i,-0.0017512-0.001203i,-0.0012441+0.00081728i,0.00023618+0.0023791i,0.0012888+0.0020204i,0.0012932+0.00086193i,-4.4561e-05-0.00032348i,-0.00037409-0.0012275i,-0.00041973-0.00095782i,-0.00053163+9.8925e-05i,-0.00010242+0.00056473i,-2.4476e-05+0.00021721i,-0.00022475+5.7593e-05i,7.2573e-05-0.00016953i,0.00021388-0.0010884i,1.5375e-05-0.0013615i,2.5306e-05-0.001048i,0.00072115+9.8185e-05i,0.00037217+0.0015489i,0.00020963+0.0014458i,0.00030664+0.00034491i,0.00045592+0.00062414i
-0.002093+0.0011642i,-0.00039566+0.0021854i,0.0002921+0.0030064i,0.0026559+0.0032539i,0.0042705+0.0026455i,0.0029657+0.00083666i,0.001105-0.00072305i,-9.648e-06-0.0014915i,-9.9213e-05-0.0013877i,-2.9704e-05-0.00067322i,0.00015879-6.5107e-05i,0.00037833-1.7691e-05i,0.0003684-0.00039475i,6.16e-05-0.00038031i,-0.00055377-0.00042075i,-0.00060377+0.00017056i,-0.00048743+0.00049663i,-0.00070685-6.2122e-05i,-0.0001903-0.00082836i,0.00029317-0.0007734i,0.00037841-8.0858e-05i,0.00058188+0.0004776i,0.00011549+0.00064591i
0.00080719-0.0015482i,-0.0012493-0.0017066i,-0.0021386-0.001681i,-0.0014419-0.00070607i,9.8731e-05+0.00091463i,0.0013548+0.001352i,0.001368+0.0014162i,0.00047923+0.0014129i,0.0003689+0.00082491i,0.00058082+0.00073233i,0.00027294+0.00078162i,4.5761e-05+0.00011308i,0.00011837-0.0007547i,0.00045217-0.0011129i,-0.00034452-0.00049707i,-0.00059713+0.00041635i,0.0007663+0.00067594i,0.00086924+0.00044109i,0.00050226+0.0010345i,0.00061774+0.0014843i,0.00039051+0.00080053i,0.00050587+0.00057832i,0.00068224+0.00042746i
-0.0019165+0.0020954i,-0.001195+0.0029177i,0.00027498+0.0045117i,0.0019202+0.0046905i,0.0032751+0.0023642i,0.0034265+0.00059714i,0.0022303+0.00039093i,0.0010658+0.00034757i,0.00093394+0.000317i,0.0014193-0.00024697i,0.0014297-9.2298e-05i,0.0013894+0.00024715i,0.00076491+0.00021425i,-0.00032843+0.00038545i,0.00014498+0.00025773i,0.00054693-0.00029679i,0.00084225-0.00027644i,0.00021475+0.00037793i,-0.00023468-0.00012194i,-9.8765e-05-0.00031472i,-0.00021687+0.00029888i,-0.00041131+0.00062656i,-0.00030639+0.001092i
-0.0010814-0.0013066i,-0.00097745-0.0002582i,-0.0004539+8.7877e-05i,0.00091302+0.0013682i,0.0021035+0.0011681i,0.0023064-9.0435e-05i,0.0015353-5.5055e-05i,0.0007852+7.9414e-05i,0.00039662-0.00039208i,-0.00024687-0.00023776i,-0.00062925-7.0624e-05i,-0.00017184-0.000383i,-8.3721e-05-0.00059662i,-0.00040419-0.0003625i,4.4353e-05-0.00016892i,0.00071003-3.7868e-05i,0.00065254+5.0015e-05i,2.2453e-05+0.00027133i,0.00038665+0.00034811i,0.0011651+0.00012196i,-9.1083e-05+0.00048598i,-0.001482+0.00049048i,-0.00058643+0.00023093i
0.00054944-0.00073444i,0.00079816-0.0010566i,0.0016768-0.00024382i,0.0032035+0.0014059i,0.003785+0.0011914i,0.0033556+0.00032431i,0.0029135+0.00022858i,0.0010308+0.0015205i,-0.00013708+0.0016933i,-0.00019673+0.00064899i,-0.00031999+0.00057534i,-0.00040329+0.00065055i,-2.0062e-05+0.00052136i,-0.00021112-4.1243e-05i,-0.00029154-0.00064961i,-1.7061e-05-0.00037337i,0.00036657-0.00031788i,0.00051817-0.00071798i,0.00056457-0.00038202i,0.00074017-4.8115e-05i,0.00057048-0.00033678i,0.00064+0.00033685i,0.00012504+0.0012557i
0.00069772-0.0011574i,0.0011468+0.0011418i,0.0013634+0.0020738i,0.0010034+0.0024728i,0.0007065+0.0026245i,0.00086583+0.0016096i,0.0005219+0.00039581i,0.00074532-0.0002351i,0.0005591-0.00088302i,0.00011137-0.00078202i,0.00017717+0.00052558i,0.0010903+0.0012559i,0.0010455+0.00091854i,0.00089807+0.00038169i,0.00094373-0.00010731i,0.00037414-0.00019573i,-0.00018001+0.00065364i,-0.00048554+0.0010819i,-0.00030651+0.00075531i,-0.00053495+8.7266e-05i,-0.0011029-0.0001747i,-0.00086548-4.839e-06i,-0.0003096+0.00017286i
-0.00025394+0.0022796i,-0.00012722+0.0030794i,0.00066074+0.0028907i,0.0019427+0.0024813i,0.0026648+0.0020055i,0.0025725+0.00076636i,0.0016638+0.00011621i,0.00066148-0.00011568i,0.00047606-0.00016391i,0.00027424-0.00028911i,6.6479e-05-1.0062e-05i,-0.00014172-0.00012548i,7.3108e-05-0.00032647i,0.0007532+0.0005076i,0.00072927+0.00031329i,4.4084e-05-0.00031919i,4.3033e-05+0.00032605i,7.757e-05+0.00080198i,-0.00033882+0.0014468i,0.00036027+0.0016824i,0.00086743+0.00070186i,0.00074719-0.00016489i,0.00066541+0.0003738i
-0.00049096-0.0014236i,-0.0020296-0.00094434i,-0.0031581-0.00068348i,-0.0022786-0.00012339i,-0.00071644+0.00029498i,-0.00045244+0.00050374i,-0.00046002-0.00019367i,0.00024075-0.0006151i,0.0006846-0.00088749i,0.00056168-0.00058787i,-8.3001e-05-0.000162i,-0.00012545-5.6218e-05i,0.00074806+0.00031597i,0.0010648+0.0004413i,0.00076741+0.00029112i,0.0007338-0.00021303i,0.00064333-0.00085826i,0.000194-0.0003235i,-0.00069463+0.0009725i,-0.0010677+0.0011218i,-6.8354e-05+3.8285e-05i,0.0005056-0.00027913i,0.00033187-0.00065846i
0.0013261+0.00024691i,0.0031355-0.00047815i,0.0047676-0.00026217i,0.005489+0.0004053i,0.0051787+0.00040416i,0.003218+0.00077606i,0.0010842+0.00053354i,0.00050779+0.00027263i,0.0010545+0.0004737i,0.00047895-0.00014136i,-0.00031187-0.00070923i,-0.00033644-0.0008279i,-6.2093e-05-0.00074348i,-0.00068442-0.00024485i,-0.0011554-0.00039901i,-0.00064185-0.0012407i,-0.00050037-0.00064995i,-0.00078157+0.00059169i,-0.00048888+0.0011327i,-0.00012018+0.00073573i,0.00057361-0.00019999i,0.00066828+0.00012771i,6.8409e-05+0.00018723i
-0.0015121+0.0012282i,-0.00049599+0.0027417i,0.00019362+0.0033247i,0.0016542+0.0022103i,0.0037017+0.0013814i,0.0040328+0.00028759i,0.0027713-0.0005296i,0.0017485-0.00037937i,0.0010099-0.00057041i,0.00010011-0.00082927i,-0.00055177-0.00057163i,-0.00046636-0.00037284i,-0.00028049+0.00014509i,-0.00014163+0.00012836i,0.00069072-0.00030206i,0.00044562-0.00035714i,-0.00059975-0.00070408i,-0.001033-0.00026495i,-0.00086267+0.00062859i,0.00027064+0.00087179i,0.00094734+0.00091424i,0.00080119+0.00096846i,0.00029885+0.00049029i
8.5718e-05+0.00034113i,0.00087828+0.00075409i,0.0018031+0.0014768i,0.0029513+0.0014264i,0.0040871+0.00042393i,0.0036164+0.0010469i,0.0022204+0.0014252i,0.0014278+0.00038993i,0.00088313-0.00030299i,0.0002953-0.00021488i,-0.00024324+0.00018524i,-0.00088996+0.00046926i,-0.00078147+0.0007408i,0.00014089+0.00032176i,0.00034243-0.00025583i,-0.00019861+3.7344e-05i,-0.00024532-0.00019321i,-0.00015293-0.00069522i,-0.00059585+3.5369e-05i,-0.00035864+0.0012798i,-0.00013018+0.0011445i,-0.00020719+0.00033122i,-0.00042629-4.7667e-05i
-0.0014815-0.0011409i,-0.001763-0.0010523i,-0.0016955+0.00017854i,-0.0003317+0.002698i,0.0010628+0.0030696i,0.002283+0.00072963i,0.0017873-0.00039433i,0.00086915-0.00013493i,0.00090211+0.00029142i,0.00070394+8.5983e-05i,0.00071557-0.00010074i,0.00091583-4.9878e-05i,0.00073378-8.5072e-05i,0.00024333+0.00017028i,8.9513e-05-3.5307e-06i,0.00043746-0.00045192i,0.00034877-6.2937e-05i,-5.5841e-06+0.0005729i,0.00019689+0.0011933i,-0.00014219+0.0014473i,-0.00013929+0.00076124i,6.2093e-05+0.00056025i,-0.00028489-0.00019236i
0.00022917-0.00133i,0.0004518+0.00025856i,0.0012689+0.0024759i,0.002669+0.0035182i,0.0037974+0.0023609i,0.003326+0.001006i,0.0015374+0.00020633i,0.00066568+2.4088e-05i,0.00062799+0.00021306i,0.00097945-0.00023147i,0.0010549-0.00079583i,0.00089246-0.00067519i,0.0013419-0.00053581i,0.0014477-0.00055022i,0.0015741-0.0003121i,0.0013779-0.00020216i,0.00045322-0.00059519i,0.00065595-0.00077471i,0.00089118-0.00031631i,-8.4284e-06-0.00026643i,-0.00088041-0.00044438i,-0.00087955-0.00067218i,-5.951e-05-0.00053606i
-0.00044848+0.001267i,-0.00030571+0.00093457i,0.0004307+0.0012398i,0.0026849+0.001202i,0.004688+0.00068459i,0.0040326+7.8563e-06i,0.0020277+0.00035098i,0.00066752+0.0010251i,-0.00022875+0.00094561i,-0.00096671+0.00055927i,-0.00051998-0.00031715i,0.0005027-0.00077015i,0.00083282-0.00058821i,0.00059916-0.00053597i,0.00011289-0.00034286i,5.4264e-05-0.00044323i,0.00027236-0.00086067i,-4.1946e-05-0.0007428i,-0.000628+7.6936e-05i,-0.00079028+6.6656e-06i,3.5275e-05-0.00052961i,0.00024511+0.00033213i,-9.8857e-08+0.00070079i
-0.00042345-0.0011972i,-7.2811e-05-0.0014964i,5.1601e-05+0.00079584i,0.0012432+0.0021223i,0.0021836+0.002037i,0.0016654+0.0013151i,0.00098465+0.00031568i,0.00031606+0.00010525i,-0.00025685+0.0003413i,-0.00098526+0.00013143i,-0.0010018-0.00037607i,-0.00034362+4.3646e-05i,-0.00017261+0.0004264i,-5.053e-05-6.6485e-05i,0.00011948-0.0009681i,0.00048023-0.00075861i,-0.00044897-0.00055671i,-0.00041003-0.00049352i,0.00083751-0.0003347i,0.00079755+1.7461e-05i,0.00035178+0.00086423i,0.00020256+0.00098062i,0.00025328+0.00015835i
-0.0012017+0.00027385i,-0.00052206+0.0019972i,-0.0002947+0.0040046i,0.0012503+0.0046288i,0.0028891+0.0041369i,0.0036573+0.0025014i,0.0029248+0.0007189i,0.0013965+4.1905e-05i,0.00027052+1.2621e-06i,-0.00043288-0.00048114i,-0.0014081-0.00073059i,-0.0013621-0.00040674i,-0.00038427-0.00024381i,-0.00015226-5.709e-05i,0.00024969+0.00027209i,0.00069255+0.00051625i,0.00095341+0.00061323i,0.0011356+0.00093819i,0.00072056+0.0012261i,0.00094338+0.00068902i,0.0014091+0.00035766i,0.00061554+0.00051998i,-0.00027357+0.00042514i
0.0025392+0.00076992i,0.00073768+0.0014073i,0.0003103+0.00060753i,0.0023571+0.00029238i,0.0027639+0.00080423i,0.001172+0.00019853i,-0.00017803+0.00068227i,-0.00010264+0.0012144i,0.00050079+0.00026342i,0.00023855-0.0003734i,-0.00075394+8.7886e-06i,-0.0013573+0.00099479i,-0.00054605+0.001384i,0.00031716+0.001028i,0.00054685+0.00060269i,-0.00013158+2.0016e-05i,0.00020679-0.00018858i,0.00081567-0.00013025i,-0.00027196-0.00010537i,-0.00036151-3.2562e-05i,0.00079288-0.00049547i,0.00072909-0.00043058i,-2.7344e-05+0.0003371i
0.00026735-0.00075711i,-0.00083056-0.0002595i,-0.00060443+0.00018089i,0.00039915+0.00079463i,0.0010822+0.0014548i,0.0020112+0.0015487i,0.0015803+0.0010873i,0.00065035+0.00025695i,0.00023942-0.00045252i,-0.00012485-0.00032695i,-0.00032263+0.00018387i,-0.00029838+0.0001057i,-9.5407e-05-0.00024717i,0.0001661-0.00075899i,0.0004217-0.0011767i,0.00045896-0.00093532i,0.00065218-0.00055615i,0.00064872-0.00036705i,0.00014673-0.0001387i,-0.00011639+0.00036187i,0.00071195+0.00069998i,0.0012818+0.00021722i,0.00083361-0.00034381i
0.0018714+0.00011059i,0.0021473-0.00068252i,0.0028965-0.00013796i,0.0033409-0.00030842i,0.0029391-0.001517i,0.0019357-0.0018577i,0.00092549-0.0016379i,0.00050038-0.0014451i,0.00036473-0.001046i,0.00031404-0.0013751i,0.00020431-0.0020214i,7.3624e-05-0.0019871i,-0.00015148-0.00072i,0.00030011+0.00024761i,0.0010802+0.00030275i,0.00065849+7.1824e-05i,0.00019669-0.00055474i,0.00068555-0.00011975i,0.00044048+0.00039487i,-0.00080885-0.00014467i,-0.0015652+0.00011017i,-0.0014766+0.0002997i,-0.00084313+1.037e-05i
-0.00095352+0.00050467i,-3.9084e-05+0.0018526i,7.7323e-05+0.002439i,0.0011432+0.0024426i,0.003456+0.0023746i,0.0041634+0.0013806i,0.002283+0.00069718i,0.00052445-0.00026835i,-0.0001144-0.00066877i,-0.0004735-0.00034077i,-0.00084362-0.00023581i,-8.1532e-05+4.5614e-05i,0.00059042-4.4692e-05i,0.00029327-0.0010417i,-0.00017504-0.0014381i,-0.00049541-0.00080179i,-0.0003705-0.00011152i,-0.0010105-0.00045432i,-0.0011216-0.0002832i,-0.00087019+0.0011162i,-0.00047246+0.0010997i,-8.6298e-05+0.00022073i,-0.00078288-0.0002147i
0.00024961+0.002239i,9.4456e-05+0.0026485i,0.0020201+0.0033563i,0.0032909+0.0036071i,0.0028877+0.0024331i,0.0024413+0.00056589i,0.0021769-0.00048813i,0.0012641-0.00051974i,0.00027062-0.00017817i,-6.5913e-05+3.0555e-05i,-0.00025461+0.0010586i,-0.00064016+0.0011253i,-0.00068705-0.00014614i,-0.00061436-0.00013373i,8.3022e-05+0.00030648i,0.00056744+9.2516e-05i,0.00037578-0.00014723i,0.00033743-0.00025276i,-0.00038502-0.00034074i,-0.00066569-0.00028009i,4.7517e-05+0.00021052i,0.0004635+0.00043142i,0.00022313-0.00025252i
0.00112+0.0017926i,0.00039752+0.0017554i,0.00048142+0.0019322i,0.0013421+0.0011316i,0.0022659-0.00049202i,0.0018001-0.0011605i,0.00079393-0.00048516i,0.00054335-0.00025493i,6.1397e-05-0.00065253i,-0.00018419-0.0010258i,0.00033221-0.00023558i,0.0004532+0.00027135i,0.00034993+0.00038494i,0.00021393+0.00064421i,0.00034858+0.00087284i,0.00022643-8.9335e-07i,0.00029727-0.00069783i,0.00029157-0.00034903i,-8.8801e-05-0.00055317i,0.00015737-0.00047782i,0.00061692-0.00046293i,0.00089563-0.00054657i,-8.8032e-05-0.00017557i
0.0015563+0.0026736i,0.0032054+0.0011143i,0.0046886-0.0010976i,0.0043902-0.0020863i,0.0030433-0.0018557i,0.0017659-0.0010111i,0.00096354-7.1729e-05i,0.00022978+0.0010904i,0.00038935+0.0017971i,0.0011391+0.00048539i,0.00097102-0.00093725i,0.00056829-0.00029502i,0.00043803+0.00044211i,-0.00035918+0.00044489i,-0.00034219+0.00024942i,0.00068926+0.00014808i,0.0005096+0.00066908i,-0.00012532+0.00020396i,6.5812e-05-0.00058837i,0.00034353+1.2153e-05i,0.00040034-0.00014053i,0.00035111-6.1963e-06i,-0.00019106+0.00068583i
-0.0015488-3.8972e-05i,-0.0013123+0.00092747i,0.00080222+0.0021808i,0.00195+0.0030828i,0.0015261+0.0022481i,0.0013644+0.00041989i,0.00077686-2.0923e-05i,4.3033e-05-5.9925e-05i,-1.724e-05-0.00011556i,-0.00027168-0.00028353i,-0.00029027-0.00042415i,-0.00042712+0.00016359i,-0.00025007+0.00054245i,-0.00030877+0.00038895i,-0.00032438+2.3782e-05i,-1.2678e-05-0.0008913i,-0.00038504-0.0015805i,-0.00098851-0.0009746i,-0.00090815+0.00040659i,-0.00061444+0.00055092i,-0.0010581+6.4519e-05i,-0.00068537+0.00013299i,8.4024e-06-9.4125e-05i
0.001149-0.00079757i,0.00058898-0.00026349i,0.0010556+0.0012499i,0.0014344+0.0021112i,0.0015051+0.0010356i,0.0020982+0.0004251i,0.0020959+0.00055748i,0.0015328+0.00041357i,0.00094961-0.00025156i,-0.0001288-0.00069547i,-0.00038967-0.00079516i,0.00036205-4.9289e-05i,0.00041303+0.00055225i,0.00048531+0.00033109i,0.0013241-0.00012118i,0.0015113+0.00015104i,0.00046222-9.1901e-05i,3.0582e-05-0.00023592i,4.068e-05-0.00012495i,-0.00010374-0.0003998i,-0.00030911-0.00016727i,-0.00017698+0.00022418i,0.0010264+0.00018323i
-0.0001145+0.0016672i,0.0011634+0.0033203i,0.0019222+0.0037494i,0.0030406+0.0032617i,0.0040022+0.002667i,0.0033205+0.00079771i,0.0013195-0.00029203i,0.00016721-0.00019277i,1.0813e-05-0.00080835i,-0.00041896-0.00074519i,-0.00058039-5.4054e-05i,0.00021749+4.0933e-05i,0.00085369-7.3668e-05i,0.00018785-0.00053452i,5.2164e-05-0.00087393i,0.0007018-0.0011223i,0.0010575-0.00080552i,0.0011873+0.00022268i,0.0009221+0.00020349i,0.0010273-0.00035367i,0.00040958+0.00056644i,-0.00034144+0.00039865i,0.00024972-0.00034708i
-0.00098233+0.0018405i,-0.0017721+0.0023334i,-0.00086248+0.0031198i,0.0013996+0.0039185i,0.0029457+0.0036482i,0.0030838+0.0020514i,0.0020947+0.0013413i,0.00094663+0.0017231i,-6.2798e-05+0.0017457i,-0.0012378+0.00077275i,-0.0014025+5.8978e-05i,-0.00030249+0.0004308i,-0.00036704+0.0002924i,-0.00055782-0.0007811i,-0.00028915-0.0011006i,-0.00061503-0.0007092i,-0.00084365-0.0011466i,-0.00078915-0.0011448i,-0.00090165+0.0001797i,-0.00074336+0.0010117i,-0.00050461+0.00079828i,0.00079188+0.00090162i,0.00082103+0.00070741i
-0.00054029-0.0017336i,-0.0012056-0.00032734i,-0.00015089+0.00046378i,0.00021576+4.8641e-05i,0.00035119-6.0213e-05i,0.0014166+0.00012794i,0.0013734+0.00030572i,0.0010163+0.00060363i,0.00082757+0.00057738i,0.00029617-0.00034022i,-0.00028547-0.00076373i,-0.00051536+0.00073884i,0.00014064+0.00093255i,0.00068551-9.7525e-05i,6.0892e-05-0.00032747i,-0.00028609-0.00018968i,-2.992e-05-0.00011747i,-0.00025139+0.00012676i,-0.00058288+0.00028821i,-0.00043063+0.00023585i,-0.00011831+0.00037119i,-3.8564e-05+0.00037182i,0.00049455+0.00020651i
0.00084099-0.0034311i,0.00065116-0.0026406i,0.00036767-0.0014731i,0.00052231+0.00032718i,0.0003285+0.0010392i,0.00049442+0.0014469i,0.0004288+0.0012779i,-0.00019328+0.00052805i,-0.00059192+0.00017809i,-0.00073726-0.00032162i,-6.2278e-05-0.00038807i,0.00071586+6.8405e-05i,0.0012578+0.00047443i,0.0015845+0.00070939i,0.00093181+0.00085493i,0.00028826+0.00058667i,0.00026703-0.00014234i,-0.00065976+0.00059198i,-0.00067459+0.0013366i,0.00015354+0.0007114i,-0.00032822+0.0007014i,-0.00059668+0.00045444i,-0.00029048-0.00022126i
0.0011238-0.00011946i,0.0016559+0.0008392i,0.0016718+0.0014605i,0.0023998+0.0016806i,0.0026327+0.002091i,0.0022742+0.0016278i,0.0015785+0.0012028i,0.00097656+0.0010639i,0.0006789+0.00050523i,7.4614e-05-0.00017605i,-0.00047946-8.3011e-06i,-6.3463e-06+0.0002309i,0.00021596+0.00016795i,0.00041405+0.00027458i,0.0013175+0.0005301i,0.0012796+7.214e-05i,0.00028907-0.00069398i,-0.00036995-0.00054807i,0.00033588+5.846e-05i,0.0013866-0.0001476i,0.00043083-0.00028881i,-0.00085177-0.00042192i,-0.0014188-0.00050951i
-0.0020773+0.00051635i,-0.0022793+0.0019097i,-0.0023451+0.0029549i,-2.0897e-06+0.0029376i,0.0037105+0.0032832i,0.0045839+0.0025863i,0.0029617+0.00034303i,0.0017721-0.00052116i,0.00038352-0.00034907i,-0.00056548+0.00014185i,-0.00037226+0.00076763i,4.1815e-05+0.00088656i,0.00052982+0.00026552i,0.00078665-0.00014653i,0.00088236-0.00057841i,0.00086156-0.00090242i,0.00043077-0.00061127i,0.00050178-0.00015354i,0.00068903+0.00031915i,0.00070794+0.00029783i,6.4304e-05-0.00027109i,-0.00026322-0.00030403i,-0.00033341+8.092e-05i
-0.00015579-0.0018274i,-0.00015016-0.0015206i,4.1252e-05-0.00081003i,0.00027663+0.00078242i,0.00047839+0.0014204i,0.00073266+0.00079502i,0.00063425+0.0001158i,0.0003507-0.00049278i,0.00041375-0.00087844i,0.00023472-0.0014349i,-0.00034669-0.0015513i,-0.00025852-0.00067035i,0.00012419-0.0004236i,-0.00026201-0.00015121i,-0.00059966-0.00012717i,-4.1354e-05+4.8638e-05i,0.00037861+0.00030639i,7.7831e-06-0.00027399i,-0.00034834-0.00028613i,0.00015511+0.00036426i,0.00073904+0.00048854i,0.00060736+9.1904e-05i,0.00082436-7.232e-05i
0.00045473-0.0012742i,-0.0012952-0.00074993i,-0.0022484-0.00037276i,-0.0019113+0.0010164i,-0.0013698+0.0028287i,-0.00064523+0.0021608i,-5.427e-05+0.0010154i,3.9009e-05+0.0011403i,-0.0005141+0.00049217i,-0.00082847-0.0005114i,-0.00079877-0.00041479i,-0.00075403+9.2618e-05i,4.4243e-05+0.0012156i,0.0006869+0.0021379i,0.00057902+0.001265i,0.00073151+0.00049079i,0.000227+0.00051408i,-0.00053903+0.00026064i,-0.00048984+0.0002651i,-0.0001991+4.5535e-05i,-0.00028391+0.00046836i,-0.00016993+0.00092804i,0.0005411+0.0007543i
0.00068665+0.0008774i,0.0018204+0.00095772i,0.0035836+0.0016438i,0.0049439+0.0017474i,0.0047164+0.00069918i,0.0031513-0.00047712i,0.0013551-0.00081971i,0.00065293-2.3389e-05i,0.00038031+0.00057109i,-0.00019782+2.8012e-05i,-0.00030293-0.0002058i,-0.00018205-7.4176e-05i,2.3228e-05+7.3228e-05i,-0.00035023-0.00019114i,-0.00042757+0.00020367i,-0.00023737-6.6099e-05i,3.4732e-05-0.000823i,0.00057694-0.0012755i,0.0011304-0.00059746i,0.00093894+0.00048797i,0.0003796+0.00042483i,0.00059961+8.1891e-05i,0.00048921+0.00048108i
0.0021972+0.0033029i,0.002342+0.0021044i,0.0031822+0.0013012i,0.0039059+0.00065991i,0.0037217-0.00041916i,0.0029108-0.0019751i,0.001994-0.0015562i,0.0012364+0.00054857i,0.0006337+0.00050069i,8.4515e-05-0.00038999i,-0.00016436+0.00032428i,-6.9274e-05+0.00053315i,-0.00087497-2.3615e-05i,-0.00093581+3.7775e-06i,0.00027784-0.00038956i,0.00085765-0.00040005i,0.00053982-0.00032264i,0.00013311-0.00011814i,0.00021516+0.00058948i,-8.026e-05+0.00053114i,-0.00017363-0.00022045i,-0.0001336-0.00043182i,0.00015546-0.00027116i
-0.0026942-0.0004632i,-0.00086463+0.00086378i,3.1285e-05+0.0013987i,0.0007147+0.0016526i,0.001627+0.0020469i,0.0020764+0.00072524i,0.0022639-0.00061332i,0.0014788-0.00023861i,0.00097334-0.00048476i,0.00043736-0.0014433i,-0.00070398-0.0010556i,-0.00086325-0.00053395i,0.00015036-0.00066968i,0.00076551-0.00071587i,0.0002562-0.00061545i,1.0433e-05-0.00088573i,0.0001988-0.00065387i,-0.0002439+3.5291e-05i,-0.00093474-0.00012421i,-0.0012965+0.00013136i,-0.0010924+0.0007933i,-0.00038309+0.0011805i,0.00043346+0.00051102i
-0.0019916-0.00020951i,-0.00077219+0.0012497i,-0.00026364+0.0028247i,0.00047568+0.0035236i,0.0021054+0.0036192i,0.0027489+0.0024147i,0.0011835-6.1001e-05i,-5.3118e-05-0.00086779i,-0.00050429-0.00020331i,-0.00071648-0.00017963i,-0.00030082-5.893e-05i,0.00045722-3.7168e-05i,0.00080952-0.00028719i,0.00041096+0.00012777i,0.00031091-0.00016052i,8.429e-05+0.00031545i,-0.00076656+0.00055547i,-0.0006028-5.9829e-05i,0.00035821+0.00031643i,0.00023379+0.00087178i,6.2605e-05+0.001005i,0.00036513+0.00065385i,0.00062556-7.5966e-05i
0.00084105-0.00091773i,-0.00013537-0.00070612i,-0.00034303+0.0013947i,0.0010601+0.0023629i,0.0021607+0.0017714i,0.0019832+0.0017039i,0.0015062+0.00099225i,0.001106+0.00041675i,0.00037134-0.00031973i,-0.00066185-0.00085265i,-0.00073216-0.00070836i,0.00045505-0.00042277i,0.00087391+0.00026902i,0.0010365+0.00094632i,0.0014842+0.00083687i,0.0010331+0.00019994i,-9.5018e-06+9.1702e-05i,-0.00076302+0.00033454i,-0.00068173+0.00049521i,7.1061e-07+0.00064937i,5.1123e-06+0.00082053i,-0.00021726+0.00080703i,0.00026297+0.00067183i
