-0.00060644+0.00056465i,-0.00013917-0.00055974i,-0.0013494-0.00068946i,-0.0026896+3.1526e-05i,-0.003704+0.0010985i,-0.0026932+0.0017326i,-0.001374+0.0019139i,-0.00083727+0.0011797i,0.00068378+0.00036864i,0.0010858-0.0003267i,0.00048356-0.00089783i,-0.000157-0.00088429i,-0.00070556-0.00047012i,-0.0012974-0.00055127i,-0.0012254-0.0004607i,-0.00037661-2.504e-05i,0.00076872+0.00012526i,0.00044677-0.00011264i,-0.0005809+0.00011607i,-0.00044425+0.00017297i,0.0002443+0.00032322i,0.00031982+0.0004109i,0.00020482+0.00057066i
0.039539+0.018036i,0.087805-0.031524i,0.11599-0.13309i,0.063731-0.20766i,-0.037206-0.18026i,-0.094121-0.10436i,-0.06956-0.07128i,-0.028486-0.061505i,-0.014299-0.036253i,-0.0043672-0.017099i,-0.0017176-0.015076i,-0.010285-0.0088222i,-0.013691+0.0023866i,-0.012393+0.0056164i,-0.011515+0.0020988i,-0.010226-0.000239i,-0.0084595+7.4699e-05i,-0.004473-0.00091103i,0.0030676-0.010049i,0.010258-0.025843i,0.01093-0.034748i,0.010082-0.032613i,0.0094521-0.028277i
-0.043806+0.043062i,-0.071715+0.11572i,-0.1049+0.21126i,-0.10094+0.26533i,-0.0185+0.23823i,0.076721+0.17098i,0.089836+0.11145i,0.049841+0.06644i,0.029837+0.033362i,0.026351+0.015477i,0.022163+0.0095773i,0.01778+0.0014484i,0.011548-0.0064019i,0.007559-0.0083023i,0.0058001-0.0087912i,0.0036814-0.0072667i,0.0029514-0.0042517i,0.0025145-0.0026751i,-7.0563e-05+0.0039687i,-0.0029385+0.017439i,-0.0038835+0.025629i,-0.0051477+0.02043i,-0.0069364+0.0099308i
-0.020979-0.059489i,-0.043654-0.11977i,-0.021057-0.18827i,0.042501-0.2317i,0.040349-0.21953i,-0.032371-0.15153i,-0.052014-0.071562i,-0.014489-0.029275i,0.0018428-0.01844i,-0.0036607-0.0085747i,-0.0043934-0.00097072i,0.001123-0.00011386i,0.0066692-0.00087367i,0.0069696+0.001255i,0.0057556+0.0068702i,0.0054752+0.009295i,0.0039071+0.0060563i,0.0021775+0.0028455i,0.0045339-0.003739i,0.010138-0.01654i,0.0099913-0.024081i,0.0026637-0.019089i,-0.0040402-0.0092413i
0.049533+0.0020179i,0.075646+0.014851i,0.048351+0.080335i,-0.028552+0.18793i,-0.061499+0.24522i,-0.035721+0.20966i,-0.032541+0.13429i,-0.037421+0.076683i,-0.017892+0.038079i,-0.0061029+0.011288i,-0.0066113+0.0035446i,-0.0032969+0.0034068i,-0.00015157+0.0016677i,-0.0020261+0.0018493i,-0.0059612+0.0035996i,-0.0054555+0.0047522i,-0.0018753+0.004108i,-0.0023973+0.0022229i,-0.0090605+0.0057648i,-0.017171+0.016455i,-0.016857+0.023573i,-0.0091753+0.020773i,-0.0032562+0.016305i
-0.0038391+0.044946i,0.013558+0.067502i,0.060141+0.022319i,0.10541-0.10315i,0.094624-0.19732i,0.043401-0.1876i,0.018072-0.11761i,0.013476-0.057649i,0.0021214-0.029755i,-0.0034472-0.017297i,-0.0011801-0.0091478i,-0.0039592-0.003826i,-0.010222-0.0013844i,-0.011335-0.0022677i,-0.0061887-0.0045202i,-0.0011503-0.0052219i,-0.00069312-0.004238i,0.00051259-0.0016808i,0.0085889-0.0035697i,0.018997-0.014703i,0.021292-0.023647i,0.017057-0.020222i,0.016948-0.014369i
-0.041429-0.022666i,-0.091053-0.031261i,-0.14229-0.0098284i,-0.15824+0.055931i,-0.12394+0.12024i,-0.066831+0.11906i,-0.028653+0.060096i,-0.011874+0.0090616i,-0.00061039-0.0036656i,0.0029439-0.0022476i,-0.0045143-0.00020691i,-0.0087772+0.002264i,-0.0036346+0.0023361i,0.0038782+0.0041389i,0.0085766+0.0068443i,0.0081445+0.005511i,0.0067633+0.0038032i,0.0054354+0.0040193i,-0.0023905+0.009281i,-0.014056+0.021807i,-0.018219+0.027938i,-0.015344+0.017953i,-0.012966+0.0069886i
0.047708-0.028843i,0.10222-0.059236i,0.1648-0.08045i,0.19641-0.083679i,0.17796-0.089598i,0.13217-0.088573i,0.090071-0.055612i,0.056476-0.014327i,0.031591+0.002468i,0.019285+0.00012061i,0.013803-0.0037998i,0.0093233-0.001417i,0.0061283+0.003741i,0.0020973+0.0038876i,-0.0040625+0.0021564i,-0.0087453+0.0023082i,-0.010395+0.0023835i,-0.0096995+0.00041073i,-0.0044602-0.0075036i,0.0055526-0.019446i,0.011859-0.024243i,0.009038-0.017926i,0.0011599-0.011276i
0.0014939+0.04886i,-0.026774+0.090815i,-0.10193+0.10992i,-0.1897+0.090037i,-0.20735+0.066802i,-0.14114+0.058092i,-0.064736+0.033238i,-0.024938+0.0070303i,-0.0054994+0.0048609i,0.0057054+0.0061958i,0.0067858+0.0028358i,0.0032232+0.0022459i,0.0012319+0.0024932i,0.0024748+0.001336i,0.0023872-0.0021844i,4.3003e-05-0.0047271i,0.00077672-0.0045733i,0.0029344-0.0031436i,-0.0015194+0.00092416i,-0.011202+0.010176i,-0.014293+0.01912i,-0.008014+0.021001i,-0.0011016+0.018058i
-0.042436-0.013103i,-0.052834-0.030548i,0.0039452-0.042534i,0.12168-0.02846i,0.18162+0.0022781i,0.13243+0.026211i,0.054307+0.046029i,0.0144+0.046867i,0.0044007+0.027484i,0.0026445+0.015508i,0.0045161+0.012225i,0.0045378+0.0033807i,0.001855-0.0078486i,0.00095479-0.011091i,0.0031156-0.0058134i,0.0062969-0.00024798i,0.0060489+0.0010109i,0.0024555+0.001845i,0.0041575+0.00022822i,0.012637-0.0078622i,0.014838-0.016055i,0.0078864-0.015371i,0.0043365-0.0083492i
0.014641-0.030572i,0.022578-0.047867i,-0.010788-0.039441i,-0.094733-0.013354i,-0.15531-0.0036989i,-0.13921-0.0090326i,-0.083819-0.010033i,-0.038397-0.0030898i,-0.018775+0.0035336i,-0.015504+0.0028083i,-0.013423-0.001731i,-0.006886-0.0037015i,-0.0013609-0.00063767i,-0.0011707+0.0054958i,-0.0040598+0.011507i,-0.0055722+0.012909i,-0.0021658+0.0096592i,0.0021944+0.0056243i,-0.0021065+0.005153i,-0.014429+0.010349i,-0.020802+0.014908i,-0.01452+0.010874i,-0.0074131+0.0026847i
0.032876+0.028119i,0.062446+0.059405i,0.093002+0.081948i,0.12365+0.077531i,0.1353+0.061528i,0.095603+0.045196i,0.029219+0.027617i,-0.013851+0.01148i,-0.023817-0.0018244i,-0.020001-0.0054841i,-0.014054+0.00091348i,-0.010393+0.0091255i,-0.0096623+0.012624i,-0.0074006+0.0081339i,-0.0054717+0.0013652i,-0.0067035-0.0033055i,-0.0091939-0.0047691i,-0.008737-0.0027951i,0.0010392-0.0026758i,0.015529-0.0090894i,0.020299-0.015268i,0.012878-0.014195i,0.0049378-0.011131i
-0.033078+0.01819i,-0.069954+0.0058621i,-0.10207-0.036223i,-0.1066-0.087089i,-0.083571-0.11045i,-0.042703-0.098267i,-0.00057916-0.074143i,0.017721-0.054269i,0.012623-0.035598i,0.0047647-0.023519i,-0.0016585-0.019384i,-0.0083404-0.014575i,-0.010853-0.0082868i,-0.0065884-0.002762i,0.0013184+0.00025264i,0.0064758+0.00031i,0.0070783+0.00072235i,0.0053514+0.0034228i,-0.0019672+0.0082928i,-0.013283+0.014715i,-0.017639+0.019162i,-0.013267+0.018472i,-0.0089056+0.016652i
0.0032109-0.030951i,0.029503-0.045418i,0.069396-0.015824i,0.088526+0.058486i,0.069682+0.10394i,0.035754+0.077379i,0.0074899+0.024205i,-0.0045921-0.004003i,-0.00030519-0.0081251i,0.0062842-0.0045795i,0.0067583-0.00097496i,0.0089643-0.00023766i,0.013407-0.0022917i,0.012108-0.0038388i,0.0051413-0.00029551i,-0.0016533+0.0060539i,-0.0051119+0.0073099i,-0.0063748+0.0019584i,-0.0033986-0.0052234i,0.0060659-0.012206i,0.014304-0.019713i,0.0131-0.02372i,0.0080594-0.019364i
0.017349+0.0088139i,0.016553+0.020646i,-0.014192+0.0038307i,-0.051769-0.055826i,-0.042966-0.098847i,0.0048785-0.077995i,0.03763-0.032838i,0.037653-0.0070503i,0.025623+7.642e-06i,0.016748-0.0016125i,0.011005-0.0046366i,0.0055945-0.003201i,0.00030654-0.00091415i,-0.0031227-0.0020138i,-0.0056405-0.0057215i,-0.0065183-0.0081102i,-0.0025729-0.0054045i,0.0039737-0.0012311i,0.0030658+0.0017746i,-0.0068724+0.0068165i,-0.012539+0.013607i,-0.0086591+0.016386i,-0.0024337+0.012244i
-0.014932+0.015668i,-0.028858+0.025666i,-0.026595+0.043013i,-0.0033155+0.080507i,-0.00075617+0.11654i,-0.023871+0.10482i,-0.030338+0.059186i,-0.014652+0.022332i,0.00032991+0.0039127i,0.0033413-0.001998i,-0.00017701-0.0022173i,-0.0040347-0.0044894i,-0.0060628-0.0080235i,-0.0043515-0.007982i,0.00044132-0.0048387i,0.0039305-0.0027015i,0.0015141-0.0044861i,-0.0036305-0.0062906i,-0.0020037-0.0057134i,0.0084354-0.0064938i,0.015119-0.010386i,0.01089-0.012335i,0.0063405-0.010379i
-0.0060916-0.017869i,-0.0027954-0.042085i,0.0058179-0.063131i,0.013948-0.069951i,0.025319-0.059118i,0.034585-0.023375i,0.033316+0.019301i,0.029077+0.034806i,0.022317+0.02531i,0.015392+0.01478i,0.013144+0.0091142i,0.012089+0.0035147i,0.010083+0.00061211i,0.0065788+0.0027546i,0.0049447+0.0070431i,0.0063392+0.0094583i,0.0076245+0.0071775i,0.0060622+0.0029258i,-0.00051331+0.0011058i,-0.011718+0.0035165i,-0.01932+0.0094948i,-0.018404+0.013579i,-0.015774+0.012972i
0.016877+0.0038871i,0.036325+0.025714i,0.03403+0.05995i,0.00072008+0.079622i,-0.035668+0.065954i,-0.046546+0.031402i,-0.033677+0.0022445i,-0.018633-0.0084629i,-0.011527-0.0042088i,-0.012842+0.003192i,-0.015411+0.0084654i,-0.013054+0.014174i,-0.0065346+0.018246i,-0.002827+0.015385i,-0.004757+0.0074917i,-0.0083206+0.0018411i,-0.0088746+0.00088184i,-0.0058674+0.0015518i,0.0011312+0.00025707i,0.01224-0.0044763i,0.020755-0.010056i,0.021753-0.014455i,0.01641-0.014581i
-0.008528+0.012761i,-0.021504+0.013281i,-0.01946-0.010613i,0.018603-0.042542i,0.060333-0.042369i,0.06238-0.012028i,0.034634+0.011579i,0.0092164+0.015902i,-0.0020885+0.010822i,-0.0036574+0.0023834i,-0.0033752-0.0052155i,-0.0030592-0.007757i,-0.0013014-0.0069155i,0.0026823-0.006036i,0.0070232-0.0049633i,0.0076845-0.002601i,0.0048752+0.0013524i,0.0027413+0.0065661i,-0.00070566+0.010399i,-0.011872+0.012865i,-0.023013+0.015233i,-0.024138+0.017346i,-0.017131+0.016243i
-0.010384-0.0076967i,-0.010288-0.015228i,-0.0096669-0.0073052i,-0.027031+0.016046i,-0.054482+0.015411i,-0.05233-0.017538i,-0.029497-0.03994i,-0.01505-0.032078i,-0.0065518-0.014847i,0.0019604-0.005979i,0.0061115-0.0029682i,0.0080469-0.00078801i,0.0092858-0.00040042i,0.0069499-0.0020184i,0.0008279-0.0015297i,-0.0046531+0.00044873i,-0.0065736-0.00084454i,-0.0070307-0.0050022i,-0.0041316-0.0076072i,0.0055722-0.0086979i,0.015795-0.011088i,0.017001-0.013074i,0.011863-0.01158i
0.0073633-0.0070356i,0.018252-0.0075524i,0.025214-0.0090882i,0.031277-0.011704i,0.043766+0.00099757i,0.038852+0.025666i,0.012927+0.033659i,-0.0062055+0.026789i,-0.0092805+0.017034i,-0.0059906+0.010643i,-0.0048862+0.0090099i,-0.005178+0.0072926i,-0.0069712+0.0028753i,-0.0086525+0.00063463i,-0.0078708+0.0018681i,-0.0041609+0.0037592i,0.0023148+0.0051513i,0.0070415+0.0044698i,0.0044103+0.002767i,-0.0061345+0.0034784i,-0.016284+0.0054092i,-0.018796+0.0066023i,-0.015602+0.0042915i
-0.00087367+0.0088256i,-0.011906+0.019017i,-0.030421+0.022053i,-0.044805+0.013631i,-0.046024-0.0011885i,-0.03089-0.01178i,-0.0090918-0.01162i,0.0057477-0.010958i,0.0076095-0.014344i,0.0014314-0.017028i,-0.0045084-0.016972i,-0.0076465-0.013466i,-0.0087649-0.0075396i,-0.0078183-0.003943i,-0.0040384-0.0032427i,-0.0011193-0.0032456i,-0.001553-0.0024097i,-0.0032192-0.00083756i,-0.00089309-0.001075i,0.0084069-0.0039743i,0.01903-0.0068031i,0.022655-0.00619i,0.019103-0.0031142i
-0.010665-0.0069245i,-0.010343-0.016604i,0.0016333-0.017416i,0.02195+0.0062206i,0.026835+0.040809i,0.010214+0.05652i,-0.0058966+0.046349i,-0.0080599+0.02553i,-0.0024432+0.0084759i,0.0041023+0.0017097i,0.0084508+0.0020859i,0.008263+0.0029702i,0.0056645+0.0037694i,0.0044951+0.0072351i,0.0035603+0.0088336i,0.0023913+0.0060139i,0.0018831+0.0016913i,0.0013624-0.0002645i,-0.0030191+0.00096778i,-0.01193+0.0027897i,-0.021202+0.0026197i,-0.026205+0.0015625i,-0.022814+0.0016501i
0.0083822-0.0059469i,0.013685-0.0022568i,0.0069437+0.0045483i,-0.01322-0.0019855i,-0.018437-0.024434i,9.7878e-05-0.032812i,0.016251-0.024079i,0.018334-0.016813i,0.011359-0.011589i,0.0020707-0.0038211i,-0.0045306+0.0042766i,-0.0062107+0.0091655i,-0.0027397+0.010038i,0.0017421+0.0070322i,0.0036593+0.00042905i,0.0027351-0.0053814i,0.0013978-0.0066689i,0.0031176-0.0063271i,0.0070975-0.0070287i,0.01405-0.0068944i,0.02125-0.0044145i,0.022628-0.0031155i,0.017449-0.0032113i
0.0024265+0.0052782i,0.0030485+0.010626i,0.005614+0.0131i,0.014176+0.018215i,0.014708+0.032307i,-0.00050765+0.032847i,-0.013445+0.013865i,-0.015816+0.0013025i,-0.01187-0.00069688i,-0.008284-0.0028651i,-0.0073414-0.0072258i,-0.0032038-0.010302i,0.0026783-0.011433i,0.0039351-0.010362i,0.0010681-0.0058301i,-0.00079265+0.00060871i,-0.0003058+0.0059507i,0.0010928+0.0088993i,-0.00042974+0.0098368i,-0.0081678+0.0095833i,-0.017321+0.0071206i,-0.019596+0.0030382i,-0.014243-0.00032726i
-0.006385+0.0011329i,-0.011578-0.0035491i,-0.012507-0.011787i,-0.0074904-0.020183i,0.0030143-0.029843i,0.017219-0.034034i,0.020584-0.025942i,0.013081-0.011665i,0.0096028-0.0024356i,0.012428-0.0026651i,0.015066-0.0036518i,0.013659-0.00079529i,0.0091237+0.0012435i,0.0048405-0.00081244i,0.0017407-0.0016513i,-0.0021327-0.00015733i,-0.0070479+0.0004457i,-0.010334-0.000759i,-0.0073517-0.002242i,0.0028333-0.0024547i,0.014425-0.00037333i,0.018982+0.0025306i,0.014512+0.0030631i
0.00080404-0.0081779i,0.0073109-0.0096728i,0.01152-0.0032054i,0.0048809+0.0095447i,-0.0099834+0.019405i,-0.018823+0.017871i,-0.018003+0.0075393i,-0.012662-0.00086093i,-0.0059995-0.0007712i,-0.0011+0.004253i,-0.00051718+0.0083922i,-0.0034163+0.0071503i,-0.0061758+0.00053911i,-0.0087479-0.0030079i,-0.0099467-0.002086i,-0.0064071-0.00076755i,-0.00097059-0.00061068i,0.00086243-0.00029016i,-0.0026243+0.0012275i,-0.01109+0.0014023i,-0.018458-0.0020649i,-0.019104-0.0064081i,-0.014498-0.0074209i
0.0019497+0.0029284i,-0.001077+0.0072801i,-0.0061506+0.0049646i,-0.0027407-0.0047394i,0.012488-0.007348i,0.023817+0.0029398i,0.025449+0.012423i,0.024647+0.011135i,0.019023+0.0038661i,0.0077842-0.0022404i,-0.0028541-0.0048282i,-0.0084462-0.0032045i,-0.0090345+0.002268i,-0.0058702+0.0071648i,-0.00045293+0.0085109i,0.0036162+0.0067833i,0.0050647+0.0039579i,0.0047666+0.002607i,0.0057048+0.0019618i,0.0109+0.00034534i,0.015932+0.0012959i,0.016832+0.0054282i,0.013774+0.0071789i
-0.0016299+0.0015291i,-0.0043869-0.0019958i,-0.0049792-0.0022509i,-0.0095276+0.0072583i,-0.02188+0.016157i,-0.027293+0.016561i,-0.017564+0.014229i,-0.0047236+0.0081922i,0.0018341+0.00098513i,0.003609-0.0026105i,0.0055568-0.0029685i,0.0071834-0.0015122i,0.0056003+0.001171i,0.0036688+0.002897i,0.0028938+0.00090897i,0.0022762-0.00026944i,0.0012557+0.0015668i,-0.0010304+0.0027255i,-0.004581+0.0025113i,-0.010578+0.0011463i,-0.016314-0.0024654i,-0.016184-0.0061276i,-0.010087-0.0056369i
-0.00052184-0.001005i,0.0023427+0.00028047i,0.0076867+0.0039889i,0.012249+0.0048351i,0.019087+0.005014i,0.021492+0.011822i,0.01616+0.017867i,0.0099108+0.017439i,0.0052813+0.012575i,0.0010766+0.009597i,-0.0015381+0.010744i,-0.0025844+0.010347i,-0.00082015+0.0083725i,0.0029978+0.0080264i,0.0049763+0.0067941i,0.003254+0.0026428i,0.00067689-0.0021949i,0.0014904-0.006508i,0.0057221-0.008939i,0.01205-0.0063539i,0.016449+0.00037791i,0.01373+0.0058023i,0.0079985+0.0058608i
-8.4449e-05+0.00080879i,4.2346e-05+0.0027016i,-0.0022281+0.0060211i,-0.005979+0.0078054i,-0.011344+0.0053166i,-0.015607-0.0024777i,-0.017797-0.0066625i,-0.016045-0.0035933i,-0.011184-0.001386i,-0.008641-0.0017784i,-0.0089142-0.0033452i,-0.0052391-0.0056789i,0.0019098-0.008884i,0.0036528-0.010551i,0.0010375-0.008946i,-0.00074488-0.0053775i,0.00052611-0.0017939i,0.0023028+0.00075104i,6.9194e-05+0.002238i,-0.0065306+0.0012689i,-0.011653-0.0021524i,-0.01135-0.0058803i,-0.0079849-0.0061762i
0.0031664-0.00028261i,0.0017316-0.001645i,0.0037736-0.0023077i,0.01032+0.00086066i,0.014802+0.0060793i,0.0109+0.0082098i,0.001208+0.005507i,-0.0065633+0.0054927i,-0.0059968+0.005596i,0.00038489+0.00013358i,0.0050631-0.0042886i,0.0047954-0.0037373i,0.00026258-0.0034332i,-0.0051709-0.0040489i,-0.0069685-0.0010748i,-0.0062803+0.0027512i,-0.0051975+0.0038117i,-0.0037112+0.0036624i,-0.00097793+0.0028572i,0.0052114+0.0030778i,0.011324+0.0068557i,0.010003+0.0096705i,0.00517+0.0085573i
0.00086712+0.0022091i,0.0036912-0.00067243i,0.0034686-0.0035941i,-0.0024277-0.0063704i,-0.0062245-0.010848i,-0.00471-0.014841i,-0.004303-0.017608i,-0.0051901-0.018134i,-0.0035489-0.012943i,0.00070956-0.0053452i,0.0017697+0.0011997i,0.00074511+0.0051616i,0.00089323+0.0041343i,0.00019894+0.0010533i,0.00019983-3.1414e-05i,0.00077073+0.00046525i,-0.0011304+0.0011656i,-0.0031532+0.0017085i,-0.005308+0.0018095i,-0.010198+0.00095088i,-0.013135-0.002811i,-0.0097679-0.0070156i,-0.0053356-0.0067858i
0.0027476+0.0024591i,0.0051281+0.002839i,0.0058403+0.0028185i,0.0059352+0.0040298i,0.0066477+0.0096076i,0.0056415+0.014612i,0.0066486+0.012569i,0.0069829+0.0041398i,0.0048787-0.0029981i,0.0009534-0.0048318i,-0.0049508-0.0048022i,-0.010793-0.002342i,-0.013424+0.0035261i,-0.012927+0.0093128i,-0.010568+0.011172i,-0.007682+0.0077808i,-0.0054022+0.0032749i,-0.0025481+0.0020195i,0.0025489+0.0035464i,0.0084828+0.0040351i,0.010865+0.0043734i,0.0083773+0.0049882i,0.0046993+0.0034155i
-0.0026026-0.00049549i,-0.0035528+0.00067851i,-0.005138+1.7196e-06i,-0.007442-0.0010978i,-0.009126-0.0020297i,-0.0043149-0.00074765i,0.0051096+0.00032374i,0.010954-0.0029913i,0.010464-0.0062667i,0.0066867-0.0067605i,0.0049617-0.0065748i,0.0040536-0.0058186i,0.0044513-0.0024765i,0.0076394-0.00078491i,0.010425-0.001876i,0.0102-0.0029468i,0.0082104-0.0027436i,0.0036904-0.0016355i,-0.0035843-0.0011658i,-0.010162-0.0025441i,-0.012879-0.0055586i,-0.009648-0.0071107i,-0.0049317-0.0049953i
0.0017592-0.001756i,0.0016969-0.0011933i,0.0010776+0.0024799i,-0.00030925+0.0088877i,-0.0017243+0.015017i,-0.0018926+0.017004i,0.001029+0.016843i,0.0031489+0.014846i,0.0028146+0.0095569i,0.0022437+0.0061049i,0.0031066+0.0056572i,0.0045035+0.0049148i,0.0054807+0.003066i,0.0062329+0.001775i,0.0042119+0.002129i,0.0013115+0.0039116i,0.00038475+0.0043179i,0.0024771+0.0021358i,0.0060457-0.00079612i,0.010186-0.00080457i,0.011919+0.0023384i,0.0083147+0.0054783i,0.0032734+0.0053289i
0.0038466+0.0038084i,0.0050355+0.0046908i,0.004424+0.0040164i,0.0039524+0.0023615i,0.0038122+0.0014997i,0.0015719-0.00074119i,-0.001683-0.0015211i,-0.0014666+0.00088479i,-0.0013708+0.0025025i,-0.0038759+0.0017061i,-0.006374+0.00078719i,-0.0069467+0.00031121i,-0.0047663-0.00055762i,-0.0012739-0.0022952i,0.00055287-0.0026505i,0.0008724-0.0012451i,0.0007909-0.00011169i,0.00078841-0.00016806i,-0.001066-0.00081818i,-0.0060911-0.0021247i,-0.0086207-0.0043862i,-0.0056263-0.0054712i,-0.0023498-0.0051472i
-0.0052485+0.00043367i,-0.0032278+0.0017496i,-0.00018993+0.0055484i,0.0021829+0.0096897i,0.0031354+0.011334i,0.00042025+0.0078739i,-0.0059975+0.0033451i,-0.010515+0.0014757i,-0.0082175+7.5686e-05i,-0.0015006-0.002963i,0.003649-0.0055665i,0.0047078-0.0074574i,0.0011553-0.010611i,-0.0045019-0.013069i,-0.0076618-0.011442i,-0.0079384-0.0088271i,-0.0071763-0.0076182i,-0.0054179-0.0047202i,-0.0017052+0.00015589i,0.0047267+0.0043144i,0.0086805+0.0063869i,0.0071825+0.0056698i,0.0042729+0.0037567i
-0.0013119-0.0026385i,-0.001457-0.0032477i,0.00048815-0.0019435i,0.0028271-0.0031093i,0.0060336-0.0054425i,0.0079809-0.0058672i,0.0069021-0.0073436i,0.0051441-0.0086815i,0.0041253-0.0070969i,0.0042812-0.0044655i,0.0045434-0.00020815i,0.0043695+0.0054645i,0.0042529+0.0079445i,0.004424+0.0080695i,0.0047402+0.0089458i,0.0057228+0.0096224i,0.0067816+0.007911i,0.0052918+0.0034663i,0.00038667-0.0011041i,-0.0064195-0.0046089i,-0.0099339-0.0069306i,-0.0084919-0.0070184i,-0.006087-0.0049337i
6.2368e-05-0.00050927i,0.0017231-0.0016217i,-5.2749e-05-0.0021i,-0.0017741+0.00028559i,-0.0020849+0.0039395i,0.00028484+0.0071542i,0.0041166+0.0062997i,0.0045784+0.0012546i,0.0024148-0.0015108i,0.00071616-0.0015305i,-0.0026305-0.0013586i,-0.0066759+0.001485i,-0.0079298+0.0056266i,-0.0087952+0.0073926i,-0.010575+0.0046336i,-0.011178+0.0023188i,-0.010447+0.0038644i,-0.007495+0.0059196i,-0.0015956+0.0064639i,0.0058111+0.0070557i,0.0094497+0.0082733i,0.0071006+0.0071096i,0.0038562+0.0042968i
-4.9109e-05+0.0028617i,-0.00079046+0.0034895i,-0.0015574+0.0033228i,-0.0035283+0.0027749i,-0.0028921+0.0059059i,0.0027668+0.0094816i,0.0094025+0.0096801i,0.012173+0.0075873i,0.0094199+0.004157i,0.0054167-0.00060528i,0.0028191-0.0054906i,0.0011542-0.007738i,0.0014696-0.0066175i,0.0057869-0.0029097i,0.010129+0.00056411i,0.0091606+0.0020889i,0.0057713+0.0011964i,0.0029951-0.00024119i,-0.0022439-0.0014838i,-0.0088656-0.0036171i,-0.011629-0.0061037i,-0.008385-0.0068955i,-0.0034474-0.0053383i
-0.00090862-0.0011364i,-0.003008-0.0012076i,-0.0066122+0.00087043i,-0.010163+0.0051038i,-0.010356+0.009732i,-0.008257+0.012941i,-0.0047178+0.014309i,-3.6668e-05+0.012299i,0.0031378+0.0090528i,0.0038051+0.0076719i,0.0045649+0.0082078i,0.0069663+0.0084017i,0.0081633+0.0058531i,0.0071742+0.0025933i,0.0050871+0.00096335i,0.0038872-0.00082067i,0.0038302-0.002252i,0.0035796-0.0022379i,0.0047334-0.00057421i,0.0068485+0.0020682i,0.0075667+0.0043995i,0.0048513+0.0063035i,0.0025257+0.0061626i
0.00023805-0.0012508i,0.0021808+0.0011759i,0.0049774+0.004661i,0.0065201+0.0080601i,0.0053265+0.0097653i,0.00062419+0.0089276i,-0.0036787+0.0093908i,-0.0045048+0.011199i,-0.0043499+0.0098739i,-0.005689+0.0062633i,-0.007707+0.0036608i,-0.0082474+0.0018259i,-0.0070786+0.0011513i,-0.0055299+0.00014796i,-0.0043309+0.00031213i,-0.0022781+0.0031523i,0.00064131+0.0054513i,0.0029728+0.0048028i,0.001981+0.0010323i,-0.0020266-0.0044063i,-0.0038052-0.0079324i,-0.002926-0.0078255i,-0.0026882-0.00624i
0.0008595+0.0011988i,0.0011497+0.0020349i,0.00083067+0.0028474i,0.00082358+0.0026327i,-0.00015489+0.0020099i,-0.0043646-2.0467e-05i,-0.01075-0.0032255i,-0.01464-0.0057i,-0.012296-0.0060547i,-0.0071069-0.0059484i,-0.002986-0.0060261i,-0.001773-0.0063936i,-0.0032514-0.0072216i,-0.0046969-0.0084239i,-0.0049479-0.0096146i,-0.0051446-0.0093558i,-0.0067244-0.0075933i,-0.0077483-0.0035742i,-0.0046307+0.0027507i,0.0011698+0.0087547i,0.0041345+0.012279i,0.0031092+0.010643i,0.0016034+0.0063386i
0.0013421-0.00038934i,0.001155-0.00075203i,0.0030085-0.0022096i,0.0043901-0.002385i,0.0029758-0.0018247i,0.0014601-0.0029856i,-6.8411e-05-0.0073978i,-0.0022666-0.011857i,-0.0020551-0.012132i,0.0010485-0.008747i,0.0026408-0.0040514i,0.0025461+0.0011706i,0.003201+0.0055985i,0.0030121+0.0085332i,0.0020292+0.0099108i,0.0010769+0.0087758i,0.00045193+0.005403i,-7.2282e-06+0.0010433i,-0.0021818-0.0029229i,-0.0065053-0.0066054i,-0.0084845-0.0095859i,-0.0061205-0.0089682i,-0.0031921-0.0061307i
-0.0016615+0.0019128i,-0.00038147+0.00015865i,-0.00050655-0.0011911i,-0.00056692-0.0017733i,0.0018958-0.0013308i,0.005522-0.0018002i,0.0069689-0.0054511i,0.0061687-0.0093533i,0.0048593-0.0073709i,0.0022328-0.0025943i,-0.0032487-8.106e-05i,-0.0086937+0.0019613i,-0.0099933+0.0039258i,-0.008496+0.0034674i,-0.0070968+0.0010343i,-0.0050562-8.7347e-06i,-0.0020024+0.0009959i,0.00024439+0.0021941i,0.0017213+0.0033687i,0.0032393+0.0064305i,0.003996+0.009204i,0.0025022+0.0080481i,7.6461e-05+0.0049367i
0.001645+0.0012445i,0.0012627+0.001115i,0.00032552+0.00018163i,-0.002073+0.00090606i,-0.0021599+0.0044098i,0.0028507+0.0076961i,0.0093033+0.0079747i,0.011654+0.0059542i,0.009614+0.0025425i,0.0066624-0.0021356i,0.0040919-0.0066708i,0.003021-0.0096793i,0.0033885-0.0090108i,0.0050444-0.0043135i,0.0063376+0.00047099i,0.0048867+0.0040015i,0.002514+0.0061191i,0.0018239+0.0052992i,0.00039297+0.0019861i,-0.0032161-0.0027123i,-0.0040868-0.0066002i,-0.0022299-0.0079336i,-0.00017884-0.0075073i
