-0.006924+0.0015745i,-0.0041603+0.0028662i,-0.0018621+0.0018952i,0.00017241-0.00055973i,0.0006462-0.0011425i,0.00014965-0.00068524i,-0.00013319-5.8668e-05i,0.00016708+0.00096741i,0.0010538+0.00069175i,0.00079755-0.00034015i,-0.00032806-0.0010625i,-0.00037866-0.00088436i,0.00034012-0.00079689i,0.00070378-0.00028309i,0.0003324+0.0005784i,-5.5982e-05+0.00078443i,-0.00047949+0.0013717i,-0.00045366+0.0012748i,8.505e-05+0.00027772i,8.5183e-05-0.00070946i,-0.00055775-0.00054773i,-0.0013726-0.0002562i,-0.0011602+9.9864e-05i
0.11107+0.079162i,0.12947+0.019091i,0.11426-0.02074i,0.089831-0.055945i,0.067722-0.065297i,0.048951-0.038939i,0.027489-0.011491i,0.0063127+0.0029652i,-0.0053217+0.0056922i,-0.0088644-0.0014192i,-0.0076908-0.0068869i,-0.0017961-0.0044929i,0.0059302+0.00098264i,0.010923+0.0024255i,0.010416+0.0016833i,0.0077006+0.001615i,0.0068473+0.00015328i,0.0034714-0.0032451i,-0.0077849-0.0075356i,-0.020253-0.0085578i,-0.02246-0.0068664i,-0.016378-0.0046462i,-0.0096372-0.0013085i
0.071031+0.11804i,0.060699+0.10762i,0.034207+0.11565i,0.027618+0.11453i,0.017394+0.08867i,-0.0026123+0.054482i,-0.008432+0.030419i,-0.0065186+0.017128i,-0.0033912+0.0079763i,0.0035132-0.0015017i,0.0088768-0.0074911i,0.0068011-0.0060349i,0.00085801-8.0983e-05i,-0.00055253+0.0036625i,0.002259+0.0035293i,0.0033466+0.0033516i,0.0035836+0.004761i,0.0070297+0.0028028i,0.013915-0.0048481i,0.017048-0.01214i,0.012383-0.012596i,0.0053127-0.009101i,0.00072542-0.0060031i
0.064832+0.08564i,0.022308+0.020765i,-0.048582-0.022392i,-0.082763-0.045996i,-0.070635-0.062234i,-0.039527-0.057315i,-0.021215-0.032598i,-0.018114-0.008806i,-0.012789+0.0046055i,-0.00078483+0.0084419i,0.00955+0.0077587i,0.012114+0.0046609i,0.0093816+0.00083886i,0.0064187+0.00034448i,0.0052139+0.0025526i,0.0039303+0.0033474i,0.0017493+0.0020274i,-1.7712e-05+0.0047646i,9.2449e-05+0.013342i,2.0262e-05+0.019077i,-0.0023163+0.013843i,-0.0035355+0.0041368i,-0.0026124-0.00037656i
0.0799+0.1008i,0.090724+0.047297i,0.092786-0.0092232i,0.10318-0.042224i,0.095261-0.03632i,0.063553-0.012073i,0.031789-0.0033884i,0.0083072-0.0080716i,-0.0045573-0.0044781i,-0.0041484+0.0062918i,0.0026379+0.013235i,0.0071396+0.014978i,0.0081214+0.013007i,0.0053936+0.0089882i,0.0016697+0.0067313i,0.0020394+0.0055134i,0.0034672+0.0025085i,2.8231e-05-0.0021254i,-0.0097563-0.0060197i,-0.015652-0.0090457i,-0.010926-0.010512i,-0.0029629-0.0086452i,-0.00038076-0.0055879i
0.04093+0.12247i,0.018687+0.085286i,-0.0061902+0.081596i,-0.011281+0.090191i,-0.01834+0.068103i,-0.023354+0.035021i,-0.012162+0.014284i,-0.00078348+0.0036704i,-0.00162+0.00076621i,-0.005611+0.0048421i,-0.00538+0.0099915i,-0.0039376+0.0097231i,-0.0035852+0.0060858i,-0.002725+0.0019116i,-0.0019082+0.00017192i,-0.00050545+0.0023132i,0.0021941+0.0027752i,0.0046752+0.0006247i,0.0081139-0.0035009i,0.012758-0.0054797i,0.012814-0.00092782i,0.0085931+0.0027884i,0.0043697+0.00083734i
0.037952+0.067822i,0.023564-0.007381i,-0.0076069-0.060502i,-0.022903-0.081718i,-0.013718-0.077696i,0.002456-0.053842i,0.0081118-0.023424i,0.0039132-0.0039564i,-0.0019059+0.00094811i,-0.0070111+0.0013116i,-0.0089074+0.0045928i,-0.0040499+0.0063638i,0.0036014+0.0038095i,0.0069128+0.0010363i,0.0053487+0.00058391i,0.0031301+0.0017586i,0.0011803+0.0020075i,-0.0013336+0.0021507i,-0.0041587+0.0064481i,-0.0081782+0.0121i,-0.010454+0.012091i,-0.0091315+0.0074156i,-0.0057626+0.0030041i
0.069344+0.091593i,0.10554+0.049478i,0.11797+0.03271i,0.1143+0.031966i,0.085131+0.032479i,0.044253+0.033817i,0.018953+0.026947i,0.008005+0.015916i,0.0028947+0.0069074i,-0.0015507-0.00047144i,-0.0062897-0.001772i,-0.0071364+0.0041583i,-0.0037883+0.0088765i,0.00050555+0.007927i,0.0027957+0.0045959i,0.0031882+0.0033185i,0.003879+0.0020646i,0.0033918-0.0022028i,-0.0014757-0.0095687i,-0.0071383-0.015109i,-0.0079932-0.013176i,-0.0062447-0.0082385i,-0.0044776-0.0038315i
0.043567+0.11066i,0.017305+0.092062i,-0.033095+0.087796i,-0.063348+0.07337i,-0.065629+0.038356i,-0.049211+0.011207i,-0.027044+0.0080232i,-0.012376+0.013786i,-0.0032046+0.012264i,0.004726+0.0028611i,0.0054452-0.0052317i,-0.0015244-0.0073122i,-0.005681-0.0054787i,-0.0027995-0.0028053i,0.00089749-7.9005e-05i,0.0012204+0.0022657i,0.0015928+0.0036949i,0.0052049+0.0045334i,0.011643+0.0039327i,0.013959+0.0022413i,0.0078152+0.00096515i,0.00099064-0.00092687i,-0.0018188-0.0024229i
0.042449+0.082021i,0.034395+0.013927i,0.01003-0.052992i,0.0070055-0.086221i,0.019794-0.079685i,0.020401-0.047699i,0.0043866-0.016678i,-0.011756+0.00070313i,-0.011968+0.0091699i,-0.00081895+0.011068i,0.0073147+0.0076257i,0.0089378+0.0028122i,0.008559-5.6206e-05i,0.0081418+0.0013158i,0.0067827+0.0043179i,0.0033047+0.0041693i,0.00011121+0.0028199i,-0.0023061+0.0050253i,-0.0054416+0.0093301i,-0.0095951+0.0099135i,-0.01117+0.003512i,-0.0076742-0.0035489i,-0.0045093-0.0053351i
0.054044+0.10533i,0.066395+0.073579i,0.069365+0.058897i,0.068889+0.057544i,0.04477+0.051906i,0.012632+0.040099i,-0.0029805+0.022121i,-0.0091661+0.0069035i,-0.014443+0.0046393i,-0.012974+0.010593i,-0.0046075+0.012357i,0.0022403+0.0090639i,0.0035345+0.0068943i,0.0020074+0.0059666i,0.00017843+0.005141i,-0.0003358+0.0032597i,0.00030526+0.00074597i,0.00020341-0.0017812i,-0.0014063-0.0061707i,-0.0019602-0.010722i,0.0014208-0.010711i,0.0045224-0.007222i,0.0034061-0.0045288i
0.019524+0.10654i,-0.007151+0.066257i,-0.047588+0.032733i,-0.063252+0.0090186i,-0.054059-0.013024i,-0.036101-0.021585i,-0.018734-0.013576i,-0.010497-0.0080319i,-0.010447-0.0082446i,-0.011286-0.0046364i,-0.0056793+0.0024332i,0.0015918+0.0048043i,0.0045405+0.0021691i,0.0047673-0.00074769i,0.0030146-0.0016585i,0.0015275-0.00024948i,0.0018232+0.0016297i,0.0027117+0.0034235i,0.0050029+0.0038717i,0.0073127+0.0042571i,0.0055608+0.0056463i,0.0027072+0.0041878i,0.0022058+0.0012647i
0.031435+0.076038i,0.040741+0.0025812i,0.045559-0.049506i,0.055664-0.0589i,0.054341-0.042128i,0.036737-0.017654i,0.015119-0.0031913i,0.0026257-0.0027771i,-0.0012454-0.0058048i,-0.0034756-0.00404i,-0.0037674+0.0046319i,0.00014692+0.013824i,0.005936+0.015465i,0.0089698+0.010762i,0.0072105+0.0055221i,0.0041537+0.0030483i,0.0019964+0.0028364i,-0.0015757+0.0025298i,-0.0068567+0.0022785i,-0.01136+0.0025544i,-0.010966+0.00061553i,-0.0066464-0.0011485i,-0.0023126-0.00087532i
0.040432+0.097505i,0.0625+0.077056i,0.058006+0.075709i,0.034853+0.076315i,0.0053048+0.060415i,-0.012826+0.03934i,-0.010397+0.02326i,-0.00050769+0.012008i,0.003233+0.0027195i,-8.6389e-05-0.003818i,-0.0075339-0.0023271i,-0.013253+0.0059701i,-0.012116+0.01129i,-0.0066791+0.010092i,-0.0017049+0.0068048i,0.0010387+0.005762i,0.0019288+0.0044593i,0.0032149-0.00069862i,0.0028072-0.0068262i,0.0020284-0.0091314i,0.0021031-0.0058958i,0.0013883-0.0018297i,0.00071297-0.00033807i
0.015024+0.10149i,-0.0020109+0.061046i,-0.041142+0.021036i,-0.054661-0.014614i,-0.039844-0.035793i,-0.022597-0.02986i,-0.013191-0.0076466i,-0.0081142+0.009327i,-0.00056201+0.011409i,0.0052216+0.0041251i,0.0026746-0.0031891i,-0.004123-0.0066814i,-0.0065916-0.0065727i,-0.0029325-0.0040942i,0.00061184-0.0018829i,0.00039911+0.0003268i,-6.5883e-05+0.0026501i,0.0033462+0.0045253i,0.0066772+0.0060925i,0.0049753+0.0060722i,0.0001531+0.0041956i,-0.002456+0.00079943i,-0.0019837-0.0011692i
0.02993+0.078713i,0.039356+0.025442i,0.047705-0.015273i,0.058135-0.02302i,0.049329-0.010568i,0.023182+0.0039847i,-0.0018954+0.010022i,-0.014032+0.0107i,-0.012755+0.014417i,-0.0051616+0.015909i,-0.001165+0.0096491i,-0.00081318+0.0017477i,0.0011407-0.0011176i,0.0029421+0.00119i,0.0031497+0.0029755i,0.0021974+0.0027975i,-0.00022131+0.0027696i,-0.0032154+0.003002i,-0.0067578+0.0025077i,-0.0091129-0.00043946i,-0.0071726-0.0046137i,-0.0028767-0.0063971i,-0.0010648-0.0052778i
0.02218+0.099841i,0.02891+0.076595i,0.010246+0.064151i,-0.01258+0.055403i,-0.026621+0.036335i,-0.030632+0.017994i,-0.024868+0.0076774i,-0.020984+0.0033377i,-0.022586+0.0027388i,-0.019573+0.0035415i,-0.010436+0.00074183i,-0.0023039-0.0035681i,0.00047863-0.0041025i,-0.00028644-0.0019732i,-0.0012337-9.8657e-05i,-0.0020264+0.0007867i,-0.0013474+0.00023385i,0.0015798-0.0020454i,0.0030822-0.0053585i,0.0043284-0.0069345i,0.0055835-0.0046249i,0.0055347-0.0028405i,0.0047069-0.0032487i
0.0077288+0.089997i,-0.0070716+0.037263i,-0.02544-0.01383i,-0.020721-0.04331i,-0.0061951-0.048672i,-0.0019511-0.034159i,-0.0070283-0.015812i,-0.012422-0.0094315i,-0.013676-0.01099i,-0.0098503-0.0095824i,-0.0013514-0.0037639i,0.0083775-0.00042227i,0.013142-0.00090034i,0.011552-0.0019731i,0.0074252-0.0021096i,0.0043178-0.0015524i,0.0029437-0.00046748i,0.0022329+0.0021291i,0.0025572+0.0053748i,0.0015375+0.0067675i,-0.0012721+0.0052934i,-0.0019553+0.0021346i,-0.00014097+0.00025478i
0.020074+0.079337i,0.041533+0.031916i,0.055274+0.0040448i,0.056422+0.0079752i,0.039477+0.017558i,0.014148+0.016858i,-0.0026062+0.0073213i,-0.0053974-0.004121i,-0.003595-0.010113i,-0.0042801-0.0069471i,-0.0049837+0.0037452i,-0.0018481+0.014591i,0.0039041+0.01877i,0.0076374+0.015824i,0.0069215+0.010044i,0.0046812+0.0060927i,0.0031586+0.0041714i,-0.00021718+0.0022898i,-0.0046736-0.00055314i,-0.0053471-0.0030461i,-0.0024078-0.0043899i,0.00010385-0.0038743i,0.0011498-0.0019854i
0.01214+0.099607i,0.015511+0.073779i,-0.0032805+0.056885i,-0.024182+0.040948i,-0.033265+0.01698i,-0.029207+0.0015838i,-0.01613-0.00057195i,-0.0027202+0.00012065i,0.0044875-0.0037248i,0.004164-0.0079783i,-0.0023161-0.0054507i,-0.0096859+0.0016958i,-0.011936+0.0073099i,-0.0085354+0.0070158i,-0.0050272+0.0040584i,-0.0037067+0.0033642i,-0.0013284+0.0032691i,0.0020147+0.00083162i,0.0038313-0.0021025i,0.0040934-0.0018726i,0.0038482-8.6652e-05i,0.0027376+0.00094969i,0.0012738+0.00032255i
-0.00011668+0.082339i,-0.00036895+0.037348i,-0.0064585-0.0093063i,0.00011828-0.034271i,0.0097104-0.03549i,0.0069194-0.021824i,-0.0021306-0.0037344i,-0.004598+0.007622i,0.0017566+0.0098236i,0.0066164+0.0060288i,0.0021581+0.0024681i,-0.005982+0.00045428i,-0.0074802-0.00047951i,-0.0023341-0.00074157i,0.001322-0.00057393i,0.00027999+0.0012549i,-0.00084605+0.00288i,4.3916e-05+0.003748i,0.00012239+0.0044846i,-0.0015224+0.0034805i,-0.003195+0.0011291i,-0.0031855-0.00022158i,-0.0015334+0.0004282i
0.012629+0.077293i,0.029679+0.041438i,0.034777+0.022784i,0.030053+0.024696i,0.013114+0.024211i,-0.006006+0.018156i,-0.016659+0.012401i,-0.017761+0.011415i,-0.015043+0.014105i,-0.011108+0.013126i,-0.0088846+0.0057592i,-0.0095034-0.0019184i,-0.0084082-0.0029063i,-0.0030374+0.00099712i,0.00073057+0.0028612i,-6.1616e-06+0.0031159i,-0.0011876+0.0024927i,-0.0015467-0.00061423i,-0.0026385-0.0034069i,-0.0024833-0.0054169i,6.8328e-05-0.0064455i,0.0011385-0.0056512i,0.0002274-0.0045543i
0.00080042+0.088286i,0.00036814+0.062675i,-0.017352+0.035113i,-0.03101+0.009918i,-0.030828-0.0087723i,-0.025405-0.013621i,-0.021524-0.0071484i,-0.020552-0.0013955i,-0.020467-0.0014622i,-0.015979-0.0029574i,-0.0076614-0.006072i,-0.00087012-0.011093i,0.0018677-0.012062i,0.00059389-0.0076801i,-0.0010449-0.0035786i,-0.0019797-0.0023253i,-0.0011283-0.0017926i,0.0017771-0.0013197i,0.0048453-0.0010995i,0.0052092-0.00076455i,0.0036805+0.00037416i,0.0031981+0.00079293i,0.0035203-0.00047972i
-0.0055319+0.077247i,9.3887e-05+0.028112i,0.0050763-0.012353i,0.016745-0.025313i,0.020743-0.021976i,0.010217-0.01341i,-0.0054324-0.0075182i,-0.014738-0.0086696i,-0.014869-0.010967i,-0.0089583-0.007736i,0.00010959-0.0030535i,0.0098349-0.00039076i,0.015255+0.00052547i,0.01457+0.00025502i,0.010408-0.00040022i,0.0059126-0.00097033i,0.0033766-0.00026227i,0.0017243+0.0014847i,7.4084e-05+0.0029594i,-0.0013806+0.002158i,-0.0020207+4.3258e-05i,-0.001466-0.0013936i,-0.00086959-0.00079062i
0.0061525+0.075636i,0.022723+0.045051i,0.024627+0.028702i,0.013481+0.027031i,-0.002055+0.020915i,-0.013349+0.0090619i,-0.015654-0.002215i,-0.010027-0.010942i,-0.0051215-0.015334i,-0.0033392-0.011608i,-0.0012749-0.0020949i,0.0005076+0.0076109i,0.0018369+0.013166i,0.0032554+0.013052i,0.002871+0.010426i,0.0016524+0.0070552i,0.0017032+0.0037398i,6.5248e-05+0.00070906i,-0.0014348-0.0019268i,0.00033173-0.0031915i,0.0020278-0.003238i,0.0026926-0.0027175i,0.0023143-0.0026813i
-0.0078732+0.080865i,-0.0061623+0.051091i,-0.016589+0.021639i,-0.021779-0.0010314i,-0.018233-0.01737i,-0.013449-0.019066i,-0.0078083-0.010971i,-0.00056932-0.0071254i,0.0059047-0.0075215i,0.0072688-0.0066496i,0.0033603-0.0023091i,-0.0021024+0.0032633i,-0.0059703+0.0066003i,-0.0056394+0.0047977i,-0.00358+0.00060958i,-0.0025033-6.498e-05i,-0.00015537+0.0017751i,0.0029632+0.002423i,0.003186+0.0017509i,0.001197+0.0018044i,0.0007814+0.0026009i,0.0023011+0.0029899i,0.0034651+0.0021549i
-0.005537+0.069874i,0.0030237+0.028331i,0.0094278-0.0029329i,0.016664-0.010562i,0.016074-0.006989i,0.0052803-0.003246i,-0.0041913-0.00012555i,-0.0031416+0.0036694i,0.0025226+0.0072106i,0.0036004+0.0077324i,-0.0018708+0.0060133i,-0.007895+0.0044373i,-0.0079817+0.0041628i,-0.0027433+0.0030163i,0.0016498+0.0008395i,0.0022993+0.00019492i,0.0010913+0.0010575i,-0.00038936+0.0021194i,-0.0020837+0.002153i,-0.0029149+1.427e-05i,-0.0021614-0.0022083i,-0.00077513-0.002249i,1.3213e-06-0.00054566i
-0.0018617+0.072064i,0.012874+0.043697i,0.010211+0.02693i,-0.002109+0.019567i,-0.014192+0.0074627i,-0.019546-0.0021373i,-0.016591-0.0025447i,-0.012685+0.0022929i,-0.011057+0.0066806i,-0.009197+0.0056665i,-0.0074161-0.00073131i,-0.0087236-0.0075016i,-0.0095267-0.0078772i,-0.0069306-0.0023177i,-0.0039663+0.0019214i,-0.0027808+0.0028959i,-0.0020153+0.0019309i,-0.00095941-0.00063827i,-0.0010187-0.0024771i,-0.00022693-0.002791i,0.0017008-0.0026404i,0.0023444-0.0026755i,0.0012025-0.0026225i
-0.013453+0.071337i,-0.010757+0.042216i,-0.015643+0.011306i,-0.013373-0.0093507i,-0.006841-0.018775i,-0.0062414-0.017318i,-0.010516-0.0098593i,-0.014414-0.0042733i,-0.015159-0.0030232i,-0.010316-0.0027479i,-0.0024753-0.0053929i,0.0033317-0.010372i,0.0050489-0.011877i,0.0035677-0.0094292i,0.00090221-0.006163i,-0.00085216-0.0030998i,-0.00092559-0.00098484i,0.0012252+0.000369i,0.0026269+0.0012858i,0.002122+0.001726i,0.0014167+0.0020596i,0.00099737+0.0019179i,0.00082306+0.0012151i
-0.014287+0.060225i,-0.0013146+0.027868i,0.0071888+0.0043788i,0.011883+0.0010486i,0.00782+0.0019593i,-0.0030615-0.0010883i,-0.011671-0.0056396i,-0.013812-0.0099349i,-0.012458-0.011489i,-0.0082516-0.0093174i,-0.0013649-0.0049387i,0.0053678-0.0011246i,0.009762+0.0026815i,0.010219+0.0044095i,0.0078155+0.0032193i,0.0051423+0.0010152i,0.0023489-0.00020648i,0.00019908+0.00022504i,-0.0013218+0.00040868i,-0.0012796-0.00055773i,-0.00038366-0.0016472i,-0.00052524-0.0024625i,-0.00080465-0.0021198i
-0.0052081+0.06878i,0.0058937+0.040269i,0.0031423+0.021002i,-0.006584+0.010772i,-0.013142-0.00073432i,-0.014988-0.010289i,-0.011706-0.014071i,-0.0057903-0.014764i,-0.00097664-0.015168i,0.0015966-0.011986i,0.0036237-0.0047938i,0.0040082+0.0019749i,0.0018571+0.0062812i,0.00020007+0.0073418i,-0.00026254+0.0062114i,-0.00059349+0.0040942i,0.00039998+0.001696i,0.0021173-8.7987e-06i,0.0027488-0.0010732i,0.002834-0.0010134i,0.0028006-0.00055743i,0.0031826-0.0010701i,0.0038591-0.0023044i
-0.015279+0.067175i,-0.0093576+0.037792i,-0.0074264+0.010967i,-0.0016379-0.0051914i,0.0029958-0.013284i,0.0019632-0.014297i,-5.5665e-05-0.012122i,0.0024955-0.0098335i,0.0073609-0.0073714i,0.0074357-0.0034286i,0.003196+0.0023789i,-0.00043675+0.0066989i,-0.0020009+0.0070941i,-0.0015154+0.0038552i,-0.00057513+0.00030405i,-0.00048932-0.00094827i,0.00011982-0.00012616i,0.00094536+0.0016773i,0.0010224+0.0022986i,0.00046927+0.0020568i,0.00062459+0.0017391i,0.0011961+0.00073315i,0.001984+0.00085317i
-0.013363+0.059618i,0.00061786+0.028213i,0.0062569+0.0083834i,0.0056118+0.0048157i,0.0005839+0.0025285i,-0.0059324-0.0030631i,-0.0068441-0.0056404i,-0.0018384-0.0023294i,0.0020216+0.0015969i,0.00083731+0.0032586i,-0.0041102+0.0033753i,-0.0089558+0.0031161i,-0.0094903+0.0038824i,-0.0050101+0.004292i,-0.0007265+0.0027774i,0.0013689+0.0016209i,0.0016321+0.0013951i,-0.00047834+0.00085398i,-0.0019786-0.00023022i,-0.0011613-0.0013151i,0.00018034-0.002051i,0.00013345-0.0026754i,-0.00016719-0.0024205i
-0.012519+0.061947i,-0.0017555+0.037852i,-0.0030015+0.018569i,-0.0076777+0.0046175i,-0.01081-0.0082209i,-0.011089-0.013806i,-0.0087116-0.01015i,-0.0061819-0.0024008i,-0.0054037+0.0029818i,-0.0044755+0.0032332i,-0.0039135-0.0010994i,-0.0062713-0.0068497i,-0.0077196-0.0080549i,-0.0062001-0.0044978i,-0.0043403-0.0020122i,-0.0026184-0.00028355i,-0.0009248+0.0016206i,0.00048457+0.0015376i,0.0016756+0.00063617i,0.0020037+0.00030048i,0.002612+0.00067092i,0.0035532+0.00095452i,0.0039439+0.00086138i
-0.018333+0.059271i,-0.0074463+0.031423i,-0.0032536+0.0066989i,0.0011458-0.0051626i,0.0038462-0.009964i,0.00020311-0.010771i,-0.0057716-0.0074797i,-0.0091158-0.0042555i,-0.0097235-0.0028189i,-0.007932-0.001907i,-0.0039724-0.0032582i,0.0011835-0.0060168i,0.0040894-0.0064911i,0.0038961-0.0048573i,0.0023633-0.0025431i,0.00038152-0.002086i,-0.00066824-0.0017151i,-0.00047058+0.00039603i,-0.00082308+0.0011474i,-0.00063694+0.00018382i,-0.00013329+5.2308e-05i,-0.00057982+0.00024421i,-0.00054487+5.0794e-06i
-0.017955+0.057014i,-0.0058122+0.029571i,0.00077747+0.011355i,0.0026031+0.0055598i,-0.0014252-0.00052736i,-0.0067696-0.0077306i,-0.0093095-0.010905i,-0.010211-0.011509i,-0.009285-0.012164i,-0.0048589-0.010751i,0.00016975-0.0068912i,0.0035182-0.0036509i,0.0048732-0.00063542i,0.0042791+0.0029925i,0.0038019+0.0038937i,0.0035644+0.0018002i,0.0028088-0.00073288i,0.0014715-0.001095i,0.00046792-0.00092149i,0.0011556-0.0013579i,0.0010162-0.002181i,0.00012202-0.003282i,-0.0001423-0.0035486i
-0.015252+0.054621i,-0.0021238+0.031469i,-0.00048617+0.012286i,-0.0037443-0.00041779i,-0.0042888-0.0095931i,-0.0042445-0.015582i,-0.0041536-0.016435i,-0.0025678-0.014931i,0.00058177-0.012982i,0.0038693-0.0078917i,0.0062444-0.0016899i,0.0056699+0.0019091i,0.0031485+0.0030061i,0.0013275+0.0026192i,0.00015164+0.0015791i,-0.00012255+0.0010076i,0.00033313+0.0011205i,0.0013568+0.0014735i,0.0016788+0.001149i,0.0013516+0.00099642i,0.0021523+0.0012802i,0.0033627+0.00019039i,0.0037562-0.0011395i
-0.022308+0.057182i,-0.011197+0.031068i,-0.003389+0.012354i,0.0036117+0.004496i,0.0048682-0.002713i,0.0012896-0.0079128i,-0.00040618-0.0091248i,0.0016753-0.0084252i,0.0045005-0.0057778i,0.0036872-0.0010514i,0.00058117+0.0031366i,-0.0013538+0.0055256i,-0.0019181+0.0064128i,-0.00026831+0.0042949i,0.0014278+0.0019318i,0.0018828+0.00094347i,0.0019603-1.3441e-05i,0.0012121+0.00026048i,0.00071031+0.00088263i,0.00031214+0.00029624i,-7.9129e-05-0.00076921i,0.00064906-0.00068105i,0.0010912-6.5505e-06i
-0.017401+0.050645i,-0.0038612+0.026352i,-0.00081726+0.0096866i,-0.0038324+0.0029407i,-0.0052719-0.0034549i,-0.0055017-0.0095878i,-0.0036583-0.0098457i,0.00078312-0.0050539i,0.0037697-0.00023162i,0.0019756+0.0016189i,-0.0022424+0.0011563i,-0.0071744+0.00011336i,-0.0090876+0.00093002i,-0.0059139+0.0019963i,-0.0017362+0.0015598i,0.00064288+0.0020727i,0.0015586+0.003231i,0.0017632+0.0026474i,0.0012905+0.00025073i,0.00087828-0.001294i,0.00091136-0.0020401i,0.00063746-0.0022399i,0.00031769-0.0015316i
-0.020799+0.051267i,-0.0069749+0.027841i,-0.0023994+0.0093634i,-0.0012081-0.0019638i,0.00061638-0.011234i,0.00081785-0.013679i,-0.00021798-0.01016i,-0.0010116-0.0034796i,-0.0032823+0.0027328i,-0.0051183+0.0034875i,-0.003565+0.00054853i,-0.0023462-0.0032788i,-0.0021657-0.0059284i,-0.0013748-0.0044456i,4.5734e-05-0.0012985i,0.00032629+0.0008787i,-0.0014035+0.0023721i,-0.0017869+0.0027764i,-0.00066422+0.0025579i,0.00034784+0.0021744i,0.0013522+0.0013955i,0.0018279+0.0010745i,0.0018834+0.0014032i
-0.018602+0.049948i,-0.0067653+0.027288i,-0.0019916+0.0091166i,0.0016164+0.0016974i,0.0031013-0.0021516i,-0.00018287-0.0071156i,-0.0032998-0.0073321i,-0.0054156-0.003697i,-0.0073673-0.0028428i,-0.0061272-0.0030588i,-0.0033805-0.0032983i,-0.0017447-0.0036383i,0.0002193-0.0027543i,0.0026827-0.0010561i,0.0030199-0.00061941i,0.0018282-0.0007652i,0.00079314-0.00080697i,0.00021153-0.0010878i,0.00076108-0.0013074i,0.0014719-0.0013869i,0.0013308-0.00085753i,0.00080079-0.00026291i,0.00012874-2.0993e-05i
-0.022445+0.04517i,-0.0092113+0.022051i,-0.0041817+0.0069129i,-0.0044222-0.00015979i,-0.0035673-0.0076208i,-0.0034245-0.012065i,-0.0035136-0.011385i,-0.0035571-0.0094241i,-0.0029196-0.0088446i,-0.0003881-0.007455i,0.0023476-0.0046781i,0.0036015-0.0030168i,0.0027829-0.001765i,0.0015195-6.0833e-05i,0.00092524+0.00071424i,0.00088425+0.00094495i,0.0020141+0.001906i,0.0031122+0.0019073i,0.0025262+0.00072695i,0.0019346-2.7469e-05i,0.001473-0.00076892i,0.00087073-0.0015196i,0.0013393-0.0013299i
-0.018024+0.043809i,-0.0061303+0.023882i,-0.0015153+0.0066743i,6.5532e-05-0.0035031i,0.0006593-0.0091042i,-6.0353e-05-0.012416i,-0.0010149-0.012362i,-0.00064897-0.010651i,0.00063907-0.0087067i,0.001493-0.0040033i,0.0025913+0.0016032i,0.0037566+0.0032421i,0.0029518+0.0023751i,0.0010803+0.00095816i,0.00037585-0.0008299i,2.1691e-05-0.00083069i,-0.0011209+7.9347e-05i,-0.0012308+0.00087048i,-0.00024496+0.0014964i,0.0010089+0.0017915i,0.0017758+0.001212i,0.0021568+9.7224e-05i,0.0018558-6.4483e-05i
-0.022619+0.041993i,-0.010311+0.02141i,-0.0044542+0.0085151i,-0.0011977+0.0034036i,0.00057991-0.004221i,-0.00052549-0.0093346i,0.00018679-0.0089474i,0.0034539-0.0069401i,0.0044994-0.0044366i,0.0019624-0.00080559i,-0.0010169+0.001998i,-0.0020086+0.0034622i,-0.0014096+0.0042283i,0.00035696+0.0045838i,0.002402+0.0035877i,0.0029541+0.001695i,0.0020288+0.00030513i,0.0016641-7.4228e-05i,0.0011426+0.00073736i,0.00057295+0.00027999i,0.00086274-0.00097953i,0.0012443-0.0014196i,0.001075-0.0014043i
-0.018916+0.039864i,-0.0079369+0.019359i,-0.0042655+0.0055974i,-0.0039625-0.0014332i,-0.0019012-0.0064124i,-0.00037947-0.0098033i,0.0013204-0.0094123i,0.0046844-0.0042793i,0.0047869+0.00093257i,0.0021322+0.0026692i,1.4892e-05+0.0015518i,-0.0021677-0.00051825i,-0.0045267-0.0010297i,-0.0038845+0.00051718i,-0.00024174+0.0014393i,0.0014728+0.0024191i,0.0016303+0.0040457i,0.0019038+0.0039237i,0.0012923+0.0019723i,0.00079966+0.0010937i,0.0013599+0.00040521i,0.0021567-0.00070341i,0.0018893+0.00043072i
-0.020305+0.040668i,-0.0048627+0.022657i,0.00026592+0.0082727i,0.0011579-4.4017e-05i,0.0029244-0.0062677i,0.0031084-0.0099963i,0.0027631-0.0082707i,0.0015578-0.0027898i,-0.001323+0.00022874i,-0.0043949+0.0014717i,-0.0049493+0.0013009i,-0.0026629+3.6095e-05i,-0.00036722-0.0011904i,0.00080509-0.0020841i,0.00066754-0.0019466i,0.00039953-0.00095231i,1.4637e-05-0.0002165i,-0.00081354+0.00040482i,-0.00087423+0.00052654i,-0.00044316+0.00025889i,0.00080654+0.00067306i,0.0011719+0.00094478i,0.00077005+0.00044764i
