-0.0034466-0.00038376i,-0.0031415+0.00028835i,-0.0038286+0.0017346i,-0.0023098+0.0021398i,-0.0012653+0.0026841i,-0.00075411+0.0024675i,-0.00014684+0.0026164i,0.00057382+0.0023301i,0.00087715+0.00086516i,0.0013352+0.00029535i,0.0016114+0.00014821i,0.00085617-0.00033616i,0.00074017-0.0012336i,0.00196-0.0015016i,0.0021929-0.00048255i,0.00083057-0.0005434i,0.00040145-0.00098802i,0.00084802+7.3974e-05i,0.00062786+0.0010057i,-0.00072412+0.00034849i,-0.0011251-0.00025334i,-0.00039894-8.5357e-05i,-0.00024548-7.7591e-05i
-0.0036841-0.0056688i,-0.0050417-0.0056691i,-0.0049522-0.0042837i,-0.0033419-0.0027563i,-0.00097682-0.00076859i,0.0011319+0.001219i,0.0027166+0.0012228i,0.0032307-0.00051718i,0.0030432-0.0027318i,0.0027641-0.0041968i,0.0024516-0.0053028i,0.000476-0.0058406i,-0.0013391-0.0044061i,-0.001058-0.0026729i,-0.00015404-0.0008219i,0.00022732+0.00061189i,0.00021179+0.00047612i,0.00064503+0.00017406i,0.0013756+0.00031923i,0.0015226-8.4598e-05i,0.00092201-0.00041613i,0.00069769-8.8076e-05i,0.0013358+3.8612e-05i
0.0053789-0.0060209i,0.0041225-0.0084936i,0.0016083-0.0072097i,-0.00061086-0.0031268i,-0.0010163+0.00028091i,0.00041507+0.0029762i,0.0022579+0.004521i,0.0022084+0.0049128i,0.00053504+0.0061355i,3.1429e-05+0.0064185i,0.00076114+0.0050717i,0.0015244+0.0031028i,0.0029326+0.0023259i,0.0029633+0.0017674i,0.0019893+0.0010323i,0.00055294-0.00023931i,-0.00087532-0.0019434i,-0.0014513-0.0017311i,-0.00087352-0.00074969i,-0.00037603-0.00048266i,-0.00084075-0.0008212i,-0.0014812-0.00078904i,-0.0013773-0.00051316i
0.00099857+0.00027557i,0.0002797+6.0778e-05i,-0.0014343+3.2711e-05i,-0.00073744+0.00020203i,0.00097431+2.7125e-05i,0.0018392+8.7956e-06i,0.0020589+0.00081153i,0.00095265+0.00019405i,-0.001457-0.00023371i,-0.0029278+0.00021062i,-0.0032049+0.00037038i,-0.0023686+0.00045856i,-0.00042839+0.00028916i,-0.00045841-0.00036492i,-0.00084115-0.00032264i,-0.00055594+0.00066011i,-0.00020037+0.0010273i,0.00079369+0.0013464i,0.0014883+0.001269i,0.0012974+0.0012146i,0.000591+0.0016372i,0.00028263+0.0022483i,0.00086224+0.0019173i
-0.0016921-0.0014705i,-0.0031035-0.00067125i,-0.0024807-3.5796e-05i,-0.0018441+5.8275e-05i,-0.0016592+0.00032356i,-0.0012271+0.00073864i,-0.001205+0.0012718i,-0.0018166-0.00035785i,-0.0023593-0.0023061i,-0.0011437-0.0033729i,-0.00037513-0.0045436i,-0.00041527-0.004362i,-0.00011286-0.0024743i,0.00069178-0.0014572i,0.0016672-0.0010021i,0.00095422-0.00034538i,-0.00046613+0.000218i,-0.00054503+0.00021741i,-0.0001745-0.0011077i,6.0126e-06-0.0017862i,0.0008602-0.0012677i,0.00071577-0.001676i,0.00058921-0.0016292i
-0.0026936-0.0036772i,-0.0016356-0.0038802i,-0.00077024-0.0022836i,-0.00013303-0.00060732i,0.00088561+0.00067787i,0.0020381+0.0013623i,0.0037152+0.0008406i,0.0051689-7.6755e-05i,0.0044109+0.00019669i,0.0032615+0.0025983i,0.0035161+0.0039652i,0.0042007+0.002415i,0.0034302+0.00114i,0.0017321+0.00017877i,0.0006625-0.0010346i,0.00053182-0.00088555i,0.0010107-7.4362e-05i,0.00059181+0.00046384i,-0.00066806+0.00078913i,-0.0015083+0.0014546i,-0.0012181+0.0013988i,-0.00072791+0.00073359i,1.2218e-06+0.00088452i
0.00074373-0.0035973i,0.00092667-0.0029178i,0.00057938-0.001296i,-1.2975e-05+0.0013401i,0.00075642+0.0033317i,0.0020969+0.0037021i,0.0026027+0.0023019i,0.0024339+0.00010161i,0.00020447-0.001146i,-0.0030385-0.0013098i,-0.0046715-0.00056867i,-0.0049196+0.0011771i,-0.0038822+0.0028169i,-0.002126+0.0028766i,5.902e-05+0.0019575i,0.001387+0.00045051i,0.0014814-0.0010324i,0.0011079-0.0016493i,0.0010363-0.0017247i,0.00063379-0.0014003i,7.7323e-05-0.0012801i,-0.00012618-0.00074073i,-7.8849e-05-0.00027551i
0.00053618-0.00019505i,-0.00046687-0.00083279i,-0.00097067-0.0028749i,-0.0019323-0.0031371i,-0.0020863-0.00090355i,-0.00010758+0.0022343i,0.0032148+0.0046329i,0.0044868+0.0032406i,0.0036627-0.00031167i,0.00215-0.0033916i,0.00035586-0.0048642i,-0.0013335-0.0042488i,-0.0016161-0.0028477i,-0.0014865-0.0020255i,-0.0014124-0.0012385i,-0.0010415-0.0002787i,-0.00053781-0.00010702i,0.00054708+0.0012631i,0.0010514+0.0023767i,0.00073443+0.0013907i,0.00014032+0.00093953i,-0.0004788+0.00093163i,5.2571e-05+0.0008089i
-0.0014824-0.00014771i,-0.0013798-0.0011277i,-0.00080521-0.0017931i,-0.0010243-0.0014628i,-0.0013319+0.00023553i,0.00048986+0.002259i,0.0031242+0.0027171i,0.0034966+0.0002201i,0.00262-0.0011736i,0.0032194-0.0001744i,0.003642+0.0005023i,0.0036561+0.00035286i,0.003656-8.5586e-05i,0.0025413-0.0004539i,0.001158-0.0011433i,0.00026386-0.0013649i,-0.00055585-0.00078455i,-0.0010025-0.00038448i,-0.0010471-0.000541i,-0.0005388-0.00030982i,0.00064912+3.5531e-05i,0.0012731+0.00037433i,0.0006031+0.00032469i
-0.002968-0.0030538i,-0.0013422-0.0025558i,8.444e-05-0.0012843i,0.0013976-0.00089388i,0.0021171+0.0001911i,0.0028093+0.0029235i,0.0032576+0.0044047i,0.0028933+0.003781i,0.00033104+0.0036271i,-0.0027086+0.003354i,-0.0042793+0.0025101i,-0.0040873+0.001174i,-0.0014615+0.00056584i,0.00097808-9.9007e-05i,0.0010411-0.00099397i,0.00059541-0.00053148i,-0.00031769+0.00075002i,-0.0016573+0.0012629i,-0.0025587+0.0010138i,-0.0025272+0.00042597i,-0.0017804+0.00074661i,-0.00089166+0.0011939i,0.0003627+0.00056053i
0.001218-0.0003217i,0.00079927-0.00041647i,-0.00031797-4.9352e-05i,-0.00059498+0.0005781i,0.0010111+0.00072916i,0.0012589+0.0013514i,0.00040459+0.001758i,-0.00015909-0.00023859i,-1.9127e-05-0.0036236i,0.00045854-0.0053213i,0.00089668-0.0054391i,0.00023309-0.0056254i,-0.0007265-0.0051635i,-7.7069e-05-0.002558i,-0.00015467-0.00064593i,-0.00019108-0.00037676i,0.00044233-0.00057806i,0.00077496-0.001079i,0.0010591-0.0012718i,0.0010716-0.00098982i,0.00086021-0.00059732i,0.00061542-0.00034267i,0.0006601-0.00032193i
0.00032905+0.00080158i,-0.00086224-0.00076277i,-0.0004774-0.0015071i,-0.00013723-0.00069423i,-0.0015497+0.00052465i,-0.0020905+0.00218i,-0.0013243+0.0027148i,-0.00026378+0.0020771i,0.00093622+0.0016898i,0.0023814+0.0018318i,0.003606+0.0011639i,0.0033372+0.00028784i,0.0028352+1.4228e-05i,0.0028521-0.00010302i,0.0022938+3.6535e-05i,0.0013264-7.3036e-05i,0.00041777+1.7189e-05i,1.9605e-05+0.00069547i,0.00049934+0.0008491i,0.00071091+0.00071089i,0.0010407+0.00057907i,5.2945e-05+0.00029641i,-0.0010126-0.00035919i
0.0011291-0.0020569i,0.00051093-0.0036987i,5.3815e-05-0.0034871i,-0.00065691-0.0020948i,-0.00064006-7.0436e-06i,0.0012971+0.0016998i,0.0028603+0.0018619i,0.0022885+0.0015639i,0.00029088+0.0017687i,-0.001511+0.0021957i,-0.0024456+0.0025187i,-0.0038797+0.0033723i,-0.0036998+0.0034904i,-0.0016581+0.0025601i,5.2982e-05+0.0012115i,0.0011563+0.00098463i,0.0015708+0.0014267i,0.0016525+0.0013166i,0.00092156+0.0012124i,0.00043642+0.00083525i,0.000999-0.00010642i,0.0011408+0.00018039i,0.0012371+0.0012691i
0.0025578-0.0020174i,0.0024281-0.0023727i,0.001139-0.0014379i,-0.00014458-0.00096409i,0.00036096-0.00014835i,0.0018652+0.00030042i,0.0018911+0.00026783i,-0.00046499-0.00030255i,-0.0025852-0.0018754i,-0.0030152-0.0042031i,-0.0032943-0.0054709i,-0.0037374-0.0056018i,-0.00333-0.0045914i,-0.0026007-0.0028188i,-0.0018145-0.0016902i,-0.0018896-0.0016926i,-0.0017396-0.00077235i,-0.0014598-0.00011323i,-0.0014263+7.469e-05i,-0.00094103+0.000187i,-0.00036344+0.00040131i,-0.00041831+0.00038175i,-0.0010665+0.00058801i
0.0027917+0.0024335i,0.0012762+0.00060791i,-0.00031119-0.0020698i,-0.0007747-0.0019893i,0.00014-0.00066114i,0.0018962+0.00055652i,0.0030546+0.0016183i,0.0039931+0.00056241i,0.0049584-0.0010524i,0.0047012-0.00082464i,0.0043204+0.00046345i,0.004433+0.0006047i,0.0036615-0.00035848i,0.002926-0.00073428i,0.0023813-0.00041521i,0.0015197+0.00019426i,0.00076448+0.0012613i,5.65e-05+0.0014359i,0.00057542+0.00084621i,0.0014525+0.00051543i,0.00095528+0.00049532i,0.00062016+0.00080899i,0.00069188+0.00078759i
-0.0043758-0.0011267i,-0.0042403-0.0018363i,-0.002099-0.0023085i,-0.00040182-0.00036739i,-0.00021575+0.0013244i,0.0010803+0.0018871i,0.0036275+0.0018768i,0.0040558+0.00031806i,0.0017771+0.00058526i,-0.00084112+0.0026871i,-0.001733+0.0032221i,-0.0016134+0.0030512i,-0.00064193+0.0029922i,0.00059252+0.0022499i,0.0010309+0.0018366i,0.00075143+0.00072133i,0.0010053-0.00070152i,0.00020581-0.00013533i,-0.00078596+0.00025855i,0.00022499-0.00011192i,0.00029582-0.00038238i,-0.00032874-0.0010141i,0.00023009-0.0010776i
0.00032811-0.0065404i,-0.00036964-0.0069276i,0.00016922-0.0052796i,0.00041827-0.0031375i,-0.00065045+5.3619e-05i,-0.00025953+0.0031558i,0.0018363+0.0038542i,0.0022347+0.0027203i,0.00044732-0.0001891i,-0.001345-0.0031917i,-0.0022125-0.004419i,-0.0022712-0.0035194i,-0.0023029-0.0019864i,-0.0021151-0.0017517i,-0.0015925-0.001406i,-0.0010193+7.6069e-05i,2.2611e-05+0.000358i,0.00058382+0.00061922i,-0.00010738+0.00029208i,-0.00055103-0.0003436i,-0.0003824+0.00012637i,-0.00029934+0.00063986i,-0.00054596+0.0011582i
0.0043204-0.0046245i,0.0030992-0.0040431i,0.00079146-0.0018547i,-0.00067438-0.0013891i,-0.00069864-0.0013703i,0.00092691-0.00022532i,0.0017725+0.00057387i,0.00037478-0.00072975i,0.00057854-0.0019136i,0.0031382-0.0015047i,0.0045036-0.00094746i,0.0034175-0.0018007i,0.0019792-0.0025875i,0.0017913-0.0014743i,0.0022863-0.00094125i,0.0019734-0.0020377i,0.0012604-0.0020388i,0.00067011-0.0017365i,0.0004018-0.001594i,0.00037095-0.0015017i,0.00045644-0.0012285i,0.00077121-0.00049589i,0.0010824-0.00022349i
0.00039041+0.0022665i,-0.0015917+0.0020285i,-0.003714+0.0025045i,-0.0020966+0.0023981i,0.00064692+0.0036221i,0.0018847+0.0048292i,0.0033104+0.004189i,0.0041738+0.0026623i,0.0027067+0.003547i,0.00067279+0.0059771i,-0.00049452+0.0061403i,-0.0014861+0.0045393i,-0.0010413+0.0029754i,0.00044834+0.0014635i,0.0010026+0.00089481i,0.00034578+0.0010457i,-0.00051455+0.0016621i,-0.00050991+0.0019509i,5.4873e-05+0.0011035i,-0.00011623+0.0012494i,-0.00079738+0.0019528i,-0.00066774+0.0017734i,-0.0003588+0.0014182i
-0.0017991+0.004255i,-0.001541+0.0011739i,-0.00036481-0.0011878i,-0.00039234-0.0014253i,-0.00018531-0.0012048i,0.00086055+0.00044965i,0.0016651+0.0017364i,0.0017493+0.00047475i,-0.00022934-0.0014535i,-0.0029663-0.0026165i,-0.0043908-0.0035326i,-0.004673-0.0033414i,-0.0037189-0.0018384i,-0.0021941-0.0011543i,-0.0011179-0.0010912i,-0.00083289-0.0010852i,-0.0007742-0.00080734i,-0.00068726+0.00022653i,5.0528e-05+0.0005319i,0.00078125-1.5263e-05i,0.00098429+0.00026624i,0.00056758+2.9484e-05i,0.00031659+0.00022196i
-0.0016378-0.0038406i,-0.0016464-0.0046949i,-0.0019238-0.0046385i,-0.0017515-0.002733i,-0.0014234-0.0008107i,-0.00080016+0.00093021i,0.00028748+0.0020824i,0.00068797+0.001449i,0.00050694-0.00026575i,0.0016348-0.0017517i,0.0035229-0.0021432i,0.0033886-0.002015i,0.0022115-0.001572i,0.0014712-0.00069255i,0.00048728-0.00081878i,0.00015383-0.00079485i,0.00033969-0.00012369i,0.00022235+0.00021859i,0.0002864+0.00057991i,0.00035762+0.00089777i,0.00049408+0.00063637i,0.00053198+0.00048182i,0.0005742+0.00051515i
0.0022903-0.0040189i,0.0012017-0.0016716i,0.00062587-0.00082909i,0.00093274-0.00039766i,0.0012003+0.0010497i,0.0015723+0.0028106i,0.0023587+0.0030922i,0.0027209+0.0020361i,0.0022109+0.0019168i,0.00077301+0.0033851i,-0.00083364+0.0039651i,-0.0015817+0.0027792i,-0.00070962+0.002253i,0.0011668+0.0023173i,0.0019183+0.0012122i,0.0013803+0.00038579i,0.00095481+3.3884e-05i,0.00059175-9.5117e-05i,-0.00015908-0.00018859i,8.4134e-05-0.00010915i,0.00029574+0.00036148i,0.00026941+0.00071641i,0.00048879+0.00096405i
0.00096834-0.002157i,-0.00053745-0.0022366i,-0.0012456-0.0011768i,1.3533e-05+0.00062485i,0.0017386+0.0023079i,0.0032367+0.0019569i,0.0037607+0.0013882i,0.0014332+0.0012882i,-0.0021098+0.00060758i,-0.0041848-0.00039854i,-0.0044522-0.0025214i,-0.0032657-0.0036673i,-0.0019379-0.0028245i,-0.0012582-0.0020312i,-0.00092194-0.0018634i,-0.0010486-0.0011658i,-0.0013054-0.00051745i,-0.0015176-0.00040257i,-0.0015315-0.00061596i,-0.001833-0.00041216i,-0.0015442-0.00063965i,-0.00094142-0.0010814i,5.1697e-05-0.00068029i
0.001718+0.00010458i,0.0015632-0.0011736i,0.00024529-0.001502i,-0.0024711-0.0010818i,-0.0033536-7.1062e-05i,-0.0021803+0.0021983i,-0.00091105+0.0030072i,0.00018915+0.0012768i,0.00076523-0.0012746i,0.0022435-0.0033185i,0.0041997-0.0034664i,0.0038476-0.0027194i,0.0021378-0.0017011i,0.0014654-0.001398i,0.001341-0.0012977i,0.00063803-0.00091028i,0.00068969-2.3496e-05i,0.0014663+0.00012123i,0.0014406-0.0012498i,0.00035603-0.0014997i,-2.2766e-05-0.00044371i,0.00052023+0.00062111i,0.00046371+0.00081574i
-0.0013459+0.0040512i,-0.0011547+0.0026262i,0.0002992+0.001009i,0.0011685-0.00017675i,0.0010661-0.0013898i,0.00083198-0.0010986i,0.00042537+0.00011329i,0.00045872+0.00024978i,0.0011881-0.00021665i,0.0023093+0.00066214i,0.0025318+0.0021517i,0.0014346+0.0029222i,0.00040118+0.0025049i,0.00057392+0.0015432i,0.0013003+0.0010269i,0.001982+0.00018274i,0.0015055-0.00020087i,0.00046285+0.00018635i,-3.8803e-06-4.133e-05i,0.00018656-0.00045223i,0.00065558+0.00035533i,0.00078571+0.0004298i,0.0006257-0.00019885i
-0.0026667-0.0027805i,-0.002322-0.0042302i,-0.0025162-0.0029613i,-0.0013962-0.0013871i,0.0010873-0.00027223i,0.0029571+0.0011922i,0.0037409+0.0019984i,0.0036413+0.0018374i,0.0010559+0.0024931i,-0.0023091+0.0025445i,-0.0040823+0.00060952i,-0.0041848-0.00083376i,-0.0032153-0.00064041i,-0.0023619+0.00035029i,-0.001724+0.0016227i,-0.001392+0.0016759i,-0.00051662+0.0006871i,6.9451e-05+0.00058509i,-0.00054418+6.1099e-05i,-0.00046957-0.00028675i,-0.00032135+0.00027477i,-0.00044399+0.00038802i,-3.8077e-05+0.00017734i
0.0029327-0.00246i,0.0036014-0.0014962i,0.0035101-0.0009409i,0.0025276-0.00065088i,0.0010197+0.00047249i,-0.00035245+0.0023084i,0.00038375+0.0026876i,0.00082174+0.0011575i,-0.00020722-0.0014058i,-0.00038852-0.004069i,0.00063134-0.0055948i,0.00069991-0.0048387i,0.00035664-0.0031537i,9.461e-05-0.0027222i,-0.00014094-0.0031583i,0.00023225-0.0026703i,0.00069507-0.0015933i,0.001255-0.00037805i,0.0010004+0.00025327i,0.00057167-2.5066e-05i,0.00010486+0.00019249i,-0.00030764+5.4357e-05i,0.00010836-0.00030507i
0.0019169-0.0014837i,0.00054436+0.0002722i,-0.00017918+0.00052466i,-0.00020785-0.00046876i,0.00041993-0.00061204i,0.0012041+0.0011145i,0.0035157+0.0028345i,0.0047001+0.0024446i,0.004143+0.00085536i,0.0033525+0.00061638i,0.0028893+0.0018667i,0.0022256+0.0019688i,0.0017113+0.0022161i,0.0012699+0.0023699i,0.00011887+0.0011247i,-0.00017396+0.00016575i,0.00040677+0.00041606i,0.00062974+0.00026583i,0.00064964+0.00060973i,0.00048578+0.0012502i,0.00048469+0.00035218i,0.00031568-0.00014491i,-0.00035101+0.00021699i
0.0045814+0.0031985i,0.0028967+0.0011547i,0.0027681-0.0010382i,0.0021828-0.001616i,0.00075616-0.0012246i,-0.0009117+0.00033415i,-0.0011264+0.0029573i,0.0003754+0.0034604i,0.001429+0.0023616i,-0.00024297+0.0018262i,-0.0025601+0.00072255i,-0.0034529-0.00015776i,-0.00302+0.00022826i,-0.0020434+0.001053i,-0.0006656+0.00043194i,0.00037964-6.7156e-05i,0.00026562+0.00049409i,-0.00015642+0.00027013i,-0.00091276+0.00025134i,-0.0003618+0.00056633i,0.00035183+0.0005681i,0.0001831+4.7289e-05i,5.1818e-05-0.00044983i
-0.0056343+0.0029018i,-0.0038256+0.00029271i,-0.0015273+0.0010658i,0.001245+0.0012579i,0.0030579+0.00054058i,0.0043872+0.00028202i,0.0048057+0.00015161i,0.0022256+0.0009952i,-0.0011912+0.00036575i,-0.0011087-0.0014868i,0.00025961-0.0032638i,-3.9575e-05-0.0041623i,-0.00048432-0.0037971i,-0.00068331-0.002904i,-0.0012475-0.0029566i,-0.00080477-0.0026756i,-0.00014599-0.0012004i,-0.00060185-0.00046778i,-0.0009308-0.0003575i,-0.00081927+3.5358e-05i,-0.00051494+0.00023634i,-0.00031612+0.00030634i,0.0003259+0.00011517i
1.9376e-05-0.0041623i,0.0014614-0.0030088i,0.00071767-0.0009332i,0.0012789+0.00093268i,0.0026748+0.0031995i,0.0034427+0.0043967i,0.0033371+0.0030162i,0.0020653-1.4222e-05i,0.00068623-0.0018762i,0.0015329-0.0013162i,0.0033126+0.00061455i,0.0031409+0.0022178i,0.0021575+0.001488i,0.0028632-4.0164e-05i,0.0029847-0.00078814i,0.0022591-0.00066018i,0.0014163-0.00075599i,0.00069953-0.00053714i,0.00030961+0.00027309i,-0.00022802+0.00023942i,-0.00042438+6.7784e-05i,-0.00032195+0.0006686i,-0.00029974+0.00041122i
-0.00032491+0.0020591i,0.00028195+0.0033415i,0.0017928+0.0023172i,-0.00011108+0.00047277i,-0.0026392-9.5275e-05i,-0.0029297+0.0010276i,-0.0015361+0.0026131i,-0.00054096+0.0026405i,2.0292e-05+0.0011023i,-0.00012468+0.0011249i,-0.0015672+0.0021601i,-0.0033434+0.0021674i,-0.0037008+0.0015775i,-0.0025294+0.00056525i,-0.0011811-0.00012361i,-0.00016536+0.00012481i,0.00042035+0.00070955i,0.00028642+0.00055084i,0.00036783+0.0003955i,0.00032463+0.00078882i,0.00095245+0.00098155i,0.00063528+0.00063485i,6.3957e-05-8.699e-06i
0.0012438-0.0033902i,-0.00098196-0.0050972i,-0.0011323-0.0041953i,0.0015072-0.0034086i,0.0034088-0.0033557i,0.0028579-0.0022137i,0.002313+7.7757e-05i,0.0013839+0.0016165i,-0.00012449+0.001649i,-0.00091618-0.00068369i,-0.00073235-0.0029726i,-0.0011426-0.003692i,-0.0018713-0.0032914i,-0.0023828-0.0028843i,-0.0032446-0.0023304i,-0.0028416-0.001859i,-0.0010737-0.0017688i,0.00058525-0.0011351i,0.0010709-0.00042776i,2.4765e-05+0.00034722i,-0.00028098+0.00049906i,0.0011344+4.3693e-05i,0.0018409-0.00065399i
0.0031258+0.0044147i,0.0053269+0.0031523i,0.0042949+0.0019154i,0.0013275+0.00063128i,-0.00061496+0.00085834i,-0.00089056+0.0019868i,0.00012223+0.0016943i,0.00049196+0.0004159i,-0.00079985-0.0011505i,0.00038713-0.0013908i,0.0020138-0.00063587i,0.0023099+0.00082463i,0.0023562+0.0010194i,0.0016474-0.0012778i,0.0015877-0.0021099i,0.0022462-0.0011132i,0.0018315-0.00052705i,0.0011809+0.00047793i,0.0016376+0.00058844i,0.0011061+0.000485i,0.00012951+0.00066933i,0.00023843+0.00081491i,0.00024521+0.00061526i
-0.001047-3.9358e-06i,-0.00042124-0.00022258i,0.0010639+0.0011894i,0.0017576+0.00086349i,0.0028872-0.0015881i,0.003831-0.0021468i,0.0041737-0.00034225i,0.0038792+0.00068712i,0.0034714+0.00088956i,0.00176+0.00093514i,-0.0010149+0.00041855i,-0.0023145-4.0448e-05i,-0.0017264+7.9305e-05i,-0.0010116+0.00020661i,-0.00037504+0.00023858i,-0.00033187+0.0001467i,-9.2065e-05-9.4305e-05i,0.00034895+0.00092606i,0.00039092+0.0019318i,4.3272e-05+0.0014388i,-0.00050822+0.00032177i,-0.00022942-0.00087804i,-6.5749e-05-0.0013337i
0.0021415+0.0022779i,0.0032408+0.00098637i,0.0032997-0.00082697i,0.0014631-0.00080612i,0.00037697+0.00022167i,6.2814e-06+0.0010245i,0.00031826+0.0014905i,0.00073131+0.0013742i,0.00015347+0.0013712i,-0.000612-7.0283e-05i,-0.001532-0.0024205i,-0.0021523-0.003132i,-0.0022715-0.0024829i,-0.0022437-0.0015973i,-0.0012889-0.00089119i,0.00038387-0.00079585i,0.00067959-0.0011232i,-0.00030703-0.00073626i,-0.00072468+0.00060854i,-1.7036e-06+0.00082653i,0.0013357+0.000385i,0.0014854+0.00067079i,0.00086647+0.00096858i
0.010903+0.021018i,0.018332+0.017454i,0.029932+0.0090944i,0.024725-0.0044187i,0.013428-0.015351i,0.001091-0.014272i,-0.0031712-0.0032169i,-0.0011897+0.0023049i,0.0018986+0.0017467i,0.0046493-0.003073i,0.0023253-0.0070414i,-0.0022031-0.0055392i,-0.0062501-0.0044469i,-0.010483-0.0069402i,-0.011833-0.0087549i,-0.0073228-0.0062702i,-0.0013562-0.0026271i,0.00061294-0.00028533i,-0.00069576+0.0022559i,-0.00057465+0.0041379i,0.0015681+0.0034545i,0.0031113+0.00092601i,0.0021764-0.0015648i
-0.00035807-0.0057927i,-0.0018342-0.0058196i,-0.0053002-0.0032723i,-0.0042348+0.00059399i,-0.00062724+0.0033481i,0.0030547+0.0041241i,0.0048348+0.0034598i,0.0040046+0.0014073i,0.0012365-5.6667e-05i,-0.00042484+0.00072396i,1.7512e-05+0.0017282i,6.6392e-05+0.0010852i,0.0010838+0.00021514i,0.0029927+0.00078781i,0.0040582+0.0011478i,0.0025562+0.00041301i,0.0009307+0.00033825i,0.00020861+0.00085443i,-3.535e-06+0.00052482i,-0.00021497-0.00038602i,-0.0010232-0.00067343i,-0.0010474-0.00018813i,0.00050571+0.00018526i
-0.0056844-0.0008378i,-0.0059666-0.0014815i,-0.0059129-0.0013978i,-0.0031892+0.00088673i,0.00046286+0.003169i,0.0034534+0.0038646i,0.0051165+0.0026957i,0.0038889+0.0010094i,0.00071523+0.00051224i,-0.0009836+0.00076603i,-0.0022347+2.6032e-05i,-0.0029851-0.00043952i,-0.0014322+0.00024516i,-0.00052152+0.0010523i,-0.0010456+0.0010116i,-0.0010359+0.00047035i,-0.00039071+0.00065196i,-0.00014717+0.00016382i,-0.00024068-0.00074985i,-0.00020301-0.00068872i,-0.00022708-0.00081928i,-0.00031117-0.00054287i,0.00026173-0.00032111i
-0.0023393-0.0068806i,-0.0035518-0.0061276i,-0.0043194-0.0039089i,-0.0034092-0.0014967i,-0.00080133-8.9142e-06i,0.0031327+0.00097714i,0.0046954+0.0005531i,0.0028574-0.00069417i,0.00048038-0.0017809i,-0.00036557-0.0017516i,-0.00033527-0.0011331i,0.00061479-0.00050358i,0.0020114-4.3932e-05i,0.0026068+0.00066272i,0.0020918+0.0014763i,0.00098583+0.0011603i,-0.00010318+0.00062589i,-0.0012071+0.0006222i,-0.0010597+4.3046e-05i,-0.00037799-0.0006299i,-0.00046118-0.00063714i,-0.00068663-0.0007484i,2.7919e-05-0.00092525i
0.00068032-0.007174i,-0.00070447-0.0054914i,-0.00075013-0.0029982i,-0.00080586-0.0010828i,-0.00046898-7.0647e-05i,0.00061629+0.0013847i,0.0013797+0.0023028i,0.0010976+0.00064388i,0.00075145-0.00024845i,0.00053851+0.00079368i,0.00011584+0.0011346i,0.00028161+0.00097996i,0.00084918+0.0005648i,0.0010682-0.00023008i,0.0009607-0.00056215i,0.00049774-0.00059249i,-0.00015804-0.00048488i,-0.00012994-0.00046914i,0.00064574-0.00031214i,0.00089585-6.2688e-05i,0.00034397-8.9918e-05i,-0.00010306+0.00056663i,-0.00014165+0.0003744i
0.0048508+0.0014512i,0.0027079+0.0017095i,0.0001762+0.0016847i,-0.00088375+0.0016928i,-0.00059247+0.0014773i,0.00090389+0.0011549i,0.0019287+0.0013414i,0.0021228+0.0016663i,0.0016355+0.0012404i,0.00093944+0.00064956i,7.0662e-06-0.00032247i,-0.00083169-0.0012083i,-0.00082749-0.0012331i,-0.00070241-0.00072687i,-0.00088405-0.000878i,-0.0012751-0.0011122i,-0.0014151-0.0008547i,-0.00098561-0.0011116i,-0.00040171-0.0011223i,8.8228e-05-0.00073748i,0.00055922-0.00062863i,0.00074384-0.00013535i,0.0005892+0.00042796i
-0.0078244+0.0022626i,-0.006588+0.0014469i,-0.0042399+0.00026745i,-0.0016166-0.00052444i,0.00032523-0.0012385i,0.001341-0.00097053i,0.0020101-5.8373e-07i,0.0023488+3.7121e-05i,0.0015276-0.0005651i,0.0005813-0.00086462i,9.9339e-05-0.0016795i,0.00074811-0.002612i,0.0016114-0.0021005i,0.0015323-0.0013362i,0.00063698-0.00048384i,0.00025134+0.00019176i,0.00020834-0.00022568i,0.00020965-0.00025994i,0.00057494+0.0003684i,0.00066859+0.00074476i,4.4302e-05+0.00039671i,9.0864e-06-0.00015198i,0.00024441-0.00033852i
-0.0029224-0.0051933i,-0.00064896-0.0043577i,-0.00060868-0.0021961i,-0.0015394+0.00066635i,-0.0016436+0.0030889i,-0.00082522+0.0044901i,0.00065499+0.0040031i,0.0010157+0.0024438i,-0.00049833+0.00066817i,-0.0010396+7.195e-05i,-6.977e-05+0.00092423i,0.00074134+0.00089659i,0.0012365+0.00058514i,0.001534+0.00030949i,0.0015617-5.0235e-05i,0.00034796-0.00025348i,-0.00066248-0.00026654i,-0.00014723+9.4753e-05i,0.00085572-0.00035739i,0.0006388-0.00077209i,-0.00043741-0.00038422i,-0.00081793+0.00033323i,-0.0008408+0.00038492i
-0.0029331-0.00167i,-0.0039292-0.00084568i,-0.0023794+0.0011152i,0.0004475+0.0017075i,0.0027288+0.0013278i,0.0044635+0.0015318i,0.0050024+0.0017593i,0.0034385+0.00096722i,0.0012426-0.00032315i,-7.7435e-05-0.00058745i,-0.00015646-0.00090996i,-0.0007563-0.0017442i,-0.00055669-0.0018249i,0.00078121-0.0017439i,0.0014205-0.0020406i,0.0015166-0.00070586i,0.0003901+0.00040122i,-0.00095362-0.00013674i,-0.0011291-0.00073836i,-0.0010971-0.00032426i,-0.00061478+0.00017817i,-0.00013876-0.00037658i,-9.2939e-05-0.00047447i
