-0.005337+0.0016477i,-0.0042359+0.0023105i,-0.0035513+0.003149i,-0.001573+0.0027191i,-1.3733e-05+0.0018928i,0.000525+0.0020233i,0.0004011+0.0022004i,0.00098114+0.0025008i,0.0017281+0.0023383i,0.0023241+0.00052832i,0.002169-0.00073201i,0.0012665-0.0012644i,0.00090137-0.001853i,0.00043461-0.0019393i,-0.00081545-0.0014088i,-0.0017487-0.00050614i,-0.0013258-0.00052977i,-0.0003683-0.00063422i,0.00092629-5.824e-06i,0.0015071+0.00011029i,0.00058182-0.00033024i,-0.0001989-0.00054788i,-0.00016912+0.00056288i
-0.0017931+0.0025196i,-0.0017711+0.0012041i,-0.0021837-0.00097208i,-0.0010295-0.0030601i,0.0015292-0.003354i,0.00081897-0.00056672i,-0.0021815+0.0030155i,-0.0035584+0.0055907i,-0.0023797+0.0039956i,-0.0018762-0.00072222i,-0.0033323-0.0036121i,-0.004025-0.0043469i,-0.0034242-0.0041843i,-0.0025484-0.0034515i,-0.0019925-0.00094731i,-0.0010518+0.00061126i,-2.8722e-05+0.00019043i,0.0010335-0.00017336i,0.0005367-0.00089001i,-0.0012536-0.0019971i,-0.0017554-0.0023958i,-0.00083914-0.0010575i,0.00012994+0.00067391i
0.00068467+0.00072884i,0.0027776-0.00091815i,0.0019548-0.0020199i,-0.00082931-0.0028902i,-0.0011046-0.003875i,0.00052169-0.0026975i,0.001259+0.0004085i,0.0026024+0.0022448i,0.0035908+0.00085677i,0.002078-0.0021123i,0.00048764-0.0033325i,-0.00090658-0.0030975i,-0.0026154-0.0021887i,-0.002906-0.00028846i,-0.0019666+0.0013949i,-0.0017784+0.0022454i,-0.0020215+0.0016273i,-0.0022177+1.9772e-05i,-0.0013432+2.2927e-05i,-0.00071369+0.00073845i,-0.0013551+0.00097266i,-0.0010178+0.00039475i,0.00034602-0.00024015i
-0.0012197+0.00033675i,-0.0027749+0.0013113i,-0.0058047+0.0017413i,-0.0083516-5.9798e-05i,-0.0079027-0.0028387i,-0.0046901-0.0029808i,0.00077449-0.0021252i,0.0042557-0.0031005i,0.0030329-0.0041143i,0.00021454-0.0026433i,-0.00035892-0.00076729i,-0.00067525+0.00051712i,-0.00089632+0.0014853i,0.00040061+0.0011421i,0.0022339+0.0010533i,0.0029465+0.0018171i,0.0019741+0.001875i,0.0011556+0.00083516i,0.00047509-0.00039512i,-0.00030708-0.0010975i,-0.00073812-0.00044773i,-0.00039984+0.00098086i,9.899e-05+0.00070496i
-0.0020084-0.00093183i,-0.0017296-0.0010209i,-0.0014607-7.0856e-06i,-0.0025849+0.0015877i,-0.003521+0.0034142i,-0.001913+0.0025885i,0.00016934-0.0013213i,0.00045333-0.0054001i,-0.00055891-0.0051955i,-0.00018209-0.0015251i,0.0013546+0.0016544i,0.0016234+0.003028i,0.0016471+0.002766i,0.0025856+0.0017302i,0.0024108+0.00067502i,0.0009944-0.00044968i,0.001319-0.00077461i,0.0018075-0.00082326i,0.0014956-0.00057804i,0.00079773+2.8286e-05i,-0.00019447-0.00018873i,-0.00023358-0.00053254i,-0.0002987-0.00014521i
0.0014893-0.0013972i,0.0005274-0.0026116i,0.00035402-0.0014201i,-0.0015772+0.0021186i,-0.0037269+0.0038958i,-0.0031321+0.0030165i,-0.0022061-0.00094172i,-0.0020492-0.0056295i,-0.0024523-0.0058928i,-0.0021676-0.0018911i,-0.0012452+0.0013779i,-0.00086367+0.0017488i,-0.00014622+0.0016412i,0.00093934+0.0014784i,0.0014136-6.9444e-05i,0.0011624-0.00081629i,0.00050541-0.00039812i,5.9204e-05+0.00055788i,-0.00030708+0.00069057i,-0.00048214+0.00046894i,-0.00041283+0.00052859i,-0.00011335+6.315e-05i,-0.000502-0.00032861i
-0.00091636-0.00139i,-0.0016743-0.00081021i,-0.0012932-0.00036717i,0.0001779+0.00060488i,0.00062728+0.001643i,0.00066636+0.0015606i,-0.0009213+0.00016861i,-0.0029727-0.00067107i,-0.003418-0.00060628i,-0.00267-0.000406i,-0.001311-2.9414e-08i,-0.00020092-4.0193e-05i,0.00073729-0.0017983i,0.00078688-0.0038271i,6.1566e-05-0.004045i,1.2148e-05-0.0033655i,0.00093131-0.002906i,0.0027437-0.0021998i,0.0029131-0.001074i,0.0018173-0.00058663i,0.0015994-0.00085126i,0.0015766-0.00022535i,0.00090627+0.0018198i
1.0512e-05+0.0009991i,0.00047025+4.6315e-06i,0.00076167-0.00069469i,0.00056478-0.0010746i,0.00030605-0.00015507i,-0.00054511+0.0012861i,-0.00074538+0.0023487i,0.00053767+0.0037489i,0.0019022+0.0028721i,0.0032571+5.6647e-05i,0.0030571-0.0026528i,0.0017073-0.0047929i,0.00054627-0.0052384i,-0.00084829-0.0041813i,-0.0014951-0.0026807i,-0.0016173-0.0018716i,-0.0018767-0.001502i,-0.0014612-0.0011992i,-0.00055181-0.0013108i,-6.2781e-05-0.0017111i,0.0002745-0.0015315i,0.0005734-0.0009744i,0.00018284-0.00070643i
-2.448e-05-0.00078027i,0.0007068-0.00040667i,0.00062911-0.0019758i,-0.00042191-0.0034713i,-0.00062624-0.0030661i,-0.0003782-0.00081173i,0.00066344+0.0028267i,0.001479+0.0043508i,0.0022677+0.0024697i,0.0027287-0.00092285i,0.00066543-0.0029069i,-0.0015134-0.003408i,-0.0024809-0.0030266i,-0.0020975-0.0019221i,-0.00062653-0.00098332i,0.00050797-0.00014288i,0.00054686+0.00097173i,0.00076481+0.00050331i,0.0011045+1.5923e-05i,0.0012144+0.00041016i,0.0011351+0.00016532i,0.0011924+0.00025364i,0.0014066+0.001076i
-0.0032232+0.001325i,-0.0020533+0.0018472i,-0.0037654+0.0031595i,-0.0040683+0.0026904i,-0.0022026+0.00075054i,-0.0010448-0.00056059i,0.00036318-6.2823e-05i,0.0019812+0.00027673i,0.0021308-0.0014789i,0.0011972-0.0030683i,0.00048446-0.0024613i,-0.00066522-0.0011023i,-0.0017308+5.693e-05i,-0.0021799+0.0012395i,-0.0022536+0.0013603i,-0.0019766+0.0008537i,-0.0014444+0.00023159i,-0.0006558-0.00095775i,0.00075007-0.0022769i,0.0010584-0.0026946i,-0.00020375-0.0023057i,-0.00093431-0.0023792i,-0.00052095-0.0016393i
0.0022176-0.0016195i,0.0021877-0.0033122i,0.0013183-0.0045633i,-0.00095911-0.0038095i,-0.0029692-0.0020679i,-0.0022404-0.00036019i,0.00039184-0.0019391i,0.001644-0.0052739i,0.00025949-0.0062278i,-0.0016009-0.0041447i,-0.001951-0.0014256i,-0.0025199+0.00067658i,-0.0026858+0.0020427i,-0.0010253+0.0027653i,2.3426e-05+0.0019981i,-8.1251e-05+0.0018636i,-0.00096511+0.0022171i,-0.002446+0.0016012i,-0.0031185+0.00059766i,-0.0027722+0.00020847i,-0.0019891+0.0005231i,-0.0011038+0.0014315i,-0.00054943+0.0016249i
0.00068707+0.00029216i,-0.0011317-0.0012293i,-0.0033632-0.0018907i,-0.0042382-0.0022216i,-0.0052502-0.0028993i,-0.004478-0.0029667i,-0.0017255-0.0044087i,-0.00073819-0.0069752i,-0.0030701-0.0064843i,-0.0042756-0.0034502i,-0.0031062-0.00025391i,-0.0014691+0.001873i,0.00044316+0.0022486i,0.0008811+0.0012428i,0.00083456+0.00088826i,0.0013868+0.0010789i,0.0017761+0.0010961i,0.0011505+0.00088319i,0.00053221-7.8693e-05i,-4.649e-06+0.00021665i,-0.0010638+0.00059607i,-0.00070898+0.00031873i,3.8162e-05+0.00061759i
0.00068914-0.0016177i,0.0027808-0.0021866i,0.0038877-0.0014029i,0.0024099+0.00032416i,-0.0015129+0.0025615i,-0.002991+0.0025622i,-0.0015054-0.00044642i,-0.0014179-0.0021654i,-0.0023872-0.0022556i,-0.0014778-0.0012171i,0.00029109-0.00029003i,0.0024643-0.00034321i,0.0037525-0.00015962i,0.0038636-0.00043622i,0.0030837-0.0010631i,0.0014948-0.0019101i,0.00036982-0.0020104i,-0.00051292-0.00065521i,-0.0011549-0.00052673i,-0.0013062-0.0010753i,-0.0011028-0.00081949i,-0.00084579-0.00024803i,-0.00041522-0.00025018i
-0.00064119+0.0014821i,-0.00041202+0.0027139i,-0.0011665+0.0024022i,-0.00010551+0.0013039i,0.0013303+0.0003172i,0.0004455+0.00028322i,-0.0002698+0.0026314i,-0.00045444+0.0041434i,0.00028681+0.0030248i,0.0009664+0.00074098i,0.00043612-0.0005145i,-0.00012986-0.0008746i,-4.0691e-05-0.0015281i,0.0006261-0.0012824i,0.00010263-0.00093952i,-0.00033477-0.00090214i,0.0010871+0.00020689i,0.001858+0.0011319i,0.0015175+0.0010197i,0.0014925+0.0010335i,0.0010183+0.0011689i,0.00067487+0.0011791i,0.0015928+0.0011133i
0.0019346+0.0027603i,0.0037264+9.3374e-05i,0.0041611-0.0011606i,0.0021217-0.0012896i,7.0008e-05-0.00075713i,-0.00084451+0.0005947i,-0.00098479+0.0019977i,-2.6442e-05+0.004266i,0.0013883+0.0050818i,0.0032725+0.0019716i,0.0033116-0.0011005i,0.0010413-0.0020621i,-0.0010031-0.0019292i,-0.0015954-0.00080426i,-0.0013983-0.00041612i,-0.00073779-0.0010942i,-0.00043015-0.0019416i,0.00049688-0.0020915i,0.0015181-0.001857i,0.001005-0.0018015i,-0.00032087-0.0019854i,-0.00026749-0.0018036i,0.00050115-0.0013704i
0.00013401+0.0012969i,-6.6442e-05+0.0014242i,-0.0010389+0.00089829i,-0.00096564-0.00076648i,-0.00024906-0.0019494i,0.00019474-0.00097427i,0.00038675+0.00040917i,0.0017819+0.00016597i,0.0026108-0.00095646i,0.0017791-0.0024557i,0.00036267-0.0032752i,-0.0017697-0.0035734i,-0.0027499-0.0026405i,-0.0026404-0.00060394i,-0.002914+0.00025115i,-0.0028568+0.00031276i,-0.0032506+0.0009487i,-0.002608+0.00064595i,-0.00041345+0.00073408i,0.0004445+0.0013329i,-0.00036861+0.0013001i,-0.0010582+0.00058831i,-0.00058966-0.00024455i
0.0011704+3.3562e-06i,0.0019762+0.00041405i,0.0011976-0.0003605i,0.0015034-0.0013803i,0.0023867-0.0017958i,0.0023164-0.0014557i,0.0026739-0.0024048i,0.0027501-0.003415i,0.0006252-0.0034108i,-0.0023211-0.0027933i,-0.0035551-0.0010346i,-0.0034911+0.00013854i,-0.0038299-0.00035256i,-0.0034466-0.00052106i,-0.0010872+0.0005879i,0.00025787+0.0012245i,0.00074199+0.00047426i,0.00063907-0.0010514i,0.00045672-0.0020965i,0.00054275-0.0017486i,0.00038058-0.0011992i,0.00061841-0.0012223i,0.00042526-0.0013174i
0.0010293+0.0020315i,0.0010441+0.0028953i,0.0013086+0.0037922i,0.00043169+0.0024903i,-0.0023187+1.8261e-05i,-0.0031544-0.0019332i,-0.00084174-0.003782i,0.00053705-0.0056052i,-0.00042417-0.0064119i,-0.0019782-0.0056095i,-0.0011025-0.0026144i,0.000728+0.00028945i,0.00048585+0.0006537i,0.0002459+0.00018806i,0.00071845+0.0002234i,0.00048383-6.3344e-05i,-0.0005942-0.00087193i,-0.0017459-0.0012539i,-0.0021632-0.0016522i,-0.002106-0.0013768i,-0.0021491-0.00074817i,-0.0023889-0.00013799i,-0.0027951+0.00012539i
-0.001007-0.0004309i,-0.0012806-0.00038434i,-0.0017087-0.0014704i,-0.0024162-0.00059122i,-0.0024939+0.002187i,-0.0022712+0.0023064i,-0.0012419-0.0011292i,-0.0019536-0.0043158i,-0.0031909-0.0039447i,-0.0030419-0.001396i,-0.0025083+0.00044802i,-0.0013439+0.0015177i,0.00020719+0.0020255i,0.00099511+0.0010097i,0.0011344+0.00053018i,0.0010366+0.0014853i,0.0009129+0.0024252i,0.00096547+0.0015477i,0.0012603-9.9198e-05i,0.00072646-0.001078i,0.00079023-0.0012846i,0.0012649-0.0010024i,0.00070258-0.00064034i
-0.0010213+0.00068648i,-0.00018016+0.0010511i,4.8039e-05+0.0012536i,-0.00072418+0.0015886i,-0.0012781+0.0018838i,1.1322e-05+0.0014641i,0.00084958+0.0010371i,-0.00074583+0.00050224i,-0.0021586+0.00069062i,-0.0015166+0.00074993i,0.00035429+0.00029619i,0.0013375+0.00039144i,0.0014408+0.00048502i,0.00073887-0.00070899i,0.00044572-0.0013247i,0.00093587-0.0013352i,0.00041377-0.00075073i,-0.0001065-0.00012839i,-0.0010697-0.00094005i,-0.0010267-0.0010853i,-0.00051331-0.00076462i,-0.00066191-0.00029775i,-0.0001472+0.00075606i
0.0010015+0.0012702i,0.0015865+0.0022856i,-5.8883e-05+0.0026639i,-0.00079892+0.0016265i,2.6452e-05+0.00090875i,6.7082e-05+0.001587i,-0.0007947+0.0030441i,-0.0013999+0.0041355i,-0.00074582+0.0037912i,0.00092696+0.0020248i,0.0017547-0.00014634i,0.000983-0.0017033i,-0.00010036-0.0022627i,-0.0009433-0.0021575i,-0.0014042-0.0027408i,-0.0012022-0.0026955i,-0.0017968-0.0014264i,-0.0016581-0.00026442i,-0.00036208+0.00015271i,-0.00017061+0.00064399i,-0.00024282+0.0017849i,0.00038215+0.0019852i,0.0010352+0.0021195i
-0.014577+0.0089399i,-0.012799+0.014516i,-0.0098488+0.022553i,-0.0012453+0.019832i,0.0076147+0.014943i,0.012056+0.0071053i,0.0084149+0.0018015i,0.0029516+0.0029687i,0.00026928+0.0048004i,0.0011464+0.0046608i,0.003082+0.001206i,0.0017123-0.0031988i,-0.0017271-0.0059999i,-0.0038372-0.0062657i,-0.0040583-0.0038899i,-0.0027441-0.0012907i,-0.0010415-0.00014096i,0.00063685-0.00037681i,0.0012035-0.0016278i,0.00032516-0.0022416i,0.00036424-0.0018077i,0.0012179-0.001397i,0.0020128-0.001111i
0.00056157-0.0015211i,-0.00029251-0.0019926i,-0.00060712-0.0040877i,-0.0016428-0.004931i,-0.0035238-0.0033456i,-0.0028253-0.0013311i,0.00033568-0.00063082i,0.002596-0.00082445i,0.0020146-0.0016619i,-6.0356e-06-0.0023939i,-0.00054576-0.0021845i,-0.00048266-0.0011097i,-0.00088425-0.0004371i,-0.00020385-0.00039023i,0.00053068-0.00044559i,-0.00061389-0.00086168i,-0.0014527-0.0014045i,-0.00053445-0.0011516i,0.00051054-0.00043845i,0.00029052+8.723e-05i,-3.0134e-05-2.8351e-05i,5.6782e-06-0.00014744i,6.8293e-05-4.3364e-05i
-0.0028442-0.0017129i,-0.0035139-0.0013421i,-0.0056226+0.00018052i,-0.0057367+0.0020026i,-0.0026815+0.0029448i,9.303e-05+0.0010721i,0.0011378-0.002424i,0.001225-0.004605i,-0.00048742-0.0053732i,-0.0021106-0.0046118i,-0.0024562-0.0022774i,-0.002653-4.6156e-05i,-0.0014694+0.00067022i,-0.00082795+0.00072401i,-0.0012608+0.0015935i,-0.0010922+0.0022205i,-6.2524e-05+0.0024162i,0.00083621+0.0013271i,0.0014612-0.0011385i,0.002167-0.0022164i,0.0018286-0.0014213i,0.0016056-0.0014272i,0.0014061-0.0019877i
-0.00079874+0.0018306i,0.00068232+0.003127i,0.00055103+0.0031531i,-0.0010608+0.0019935i,-0.0028516+0.00051426i,-0.0028645-0.0005155i,-0.0013156-0.0026447i,-0.00086553-0.0061879i,-0.0014861-0.0070521i,-0.0018877-0.0056386i,-0.0021887-0.0032943i,-0.0016571-0.00078672i,-0.00055515+0.00054416i,-9.6836e-05+0.00034393i,0.00011295+0.00031921i,-0.00027432+0.00068713i,0.00012891+0.00012106i,0.00033357-0.00068416i,0.00015621-0.0014567i,-2.3923e-05-0.0018583i,0.00019495-0.0013674i,-0.00026642-0.00021484i,-0.0010396-0.00035186i
-1.2978e-05+0.0015578i,-0.00027473-0.00078898i,0.001592-0.002585i,0.0018256-0.0025689i,-0.00061229-0.0025246i,-0.0024342-0.0018227i,-0.0020988-0.001054i,-0.0021396-0.0013501i,-0.0017733-0.0011438i,-0.00012228-0.00031543i,0.00078781+4.5405e-05i,0.0012376+0.00034501i,0.0019302+0.00026924i,0.0019266-0.00031791i,0.0012828-0.00013328i,0.00038758+0.0012076i,-0.00067+0.0013862i,-0.00049597+0.00049078i,-4.1628e-05-0.00041739i,-0.00038992-0.0013622i,-0.0008246-0.0008966i,-0.00026317+0.00044715i,7.3726e-05+0.0010808i
-0.00061297-0.00078947i,-0.00061091-0.0017879i,-0.0015944-0.0010416i,-0.0018834-0.0002663i,-0.0021008+0.00046323i,-0.0028178+0.0022707i,-0.0024964+0.0039429i,-0.0014929+0.0037898i,-0.00061046+0.0026373i,0.00072778+0.0016479i,0.0022147+0.0013452i,0.0026632+0.0010233i,0.0020208-0.00015832i,0.00074846-0.0013488i,0.00086913-0.0013644i,0.0018965-0.0010152i,0.0016248-0.0014539i,0.00062758-0.0016124i,-0.0013358-0.0011017i,-0.001802-0.00044831i,-0.0013115-0.00074089i,-0.001636-0.001054i,-0.0010895-0.00085016i
0.0028725+0.0018798i,0.0027689+0.0005711i,0.0024512-0.0023289i,0.0019437-0.0038251i,0.001081-0.0029971i,6.8865e-05-0.00029593i,-0.00010006+0.0023285i,0.00039149+0.0037872i,0.00022098+0.0034027i,-0.00079448+0.00057242i,-0.000204-0.0016325i,0.00083744-0.0016557i,0.00046702-0.0015566i,0.0002903-0.0011069i,-2.681e-05+0.00012502i,-5.0793e-05-0.00024986i,0.00091792-0.0011644i,0.0013552-0.00063645i,0.00053394+0.00025903i,-0.00018089+0.00034098i,-0.00035141+0.00053848i,-5.1263e-05+0.00091072i,0.00045993+0.0009942i
6.0554e-05-0.0030918i,-0.001846-0.0030396i,-0.0013043-0.0031751i,-0.0019475-0.0035495i,-0.0040057-0.0035501i,-0.003589-0.001488i,-0.00074755+0.00047909i,0.0016775+0.0009559i,0.0018777+1.8536e-07i,0.0005497-0.0015544i,-0.00083559-0.0021955i,-0.0018256-0.0018563i,-0.0011199-0.0022644i,-0.00074151-0.0024264i,-0.0013987-0.00074909i,-0.001096+0.00081357i,-0.00030666+0.0010061i,0.00089022+0.0011657i,0.0012655+0.0013451i,0.0016555+0.00082066i,0.0018194+0.00050267i,0.0014742+0.00021081i,0.0019317-0.0005704i
-0.00065717-0.0032016i,-0.0013334-0.0034523i,-0.0028937-0.0025156i,-0.0033125-0.0028674i,-0.0027251-0.0024891i,-0.0022146-0.0010761i,-0.00075214-0.0013823i,0.00040054-0.0028511i,0.0005509-0.003916i,-6.6854e-05-0.003958i,-0.0014918-0.0029496i,-0.0025584-0.0025045i,-0.0024031-0.0029154i,-0.0017236-0.001739i,-0.0009517-0.00047791i,-0.0010513-0.00035812i,-0.0013008+0.00013334i,-0.00030862+0.00022328i,0.0013346-9.9264e-05i,0.0014075-0.00019252i,0.00033342-0.00026546i,0.00022138+0.0002248i,0.00094836-4.3351e-05i
0.0014433-0.0019297i,0.0014772-0.001326i,-0.0002649-0.0022533i,-0.0020268-0.0024574i,-0.002711-0.0011167i,-0.0023157-0.00027011i,-0.00041435-0.0017524i,0.001205-0.004572i,0.0014644-0.0055076i,0.00042327-0.0035519i,-0.00063003-0.0018472i,-0.00056829-0.0015402i,4.0408e-06-0.00077346i,0.0012053-0.00040104i,0.0017085-0.00022618i,0.00045181+0.00047478i,-0.00065849+0.00077891i,-0.0002943+0.00066544i,0.00045452-1.1131e-05i,0.00032997-0.00034246i,0.00062044-4.8197e-05i,0.00052653-0.00013065i,-0.00023212-0.00026438i
-0.0026664+0.00074206i,-0.0031292+4.2986e-05i,-0.0015672+9.0228e-05i,-0.0022685-0.00018298i,-0.0033688+0.00051434i,-0.0025369+0.00053213i,-0.0013202-0.0012773i,-0.0014106-0.0023477i,-0.0017313-0.0015262i,-0.00072264-0.00052816i,0.00069628+0.00037435i,0.00069805+0.00093447i,0.00029221+0.001258i,0.0008344+0.0015355i,0.00095311+0.0018809i,0.00079723+0.0010682i,0.00039057-0.00018758i,0.00020702-0.00015447i,-0.0003213-0.00017204i,-0.001744-0.00079676i,-0.0020439-0.00074562i,-0.0012731-0.00088001i,-0.0011405-0.0011446i
-0.00022758-0.00056449i,-0.0011963+0.0007635i,-0.0018053+0.0019815i,-0.0013083+0.0026128i,-0.0010361+0.0028121i,-0.00076966+0.0022873i,-0.00086482+0.0019293i,-0.00064343+0.0012323i,-0.00016288+0.00070727i,-0.00012752+0.00088347i,5.1958e-05+0.0014212i,0.00054274+0.0018298i,0.00075002+0.0011857i,0.00050086+0.00035195i,0.00026595+0.00024i,-0.00022443+0.00080141i,-0.00038992+0.00054637i,-0.00049514-0.00061874i,-0.00070812-0.0014274i,-0.0009211-0.0012259i,-0.000936-0.00088955i,-0.00099329-0.00046358i,-0.00091343+0.00034289i
0.0013129+0.002973i,0.0032417+0.0032277i,0.0046455+0.00072711i,0.0042133-0.0013522i,0.0021573-0.0017278i,0.00031694-0.0011639i,-0.00020371+0.0009013i,-0.00025147+0.001928i,-0.00010513+0.00070581i,-6.5879e-05+0.00011918i,-0.00096677-3.9396e-05i,-0.0011308-0.00036225i,-0.0012869-0.00086664i,-0.0013337-0.0011984i,-0.00035195-0.00027183i,0.00020462+0.00024279i,0.00064098-0.00014605i,0.0012316+2.1351e-05i,0.00060234+0.00052167i,-0.00075049+0.00084251i,-0.0013339+0.00052701i,-0.0010557-0.00058398i,-0.00039953-0.00024387i
-0.0029787+0.00088058i,-0.002914-5.2719e-06i,-0.0021092-0.0015672i,-0.0026409-0.0027i,-0.0033224-0.002414i,-0.0022897-0.00031254i,-0.00065204+0.0014886i,0.00016337+0.0020942i,0.00057865+0.00095433i,0.00037498-0.0011089i,-0.0010319-0.002317i,-0.0013195-0.0029659i,-0.00047705-0.0030565i,-0.00064084-0.0020708i,-0.00071831-0.0010543i,-0.00078231-0.00074699i,-0.00092753-0.0014439i,-0.0005708-0.0013792i,-0.0001286-0.00033583i,-0.00020607-0.00023609i,-0.00088731+0.00020566i,-0.0015428+0.00067748i,-0.001074+0.00027818i
0.000337-0.0034136i,8.292e-05-0.0033381i,-0.00068702-0.0021127i,-0.00069722-0.00041693i,-0.0011493+0.0016176i,-0.0015361+0.0019622i,-0.00037095+0.00054999i,0.00010689-0.00067524i,0.00042584-0.0013453i,0.0012726-0.0020177i,0.0010193-0.0027208i,0.0002761-0.0021798i,-0.00015479-0.0015191i,9.7965e-05-0.0014498i,0.00014902-0.0010805i,-0.00045756-0.00054136i,-0.00087141-0.00047377i,0.00012235-0.00069454i,0.00073523-0.00059933i,0.00050117-0.0001031i,0.00038146+0.00039905i,0.00061143+0.00050135i,0.00076116+0.00049694i
0.00067734+0.00032274i,6.5252e-05+0.00062442i,-0.0012094-3.2185e-05i,-0.0014004-0.00052082i,-0.0013167-0.00077805i,-0.00045267-0.0012418i,0.00075253-0.0022561i,0.00079784-0.0030298i,0.00041057-0.0026005i,-0.00043559-0.0011796i,-0.000996-5.4918e-05i,-0.00071816-0.00024621i,-0.00014027-0.00073239i,0.00077719-0.00073843i,0.0016747-0.00055721i,0.00097879-0.00025932i,1.3602e-06-2.4189e-05i,0.00012164-0.00042015i,0.0010784-0.00045503i,0.0013893-0.00039565i,0.00080942-0.00077557i,0.00062602-0.00054029i,0.00047517+0.0001482i
-0.0027651+0.0019442i,-0.0022661+0.0023646i,-0.0020755+0.0024778i,-0.0022088+0.0026345i,-0.0014039+0.0014187i,-0.00078684-0.00047242i,-0.00012898-0.0013726i,5.0539e-05-0.0022356i,-0.00065371-0.002157i,-0.00080041-0.0010005i,-0.00012681-9.4605e-05i,0.00072304+0.00051514i,0.00077829+0.0012246i,0.00047064+0.0012807i,0.00054126+0.00084521i,0.00038879+0.00025475i,-0.00021549-0.00055452i,-0.00025106-0.0007488i,0.00021026-0.0015929i,0.00053133-0.0018884i,0.00086533-0.00097437i,0.00075583+7.8238e-05i,0.00048021+0.00074759i
0.00097664-6.7509e-05i,0.0019517-0.001775i,0.0032524-0.0020843i,0.0019185-0.0028664i,8.1841e-05-0.0036616i,-0.0014014-0.0021319i,-0.001178+0.00048223i,-0.0006764+5.775e-05i,-0.001142-0.0015628i,-0.0011634-0.0011423i,-0.00049564+0.00069302i,0.0002054+0.0011602i,-0.00031431+0.00026729i,-0.00027982+0.0006438i,-0.00024926+0.0014195i,-0.00028628+0.0016033i,4.6379e-05+0.00084328i,3.416e-05+1.9148e-05i,-0.00061001+5.5877e-05i,-0.0012337+5.2165e-05i,-0.00039859-0.0010535i,0.00038078-0.0019332i,0.00012847-0.0013161i
0.0026477+0.0017123i,0.0030594+0.00093339i,0.0021335-0.0022959i,0.00017151-0.0045892i,-0.0011606-0.0044994i,-0.0012832-0.0027886i,-0.0010203-0.0010262i,-0.00072955-0.00020363i,-0.00094073-0.00043331i,-0.00048926-0.0021851i,-0.00041802-0.0024742i,-0.00051506-0.001455i,7.7017e-05-0.0011881i,0.00050008-0.00054304i,0.00045783-0.00018972i,4.1961e-05-0.0002717i,0.00056134-0.00010876i,0.00061602+1.1431e-05i,-0.00037732+4.4176e-05i,-0.00098874-0.00026313i,-0.00083779-0.0001547i,-0.00022296-0.00065275i,-0.00042091-0.000728i
-0.0014738+0.0025986i,-0.001021+0.0021393i,-0.00023627+0.001602i,-0.0014322+0.00093718i,-0.0026275+0.00058103i,-0.0021582+0.0012834i,-0.001172+0.0014098i,-0.00070855+0.00099154i,0.00037284+7.2107e-05i,0.0011864-0.0017577i,0.00010652-0.0029471i,-0.00061962-0.0017941i,-0.00022788-0.00078582i,-0.00018572-0.0005451i,-0.00045817-0.000107i,4.0162e-05+1.9239e-05i,2.3507e-05+0.00025843i,-8.2936e-05+0.00031157i,-0.00031846+2.1266e-05i,-0.0007621-0.00061005i,-0.00097275-0.00074858i,-0.00099341-0.00032904i,-0.0003119-0.00061721i
-0.00020284-0.0024051i,-0.00056481-0.0029543i,-0.00073226-0.0029399i,-0.00045265-0.0032418i,-0.00083307-0.003014i,-0.00027066-0.0017058i,0.00098742-0.00067152i,0.00073697-0.00012796i,-6.9507e-05-0.00042133i,-0.00012773-0.0014794i,0.00037505-0.0022395i,-0.00026549-0.0025638i,-0.00076481-0.0019209i,0.00018812-0.0011321i,0.00089877-0.0012796i,0.00047137-0.0011544i,0.00042179-0.0006701i,0.00085123-0.00040716i,0.0013226+0.00024958i,0.0012477+0.00062924i,0.00022084+0.0010305i,-0.00051226+0.00083172i,8.5651e-05+0.00051781i
0.0011812-0.00071323i,0.00055957+6.5444e-05i,-0.00091483+0.00051667i,-0.0019031+0.00085796i,-0.0014953-0.00012344i,-0.0012892-0.0014336i,-0.0010975-0.0010931i,-0.00043354-0.0013682i,-0.00061646-0.0014676i,-0.00034954-0.00025733i,0.00017827-0.00016848i,9.0048e-05-0.0011462i,-0.0011106-0.0013729i,-0.0014883-0.00067338i,-0.00052371+5.9541e-05i,-0.001115-2.6295e-05i,-0.001474-0.00017807i,-1.2749e-05-0.00040571i,0.0009202-0.00079455i,0.00045373-0.00035228i,-0.00016374+0.00070344i,7.0057e-05+0.0013262i,0.00051294+0.0010261i
-0.00080779+0.00033366i,-0.0019915+0.00029428i,-0.0013567-0.00097249i,-0.00081504-0.0012937i,-0.0016643-0.00030985i,-0.0021139+0.00012631i,-0.00059708-0.00060084i,0.00070723-0.0020466i,-0.0002364-0.0026089i,-0.0017146-0.0011135i,-0.0013527+0.00028681i,-0.0007757+0.00017107i,-0.0012178-4.3856e-05i,-0.0010053+0.00036766i,-0.00048851+0.00031028i,-0.00026484+0.00013469i,-2.8574e-05+6.501e-05i,0.00035151+6.1625e-05i,0.00049565-0.0004322i,0.00046421-0.00077377i,-0.00013195-5.7036e-05i,-0.0005082+0.00054786i,-3.8944e-05+0.00064935i
