0.0012176+0.0022256i,-0.000335+0.0011419i,-0.0018137+0.000153i,-0.00234-0.00066404i,-0.0021616-0.00042008i,-0.0016469+0.00040699i,-0.00099886+0.0012556i,-0.00027798+0.001586i,0.00075729+0.00087053i,0.0015559+2.4694e-05i,0.0012352-0.00030066i,0.00044437-0.00042227i,0.00014757-9.0298e-06i,0.00023531+0.00025688i,-0.00049352-9.5461e-05i,-0.0007454+5.1885e-05i,-0.00034519-2.7806e-05i,-0.00023364-0.00055901i,-0.00065571-0.00033037i,-0.00036295+0.00046165i,6.8189e-05+0.00037229i,-0.0001267-0.00017773i,-0.00022736-0.00063833i
0.0047077+0.0044766i,-0.0033719+0.0095471i,-0.033543+0.0066971i,-0.074514-0.022201i,-0.086452-0.06552i,-0.053585-0.073572i,-0.011278-0.047276i,0.010535-0.029323i,0.01366-0.023227i,0.0088777-0.014742i,0.0088264-0.0057341i,0.010221-0.0033907i,0.0061336-0.0035784i,0.0025323-0.0037692i,0.0025311-0.005695i,0.0025192-0.0071772i,0.001815-0.0067423i,0.0012323-0.0054494i,-0.00060174-0.0049355i,-0.0026919-0.0046932i,-0.0031169-0.0051282i,-0.0027097-0.0059181i,-0.0022656-0.0043995i
-0.0051031+0.0011957i,-0.0057946+0.0022362i,0.0071998+0.0061998i,0.041348+0.022273i,0.063134+0.055051i,0.037881+0.068961i,-0.0032435+0.051734i,-0.018776+0.035477i,-0.010126+0.026117i,0.00099424+0.015512i,0.0023953+0.0091473i,0.0027342+0.0089197i,0.0061475+0.0064891i,0.0067512+0.0022845i,0.0056044+0.0021228i,0.0061267+0.0050794i,0.0053589+0.006741i,0.0028857+0.0058242i,0.0023509+0.0032422i,0.0024018+0.00066507i,0.0017551-0.00067936i,0.0013474+0.00042846i,0.0015523+0.0010853i
0.00043439-0.0060988i,-0.0078185-0.010581i,-0.028142-0.017611i,-0.060668-0.025175i,-0.084044-0.040517i,-0.070966-0.054218i,-0.037156-0.050757i,-0.011649-0.041081i,-0.0027528-0.030679i,-0.0032617-0.017848i,-0.0035832-0.0094185i,-0.0057587-0.0063932i,-0.0081783-0.001782i,-0.0059467+0.0042801i,-0.0023551+0.0074211i,-0.0011832+0.0066874i,-0.0011342+0.0027064i,-0.001028-0.00090695i,0.00067173-0.0013529i,0.0031857-0.00096407i,0.0032288+0.00043628i,0.0027995+0.0017201i,0.0022411+0.0019457i
0.0048403-9.5928e-05i,0.015791-0.0064461i,0.038998-0.011405i,0.070145-0.0092092i,0.083999+0.0059839i,0.060136+0.023804i,0.023196+0.027002i,0.0071133+0.025643i,0.0084282+0.023734i,0.0093757+0.014921i,0.0049199+0.0071711i,0.0034114+0.0042502i,0.0048382+0.00034301i,0.0016918-0.0030223i,-0.0027597-0.0015725i,-0.0028777+0.0025187i,4.0583e-06+0.0053307i,0.0029291+0.0050594i,0.0033193+0.003622i,0.0021715+0.0025669i,0.001598+0.0016754i,0.00045163+0.0003286i,0.00016922-0.00075883i
0.0035688-0.0012396i,0.0014429+0.0076893i,-0.013174+0.024524i,-0.043775+0.034391i,-0.068765+0.017264i,-0.05835-0.012563i,-0.030143-0.026207i,-0.017287-0.024236i,-0.015808-0.016036i,-0.010309-0.0078554i,-0.0021582-0.0047527i,0.00060763-0.0050881i,-0.00066649-0.0047194i,-0.0020595-0.005782i,-0.0031762-0.0076353i,-0.0039342-0.0073958i,-0.004472-0.0055296i,-0.0038468-0.0030755i,-0.0020143-0.0018534i,-0.00218-0.0025121i,-0.0027684-0.0031828i,-0.0029089-0.0017922i,-0.0029998+0.00028982i
0.0011368+0.0035629i,-0.0028292+0.0011894i,-0.0020508-0.0096703i,0.016389-0.022213i,0.043066-0.018492i,0.04262+0.00075509i,0.022508+0.014339i,0.01519+0.017995i,0.016767+0.015788i,0.015084+0.011376i,0.011654+0.0095613i,0.011475+0.0083861i,0.012024+0.0041447i,0.010778-0.0010553i,0.0083893-0.0033038i,0.0067335-0.0029598i,0.0041696-0.00088912i,0.0021345+0.0010628i,0.0016174+0.0013628i,0.0017142+0.0012505i,0.0016655+0.0016268i,0.0011763+0.0025187i,0.0015681+0.0018714i
-0.0018797-0.0037724i,-0.0040692-0.0039164i,-0.011332+0.0019302i,-0.026071+0.01555i,-0.045917+0.018429i,-0.049778+0.00083988i,-0.035387-0.013828i,-0.026247-0.01341i,-0.024005-0.0058325i,-0.018798+0.00026051i,-0.014253+0.0010746i,-0.013374+0.0035387i,-0.0099662+0.0096448i,-0.0024876+0.012232i,0.0029159+0.011189i,0.0041396+0.0089855i,0.0025943+0.0051855i,0.00049128+0.0025893i,-0.00012237+0.0011585i,0.0010108+3.0804e-05i,0.0015141-7.151e-05i,0.001295-6.8314e-05i,0.00041-0.00016295i
0.0039708-0.0043905i,0.0051647-0.011991i,0.0082085-0.024571i,0.01787-0.036431i,0.032899-0.035595i,0.037366-0.019519i,0.028343-0.0051054i,0.022201+0.0013789i,0.01864+0.0015905i,0.011305+0.00027805i,0.0056486-0.00039129i,0.0043327-0.0035059i,0.0023651-0.0069161i,-0.0015682-0.0063941i,-0.0044315-0.0012502i,-0.0044945+0.0034181i,-0.0017218+0.0041802i,0.00021252+0.002504i,2.5736e-05+0.0025852i,0.00073548+0.0034989i,0.0011591+0.00177i,-0.00058919-0.0005125i,-0.0024569-0.00068113i
-0.00099961-0.0018667i,0.0025961+0.0048193i,0.0038209+0.018133i,-0.0031107+0.033608i,-0.016815+0.036197i,-0.023536+0.018301i,-0.019918+0.0019738i,-0.019735+0.0013658i,-0.021449+0.0068234i,-0.017317+0.0090109i,-0.0092585+0.0055099i,-0.0029978+0.0017527i,0.00029724+0.00083852i,0.0020274+0.00019092i,0.00063758-0.0028195i,-0.0040073-0.0042091i,-0.00768-0.0029387i,-0.007278-0.0024277i,-0.0046709-0.0027079i,-0.0040886-0.0017806i,-0.0041214+0.00021884i,-0.0024104+0.001156i,-0.00078645+0.00089385i
0.002023+0.0023504i,-0.00097815+0.0029931i,-0.0073413-0.0020292i,-0.0078365-0.016566i,0.0055477-0.027911i,0.018402-0.021417i,0.017796-0.009611i,0.01399-0.0074292i,0.012183-0.0091351i,0.0093294-0.0077768i,0.008823-0.0041217i,0.010312-0.0024827i,0.0078534-0.0030302i,0.0034459-0.004457i,0.00083552-0.006097i,0.00071924-0.006772i,0.0014-0.0054849i,0.00023762-0.002226i,-0.00075524+0.0010774i,0.00043633+0.001499i,0.0019681+0.0008455i,0.0024456+0.001011i,0.0022246+0.0006634i
0.0013329-0.00099548i,0.0013472-0.0031454i,0.0026016-0.0028476i,0.003521+0.0062782i,-0.0047965+0.018627i,-0.015982+0.017177i,-0.01802+0.0097316i,-0.016692+0.010962i,-0.015186+0.012869i,-0.013275+0.010531i,-0.012135+0.0091331i,-0.0098187+0.012116i,-0.0038996+0.014408i,0.0027756+0.011136i,0.008017+0.0063848i,0.0096689+0.0029988i,0.0071828+0.0009362i,0.0034129+0.00029111i,0.00019889+0.00011571i,-0.0021524+1.0083e-05i,-0.0029411-0.00084058i,-0.0021535-0.0011177i,-0.0025167-0.0012051i
0.0022058-0.0055168i,0.0020357-0.0076292i,-0.0010656-0.014805i,-0.0058553-0.022042i,-0.0026944-0.026245i,0.0074832-0.021181i,0.012667-0.013586i,0.011034-0.014277i,0.0060578-0.017186i,0.00066205-0.014389i,-0.0016511-0.0091312i,-0.0031323-0.0086039i,-0.0057873-0.0084826i,-0.007351-0.0019473i,-0.0062124+0.0061205i,-0.0030722+0.0090341i,-9.1922e-05+0.00676i,0.00096409+0.0029884i,0.001111+0.00017098i,0.0017264-0.00039403i,0.00082503+7.6854e-05i,-0.00087252-0.0004845i,-0.001339-0.00086849i
0.0013943-0.0037711i,0.0037764-0.00095996i,0.0090193+0.0050593i,0.013928+0.013756i,0.01148+0.020955i,0.0043993+0.019581i,-0.00042371+0.014935i,-0.0034455+0.014277i,-0.0052257+0.014004i,-0.0050954+0.010363i,-0.0027686+0.0059226i,0.0010074+0.0035649i,0.0042783+0.0013856i,0.004872-0.0015437i,0.0014111-0.0044781i,-0.0043404-0.0055007i,-0.0067885-0.0033267i,-0.0042446-0.0016606i,-0.0027039-0.0010525i,-0.0038187-0.00041161i,-0.0039297+0.0009539i,-0.0024055+0.0019007i,-0.0004806+0.001849i
0.0019302-0.0016991i,-0.0016623+0.00024223i,-0.0082989+0.0015167i,-0.013486-0.0027003i,-0.011669-0.011292i,-0.0029452-0.01387i,0.00047897-0.010199i,-0.0013378-0.010975i,-0.0022706-0.015378i,-0.00086638-0.014781i,0.0026096-0.010179i,0.0044724-0.0057988i,0.0031278-0.00083055i,0.00096456+0.002272i,0.00072472+0.0013069i,0.0027326-0.00090812i,0.0040585-0.0022191i,0.00364-0.0022203i,0.002845-0.0015845i,0.0022127-0.0015261i,0.0014127-0.0021771i,0.0010202-0.0024809i,0.0016463-0.0019122i
0.0022807-0.0023659i,-0.00040299-0.0047657i,-0.002231-0.0065363i,0.002182-0.0038226i,0.0070778+0.0055994i,0.0046557+0.012857i,0.0019099+0.013964i,0.0035033+0.015009i,0.0055952+0.01307i,0.0051725+0.0090672i,0.0019622+0.0091391i,0.00019406+0.011035i,0.00062703+0.010035i,0.0017921+0.0050402i,0.0038418-0.00063269i,0.005412-0.002748i,0.0051094-0.0010702i,0.0039908+0.00056717i,0.0019794+0.00056877i,-0.00090262+0.00015011i,-0.0018101-0.00043453i,-0.0018413-0.00035207i,-0.0027993+0.00065883i
6.714e-05-0.00027278i,-0.0017065-0.00088594i,-0.0031901-0.0016288i,-0.0061769-0.0016894i,-0.0087303-0.005851i,-0.0066299-0.0096228i,-0.0050875-0.0079353i,-0.0066954-0.0084127i,-0.0074402-0.011608i,-0.0063621-0.01195i,-0.0064316-0.0092342i,-0.0081693-0.0074209i,-0.0085952-0.0052051i,-0.0045554+0.00070581i,0.0018031+0.0073769i,0.0059913+0.0088612i,0.0045298+0.0053288i,0.00086756+0.0013659i,-0.00078603-0.0012445i,-0.00017222-0.0024517i,0.00077229-0.0018334i,0.0012574-0.0014591i,0.0017683-0.0015498i
0.0029823-0.0016499i,0.0043373-0.0029348i,0.0083269-0.0048039i,0.012374-0.004199i,0.013385-0.00056777i,0.010382+0.0033045i,0.0061526+0.0060739i,0.0050849+0.0086215i,0.0066891+0.0087464i,0.0067656+0.0062482i,0.0058498+0.0025312i,0.0056912-0.0014715i,0.0047257-0.0045439i,0.00039792-0.0042132i,-0.0062133-0.001642i,-0.010048+0.00045705i,-0.0086963+0.0016882i,-0.0042974+0.0012507i,-0.00077202+0.0010444i,-0.00044551+0.0015229i,-0.00050284+0.00091771i,0.00042963+0.00027703i,0.0009827+4.7169e-05i
0.0043315-0.0035649i,0.0027611-0.002051i,-0.0012858+0.00081934i,-0.0053927+0.0035525i,-0.0083419+0.0037988i,-0.0089603+0.0018017i,-0.0095717+0.0020401i,-0.011206+0.0023003i,-0.0096965-0.00088262i,-0.0053855-0.0037007i,-0.0017485-0.0040783i,-5.7586e-06-0.0019437i,0.0012697+0.0019469i,0.0024322+0.0039792i,0.0036083+0.0025573i,0.0042417-0.001394i,0.0038595-0.0035989i,0.0028918-0.0033037i,0.0024041-0.0024911i,0.0015689-0.0026406i,0.00096054-0.0032422i,0.00067911-0.0024357i,0.00049964-0.0014686i
0.0017267-0.0017878i,0.0014809-0.0017594i,-0.00077925-0.002334i,-0.00081425-0.0026116i,0.004201-0.0010303i,0.0068526+0.0010256i,0.0047179+0.0021376i,0.0062151+0.0024314i,0.0096185+0.0019669i,0.0090506+0.0027801i,0.0064554+0.0047349i,0.005286+0.0054097i,0.0027692+0.0046712i,-0.0017385+0.0026899i,-0.0041379+0.00013543i,-0.0021168+2.625e-05i,0.00044924+0.0015129i,0.00076118+0.0026294i,0.0011917+0.0027413i,0.0016047+0.0024318i,0.00071814+0.0016896i,-0.0007286+0.0013067i,-0.0014887+0.0018179i
0.0054993-0.0025408i,0.0053359-0.0045184i,0.002315-0.0054353i,-0.0016613-0.0029324i,-0.0064322-7.6278e-05i,-0.0090518+0.0015777i,-0.010298+0.003392i,-0.011612+0.0027378i,-0.011301+0.0015389i,-0.0093395+0.0022944i,-0.0070823+0.0020318i,-0.0064302+0.00061728i,-0.0058945-0.0010508i,-0.0014202-0.0020047i,0.0045451-0.0010702i,0.0070475-0.00029123i,0.00463-0.00060189i,0.00061439-0.0012536i,-0.0011516-0.0012321i,-0.00034855-0.0015478i,0.00045047-0.0021199i,0.00026084-0.0010868i,0.000316-0.00051641i
-0.0022738-0.0020097i,-0.0015237+0.0011443i,-0.0010048+0.0016767i,0.0024101-0.00037947i,0.0062938-0.0023575i,0.0063683-0.0036575i,0.0028261-0.0036408i,0.00015553-0.0031343i,0.0026186-0.0017419i,0.0050204+0.0012292i,0.0048712+0.001315i,0.0061989-0.002713i,0.0072459-0.0052061i,0.0045389-0.0017177i,-0.00029888+0.0047941i,-0.0036382+0.0081028i,-0.0030877+0.0069021i,-0.00048827+0.0043605i,0.00077322+0.0025426i,0.0010396+0.0014147i,0.0015102+0.00041828i,0.0018351+0.00012073i,0.0015957+0.00018739i
-5.826e-05-0.0035858i,-0.002777-0.0019611i,-0.0054449+0.00066634i,-0.0060793+0.0055992i,-0.0054182+0.0087475i,-0.00512+0.008196i,-0.007023+0.0070495i,-0.0077808+0.0073378i,-0.0063449+0.0073485i,-0.0050342+0.0057596i,-0.0029808+0.003725i,0.00010784+0.0024152i,0.0027781+0.0026366i,0.0027522+0.0015091i,0.0014324-0.002377i,0.0006663-0.0048056i,-4.3919e-05-0.0040252i,0.00010488-0.0014676i,0.00059083-0.00025718i,0.00025227-0.00047494i,0.00027426-0.00062085i,-0.0001988-0.00019981i,-0.0010499+0.0002782i
0.0013448+0.0018014i,-8.377e-05-0.00091867i,-0.0020818-0.0028993i,-0.0016754-0.0028353i,0.0013554-0.0039394i,0.0015031-0.0049002i,-0.0017962-0.0048677i,-0.0018257-0.0061589i,0.00074982-0.0055613i,0.001937-0.001985i,0.0029177+0.0011231i,0.0029132+0.0019244i,0.00060104+0.0022521i,-0.0018691+0.0021439i,-0.0014063+0.0023207i,0.00059402+0.0028274i,0.0015384+0.0012744i,0.0011141+0.00051297i,0.0007873+0.0010864i,-0.00029017+0.0017022i,-0.0015946+0.0026552i,-0.0016585+0.0025933i,-0.00096103+0.0016765i
0.0033348-0.0021697i,0.0026229-0.0045956i,0.0011873-0.006343i,-9.8983e-05-0.0043207i,-0.001531-0.00049296i,-0.0029552+0.001861i,-0.0045986+0.0019775i,-0.00655+0.0027161i,-0.0070157+0.0044201i,-0.0072272+0.0051196i,-0.0064162+0.0048102i,-0.0042829+0.0042681i,-0.0030752+0.0018903i,-0.0022492-0.0023265i,-0.00024219-0.0052657i,0.00095634-0.0044587i,-0.00068634-0.0024478i,-0.0034433-0.00062167i,-0.0045175+0.00077542i,-0.0031107+0.00062441i,-0.0007769-0.00085602i,0.0003414-0.0022872i,0.00058835-0.0019442i
0.0050043+0.0035402i,0.0079631+0.003287i,0.0085121+0.0018974i,0.0066897-0.00078712i,0.0039966-0.0044714i,0.00013423-0.0062308i,-0.0044225-0.0059676i,-0.0052286-0.0054554i,-0.0033943-0.004296i,-0.0022484-0.0031377i,-0.00090263-0.0027259i,0.00072318-0.0029354i,0.0020355-0.0030692i,0.0043378-0.00098703i,0.005666+0.0034787i,0.0036262+0.0057178i,0.002657+0.0033171i,0.0033847-0.00017129i,0.0028199-0.0010618i,0.0018228+2.6405e-05i,0.0013846+0.00044582i,0.0011227-0.001039i,0.00026113-0.002709i
-0.00040597-0.0014878i,-0.0012513+0.0012192i,-0.0030405+0.0036986i,-0.0029163+0.0054609i,-0.0023102+0.0049637i,-0.003422+0.0029077i,-0.0046598+0.0020797i,-0.0028277+0.0028907i,-0.001752+0.0025817i,-0.0026646+0.0015055i,-0.0022767+0.0015544i,1.5138e-05+0.0028323i,0.001756+0.0039904i,-0.00035933+0.0041757i,-0.0043832+0.0029947i,-0.0045477+0.0017061i,-0.001827+0.0013163i,-0.001089+0.00075605i,-0.0016557-0.00023898i,-0.0018287-0.00023547i,-0.0017012-0.00043132i,-0.0013924-0.00052519i,-0.00083063+0.00015051i
0.0018447-0.00094137i,-0.00061664-0.0016324i,-0.0045145-0.0021389i,-0.0055703-0.0020672i,-0.0035121-0.0015203i,-0.001808-0.00094199i,-0.002831-0.0022696i,-0.0044294-0.0052354i,-0.0044136-0.0064167i,-0.0046525-0.0044518i,-0.0047792-0.00082022i,-0.0033493+0.0014485i,-0.0028495+0.0012548i,-0.001906+0.00023609i,0.00097887-0.00080483i,0.0023819-0.0014492i,0.0016246-0.00096384i,0.00061901-0.00072067i,5.4746e-05-0.00060675i,-0.00025502+0.00043343i,-0.00020301+0.0017956i,0.00088076+0.0022391i,0.0014125+0.00134i
-0.00060871+0.0017906i,-0.00058342+0.0020543i,-0.0010535+0.00064349i,0.00083075-0.0012474i,0.002967-0.0024764i,0.0010364-0.0047862i,-0.00087758-0.0061763i,-0.0004159-0.0033508i,4.6343e-05-0.0010099i,-0.00041691-0.00058377i,-0.0013209+0.00077765i,-0.0027342+0.0015494i,-0.0033227+3.8495e-06i,-0.0031048-0.0020869i,-0.001896-0.0022389i,-0.00038647-0.0012585i,-0.00038285-0.0009501i,-0.0018681-0.00055284i,-0.003212-1.4675e-05i,-0.0029212-0.00021022i,-0.0019168-0.00022861i,-0.0019964-0.00058213i,-0.0010099-0.00062154i
0.0016851-0.003917i,-1.8244e-05-0.0050842i,-0.0012882-0.0055221i,-0.0013812-0.003987i,-0.0010401-0.0036513i,-0.0012747-0.0048753i,-0.0029141-0.00462i,-0.0031792-0.0035982i,-0.0026832-0.0034468i,-0.0029088-0.0049648i,-0.0029832-0.0055382i,-0.0027394-0.0045667i,-0.0011066-0.0033663i,0.0020221-0.0024618i,0.0040034-0.0010732i,0.0035908+0.00055989i,0.0023567+0.00084155i,0.0018368-0.00067934i,0.0019087-0.0021221i,0.0020421-0.0017166i,0.0020387-0.00094498i,0.0014413-0.0012701i,0.0004942-0.0013296i
0.0028139-0.00057349i,0.00046656+0.00088661i,-0.0019567+0.0023025i,-0.0011376+0.0025176i,-0.00016729+0.0022831i,-0.00057034+0.0018012i,0.0006371+0.00030389i,0.0027273-0.0019007i,0.0034193-0.00293i,0.0018712-0.0024171i,-7.8488e-05-0.0014372i,-0.00045061+0.00023773i,0.0011301+0.0033424i,0.0011334+0.0066532i,-0.00081539+0.0082038i,-0.00087425+0.0066671i,0.00058112+0.0034705i,0.0013001+0.0017248i,0.00089801+0.0015611i,-0.00019868+0.00020525i,-0.0010646-0.00083073i,-0.0013141+0.00022775i,-0.00053044+0.0011681i
-0.00044191-0.004439i,-0.0022878-0.0062029i,-0.0054794-0.0066316i,-0.0059147-0.0031821i,-0.002833+0.00061553i,0.00064416+0.00087122i,0.00094653+0.00019376i,-0.00074628-0.00065371i,-0.0021121-0.0020794i,-0.0023381-0.0026538i,-0.0028065-0.001212i,-0.0025472+0.00073102i,-0.0022256+0.0011896i,-0.0028026-0.00034224i,-0.0032671-0.0015561i,-0.0035578-0.00095072i,-0.0031764+0.00081042i,-0.0011541+0.001764i,0.00015647+0.0014394i,2.7045e-05+0.00046734i,0.00033837-0.00056661i,0.0006784-0.00045675i,0.00095041+0.0003421i
0.0018374-0.0009533i,0.0030162-0.0039975i,0.0028245-0.0052541i,0.0011503-0.0050628i,0.00090172-0.0047929i,4.0909e-05-0.0051901i,-0.00080682-0.0057952i,7.0263e-05-0.0038527i,0.0016302-0.002553i,0.0026877-0.0026923i,0.0018765-0.0020966i,0.00010733-0.0018661i,-0.00059014-0.0025052i,-4.0996e-05-0.0020674i,0.0018179-0.00064143i,0.003212-6.9624e-05i,0.0025891-0.00092466i,0.00074904-0.0010677i,-0.00069584+0.00022671i,-0.0013528+0.00074086i,-0.0019757-3.0426e-05i,-0.00097461-3.5079e-05i,-9.146e-05+0.00046253i
0.0011669-0.0001541i,0.0029033+0.00024584i,0.0028378-2.4794e-05i,0.00047345+0.00067856i,-0.00076573+0.0016521i,-0.0010702+0.0013724i,-0.0010499+0.0018497i,-0.00024354+0.0027114i,-0.00019728+0.002077i,-0.00038718+0.00033221i,-0.0006712-0.001572i,-0.0013967-0.0027562i,-0.0010854-0.0019745i,8.4602e-06-0.00022428i,-8.3875e-05+0.0015i,-0.00085288+0.0027096i,-0.00023838+0.00237i,0.00089791+0.00064393i,0.00058395-0.00095136i,0.00029647-0.0021778i,0.0015346-0.0032266i,0.0010063-0.0024475i,-0.00054293-0.0013463i
-8.1404e-05-0.0023888i,0.00085871-0.00023903i,0.001501+0.00041125i,0.0012149+1.7175e-05i,0.0021378-0.00010779i,0.0033198-0.00046723i,0.0021567-0.0014743i,0.001232-0.0023713i,0.0014857-0.0019513i,0.0016035-0.0015651i,0.0011744-0.001172i,0.0014645-0.0009026i,0.0027929-0.0005675i,0.0035829+0.00076029i,0.0037029+0.0016915i,0.0032869+0.00085985i,0.0016705-0.00091135i,0.00038898-0.00056891i,-4.9927e-05+0.00079958i,-0.00072067+0.00077608i,-0.0012391+0.00093882i,9.4371e-05+0.0013496i,0.0015742+0.0011053i
0.00055092+0.0010994i,-0.0017658+0.0019186i,-0.0034715+0.001914i,-0.0025602+0.00043148i,-0.00027005-0.0013082i,0.00069702-0.0017901i,0.00045458-0.00051741i,0.0010711+0.0011361i,0.0016766+0.0018388i,0.00032791+0.0015633i,-0.00022672+0.0011454i,0.00021158+0.0015807i,-0.00070675+0.002192i,-0.0037375+0.0014264i,-0.0057328+0.0012643i,-0.0050463+0.0030726i,-0.0025661+0.0035515i,-0.00065264+0.0015468i,0.0001071+0.00042032i,0.00082043+0.00055718i,0.0016132-0.00018293i,0.0004564-0.0011539i,-0.0015426-0.00086886i
0.0017214+0.00069492i,0.0020113-0.00070676i,0.0020305-0.0021714i,0.0005782-0.0030629i,-0.0010286-0.0036298i,-0.0025716-0.0030077i,-0.0031639-0.0015913i,-0.0026633-0.00092273i,-0.00065247-0.00072639i,0.0012109-0.00026827i,0.0015368-0.00056385i,0.00021692-0.0011217i,-0.0015128-0.0019583i,-0.0015127-0.0036172i,-0.00035002-0.0049651i,-0.00082957-0.005549i,-0.0031355-0.004822i,-0.0036817-0.0026803i,-0.0019251-0.0010524i,-0.00086351+7.2014e-05i,-0.00086206+0.00089803i,-0.0008909+0.00086159i,-0.00083421-1.7397e-05i
0.004365-0.0025535i,0.003046-0.0031292i,0.0012417-0.0039261i,0.001446-0.0033132i,0.0024999-0.0018046i,0.002905-0.00094654i,0.0028395-0.00043977i,0.0024505+0.00017502i,0.0020661+3.6041e-05i,0.00069519-0.00078975i,1.1951e-05-0.0010581i,-0.00013016-0.0007959i,0.00033587+0.00053895i,0.0015269+0.0026268i,0.001906+0.0051164i,0.0023183+0.0060891i,0.003123+0.0049458i,0.0028616+0.002383i,0.0014275-6.5383e-05i,0.00086781-0.0018762i,0.0012147-0.0030021i,0.00027251-0.0031386i,-0.0010095-0.0016346i
0.00069645+0.0026808i,-0.00026115+0.0010106i,-0.0016373+0.00049353i,-0.0017371+0.00043065i,-0.00045907-0.00081355i,-0.00015755-0.00034256i,-0.0017718+0.0018418i,-0.0025015+0.0018234i,-0.0016037+0.0010294i,-0.00072521+0.00090936i,-0.00049718+0.00056605i,-0.00067762-0.00084715i,-0.0012704-0.0011847i,-0.00093386-0.00089346i,-0.00064342-0.0019445i,-0.001904-0.0023979i,-0.0028737-0.00090186i,-0.0019796+0.00051181i,-0.0013291+0.00064013i,-0.001442+0.00067326i,-0.00057076+0.0015954i,0.001081+0.0021038i,0.0011892+0.00067079i
0.0013585-0.0013916i,0.0019068-0.0026704i,0.00033631-0.0026779i,2.3479e-06-0.0027373i,0.0024425-0.0030543i,0.0028754-0.00205i,0.00133-0.00046307i,0.00066157+0.00074899i,0.00019983+0.00095183i,-0.0002839+0.0012267i,0.000215+0.0018453i,0.00083515+0.0021033i,0.00047064+0.0018774i,-0.00015309+0.0019075i,0.00029728+0.0029359i,0.0016611+0.0030489i,0.0028287+0.0014025i,0.0021129-0.0004898i,0.00060322-0.0008754i,-0.00013411-0.00018513i,-0.00086759+0.00010271i,-0.0017473-0.00017194i,-0.0015964-0.00032052i
-0.00060741+0.0019496i,0.00068316+0.0003901i,0.00011348-0.00050603i,-0.0017441+0.00016729i,-0.0024169+0.0013024i,-0.0026583+0.0011517i,-0.0023051+0.00085315i,-0.0018919+0.0011773i,-0.0018601+0.0011477i,-0.00070524-0.00049453i,0.00068145-0.0015309i,-0.00021905-0.0011061i,-0.0022776-0.001358i,-0.0034892-0.0029891i,-0.0050775-0.004587i,-0.0058981-0.0040572i,-0.0046089-0.001664i,-0.0028222+0.00031622i,-0.0017546+0.0003739i,-0.0010673+0.00066089i,-0.0002498+0.0016767i,0.00075141+0.0010526i,0.0010017-0.00054742i
0.00026402+0.0013367i,0.0026256+0.0024287i,0.0043639+0.0029041i,0.004556+0.0011726i,0.0043884+4.3616e-05i,0.0037113+0.00012824i,0.00083211+0.00090315i,-0.00097795+0.00086746i,-0.00092422-0.00056832i,-0.00033184-0.0014778i,-0.00026387-0.0016513i,-0.00020269-0.0024947i,0.00074966-0.0026927i,0.0030814-0.0011884i,0.005532+0.00052692i,0.0069246-0.00014475i,0.0067821-0.001644i,0.0043071-0.001692i,0.0013184-0.00095115i,-0.00066393-0.0013618i,-0.0012502-0.0012129i,-0.00015053-0.00017154i,0.0012059-0.00044085i
0.0041792+0.0041424i,0.0053938+0.0053879i,0.0025542+0.0058746i,0.00030213+0.004628i,0.0012526+0.0029162i,0.00067961+0.0018151i,-0.0013464+0.0022194i,-0.00050572+0.0025828i,0.0006455+0.00043171i,-0.00020858-0.00091377i,-0.0010757-0.00054381i,-0.00067897-0.00075449i,-0.0013679-0.00067012i,-0.0033515-0.00013333i,-0.0045211+0.00070115i,-0.0047346+0.0023051i,-0.003221+0.0033169i,-0.00034046+0.0019537i,0.0015377+0.0013454i,0.0016346+0.0024892i,0.0013564+0.0017843i,0.0018412-0.00035696i,0.0013688-0.0015815i
-0.00066195+0.0011501i,-0.0027797+0.0021019i,-0.0054766+0.0011839i,-0.0051343-0.0004592i,-0.0034339-0.00048691i,-0.0022759+0.00068318i,-0.00090454+0.0021891i,0.00066966+0.0019871i,0.0014733-9.6076e-05i,0.0012525-0.00036332i,0.0015316+0.00030519i,0.002127-0.00044829i,0.0016459-0.0014611i,0.0012677-0.0015474i,0.002647-0.0017216i,0.0042967-0.0026603i,0.0038313-0.0029656i,0.0013779-0.0017483i,-0.00017248-0.00093959i,-0.00094253-0.00055195i,-0.0012949+0.00011361i,-0.0016988+0.001132i,-0.0018426+0.0020622i
0.0019141+0.00026203i,-0.00045131-0.0011018i,-0.0015366-0.0023354i,-0.00040588-0.0018001i,0.00095496-0.00032166i,0.00033302+0.00057019i,-0.0012416+0.0013325i,-0.0012793+0.001697i,-0.000231+0.00074536i,0.00011063-0.00031456i,-0.00042967-0.000974i,-0.0011691-0.00083953i,-0.0017814+7.1772e-05i,-0.0029126+0.00013735i,-0.0047645+0.00089615i,-0.0047828+0.0027482i,-0.0025142+0.0032853i,0.00015076+0.0023288i,0.0014526+0.0013632i,0.0011552+0.00050476i,0.00041505-0.00030908i,-0.0001671-0.00058112i,-0.00010087-0.00090486i
