4.622e-05-0.0023387i,0.00062736-0.0024963i,0.00015264-0.0013318i,-0.00025377-0.00081605i,-4.7498e-05-0.00024404i,0.0011082+0.00064699i,0.0013689+0.0013998i,0.00099345+0.0012378i,0.0012034+0.00069237i,0.0018386-0.00035271i,0.001675-0.0014724i,0.00051493-0.0013024i,4.3204e-05-0.00096853i,0.00049799-0.0012366i,0.00052739-0.0011533i,0.00019644-0.0002047i,-9.5994e-05-0.00054027i,2.9228e-05-0.00032029i,0.00082097+0.00071635i,0.00041448+0.00070321i,-0.00041234+0.00031603i,-0.00049699-0.00011059i,-0.00050462-0.00076028i
0.00085075-0.00066614i,0.00094897-0.0024206i,0.0008891-0.0016131i,0.00069049-0.000738i,0.0012452-0.00098879i,0.0018066-0.0013746i,0.0019254-0.00045516i,0.00078086+0.00045059i,-0.00051084+0.00031519i,-0.0003497+0.00032256i,-3.2591e-05+0.00010047i,-0.0005724-0.00058716i,-0.00080388-0.00070363i,-0.00079081-0.00026087i,-0.00073271+0.00022489i,-0.000959+0.0001618i,-0.00028935-4.0223e-05i,0.00052353+0.00043869i,0.00058367+0.00040997i,0.00075787-0.0001388i,0.00064117-0.00078465i,0.00031123-0.00062622i,0.00029265+0.00018526i
0.00044456-0.0012943i,0.00017917-0.0011573i,0.00021445-0.00039414i,0.00059269-0.00062199i,0.001367-0.0010248i,0.0013739-0.0011616i,0.00040581-0.00082037i,0.00013274-6.7477e-05i,0.00012855+0.00062117i,0.00055327+0.00079584i,0.0005481+0.0012521i,-0.0003592+0.00096335i,-0.00079217-0.00015052i,0.0004157-0.00023025i,0.0010454+0.00022851i,0.0011634-1.7598e-06i,0.0014979+0.00014965i,0.00092236+0.00043404i,0.00026824+0.00014672i,0.0001193-0.00072071i,0.00061833-0.00090971i,0.00081409-0.00047235i,0.00034916-8.1257e-05i
0.0024343-0.0014459i,0.0013179-0.0025i,0.0007253-0.0027857i,0.001323-0.0013647i,0.0009712+0.00024976i,-0.00039128+0.00049998i,-6.0187e-05+0.00086821i,0.0017138+0.00071853i,0.0021272-0.00042302i,0.00094589-0.00074001i,0.00044791-0.00024397i,-0.00045048-0.00053742i,-0.00019198-0.00012744i,0.0010336+0.00082413i,0.0011394+0.00080562i,0.00046753+0.00050395i,-0.00050215+0.00049333i,-0.0010362-4.2499e-05i,-0.00076864-0.00034275i,-0.0006718-0.00013189i,-0.00069602+0.00015794i,-0.00067056+0.00011458i,-0.001039+0.00035102i
0.0013519-0.00066759i,0.0013102-0.00095436i,0.00080663-0.0012638i,0.00049456-0.0012923i,0.0010914-0.00085829i,0.0010516-0.0010232i,0.00059233-0.0007386i,0.0012157-0.00029822i,0.0012204+7.3529e-05i,0.00076967+0.00028123i,0.00063626-1.5292e-05i,-2.777e-05-0.00016149i,-1.5631e-05-0.00018801i,0.00025793-2.7186e-05i,-0.00034964+0.00015525i,-0.0004577-0.00032029i,-0.00012308-0.00062619i,-0.00029959-0.00021399i,-0.00082808+0.00045241i,-0.00028119+0.00070319i,0.00037232-0.00032801i,0.00077798-0.00037559i,0.00092488+0.00054812i
0.0017566+0.00032623i,0.0015786-0.00033713i,0.00020807-0.0025399i,-0.00067665-0.0025392i,-8.6466e-05-0.001431i,0.00093252+2.1285e-05i,0.001192+7.5742e-05i,0.0010309-0.0013668i,0.00040745-0.0016089i,-0.0003209-0.00096534i,0.00032362+0.00022176i,0.00031471+0.00069309i,-0.00027313-2.7765e-05i,-0.0003866-0.00066342i,-0.00020136-0.00082059i,-7.1832e-05-0.00087423i,-0.00025087-0.00052285i,-0.0009181+0.00048419i,-0.00069832+0.00046883i,-0.00014376-2.0989e-05i,-0.00019335-6.0177e-05i,-0.00010877+0.00012326i,0.00038912+0.0004858i
0.0010871-0.00098245i,0.0012009-0.0010666i,0.0010017-0.00087917i,0.00025478-0.00092473i,0.00037362-0.00096856i,0.00076003-0.00076942i,0.0005759-0.0004761i,0.00062757-0.00081976i,0.00043567-0.0011972i,3.3574e-05-0.00044211i,-0.00025836+4.9577e-05i,0.00054142-0.00011676i,0.00055306+0.00050086i,0.00012026+0.00027318i,5.8843e-05-0.00014875i,1.3305e-05-0.0001226i,0.001133-0.00057136i,0.0018646-0.00026742i,0.0014164-0.00015485i,0.00097299-6.3697e-05i,0.00085512-1.3311e-05i,0.00026881-0.00012849i,-0.00030029-9.3912e-06i
0.00020476-0.0023789i,0.0011723-0.0010884i,3.0585e-05-0.00046125i,-0.00070539-0.0009907i,0.00017904-0.00062224i,0.0020453+5.8121e-05i,0.0028109-0.0007054i,0.0023265-0.00091119i,0.00057739-0.00052021i,0.00028776-0.00087627i,0.00061946-0.00092i,3.0428e-05-0.00085869i,-9.4897e-06-0.00036686i,-0.00038885-0.0002786i,-0.00083349-0.0003125i,-0.00058994-9.3474e-05i,-0.00063872-4.9778e-05i,-0.00060691+0.00056267i,-0.00016538+0.00091262i,-7.269e-05+0.00051145i,-0.00011242-0.00028116i,-0.00059349-0.0005294i,-0.00067441-0.00042975i
0.003362-0.0012466i,0.0028306-0.0018015i,0.0026609-0.0021149i,0.0019134-0.0017703i,0.00089899-0.001701i,0.00038957-0.00096595i,0.00095446+0.00020748i,0.0016523+0.00019977i,0.00092348-0.00028466i,-1.3049e-07-0.00014214i,-0.00019774-0.00058359i,6.8885e-05-0.00095335i,0.00097995+9.1832e-05i,0.0015188+0.00087962i,0.00066046-3.7526e-05i,-0.00032439-0.00047648i,-0.0007755-0.00029224i,-0.00051425-0.00029723i,0.00035913-0.00016862i,0.00088676-0.00017762i,0.0010906-0.0002815i,0.00077297-2.6661e-05i,-0.00015463+0.00012378i
0.00078863+8.3123e-05i,0.0015007-0.00049837i,4.2986e-07+0.00036506i,-0.00083482+0.00074365i,-0.0001245-0.00013262i,0.0013658-0.00094303i,0.0013901-0.00072513i,0.0011261-0.00053496i,0.0015557-8.3205e-05i,0.001108-7.2327e-06i,0.00022075-0.00020317i,-0.00081194+0.00019042i,-0.0011802+0.00011647i,-0.00064915+5.685e-05i,-4.3484e-05+0.00019759i,0.0002299+0.00044944i,0.00018964+0.00069371i,-8.8982e-05+0.000521i,-0.00038579+0.00030177i,-0.00055231-3.8e-05i,-0.00028242-8.1769e-05i,-0.00015637+0.00019559i,-0.00033031+0.0006779i
-0.0022489-0.0010183i,-0.0016093-0.0014299i,-0.0014316-0.0017281i,5.5911e-05-0.0012587i,0.0011831-0.00073221i,0.0017386-0.00086829i,0.0015461-0.00056035i,0.00045174+0.00019669i,-0.00088625+0.00050144i,-0.0009643+0.00040839i,-0.00072307+0.0007158i,-0.00064797+0.00059957i,-0.00044369+1.2146e-05i,-0.00077335-0.00018858i,-0.00073663-0.00045296i,-0.00053074-0.0007702i,-0.00018427-0.00052224i,-0.00059265-0.00064492i,-0.00079731-0.00085563i,-0.00035387-0.00062355i,0.00019929-0.00028318i,0.00064255+0.00057374i,0.00010982+0.00013251i
0.0013071-0.00068085i,0.0018697-0.0013045i,0.001277-0.0022901i,-0.00046492-0.0022066i,-0.00021319-0.001908i,0.0011824-0.00087167i,0.001737+0.00016665i,0.0016657-0.00034522i,0.0011211-0.00086291i,0.00075178-0.00075617i,0.00055782-6.1707e-05i,0.00034374+0.00026519i,1.203e-05-0.00026658i,-5.9616e-05-0.00046614i,-8.9147e-06-0.00030377i,-0.00030279-0.00056061i,-0.00030779+4.141e-05i,0.00019422+6.9237e-05i,0.00094345-0.00019656i,0.00088334-0.00056079i,0.00092822-0.00070177i,0.00086404-0.00029874i,0.00013764+8.2027e-05i
0.0016256-0.0016182i,0.0020767-0.0018777i,0.0015832-0.0015235i,0.00012884-0.0010804i,-0.00067575-0.0013087i,0.00040505-0.00087045i,0.00092744-0.00013816i,0.0005368-0.00039466i,0.00013072-0.0011896i,-0.00041916-0.0013779i,-0.00038652-0.0012998i,0.00042954-0.00024628i,0.00068084+0.00048601i,0.00061889+0.00028428i,0.00035793-8.0656e-05i,9.1535e-05-6.0911e-05i,-0.00063417+0.00023347i,-0.0008979+0.00025214i,-0.00023477+0.00081333i,-0.00026208+0.00081348i,-0.0003317-0.00025174i,-0.00069738-0.00062992i,-0.00030172-9.7472e-05i
0.0023729-0.00070536i,0.0018497-0.0018947i,0.00092848-0.0026214i,0.00017055-0.0020717i,-0.00025851-0.0012798i,-0.00048385-0.00060673i,0.00026258+0.00025206i,0.00088882+0.00014421i,0.00078362-0.00023359i,0.00058727-0.00023178i,-0.00013063-0.00086392i,-0.00067623-0.0006159i,-0.00059405+0.00022272i,0.00034716+0.00048959i,0.00036955+0.00034303i,0.00035135+0.00063919i,0.00081817+0.0004704i,0.00094653-0.00024846i,0.0011017-0.00040927i,0.00065559-0.00025147i,-0.00031905+2.5326e-05i,-0.0002783+0.00035801i,0.00025132+0.00055395i
0.0012399+0.00015916i,0.001587-6.6021e-05i,0.0019435-0.00090145i,0.0018354-0.0015713i,0.00086514-0.0010141i,0.00053334-0.00025048i,7.87e-05+0.00012266i,-0.0010163+1.5111e-05i,-0.00094027-0.00040938i,0.00015613-0.00038944i,0.00091617-9.1483e-05i,0.00072738+0.00016036i,6.0739e-05+7.8022e-05i,-0.00054612-0.00010986i,-0.00063538-0.00037605i,-0.00059235+0.00021201i,-0.00093929+0.00060364i,-0.00092661+1.7232e-05i,0.00017819+0.00055444i,0.00067879+0.00030498i,9.982e-05-1.2156e-05i,-0.00042885+0.00038174i,0.00028918+0.00028391i
-0.00088172-0.0012877i,0.0001448-0.0017625i,0.00030291-0.00085097i,-6.4361e-05+0.00043663i,0.0005824+0.00049181i,0.0011922-0.00096905i,0.0013504-0.0017366i,0.001651-0.0018995i,0.0013388-0.0014435i,0.00095591-0.00025104i,0.0015746+0.00058839i,0.0010258+0.00035938i,0.00036724-7.9991e-05i,-0.00010468+0.00017702i,-0.0002391+0.00010861i,6.8513e-05-0.00040194i,-0.00052725-0.00034353i,-0.0011432+0.00016301i,-0.00077054+0.00055198i,-0.00018343+0.0004647i,-0.00046821+0.00057362i,-0.00092257+7.8566e-05i,-0.0011403-0.00063117i
0.00020031-0.0020411i,0.0002811-0.0011832i,-0.00019827-0.00070268i,0.0002475-0.00045102i,0.0008207+7.4776e-06i,0.000822-0.00012552i,0.001551-0.00037545i,0.0019411-0.00069945i,0.00079825-0.0011706i,0.00012382-0.00056758i,0.00079177+0.00029211i,0.0015673+7.781e-05i,0.00061958-0.00045549i,-0.00023966-0.00083114i,-0.00016624-0.00016924i,-0.00083325+0.00096531i,-0.0006967+0.00075137i,0.00011574+0.00012744i,-8.3951e-05-0.00029825i,-0.00036327-0.0010483i,0.00017669-0.00072801i,0.00015282+0.00021075i,0.00059524-0.00017693i
0.0012785-0.0022284i,0.0019875-0.0023296i,0.0010671-0.00086022i,0.00030449+0.00034271i,0.00071419+0.00044046i,0.0011339+0.00014619i,0.0011407+0.00038283i,0.00051276+0.00036672i,0.00025266-0.00026739i,0.00065289-0.00058305i,0.00049316-0.00031168i,0.00026052-0.00017548i,0.00047096-0.00086436i,2.8675e-07-0.00098164i,-0.00041483-0.00052456i,-0.00071514-0.00037207i,-0.00064711-0.00045526i,-6.5267e-07+0.00042668i,1.7823e-05+0.0015713i,0.00020014+0.0012264i,0.00063993+0.00034883i,0.00039825-1.8717e-05i,0.0001549-0.00065941i
0.0020576-0.0016945i,0.002103-0.0017758i,0.001159-0.0017996i,0.0001832-0.0016867i,-0.00012992-0.0013097i,-0.00043854-0.00041664i,2.2749e-06+0.00084601i,0.00060033+0.0015929i,0.00069546+0.0011674i,-5.1895e-05+0.00055729i,-0.00048548-7.0997e-05i,-0.00032455-0.00015015i,-0.00063138+0.00013592i,-0.00097207+2.2e-05i,-0.00013812-8.0309e-05i,0.00018364-0.00032896i,-0.00081881-0.00043625i,-0.00041014-0.00041242i,0.00099626-5.1618e-05i,0.000333+0.00013024i,-0.00047577-0.00032538i,-0.00041455-0.00011231i,-0.0006095+0.00018417i
0.00018068+0.0012504i,-6.2671e-05-0.00081133i,0.00056593-0.00074932i,0.00081945+0.00028229i,0.0010578+0.00070656i,0.001615+0.00031933i,0.00092689+0.00022183i,0.00022416-3.7441e-06i,0.00041605-0.00037389i,0.00064529-0.00021967i,0.00028652+0.00019024i,7.4301e-05+0.00024394i,-0.00029206-1.2712e-05i,-0.00032845+0.00025465i,5.4863e-05-0.00026584i,-0.00071296-0.00079566i,-0.0012088-0.00057161i,-0.00059535-0.00056973i,-0.00022148-0.0005473i,-0.00010034-0.00022828i,0.00064642-4.2244e-05i,0.00047299+0.00039206i,-0.00012191-0.00015061i
0.0020294-0.00027631i,0.0016285-0.00076866i,0.0010514-0.001652i,9.0696e-05-0.001985i,-0.00042604-0.0014801i,-0.00024803-0.00092913i,-7.5821e-05-0.00072077i,0.00040659-0.00065244i,0.0002421-0.00035532i,-1.0713e-05+1.2324e-05i,-3.1243e-05+6.0667e-05i,0.00033354-0.0003447i,0.00086354-0.00048663i,0.0010221-0.00052173i,0.00045725-0.00013056i,-0.00029343+0.0004592i,-0.00024396+0.00093481i,-0.00027349+0.00090329i,-0.00041509+0.00032344i,-4.6507e-05-0.00044012i,0.00030919-0.0006118i,0.0010362-0.00059584i,0.00077986-0.0007941i
-0.00026232+3.8019e-05i,0.00021806-0.00015721i,0.00047213-0.0001081i,0.0016193-0.00026985i,0.002272-0.0010529i,0.0012767-0.0012451i,0.00079042+6.1046e-05i,0.0013694+0.00094773i,0.00136+0.00070237i,0.00075575+0.00015751i,0.00049631-0.00041839i,0.00085907-0.00044103i,0.00076005-0.00047008i,-3.8366e-05-0.00089804i,-0.00014234-0.00052644i,-9.8713e-05-0.00012851i,-0.00012844+0.00013006i,-0.00018301+0.00080868i,-0.00040638-0.00010006i,-0.0002607-0.0011711i,0.00017922+5.7462e-05i,0.00030834+0.00095679i,-0.00010592+0.00062935i
0.00059547-0.0002489i,0.00043882-0.0010191i,0.00092344-0.00092369i,0.00098114-0.00032909i,0.0015118-0.0011279i,0.0020523-0.0017028i,0.0011422-0.00086871i,0.0009216+0.00011615i,0.00097272+8.1088e-05i,0.00013942-0.00013769i,-0.00073395+9.002e-05i,-0.0010268+0.00044121i,-0.0009936+0.00077711i,-0.0007463+0.00048627i,-0.00059469+0.0001801i,-9.8652e-06-3.8332e-05i,0.00089165+8.2865e-05i,0.00061698+0.00054774i,0.00074358+0.00049279i,0.00025674-0.00020679i,-0.0010075-0.00082517i,-0.0011052-0.00041304i,-0.00044752+8.5025e-05i
0.00068321+0.0010026i,-0.00027255-0.00079347i,1.069e-05-0.00058538i,0.00067487-0.00014129i,0.00023851-0.00062938i,0.00043851-0.00060964i,0.0012337+0.0006514i,0.00096445+0.0016823i,0.00027803+0.00096416i,0.00012136+0.00065876i,0.00044573+0.00045782i,0.00065993-0.00011438i,0.00036795+0.00044674i,-0.000107+0.00076704i,-0.00027082-5.2412e-06i,-0.00055098-0.00021209i,-0.00082025+0.00026125i,-5.9161e-05+0.00012122i,0.00035273-0.00047128i,0.00054882-9.3914e-05i,0.00058371+0.00086908i,7.6233e-05+0.0007194i,0.00025563-5.3741e-05i
-3.7997e-05-0.00095927i,-0.00017771-0.0021251i,-7.7507e-05-0.0018204i,0.00021836-0.0010223i,0.00013904-0.00036181i,0.00054962-2.1783e-05i,0.00051846+0.00025816i,0.00028402-0.00028177i,0.00044638-0.00022115i,0.00011032+5.7234e-05i,0.00054809-0.00036317i,0.0016677+0.00024669i,0.0014721+0.00041384i,0.00041634+0.00015138i,0.00042888+0.00021759i,0.00060301+0.00016465i,0.00018845+0.00046971i,-2.0456e-05+0.00095341i,-0.00029148+0.001057i,-0.00026185+0.0008109i,-0.00026812+0.00094884i,-0.00030483+0.00048971i,-0.00072829-0.00040559i
0.0017814-0.0019794i,0.0016412-0.0017711i,0.00054846-0.002065i,0.00040661-0.0019015i,0.00079295-0.00065026i,0.00088086+0.00042083i,0.00076862-0.00049515i,0.00082981-0.0014231i,0.00081264-0.00086537i,0.00027306-4.4719e-05i,-0.0008364-0.00029201i,-0.00072412-0.00039617i,2.6281e-05+0.00026525i,0.00020777+0.000592i,0.00012719+0.00026069i,-0.00041499-0.00037793i,-0.00024989-0.00035922i,0.00030282+8.2954e-05i,0.00040656+0.00026816i,0.00054276+0.00023656i,0.00074937-6.344e-05i,0.00056248-0.00050901i,0.00015345-0.0005508i
0.0018809-0.0016805i,0.0014474-0.0017842i,0.00032611-0.0014445i,-2.5315e-06-0.00092767i,-1.1557e-05-0.00068306i,0.00098967+0.00027083i,0.0020969+0.00060033i,0.0026162+7.8419e-05i,0.0012402-0.00052536i,-0.00057558-0.00023106i,-0.00054461+0.00010726i,-8.4071e-05-0.00031765i,0.00031686-0.00073545i,0.00069297-0.00025957i,0.00061134-0.00041236i,0.0004433-0.00078701i,0.00057624-0.00035158i,0.00063889-3.1715e-05i,0.00042036+0.00017607i,0.00024563+0.00027959i,0.00070736+0.00034786i,0.00014026+0.00013405i,-0.00015562+0.00027271i
0.0021952+0.00057159i,0.0020459-0.00067333i,0.001295-0.0013374i,0.00084824-0.0014177i,0.00045765-0.0014703i,0.00024564-0.00093948i,0.00076337+0.00019022i,0.00099031+0.00027946i,0.00038347-0.00025909i,-0.00032832-0.00019927i,0.00066047-8.4496e-05i,0.0013839+0.00028477i,0.00092921+0.00060267i,0.00071607+0.00046294i,0.00087998-1.9049e-06i,0.00087388-0.00013603i,0.00013917+0.00016264i,3.7834e-05+0.0004566i,2.432e-05+0.00027105i,0.00018808-0.00046867i,0.00024439-0.00061375i,2.2485e-05-0.00029019i,0.00018509-2.3264e-05i
0.0010313+0.0001538i,0.001378+0.00060996i,0.0011703-0.00026099i,0.00050739-0.00043769i,6.0165e-06-0.00077866i,0.00047557-0.00093306i,0.0012983-0.00067452i,0.0010419-0.00040386i,0.00018208-0.00083866i,-0.00042616-0.00095584i,-0.00047172-0.00059827i,-0.00057495-0.00044104i,-6.8594e-05-0.0006007i,0.00044093-0.00042806i,0.00026249+0.00042714i,-0.00042976+0.0005162i,-0.00015693-7.9839e-05i,0.0011682+8.0488e-05i,0.0015628+0.00011912i,0.00079661-0.00053893i,3.2675e-05-0.00084848i,0.00028007+8.9486e-06i,0.00034697+0.00016719i
-0.0010172-0.0017627i,-0.0010683-0.001636i,-0.00091884-0.00041765i,-2.1813e-05-0.00014098i,0.00067838-0.00077479i,0.001465-0.0011173i,0.0015338-0.0011895i,0.00084651-0.00093751i,0.00014523-0.00032785i,-0.00023685-0.00055682i,2.4127e-05-0.0011923i,0.0004706-0.00095436i,-7.4664e-05-0.00087053i,-8.8628e-05-0.0012012i,9.6913e-05-0.00098194i,-6.7937e-05-0.00058242i,0.000302-0.0005474i,5.6885e-05-0.00033678i,-0.00084225+0.00033875i,-0.00086609+0.000239i,-0.00026034-0.0001047i,-1.5452e-05+0.00052325i,-0.00029115+0.0010457i
0.00059348-0.0010192i,0.0010557-0.0018725i,0.00072493-0.0025898i,0.00067646-0.0024285i,0.0008643-0.0017617i,0.00088936-0.001338i,0.00059381-0.0010688i,0.00024241-0.0004943i,0.00047629-0.00031928i,0.00030922-0.0007842i,-0.00053187-0.00045098i,-0.0014646+0.00010946i,-0.0016442+0.00059794i,-0.00066378+0.0007562i,-0.00035951+0.00026929i,-0.00029608+0.00011469i,0.00026255+5.3751e-05i,0.00064208-3.2232e-05i,0.00053396+0.00042426i,-0.00015565+0.0006034i,4.6665e-05-0.00040702i,0.00064523-0.00058266i,-3.1933e-05-0.00015294i
0.0015433-0.001218i,0.0024604-0.0017174i,0.0014008-0.00024883i,0.00052332+0.00047609i,0.0012569-0.00090153i,0.0017044-0.0013961i,0.0014713-0.00044548i,0.00074609-0.0011594i,0.00024979-0.0014674i,0.00066722-0.00036509i,0.00074123+0.00024079i,-0.00033759-0.0002366i,-0.00096026-0.00083513i,-0.0003113-0.0005565i,0.00011414+6.2232e-05i,-7.4318e-05+0.00036405i,-8.5235e-05+0.00012033i,-0.00045099-0.00076009i,-0.00035289-0.0010711i,0.00018986-0.00068524i,0.00030302+8.2335e-05i,-1.3326e-05-0.00019496i,-0.00023218-0.00071547i
0.001535-0.0019235i,0.00059431-0.0020938i,-1.4289e-05-0.0022673i,0.00011813-0.0011391i,0.00046116+0.00017352i,0.00059661+0.00033052i,0.0010656+0.00026311i,0.0015908-0.00030671i,0.00103-0.0009384i,0.00011238-0.00079186i,0.00041538+0.00013283i,0.00042742+0.00083138i,9.4316e-05-9.21e-05i,0.00021953-0.00045764i,0.00012556+1.1291e-05i,0.00025597-6.5737e-05i,0.00045241-0.00038175i,0.00072006-0.00012096i,0.00076023+0.00020482i,5.3485e-05+0.0003882i,-6.4825e-05+0.00052943i,0.00032584+0.000628i,3.0773e-05+0.00064466i
0.0025495-4.5841e-05i,0.0026302-0.00072666i,0.0019001-0.0011565i,0.00073428-0.00080746i,0.00039933-0.00042354i,0.0014797-0.00012283i,0.0016154+3.4743e-05i,0.0010499-0.00058564i,9.212e-06-0.00029221i,-0.00022769+0.00043155i,0.0005984+2.3116e-05i,0.00059709-0.00064564i,-0.00078037-0.00069484i,-0.00079592-6.4544e-05i,0.00042273-0.00015044i,0.0011055-0.00045388i,0.001072-1.8781e-05i,0.00026336+0.00036529i,0.00010535+6.3998e-05i,0.00055499-0.00032292i,0.00061206-0.0004331i,0.00074323-0.00022291i,0.00014275+0.00017611i
0.00032885-0.00079274i,0.0005359-0.0010714i,0.00036571-0.00049716i,0.00080231+0.00029261i,0.0021172-0.00010023i,0.0021766-0.0012191i,0.0019978-0.0013371i,0.0017478-0.00081183i,0.00020859-0.00045435i,-0.00053484-9.6414e-05i,-0.00032511+0.00038733i,0.00033121+0.00013537i,0.0006276-0.00061954i,8.8544e-05-0.00066956i,-0.00037848+0.00015602i,-9.4995e-05+0.0012137i,7.0175e-05+0.001654i,-0.00031115+0.00057535i,-0.00072092-0.00059474i,-2.9548e-05-0.00097591i,0.00046296-0.00054645i,-7.3154e-05-0.00043051i,-0.00020452-0.00016056i
0.0016964-0.000317i,0.0014512-0.002227i,-0.00021617-0.0026935i,-0.00046856-0.0024623i,0.00040348-0.0019452i,-0.00012201-0.0013879i,0.00013257-5.8085e-05i,0.0010878+0.0013578i,0.00073438+0.0014782i,0.00046279+0.00072777i,-0.00023123+0.00027237i,-0.00063761+0.00028847i,-0.00014404+3.5853e-05i,0.00025782+0.0010087i,-0.00013248+0.0017567i,-0.0005607+0.00084429i,-0.00043848+0.00022513i,-0.00030845-4.1344e-05i,-0.00034533+0.00031929i,-0.0004714+0.00095058i,-0.00090473+0.00088938i,-0.0012488+0.00034551i,-0.0009968-0.00021938i
-5.0161e-05+0.00060484i,0.00028595-0.00066721i,0.00063118-0.0012433i,0.00070103-0.001565i,0.0016307-0.0013199i,0.0026143-0.00075674i,0.0023751-0.00020152i,0.0011416+0.00045377i,-0.00038701-2.1136e-05i,-0.0002354-0.00039917i,0.00050123-1.9097e-05i,0.00051392+9.3034e-05i,-0.00029034+0.00053286i,-0.00041418+0.00025678i,0.00031402-0.00075762i,0.00029984-0.0003791i,0.00010192+0.00011608i,1.4543e-05+0.00011884i,-0.00047217+0.00045355i,-8.3457e-05+0.00041146i,-0.00014826-0.0007051i,-0.00031604-0.0015245i,-0.00024169-0.00082413i
-0.00020918-0.0011724i,0.0010288-0.0013027i,0.0011661-0.00086461i,0.0012405-0.00055167i,0.0015693-0.00090065i,0.0013015-0.00036113i,0.0009457+0.00016553i,0.0011014-0.00058907i,0.0015251-0.0013451i,0.0013043-0.00088612i,0.00042364-0.00034388i,0.00016426-9.2536e-05i,-5.0296e-06-0.00059074i,-9.0269e-06-0.001093i,-0.0003021-0.00062736i,-0.00052065-9.411e-05i,-0.00059325+0.00031899i,-0.00026494+0.00053231i,-0.00021824+0.00060597i,-0.00053024+0.00026928i,1.6452e-05-0.00028651i,0.00078936-0.0003758i,0.00054464-0.00038983i
0.0020762-0.00010263i,0.0022552-0.00026883i,0.0013884-0.0013976i,8.9019e-05-0.0021415i,-0.00025802-0.0021564i,0.0008773-0.0012354i,0.0013082+0.00017341i,0.00071039+0.00037392i,0.00012546+0.00012412i,-0.00075299+0.00048738i,-0.0012323+0.00096295i,-0.00088805+0.00029216i,-0.00062908+0.00048088i,-0.00047553+0.0006001i,9.3921e-05+0.0002742i,0.00035109+0.00046346i,0.00028238+0.00068998i,0.00050176+0.00073505i,0.00070815+0.0011634i,0.00030227+0.0011543i,-0.00015662+0.00073239i,7.5686e-05+0.00015502i,0.0006315-0.0005266i
-0.00046547-0.0019604i,0.00025492-0.0018345i,-3.8297e-05-0.0011002i,0.00026206-0.00018048i,0.0010423+6.9725e-05i,0.0017485+0.00021816i,0.0019885+6.5921e-05i,0.0015418-0.00068524i,0.00019422-0.0008549i,-0.00092874-8.1813e-05i,-0.00056455+0.00073323i,8.1164e-06+0.00034765i,-0.00038834-1.7818e-05i,-0.00086384-0.00022486i,0.00030923-0.00047345i,0.00089325-0.00054439i,0.00070391-0.00036944i,0.00090027+0.00029146i,0.00028442+0.00015911i,-1.6995e-05+0.00053028i,-1.1426e-05+0.0012092i,-0.00039289+0.00095384i,-0.00036646+0.00042065i
0.0024125-0.0017551i,0.0025993-0.0025794i,0.001269-0.0030392i,0.0003851-0.0021427i,0.0008553-0.00062939i,0.0018917+0.00042045i,0.0022601+0.0011396i,0.0017389+0.0011843i,0.0014064+0.00026587i,0.0013783-0.000116i,0.00081924-0.00038849i,0.00042349-0.00061446i,-6.987e-05-0.00011339i,7.9272e-05+9.6804e-05i,-0.00017631+0.00010361i,-0.00086069+0.00029283i,-0.00054841+0.00074568i,-0.00013554+0.00097293i,0.00028563+0.00033566i,0.00042919-0.00046227i,-0.0003931-0.00054617i,-0.0010922-1.8865e-05i,-0.00072441-3.6058e-05i
0.0015671-4.8077e-05i,0.0018227-0.0010713i,0.0014432-0.00048935i,0.00012226-0.00032337i,5.1786e-05-0.0011265i,0.00076518-0.0012i,0.00084317-0.00069213i,0.00097766-0.001001i,0.0007486-0.0019305i,0.0010104-0.0016771i,0.00079076-0.00051627i,4.3288e-05-0.00048979i,-0.0005052-0.00034428i,-0.00049272-0.00017128i,-0.00081408+0.00011038i,-0.0010748+0.00035654i,-0.00065967+0.0004722i,-0.00074502+0.00037519i,-0.00053213+3.043e-05i,-0.00058273+7.3637e-05i,-0.00070507+0.0004065i,-0.00067619+0.00011211i,-0.00060478-0.00030515i
0.00099105-0.0016023i,0.0014811-0.0012406i,0.00014883-0.0012109i,0.00029908-0.00022177i,0.000648+0.00046284i,0.00024155+0.00074243i,0.0011827+0.00050514i,0.0015923-0.00052916i,0.00045198-0.00096612i,3.6994e-05+0.00011933i,0.00048569+0.00068752i,0.0010961+2.9018e-05i,0.00075598-0.00069604i,-1.9662e-05-0.00067185i,-0.00050774-0.00033969i,-0.00053269+4.0986e-05i,-0.00060063+0.00052664i,-0.00039178+0.0011937i,9.6813e-05+0.0013893i,0.0004354+0.00072082i,8.7262e-05-0.00024785i,-0.0006591-0.00036491i,-0.00018511-8.7596e-05i
0.0016465+0.00010237i,0.0015051-0.00081645i,0.0020246-0.0019007i,0.0025167-0.001767i,0.0014245-0.0014603i,0.00024221-0.0012362i,-0.00030608-0.00073651i,0.00020196-0.00010941i,0.00065072+0.00022879i,0.00082637+0.00017122i,0.00056275+0.00011427i,1.8007e-05+0.00054889i,0.00018113+0.0011773i,9.0081e-05+0.00090723i,-0.0001972+0.00072325i,-0.0001091+0.00079241i,1.7389e-05+0.00046291i,0.00042427-0.00017148i,0.00088089-0.00080085i,0.00066288-0.0010478i,0.0001176-0.00095808i,0.00028453-0.00061981i,0.00067296+0.00038296i
