-0.0023494-0.00030526i,-0.0016983-0.00048248i,-0.0018359+0.00031826i,-0.0014924+0.0013076i,-0.0010685+0.0021759i,-0.00014711+0.0017259i,-0.00025685+0.00083149i,-0.00022704+0.0010288i,0.00060429+0.0020201i,0.0011439+0.0017084i,0.0016606+0.00017233i,0.0008304-0.00085752i,-0.0001612-0.0012172i,-4.2007e-05-0.00095648i,0.00072532-0.000431i,0.0012283-0.00074944i,0.00092718-0.0008533i,-0.00025419-0.00042937i,-0.0006426-0.0010647i,-0.00072111-0.0013181i,-0.00083581-0.00076908i,-0.0009314-0.00039305i,-0.00025552-0.00037642i
0.0014786+0.0011538i,0.00081276+0.00030181i,0.0007777-0.0009779i,0.0014232-0.0031911i,0.0026194-0.0041161i,0.0037076-0.0032554i,0.0034389-0.0019948i,0.00090123+0.00047753i,0.00011051+0.002772i,0.0016039+0.0018847i,0.0009402+0.00033295i,-0.0027959+0.00010195i,-0.0048832+0.00033975i,-0.0032848+0.00030192i,-0.0012345+0.00051399i,-0.00041314+0.00049182i,-0.00027417+0.00060526i,0.00012615+0.0010123i,0.00069083+0.00064509i,0.001613-8.8538e-05i,0.0018082-0.0009252i,0.00070906-0.001455i,0.00057468-0.0012277i
-0.00078636+0.0013566i,-0.00079828-2.1699e-05i,0.00060311-0.00026214i,0.0013801+0.0010192i,0.0025746+0.0017173i,0.0037739+0.0021116i,0.00385+0.0025612i,0.0035625+0.0030782i,0.0029186+0.0040458i,0.0013574+0.0036266i,-0.00099478+0.002035i,-0.002218-0.00018546i,-0.0015911-0.0019269i,-0.0017127-0.0027448i,-0.0020984-0.0020316i,-0.0018298-0.00031012i,-0.0013888+0.00025588i,-0.001006+0.00024851i,-0.00090346-0.00014099i,-0.00040262-0.00051989i,0.00045684-0.00056844i,0.0011862-0.00020973i,0.0014868+1.0708e-05i
0.0009821-0.00048542i,0.00237-0.00026529i,0.0026895+0.0015107i,0.0014225+0.0029338i,-0.0009449+0.0035269i,-0.0019135+0.0036824i,-0.0009461+0.0039158i,0.00061969+0.0028587i,0.0013422+0.0023001i,0.00028128+0.0030465i,-0.0002689+0.0025645i,0.0020035+0.00071289i,0.004256-0.0017216i,0.0025137-0.0028821i,-5.4007e-05-0.0015439i,-0.00026142+1.3324e-05i,0.00028364+0.00021215i,-0.0002135-0.0002232i,-0.00083159-0.00019558i,-0.00038044+0.00076745i,0.0001104+0.0014417i,0.00023691+0.0018114i,-0.0001417+0.0019574i
0.003247-0.0006894i,0.0018855-0.00050943i,0.0009204-0.0021551i,-0.0014643-0.0027073i,-0.0051607-0.0028206i,-0.0069898-0.0023368i,-0.0049109-0.00023994i,-0.0016931+5.926e-05i,-0.00032033-0.0010739i,-0.00022723-0.00026058i,0.0017403+0.0018537i,0.0045818+0.0024998i,0.0057971+0.0017025i,0.0045099+0.000761i,0.0024745+0.00011451i,0.0017223+0.00046785i,0.0020197+0.00039382i,0.0015134-0.00055034i,0.00081381-0.0013512i,0.00037509-0.0011671i,-0.00017763-0.00010788i,-0.0012554+0.00093376i,-0.0018064+0.0010336i
-0.00032673+0.00039049i,-0.001391+1.5419e-05i,-0.0024319-0.0007102i,-0.0034695-0.0025232i,-0.0034091-0.0054597i,-0.0025126-0.0071059i,-0.0015767-0.0059044i,-0.001436-0.0035726i,-0.0020322-0.0015357i,-0.00078006-8.9031e-05i,0.0015281+0.0014696i,0.0027034+0.0028009i,0.0019374+0.0039882i,0.001246+0.0035898i,0.0018394+0.00095195i,0.0021322+0.00046468i,0.0017956+0.0010772i,0.0023262+0.00079315i,0.0018325+0.00095724i,6.5893e-05-0.0001687i,-0.00086826-0.0011066i,-0.0015541-0.00017874i,-0.0020814+0.00044428i
-2.3933e-05+0.00096362i,0.00044842+0.00035171i,0.0019515-0.0010827i,0.002931-0.0028732i,0.0039862-0.005813i,0.0051542-0.0066079i,0.0043249-0.0038779i,0.00097972-0.0021119i,-0.00073242-0.0009431i,-1.2711e-06+0.00058977i,-0.00097686+0.0014035i,-0.004596+0.0018123i,-0.0062432+0.0026183i,-0.0037235+0.0026185i,-0.00071365+0.0013358i,0.0011501+0.0010176i,0.001275+0.0017041i,0.0003322+0.001645i,0.0002326+0.00057843i,-6.8351e-05-0.00063493i,-0.00058849-0.0015111i,-7.7886e-05-0.0019567i,0.00058586-0.0019581i
0.0023518+0.00029207i,0.0036062-0.00075481i,0.0036996-0.00081202i,0.0042515+0.00062112i,0.0064278+0.0020407i,0.0076545+0.0027783i,0.0061229+0.0039464i,0.0034789+0.0036871i,0.0015688+0.0027843i,0.00050441+0.0015937i,-0.0019426-0.0011514i,-0.0058843-0.0029718i,-0.0067678-0.0034178i,-0.0049403-0.0025824i,-0.002823-0.00020385i,-0.0010414+0.0016035i,-0.0012649+0.0017873i,-0.0012057+0.0013976i,-0.00050533+0.00040806i,1.9552e-05-0.0004308i,0.0011956-0.00063021i,0.0017363-0.00099044i,0.001175-0.00038361i
0.00035262+0.0012234i,0.0014129+0.002316i,0.00094184+0.0034248i,0.00015536+0.0053537i,-0.00042946+0.0075587i,-0.0014241+0.0092703i,-0.0012437+0.0092084i,-0.00019682+0.0071142i,0.00050039+0.0045559i,-3.9966e-05+0.0017786i,-0.00093521-0.0013951i,-0.00046991-0.0045645i,4.7936e-05-0.0058398i,-0.0010378-0.0049149i,-0.0025289-0.00255i,-0.0024197-0.00098562i,-0.0015339-0.0010729i,-0.00099722-0.00071316i,-0.00029811+0.00030835i,0.00026926+0.00028613i,0.00060127+0.00018556i,0.0010472+0.0011811i,0.00060558+0.00086172i
0.00060616+0.0010388i,0.00025472+0.0020073i,-0.0017745+0.0020813i,-0.0043357+0.00079638i,-0.0070345+0.0013371i,-0.0085762+0.0030726i,-0.0067803+0.0034857i,-0.0039347+0.0029063i,-0.00064649+0.0029585i,0.0011438+0.0028392i,0.0028492+0.002169i,0.0066342+0.00064852i,0.0076895-0.00089257i,0.0036916-0.0011775i,-0.00018829-0.00038162i,-0.00053908-6.0628e-05i,0.00084541-0.00080708i,0.00093797-0.0006003i,0.00018615+1.3533e-05i,-0.00045918+0.0011157i,-0.00059489+0.0019026i,-0.0015422+0.0021493i,-0.001913+0.0020026i
-0.0031946+0.0016151i,-0.0046092+0.0031252i,-0.0039249+0.0030905i,-0.0030671-0.00044104i,-0.0040604-0.0053641i,-0.004884-0.0081874i,-0.0044412-0.0069687i,-0.0028254-0.003785i,-0.0003624-0.0015853i,0.0020201+0.00065034i,0.0045436+0.0039068i,0.0070941+0.0063384i,0.0071675+0.006399i,0.0049098+0.0034297i,0.002242+0.00055264i,0.0010991+0.00074738i,0.0017651+0.00098905i,0.00177+0.00020036i,-0.00011573-0.00067581i,-0.0010989-0.00090444i,-0.0012428-2.2358e-05i,-0.0016083+0.0011969i,-0.0010271+0.00091505i
0.00064978+5.3822e-05i,0.00066867-0.00084765i,-0.00030654-0.0013956i,0.00076507-0.0030513i,0.003983-0.0064148i,0.0060636-0.0079876i,0.0061005-0.0071066i,0.00369-0.0054202i,0.00086189-0.002714i,-1.4185e-05+0.00051672i,-2.6975e-05+0.0036968i,-0.00087561+0.0061533i,-0.0017012+0.0065675i,-0.00036328+0.0052948i,0.0014766+0.0030508i,0.0019785+0.0011107i,0.0019538+0.0009923i,0.0015039+0.0012938i,0.00060485+0.00032821i,-0.00032673-0.00068216i,-0.0011782-0.00060168i,-0.0011319-0.00030137i,-0.0010352-0.00014714i
0.0010713+0.00061666i,0.0027625+0.00020812i,0.0033356+0.0010811i,0.0058333+0.0014894i,0.010079+0.00153i,0.012235+0.00096513i,0.010021+0.000203i,0.0050768-0.00064937i,0.00068925-0.00098133i,-0.0012477-0.00079253i,-0.0038034-0.00064853i,-0.0078795-0.001048i,-0.0084721-0.00040765i,-0.005003+0.0012539i,-0.0015365+0.0021993i,0.00017753+0.0021883i,0.00078296+0.0019302i,0.00091762+0.0012504i,0.00086597+0.00036436i,0.0002802-0.00041622i,-4.358e-05-0.00056811i,-4.8272e-05-0.00050143i,-0.00074043-0.00032967i
8.1658e-05+0.0019347i,0.00067337+0.0030783i,0.00049198+0.0038299i,0.0010678+0.0048093i,0.0016269+0.0070525i,0.0022851+0.0096492i,0.0028802+0.0087431i,0.0023932+0.0049519i,0.00086068+0.0027255i,-0.00085566-0.0001478i,-0.0027852-0.0045443i,-0.0050806-0.0079084i,-0.0053569-0.0083878i,-0.0045435-0.0052611i,-0.0032492-0.0016429i,-0.0023823+0.00070008i,-0.0018409+0.00058539i,-0.001052-0.00091011i,-0.00104-0.0012166i,-0.00011504-0.0010266i,0.0011249-0.00066721i,0.001448-0.00069602i,0.00049882-0.00031007i
-0.0024006+0.00020747i,-0.0033784+0.0011436i,-0.0043342+0.0029332i,-0.0054548+0.0035353i,-0.0076853+0.0050111i,-0.0091682+0.0060467i,-0.0083737+0.0058713i,-0.0057523+0.0055465i,-0.0028499+0.0050334i,0.00038272+0.0028034i,0.0034941-0.0014892i,0.005314-0.0053199i,0.0049068-0.0065688i,0.0015786-0.0050084i,-0.0015185-0.0023623i,-0.0023314+0.00010273i,-0.0025453+0.0009948i,-0.002083+0.00037845i,-0.0015599-0.00036878i,-0.0010817-0.00035937i,-0.00033671+0.00067036i,-0.00037603+0.0015255i,-0.00094588+0.00092422i
-0.0008174+1.7629e-05i,-0.0016045+0.00088421i,-0.0011251+0.0013579i,-0.0023891+2.5183e-05i,-0.0068777-0.0031388i,-0.0092571-0.0051254i,-0.0079581-0.0037285i,-0.005018-0.00012405i,-0.00078094+0.0021719i,0.0029865+0.0033903i,0.0071797+0.004043i,0.010488+0.0042533i,0.010359+0.003272i,0.0065801+0.00097131i,0.0027374-0.00028308i,0.0014769-0.0005081i,0.00076392-0.00083892i,0.00047678-0.00047448i,6.1154e-05+0.00018969i,-0.0010158+0.00090843i,-0.0014911+0.0017523i,-0.00089136+0.001372i,0.00015911+0.0010124i
-0.00049064-0.0032474i,-0.00071306-0.0045063i,-0.00035573-0.0056353i,4.8744e-05-0.0067435i,0.0017226-0.0093033i,0.0031197-0.010748i,0.0028696-0.0086747i,0.002102-0.0048596i,0.0013388-0.0010069i,0.0012234+0.0036984i,0.0023082+0.0083867i,0.0025861+0.010577i,0.0026775+0.0088141i,0.0039015+0.0050453i,0.0037063+0.002145i,0.0024015+0.00017206i,0.0019352-0.00051225i,0.0021253+0.00043482i,0.0015926+0.0010717i,0.00061424+0.0013631i,-0.00041962+0.0010622i,-0.00035471+0.00035716i,0.0004011+0.00027909i
0.0031263+0.001659i,0.0029643+0.00077898i,0.0031242-0.0014849i,0.0047494-0.0032712i,0.007498-0.0032588i,0.011072-0.0029917i,0.011964-0.0036677i,0.007681-0.0045427i,0.001735-0.0037795i,-0.002628-0.00143i,-0.0055885+0.0013365i,-0.0080191+0.0043196i,-0.0070571+0.0060585i,-0.0032948+0.0054703i,0.00040307+0.0039457i,0.0025606+0.0019383i,0.0024249+0.00082454i,0.0015516+0.00040653i,0.0011197-0.00018055i,0.00043349-0.00085841i,-0.00073415-0.0011833i,-0.0011106-0.00015649i,-0.00080033+0.0011621i
-0.0029382+0.00060922i,-0.0042954+0.0012951i,-0.0036663+0.0024019i,-0.0014338+0.00463i,0.0023716+0.0088537i,0.0058632+0.011463i,0.0076255+0.0084848i,0.0062298+0.0024424i,0.0021637-0.00078002i,-0.0018091-0.0021533i,-0.0062666-0.0048578i,-0.0088605-0.0067684i,-0.008705-0.0054331i,-0.0065706-0.002837i,-0.0028249-0.00062861i,-0.00060205+0.00089682i,-0.0004965+0.00077621i,-0.0012709+0.00018107i,-0.0012128-0.00044628i,-0.00027-0.0010677i,0.00056433-0.0016483i,-0.00011357-0.0010468i,-0.0015121+0.00020421i
0.00022384-0.0026154i,-0.0012897-0.00023911i,-0.0027935+0.002564i,-0.0032774+0.0054662i,-0.0048912+0.0090244i,-0.0056628+0.01093i,-0.0042386+0.010241i,-0.0019798+0.007249i,-0.00097259+0.0027372i,-0.00012729-0.0011851i,0.0011202-0.0055114i,0.0020424-0.0089685i,0.0009562-0.0099571i,-0.0014682-0.0082938i,-0.0030903-0.0040017i,-0.0035146-0.00059772i,-0.0024383+0.0011868i,-0.00098628+0.00092966i,-0.00081397-0.00035308i,-0.00064031-0.00079703i,0.00020796-0.00060614i,0.00025725-0.00032835i,-0.0010103-0.00059733i
-0.0011227+0.0013037i,-0.0024283+0.0010236i,-0.0048386+0.00010418i,-0.0068457-0.00055547i,-0.0099888-0.0017843i,-0.012673-0.0028016i,-0.011558-0.00046155i,-0.0070374+0.0039244i,-0.0022554+0.0062218i,0.00189+0.0060119i,0.0068848+0.0030348i,0.01064-0.00046435i,0.0099192-0.0033476i,0.0050368-0.0048045i,0.00082004-0.0029061i,-0.00083537-0.00079396i,-0.0005373-0.00075779i,0.00021205-0.00049347i,-0.00049261-0.00013005i,-0.00057116+0.00055036i,0.00011163+0.00061636i,0.00012159-0.00046532i,-0.00022672-0.0010794i
-0.0013691-0.0028921i,-0.0018302-0.0041395i,-0.0020279-0.0048359i,-0.002542-0.0064583i,-0.0035792-0.0097914i,-0.0031681-0.011641i,-0.0026542-0.0082431i,-0.0027137-0.0017777i,-0.00067416+0.0029865i,0.0018865+0.006024i,0.004289+0.0088554i,0.0069274+0.0098647i,0.0077583+0.0072554i,0.0059385+0.0034163i,0.0033508+0.0010993i,0.0022014+0.0007938i,0.0019048+0.0010516i,0.0016229+0.0013284i,0.0015924+0.0011661i,0.0012354+0.00094925i,0.000791+0.0020306i,0.0012953+0.0022245i,0.0018463+0.00097157i
0.0019389-0.0028609i,0.0023442-0.0032399i,0.0026929-0.0033218i,0.0042031-0.0047566i,0.007518-0.0069217i,0.010376-0.0071876i,0.0092229-0.0064723i,0.0045968-0.0047411i,0.00032439-0.0022017i,-0.0027353+0.00084528i,-0.0047741+0.0044028i,-0.0049916+0.007432i,-0.0027224+0.0092585i,0.00080278+0.0083116i,0.0029046+0.0044602i,0.0026497+0.00072584i,0.0017793-0.00036998i,0.0011692-0.00017981i,0.00041235-0.00010099i,0.00010851-0.00010683i,-0.00038925+0.00017714i,9.8819e-05+0.00085474i,0.0012785+0.0012011i
0.0027529+7.6984e-05i,0.0034686+0.00069838i,0.0036614+0.0024105i,0.0044007+0.0039954i,0.0066749+0.0052204i,0.009497+0.0059026i,0.0097175+0.0033198i,0.006048-0.001217i,0.0015993-0.0036299i,-0.0025276-0.0040258i,-0.0069462-0.0037181i,-0.010801-0.0018106i,-0.011002+0.0016462i,-0.0072961+0.0040551i,-0.0031653+0.003199i,-0.00021036+0.0011183i,0.00027898+4.8827e-05i,-0.00024444+0.00014283i,8.8298e-05+3.5139e-06i,0.00037694-0.00086233i,9.6585e-05-0.00069387i,0.00035375+0.00056591i,0.00025326+0.0012181i
0.0020386+0.0065753i,0.0019754+0.0075441i,0.00086635+0.0075945i,-0.0014186+0.0081227i,-0.0025964+0.010472i,-0.0012094+0.01181i,0.0010009+0.0083586i,0.0019448+0.0026589i,0.0012074-0.00088692i,0.0002092-0.0032682i,-0.00087113-0.0064041i,-0.0025457-0.008829i,-0.0047672-0.0081513i,-0.0055948-0.0047226i,-0.004218-0.0013494i,-0.0018857+0.00063681i,-0.00072967+0.0010162i,-0.0011081+0.00039346i,-0.0014011-0.0004174i,-0.0012779-0.0011454i,-0.0001566-0.0009425i,2.9455e-05-0.00032471i,-0.0010542-7.8285e-05i
-0.0027512-0.0014787i,-0.0042328-0.0029263i,-0.0037353-0.0029762i,-0.0035958-0.002214i,-0.0061575-0.0015407i,-0.0087415+0.00023209i,-0.0078833+0.002871i,-0.0038944+0.0043378i,-0.00012031+0.0038053i,0.0026855+0.0020978i,0.0070122-0.00047493i,0.0091247-0.0045602i,0.0068984-0.0083445i,0.0018915-0.0080968i,-0.0019965-0.0038404i,-0.0018227+0.0003292i,0.00013363+0.0012892i,0.001142+0.00041042i,0.00047982+0.00028205i,-0.00042351+0.00044845i,-0.0010406-7.1292e-05i,-0.001983-0.00080441i,-0.0019088-0.0009169i
0.00099624-0.00040875i,0.0010205-0.0014582i,0.0013199-0.0027782i,-3.705e-05-0.0049183i,-0.0034536-0.007648i,-0.0056457-0.0078026i,-0.0065575-0.0043524i,-0.0050096+0.0015815i,-0.001895+0.0063867i,0.001756+0.0083271i,0.0056186+0.0087228i,0.0090091+0.0067718i,0.010684+0.0016336i,0.0081168-0.0032316i,0.0029148-0.004279i,2.6399e-05-0.0022858i,0.00028695-0.00016479i,0.0012827+0.001031i,0.0013436+0.0015646i,0.00074191+0.0011029i,0.00023346+0.00031464i,0.00010614-0.000327i,0.00039489-0.00099965i
0.00019712-0.0007202i,0.00055264-0.0017706i,0.0025074-0.0021203i,0.0051267-0.003235i,0.0061387-0.0063141i,0.0046037-0.0088351i,0.00087995-0.0069671i,-0.0016707-0.0019679i,-0.0015237+0.0019735i,-0.0010681+0.0041396i,-0.0012678+0.0058726i,-0.00021993+0.0091422i,0.0029487+0.010469i,0.0049917+0.0070303i,0.0042771+0.0020088i,0.0023458+8.4215e-05i,0.0014947+0.00018978i,0.0015261+0.00029079i,0.0017354+8.2006e-05i,0.00049922-0.0010144i,-0.00039253-0.00071022i,2.7065e-05-0.00022754i,8.8907e-05+6.5989e-05i
0.0024044+0.0042718i,0.0060046+0.0064371i,0.0081769+0.0079491i,0.0080351+0.0070252i,0.0089946+0.0035941i,0.01144-0.00049053i,0.0097717-0.0028478i,0.0044225-0.0026894i,0.00044518-0.0014169i,-0.0018805-0.0024846i,-0.005438-0.002502i,-0.0088195+0.0011032i,-0.0069153+0.0055153i,-0.0026509+0.007606i,0.00049538+0.0051937i,0.0017175+0.0014647i,0.00044202-0.00044998i,-0.00035366-0.00025911i,-8.0784e-05+0.00070387i,0.00018296+0.00034951i,0.00026034+0.0002709i,0.00011035+0.0010839i,0.00050286+0.0018375i
-0.0035761-0.0015215i,-0.0041356+0.00065303i,-0.0044428+0.0051889i,-0.0033385+0.0086809i,0.00022864+0.010875i,0.0055207+0.010425i,0.007964+0.0054721i,0.0050106-2.807e-05i,0.00030146-0.0030464i,-0.0017357-0.0044437i,-0.0027351-0.005958i,-0.0062331-0.0065033i,-0.008737-0.0044236i,-0.0072899-0.0012305i,-0.0038007+0.0010455i,-0.0012234+0.0013867i,-0.00030405+0.0012301i,0.00011794+0.00067331i,-3.6574e-05-0.00074357i,-0.00051941-0.00099032i,-0.00051046-0.00030716i,-0.00017875-0.00025951i,-0.00055191-5.4103e-05i
0.00027275+0.0023525i,-0.00064594+0.0042084i,-0.0047895+0.0056062i,-0.007122+0.0048529i,-0.0075321+0.0050424i,-0.0071372+0.0076028i,-0.003528+0.0078338i,0.00048076+0.0037185i,0.0017595-1.2095e-05i,0.0026761+0.00012317i,0.0041215-0.00035143i,0.0035854-0.0044755i,0.00046585-0.0079842i,-0.0033399-0.0070414i,-0.0045859-0.0031608i,-0.0026275+0.00019823i,-0.00022761+0.0015677i,-0.00023742+0.001544i,-0.00036208+0.0010934i,0.00039236+0.00084409i,3.255e-05+0.00096795i,-0.00049514+0.00093976i,-0.0010485+0.00077643i
-0.0073264+0.0016574i,-0.0092268+0.00036988i,-0.0080693-0.003898i,-0.005434-0.0070482i,-0.0056559-0.0062656i,-0.0071427-0.0030687i,-0.0061684+0.0016442i,-0.0031531+0.0039482i,-0.00096247+0.0037291i,0.00062214+0.0047583i,0.0041685+0.0059103i,0.0084855+0.003211i,0.0087972-0.0032343i,0.0043511-0.0071852i,0.00041688-0.0055422i,-0.00064345-0.0015149i,-0.00029672-0.0001119i,-0.0001632-0.00056668i,-0.00039408-0.00051696i,-0.0003014-0.00016464i,0.0001538+0.00041148i,-0.00012653+0.0004512i,-0.00044689-1.8701e-05i
0.0018987+0.001123i,0.0057757-0.0021017i,0.010463-0.0031539i,0.011083-0.0043407i,0.0076536-0.0072652i,0.0021744-0.010219i,-0.0016103-0.0077289i,-0.001529+0.00012182i,0.00027298+0.0061387i,0.0011204+0.0063002i,0.0015506+0.0051938i,0.0034896+0.0053184i,0.0054638+0.0039818i,0.004697+0.0008886i,0.0019782-0.00072383i,0.00083801-0.00015663i,0.00073836+0.0004553i,0.00012743+0.00025545i,-0.00046459-0.00033398i,-0.0011838-0.0010066i,-0.0013341-0.00095005i,-0.00064949-0.00069458i,0.00026325+0.00015584i
0.0021033-0.00067732i,0.0031138-0.0013418i,0.0049199+0.00089933i,0.006789+0.0040461i,0.0074532+0.0025927i,0.0069214-0.0044324i,0.0032236-0.0081926i,-0.00024541-0.0038182i,-0.00037382+0.0021763i,0.00023777+0.0019359i,-0.0014808-0.00022383i,-0.0038576+0.0018406i,-0.0023968+0.0047352i,0.0010794+0.0051984i,0.0029123+0.002583i,0.001918+1.7366e-05i,0.00048631-0.00051716i,0.0010348-0.00086897i,0.001052-0.0013735i,0.00057742-0.001814i,0.00051744-0.0017534i,0.00016133-0.00087898i,-0.00054044+0.00025614i
0.0027551-0.010942i,-0.001795-0.0096713i,-0.010677-0.0089114i,-0.014361-0.0019017i,-0.013323+0.0032307i,-0.0056755+0.0068359i,0.003569+0.002132i,0.0033013-0.0039732i,-0.00091373-0.0042384i,-0.0021355-0.0039405i,-0.0022628-0.0042039i,-0.0035652-0.0022542i,-0.0036875+0.0024004i,-0.00036583+0.0042595i,0.0025266+0.0014892i,0.0029734-0.0010501i,0.0023478-0.0019934i,0.0019683-0.0022396i,0.0018242-0.0017493i,0.0019044-0.00085089i,0.0020029-0.00027246i,0.0018037+0.00039701i,0.00054454+0.00013881i
-0.0025736+0.0011704i,-0.0042828+0.0045586i,-0.0087046+0.0053487i,-0.012037+0.0035228i,-0.010005+0.0034038i,-0.0024492+0.0059929i,0.0036127+0.0048936i,0.0032752-0.00021338i,-0.00062262-0.0022445i,-0.0017854-0.00046493i,0.00041614+0.00071588i,-0.00015484-0.0014774i,-0.002664-0.0035786i,-0.0036306-0.0020858i,-0.0019363+0.00039276i,0.0007591+0.0011854i,0.0019721+0.0014945i,0.0017225+0.0017181i,0.00078543+0.00094733i,0.00031415+0.00041827i,0.00038824+0.00055421i,0.00015952+0.00041609i,0.00036396-0.00070205i
0.0003069-0.0014006i,-0.0039583-0.0036648i,-0.0082858-0.0055894i,-0.0081428-0.006046i,-0.0053776-0.0032652i,-0.0033506+0.004021i,-0.00018259+0.0095741i,0.0022184+0.0072445i,0.00057303+0.0029406i,-0.0014073+0.0032341i,-0.00047316+0.0044415i,0.002263+0.0019115i,0.0026452-0.0024024i,-0.00047369-0.0033087i,-0.0025493-0.00061316i,-0.00085115+0.0025698i,0.00083468+0.0031846i,0.00065256+0.0022671i,-0.00018468+0.002049i,-0.00085338+0.0010266i,-0.00098772+0.00072874i,-0.00038983+0.0015105i,0.00024426+0.0011728i
0.00015405+0.00065341i,-0.002751-0.0058624i,-0.0035033-0.012618i,-0.0014558-0.013801i,0.00027295-0.0093263i,-0.0022544-0.0017506i,-0.0041402+0.0059164i,-0.0012995+0.009284i,0.000823+0.0062129i,-0.00098476+0.0029978i,-0.001628+0.0034583i,0.0020605+0.0032227i,0.0046629+0.00094613i,0.0026676-0.00089579i,-0.000171-8.5171e-06i,-0.0016416+0.0023775i,-0.0024268+0.0035359i,-0.0031872+0.003849i,-0.0025293+0.0029665i,-0.0013451+0.0010828i,-0.00048947+0.00051121i,0.00015159+0.0012555i,0.00045772+0.0018148i
-0.0017212-0.005387i,0.0028815-0.0072608i,0.0078115-0.0079515i,0.0088359-0.0057896i,0.0035768-0.0029813i,-0.0026642-0.0035086i,-0.0051565-0.0034085i,-0.0037117-0.00020046i,-0.00040526+0.0015835i,0.00090954+0.00040663i,3.4835e-05-0.0010758i,0.00018274-0.00045251i,0.0019729+0.0015218i,0.0027097+0.00076881i,6.2071e-06-0.0019305i,-0.0034916-0.0020695i,-0.0032749-0.00083407i,-0.0018239-3.7962e-05i,-0.0005264-0.00016146i,0.0011051-0.00097115i,0.0014201-0.001182i,0.00031503-0.00061665i,-0.00090944+7.9794e-05i
0.0049178-0.00086912i,0.0088101+0.00093247i,0.012063+0.0047966i,0.0093475+0.0071707i,0.003242+0.0030461i,-0.00015345-0.0039315i,-0.0011599-0.0083587i,-0.0025653-0.0068352i,-0.0013347-0.0020485i,0.0021632-0.0012297i,0.0021885-0.0023852i,-0.00044217-0.00073298i,-0.0012462+0.0021327i,0.00028418+0.0016454i,0.00089864-0.0017564i,-0.00038775-0.0041134i,-0.00082115-0.0035738i,-0.00092551-0.0022806i,-0.001004-0.0019155i,0.00068415-0.0015182i,0.000952-0.00099741i,0.00022684-0.00061755i,-0.00070784-0.00013231i
0.00039257+0.0046464i,0.0027104+0.0085901i,0.003361+0.011972i,0.0012642+0.011702i,0.00026633+0.0048464i,0.004507-0.0026208i,0.0067891-0.0076979i,0.0020986-0.0083021i,-0.0023817-0.002912i,-0.0009195+0.0023698i,0.0018981+0.0023342i,0.0011235-0.00025573i,-0.00067478-0.0010972i,-0.00051597-0.00071293i,0.0022067-0.0013634i,0.0048411-0.0028073i,0.0046539-0.0029978i,0.003862-0.0025836i,0.0022917-0.0025807i,0.00062778-0.0025016i,-4.6276e-05-0.0018541i,-0.00063115-0.0014301i,-0.0012112-0.00078117i
-0.0024089+0.003177i,-0.0066+0.0066072i,-0.010237+0.0087027i,-0.010209+0.0064163i,-0.004184+0.0013278i,0.0033902+0.0012061i,0.0066467+0.0034275i,0.0040925+0.0021406i,-0.00061937+0.0015019i,-0.0026218+0.0039301i,-0.0014985+0.0049279i,0.00045315+0.0024326i,0.0015443-0.0004386i,0.0010284-0.0008163i,0.0026255+0.0005723i,0.0058096+0.0014331i,0.0059081+0.001268i,0.0040538+0.0010206i,0.0024739+0.00093066i,0.0012077+0.0007441i,0.00048252+0.00086227i,0.00032298+0.00072636i,0.00011602-0.00015494i
-0.0026353-0.0013692i,-0.0067987-0.0048522i,-0.012437-0.0068921i,-0.011383-0.0056848i,-0.0037088+2.3426e-05i,0.0014026+0.0073989i,0.0026938+0.011928i,0.0037898+0.0109i,0.0018137+0.005958i,-0.0021846+0.0033347i,-0.0032316+0.0030045i,-0.000751+0.0025169i,0.0013159+0.00084203i,0.00058507+0.0002509i,-0.00019798+0.0033753i,0.0010017+0.0052304i,0.0019595+0.0043823i,0.0018396+0.0038033i,0.0019137+0.0027936i,0.0013956+0.0017359i,0.00017696+0.0012754i,-0.00037004+0.00086061i,0.00068689-6.2911e-05i
