-0.003532+0.00062947i,-0.0025818+0.0010761i,-0.001995+0.0013676i,-0.0016164+0.0016906i,-0.0013864+0.0026503i,-0.00046713+0.0018706i,-0.00015305+0.0014253i,0.00033546+0.0027815i,0.0016229+0.0030741i,0.0020481+0.0023721i,0.0011453+0.00084352i,0.0011352-0.00053731i,0.00039979-0.00039886i,-0.0002873+9.9118e-05i,-0.00015071+0.00028205i,-0.00034759+0.0004327i,-0.00039047+0.00013539i,-0.00035495-0.00088454i,-0.00027225-0.0012321i,-1.6609e-05-0.00053593i,0.00067179+0.00010365i,0.00048056+0.00032311i,0.00037952+3.4401e-05i
-0.0061367+0.0049786i,-0.0094523+0.0055625i,-0.0025289-0.010113i,0.019273-0.059736i,0.046313-0.11868i,0.060081-0.12434i,0.06326-0.074492i,0.05398-0.028618i,0.028084-0.01554i,0.0071575-0.014107i,0.0046455-0.011888i,0.0082154-0.010271i,0.0063594-0.0064854i,0.0012662-0.0025685i,-0.0012606-0.0013179i,-0.0015581-0.0011142i,-0.0023659-0.00035632i,5.7691e-05+0.0023841i,0.0072444+0.0043476i,0.014731+0.0020789i,0.016778-0.00072741i,0.01188-0.0015191i,0.0070796-0.0011046i
0.00051366-0.0049601i,-0.0047112-0.0083473i,-0.020508+0.0061303i,-0.042716+0.052811i,-0.062481+0.11256i,-0.063814+0.13011i,-0.041371+0.090802i,-0.010318+0.041447i,0.010248+0.012623i,0.012374+0.00048766i,0.0046922-0.0022425i,-0.0011822-0.0028063i,-0.0024668-0.0035825i,-0.001525-0.001877i,0.0010455+0.00095112i,0.0034144+0.0028775i,0.0041967+0.0031131i,0.00017925+0.00066075i,-0.007571-0.0030943i,-0.012862-0.0040088i,-0.011625-0.0036142i,-0.006443-0.0050117i,-0.0052073-0.0068723i
0.0014427+0.0033053i,0.013299+0.0039611i,0.033169-0.0064681i,0.054715-0.032622i,0.07159-0.063149i,0.071966-0.06728i,0.04566-0.030777i,0.016488+0.0061804i,0.0068825+0.010775i,0.0074413+0.0023434i,0.0092128+0.0022912i,0.009807+0.006025i,0.0065232+0.0066948i,0.0010876+0.006061i,-0.0029095+0.0049907i,-0.0048367+0.0025066i,-0.003874-0.00028759i,0.00082157-0.00052789i,0.0069396+0.0041147i,0.010662+0.0099299i,0.0099168+0.01281i,0.0070374+0.011918i,0.006372+0.0090189i
-0.0042872+0.0008725i,-0.010808+0.0043761i,-0.022756+0.012498i,-0.046692+0.020455i,-0.071164+0.028322i,-0.080136+0.027734i,-0.062045+0.010904i,-0.029613-0.0032182i,-0.0096373-0.00029071i,-0.0038517+0.0068626i,-0.0063736+0.0080943i,-0.0088319+0.0083126i,-0.0053239+0.006384i,-0.0011732+0.0012331i,0.0016093-0.0022637i,0.0053065-0.0028279i,0.007006-0.0023305i,0.0020747-0.0040958i,-0.0064935-0.0094751i,-0.013655-0.016706i,-0.015262-0.020343i,-0.011112-0.016368i,-0.0071756-0.009422i
0.0055122-0.0032629i,0.011687-0.0058853i,0.027075-0.0033864i,0.057745+0.0087606i,0.087917+0.018297i,0.084187+0.012946i,0.046005+0.00097866i,0.0085433-0.0067971i,-0.0063624-0.0086033i,-0.0066647-0.0070643i,-0.0054791-0.0028296i,-0.0058108+0.00086914i,-0.0047553+0.002478i,-0.0019097+0.0026716i,-0.00036751+0.0022049i,-0.0014975+0.0026386i,-0.0039313+0.0014177i,-0.0031044+0.0010651i,0.0028144+0.0052645i,0.010919+0.012258i,0.014086+0.01745i,0.01065+0.016312i,0.00699+0.010725i
-0.00079952+0.005337i,-0.0021287+0.0066174i,-0.013864-0.00092948i,-0.04352-0.0255i,-0.07186-0.058037i,-0.062494-0.064021i,-0.021044-0.041151i,0.0064144-0.017547i,0.0046899-0.0046347i,-0.0031239-0.0012396i,-0.0038643-0.0045458i,-0.0014401-0.0087763i,-6.9062e-06-0.0090685i,-0.00063097-0.0067249i,-0.0013215-0.0045057i,-0.0012522-0.0032039i,0.00017146-0.0020436i,0.0020684-0.0028722i,-0.00020697-0.0069442i,-0.0072031-0.01209i,-0.011041-0.014995i,-0.0089515-0.015245i,-0.0053443-0.013069i
-0.003916-0.00043924i,-0.0023173-0.00040372i,0.010784+0.0067644i,0.043067+0.030984i,0.0732+0.067463i,0.066716+0.083605i,0.030823+0.063112i,0.0042327+0.03115i,0.0005743+0.0075008i,0.0032308-0.0025118i,0.0039701-0.0012941i,0.0041857+2.9116e-06i,0.003041-0.0022641i,0.0016973-0.0035656i,-0.00041903-0.0033763i,-0.0024632-0.0030487i,-0.0042616-0.0015643i,-0.0064213+0.0038723i,-0.0061275+0.011255i,-0.0011698+0.016442i,0.0036425+0.01851i,0.0037023+0.017043i,0.000768+0.013744i
0.0027319-0.0022723i,0.00204-0.006239i,-0.005219-0.018354i,-0.025042-0.041244i,-0.047542-0.066385i,-0.04703-0.072566i,-0.02625-0.045973i,-0.010001-0.012862i,-0.0047654-0.00060306i,-0.0039861-0.0013362i,-0.001863-0.0032321i,0.00026885-0.0035216i,0.00020191-0.0011012i,-0.00037381+0.0031406i,-0.00013342+0.0060231i,0.0001744+0.006792i,0.00039426+0.004801i,0.00082315-0.0018124i,0.00050928-0.010352i,-0.00014351-0.01615i,0.0012115-0.017482i,0.003772-0.015248i,0.0047284-0.012721i
0.0010309-0.00050856i,0.0014176+0.0064982i,0.0035933+0.021223i,0.0071014+0.043096i,0.010127+0.064017i,0.0039224+0.062909i,-0.0054318+0.030596i,-0.0017671-0.0017321i,0.0067279-0.0097379i,0.0089747-0.0049167i,0.0059336+0.00056857i,0.0021886+0.0027509i,0.00038182+0.00064184i,-0.0011794-0.0025307i,-0.0031097-0.0044654i,-0.0027574-0.0063595i,-0.0014378-0.006929i,-0.0011459-0.0031861i,-0.0011798+0.0045088i,-0.0022969+0.013588i,-0.0051173+0.018437i,-0.0078053+0.0169i,-0.0076031+0.013033i
-0.0019543-0.0010842i,-0.001708-0.0057178i,-0.00025996-0.014392i,0.010699-0.03173i,0.028761-0.049257i,0.036165-0.048101i,0.030435-0.025868i,0.020224-0.0059055i,0.0097074-0.0023142i,0.0021851-0.0041982i,-0.001132-0.0035258i,-0.0017308-0.0013926i,-0.00033035+0.00010276i,0.0016521-1.3202e-05i,0.003813+0.00068983i,0.0050757+0.0043931i,0.0049811+0.0074767i,0.0047222+0.0060034i,0.0049403-0.00070067i,0.0061203-0.010805i,0.0097421-0.017535i,0.012185-0.016516i,0.010555-0.011932i
-3.7712e-06+0.0010353i,0.0012298+0.0044969i,-0.0035732+0.015361i,-0.02052+0.03343i,-0.042278+0.044384i,-0.041318+0.036073i,-0.01475+0.017451i,0.0072441+0.005057i,0.012862+0.0035416i,0.0098278+0.0048687i,0.0036377+0.0040454i,-0.00073557+0.0032447i,-0.0010954+0.0025657i,0.00043794+0.0020485i,0.0014847+0.0010603i,0.0016023-0.0012462i,0.00047974-0.0046905i,-0.0031699-0.0068079i,-0.0067938-0.0033311i,-0.0084799+0.0069017i,-0.010517+0.014708i,-0.01372+0.01358i,-0.014122+0.0087287i
-0.0028207-0.002244i,-0.0026418-0.0038926i,0.0086554-0.0098516i,0.035683-0.021655i,0.064825-0.026951i,0.068413-0.010648i,0.037856+0.012017i,0.0046167+0.01828i,-0.0077496+0.0095245i,-0.0076963+0.0010703i,-0.0043528-0.001474i,-0.0016608-0.0021717i,-0.001193-0.0036701i,-0.0022049-0.0042304i,-0.0040313-0.0040288i,-0.0042608-0.0027233i,-0.0017458+0.00027341i,0.0039986+0.0017754i,0.0087271-0.0012794i,0.010496-0.0076497i,0.012806-0.010683i,0.016022-0.0083528i,0.016253-0.0049974i
0.0015574-0.0041015i,0.00064902-0.0032807i,-0.0076654+0.0019079i,-0.028664+0.012536i,-0.055906+0.019584i,-0.064076+0.0098615i,-0.04508-0.0028797i,-0.023486-0.0034815i,-0.012301+0.0015953i,-0.0070352+0.0040222i,-0.0039879+0.0037656i,-0.0014605+0.0038249i,0.001906+0.0047384i,0.0048819+0.004535i,0.0058612+0.0019819i,0.0057335-0.0013401i,0.0029987-0.003627i,-0.003189-0.0036468i,-0.01044+0.00073301i,-0.015629+0.0071283i,-0.018016+0.0086338i,-0.018143+0.005055i,-0.016037+0.0016796i
0.0025198+0.003736i,0.0077592+0.0032449i,0.0163+0.0015041i,0.030814-0.0011386i,0.0467-0.00021675i,0.041488+0.0036705i,0.014107-0.00011415i,-0.005654-0.0098377i,-0.0079046-0.013588i,-0.0033456-0.010393i,-0.00021419-0.0073261i,-0.0015095-0.006533i,-0.0047705-0.004914i,-0.0072202-0.0023075i,-0.0085886-0.0003636i,-0.0090184+0.000322i,-0.0079406+0.00028034i,-0.0038615-0.00099189i,0.0018244-0.0058607i,0.0083732-0.010741i,0.013838-0.0091403i,0.014877-0.0023566i,0.012589+0.0021592i
0.0013988+0.0040388i,-0.0018624+0.0038344i,-0.0084399+0.00087924i,-0.018849-0.010577i,-0.025483-0.025809i,-0.019501-0.03075i,-0.0014362-0.021162i,0.012727-0.0085815i,0.011469-0.0027021i,0.0042202-0.0013131i,0.0018413-0.0012993i,0.0028358-0.0018526i,0.0022572-0.0017135i,0.00072865-0.0013993i,0.001238-0.0012381i,0.0023843-0.00015564i,0.0027176+0.00012299i,0.002778+1.9863e-05i,0.00076952+0.0034583i,-0.0050404+0.0081725i,-0.010488+0.0058869i,-0.011321-0.0012508i,-0.0092279-0.004966i
-5.2579e-05-0.00092838i,-0.00083607-0.001823i,0.0043581+0.0024156i,0.013719+0.01837i,0.016064+0.035647i,0.010093+0.036601i,0.0071076+0.02181i,0.010884+0.0057263i,0.014517-0.0042814i,0.013019-0.0071509i,0.0093878-0.004035i,0.006785-0.00028058i,0.0054995+0.001468i,0.0056231+0.00074875i,0.0047403-0.00046383i,0.0011565+0.00022866i,-0.0030038+0.0031605i,-0.0051294+0.0060116i,-0.0034165+0.0052968i,0.0033262+0.0020418i,0.0094772+0.0030363i,0.010315+0.0090514i,0.0079065+0.011672i
0.00013108+0.00067599i,0.0010103-3.0997e-06i,-0.00016941-0.0043434i,-0.0044484-0.019099i,-0.0026017-0.036873i,0.0093502-0.03314i,0.015527-0.0087402i,0.010834+0.0092504i,0.0041724+0.011435i,-0.002113+0.0075197i,-0.0069344+0.0050047i,-0.0079926+0.0040262i,-0.0073129+0.002924i,-0.0071094+0.0027507i,-0.0058402+0.0044613i,-0.0020262+0.0046752i,0.0022779+0.0013667i,0.0029386-0.0034776i,-0.0013549-0.0066098i,-0.0087357-0.0056402i,-0.011853-0.0062411i,-0.0091788-0.010958i,-0.0053884-0.0127i
0.0026704-0.00011785i,0.0050244+0.001855i,0.0068227+0.0085273i,0.0087379+0.023248i,0.0048816+0.041045i,-0.0061018+0.040809i,-0.011275+0.02109i,-0.007991+0.0042151i,-0.0016633-0.0017737i,0.0023456-0.0040463i,0.0029224-0.0048224i,0.0039528-0.0031302i,0.0063668-0.0020839i,0.0076759-0.0039466i,0.0070232-0.0065727i,0.0058033-0.0064487i,0.0038372-0.0036776i,0.002444-0.00043477i,0.0054281+0.0026298i,0.010936+0.0049255i,0.012891+0.0072542i,0.0091397+0.010593i,0.0044025+0.01159i
0.0031323+0.0024136i,0.0025036+0.0010952i,0.0029873-0.0052136i,0.0055424-0.016957i,0.011744-0.027509i,0.014575-0.024777i,0.0057435-0.011774i,-0.0057618-0.0032027i,-0.0094879-0.00082121i,-0.0077866-0.00043349i,-0.0066313+0.00069433i,-0.007085+0.0040256i,-0.0070405+0.0067791i,-0.005928+0.0069538i,-0.0049569+0.0058926i,-0.0031888+0.0044944i,-0.00030379+0.0011182i,-0.00056451-0.002517i,-0.00688-0.0042382i,-0.014122-0.0056642i,-0.013613-0.0079882i,-0.0068031-0.0092831i,-0.0022192-0.0090105i
-0.0024736+7.1942e-05i,-0.0017955+0.0015421i,-0.00051068+0.0047788i,-0.0034403+0.0096048i,-0.01104+0.011896i,-0.014947+0.0059871i,-0.0091258-0.0029028i,-0.000835-0.0057913i,0.0017352-0.0025293i,0.0018613+0.00057203i,0.0023205-0.00089422i,0.0012747-0.0047982i,0.00051322-0.0062318i,0.0005107-0.0046293i,-0.00042229-0.0033607i,-0.00090711-0.0028871i,-0.0018338-0.0031148i,-0.0017692-0.0037196i,0.0030681-0.0034908i,0.010299-0.0003151i,0.010559+0.0032163i,0.0026743+0.0057761i,-0.0024507+0.0063598i
-0.0001309-0.0029014i,0.0013363-0.0042709i,0.0054137-0.0039456i,0.013413-0.0043173i,0.022109-0.0020157i,0.020877+0.0050522i,0.0099368+0.0075507i,0.00095376+0.0036038i,-0.0018903-0.0020915i,-0.0020534-0.0050478i,0.00045417-0.0042922i,0.0028656-0.0035528i,0.0022409-0.0033053i,0.0004824-0.0037408i,-0.0016478-0.0039651i,-0.0030682-0.0021188i,-0.0025188+0.00069616i,-0.00059156+0.0029769i,-0.0019778+0.003765i,-0.0066471+0.0024824i,-0.0055722-0.00026135i,0.0015888-0.0017897i,0.0060387-0.0017562i
7.8166e-06+0.00071732i,0.00019556+0.0037838i,-0.0027856+0.0049669i,-0.011347+0.0029723i,-0.020658-0.0038202i,-0.017117-0.011788i,-0.0046949-0.0092107i,0.0037755-0.0011153i,0.0062061+0.0028026i,0.0049901+0.0031543i,0.0025101+0.0048978i,0.00041086+0.0066457i,-0.00052472+0.0049152i,-0.0010353+0.0039499i,-0.00089985+0.005461i,-0.001267+0.0051468i,-0.0043241+0.0031268i,-0.0074735+0.0019359i,-0.0066996+0.0036691i,-0.0028365+0.0073709i,-0.002646+0.0085879i,-0.0061981+0.0067416i,-0.0078546+0.003567i
-0.0018531+0.0020247i,-0.00030373+0.0020085i,0.0056889+0.0017596i,0.015974+0.0035642i,0.023623+0.010276i,0.018266+0.016058i,0.0058333+0.010823i,0.00076678+0.0012418i,0.0016684-0.005055i,0.00014489-0.0087116i,-0.003002-0.0097914i,-0.0023241-0.0096834i,0.0010706-0.010009i,0.0014021-0.010184i,-2.6096e-05-0.0087324i,0.00035488-0.0057139i,0.0026634-0.003029i,0.0050718-0.0022483i,0.0039693-0.0055182i,0.0012218-0.010228i,0.0017196-0.010952i,0.0051091-0.0079213i,0.0063947-0.0036998i
-0.001708-0.0016662i,-0.0018435-0.0010563i,-0.0055881+0.00017741i,-0.010848-0.00033818i,-0.013084-0.0043981i,-0.0076331-0.0075782i,0.0026084-0.0039466i,0.0077736+0.00045772i,0.0069144+0.0015359i,0.0055306+0.0016111i,0.0052524+0.0041258i,0.0053811+0.0079755i,0.005248+0.0097312i,0.0058805+0.0089729i,0.0059698+0.007001i,0.00473+0.0048197i,0.0032788+0.0022912i,0.0021678+0.0012152i,0.0024722+0.0039692i,0.0032771+0.0087526i,0.0019921+0.009991i,-0.0012342+0.0059769i,-0.0039918+0.0014726i
-0.0027522+3.6024e-05i,-0.00062183+0.00033527i,0.0039998+0.0028213i,0.0092899+0.0076769i,0.010555+0.013646i,0.0062631+0.014827i,0.0021613+0.0090321i,0.0020423+0.003204i,0.0019851+0.00035613i,0.0010745-0.00079275i,-0.001831-0.0011157i,-0.0056391-0.0016993i,-0.0054334-0.0016264i,-0.0022437-0.0018843i,-9.3198e-05-0.0027207i,0.0015438-0.0031415i,0.003415-0.002548i,0.0021453-0.0021041i,-0.0017368-0.005105i,-0.0033627-0.010877i,-0.0013342-0.01123i,0.0018019-0.0048656i,0.0030061-0.00021342i
0.0015445+0.00048213i,0.00073805-0.00035063i,0.00046565-0.0015979i,0.0016483-0.0062862i,0.0043352-0.011168i,0.0052479-0.0086558i,0.0021149+5.5912e-05i,-0.0028361+0.0063612i,-0.0053918+0.0067472i,-0.0046321+0.0046377i,-0.0023868+0.0019876i,-0.00094623-0.00039904i,-0.001602-0.0011154i,-0.0035772-0.0003246i,-0.0038489+0.00030292i,-0.0027292+0.00027095i,-0.0016337-0.002076i,-0.0008993-0.0040319i,0.00044582-0.0012099i,0.0023562+0.0041532i,0.0022471+0.0047869i,-9.2461e-05-1.1192e-05i,-0.0010917-0.0030163i
-0.00023217+0.000227i,0.00085279+0.00085647i,0.002706+0.0030367i,0.0030596+0.0077885i,-0.00050691+0.010159i,-0.0061343+0.0045584i,-0.0087262-0.00176i,-0.007486-0.0034171i,-0.0045826-0.0030662i,-0.0019326-0.0022584i,-0.00025636-0.0014094i,0.00095631-0.00048416i,0.0004758+0.00056535i,-0.0003879+0.00060465i,0.00077431+0.00054427i,6.1262e-05+0.0013405i,-0.0018398+0.0028777i,-0.0019822+0.0043909i,-0.0010278+0.0031409i,-0.00055845-2.8359e-05i,-0.00091948-0.00035063i,-0.0010761+0.0028737i,-0.00080178+0.0047068i
-0.0015439+0.00068681i,0.00033123+0.0013513i,0.0018615-0.0011466i,0.0050356-0.0057118i,0.012528-0.0080034i,0.01673-0.0051016i,0.010327-0.0030172i,0.00095437-0.0047375i,-0.0041553-0.0056033i,-0.0050227-0.0046339i,-0.0055083-0.003246i,-0.0049483-0.0025803i,-0.0036389-0.0039422i,-0.0046089-0.0048299i,-0.0061066-0.0034021i,-0.0067564-0.0033162i,-0.007365-0.0045675i,-0.0069034-0.0046845i,-0.007009-0.0023063i,-0.0074576+0.0019204i,-0.0063026+0.0038216i,-0.0047306+0.0010439i,-0.0022773-0.0013397i
-0.00036271-2.1115e-05i,5.3448e-08+0.0016067i,-0.00012929+0.0035127i,-0.0017746+0.0066135i,-0.0054903+0.0090081i,-0.005524+0.0056266i,0.0019875-9.6754e-05i,0.0093099-0.0048246i,0.010535-0.0070623i,0.0082932-0.0071947i,0.0069615-0.0068992i,0.0077205-0.0045342i,0.0094498-0.001527i,0.0089307+0.00011838i,0.0077272+0.00047033i,0.0070166+0.0016157i,0.0046928+0.002837i,0.0035228+0.001715i,0.0047813-0.0014866i,0.006224-0.0050876i,0.0058745-0.0051108i,0.0036874-0.0025908i,0.0012134-0.0010731i
-0.0008705+0.00037755i,-0.0015697+0.00056682i,-0.00040455+0.00056325i,0.0022427-0.0003232i,0.0055429+0.00032626i,0.0069323+0.0050848i,0.0068862+0.0089245i,0.0080462+0.0069543i,0.0083545+0.0035815i,0.0068111+0.0023734i,0.002679+0.0036585i,-0.0022861+0.0056611i,-0.005277+0.005872i,-0.0047296+0.0043611i,-0.0024579+0.0020897i,-0.00053954+0.00042245i,0.00036105-0.0002742i,-0.00031974-9.3854e-05i,-0.0025625+0.0016785i,-0.0045422+0.0042106i,-0.0037722+0.0053605i,-0.00056022+0.0043722i,0.0012753+0.0035308i
-0.00038734-0.00055194i,-0.00034996-0.00031112i,0.0009241+0.00041384i,0.0017998+0.0014469i,-0.00090999-0.00051752i,-0.0035264-0.0017521i,-0.0026155+0.0032767i,-9.0948e-05+0.0094093i,0.0019532+0.0098972i,0.001679+0.0063697i,0.00088172+0.0035135i,-0.00045243+0.0011104i,-0.0010056-0.0016486i,2.7966e-05-0.0022474i,0.00054653-0.00017843i,0.00060633+0.00098972i,0.00034264-5.0136e-06i,-0.00050604-0.0022257i,-0.00027433-0.0041323i,0.0026635-0.0057218i,0.0038695-0.0055699i,0.0010737-0.0036614i,-0.0013241-0.0033275i
0.0040275+0.0020628i,0.005243+0.0016644i,0.0057276+0.0020602i,0.005907+0.0028708i,0.0047348+0.0038295i,-0.00053211+0.0037695i,-0.007592+0.0034455i,-0.0096812+0.0035888i,-0.0081032+0.0021744i,-0.0072805+6.2266e-05i,-0.0063321-0.0015665i,-0.0042323-0.0021449i,-0.0025371-0.00090928i,-0.0018075-0.00042827i,-0.0011729-0.0015048i,0.0011787-0.0027044i,0.0032503-0.0024494i,0.0036808-0.00096115i,0.0032826+0.00043807i,0.00054199+0.0020365i,-0.0020766+0.0030562i,-0.0007756+0.0021456i,0.00095331+0.0011841i
-6.2965e-05+0.002345i,0.0011647+0.0025215i,0.0028491+0.000933i,0.0037376-0.0028006i,0.0055133-0.0076041i,0.007455-0.0094947i,0.0037127-0.0094772i,-0.0025501-0.0088344i,-0.0061387-0.0064053i,-0.004617-0.0041818i,-0.00022994-0.0026693i,0.00095742-0.0013789i,-0.00022024-0.0019639i,-0.00068989-0.0025319i,-0.0015258-0.0017152i,-0.002551-0.000558i,-0.004827+0.0015912i,-0.0061645+0.0025246i,-0.0038441+0.0021147i,3.5892e-05+0.0019254i,0.0014584+0.0013194i,-1.9523e-05+1.7212e-06i,-0.00060255-0.00098472i
0.00058573+0.0018968i,0.000681+0.0012852i,0.0025688-0.00019328i,0.0049265+0.0014491i,0.0053468+0.0047453i,0.0056549+0.005675i,0.0060496+0.00025i,0.0050304-0.0081428i,0.0029038-0.011142i,0.00049225-0.0089608i,-0.001916-0.006153i,-0.0026434-0.003502i,-0.00079331-0.0016031i,0.0008693-0.0022416i,0.00091171-0.0030162i,0.0018254-0.0028184i,0.003222-0.0030263i,0.0025609-0.0031475i,-0.00081791-0.0024592i,-0.0050857-0.0014545i,-0.0069049-0.00050018i,-0.0056914-0.00069191i,-0.003007-9.4897e-05i
-0.0010662-0.00082772i,-0.00089791-0.00081026i,-0.00016246+0.00099069i,0.00021656+0.0020165i,0.00149+0.00054193i,0.0044076+0.0012305i,0.0079572+0.0043396i,0.010752+0.0046687i,0.010882+0.002267i,0.0092511-0.00072823i,0.0073978-0.00051508i,0.0052998+0.0024229i,0.0021308+0.0047479i,-1.5563e-05+0.005457i,-0.00084015+0.0050555i,-0.00085447+0.0040473i,-0.00041139+0.0034391i,-0.00021265+0.0028622i,0.001001+0.0017305i,0.0037243+0.00064884i,0.0054633-0.0003375i,0.0054639-0.00081258i,0.0047347+0.00017916i
0.0020831-0.0013358i,0.003575+5.6756e-05i,0.0032754+0.0024336i,0.00094626+0.004849i,-0.0023826+0.0066874i,-0.0049002+0.0073688i,-0.0037199+0.0087478i,0.00013349+0.011164i,0.0038553+0.010435i,0.0034397+0.0061873i,0.00087671+0.0033208i,-0.001074+0.0018189i,-0.0018057-0.00028707i,-0.00083398-0.00094956i,8.5627e-05-0.00011916i,9.0923e-05+0.00062501i,0.00010774+0.00061886i,0.00023423-0.00048182i,-0.00055975-0.00077706i,-0.0018797+0.00055971i,-0.0029081+0.0021737i,-0.0036223+0.002484i,-0.0039038+0.0013218i
-0.00074059+0.0014049i,0.00054898+0.0012998i,0.0033777-4.8629e-05i,0.0048618-0.0020723i,0.0049554-0.0031524i,0.0022279-0.0021432i,-0.0033571+0.00076656i,-0.0065776+0.0041762i,-0.0054716+0.0056381i,-0.0031728+0.0044021i,-0.001964+0.0025972i,-0.00098662+0.0018149i,4.4191e-05+0.0017455i,0.00017405+0.0013573i,-8.7864e-05+0.00024791i,-0.00085961-0.0018333i,-0.0011885-0.0040631i,-0.00019565-0.0044274i,0.00077346-0.0029143i,0.0026595-0.0010624i,0.0037354+0.00036489i,0.0032887+3.1317e-05i,0.0034492-7.6447e-05i
-0.0013231-0.0015152i,-0.00091383-0.0010103i,-0.00067365+0.00062778i,-0.0007219+0.0017664i,-0.0013471+0.00067254i,-0.0015634-0.0031811i,-0.0025786-0.0068675i,-0.0036194-0.0079975i,-0.0043265-0.006518i,-0.0035967-0.005082i,-0.0011986-0.0050978i,-0.00033845-0.004873i,-0.00079955-0.0041545i,0.00015856-0.0032128i,0.0022881-0.0016736i,0.0028543+0.00034736i,0.0015351+0.0029783i,0.00010382+0.0034815i,0.0002316+0.0012295i,-0.00066206-0.0010325i,-0.0026531-0.0020531i,-0.0032372-0.0028559i,-0.0022495-0.0030243i
0.0032687-0.00045427i,0.0025454-0.0012732i,0.0026399-0.0020249i,0.004949-0.0012401i,0.0087715+0.0009436i,0.010819+0.0022362i,0.010356-0.00031502i,0.0079615-0.0060604i,0.0029582-0.0089812i,-0.00094921-0.0063534i,-0.001329-0.0015637i,-0.00042814+0.0011942i,0.00021823+0.0018767i,0.00081142+0.00098218i,7.7909e-05-0.00094011i,-0.0012492-0.0024053i,-0.0021499-0.0037329i,-0.0028814-0.0040786i,-0.0014206-0.0016685i,0.0011078+0.00056589i,0.0024903+0.0017481i,0.0020769+0.0024668i,0.0012977+0.0027704i
0.0014845+0.0029709i,0.0027378+0.0034018i,0.0043425+0.00451i,0.0036832+0.0046094i,0.00096538+0.0029492i,0.00081496+0.0029836i,0.0044903+0.0045482i,0.0089053+0.0029279i,0.0094491-0.0012322i,0.0059948-0.0041768i,0.0023045-0.0046478i,0.0007629-0.0033267i,0.00014654-0.0014661i,0.00075958+0.00044788i,0.0013022+0.0011398i,0.00068625+0.0015674i,0.0013443+0.0023837i,0.0012097+0.0020107i,-0.0004921+0.00092101i,-0.0019686-0.0014674i,-0.0028232-0.0035695i,-0.0020169-0.003682i,-0.00020727-0.0027104i
-0.0041058+0.002541i,-0.0033917+0.0036326i,-0.00053007+0.0031346i,0.0025139+0.0012767i,0.0040683+0.0021429i,0.0013898+0.0055442i,-0.0013834+0.0094056i,-0.00075638+0.011761i,0.0020168+0.0095784i,0.0029738+0.0056565i,0.0012423+0.0033398i,-0.0005455+0.0022661i,-0.0025562+0.00073365i,-0.003889-0.00055378i,-0.004371-0.0005717i,-0.0037732-0.00020332i,-0.0024501+8.7256e-05i,-0.0018396-0.001134i,-0.00080643-0.0013662i,0.0010684+0.00042753i,0.0025654+0.002942i,0.0014992+0.0042827i,-0.00089862+0.0042555i
0.0015041-0.002162i,0.00085333-0.0030105i,0.00014376-0.0030415i,-0.00030836-0.0026926i,-0.0010001-0.0020911i,-0.0034147-0.001859i,-0.0072362-0.0011925i,-0.0079549+0.0017343i,-0.0055208+0.0040832i,-0.0027424+0.0020974i,-0.00090544-0.00025367i,1.6376e-05-2.5293e-05i,0.0011209+0.00097037i,0.001196+0.00079672i,0.00072906+0.00056398i,-0.00076113+0.00058481i,-0.0025807+0.00025071i,-0.0032525+0.00071902i,-0.0024041+0.0013164i,-0.0013218+0.00040758i,-9.8676e-05-0.001166i,0.0014307-0.0016827i,0.0018942-0.0021366i
0.0025175-0.001618i,0.0030903-0.0018172i,0.0028267-0.0013759i,0.0025926-0.00038448i,0.0029249-9.177e-05i,0.0027359-0.0025396i,0.00089239-0.0066908i,-0.002449-0.0088036i,-0.0038568-0.0070776i,-0.0027982-0.0042242i,-0.0027782-0.0026153i,-0.0033042-0.0013395i,-0.0033028-0.00033009i,-0.0027719+3.5673e-05i,-0.0013751-0.00087809i,0.0012568-0.0017194i,0.0034808-0.0022661i,0.0032059-0.0021503i,0.00089504-0.00062023i,-0.0010854+0.00145i,-0.0018317+0.002624i,-0.0021805+0.0022377i,-0.0020958+0.0016777i
-0.00065678+0.0030978i,0.00070202+0.0044525i,0.0030025+0.0050674i,0.0047278+0.0039583i,0.0055411+0.0022264i,0.0081715+0.00056302i,0.01076-0.0017814i,0.0099226-0.0049651i,0.0059666-0.0067106i,0.0035398-0.0052017i,0.0050115-0.0030808i,0.0066251-0.0021653i,0.0054095-0.0015128i,0.0036499-0.00074391i,0.0025399+0.00046093i,0.00077338+0.0010572i,-0.0019885+0.00028655i,-0.0038518-0.00026651i,-0.0033413-0.00097292i,-0.00085452-0.0038011i,0.0016872-0.0055775i,0.0027246-0.0034243i,0.0026793-0.00050588i
-0.0022337+0.0016159i,-0.0015984+0.0022199i,-0.00046445+0.0030497i,0.0013001+0.0029287i,0.0026737+0.0036927i,0.0040231+0.0059373i,0.0061517+0.0083i,0.0085744+0.0060164i,0.0084423+0.0011028i,0.0043542-0.00054912i,0.0001366+0.00057873i,-0.0016884+0.0020758i,-0.0011995+0.0018521i,6.9545e-06+0.00077998i,0.00073503+0.00069128i,0.0012336+0.00041965i,0.0021281-0.00064357i,0.0026602-0.0019003i,0.0025043-0.0012763i,0.0013614+0.0012598i,-0.00062284+0.0027536i,-0.0018022+0.0017828i,-0.0024532-1.9501e-05i
