-0.001519+0.000942i,-0.0016679+0.00051039i,-0.0035252+0.00084416i,-0.0033229+0.000736i,-0.0012381+0.0010389i,0.00031436+0.0013705i,0.0006752+0.0012668i,0.00092158+0.00078218i,0.0013013+0.0001198i,0.0014362-0.00028272i,0.0010261-0.00077142i,0.00078677-0.00055806i,-0.00012361-0.00025499i,-0.00099292-4.1833e-05i,-0.00052372+0.00022055i,-9.1845e-05+0.00037447i,-5.4038e-05+6.6593e-05i,-7.4719e-05+0.00030026i,0.00048942+0.00059749i,0.00098618-7.6234e-05i,0.00095336+0.00032115i,0.00044646+3.0582e-06i,-2.8324e-05-0.00022652i
-0.0015211-0.00028386i,-0.0022393-0.0010268i,-0.0020223-0.0012956i,-0.0015693-0.00079445i,-0.00077739+6.8736e-05i,0.00061788+0.00058154i,0.00090115-0.00050452i,0.0013561-0.00078326i,0.001587+1.5936e-05i,0.001262+0.00066406i,0.0014288+0.00075182i,0.0010978+0.0004708i,0.00072363+0.00050639i,0.00070432+0.00030506i,0.00066032-6.905e-05i,0.00018789+0.00045785i,-3.9648e-05+0.0011277i,7.4193e-05+0.00046319i,0.00013643+0.00019713i,0.0001065-0.00021596i,0.00040133+0.0003765i,0.00016643+0.0018693i,0.0001436+0.0010157i
-0.0017347-0.0012849i,-0.0011428-0.0014728i,-0.00038249-0.00094801i,-0.0005199-0.0004976i,-2.9397e-05+0.00050303i,0.0015091+0.0012633i,0.0023855+0.00099765i,0.0012094+0.00022864i,0.00042766-0.00017785i,6.589e-05+0.00017007i,-0.00042377+0.0006904i,-0.00048668+0.0011729i,-7.4943e-05+0.00080701i,0.00089857-7.0258e-05i,0.00053552-5.7553e-05i,-6.5463e-05-3.5304e-06i,-1.6374e-05+0.00010827i,0.00051351+0.00061922i,0.00075399+0.0003189i,0.00037881+0.00044021i,-0.00083362+0.0011059i,-0.00057799+0.001208i,4.7463e-05+0.0007418i
-0.001354-0.0013066i,-0.0010502-0.0016045i,-0.00015707-0.00051788i,-0.00077062+0.00010782i,-0.00079819+0.00014818i,0.00056887+0.0002637i,0.0015662-0.00033604i,0.000404-0.0011839i,1.2825e-05-0.00072802i,0.00063434-0.00016023i,0.0010986-0.00027337i,0.0011668-0.00018421i,-2.5366e-06+9.1436e-05i,-0.00093549+0.0004267i,-0.00098755+0.00047676i,-0.00061337+0.00055853i,0.00011098+0.00066374i,0.0002724+0.00070125i,0.00022902+0.00047566i,0.00042992-0.00024444i,0.0005119-0.00023913i,0.00010906+5.9162e-05i,-0.00070073+9.6928e-05i
0.0021509-0.00079679i,0.0015785-0.00086804i,0.0012121-0.0022643i,0.00036249-0.0032265i,-0.00033778-0.0021754i,-6.3951e-05-0.00032681i,0.00080149+5.8402e-05i,0.00093393-0.00096674i,0.00081213-0.0011079i,0.00067135-0.00018817i,0.00038095-0.00018673i,-0.00022167-0.00046636i,-0.00082779+0.00036911i,-0.00089638+0.00023913i,-0.00060621+0.00046892i,-0.00036044+0.0011625i,-7.1111e-05+0.00053761i,0.00070129+6.9046e-05i,0.00085643+0.00041707i,0.0002781+0.00032799i,-0.00030773-0.00041214i,-0.00021779-0.00058214i,-0.00012956-0.00012138i
-0.00093838+0.00062908i,-0.00050562+0.00039922i,0.00022882+8.2262e-05i,0.00088747+0.00042096i,0.0017408+0.00075032i,0.0017931+0.00031334i,0.00064888+0.00047281i,-5.8252e-05-0.00010229i,7.9838e-06-0.0004566i,0.00020462+0.00021307i,0.00058729+0.00018394i,1.9396e-05+0.00027179i,-0.00079283-0.00015531i,-0.0011595-0.00050138i,-0.0010766-0.00047868i,-0.00047034-0.00019686i,-0.00023459+0.00083087i,-0.00067854+0.0011136i,9.0631e-05+0.00041244i,0.00032618-0.00074804i,-0.00016645-0.00069774i,-6.216e-05+6.5123e-05i,0.00042343-0.00023335i
-0.001321+0.00012629i,-0.001588+7.9097e-05i,-0.0012899-0.00012222i,-0.00078597-5.0694e-05i,0.00015164+0.00061375i,0.0012941+0.0015275i,0.0013671+0.0013463i,0.00084992+0.00046796i,0.00028997-0.00033558i,7.7373e-05-0.00060345i,0.00022276-0.0004594i,0.00058446-0.00079714i,0.00055375-0.00057416i,-0.00011156-0.00053837i,-0.00030641-0.00087322i,-2.2477e-05-0.00026695i,0.00021848+0.00038303i,0.00069837+0.00099532i,0.0004974+0.0012158i,-5.6285e-06+0.00067563i,0.00014845+2.2062e-06i,0.00054205+7.964e-05i,0.00017258+0.00068415i
-0.0022132+9.435e-05i,-0.0028263+0.00036296i,-0.0030057+0.00085404i,-0.0015076+0.0012972i,-0.00026742+0.0014952i,0.00084358+0.0014415i,0.001523+0.00053211i,0.00055702-4.5738e-05i,-0.00037443+0.00011611i,0.00013156+0.00016459i,0.00022291+0.00022082i,-4.5136e-05+0.00021476i,-4.0135e-06-3.1573e-05i,5.1719e-05-0.00051654i,4.3476e-06-0.0011064i,-9.5066e-05-0.00061383i,-0.00033586-0.00026244i,-0.00014622-0.0004478i,0.00044379+0.00019963i,0.00075174+0.00041604i,-8.3642e-05+0.00026658i,-0.00049001-0.00017875i,-0.00013119+0.00010882i
-0.00026622-0.0016828i,-0.00043189-0.0024013i,-0.0011394-0.0022796i,-0.0021875-0.0012918i,-0.0019501+0.00026075i,0.00022662+0.00036771i,0.0014208-0.00047141i,0.00092403-0.00077481i,0.00090271-0.0004592i,0.00033039-0.00045271i,-0.00062353-0.00063734i,-0.00082759-0.00024457i,-9.9582e-07+2.8835e-05i,0.00033785+0.00013996i,-0.00016219+0.00046129i,-0.00018551+0.00093202i,-3.5424e-05+0.0011348i,0.00030533+0.0013482i,0.00118+0.00095394i,0.00071598+0.00059048i,-0.00052059+0.00072521i,-0.00070803+0.0011187i,-0.00028018+0.00073405i
-0.0017834+0.0028231i,-0.0016655+0.0033617i,-0.0015326+0.0040904i,-0.00038684+0.0032943i,0.00094279+0.0021863i,0.0013558+0.0011287i,0.0014934+0.00024636i,0.0011028-0.00042701i,0.00091877+9.336e-05i,0.00062639+0.00076619i,0.00030333-5.0009e-05i,-0.0001404-0.00094934i,-0.00014854-0.00093157i,0.00024043-0.00055862i,1.4592e-05-0.00044773i,-0.00037796+0.00034684i,-0.00043347+0.001474i,-0.0002253+0.0014049i,0.00028312+0.00011368i,0.000752-0.00021963i,0.00013545+0.00034109i,0.00010511+0.0001074i,0.00073162-8.4151e-05i
-0.0015615+0.00073222i,-0.0025221-0.00020657i,-0.0021016+0.00031417i,-0.0018777+0.00067522i,-0.00074448+0.00061928i,0.00066051+0.0006566i,0.00072344+0.00047295i,0.00014422+0.00061777i,-7.5112e-05+0.0010447i,0.00028367+0.00046773i,-4.224e-05-0.0003835i,-0.00041285-0.0010744i,2.4647e-05-0.0011034i,0.00035639-0.00089099i,-6.5881e-05-0.00068215i,-7.2252e-05-7.0301e-05i,4.4417e-05+0.00083822i,0.00016302+0.0010688i,0.00044482+0.00096676i,0.00058725+0.0010191i,0.00041738+0.00086301i,-0.00012884+0.00042416i,-0.00033547+0.00012228i
0.0013614+0.0012309i,0.0013734+0.00058068i,0.0017308-0.00036655i,0.0015868-0.0011644i,0.0014593-0.00024981i,0.0016118+0.00077803i,0.0022688+0.00061777i,0.0023519+0.00042036i,0.0014919-0.00023907i,0.0011759-0.00037881i,0.0013201-0.00021702i,0.00097541-0.00082398i,0.0007032-0.00045306i,0.00091048+0.00021604i,0.00057916+0.0004869i,0.00016752+0.00059836i,-0.00047923+0.00059778i,-0.00090813+0.00084984i,6.274e-05+0.00070942i,0.0010954-0.00061867i,0.00092131-0.0013911i,0.000403-0.00034417i,-8.0674e-05+0.00050994i
-0.00037845-0.0019115i,-0.0012309-0.0020041i,-0.0018111-0.0023375i,-0.0014404-0.0018779i,-0.0014543-0.00034898i,-0.00084352+0.00042002i,0.00026127+0.00013427i,0.0007366-0.00022458i,0.00076762-0.00010472i,0.0004192-9.5569e-05i,7.3257e-05+0.00027468i,-0.00049022+0.0010441i,-7.472e-05+0.0010472i,0.00016551+0.00074305i,-0.00065983+0.00041352i,-0.00055801+4.0185e-05i,-0.0002081+0.00078977i,0.00035554+0.00054856i,0.00078568-0.00026101i,0.00036189-0.00045867i,-0.0001859-2.4646e-05i,-0.00071942+0.00034215i,-0.000171-4.361e-05i
0.00062864-0.00043801i,0.0012893-2.8031e-05i,0.00060529-0.00043664i,0.00031207-0.00091817i,0.00037121-0.00050555i,0.00064602+0.00013846i,0.0014768+0.00060236i,0.0017474+9.7327e-05i,0.0009361+0.0003203i,0.0010027+0.0010548i,0.00097467+0.00075019i,0.00038345+0.00025183i,4.0923e-05+9.9953e-05i,-0.00028475+0.00014245i,-0.00026049+0.00017862i,6.07e-05+0.00054088i,0.00042507+0.0012512i,0.00052739+0.0013367i,0.00014505+0.00085269i,7.5732e-05+0.00044938i,7.9405e-05+0.00044385i,-0.00034609+0.00096044i,-0.00017343+0.0019342i
-0.001976+0.0030115i,-0.0013519+0.0037747i,-0.00052094+0.0036306i,-0.00036941+0.0022839i,-0.00019385+0.0017127i,0.00026389+0.0015635i,0.00026481+0.00077193i,-0.0005206+3.9357e-05i,-0.00075572-0.00017047i,0.00062599-0.00018391i,0.0016667+0.00022398i,0.001301+0.00037777i,0.00078196-0.00054424i,0.00052185-0.00085818i,-0.00013594+0.00063061i,-0.00036442+0.0017729i,-0.00017332+0.0012944i,-7.3273e-05+0.00026786i,0.00033275-0.00016372i,6.0163e-06-9.9133e-06i,-9.3989e-05+0.00021561i,0.0001432-0.00013925i,0.00058753-0.00014966i
0.00068565+0.0024443i,0.00079634+0.0013335i,0.00034057+0.00039506i,0.00081563-0.00036031i,0.00073343-0.00051913i,0.00038437+0.00029547i,0.00043615+0.00052979i,0.00063883+0.00053213i,0.00097948+2.3318e-05i,0.00099789-0.00058307i,0.00075284-0.00080181i,0.00031343-0.00071184i,-0.00035736-0.00049426i,-0.00056594-0.00037375i,-0.00020832-0.00050781i,0.0002371+0.00014578i,0.00031167+0.00081704i,9.9433e-05+0.0005194i,0.00018942-0.00022649i,0.00017145-0.00079713i,0.00029157-0.0005201i,-9.4551e-05-0.00056806i,-0.00067244-0.00034618i
0.0010721-0.0020534i,-0.00024437-0.0018068i,-0.0020008-0.0018314i,-0.0024007-0.00084575i,-0.0020119+1.2797e-05i,-0.00056578+0.0010627i,0.00024261+0.0013091i,0.00013077+0.00021661i,0.00068687+0.0003641i,0.00017353+0.00058744i,-0.00083027-0.00020136i,-0.00067721+4.7834e-05i,-0.00013237+0.00037192i,0.00041317+0.00031069i,0.00038127+0.00095947i,-0.00040418+0.00080008i,-0.00082338+0.00031635i,-0.00013087+8.3046e-05i,0.00031651-1.0584e-05i,-0.00044361+0.00013971i,-0.0011573+6.6868e-06i,-0.0015296-0.00014755i,-0.00080496+0.00026952i
0.0028595-0.0013242i,0.0028349-0.001885i,0.0023207-0.002287i,3.4564e-05-0.0022785i,-0.00099834-0.0021384i,0.00010501-0.00091666i,0.00091456+0.00016383i,0.00073158-2.9067e-05i,0.00036084-0.0004793i,0.00037-0.00016441i,0.00045671+0.00020256i,-0.00041402+9.5795e-06i,-0.0012322+0.00017803i,-0.00068086-9.1432e-05i,-0.00038703-7.5584e-05i,-0.00061161+0.00086902i,-0.0008106+0.0014353i,-0.00020993+0.0012097i,0.00052485+0.00091922i,0.00062793+0.00084222i,0.0002539+0.00069468i,-0.0002805+0.00021009i,-0.00029823-0.00034509i
-0.00010033+0.0026432i,0.00080111+0.0025428i,0.0021336+0.0022577i,0.0024316+0.0020737i,0.0015325+0.0020178i,0.00099661+0.0015221i,0.00096281+0.0014147i,0.00077439+0.0013798i,0.00018334+0.0012213i,0.00075608+0.0008566i,0.00091478-0.00030918i,0.00010812-0.00081998i,-0.00028024-0.00040124i,0.00018897-0.00055651i,0.00045159-0.00063058i,-0.00076021-0.00070579i,-0.00085318-0.0012845i,0.0002677-0.00053979i,0.00027319+0.00092513i,-0.00048931+0.0010458i,-0.00062815+0.00016645i,0.00028194-0.00048944i,0.00053728-0.00049987i
0.0013015-0.001665i,0.00027108-0.0013826i,4.5505e-05-0.0021886i,-0.00097299-0.0026308i,-0.00070605-0.00077175i,0.00025056+0.0014815i,0.00067432+0.0018131i,0.00072793+0.00067346i,6.7469e-05-2.2698e-05i,0.00050568-0.00050285i,0.00077901-0.00074286i,0.00051256-0.00037363i,0.00051763-0.00045998i,0.00028784-0.00053375i,-0.00010222-9.1604e-05i,-0.00060222+0.00039518i,-0.0016582+0.00072883i,-0.0010857+0.0015334i,0.0002365+0.0017571i,0.00010767+0.0015175i,0.00024903+0.00077522i,0.00076631-0.0001129i,0.00097954+3.0239e-05i
-0.00080116+0.0011073i,0.00081203+0.00091241i,0.00113+0.0017924i,0.001245+0.0014493i,0.00064125+0.00087126i,0.00061398+0.00011106i,0.0010084-0.00013697i,0.0011038+0.00032907i,0.0011624+0.00066025i,0.0012734+0.00043005i,0.0015577-0.00038129i,0.0010388-0.001i,0.00020755-0.00042138i,-0.00045356+0.00092275i,-0.0013606+0.00069291i,-0.0015156-1.4545e-05i,-0.00047401+5.9637e-05i,0.00062427+0.00026371i,0.00048894+0.00017604i,-0.00014738-0.00010017i,5.6721e-05+0.00036747i,0.0012118+0.00039586i,0.0011833+0.00020517i
0.00060497-0.00028946i,0.00025299-0.00064765i,0.00056188-0.00021596i,3.3649e-05+3.6011e-05i,0.00030276-0.00048304i,0.0014623+0.00031488i,0.0012916+0.0006012i,0.0011315+0.00023586i,0.0011913-2.7828e-05i,0.00085854-0.00032122i,0.00084508-0.00051299i,0.00033547-0.0007807i,-0.00020889-0.00054286i,-0.00015972+1.677e-05i,-0.00034276+0.00016069i,-0.00084056-0.00028144i,-0.00054235-0.00026686i,0.00038745+0.00027172i,0.00073929+0.00052234i,0.00063648-0.00032242i,-0.00018395-0.00061164i,-0.00093031+0.00020895i,-0.00048979+0.0003456i
0.00076208-0.00095317i,0.00051977-0.0013934i,0.00058785-0.0018491i,0.00028175-0.0024299i,0.00031587-0.001507i,0.0007258-0.00076082i,0.0009912-0.00099258i,0.00079757-0.00078786i,0.00062663+9.8975e-05i,0.00064162+0.00057884i,0.00027132-3.742e-05i,1.9885e-06+7.3643e-05i,-7.0469e-05+0.00019687i,-0.00047921-0.00013388i,-0.0006678-8.4695e-05i,-0.000342+0.00039695i,0.0003144+0.00041544i,0.00071914-9.0352e-05i,0.00017175-0.00021407i,-0.000343+0.00010505i,-0.00043244+0.00028795i,-0.00066267-0.00024836i,-0.00063214-0.00078413i
0.00047527+0.00065843i,-2.2997e-05+0.00049444i,-3.5506e-05-0.0001908i,0.00037515+0.0001063i,0.00021335+0.00010159i,0.00033939+0.00024018i,0.00081189+0.0012035i,0.00065844+0.0017289i,0.00038518+0.0014778i,0.00085493+0.00064572i,0.0016197+6.9802e-05i,0.0011601-3.6144e-05i,7.3637e-05+0.0001032i,-0.00012347-0.00013808i,-5.0078e-05-0.00023998i,-0.0008237+0.0001747i,-0.00049407+0.00017266i,-8.1194e-05+4.6958e-05i,-0.00037943+0.0007177i,5.8486e-05+0.0014544i,0.00041368+0.00091709i,-0.00033986-0.00031225i,-0.00066743-0.00051711i
-0.0017154+0.00055996i,-0.001197+0.00014407i,-0.0014347+0.00085959i,-0.0012239+0.0014892i,-1.7634e-05+0.0019333i,0.0014394+0.0016897i,0.0020078+0.00041351i,0.0011597-7.6149e-05i,0.00053969-1.0608e-05i,0.00081648-2.9953e-05i,0.00028923+0.00036334i,-0.00011671+6.4456e-05i,-0.00015872-0.00025248i,-0.00073405-0.00019835i,-0.00070764-8.3837e-05i,-0.00070148+0.00031473i,-0.00046577-2.2587e-06i,0.00016634+1.8647e-05i,0.00083072-2.8631e-05i,0.00059113+0.00020623i,0.00058451+0.00068929i,0.00092022+0.00021791i,0.00023195+0.00037643i
0.0016048-0.0021177i,0.0014576-0.0031985i,0.00056447-0.0043335i,-0.00022082-0.0043697i,-0.00089236-0.0028159i,-0.00044075-0.00037509i,0.00069295+0.00056944i,0.00094884+0.00037428i,0.00071468-0.00012726i,0.00090694-0.00049992i,0.00023482+0.00024832i,-0.0010804+0.00060351i,-0.00074692+4.6138e-05i,-0.00042432+0.00027226i,-0.00097522+0.0010499i,-0.0013283+0.00040787i,-0.00034738-0.00023707i,0.00052445-9.0373e-05i,0.00011651+2.2027e-05i,-0.00038981-0.00025186i,-0.00053526-0.00081268i,-0.00046412-0.00013838i,-9.2361e-05-0.0001075i
0.00078798+9.6906e-05i,0.0011744+8.086e-05i,0.0011406-0.00010708i,0.00052921-0.00079384i,-0.00024855-0.0010532i,-3.5175e-05-0.00074737i,0.0010836-0.00051943i,0.0012267-0.00034987i,0.00075484-0.00057315i,0.00053382-0.00041666i,-0.00020711-0.00071237i,-0.0010791-0.0013115i,-0.00035276-0.001209i,-2.13e-05-0.0003647i,-0.00037532-3.7956e-05i,-0.00026105+0.00034078i,0.00041264+0.0010165i,0.0010257+0.00098835i,0.00080642+0.0015049i,0.00042706+0.0011328i,-0.00010708-2.5825e-05i,-0.00025286-0.00087246i,-1.3312e-05-0.00058626i
-2.0014e-05-0.0014264i,0.0006401-0.00057782i,0.00045796-0.0012645i,-0.00047233-0.00078533i,-0.00077918+0.0010383i,0.0008308+0.0018847i,0.0014512+0.0015397i,0.00091778+0.00063103i,0.0009363-0.00071233i,0.00016597-0.00071647i,-1.3001e-05+0.000454i,0.00033322+0.0010475i,0.00017196+0.0010277i,0.00015165+0.00074718i,-0.00039538+0.00026892i,-0.0010913+4.5512e-05i,-0.0014338+0.0001804i,-0.00039534+0.00043176i,0.00021714+0.0010087i,-0.0001941+0.00034393i,-0.00012204-0.00024769i,-6.2733e-05-0.00043277i,-0.00012992-0.00089226i
-0.002828-0.00048657i,-0.0032092-0.00048306i,-0.0025303-6.8052e-05i,-0.0022187+0.0016116i,-0.0013797+0.0023088i,0.00070529+0.0010588i,0.0016076+0.00033829i,0.0013833+0.00035603i,0.00037918+0.00093202i,0.00093224+0.0013027i,0.0016867+0.001524i,0.0010156+0.0011348i,0.00039882+0.00063616i,0.000339-0.00012752i,0.00067344-0.0008731i,0.0001976-0.00051639i,-7.0621e-05+5.0299e-05i,0.00040725+0.00040656i,0.00073584+0.0005193i,-0.00013817+0.00036374i,-0.00063811+0.00028644i,1.3217e-05-7.0295e-05i,-1.5802e-05-0.00029056i
0.00086337+0.0015736i,0.0013915+0.00089876i,0.0017217+0.0010754i,0.0010433-9.6081e-05i,0.00065642-0.00077396i,0.00020654-1.4983e-05i,0.00030891+0.00021585i,0.00063329+2.6334e-05i,9.7336e-05+0.0003301i,-0.00027977+0.00077016i,-0.00091822+0.00059771i,-0.0016119-0.00016943i,-0.0010758-0.00062117i,-0.00082764-0.00039705i,-0.00099895+0.00054779i,-0.0008262+0.00094891i,-0.0002032+0.00070365i,-2.2384e-05+0.00072774i,-1.3393e-05+0.00096948i,0.00023833+0.0007764i,5.7733e-05+4.9622e-05i,-9.6748e-05-0.00016895i,-8.8931e-05+0.00011567i
0.00051497+0.0016739i,0.00023068+0.0010962i,-0.00025285+1.9321e-06i,0.00027845-0.0010221i,0.00026263-0.00069636i,0.00052912+1.896e-05i,0.0012991+0.00017342i,0.0013724+0.00042928i,0.0006781-0.00018091i,-0.00026069-0.00065861i,-0.00014557-0.00064794i,7.8892e-05-0.0011001i,0.00028499-0.0016505i,0.00048861-0.0016113i,0.00028013-0.00066383i,-2.9963e-05-0.00059942i,-0.00028721-0.00033523i,0.00027673+0.00031385i,-0.00011852-0.00015537i,-0.00094394-0.00032246i,-0.0011628-2.5346e-05i,-0.00056042-0.00028572i,-6.8928e-05-9.4356e-05i
0.001003+0.0012132i,0.0013824+0.0014818i,0.0019047-0.00026924i,0.0014-0.0016873i,0.00022855-0.001891i,0.00058064-0.00059286i,0.00072261+0.001047i,5.5813e-05+0.00071958i,0.00040537-0.00043321i,0.00084471-0.0004776i,0.00021846-0.0012125i,-0.00013751-0.0015831i,-0.00018816-0.00079007i,-0.00032812+0.00017916i,-0.00046072+0.00069843i,-0.00061675+0.00075291i,-1.4409e-05+0.00092343i,0.0001998+0.00015935i,5.7189e-05+1.8501e-05i,0.00017819-0.00053962i,0.00020056-0.00078893i,-0.00037457-0.00017583i,-0.00048209-0.00022119i
0.0011502+0.001458i,0.0011567+0.0015101i,0.00021426+0.00019338i,0.00035688-0.00064279i,0.0002693-0.00049699i,0.00020619+0.00013899i,0.00072205+0.0006024i,0.0010899-7.7364e-05i,0.00089961-0.00044541i,0.00038904+0.0001925i,0.00042312+0.00029406i,-0.00039593+0.00049601i,-0.0019419+0.00045768i,-0.0017088+9.3584e-05i,-0.00056735-0.00011359i,-0.00076495-9.2749e-05i,-0.0012744+4.9109e-05i,-0.00085982+0.00024705i,-0.0002148+0.00038276i,0.00057238-2.7803e-05i,0.0018221+0.00011459i,0.001551+0.001146i,0.00055403+0.0008645i
-0.0020151+0.0018267i,-0.0015225+0.0021915i,-0.00068896+0.001826i,-0.00040735+0.00061636i,-0.00011543-0.00018813i,0.00064767-0.00082071i,0.0013507-0.001537i,0.0008592-0.0015642i,0.00042672-0.0011117i,0.0011695-9.3796e-07i,0.00078869+0.0001291i,-0.00037173-0.00044648i,-0.00027116-0.0007982i,-6.5147e-05-0.00051389i,-0.00062153-0.00028816i,-0.00076714-0.00039437i,-0.00096672+0.00033527i,-0.00088896+0.0011965i,-8.4825e-05+0.00054605i,0.00021046-0.00057392i,-0.00015734-0.00049417i,0.0006732+0.0002656i,0.00094014+0.00059877i
-0.0024693+0.00075294i,-0.0018216+0.00064425i,-0.0017298+0.0021059i,-0.00083392+0.0025461i,0.00025798+0.0013897i,0.0011268+0.00081473i,0.0013976+0.00022181i,0.00091591-0.00019109i,0.00076408+0.00056153i,0.0012024+0.0011403i,0.0014972+0.00047794i,0.0011668-0.00020387i,0.00091773-2.7253e-05i,5.6538e-06-0.00040893i,-0.0003681-0.00097065i,0.00049203-0.00074497i,0.00036934-0.00021815i,0.00019413-0.0002474i,-0.00016785-0.0005073i,-0.00035074-0.00048997i,-9.7927e-05+6.7682e-05i,-0.00038428+0.00031376i,-0.00029931+0.00013153i
0.0014671-0.001298i,0.00067683-0.0015495i,0.00011996-0.0018884i,-0.00095144-0.0016351i,-0.0012493-0.00088628i,-0.00027124-2.6593e-05i,0.0010095+0.0001514i,0.0012392-0.00071623i,0.0011125-0.0010803i,0.0013191-0.00088763i,0.0013413-0.00034372i,0.0013288-0.00021916i,0.0011695-0.00028279i,0.0007705+0.00013275i,0.0003968+0.00017854i,-0.00016352+0.00097172i,-0.00063488+0.0012301i,-0.00047388+0.00034488i,0.00015391+7.1706e-06i,0.00025006-0.00030146i,0.00014928-0.00022072i,0.00063252+0.00019315i,0.00077829+0.00024834i
0.00029659+0.0010881i,0.00030563+0.00079394i,0.0016347-4.7051e-05i,0.00044392+7.6177e-05i,-0.00083703-0.00045544i,-0.00011494-0.00072277i,0.00061087-5.3123e-05i,0.0010186-1.06e-05i,0.0011416-0.00012152i,0.0016641+3.9722e-05i,0.0010723+0.00047883i,-0.00066712+0.00076936i,-0.0017769-0.000262i,-0.0015138-0.0010572i,-0.00091378+2.3501e-05i,-0.00061862+0.00052336i,-0.00040974+0.00057348i,-0.00020237+0.00063645i,0.00014824+0.00013092i,0.00084006-0.00037011i,0.0011748-2.0505e-05i,0.00033319+0.00023243i,-0.0004425-0.00087211i
0.0026088-0.00078046i,0.0021574-0.00071549i,0.0024764-0.001601i,0.0011475-0.0022684i,-0.00022418-0.0015263i,0.00025496-0.00040624i,0.00080727+0.00041072i,0.00096412+0.00089013i,0.00043527+0.00050524i,-0.00022245-0.00048286i,-0.00050038-0.0012002i,-0.0016603-0.00092916i,-0.0017071-0.00082419i,-0.00064232-0.0010211i,-0.00074679-0.00092871i,-0.00093616-0.00030364i,-0.00076804+5.4625e-05i,-0.00070182-0.00037813i,-0.00060088-0.00016132i,-0.0002516+0.00020146i,0.00023937+0.00027381i,0.00035729+0.00040322i,-0.000404+6.1011e-06i
-0.00097406-0.0012504i,-0.0011979-0.0021613i,-0.0021906-0.0025561i,-0.0020732-0.0013184i,-0.0008262+0.00021134i,0.00069455+0.00065271i,0.0015502+0.00026794i,0.0016169+0.00013497i,0.001082-0.00044827i,0.0010974-0.001655i,0.0019947-0.0015919i,0.0022053-0.00054838i,0.0015666-0.00050128i,0.0012853+3.7177e-05i,0.00089148+0.00055804i,0.00051603+0.00024078i,0.00033516+5.0229e-05i,-0.00040532+0.00050471i,-0.00056612+0.00067807i,0.00045589+6.6998e-05i,0.00028564-0.00026408i,-0.00017908-4.3069e-05i,-0.00028247-0.00029148i
-0.00039962-0.00056732i,0.00048761-8.6283e-05i,0.00064586-0.00074987i,-0.00049198-0.00061967i,-0.00099704+0.00078483i,-0.00010758+0.001518i,0.0011642+0.00063911i,0.0014536-6.541e-05i,0.0010908+0.00033767i,0.00098839+0.00067069i,0.0010158+0.0007198i,0.00095424+0.0008718i,7.6947e-05+0.00067182i,-0.0010405-9.5063e-05i,-0.0013519-0.00011143i,-0.00074707+0.00090542i,-0.00020356+0.0014675i,-0.0006106+0.0010861i,-0.00081882-0.00062512i,-0.00023391-0.00069471i,-0.0003524-0.00015191i,-0.00026624-0.00073i,-3.6018e-05-0.00068378i
0.00013626+0.0013052i,0.00044036+0.0012058i,0.00096704+0.0011158i,0.00081764+0.00031605i,0.00048622-0.0010336i,0.00035918-0.00059222i,0.00071653+0.00083541i,0.00068315+0.0013236i,0.00073229+0.00076301i,0.00053094+0.00036638i,-0.0010766-0.00010284i,-0.0022069-0.00099741i,-0.0022259-0.00096445i,-0.0017607-0.00048925i,-0.00072046+0.00027849i,-0.0003827+0.00096812i,-0.00043919+0.00073095i,9.3091e-05+0.00014058i,0.00065711-6.7049e-05i,0.0011221-0.00026066i,0.00076346-0.00040868i,0.00018373-0.0001039i,7.4437e-05+0.00013042i
-0.0003244+0.004405i,0.00051533+0.00343i,0.002177+0.0020958i,0.0018115+0.0014353i,0.0011564+0.00062976i,0.0013286+7.1041e-05i,0.00070372+7.8359e-05i,0.00031324+0.00017079i,0.001091+0.000122i,0.0011194-7.3196e-05i,-3.9589e-06-0.00033543i,-0.00079298-0.0014977i,-0.00061368-0.0024676i,-0.0001433-0.0017915i,-3.2844e-05-0.00059684i,-0.00020689-3.4362e-05i,-0.00014187+0.0005525i,0.0011176+0.00094063i,0.001596+0.0016121i,0.0013604+0.0012526i,0.0013856+0.00052602i,0.00086723+0.00053492i,0.00041345-0.00014381i
-0.0010384+0.00070892i,-0.00089995+0.0012889i,-0.0011284+0.0027487i,-7.6112e-05+0.0011798i,0.0012012+4.695e-05i,0.0010522+0.0010121i,0.00066786+0.00052569i,0.00081788-0.00015472i,0.0014794+2.7703e-06i,0.0021578-0.00020356i,0.0022162-0.00050803i,0.0017838-0.00017824i,0.00097412+0.00031698i,0.00050457+0.00047345i,0.00032067+0.00098446i,-0.00012151+0.0011641i,-0.0009537+0.0007679i,-0.00063973+0.00035289i,-0.00044603+0.00030286i,-0.00097348+0.00035815i,-0.00126-0.00010643i,-0.0009332+8.9842e-05i,-0.00054695+0.00082445i
-0.0001923-0.0015853i,-0.0006714-0.001469i,-0.0010566-0.00098318i,-0.00073466-0.0011824i,-0.00076886-0.00060739i,-0.00041149+0.00053788i,0.00017802+0.00022843i,0.00076914-0.00033273i,0.0012438+9.8238e-05i,0.00093527+0.0006941i,0.00040268+0.00099078i,0.00060471+0.0012789i,0.00034156+0.0020483i,-0.00037928+0.001762i,-7.8884e-05+0.00085903i,0.00025788+0.00078202i,-0.00014724+0.00080363i,0.00013648+0.0013441i,0.00067354+0.0013398i,0.00015653+0.0002556i,-0.00057255-0.00075224i,-0.00035445-2.2265e-05i,4.4541e-05+0.00082607i
