-0.00045186+0.0005624i,-0.0016493-0.00018516i,-0.0014814-0.0014716i,-0.00067198-0.0015096i,-0.0014375-0.00039794i,-0.0018109+0.00032088i,-0.0011464+0.00078621i,4.5969e-05+0.0012531i,0.00088223+0.00099811i,0.00096213+0.00070619i,0.00060615+0.00012522i,0.00036918-0.00078455i,0.00011046-0.0011246i,0.0002703-0.001289i,0.00046811-0.00077088i,0.0001824+0.00019344i,0.00015719+8.2298e-05i,9.8029e-05+0.0002265i,-0.00028809+0.00049639i,-0.00025929+4.5012e-05i,-5.9785e-05-0.0004039i,0.0003004-0.00046573i,7.5583e-05-0.00050351i
0.00042153+0.00046651i,0.0016313+0.00070919i,-0.00016243-0.00061307i,-0.0020746-0.001552i,-0.0019775-0.0011413i,-0.00030719-0.0012445i,0.0011205-0.0014329i,-0.00021483-0.00014705i,-0.0013551+0.0010667i,-0.00018364+0.00071321i,0.0010162+0.00057669i,0.0013128+0.00096497i,0.0011411+0.00077266i,0.00053626+0.00022557i,0.00026433-0.00011464i,0.00033345-0.00042676i,-0.00042197-0.00097437i,-0.00032301-0.00079043i,0.0005994-0.0003787i,0.00052599-4.4308e-05i,-0.00021705+3.9905e-05i,-0.00017378+0.00013861i,-0.00013278+0.00063728i
-2.5892e-05-0.00040413i,0.00088867-0.00048229i,0.001845-0.0011048i,0.001825-0.0016217i,0.00096791-0.0018643i,0.00063256-0.0016519i,0.00079559-0.0019351i,0.0010766-0.0022225i,0.0015247-0.00083581i,0.0015123+5.5133e-05i,0.00094771-5.9908e-05i,0.00029196+0.00061221i,-0.00010654+0.00013444i,0.00015735-0.00090666i,0.00057545-0.00052339i,0.00036941-0.00051537i,-0.00028287-0.00036058i,-0.0005675-0.00011649i,-0.00052134+0.0003717i,-0.0011316-0.00010333i,-0.00084883-0.00074584i,0.00025988-0.0001128i,0.00015109+0.00060159i
5.6121e-05-0.0011476i,0.00078368-0.00096343i,0.0013351-0.0012961i,0.00041453-0.0010228i,-0.00072268+0.00059796i,-0.00083748+0.00042609i,-0.0007485-0.0012593i,-0.0012866-0.0019278i,-0.0012261-0.0011769i,-0.00060954+3.4837e-05i,-0.0002889+0.00087566i,-0.00014954+0.0012116i,0.00031616+0.00062805i,0.00049674-0.00055106i,0.0004001-0.00085166i,0.00084463-0.00013437i,0.0007435+0.00031261i,7.8842e-05+0.00011515i,0.00063696+0.00019555i,0.00059019+0.00030455i,0.00017885+0.00022774i,0.00055041+3.6654e-05i,0.00032915-3.0301e-05i
0.0037211-0.0017435i,0.0033785-0.0033993i,0.0017968-0.0047671i,-0.00020899-0.0040081i,-0.0007835-0.0018053i,-0.001164-0.00030182i,-0.00092422-0.00011174i,0.00018559-0.00079165i,0.00058783-0.00077564i,-5.1343e-05-6.9794e-05i,-0.00050933+0.00029732i,-0.00087971+0.00060464i,-0.00017781+0.00095644i,0.0009231+0.0010297i,0.00066153+8.8709e-05i,0.00056261-0.0003575i,0.00059841-4.0242e-05i,0.00032336-6.0206e-05i,-4.9206e-05-0.00029432i,-0.00010502-0.00012691i,0.00014799-0.00019701i,1.5702e-07-0.00050395i,0.00014073-0.00029234i
0.0015359+0.00026051i,0.0021656-0.0010335i,0.0010415-0.0027979i,3.3267e-05-0.0018322i,0.00017543-0.00057136i,0.00084775-0.00013329i,0.00026117-0.00027668i,-0.0001349+0.00054936i,-0.00038055+0.002011i,-0.0006931+0.0013533i,-0.00084468+0.00033379i,-0.00079936+0.00020254i,-6.9682e-05+5.0824e-05i,0.00072202-2.1553e-05i,0.0011915+0.00013957i,0.0008847+1.1055e-05i,0.00067069-0.00076426i,0.0011174-0.0013851i,0.0010084-0.00067962i,0.00024315+0.0003183i,0.00027121+0.00038791i,0.00079793-0.00042766i,0.00072831-0.00051167i
0.00089142-0.00035649i,0.0016652-0.000557i,0.0021005-0.0024571i,0.0011387-0.0030694i,0.00016702-0.0023669i,0.00067001-0.0014086i,0.0014365-0.0010174i,0.0013135-0.00012056i,0.00064876+0.00065797i,0.00046611-0.00021968i,0.0006253-0.00046247i,0.00083816+0.00041285i,0.00055526+0.00095599i,0.0008849+0.00078167i,0.00090672+0.00023844i,0.00082821-0.00029479i,0.0012646-0.00045713i,0.00074978-0.00023126i,2.1544e-05+0.00012645i,-0.00034106-0.0004828i,-0.00043756-0.00086268i,-0.00029567-0.00075196i,-0.00018747-0.00096772i
0.0011682+0.00033198i,0.0035457-0.00093917i,0.0045517-0.0027434i,0.0025266-0.0028813i,0.00049623-0.0020281i,0.00016264-0.001436i,0.00040717-0.0018866i,0.00062223-0.0018703i,0.00034865-0.00087671i,-5.2783e-05-0.0002135i,-0.00011773+0.00037419i,-0.00045702+0.00063951i,-0.00062326+0.00046426i,-0.00067243+0.00076346i,-0.00096583+0.00069018i,-0.00060298-0.00017826i,0.00032425-0.00047648i,0.00033553-0.00023899i,0.00076894+5.291e-05i,0.0011561-0.0001301i,0.00047204-0.00029814i,0.00034565-2.788e-06i,-3.8213e-05+0.00076964i
0.0015259+0.00164i,0.003054+0.0011689i,0.0041031+0.00023951i,0.0030426-0.00064039i,0.0010994-0.0015839i,0.00017778-0.0017917i,-0.00073752-0.0014847i,-0.0020198-0.00083222i,-0.0020928-0.00047325i,-0.00068577-0.0003128i,4.1686e-05+0.00024215i,-0.0006727+0.00075269i,-0.0010332+0.00051125i,-0.00034502-0.00017077i,-0.00046176+0.00037906i,-0.00095703+0.00039413i,-0.00069736+0.00017257i,-0.0006677+4.5149e-05i,-0.00029576-0.00023679i,-0.00021938+0.00030457i,-0.00067687+0.00042486i,-0.00055164-0.0003764i,-0.00042035-0.00035079i
0.00070429+0.00021397i,0.0019042-8.8844e-05i,0.0012182-0.001152i,-0.00070539-0.0016522i,-0.00094386-0.00097371i,-0.0013668-6.7724e-05i,-0.0024707+0.00049798i,-0.0025491+0.00070478i,-0.0021957+9.2579e-05i,-0.0011361+0.00021626i,0.0001681+0.0010294i,0.00036103+0.0010508i,0.00072124+0.00080461i,0.00038065+0.00073617i,-0.00070762+0.00012561i,-0.00081206+1.4978e-05i,0.00011897+0.00053704i,-3.1467e-05+0.00064412i,-0.00062867+0.00058924i,-4.9021e-05+0.00034348i,-0.00036032-0.00066631i,-0.00032532-0.0015187i,0.0005623-0.0010036i
0.0022508-0.00058574i,0.0016146-0.001158i,0.0011542-0.0020003i,-0.00032675-0.0042701i,-0.0017172-0.0048513i,-0.0016402-0.0027291i,-0.00041273-0.00085123i,0.00026246+0.00075261i,-5.9442e-05+0.0019607i,-0.00032768+0.0012242i,-0.00038151+8.5444e-05i,-0.0006104-0.00020092i,-0.0010546-8.6232e-05i,-0.0011596+7.0478e-05i,-0.00095835+0.00052301i,-0.00097299+0.0013799i,-0.00042537+0.0013002i,-6.3147e-05+0.00039716i,-4.1557e-05-0.00013135i,0.00022065-0.00050515i,0.00031754-0.00075329i,-0.00033905-0.00058774i,-0.0011275-0.00019532i
0.00063386+0.0021482i,0.0029096+0.00063109i,0.0052125-0.00024638i,0.0046571-0.0012051i,0.0021668-0.0013067i,0.00047266-0.0010507i,0.0003107-0.0012587i,0.00052572-0.00059954i,0.00041157+0.0005897i,9.5224e-05+4.036e-05i,7.6973e-05-0.00055616i,-0.0002764+0.00076215i,-0.00027485+0.00026601i,0.00013979-0.0015862i,7.6915e-05-0.0014627i,-0.00011831-0.00057309i,-0.00078876-0.00013666i,-0.0011598-9.123e-05i,-0.00044586-0.00091458i,0.00018936-0.0011298i,0.00039982-0.00034574i,0.00057482-0.00066482i,0.00094137-0.00034974i
-3.6553e-05-0.0013258i,0.00037035-0.0013687i,0.00083772-0.0020285i,-0.0002569-0.0014981i,-0.00064497+3.5262e-05i,0.0002227+0.00050986i,0.00056947-0.0010479i,0.00052431-0.0021453i,7.8753e-05-0.0017469i,-0.00023605-0.00034776i,-0.00040108+0.00067063i,-0.00057783+0.00090496i,-0.0008397+0.00033835i,-0.00058738-0.00032028i,-0.00040086-0.00073667i,-0.00049522-0.00074526i,-0.00096248-0.00046022i,-0.00078764-0.00040498i,-0.00036055+0.00015837i,-0.00057461+0.00049938i,-0.00019917+0.00045657i,0.00069287+0.00043385i,0.00040583+0.00045723i
-0.00025144+0.000921i,0.0011091+0.0005673i,0.0010944-0.0002855i,0.00069731-0.0012533i,0.0007416-0.00083572i,0.00042577-0.00093517i,-0.00062131-0.0018071i,-0.0018409-0.0021302i,-0.0019173-0.0010023i,-0.00084551-0.00010024i,-0.00027866+0.00092556i,0.00027959+0.0011918i,0.00072246-0.00021843i,0.00068745-0.00067188i,0.00075745-0.00090906i,-0.0003531-0.001157i,-0.0004404-0.001356i,0.00026434-0.0010134i,1.9994e-05-0.00099954i,-0.00016291-0.0010996i,-0.00037145-0.00057187i,-0.0001382-0.00047566i,0.00034928-0.00047118i
0.0022874-0.0003807i,0.0036493-0.001181i,0.0036462-0.0026303i,0.0022863-0.0036028i,0.00017694-0.0038976i,-0.00082218-0.002909i,-0.00073244-0.0016214i,-0.0007688-0.00046501i,-0.00087447+0.00079093i,-0.0011866+0.00091351i,-0.00043474+0.00087182i,0.0010856+0.00060154i,0.0011967+5.4058e-05i,0.00025009-0.00011704i,-0.0008016-0.00025404i,-0.00081515-0.0011922i,0.00013793-0.0016319i,0.00049142-0.00088504i,5.4243e-05-0.00020103i,-0.00065399-0.00034364i,-0.0010098-0.00058155i,-0.00080432-0.00071188i,4.8728e-05-0.00038824i
-0.0012882+0.0011283i,0.00073788+0.0009298i,0.0025624+0.0010692i,0.0024534+0.0016917i,0.0013436+0.0015751i,0.00038732-0.00015293i,-0.00013014-0.0015467i,-0.00052477-0.00082351i,-0.00039885+0.00020754i,0.00049251-6.5172e-05i,0.00049186-0.00033796i,0.00012183-0.00034114i,0.00086644-0.00066497i,0.0017721-0.00078189i,0.0012167-0.0015366i,0.00059142-0.0016818i,0.00014059-0.0014449i,-0.00084572-0.00075774i,-0.00045949+0.00021701i,0.00054802+0.00061137i,0.00013459+0.0011913i,-0.00014923+0.0011188i,0.00012585+0.00037716i
-0.00079311+0.00061864i,0.0012509-0.00015111i,0.0031683+0.00010957i,0.0023479+1.5435e-05i,0.0012519-0.00051496i,0.00020019-0.00047758i,6.8769e-05-0.00013106i,0.0012893-0.00042007i,0.0020414-0.0006015i,0.0012221-0.00017723i,9.4408e-05+0.00028022i,-0.00016952+0.0001979i,2.168e-05-0.00052627i,0.00054934-0.0012552i,0.0011711-0.00174i,0.0014296-0.0014796i,0.00032464-0.00069979i,-0.00041254-0.00015341i,0.00017344+7.5417e-05i,0.00059412+0.00051858i,0.00074818+0.00066636i,0.0004987+0.0009224i,0.00010915+0.0011273i
-0.0018327+0.00026235i,-0.00016073-0.00024444i,0.0012408+1.7273e-05i,0.0019887-0.00072214i,0.0015944-0.0017363i,0.0011503-0.0012103i,0.00078943-0.001181i,-0.00021062-0.0015048i,-0.00043391-0.0014484i,9.0409e-05-0.0015392i,0.00036658-0.0015954i,0.00068691-0.00096027i,0.00076184-0.00032256i,-1.2733e-05-0.00051179i,-0.00012595-0.0011164i,0.00025854-0.00068985i,0.00010598-0.00063422i,-0.00018636-0.000453i,-0.00015898-0.00030224i,-0.00054694-0.00044128i,-0.00031496-0.00022966i,0.00038702+4.5177e-05i,0.000707+0.00048509i
0.0011039+0.0001151i,0.001479-0.00029761i,0.0015817-0.00064392i,0.0010925-0.001293i,0.00041936-0.0011168i,0.00087752-0.00035432i,0.0016268-0.00047087i,0.0013627-0.001256i,0.0005441-0.0015562i,-2.3828e-05-0.0008094i,-0.00015136+0.00027885i,0.00023434+7.212e-05i,0.00096369-0.00045265i,0.0013247-0.00024186i,0.0011007+0.00014232i,0.00072993+0.00024626i,0.00032559-0.00013731i,0.00042672-0.0004591i,0.00040141-0.00021703i,0.00057182-0.000118i,0.0011931-0.00032271i,0.00071264-0.00048568i,-0.00010492-0.00036656i
0.0021809-0.0001648i,0.0026285+0.00011242i,0.0032522-0.00018321i,0.0024713-0.00083867i,0.00086089-8.9556e-05i,4.2997e-05-0.0002524i,0.00011012-0.00075302i,0.00035803-8.7502e-05i,0.00036397+0.0012387i,0.0003013+0.0016294i,0.0003658+0.0006846i,0.00027855+0.00071486i,-4.3108e-05+0.00068639i,0.00067622-0.00013547i,0.0015683-0.00039699i,0.001982-4.4564e-05i,0.00098148-0.00016942i,-0.00068329-0.00039217i,-0.00062583-4.2787e-05i,-0.00050463+0.00036288i,-0.00097362+9.6211e-05i,-0.0011216-0.00079075i,-0.00081763-0.001286i
0.0032427-0.00083936i,0.0035035-0.0016307i,0.0025973-0.0019213i,0.00036669-0.0017666i,-0.0010919-0.0011924i,-0.0015395-0.00054827i,-0.00074538-0.00060284i,0.00031087+5.579e-05i,0.001085+0.00023474i,0.0017225-0.00013859i,0.0012318-3.8847e-05i,0.00010211+0.00099342i,-0.00036502+0.0016399i,4.9404e-05+0.0011137i,0.00021785+0.0015097i,-0.00037069+0.00179i,-0.00054566+0.0010217i,0.00020529+0.00043777i,0.00082378+0.00047175i,0.00042068+0.00039162i,0.00021039+0.00029312i,0.00034136-0.00015943i,0.00018321-0.00052547i
0.00089716-0.00017789i,0.00092885-0.0014072i,0.00087677-0.0027044i,0.00044366-0.0039063i,-0.00057413-0.0035186i,-0.00076547-0.0024326i,-0.00049979-0.0020555i,-0.00086534-0.001792i,-0.00092894-0.0021603i,-0.00070514-0.0016857i,-0.0011286-0.00068014i,-0.00020857-0.00040219i,0.00068695+0.00039393i,0.00059628+0.00078002i,0.0006694+0.0004304i,0.00028344+2.634e-05i,0.00035855+0.00010938i,0.0010312-2.8455e-05i,0.0010835+0.00010758i,-8.8023e-06-0.00017789i,-0.00078803-0.00079761i,-0.0010102-0.00093934i,-0.0005363-0.00086286i
-8.5742e-05-0.00048155i,0.0015982+0.00073553i,0.0019209+0.0005824i,0.00043121+0.00043701i,-0.00056317+0.00073923i,0.0003463+0.00092497i,0.00037607+0.00013844i,-0.0005671-0.00018127i,-0.0013991-0.00045234i,-0.00074275-0.00019774i,0.00027018+0.00064962i,0.00071898+0.00047704i,0.00098547+0.00017702i,0.00098306+0.00020659i,0.00015643+0.00019106i,-0.0007305+6.8052e-05i,-0.00014079+0.00012526i,0.00020349-6.2763e-05i,-7.033e-05-0.0011223i,0.00020444-0.00058019i,0.00029853+0.00020532i,4.7662e-05-0.00017887i,-0.00055077-0.00019464i
0.0005603+0.0007135i,0.0014783-0.00058866i,0.0012903-0.00081352i,0.00018537-0.00020618i,-0.00094439+0.00053683i,-5.429e-05+0.00071902i,0.001328+0.00022488i,0.00098195-4.5005e-05i,-0.00012193+6.7159e-05i,-0.00044777+0.00031819i,-0.00037078+0.00072913i,-0.00036069+0.00093754i,0.00024661+0.00048228i,0.00023951-0.00029189i,0.0001238-7.9009e-05i,0.00025277+0.00023582i,0.0005667+0.00018879i,0.0015752+1.6443e-05i,0.0011261-8.3518e-05i,-0.00031016-0.00024838i,-0.00091913-0.00081515i,-0.000778-0.00015615i,-0.00060601+0.00030344i
0.00023165+0.00067993i,0.0011079+0.00086862i,0.001748-0.00096068i,0.0018449-0.0015074i,0.0011746-0.0016326i,0.00075814-0.0018005i,0.00043378-0.0021329i,0.00018916-0.0023148i,0.00069839-0.0008904i,0.00077109+0.00046046i,0.00049843+0.0013954i,-0.00011477+0.0015489i,-0.00046766+0.00078762i,-0.00089568-0.00025843i,-0.00087733-0.00084941i,-0.00069696-0.0018621i,-0.0006432-0.0020066i,-0.00020856-0.00089308i,0.0001315-0.00057665i,0.00026178-0.0009658i,-0.0002081-0.00089688i,-0.00030088-0.00070979i,-7.8275e-05-9.1636e-05i
0.00087779+0.0011423i,0.0019405+0.00068309i,0.0013473-0.00055364i,0.0001363-0.0019334i,-0.00018948-0.0025195i,0.00027387-0.0020274i,0.00071665-0.0018366i,0.00049171-0.0025525i,0.00090946-0.0022969i,0.00183-0.0010631i,0.001373-0.00024859i,0.00063436+0.00068138i,0.00040363+0.0018011i,5.8306e-05+0.00076913i,-0.00010536-0.00052521i,-0.00057627-0.00017145i,-0.00051159+0.0004846i,0.00049664+7.4274e-05i,0.00077411-0.00033102i,0.00042654-0.00016414i,0.0005812-0.0007176i,0.00057159-0.00085301i,-0.0002598-3.225e-05i
0.00029957+0.0003257i,6.345e-05-0.00067159i,0.00079282-0.0015077i,0.00067517-0.0010665i,-0.00049769+0.00054044i,-0.0006268+0.00027924i,-0.00062195-0.00070089i,-0.0011573-0.0015223i,-0.0012787-0.0020454i,-0.00031365-0.0015952i,0.00051972-0.00049298i,0.00032151+0.00046723i,0.00034122+0.00035455i,0.00022834+9.1524e-05i,-0.00021196+0.0002365i,-0.00011081+0.00030852i,0.00036535-0.00014373i,0.00083201-0.0002936i,0.00032222-0.00067311i,-0.00034883-0.00036099i,-0.00032303+0.00039394i,-5.0402e-05+0.00050809i,0.00016817+0.00021077i
0.0023777-0.00078595i,0.0022694-0.0012383i,0.0026167-0.0025397i,0.0018431-0.0025704i,-0.00020504-0.0016137i,-0.0010806-0.0009496i,0.00011644-0.00027262i,0.00031548+0.00071573i,-0.00081094+0.0010175i,-0.0018134+2.9585e-05i,-0.0019062-0.00078142i,-0.0010973-0.00094363i,-1.189e-05-0.00074382i,0.0004351-0.00059922i,0.00018186-0.00094524i,-0.00020592-0.0010672i,-0.00047832-0.0011043i,-0.00099007-0.00095052i,-3.3136e-05-0.00023445i,0.0010383+0.00032913i,0.0010162+0.00048026i,0.0010382+0.00010828i,0.0013432-8.1449e-05i
0.00037991+0.0010604i,0.001344+0.00064789i,0.0020186-0.0010671i,0.0018273-0.002826i,0.00081339-0.002031i,-0.00034712-0.0009613i,-0.00031921-0.00074438i,0.00069266-0.00029692i,0.00095465+0.0007953i,0.00043584+0.0016587i,5.6624e-05+0.0010805i,-0.00043459+0.00079654i,-0.0010999-0.0003418i,-0.00059671-0.00139i,0.00035796-0.0012971i,0.00051005-0.0015928i,0.0005926-0.001362i,0.00064785-0.00073485i,0.00033395-6.3279e-05i,-0.00055619+0.0005i,-0.0008283-6.7995e-05i,-0.00069267-0.00017562i,-0.00044805-0.00010735i
-0.00023064-0.00064487i,0.00011603-0.0010271i,0.00015239-0.0017274i,0.00098221-0.0020878i,0.00084418-0.0022322i,0.00034786-0.001496i,0.00065061-0.0010226i,0.0010256-0.00060603i,0.0012257+8.7921e-05i,0.00083081+0.00045681i,0.0011453+0.00067614i,0.0010629+0.00084166i,0.0002909+0.001103i,-0.00012657+0.00085082i,1.3727e-05+0.00018698i,-1.7843e-05-0.00040574i,-0.00014603-0.00040708i,5.7212e-05-0.00051649i,8.3779e-05-0.00044808i,0.00015354-0.00037258i,0.00015511-5.3324e-06i,-0.00032462+0.0003734i,-0.00040334+0.00049988i
0.00073385+0.00047297i,0.0016148-0.00051617i,0.0027536-0.0009133i,0.0023883-0.0010375i,0.0019451-0.0012352i,0.0020913-0.0020576i,0.0016264-0.0032041i,0.00050396-0.0024953i,1.4079e-05-0.0013682i,0.0009534-0.00090412i,0.00089321-0.00033791i,-0.00030598+0.00016197i,-0.00012714+0.00036855i,0.00064186+0.0001366i,0.0015942-0.00063904i,0.0015372-0.0013248i,0.00099204-0.0010797i,5.7463e-05-0.00014532i,-0.00056127+0.00030293i,-3.0989e-05+0.00013088i,0.00050688-0.00068213i,0.00045619-0.00096069i,-3.0748e-05+3.386e-05i
-0.00025159+0.0016949i,0.0004548+0.0011528i,0.0016391+0.00032466i,0.0009917+6.2047e-05i,-6.1997e-05-0.00010139i,-0.00033497-0.00045586i,-0.0012001-0.001043i,-0.0024151-0.0015633i,-0.0018723-0.00097473i,-0.00021065+0.00012304i,0.00055291+0.00036606i,0.0011111+0.00031245i,0.001821+0.00035436i,0.0024513-0.00031657i,0.0031636-0.0010654i,0.0030039-0.001005i,0.0011929-0.0010022i,0.00012368-0.00042382i,-5.0171e-05-0.00017074i,-7.8534e-05-0.00016688i,-0.00015424+0.00035333i,-0.00056186+0.00028438i,-0.0007815+0.00026813i
0.00049695-0.0011041i,0.001442-0.00094648i,0.00193-0.0014042i,0.0020891-0.0012038i,0.0014229-0.00088939i,0.00027816-0.00035006i,0.00056897-0.00017427i,0.00010712+0.00015939i,-0.00074421+0.0014935i,-0.00059632+0.0018505i,-0.00033179+0.00085816i,5.1938e-05+0.00022303i,0.0006575-0.00045131i,0.00078583-0.00087837i,0.00069423-0.00041585i,0.0011581+0.00014622i,0.00084233+0.0004541i,0.00016337+0.00017079i,0.00021737+0.00011523i,0.00017826+0.00046216i,-0.00020773+9.2999e-05i,-7.4044e-06-6.4002e-05i,0.00033095+0.00013236i
0.00063438+0.0002718i,0.00064834+0.00041873i,0.00081967-0.00064054i,0.00027978-0.0013013i,-0.0006336+0.00038394i,-0.00049604+0.0012713i,0.00046054+0.00021418i,0.0016628-0.00070179i,0.0027999+8.563e-05i,0.0028474+0.00024482i,0.001366+4.1502e-05i,-0.00089549-4.2981e-05i,-0.0011358+0.00013969i,-0.00055167+0.0010414i,-0.00078119+0.0012729i,-0.00078375+0.0010844i,0.00013232+0.0014503i,1.6852e-05+0.0015785i,-0.0008097+0.00084518i,-0.00091898+0.00017829i,0.00012369+8.3571e-05i,0.00080574-0.0001134i,0.00012036-0.0007493i
0.000834+0.0017256i,0.0016951+0.00082157i,0.0024405-0.00019074i,0.0015968-0.00098637i,0.0014101-0.00078673i,0.0018557-0.00052447i,0.001099-0.0011257i,0.00081781-0.001958i,0.0007535-0.0023826i,0.00026229-0.0011256i,0.00072457+0.00096825i,0.0012052+0.0015006i,0.00053498+0.0012187i,7.0724e-05+0.0014192i,-0.0002347+0.0014029i,-9.3263e-05+0.0013613i,0.00036458+0.00020357i,0.00058367-0.00062144i,0.00030015+0.00047427i,0.00029988+0.00055697i,0.00049417-0.00017803i,6.1192e-05-0.00017872i,2.3999e-05+1.7499e-06i
0.0040963+0.00019715i,0.0048413-0.0020204i,0.0044945-0.0037998i,0.0026607-0.0038977i,0.00043883-0.0031292i,-0.00066097-0.0010831i,-0.0016882-3.7616e-05i,-0.0022735-0.0010632i,-0.0024788-0.001599i,-0.0028456-0.0005603i,-0.0020506+0.0004542i,-0.00079782+0.0010719i,-4.7086e-05+0.0016777i,-0.00011834+0.0016484i,-0.00083194+0.0011863i,-0.0010032+0.00022059i,-0.00051941-0.00043062i,-9.5374e-05+0.00010767i,0.00048294+0.0003618i,0.00066859-0.00058635i,0.00060752-0.0017609i,0.00015287-0.0012279i,-0.00050157-5.8833e-06i
0.0013896+0.00049142i,0.0018735+0.00021951i,0.0011825-0.001527i,-0.00040356-0.0032481i,-0.00087077-0.0030038i,-0.0003037-0.0017237i,-0.00012043-0.00054056i,-0.0010521+0.00043351i,-0.0017554+0.0011267i,-0.0011782+0.00079861i,9.8678e-05+1.7206e-07i,0.0010816-7.473e-05i,0.0015425-5.3955e-05i,0.0013433-0.0007941i,5.5705e-05-0.00081677i,-0.00094893+0.00048662i,-0.00086222+0.0012514i,-5.9415e-05+0.00066148i,0.00035998+0.00062427i,8.9474e-07+0.00041963i,-0.00020985-0.00057165i,-0.00016612-0.00060373i,-0.00014478+0.00024957i
-0.0012981+0.0011596i,0.00080326+0.0012737i,0.0026965+0.00095924i,0.0022347+0.00084956i,0.0017596+0.00032473i,0.0017104-0.00064668i,0.00090933-0.0014914i,0.0014967-0.00089234i,0.0021713+0.00022194i,0.0012821+0.00073955i,7.23e-05-0.00014332i,-0.00090321-0.00086121i,-0.001107-0.0014893i,-0.00057716-0.0018372i,-0.0014714-0.00090159i,-0.0024826-0.00029239i,-0.0017784-0.00027775i,-0.00082668+0.00012486i,-0.00011664+0.00014494i,0.00028144+8.3186e-07i,0.00044761-0.00011012i,0.00011377+4.8423e-05i,-5.3247e-06+0.00039147i
0.0022825-0.00095454i,0.0028029-0.0015499i,0.0019222-0.002439i,0.00020115-0.0025293i,-0.0010849-0.0013977i,5.0685e-05-0.0010125i,0.0017187-0.0014305i,0.0019926-0.0016016i,0.0019675-0.0010182i,0.0017114-0.00043142i,0.00050516+0.00032728i,-0.00040691+0.00091278i,-0.00078328+0.0004981i,-0.00044856+0.00045059i,0.00040581+0.00072436i,0.00055289-0.00025533i,0.00053867-0.00054566i,0.0010176-0.00027691i,0.00053045-0.00056148i,-0.00097936-0.00029943i,-0.00068944-0.00017095i,0.00066035-0.00017209i,0.00055571+6.3735e-05i
-0.0004217+9.4577e-05i,0.00048908-0.00092103i,0.0014764-0.0023917i,0.00086249-0.002614i,4.8509e-05-0.0017215i,6.757e-05-0.0009788i,0.00034772-0.0015909i,-8.354e-05-0.0026973i,-0.00044454-0.0018239i,-0.00038091-0.0016747i,-0.00031091-0.00084274i,0.00015496+0.0015089i,0.00067389+0.0019729i,0.00044104-2.7514e-05i,0.00016229-0.0015143i,0.0006349-0.0012149i,0.00096572-0.00060488i,0.0003094-0.00047995i,-0.00075031-0.00067634i,-0.00067899-0.00034184i,-1.2539e-05+0.00025347i,0.00047985+0.00028608i,-8.7348e-06-0.000229i
0.0011574+0.00065336i,0.0013142-0.00066941i,0.0018342-0.0014727i,0.0015682-0.00079898i,0.00070487+0.00041239i,-0.00024295+0.00087937i,-0.00094827-0.00015839i,-0.0015891-0.00068453i,-0.0027237-0.0001578i,-0.0025001-1.9827e-05i,-0.0011605+0.00018337i,-0.00011816-1.3533e-05i,0.00082563-0.00073918i,0.00073566-0.001272i,5.4457e-05-0.001566i,-0.00080874-0.0013397i,-0.0012143-0.00099696i,-0.0010757-0.00072478i,-0.00091869-0.00043119i,-0.00031445-0.0003547i,9.9631e-05+0.0001131i,5.9895e-05+0.00031296i,0.00010917+0.00041904i
-0.00063992+0.0016031i,0.00090133+0.0017101i,0.0020649+0.0011902i,0.0018034+0.00018378i,0.00073168-0.00037212i,0.0012417-0.0010668i,0.0010032-0.0015953i,-0.0001024+8.1438e-05i,-0.00014195+0.0024355i,0.00036401+0.0026094i,0.00034795+0.0016198i,-0.00053889+0.00055113i,-0.00044106-0.00053721i,-0.00054916-0.0014248i,-0.00078873-0.0020834i,-0.00083054-0.0019938i,-0.00098889-0.0013907i,-0.00097863-0.00094087i,-0.0010535-0.00029556i,-0.00071664-2.7824e-05i,-0.00064385+3.8897e-05i,-0.00076185+6.8824e-05i,-0.00075359+0.00030551i
0.00088331-0.00040232i,0.0031374-0.00026578i,0.0044072-0.0012726i,0.0043911-0.002038i,0.0033195-0.0014305i,0.0018333-0.0013939i,0.0015867-0.0021101i,0.0016285-0.0015045i,0.0016955+0.00033423i,0.0017403+0.00079869i,0.0014769+4.3837e-06i,0.00060046-7.439e-05i,-6.462e-05-0.00010924i,0.00027569-0.00041978i,0.00083015-0.00049541i,0.0011316-0.00079633i,0.0014996-0.0010049i,0.0014111-9.5966e-05i,0.00023222+0.00056074i,-0.00042442+0.00026647i,0.00021349+0.0004529i,0.00085547+0.00036748i,0.0010455-0.00048393i
0.0034594-0.00077988i,0.0044302-0.00086841i,0.0048716-0.0019736i,0.003209-0.0037731i,0.0010505-0.0038876i,0.00053216-0.0030368i,0.00074882-0.0027471i,0.0010511-0.0026385i,0.0013773-0.002484i,0.001125-0.0020784i,0.00039028-0.00089795i,-0.00021534+0.00074838i,-0.00032956+0.0011989i,-0.00036372+0.00038448i,0.0001504-0.00073796i,0.00098323-0.00099117i,0.00077111-0.00067489i,-5.2259e-05-0.00061505i,-0.00036893-0.0011049i,-0.00042747-0.001265i,6.9596e-05-0.00069544i,0.0002561-0.00030068i,4.1978e-05-0.0001866i
