-0.0051126+0.00022693i,-0.0043813-0.00028067i,-0.0042449+0.00064217i,-0.0023238+0.0015866i,-0.00046761+0.0025253i,0.00025207+0.002045i,-0.00022664+0.0019694i,-0.00020388+0.0022386i,0.00061043+0.001504i,0.001147+0.0006439i,0.0010252+0.00042387i,0.00044318+0.0001259i,0.00067631-0.00064161i,0.00089066-0.00093687i,0.00022069-0.00058562i,-0.00030462+0.00047025i,0.00042495+0.0011277i,0.00084497+0.0011743i,0.00033024+0.00086932i,3.8124e-05+0.0010795i,-0.00051675+0.00079698i,-0.00056344-0.00042231i,0.00017348-0.00056719i
-0.15401+0.35615i,-0.49446+0.60208i,-0.74195+0.71215i,-0.59063+0.55659i,-0.32466+0.22507i,-0.25811+0.016245i,-0.19379+0.061929i,-0.019605+0.12219i,0.085236+0.0686i,0.068127+0.012539i,0.034361+0.010036i,0.046407+0.019174i,0.074488+0.0024673i,0.066265-0.01806i,0.036124-0.014506i,0.01745-0.011306i,0.0038536-0.022143i,-0.0005882-0.026552i,0.002639-0.019357i,0.0013641-0.0087955i,0.00022843-0.0089736i,-0.0055435-0.024998i,-0.0070528-0.03434i
-0.0024311+0.011804i,0.15501-0.15459i,0.29846-0.34744i,0.24669-0.36276i,0.10712-0.22164i,0.039627-0.10431i,0.0042453-0.12332i,-0.046412-0.17693i,-0.067962-0.16246i,-0.042406-0.10858i,-0.033498-0.053845i,-0.047031+0.0020682i,-0.029387+0.043046i,0.009854+0.054377i,0.029898+0.053241i,0.030439+0.053847i,0.03005+0.053286i,0.025866+0.047395i,0.018302+0.036777i,0.016468+0.020999i,0.012799+0.0030933i,0.0020146-0.0093955i,-0.014155-0.015953i
-0.22018-0.13751i,-0.27182-0.10997i,-0.17967-0.033354i,-0.031702-0.018418i,0.085349-0.0548i,0.17815-0.08149i,0.18729-0.079803i,0.11143-0.046914i,0.028948-0.0059313i,-0.020933+0.0063976i,-0.032819-0.017856i,-0.034053-0.040563i,-0.041718-0.02195i,-0.032061+0.013703i,-0.0054454+0.013152i,0.0057081-0.01364i,-0.0029032-0.026506i,-0.0090273-0.022121i,-0.0048061-0.016307i,0.0012014-0.014384i,0.0026571-0.010687i,0.0070891+0.0015238i,0.018033+0.011242i
0.23771-0.071558i,0.21875-0.0039017i,0.042034+0.12771i,-0.10541+0.19016i,-0.13324+0.15994i,-0.11829+0.11491i,-0.060221+0.087032i,0.022055+0.066186i,0.080128+0.054413i,0.10191+0.037311i,0.092391+0.010953i,0.077856-0.012353i,0.069465-0.030828i,0.051217-0.035933i,0.024285-0.01893i,0.0079316+0.0065413i,0.0044704+0.021414i,0.0023083+0.020302i,-0.0068563+0.014366i,-0.019241+0.014486i,-0.026013+0.020531i,-0.027943+0.026197i,-0.0251+0.02906i
-0.010425+0.14296i,-0.0592+0.092219i,-0.068726+0.021079i,-0.00091694+0.085811i,0.045884+0.21497i,0.035687+0.24854i,0.011381+0.18477i,-0.0096199+0.083664i,-0.03238-0.00078513i,-0.050615-0.014614i,-0.039551+0.029496i,-0.012992+0.062073i,-0.00078298+0.063554i,-0.00084175+0.052094i,-0.0036697+0.038653i,-0.0011913+0.025532i,0.0028965+0.0095016i,0.0039488-0.005213i,0.0057229-0.013518i,0.0044614-0.017713i,0.0031058-0.019804i,0.0057095-0.025061i,0.0048245-0.028142i
-0.069538+0.13936i,0.048981+0.16904i,0.13549+0.11325i,0.10092+0.050196i,0.094167-0.0045098i,0.12396-0.073656i,0.080929-0.074178i,0.02469+0.0038438i,-0.0064752+0.052336i,-0.029129+0.059077i,-0.040323+0.031843i,-0.077837-0.0036359i,-0.10963+7.7826e-05i,-0.086409+0.010053i,-0.049149-0.001718i,-0.035575-0.012194i,-0.031389-0.01182i,-0.024987-0.003364i,-0.016234+0.010712i,-0.0047169+0.018494i,0.0037281+0.012179i,0.010498+0.00026384i,0.015639-0.010441i
-0.29127-0.27837i,-0.50448-0.24531i,-0.45895-0.065045i,-0.17132+0.0057593i,0.033349-0.050835i,0.041233-0.07988i,0.0015747-0.074472i,0.0061577-0.051416i,0.064296-0.019294i,0.10846-0.033764i,0.086346-0.056173i,0.077673-0.050253i,0.089076-0.050421i,0.062553-0.03866i,0.028028-0.010425i,0.021276+0.0015548i,0.026265+9.7154e-05i,0.02596-3.725e-05i,0.022591-0.0034753i,0.021103-0.0082679i,0.023364-0.0032584i,0.022857+0.011008i,0.017793+0.02364i
0.5708-0.0057981i,0.86236-0.087298i,0.85132-0.14217i,0.59834-0.09122i,0.34349+0.010495i,0.17441+0.088441i,0.063789+0.10815i,-0.023641+0.068247i,-0.10615+0.039472i,-0.12926+0.065199i,-0.078572+0.085866i,-0.036015+0.072959i,-0.023792+0.052477i,-0.013401+0.021598i,-0.0096091-0.0027041i,-0.017784-0.0067277i,-0.028781-0.0073568i,-0.030992-0.0083616i,-0.023118-0.0083587i,-0.02236-0.0096739i,-0.034804-0.010167i,-0.044508-0.0070693i,-0.043656-0.0011659i
-0.39155+0.33421i,-0.72378+0.43759i,-0.90539+0.35631i,-0.74507+0.16077i,-0.42473-0.063841i,-0.23592-0.18931i,-0.15468-0.12069i,-0.046665-0.023096i,0.035539-0.016858i,0.034625-0.028156i,0.0027397-0.0087481i,-0.013144+0.023209i,-0.0019709+0.036262i,0.012878+0.02439i,0.01222+0.012876i,0.013247+0.016979i,0.028836+0.024996i,0.042632+0.022433i,0.036757+0.015614i,0.022189+0.014874i,0.020114+0.0071842i,0.027735-0.014329i,0.034249-0.03483i
-0.028342-0.18802i,0.25893-0.26427i,0.63526-0.3138i,0.62562-0.31956i,0.29925-0.19102i,0.14287-0.027824i,0.17071-0.048581i,0.15064-0.11959i,0.11738-0.096111i,0.10343-0.066322i,0.066764-0.062043i,0.034656-0.070085i,0.0020615-0.076107i,-0.027814-0.043099i,-0.021105-0.0056348i,-0.00156-0.0054754i,-0.004707-0.015658i,-0.018974-0.012022i,-0.018287-0.0051904i,-0.0013557-0.0026088i,0.011059+0.0050723i,0.0089442+0.019924i,-0.001142+0.033094i
0.098406-0.27658i,-0.14803-0.32936i,-0.53187-0.099244i,-0.58542+0.22475i,-0.30089+0.31703i,-0.12918+0.25081i,-0.11998+0.24345i,-0.11007+0.22292i,-0.10615+0.15195i,-0.076517+0.10234i,-0.015316+0.050061i,0.0040398+0.0084994i,0.0027578+0.014023i,0.018917+0.010979i,0.021262-0.015008i,0.0022855-0.025371i,-0.0067511-0.021064i,-0.0025136-0.01329i,0.0028131+0.0001655i,0.006465+0.01198i,0.0047997+0.016041i,-0.001263+0.017794i,-0.0053207+0.01412i
0.1934+0.50437i,0.40959+0.70877i,0.54465+0.52302i,0.40509+0.12389i,0.099297-0.079071i,-0.057348-0.11988i,-0.067228-0.15237i,-0.056598-0.11173i,-0.014884-0.035124i,0.011859-0.013741i,-0.0066983-0.0059478i,-0.011042+0.011635i,0.005214+0.011501i,0.014292+0.0067416i,0.016455+0.011036i,0.017296+0.014736i,0.013624+0.011592i,0.0036902+0.001195i,-0.0078896-0.013185i,-0.015531-0.023252i,-0.0147-0.026265i,-0.0088345-0.029382i,-0.0055722-0.026227i
-0.42571-0.30067i,-0.6647-0.53177i,-0.66962-0.50351i,-0.41547-0.16224i,-0.104+0.10539i,0.034924+0.1306i,0.015849+0.082124i,0.0027689+0.038938i,0.0049931-0.0020516i,-0.010067-0.011956i,-0.025137+0.011095i,-0.031481+0.032769i,-0.032424+0.036341i,-0.026901+0.027955i,-0.017757+0.012887i,-0.012777+0.0011602i,-0.0099577+0.0015331i,-0.0033648+0.013151i,0.00265+0.02269i,0.0055498+0.022644i,0.011653+0.017833i,0.023035+0.0098223i,0.030809+0.0014019i
0.22995-0.015381i,0.39209+0.16514i,0.45574+0.36148i,0.41704+0.29636i,0.3481+0.088829i,0.2687+0.0067252i,0.18428+0.025738i,0.07685+0.054231i,-0.013897+0.087502i,-0.032082+0.090733i,-0.0053337+0.043137i,0.013862-0.0086867i,0.018223-0.027964i,0.0099593-0.027072i,-0.0057268-0.012854i,-0.0085066+0.0055623i,0.0011101+0.0026013i,0.0028624-0.01686i,-0.0036382-0.023522i,-0.010093-0.012794i,-0.017805+0.0020561i,-0.025583+0.014751i,-0.026121+0.019684i
0.1511+0.04552i,0.17263-0.10597i,0.068974-0.34208i,-0.071034-0.3874i,-0.13952-0.24922i,-0.15385-0.18952i,-0.15697-0.19955i,-0.092106-0.16693i,0.0047877-0.13473i,0.026812-0.094049i,0.017979-0.022347i,0.035294+0.015869i,0.036183+0.0085412i,0.01743+0.0075915i,0.017881+0.013603i,0.022354+0.0069674i,0.0097488+0.0080461i,-0.0031109+0.020577i,-0.0071751+0.02367i,-0.0080455+0.016861i,-0.0092842+0.010523i,-0.012149+0.0073866i,-0.01497+0.0083745i
-0.33566+0.18817i,-0.5006+0.4174i,-0.38431+0.60979i,-0.054918+0.55317i,0.14332+0.31642i,0.16882+0.19667i,0.19981+0.17372i,0.18792+0.069983i,0.077849-0.027297i,-0.0010633-0.036255i,-0.024647-0.02301i,-0.04752-0.0025701i,-0.046598+0.019356i,-0.023871+0.0087248i,-0.021738-0.011647i,-0.027243-0.013824i,-0.015002-0.013203i,0.0061665-0.015439i,0.022233-0.015503i,0.027474-0.017107i,0.0295-0.023397i,0.034873-0.031398i,0.034845-0.035255i
0.17452-0.36368i,0.30341-0.68708i,0.21898-0.88109i,-0.057618-0.76555i,-0.17488-0.48168i,-0.1266-0.28625i,-0.13997-0.16269i,-0.14996-0.01485i,-0.074576+0.073429i,-0.0098476+0.054402i,-0.0030071+0.00093034i,-0.015414-0.031788i,-0.01066-0.029823i,0.014927-0.010448i,0.035378-0.00021106i,0.034947+0.0010273i,0.019918+0.0037735i,0.0012544+0.0050095i,-0.011729+0.0017727i,-0.018127+0.0001168i,-0.023229+0.0077467i,-0.025592+0.021825i,-0.019565+0.028527i
0.051734+0.24705i,0.068215+0.51861i,0.14257+0.67638i,0.22159+0.56024i,0.13875+0.35167i,0.023557+0.24823i,0.055542+0.16979i,0.09458+0.050526i,0.055043-0.012593i,0.028882-0.0019793i,0.043645+0.014269i,0.058172+0.0096297i,0.04176-0.00797i,0.0041847-0.017318i,-0.018797-0.015019i,-0.023785-0.013863i,-0.020414-0.01373i,-0.0096627-0.012602i,-0.0015864-0.010174i,0.00094025-0.003376i,0.0029939+0.0014831i,0.00081202-0.0036078i,-0.0074049-0.0098965i
-0.11542+0.030985i,-0.24018-0.017383i,-0.35177-0.070229i,-0.33706-0.052519i,-0.17149-0.013934i,-0.024922-0.030484i,-0.027085-0.05632i,-0.072547-0.030798i,-0.06296+0.000447i,-0.037663-0.0019977i,-0.026806-0.0012169i,-0.0089131+0.018807i,0.019318+0.029467i,0.03188+0.021706i,0.023402+0.017124i,0.017254+0.018461i,0.015179+0.012211i,0.0058883+0.0055694i,-0.0018895+0.0072205i,-0.00053206+0.0084622i,0.0036776+0.00093161i,0.0047392-0.0088591i,0.0057229-0.013109i
-0.040133-0.19598i,-0.021976-0.35521i,0.031882-0.37821i,0.060178-0.22577i,0.027274-0.085727i,-0.022772-0.023354i,-0.037968+0.052059i,-0.00039336+0.12559i,0.052075+0.13864i,0.065482+0.10498i,0.032017+0.05869i,-0.017386+0.021379i,-0.044359+0.0083926i,-0.032123+0.010993i,-0.0049739+0.011587i,0.010934+0.015257i,0.01947+0.023953i,0.024641+0.02378i,0.023516+0.013594i,0.017733+0.0065634i,0.012675+0.0099142i,0.013722+0.021258i,0.012983+0.030171i
0.19341+0.14274i,0.34913+0.31506i,0.39413+0.37764i,0.28497+0.25206i,0.1535+0.12843i,0.096937+0.062038i,0.082954-0.047531i,0.052511-0.1371i,0.01824-0.14831i,-0.0058751-0.11624i,-0.014845-0.063194i,-0.0062258-0.018088i,-0.0072529+0.007273i,-0.020416+0.025748i,-0.023907+0.024942i,-0.023909+0.002849i,-0.030323-0.014742i,-0.031727-0.017482i,-0.020659-0.013424i,-0.0069189-0.013996i,-0.0021227-0.021834i,-0.0073113-0.027227i,-0.0093702-0.025183i
-0.18055+0.026152i,-0.38417+0.027807i,-0.46499+0.069121i,-0.28475+0.13002i,-0.044825+0.094573i,0.012038+0.028775i,-0.037206+0.063749i,-0.05126+0.097459i,-0.05859+0.070455i,-0.05804+0.050565i,-0.023939+0.034914i,0.0068829+0.0061557i,0.022285-0.022602i,0.028635-0.04442i,0.024315-0.045649i,0.019073-0.033181i,0.017894-0.027707i,0.018768-0.023086i,0.014609-0.014549i,0.00068923-0.0081086i,-0.011903-0.00027274i,-0.013794+0.0069142i,-0.0098625+0.0051619i
0.027852-0.11013i,0.10699-0.25994i,0.16293-0.41875i,0.091541-0.44266i,-0.028726-0.30498i,-0.049511-0.16816i,0.0042581-0.12464i,0.047587-0.096223i,0.075038-0.048948i,0.07618-0.02334i,0.038346-0.0087274i,0.0018994+0.019747i,-0.005889+0.042271i,-0.0018085+0.040383i,-0.0032681+0.025656i,-0.009606+0.021628i,-0.012398+0.026788i,-0.014671+0.024206i,-0.020426+0.014847i,-0.018227+0.010769i,-0.0016656+0.0097393i,0.016488+0.0030005i,0.022995-0.0024384i
0.091198+0.0384i,0.16964+0.17224i,0.19924+0.35304i,0.17364+0.40104i,0.13634+0.28687i,0.072531+0.17863i,-0.0083013+0.11984i,-0.074571+0.051109i,-0.12699-0.0071812i,-0.1376-0.011989i,-0.090033-0.0045144i,-0.038956-0.029006i,-0.019112-0.048577i,-0.015276-0.036906i,-0.01703-0.018619i,-0.019496-0.0089022i,-0.015861-0.0020966i,-0.0070044+0.0067136i,0.0037249+0.015103i,0.010432+0.015349i,0.0063158+0.0099487i,-0.0038775+0.0084078i,-0.0094722+0.0051227i
-0.089637+0.063921i,-0.2076+0.03855i,-0.26076-0.098493i,-0.17217-0.23562i,-0.043273-0.22991i,0.042928-0.14226i,0.07422-0.070089i,0.060521-0.001762i,0.060328+0.066968i,0.084741+0.07361i,0.077337+0.026782i,0.039248-0.0030884i,0.0077501-0.0085291i,-0.0088326-0.0056321i,-0.0024332+0.0063931i,0.019361+0.0087381i,0.029526-0.0070803i,0.024673-0.021502i,0.015322-0.021269i,0.0076963-0.0083788i,0.0060051+0.0021877i,0.00627+0.00077349i,0.0048556+0.0010117i
-0.010322-0.070433i,-0.0019313-0.10077i,-0.017624-0.01024i,-0.086211+0.15511i,-0.14992+0.21016i,-0.15618+0.14598i,-0.10214+0.078957i,-0.011005+0.024397i,0.037728-0.036044i,0.01208-0.047279i,-0.013603+0.0068083i,0.0082745+0.060345i,0.043226+0.071826i,0.051606+0.053808i,0.031954+0.027689i,0.0093862+0.014292i,0.0018377+0.019564i,0.00086284+0.026553i,0.0025615+0.020686i,0.0071949+0.004057i,0.0066926-0.0089407i,0.0028313-0.012494i,0.00049144-0.013203i
0.048281-0.0075864i,0.11709-0.033094i,0.18246-0.10406i,0.215-0.18714i,0.22375-0.19544i,0.20085-0.15181i,0.11558-0.11573i,0.0053187-0.063966i,-0.042836+0.0028329i,-0.021069+0.028354i,-0.0058124+0.00012826i,-0.037589-0.030134i,-0.067177-0.029417i,-0.050479-0.017252i,-0.016925-0.012655i,-0.0063141-0.015042i,-0.01627-0.016798i,-0.021009-0.016925i,-0.016025-0.016356i,-0.012968-0.011043i,-0.010281+0.0017759i,-0.0045186+0.015865i,0.0013685+0.020318i
-0.013784+0.080159i,-0.066822+0.17862i,-0.14539+0.26563i,-0.18026+0.2677i,-0.15069+0.18264i,-0.10229+0.087689i,-0.051576+0.056827i,0.012546+0.059726i,0.064187+0.033929i,0.062895-0.012712i,0.036096-0.037323i,0.034599-0.036676i,0.043686-0.036075i,0.030369-0.036584i,0.011577-0.031089i,0.0070875-0.023745i,0.010283-0.017104i,0.0080195-0.0098026i,-0.0016319-0.00068569i,-0.0045246+0.0052481i,-0.0024454+0.0021538i,-0.0057366-0.0034529i,-0.0077799-0.0040048i
-0.05129-0.044304i,-0.057822-0.10836i,0.019333-0.1453i,0.10946-0.094563i,0.084273+0.0088112i,0.0058375+0.078558i,-0.0034835+0.065237i,0.0090648-0.0089355i,-0.026735-0.055964i,-0.053573-0.024236i,-0.023648+0.031361i,0.017955+0.048239i,0.028864+0.034145i,0.013504+0.016623i,-0.010038+0.011305i,-0.016843+0.019636i,-0.0022182+0.02263i,0.012137+0.014579i,0.013791+0.0050204i,0.0053175-0.0018314i,-0.00092979-0.0028903i,0.0012679-0.0029893i,0.00052045-0.0040061i
0.031275-0.029051i,0.028233-0.056335i,-0.04938-0.073399i,-0.12406-0.09368i,-0.074516-0.14408i,-0.012679-0.18364i,-0.061618-0.1332i,-0.10881-0.016566i,-0.069161+0.050644i,-0.021689+0.026531i,-0.033632-0.015991i,-0.075242-0.015846i,-0.088111+0.013503i,-0.057137+0.029528i,-0.015514+0.020327i,-0.0010437+0.0044957i,-0.011169-0.00015418i,-0.017901+0.0019571i,-0.011674+0.0035852i,-0.0038183+0.0072579i,-1.1679e-05+0.0094891i,0.0023628+0.0096689i,0.0080809+0.0081595i
0.04397+0.052722i,0.13599+0.12713i,0.27376+0.17179i,0.33575+0.15361i,0.24301+0.14931i,0.1503+0.17793i,0.17113+0.13551i,0.17897+0.028358i,0.10867-0.02367i,0.043208+0.00016163i,0.029317+0.019378i,0.044442-0.0068823i,0.045427-0.039476i,0.02301-0.030905i,0.0058133-0.001714i,0.0071295+0.0066926i,0.012004-0.0039176i,0.010704-0.011376i,0.0063694-0.011575i,0.001659-0.011817i,-0.0024782-0.010176i,-0.0074083-0.0059977i,-0.012033-0.001282i
-0.10272-0.0096428i,-0.27142-0.031214i,-0.4503-0.044008i,-0.46505-0.015464i,-0.30356+0.017312i,-0.17589+0.0054909i,-0.17271-0.016938i,-0.17797-0.017134i,-0.13302-0.010343i,-0.066929-0.0027904i,-0.0073797+0.0065525i,0.023221+0.020507i,0.033186+0.033508i,0.038055+0.023103i,0.034538+0.0018179i,0.024967-0.0054668i,0.012946-0.0022096i,0.003345+0.0031367i,-0.0010248+0.0057008i,-0.0016089+0.0053892i,0.0017665+0.0026299i,0.0048425-0.0053742i,0.0030287-0.01134i
0.059029-0.062699i,0.18245-0.12589i,0.32101-0.15487i,0.34588-0.15307i,0.24404-0.17632i,0.14577-0.17806i,0.10651-0.096044i,0.096471+0.0093089i,0.092748+0.056609i,0.064576+0.040716i,0.0027909+0.020223i,-0.047373+0.02737i,-0.051855+0.032609i,-0.032171+0.01506i,-0.019776-0.0079581i,-0.022246-0.015587i,-0.024203-0.0075238i,-0.016265+0.0027385i,-0.0038791+0.0079665i,0.0051396+0.0069438i,0.0041681+0.0044401i,0.0021101+0.007264i,0.0066857+0.0071429i
0.01437+0.064772i,0.0050177+0.13159i,-0.053294+0.14981i,-0.11642+0.11902i,-0.090211+0.1323i,0.004664+0.14368i,0.064479+0.054492i,0.051092-0.049628i,0.015105-0.070373i,0.0058901-0.040166i,0.022265-0.029132i,0.03244-0.053759i,0.019834-0.068817i,0.0042934-0.044619i,0.0022705-0.0095778i,0.0088402+0.004258i,0.011164-0.00013584i,0.0053029-0.0047733i,-0.0008808-0.0046653i,-0.0043989-0.0048922i,-0.0062903-0.00699i,-0.0090848-0.0070648i,-0.013256+0.00066417i
-0.066304+0.0042957i,-0.14495+0.038629i,-0.15264+0.11772i,-0.042789+0.17423i,0.02434+0.11613i,-0.054896+0.044073i,-0.13481+0.085147i,-0.11066+0.13045i,-0.064539+0.088794i,-0.049981+0.029794i,-0.036023+0.0099693i,-0.0059729+0.021453i,0.02325+0.028456i,0.02448+0.013163i,0.0074517-0.00016956i,0.00010494+0.0029757i,0.0076136+0.0093284i,0.017947+0.0072529i,0.01861+0.00020312i,0.010962-0.0028892i,0.0045253-0.0021535i,0.0020933-0.0032945i,0.0011806-0.008018i
0.035356-0.08046i,0.0861-0.22394i,0.092189-0.39166i,-0.0060586-0.44442i,-0.094962-0.34363i,-0.046785-0.23182i,0.047843-0.1916i,0.083251-0.14602i,0.085533-0.078181i,0.067584-0.031214i,0.028614+0.0023788i,-0.0050388+0.023377i,-0.027516+0.027455i,-0.032214+0.029387i,-0.018064+0.028175i,-0.0052234+0.01766i,-0.002981+0.0046596i,-0.0082264-0.003719i,-0.012597-0.0065243i,-0.01017-0.0029488i,-0.0024372+0.0044419i,0.0081117+0.009443i,0.015433+0.0090253i
0.032382+0.086592i,0.064458+0.25226i,0.096381+0.457i,0.14884+0.54513i,0.1941+0.46707i,0.15286+0.33261i,0.050902+0.21366i,-0.033231+0.10681i,-0.074246+0.035348i,-0.066882+0.015245i,-0.032922-0.005775i,-0.016724-0.043585i,-0.016165-0.05798i,-0.0076167-0.042057i,0.0036082-0.021627i,0.0061651-0.013857i,-0.0012934-0.012534i,-0.0090962-0.0065782i,-0.0094994+0.0015165i,-0.0034793+0.0024759i,0.0011329-0.0044186i,-0.0037701-0.0077817i,-0.0099603-0.0035156i
-0.07575-0.021702i,-0.15523-0.11069i,-0.1882-0.26863i,-0.15374-0.39317i,-0.13821-0.37148i,-0.14438-0.23443i,-0.10598-0.092135i,-0.041673-0.0048803i,0.0026893+0.032295i,0.0195+0.030742i,0.022174+0.023903i,0.032665+0.033018i,0.044114+0.033973i,0.032941+0.019974i,0.010683+0.0093946i,-0.0013303+0.0091293i,-0.0022957+0.010428i,0.0010178+0.0080374i,0.0027495+0.0046197i,0.0026688+0.0026135i,0.0041021+0.0019929i,0.0073416-0.00079954i,0.0065694-0.00691i
0.036971-0.03436i,0.06941-0.045624i,0.048512+0.031947i,-0.027268+0.18495i,-0.03801+0.23499i,0.023447+0.11128i,0.039222-0.035785i,0.018473-0.083517i,0.016895-0.068098i,0.019006-0.043864i,0.006278-0.018294i,-0.016107+0.0099686i,-0.027079+0.034642i,-0.014793+0.035757i,-0.00040822+0.015896i,0.000461+0.0015519i,-0.0015466+0.0030644i,0.00016721+0.010935i,0.0038194+0.013902i,0.0040029+0.010857i,0.00022358+0.0066781i,-0.0017549+0.0052236i,0.001434+0.0063734i
0.033598+0.046947i,0.094806+0.094986i,0.20661+0.071344i,0.31862-0.061909i,0.32712-0.14523i,0.22628-0.06518i,0.12412+0.043835i,0.045665+0.0651i,-0.019138+0.052605i,-0.036245+0.042457i,-0.028152+0.013501i,-0.02854-0.020215i,-0.02381-0.04168i,-0.013864-0.045533i,-0.0076236-0.031693i,-0.0020317-0.016381i,0.0055947-0.010353i,0.012631-0.01365i,0.012193-0.016387i,0.0040178-0.010992i,-0.0044595-0.0011827i,-0.009185+0.0071677i,-0.010763+0.0099217i
-0.068911+0.00035371i,-0.19793-0.012847i,-0.37501-0.0069548i,-0.49771+0.052189i,-0.47995+0.093824i,-0.34283+0.051361i,-0.18688-0.0015288i,-0.059278-0.0094896i,0.022978-0.014763i,0.032268-0.027163i,0.021393-0.017719i,0.037797-0.0016559i,0.048917+0.0055459i,0.033748+0.01103i,0.013222+0.011105i,0.0042193+0.0046318i,0.00072868-0.0039461i,-0.0061465-0.0092124i,-0.01109-0.008261i,-0.0066158-0.0034749i,0.0039477+0.00047174i,0.01105-0.0028516i,0.011299-0.0078695i
0.049341-0.043678i,0.16171-0.080095i,0.33769-0.076228i,0.47707-0.037675i,0.46914-0.027735i,0.33429-0.046678i,0.18581-0.057465i,0.07958-0.055772i,0.011946-0.041338i,-0.010919-0.010609i,-0.0091731+0.01378i,-0.015236+0.02185i,-0.022453+0.023208i,-0.017273+0.017719i,-0.0081483+0.010575i,-0.0050824+0.008794i,-0.0067512+0.010721i,-0.008648+0.012558i,-0.0064188+0.0094394i,-0.0015006+0.0018639i,0.00014293-0.0040021i,-0.0013805-0.0016528i,6.0935e-05+0.0019952i
0.00012027+0.043595i,-0.045445+0.079446i,-0.16708+0.051942i,-0.30343-0.047835i,-0.31828-0.09395i,-0.21029-0.023146i,-0.097867+0.059272i,-0.040836+0.086262i,-0.011795+0.077217i,0.0060514+0.045246i,0.0057682+0.0092004i,-0.0074571-0.01941i,-0.023181-0.036523i,-0.025763-0.030795i,-0.012033-0.014392i,0.00032201-0.0055877i,0.0023946-0.0028475i,0.0011028+5.0119e-05i,-0.00079259+0.0027646i,-0.005009+0.0019129i,-0.0079217-0.00099579i,-0.0083025-0.0031641i,-0.0087417-0.0031247i
-0.035689-0.002849i,-0.049795+0.013266i,0.00052748+0.09647i,0.11235+0.23575i,0.15338+0.28565i,0.073956+0.17613i,-0.0016522+0.050621i,0.0010202-0.010992i,0.018039-0.040391i,0.0093977-0.035304i,0.010448-0.010826i,0.030465+0.0025621i,0.047299+0.0087252i,0.045708+0.011421i,0.030252+0.0074063i,0.016023+0.0039443i,0.0096667+0.0048649i,0.0094769+0.0070476i,0.010616+0.00853i,0.0082702+0.0074761i,0.0028197+0.0026297i,-0.002749-0.0024802i,-0.0039527-0.0042206i
0.017899-0.036279i,0.039243-0.10814i,0.038499-0.23638i,-0.00097253-0.37331i,-0.015746-0.39645i,0.0099901-0.27878i,0.009889-0.14698i,-0.029936-0.058614i,-0.047118+0.0020969i,-0.021477+0.019375i,-0.007523+0.012605i,-0.021162+0.020682i,-0.032253+0.029633i,-0.028752+0.019119i,-0.0175+0.0043554i,-0.0066551-0.0019748i,0.00063536-0.0031711i,0.0049243-0.0061906i,0.0059498-0.0094379i,0.0038258-0.0062339i,0.0015173+0.0020079i,0.0035531+0.0081873i,0.0061759+0.0089343i
0.0092359+0.044245i,0.0067979+0.13215i,-0.016605+0.27138i,-0.048567+0.39305i,-0.061089+0.40412i,-0.034869+0.29942i,0.0062881+0.18385i,0.035885+0.10693i,0.041816+0.047073i,0.016175+0.0088281i,-0.010599-0.0050505i,-0.018365-0.013025i,-0.015756-0.018047i,-0.0099644-0.013304i,-0.0079899-0.0053768i,-0.009303-0.0029019i,-0.0093881-0.005874i,-0.0084843-0.0085915i,-0.0072449-0.0069568i,-0.004846-0.00083412i,-0.0018837+0.0029629i,-0.0015956+0.001223i,-0.0018421+0.00089986i
-0.028604-0.010452i,-0.040949-0.064496i,0.0091098-0.16681i,0.11626-0.26636i,0.16352-0.27762i,0.098025-0.20924i,0.015124-0.14854i,-0.022205-0.11644i,-0.031434-0.07455i,-0.018586-0.026349i,0.0065307-0.0015748i,0.026965+0.00034541i,0.038136-0.0039907i,0.03349-0.0050777i,0.018357-0.0016036i,0.0094714+0.0021766i,0.0060883+0.0042188i,0.0020737+0.0051461i,-0.00083029+0.0033084i,0.0009957-0.0025698i,0.0047095-0.0064562i,0.0061017-0.0056199i,0.0053396-0.0054698i
0.0097859-0.014098i,0.0026801-0.0038251i,-0.068209+0.049425i,-0.19011+0.11528i,-0.22935+0.11632i,-0.13481+0.07231i,-0.035377+0.054909i,0.00098559+0.066927i,0.010787+0.063237i,0.0063638+0.032i,-0.0089972+0.012392i,-0.020152+0.019209i,-0.024655+0.027791i,-0.021717+0.022943i,-0.012443+0.012381i,-0.0055469+0.0057015i,-0.0020592+0.0019434i,-0.0025482-0.00020284i,-0.0052264+0.00074045i,-0.0065892+0.0022726i,-0.0037973+0.0020293i,0.00071753+0.00079677i,0.0029142+0.00092441i
0.014864+0.017746i,0.053564+0.03204i,0.14704+0.033791i,0.27197+0.023581i,0.30994+0.027822i,0.21324+0.033001i,0.11162+0.014621i,0.069141-0.021294i,0.038019-0.040439i,0.013106-0.022585i,0.0069907-0.007092i,0.0036428-0.017779i,-0.0020063-0.029433i,-0.00050092-0.025406i,0.0033635-0.014466i,0.0027322-0.0061069i,-0.00021434-0.0028023i,-0.00071574-0.0008666i,0.0028097+0.0022901i,0.0049616+0.0040021i,0.002318+0.0031671i,-0.0014039+0.0027619i,-0.002525+0.0027555i
