-0.0038598-9.7256e-06i,-0.0033354+0.00015179i,-0.0035475-3.6759e-05i,-0.0044353+0.00078314i,-0.004852+0.0018571i,-0.0029923+0.0020954i,-0.0017538+0.0021203i,-0.0013972+0.0021065i,-0.00090561+0.00089615i,-0.00025455+0.00015371i,-4.005e-05+4.1514e-05i,1.7379e-05-0.0005421i,-0.00024833-2.5676e-05i,-0.00074684+0.0007046i,-0.00086566+0.00023916i,-0.00084552+8.8841e-05i,-0.00057724+0.00044137i,-0.00017983+0.00011468i,0.00040618+0.00016109i,0.00058522+0.00016237i,-0.00017763-0.00030233i,-0.00037443-0.00027298i,0.00017973+0.00014759i
0.0012958+0.0024467i,0.0009887+0.0027965i,0.00059857+0.0021487i,0.00064798-0.0001167i,2.2043e-05-0.0011691i,-0.00037887-0.00069632i,-0.00046655+0.00035419i,-0.00080239+0.0008428i,-0.0012826+0.00059402i,-0.0010923+0.00020528i,-0.00050468-0.0001922i,-6.8397e-05-0.00024255i,-0.00010808-0.00012316i,0.00011509+9.3227e-05i,0.00068423+0.00023902i,0.00011741-0.00016482i,-0.00053647-6.8007e-05i,0.00020898+0.00042968i,0.0006392+0.001061i,-0.0005012+0.00083276i,-0.0010846+0.0001892i,-0.00056657+0.00049221i,-0.00029422+0.0002202i
-8.774e-05-0.00030428i,-0.00067462-0.00049387i,-0.00072805-0.00030865i,-0.00014204+5.417e-05i,0.00052165+0.00018901i,0.0002131-0.00010212i,-0.00068774+0.00033419i,-0.00086018+0.00074721i,-0.0005765+0.00071227i,-0.00071812+0.00092368i,-0.00084454+0.00090348i,-0.0003359+0.00065398i,0.00012016+0.00071016i,0.00014072+0.0001293i,-3.1282e-05+0.00047969i,-0.00062765+0.00073678i,-0.0005228+0.00050951i,-0.0001926+0.00049056i,-0.00074725+0.00026263i,-0.0010245+0.0001912i,-0.00023586+0.00088977i,4.2797e-05+0.0013343i,-0.00021765+2.9401e-05i
0.0018536-0.00021968i,0.0025113-0.00078569i,0.0020616-0.00070467i,0.00066852-0.00086305i,-0.00057614-0.0012046i,-0.0011552-0.00079562i,-0.0014165-6.4921e-05i,-0.00084241+0.00051726i,-0.00021027+0.00025579i,-0.00027274-0.00057708i,0.00013271-0.0010083i,0.00059003-0.0011819i,0.00068689-0.00086545i,0.00065315-0.0010532i,0.0004473-0.001306i,6.9388e-05-0.00030264i,-0.00018751+0.00057208i,-6.7567e-05-1.361e-05i,0.00023616-0.00031303i,0.0005096+0.00053205i,0.00046668+0.0010011i,0.00065417+0.0006846i,9.841e-05+0.00016707i
-0.00084955+0.0011396i,-0.00070158+0.00012402i,0.00024759+0.00019803i,-6.3082e-05+0.00012619i,-0.00050556-0.00064731i,-0.0009402-0.0010774i,-0.00090119-0.00067106i,-0.00030918-0.00050695i,-0.00010518-6.1279e-05i,-3.4814e-05+0.00014974i,2.1218e-05-0.00046045i,-0.00043328-9.7918e-05i,-0.00036369+0.00016203i,-3.286e-05-0.00023914i,6.0831e-05+0.00034166i,-0.00066367+0.00041692i,-0.0012833+3.1199e-05i,-0.00086961+0.00021446i,-0.00093486-9.6382e-06i,-0.0013462-0.00015774i,-0.00072975+0.00054094i,0.00027746+0.00058175i,0.00057877-0.00036896i
4.7185e-06+0.00016745i,0.0008701+0.00047108i,0.00098121+0.00069492i,0.00096338-0.00032108i,0.00051114-0.0011546i,7.2172e-06-0.00052847i,-0.00037228+0.00057664i,-0.0010849+0.0015229i,-0.00074485+0.0010918i,0.00034827+0.00034709i,0.00064187-3.0164e-05i,0.00018716+0.00033763i,0.00046225-9.7459e-07i,0.00025691-0.00086762i,-0.00088762-0.00099494i,-0.00064783-0.00096003i,9.3426e-05-0.00052059i,0.00014576+2.2495e-05i,-7.7716e-05-0.0001117i,-0.00019163-0.00069673i,7.7735e-06-0.00022707i,-3.6561e-05+6.8698e-05i,5.8402e-06-0.00010202i
-0.0002385-0.00014259i,-0.00012569-0.00024426i,-0.00018358-0.00021863i,-9.7338e-05-0.0013222i,0.0001459-0.002204i,0.00017128-0.00069139i,-0.00020866+0.00035262i,-0.00023506+0.00055712i,-0.00068175-1.0479e-05i,-0.0011326-0.0006543i,-0.00075165-0.00044496i,-0.00047144+0.00013684i,-0.00033268+0.00037359i,-0.00031776+0.00032758i,-0.0012192-1.963e-05i,-0.001374-0.00033809i,-0.00060499+0.00033237i,1.3772e-06+0.00090739i,-0.00035158+0.00058901i,-0.0014642+0.00016367i,-0.00082277+0.00045609i,-1.626e-05+0.0001739i,0.0001386+4.6936e-05i
0.0018599-0.00018863i,0.0014113-0.00048928i,0.0013334-0.0013538i,0.0012967-0.0022412i,0.00033441-0.0021472i,0.00027924-0.0011921i,0.00072451+7.7414e-05i,0.00070768+0.00022405i,0.00013153-0.00022153i,-0.00038147-0.00067584i,-0.00048062-0.00079621i,-0.00033758+0.00034044i,-0.00053516+0.00059002i,-0.00049309-0.00040766i,-0.00040732-0.00051452i,-0.00051518-0.00065918i,-0.00067919-0.00091605i,-0.00077147-0.00034814i,-0.0006251+4.2338e-06i,-0.00051086+3.7788e-05i,-0.0002552+5.4553e-05i,-0.0002325+5.3066e-05i,0.00010451-0.0001705i
-0.0010414+0.00069056i,-0.00092013+0.00051894i,-0.0010395+0.00048727i,-0.0016118+0.00093775i,-0.0020633+0.0016966i,-0.0016577+0.0015364i,-0.00042913+0.00062959i,9.7947e-05+0.00037806i,0.00011791-0.00015291i,0.00010236-0.0001952i,-6.638e-05+8.2094e-05i,2.49e-05-1.6212e-05i,0.00030588-0.00015563i,0.00044984-0.00049386i,0.00047537-0.00031282i,0.00060928-2.0494e-06i,0.00033773+0.00017393i,-0.00056875+0.0010795i,-0.00069391+0.0017462i,-0.00026452+0.0011353i,-0.00039916+0.00066801i,-0.00057146+0.00068177i,-0.00038596+0.00013536i
-0.0014913-0.00091826i,-0.0011377-0.0011347i,-0.00094557-0.0017764i,-0.0014158-0.0018277i,-0.0010724-0.001271i,-0.00022226-0.00057945i,-0.00052771-0.00039044i,-0.0010705-0.00023269i,-0.0016645-3.7014e-05i,-0.0020219+0.00019312i,-0.0015597+0.00041413i,-0.0010129-0.00011887i,-0.00058293-0.00011608i,-0.0005463+0.00051267i,-0.001398+0.00086822i,-0.0010891+0.00070992i,0.00017218+0.00048116i,0.0005666+0.00063731i,8.2914e-05+0.00053632i,-0.00032395-5.2859e-05i,6.2629e-05-0.00055041i,0.00036504-0.00061567i,-5.3461e-05+3.743e-06i
0.000339-0.00073328i,0.00014578-0.0001718i,-0.00033901+0.00039887i,0.00024735-0.00041329i,4.0132e-05-0.0012437i,-0.00055685-0.0013692i,-0.00041252-0.00047724i,-0.00061377+0.00055758i,-0.0015048+0.00056043i,-0.0012331+0.00072132i,-5.9545e-05+0.00028353i,-4.1351e-05-0.00042713i,-0.00059786-0.0004233i,7.5077e-05-0.00035879i,0.00079479-0.0008097i,0.00039767-6.7563e-05i,-6.5231e-05+0.00026181i,6.6345e-05+3.9995e-05i,1.218e-05+0.00041963i,-0.00054519+6.33e-05i,-0.00076298-0.00029901i,-0.00018682-1.1694e-05i,0.00067371+0.00018281i
-0.00038684-0.0021458i,-0.0014792-0.0010548i,-0.0022988-0.0018492i,-0.0018549-0.0011508i,-0.0016271+0.00045664i,-0.0016175+0.0012814i,-0.0019292+0.000923i,-0.001284+0.00036579i,-0.00083231+0.00038187i,-0.00056554-0.00047452i,-0.00032728-0.001263i,9.7945e-05-0.00088173i,0.00038997-0.00060494i,0.00021241-0.0008i,0.00020934+2.6197e-05i,-4.0116e-05+0.00054363i,-0.00089435+0.00070166i,-0.0013689+0.00088865i,-0.00024991+0.00033637i,0.00042453-0.00045719i,1.8695e-05-0.00081572i,-6.8022e-05-0.0004499i,0.00062193+0.00022542i
0.001127+0.00068035i,0.00036523+0.00040792i,0.00024823+5.3993e-05i,-0.00023284-0.00028892i,-0.00060925+2.4004e-06i,-0.00050916+0.00018769i,-0.0010639-8.4778e-05i,-0.0010263-6.1752e-05i,-0.00026431+0.00045044i,-0.00022564+0.00082874i,-0.00030644+0.00067916i,-0.0006913+0.00048466i,-0.00091771-0.00036301i,-0.00025277-0.0009725i,-0.00010701-0.00073493i,-0.00055872+0.00056998i,-0.00065167+0.0015261i,-0.000126+0.0018583i,0.00027683+0.0014348i,0.00038339-3.3201e-05i,0.00078788+4.3249e-05i,0.0004902+0.00134i,0.00014853+0.001177i
-0.0002579-0.00041378i,-0.00026467-0.00028256i,-0.00090915-0.000639i,-0.001685-0.00024751i,-0.0016526-0.00022774i,-0.0010248-0.00029136i,-0.0010396-0.0010095i,-0.0011364-0.00075733i,-0.001339+5.3997e-05i,-0.0014381-1.2677e-06i,-0.00069094-0.00012937i,0.00019217-0.00022623i,0.00012958+0.00018916i,-0.00044884+0.00042369i,-0.00033944+0.00010495i,-0.00035495+0.00032053i,-0.0012086+0.00043797i,-0.0011174+0.00040181i,0.00034664+5.5697e-05i,0.00052349+0.00069309i,0.00016796+0.0013636i,7.9786e-06+0.00082969i,-0.00056843-0.00010523i
-0.00063476-0.0011613i,-0.00039538-0.0011068i,0.00022914-0.0008251i,0.00048978-0.0005302i,0.0005934+0.00022312i,0.0005338+0.0015242i,-0.00026683+0.0014468i,-0.00058775+0.00023395i,-0.00095781-0.00038105i,-0.0019366-0.00053164i,-0.00087285-5.6514e-05i,9.7036e-05+0.00052882i,-0.00030972+0.00057228i,-0.00011176+0.00068154i,0.00051445+0.00029875i,0.00029365-0.00021436i,0.00064951-4.4892e-05i,0.00089811+0.0006232i,0.00030608+0.0005131i,0.00026999+0.00022273i,0.00067565+0.00024984i,0.00078303+0.00049359i,0.00044+0.00056123i
0.00020084+0.00093189i,-0.00010508+0.0013952i,-0.00019556+0.00085878i,0.00076721+0.00069716i,0.00072352+0.00033469i,-0.00024722-7.8207e-06i,-0.0006583+0.00024973i,-0.00038367+0.00085514i,-0.000137+0.00047167i,0.00033366-0.00013376i,0.00025254-0.00063219i,-0.00015902-0.00091397i,0.00042615-0.00052279i,0.00013829-0.00058702i,-0.0008628-5.9372e-06i,-0.00086272+0.00041581i,-0.00047807+0.00063651i,-0.0001109+0.00089761i,-0.00046979+0.00071974i,-0.00017594+0.00051586i,0.00045921-0.00037859i,-0.0001742-0.00093442i,-0.00072232-0.00051114i
-0.00019429+0.00014158i,0.00038866-0.00079654i,0.0012192-0.0016547i,0.0009257-0.0016644i,0.00032309-0.0012685i,-0.00059804-0.00060523i,-0.0015013+8.5449e-05i,-0.0009924+0.00052616i,-0.00084615+0.0003942i,-0.0011289+7.7659e-05i,-0.00063145-0.00031733i,0.00034608-0.00072321i,-4.9825e-05-0.00098118i,-0.00057357-0.00090916i,-0.00066466-0.00042059i,-0.00068559-0.00059275i,-0.00024476-0.00011079i,0.00011646+0.00078305i,-1.0477e-05+0.0010238i,1.1102e-05+0.00083275i,1.4179e-05+8.6975e-05i,0.00011067-0.0005338i,-1.8127e-05-0.00067548i
0.00068478+0.0013194i,0.0016446-0.00058579i,0.0016835-0.0021004i,0.00085912-0.0017146i,0.00029978-0.00078753i,-0.00015366+0.00043227i,-0.001168+0.00059092i,-0.00123+0.00054867i,-0.00088916+0.00051366i,-0.0014397+0.00029622i,-0.0010275+0.00019204i,-5.492e-05+6.664e-05i,-6.3469e-05-0.00024741i,-0.00012664-0.00043701i,0.00066501-0.00037304i,0.00059521+0.00012764i,-7.5295e-06+0.00060057i,-0.00029718+0.00039933i,-0.00012674-0.00015867i,0.00017165-0.00055583i,-2.7772e-05-0.0001097i,0.00031731+0.00021865i,0.0013945-2.5567e-05i
0.0011775-0.00076979i,0.00054107+0.00025707i,0.00043222+0.0017219i,0.0007954+0.0011118i,0.00037799+0.00047251i,-6.2281e-05+0.00072317i,3.1379e-05+0.0010164i,-0.00011153+0.00080671i,-0.000487+0.0003617i,-0.00091275-4.2683e-05i,-0.00058474-0.00048849i,-0.00044053-0.00012093i,-0.00012446+0.00064634i,0.00042957+0.0002945i,-7.1268e-05-0.00029959i,-9.406e-05+0.00010225i,0.00026159+0.00059802i,-5.8739e-05+0.00049921i,-0.0003509-1.6502e-05i,-0.00043248-5.8836e-05i,-0.00018203+0.00032433i,-0.00011491+8.4329e-05i,-9.217e-05-0.00032125i
0.0015722+0.0020922i,0.0016337+0.0016233i,0.0013877+0.00073432i,0.002067-0.00062311i,0.0019832-0.0010955i,0.00014716-0.00070621i,-0.0013936-0.0006012i,-0.0016429-0.0003254i,-0.0017456+0.00026053i,-0.0011955+0.00045578i,-0.00047142+0.00033836i,-0.00094918-0.00071201i,-0.0011883-0.00093793i,-0.00050605-0.00053515i,-0.00029371-0.00053447i,-0.00056123-0.00031991i,-0.00048778+8.6733e-05i,0.00020498+0.00081142i,0.00038558+0.0011075i,-5.695e-05+0.00022302i,7.5334e-05-0.00058835i,-4.8504e-05-0.00026423i,-0.00034488+0.0001111i
-0.0014332+0.00038334i,-0.00054003-6.5651e-05i,5.4832e-05+0.00065874i,0.0010144+0.0011698i,0.00068159+0.0010008i,-0.00069515+7.5234e-06i,-0.0010593+4.874e-05i,-0.0013693+0.00079949i,-0.001156+0.00033581i,-0.00064209-0.00045247i,-0.00029152-0.00026453i,0.0005467-0.00016541i,0.0004589-0.00069929i,-7.3535e-06-0.00038086i,0.00014458-0.00018729i,0.00037842+0.00030109i,0.00026234+0.00071162i,-0.00024749+0.00038954i,-0.0012326+0.00019796i,-0.0011701-0.00021421i,-2.4468e-05-0.00034544i,0.00019482+2.7076e-05i,0.0002969+0.00019809i
0.0014245+2.7628e-05i,0.0012667-0.00014484i,0.00028038+6.5418e-07i,-0.00025069-0.00053685i,-0.00033314-0.0011045i,-0.00066367-0.00047785i,-0.00052023+0.00066887i,-0.00043392+0.00068573i,-0.00082693+0.00069504i,-0.00017763+0.0013714i,5.2143e-05+0.00092301i,-0.00065238-0.00011693i,-0.001291-0.00015611i,-0.0010062+0.00016088i,0.00069698-0.00011416i,0.0010282-6.9849e-05i,0.00016378+0.00058355i,0.00017596+0.001027i,0.00047942+0.00052786i,0.00016336+0.00041047i,-0.00027574+0.00060501i,-0.00033678+0.00072441i,-0.00026611+0.00041504i
0.00189+0.00073769i,0.0016086+0.001064i,0.0015388+0.00043519i,0.001849-0.00049888i,0.0011068-0.0010131i,0.00021445-0.0010582i,0.00014397-0.00015175i,-0.00058101+0.00035435i,-0.00092021+0.00044734i,-0.00033127+0.00059133i,-0.00055254+0.00038699i,-0.0012555-0.00014467i,-0.0011575-0.00051423i,-0.00026906-0.00087355i,-0.00041366-0.00061669i,-0.0012763+6.9322e-05i,-0.0018264+0.0001933i,-0.001482-5.3325e-05i,-0.00069087-0.00028263i,0.00035525+9.3563e-05i,0.00056674+0.00022038i,0.00035087+0.00055961i,0.00013835+0.00059126i
-0.00036575+0.00043271i,0.00031454+0.0020632i,-0.00023135+0.0037387i,0.0009166+0.0027753i,0.0022542+0.00066724i,0.001093+0.00087062i,-0.00047904+0.0014317i,-0.0012323+0.00052893i,-0.0013471-0.00041629i,-0.0016098-0.0008877i,-0.001299-0.00010549i,-0.00044189+0.00058825i,-0.00031298-0.00031739i,-0.00039467-0.00065631i,-1.9073e-05-0.00075098i,-0.00011711-0.00046145i,-0.00095908+0.00054857i,-0.00083743+0.0010548i,1.735e-05+0.001011i,0.00021154+0.00099557i,-4.6026e-05+0.00014803i,0.00035945-0.00034591i,0.00018358+0.00027606i
0.00075073-0.0011316i,0.00062416-0.0016275i,0.00079386-0.0023526i,9.5246e-05-0.0026564i,-0.0015279-0.0021192i,-0.0027607-0.00084991i,-0.0019257+0.00029569i,-0.00093915+0.00032664i,-0.00087761-0.00049452i,-0.0010581-0.00087517i,-0.00051719-0.0013982i,6.4288e-05-0.00079933i,0.00022315+0.00069389i,0.00031368+0.00068782i,-2.025e-05+0.00062409i,6.1063e-05+0.0014994i,0.00043817+0.0011649i,0.00017242+0.00067255i,0.00020358+0.00094095i,0.00034837+0.00054778i,-0.00017832+8.8809e-05i,-0.00059291+5.5085e-05i,-0.00017447-0.00030481i
1.8182e-05-0.00080271i,9.0313e-05-0.00051316i,-0.00062014-0.0002683i,-0.0019263+0.00049604i,-0.0019042+0.00041871i,-0.0011318+0.00056391i,-0.0010138+0.0010424i,-0.00063609+0.0012226i,0.00018841+0.0015304i,0.0002296+0.0012748i,0.000363+0.0002241i,0.00052069-0.0004228i,-1.5302e-05-0.00022113i,-0.00032739-0.00026886i,0.00018749+0.00017393i,9.8308e-05+0.00074554i,-0.00011165+0.00071034i,-0.00010818+0.00029384i,-0.00034593+0.00033975i,-0.00021321+0.0010662i,-0.00018585+0.0012236i,-0.00031853+0.00046654i,0.00015656-0.00048537i
-0.00042249-0.0012651i,-0.0011479-0.0026015i,-0.0021279-0.0030895i,-0.0026048-0.0022741i,-0.0027855-0.00099524i,-0.0016882-8.967e-05i,-0.00059985+0.00016064i,-0.0005035+0.00019967i,-0.00078023+0.00024672i,-0.00073351+0.00033274i,-0.00074535-0.00014152i,-0.00047252-0.00086103i,-7.2298e-05-0.00059231i,-0.00019098+8.3209e-05i,-3.7129e-05+1.9279e-05i,-0.00019532-0.00017177i,-0.00057056-4.8671e-05i,-0.00059744+0.00020957i,-0.00095426+0.00042829i,-0.00076856+0.00028082i,-0.00056964-0.00014713i,2.8072e-05+0.00013157i,0.00078689+0.00040563i
-0.0002113-0.0004501i,0.000555-0.00098066i,0.0006607-0.0014121i,-0.00050768-0.00074393i,-0.0016256+0.00039806i,-0.0019282+0.00070197i,-0.0016895+0.00037447i,-0.001025-0.00011838i,-0.0005959+6.2043e-05i,-0.0005437+0.00043932i,-0.00059463-5.542e-05i,-0.00046644-0.00022034i,0.00012392+6.3228e-05i,-0.00025397-0.00025932i,-0.00032735-0.00026909i,-0.0001658+1.9491e-05i,-0.00075741-0.00053782i,-0.0008193-0.00038167i,-0.0011261-0.00051666i,-0.00049849-0.0013036i,0.0010579-0.0011028i,0.00056447-0.00038792i,-0.00074707-0.00012257i
-0.0013812-0.0017855i,-0.0014872-0.00086403i,-0.0026821+5.4038e-05i,-0.0029927-0.00016057i,-0.0022594-0.0011116i,-0.0011368-0.00028218i,-0.00072152+0.00080952i,-0.00018266+0.00059969i,-7.1816e-05+0.00031982i,-0.00069948+0.00030828i,-0.00020288-0.00015372i,0.00011523+1.0517e-05i,0.00055243+0.00062621i,0.0010549+0.00057257i,-0.0002806+0.00026953i,-0.00097949+0.00036545i,-0.00093744+0.000349i,-0.0015112+0.00043884i,-0.0011652+0.00093741i,-0.00011924+0.00096553i,0.00021858+0.00065189i,0.00018661+0.00039901i,0.00042662+0.00025051i
0.0017315-0.0014471i,0.00018063-0.0014205i,-8.4799e-05-0.0015856i,-0.00052331-0.0015192i,-0.0017638-0.0014722i,-0.0019236-0.00069655i,-0.0025035+0.00073844i,-0.0017954+0.0013036i,-0.00055521+0.00080195i,-0.00058079-0.00012552i,-0.0011005-0.00092698i,-0.0007653-0.0011964i,-0.00037826-0.0002521i,-0.00015562-0.0001388i,-2.7895e-05-5.914e-05i,0.00029003+0.00020399i,2.313e-06-0.00019277i,-0.00037409-0.00036057i,-0.00014209-0.00023713i,1.267e-05-0.00010059i,0.00026685-0.0002568i,0.00049815-0.00054551i,0.00087304-0.00043355i
0.00055699-0.0011447i,-0.00025632-0.0012651i,-0.0014817-0.0024045i,-0.0018176-0.0022716i,-0.0018085-0.00094468i,-0.0019764+9.5487e-05i,-0.0013042+0.00020097i,-0.0010308+6.8786e-05i,-0.0012743+0.00025613i,-0.0010447-5.2623e-05i,-0.0012426-0.00079804i,-0.0007838-0.00050601i,6.4148e-05+9.3303e-05i,-0.00059641+0.00067886i,-0.0016672+0.00028195i,-0.00067027-0.00047803i,0.00036194-0.00048174i,-0.00014395+0.00010375i,-0.00055611+0.00045678i,-0.00043958+0.00045908i,-0.0002048+0.00046684i,-0.0004836+0.00022717i,-0.0007453-0.00018934i
-0.00154+0.0011548i,-0.0003094+0.00067154i,0.00059561+0.00099214i,-0.00030616+0.00053869i,-0.00080049+6.9138e-05i,-0.00042369-0.00061843i,-0.00083128-0.00023847i,-0.0011099+0.00043592i,-0.00076365+0.00062732i,-0.00074476+0.00031568i,-0.00029322-1.5926e-05i,-8.6628e-05-0.00060137i,-0.00029822-0.0012512i,0.00015476-0.00084088i,-0.00017808-7.7862e-05i,-0.00019585+3.0701e-05i,0.00017441-0.00044617i,-0.0005363+0.00036973i,-0.00050097+0.00067696i,0.00018771+0.00033694i,0.000514-0.00016176i,0.00041628-0.00052145i,0.00021005+6.0365e-05i
-3.8299e-05+0.0022558i,0.00084459+0.0018823i,0.00042388+0.0019785i,7.4011e-05+0.0018019i,0.00052609+0.0013265i,0.00045417+0.00078234i,-0.00073086+0.00018549i,-0.00089405-3.2109e-06i,-0.000214+0.00044757i,-3.2906e-05+0.00069253i,0.00020176+0.00071564i,0.00076847+0.00035135i,0.00031014+4.2644e-05i,-0.00037377-0.00043469i,0.00016019-0.00059397i,0.00013184+7.8039e-05i,-0.00043668+7.3709e-05i,7.3929e-05+0.00021553i,-5.8217e-06+0.00080082i,-0.00054776+0.00095712i,-0.00029751+0.0012796i,-3.2485e-05+0.0011105i,-8.4431e-05+5.7808e-05i
-0.00070638-0.00060884i,-0.00051594+0.00051431i,-0.00088207+0.00023036i,-0.0011878-0.00019439i,-0.00098913+7.4015e-05i,-0.00041996-4.986e-05i,0.00012385+9.697e-05i,0.00038386+4.0446e-05i,0.0002163-0.00041232i,-0.00037245-0.00068276i,-0.00073945-0.00089562i,-0.00030836-0.00064166i,-5.68e-05-0.00015438i,5.4246e-05-0.00057789i,0.00027714-0.00054938i,0.00011346-0.00047967i,3.5845e-05-0.00028588i,-0.0004459+0.00025052i,-0.0006502-0.00033956i,-0.0003971-0.00037685i,2.2401e-05+0.00076301i,-0.00038569+0.0010897i,-0.00057641+0.00027335i
0.00088751+0.0012725i,0.0012184+0.00023045i,0.001849+0.00037374i,0.0009822+0.0011045i,-9.9189e-05+0.00055004i,-0.0011668-0.0002016i,-0.0016931-0.00065404i,-0.0016525-0.00041936i,-0.0012069-0.00034447i,-0.00081233-0.00089712i,-0.00042499-0.00087408i,0.00034508-0.00054723i,0.00027223-0.00069942i,-0.00026287-0.0011939i,-0.00088663-0.00095543i,-0.001066-0.00036059i,-0.0006362+0.00053019i,-0.00059154+0.00053179i,-0.0007848-3.7658e-05i,-0.00069073+0.00015926i,-0.00044417+0.00048813i,-5.3037e-06+0.00060234i,-9.1329e-05+0.00051223i
0.0018419+0.0013495i,0.002449+0.00095315i,0.0033079-0.00054719i,0.0023727-0.0010389i,0.00028473-0.0011883i,-0.00064502-0.00084375i,-0.00076544+0.00030998i,-0.001082+0.00063159i,-0.00093989+0.00023745i,-0.00077487-0.00015609i,-0.00088838-0.00044796i,-0.00080126-0.00077548i,-0.00081546-0.00041676i,-0.0014008+9.0952e-05i,-0.0011212+0.00061299i,0.00011406+0.00076935i,0.00041705+0.0007208i,-0.00044306+0.00048829i,-0.00081693+0.00066708i,-9.907e-06+0.00083411i,0.00039349+8.3495e-05i,0.00070147-0.00093625i,0.00025693-0.0010222i
0.00040009+0.0013533i,-8.6093e-06+0.001452i,0.00052834+0.001423i,0.00053718+0.0010133i,0.00022424+7.9782e-05i,0.00031733-0.00050696i,0.00092451+9.4243e-05i,0.00064138+0.0012943i,-0.00038727+0.0012294i,-0.00016816+0.00027972i,0.00041494-0.00089884i,0.000788-0.0012404i,0.00072003-0.00083229i,0.00091633-0.00098092i,0.0011325-0.00066255i,0.00055361+0.00041753i,-0.00025958+0.0013539i,-0.00076405+0.0016529i,-0.00053692+0.0020337i,-1.0943e-05+0.0013411i,-7.9293e-05+0.00032688i,-7.7151e-05+0.00086114i,0.0001905+0.00067458i
-0.0021032+0.0014703i,-0.0022289+0.0012061i,-0.00094373+0.00077738i,-0.00044873+0.00052544i,-0.00081436+0.00016495i,-0.00045895-0.00043573i,0.00033507-0.00047599i,0.00020537+0.00047235i,-0.00058427+0.00092382i,-0.00080733+0.00043558i,-0.00085585-0.00018455i,-0.00095771-0.00010913i,-0.00033023+0.00016113i,0.00030258-0.00034363i,0.00017291+0.00012428i,-2.9314e-05+0.00049126i,1.2094e-05+0.0006627i,-0.00017633+0.00057022i,-0.00034579+6.4475e-05i,-0.00051131-4.3528e-05i,-0.00042972+0.00013284i,0.00034883-0.00041937i,0.00081093-0.00052432i
0.00082341+0.0020215i,0.0006928+0.001381i,-0.00041142+0.00091632i,-0.0011462+0.0017057i,-0.00033542+0.00044192i,0.00089525-0.00081025i,0.00038325-0.00056354i,-0.00037291+0.00039437i,1.466e-05+0.00054928i,0.00030527+2.0472e-05i,0.00022831-0.00072539i,0.00051506-0.00098187i,0.00019205+0.00068392i,-0.00025665+0.0011462i,0.00021688-0.00017899i,0.00038332-0.00022687i,0.00035051+0.00027181i,0.00021096+0.00064255i,-3.8882e-05+4.8781e-05i,0.0002752-0.00039808i,0.0006376+0.00036656i,0.00019854+0.00072783i,0.00010155-0.00018276i
-0.0019923+0.00018117i,-0.0030281+0.0012318i,-0.0023866+0.00093973i,-0.00089339+0.00065384i,-0.00027931+0.00089271i,-0.00029373+0.00097849i,-0.00079213+0.00048492i,-0.0013044+0.00025147i,-0.0010262+0.00034759i,-0.0010891+0.00084291i,-0.00062915+0.0001564i,-7.6366e-05-0.00070738i,-0.00036569-0.00040278i,-5.4298e-05+0.00012292i,0.00066756-8.1131e-05i,4.6518e-05-0.00039832i,-3.2283e-05-0.00049253i,3.9174e-05-0.00022503i,0.00010116+0.00027856i,0.00036877+0.0009863i,7.8671e-05+0.00078298i,0.00019329+0.00036354i,0.00029602+0.00042477i
0.00079502-0.0012425i,0.00090531-0.001861i,0.0003933-0.0030242i,-0.00065015-0.0031449i,-0.0015356-0.0018178i,-0.0020713-0.00055684i,-0.0010125+0.00079071i,-0.00060362+0.0011804i,-0.0012775+0.00049014i,-0.0009826-0.00090008i,-0.00043638-0.0014689i,-0.00055483-0.00095297i,-0.00081246-0.00070877i,-0.00058306-0.001288i,-0.00031913-0.0012545i,-9.4519e-06-0.00051157i,0.00023849+0.00021265i,-0.00022394+0.00036275i,-0.00051371-0.00016883i,-0.00030386-0.00070178i,-0.00083272-0.0010662i,-0.0003663-0.00091949i,0.00012103-0.00048112i
0.00041968-0.0022051i,-4.8534e-05-0.0019555i,-0.00062687-0.0021121i,-0.0009515-0.0021032i,-0.0018191-0.0011512i,-0.0017683-0.00019553i,-0.0011402+0.00038921i,-0.00061793+0.0010172i,-0.00089456+0.00088087i,-0.0010751+0.00023358i,-0.00099066-0.00046131i,-0.00075082-0.00063244i,0.00028252-0.00052901i,0.00045072-0.00052402i,-0.00040931-0.00051813i,-0.00082501-7.1887e-05i,-0.000535+0.00031981i,-0.00043683-0.00011356i,0.00040078-0.0006114i,0.00080065-0.00071658i,-6.7782e-05-0.00084876i,-0.00030619-0.00025207i,0.00026673+0.00029228i
-0.0015967-0.0011724i,-0.001779-0.00037246i,-0.0021666-4.147e-05i,-0.0026109+0.00083269i,-0.0019354+0.00071596i,-0.00067858+0.00064568i,-0.00032702+0.00047823i,-0.0007197-0.00016045i,-0.0012103-0.00031841i,-0.001071-0.00093454i,-0.00063158-0.00094259i,-0.00067245-0.00025453i,-0.001298+0.00023733i,-0.0010547-0.00013551i,-0.00042185-0.00038294i,-0.00020352+0.00035397i,-0.00027202+0.00077373i,-0.00047519+0.00054483i,-0.00052703+0.00015472i,-0.00026274+0.00049004i,0.00063403+0.00088466i,0.0011903+0.00027259i,0.00053104-0.00030911i
