-0.00063821+0.00014117i,-0.0010357-0.0013852i,-0.002315-0.0010897i,-0.0018892-0.00089235i,-0.00082406+0.00025394i,-7.8056e-05+0.001446i,-0.00021137+0.0018039i,-0.00022406+0.0022283i,0.00064604+0.0018759i,0.00071971+0.00074712i,9.5968e-05-0.00055001i,4.8987e-05-0.0011211i,4.7272e-05-0.001295i,-0.00022834-0.001308i,3.0809e-05-0.0010356i,3.8549e-05-0.0007162i,0.00035811-0.00011188i,0.00045836-3.6621e-05i,0.00024439+6.9838e-05i,-0.00052033+0.0002916i,-0.00024257+0.00046155i,0.00010708+0.00032119i,-0.00012364+0.00030869i
-0.018082+0.037634i,-0.11545-0.019714i,-0.17464-0.015472i,-0.11036+0.085637i,0.00022993+0.15435i,0.059591+0.1068i,0.060411+0.011234i,0.046172-0.057362i,0.037245-0.079079i,0.032951-0.064243i,0.03488-0.035713i,0.0367-0.016234i,0.027288-0.0052128i,0.018243+0.0066022i,0.015337+0.015132i,0.013336+0.018665i,0.014847+0.020509i,0.01913+0.018038i,0.018448+0.010379i,0.012733+0.0013532i,0.0061619-0.0050947i,-0.0026622-0.0080119i,-0.010894-0.0077008i
-0.1807+0.15832i,-0.21009+0.22387i,-0.16937+0.26802i,-0.082988+0.26528i,-0.015108+0.21413i,0.01382+0.13868i,-0.0017457+0.054267i,-0.042854+0.010209i,-0.045541+0.0070791i,-0.020806-0.010119i,-0.023154-0.032477i,-0.035633-0.03087i,-0.029579-0.019412i,-0.017183-0.013846i,-0.009985-0.013513i,-0.0037341-0.015167i,0.0030758-0.017207i,0.0075208-0.017356i,0.0082622-0.014404i,0.0071556-0.010788i,0.0081807-0.010115i,0.0088623-0.013486i,0.0051865-0.014046i
-0.095735-0.11796i,0.021862-0.11413i,0.096236-0.12987i,0.0079737-0.16467i,-0.1126-0.14008i,-0.12985-0.050647i,-0.066427+0.035775i,-0.0021561+0.0818i,0.020857+0.087828i,0.0055306+0.068951i,-0.020278+0.048406i,-0.028574+0.039875i,-0.017251+0.029747i,-0.0082669+0.011924i,-0.0075972-0.0017512i,-0.010954-0.0098434i,-0.019172-0.013447i,-0.02763-0.0095509i,-0.027478-0.002407i,-0.01725+0.0029412i,-0.0047381+0.0054348i,0.0052896+0.0044934i,0.011023+0.00023113i
0.10553-0.31496i,0.11084-0.37292i,0.067809-0.34223i,0.0093863-0.26844i,-0.026833-0.18081i,-0.021485-0.084759i,0.022968-0.013351i,0.054021-0.0088679i,0.031261-0.021339i,0.0093695+0.00021957i,0.023665+0.016757i,0.036208+0.0080262i,0.032259-0.0005712i,0.026443-0.0019339i,0.022164-0.00095714i,0.017268+0.0038123i,0.010709+0.010185i,0.00521+0.015637i,0.0047392+0.016905i,0.005549+0.013151i,0.0030181+0.011208i,0.0035307+0.013437i,0.0084188+0.011895i
0.21163+0.054924i,0.10636+0.10898i,0.0099506+0.14484i,0.083474+0.10862i,0.19653-0.010685i,0.1735-0.11447i,0.057671-0.12563i,-0.031989-0.088255i,-0.058304-0.056969i,-0.04012-0.043609i,-0.013979-0.043367i,-0.0066055-0.042052i,-0.0096949-0.029124i,-0.0077704-0.013702i,-0.0014319-0.0018815i,0.00565+0.0053334i,0.013829+0.0048402i,0.020056-0.0028319i,0.019584-0.011466i,0.0096606-0.014105i,-0.0024416-0.0092776i,-0.0082393+0.00068864i,-0.0087518+0.010308i
0.10981+0.40585i,0.13207+0.49091i,0.1538+0.42944i,0.1435+0.2988i,0.093522+0.18388i,0.025925+0.082093i,-0.035069+0.024591i,-0.044088+0.028368i,-0.0048606+0.021733i,0.0033555-0.0082271i,-0.024253-0.0087396i,-0.03403+0.011595i,-0.027292+0.021588i,-0.021943+0.026517i,-0.018072+0.030321i,-0.013186+0.026073i,-0.0061655+0.014435i,-0.0021142-0.00032785i,-0.0062689-0.0084574i,-0.010539-0.0060537i,-0.0093302-0.0054184i,-0.013176-0.006665i,-0.017623-0.00067967i
-0.26041+0.081194i,-0.26604-0.050718i,-0.21651-0.1349i,-0.20533-0.038895i,-0.18247+0.13805i,-0.078649+0.2193i,0.024637+0.15642i,0.060039+0.061221i,0.052561+0.016952i,0.032379+0.014598i,0.018333+0.026181i,0.017902+0.028322i,0.019509+0.020708i,0.018156+0.014166i,0.011447+0.0084123i,-0.0010071+0.0051987i,-0.010629+0.0081126i,-0.012992+0.017122i,-0.0085854+0.022612i,0.00036201+0.016605i,0.0071045+0.0050658i,0.0072511-0.0060031i,0.0011164-0.012467i
-0.33612-0.33242i,-0.3659-0.40023i,-0.32462-0.31512i,-0.23544-0.18553i,-0.12015-0.1133i,-0.012002-0.06611i,0.06048-0.039531i,0.053553-0.04205i,0.0052532-0.015206i,0.0029683+0.013275i,0.023132-0.005981i,0.018312-0.028503i,0.008627-0.03071i,0.0036708-0.030519i,4.6737e-05-0.030147i,0.002606-0.02647i,0.0072683-0.017781i,0.011553-0.0065016i,0.016286-0.0033544i,0.017192-0.0073061i,0.015343-0.0073455i,0.018347-0.0083799i,0.01807-0.0143i
0.18658-0.2558i,0.23029-0.1616i,0.18701-0.060174i,0.1232-0.10951i,0.038127-0.21667i,-0.06328-0.22523i,-0.10317-0.13384i,-0.081943-0.046865i,-0.053501-0.014145i,-0.037264-0.01293i,-0.034261-0.015418i,-0.032587-0.0086685i,-0.025014-0.0030677i,-0.01814-0.0039248i,-0.0088332-0.0051864i,-0.0010827-0.0095048i,-0.0036995-0.015214i,-0.011365-0.01974i,-0.018149-0.019235i,-0.022104-0.0088356i,-0.019941+0.0033973i,-0.010612+0.010218i,0.00033696+0.01162i
0.5062+0.13691i,0.62376+0.17047i,0.57514+0.10744i,0.41229+0.053624i,0.24972+0.064476i,0.12792+0.085081i,0.041827+0.090915i,0.014047+0.063911i,0.0097008+0.0045923i,-0.011711-0.023399i,-0.021737-0.0026928i,-0.0069179+0.014962i,0.0076376+0.017099i,0.014902+0.021275i,0.018778+0.026446i,0.01735+0.02638i,0.011757+0.020423i,0.0032666+0.012809i,-0.0034023+0.010586i,-0.0049549+0.011796i,-0.0068699+0.01025i,-0.011452+0.013501i,-0.0080545+0.017707i
-0.070239+0.3393i,-0.19594+0.27701i,-0.25462+0.14616i,-0.17879+0.13403i,-0.0024691+0.15755i,0.13033+0.093505i,0.13381+0.014682i,0.088193-0.0067711i,0.060476-0.0020324i,0.043837+0.0063555i,0.032551+0.0095229i,0.019766+0.0054081i,0.0080529+0.0038899i,0.0021422+0.0016497i,-0.0068769+0.0049985i,-0.0088247+0.017067i,0.0028728+0.020516i,0.016145+0.013615i,0.023837+0.0037088i,0.025773-0.0089969i,0.021707-0.017747i,0.011801-0.018355i,0.00066821-0.013935i
-0.46791+0.057579i,-0.55002+0.1087i,-0.4049+0.17329i,-0.235+0.1504i,-0.18009+0.07536i,-0.12976+0.02315i,-0.039044-0.026943i,0.013037-0.048634i,0.028652-0.01828i,0.038952+0.0008361i,0.030795-0.0036741i,0.011965-0.0017167i,-0.0028719+0.0029777i,-0.0138+0.0075915i,-0.017767+0.0098268i,-0.013339+0.00083817i,-0.0045604-0.0099796i,0.0044619-0.012548i,0.0075692-0.013124i,0.0018427-0.011909i,-0.00076674-0.0084867i,7.4627e-05-0.011505i,-0.0044812-0.010867i
-0.042789-0.34106i,0.028947-0.36952i,0.04414-0.26614i,-0.028372-0.18261i,-0.11898-0.11763i,-0.15725-0.009142i,-0.12487+0.060194i,-0.086277+0.058867i,-0.06366+0.042919i,-0.043973+0.028479i,-0.02877+0.016081i,-0.010871+0.0074808i,0.0056447-8.0884e-05i,0.012238-0.0057112i,0.013646-0.015148i,0.0056352-0.022221i,-0.011062-0.014331i,-0.025062+0.0018056i,-0.028516+0.016356i,-0.02234+0.025142i,-0.014425+0.027238i,-0.0050211+0.024693i,0.0052322+0.016883i
0.40735-0.24543i,0.50778-0.35966i,0.41965-0.37567i,0.3016-0.28415i,0.23847-0.18366i,0.18291-0.1041i,0.11611-0.012719i,0.06435+0.032967i,0.013053+0.017832i,-0.023021+0.0032152i,-0.027561-0.0043462i,-0.01969-0.011573i,-0.0041556-0.014003i,0.013505-0.017709i,0.023814-0.016493i,0.026847-0.0072877i,0.023532+0.00088809i,0.016291+0.0030421i,0.012133+0.0017861i,0.0090149-0.0024239i,0.00040659-0.0068793i,-0.0047933-0.0042382i,-0.00028029-0.0043214i
0.1437+0.3756i,0.059202+0.46673i,-0.098216+0.3951i,-0.11172+0.28934i,0.016103+0.1617i,0.064699+0.019486i,0.031072-0.032177i,0.024006-0.027089i,0.029074-0.03253i,0.017993-0.030162i,0.0021099-0.014991i,-0.014722+0.005358i,-0.026587+0.02562i,-0.027688+0.03688i,-0.022623+0.042588i,-0.010974+0.04307i,0.00312+0.028253i,0.010637+0.0022628i,0.009626-0.022148i,0.0068076-0.035301i,0.0084683-0.036353i,0.0064316-0.030135i,-0.0025812-0.019079i
-0.2622+0.3256i,-0.21615+0.4302i,-0.0066951+0.35728i,0.092268+0.21875i,0.043515+0.16601i,0.036069+0.12939i,0.031818+0.029621i,-0.0081475-0.026076i,-0.012948-0.016915i,0.00080411-0.0028062i,0.0054117+0.0089422i,0.0086091+0.014927i,0.0067285+0.017257i,0.0019157+0.023893i,-0.0048762+0.025717i,-0.012855+0.015517i,-0.012037+0.0036225i,-0.0050536+0.0024126i,-0.0014308+0.012722i,-0.00015633+0.026306i,0.0028056+0.029062i,0.00093619+0.023294i,-0.0017843+0.020477i
-0.26472-0.27479i,-0.3191-0.3042i,-0.2742-0.23403i,-0.24685-0.15367i,-0.21604-0.08711i,-0.15044-0.018892i,-0.080589+0.032902i,-0.030014+0.06256i,0.00041656+0.075442i,0.015357+0.063529i,0.019598+0.034162i,0.020983+0.0023328i,0.020916-0.022107i,0.012554-0.036691i,-0.0017012-0.043358i,-0.010463-0.035938i,-0.013178-0.01533i,-0.0099676+0.0066669i,-0.0016737+0.019227i,0.0028139+0.020394i,0.0014783+0.020765i,0.0034011+0.021305i,0.0081691+0.014945i
0.1362-0.41816i,0.056772-0.57863i,-0.019335-0.50091i,-0.0048413-0.3317i,-0.010025-0.21532i,-0.037066-0.11979i,-0.01123-0.055799i,0.0074634-0.04763i,-0.013667-0.048088i,-0.030878-0.040782i,-0.035335-0.031414i,-0.028214-0.016639i,-0.013799-0.0093357i,0.00074812-0.007457i,0.019126-0.00516i,0.030127-0.011061i,0.024298-0.017958i,0.010979-0.021252i,0.00027114-0.028206i,-0.01056-0.032961i,-0.022692-0.029545i,-0.02725-0.021855i,-0.023552-0.016201i
0.34337+0.23027i,0.36679+0.33018i,0.2139+0.39759i,0.13452+0.34473i,0.15424+0.1877i,0.11757+0.071449i,0.049914+0.044682i,0.010587+0.022227i,-0.018136-0.01397i,-0.033125-0.030864i,-0.032736-0.024136i,-0.029592-0.001249i,-0.020339+0.025535i,-0.0013468+0.041186i,0.016545+0.044571i,0.019393+0.043882i,0.010045+0.034953i,-0.0011528+0.015883i,-0.0099324+0.00031506i,-0.0084164-0.011564i,0.0027358-0.026425i,0.0084969-0.032522i,0.0071127-0.02177i
-0.037339+0.29823i,0.12743+0.22626i,0.22947-0.021523i,0.18379-0.12288i,0.14038-0.044376i,0.15827-0.005322i,0.1297-0.019869i,0.06888-0.012203i,0.038381+0.00017225i,0.024637+0.0090117i,0.015363+0.016542i,0.0074006+0.014109i,0.0026068+0.0080056i,-0.0042615+0.0026458i,-0.019663+0.0063055i,-0.023511+0.013485i,-0.0079025+0.010401i,0.0099887+0.0093314i,0.025+0.021526i,0.038314+0.032535i,0.043265+0.03004i,0.036491+0.019636i,0.021733+0.0079855i
-0.32128-0.087014i,-0.41675-3.0771e-05i,-0.39422+0.092343i,-0.31566+0.14625i,-0.21935+0.14929i,-0.12019+0.10917i,-0.038774+0.058157i,0.021075+0.018137i,0.053+0.00080897i,0.059413-0.0030733i,0.046111-0.013881i,0.023657-0.026463i,0.0008101-0.033934i,-0.024528-0.0324i,-0.042592-0.021468i,-0.038504-0.0099673i,-0.022714-0.00014647i,-0.0096595+0.0039588i,-0.0072126+0.00075682i,-0.013713+0.0046856i,-0.01489+0.019497i,-0.006294+0.025722i,0.0020045+0.017599i
-0.093223-0.24764i,-0.19721-0.28198i,-0.16371-0.28881i,-0.072959-0.29353i,-0.042909-0.24849i,-0.040561-0.15936i,-0.041079-0.097856i,-0.061186-0.049489i,-0.070325+6.4586e-05i,-0.059565+0.018083i,-0.038709+0.018776i,-0.0083567+0.019071i,0.015511+0.017408i,0.034911+0.018048i,0.052976+0.0042801i,0.04426-0.022367i,0.015295-0.034487i,-0.0082569-0.033273i,-0.02296-0.032228i,-0.033374-0.029143i,-0.041633-0.017728i,-0.043327-0.00020633i,-0.032311+0.011272i
0.37725-0.014811i,0.45772+0.050474i,0.42701+0.20826i,0.30825+0.22891i,0.1371+0.10228i,-0.023324+0.037524i,-0.073514+0.06271i,-0.038313+0.062234i,-0.015632+0.023884i,-0.01707-0.00047177i,-0.020917-0.0019702i,-0.022109+0.0089313i,-0.010583+0.016979i,0.0068763+0.0087676i,0.013979+0.0039859i,0.014885+0.018614i,0.015051+0.032606i,0.014022+0.03276i,0.014746+0.022942i,0.010967+0.0027194i,0.0023027-0.022107i,-0.0021815-0.03373i,-0.0001933-0.025793i
0.0037672+0.18363i,0.018716-0.0603i,-0.052496-0.31573i,-0.083908-0.29115i,0.0074543-0.09186i,0.12596+0.011765i,0.15395-0.0040033i,0.10708-0.038411i,0.053281-0.047449i,0.028024-0.029388i,0.021288-0.012196i,0.012307-0.0080531i,0.002123-0.0056648i,-0.010066+0.0023448i,-0.017035+0.017336i,-0.009343+0.016467i,0.00043284-0.0036886i,0.0066511-0.013403i,0.019126-0.0076912i,0.036673-0.0021396i,0.049874-0.0068611i,0.046969-0.019638i,0.023627-0.025937i
-0.19512-0.041835i,-0.1789+0.13361i,-0.11156+0.35884i,0.0072259+0.40725i,0.1043+0.27042i,0.12431+0.14488i,0.10755+0.1034i,0.077113+0.072948i,0.048325+0.039334i,0.030259+0.0050845i,0.0014485-0.02111i,-0.024781-0.015915i,-0.0273+0.0044986i,-0.020368+0.015708i,-0.019323+0.016613i,-0.020426+0.022316i,-0.012595+0.031414i,-0.003654+0.025487i,-0.0054724+0.015283i,-0.0068121+0.02127i,0.00092683+0.035889i,0.011007+0.041502i,0.019446+0.02902i
0.10473+0.013778i,0.077715-0.0058996i,-0.035445-0.17597i,-0.15482-0.29035i,-0.19766-0.24126i,-0.16216-0.16738i,-0.12296-0.12275i,-0.086795-0.053414i,-0.045597+0.00779i,-0.027068+0.036013i,-0.0097919+0.04104i,0.015181+0.022216i,0.029749+0.00057155i,0.036561-0.016185i,0.030353-0.033813i,0.0094683-0.042615i,-0.011199-0.041276i,-0.027272-0.032925i,-0.038988-0.021352i,-0.046536-0.012015i,-0.050113-0.00056157i,-0.041261+0.016658i,-0.023471+0.026067i
0.12357-0.0481i,0.20949-0.037921i,0.37437+0.024474i,0.40777+0.082071i,0.27189+0.086652i,0.13018+0.096827i,0.079198+0.098273i,0.064147+0.041626i,0.020289-0.016912i,-0.020171-0.026606i,-0.030615-0.0095251i,-0.028974+0.005421i,-0.03064+0.0072328i,-0.034405+0.009617i,-0.020892+0.020608i,0.0085227+0.027551i,0.028267+0.029271i,0.039137+0.027388i,0.045024+0.01495i,0.031449-0.0018192i,0.0050652-0.013402i,-0.013471-0.018092i,-0.01534-0.010757i
-0.172+0.21157i,-0.34124+0.11506i,-0.48754-0.049388i,-0.46187-0.097642i,-0.23977-0.057635i,-0.061523-0.091483i,-0.067557-0.13095i,-0.11764-0.081762i,-0.09751-0.012039i,-0.044039+0.0093597i,-0.017864-0.0040319i,-0.016156-0.01026i,-0.0067926+0.0030427i,0.012097+0.018284i,0.021564+0.01734i,0.0078978-0.0041686i,-0.018121-0.023838i,-0.027761-0.025121i,-0.013218-0.021326i,0.0098516-0.027614i,0.023833-0.043283i,0.016191-0.051255i,-0.0024325-0.037817i
-0.27075-0.30373i,-0.12991-0.13732i,0.21626+0.18497i,0.39383+0.22623i,0.23535+0.075287i,0.082261+0.057522i,0.11357+0.0767i,0.15128+0.027255i,0.12121-0.023014i,0.066579-0.038713i,0.025813-0.02042i,0.016132+0.0070601i,0.018466+0.018464i,0.015459+0.014485i,0.0062054+0.015639i,0.014308+0.032505i,0.039075+0.036824i,0.040073+0.021251i,0.019145+0.013626i,0.011144+0.019186i,0.021425+0.026841i,0.033623+0.027788i,0.03797+0.013106i
0.6104-0.16497i,0.56524-0.31171i,0.084148-0.37527i,-0.2739-0.22226i,-0.23435+0.0098212i,-0.10054+0.12351i,-0.057164+0.14791i,-0.048928+0.13172i,-0.037537+0.088462i,-0.016652+0.041036i,0.0019908-0.009988i,0.0013042-0.051067i,-0.0078503-0.056433i,-0.01415-0.033393i,-0.016562-0.0108i,-0.026567-0.0050974i,-0.042756-0.0047149i,-0.042948+0.0051817i,-0.029433+0.016499i,-0.026698+0.024614i,-0.033669+0.033611i,-0.031678+0.034923i,-0.025943+0.02626i
-0.066403+0.46649i,-0.03402+0.47269i,0.17297+0.28056i,0.38089+0.067112i,0.37035-0.084534i,0.24826-0.13683i,0.13708-0.13654i,0.039147-0.139i,-0.024094-0.11155i,-0.039168-0.068709i,-0.042014-0.030284i,-0.037217+0.013731i,-0.018521+0.038912i,0.0042736+0.037978i,0.026828+0.031332i,0.044829+0.025587i,0.056549+0.018689i,0.058856-0.00031023i,0.043897-0.027657i,0.019607-0.038645i,-0.0021977-0.033824i,-0.015923-0.022299i,-0.0095299-0.0069918i
-0.22902+0.30624i,-0.27866+0.33879i,-0.38815+0.30911i,-0.41299+0.30562i,-0.2473+0.22487i,-0.13667+0.065542i,-0.10594+0.0078155i,-0.018879+0.034933i,0.044174+0.037704i,0.032817+0.044295i,0.01505+0.057166i,0.014757+0.043201i,0.014001+0.010202i,0.0052972-0.012306i,-0.0037756-0.016884i,-0.017129-0.015269i,-0.039761-0.0097445i,-0.052571+0.004082i,-0.041806+0.016553i,-0.020591+0.0081722i,-0.0064241-0.014888i,-0.0066242-0.027347i,-0.01709-0.023693i
-0.62406-0.45314i,-0.48917-0.34761i,0.051005-0.24933i,0.27811-0.25726i,0.12292-0.16246i,0.083703-0.021998i,0.1313-0.031419i,0.077927-0.093639i,-0.0022015-0.099858i,-0.042181-0.075372i,-0.043572-0.046389i,-0.031645-0.018616i,-0.024182+0.0077861i,-0.03889+0.023983i,-0.06772+0.035637i,-0.054626+0.042365i,-0.0096381+0.027293i,0.01403+0.012534i,0.017722+0.015052i,0.026443+0.019837i,0.046558+0.017086i,0.064575+0.0056594i,0.062556-0.0044995i
0.80079-0.94088i,0.46454-1.0935i,-0.16316-0.64858i,-0.34351-0.12405i,-0.086977+0.047908i,0.11597+0.051189i,0.19492+0.064024i,0.1863+0.05968i,0.1296+0.056563i,0.10216+0.039006i,0.069104-0.00033472i,0.01933-0.0054184i,0.006333+0.017042i,0.023525+0.022737i,0.034805+0.0046064i,0.012482-0.014961i,-0.018127-0.0087417i,-0.015894+0.0031365i,0.00025563-0.0061196i,-0.00014854-0.010849i,-0.011606+0.0055918i,-0.021065+0.017801i,-0.02858+0.017716i
0.53877+1.1055i,0.7166+1.0936i,0.69567+0.60498i,0.49239+0.068498i,0.14621-0.18582i,-0.14389-0.20607i,-0.24885-0.10498i,-0.18274-0.0093381i,-0.074151-0.009668i,-0.03301-0.033824i,-0.020359-0.0084183i,0.01997+0.011045i,0.045062-0.0024916i,0.046846-0.0025547i,0.057987+0.020091i,0.077329+0.030435i,0.080906+0.0058681i,0.050083-0.025726i,0.0047925-0.031317i,-0.026693-0.025529i,-0.045498-0.024282i,-0.04724-0.016157i,-0.023354-0.012923i
-0.56307+0.24822i,-0.46375+0.16395i,-0.35078+0.15832i,-0.15426+0.32482i,0.19429+0.37354i,0.39972+0.27706i,0.31325+0.17019i,0.13023+0.084543i,0.041648+0.066812i,0.040771+0.047154i,0.013454-0.0019341i,-0.028834-0.017934i,-0.036227-0.023542i,-0.038704-0.025195i,-0.044015-0.005284i,-0.042173+0.015467i,-0.042867+0.030056i,-0.028869+0.044708i,0.0055656+0.043112i,0.023283+0.016787i,0.012793-0.0080466i,-0.0034156-0.0035349i,-0.010294+0.024145i
-0.75754-0.057228i,-0.60668+0.097559i,-0.26514-0.050348i,-0.2138-0.18664i,-0.34688-0.034786i,-0.3158+0.14056i,-0.12181+0.13544i,0.024662+0.015596i,-0.011757-0.063362i,-0.080985-0.010137i,-0.063918+0.028963i,-0.069201+0.023131i,-0.066515+0.058922i,-0.015719+0.061153i,0.012341+0.013327i,0.019921-0.022414i,0.018067-0.035788i,0.013767-0.030698i,0.019091-0.019751i,0.029756-0.0065445i,0.042708+0.00041036i,0.045088-0.012466i,0.033766-0.032842i
0.45331-1.3112i,-0.016849-1.2034i,-0.30257-0.48151i,-0.16019-0.00023567i,0.10304-0.0073729i,0.22743-0.072139i,0.23557+0.013805i,0.21794+0.11918i,0.18396+0.08868i,0.073888-0.00051896i,-0.014538-0.0158i,-0.011831-0.015015i,0.00028259-0.013667i,-0.0045875+0.020735i,-0.028275+0.062358i,-0.052845+0.10709i,-0.032432+0.11852i,-0.012089+0.072277i,-0.023329+0.023985i,-0.024922+0.0059762i,-0.0025108+0.010344i,0.026333+0.02453i,0.041905+0.030339i
1.3426+0.91411i,1.531+0.5544i,1.1413-0.026684i,0.53196-0.30835i,0.089353-0.21809i,-0.088906-0.043228i,-0.12061+0.025538i,-0.14084+0.019257i,-0.13323+0.048635i,-0.053739+0.070657i,-0.012716+0.049488i,-0.023335+0.053365i,-0.013953+0.045545i,-0.011409-0.0038413i,-0.014537-0.043718i,-0.007887-0.079153i,-0.015382-0.092951i,-0.018319-0.057661i,-0.0090759-0.00622i,-0.01207+0.02626i,-0.02712+0.025114i,-0.04057+0.0025912i,-0.04227-0.015674i
-0.84198+0.72377i,-0.77389+0.6086i,-0.53584+0.4035i,-0.12896+0.32442i,0.3349+0.23197i,0.6016+0.087491i,0.54668-0.013705i,0.32097-0.036514i,0.16063-0.013643i,0.1035-0.02345i,0.062178-0.070081i,0.027804-0.083728i,0.024782-0.055897i,0.042685-0.014054i,0.052612+0.013788i,0.034559+0.025273i,0.015125+0.038124i,0.016217+0.030966i,0.028759-0.0072116i,0.033905-0.043509i,0.019536-0.047737i,-0.0057138-0.021172i,-0.020321+0.019957i
-1.7838+6.3565i,0.59356+6.4645i,3.5406+5.6844i,4.3511+2.4217i,3.1483-0.80367i,0.67846-2.2789i,-1.3446-1.4185i,-1.6072+0.12794i,-0.51627+0.84231i,0.64106+0.38145i,0.84527-0.48717i,0.39214-1.0782i,-0.21491-1.7197i,-0.92402-2.4625i,-1.1921-2.4878i,-0.71546-1.4431i,-0.14532-0.37247i,-0.17451+0.050627i,-0.61637+0.24138i,-0.66976+0.50905i,-0.1653+0.62975i,0.35564+0.35599i,0.41933-0.11218i
0.36843-0.81696i,0.051859-0.68676i,-0.075598-0.36689i,0.0050008-0.15887i,0.15686+0.020808i,0.33999+0.18215i,0.39118+0.16608i,0.24001+0.064026i,0.075976+0.013371i,0.0078401-0.0099776i,0.0027882-0.064503i,-0.021459-0.1127i,-0.059773-0.057143i,-0.044653+0.040116i,-0.016651+0.071343i,-0.026204+0.050608i,-0.038646+0.01914i,-0.041725+0.00088098i,-0.038634-0.00030561i,-0.031178+0.0050382i,-0.022548+0.022974i,-0.00010816+0.044226i,0.0318+0.041938i
1.0442+0.50493i,0.81642+0.19811i,0.39035+0.052372i,0.16975-0.01082i,0.027384-0.1767i,-0.17583-0.26229i,-0.26004-0.14096i,-0.15889-0.034884i,-0.065488-0.04328i,-0.057348-0.044235i,-0.064525+0.0085239i,-0.063444+0.064384i,-0.04967+0.087319i,-0.0071612+0.060725i,0.035302+0.014424i,0.057497-0.0030294i,0.067083-0.0026964i,0.056713-0.010025i,0.024778-0.019959i,-0.0065035-0.011999i,-0.023803+0.015127i,-0.030817+0.047683i,-0.023634+0.069107i
-0.64705+0.82936i,-0.36873+0.62912i,-0.17142+0.30288i,-0.087453+0.15399i,-0.041625+0.13179i,-0.12587+0.16189i,-0.25424+0.26316i,-0.22594+0.32195i,-0.1175+0.22194i,-0.094978+0.097599i,-0.071557+0.046923i,-0.0087904-0.025101i,-0.0056905-0.099967i,-0.027393-0.10245i,-0.03226-0.086314i,-0.047922-0.081367i,-0.058264-0.063872i,-0.051682-0.045439i,-0.040615-0.030213i,-0.0281-0.020049i,-0.017307-0.017993i,-0.012559-0.011866i,-0.01244+0.0047526i
-0.70425-0.28583i,-0.2928+0.025984i,0.17893+0.18323i,0.336+0.14046i,0.28207-0.019923i,0.16246-0.18144i,0.0032439-0.17142i,-0.080021-0.021201i,-0.063247+0.033598i,-0.084969-0.014506i,-0.14509-0.0073346i,-0.13801+0.040966i,-0.070711+0.052731i,0.0018516+0.041975i,0.059265+0.029803i,0.07944+0.013179i,0.056596+0.0030774i,0.026343+0.012352i,0.01801+0.031212i,0.023451+0.032814i,0.018826+0.010174i,0.0063801-0.012021i,0.0035866-0.017865i
0.43882-0.90558i,0.067997-0.73004i,-0.29472-0.43965i,-0.39833-0.33522i,-0.3139-0.44595i,-0.24361-0.6471i,-0.23447-0.67237i,-0.19717-0.41483i,-0.082305-0.13373i,0.014341+0.0069512i,0.058232+0.081994i,0.084393+0.1055i,0.081204+0.067754i,0.07056+0.02339i,0.071321-0.017196i,0.042268-0.052907i,0.0011524-0.05032i,-0.00029606-0.020805i,0.020055-0.0068091i,0.02615-0.0057736i,0.023836+0.0063096i,0.020587+0.014856i,0.0060866+0.0055514i
0.6543+0.9924i,0.67386+1.0025i,0.70053+0.71276i,0.50922+0.31338i,-0.023034+0.13966i,-0.4626+0.25215i,-0.47492+0.33306i,-0.27354+0.20138i,-0.13903+0.064919i,-0.039889+0.058215i,0.064412+0.058002i,0.091014+0.010903i,0.056143-0.011405i,0.045442-0.0076546i,0.064897-0.0050053i,0.082625-0.011032i,0.069867-0.031187i,0.029262-0.040796i,-0.0093211-0.025877i,-0.029469-0.0025666i,-0.031636+0.00987i,-0.023327+0.0070758i,-0.0090057+0.0040633i
-0.81497+0.04149i,-0.94155-0.31581i,-0.90416-0.3653i,-0.57389-0.16592i,-0.093339-0.071006i,0.16951-0.1192i,0.153-0.13968i,0.083605-0.055122i,0.092446+0.036872i,0.10936+0.033166i,0.067601-0.00029791i,0.029428-0.0023889i,0.020111-0.0022898i,0.0057279+0.010857i,-0.017361+0.0317i,-0.046566+0.030488i,-0.060526+0.020251i,-0.043921+0.014748i,-0.020133+0.014958i,-0.0089614+0.016887i,-0.010592+0.010937i,-0.01947-0.0066827i,-0.032731-0.018778i
-0.10473-0.17607i,0.33765+0.028928i,0.57539+0.058134i,0.38204-0.0094752i,0.04331-0.022386i,-0.10412-0.073732i,-0.11786-0.1814i,-0.13563-0.18129i,-0.13378-0.079148i,-0.097527-0.0097062i,-0.066734+0.011811i,-0.049088+0.03129i,-0.028339+0.041064i,-0.017574+0.028593i,-0.021339+0.0187i,-0.012635+0.020858i,0.0063438+0.01325i,0.0051648-0.00071228i,-0.0075277-0.0088626i,-0.0089958-0.013418i,-0.0039625-0.0072408i,0.0052399+0.0056498i,0.016795+0.0048475i
0.15938-0.65674i,-0.21396-0.4745i,-0.44922-0.15117i,-0.38153+0.018535i,-0.20389+0.0037467i,-0.12698-0.018352i,-0.06962+0.018665i,0.012892+0.0085473i,0.030503-0.052526i,0.019741-0.061151i,0.053398-0.039512i,0.075657-0.055086i,0.037739-0.06479i,-0.011311-0.037327i,-0.030362-0.0124i,-0.025449-0.0081719i,-0.0082031-0.0026712i,0.011061+0.011568i,0.022636+0.019641i,0.021414+0.014917i,0.0090755+0.0048467i,-0.0090092+0.0015654i,-0.026585+0.0090216i
