-0.0011227-0.0014012i,-0.0010504-0.0019248i,-0.0015334-0.0016672i,-0.0011415-0.00055193i,-0.00086859+0.00069636i,-0.00055087+0.0014586i,-0.00020397+0.0013452i,0.00056243+0.00065958i,0.0014882+4.6527e-06i,0.0016134-0.0010614i,0.00093343-0.0011358i,0.00018761-0.00057062i,0.00051453-0.00077848i,0.00067451-0.00089047i,0.00024881-0.00022162i,-0.00026548+0.00042084i,-0.00034536+0.00035172i,-0.00024862+0.0003324i,-0.001034+0.00029272i,-0.0010661-1.2899e-06i,-0.00022286-0.00045879i,0.00015692-0.00084985i,2.1289e-05-0.00060369i
0.00027986-0.00068273i,-0.00057652-0.001663i,0.00059661-0.0032444i,0.0018403-0.0035283i,0.001965-0.003366i,0.0003382-0.0022315i,-0.0018796-0.00022003i,-0.0025229+0.0024595i,-0.0013321+0.0050858i,-0.00021991+0.0061243i,0.00033693+0.0045505i,0.0011474+0.0031171i,0.0015241+0.0030769i,0.0010472+0.0023547i,0.0011349+0.0014623i,0.0015053-0.00016401i,0.0013458-0.0014452i,0.0010208-0.0014889i,0.00087382-0.0020725i,0.00070648-0.001872i,-0.00047711-0.00031471i,-0.001231+0.00063946i,-0.00097075-0.000132i
0.00098538+0.0015548i,0.0037623+0.0020857i,0.0031685+0.0027166i,0.00086061+0.001973i,-0.0013794+0.0014201i,-0.0018303+0.0020046i,-3.372e-05+0.0020192i,0.0013895+0.0022919i,0.0023748+0.0025724i,0.0028842+0.0012536i,0.0022279+6.8041e-05i,0.00099477-1.0176e-05i,-0.00062065-0.00091262i,-0.0023214-0.0021459i,-0.0028242-0.0018596i,-0.0023872-0.00086692i,-0.0018865-0.0006345i,-0.0011404-0.00017033i,3.2549e-05+0.00087339i,0.00017596+0.0012685i,-0.0003388+0.00067691i,-5.1037e-05+0.00013141i,0.00057222+2.5318e-05i
0.0011783-0.0012808i,-0.00064666-0.001973i,-0.00036786-0.0035273i,-0.00045365-0.0013701i,-0.0022279+0.0029819i,-0.0029063+0.0054588i,-0.00070802+0.0050104i,0.0020282+0.0021882i,0.0036351-0.0021628i,0.0026419-0.0054625i,0.00039952-0.0050411i,-0.00026956-0.0032803i,1.0956e-05-0.0032907i,-0.00072743-0.0038321i,-0.0022788-0.0030122i,-0.0032408-0.0014853i,-0.0029754-0.00024357i,-0.0018568+0.0011148i,-0.00076256+0.0016183i,-7.7358e-05+0.0011733i,0.00062232+0.0010627i,0.00098444+0.00053123i,0.00097158+0.00017159i
-0.00052181-0.00055321i,0.00032338-0.0011585i,-0.0011487-0.0013076i,-0.003322+0.0010715i,-0.0012345+0.0043953i,0.0032452+0.0041968i,0.0049251+0.0016354i,0.0042872-0.00088625i,0.0024179-0.0026759i,0.00025052-0.0038441i,-0.00037572-0.0029138i,-4.0126e-05-0.0012501i,0.0012025-9.744e-06i,0.0019875+0.0013287i,0.0015612+0.0011429i,-3.6658e-05+0.00036726i,-0.0017706+0.00060806i,-0.00163+0.00013718i,-0.00040665-0.00085884i,3.211e-05-0.00045329i,7.4607e-05+5.6315e-05i,0.00053684+0.00029541i,0.00040162-0.00017526i
0.0017462-0.0016034i,0.0015909-0.0020737i,-0.00049722-0.0029926i,-0.0020959-0.0011782i,-0.0026952+0.0012252i,-0.0023812+0.0020403i,-0.0012873+0.00058247i,-0.0011542-0.0012681i,-0.0024939-0.00068163i,-0.0030271+0.0015785i,-0.0019987+0.003062i,-0.00098919+0.0028853i,-0.0012343+0.0029675i,-0.0011663+0.0044323i,-0.00039956+0.0051435i,0.00016304+0.0036578i,0.00076693+0.00088709i,0.0010322-0.00073165i,0.00096861-0.00049843i,0.0004702-0.00059896i,0.00032263-0.001585i,0.00057734-0.0010577i,0.00056254-0.00050087i
0.0049939-0.0055283i,0.0057211-0.0057566i,0.0022265-0.006788i,-0.0033168-0.0046041i,-0.0053176+9.7962e-05i,-0.0014985+0.0044812i,0.0024569+0.0034677i,0.0010144+0.00024757i,-0.0019608+0.00036729i,-0.0031772+0.0014905i,-0.0029612+0.0015834i,-0.0027005+0.001739i,-0.0027862+0.0021524i,-0.0021379+0.0018014i,-0.0014313+0.0011139i,-0.00080978+0.00045748i,0.00023568-0.00065788i,0.00037526-0.00069711i,2.9422e-05-0.00069827i,-0.00068924-0.00053272i,-0.0017018+8.0129e-05i,-0.0013583-0.0001413i,-0.00048143-0.00073007i
-0.019119+0.029428i,-0.019239+0.03243i,0.001849+0.040238i,0.022619+0.028364i,0.028484+0.0086961i,0.017004-0.0064667i,0.0027641-0.0050695i,-0.0010634+0.00221i,0.0012158+0.0056392i,0.0066575+0.0050549i,0.0081339-0.00079119i,0.0040638-0.0054305i,0.00034192-0.0075152i,-0.00087728-0.010445i,-0.0027409-0.01063i,-0.0023828-0.0050289i,0.00085533+0.0010193i,0.0015949+0.0018007i,6.7742e-06+0.00061105i,-0.00087101+0.00071476i,-0.0013506+0.00027003i,-0.0012369-0.00014415i,-0.00041054-0.00017177i
1.993e-05+0.002755i,-0.00010728+0.0036121i,0.0010479+0.0045997i,0.00012953+0.0040997i,-0.00069458+0.003014i,0.00047454+0.0010934i,0.001077-0.00044813i,0.00191-0.00012234i,0.0042333+0.00042817i,0.0057141-0.00088439i,0.0052624-0.0018087i,0.0041807-5.3377e-05i,0.0031206+0.00033551i,0.0029218-0.0011168i,0.0028034-0.0023416i,0.001599-0.0028436i,-0.00026487-0.0020773i,-0.00096938-0.0016441i,-0.00049801-0.0013688i,0.00061014-0.00025405i,0.00026966+0.00061213i,-0.00076486+0.00058509i,-0.00032256+0.00020278i
-0.0025341+0.0024863i,-0.0036684+0.0022548i,-0.0038228+0.0041299i,-0.0014557+0.0036452i,0.0018454+0.0019111i,0.0032973+0.00035003i,0.0038607-0.0013806i,0.0044029-0.0027907i,0.0033996-0.0029187i,0.00205-0.0018657i,0.0011022-0.00014682i,3.77e-05+0.0013249i,-0.0015948+0.0019259i,-0.0023937+0.0024482i,-0.00085119+0.0032664i,0.00059221+0.001894i,0.0012864+0.00032194i,0.0019084+0.00049638i,0.001396+0.0011613i,0.00029969+0.0016292i,-7.0074e-05+0.00071416i,-0.0003604-0.0001498i,-0.00060436+0.00023085i
0.00011447+0.0029489i,0.0014262+0.0028131i,0.0018342+0.0025905i,0.00054748+0.0028048i,0.00056248+0.0027866i,0.0016608+5.5369e-05i,0.0016513-0.0028248i,0.00021643-0.0033703i,-0.0025822-0.0027784i,-0.0047548-0.0016674i,-0.0047729-0.00091502i,-0.0036729-0.0011444i,-0.0029215-0.0010513i,-0.0034052-0.0005909i,-0.0039033+0.00064171i,-0.0039113+0.002265i,-0.0022266+0.0025142i,-0.00027281+0.002484i,-0.00019526+0.0018672i,0.00019005+0.00047677i,0.00078937-0.00037716i,0.00023003-0.0010302i,0.0003588-0.0013734i
-0.0024553+0.00029273i,-0.001979+0.0014027i,0.0006938+0.0032397i,0.0026526+0.0033267i,0.0024482+0.0016603i,0.0015276+0.0011656i,0.00020721+0.001787i,-0.0020289+0.0020043i,-0.0036656+0.0022015i,-0.0030588+0.0011397i,-0.00067223-0.0014421i,0.001311-0.0030632i,0.0015576-0.0029444i,0.0012818-0.003738i,0.00021457-0.0043779i,-0.0012235-0.0028565i,-0.0020901-0.00070096i,-0.0031771+0.00057186i,-0.0038361+0.0012813i,-0.0028921+0.00062034i,-0.0013004-0.00049944i,3.7913e-05-0.00063724i,0.0010544-0.00062092i
-0.00077815+0.0018882i,-0.00027004+0.00054214i,0.0016121+0.0018666i,0.0029988+0.0023455i,0.0028629+0.0027948i,0.0010894+0.0034798i,-0.0011083+0.0031117i,-0.0017263+0.0031003i,0.00028314+0.0038i,0.0032989+0.0037042i,0.0048433+0.002188i,0.0040098+0.0011583i,0.0032598+0.0013068i,0.0041732+0.00047706i,0.0043952-0.000702i,0.0031329-0.0013595i,0.0018718-0.0018845i,0.0010773-0.0024273i,0.00099259-0.0033393i,0.00042362-0.0031266i,0.00028442-0.0010859i,0.00030228+0.00048526i,-0.00031968+4.2271e-05i
0.0016232+0.00097662i,0.00061973+0.00071832i,-0.0011965+0.00076154i,-0.0017476+0.001757i,-0.00074477+0.0024383i,0.00053099+0.0013624i,0.00092959+0.00057354i,0.001504+0.0008897i,0.002571+0.00086244i,0.0029233+0.00081156i,0.0019835+0.00043316i,-0.00029317+0.00059362i,-0.0015377+0.001789i,-0.00058994+0.0034064i,0.0013894+0.0041665i,0.0026916+0.0030492i,0.0026203+0.0013531i,0.0024185-0.00012946i,0.0021624-0.0011715i,0.00067727-0.00046629i,-6.1096e-05+0.00050906i,0.00025086+0.00053005i,-0.00060882+0.0004673i
-0.00038802+0.0008872i,-0.0022228+0.0013571i,-0.0017359+0.0016166i,4.1459e-05+0.0021614i,0.0016744+0.00057632i,0.0032923-0.0010943i,0.0051857-0.0011796i,0.0055488-0.00086945i,0.0036876-0.0022887i,0.00019696-0.0039232i,-0.00325-0.0034376i,-0.0043292-0.0022455i,-0.0043974-0.0022221i,-0.0051834-0.0010649i,-0.0049134+0.00044839i,-0.0028494+0.0015819i,-0.00073904+0.0023193i,4.7327e-05+0.0028508i,-3.1104e-05+0.0037912i,-0.00014462+0.0031107i,-0.0004598+0.001416i,-0.00046684+0.00091849i,-0.00038662+0.0004959i
0.0015607-0.0031076i,0.0036142-0.0049859i,0.0026529-0.002945i,-7.5802e-05+0.00029049i,-0.00055143+0.0025676i,0.0011495+0.0027726i,0.0022683+0.0011339i,0.0016858-0.00018013i,0.00054287-0.001937i,-0.000905-0.0029554i,-0.00083359-0.002544i,0.00092579-0.0028931i,0.0010067-0.0034452i,-0.00055282-0.0038841i,-0.0012977-0.0036208i,-0.0031502-0.0017366i,-0.0042186-3.3053e-05i,-0.0032216+0.00048378i,-0.0031723+0.00083406i,-0.0027389+0.00079376i,-0.0015763-0.00040897i,-0.00041751-0.0020853i,0.00021624-0.0015535i
-0.00011566+0.0032036i,-0.0010916+0.0033571i,-9.4238e-05+0.0021688i,0.0027659+0.001595i,0.0028327+0.0024657i,0.00031915+0.0026663i,-0.0020368+0.00037866i,-0.0039502-0.0020682i,-0.0053822-0.0015233i,-0.0042442+0.00085128i,-0.00084823+0.0035439i,0.0008817+0.0039359i,0.001467+0.0027083i,0.0025209+0.0011557i,0.0033715-0.0011779i,0.0020028-0.0022707i,0.00041853-0.0021384i,1.4287e-05-0.0030634i,-0.00016169-0.0038221i,0.00035194-0.0032968i,0.00047306-0.0026549i,0.00019828-0.0018803i,-0.00057306-0.0010505i
0.00033811-0.00099149i,-0.00015667-0.0020014i,-0.0032152-0.0026506i,-0.0059827-0.00082082i,-0.0048875+0.00097315i,-0.0016783-0.00085986i,-0.00099282-0.0032561i,-0.002015-0.0026716i,-0.0022298+0.00060379i,-0.0011801+0.0035852i,-0.00023431+0.0036831i,-0.0012355+0.0024861i,-0.0017279+0.0024494i,0.00018287+0.0030755i,0.0021396+0.0031536i,0.0031813+0.0022776i,0.0032533+0.0008336i,0.0030713-0.00095751i,0.0031179-0.0019812i,0.0025884-0.0013692i,0.0017967-0.00071764i,0.0012752+2.0645e-05i,0.00099884+0.00088893i
-0.0010374+0.00088421i,-0.0015117+0.0026575i,-0.00035172+0.0051812i,0.0022689+0.0046556i,0.0043434+0.003i,0.0042014+0.0019496i,0.0042769+0.001882i,0.0046774+0.001484i,0.0048719+0.0008111i,0.004438-0.00030085i,0.0023391-0.0025805i,0.00032943-0.0037629i,-0.00032573-0.003215i,-0.0011136-0.0015406i,-0.0022985+0.0011674i,-0.0020268+0.0029311i,-0.00010825+0.0034534i,0.00060474+0.004018i,0.00054048+0.0027103i,0.00091587+0.00048348i,0.00063464+0.00022923i,0.0003257+0.00086297i,0.00029314+0.00050814i
0.0019875+0.0030748i,0.003298+0.0023834i,0.0028261-0.0010042i,0.00013912-0.0028521i,-0.00092794-0.00073834i,-0.00052263+0.0022169i,-0.00049544+0.0037867i,0.00165+0.0041426i,0.005081+0.0023402i,0.0067531-0.0011916i,0.006378-0.0025441i,0.0051656-0.002051i,0.0028616-0.0016496i,-0.00025834-0.0024431i,-0.0027163-0.002449i,-0.0042054-0.00071403i,-0.0046864+0.00029595i,-0.0042781+0.00036345i,-0.003422+0.00030456i,-0.0024033+0.00044671i,-0.0013102+2.1749e-05i,-0.00089411-0.00053075i,-0.00067311-0.00033916i
-0.00072382-0.00024492i,-0.0025555-0.00060553i,-0.0025363-0.00073088i,-9.0501e-05+0.00036883i,0.00084704+0.0019192i,-0.00049394+0.003507i,-0.0010441+0.0034762i,0.00013885+0.0020527i,0.00035912+0.00033024i,-0.001066-0.0011294i,-0.002053-4.6639e-05i,-0.0012258+0.0017507i,0.0005272+0.0012249i,0.0015022-0.00050004i,0.0013942-0.0025711i,0.00033483-0.0041816i,-0.001204-0.0041794i,-0.0017227-0.0036732i,-0.0014616-0.002941i,-0.0016112-0.0015428i,-0.0011673-0.00044903i,-0.000588-0.00027568i,-0.00045551-0.0002174i
0.0031091+0.0027565i,0.0039986+0.0043453i,0.0031271+0.0049252i,0.00096455+0.0044354i,-7.172e-05+0.0034538i,0.0016083+0.0017787i,0.0028543-0.0010235i,0.00094491-0.0034695i,-0.003109-0.0039609i,-0.0061598-0.0028938i,-0.0065832-0.00089903i,-0.0055397-9.0518e-05i,-0.0043945-0.00010725i,-0.0022103+0.00052351i,0.00069705+0.00062698i,0.0024506-0.00036581i,0.0033747-0.00077999i,0.0036869-0.00027323i,0.0029316-3.5637e-05i,0.00092402-0.00020941i,8.1376e-05-0.00027883i,0.0003042-0.0003223i,-0.00011121+0.00038265i
0.0015492+0.0030747i,0.00098421+0.0011754i,0.00098789+0.00052599i,0.001036+0.0012111i,0.00077767+0.0017802i,0.0017878+0.00093755i,0.002464-0.0012279i,0.0019039-0.0031195i,-0.00093122-0.0043305i,-0.0034163-0.0028382i,-0.0024358-0.0017383i,-0.00087946-0.0032685i,-0.0011475-0.0029577i,-0.0013826-0.00017303i,-0.0010028+0.0019102i,-0.00034121+0.0025599i,0.00035434+0.0027093i,0.0007485+0.0027029i,0.00040044+0.0024422i,0.00021137+0.0017547i,0.00025552+0.00098539i,0.0013002+0.00069168i,0.0012879+0.00052059i
-0.0043551-0.0012043i,-0.0067899-0.0019531i,-0.0072615-0.0012097i,-0.0041663+0.0007911i,-0.00086402+0.0022072i,0.0020297+0.0030476i,0.003568+0.0021862i,0.0032001+0.0015683i,0.0034635+0.0032966i,0.004518+0.0044151i,0.0048399+0.0031934i,0.0042677+0.0015494i,0.0031579+0.00090414i,0.0011566-0.00026608i,-0.0016961-0.0011809i,-0.0037578-0.00023875i,-0.0039981+0.00025933i,-0.0036079+0.00012138i,-0.002736+0.00024107i,-0.0010147-0.00020471i,0.00034697-0.00094843i,0.00087787-0.00048768i,0.00064899+0.0003078i
0.0047054-0.0016725i,0.009484-0.003265i,0.008585-0.0019743i,0.0044649-0.0002934i,0.0019388+0.00027063i,0.00017925+0.00089092i,-0.0011737+0.0017938i,-0.0021259+0.0042759i,-0.00076605+0.0078164i,0.001009+0.0083744i,0.0013992+0.0060852i,0.00073454+0.0039936i,0.00029836+0.0020965i,-0.00013256-0.0013874i,-0.00078878-0.0034303i,-0.0015702-0.0027578i,-0.0015314-0.0027351i,-0.00094804-0.0041029i,-0.00046009-0.0037922i,-0.00024411-0.0017618i,-0.00035026-0.00043578i,-0.00030946-0.00025377i,0.00028038-0.00047729i
-0.0012674+0.0048446i,-0.0026585+0.0062382i,-0.0026048+0.0051785i,-0.0013652+0.0018008i,-3.3847e-05-0.0001834i,0.00079473-0.0012228i,0.00041285-0.00089166i,-0.00095379+0.00074548i,-0.0018312+0.0017622i,-0.0029673-9.2273e-05i,-0.0040489-0.0024995i,-0.003783-0.0017505i,-0.0021904-0.00081693i,0.00065512-0.00086597i,0.0032067-0.00099069i,0.0034787-0.0016519i,0.0028038-0.0019558i,0.002838-0.0013833i,0.0031048-0.00059718i,0.0023477-0.00023151i,0.0015014-0.00076885i,0.00045638-0.00058253i,0.00036984+0.00050453i
-0.0030909-0.0044615i,-0.0046845-0.0050743i,-0.0042017-0.0030961i,-0.0022878+0.00097237i,-0.0010893+0.0035735i,0.0003035+0.0047236i,0.0018475+0.0028447i,0.0032308-0.0016015i,0.0032277-0.0064617i,0.0012204-0.0088271i,-0.00031456-0.0073689i,0.00058444-0.0050463i,0.0018868-0.0026064i,0.0016369+0.00056396i,0.0020403+0.0025336i,0.0027799+0.0030387i,0.0019637+0.0033266i,0.00079413+0.0044687i,0.00010157+0.0042741i,-0.00074282+0.0019439i,-0.0008049+0.00022199i,-1.6189e-05-0.00044857i,-3.8972e-05-0.00012917i
0.0043182-0.0036269i,0.0064228-0.0050219i,0.004913-0.0043859i,0.0010737-0.00033356i,-0.0015855+0.004383i,-0.0019077+0.0067724i,-0.0021743+0.0046119i,-0.00035114-0.00016352i,0.0030283-0.0036305i,0.0046234-0.0033382i,0.0044834-0.00040392i,0.0035674+0.00032498i,0.0015203+0.00042736i,-0.00091451+0.0015286i,-0.0015364+0.0014127i,-0.0013141+0.0011457i,-0.00166+0.00080709i,-0.0030082+0.00022789i,-0.002772-0.00082888i,-0.0010372-0.0011443i,-7.5139e-05-0.00048771i,-0.00021038-0.00053858i,-0.00021381-0.00084414i
-0.0017656+0.0045161i,-0.0023451+0.0067537i,-0.0026267+0.0051135i,-0.0032561+0.0020879i,-0.0027127+0.00046922i,-0.0018253-0.0007584i,-0.0017235-0.0017049i,-0.0013046-0.00028318i,-0.001255+0.0030328i,-0.0014433+0.0054656i,-0.0013233+0.0052247i,-0.0018548+0.0036488i,-0.0023836+0.0010917i,-0.0023394-0.0021484i,-0.0029814-0.0029333i,-0.003424-0.0017131i,-0.0028684-0.0014251i,-0.0017582-0.0026641i,-0.0004873-0.0030616i,-7.032e-07-0.0014227i,-0.00063841+0.00018019i,-0.00091348-0.00058873i,0.00019218-0.0022556i
0.00039331-0.0041304i,-0.00065767-0.0057211i,-0.00070488-0.0046422i,0.00026718-0.002483i,0.00054418-0.0021033i,0.0024931-0.0020891i,0.0035085-0.00027304i,-0.0011961+0.002649i,-0.0074311+0.0052853i,-0.0091269+0.0049307i,-0.0065954+0.0016908i,-0.0036333-0.0015345i,-0.0010707-0.0025698i,0.0016087-0.0027214i,0.0022298-0.0030818i,9.568e-05-0.0022669i,-0.00044628-0.00092534i,0.001655-0.00077874i,0.002077-0.0018372i,0.00057297-0.0015542i,-0.00086801-0.00044904i,-0.001796+0.00011476i,-0.0013207+0.00011011i
0.0051+0.001851i,0.0061454+0.001748i,0.0048493-3.9821e-05i,0.0013775+0.00080235i,0.00092901+0.0048576i,0.0024132+0.0086299i,0.0026246+0.0079288i,0.00052564+0.0046873i,-0.0019836+0.00012875i,-0.0024055-0.0030218i,-0.00013493-0.0036136i,0.0021604-0.0029278i,0.0024245-0.00053779i,0.0019907+0.0024866i,0.0014447+0.0032331i,0.0013947+0.0011015i,0.0012115-0.00074481i,0.0010728+0.00059134i,0.0013858+0.0020373i,0.00084826+0.0007511i,0.00016213-0.00032242i,-2.9319e-05-0.0004557i,-0.00083245+0.00058857i
-0.00018568+0.0032624i,0.00029173+0.0040779i,0.0013673+0.0050363i,0.0020893+0.0057673i,-0.00068161+0.006767i,-0.003496+0.0061277i,-0.002532+0.0029246i,0.0020418-0.00086957i,0.0056377-0.002492i,0.0064691-0.0018757i,0.005566-0.00031498i,0.0032798+0.0014586i,0.00088317+0.0033794i,-0.0013016+0.004471i,-0.001598+0.0042613i,0.00037935+0.0031681i,0.001018+0.0012587i,-0.00037663+0.0009139i,-0.0011337+0.0018015i,-0.00027659+0.0019102i,0.0008728+0.0010519i,0.0015183+0.00051082i,0.0013622+0.00045502i
-0.002626-0.001452i,-0.0033268-0.0027473i,-0.0034555-0.0027751i,-0.0035808-0.00052472i,-0.0034735+0.00081041i,-0.0031126-0.0027739i,-0.00037077-0.0073937i,0.0047865-0.0059784i,0.008841+3.6972e-05i,0.008343+0.0042687i,0.0035699+0.0038394i,-0.00087428+0.0011268i,-0.0036367-0.00079278i,-0.0040019-0.0010327i,-0.0024969-1.9804e-05i,-0.0010163+0.00067031i,0.00044238+0.0011496i,0.00059145+0.0014036i,-0.00018083+0.0011741i,-2.033e-05+0.0015259i,0.00014198+0.0016011i,0.00015695+0.00036007i,0.0008411-0.00062566i
0.0030341-0.00069959i,0.0047057-0.00069752i,0.0046169-0.00047071i,0.0034955-0.00053481i,0.004495-0.0018813i,0.0083497-0.0024835i,0.0099917-0.00295i,0.0063894-0.0017209i,0.00093453+0.00094943i,-0.0016135+0.0014951i,-0.0014117+0.0002254i,0.00040058-0.0021765i,0.0023491-0.0046888i,0.0023928-0.0054225i,0.0010883-0.0041363i,-0.0014686-0.0023904i,-0.0018957-0.00038997i,0.00021812+0.00051761i,0.00014496-0.00026152i,-0.00075787-0.00040707i,-0.00058407-0.00027409i,-0.00030381-0.00038769i,0.00019996-0.00012322i
-0.0021802-0.0011892i,-0.0032738+0.00043153i,-0.0038556+0.00072232i,-0.00067653+0.0012515i,0.0034269+0.0041496i,0.0054489+0.0088629i,0.003006+0.010404i,-0.0038961+0.0070769i,-0.0091554+0.0010209i,-0.0087384-0.0031611i,-0.0043411-0.0037478i,0.001194-0.0015288i,0.0053574+0.00016184i,0.0068944-0.00077319i,0.005276-0.0024716i,0.0014529-0.0034162i,-0.00077514-0.0026903i,-0.00055216-0.0009619i,-0.00026371-0.001028i,-0.00050489-0.0026312i,-0.00077566-0.0027238i,-0.0010826-0.0011791i,-0.00078381-0.00062722i
-0.0012039-0.00087405i,-0.0013291-0.0015591i,-0.0012732-0.0026567i,-0.0016883+0.00034381i,-0.0052134+0.0057977i,-0.0099234+0.0068612i,-0.012331+0.0042714i,-0.011013+0.00023174i,-0.0065449-0.0041359i,-0.0021899-0.0058208i,-0.00020997-0.002725i,-0.00076551+0.0015873i,-0.0013943+0.0043599i,-0.00044756+0.0057268i,0.0011357+0.0039711i,0.0020962+0.001041i,0.0015617-0.0011375i,0.00076087-0.0017065i,0.00097525-0.0014739i,0.0015388-0.0022217i,0.0015351-0.0020873i,0.00089406-0.00084799i,-0.0003149-2.2389e-05i
0.00078182+0.00011985i,0.0020011-6.4702e-05i,0.0024891+0.0015938i,-0.00015542+0.0035211i,-0.0055255+0.0017254i,-0.0077833-0.0037022i,-0.0039836-0.0080617i,0.0011292-0.0076524i,0.0035809-0.0032741i,0.0032672+0.0008365i,0.00071492+0.0015494i,-0.0022092+0.0008396i,-0.0049216+0.0011293i,-0.0064162+0.0016675i,-0.0049702+0.0025082i,-0.0015338+0.0031728i,0.0011366+0.0025956i,0.0017746+0.0010115i,0.00080011+0.001278i,0.00059444+0.002431i,0.0012166+0.0024726i,0.00030396+0.0020154i,-0.00068281+0.0015535i
0.0027026-0.0015901i,-0.00035793-0.0013563i,-0.004917-0.0027307i,-0.0078915-0.0031021i,-0.004022-0.0016529i,0.0069261-0.00069791i,0.016122-0.00047471i,0.016398+0.0022182i,0.0095269+0.0068701i,0.0032757+0.0078947i,0.0013681+0.0037062i,0.0012521-0.0018353i,0.00070112-0.0048052i,-0.00093723-0.004352i,-0.0029211-0.0021663i,-0.0039186-3.5996e-05i,-0.0030085+0.00069891i,-0.0010444+0.0010477i,-0.001159+0.0019249i,-0.0018648+0.0022988i,-0.0013027+0.0020677i,-0.0004129+0.0012467i,-0.00031403+0.0009345i
6.1692e-05+0.0033303i,0.00025067+0.003121i,0.0029545+0.0023673i,0.0081394+0.0011987i,0.012199+0.0039868i,0.012257+0.012019i,0.0090406+0.018027i,0.0051402+0.018354i,0.0009713+0.014131i,-0.00058151+0.0075387i,0.0010285+0.0020739i,0.0031894-0.00078396i,0.0058594-0.0025424i,0.0070383-0.0037264i,0.00421-0.00462i,-7.9678e-05-0.0042606i,-0.0019754-0.0017571i,-0.0017452+0.00019632i,-0.0011269-0.00058175i,-0.0014468-0.0012966i,-0.0018057-0.0012601i,-0.0011422-0.0012303i,-0.00055861-0.0012647i
-0.00023878-0.0016033i,-0.00074697-0.0015305i,-0.0018838-0.0020971i,-0.0013784+0.00034705i,-0.0024166+0.0062195i,-0.0089274+0.0093301i,-0.016416+0.0070689i,-0.016754+0.0010013i,-0.010207-0.0040641i,-0.0038632-0.0046931i,-0.0012205-0.00090781i,0.0001257+0.0027847i,0.0020959+0.0038011i,0.0043516+0.0031043i,0.0051532+0.0020949i,0.0042858+0.00019771i,0.0018632-0.0010024i,5.7526e-05-0.0013998i,0.00059302-0.0017583i,0.00079798-0.0028519i,0.00052815-0.0038731i,0.00067139-0.0025667i,0.00081602-0.00072859i
-0.0019487+0.00037693i,-0.00012215+6.8692e-05i,0.0015219+0.0018729i,0.0011838+0.0041741i,-0.0022171+0.0012623i,-0.0058937-0.010098i,-0.0071047-0.020753i,-0.005579-0.023107i,-0.0012482-0.018949i,0.0015706-0.011413i,-0.00047552-0.0038719i,-0.003543+0.00042525i,-0.0051966+0.0021404i,-0.0055101+0.0039186i,-0.0034115+0.0049293i,-0.00063473+0.0038426i,0.0011568+0.0019039i,0.0024111+0.00074259i,0.0026536+0.0002504i,0.0028017+0.0008454i,0.0024986+0.001041i,0.0016857+0.00064802i,0.00073584+0.0011198i
0.0038795+0.004486i,0.0035414+0.006137i,0.00052181+0.0058574i,-0.0041745+0.0026084i,-0.0033637-0.0022483i,0.0083287-0.0056447i,0.020586-0.0059934i,0.021533-0.0047633i,0.015033-0.0027507i,0.007533-0.0022504i,0.0020988-0.0030849i,-0.00087171-0.0038685i,-0.0040055-0.0047725i,-0.006637-0.0041057i,-0.006084-0.0010707i,-0.0046193+0.001082i,-0.0017935+0.00090451i,0.00050557+0.00069331i,0.00037211+0.00093452i,0.0002267+0.0016898i,-8.5635e-05+0.0013464i,-0.0007787-0.00016396i,-0.0012833-0.0017042i
-0.0048348+0.00078848i,-0.0075163+0.0012131i,-0.0090522+0.0020275i,-0.0063177+0.0031767i,0.00034616+0.0086332i,0.0067188+0.018919i,0.010052+0.026245i,0.0093559+0.025721i,0.0044422+0.018255i,0.000241+0.009669i,0.0010251+0.003942i,0.0044553-0.00084359i,0.0055358-0.0033784i,0.0043663-0.0045436i,0.002291-0.0047234i,-7.4819e-06-0.0026354i,-0.0015533-0.00042863i,-0.002055-0.00054867i,-0.0021991-0.001019i,-0.0025658-0.00055858i,-0.0022532-0.00068836i,-0.0018155-0.0019378i,-0.0014474-0.0026213i
0.00038448-0.0034354i,-0.00019371-0.0054213i,0.0018462-0.0067965i,0.00608-0.0039311i,0.0035231+0.0036976i,-0.0091847+0.009929i,-0.020754+0.011927i,-0.023753+0.012372i,-0.01935+0.010881i,-0.01081+0.0076448i,-0.0034476+0.0046727i,0.00025545+0.0032571i,0.0020714+0.0031256i,0.0049853+0.0024073i,0.0063753+7.4066e-05i,0.0043117-0.0013992i,0.00069971-0.0018305i,-0.00047541-0.0019894i,0.00054978-0.0017279i,0.0004307-0.0016797i,-0.00014355-0.0011248i,-0.00014364-0.0005661i,0.0006503+7.1302e-05i
0.0022951+0.00076021i,0.0054724+0.00083365i,0.0071961+0.0035826i,0.0053975+0.0079718i,0.00099242+0.0058382i,-0.0018299-0.0087452i,-0.0065316-0.023312i,-0.011509-0.023511i,-0.0098715-0.014416i,-0.0053536-0.0057672i,-0.0036736-0.0010108i,-0.0032368+0.0012903i,-0.0021944+0.0029985i,-0.00083372+0.0037381i,0.00064665+0.0035569i,0.00089166+0.0022264i,0.00072719+0.00028824i,0.00025477-0.00028309i,0.00018915+0.00034382i,0.00045009+0.0002773i,0.00076316-0.00047019i,0.00012993+0.00014506i,-0.00022777+0.0012949i
