-0.0016357-0.0008362i,-0.001502+0.00020156i,-0.0024479+0.0011603i,-0.0021967+0.0016357i,-0.0010689+0.0018064i,-0.00023878+0.0014337i,0.00021804+0.0015855i,0.00046916+0.00050748i,0.00026312-0.00075138i,0.00094832-0.00093551i,0.0010129-0.00066332i,5.5091e-05-0.00032499i,-0.00047744-0.00011273i,-0.00053509-0.00051123i,0.00013965-0.0010588i,0.00039999-0.00099429i,0.00034979-0.00012393i,8.1579e-05+0.00055321i,-0.00037851+0.00067625i,-0.00053728+4.5345e-05i,-0.00074422+9.8507e-05i,-0.00098175+0.00041383i,-0.00031956-0.00020876i
-0.0013189-0.00017061i,-0.0012877+0.00061233i,-0.00079482-0.00014483i,-0.00052922-0.0008958i,-0.0016645-0.00073351i,-0.0013455+0.00086713i,0.00026571+0.0018902i,0.00061447+0.0020615i,0.00037185+0.0025098i,0.00049226+0.0020099i,0.0015633+0.00030766i,0.0021053-0.00080694i,0.0014035+0.00023438i,0.00051645+0.0012607i,0.00046241+0.00081662i,0.0013297-2.4418e-05i,0.0011543-9.6302e-05i,0.00042175+1.8399e-05i,-0.00060952-2.623e-05i,-0.00075968+0.00048946i,-0.00050409+0.00047576i,-0.00079157+6.7354e-05i,-0.00041968-2.5612e-05i
0.0017-0.0029774i,0.00011787-0.0021843i,-0.0010193+0.00017269i,3.8054e-05+0.0016285i,0.00028999+0.0019671i,-0.00069849+0.0030191i,-0.00017214+0.0034514i,0.0018683+0.0022317i,0.0030138+0.00044677i,0.0031376-0.00041076i,0.0025681-0.00027781i,0.0012313+0.00048579i,-0.00032828+0.0016068i,-0.0015686+0.0021694i,-0.00083579+0.0014644i,0.0002695+0.00017485i,-0.00030504-0.00037196i,-0.0012762-0.00039405i,-0.001041+0.00023138i,-6.0262e-06+0.00063557i,0.00068123+2.8043e-05i,0.00088778+0.00044907i,0.00061415+0.00085624i
0.0098181-0.002617i,0.0075106-0.0042736i,0.0043476-0.005419i,0.0013069-0.0045852i,-0.0013437-0.0010651i,-0.00172+0.0028197i,0.00053718+0.003183i,0.002628+0.00050981i,0.0025724-0.0020054i,0.00089994-0.0024812i,-0.00043222-0.0012549i,-0.0014823+0.00039588i,-0.0018811+0.0023748i,-0.0016255+0.0035819i,-0.0014587+0.0030977i,-0.00048914+0.0015906i,0.00037722-8.0291e-05i,0.00021603-0.00068183i,5.2352e-05-0.00052873i,-0.00023207+1.3276e-05i,-0.00029709+0.00013554i,0.0001076-0.00089678i,0.00071668-0.0014463i
0.0052601+0.00199i,0.0051926-0.00086301i,0.0022641-0.0012084i,0.0011977+0.0019363i,0.0023293+0.003101i,0.0029895+0.0030487i,0.0035452+0.0040291i,0.0037592+0.0031247i,0.0011418+0.0014403i,-0.0020857+0.00085763i,-0.0026799+0.00091219i,-0.0027376+0.00054679i,-0.0032514-0.00041707i,-0.003895-0.00078675i,-0.0036074+0.0001726i,-0.0020078+0.0011468i,-0.00060606+0.00059522i,-0.00018918+0.00029635i,-0.00075957-0.00016135i,-0.0012364-0.00050743i,-0.0013872-0.00027723i,-0.0011412-0.00010649i,-0.00085055+0.00068443i
0.0011504+0.0068565i,0.0036431+0.0065777i,0.0033661+0.0037031i,0.00095252+0.0014452i,-0.00038283+0.00089679i,-0.001261+0.0010282i,-0.0017914+0.0029926i,-0.00064566+0.005324i,0.00016564+0.00559i,-0.00062349+0.0043034i,-0.0010263+0.0019396i,-0.00022459-0.001238i,-0.00090532-0.0028171i,-0.0021018-0.0024546i,-0.0029735-0.0022592i,-0.003133-0.001074i,-0.0018727+0.00099458i,-0.00036069+0.0013692i,0.00045981+0.00084487i,0.00012676-1.7402e-05i,-0.00053408-0.00018238i,-0.00084613+0.00043315i,-0.00086278+0.0017689i
-0.0022734-0.0027887i,-0.0012047-0.0039415i,0.0011446-0.003692i,0.0013557-0.002673i,2.2784e-05-0.0012064i,0.0004347+0.00078743i,0.0012105+0.0023244i,0.0020971+0.0027881i,0.0039707+0.0011698i,0.0045158-0.0013675i,0.0037269-0.0027422i,0.0029477-0.0026191i,0.001635-0.0021456i,0.00090653-0.0017165i,0.0006096-0.00084172i,-0.00081539-6.3874e-05i,-0.0011515+0.00050755i,0.00046575+2.2076e-05i,0.001388-0.00025212i,0.0011808+0.00057917i,0.0008508+0.00034136i,0.0010069+0.00066679i,0.00085227+0.0011614i
0.003242-0.0039759i,0.002533-0.0034169i,-0.00078875-0.00078435i,-0.0022467+0.0014619i,-0.0025869+0.0034347i,-0.0035082+0.0051813i,-0.0034018+0.0053231i,-0.0014399+0.0026119i,-0.00011266-0.0013798i,0.00078776-0.0035309i,0.00058025-0.0029127i,0.00041609-0.0012161i,0.0019984+0.0001696i,0.0038126-0.00039038i,0.0039232-0.0017565i,0.0020695-0.0015991i,-0.00054397-0.001139i,-0.0013934-0.00088737i,-0.00062012-0.00023952i,-0.00010685+0.00064998i,-0.00073058+0.00056925i,-0.0019602-8.0712e-05i,-0.0019953-0.00094787i
0.0029919-0.0028398i,0.001161-0.001002i,-0.0012886+0.0010702i,-0.0015085+0.0024131i,-0.000883+0.0041702i,0.00094076+0.005564i,0.0027417+0.0048164i,0.0025799+0.00244i,8.0322e-05+8.432e-05i,-0.0026183-0.00013135i,-0.0014907+0.001426i,0.00092973+0.0023977i,0.0026053+0.0026419i,0.0034347+0.0027602i,0.0036702+0.0020093i,0.0024423+0.00048316i,0.00041323+0.00049611i,-0.00055762+0.001229i,-0.00089113+0.0015722i,-0.0011452+0.00085558i,-0.00035496+0.00030926i,-0.00077508+0.00079585i,-0.0019179+0.00046862i
-0.00034104-0.0033067i,-0.0019422-0.004779i,-0.0046081-0.0044045i,-0.0040417-0.0012497i,-0.0016237+0.0026926i,0.0011714+0.0048836i,0.0028162+0.0049747i,0.003155+0.0035364i,0.00095328+0.0024083i,5.8615e-05+0.004337i,0.0011239+0.0047977i,0.00048683+0.0022041i,-0.0012858+0.0015908i,-0.0013901+0.0030444i,4.2189e-05+0.0033124i,0.00095444+0.0020425i,0.00015142+0.0012489i,-0.0013425+0.001012i,-0.0013349+0.00061163i,-0.00056798+6.6723e-05i,-0.00098937+0.00096068i,-0.00051511+0.0017406i,0.0010885+0.0010749i
0.017833+0.025111i,0.026522+0.018757i,0.03543+0.0050371i,0.025801-0.0078831i,0.011485-0.014788i,-0.0012311-0.010839i,-0.0032298+0.00012255i,0.0015869+0.0046476i,0.0064972+0.0037574i,0.0087942-0.00074013i,0.0039025-0.0045952i,-0.0037608-0.0039405i,-0.010907-0.0019646i,-0.017133-0.0017108i,-0.017239-0.0019171i,-0.0094739-0.00089054i,-0.00093992-0.00065654i,0.00074174-0.00020279i,-0.0019803+0.0023665i,-0.0015661+0.0041032i,0.0013786+0.0031937i,0.0034278+0.0006935i,0.0033955-0.0019263i
0.0011314+0.0012645i,0.0037806+0.00059632i,0.0050016+0.00034394i,0.0026781-0.00075882i,-0.00015903-0.001029i,-0.002208+0.0012098i,-0.0010583+0.0030298i,0.0012483+0.0014771i,0.0016725-0.0018021i,0.00097701-0.0035537i,0.00011842-0.0032606i,-0.0003934-0.002852i,-0.0015311-0.0036128i,-0.0031181-0.0043168i,-0.0038246-0.0036438i,-0.0030804-0.0026758i,-0.0015614-0.0020557i,-0.0014426-0.0019247i,-0.0016058-0.0012711i,-0.00083202-0.000756i,0.00031379-0.0020724i,0.001425-0.0021288i,0.0015788-0.0004658i
0.006027+0.001753i,0.0060588+0.00031965i,0.0043189-0.00050818i,0.0013836-0.00036736i,0.00011908+0.0020216i,-6.5397e-05+0.0051808i,-0.00048026+0.0077627i,-0.002937+0.0079192i,-0.00495+0.0051307i,-0.0042439+0.0023613i,-0.002332+0.00044883i,-0.00086717-0.0020286i,0.00046448-0.004979i,7.9195e-05-0.0065022i,-0.0013332-0.0056051i,-0.0021643-0.0027927i,-0.001366-0.00065047i,0.00013577-0.0002056i,0.00071356-0.00068618i,0.00098315-0.00023328i,0.00098905+0.00037858i,0.0010959+0.00063862i,1.5383e-05+0.0011724i
0.00071617+0.0015583i,0.0013885+0.0032712i,0.0010696+0.0038316i,0.00051146+0.0029607i,-3.3246e-05+0.0027511i,-0.00082445+0.0036631i,-0.00034363+0.0049224i,0.00099795+0.0060203i,0.00084859+0.005943i,0.00028722+0.0053843i,0.00039084+0.003722i,-2.1995e-05+0.001759i,3.44e-05+0.00030652i,0.00038779-0.0015451i,0.00020721-0.0019349i,-9.8126e-05-0.00020017i,0.00033159+0.00075543i,0.0011341+0.00023357i,0.0024369+0.00062046i,0.0031858+0.00098089i,0.0023276+0.0004511i,0.0014847+0.00069567i,0.0013093+0.0011785i
0.0016212+0.00030393i,0.0026519+8.4393e-05i,0.0026627-0.00096696i,0.0019869-0.00097201i,0.00093753+0.001131i,0.00021982+0.0025515i,0.0010878+0.0028484i,0.0040254+0.0017546i,0.0057448-0.00046394i,0.0052027-0.0019352i,0.0034668-0.00122i,0.0019614+0.00092121i,0.0021442+0.0030991i,0.0031325+0.0029166i,0.0025385+0.0013928i,0.0010574+0.00056959i,0.00075298+0.00039686i,0.0018921+0.00034104i,0.002262+0.00070347i,0.001406+0.0005602i,0.00083601+0.00028759i,0.00030302-0.00052966i,-0.00053542-0.0013051i
0.0047474-0.0018214i,0.0042928-0.0028991i,0.0016425-0.0027273i,-0.00064075-0.0016805i,-0.001439-0.0014175i,-0.0024698-0.0014078i,-0.0032164-0.0024134i,-0.0017963-0.0050234i,-0.00064238-0.006852i,-0.00084946-0.0056345i,-0.00062168-0.0036371i,0.00016295-0.00072146i,0.00087752+0.0027095i,0.0021368+0.0039324i,0.002831+0.0027858i,0.0018342+0.0011364i,0.00097925+6.3533e-05i,-2.5076e-05+0.00037262i,-0.0012803+0.0014028i,-0.0013849+0.0014253i,-0.0013281+0.00077076i,-0.0016858+0.00033034i,-0.0018936+0.0005336i
0.0047112+0.0057253i,0.0063674+0.0054298i,0.0052119+0.003465i,0.0023622+0.0019083i,-0.0010209+0.00072192i,-0.0037611+0.00094808i,-0.0048377+0.0031508i,-0.0043128+0.0037459i,-0.0036806+0.0025202i,-0.0025054+0.0016021i,-0.0010472+0.00084051i,-0.00067423-0.0013563i,-0.0017136-0.0023644i,-0.002406-9.9899e-05i,-0.0011736+0.0014287i,-0.00041679+0.00060611i,-0.00094211-0.00012602i,-0.0015786+0.00052455i,-0.0020099+0.0010706i,-0.0016053+0.0011643i,-0.00092932+0.00047819i,-0.00066718-0.00034634i,-0.00028855-0.0001144i
0.00038638-0.0011295i,0.00020994-0.0036923i,-0.0012368-0.004396i,-0.0021069-0.0020027i,-0.0010069+0.0010225i,-7.6485e-05+0.0047174i,0.0020951+0.0085264i,0.0045319+0.0098768i,0.0050555+0.0080495i,0.0032465+0.00529i,0.00053501+0.0020181i,-0.0026609-0.00021109i,-0.0061721-0.00067874i,-0.0078432-0.00032588i,-0.0066521+0.00039928i,-0.0045788+0.00069155i,-0.0028554+0.00024399i,-0.001184+0.00053454i,0.00012657+0.00047711i,0.00054968-0.00063973i,-0.00019837-0.0013338i,9.0037e-05-0.0018249i,0.00061176-0.0022626i
0.00095827-0.0021193i,0.0025065-0.001942i,0.0033579-0.0012472i,0.002648-0.00046514i,0.002044+0.0015156i,0.0037665+0.0048592i,0.0069002+0.0066689i,0.0082375+0.0055625i,0.0067125+0.0029226i,0.0037371+0.00045097i,0.0010803+0.00037031i,-0.00044923+0.0011985i,-0.0013464+5.196e-05i,-0.0024713-0.0012227i,-0.0026567-0.00027573i,-0.0011994+0.0015881i,0.00020559+0.0013868i,0.00035401-0.00019459i,-0.00031246-0.00048888i,-0.0011004-0.00015881i,-0.0011487-0.00042193i,-4.0583e-05-0.0011394i,0.0012273-0.00071496i
0.0017896-0.001394i,0.0016758-0.00031414i,0.0019493+0.0013185i,0.0024396+0.0021529i,0.0017653+0.0019833i,0.00049215+0.0015428i,0.0010464+0.00092428i,0.0012558-0.0012069i,-0.00048056-0.0037259i,-0.0026058-0.0030836i,-0.0014432-0.0013418i,0.0021898-0.001539i,0.0041696-0.0028061i,0.0036782-0.0039425i,0.0020766-0.0040671i,0.0012982-0.0021873i,0.001533-0.00090655i,0.00062153-0.0015658i,-0.00053956-0.0013486i,-0.0006064-0.00052544i,-5.5798e-05+0.00043919i,0.00055721+0.0014838i,0.00018977+0.0016231i
0.0067411+0.002333i,0.0062457+0.0015116i,0.0029447+0.0010974i,0.00063232+0.0016034i,-0.00073045+0.0021244i,-0.0031008+0.0018136i,-0.0054688+0.002597i,-0.0071972+0.0034196i,-0.0064496+0.0032448i,-0.0032258+0.0020537i,-0.00094297-1.9328e-05i,-0.00011888-0.0014549i,0.0013203-0.0019308i,0.0022911-0.0021547i,0.0011924-0.0031129i,-0.00021227-0.003345i,-0.0003823-0.0022559i,0.00041961-0.00052251i,0.0011554+9.0014e-05i,0.0005676+0.00035924i,-4.7976e-05+0.0007531i,1.6058e-05+0.0010189i,0.00072994+0.0015335i
0.0028214+0.0023338i,0.0028434+0.0026419i,0.0022313+0.002503i,0.00028854+0.0020617i,-0.0025352+0.0021618i,-0.003967+0.0035804i,-0.0034046+0.0056113i,-0.0013409+0.0070666i,0.0017749+0.0056788i,0.0032096+0.0017111i,0.0019244-0.0013266i,-0.00048055-0.0004171i,-0.0019262+0.003116i,-0.00040095+0.0044414i,0.00092102+0.0026157i,-0.00059172+0.00043903i,-0.0013554+0.00064209i,-0.0001123+0.0012392i,0.00038594+0.00081251i,-0.00062627-0.0010636i,-0.0012429-0.0012756i,-0.0012208+5.2266e-05i,-0.0011093+0.00045394i
-0.00065869+0.0011558i,2.5664e-05-0.00039288i,-0.0019454-0.00099785i,-0.002555-0.00077952i,-0.00066625-0.0007813i,0.00041224+0.00035334i,0.001209+0.0027422i,0.0039571+0.0019723i,0.0051448-0.0017671i,0.0030763-0.0037067i,0.00089131-0.00191i,2.0032e-05+0.00081317i,-0.00035648+0.0025014i,-0.00029607+0.0038705i,-0.00011841+0.0040977i,0.0001811+0.0026632i,0.00095034+0.0021304i,0.00067981+0.0019004i,0.00026482+0.00090736i,0.00048196-0.00019959i,-0.00025314-0.00072957i,-0.0015427-0.00092659i,-0.0025187-0.0010267i
0.0031257-0.00064904i,0.0044829-0.00078712i,0.0049261+0.00026008i,0.0033993+0.00022996i,0.0027598+0.00021735i,0.004244+0.0010067i,0.0061303+0.00066616i,0.0055377-0.0020043i,0.0021348-0.0028025i,-0.00056898+0.0002843i,0.00047443+0.0024025i,0.0017348+0.0010519i,0.00059373-0.00079285i,-0.002003-0.00089958i,-0.0028733+0.00018975i,-0.00078124+0.00043682i,0.00066057+0.00032952i,2.4524e-05-0.0006562i,-0.00085136-0.00089808i,-0.00049576+0.00019441i,-9.6953e-05+0.00060849i,-0.00080948-0.00058242i,-0.00072073-0.0013863i
0.0068317-0.00012682i,0.0071167-0.00089161i,0.0051836-0.0023235i,0.0015432-0.0021869i,-0.0010401-0.00014754i,0.00011642+0.0019486i,0.0017496+0.0025027i,0.00034137+0.0028518i,-0.0017076+0.0038762i,-0.00076398+0.0045527i,0.00046049+0.0018059i,-0.0011713-0.0021905i,-0.0033075-0.0033457i,-0.0052714-0.0024601i,-0.0060216-0.0011457i,-0.0038146+0.00021796i,-0.0023233-2.5114e-05i,-0.0020257-1.1774e-06i,-0.0015485+0.0010823i,2.6902e-05+0.00088882i,0.001467-0.00012311i,0.0013228-0.0011325i,0.0017014-0.0025161i
0.0010835+0.0084932i,0.0011855+0.0078939i,0.0028481+0.0059675i,0.0044542+0.0039498i,0.0025934+0.0025357i,-0.0023481+0.0035683i,-0.0042573+0.0068981i,-0.0015951+0.0081606i,0.0021003+0.0050356i,0.0024635+0.0003888i,0.00056221-0.0019949i,-0.0003991-0.0011944i,-0.0014304-0.0011636i,-0.0032206-0.0023318i,-0.0045156-0.0022619i,-0.004048-0.00091914i,-0.0022923+0.00011389i,-0.00076031-0.00017905i,-0.00013721+0.00033633i,-0.00012473+0.001375i,0.00072164+0.00093673i,0.0010965-0.00047817i,0.00083954-0.0010026i
0.0029414-0.0026845i,0.0038469-0.0051291i,0.0037149-0.0062805i,0.0018675-0.0035745i,-0.001523+0.00079203i,-0.0040585+0.0042147i,-0.0025013+0.0067495i,0.0012554+0.0056184i,0.0022991+0.00084148i,-0.00063042-0.0023642i,-0.0025006-0.0016681i,0.00079971+0.00058038i,0.0045172+0.00098355i,0.004306-0.0016137i,0.0020218-0.0025905i,0.00042369-0.00075991i,0.00071016+0.00046064i,0.0014678-0.00047755i,0.00017244-0.001303i,-0.00047103-0.00046584i,0.00043721+0.00074475i,0.0011238+0.0017344i,0.0011064+0.0030025i
0.00018355+0.00078993i,0.00036111+0.0004917i,0.00060448+0.0018038i,0.00052504+0.0021744i,-4.3569e-05+0.0008754i,-0.00045379+0.00081644i,-0.00086936+0.0016741i,-0.0015761+0.00086763i,-0.0037124-0.00040251i,-0.0035275+0.00048569i,-0.00055649+0.0016045i,0.0012473+0.00039379i,0.0011692-0.00036409i,0.0022597-0.0014428i,0.0040149-0.0027302i,0.0027574-0.0019761i,0.00054838-0.0008624i,0.00042167-0.00068321i,0.00018166-0.00057828i,-0.00071965-0.00038213i,-0.00095371+0.00067155i,-0.00054243+0.0021424i,-0.00051188+0.0022316i
0.0048874-0.00054287i,0.0043088+0.00012732i,0.000859+0.0010182i,-0.001679+0.00095272i,-0.0012947+0.0009048i,-0.00078347+0.00184i,-0.0026891+0.0028108i,-0.0039622+0.0027771i,-0.0023396+0.003146i,0.0010092+0.0030072i,0.0019782+0.0016444i,-0.0011237+0.0011348i,-0.0030034+0.0028136i,-0.0006375+0.004659i,0.0017283+0.0034326i,0.0016526+0.001137i,0.0010853+0.00052836i,0.00082513+0.00052339i,0.00076995+5.5881e-05i,-0.00039539-0.00051854i,-0.0026751-0.00091828i,-0.0036596-0.00064463i,-0.0028939+0.00018715i
0.0016798+0.0014995i,0.0026012+0.0014802i,0.0010117+0.00067992i,2.5498e-05+0.001485i,0.00044626+0.0040545i,0.0019922+0.005241i,0.0034205+0.0031735i,0.004306+0.0015645i,0.0046894+0.00045572i,0.0039297-0.00077372i,0.0022186-0.0005567i,0.00037357+0.0010483i,-7.8123e-05+0.0027337i,0.00046552+0.0046568i,0.00053846+0.0055936i,0.00078981+0.0046346i,0.00070269+0.0032697i,0.00035935+0.0023622i,0.00068117+0.0014698i,0.00081252+0.00026308i,-8.5455e-05-0.0011865i,-0.0019161-0.0019321i,-0.0030953-0.00094708i
-0.0020321-0.00053755i,-0.0014859-0.0011169i,-0.0017186-0.00073545i,-0.00073298+0.00019287i,0.00090095+0.001388i,0.001239+0.0022062i,0.0015961+0.0011872i,0.002552-0.001371i,0.0013986-0.0037045i,-0.0021433-0.003233i,-0.0031678-0.00071471i,-0.00027272-0.00082709i,0.00043608-0.0027008i,-0.0023287-0.0028476i,-0.0034916-0.00065017i,-0.0026123+0.0014811i,-0.0022594+0.0023689i,-0.0015517+0.0018252i,-0.00068038+0.00074856i,0.00030271+7.3315e-05i,0.0010673-4.9844e-05i,0.00055704-0.00040636i,0.00040159-0.0011839i
0.0041297-0.0039153i,0.0033664-0.0036995i,0.0044211-0.003656i,0.0044996-0.0042225i,0.00030671-0.0036054i,-0.0024893-0.00039281i,-0.000787+0.0028261i,0.0016176+0.002957i,0.00010003+0.0015102i,-0.0020754+0.0016215i,-0.00030349+0.0013707i,0.0018125-0.0023526i,0.0011717-0.0052839i,-0.0015601-0.0044483i,-0.0033885-0.0021008i,-0.0033415-0.0006663i,-0.0017741-1.6734e-06i,-0.0010008-0.000245i,-0.0010824-0.00042215i,-0.00060382-6.6729e-05i,0.00011562-0.00062328i,0.00042109-0.0027916i,0.00070055-0.0035022i
0.0027615-0.0027256i,0.0018905-0.0027838i,-0.0024176-0.00025565i,-0.0038002+0.0034686i,-0.0025725+0.0057795i,-0.0014098+0.0063354i,-0.00054072+0.0079615i,0.00088864+0.008909i,0.0028454+0.0082909i,0.0047976+0.0045327i,0.0052332-0.00036315i,0.0034897-0.0010551i,0.001319+0.0005828i,0.00036629-0.0007933i,-0.00031908-0.0041064i,-0.0015872-0.0036614i,-0.0011828-0.0011816i,-0.00055682-0.00047368i,-0.0011703+0.00010928i,-0.0017457+0.00092163i,-0.00064431+0.0013304i,0.0005969+0.00093558i,0.00092527+0.00059377i
0.0026671+0.0076011i,0.0049965+0.0072853i,0.0060459+0.00481i,0.004195+0.0037903i,0.0017643+0.0040408i,0.00081319+0.0052976i,0.00055177+0.0074484i,0.00092084+0.0070831i,0.0031217+0.0036502i,0.0040143-0.00073066i,0.001825-0.0020218i,0.0011502+0.0012093i,0.0020243+0.0032848i,0.0027909+0.00052884i,0.0025122-0.0027016i,0.0011177-0.0029335i,0.00023363-0.0010948i,0.00018142+0.00030835i,-9.1418e-05+0.00015267i,-0.0003592-9.9527e-05i,-0.00037012+0.0011846i,0.00077445+0.0020048i,0.0015521+0.0024417i
-4.5059e-05-0.001541i,0.0003309-0.0019172i,0.00071131-3.951e-05i,0.0011749+0.0020891i,0.0027785+0.0021203i,0.0030083+0.0024568i,0.0010821+0.0024923i,-0.00026471+0.00057396i,-0.0017444-0.00074272i,-0.0018804-0.00028064i,-0.00091403+0.0015719i,-0.0015445+0.0024753i,-0.0019528+0.0019261i,-0.0001765+0.0012892i,0.0019777+0.00089358i,0.00229+0.00041939i,0.0013382+0.0002744i,0.00077219+0.00056549i,0.0003851+0.00030994i,-0.00018439+0.00018289i,-7.5564e-05+0.0004632i,0.00015509+0.0011i,0.00020056+0.0012745i
0.006316-0.0012865i,0.0043859-0.0013911i,0.0004562-0.0014371i,-0.0011506-0.0020556i,-0.0018219-0.0020503i,-0.0030344-0.00067377i,-0.0038247-0.0003741i,-0.0047162-0.0011833i,-0.0044162-0.0004035i,-0.0033271+0.0021281i,-0.0025209+0.0020037i,-0.0019747-0.00067868i,-0.0026256-0.0010499i,-0.0017875+0.0020382i,0.00082628+0.0037686i,0.001167+0.0023741i,-6.7068e-05+0.00079159i,-9.1662e-05+0.0002666i,0.00089228-0.00018004i,0.00065581-0.00065918i,-0.001006-0.00032201i,-0.0026374+0.00027669i,-0.0032561+0.001155i
0.0075384+0.0022299i,0.0077124-0.0012396i,0.0047829-0.0028568i,0.00028203-0.0006383i,-0.0034997+0.0030814i,-0.0056309+0.0050937i,-0.004521+0.004143i,-0.0023622+0.0020239i,-0.0012597+0.00090821i,8.8843e-05+0.00068218i,0.00036418-0.00051671i,-0.00055488-0.0024519i,-0.0013157-0.0032026i,-0.0017924-0.0011204i,-0.0024962+0.0010467i,-0.0015881+0.0010668i,-0.00030653+0.00060651i,-1.7036e-05+0.00097445i,0.00066278+0.0009052i,0.00059245+0.00035605i,-0.00071484+0.000129i,-0.0018565+0.00025458i,-0.0021015+1.6929e-05i
-0.00063982-0.00060778i,0.00028645-0.0017386i,0.00067701-0.0028163i,-0.00011758-0.0029678i,-0.0018235+0.0002356i,-0.0024985+0.004025i,0.0015928+0.003889i,0.0063645+0.00078191i,0.0060119-0.0032436i,0.0026705-0.004419i,0.00068073-0.003672i,0.0015047-0.0031995i,0.0033025-0.0025761i,0.0019629-0.0016861i,-0.0012659-0.0013566i,-0.0026418-0.00035058i,-0.001467-6.3486e-05i,-0.00040165+0.00036546i,-0.00055943+0.0012545i,-0.00036665+0.001248i,-0.00072684-9.6586e-05i,-0.0017183-0.0014548i,-0.0011638-0.0015138i
0.0014475-0.0016136i,0.0031958-0.0018011i,0.0031427-0.0006024i,0.0030888-0.00045548i,0.0046023-0.00046808i,0.0067762+0.00066845i,0.0086721+0.0029223i,0.0096595+0.0025321i,0.007575-0.00020565i,0.0037547-0.0021371i,0.0020926-0.0024255i,0.0031456-0.0011661i,0.0031223+0.00013513i,0.00070938-0.0011627i,-0.0010879-0.0013722i,-0.001549+0.00013353i,-0.00048557+0.00051903i,-0.00094807+0.00095341i,-0.0028124+0.0014823i,-0.0022905+0.0013173i,-0.00033598-0.00017603i,0.00044575-0.0015199i,0.0008495-0.0022158i
0.006395+0.0012585i,0.0065015+0.0011507i,0.0056845-0.00091072i,0.0041752-0.0022541i,0.0023969-0.0023333i,0.0018115-0.0014445i,0.0029846+0.0022311i,0.0034538+0.0054526i,0.0031525+0.0056944i,0.0028217+0.0041282i,0.0022603+0.0022981i,0.00069065+0.0028909i,0.00067525+0.0051599i,0.0018465+0.0054279i,0.00076038+0.0032418i,0.00015996+0.0013504i,0.00079772+0.00094175i,0.00051093+0.00038256i,8.0641e-05+0.00019623i,-0.00055161-0.00010806i,0.00026541-0.00055702i,0.001905-0.00085861i,0.0025548-0.00057516i
-0.00033647+0.0006037i,0.0018236-0.0013985i,0.0025786-0.0005127i,0.0013065+0.0035496i,-0.0011205+0.006812i,-0.0039647+0.0096003i,-0.0053548+0.012191i,-0.0047418+0.012441i,-0.0024164+0.0091563i,0.0003568+0.0054158i,0.00055257+0.0043891i,-0.0010688+0.0038951i,-0.0017629+0.0030482i,-0.0014069+0.0015033i,-3.592e-06-0.00030228i,0.0012662-0.00081041i,0.00087662-0.00067032i,-0.00010168-0.001646i,-0.00080253-0.0024353i,-0.0002984-0.0015975i,0.00018057-0.00028692i,0.00021454+0.00035341i,0.00097296+0.0007116i
0.00047057-0.0051602i,0.00048013-0.0051845i,-0.001215-0.0018001i,-0.0019335+0.0027594i,5.4481e-05+0.0067091i,-0.0012454+0.0088665i,-0.0054746+0.0090659i,-0.006821+0.0075473i,-0.0047799+0.0041732i,-0.0015388+0.0021321i,5.2759e-05+0.001464i,-0.0011964-0.00085854i,-0.003944-0.0030697i,-0.0049659-0.0024893i,-0.0026865-0.0018042i,-0.002438-0.0013658i,-0.0026493-0.0007012i,-0.0005806-0.0018736i,0.00055663-0.0020736i,-0.00056229-0.00073171i,-0.0017382+0.0010041i,-0.0020026+0.0022921i,-0.0015259+0.002381i
0.0061163+3.5704e-05i,0.0083135+0.001558i,0.0044371+0.0025774i,-0.00051153+0.0019283i,-0.0039638+0.0011608i,-0.0051502+0.0010065i,-0.0043399+0.00023595i,-0.0031289-0.0019252i,-0.0031572-0.0035366i,-0.0041052-0.0032999i,-0.0032359-0.0038971i,-0.0029278-0.0061417i,-0.0033331-0.0064396i,-0.0022578-0.0041i,-0.0013187-0.0026114i,-0.0016228-0.0021979i,-0.0014758-0.00060381i,0.00066809-9.5737e-06i,0.0025187-0.00043057i,0.0013428+0.00019601i,-0.00082077+0.0014426i,-0.0017598+0.0012853i,-0.0022488+0.0003375i
-0.00068385+0.0047825i,-0.0018384+0.0056265i,-0.0036235+0.0033485i,-0.0044439+0.00080788i,-0.0049866-0.0011929i,-0.0048924-0.0039472i,-0.0013925-0.0074847i,0.0022421-0.0087i,0.0014271-0.0069867i,-0.001049-0.0048613i,-0.0022927-0.0033045i,-0.0013624-0.003035i,0.0017893-0.0037391i,0.0032617-0.0037588i,0.0021014-0.0031922i,0.0012458-0.0024195i,0.0022655-0.00038262i,0.0032825+0.0014929i,0.0032037+0.0021696i,0.0016012+0.001817i,-0.00066159+0.00083554i,-0.0012015-0.00014405i,-0.00087325-0.00051761i
0.0016803+0.00035151i,0.001672-0.0013486i,0.00080255-0.0029534i,0.00031795-0.0037094i,0.00023502-0.0027176i,0.0018111-0.00089474i,0.0049076-0.00096503i,0.0062127-0.0025229i,0.0057871-0.0025631i,0.0039918-0.00079349i,0.0025643+0.0016373i,0.0039238+0.0032259i,0.0062828+0.0027483i,0.0053629+0.0007272i,0.0036701-0.00069806i,0.0031598-0.0012157i,0.0025887-0.0011601i,0.0011269+0.00083628i,-0.00040769+0.0023815i,-0.0011773+0.002082i,-0.0022101+0.00032953i,-0.0022503-0.0014208i,-0.0012271-0.0021439i
